한국맥널티(222980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-09-08,14350,14350,13900,14150,20193,70396.0,4975000.0
2017-09-11,14050,14500,14050,14200,18626,70645.0,4975000.0
2017-09-12,14500,14800,14300,14650,18779,72884.0,4975000.0
2017-09-13,14800,14800,14400,14450,7327,71889.0,4975000.0
2017-09-14,14700,15950,14500,15750,85452,78356.0,4975000.0
2017-09-15,15650,15800,15300,15800,21101,78605.0,4975000.0
2017-09-18,15750,15900,15400,15500,18242,77112.0,4975000.0
2017-09-19,15800,15800,15300,15350,8836,76366.0,4975000.0
2017-09-20,15600,15600,15050,15300,17455,76118.0,4975000.0
2017-09-21,15300,15450,14800,15100,13992,75122.0,4975000.0
2017-09-22,14600,15100,14500,14700,14505,73132.0,4975000.0
2017-09-25,14700,14800,13850,13850,18507,68904.0,4975000.0
2017-09-26,13900,13900,12900,13100,36987,65172.0,4975000.0
2017-09-27,13050,13250,12950,13200,11386,65670.0,4975000.0
2017-09-28,13050,13200,12750,13150,10534,65421.0,4975000.0
2017-09-29,13200,13200,12700,12800,37978,63680.0,4975000.0
2017-10-10,12800,13200,12600,13000,15220,64675.0,4975000.0
2017-10-11,12850,13200,12850,13150,7145,65421.0,4975000.0
2017-10-12,13050,13300,12950,12950,13605,64426.0,4975000.0
2017-10-13,13000,13150,12750,12900,15361,64178.0,4975000.0
2017-10-16,12750,12800,12600,12800,16470,63680.0,4975000.0
2017-10-17,12800,12900,12650,12800,16402,63680.0,4975000.0
2017-10-18,12950,13050,12800,13050,8767,64924.0,4975000.0
2017-10-19,13000,13100,12800,12900,10423,64178.0,4975000.0
2017-10-20,13100,13150,12800,12800,9224,63680.0,4975000.0
2017-10-23,12850,13050,12800,12850,17368,63929.0,4975000.0
2017-10-24,12900,13400,12850,13300,25729,66168.0,4975000.0
2017-10-25,13300,13900,13300,13300,23981,66168.0,4975000.0
2017-10-26,13300,13500,13000,13100,15103,65172.0,4975000.0
2017-10-27,13100,13300,12650,12850,69606,63929.0,4975000.0
2017-10-30,12950,13200,12700,13150,21742,65421.0,4975000.0
2017-10-31,13000,13400,13000,13400,8922,66665.0,4975000.0
2017-11-01,13600,13600,13350,13500,14279,67162.0,4975000.0
2017-11-02,13500,13500,13150,13300,21477,66168.0,4975000.0
2017-11-03,13450,13450,13050,13300,10687,66168.0,4975000.0
2017-11-06,13300,13350,13100,13250,6984,65919.0,4975000.0
2017-11-07,13150,13450,13150,13300,11471,66168.0,4975000.0
2017-11-08,13250,13400,13150,13150,19705,65421.0,4975000.0
2017-11-09,13100,13500,13050,13450,15889,66914.0,4975000.0
2017-11-10,13450,13900,13350,13550,33560,67411.0,4975000.0
2017-11-13,13450,13650,13400,13550,12681,67411.0,4975000.0
2017-11-14,13400,13600,13100,13150,23731,65421.0,4975000.0
2017-11-15,13200,13500,13150,13500,19482,67162.0,4975000.0
2017-11-16,13600,13650,13300,13500,11050,67162.0,4975000.0
2017-11-17,13350,14000,13200,13850,31678,68904.0,4975000.0
2017-11-20,13850,15400,13750,14500,102328,72138.0,4975000.0
2017-11-21,14500,14750,14250,14300,21313,71142.0,4975000.0
2017-11-22,14500,14500,13850,14050,31612,69899.0,4975000.0
2017-11-23,14000,14250,13900,14000,15407,69650.0,4975000.0
2017-11-24,13900,14250,13900,14100,10694,70148.0,4975000.0
2017-11-27,14250,15400,14150,14700,50020,73132.0,4975000.0
2017-11-28,14950,15050,14350,14450,23189,71889.0,4975000.0
2017-11-29,14450,15050,14400,15050,30154,74874.0,4975000.0
2017-11-30,15050,15450,14800,14800,24632,73630.0,4975000.0
2017-12-01,14850,15350,14750,15000,11480,74625.0,4975000.0
2017-12-04,15300,15300,14500,14600,23675,72635.0,4975000.0
2017-12-05,14500,14700,14150,14200,16506,70645.0,4975000.0
2017-12-06,14300,14600,14200,14400,9893,71640.0,4975000.0
2017-12-07,14300,14550,14050,14150,17210,70396.0,4975000.0
2017-12-08,14350,14350,13750,13950,6917,69401.0,4975000.0
2017-12-11,14050,14100,13800,14050,4562,69899.0,4975000.0
2017-12-12,13850,14050,13750,14000,11900,69650.0,4975000.0
2017-12-13,14150,14200,14000,14100,3428,70148.0,4975000.0
2017-12-14,14100,14100,13900,14050,6173,69899.0,4975000.0
2017-12-15,13900,14600,13900,14500,18077,72138.0,4975000.0
2017-12-18,14500,14650,14350,14500,8197,72138.0,4975000.0
2017-12-19,14300,14700,14050,14450,15837,71889.0,4975000.0
2017-12-20,14450,14450,13100,13350,13608,66416.0,4975000.0
2017-12-21,13350,13650,12750,12750,18124,63431.0,4975000.0
2017-12-22,12750,13550,12500,13500,18476,67162.0,4975000.0
2017-12-26,13500,13650,13000,13400,29477,66665.0,4975000.0
2017-12-27,13150,13400,13050,13200,11874,65670.0,4975000.0
2017-12-28,13250,13350,13000,13100,15242,65172.0,4975000.0
2018-01-02,13150,13450,13050,13200,21538,65670.0,4975000.0
2018-01-03,13200,13450,13100,13200,13113,65670.0,4975000.0
2018-01-04,13100,13300,13050,13100,14826,65172.0,4975000.0
2018-01-05,13050,13200,13050,13050,11688,64924.0,4975000.0
2018-01-08,13100,13500,12850,13500,32019,67162.0,4975000.0
2018-01-09,13550,13750,13100,13400,18614,66665.0,4975000.0
2018-01-10,13300,13550,13150,13250,5867,65919.0,4975000.0
2018-01-11,13250,13750,13050,13750,25060,68406.0,4975000.0
2018-01-12,13950,14100,13450,13800,24021,68655.0,4975000.0
2018-01-15,13650,13950,13400,13600,12169,67660.0,4975000.0
2018-01-16,13600,13950,13350,13850,16490,68904.0,4975000.0
2018-01-17,13700,13800,13450,13550,11338,67411.0,4975000.0
2018-01-18,13600,13600,13400,13450,10571,66914.0,4975000.0
2018-01-19,13500,13700,13350,13500,12577,67162.0,4975000.0
2018-01-22,13500,13850,13400,13850,19799,68904.0,4975000.0
2018-01-23,13800,13950,13650,13900,23904,69152.0,4975000.0
2018-01-24,13900,14100,13800,13950,11040,69401.0,4975000.0
2018-01-25,14050,14050,13700,13800,9427,68655.0,4975000.0
2018-01-26,13750,13900,13550,13700,22209,68158.0,4975000.0
2018-01-29,13600,14450,13600,14450,64698,71889.0,4975000.0
2018-01-30,14450,15050,14200,14550,75451,72386.0,4975000.0
2018-01-31,14550,14550,13950,14200,24490,70645.0,4975000.0
2018-02-01,14200,14600,14000,14500,17446,72138.0,4975000.0
2018-02-02,14450,14750,14000,14000,19733,69650.0,4975000.0
2018-02-05,13900,13900,13400,13400,31255,66665.0,4975000.0
2018-02-06,12950,13150,12550,13150,26089,65421.0,4975000.0
2018-02-07,13200,13250,12850,12850,16419,63929.0,4975000.0
2018-02-08,13050,13100,12850,13100,7570,65172.0,4975000.0
2018-02-09,12850,12900,12500,12600,22974,62685.0,4975000.0
2018-02-12,12650,12700,12400,12450,14078,61939.0,4975000.0
2018-02-13,12500,12850,12500,12600,7273,62685.0,4975000.0
2018-02-14,12700,12750,12500,12550,4898,62436.0,4975000.0
2018-02-19,12550,12850,12550,12600,8810,62685.0,4975000.0
2018-02-20,12550,12700,12500,12550,21986,62436.0,4975000.0
2018-02-21,12600,12750,12500,12700,5260,63182.0,4975000.0
2018-02-22,12700,12700,12400,12550,9989,62436.0,4975000.0
2018-02-23,12550,12650,12400,12550,11915,62436.0,4975000.0
2018-02-26,12550,12600,12250,12400,10641,61690.0,4975000.0
2018-02-27,12400,12600,12300,12400,3583,61690.0,4975000.0
2018-02-28,12400,12400,11900,12000,23344,59700.0,4975000.0
2018-03-02,12100,12150,11900,12100,2231,60198.0,4975000.0
2018-03-05,12100,12100,11850,12050,5737,59949.0,4975000.0
2018-03-06,12050,12250,12000,12100,6844,60198.0,4975000.0
2018-03-07,12250,12250,11850,12100,5177,60198.0,4975000.0
2018-03-08,11950,12100,11800,12000,6880,59700.0,4975000.0
2018-03-09,12050,12250,11950,12100,9054,60198.0,4975000.0
2018-03-12,12300,12300,12050,12150,3413,60446.0,4975000.0
2018-03-13,12200,12200,11800,12000,20946,59700.0,4975000.0
2018-03-14,12050,12050,11900,11900,3709,59202.0,4975000.0
2018-03-15,12050,12250,11850,12150,14636,60446.0,4975000.0
2018-03-16,12300,12350,12050,12300,13011,61192.0,4975000.0
2018-03-19,12400,12400,12000,12250,12848,60944.0,4975000.0
2018-03-20,12200,12350,12000,12300,8651,61192.0,4975000.0
2018-03-21,12250,12400,12150,12200,7071,60695.0,4975000.0
2018-03-22,12300,12300,12000,12150,12204,60446.0,4975000.0
2018-03-23,11950,12100,11800,11900,15520,59202.0,4975000.0
2018-03-26,11700,11900,11000,11250,40041,55969.0,4975000.0
2018-03-27,11400,12300,11400,11750,11889,58456.0,4975000.0
2018-03-28,12150,12150,11700,11750,7295,58456.0,4975000.0
2018-03-29,11800,11900,11650,11750,10554,58456.0,4975000.0
2018-03-30,11750,12500,11750,12350,15649,61441.0,4975000.0
2018-04-02,12100,12500,12100,12400,8695,61690.0,4975000.0
2018-04-03,12300,12500,12300,12500,10395,62188.0,4975000.0
2018-04-04,12500,12500,12200,12450,13189,61939.0,4975000.0
2018-04-05,12750,16150,12500,15100,436690,75122.0,4975000.0
2018-04-06,14200,14650,13700,13850,315467,68904.0,4975000.0
2018-04-09,14000,14000,13400,13600,78081,67660.0,4975000.0
2018-04-10,13600,13850,13300,13400,56921,66665.0,4975000.0
2018-04-11,13550,15000,13550,13700,345342,68158.0,4975000.0
2018-04-12,13700,13950,13300,13900,52977,69152.0,4975000.0
2018-04-13,14000,14000,13350,13800,53255,68655.0,4975000.0
2018-04-16,13800,13900,13600,13650,38417,67909.0,4975000.0
2018-04-17,13850,13900,13500,13650,37425,67909.0,4975000.0
2018-04-18,13700,13850,13500,13800,25177,68655.0,4975000.0
2018-04-19,13650,13850,13100,13600,27922,67660.0,4975000.0
2018-04-20,13600,13600,13200,13250,17397,65919.0,4975000.0
2018-04-23,13500,13500,13050,13400,25063,66665.0,4975000.0
2018-04-24,13400,13500,13150,13350,8299,66416.0,4975000.0
2018-04-25,13200,13350,13050,13300,12137,66168.0,4975000.0
2018-04-26,13350,13350,13100,13350,11227,66416.0,4975000.0
2018-04-27,13400,13400,13100,13100,16333,65172.0,4975000.0
2018-04-30,13050,13250,12650,12800,17411,63680.0,4975000.0
2018-05-02,12800,13050,12500,12800,12696,63680.0,4975000.0
2018-05-03,12650,13250,12650,13100,8826,65172.0,4975000.0
2018-05-04,13250,13250,12800,12950,10630,64426.0,4975000.0
2018-05-08,12950,13000,12650,12800,10974,63680.0,4975000.0
2018-05-09,12800,12850,12300,12400,17952,61690.0,4975000.0
2018-05-10,12500,12500,12250,12500,12775,62188.0,4975000.0
2018-05-11,12600,12650,12450,12650,6904,62934.0,4975000.0
2018-05-14,12500,12900,12500,12750,5335,63431.0,4975000.0
2018-05-15,12800,12850,12550,12550,4088,62436.0,4975000.0
2018-05-16,12550,12800,12150,12650,16856,62934.0,4975000.0
2018-05-17,12800,12850,12450,12650,4650,62934.0,4975000.0
2018-05-18,12750,12800,12350,12450,8868,61939.0,4975000.0
2018-05-21,12650,12750,12100,12250,8043,60944.0,4975000.0
2018-05-23,12450,12450,12200,12350,13493,61441.0,4975000.0
2018-05-24,12500,12600,12250,12600,12960,62685.0,4975000.0
2018-05-25,12450,12600,12200,12350,12925,61441.0,4975000.0
2018-05-28,12250,12400,12150,12400,9967,61690.0,4975000.0
2018-05-29,12400,12400,12150,12300,6572,61192.0,4975000.0
2018-05-30,12250,12300,11900,12100,7257,60198.0,4975000.0
2018-05-31,12250,12300,11950,12300,7564,61192.0,4975000.0
2018-06-01,12450,13000,12100,12550,32647,62436.0,4975000.0
2018-06-04,12550,12850,12450,12800,8736,63680.0,4975000.0
2018-06-05,12600,12800,12150,12550,10234,62436.0,4975000.0
2018-06-07,12550,12750,12350,12550,2856,62436.0,4975000.0
2018-06-08,12450,12650,12400,12550,4254,62436.0,4975000.0
2018-06-11,12350,12550,12200,12350,4323,61441.0,4975000.0
2018-06-12,12500,12500,12150,12300,3587,61192.0,4975000.0
2018-06-14,12450,12550,12250,12500,7803,62188.0,4975000.0
2018-06-15,12400,12600,12300,12500,6866,62188.0,4975000.0
2018-06-18,12350,12500,12000,12300,11517,61192.0,4975000.0
2018-06-19,12450,12500,11250,11700,10191,58208.0,4975000.0
2018-06-20,11500,11750,11350,11750,8300,58456.0,4975000.0
2018-06-21,11800,11800,11400,11550,6011,57461.0,4975000.0
2018-06-22,11350,11500,10750,11250,24111,55969.0,4975000.0
2018-06-25,11450,11450,11050,11200,3302,55720.0,4975000.0
2018-06-26,11000,11150,10750,11100,8879,55222.0,4975000.0
2018-06-27,11100,11350,10950,11300,5726,56218.0,4975000.0
2018-06-28,11200,11300,10850,10850,7440,53979.0,4975000.0
2018-06-29,10850,11100,10750,10800,4128,53730.0,4975000.0
2018-07-02,10650,11000,10050,10500,8516,52238.0,4975000.0
2018-07-03,10500,10950,10350,10650,5562,52984.0,4975000.0
2018-07-04,10800,10800,10400,10650,3837,52984.0,4975000.0
2018-07-05,10800,10900,10400,10550,5639,52486.0,4975000.0
2018-07-06,10900,10900,10450,10900,2474,54228.0,4975000.0
2018-07-09,11000,11000,10500,10700,2496,53232.0,4975000.0
2018-07-10,10700,10950,10700,10900,1816,54228.0,4975000.0
2018-07-11,10800,10950,10650,10900,4267,54228.0,4975000.0
2018-07-12,10850,11050,10700,11000,1570,54725.0,4975000.0
2018-07-13,11000,11400,10900,11350,11218,56466.0,4975000.0
2018-07-16,11450,11450,11050,11250,2145,55969.0,4975000.0
2018-07-17,11200,11400,11050,11200,2745,55720.0,4975000.0
2018-07-18,11400,11400,10700,11000,4478,54725.0,4975000.0
2018-07-19,11000,11250,10700,10850,2737,53979.0,4975000.0
2018-07-20,10650,11450,10650,10750,2089,53481.0,4975000.0
2018-07-23,10500,10750,10050,10200,6593,50745.0,4975000.0
2018-07-24,10050,10400,9990,10150,8420,50496.0,4975000.0
2018-07-25,10150,10150,9990,10150,4323,50496.0,4975000.0
2018-07-26,10000,10350,10000,10350,8061,51491.0,4975000.0
2018-07-27,10450,10450,10200,10400,1369,51740.0,4975000.0
2018-07-30,10400,10550,10200,10250,3526,50994.0,4975000.0
2018-07-31,10250,13200,10100,10750,350536,53481.0,4975000.0
2018-08-01,10850,10950,10550,10650,31647,52984.0,4975000.0
2018-08-02,10750,12750,10500,11700,671231,58208.0,4975000.0
2018-08-03,11550,11850,11300,11750,87037,58456.0,4975000.0
2018-08-06,11750,11900,11400,11400,48991,56715.0,4975000.0
2018-08-07,11350,11600,11200,11500,30294,57212.0,4975000.0
2018-08-08,11550,11950,11350,11650,37154,57959.0,4975000.0
2018-08-09,11750,11750,11300,11550,16800,57461.0,4975000.0
2018-08-10,11550,11550,11200,11300,12936,56218.0,4975000.0
2018-08-13,11100,11300,10900,10950,9590,54476.0,4975000.0
2018-08-14,10900,11150,10800,10950,3872,54476.0,4975000.0
2018-08-16,10800,11150,10500,10750,6460,53481.0,4975000.0
2018-08-17,10750,11300,10550,10750,11985,53481.0,4975000.0
2018-08-20,10700,11050,10650,10900,3643,54228.0,4975000.0
2018-08-21,10950,11250,10900,11200,5316,55720.0,4975000.0
2018-08-22,11300,11300,11000,11200,5098,55720.0,4975000.0
2018-08-23,11200,11400,11000,11050,12530,54974.0,4975000.0
2018-08-24,11100,11250,11000,11200,6736,55720.0,4975000.0
2018-08-27,11300,11450,11000,11350,10712,56466.0,4975000.0
2018-08-28,11500,11500,11050,11050,7702,54974.0,4975000.0
2018-08-29,11050,11200,11000,11100,4125,55222.0,4975000.0
2018-08-30,11100,11250,11100,11200,4408,55720.0,4975000.0
2018-08-31,11350,11500,11100,11100,2609,55222.0,4975000.0
2018-09-03,11300,11350,11000,11250,5290,55969.0,4975000.0
2018-09-04,11350,11350,11050,11200,3385,55720.0,4975000.0
2018-09-05,11200,11350,11100,11300,6653,56218.0,4975000.0
2018-09-06,11300,11350,11000,11000,7987,54725.0,4975000.0
2018-09-07,11000,11200,11000,11150,3630,55471.0,4975000.0
2018-09-10,11200,11200,10800,10800,12502,53730.0,4975000.0
2018-09-11,10900,11050,10800,11000,3509,54725.0,4975000.0
2018-09-12,11100,11450,10900,11200,6547,55720.0,4975000.0
2018-09-13,11700,11700,11200,11400,18660,56715.0,4975000.0
2018-09-14,11500,11500,11050,11200,4357,55720.0,4975000.0
2018-09-17,11450,11450,11000,11050,6704,54974.0,4975000.0
2018-09-18,11200,11200,11000,11100,3135,55222.0,4975000.0
2018-09-19,11100,11350,11050,11050,6735,54974.0,4975000.0
2018-09-20,11200,11400,11050,11150,11555,55471.0,4975000.0
2018-09-21,11350,11350,11050,11200,4100,55720.0,4975000.0
2018-09-27,11100,11350,11100,11100,7837,55222.0,4975000.0
2018-09-28,11300,11300,11000,11100,3666,55222.0,4975000.0
2018-10-01,11150,11250,11050,11200,6119,55720.0,4975000.0
2018-10-02,11400,11450,11050,11050,5935,54974.0,4975000.0
2018-10-04,11150,11200,10450,10550,13131,52486.0,4975000.0
2018-10-05,10400,10700,10150,10300,15597,51242.0,4975000.0
2018-10-08,10150,10400,10000,10200,11557,50745.0,4975000.0
2018-10-10,10100,10200,9750,9750,13255,48506.0,4975000.0
2018-10-11,9420,9700,9000,9000,11099,44775.0,4975000.0
2018-10-12,8780,9860,8780,9840,15797,48954.0,4975000.0
2018-10-15,9840,10450,9840,10400,10765,51740.0,4975000.0
2018-10-16,10400,10850,10200,10850,4874,53979.0,4975000.0
2018-10-17,10900,10950,10400,10600,5478,52735.0,4975000.0
2018-10-18,10550,10550,10250,10450,4334,51989.0,4975000.0
2018-10-19,10150,10500,10100,10500,1293,52238.0,4975000.0
2018-10-22,10600,12200,10450,10900,120038,54228.0,4975000.0
2018-10-23,10900,10950,10300,10600,14430,52735.0,4975000.0
2018-10-24,10350,10800,10000,10700,16087,53232.0,4975000.0
2018-10-25,10150,10500,10150,10350,12599,51491.0,4975000.0
2018-10-26,10350,10600,9940,10400,8457,51740.0,4975000.0
2018-10-29,10050,10800,9700,9700,11662,48258.0,4975000.0
2018-10-30,8890,9450,8850,8970,121113,44626.0,4975000.0
2018-10-31,9010,9690,8880,9430,93820,46914.0,4975000.0
2018-11-01,9410,9710,9050,9570,58801,47611.0,4975000.0
2018-11-02,9570,10650,9460,9730,52686,48407.0,4975000.0
2018-11-05,9820,11850,9670,11300,440406,56218.0,4975000.0
2018-11-06,11400,13650,11250,12650,1003127,62934.0,4975000.0
2018-11-07,12600,13000,12200,12700,282506,63182.0,4975000.0
2018-11-08,12950,13100,12350,12450,150323,61939.0,4975000.0
2018-11-09,12550,13100,11900,12200,103580,60695.0,4975000.0
2018-11-12,12150,12150,11550,11900,74187,59202.0,4975000.0
2018-11-13,11800,11900,11450,11550,46630,57461.0,4975000.0
2018-11-14,11450,11800,11300,11450,47009,56964.0,4975000.0
2018-11-15,11450,11950,11100,11200,47271,55720.0,4975000.0
2018-11-16,11200,11650,11100,11500,41830,57212.0,4975000.0
2018-11-19,11350,11850,11200,11850,50565,58954.0,4975000.0
2018-11-20,11550,11750,11400,11750,21517,58456.0,4975000.0
2018-11-21,11650,11800,11250,11350,24201,56466.0,4975000.0
2018-11-22,11450,11950,11150,11650,39727,57959.0,4975000.0
2018-11-23,11600,11850,11550,11700,29465,58208.0,4975000.0
2018-11-26,11900,11900,11350,11500,26705,57212.0,4975000.0
2018-11-27,11650,11650,11200,11400,35926,56715.0,4975000.0
2018-11-28,11400,11550,11250,11550,9803,57461.0,4975000.0
2018-11-29,11700,11700,11300,11550,14677,57461.0,4975000.0
2018-11-30,11550,11550,11300,11400,29367,56715.0,4975000.0
2018-12-03,11500,12050,11450,11750,87395,58456.0,4975000.0
2018-12-04,11850,13000,11750,12450,254985,61939.0,4975000.0
2018-12-05,13500,15500,13450,14100,1182055,70148.0,4975000.0
2018-12-06,14450,14450,12950,13250,260271,65919.0,4975000.0
2018-12-07,14150,14650,13350,13600,391966,67660.0,4975000.0
2018-12-10,13200,13750,13150,13500,387508,67162.0,4975000.0
2018-12-11,13300,13650,12500,12500,140711,62188.0,4975000.0
2018-12-12,12800,13200,12400,12650,212345,62934.0,4975000.0
2018-12-13,12800,13100,12650,12800,95147,63680.0,4975000.0
2018-12-14,12800,13200,12650,13100,140092,65172.0,4975000.0
2018-12-17,13100,13400,12800,13150,169794,65421.0,4975000.0
2018-12-18,12900,13050,11800,12000,208811,59700.0,4975000.0
2018-12-19,11850,12000,11400,11550,139196,57461.0,4975000.0
2018-12-20,11500,11900,11200,11350,91901,56466.0,4975000.0
2018-12-21,11250,11400,11050,11350,65086,56466.0,4975000.0
2018-12-24,11200,11400,11000,11000,41741,54725.0,4975000.0
2018-12-26,10800,11100,10150,10300,90738,51242.0,4975000.0
2018-12-27,10500,10900,10450,10500,35036,52238.0,4975000.0
2018-12-28,10500,11400,10500,11150,69751,55471.0,4975000.0
2019-01-02,11150,11450,10950,11200,31625,55720.0,4975000.0
2019-01-03,11200,11350,10800,10950,23159,54476.0,4975000.0
2019-01-04,10800,10850,10300,10650,40249,52984.0,4975000.0
2019-01-07,10850,11350,10700,11350,25746,56466.0,4975000.0
2019-01-08,11300,11450,11000,11300,35191,56218.0,4975000.0
2019-01-09,11300,11350,10950,11150,37980,55471.0,4975000.0
2019-01-10,11200,11300,10750,11000,38364,54725.0,4975000.0
2019-01-11,11050,11100,10850,10850,20436,53979.0,4975000.0
2019-01-14,11700,12350,11300,11500,560074,57212.0,4975000.0
2019-01-15,11350,11550,11100,11200,113890,55720.0,4975000.0
2019-01-16,11250,11700,11250,11450,80016,56964.0,4975000.0
2019-01-17,11550,11950,11200,11450,120876,56964.0,4975000.0
2019-01-18,11550,11850,11450,11800,59262,58705.0,4975000.0
2019-01-21,11850,12200,11600,12100,62713,60198.0,4975000.0
2019-01-22,12250,12250,11750,11900,61746,59202.0,4975000.0
2019-01-23,12200,13500,11800,11900,699097,59202.0,4975000.0
2019-01-24,11950,12000,11550,11950,73897,59451.0,4975000.0
2019-01-25,11950,12000,11700,12000,45290,59700.0,4975000.0
2019-01-28,12150,12250,11900,12000,51170,59700.0,4975000.0
2019-01-29,11950,12800,11600,12450,248403,61939.0,4975000.0
2019-01-30,12950,13200,12450,13150,250849,65421.0,4975000.0
2019-01-31,13250,13750,12700,12900,211014,64178.0,4975000.0
2019-02-01,12850,13000,12200,12350,105836,61441.0,4975000.0
2019-02-07,12200,12300,11950,12100,44487,60198.0,4975000.0
2019-02-08,12200,12700,12000,12500,102714,62188.0,4975000.0
2019-02-11,12350,12700,12100,12600,66831,62685.0,4975000.0
2019-02-12,12500,13200,12400,13100,71017,65172.0,4975000.0
2019-02-13,13000,13000,12400,12450,109729,61939.0,4975000.0
2019-02-14,12500,12550,12150,12400,33722,61690.0,4975000.0
2019-02-15,12250,12400,11900,11950,66016,59451.0,4975000.0
2019-02-18,11900,12050,11550,11950,48950,59451.0,4975000.0
2019-02-19,11900,12200,11800,12050,22588,59949.0,4975000.0
2019-02-20,12050,12150,11850,11900,22016,59202.0,4975000.0
2019-02-21,11950,11950,11650,11750,29436,58456.0,4975000.0
2019-02-22,11650,11800,11500,11500,32435,57212.0,4975000.0
2019-02-25,11500,11850,11400,11850,29448,58954.0,4975000.0
2019-02-26,11900,11950,11600,11600,14197,57710.0,4975000.0
2019-02-27,11600,11900,11550,11600,8254,57710.0,4975000.0
2019-02-28,11600,11900,10700,11200,51032,55720.0,4975000.0
2019-03-04,11100,11550,11100,11300,62017,56218.0,4975000.0
2019-03-05,11200,11350,11050,11300,27897,56218.0,4975000.0
2019-03-06,11300,11700,11250,11700,31514,58208.0,4975000.0
2019-03-07,11700,11700,11250,11450,29949,56964.0,4975000.0
2019-03-08,11450,11850,11250,11850,46666,58954.0,4975000.0
2019-03-11,11800,11900,11550,11600,28854,57710.0,4975000.0
2019-03-12,11550,12050,11550,11950,51044,59451.0,4975000.0
2019-03-13,12000,12000,11650,11900,30266,59202.0,4975000.0
2019-03-14,11900,12500,11800,12350,76021,61441.0,4975000.0
2019-03-15,12400,12400,11700,11950,45137,59451.0,4975000.0
2019-03-18,11900,12050,11700,11750,31000,58456.0,4975000.0
2019-03-19,11900,12100,11850,12000,34368,59700.0,4975000.0
2019-03-20,12050,12300,11800,12250,39637,60944.0,4975000.0
2019-03-21,12250,12400,12000,12100,23906,60198.0,4975000.0
2019-03-22,12200,12200,11800,12100,34567,60198.0,4975000.0
2019-03-25,11800,12100,11800,11900,31987,59202.0,4975000.0
2019-03-26,11900,12050,11700,11950,70340,59451.0,4975000.0
2019-03-27,11950,12000,11650,11750,28030,58456.0,4975000.0
2019-03-28,11650,11800,11450,11750,39526,58456.0,4975000.0
2019-03-29,11700,11750,11250,11600,24083,57710.0,4975000.0
2019-04-01,11800,11800,11450,11800,26985,58705.0,4975000.0
2019-04-02,11750,11900,11600,11750,10639,58456.0,4975000.0
2019-04-03,11750,11900,11650,11900,24618,59202.0,4975000.0
2019-04-04,11800,11950,11600,11750,29284,58456.0,4975000.0
2019-04-05,11750,11800,11550,11750,28995,58456.0,4975000.0
2019-04-08,11750,11800,11600,11700,9276,58208.0,4975000.0
2019-04-09,11600,11700,11350,11400,27973,56715.0,4975000.0
2019-04-10,11400,11450,11300,11350,13936,56466.0,4975000.0
2019-04-11,11450,11750,11400,11500,15146,57212.0,4975000.0
2019-04-12,11500,12000,11400,11950,48445,59451.0,4975000.0
2019-04-15,12000,12050,11700,11850,32720,58954.0,4975000.0
2019-04-16,11750,11900,11500,11850,62534,58954.0,4975000.0
2019-04-17,11800,11900,11700,11900,27631,59202.0,4975000.0
2019-04-18,11900,11950,11750,11900,39832,59202.0,4975000.0
2019-04-19,12100,12100,11650,11750,30826,58456.0,4975000.0
2019-04-22,11850,12200,11750,12100,64077,60198.0,4975000.0
2019-04-23,12100,12100,11800,11850,36730,58954.0,4975000.0
2019-04-24,11850,12350,11850,12350,89159,61441.0,4975000.0
2019-04-25,12350,12600,12000,12150,80033,60446.0,4975000.0
2019-04-26,12150,12450,11900,12300,60854,61192.0,4975000.0
2019-04-29,12650,12650,12050,12100,31176,60198.0,4975000.0
2019-04-30,12050,12150,11750,11800,39081,58705.0,4975000.0
2019-05-02,11800,11900,11600,11700,22406,58208.0,4975000.0
2019-05-03,11750,11800,11600,11600,27696,57710.0,4975000.0
2019-05-07,11400,11800,11050,11500,34150,57212.0,4975000.0
2019-05-08,11150,11600,11150,11400,24394,56715.0,4975000.0
2019-05-09,11400,11500,10700,10850,47219,53979.0,4975000.0
2019-05-10,10900,11100,10450,10800,15695,53730.0,4975000.0
2019-05-13,10700,11000,10050,10250,33076,50994.0,4975000.0
2019-05-14,10050,10400,9960,10300,27299,51242.0,4975000.0
2019-05-15,10400,10700,10250,10650,14584,52984.0,4975000.0
2019-05-16,10750,11250,10550,10700,50149,53232.0,4975000.0
2019-05-17,10700,10850,10550,10800,19460,53730.0,4975000.0
2019-05-20,10800,10850,10400,10450,26138,51989.0,4975000.0
2019-05-21,10450,10550,10350,10400,12375,51740.0,4975000.0
2019-05-22,10400,10600,10300,10600,9554,52735.0,4975000.0
2019-05-23,10600,10700,10300,10350,7613,51491.0,4975000.0
2019-05-24,10300,10300,9800,10050,42043,49999.0,4975000.0
2019-05-27,10050,10150,9930,10000,15532,49750.0,4975000.0
2019-05-28,9890,10100,9890,10050,11492,49999.0,4975000.0
2019-05-29,10050,10050,9820,9920,14825,49352.0,4975000.0
2019-05-30,9970,10000,9700,9810,14233,48805.0,4975000.0
2019-05-31,9900,9970,9720,9930,9589,49402.0,4975000.0
2019-06-03,9930,10050,9850,9950,8451,49501.0,4975000.0
2019-06-04,9820,9990,9820,9900,7372,49252.0,4975000.0
2019-06-05,10100,10100,9920,9980,2756,49650.0,4975000.0
