EDGC(245620),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-08-31,7150,7270,6890,7000,927307,252546.0,36077940.0
2018-09-03,6960,7360,6960,7230,1218415,260844.0,36077940.0
2018-09-04,7310,7910,7300,7590,2720190,273832.0,36077940.0
2018-09-05,7590,7740,7430,7590,788728,273832.0,36077940.0
2018-09-06,7600,7730,7320,7560,817081,272749.0,36077940.0
2018-09-07,7430,7710,7430,7520,556712,271645.0,36122940.0
2018-09-10,7500,7720,7450,7540,337695,272367.0,36122940.0
2018-09-11,7570,7920,7560,7920,764256,286094.0,36122940.0
2018-09-12,8000,8400,7860,8020,1086322,289706.0,36122940.0
2018-09-13,7960,8140,7850,8100,314210,292596.0,36122940.0
2018-09-14,8180,8430,7980,8010,843142,289345.0,36122940.0
2018-09-17,7900,8000,7510,7680,550165,277424.0,36122940.0
2018-09-18,7620,8600,7620,8460,1709648,305600.0,36122940.0
2018-09-19,8360,8700,8150,8500,1049830,307045.0,36122940.0
2018-09-20,8550,8950,8360,8430,1281111,304516.0,36122940.0
2018-09-21,8410,8670,8330,8440,423870,304878.0,36122940.0
2018-09-27,8400,8400,8050,8100,506566,292596.0,36122940.0
2018-09-28,8080,8360,7660,7690,782455,277785.0,36122940.0
2018-10-01,7740,7760,7230,7330,469688,264781.0,36122940.0
2018-10-02,7280,7530,7150,7270,234587,262977.0,36172940.0
2018-10-04,7290,7350,7070,7110,191516,257190.0,36172940.0
2018-10-05,7060,8180,6760,7360,627840,266233.0,36172940.0
2018-10-08,7250,7830,7250,7550,330885,273106.0,36172940.0
2018-10-10,7530,7820,7340,7780,372083,281425.0,36172940.0
2018-10-11,7560,7700,7010,7010,626895,253572.0,36172940.0
2018-10-12,6920,7390,6900,7200,354478,260445.0,36172940.0
2018-10-15,7300,7550,7110,7150,370053,258637.0,36172940.0
2018-10-16,7160,7250,7030,7050,188366,255019.0,36172940.0
2018-10-17,7120,7250,7010,7050,171140,255019.0,36172940.0
2018-10-18,7100,7350,7020,7080,135759,256104.0,36172940.0
2018-10-19,7110,7220,6960,7200,215793,260445.0,36172940.0
2018-10-22,7300,7410,6950,7010,480296,253572.0,36172940.0
2018-10-23,7010,7100,6650,6650,346246,240550.0,36172940.0
2018-10-24,6640,6740,6050,6110,340117,221017.0,36172940.0
2018-10-25,5890,6040,5700,5940,293390,214867.0,36172940.0
2018-10-26,6050,6090,5490,5520,369119,199675.0,36172940.0
2018-10-29,5500,5620,5000,5070,323656,183397.0,36172940.0
2018-10-30,4830,5260,4830,5230,340523,189184.0,36172940.0
2018-10-31,5360,5590,5280,5360,276316,193887.0,36172940.0
2018-11-01,5510,5870,5460,5690,278482,205824.0,36172940.0
2018-11-02,5790,6040,5770,6000,246729,217038.0,36172940.0
2018-11-05,6040,6350,5840,6300,198955,227890.0,36172940.0
2018-11-06,6210,6360,6150,6250,141653,226081.0,36172940.0
2018-11-07,6270,6420,6000,6100,133116,220655.0,36172940.0
2018-11-08,6280,6370,6180,6220,90731,224996.0,36172940.0
2018-11-09,6220,6350,6010,6100,65331,220655.0,36172940.0
2018-11-12,6140,6140,5810,5810,129780,210165.0,36172940.0
2018-11-13,5730,5840,5520,5800,119379,209803.0,36172940.0
2018-11-14,5870,5870,5700,5700,85822,206186.0,36172940.0
2018-11-15,5710,5950,5520,5830,72975,210888.0,36172940.0
2018-11-16,5800,5950,5790,5870,65038,212335.0,36172940.0
2018-11-19,5910,6150,5870,6090,139999,220293.0,36172940.0
2018-11-20,5950,6090,5900,6060,97100,219208.0,36172940.0
2018-11-21,5980,6140,5940,6070,111124,219570.0,36172940.0
2018-11-22,6080,6170,5960,6000,106520,217038.0,36172940.0
2018-11-23,6010,6140,5700,5830,158103,210888.0,36172940.0
2018-11-26,5830,5920,5700,5790,97106,209441.0,36172940.0
2018-11-27,5820,5920,5720,5840,76314,211250.0,36172940.0
2018-11-28,5880,5880,5680,5700,105257,206186.0,36172940.0
2018-11-29,5760,6040,5760,5880,211006,212697.0,36172940.0
2018-11-30,5950,5960,5840,5880,38422,212697.0,36172940.0
2018-12-03,5890,5960,5830,5880,79926,212697.0,36172940.0
2018-12-04,5850,5970,5840,5910,87015,213782.0,36172940.0
2018-12-05,5900,5900,5720,5720,88290,206909.0,36172940.0
2018-12-06,5780,5780,5380,5520,126960,199675.0,36172940.0
2018-12-07,5510,5750,5500,5630,63632,203654.0,36172940.0
2018-12-10,5550,5560,5350,5350,88648,193525.0,36172940.0
2018-12-11,5420,5450,5160,5200,92706,188099.0,36172940.0
2018-12-12,5110,5300,5110,5170,96826,187014.0,36172940.0
2018-12-13,5230,5280,5150,5270,76621,190631.0,36172940.0
2018-12-14,5210,5270,5100,5170,51600,187014.0,36172940.0
2018-12-17,5100,5200,4800,5010,125283,181226.0,36172940.0
2018-12-18,4860,4995,4850,4910,80590,177609.0,36172940.0
2018-12-19,4810,4915,4750,4815,134752,174173.0,36172940.0
2018-12-20,4820,4845,4600,4605,135526,166576.0,36172940.0
2018-12-21,4515,4620,4465,4510,143466,163140.0,36172940.0
2018-12-24,4490,4590,4405,4405,79225,159342.0,36172940.0
2018-12-26,4390,4390,3980,3980,753187,143968.0,36172940.0
2018-12-27,4060,4180,4005,4020,275694,145415.0,36172940.0
2018-12-28,4090,5220,4030,5220,3035983,188823.0,36172940.0
2019-01-02,5220,5400,5070,5230,1886899,189184.0,36172940.0
2019-01-03,5550,5840,5000,5090,3091568,184120.0,36172940.0
2019-01-04,5120,5480,4905,5110,1581963,184844.0,36172940.0
2019-01-07,5620,6220,5340,5620,4869635,203292.0,36172940.0
2019-01-08,5570,5730,5400,5510,889691,199313.0,36172940.0
2019-01-09,5470,6170,5350,5680,2097361,205462.0,36172940.0
2019-01-10,5740,5740,5460,5560,405206,201122.0,36172940.0
2019-01-11,5590,6100,5520,5680,1779599,205462.0,36172940.0
2019-01-14,5730,6000,5590,5950,762352,215229.0,36172940.0
2019-01-15,5870,6090,5870,5930,415833,214506.0,36172940.0
2019-01-16,5950,6220,5920,6210,938972,224634.0,36172940.0
2019-01-17,6320,6580,6050,6300,668821,227890.0,36172940.0
2019-01-18,6390,6390,6210,6250,217356,226081.0,36172940.0
2019-01-21,6250,6280,5890,5890,308463,213059.0,36172940.0
2019-01-22,5890,6240,5810,6140,475340,222102.0,36172940.0
2019-01-23,6100,6260,6050,6210,189265,224634.0,36172940.0
2019-01-24,6210,6280,6130,6280,192673,227166.0,36172940.0
2019-01-25,6300,6380,6210,6240,175085,225719.0,36172940.0
2019-01-28,6260,6520,6250,6350,422779,229698.0,36172940.0
2019-01-29,6350,6430,6050,6170,145000,223187.0,36172940.0
2019-01-30,6170,6250,6130,6200,179286,224272.0,36172940.0
2019-01-31,6210,6300,6110,6170,100827,223187.0,36172940.0
2019-02-01,6170,6240,5820,6000,141210,217038.0,36172940.0
2019-02-07,5910,5990,5780,5860,158958,211973.0,36172940.0
2019-02-08,5800,6190,5770,5950,195720,215229.0,36172940.0
2019-02-11,6000,6240,5950,6120,271597,221378.0,36172940.0
2019-02-12,6260,6880,6260,6330,1727413,228975.0,36172940.0
2019-02-13,6300,6430,6160,6430,244736,232592.0,36172940.0
2019-02-14,6420,6420,6190,6280,200470,227166.0,36172940.0
2019-02-15,6280,6380,6200,6340,138569,229336.0,36172940.0
2019-02-18,6360,6490,6320,6330,214533,228975.0,36172940.0
2019-02-19,6330,6380,6240,6370,125282,230422.0,36172940.0
2019-02-20,6380,6460,6300,6330,147668,228975.0,36172940.0
2019-02-21,6310,6400,6200,6200,123983,224272.0,36172940.0
2019-02-22,6160,6290,6070,6080,116346,219931.0,36172940.0
2019-02-25,6090,6220,6080,6140,101090,222102.0,36172940.0
2019-02-26,6140,6450,6140,6310,257740,228251.0,36172940.0
2019-02-27,6320,6700,6260,6700,709528,242359.0,36172940.0
2019-02-28,6710,6810,6300,6300,572852,227890.0,36172940.0
2019-03-04,6480,6800,6380,6740,435015,243806.0,36172940.0
2019-03-05,6830,6830,6670,6720,239943,243082.0,36172940.0
2019-03-06,6680,6780,6510,6690,271878,241997.0,36172940.0
2019-03-07,6700,6870,6610,6630,399553,239827.0,36172940.0
2019-03-08,6630,6730,6550,6660,186257,240912.0,36172940.0
2019-03-11,6600,6800,6500,6660,244980,240912.0,36172940.0
2019-03-12,6620,6790,6620,6790,253615,245614.0,36172940.0
2019-03-13,6850,7150,6820,7030,1455802,254296.0,36172940.0
2019-03-14,7020,7070,6800,6920,647937,250317.0,36172940.0
2019-03-15,6940,7240,6870,6930,1010530,250678.0,36172940.0
2019-03-18,7000,7490,6990,7110,2044661,257190.0,36172940.0
2019-03-19,7190,7360,6770,6920,885468,250317.0,36172940.0
2019-03-20,6880,6910,6450,6760,599638,244529.0,36172940.0
2019-03-21,6890,6970,6550,6560,400140,237294.0,36172940.0
2019-03-22,6540,6640,6210,6300,329780,227890.0,36172940.0
2019-03-25,6150,6510,6130,6250,266938,226081.0,36172940.0
2019-03-26,6250,6510,6250,6400,213819,231507.0,36172940.0
2019-03-27,6400,6400,6160,6210,208347,224634.0,36172940.0
2019-03-28,6220,6440,6150,6330,163097,228975.0,36172940.0
2019-03-29,6280,6500,6190,6500,172081,235124.0,36172940.0
2019-04-01,6510,6520,6350,6370,118805,230422.0,36172940.0
2019-04-02,6450,6570,6350,6510,124508,235486.0,36172940.0
2019-04-03,6550,6980,6390,6710,667685,242720.0,36172940.0
2019-04-04,6670,6820,6650,6720,224232,243082.0,36172940.0
2019-04-05,6720,6800,6580,6600,189529,238741.0,36172940.0
2019-04-08,6610,6690,6540,6570,152200,237656.0,36172940.0
2019-04-09,6560,6690,6500,6640,138188,240188.0,36172940.0
2019-04-10,6670,6750,6540,6750,237980,244167.0,36172940.0
2019-04-11,6840,7070,6770,6820,852053,246699.0,36172940.0
2019-04-12,6830,7020,6760,6950,298341,251402.0,36172940.0
2019-04-15,7100,7110,6870,6880,320802,248870.0,36172940.0
2019-04-16,6980,6980,6500,6800,297986,245976.0,36172940.0
2019-04-17,6800,6830,6670,6800,145316,245976.0,36172940.0
2019-04-18,6680,6930,6680,6770,199650,244891.0,36172940.0
2019-04-19,6720,6860,6520,6550,264782,236933.0,36172940.0
2019-04-22,6530,6920,6530,6850,287513,247785.0,36172940.0
2019-04-23,6780,6870,6630,6770,155378,244891.0,36172940.0
2019-04-24,6750,6880,6740,6810,163935,246338.0,36172940.0
2019-04-25,6780,6830,6610,6630,197815,239827.0,36172940.0
2019-04-26,6730,6730,6600,6700,142918,242359.0,36172940.0
2019-04-29,6700,6840,6660,6670,261728,241274.0,36172940.0
2019-04-30,6730,6730,6490,6590,285002,238380.0,36172940.0
2019-05-02,6630,6780,6550,6640,206170,240188.0,36172940.0
2019-05-03,6570,6690,6570,6620,98327,239465.0,36172940.0
2019-05-07,6620,8120,6570,7370,10159914,266595.0,36172940.0
2019-05-08,7260,7620,7130,7360,2444465,266233.0,36172940.0
2019-05-09,7330,7950,7060,7290,3063495,263701.0,36172940.0
2019-05-10,7140,7260,6820,6950,1109437,251402.0,36172940.0
2019-05-13,7250,8340,7050,7560,11893349,273467.0,36172940.0
2019-05-14,7410,7940,7230,7620,3057649,275638.0,36172940.0
2019-05-15,7680,7900,7420,7600,1542003,274914.0,36172940.0
2019-05-16,7600,7790,7220,7220,941950,261169.0,36172940.0
2019-05-17,7360,7590,7180,7190,1120051,260083.0,36172940.0
2019-05-20,7140,7440,7100,7130,503364,257913.0,36172940.0
2019-05-21,7130,7250,6980,7010,415183,253572.0,36172940.0
2019-05-22,7090,7840,7070,7180,3413535,259722.0,36172940.0
2019-05-23,7230,7230,6990,7000,803659,253211.0,36172940.0
2019-05-24,6900,7140,6890,6990,427609,252849.0,36172940.0
2019-05-27,6990,7090,6870,6870,244954,248508.0,36172940.0
2019-05-28,6980,7480,6860,7390,1042896,267318.0,36172940.0
2019-05-29,7200,7210,6970,6970,507400,252125.0,36172940.0
2019-05-30,7000,7450,6950,6950,1145169,251402.0,36172940.0
2019-05-31,6960,7020,6860,6910,322943,249955.0,36172940.0
2019-06-03,6870,6900,6610,6650,549764,240550.0,36172940.0
2019-06-04,6610,6700,6490,6580,330840,238018.0,36172940.0
2019-06-05,6670,6720,6570,6580,184748,238018.0,36172940.0
2019-06-07,6580,6940,6580,6740,406582,243806.0,36172940.0
2019-06-10,6630,6800,6630,6730,173998,243444.0,36172940.0
2019-06-11,6730,6970,6700,6820,341877,246699.0,36172940.0
2019-06-12,6780,6870,6740,6750,150022,244167.0,36172940.0
2019-06-13,6790,6860,6580,6680,288433,241635.0,36172940.0
2019-06-14,6750,6830,6600,6600,322878,238741.0,36172940.0
2019-06-17,6570,6730,6540,6590,156314,238380.0,36172940.0
2019-06-18,6580,6670,6460,6510,191290,235486.0,36172940.0
2019-06-19,6530,6600,6450,6450,219289,233315.0,36172940.0
2019-06-20,6400,6500,6390,6450,154775,233315.0,36172940.0
2019-06-21,6440,6480,6240,6300,205965,227890.0,36172940.0
2019-06-24,6340,6380,6120,6210,159166,224634.0,36172940.0
2019-06-25,6150,6230,5820,5910,438624,213782.0,36172940.0
2019-06-26,5900,6230,5800,6000,254891,217038.0,36172940.0
2019-06-27,5920,6200,5920,6060,217532,219208.0,36172940.0
2019-06-28,5990,6110,5810,5810,161696,210165.0,36172940.0
2019-07-01,5810,5920,5770,5840,133759,211250.0,36172940.0
2019-07-02,5800,5970,5800,5960,138098,215591.0,36172940.0
2019-07-03,5930,6120,5900,5960,73493,215591.0,36172940.0
2019-07-04,5910,6000,5810,5950,90591,215229.0,36172940.0
2019-07-05,5890,6020,5850,5900,85433,213420.0,36172940.0
2019-07-08,5900,6000,5440,5500,234183,198951.0,36172940.0
2019-07-09,5550,5650,5300,5330,166283,192802.0,36172940.0
2019-07-10,5250,5440,5250,5390,115491,194972.0,36172940.0
2019-07-11,5350,5770,5350,5450,202169,197143.0,36172940.0
2019-07-12,5400,5640,5400,5490,74005,198589.0,36172940.0
2019-07-15,5370,5540,5300,5320,119106,192440.0,36172940.0
2019-07-16,5290,5380,5200,5280,119498,190993.0,36172940.0
2019-07-17,5280,5330,5130,5210,128441,188461.0,36172940.0
2019-07-18,5140,5340,5120,5330,122887,192802.0,36172940.0
2019-07-19,5290,5420,5270,5360,82696,193887.0,36172940.0
2019-07-22,5300,5510,5300,5490,87933,198589.0,36172940.0
2019-07-23,5450,5700,5450,5550,137943,200760.0,36172940.0
2019-07-24,5530,5600,5380,5450,113366,197143.0,36172940.0
2019-07-25,5310,5480,5310,5370,115309,194249.0,36172940.0
2019-07-26,5270,5420,5220,5220,123822,188823.0,36172940.0
2019-07-29,5170,5240,4985,4990,177097,180503.0,36172940.0
2019-07-30,4865,5100,4865,4980,172338,180141.0,36172940.0
2019-07-31,5100,5100,4800,5060,87479,183035.0,36172940.0
2019-08-01,4910,5190,4900,5050,92701,182673.0,36172940.0
2019-08-02,4940,5020,4785,4885,75614,176705.0,36172940.0
2019-08-05,4760,5070,4720,4840,283378,175077.0,36172940.0
2019-08-06,4600,4900,4540,4540,374521,164225.0,36172940.0
2019-08-07,4460,4720,4460,4575,218186,165491.0,36172940.0
2019-08-08,4560,4710,4550,4625,74704,167300.0,36172940.0
2019-08-09,4580,4820,4570,4780,130245,172907.0,36172940.0
2019-08-12,4700,4890,4700,4830,56555,174715.0,36172940.0
2019-08-13,4840,4880,4790,4825,55825,174534.0,36172940.0
2019-08-14,4830,6100,4730,5370,2108798,194249.0,36172940.0
2019-08-16,5250,5610,5140,5390,585963,194972.0,36172940.0
2019-08-19,5380,5550,5290,5390,330332,194972.0,36172940.0
2019-08-20,5500,5550,5210,5300,222634,191717.0,36172940.0
2019-08-21,5310,5460,5290,5350,170692,193525.0,36172940.0
2019-08-22,5350,5550,5250,5250,250776,189908.0,36172940.0
2019-08-23,5230,5260,5160,5210,72640,188461.0,36172940.0
2019-08-26,5080,5110,4885,4900,127192,177247.0,36172940.0
2019-08-27,4905,5000,4800,4820,94612,174354.0,36172940.0
2019-08-28,4800,4950,4770,4920,102866,177971.0,36172940.0
2019-08-29,4925,5030,4780,4870,105629,176162.0,36172940.0
2019-08-30,4880,4945,4875,4920,83941,177971.0,36172940.0
2019-09-02,4890,4980,4885,4925,58583,178152.0,36172940.0
2019-09-03,4930,5210,4930,5060,233489,183035.0,36172940.0
2019-09-04,5050,5160,5000,5120,112390,185205.0,36172940.0
2019-09-05,5150,5170,5090,5110,63785,184844.0,36172940.0
2019-09-06,5140,5250,5080,5160,114237,186652.0,36172940.0
2019-09-09,5150,5220,5110,5200,94275,188099.0,36172940.0
2019-09-10,5170,5410,5130,5300,206614,191717.0,36172940.0
2019-09-11,5260,5350,5260,5300,87658,191717.0,36172940.0
2019-09-16,5290,5420,5270,5410,118689,195696.0,36172940.0
2019-09-17,5410,5490,5380,5470,149517,197866.0,36172940.0
2019-09-18,5480,5720,5480,5680,247750,205462.0,36172940.0
2019-09-19,5710,5770,5600,5680,177695,205462.0,36172940.0
2019-09-20,5680,5810,5680,5780,116094,209080.0,36172940.0
2019-09-23,5730,5800,5730,5790,67527,209441.0,36172940.0
2019-09-24,5740,5950,5740,5770,92136,208718.0,36172940.0
2019-09-25,5780,5820,5680,5760,163465,208356.0,36172940.0
2019-09-26,5750,5830,5660,5750,126087,207994.0,36172940.0
2019-09-27,5710,5760,5650,5670,38386,205101.0,36172940.0
2019-09-30,5760,5760,5460,5700,72718,206186.0,36172940.0
2019-10-01,5770,5930,5670,5860,108751,211973.0,36172940.0
2019-10-02,5870,6000,5740,5910,105910,213782.0,36172940.0
2019-10-04,5910,5950,5780,5780,43542,209080.0,36172940.0
2019-10-07,5810,6390,5810,5820,295874,210527.0,36172940.0
