KH바텍(060720),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-02-14,12629,12709,12229,12712,67082,253600.0,8000000.0
2006-02-15,12831,12831,12230,12310,77368,245600.0,8000000.0
2006-02-16,12309,12609,12149,12571,42847,250800.0,8000000.0
2006-02-17,12629,12689,12309,12431,65671,248000.0,8000000.0
2006-02-20,12449,12750,12229,12651,106757,252400.0,8000000.0
2006-02-21,12649,12649,12269,12471,57479,248800.0,8000000.0
2006-02-22,12310,12530,12129,12230,45653,244000.0,8000000.0
2006-02-23,12150,12470,11948,12150,43405,242400.0,8000000.0
2006-02-24,12049,12149,11667,11850,74890,236400.0,8000000.0
2006-02-27,11747,11848,11487,11689,106435,233200.0,8000000.0
2006-02-28,11628,11708,11508,11548,72276,230400.0,8000000.0
2006-03-02,11707,12069,11647,11910,151869,237600.0,8000000.0
2006-03-03,11908,12049,11488,11548,57961,230400.0,8000000.0
2006-03-06,11307,11508,11307,11488,16112,229200.0,8000000.0
2006-03-07,11327,11468,11227,11348,19893,226400.0,8000000.0
2006-03-08,11147,11608,10906,11608,59506,231600.0,8000000.0
2006-03-09,11247,11568,11247,11568,36994,230800.0,8000000.0
2006-03-10,11247,11568,11247,11548,15123,230400.0,8000000.0
2006-03-13,11547,11707,10825,11308,100034,225600.0,8000000.0
2006-03-14,11348,11388,10626,10706,160382,213600.0,8000000.0
2006-03-15,10786,10806,10245,10265,127535,204800.0,8000000.0
2006-03-16,10305,10585,9663,9925,173256,198000.0,8000000.0
2006-03-17,9643,10184,9643,10185,118057,203200.0,8000000.0
2006-03-20,10024,10184,9964,9965,67354,198800.0,8000000.0
2006-03-21,10124,10766,10044,10666,133857,212800.0,8000000.0
2006-03-22,10745,10785,10344,10506,90065,209600.0,8000000.0
2006-03-23,10504,10645,10284,10586,96910,211200.0,8000000.0
2006-03-24,10425,10485,10104,10265,33034,204800.0,8000000.0
2006-03-27,10304,10464,10224,10306,24038,205600.0,8000000.0
2006-03-28,10024,10345,10024,10245,37908,204400.0,8000000.0
2006-03-29,10244,10324,10023,10306,73738,205600.0,8000000.0
2006-03-30,10545,10626,10365,10626,49689,212000.0,8000000.0
2006-03-31,10524,10765,10424,10586,52897,211200.0,8000000.0
2006-04-03,10544,10625,10364,10426,56248,208000.0,8000000.0
2006-04-04,10344,10464,10124,10326,53875,206000.0,8000000.0
2006-04-05,10384,10665,10384,10446,51872,208400.0,8000000.0
2006-04-06,10425,10445,10064,10065,44354,200800.0,8000000.0
2006-04-07,10024,10144,9903,10085,36610,201200.0,8000000.0
2006-04-10,9944,10104,9924,9925,20348,198000.0,8000000.0
2006-04-11,9843,9944,9503,9543,80032,190400.0,8000000.0
2006-04-12,9462,9642,9181,9183,122573,183200.0,8000000.0
2006-04-13,9222,9342,9181,9203,102450,183600.0,8000000.0
2006-04-14,9021,9363,9021,9343,112489,186400.0,8000000.0
2006-04-17,9423,9523,9343,9423,52269,188000.0,8000000.0
2006-04-18,9802,10003,9702,9824,160222,196000.0,8000000.0
2006-04-19,9984,10365,9783,10025,150810,200000.0,8000000.0
2006-04-20,10044,10184,9503,9503,84133,189600.0,8000000.0
2006-04-21,9502,9662,9482,9604,58155,191600.0,8000000.0
2006-04-24,9763,9763,9222,9223,47110,184000.0,8000000.0
2006-04-25,9242,9723,9242,9503,86138,189600.0,8000000.0
2006-04-26,9743,10425,9563,10265,159446,204800.0,8000000.0
2006-04-27,10184,10364,9902,10306,69791,205600.0,8000000.0
2006-04-28,10184,10204,9924,10005,48676,199600.0,8000000.0
2006-05-02,9964,10164,9863,10105,41559,201600.0,8000000.0
2006-05-03,10044,10265,9924,10105,40162,201600.0,8000000.0
2006-05-04,10204,10204,9843,10085,50243,201200.0,8000000.0
2006-05-08,10044,10144,9863,10065,46834,200800.0,8000000.0
2006-05-09,10144,10144,9863,10025,31306,200000.0,8000000.0
2006-05-10,9944,10084,9924,10045,20307,200400.0,8000000.0
2006-05-11,9924,10966,9924,10907,156740,217600.0,8000000.0
2006-05-12,10765,11487,10685,11168,203640,222800.0,8000000.0
2006-05-15,11107,11768,10726,11568,78295,230800.0,8000000.0
2006-05-16,11728,11808,11468,11669,116461,232800.0,8000000.0
2006-05-17,11648,11828,11508,11669,80393,232800.0,8000000.0
2006-05-18,11107,11348,10345,10747,93235,214400.0,8000000.0
2006-05-19,10584,11427,10043,11108,151174,221600.0,8000000.0
2006-05-22,10945,10966,10344,10346,18940,206400.0,8000000.0
2006-05-23,10605,10605,10104,10225,12713,204000.0,8000000.0
2006-05-24,10384,10384,9662,9865,22263,196800.0,8000000.0
2006-05-25,9963,9963,8980,8983,28960,179200.0,8000000.0
2006-05-26,9121,9502,8860,8902,49187,177600.0,8000000.0
2006-05-29,8961,9021,8561,8781,44321,175200.0,8000000.0
2006-05-30,8780,9181,8560,9143,38533,182400.0,8000000.0
2006-06-01,9081,9081,8641,8681,45317,173200.0,8000000.0
2006-06-02,8721,8941,8561,8561,62755,170800.0,8000000.0
2006-06-05,8380,8501,8019,8020,34586,160000.0,8000000.0
2006-06-07,7658,7678,7237,7298,74090,145600.0,8000000.0
2006-06-08,7176,7497,6975,7038,75906,140400.0,8000000.0
2006-06-09,7216,7317,6995,7058,80807,140800.0,8000000.0
2006-06-12,7075,7858,7015,7619,134114,152000.0,8000000.0
2006-06-13,7337,7337,7157,7258,111015,144800.0,8000000.0
2006-06-14,7176,7617,7176,7459,119748,148800.0,8000000.0
2006-06-15,7578,7718,7297,7398,86211,147600.0,8000000.0
2006-06-16,7578,7698,7277,7418,182198,148000.0,8000000.0
2006-06-19,7317,7317,6755,6777,136477,135200.0,8000000.0
2006-06-20,6755,6755,6234,6356,158166,126800.0,8000000.0
2006-06-21,6334,6395,6073,6075,104697,121200.0,8000000.0
2006-06-22,6213,6213,6013,6035,110270,120400.0,8000000.0
2006-06-23,5954,6034,5694,5734,92565,114400.0,8000000.0
2006-06-26,5714,5794,5674,5714,88118,114000.0,8000000.0
2006-06-27,5714,5914,5714,5774,148897,115200.0,8000000.0
2006-06-28,5612,5612,5352,5574,124914,111200.0,8000000.0
2006-06-29,5613,6074,5573,5974,160621,119200.0,8000000.0
2006-06-30,6193,6415,5973,6276,107268,125200.0,8000000.0
2006-07-03,6213,6334,6153,6156,79120,122800.0,8000000.0
2006-07-04,6314,6314,5894,5894,80557,117600.0,8000000.0
2006-07-05,5613,6014,5513,5874,108184,117200.0,8000000.0
2006-07-06,6013,6153,5953,6055,77521,120800.0,8000000.0
2006-07-07,6053,6314,6053,6256,84645,124800.0,8000000.0
2006-07-10,6214,6516,6114,6516,66816,130000.0,8000000.0
2006-07-11,6475,6596,6354,6456,60824,128800.0,8000000.0
2006-07-12,6576,6796,6475,6636,101982,132400.0,8000000.0
2006-07-13,6495,6696,6475,6516,32025,130000.0,8000000.0
2006-07-14,6314,6475,6254,6416,31977,128000.0,8000000.0
2006-07-18,6274,6334,6013,6135,51344,122400.0,8000000.0
2006-07-19,6133,6354,6133,6336,48767,126400.0,8000000.0
2006-07-20,6576,6596,6354,6576,125509,131200.0,8000000.0
2006-07-21,6415,6475,6274,6376,57780,127200.0,8000000.0
2006-07-24,6274,6375,6153,6296,59372,125600.0,8000000.0
2006-07-25,6415,6495,6234,6236,121489,124400.0,8000000.0
2006-07-26,6214,6254,5754,5754,180229,114800.0,8000000.0
2006-07-27,5773,5773,5592,5654,125742,112800.0,8000000.0
2006-07-28,5572,5673,5472,5474,134878,109200.0,8000000.0
2006-07-31,5512,5572,5332,5374,160728,107200.0,8000000.0
2006-08-01,5352,5432,4890,4932,280753,98400.0,8000000.0
2006-08-02,4890,4950,4730,4852,329385,96800.0,8000000.0
2006-08-03,4890,4910,4770,4792,212030,95600.0,8000000.0
2006-08-04,4891,5412,4871,5253,448149,104800.0,8000000.0
2006-08-07,5212,5312,5112,5253,210087,104800.0,8000000.0
2006-08-08,5232,5312,5132,5213,202896,104000.0,8000000.0
2006-08-09,5192,5312,5192,5293,152063,105600.0,8000000.0
2006-08-10,5292,5292,5032,5052,148194,100800.0,8000000.0
2006-08-11,5172,5292,5132,5233,154055,104400.0,8000000.0
2006-08-14,5171,5171,4870,4952,163026,98800.0,8000000.0
2006-08-16,5051,5091,4750,4752,265748,94800.0,8000000.0
2006-08-17,4770,4910,4770,4872,143019,97200.0,8000000.0
2006-08-18,4891,5252,4811,5052,238647,100800.0,8000000.0
2006-08-21,5192,5794,5152,5754,581735,114800.0,8000000.0
2006-08-22,5753,5753,5492,5494,191907,109600.0,8000000.0
2006-08-23,5532,5673,5352,5554,188578,110800.0,8000000.0
2006-08-24,5552,5632,5412,5494,91194,109600.0,8000000.0
2006-08-25,5512,5532,5291,5354,97549,106800.0,8000000.0
2006-08-28,5372,5693,5352,5634,124131,112400.0,8000000.0
2006-08-29,5693,5753,5492,5494,93667,109600.0,8000000.0
2006-08-30,5553,5934,5513,5834,247044,116400.0,8000000.0
2006-08-31,5893,6254,5893,6156,336039,122800.0,8000000.0
2006-09-01,6254,6475,6033,6296,229341,125600.0,8000000.0
2006-09-04,6375,6536,6134,6516,157802,130000.0,8000000.0
2006-09-05,6455,6536,6334,6516,98684,130000.0,8000000.0
2006-09-06,6575,6575,6294,6296,95263,125600.0,8000000.0
2006-09-07,6093,6274,6033,6236,117191,124400.0,8000000.0
2006-09-08,6193,6334,6133,6256,67361,124800.0,8000000.0
2006-09-11,6415,6455,6153,6176,97457,123200.0,8000000.0
2006-09-12,6173,6455,6113,6256,120523,124800.0,8000000.0
2006-09-13,6375,6395,6193,6256,160467,124800.0,8000000.0
2006-09-14,6193,6234,6053,6156,97886,122800.0,8000000.0
2006-09-15,6093,6254,6073,6236,126492,124400.0,8000000.0
2006-09-18,6375,6415,6234,6276,150726,125200.0,8000000.0
2006-09-19,6274,6274,6093,6156,149637,122800.0,8000000.0
2006-09-20,6094,6154,5894,5934,138103,118400.0,8000000.0
2006-09-21,6054,6054,5834,5854,102249,116800.0,8000000.0
2006-09-22,5813,5833,5432,5454,155945,108800.0,8000000.0
2006-09-25,5452,5632,5332,5474,131343,109200.0,8000000.0
2006-09-26,5572,5592,5392,5414,85668,108000.0,8000000.0
2006-09-27,5593,5734,5493,5734,104260,114400.0,8000000.0
2006-09-28,5794,6034,5754,5754,140466,114800.0,8000000.0
2006-09-29,5774,5814,5633,5674,50744,113200.0,8000000.0
2006-10-02,5553,5553,4891,5052,310906,100800.0,8000000.0
2006-10-04,5072,5252,5052,5133,135160,102400.0,8000000.0
2006-10-09,5191,5211,4369,4752,124508,94800.0,8000000.0
2006-10-10,4730,4930,4650,4852,49243,96800.0,8000000.0
2006-10-11,4930,4950,4690,4812,46301,96000.0,8000000.0
2006-10-12,4791,5092,4791,5092,78039,101600.0,8000000.0
2006-10-13,5252,5252,5132,5213,84415,104000.0,8000000.0
2006-10-16,5252,5332,5212,5213,62521,104000.0,8000000.0
2006-10-17,5252,5312,4951,4972,159151,99200.0,8000000.0
2006-10-18,4931,5012,4831,4972,51232,99200.0,8000000.0
2006-10-19,5031,5031,4890,4892,60538,97600.0,8000000.0
2006-10-20,4931,4972,4891,4972,57731,99200.0,8000000.0
2006-10-23,4972,5072,4951,4972,42012,99200.0,8000000.0
2006-10-24,5031,5051,4870,4952,73080,98800.0,8000000.0
2006-10-25,4930,4950,4850,4892,48580,97600.0,8000000.0
2006-10-26,4891,5112,4891,5012,135807,100000.0,8000000.0
2006-10-27,5071,5091,4850,4872,61659,97200.0,8000000.0
2006-10-30,4870,4910,4790,4852,51045,96800.0,8000000.0
2006-10-31,4891,5212,4891,5173,172754,103200.0,8000000.0
2006-11-01,5192,5272,5052,5173,91544,103200.0,8000000.0
2006-11-02,5172,5172,5052,5072,52524,101200.0,8000000.0
2006-11-03,5092,5132,5052,5133,48840,102400.0,8000000.0
2006-11-06,5092,5152,4931,5012,57889,100000.0,8000000.0
2006-11-07,5072,5192,5052,5173,71168,103200.0,8000000.0
2006-11-08,5172,5232,5032,5133,68372,102400.0,8000000.0
2006-11-09,5072,5152,5032,5092,38577,101600.0,8000000.0
2006-11-10,5112,5152,5032,5072,35423,101200.0,8000000.0
2006-11-13,5092,5232,5092,5233,70609,104400.0,8000000.0
2006-11-14,5251,5412,5171,5414,114096,108000.0,8000000.0
2006-11-15,5352,5412,5311,5374,63008,107200.0,8000000.0
2006-11-16,5552,5733,5472,5654,244915,112800.0,8000000.0
2006-11-17,5532,5612,5352,5534,155029,110400.0,8000000.0
2006-11-20,5553,5814,5472,5734,181096,114400.0,8000000.0
2006-11-21,5794,6114,5674,5694,365468,113600.0,8000000.0
2006-11-22,5773,5773,5512,5554,230217,110800.0,8000000.0
2006-11-23,5612,5612,5412,5414,265516,108000.0,8000000.0
2006-11-24,5472,5472,5332,5394,61528,107600.0,8000000.0
2006-11-27,5372,5532,5372,5454,85688,108800.0,8000000.0
2006-11-28,5292,5332,5172,5293,121591,105600.0,8000000.0
2006-11-29,5291,5372,5291,5314,65579,106000.0,8000000.0
2006-11-30,5352,5372,5252,5253,97361,104800.0,8000000.0
2006-12-01,5212,5292,5092,5153,87502,102800.0,8000000.0
2006-12-04,5152,5232,4951,4992,102725,99600.0,8000000.0
2006-12-05,5011,5051,4890,4912,109942,98000.0,8000000.0
2006-12-06,4890,4930,4730,4772,145135,95200.0,8000000.0
2006-12-07,4770,4870,4750,4812,87473,96000.0,8000000.0
2006-12-08,4830,4830,4590,4692,68133,93600.0,8000000.0
2006-12-11,4650,4770,4650,4692,30412,93600.0,8000000.0
2006-12-12,4651,4711,4470,4571,92421,91200.0,8000000.0
2006-12-13,4611,4691,4550,4551,52864,90800.0,8000000.0
2006-12-14,4570,4730,4570,4692,77878,93600.0,8000000.0
2006-12-15,4750,4810,4710,4712,40005,94000.0,8000000.0
2006-12-18,4770,4810,4690,4792,46210,95600.0,8000000.0
2006-12-19,4770,4870,4750,4772,30674,95200.0,8000000.0
2006-12-20,4730,4830,4710,4732,29324,94400.0,8000000.0
2006-12-21,4730,4750,4630,4732,38035,94400.0,8000000.0
2006-12-22,4690,4730,4650,4652,30976,92800.0,8000000.0
2006-12-26,4611,4691,4570,4591,29954,91600.0,8000000.0
2006-12-27,4610,4730,4610,4712,25901,94000.0,8000000.0
2006-12-28,4710,4810,4710,4732,19838,94400.0,8000000.0
2007-01-02,4750,4830,4730,4732,18994,94400.0,8000000.0
2007-01-03,4750,4790,4670,4692,20505,93600.0,8000000.0
2007-01-04,4690,4770,4670,4692,26100,93600.0,8000000.0
2007-01-05,4730,4750,4550,4672,57535,93200.0,8000000.0
2007-01-08,4651,4671,4570,4591,34232,91600.0,8000000.0
2007-01-09,4590,4670,4550,4652,34200,92800.0,8000000.0
2007-01-10,4591,4671,4550,4571,18067,91200.0,8000000.0
2007-01-11,4530,4611,4490,4531,27576,90400.0,8000000.0
2007-01-12,4570,4591,4490,4551,29912,90800.0,8000000.0
2007-01-15,4530,4570,4290,4351,127418,86800.0,8000000.0
2007-01-16,4430,4550,4330,4351,177282,86800.0,8000000.0
2007-01-17,4349,4429,4088,4110,119654,82000.0,8000000.0
2007-01-18,4108,4188,4028,4070,77465,81200.0,8000000.0
2007-01-19,3981,4009,3821,3825,187477,76320.0,8000000.0
2007-01-22,3833,3833,3684,3705,110053,73920.0,8000000.0
2007-01-23,3668,3668,3552,3561,116674,71040.0,8000000.0
2007-01-24,3576,3632,3564,3573,81520,71280.0,8000000.0
2007-01-25,3612,3688,3608,3669,121077,73200.0,8000000.0
2007-01-26,3628,3628,3439,3549,256854,70800.0,8000000.0
2007-01-29,3487,3568,3334,3337,270504,66560.0,8000000.0
2007-01-30,3326,3370,3282,3324,146563,66320.0,8000000.0
2007-01-31,3407,3648,3387,3553,675485,70880.0,8000000.0
2007-02-01,3576,3749,3576,3661,322172,73040.0,8000000.0
2007-02-02,3684,3684,3596,3641,153066,72640.0,8000000.0
2007-02-05,3612,3648,3483,3493,205307,69680.0,8000000.0
2007-02-06,3451,3523,3394,3525,221252,70320.0,8000000.0
2007-02-07,3543,3543,3443,3453,160609,68880.0,8000000.0
2007-02-08,3487,3495,3411,3421,95207,68240.0,8000000.0
2007-02-09,3447,3523,3435,3461,152772,69040.0,8000000.0
2007-02-12,3459,3459,3314,3353,270266,66880.0,8000000.0
2007-02-13,3294,3423,3294,3405,93325,67920.0,8000000.0
2007-02-14,3415,3427,3374,3381,75065,67440.0,8000000.0
2007-02-15,3427,3628,3419,3629,240193,72400.0,8000000.0
2007-02-16,3652,3725,3592,3661,237576,73040.0,8000000.0
2007-02-20,3696,3865,3696,3777,274789,75360.0,8000000.0
2007-02-21,3821,3989,3821,3885,219850,77520.0,8000000.0
2007-02-22,3909,3925,3777,3829,134347,76400.0,8000000.0
2007-02-23,3881,3881,3717,3749,116879,74800.0,8000000.0
2007-02-26,3672,3696,3620,3697,151276,73760.0,8000000.0
2007-02-27,3741,3741,3648,3661,95732,73040.0,8000000.0
2007-02-28,3411,3572,3407,3573,124517,71280.0,8000000.0
2007-03-02,3507,3584,3507,3545,123684,70720.0,8000000.0
2007-03-05,3527,3547,3419,3425,147959,68320.0,8000000.0
2007-03-06,3402,3483,3402,3485,78119,69520.0,8000000.0
2007-03-07,3499,3503,3427,3465,85662,69120.0,8000000.0
2007-03-08,3447,3483,3419,3449,91589,68800.0,8000000.0
2007-03-09,3467,3580,3447,3497,141315,69760.0,8000000.0
2007-03-12,3576,3672,3548,3673,121083,73280.0,8000000.0
2007-03-13,3769,3877,3709,3833,202298,76480.0,8000000.0
2007-03-14,3696,3821,3696,3821,141228,76240.0,8000000.0
2007-03-15,3869,4390,3869,4371,716432,87200.0,8000000.0
2007-03-16,4470,4631,4209,4531,572443,90400.0,8000000.0
2007-03-19,4490,4770,4409,4612,388570,92000.0,8000000.0
2007-03-20,4691,4771,4530,4591,306614,91600.0,8000000.0
2007-03-21,4630,4770,4550,4772,212831,95200.0,8000000.0
2007-03-22,4831,4851,4410,4471,330587,89200.0,8000000.0
2007-03-23,4410,4570,4370,4451,160140,88800.0,8000000.0
2007-03-26,4450,4770,4450,4672,243276,93200.0,8000000.0
2007-03-27,4731,4771,4530,4551,196655,90800.0,8000000.0
2007-03-28,4490,4570,4330,4331,160116,86400.0,8000000.0
2007-03-29,4330,4470,4290,4371,157233,87200.0,8000000.0
2007-03-30,4390,4570,4350,4571,174738,91200.0,8000000.0
2007-04-02,4611,4671,4510,4511,125077,90000.0,8000000.0
2007-04-03,4510,4570,4310,4351,196653,86800.0,8000000.0
2007-04-04,4409,4710,4309,4672,457623,93200.0,8000000.0
2007-04-05,4690,4830,4610,4692,207764,93600.0,8000000.0
2007-04-06,4770,4950,4730,4752,297731,94800.0,8000000.0
2007-04-09,4710,4790,4650,4692,178232,93600.0,8000000.0
2007-04-10,4711,5292,4711,5193,578078,103600.0,8000000.0
2007-04-11,5152,5252,5032,5253,311003,104800.0,8000000.0
2007-04-12,5171,5352,5131,5314,263807,106000.0,8000000.0
2007-04-13,5311,5532,5211,5394,386237,107600.0,8000000.0
2007-04-16,5452,5612,5392,5434,276308,108400.0,8000000.0
2007-04-17,5432,5432,5152,5153,261216,102800.0,8000000.0
2007-04-18,5192,5212,5052,5052,146490,100800.0,8000000.0
2007-04-19,5051,5071,4810,4852,230897,96800.0,8000000.0
2007-04-20,4891,5212,4891,5092,155635,101600.0,8000000.0
2007-04-23,5152,5272,5072,5273,287203,105200.0,8000000.0
2007-04-24,5312,5312,5112,5193,88518,103600.0,8000000.0
2007-04-25,5172,5192,4931,4992,134293,99600.0,8000000.0
2007-04-26,5071,5071,4610,4612,153269,92000.0,8000000.0
2007-04-27,4610,4750,4450,4752,196991,94800.0,8000000.0
2007-04-30,4810,4930,4730,4812,180931,96000.0,8000000.0
2007-05-02,4811,4891,4530,4591,169418,91600.0,8000000.0
2007-05-03,4710,4770,4610,4632,131389,92400.0,8000000.0
2007-05-04,4651,4711,4530,4531,103943,90400.0,8000000.0
2007-05-07,4590,4830,4590,4772,140350,95200.0,8000000.0
2007-05-08,4830,4870,4730,4792,101001,95600.0,8000000.0
2007-05-09,4890,4971,4830,4892,80354,97600.0,8000000.0
2007-05-10,4930,4930,4690,4692,134979,93600.0,8000000.0
2007-05-11,4610,4770,4490,4672,56539,93200.0,8000000.0
2007-05-14,4751,4771,4550,4591,81443,91600.0,8000000.0
2007-05-15,4611,4691,4591,4591,44464,91600.0,8000000.0
2007-05-16,4631,4651,4490,4591,133374,91600.0,8000000.0
2007-05-17,4731,4771,4570,4571,210143,91200.0,8000000.0
2007-05-18,4611,4611,4330,4351,253108,86800.0,8000000.0
2007-05-21,4269,4349,4088,4130,221558,82400.0,8000000.0
2007-05-22,4149,4350,4129,4331,177981,86400.0,8000000.0
2007-05-23,4470,4790,4409,4712,298698,94000.0,8000000.0
2007-05-25,4610,5412,4530,5414,549691,108000.0,8000000.0
2007-05-28,5652,6213,5632,6176,1285030,123200.0,8000000.0
2007-05-29,6214,6254,5894,6015,649599,120000.0,8000000.0
2007-05-30,5954,6094,5573,5954,516900,118800.0,8000000.0
2007-05-31,6074,6596,5894,5894,637669,117600.0,8000000.0
2007-06-01,5794,6134,5573,5774,378377,115200.0,8000000.0
2007-06-04,5934,5934,5573,5694,226181,113600.0,8000000.0
2007-06-05,5633,5854,5573,5674,185574,113200.0,8000000.0
2007-06-07,5734,6516,5694,6516,647121,130000.0,8000000.0
2007-06-08,6435,6975,6113,6115,834201,122000.0,8000000.0
2007-06-11,6274,6656,6214,6396,412783,127600.0,8000000.0
2007-06-12,6655,6755,6213,6296,312269,125600.0,8000000.0
2007-06-13,6254,6435,6193,6256,214179,124800.0,8000000.0
2007-06-14,6375,6536,6234,6456,245389,128800.0,8000000.0
2007-06-15,6655,7297,6395,6857,868951,136800.0,8000000.0
2007-06-18,7055,7136,6775,6897,322088,137600.0,8000000.0
2007-06-19,6895,7055,6695,6857,205816,136800.0,8000000.0
2007-06-20,7498,7879,7337,7338,1308070,146400.0,8000000.0
2007-06-21,7458,7718,7056,7378,683353,147200.0,8000000.0
2007-06-22,7537,7898,7397,7499,330004,149600.0,8000000.0
2007-06-25,7577,7757,7357,7639,299346,152400.0,8000000.0
2007-06-26,7819,7859,6816,7258,384575,144800.0,8000000.0
2007-06-27,7297,7337,6815,6817,170420,136000.0,8000000.0
2007-06-28,6915,7096,6755,7017,143690,140000.0,8000000.0
2007-06-29,6915,7075,6815,6897,190207,137600.0,8000000.0
2007-07-02,6936,7297,6936,7258,148704,144800.0,8000000.0
2007-07-03,7397,7418,7157,7318,129716,146000.0,8000000.0
2007-07-04,7397,7397,7097,7178,213404,143200.0,8000000.0
2007-07-05,7196,7236,6935,6937,173670,138400.0,8000000.0
2007-07-06,6956,7277,6636,7138,345452,142400.0,8000000.0
2007-07-09,7337,7517,7055,7078,240379,141200.0,8000000.0
2007-07-10,7096,7196,6855,7017,107237,140000.0,8000000.0
2007-07-11,6895,7216,6815,6957,417127,138800.0,8000000.0
2007-07-12,7055,7096,6895,6977,159752,139200.0,8000000.0
2007-07-13,7016,7056,6636,6656,302922,132800.0,8000000.0
2007-07-16,6595,6615,6254,6256,284071,124800.0,8000000.0
2007-07-18,6495,6955,6415,6897,318979,137600.0,8000000.0
2007-07-19,6855,6955,6615,6837,149347,136400.0,8000000.0
2007-07-20,6755,7075,6735,7017,167019,140000.0,8000000.0
2007-07-23,6975,6975,6715,6897,109153,137600.0,8000000.0
2007-07-24,6915,7055,6775,6897,107961,137600.0,8000000.0
2007-07-25,6815,6915,6755,6777,83633,135200.0,8000000.0
2007-07-26,6895,7377,6835,7038,309749,140400.0,8000000.0
2007-07-27,6855,7156,6735,6757,193551,134800.0,8000000.0
2007-07-30,6635,6955,6635,6937,86653,138400.0,8000000.0
2007-07-31,7016,7277,6856,7278,143468,145200.0,8000000.0
2007-08-01,7117,7377,7036,7218,178632,144000.0,8000000.0
2007-08-02,7498,7738,7097,7098,335982,141600.0,8000000.0
2007-08-03,7216,7557,7176,7559,189517,150800.0,8000000.0
2007-08-06,7418,7678,7257,7258,142086,144800.0,8000000.0
2007-08-07,7397,7438,6996,7098,143170,141600.0,8000000.0
2007-08-08,7257,7317,7036,7258,79069,144800.0,8000000.0
2007-08-09,7458,8019,7357,8000,505678,159600.0,8000000.0
2007-08-10,7737,8479,7617,8201,567913,163600.0,8000000.0
2007-08-13,8419,8800,7577,7599,765171,151600.0,8000000.0
2007-08-14,7757,8058,7257,7479,316222,149200.0,8000000.0
2007-08-16,6876,7016,6375,6376,417110,127200.0,8000000.0
2007-08-17,6375,6615,6053,6256,178265,124800.0,8000000.0
2007-08-20,6535,6895,6475,6797,147483,135600.0,8000000.0
2007-08-21,6895,7015,6695,6997,125191,139600.0,8000000.0
2007-08-22,6996,7197,6936,7178,100749,143200.0,8000000.0
2007-08-23,7377,7377,7137,7138,125861,142400.0,8000000.0
2007-08-24,7097,7357,6996,7278,81324,145200.0,8000000.0
2007-08-27,7498,7558,7317,7318,112269,146000.0,8000000.0
2007-08-28,7317,7597,7196,7599,101853,151600.0,8000000.0
2007-08-29,7337,7978,7257,7519,295773,150000.0,8000000.0
2007-08-30,7737,7737,7377,7459,73914,148800.0,8000000.0
2007-08-31,7577,7777,7337,7619,190078,152000.0,8000000.0
2007-09-03,7677,7677,7437,7459,104027,148800.0,8000000.0
2007-09-04,7418,7518,7097,7258,150444,144800.0,8000000.0
2007-09-05,7337,7397,7117,7318,80000,146000.0,8000000.0
2007-09-06,7297,7557,7216,7519,87344,150000.0,8000000.0
2007-09-07,7577,7617,7417,7459,75972,148800.0,8000000.0
2007-09-10,7196,7236,7055,7078,63827,141200.0,8000000.0
2007-09-11,7097,7237,6896,7138,61149,142400.0,8000000.0
2007-09-12,7216,7337,6895,6937,49976,138400.0,8000000.0
2007-09-13,6856,7117,6796,7118,58248,142000.0,8000000.0
2007-09-14,7216,7216,7015,7017,52931,140000.0,8000000.0
2007-09-17,7056,7217,7056,7138,30251,142400.0,8000000.0
2007-09-18,7136,7196,6895,7058,40003,140800.0,8000000.0
2007-09-19,7136,7257,6815,6957,113840,138800.0,8000000.0
2007-09-20,6956,6956,6556,6616,165142,132000.0,8000000.0
2007-09-21,6696,6696,6334,6536,96896,130400.0,8000000.0
2007-09-27,6455,6676,6415,6656,88079,132800.0,8000000.0
2007-09-28,6616,6816,6556,6716,80439,134000.0,8000000.0
2007-10-01,6715,6975,6715,6897,196510,137600.0,8000000.0
2007-10-02,7015,7055,6915,7017,96869,140000.0,8000000.0
2007-10-04,6895,7015,6715,6777,91583,135200.0,8000000.0
2007-10-05,6735,6955,6615,6917,109539,138000.0,8000000.0
2007-10-08,6995,7096,6895,6977,100392,139200.0,8000000.0
2007-10-09,7016,7377,7016,7338,188357,146400.0,8000000.0
2007-10-10,7418,7418,7237,7258,103172,144800.0,8000000.0
2007-10-11,7337,7537,7236,7479,99499,149200.0,8000000.0
2007-10-12,7478,7618,7337,7358,88279,146800.0,8000000.0
2007-10-15,7538,7939,7458,7940,148110,158400.0,8000000.0
2007-10-16,7939,8300,7879,8020,307011,160000.0,8000000.0
2007-10-17,8098,8299,7818,8241,201730,164400.0,8000000.0
2007-10-18,8299,8680,8138,8441,182817,168400.0,8000000.0
2007-10-19,8541,8601,7979,7980,179666,159200.0,8000000.0
2007-10-22,7357,7677,7337,7619,113498,152000.0,8000000.0
2007-10-23,7938,7938,7457,7459,104465,148800.0,8000000.0
2007-10-24,7518,7658,7357,7358,127986,146800.0,8000000.0
2007-10-25,7458,7819,7397,7819,115640,156000.0,8000000.0
2007-10-26,7898,7898,7537,7679,128988,153200.0,8000000.0
2007-10-29,7819,7939,7658,7899,126744,157600.0,8000000.0
2007-10-30,7978,8199,7737,7739,159188,154400.0,8000000.0
