리더스 기술투자(019570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-04-17,5042,5309,5042,5219,119470,17212.0,5200000.0
2002-04-18,5143,5219,5045,5140,43640,16952.0,5200000.0
2002-04-19,5139,5233,5073,5077,27710,16744.0,5200000.0
2002-04-22,5039,5421,4885,5030,77730,16588.0,5200000.0
2002-04-23,4923,5287,4810,5282,120680,17420.0,5200000.0
2002-04-24,5169,5248,4947,4951,128230,16328.0,5200000.0
2002-04-25,4886,5060,4772,4856,174820,16016.0,5200000.0
2002-04-26,4806,4966,4806,4951,9430,16328.0,5200000.0
2002-04-29,4893,5019,4657,4935,291340,16276.0,5200000.0
2002-04-30,4745,4981,4745,4951,53630,16328.0,5200000.0
2002-05-02,4947,5026,4885,5030,18760,16588.0,5200000.0
2002-05-03,4968,5042,4793,5046,18380,16640.0,5200000.0
2002-05-06,5045,5045,4843,4967,35820,16380.0,5200000.0
2002-05-07,4966,4966,4839,4951,1020,16328.0,5200000.0
2002-05-08,4904,5111,4904,5093,43690,16796.0,5200000.0
2002-05-09,5123,5123,4873,5046,17520,16640.0,5200000.0
2002-05-10,4904,5126,4891,5014,26920,16536.0,5200000.0
2002-05-13,4903,5110,4507,4809,116240,15860.0,5200000.0
2002-05-14,5041,5329,4679,4730,151600,15600.0,5200000.0
2002-05-15,4746,5042,4746,5046,201870,16640.0,5200000.0
2002-05-16,5201,5201,4871,4904,40640,16172.0,5200000.0
2002-05-17,5060,5294,4885,5298,113630,17472.0,5200000.0
2002-05-20,5219,5345,4997,5314,45250,17524.0,5200000.0
2002-05-21,5358,5358,4994,4998,3020,16484.0,5200000.0
2002-05-22,5121,5121,4966,5124,510,16900.0,5200000.0
2002-05-23,5175,5270,4893,4935,26790,16276.0,5200000.0
2002-05-24,4940,5032,4892,4888,18980,16120.0,5200000.0
2002-05-27,4749,4938,4731,4841,49880,15964.0,5200000.0
2002-05-28,4745,4853,4726,4856,8460,16016.0,5200000.0
2002-05-29,4841,5411,4809,5203,26270,17160.0,5200000.0
2002-05-30,5043,5143,4747,4746,30030,15652.0,5200000.0
2002-05-31,4892,5113,4877,4888,16250,16120.0,5200000.0
2002-06-03,4900,4900,4900,4904,1000,16172.0,5200000.0
2002-06-04,4727,4873,4700,4872,17500,16068.0,5200000.0
2002-06-05,4871,4947,4698,4951,8200,16328.0,5200000.0
2002-06-07,4808,4855,4446,4494,9040,14820.0,5200000.0
2002-06-10,4655,4715,4291,4573,46720,15080.0,5200000.0
2002-06-11,4634,4809,4573,4809,41820,15860.0,5200000.0
2002-06-12,5090,5090,4446,4699,1960,15496.0,5200000.0
2002-06-14,4164,4714,4164,4714,19730,15548.0,5200000.0
2002-06-17,4272,4699,4272,4431,14040,14612.0,5200000.0
2002-06-18,4414,4951,4414,4746,76620,15652.0,5200000.0
2002-06-19,4887,4887,4337,4714,41990,15548.0,5200000.0
2002-06-20,4657,4892,4435,4888,16800,16120.0,5200000.0
2002-06-21,4793,5042,4350,5046,68080,16640.0,5200000.0
2002-06-24,5044,5044,4573,4762,16540,15704.0,5200000.0
2002-06-25,4920,4920,4412,4778,12690,15756.0,5200000.0
2002-06-26,4431,4808,4431,4714,20170,15548.0,5200000.0
2002-06-27,4853,4886,4444,4856,13560,16016.0,5200000.0
2002-06-28,4807,4826,4459,4730,34310,15600.0,5200000.0
2002-07-02,4635,4635,4635,4636,100,15288.0,5200000.0
2002-07-03,4507,4635,4507,4636,3600,15288.0,5200000.0
2002-07-04,4435,4891,4354,4383,90440,14456.0,5200000.0
2002-07-05,4388,4496,4275,4383,17480,14456.0,5200000.0
2002-07-08,4449,4608,4275,4383,27030,14456.0,5200000.0
2002-07-09,4307,4462,4307,4462,4210,14716.0,5200000.0
2002-07-10,4458,4523,4254,4399,9440,14508.0,5200000.0
2002-07-11,4256,4316,4190,4273,34840,14092.0,5200000.0
2002-07-12,4193,4385,4178,4257,23350,14040.0,5200000.0
2002-07-15,4179,4273,4179,4194,90850,13832.0,5200000.0
2002-07-16,4273,4540,4179,4368,23100,14404.0,5200000.0
2002-07-18,4293,4401,4246,4336,15200,14300.0,5200000.0
2002-07-19,4269,4397,4035,4273,8660,14092.0,5200000.0
2002-07-22,4242,4336,3781,4100,82590,13520.0,5200000.0
2002-07-23,3947,4214,3900,4036,35780,13312.0,5200000.0
2002-07-24,4035,4143,3988,4052,2500,13364.0,5200000.0
2002-07-25,4322,4322,3958,4068,7700,13416.0,5200000.0
2002-07-26,4259,4307,4005,4241,221960,13988.0,5200000.0
2002-07-29,4339,4339,4117,4305,10010,14196.0,5200000.0
2002-07-30,4287,4557,4048,4178,49790,13780.0,5200000.0
2002-07-31,4176,4383,4096,4100,37210,13520.0,5200000.0
2002-08-01,4179,4354,4100,4241,79480,13988.0,5200000.0
2002-08-02,4701,4701,4179,4415,15780,14560.0,5200000.0
2002-08-05,4255,4334,4127,4131,46610,13624.0,5200000.0
2002-08-06,4261,4322,3945,4163,85780,13728.0,5200000.0
2002-08-07,4067,4303,4067,4273,123480,14092.0,5200000.0
2002-08-08,4222,4395,4175,4399,461710,14508.0,5200000.0
2002-08-09,4489,4489,4127,4131,6190,13624.0,5200000.0
2002-08-12,4128,4222,4096,4226,10800,13936.0,5200000.0
2002-08-13,4080,4222,4080,4226,34900,13936.0,5200000.0
2002-08-14,4120,4214,4120,4210,5200,13884.0,5200000.0
2002-08-16,4258,4258,4243,4257,15630,14040.0,5200000.0
2002-08-19,4118,4244,3943,4194,48350,13832.0,5200000.0
2002-08-20,4181,4262,4087,4210,45740,13884.0,5200000.0
2002-08-21,4146,4366,3957,4257,71780,14040.0,5200000.0
2002-08-22,4388,4415,4134,4336,1210,14300.0,5200000.0
2002-08-23,4444,4444,4022,4100,43330,13520.0,5200000.0
2002-08-26,4003,4242,4003,4147,16560,13676.0,5200000.0
2002-08-27,4022,4129,3975,4100,46870,13520.0,5200000.0
2002-08-28,4005,4147,3926,4068,17640,13416.0,5200000.0
2002-08-29,4070,4097,3976,4084,23430,13468.0,5200000.0
2002-08-30,4096,4096,3875,4100,15050,13520.0,5200000.0
2002-09-02,4050,4082,3801,3926,99720,12948.0,5200000.0
2002-09-03,3922,3974,3801,3926,55130,12948.0,5200000.0
2002-09-04,3818,3897,3785,3895,82040,12844.0,5200000.0
2002-09-05,3814,3988,3814,3832,49430,12636.0,5200000.0
2002-09-06,3800,3863,3800,3863,2710,12740.0,5200000.0
2002-09-09,3708,3944,3642,3784,83820,12480.0,5200000.0
2002-09-10,3658,3846,3658,3832,48780,12636.0,5200000.0
2002-09-11,3860,4001,3705,4005,76260,13208.0,5200000.0
2002-09-12,3803,3945,3803,3942,4000,13000.0,5200000.0
2002-09-13,3926,3945,3724,3942,37120,13000.0,5200000.0
2002-09-16,4257,4257,3753,4084,60,13468.0,5200000.0
2002-09-17,3862,3975,3801,3973,134200,13104.0,5200000.0
2002-09-18,3976,3976,3642,3910,29850,12896.0,5200000.0
2002-09-19,3848,3943,3754,3847,33770,12688.0,5200000.0
2002-09-23,3782,3923,3782,3863,30560,12740.0,5200000.0
2002-09-24,3779,4222,3658,4178,130750,13780.0,5200000.0
2002-09-25,4192,4653,4022,4651,125700,15340.0,5200000.0
2002-09-26,4653,4747,4258,4368,33730,14404.0,5200000.0
2002-09-27,4653,4653,4258,4494,159560,14820.0,5200000.0
2002-09-30,4433,5030,4003,4021,129710,13260.0,5200000.0
2002-10-01,4414,4493,4003,4478,99910,14768.0,5200000.0
2002-10-02,4461,4701,4146,4305,25160,14196.0,5200000.0
2002-10-04,4179,4795,4179,4683,20950,15444.0,5200000.0
2002-10-07,4872,4872,4256,4446,29240,14664.0,5200000.0
2002-10-08,4339,4607,4225,4305,5650,14196.0,5200000.0
2002-10-09,4303,4490,4303,4446,1050,14664.0,5200000.0
2002-10-10,4431,4635,4145,4588,52880,15132.0,5200000.0
2002-10-11,4335,4678,4222,4226,42900,13936.0,5200000.0
2002-10-14,4210,4559,4210,4494,970,14820.0,5200000.0
2002-10-15,4478,4572,4271,4494,2540,14820.0,5200000.0
2002-10-16,4491,4491,4224,4320,11640,14248.0,5200000.0
2002-10-17,4131,4730,4099,4305,11780,14196.0,5200000.0
2002-10-18,4527,4527,4260,4462,6160,14716.0,5200000.0
2002-10-21,4318,4727,4256,4667,18550,15392.0,5200000.0
2002-10-22,4608,4717,4118,4115,59010,13572.0,5200000.0
2002-10-23,4114,4175,3973,4178,2660,13780.0,5200000.0
2002-10-24,4269,4269,4035,4273,650,14092.0,5200000.0
2002-10-25,4257,4479,4050,4478,6440,14768.0,5200000.0
2002-10-28,4480,4716,4147,4241,31460,13988.0,5200000.0
2002-10-29,4221,4381,4127,4131,52020,13624.0,5200000.0
2002-10-30,4242,4303,4082,4100,33100,13520.0,5200000.0
2002-10-31,4100,4480,4084,4241,140540,13988.0,5200000.0
2002-11-01,4339,4339,4071,4241,160,13988.0,5200000.0
2002-11-04,4320,4320,3990,4194,7190,13832.0,5200000.0
2002-11-05,4222,4222,4020,4178,2140,13780.0,5200000.0
2002-11-06,4177,4177,4003,4147,15420,13676.0,5200000.0
2002-11-07,4163,4163,3975,4021,12670,13260.0,5200000.0
2002-11-08,3978,4194,3978,4115,12000,13572.0,5200000.0
2002-11-11,4210,4587,3814,4478,25060,14768.0,5200000.0
2002-11-12,4341,4610,4053,4163,65880,13728.0,5200000.0
2002-11-13,4416,4448,4073,4163,31070,13728.0,5200000.0
2002-11-14,4388,4388,3804,4163,84100,13728.0,5200000.0
2002-11-15,4290,4290,4070,4257,31500,14040.0,5200000.0
2002-11-18,4191,4210,3942,4084,60250,13468.0,5200000.0
2002-11-19,3957,4049,3800,3816,65650,12584.0,5200000.0
2002-11-20,3873,4067,3705,3958,36990,13052.0,5200000.0
2002-11-21,4007,4007,3819,3942,23880,13000.0,5200000.0
2002-11-22,3913,3945,3832,3942,14830,13000.0,5200000.0
2002-11-25,3940,4082,3720,3832,45870,12636.0,5200000.0
2002-11-26,3943,4022,3943,4021,3300,13260.0,5200000.0
2002-11-27,3960,4007,3897,3895,12380,12844.0,5200000.0
2002-11-28,3897,3960,3771,3895,29470,12844.0,5200000.0
2002-11-29,3769,4353,3769,4352,44390,14352.0,5200000.0
2002-12-02,4048,4223,3973,4052,22710,13364.0,5200000.0
2002-12-03,4080,4175,4020,4178,4310,13780.0,5200000.0
2002-12-04,4143,4363,4127,4178,2820,13780.0,5200000.0
2002-12-05,4180,4637,3992,4115,18410,13572.0,5200000.0
2002-12-06,3992,4248,3945,3942,76090,13000.0,5200000.0
2002-12-09,3879,4088,3879,4036,39960,13312.0,5200000.0
2002-12-10,4033,4175,3766,4178,37520,13780.0,5200000.0
2002-12-11,4116,4144,3909,3926,34810,12948.0,5200000.0
2002-12-12,3879,4007,3738,3942,18700,13000.0,5200000.0
2002-12-13,3785,4214,3785,4210,57110,13884.0,5200000.0
2002-12-16,4097,4097,3862,3926,35890,12948.0,5200000.0
2002-12-17,3922,4022,3815,3926,31020,12948.0,5200000.0
2002-12-18,3860,4048,3719,4052,54440,13364.0,5200000.0
2002-12-20,3866,4041,3819,4036,44130,13312.0,5200000.0
2002-12-23,4020,4020,3941,4005,1100,13208.0,5200000.0
2002-12-24,4003,4479,3628,4478,53810,14768.0,5200000.0
2002-12-26,4246,4511,3945,4163,68420,13728.0,5200000.0
2002-12-27,3942,4097,3942,4084,11520,13468.0,5200000.0
2002-12-30,4080,4287,3797,4131,40030,13624.0,5200000.0
2003-01-02,4133,4212,3770,4115,12390,13572.0,5200000.0
2003-01-03,4095,4095,3828,3832,47670,12636.0,5200000.0
2003-01-06,3945,3945,3945,3942,3000,13000.0,5200000.0
2003-01-07,3942,4023,3708,3910,31210,12896.0,5200000.0
2003-01-08,3758,4041,3758,4036,20680,13312.0,5200000.0
2003-01-09,3819,4007,3819,3989,6090,13156.0,5200000.0
2003-01-10,3898,3945,3785,3942,48160,13000.0,5200000.0
2003-01-13,3945,3945,3803,3942,16000,13000.0,5200000.0
2003-01-14,3877,3990,3675,3800,21610,12532.0,5200000.0
2003-01-15,3707,3988,3707,3926,15980,12948.0,5200000.0
2003-01-16,3945,4026,3945,3942,6800,13000.0,5200000.0
2003-01-17,3941,4001,3781,4005,8170,13208.0,5200000.0
2003-01-20,3947,3994,3758,3989,111710,13156.0,5200000.0
2003-01-21,3910,3944,3784,3784,52500,12480.0,5200000.0
2003-01-22,3783,3943,3783,3800,26610,12532.0,5200000.0
2003-01-23,4070,4178,3863,4084,72130,13468.0,5200000.0
2003-01-24,4024,4086,3864,4068,55850,13416.0,5200000.0
2003-01-27,3913,4041,3819,4036,16120,13312.0,5200000.0
2003-01-28,4176,4176,3814,3879,26600,12792.0,5200000.0
2003-01-29,3801,3990,3801,3973,10400,13104.0,5200000.0
2003-01-30,3975,3975,3943,3973,7700,13104.0,5200000.0
2003-02-03,4069,4069,3768,4021,8820,13260.0,5200000.0
2003-02-04,4001,4020,3705,4005,35070,13208.0,5200000.0
2003-02-05,4005,4005,3848,3847,5370,12688.0,5200000.0
2003-02-06,4007,4007,3803,3942,3630,13000.0,5200000.0
2003-02-07,3941,4001,3799,4005,15020,13208.0,5200000.0
2003-02-10,3940,4095,3846,3958,8350,13052.0,5200000.0
2003-02-11,4023,4023,3628,3627,16540,11960.0,5200000.0
2003-02-12,3943,4022,3673,3973,17730,13104.0,5200000.0
2003-02-13,3752,4048,3752,3958,1750,13052.0,5200000.0
2003-02-14,3896,4022,3896,4021,240,13260.0,5200000.0
2003-02-17,4054,4054,3852,3989,15330,13156.0,5200000.0
2003-02-18,3978,3978,3819,3942,2660,13000.0,5200000.0
2003-02-19,3941,3941,3848,3926,4380,12948.0,5200000.0
2003-02-20,3926,3945,3926,3942,33670,13000.0,5200000.0
2003-02-21,3945,3945,3850,3942,2670,13000.0,5200000.0
2003-02-24,3945,4026,3945,3942,62100,13000.0,5200000.0
2003-02-25,3817,3817,3709,3721,85600,12272.0,5200000.0
2003-02-26,3864,3877,3722,3847,128380,12688.0,5200000.0
2003-02-27,3863,3910,3755,3910,65120,12896.0,5200000.0
2003-02-28,3852,3881,3771,3768,31640,12428.0,5200000.0
2003-03-03,3767,3922,3767,3926,580,12948.0,5200000.0
2003-03-04,3923,3923,3816,3910,3300,12896.0,5200000.0
2003-03-05,3928,3946,3771,3768,3320,12428.0,5200000.0
2003-03-06,3771,3913,3677,3895,44500,12844.0,5200000.0
2003-03-07,3801,3801,3801,3800,500,12532.0,5200000.0
2003-03-10,3736,3801,3736,3800,200,12532.0,5200000.0
2003-03-11,3408,3864,3408,3721,24980,12272.0,5200000.0
2003-03-12,3723,3723,3469,3611,13030,11908.0,5200000.0
2003-03-13,3439,3675,3185,3627,42140,11960.0,5200000.0
2003-03-14,3485,3768,3485,3642,127110,12012.0,5200000.0
2003-03-17,3594,3706,3245,3532,92460,11648.0,5200000.0
2003-03-18,3515,3628,3232,3627,3900,11960.0,5200000.0
2003-03-19,3708,3849,3469,3563,75450,11752.0,5200000.0
2003-03-20,3720,3720,3707,3705,50900,12220.0,5200000.0
2003-03-21,3722,3722,3533,3532,52900,11648.0,5200000.0
2003-03-24,3563,3784,3563,3784,13910,12480.0,5200000.0
2003-03-25,3487,3896,3340,3469,66790,11440.0,5200000.0
2003-03-26,3691,3691,3092,3390,9170,11180.0,5200000.0
2003-03-27,3629,3629,3469,3611,5200,11908.0,5200000.0
2003-03-28,3370,3593,3338,3374,5610,11128.0,5200000.0
2003-03-31,3237,3520,3095,3185,34610,10504.0,5200000.0
2003-04-01,3229,3497,3182,3500,61980,11544.0,5200000.0
2003-04-02,3455,3502,3282,3437,54610,11336.0,5200000.0
2003-04-03,3327,3422,3314,3390,40320,11180.0,5200000.0
2003-04-04,3408,3442,3173,3437,40010,11336.0,5200000.0
2003-04-07,3551,3551,3316,3311,420,10920.0,5200000.0
2003-04-08,3291,3451,3291,3374,2640,11128.0,5200000.0
2003-04-09,3263,3530,3263,3500,4280,11544.0,5200000.0
2003-04-10,3435,3435,3149,3232,11834,10660.0,5200000.0
2003-04-11,3237,3363,3142,3138,17905,10348.0,5200000.0
2003-04-14,3468,3468,3186,3343,4332,11024.0,5200000.0
2003-04-15,3316,3343,3174,3311,5393,10920.0,5200000.0
2003-04-16,3309,3309,3276,3280,823,10816.0,5200000.0
2003-04-17,3440,3440,3280,3295,6678,10868.0,5200000.0
2003-04-18,3338,3338,2914,3327,3683,10972.0,5200000.0
2003-04-21,3297,3331,3190,3185,4397,10504.0,5200000.0
2003-04-22,3093,3219,3093,3169,3163,10452.0,5200000.0
2003-04-23,3140,3234,3140,3169,1660,10452.0,5200000.0
2003-04-24,3127,3343,3127,3311,5179,10920.0,5200000.0
2003-04-25,3232,3407,3153,3406,8034,11232.0,5200000.0
2003-04-28,3392,3708,3392,3627,2741,11960.0,5200000.0
2003-04-29,3582,3784,3516,3784,7042,12480.0,5200000.0
2003-04-30,3720,3975,3641,3973,10080,13104.0,5200000.0
2003-05-02,4399,4446,3768,3973,8249,13104.0,5200000.0
2003-05-06,4396,4396,3780,3958,9243,13052.0,5200000.0
2003-05-07,3758,3928,3517,3768,12286,12428.0,5200000.0
2003-05-09,3831,3831,3609,3784,2565,12480.0,5200000.0
2003-05-12,3785,4227,3581,3721,9392,12272.0,5200000.0
2003-05-13,3688,3707,3579,3705,2221,12220.0,5200000.0
2003-05-14,3768,3768,3561,3690,956,12168.0,5200000.0
2003-05-15,4086,4086,3662,3674,236,12116.0,5200000.0
2003-05-16,3660,3707,3393,3469,18669,11440.0,5200000.0
2003-05-19,3440,3877,3440,3847,9655,12688.0,5200000.0
2003-05-20,4260,4260,3563,3611,7151,11908.0,5200000.0
2003-05-21,3610,3629,3563,3611,1096,11908.0,5200000.0
2003-05-22,3722,4024,3662,3721,22932,12272.0,5200000.0
2003-05-23,3847,3847,3659,3816,9752,12584.0,5200000.0
2003-05-26,3782,4177,3593,3816,3741,12584.0,5200000.0
2003-05-27,3805,3805,3564,3768,7629,12428.0,5200000.0
2003-05-28,3734,3768,3532,3595,8109,11856.0,5200000.0
2003-05-29,3594,3659,3372,3658,9271,12064.0,5200000.0
2003-05-30,3595,3707,3453,3595,7361,11856.0,5200000.0
2003-06-02,3514,4022,3514,4021,28855,13260.0,5200000.0
2003-06-03,4484,4484,4026,4036,47089,13312.0,5200000.0
2003-06-04,4400,4400,3783,3847,15911,12688.0,5200000.0
2003-06-05,4022,4051,3801,4021,16887,13260.0,5200000.0
2003-06-09,3863,4351,3863,4084,10181,13468.0,5200000.0
2003-06-10,3979,4275,3866,3989,11808,13156.0,5200000.0
2003-06-11,3988,4114,3781,4005,7162,13208.0,5200000.0
2003-06-12,3943,4097,3783,3800,8903,12532.0,5200000.0
2003-06-13,3781,3828,3673,3832,5239,12636.0,5200000.0
2003-06-16,3770,3863,3708,3784,6857,12480.0,5200000.0
2003-06-17,3722,3756,3675,3674,8201,12116.0,5200000.0
2003-06-18,3720,3720,3626,3705,5525,12220.0,5200000.0
2003-06-19,3734,3876,3721,3816,2322,12584.0,5200000.0
2003-06-20,3893,3974,3781,3879,10608,12792.0,5200000.0
2003-06-23,3862,3862,3754,3753,7039,12376.0,5200000.0
2003-06-24,3830,3878,3561,3690,5908,12168.0,5200000.0
2003-06-25,3643,3771,3421,3453,37860,11388.0,5200000.0
2003-06-26,3454,3488,3374,3453,11214,11388.0,5200000.0
2003-06-27,3675,3675,3374,3469,6648,11440.0,5200000.0
2003-06-30,3468,3675,3421,3674,681,12116.0,5200000.0
2003-07-01,3544,3591,3449,3500,5009,11544.0,5200000.0
2003-07-02,3500,3563,3406,3469,6918,11440.0,5200000.0
2003-07-03,3512,3512,3418,3422,3263,11284.0,5200000.0
2003-07-04,3469,3502,3314,3390,35752,11180.0,5200000.0
2003-07-07,3582,3596,3374,3453,17678,11388.0,5200000.0
2003-07-08,3469,3469,3361,3390,13295,11180.0,5200000.0
2003-07-09,3393,3393,3248,3343,7960,11024.0,5200000.0
2003-07-10,3422,3422,3342,3390,2908,11180.0,5200000.0
2003-07-11,3244,3451,3244,3422,6040,11284.0,5200000.0
2003-07-14,3451,3451,3244,3280,4128,10816.0,5200000.0
2003-07-15,3269,3664,3250,3311,11193,10920.0,5200000.0
2003-07-16,3390,3390,3150,3201,8039,10556.0,5200000.0
2003-07-18,3089,3244,3010,3248,18330,10712.0,5200000.0
2003-07-21,3201,3549,3201,3390,16727,11180.0,5200000.0
2003-07-22,3469,3469,3233,3390,16805,11180.0,5200000.0
2003-07-23,3336,3417,3228,3232,8762,10660.0,5200000.0
2003-07-24,3269,3316,3221,3288,3198,10842.0,5200000.0
2003-07-25,3254,3683,3230,3682,23871,12142.0,5200000.0
2003-07-28,3595,3784,3469,3784,20211,12480.0,5200000.0
2003-07-29,3768,3783,3642,3642,6679,12012.0,5200000.0
2003-07-30,3584,3767,3439,3753,33496,12376.0,5200000.0
2003-07-31,3696,3777,3560,3658,12581,12064.0,5200000.0
2003-08-01,3661,3736,3514,3737,10893,12324.0,5200000.0
2003-08-04,3769,3769,3628,3627,5849,11960.0,5200000.0
2003-08-05,3708,3831,3689,3784,46825,12480.0,5200000.0
2003-08-06,3781,4020,3781,4005,52696,13208.0,5200000.0
2003-08-07,4097,4469,3877,4454,65530,14690.0,5200000.0
2003-08-08,4654,4714,4273,4636,15702,15288.0,5200000.0
2003-08-11,4459,4774,4360,4730,33593,15600.0,5200000.0
2003-08-12,4504,4701,4433,4636,4128,15288.0,5200000.0
2003-08-13,4566,4657,4167,4163,9823,13728.0,5200000.0
2003-08-14,4099,4290,3816,4257,8009,14040.0,5200000.0
2003-08-18,4192,4192,3951,3950,5924,13026.0,5200000.0
2003-08-19,4093,4154,3816,3910,1841,12896.0,5200000.0
2003-08-20,4075,4075,3826,3887,6230,12818.0,5200000.0
2003-08-21,3886,3999,3839,3839,6787,12662.0,5200000.0
2003-08-22,3784,3826,3736,3737,10335,12324.0,5200000.0
2003-08-25,3981,3981,3760,3761,4301,12402.0,5200000.0
2003-08-26,3783,3862,3735,3776,4201,12454.0,5200000.0
2003-08-27,3830,4225,3793,3847,8761,12688.0,5200000.0
2003-08-28,3848,3862,3683,3776,7691,12454.0,5200000.0
2003-08-29,3752,3804,3752,3808,201,12558.0,5200000.0
2003-09-01,3807,3817,3398,3563,11649,11752.0,5200000.0
2003-09-02,3736,3736,3571,3666,1240,12090.0,5200000.0
2003-09-03,3618,3731,3537,3619,2877,11934.0,5200000.0
2003-09-04,3487,3713,3487,3690,1638,12168.0,5200000.0
2003-09-05,3779,3779,3581,3697,1120,12194.0,5200000.0
2003-09-08,3646,3701,3259,3311,17433,10920.0,5200000.0
2003-09-09,3573,3573,3235,3437,2169,11336.0,5200000.0
2003-09-15,3445,3469,3384,3390,3228,11180.0,5200000.0
2003-09-16,3539,3581,3421,3516,410,11596.0,5200000.0
2003-09-17,3594,3618,3453,3603,187,11882.0,5200000.0
2003-09-18,3544,3567,3436,3571,247,11778.0,5200000.0
2003-09-19,3569,3899,3347,3374,7644,11128.0,5200000.0
2003-09-22,3596,3596,3373,3429,247,11310.0,5200000.0
2003-09-23,3374,3516,3351,3516,1011,11596.0,5200000.0
2003-09-24,3530,3530,3355,3500,3601,11544.0,5200000.0
2003-09-25,3380,3436,3252,3256,6217,10738.0,5200000.0
2003-09-26,3276,3417,3276,3303,3178,10894.0,5200000.0
2003-09-29,3289,3392,3271,3382,3296,11154.0,5200000.0
2003-09-30,3338,3503,3272,3461,267,11414.0,5200000.0
2003-10-01,3392,3454,3360,3358,4763,11076.0,5200000.0
2003-10-02,3370,3732,3370,3548,17947,11700.0,5200000.0
2003-10-06,3468,3784,3468,3674,4203,12116.0,5200000.0
2003-10-07,3756,3756,3557,3603,4034,11882.0,5200000.0
2003-10-08,3625,3625,3394,3571,2156,11778.0,5200000.0
2003-10-09,3581,3581,3406,3540,1555,11674.0,5200000.0
2003-10-10,3407,3769,3407,3627,1603,11960.0,5200000.0
2003-10-13,3879,3879,3455,3721,1983,12272.0,5200000.0
2003-10-14,3664,3683,3664,3682,35,12142.0,5200000.0
2003-10-15,3709,3709,3544,3548,50,11700.0,5200000.0
2003-10-16,3547,3730,3547,3658,576,12064.0,5200000.0
2003-10-17,3483,3614,3483,3500,2252,11544.0,5200000.0
2003-10-20,3595,3595,3440,3563,704,11752.0,5200000.0
2003-10-21,3477,3755,3464,3690,1782,12168.0,5200000.0
2003-10-22,3628,3675,3628,3674,266,12116.0,5200000.0
2003-10-23,3754,3754,3618,3619,40,11934.0,5200000.0
2003-10-24,3478,3911,3416,3721,113,12272.0,5200000.0
2003-10-27,3791,3791,3508,3705,880,12220.0,5200000.0
2003-10-28,3648,3756,3394,3548,1287,11700.0,5200000.0
2003-10-29,3406,3689,3406,3516,3419,11596.0,5200000.0
2003-10-30,3620,3620,3188,3437,10126,11336.0,5200000.0
2003-10-31,3535,3544,3535,3548,262,11700.0,5200000.0
2003-11-03,3707,3707,3462,3595,1696,11856.0,5200000.0
2003-11-04,3699,3699,3374,3469,10307,11440.0,5200000.0
2003-11-05,3629,3629,3408,3587,12592,11830.0,5200000.0
2003-11-06,3617,3617,3467,3532,1966,11648.0,5200000.0
2003-11-07,3532,3815,3532,3816,934,12584.0,5200000.0
2003-11-10,3862,3862,3532,3666,8461,12090.0,5200000.0
2003-11-11,3782,3782,3452,3658,7896,12064.0,5200000.0
2003-11-12,3766,4001,3488,4005,9626,13208.0,5200000.0
2003-11-13,3976,4479,3698,4478,82184,14768.0,5200000.0
2003-11-14,4442,4442,4114,4131,17806,13624.0,5200000.0
2003-11-17,4072,4078,3643,3895,59141,12844.0,5200000.0
2003-11-18,3998,3998,3602,3855,16472,12714.0,5200000.0
2003-11-19,3847,4257,3781,4147,4692,13676.0,5200000.0
2003-11-20,4143,4240,3897,4178,428,13780.0,5200000.0
2003-11-21,4225,4243,3683,3682,40511,12142.0,5200000.0
2003-11-24,3714,3714,3369,3366,9070,11102.0,5200000.0
2003-11-25,3515,3515,3509,3508,204,11570.0,5200000.0
2003-11-26,3539,3587,3341,3587,351,11830.0,5200000.0
2003-11-27,3571,3571,3393,3540,520,11674.0,5200000.0
2003-11-28,3659,3659,3444,3508,407,11570.0,5200000.0
2003-12-01,3585,3768,3556,3666,113,12090.0,5200000.0
2003-12-02,3687,3744,3317,3595,8593,11856.0,5200000.0
2003-12-03,3454,3731,3454,3713,2455,12246.0,5200000.0
2003-12-04,3489,4003,3489,3658,85,12064.0,5200000.0
2003-12-05,3881,3881,3771,3768,23,12428.0,5200000.0
2003-12-08,3911,3943,3675,3824,61,12610.0,5200000.0
2003-12-09,3909,3932,3626,3879,315,12792.0,5200000.0
2003-12-10,3909,3956,3909,3926,35,12948.0,5200000.0
2003-12-11,3975,3980,3467,3595,11315,11856.0,5200000.0
2003-12-12,3708,3708,3514,3666,8395,12090.0,5200000.0
2003-12-15,3910,3910,3548,3690,216,12168.0,5200000.0
2003-12-16,3537,3664,3485,3595,1557,11856.0,5200000.0
2003-12-17,3628,3709,3478,3650,54321,12038.0,5200000.0
2003-12-18,3594,3651,3486,3627,68,11960.0,5200000.0
2003-12-19,3712,3712,3571,3619,122,11934.0,5200000.0
2003-12-22,3660,3754,3626,3753,4,12376.0,5200000.0
2003-12-23,3708,3708,3341,3358,6740,11076.0,5200000.0
2003-12-24,3315,3710,3315,3374,1957,11128.0,5200000.0
2003-12-26,3617,3617,3256,3579,1361,11804.0,5200000.0
2003-12-29,3579,3626,3367,3595,302,11856.0,5200000.0
2003-12-30,3595,3901,3430,3563,7177,11752.0,5200000.0
2004-01-02,3662,3662,3464,3563,400,11752.0,5200000.0
2004-01-05,3596,3596,3431,3453,5044,11388.0,5200000.0
2004-01-06,3610,3610,3442,3437,1782,11336.0,5200000.0
