엘아이에스(138690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-07-11,18550,18800,17500,18150,288614,228738.0,12602629.0
2016-07-12,18200,18200,17400,17750,170537,223697.0,12602629.0
2016-07-13,17750,18000,17500,17850,84034,224957.0,12602629.0
2016-07-14,17700,18700,17450,18550,149413,233779.0,12602629.0
2016-07-15,18600,18700,18150,18350,91108,231258.0,12602629.0
2016-07-18,18350,18900,18300,18850,99627,237560.0,12602629.0
2016-07-19,18850,19000,18600,18700,82360,235669.0,12602629.0
2016-07-20,18800,18800,18150,18200,99178,229368.0,12602629.0
2016-07-21,18000,18400,17450,17550,174870,221176.0,12602629.0
2016-07-22,17550,17800,17500,17800,54136,224327.0,12602629.0
2016-07-25,17850,17850,17000,17100,156837,215505.0,12602629.0
2016-07-26,17000,17250,16850,17100,112583,215505.0,12602629.0
2016-07-27,17300,17650,17100,17250,123142,217395.0,12602629.0
2016-07-28,17550,17550,16900,17250,94576,217395.0,12602629.0
2016-07-29,17150,17350,16900,17300,104080,218025.0,12602629.0
2016-08-01,17350,17350,16850,16950,122569,213615.0,12602629.0
2016-08-02,16900,16950,15850,15950,329996,201012.0,12602629.0
2016-08-03,15950,15950,14400,15350,416692,193450.0,12602629.0
2016-08-04,15000,15600,14550,15500,708167,195341.0,12602629.0
2016-08-05,15600,15700,14850,15000,362525,189039.0,12602629.0
2016-08-08,14950,15300,13800,14000,458392,176437.0,12602629.0
2016-08-09,13800,13950,13250,13450,670026,169505.0,12602629.0
2016-08-10,13000,16200,12900,14200,2077996,178957.0,12602629.0
2016-08-11,14600,14950,14500,14850,459995,187149.0,12602629.0
2016-08-12,14900,15650,14900,15250,349496,192190.0,12602629.0
2016-08-16,15100,15550,14700,14850,242681,187149.0,12602629.0
2016-08-17,14850,15050,14400,14450,178795,182108.0,12602629.0
2016-08-18,14550,14700,14200,14450,114272,182108.0,12602629.0
2016-08-19,14550,14750,13550,13900,267185,175177.0,12602629.0
2016-08-22,13950,14050,13600,13600,120283,171396.0,12602629.0
2016-08-23,13700,13900,13450,13550,104542,170766.0,12602629.0
2016-08-24,14000,14700,13600,14300,346237,180218.0,12602629.0
2016-08-25,14000,14200,13650,13700,150806,172656.0,12602629.0
2016-08-26,13550,14200,13350,14000,171356,176437.0,12602629.0
2016-08-29,13900,14050,12800,13000,208950,163834.0,12602629.0
2016-08-30,12850,13400,12800,12800,154563,161314.0,12602629.0
2016-08-31,12800,13600,12700,13550,226698,170766.0,12602629.0
2016-09-01,15650,16150,13950,13950,1209828,175807.0,12602629.0
2016-09-02,14100,14350,13600,13800,247679,173916.0,12602629.0
2016-09-05,13800,13900,13450,13650,135224,172026.0,12602629.0
2016-09-06,13650,14050,13650,13750,80912,173286.0,12602629.0
2016-09-07,13900,13900,13500,13650,80191,172026.0,12602629.0
2016-09-08,13700,13800,13300,13700,102749,172656.0,12602629.0
2016-09-09,13800,14550,13350,14300,245347,180218.0,12602629.0
2016-09-12,14200,15000,14150,15000,306676,189039.0,12602629.0
2016-09-13,15250,15400,14800,15250,169358,192190.0,12602629.0
2016-09-19,15300,15400,14800,15200,120076,191560.0,12602629.0
2016-09-20,14850,15000,13750,13750,463815,173286.0,12602629.0
2016-09-21,13000,13050,11900,12100,1000596,152492.0,12602629.0
2016-09-22,12050,13800,12000,13050,823391,164464.0,12602629.0
2016-09-23,13150,13400,12300,12700,288783,160053.0,12602629.0
2016-09-26,12800,12850,12500,12550,100659,158163.0,12602629.0
2016-09-27,12650,12750,12350,12550,96664,158163.0,12602629.0
2016-09-28,12600,12650,12400,12600,76709,158793.0,12602629.0
2016-09-29,12700,12800,10700,11000,1083354,138629.0,12602629.0
2016-09-30,9660,10800,9580,10500,1113222,132328.0,12602629.0
2016-10-04,10800,13650,10800,13350,2333099,168245.0,12602629.0
2016-10-05,13350,13800,12450,12700,684924,160053.0,12602629.0
2016-10-06,12700,12700,12000,12450,461648,156903.0,12602629.0
2016-10-07,12450,12950,12250,12450,319941,156903.0,12602629.0
2016-10-10,12450,12500,11950,11950,206462,150601.0,12602629.0
2016-10-11,12100,12300,11800,12150,100091,153122.0,12602629.0
2016-10-12,12150,12350,11950,12200,87782,153752.0,12602629.0
2016-10-13,12300,12700,12150,12300,128856,155012.0,12602629.0
2016-10-14,12200,12500,12150,12500,70303,157533.0,12602629.0
2016-10-17,12500,12600,12050,12200,98052,153752.0,12602629.0
2016-10-18,12350,13250,12100,13200,351454,166355.0,12602629.0
2016-10-19,13450,13500,12800,13000,380052,163834.0,12602629.0
2016-10-20,13050,13050,11900,12050,349988,151862.0,12602629.0
2016-10-21,11950,12750,11950,12450,169000,156903.0,12602629.0
2016-10-24,12050,12700,12050,12500,144209,157533.0,12602629.0
2016-10-25,12300,12700,12250,12250,171311,154382.0,12602629.0
2016-10-26,11600,12300,11600,11800,198484,148711.0,12602629.0
2016-10-27,11800,13000,11800,12700,261110,160053.0,12602629.0
2016-10-28,12600,12900,12450,12650,80225,159423.0,12602629.0
2016-10-31,12600,12700,12100,12150,82683,153122.0,12602629.0
2016-11-01,12000,12750,12000,12550,87715,158163.0,12602629.0
2016-11-02,12600,12650,11900,11900,95253,149971.0,12602629.0
2016-11-03,11900,12000,11550,11550,77092,145560.0,12602629.0
2016-11-04,11500,11750,11450,11700,37140,147451.0,12602629.0
2016-11-07,11750,11750,10800,10950,154113,137999.0,12602629.0
2016-11-08,11000,11300,10850,11100,68798,139889.0,12602629.0
2016-11-09,10950,11100,9900,10350,248031,130437.0,12602629.0
2016-11-10,10400,11000,10350,11000,163745,138629.0,12602629.0
2016-11-11,10950,11800,10850,11250,177687,141780.0,12602629.0
2016-11-14,11500,11550,11200,11250,23978,141780.0,12602629.0
2016-11-15,11000,11500,11000,11350,28864,143040.0,12602629.0
2016-11-16,11100,11650,11050,11300,68416,142410.0,12602629.0
2016-11-17,11400,11400,11150,11300,36975,142410.0,12602629.0
2016-11-18,0,0,0,11300,0,142410.0,12602629.0
2016-11-21,10950,11000,10100,10600,206685,133588.0,12602629.0
2016-11-22,10400,10550,9940,9940,133294,125270.0,12602629.0
2016-11-23,9900,9910,8700,8700,194063,109643.0,12602629.0
2016-11-24,8750,9600,8570,8610,358188,108509.0,12602629.0
2016-11-25,8520,9300,8520,9300,206384,117204.0,12602629.0
2016-11-28,9180,10250,9180,9520,168454,119977.0,12602629.0
2016-11-29,9650,9800,9300,9520,74566,119977.0,12602629.0
2016-11-30,9430,9720,9430,9530,48880,120103.0,12602629.0
2016-12-01,9500,9780,9440,9550,68014,120355.0,12602629.0
2016-12-02,9550,9640,9450,9540,47492,120229.0,12602629.0
2016-12-05,9540,9580,9190,9350,54663,117835.0,12602629.0
2016-12-06,9320,9580,9150,9350,41687,117835.0,12602629.0
2016-12-07,9250,9490,8910,9370,80303,118087.0,12602629.0
2016-12-08,9400,9490,9300,9490,40051,119599.0,12602629.0
2016-12-09,9400,10000,9330,9520,141394,119977.0,12602629.0
2016-12-12,9700,9890,9350,9550,78123,120355.0,12602629.0
2016-12-13,9520,10050,9300,10050,160806,126656.0,12602629.0
2016-12-14,10050,10500,9970,9990,91167,125900.0,12602629.0
2016-12-15,10000,10350,9900,10100,46887,127287.0,12602629.0
2016-12-16,10400,10400,10000,10150,40032,127917.0,12602629.0
2016-12-19,10150,10250,9960,10100,49715,127287.0,12602629.0
2016-12-20,9980,10100,9920,10000,38308,126026.0,12602629.0
2016-12-21,9980,10000,9780,9800,44519,123506.0,12602629.0
2016-12-22,9950,9950,9700,9750,27921,122876.0,12602629.0
2016-12-23,9850,10200,9600,9770,119246,123128.0,12602629.0
2016-12-26,9810,9860,9400,9570,63345,120607.0,12602629.0
2016-12-27,9750,9750,9300,9560,47317,120481.0,12602629.0
2016-12-28,9560,9580,9310,9540,22189,120229.0,12602629.0
2016-12-29,9590,9590,9350,9500,28352,119725.0,12602629.0
2017-01-02,9500,9500,9310,9400,22477,118465.0,12602629.0
2017-01-03,9400,9790,9350,9670,59823,121867.0,12602629.0
2017-01-04,9920,9940,9660,9820,29280,123758.0,12602629.0
2017-01-05,9920,9920,9710,9780,23341,123254.0,12602629.0
2017-01-06,9860,10200,9840,10050,81917,126656.0,12602629.0
2017-01-09,10150,10150,9890,9950,28535,125396.0,12602629.0
2017-01-10,10150,10150,9600,9930,35755,125144.0,12602629.0
2017-01-11,9810,9960,9750,9760,28696,123002.0,12602629.0
2017-01-12,9620,9890,9500,9610,42832,121111.0,12602629.0
2017-01-13,9610,9840,9590,9610,44502,121111.0,12602629.0
2017-01-16,9600,9690,9400,9440,38558,118969.0,12602629.0
2017-01-17,9450,9580,8930,9300,48890,117537.0,12638343.0
2017-01-18,9230,9420,9050,9190,41804,124501.0,13547434.0
2017-01-19,9150,9290,8880,9290,101077,125856.0,13547434.0
2017-01-20,9290,9400,9120,9400,39660,127346.0,13547434.0
2017-01-23,9420,9420,9220,9350,30808,126669.0,13547434.0
2017-01-24,9350,9740,9350,9570,71785,129649.0,13547434.0
2017-01-25,9470,9690,9470,9680,29621,131139.0,13547434.0
2017-01-26,9510,9730,9350,9690,67397,131275.0,13547434.0
2017-01-31,9520,9740,9470,9470,36022,128294.0,13547434.0
2017-02-01,9670,9670,9400,9510,22438,128836.0,13547434.0
2017-02-02,9540,9560,9310,9320,48639,126262.0,13547434.0
2017-02-03,9320,9540,9100,9110,58437,123417.0,13547434.0
2017-02-06,9060,9370,9060,9210,23548,124772.0,13547434.0
2017-02-07,9120,9310,9080,9100,50278,123282.0,13547434.0
2017-02-08,9080,9390,8970,9070,31736,122875.0,13547434.0
2017-02-09,9070,9080,8850,9080,48839,123011.0,13547434.0
2017-02-10,9000,9190,9000,9160,30857,124094.0,13547434.0
2017-02-13,9070,9470,9070,9340,30744,126533.0,13547434.0
2017-02-14,9240,10000,9240,9990,110823,135339.0,13547434.0
2017-02-15,10250,10300,9700,9940,79394,134661.0,13547434.0
2017-02-16,9880,10350,9880,9990,108738,135339.0,13547434.0
2017-02-17,10150,11700,10150,11200,437722,151731.0,13547434.0
2017-02-20,11300,12100,11200,11750,299090,159182.0,13547434.0
2017-02-21,11750,11750,11400,11650,66499,157828.0,13547434.0
2017-02-22,11700,12400,11300,12000,211267,162569.0,13547434.0
2017-02-23,12000,12150,11850,11950,48252,161892.0,13547434.0
2017-02-24,11950,11950,11100,11600,119680,157150.0,13547434.0
2017-02-27,11600,11700,11300,11400,43996,154441.0,13547434.0
2017-02-28,11650,11650,11250,11500,22475,155795.0,13547434.0
2017-03-02,11400,11600,10900,10950,43855,148344.0,13547434.0
2017-03-03,10700,10700,9990,10500,153111,142248.0,13547434.0
2017-03-06,10200,10650,10150,10450,50237,141571.0,13547434.0
2017-03-07,10350,10600,10250,10350,33111,140216.0,13547434.0
2017-03-08,10400,10600,10250,10600,43553,143603.0,13547434.0
2017-03-09,10600,10750,10450,10550,25242,142925.0,13547434.0
2017-03-10,10700,10700,10250,10650,29709,144280.0,13547434.0
2017-03-13,10650,10650,10350,10500,26893,142248.0,13547434.0
2017-03-14,10550,10550,10250,10450,25039,141571.0,13547434.0
2017-03-15,10550,10550,10150,10150,34394,137506.0,13547434.0
2017-03-16,10200,10350,10000,10250,39156,138861.0,13547434.0
2017-03-17,10000,10250,9990,10200,39052,138184.0,13547434.0
2017-03-20,10200,10200,9600,9700,76420,131410.0,13547434.0
2017-03-21,9710,9850,9600,9790,32512,132629.0,13547434.0
2017-03-22,9610,9810,9580,9800,47273,132765.0,13547434.0
2017-03-23,9750,9870,9650,9740,23322,131952.0,13547434.0
2017-03-24,9870,9870,9610,9790,10441,132629.0,13547434.0
2017-03-27,9600,9790,9590,9790,36179,132629.0,13547434.0
2017-03-28,9700,9770,9630,9740,14269,131952.0,13547434.0
2017-03-29,9780,9780,9620,9620,21174,130326.0,13547434.0
2017-03-30,9630,9750,9450,9740,34368,131952.0,13547434.0
2017-03-31,9610,9990,9610,9920,46373,134391.0,13547434.0
2017-04-03,10000,10500,9900,10500,78737,142248.0,13547434.0
2017-04-04,10400,10850,10400,10750,43709,145635.0,13547434.0
2017-04-05,10700,10950,10600,10850,32331,146990.0,13547434.0
2017-04-06,10950,10950,10500,10950,33092,148344.0,13547434.0
2017-04-07,11000,11000,10500,10900,54130,147667.0,13547434.0
2017-04-10,10900,10900,10250,10500,48096,142248.0,13547434.0
2017-04-11,10350,10500,10050,10250,33570,138861.0,13547434.0
2017-04-12,10250,10300,10050,10200,13142,138184.0,13547434.0
2017-04-13,10350,10350,10000,10250,17668,138861.0,13547434.0
2017-04-14,10450,10450,9990,10100,33624,136829.0,13547434.0
2017-04-17,10300,10300,9990,10100,22732,136829.0,13547434.0
2017-04-18,10200,10200,9960,10050,28934,136152.0,13547434.0
2017-04-19,10050,10750,9990,10700,87645,144958.0,13547434.0
2017-04-20,10700,10750,10500,10700,29510,144958.0,13547434.0
2017-04-21,10700,10800,10400,10550,32140,142925.0,13547434.0
2017-04-24,10550,10550,10100,10100,30898,136829.0,13547434.0
2017-04-25,10050,10450,10050,10350,14570,140216.0,13547434.0
2017-04-26,10550,10550,10150,10150,22533,137506.0,13547434.0
2017-04-27,10150,10250,10000,10050,34528,136152.0,13547434.0
2017-04-28,10250,10250,9940,10050,33183,136152.0,13547434.0
2017-05-02,10250,10250,10000,10150,16190,137506.0,13547434.0
2017-05-04,10300,10300,10000,10150,15978,137506.0,13547434.0
2017-05-08,10050,10250,10050,10150,28402,137506.0,13547434.0
2017-05-10,10050,10300,10050,10150,24713,137506.0,13547434.0
2017-05-11,10200,10350,10100,10250,37386,138861.0,13547434.0
2017-05-12,10250,10400,10100,10150,38576,137506.0,13547434.0
2017-05-15,10000,10150,10000,10100,27500,136829.0,13547434.0
2017-05-16,9950,10050,9800,9950,108669,134797.0,13547434.0
2017-05-17,9970,10050,9850,9920,26021,134391.0,13547434.0
2017-05-18,9920,9920,9780,9790,47412,132629.0,13547434.0
2017-05-19,9720,9980,9720,9850,38907,133442.0,13547434.0
2017-05-22,9850,10150,9850,10000,33031,135474.0,13547434.0
2017-05-23,10050,10050,9950,9990,17339,135339.0,13547434.0
2017-05-24,9990,10050,9850,9860,33326,133578.0,13547434.0
2017-05-25,9790,9930,9760,9830,15540,133171.0,13547434.0
2017-05-26,9830,10100,9750,9810,45321,133969.0,13656332.0
2017-05-29,10000,10000,9790,9890,54377,135061.0,13656332.0
2017-05-30,9850,9950,9810,9880,20991,134925.0,13656332.0
2017-05-31,9900,9980,9580,9710,50235,132603.0,13656332.0
2017-06-01,9900,9900,9680,9710,32432,132603.0,13656332.0
2017-06-02,9720,10650,9720,10500,198718,143391.0,13656332.0
2017-06-05,10450,10650,10300,10600,63029,144757.0,13656332.0
2017-06-07,10650,10700,10350,10550,61094,144074.0,13656332.0
2017-06-08,10550,10600,10250,10500,47405,143391.0,13656332.0
2017-06-09,10500,10500,10250,10400,41551,142026.0,13656332.0
2017-06-12,10350,10400,10250,10300,29956,140660.0,13656332.0
2017-06-13,10250,10450,10000,10200,68874,139295.0,13656332.0
2017-06-14,10350,10700,10000,10700,85151,146123.0,13656332.0
2017-06-15,10700,11600,10650,11550,242262,157731.0,13656332.0
2017-06-16,11600,11650,11200,11450,62610,156365.0,13656332.0
2017-06-19,11300,12500,11300,12450,283417,170021.0,13656332.0
2017-06-20,12250,12750,12100,12600,146603,172070.0,13656332.0
2017-06-21,12650,12650,12300,12550,57142,171387.0,13656332.0
2017-06-22,12550,12700,12200,12250,57682,167290.0,13656332.0
2017-06-23,12250,12500,11900,11900,65276,162510.0,13656332.0
2017-06-26,12000,12550,11700,12550,104754,171387.0,13656332.0
2017-06-27,12850,12850,12250,12500,68309,170704.0,13656332.0
2017-06-28,12500,12500,11850,12100,89391,165242.0,13656332.0
2017-06-29,12000,12150,11800,12000,31718,163876.0,13656332.0
2017-06-30,12000,12300,11800,12300,68864,167973.0,13656332.0
2017-07-03,12300,12300,11800,11950,41700,163193.0,13656332.0
2017-07-04,11950,11950,11450,11650,50346,159096.0,13656332.0
2017-07-05,11450,11700,11300,11500,56362,157048.0,13656332.0
2017-07-06,11500,11800,11450,11800,34992,161145.0,13656332.0
2017-07-07,11900,12500,11700,12400,158227,169339.0,13656332.0
2017-07-10,12550,12950,12300,12700,104398,173435.0,13656332.0
2017-07-11,12700,12700,12350,12650,43516,172753.0,13656332.0
2017-07-12,12650,12700,12500,12700,42022,173435.0,13656332.0
2017-07-13,12700,13000,12500,12600,65301,172070.0,13656332.0
2017-07-14,12650,12800,12250,12450,46544,170021.0,13656332.0
2017-07-17,12600,12650,12200,12350,43745,168656.0,13656332.0
2017-07-18,12300,12450,12000,12250,41761,167290.0,13656332.0
2017-07-19,12250,12350,12050,12250,23001,167290.0,13656332.0
2017-07-20,12250,12600,12200,12550,59132,171387.0,13656332.0
2017-07-21,12600,14400,12550,13700,615104,187092.0,13656332.0
2017-07-24,13950,14300,13800,14050,222694,191871.0,13656332.0
2017-07-25,13900,14100,13550,13600,77019,185726.0,13656332.0
2017-07-26,13600,13750,12950,13350,113349,182312.0,13656332.0
2017-07-27,13500,13750,13350,13450,52300,183678.0,13656332.0
2017-07-28,13600,13700,12650,12750,138171,174118.0,13656332.0
2017-07-31,12700,13200,12050,12900,57774,176167.0,13656332.0
2017-08-01,13350,13350,12800,12950,30656,176849.0,13656332.0
2017-08-02,13000,13200,12850,13000,22763,177532.0,13656332.0
2017-08-03,13100,13150,12750,12850,57723,175484.0,13656332.0
2017-08-04,12900,13050,12500,12850,36749,175484.0,13656332.0
2017-08-07,12850,13300,12850,13050,39213,178215.0,13656332.0
2017-08-08,13300,13300,12750,12900,38228,176167.0,13656332.0
2017-08-09,13000,13000,12650,12750,19899,174118.0,13656332.0
2017-08-10,12550,13000,12450,12850,39188,175484.0,13656332.0
2017-08-11,12500,12850,12200,12400,48652,169339.0,13656332.0
2017-08-14,12400,12500,11900,12450,58301,170021.0,13656332.0
2017-08-16,12500,12800,11950,12800,60954,174801.0,13656332.0
2017-08-17,13000,13000,12700,12850,42619,176218.0,13713466.0
2017-08-18,12950,13600,12700,13550,58120,185817.0,13713466.0
2017-08-21,13600,13950,12700,13350,36361,183075.0,13713466.0
2017-08-22,13550,13550,12950,13250,27381,181703.0,13713466.0
2017-08-23,13400,13550,12900,12950,26211,177589.0,13713466.0
2017-08-24,13000,13100,12900,12950,17417,177589.0,13713466.0
2017-08-25,13300,13300,12750,12850,36267,176218.0,13713466.0
2017-08-28,12950,13050,12750,12750,25680,174847.0,13713466.0
2017-08-29,12700,13500,12700,13450,66350,184446.0,13713466.0
2017-08-30,13300,13550,13100,13100,30798,179646.0,13713466.0
2017-08-31,13300,13350,12950,13050,41153,178961.0,13713466.0
2017-09-01,13200,13400,12800,13200,64346,181018.0,13713466.0
2017-09-04,12700,14050,12700,14000,195486,191989.0,13713466.0
2017-09-05,14000,14300,13800,14300,101184,196103.0,13713466.0
2017-09-06,14300,14450,13650,14000,122644,191989.0,13713466.0
2017-09-07,13900,14000,13800,14000,34539,191989.0,13713466.0
2017-09-08,14050,14050,13650,13700,58145,187874.0,13713466.0
2017-09-11,13550,13850,13500,13750,13226,188560.0,13713466.0
2017-09-12,13850,13850,13400,13750,52986,188560.0,13713466.0
2017-09-13,13900,14000,13400,13400,58642,183760.0,13713466.0
2017-09-14,13350,13600,13100,13450,49036,184446.0,13713466.0
2017-09-15,13100,13400,13000,13300,63538,182389.0,13713466.0
2017-09-18,13350,13650,13000,13200,59732,181018.0,13713466.0
2017-09-19,13500,14300,13300,13300,335205,182389.0,13713466.0
2017-09-20,13300,13350,12850,13150,77199,180332.0,13713466.0
2017-09-21,13150,13150,12650,12650,73723,173475.0,13713466.0
2017-09-22,12500,12750,12200,12700,75757,174161.0,13713466.0
2017-09-25,12700,12750,12100,12350,56411,169361.0,13713466.0
2017-09-26,12050,12450,11750,12350,41151,169361.0,13713466.0
2017-09-27,12350,12600,12000,12400,24549,170047.0,13713466.0
2017-09-28,12750,12750,12250,12350,14485,169361.0,13713466.0
2017-09-29,12450,12500,12150,12300,25080,168676.0,13713466.0
2017-10-10,12300,12400,12000,12250,23932,167990.0,13713466.0
2017-10-11,12250,12700,11900,12450,82042,170733.0,13713466.0
2017-10-12,12500,12700,12050,12300,32605,168676.0,13713466.0
2017-10-13,12350,12350,11700,12150,74080,166619.0,13713466.0
2017-10-16,12150,12250,11950,12250,54980,167990.0,13713466.0
2017-10-17,12250,12350,12000,12200,41700,167304.0,13713466.0
2017-10-18,12150,12400,11800,12400,71243,170047.0,13713466.0
2017-10-19,12450,12500,12300,12500,32347,171418.0,13713466.0
2017-10-20,12500,12750,12350,12500,32320,171418.0,13713466.0
2017-10-23,12600,12750,12500,12500,16654,171418.0,13713466.0
2017-10-24,12350,12650,12350,12400,27138,170047.0,13713466.0
2017-10-25,12450,12650,12300,12600,16704,172790.0,13713466.0
2017-10-26,12600,12750,12300,12750,37505,174847.0,13713466.0
2017-10-27,12700,13400,12700,13350,90099,183075.0,13713466.0
2017-10-30,13550,13700,13100,13300,53153,182389.0,13713466.0
2017-10-31,13300,13500,13100,13350,34154,183075.0,13713466.0
2017-11-01,13250,13950,13250,13800,84378,189246.0,13713466.0
2017-11-02,13950,13950,13250,13550,37296,185817.0,13713466.0
2017-11-03,13550,13700,13250,13700,77351,187874.0,13713466.0
2017-11-06,13300,13700,13300,13500,28161,185132.0,13713466.0
2017-11-07,13600,13600,13250,13450,22126,184446.0,13713466.0
2017-11-08,13300,13650,13300,13550,59421,185817.0,13713466.0
2017-11-09,13600,13850,13500,13700,62057,187874.0,13713466.0
2017-11-10,13800,13800,13400,13650,44303,187189.0,13713466.0
2017-11-13,13650,14400,13500,14300,201536,196103.0,13713466.0
2017-11-14,14300,14800,14250,14550,154570,199531.0,13713466.0
2017-11-15,14350,15100,14300,14700,218714,201588.0,13713466.0
2017-11-16,14700,15400,14700,15400,167823,211187.0,13713466.0
2017-11-17,15400,15500,15100,15450,75682,211873.0,13713466.0
2017-11-20,15500,15500,14850,14850,78888,203645.0,13713466.0
2017-11-21,15000,15250,14700,14800,89733,202959.0,13713466.0
2017-11-22,14800,15000,14350,14450,104626,198160.0,13713466.0
2017-11-23,14500,14600,14350,14600,85791,200217.0,13713466.0
2017-11-24,14600,15100,14400,14950,84500,205016.0,13713466.0
2017-11-27,15100,15150,14400,14450,54318,198160.0,13713466.0
2017-11-28,14450,14500,13850,13950,108067,191303.0,13713466.0
2017-11-29,13850,14050,13800,14050,49600,192674.0,13713466.0
2017-11-30,14000,14200,13500,13650,61303,187189.0,13713466.0
2017-12-01,13650,13900,13500,13850,35557,189932.0,13713466.0
2017-12-04,13850,13850,13300,13300,127631,182389.0,13713466.0
2017-12-05,13250,13700,13200,13700,36063,187874.0,13713466.0
2017-12-06,13800,13800,13300,13600,57814,186503.0,13713466.0
2017-12-07,13600,14000,13200,13600,61875,186503.0,13713466.0
2017-12-08,13550,13600,13250,13550,66726,185817.0,13713466.0
2017-12-11,13600,13600,13250,13450,41542,184446.0,13713466.0
2017-12-12,13700,13750,13350,13400,43785,183760.0,13713466.0
2017-12-13,13300,13750,13300,13700,29928,187874.0,13713466.0
2017-12-14,13850,14500,13800,14400,108691,197474.0,13713466.0
2017-12-15,14500,14850,14400,14450,99011,198260.0,13720391.0
2017-12-18,14350,15200,14000,14750,154008,202376.0,13720391.0
2017-12-19,14600,14800,14100,14250,136255,195516.0,13720391.0
2017-12-20,14000,14200,13450,13600,104661,186597.0,13720391.0
2017-12-21,13600,13850,13000,13550,143253,185911.0,13720391.0
2017-12-22,13500,13500,13000,13400,99376,183853.0,13720391.0
2017-12-26,13250,13800,13100,13300,242028,182481.0,13720391.0
2017-12-27,13600,14050,13250,13300,190105,182481.0,13720391.0
2017-12-28,13300,13600,12850,13550,182339,185911.0,13720391.0
2018-01-02,13550,13600,13000,13400,118327,186662.0,13930034.0
2018-01-03,13450,13550,13350,13350,38981,185966.0,13930034.0
2018-01-04,13450,13450,13050,13050,81858,181787.0,13930034.0
2018-01-05,13050,14000,13000,13850,92140,192931.0,13930034.0
2018-01-08,13800,13800,12850,13100,155776,182483.0,13930034.0
2018-01-09,13050,13500,13000,13300,79451,185269.0,13930034.0
2018-01-10,13550,14200,13300,14050,195693,195717.0,13930034.0
2018-01-11,14050,14150,13850,14100,67268,196413.0,13930034.0
2018-01-12,14000,14300,13700,14000,91321,195020.0,13930034.0
2018-01-15,14350,14450,14000,14150,103606,197110.0,13930034.0
2018-01-16,14150,14350,13900,14050,36333,195717.0,13930034.0
2018-01-17,14050,14200,13850,13900,49578,193627.0,13930034.0
2018-01-18,14000,14150,13650,13900,36948,193627.0,13930034.0
2018-01-19,14000,14000,13350,13350,59284,185966.0,13930034.0
2018-01-22,13400,13700,13250,13450,66608,187359.0,13930034.0
2018-01-23,13750,13750,13400,13450,37167,187359.0,13930034.0
2018-01-24,13650,13650,13450,13450,38955,187359.0,13930034.0
2018-01-25,13450,13800,13450,13800,46492,192234.0,13930034.0
2018-01-26,13700,14000,13600,13650,70090,190145.0,13930034.0
2018-01-29,13800,13800,13400,13500,99721,188055.0,13930034.0
2018-01-30,13500,13750,13350,13600,61260,189448.0,13930034.0
2018-01-31,13600,13600,13100,13150,59239,183180.0,13930034.0
2018-02-01,13250,13550,13100,13400,71478,186662.0,13930034.0
2018-02-02,13400,13500,13200,13450,65108,187359.0,13930034.0
2018-02-05,13050,13250,12850,13000,74500,181090.0,13930034.0
2018-02-06,12650,12950,12250,12950,70577,180394.0,13930034.0
2018-02-07,13050,13200,12600,12750,49043,177608.0,13930034.0
2018-02-08,12750,13150,12650,12750,20278,177608.0,13930034.0
2018-02-09,12650,12800,12100,12750,15723,177608.0,13930034.0
2018-02-12,12750,12900,12400,12700,32713,176911.0,13930034.0
2018-02-13,12700,12900,12300,12600,50864,175518.0,13930034.0
2018-02-14,12750,13400,12600,13350,69038,185966.0,13930034.0
2018-02-19,13700,13850,13350,13550,90598,188752.0,13930034.0
2018-02-20,13450,13800,13350,13650,44163,190145.0,13930034.0
2018-02-21,13600,14050,13350,14050,102026,195717.0,13930034.0
2018-02-22,14000,14050,13600,13750,55647,191538.0,13930034.0
2018-02-23,13750,14200,13650,14150,85158,197110.0,13930034.0
2018-02-26,14450,15000,14350,14400,181785,200592.0,13930034.0
2018-02-27,14550,14850,14300,14400,104191,200592.0,13930034.0
2018-02-28,14450,14700,14000,14300,63204,199199.0,13930034.0
2018-03-02,14250,14300,13750,14200,74115,197806.0,13930034.0
2018-03-05,14200,14200,13550,13700,105935,190841.0,13930034.0
2018-03-06,13800,14300,13750,14250,82861,198503.0,13930034.0
2018-03-07,14100,14450,14050,14150,73988,197110.0,13930034.0
2018-03-08,14100,15500,14100,15150,368751,211040.0,13930034.0
2018-03-09,15100,15400,15100,15400,128279,214523.0,13930034.0
2018-03-12,15550,15550,15000,15350,92267,213826.0,13930034.0
2018-03-13,15400,16200,15150,15750,161474,219398.0,13930034.0
2018-03-14,15600,16000,15550,15950,140036,222433.0,13945616.0
2018-03-15,15850,15950,15350,15600,123087,217552.0,13945616.0
2018-03-16,15600,16900,15600,16300,310160,230731.0,14155259.0
2018-03-19,16450,16450,15700,16100,171676,227900.0,14155259.0
2018-03-20,16100,16600,15700,16500,122851,233562.0,14155259.0
2018-03-21,16450,16700,16100,16200,80975,229315.0,14155259.0
2018-03-22,16000,16450,16000,16250,75713,230023.0,14155259.0
2018-03-23,15700,16100,15150,15450,176764,218699.0,14155259.0
2018-03-26,15200,15750,14650,15600,83052,220822.0,14155259.0
2018-03-27,15900,15900,15000,15200,85196,215160.0,14155259.0
2018-03-28,14800,15300,14500,14950,132379,211621.0,14155259.0
2018-03-29,14950,15150,14500,14800,49191,209498.0,14155259.0
