엘아이에스(138690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-03-30,14850,15200,14550,14850,62584,215358.0,14502224.0
2018-04-02,14900,15100,14050,14050,118608,203756.0,14502224.0
2018-04-03,13850,14350,13250,13250,189551,192154.0,14502224.0
2018-04-04,13450,13450,12900,13150,174497,190704.0,14502224.0
2018-04-05,13250,13550,12700,13550,193543,196505.0,14502224.0
2018-04-06,13700,13700,13200,13400,76015,194330.0,14502224.0
2018-04-09,13250,13500,13250,13250,31940,192154.0,14502224.0
2018-04-10,13050,13350,12800,13250,85448,192154.0,14502224.0
2018-04-11,13350,13400,13000,13250,53548,192154.0,14502224.0
2018-04-12,13400,13500,13150,13200,39098,191429.0,14502224.0
2018-04-13,13200,13500,12950,13450,62016,195055.0,14502224.0
2018-04-16,13700,13700,13350,13500,35178,195780.0,14502224.0
2018-04-17,13500,13500,13150,13450,39909,195055.0,14502224.0
2018-04-18,13500,13600,12950,13150,88747,190704.0,14502224.0
2018-04-19,13150,13750,13050,13550,85500,196505.0,14502224.0
2018-04-20,13500,13500,13050,13450,109729,195055.0,14502224.0
2018-04-23,13450,13900,13300,13700,99087,198680.0,14502224.0
2018-04-24,13700,14400,13650,14300,100499,207382.0,14502224.0
2018-04-25,14100,14500,13500,13800,116953,200131.0,14502224.0
2018-04-26,14050,14300,13600,13800,87756,200131.0,14502224.0
2018-04-27,13800,13850,13450,13750,46078,199406.0,14502224.0
2018-04-30,13700,13700,13050,13200,100088,191429.0,14502224.0
2018-05-02,13250,13600,12900,13600,81906,197230.0,14502224.0
2018-05-03,13750,14050,13450,13650,85657,197955.0,14502224.0
2018-05-04,13650,13650,13250,13250,58983,192154.0,14502224.0
2018-05-08,13450,13500,13100,13100,47366,189979.0,14502224.0
2018-05-09,13100,13400,13000,13250,59026,192154.0,14502224.0
2018-05-10,13450,13800,13300,13650,68806,197955.0,14502224.0
2018-05-11,13650,14000,13450,13550,70824,196505.0,14502224.0
2018-05-14,13700,13900,13400,13450,53959,195055.0,14502224.0
2018-05-15,13400,13550,13200,13400,33017,194330.0,14502224.0
2018-05-16,13250,13500,13150,13300,59241,192880.0,14502224.0
2018-05-17,13300,13400,12650,12800,136919,185628.0,14502224.0
2018-05-18,12850,14650,12800,14450,380298,209684.0,14511038.0
2018-05-21,14650,15100,14250,14250,217704,206782.0,14511038.0
2018-05-23,14400,15150,14300,14750,234972,214038.0,14511038.0
2018-05-24,15000,15400,14700,14750,158157,214038.0,14511038.0
2018-05-25,14750,15200,14650,14950,122476,216940.0,14511038.0
2018-05-28,15300,15300,14850,15000,121270,217666.0,14511038.0
2018-05-29,15100,15100,13800,14000,174659,203155.0,14511038.0
2018-05-30,14100,14500,13900,13950,61895,202429.0,14511038.0
2018-05-31,14400,14400,13900,13950,44480,202429.0,14511038.0
2018-06-01,13950,14100,13800,13950,42233,202429.0,14511038.0
2018-06-04,14250,14250,13500,13500,80142,195899.0,14511038.0
2018-06-05,13800,14300,13550,14050,57361,207562.0,14773091.0
2018-06-07,14050,14350,13700,14000,87321,206823.0,14773091.0
2018-06-08,13950,14150,13750,13800,47471,203869.0,14773091.0
2018-06-11,13850,13950,13650,13700,60010,202391.0,14773091.0
2018-06-12,13750,14150,13550,13700,75954,202391.0,14773091.0
2018-06-14,13900,13900,13400,13400,45152,197959.0,14773091.0
2018-06-15,13400,13500,13200,13400,63735,197959.0,14773091.0
2018-06-18,13500,13650,12900,12950,98947,191312.0,14773091.0
2018-06-19,12950,13250,12800,12900,49938,190573.0,14773091.0
2018-06-20,13000,13400,12900,13250,26946,195743.0,14773091.0
2018-06-21,13400,13400,12900,12950,44396,191312.0,14773091.0
2018-06-22,12950,13100,12750,13100,73617,193527.0,14773091.0
2018-06-25,12850,13150,12850,13150,33507,194266.0,14773091.0
2018-06-26,13100,13200,12800,13100,45381,193527.0,14773091.0
2018-06-27,13250,13250,12950,13050,35185,192789.0,14773091.0
2018-06-28,13050,13100,12750,12800,34619,189096.0,14773091.0
2018-06-29,12850,12950,12500,12800,32432,189096.0,14773091.0
2018-07-02,13000,13350,12700,12800,57777,189096.0,14773091.0
2018-07-03,13000,13100,12700,12900,36436,190573.0,14773091.0
2018-07-04,12950,13000,12600,12800,42292,189096.0,14773091.0
2018-07-05,12800,13150,12800,12900,39654,190573.0,14773091.0
2018-07-06,12800,13600,12800,13500,72278,199437.0,14773091.0
2018-07-09,13800,13950,13400,13500,57732,199437.0,14773091.0
2018-07-10,13500,14000,13500,14000,45015,206823.0,14773091.0
2018-07-11,14050,14100,13750,13850,54636,204607.0,14773091.0
2018-07-12,13700,14850,13700,14850,116123,219380.0,14773091.0
2018-07-13,14850,14900,14150,14250,190634,210517.0,14773091.0
2018-07-16,14200,14550,14100,14300,110392,211255.0,14773091.0
2018-07-17,14300,14500,13900,14200,111045,209778.0,14773091.0
2018-07-18,14200,14450,14100,14200,101176,209778.0,14773091.0
2018-07-19,14100,14400,14100,14300,91096,211255.0,14773091.0
2018-07-20,14200,14450,14200,14300,71946,211255.0,14773091.0
2018-07-23,14350,15000,14150,14500,130822,214210.0,14773091.0
2018-07-24,14500,14600,14150,14250,92315,210517.0,14773091.0
2018-07-25,14200,14450,13800,13900,70502,205346.0,14773091.0
2018-07-26,13900,14550,13900,14300,191489,211255.0,14773091.0
2018-07-27,14300,14550,14200,14550,70781,214948.0,14773091.0
2018-07-30,14400,14450,13900,14150,106457,209039.0,14773091.0
2018-07-31,14150,14150,13500,13600,98238,200914.0,14773091.0
2018-08-01,13700,14000,13600,13850,33713,204607.0,14773091.0
2018-08-02,13800,13950,13500,13600,57120,200914.0,14773091.0
2018-08-03,13750,13750,13000,13150,91856,194266.0,14773091.0
2018-08-06,12950,13450,12950,13250,85973,195743.0,14773091.0
2018-08-07,13150,13400,13000,13400,67801,197959.0,14773091.0
2018-08-08,13150,13500,13100,13300,62777,196482.0,14773091.0
2018-08-09,13300,13350,13100,13250,57359,195743.0,14773091.0
2018-08-10,13200,13350,12900,13300,54725,196482.0,14773091.0
2018-08-13,13550,13550,12900,13250,95427,199036.0,15021590.0
2018-08-14,13050,13500,12850,13000,56173,195281.0,15021590.0
2018-08-16,12850,13150,12700,12700,67257,190774.0,15021590.0
2018-08-17,12550,12950,12300,12350,95299,185517.0,15021590.0
2018-08-20,12350,12550,11800,11850,93062,178006.0,15021590.0
2018-08-21,11600,11850,11150,11650,220262,175002.0,15021590.0
2018-08-22,11650,12050,11600,11650,94716,175002.0,15021590.0
2018-08-23,11600,11750,11150,11750,160413,176504.0,15021590.0
2018-08-24,11800,11850,11650,11750,49164,176504.0,15021590.0
2018-08-27,11800,11900,11650,11700,44855,175753.0,15021590.0
2018-08-28,11700,11800,11550,11700,47065,175753.0,15021590.0
2018-08-29,11700,11750,11250,11400,76144,171246.0,15021590.0
2018-08-30,11700,12050,11550,11950,112300,179508.0,15021590.0
2018-08-31,12000,12200,11800,11900,62159,178757.0,15021590.0
2018-09-03,11900,12050,11700,11800,22968,177255.0,15021590.0
2018-09-04,11750,11850,11500,11650,42877,175002.0,15021590.0
2018-09-05,11650,11800,11450,11550,38747,173499.0,15021590.0
2018-09-06,11400,11650,11350,11550,29458,173499.0,15021590.0
2018-09-07,11500,11600,11350,11550,40675,173499.0,15021590.0
2018-09-10,11550,11550,11100,11500,73356,172748.0,15021590.0
2018-09-11,11500,11650,11350,11600,30920,174250.0,15021590.0
2018-09-12,11500,11700,11400,11600,39269,174250.0,15021590.0
2018-09-13,11650,12400,11450,12000,158706,180259.0,15021590.0
2018-09-14,12000,12850,12000,12350,171499,185517.0,15021590.0
2018-09-17,12650,12900,12400,12600,134688,189272.0,15021590.0
2018-09-18,12350,12650,12150,12500,69195,187770.0,15021590.0
2018-09-19,12250,12500,11850,12300,122824,184766.0,15021590.0
2018-09-20,12700,12700,11950,12300,72259,184766.0,15021590.0
2018-09-21,12300,12300,11750,11750,62584,176504.0,15021590.0
2018-09-27,11500,11750,11450,11650,67119,175002.0,15021590.0
2018-09-28,11600,11750,11200,11200,74120,168242.0,15021590.0
2018-10-01,11350,12050,11150,12050,154512,181010.0,15021590.0
2018-10-02,12050,12250,11750,11750,68841,176504.0,15021590.0
2018-10-04,11750,11850,11400,11600,49193,174250.0,15021590.0
2018-10-05,11300,12400,10850,11850,152139,178006.0,15021590.0
2018-10-08,12150,12150,11600,11800,35852,177255.0,15021590.0
2018-10-10,11800,11800,11300,11350,51772,170495.0,15021590.0
2018-10-11,10550,11750,10550,11650,307144,175002.0,15021590.0
2018-10-12,11600,11700,11000,11700,135846,175753.0,15021590.0
2018-10-15,11700,11750,11300,11650,91267,175002.0,15021590.0
2018-10-16,11600,11900,11500,11700,60185,175753.0,15021590.0
2018-10-17,11700,11800,11550,11700,41830,175753.0,15021590.0
2018-10-18,11850,11850,11550,11700,46786,180470.0,15424784.0
2018-10-19,11650,11850,11600,11850,58475,182784.0,15424784.0
2018-10-22,11900,11950,11750,11850,42286,182784.0,15424784.0
2018-10-23,11850,12150,11700,11850,94855,182784.0,15424784.0
2018-10-24,11850,12050,11650,11800,65240,182012.0,15424784.0
2018-10-25,11700,12300,11650,11950,163477,184326.0,15424784.0
2018-10-26,11950,12000,11600,11750,58098,181241.0,15424784.0
2018-10-29,11700,11950,11350,11800,181437,182012.0,15424784.0
2018-10-30,11750,11800,11400,11650,113354,179699.0,15424784.0
2018-10-31,11700,12450,11500,11800,139903,182012.0,15424784.0
2018-11-01,11850,11950,11500,11750,80802,181241.0,15424784.0
2018-11-02,11750,12700,11700,12450,122693,192039.0,15424784.0
2018-11-05,12350,12400,11950,12050,46098,185869.0,15424784.0
2018-11-06,12100,12200,11850,12050,65581,185869.0,15424784.0
2018-11-07,12050,12100,11900,12000,35966,185097.0,15424784.0
2018-11-08,12000,12450,11950,12200,71626,188182.0,15424784.0
2018-11-09,12300,12300,11850,12050,45539,185869.0,15424784.0
2018-11-12,12000,12050,11800,12000,39725,185097.0,15424784.0
2018-11-13,11950,12200,11800,12200,59315,188182.0,15424784.0
2018-11-14,12250,12250,11950,12150,45422,187411.0,15424784.0
2018-11-15,12150,12200,12050,12150,39473,187411.0,15424784.0
2018-11-16,12250,12750,12050,12450,117867,192039.0,15424784.0
2018-11-19,12350,12650,12300,12550,64976,193581.0,15424784.0
2018-11-20,12400,12750,12250,12650,50746,195124.0,15424784.0
2018-11-21,12500,12750,12450,12600,36011,194352.0,15424784.0
2018-11-22,12600,12650,12400,12500,48075,192810.0,15424784.0
2018-11-23,12550,12600,12200,12500,52749,192810.0,15424784.0
2018-11-26,12400,12500,12300,12450,44495,192039.0,15424784.0
2018-11-27,12450,12450,12200,12250,39937,188954.0,15424784.0
2018-11-28,12200,12350,12150,12300,48036,189725.0,15424784.0
2018-11-29,12200,12450,12200,12450,49226,192039.0,15424784.0
2018-11-30,12500,12700,12400,12600,66127,194352.0,15424784.0
2018-12-03,12700,12700,12500,12650,63011,195124.0,15424784.0
2018-12-04,12700,12700,12250,12400,74321,191267.0,15424784.0
2018-12-05,12350,13100,11950,12450,160791,192039.0,15424784.0
2018-12-06,12400,12400,12200,12350,21640,190496.0,15424784.0
2018-12-07,12450,12450,12150,12250,30453,188954.0,15424784.0
2018-12-10,12250,12300,12050,12250,19779,188954.0,15424784.0
2018-12-11,12350,12350,12100,12200,29576,188182.0,15424784.0
2018-12-12,12150,12250,12000,12200,43043,188182.0,15424784.0
2018-12-13,12200,12300,12150,12300,29361,189725.0,15424784.0
2018-12-14,12250,12350,12050,12200,40438,188182.0,15424784.0
2018-12-17,12200,12650,12200,12350,79443,190496.0,15424784.0
2018-12-18,12300,12450,12100,12200,68013,188182.0,15424784.0
2018-12-19,12200,12300,12050,12300,56416,189725.0,15424784.0
2018-12-20,12150,12400,12150,12300,44778,189725.0,15424784.0
2018-12-21,12300,12350,12150,12300,76922,189725.0,15424784.0
2018-12-24,12200,12250,12150,12200,81538,188182.0,15424784.0
2018-12-26,12200,12300,11800,12200,101852,188182.0,15424784.0
2018-12-27,12250,12450,12100,12150,52462,187411.0,15424784.0
2018-12-28,12200,12200,12050,12200,38908,188182.0,15424784.0
2019-01-02,12200,12550,12200,12350,76174,190496.0,15424784.0
2019-01-03,12350,12450,12200,12250,32717,188954.0,15424784.0
2019-01-04,12250,12250,11850,12150,104272,187411.0,15424784.0
2019-01-07,12200,12200,12000,12150,38028,187411.0,15424784.0
2019-01-08,12100,12150,12000,12150,29053,187411.0,15424784.0
2019-01-09,12200,12200,12050,12150,22651,187411.0,15424784.0
2019-01-10,12100,12200,12100,12200,45595,188182.0,15424784.0
2019-01-11,12200,12750,12200,12550,121452,193581.0,15424784.0
2019-01-14,12650,13150,12600,13100,164423,202065.0,15424784.0
2019-01-15,12900,14050,12900,14050,207424,216718.0,15424784.0
2019-01-16,14500,15000,14250,14850,272211,229058.0,15424784.0
2019-01-17,15050,15900,14700,15750,298298,242940.0,15424784.0
2019-01-18,15950,16300,15450,15550,242955,239855.0,15424784.0
2019-01-21,15900,16050,15550,15950,131713,246025.0,15424784.0
2019-01-22,16300,16300,15750,16000,122154,246797.0,15424784.0
2019-01-23,15850,16250,15800,16100,124017,248339.0,15424784.0
2019-01-24,16100,16100,15250,15850,159108,244483.0,15424784.0
2019-01-25,15950,16100,15800,15950,143048,246025.0,15424784.0
2019-01-28,16200,16200,14350,14350,334177,221346.0,15424784.0
2019-01-29,14150,14550,13450,13600,302742,209777.0,15424784.0
2019-01-30,13450,14150,13450,13950,147715,216638.0,15529605.0
2019-01-31,13800,14050,13800,13950,59076,216638.0,15529605.0
2019-02-01,13750,13900,13400,13600,112364,211203.0,15529605.0
2019-02-07,13800,13800,13050,13500,90613,209650.0,15529605.0
2019-02-08,13350,13800,13300,13500,55190,209650.0,15529605.0
2019-02-11,13550,13550,12850,12950,83440,201108.0,15529605.0
2019-02-12,13000,13000,12150,12150,124130,188685.0,15529605.0
2019-02-13,11850,12800,11800,12450,176191,193344.0,15529605.0
2019-02-14,12700,12700,12200,12400,83588,192567.0,15529605.0
2019-02-15,12400,12550,12200,12500,64950,194120.0,15529605.0
2019-02-18,12800,12800,12350,12350,56601,191791.0,15529605.0
2019-02-19,12450,12600,12300,12450,46190,193344.0,15529605.0
2019-02-20,12350,12450,12050,12100,109444,187908.0,15529605.0
2019-02-21,12100,12400,11900,12200,87851,189461.0,15529605.0
2019-02-22,12050,12100,11850,12050,82806,187132.0,15529605.0
2019-02-25,12050,12150,11950,12000,44776,186355.0,15529605.0
2019-02-26,12000,12300,11850,12000,66660,186355.0,15529605.0
2019-02-27,11950,12150,11950,12100,66544,187908.0,15529605.0
2019-02-28,12100,12150,11800,12050,97732,187132.0,15529605.0
2019-03-04,12050,12200,11950,12050,64877,187132.0,15529605.0
2019-03-05,12000,12000,11550,11800,101397,183249.0,15529605.0
2019-03-06,11800,11950,11650,11800,51553,183249.0,15529605.0
2019-03-07,11800,12050,11650,12050,71790,187132.0,15529605.0
2019-03-08,12050,12100,11900,12000,37003,186355.0,15529605.0
2019-03-11,12000,12050,11800,11950,32202,185579.0,15529605.0
2019-03-12,11950,12250,11850,12100,47095,187908.0,15529605.0
2019-03-13,11900,12150,11900,12000,33590,186355.0,15529605.0
2019-03-14,12000,12050,11850,12000,26129,186355.0,15529605.0
2019-03-15,12000,12000,11700,11950,49667,185579.0,15529605.0
2019-03-18,11850,12000,11700,11700,35816,181696.0,15529605.0
2019-03-19,11600,11850,11550,11800,54585,183249.0,15529605.0
2019-03-20,11500,12050,11500,11850,68319,184026.0,15529605.0
2019-03-21,11600,12150,11600,12000,52746,186355.0,15529605.0
2019-03-22,12100,12100,11700,11800,60514,183249.0,15529605.0
2019-03-25,11800,11800,11450,11700,53096,181696.0,15529605.0
2019-03-26,11600,11700,11550,11600,22453,180143.0,15529605.0
2019-03-27,11650,11900,11600,11850,47466,184026.0,15529605.0
2019-03-28,11800,11950,11700,11750,32962,182473.0,15529605.0
2019-03-29,11800,11800,11600,11750,17313,182473.0,15529605.0
2019-04-01,11750,11800,11700,11750,20471,182473.0,15529605.0
2019-04-02,11900,12400,11800,12400,118841,192567.0,15529605.0
2019-04-03,12400,12450,12200,12400,53719,192567.0,15529605.0
2019-04-04,12250,12550,12250,12500,36713,194120.0,15529605.0
2019-04-05,12600,14000,12550,12900,474226,200332.0,15529605.0
2019-04-08,13000,13400,12950,13300,107332,206544.0,15529605.0
2019-04-09,13400,13700,13300,13400,84774,208097.0,15529605.0
2019-04-10,13600,13600,13300,13300,64300,206544.0,15529605.0
2019-04-11,13400,13500,13300,13400,70928,208097.0,15529605.0
2019-04-12,13600,14000,13550,13900,146579,215862.0,15529605.0
2019-04-15,13950,14150,13800,13900,107587,215862.0,15529605.0
2019-04-16,13850,14050,13700,13850,74137,215085.0,15529605.0
2019-04-17,13900,13950,12800,12900,216526,200332.0,15529605.0
2019-04-18,13150,13350,12850,13000,68535,201885.0,15529605.0
2019-04-19,12850,14150,12850,13800,336800,214309.0,15529605.0
2019-04-22,13750,13750,13200,13350,93338,207320.0,15529605.0
2019-04-23,13100,13350,12700,13150,215455,204214.0,15529605.0
2019-04-24,13350,13600,13150,13300,129139,206544.0,15529605.0
2019-04-25,13400,13900,13200,13900,155554,217246.0,15629185.0
2019-04-26,13900,14250,13550,13800,152492,215683.0,15629185.0
2019-04-29,14100,14300,13750,13950,100969,218027.0,15629185.0
2019-04-30,14100,14200,13800,14000,61158,219817.0,15701185.0
2019-05-02,13900,14000,13600,13850,91806,217461.0,15701185.0
2019-05-03,13850,13950,13700,13900,62953,218246.0,15701185.0
2019-05-07,13550,13850,13400,13600,65779,213958.0,15732185.0
2019-05-08,13800,14050,13450,13850,110876,217891.0,15732185.0
2019-05-09,13900,13950,13350,13600,78645,213958.0,15732185.0
2019-05-10,13550,13600,13250,13450,64553,211598.0,15732185.0
2019-05-13,13100,13700,13100,13700,81306,215531.0,15732185.0
2019-05-14,13500,14350,13450,14200,249446,223397.0,15732185.0
2019-05-15,14350,15450,14050,15450,405288,243062.0,15732185.0
2019-05-16,15600,16150,13050,13350,867181,210025.0,15732185.0
2019-05-17,13700,13850,13100,13400,164201,210811.0,15732185.0
2019-05-20,13200,13600,12000,12250,215789,192719.0,15732185.0
2019-05-21,12000,12550,12000,12200,101727,191933.0,15732185.0
2019-05-22,12100,12750,12050,12600,77982,198226.0,15732185.0
2019-05-23,12550,12700,12150,12200,60431,191933.0,15732185.0
2019-05-24,12100,12350,12050,12250,35808,192719.0,15732185.0
2019-05-27,12800,12800,12050,12200,43713,191933.0,15732185.0
2019-05-28,12200,12300,11950,12200,39538,191933.0,15732185.0
2019-05-29,12200,12700,11900,12550,75366,197439.0,15732185.0
2019-05-30,12750,12800,12250,12600,56760,198402.0,15746185.0
2019-05-31,12600,12650,12400,12600,25584,198402.0,15746185.0
2019-06-03,12400,12650,12400,12450,29099,196040.0,15746185.0
2019-06-04,12400,12700,12300,12400,19387,195253.0,15746185.0
2019-06-05,12300,12550,12250,12350,43150,194465.0,15746185.0
2019-06-07,12350,12450,12100,12400,72243,195253.0,15746185.0
2019-06-10,12200,12400,12050,12200,64810,192103.0,15746185.0
2019-06-11,12400,12400,12000,12150,55833,191316.0,15746185.0
2019-06-12,12050,12250,12050,12150,41887,191316.0,15746185.0
2019-06-13,12100,12200,12000,12200,60290,192103.0,15746185.0
2019-06-14,12150,12900,12000,12650,120835,199189.0,15746185.0
2019-06-17,12850,12850,12450,12650,50455,199189.0,15746185.0
2019-06-18,12500,12750,12250,12650,48736,199189.0,15746185.0
2019-06-19,12800,12850,12650,12650,34305,199493.0,15770185.0
2019-06-20,13100,13500,12700,13400,198613,211320.0,15770185.0
2019-06-21,13300,14600,13300,14150,498618,223148.0,15770185.0
2019-06-24,14400,14900,14350,14500,268790,228668.0,15770185.0
2019-06-25,14750,14900,14100,14450,190669,227879.0,15770185.0
2019-06-26,14600,14650,14150,14300,94827,225514.0,15770185.0
2019-06-27,14200,14400,14050,14150,106425,223148.0,15770185.0
2019-06-28,14050,14200,13800,14150,91147,223148.0,15770185.0
2019-07-01,14200,14450,14050,14100,84566,222360.0,15770185.0
2019-07-02,14150,14250,13400,13600,168544,216755.0,15937873.0
2019-07-03,13500,13750,13400,13600,89668,216755.0,15937873.0
2019-07-04,13600,13600,12750,12800,209184,204005.0,15937873.0
2019-07-05,12900,12900,12200,12550,186490,200020.0,15937873.0
2019-07-08,12550,12550,11800,12150,155096,193645.0,15937873.0
2019-07-09,12250,12300,11950,12150,93368,193645.0,15937873.0
2019-07-10,12200,12400,12100,12250,39879,195239.0,15937873.0
2019-07-11,12300,12450,12200,12400,47796,197630.0,15937873.0
2019-07-12,12500,12500,12150,12200,48509,194442.0,15937873.0
2019-07-15,12200,12250,12000,12250,46263,195239.0,15937873.0
2019-07-16,12400,12400,12050,12150,36261,193645.0,15937873.0
2019-07-17,12150,12200,11750,12100,58363,192848.0,15937873.0
2019-07-18,12000,12350,12000,12250,56258,195239.0,15937873.0
2019-07-19,12350,12900,12250,12750,76779,203208.0,15937873.0
2019-07-22,12800,13200,12600,12950,57124,206395.0,15937873.0
2019-07-23,13200,13350,12850,12950,73675,206395.0,15937873.0
2019-07-24,13200,13200,12400,12600,109082,200817.0,15937873.0
2019-07-25,12600,12900,12550,12650,50289,201614.0,15937873.0
2019-07-26,12750,12850,12400,12600,49340,200817.0,15937873.0
2019-07-29,12600,12750,12200,12500,69992,199223.0,15937873.0
2019-07-30,12500,12750,12500,12700,44221,202411.0,15937873.0
2019-07-31,12700,12800,12550,12700,35664,202411.0,15937873.0
2019-08-01,12750,12850,12500,12700,47230,202411.0,15937873.0
2019-08-02,12650,12850,12150,12750,87895,203208.0,15937873.0
2019-08-05,12750,12800,12400,12700,94801,202411.0,15937873.0
2019-08-06,12600,12700,12350,12600,109637,200817.0,15937873.0
2019-08-07,12600,13050,12300,12850,112761,204802.0,15937873.0
2019-08-08,13100,13150,12800,13050,67454,207989.0,15937873.0
2019-08-09,13200,13200,12850,13050,33930,207989.0,15937873.0
2019-08-12,13100,13300,12950,13200,51276,210380.0,15937873.0
2019-08-13,13200,13300,13050,13250,54134,211177.0,15937873.0
2019-08-14,13350,13500,12950,13200,74517,210380.0,15937873.0
2019-08-16,13000,13150,12900,13100,43121,208786.0,15937873.0
2019-08-19,13050,13200,12750,13100,92883,208786.0,15937873.0
2019-08-20,13100,13250,12850,13150,67264,209583.0,15937873.0
2019-08-21,13250,13450,13050,13150,51287,209583.0,15937873.0
2019-08-22,13250,13300,13000,13150,56745,209583.0,15937873.0
2019-08-23,13150,13300,13000,13100,47694,208786.0,15937873.0
2019-08-26,12950,13100,12750,13000,75123,207192.0,15937873.0
2019-08-27,13100,13100,12800,12950,55220,206395.0,15937873.0
2019-08-28,12950,13000,12800,12950,48185,207549.0,16026971.0
2019-08-29,13000,13150,12850,12950,38237,207549.0,16026971.0
2019-08-30,13100,13100,12850,12950,24210,207549.0,16026971.0
2019-09-02,12950,13050,12800,13000,31019,208351.0,16026971.0
2019-09-03,13150,13850,13000,13650,117186,218768.0,16026971.0
2019-09-04,13550,13950,13550,13900,65185,222775.0,16026971.0
2019-09-05,14000,14000,13650,13850,45403,221974.0,16026971.0
2019-09-06,13950,14000,13700,13900,46236,222775.0,16026971.0
2019-09-09,14100,14300,13850,14000,105509,224378.0,16026971.0
2019-09-10,13900,14100,13800,14000,48213,224378.0,16026971.0
2019-09-11,14050,14050,13850,14000,37069,224378.0,16026971.0
2019-09-16,14000,14150,13900,14000,41082,224378.0,16026971.0
2019-09-17,14000,14050,13850,13900,41556,222775.0,16026971.0
2019-09-18,13950,14200,13950,14100,81458,225980.0,16026971.0
2019-09-19,14150,14200,13850,14050,73529,225179.0,16026971.0
2019-09-20,14150,14850,14150,14800,246205,237199.0,16026971.0
2019-09-23,15100,15450,14600,14950,404002,239603.0,16026971.0
2019-09-24,14800,16750,13350,15000,702912,240405.0,16026971.0
2019-09-25,14950,15450,14450,14600,138951,233994.0,16026971.0
2019-09-26,14650,14800,13800,13950,178865,223576.0,16026971.0
2019-09-27,14000,14200,13750,13750,33538,220371.0,16026971.0
2019-09-30,13750,13750,12950,13000,109196,208351.0,16026971.0
2019-10-01,13000,13500,12950,13050,119712,209152.0,16026971.0
2019-10-02,13000,13150,12800,13000,63187,208351.0,16026971.0
2019-10-04,13000,13100,12700,13000,87641,208351.0,16026971.0
2019-10-07,13050,13050,12750,12900,34329,,
