펄어비스(263750),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-01-22,261000,261200,251600,252900,99718,3051567.0,12066300.0
2018-01-23,255000,258300,250500,255200,110054,3079320.0,12066300.0
2018-01-24,255200,256900,251900,253300,75127,3056394.0,12066300.0
2018-01-25,252300,260200,249600,252100,159863,3041914.0,12066300.0
2018-01-26,255600,269900,255000,269600,185112,3253074.0,12066300.0
2018-01-29,267300,268300,256900,258500,190528,3119139.0,12066300.0
2018-01-30,256000,259200,252200,254400,120757,3069667.0,12066300.0
2018-01-31,250000,256000,240600,251200,219329,3031055.0,12066300.0
2018-02-01,254700,258000,247800,251700,100541,3037088.0,12066300.0
2018-02-02,251700,256500,247100,256000,108584,3088973.0,12066300.0
2018-02-05,250700,253000,226100,230000,251630,2775249.0,12066300.0
2018-02-06,211000,237000,205000,234000,354817,2823514.0,12066300.0
2018-02-07,242000,245500,220000,223500,135635,2696818.0,12066300.0
2018-02-08,223800,238000,218500,231300,161111,2790935.0,12066300.0
2018-02-09,219800,244400,218000,234600,142886,2830754.0,12066300.0
2018-02-12,255000,255000,239900,244800,189582,2953830.0,12066300.0
2018-02-13,235900,249900,235800,240000,160291,2895912.0,12066300.0
2018-02-14,246000,251800,240500,251000,167254,3028641.0,12066300.0
2018-02-19,256300,259000,252000,255000,95783,3076906.0,12066300.0
2018-02-20,253500,254200,242900,242900,145057,2930904.0,12066300.0
2018-02-21,244800,246000,236900,243700,115851,2940557.0,12066300.0
2018-02-22,243700,245300,239500,241600,65861,2915218.0,12066300.0
2018-02-23,243800,246600,241400,243600,80406,2939351.0,12066300.0
2018-02-26,246500,247800,233100,236800,154251,2857300.0,12066300.0
2018-02-27,241000,251900,236600,247800,233664,2990029.0,12066300.0
2018-02-28,247800,255900,234600,242400,333893,2924871.0,12066300.0
2018-03-02,249000,285300,242400,284200,1050302,3429242.0,12066300.0
2018-03-05,281000,287100,262000,262300,595395,3164990.0,12066300.0
2018-03-06,266300,266800,238400,241700,573370,2916425.0,12066300.0
2018-03-07,244900,249600,232500,234000,421025,2823514.0,12066300.0
2018-03-08,230000,239500,226800,234100,234630,2824721.0,12066300.0
2018-03-09,237800,249200,233600,243100,258035,2933318.0,12066300.0
2018-03-12,248100,253300,243000,246100,167560,2969516.0,12066300.0
2018-03-13,243600,244000,233900,235000,261523,2835580.0,12066300.0
2018-03-14,231700,243600,224500,239900,505455,2894705.0,12066300.0
2018-03-15,239800,244800,234100,239200,186287,2886259.0,12066300.0
2018-03-16,238100,244600,235800,238000,241181,2871779.0,12066300.0
2018-03-19,237000,237000,222100,222900,317596,2689578.0,12066300.0
2018-03-20,221000,227800,219300,223000,148647,2690785.0,12066300.0
2018-03-21,223200,227300,221000,221600,142526,2673892.0,12066300.0
2018-03-22,221400,224000,217000,217900,110216,2629247.0,12066300.0
2018-03-23,211400,214700,208000,208000,114576,2509790.0,12066300.0
2018-03-26,208000,221100,204600,220900,176623,2665446.0,12066300.0
2018-03-27,226800,226800,219900,219900,114712,2653379.0,12066300.0
2018-03-28,217200,217400,212100,215000,83591,2594254.0,12066300.0
2018-03-29,216200,217500,211300,215900,75993,2605114.0,12066300.0
2018-03-30,216100,227400,214000,226700,183560,2735430.0,12066300.0
2018-04-02,233200,246200,231300,240800,260733,2905565.0,12066300.0
2018-04-03,237000,245500,235700,242500,140377,2926078.0,12066300.0
2018-04-04,244000,250800,243300,244000,193396,2944177.0,12066300.0
2018-04-05,244800,256000,244800,253100,210335,3053981.0,12066300.0
2018-04-06,253100,253100,240200,247900,140488,2991236.0,12066300.0
2018-04-09,250700,255700,243700,251000,173570,3028641.0,12066300.0
2018-04-10,248900,250600,241600,243700,103807,2940557.0,12066300.0
2018-04-11,246500,261000,246500,259600,248317,3132411.0,12066300.0
2018-04-12,259000,263000,254100,256800,127239,3098626.0,12066300.0
2018-04-13,254900,264700,254100,261000,106905,3149304.0,12066300.0
2018-04-16,259000,260700,249100,252500,165008,3160997.0,12518800.0
2018-04-17,252000,254400,245000,246000,112633,3079625.0,12518800.0
2018-04-18,248900,253700,246500,252500,111386,3160997.0,12518800.0
2018-04-19,255200,258500,247400,249000,97928,3117181.0,12518800.0
2018-04-20,250000,257200,247500,256000,94567,3204813.0,12518800.0
2018-04-23,257800,267300,254500,262500,137467,3286185.0,12518800.0
2018-04-24,262900,270600,258600,258600,118215,3237362.0,12518800.0
2018-04-25,254000,258000,250600,256500,99597,3211072.0,12518800.0
2018-04-26,256700,260400,252600,255500,65868,3198553.0,12518800.0
2018-04-27,255600,260000,254300,257300,59691,3221087.0,12518800.0
2018-04-30,259400,261700,253000,261400,72352,3296332.0,12610300.0
2018-05-02,258000,261400,253800,253800,73682,3200494.0,12610300.0
2018-05-03,253800,258500,249500,257000,62987,3240847.0,12610300.0
2018-05-04,255500,259000,252500,253600,52879,3197972.0,12610300.0
2018-05-08,251000,252900,238500,239100,146390,3015123.0,12610300.0
2018-05-09,240500,243100,235100,243100,78100,3065564.0,12610300.0
2018-05-10,242600,251400,237900,251400,96440,3170229.0,12610300.0
2018-05-11,242400,250900,227900,230000,419107,2900369.0,12610300.0
2018-05-14,229000,229800,215000,225900,281535,2848667.0,12610300.0
2018-05-15,231900,238100,226800,238000,207808,3001251.0,12610300.0
2018-05-16,237100,239500,231900,237100,101477,2989902.0,12610300.0
2018-05-17,237000,239000,232400,236600,93478,2997012.0,12667000.0
2018-05-18,237900,240900,237000,240000,71085,3040080.0,12667000.0
2018-05-21,239200,242100,234000,234000,80504,2964078.0,12667000.0
2018-05-23,235000,238200,234000,237400,82103,3007146.0,12667000.0
2018-05-24,237400,239800,236000,236600,75253,2997012.0,12667000.0
2018-05-25,236000,239800,232200,239000,87563,3027413.0,12667000.0
2018-05-28,236800,236800,230100,232400,78757,2943811.0,12667000.0
2018-05-29,232600,234000,228500,228500,101088,2894410.0,12667000.0
2018-05-30,227000,228500,223200,228500,115314,2894410.0,12667000.0
2018-05-31,232300,233000,223600,223600,659807,2832341.0,12667000.0
2018-06-01,222600,223000,212700,213400,194745,2703138.0,12667000.0
2018-06-04,214000,217400,213000,214500,100686,2717072.0,12667000.0
2018-06-05,213700,214700,203900,205000,146467,2596735.0,12667000.0
2018-06-07,205000,214800,201100,214800,185565,2720872.0,12667000.0
2018-06-08,214700,215700,211100,213100,79552,2699338.0,12667000.0
2018-06-11,205000,208000,197700,199700,203866,2529600.0,12667000.0
2018-06-12,197000,202800,197000,202500,106719,2565068.0,12667000.0
2018-06-14,200600,218900,200600,216600,271852,2743672.0,12667000.0
2018-06-15,216600,223000,213500,219500,135126,2780406.0,12667000.0
2018-06-18,218900,221500,209900,214800,82043,2720872.0,12667000.0
2018-06-19,214800,222000,214200,215000,84306,2723405.0,12667000.0
2018-06-20,215000,219500,208300,217900,68518,2760139.0,12667000.0
2018-06-21,217100,220900,216000,216200,44473,2738605.0,12667000.0
2018-06-22,217900,228000,215500,227600,99578,2898145.0,12733500.0
2018-06-25,228500,229000,222500,222900,50147,2838297.0,12733500.0
2018-06-26,219000,220800,212500,217000,64941,2763170.0,12733500.0
2018-06-27,217900,220800,217300,218500,39517,2782270.0,12733500.0
2018-06-28,212600,218000,212000,214900,44060,2736429.0,12733500.0
2018-06-29,217100,225500,214900,225000,70260,2865038.0,12733500.0
2018-07-02,226900,230000,220100,220100,56286,2802643.0,12733500.0
2018-07-03,223000,228000,216600,219000,56423,2788636.0,12733500.0
2018-07-04,215600,218600,207700,215800,103529,2747889.0,12733500.0
2018-07-05,214800,214800,203700,207000,102738,2635834.0,12733500.0
2018-07-06,205200,210200,203000,209600,60718,2668942.0,12733500.0
2018-07-09,209600,216800,207600,216800,58503,2760623.0,12733500.0
2018-07-10,218400,221800,217700,221500,64945,2820470.0,12733500.0
2018-07-11,219400,221500,215100,218800,47564,2786090.0,12733500.0
2018-07-12,219500,234900,216500,233300,168307,2970726.0,12733500.0
2018-07-13,234000,239500,232200,234000,66514,2979639.0,12733500.0
2018-07-16,237900,237900,230200,231000,41644,2941438.0,12733500.0
2018-07-17,231700,233000,227000,228700,34261,2912151.0,12733500.0
2018-07-18,227000,232900,225400,228500,37799,2917145.0,12766500.0
2018-07-19,232000,236700,230200,232700,87029,2970765.0,12766500.0
2018-07-20,231100,236500,228500,234600,46612,2995021.0,12766500.0
2018-07-23,235600,239500,226500,228500,87752,2917145.0,12766500.0
2018-07-24,233300,234100,228500,230800,51579,2946508.0,12766500.0
2018-07-25,231000,234500,219200,221100,73065,2822673.0,12766500.0
2018-07-26,223300,224900,219200,222900,39653,2870172.0,12876500.0
2018-07-27,223000,224800,220900,224700,32692,2893350.0,12876500.0
2018-07-30,224700,226800,219000,220900,28886,2844419.0,12876500.0
2018-07-31,217000,219200,216700,219000,25321,2819954.0,12876500.0
2018-08-01,219500,220000,215400,219500,45939,2826392.0,12876500.0
2018-08-02,220400,230500,220000,228400,81112,2940993.0,12876500.0
2018-08-03,226500,233700,226100,232800,52447,2997649.0,12876500.0
2018-08-06,233200,233200,225000,225100,36902,2898500.0,12876500.0
2018-08-07,227000,229000,222000,225200,34563,2899788.0,12876500.0
2018-08-08,225500,228100,221200,223400,40310,2876610.0,12876500.0
2018-08-09,224500,227800,222900,226400,51362,2915240.0,12876500.0
2018-08-10,234200,241100,233600,237600,159751,3059456.0,12876500.0
2018-08-13,242900,246900,234300,236900,124467,3050443.0,12876500.0
2018-08-14,238800,246400,237000,246400,139278,3172770.0,12876500.0
2018-08-16,241700,241800,233500,237800,124848,3062032.0,12876500.0
2018-08-17,240000,241000,234500,240500,47392,3096798.0,12876500.0
2018-08-20,243500,247600,234400,235700,86652,3034991.0,12876500.0
2018-08-21,237700,244400,236100,244200,78454,3144441.0,12876500.0
2018-08-22,245800,246200,241600,245000,48820,3154742.0,12876500.0
2018-08-23,245000,251700,244300,248700,78486,3202386.0,12876500.0
2018-08-24,245000,248700,242700,248700,46638,3202386.0,12876500.0
2018-08-27,251500,254600,248400,254000,86906,3270631.0,12876500.0
2018-08-28,257000,257000,248400,253000,120799,3257754.0,12876500.0
2018-08-29,257000,257300,250100,257000,116716,3309260.0,12876500.0
2018-08-30,255500,257000,246700,254900,186225,3282220.0,12876500.0
2018-08-31,248600,255000,246800,255000,145603,3283508.0,12876500.0
2018-09-03,250000,250500,236300,240000,183211,3090360.0,12876500.0
2018-09-04,240100,242700,235000,236400,131187,3044005.0,12876500.0
2018-09-05,236300,236300,229700,230100,114313,2962883.0,12876500.0
2018-09-06,232900,234600,227000,233300,126935,3004087.0,12876500.0
2018-09-07,243000,243100,236300,242800,185808,3126414.0,12876500.0
2018-09-10,244600,249200,241100,247200,77997,3183071.0,12876500.0
2018-09-11,247500,249300,243600,246800,79357,3177920.0,12876500.0
2018-09-12,246000,246000,235000,239500,107052,3083922.0,12876500.0
2018-09-13,238700,239500,229600,231900,165676,2986060.0,12876500.0
2018-09-14,227000,227400,218700,220500,266013,2839268.0,12876500.0
2018-09-17,221000,224000,220400,222000,75929,2858583.0,12876500.0
2018-09-18,220500,222000,217000,221200,99889,2848282.0,12876500.0
2018-09-19,220000,222500,217300,219300,51478,2823816.0,12876500.0
2018-09-20,218500,223900,218000,219100,94953,2821241.0,12876500.0
2018-09-21,222500,223400,219700,223400,42225,2876610.0,12876500.0
2018-09-27,223500,223500,217700,217800,87137,2804502.0,12876500.0
2018-09-28,217900,218800,212500,213800,77082,2752996.0,12876500.0
2018-10-01,212600,215300,211600,214000,53063,2755571.0,12876500.0
2018-10-02,214000,217800,213600,214000,58264,2755571.0,12876500.0
2018-10-04,214900,215500,207600,213000,49089,2742694.0,12876500.0
2018-10-05,213100,214500,208800,212900,36409,2741407.0,12876500.0
2018-10-08,215500,221200,213000,219500,49781,2826392.0,12876500.0
2018-10-10,220800,220800,208900,209100,56874,2692476.0,12876500.0
2018-10-11,209000,209000,197100,197400,89473,2541821.0,12876500.0
2018-10-12,197500,207600,197400,206700,46822,2661573.0,12876500.0
2018-10-15,208500,208500,202100,205500,29665,2646121.0,12876500.0
2018-10-16,204100,211300,204100,206900,23834,2664148.0,12876500.0
2018-10-17,208900,211900,205800,208400,15537,2683463.0,12876500.0
2018-10-18,208000,208100,204100,207000,27292,2665436.0,12876500.0
2018-10-19,204500,213500,204000,213000,32544,2742694.0,12876500.0
2018-10-22,209500,215700,208600,215000,28528,2768448.0,12876500.0
2018-10-23,215100,220000,212900,217600,43544,2801926.0,12876500.0
2018-10-24,220100,220800,215000,215000,50981,2768448.0,12876500.0
2018-10-25,211000,217800,203700,217800,61310,2804502.0,12876500.0
2018-10-26,215300,216700,208000,209000,35665,2699653.0,12917000.0
2018-10-29,211200,213500,205100,207600,48586,2681569.0,12917000.0
2018-10-30,210000,210000,203200,206300,39168,2664777.0,12917000.0
2018-10-31,206000,207000,200000,205600,45312,2655735.0,12917000.0
2018-11-01,204000,207500,201700,202100,43874,2610526.0,12917000.0
2018-11-02,202600,206700,200500,206500,63395,2667360.0,12917000.0
2018-11-05,203400,204900,198100,200100,63963,2584692.0,12917000.0
2018-11-06,201800,202000,198000,201600,32269,2609309.0,12943000.0
2018-11-07,201100,202800,196000,197000,66007,2549771.0,12943000.0
2018-11-08,199100,205700,199000,205000,90042,2653315.0,12943000.0
2018-11-09,216400,218500,205100,207500,180805,2685672.0,12943000.0
2018-11-12,206500,206500,183900,186200,207993,2409987.0,12943000.0
2018-11-13,186200,186500,176300,184900,123029,2393161.0,12943000.0
2018-11-14,185000,189800,185000,186700,46583,2416458.0,12943000.0
2018-11-15,187400,189100,183300,189100,43312,2447521.0,12943000.0
2018-11-16,189800,191000,185500,188400,65044,2438461.0,12943000.0
2018-11-19,186900,188600,183100,187300,61308,2424224.0,12943000.0
2018-11-20,185000,189800,183900,188200,53449,2435873.0,12943000.0
2018-11-21,187300,187300,184200,184800,40509,2391866.0,12943000.0
2018-11-22,185000,185500,181300,183100,46636,2369863.0,12943000.0
2018-11-23,183600,186400,182500,183600,41682,2376335.0,12943000.0
2018-11-26,182900,194500,182900,194300,77611,2514825.0,12943000.0
2018-11-27,193400,197000,189200,195900,57243,2535534.0,12943000.0
2018-11-28,196000,197100,193200,197000,34223,2549771.0,12943000.0
2018-11-29,199700,199700,195300,197000,46331,2549771.0,12943000.0
2018-11-30,197000,197800,188100,192000,100935,2485056.0,12943000.0
2018-12-03,193000,196500,190400,193300,44474,2501882.0,12943000.0
2018-12-04,192500,196000,190200,194000,34058,2510942.0,12943000.0
2018-12-05,190000,194000,187700,189200,38906,2448816.0,12943000.0
2018-12-06,191000,198900,189800,190000,140802,2459170.0,12943000.0
2018-12-07,189400,190100,182000,186100,57534,2408692.0,12943000.0
2018-12-10,186100,186100,171600,172000,143353,2226196.0,12943000.0
2018-12-11,173800,176700,172600,174700,50159,2261142.0,12943000.0
2018-12-12,174500,183500,174500,182000,48733,2355626.0,12943000.0
2018-12-13,182100,188900,181300,186800,74400,2417752.0,12943000.0
2018-12-14,185000,186900,176900,181300,49102,2346566.0,12943000.0
2018-12-17,179000,180900,175500,177800,36145,2301265.0,12943000.0
2018-12-18,174900,180000,173500,178900,35599,2315503.0,12943000.0
2018-12-19,179100,186300,178900,185000,46523,2394455.0,12943000.0
2018-12-20,183000,191200,179300,190000,55405,2459170.0,12943000.0
2018-12-21,190000,203000,186700,202900,170171,2626135.0,12943000.0
2018-12-24,203500,212100,201000,208000,113960,2692144.0,12943000.0
2018-12-26,204100,209500,199500,204400,67594,2645549.0,12943000.0
2018-12-27,208400,208800,201000,201800,46084,2611897.0,12943000.0
2018-12-28,201900,208300,200500,207900,44448,2690850.0,12943000.0
2019-01-02,217800,217800,203200,203300,75152,2631312.0,12943000.0
2019-01-03,203500,211000,202100,203000,54276,2627429.0,12943000.0
2019-01-04,203400,205000,196600,199000,118634,2575657.0,12943000.0
2019-01-07,201100,206600,198000,205000,71448,2653315.0,12943000.0
2019-01-08,205300,205300,199000,199600,50803,2583423.0,12943000.0
2019-01-09,199800,212000,199800,211900,62484,2742622.0,12943000.0
2019-01-10,208600,212700,205200,206100,88896,2667552.0,12943000.0
2019-01-11,207500,207500,201600,203300,60847,2631312.0,12943000.0
2019-01-14,203300,203600,193000,195300,117526,2527768.0,12943000.0
2019-01-15,190500,192100,185100,192100,114026,2486350.0,12943000.0
2019-01-16,191900,194300,189900,190200,63368,2461759.0,12943000.0
2019-01-17,190000,190000,181000,181400,126179,2347860.0,12943000.0
2019-01-18,181500,189400,181500,187200,65756,2422930.0,12943000.0
2019-01-21,187700,187800,183200,185800,41049,2404809.0,12943000.0
2019-01-22,185100,190000,185100,188600,31421,2441050.0,12943000.0
2019-01-23,187300,190700,186100,188100,31491,2434578.0,12943000.0
2019-01-24,188200,191500,187200,191500,29649,2478584.0,12943000.0
2019-01-25,192000,202000,191700,200200,82108,2591189.0,12943000.0
2019-01-28,198000,202200,195000,198200,36910,2565303.0,12943000.0
2019-01-29,196600,197600,193000,195100,37268,2525179.0,12943000.0
2019-01-30,193700,196300,192800,194300,36512,2514825.0,12943000.0
2019-01-31,194300,197800,192300,193300,54123,2501882.0,12943000.0
2019-02-01,195200,195200,185100,189000,101324,2446227.0,12943000.0
2019-02-07,190000,200400,190000,199500,115133,2582128.0,12943000.0
2019-02-08,196500,199900,196100,198300,29672,2566597.0,12943000.0
2019-02-11,198000,202000,195000,200000,41433,2588600.0,12943000.0
2019-02-12,198500,201700,195900,197000,29708,2549771.0,12943000.0
2019-02-13,196000,202900,196000,201900,68631,2613192.0,12943000.0
2019-02-14,197000,203700,192700,202900,133149,2626135.0,12943000.0
2019-02-15,202900,202900,189000,189200,167930,2448816.0,12943000.0
2019-02-18,189800,190000,185400,188100,84348,2434578.0,12943000.0
2019-02-19,188500,191000,187500,188100,57642,2434578.0,12943000.0
2019-02-20,188800,191700,188600,190500,57443,2465642.0,12943000.0
2019-02-21,190200,190900,186100,188000,63213,2433284.0,12943000.0
2019-02-22,190300,191600,186400,188000,82132,2433284.0,12943000.0
2019-02-25,193000,199800,188100,189700,231500,2455287.0,12943000.0
2019-02-26,190600,196000,187700,194200,163341,2513531.0,12943000.0
2019-02-27,193900,193900,184200,185500,402457,2400926.0,12943000.0
2019-02-28,185500,185500,178200,180100,248135,2331034.0,12943000.0
2019-03-04,176000,176000,167000,167400,499676,2166658.0,12943000.0
2019-03-05,169000,171900,167800,169700,119843,2196427.0,12943000.0
2019-03-06,169700,171700,166600,166800,168555,2158892.0,12943000.0
2019-03-07,167800,175500,167800,169300,175178,2191250.0,12943000.0
2019-03-08,169300,172000,167900,170300,106850,2204193.0,12943000.0
2019-03-11,175300,182300,175200,182300,357273,2359509.0,12943000.0
2019-03-12,185000,187800,182300,184100,182847,2382806.0,12943000.0
2019-03-13,184800,184800,178000,184500,142685,2387984.0,12943000.0
2019-03-14,186400,186400,178800,179900,144032,2328446.0,12943000.0
2019-03-15,180300,185300,178900,185300,121569,2398338.0,12943000.0
2019-03-18,186600,188600,181300,183900,124015,2380218.0,12943000.0
2019-03-19,180000,181000,173000,173000,227838,2239139.0,12943000.0
2019-03-20,171500,172700,167500,170400,181657,2205487.0,12943000.0
2019-03-21,168800,168800,159600,162200,330657,2099355.0,12943000.0
2019-03-22,161500,163500,156800,162300,166344,2109335.0,12996520.0
2019-03-25,160300,161700,156000,157800,106686,2053881.0,13015720.0
2019-03-26,157800,161900,157800,159900,80097,2081214.0,13015720.0
2019-03-27,161800,161900,158500,160700,54631,2091626.0,13015720.0
2019-03-28,160100,186500,156200,172300,603948,2242609.0,13015720.0
2019-03-29,169500,171200,165400,168000,231008,2186641.0,13015720.0
2019-04-01,168400,171900,167100,167200,81468,2176228.0,13015720.0
2019-04-02,167300,172300,165800,170700,107069,2221783.0,13015720.0
2019-04-03,182600,183700,175100,179400,385724,2335020.0,13015720.0
2019-04-04,178100,181300,177500,181200,85836,2358448.0,13015720.0
2019-04-05,181200,182900,180000,181500,55294,2362353.0,13015720.0
2019-04-08,182900,182900,180900,181700,46581,2364956.0,13015720.0
2019-04-09,182000,184000,179100,183200,73727,2384480.0,13015720.0
2019-04-10,182000,183200,179400,181300,86709,2359750.0,13015720.0
2019-04-11,179400,183800,177500,183300,104291,2385781.0,13015720.0
2019-04-12,183900,187600,183700,186900,117792,2432638.0,13015720.0
2019-04-15,186600,187200,182500,186700,317088,2430035.0,13015720.0
2019-04-16,186400,186700,182400,183600,62761,2389686.0,13015720.0
2019-04-17,182100,187600,182000,187400,78306,2439146.0,13015720.0
2019-04-18,188000,188300,178700,181800,105617,2366258.0,13015720.0
2019-04-19,181300,182600,178900,180100,49752,2344131.0,13015720.0
2019-04-22,179900,181800,175100,175300,69276,2281656.0,13015720.0
2019-04-23,176100,176500,169800,172600,100954,2247045.0,13018800.0
2019-04-24,173300,173700,171300,171500,59979,2232724.0,13018800.0
2019-04-25,171000,171900,166500,167600,93357,2181951.0,13018800.0
2019-04-26,167500,170300,166600,170000,62825,2213196.0,13018800.0
2019-04-29,171400,173500,167900,169900,60943,2211894.0,13018800.0
2019-04-30,171000,174500,170100,174300,77117,2269177.0,13018800.0
2019-05-02,172500,174200,170600,171000,49430,2226215.0,13018800.0
2019-05-03,171000,173600,169700,170000,39141,2213196.0,13018800.0
2019-05-07,168800,170300,166900,167300,58739,2178045.0,13018800.0
2019-05-08,165100,175500,165000,175500,134676,2284799.0,13018800.0
2019-05-09,173200,175500,167500,167800,76796,2184555.0,13018800.0
2019-05-10,167500,171900,167500,169700,95242,2209290.0,13018800.0
2019-05-13,170100,181700,170100,179000,197275,2330365.0,13018800.0
2019-05-14,176400,180800,175200,178100,100444,2318648.0,13018800.0
2019-05-15,178900,185100,177800,182500,103281,2375931.0,13018800.0
2019-05-16,181100,184000,180500,182300,53501,2373327.0,13018800.0
2019-05-17,182800,184300,180700,182400,93713,2374629.0,13018800.0
2019-05-20,183500,185800,178400,180600,101431,2351195.0,13018800.0
2019-05-21,178100,190100,178100,190000,175574,2473572.0,13018800.0
2019-05-22,191400,197300,190600,195400,206569,2544147.0,13020200.0
2019-05-23,195200,196200,191900,194700,56573,2535033.0,13020200.0
