비엠티(086670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-11-02,6863,7892,5852,7894,717919,49680.0,6000000.0
2007-11-05,9074,9074,7959,9076,909838,57120.0,6000000.0
2007-11-06,9484,10390,9103,10392,477870,65400.0,6000000.0
2007-11-07,11343,11915,9437,9915,955939,62400.0,6000000.0
2007-11-08,9724,11249,9247,10868,289813,68400.0,6000000.0
2007-11-09,11200,11343,9961,9963,173865,62700.0,6000000.0
2007-11-12,9771,10057,8484,8561,223033,53880.0,6000000.0
2007-11-13,8560,9151,8131,8771,54140,55200.0,6000000.0
2007-11-14,9066,9247,7941,8704,55745,54780.0,6000000.0
2007-11-15,9055,9055,8684,8752,25128,55080.0,6000000.0
2007-11-16,9036,9036,7930,8771,28262,55200.0,6000000.0
2007-11-19,8904,8904,8437,8513,14603,53580.0,6000000.0
2007-11-20,8198,8675,8198,8656,20900,54480.0,6000000.0
2007-11-21,8693,8769,8388,8695,19397,54720.0,6000000.0
2007-11-22,8865,8912,8245,8342,12780,52500.0,6000000.0
2007-11-23,8341,8580,7731,8084,18343,50880.0,6000000.0
2007-11-26,7768,8293,7501,7808,29724,49140.0,6000000.0
2007-11-27,7721,7721,6739,6950,21581,43740.0,6000000.0
2007-11-28,6958,7339,6958,7055,15985,44400.0,6000000.0
2007-11-29,7101,7339,7053,7055,7064,44400.0,6000000.0
2007-11-30,7150,7150,6206,6721,19733,42300.0,6000000.0
2007-12-03,6863,6863,6577,6769,8477,42600.0,6000000.0
2007-12-04,6864,6864,6530,6654,7257,41880.0,6000000.0
2007-12-05,6578,6578,6206,6387,9231,40200.0,6000000.0
2007-12-06,6863,6863,6396,6626,17028,41700.0,6000000.0
2007-12-07,6826,6826,6301,6616,5960,41640.0,6000000.0
2007-12-10,6616,6616,6292,6578,7960,41400.0,6000000.0
2007-12-11,6578,6845,6578,6597,16458,41520.0,6000000.0
2007-12-12,6815,6815,6376,6378,5148,40140.0,6000000.0
2007-12-13,6616,6616,6263,6435,10424,40500.0,6000000.0
2007-12-14,6711,6711,6215,6530,58325,41100.0,6000000.0
2007-12-17,6434,6796,6357,6483,4990,40800.0,6000000.0
2007-12-18,6578,6578,6263,6292,10953,39600.0,6000000.0
2007-12-20,6291,6386,5728,6197,13596,39000.0,6000000.0
2007-12-21,5919,6767,5919,6769,86927,42600.0,6000000.0
2007-12-24,6529,7149,6338,7055,34713,44400.0,6000000.0
2007-12-26,6816,7226,6816,6921,7169,43560.0,6000000.0
2007-12-27,7006,7339,6577,7322,13044,46080.0,6000000.0
2007-12-28,7150,7321,6864,7007,12657,44100.0,6000000.0
2008-01-02,6883,7502,6435,6959,16007,43800.0,6000000.0
2008-01-03,6959,6959,6530,6902,16378,43440.0,6000000.0
2008-01-04,6959,6959,6578,6959,17027,43800.0,6000000.0
2008-01-07,7140,7140,6644,6864,9098,43200.0,6000000.0
2008-01-08,6740,6911,6654,6797,11043,42780.0,6000000.0
2008-01-09,6768,6816,6578,6816,14548,42900.0,6000000.0
2008-01-10,6767,6863,6672,6807,5950,42840.0,6000000.0
2008-01-11,6987,7520,6834,7160,31322,45060.0,6000000.0
2008-01-14,7149,7339,6910,7036,44943,44280.0,6000000.0
2008-01-15,7006,7177,6844,7055,39625,44400.0,6000000.0
2008-01-16,7054,8113,7054,8113,178478,51060.0,6000000.0
2008-01-17,8550,8865,7559,7732,358833,48660.0,6000000.0
2008-01-18,7721,7721,7177,7322,114326,46080.0,6000000.0
2008-01-21,7435,7721,7187,7284,74464,45840.0,6000000.0
2008-01-22,7169,7235,6225,6387,63491,40200.0,6000000.0
2008-01-23,6397,6711,6196,6387,28296,40200.0,6000000.0
2008-01-24,6386,6577,6376,6407,24849,40320.0,6000000.0
2008-01-25,6319,6558,6243,6483,37681,40800.0,6000000.0
2008-01-28,6397,6616,6196,6244,21770,39300.0,6000000.0
2008-01-29,6301,6625,6120,6273,46293,39480.0,6000000.0
2008-01-30,6292,6349,5453,5453,23087,34320.0,6000000.0
2008-01-31,5452,5690,5452,5692,10130,35820.0,6000000.0
2008-02-01,5815,6368,5720,5739,3792,36120.0,6000000.0
2008-02-04,5491,6597,5491,6597,19877,41520.0,6000000.0
2008-02-05,6692,7035,6053,6206,33606,39060.0,6000000.0
2008-02-11,6111,6397,6111,6273,9341,39480.0,6000000.0
2008-02-12,6386,6386,6138,6159,10454,38760.0,6000000.0
2008-02-13,5928,6338,5928,6054,5560,38100.0,6000000.0
2008-02-14,6111,6959,6111,6959,139149,43800.0,6000000.0
2008-02-15,7053,7911,7034,7246,295719,45600.0,6000000.0
2008-02-18,7407,7407,6540,6740,97481,42420.0,6000000.0
2008-02-19,6740,7626,6501,6826,138119,42960.0,6000000.0
2008-02-20,6969,7531,6959,7007,144857,44100.0,6000000.0
2008-02-21,7072,7072,6691,6769,35219,42600.0,6000000.0
2008-02-22,6787,6902,6587,6683,24753,42060.0,6000000.0
2008-02-25,6682,6996,6682,6855,25116,43140.0,6000000.0
2008-02-26,7083,7083,6673,6721,23105,42300.0,6000000.0
2008-02-27,6768,6911,6625,6902,20082,43440.0,6000000.0
2008-02-28,6883,7035,6673,6959,14659,43800.0,6000000.0
2008-02-29,6959,7150,6787,6883,20277,43320.0,6000000.0
2008-03-03,6883,6892,6654,6816,12352,42900.0,6000000.0
2008-03-04,6911,6911,6787,6816,10736,42900.0,6000000.0
2008-03-05,7016,7016,6816,6864,10652,43200.0,6000000.0
2008-03-06,7007,7569,6845,7350,58299,46260.0,6000000.0
2008-03-07,7397,7711,7244,7246,131892,45600.0,6000000.0
2008-03-10,7235,7245,6816,6845,33906,43080.0,6000000.0
2008-03-11,6777,7330,6672,7198,30463,45300.0,6000000.0
2008-03-12,7378,7436,7054,7083,26923,44580.0,6000000.0
2008-03-13,7063,7130,6786,6998,20752,44040.0,6000000.0
2008-03-14,7139,7139,6767,6855,18372,43140.0,6000000.0
2008-03-17,6864,6864,6654,6864,25308,43200.0,6000000.0
2008-03-18,6873,6959,6768,6902,12396,43440.0,6000000.0
2008-03-19,6997,7150,6959,7064,11779,44460.0,6000000.0
2008-03-20,7007,7064,6902,7064,19436,44460.0,6000000.0
2008-03-21,7112,7235,7007,7083,15830,44580.0,6000000.0
2008-03-24,7054,7083,6873,6959,16856,43800.0,6000000.0
2008-03-25,7092,7092,6921,7007,14063,44100.0,6000000.0
2008-03-26,7112,7112,7007,7045,7429,44340.0,6000000.0
2008-03-27,7121,7121,6959,7083,9671,44580.0,6000000.0
2008-03-28,7111,7130,7053,7122,10905,44820.0,6000000.0
2008-03-31,7216,7216,7007,7007,5587,44100.0,6000000.0
2008-04-01,6958,7215,6958,7141,21081,44940.0,6000000.0
2008-04-02,7292,7292,7111,7246,53296,45600.0,6000000.0
2008-04-03,7245,7321,6864,7150,14960,45000.0,6000000.0
2008-04-04,7025,7225,7025,7198,20141,45300.0,6000000.0
2008-04-07,7196,7339,7053,7246,9098,45600.0,6000000.0
2008-04-08,7072,7254,6968,7217,11218,45420.0,6000000.0
2008-04-10,7216,7283,7102,7150,8106,45000.0,6000000.0
2008-04-11,7282,7282,7101,7246,9551,45600.0,6000000.0
2008-04-14,7311,7311,7101,7246,5451,45600.0,6000000.0
2008-04-15,7292,7292,7177,7198,6734,45300.0,6000000.0
2008-04-16,7159,7436,7159,7417,12716,46680.0,6000000.0
2008-04-17,7520,7520,7320,7446,50906,46860.0,6000000.0
2008-04-18,7616,7616,7244,7246,29094,45600.0,6000000.0
2008-04-21,7340,7340,7197,7312,8800,46020.0,6000000.0
2008-04-22,7245,7331,7150,7150,8371,45000.0,6000000.0
2008-04-23,7007,7436,6949,7436,17154,46800.0,6000000.0
2008-04-24,7455,7455,7207,7455,7756,46920.0,6000000.0
2008-04-25,7302,7655,7302,7655,29163,48180.0,6000000.0
2008-04-28,7664,7903,7531,7703,56402,48480.0,6000000.0
2008-04-29,7636,7741,7483,7598,61071,47820.0,6000000.0
2008-04-30,7798,7798,7388,7436,26394,46800.0,6000000.0
2008-05-02,7339,7520,6701,7503,13240,47220.0,6000000.0
2008-05-06,7416,7625,7387,7627,15213,48000.0,6000000.0
2008-05-07,7759,7930,7454,7932,22704,49920.0,6000000.0
2008-05-08,7959,8178,7673,8056,37365,50700.0,6000000.0
2008-05-09,8008,8170,8008,8151,20994,51300.0,6000000.0
2008-05-13,8293,8674,8102,8390,55309,52800.0,6000000.0
