파버나인(177830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-04-21,3765,3765,3615,3650,45235,39096.0,5355636.0
2016-04-22,3615,3690,3395,3405,89599,36472.0,5355636.0
2016-04-25,3420,3465,3370,3410,30931,36525.0,5355636.0
2016-04-26,3380,3445,3350,3400,30876,36418.0,5355636.0
2016-04-27,3400,3540,3385,3500,18336,37489.0,5355636.0
2016-04-28,3500,3585,3360,3410,31682,36525.0,5355636.0
2016-04-29,3410,3440,3355,3410,13935,36525.0,5355636.0
2016-05-02,3410,3500,3300,3375,16412,36151.0,5355636.0
2016-05-03,3370,3395,3305,3325,13067,35615.0,5355636.0
2016-05-04,3325,3360,3155,3250,31383,34812.0,5355636.0
2016-05-09,3300,3325,3250,3300,8928,35347.0,5355636.0
2016-05-10,3315,3340,3275,3290,10118,35240.0,5355636.0
2016-05-11,3290,3360,3240,3275,8523,35079.0,5355636.0
2016-05-12,3275,3275,3135,3185,34593,34115.0,5355636.0
2016-05-13,3185,3195,3130,3145,29694,33687.0,5355636.0
2016-05-16,3145,3170,3090,3135,25352,33580.0,5355636.0
2016-05-17,3115,3270,3075,3260,27757,34919.0,5355636.0
2016-05-18,3255,3320,3135,3135,13758,33580.0,5355636.0
2016-05-19,3135,3185,3100,3145,7476,33687.0,5355636.0
2016-05-20,3125,3180,3105,3170,7182,33955.0,5355636.0
2016-05-23,3200,3200,3135,3170,6827,33955.0,5355636.0
2016-05-24,3170,3170,3075,3135,22668,33580.0,5355636.0
2016-05-25,3110,3200,3110,3155,12808,33794.0,5355636.0
2016-05-26,3180,3190,3085,3095,12796,33151.0,5355636.0
2016-05-27,3095,3125,3080,3100,5402,33205.0,5355636.0
2016-05-30,3100,3245,3100,3245,20308,34758.0,5355636.0
2016-05-31,3265,3300,3230,3260,17946,34919.0,5355636.0
2016-06-01,3225,3480,3225,3350,86767,35883.0,5355636.0
2016-06-02,3340,3340,3220,3295,18847,35294.0,5355636.0
2016-06-03,3320,3320,3220,3235,24437,34651.0,5355636.0
2016-06-07,3235,3300,3155,3195,17473,34223.0,5355636.0
2016-06-08,3195,3225,3160,3225,15211,34544.0,5355636.0
2016-06-09,3225,3290,3200,3290,13746,35240.0,5355636.0
2016-06-10,3315,3350,3190,3290,29801,35240.0,5355636.0
2016-06-13,3305,3305,3160,3165,11235,33901.0,5355636.0
2016-06-14,3165,3210,3155,3195,7740,34223.0,5355636.0
2016-06-15,3195,3220,3125,3170,15931,33955.0,5355636.0
2016-06-16,3170,3175,3055,3055,19367,32723.0,5355636.0
2016-06-17,3055,3115,2950,3055,22992,32723.0,5355636.0
2016-06-20,3055,3090,2975,3065,10357,32830.0,5355636.0
2016-06-21,3035,3130,3025,3130,2953,33526.0,5355636.0
2016-06-22,3135,3240,3055,3135,9959,33580.0,5355636.0
2016-06-23,3145,3215,3045,3055,20979,32723.0,5355636.0
2016-06-24,3060,3170,2885,2935,37612,31438.0,5355636.0
2016-06-27,2805,3110,2790,2875,13440,30795.0,5355636.0
2016-06-28,2875,2970,2860,2950,9473,31598.0,5355636.0
2016-06-29,2960,3080,2960,3045,7540,32616.0,5355636.0
2016-06-30,3080,3080,2990,3045,6728,32616.0,5355636.0
2016-07-01,3080,3100,3040,3060,3980,32776.0,5355636.0
2016-07-04,3150,3150,3030,3075,5198,32937.0,5355636.0
2016-07-05,3110,3125,3055,3120,6332,33419.0,5355636.0
2016-07-06,3145,3145,3075,3100,4787,33205.0,5355636.0
2016-07-07,3130,3205,3100,3195,24594,34223.0,5355636.0
2016-07-08,3215,3320,3180,3300,24826,35347.0,5355636.0
2016-07-11,3410,3410,3280,3300,53417,35347.0,5355636.0
2016-07-12,3335,3465,3310,3400,61281,36418.0,5355636.0
2016-07-13,3450,3610,3400,3515,77683,37650.0,5355636.0
2016-07-14,3550,3680,3550,3645,150667,39043.0,5355636.0
2016-07-15,3720,3750,3495,3560,77540,38132.0,5355636.0
2016-07-18,3575,3600,3420,3435,64612,36793.0,5355636.0
2016-07-19,3450,3475,3405,3465,14607,37115.0,5355636.0
2016-07-20,3465,3535,3450,3450,37384,36954.0,5355636.0
2016-07-21,3550,3600,3350,3415,73789,36579.0,5355636.0
2016-07-22,3375,3505,3345,3505,33820,37543.0,5355636.0
2016-07-25,3475,3500,3385,3495,31186,37436.0,5355636.0
2016-07-26,3495,3510,3400,3435,18401,36793.0,5355636.0
2016-07-27,3435,3520,3425,3520,16787,37704.0,5355636.0
2016-07-28,3560,3600,3425,3585,40416,38400.0,5355636.0
2016-07-29,3620,4035,3600,3750,228294,40167.0,5355636.0
2016-08-01,3775,3895,3735,3810,49770,40810.0,5355636.0
2016-08-02,3810,3900,3685,3685,43063,39471.0,5355636.0
2016-08-03,3745,3760,3500,3515,22691,37650.0,5355636.0
2016-08-04,3660,3765,3585,3680,55955,39417.0,5355636.0
2016-08-05,3735,3735,3515,3550,58602,38025.0,5355636.0
2016-08-08,3550,3600,3550,3600,17683,38561.0,5355636.0
2016-08-09,3740,3740,3560,3560,18810,38132.0,5355636.0
2016-08-10,3600,3675,3550,3625,37417,38828.0,5355636.0
2016-08-11,3660,3690,3620,3660,17341,39203.0,5355636.0
2016-08-12,3695,3695,3595,3650,15900,39096.0,5355636.0
2016-08-16,3615,3640,3525,3620,10510,38775.0,5355636.0
2016-08-17,3640,3640,3460,3500,46396,37489.0,5355636.0
2016-08-18,3520,3805,3500,3760,102950,40274.0,5355636.0
2016-08-19,3740,3875,3695,3850,62354,41238.0,5355636.0
2016-08-22,3850,3915,3800,3850,34163,41238.0,5355636.0
2016-08-23,3850,3870,3730,3740,30232,40060.0,5355636.0
2016-08-24,3740,3875,3655,3865,58539,41399.0,5355636.0
2016-08-25,3855,4200,3830,3925,281204,42042.0,5355636.0
2016-08-26,3925,4125,3910,4095,71841,43863.0,5355636.0
2016-08-29,4105,4175,3850,3995,77879,42792.0,5355636.0
2016-08-30,3995,3995,3620,3700,188952,39632.0,5355636.0
2016-08-31,3710,3900,3470,3695,70161,39578.0,5355636.0
2016-09-01,3655,3730,3590,3635,25221,38935.0,5355636.0
2016-09-02,3605,3635,3455,3515,62959,37650.0,5355636.0
2016-09-05,3515,3560,3485,3530,23993,37811.0,5355636.0
2016-09-06,3520,3555,3375,3470,54165,37168.0,5355636.0
2016-09-07,3470,3600,3430,3465,15634,37115.0,5355636.0
2016-09-08,3435,3500,3330,3475,34038,37222.0,5355636.0
2016-09-09,3425,3495,3380,3475,10008,37222.0,5355636.0
2016-09-12,3475,3475,3335,3380,17571,36204.0,5355636.0
2016-09-13,3380,3475,3380,3395,7417,36365.0,5355636.0
2016-09-19,3395,3500,3385,3445,22759,36900.0,5355636.0
2016-09-20,3435,3535,3435,3525,18439,37757.0,5355636.0
2016-09-21,3530,3585,3475,3525,22191,37757.0,5355636.0
2016-09-22,3565,3570,3480,3520,20225,37704.0,5355636.0
2016-09-23,3560,3570,3490,3510,17368,37597.0,5355636.0
2016-09-26,3540,3550,3435,3485,27905,37329.0,5355636.0
2016-09-27,3425,3495,3425,3485,10059,37329.0,5355636.0
2016-09-28,3485,3500,3355,3355,42699,35936.0,5355636.0
2016-09-29,3365,3480,3365,3440,28100,36847.0,5355636.0
2016-09-30,3470,3520,3420,3455,26813,37007.0,5355636.0
2016-10-04,3475,3605,3425,3540,61048,37918.0,5355636.0
2016-10-05,3540,3580,3515,3515,14494,37650.0,5355636.0
2016-10-06,3515,3650,3515,3620,50592,38775.0,5355636.0
2016-10-07,3620,3625,3500,3525,28696,37757.0,5355636.0
2016-10-10,3520,3610,3520,3575,28277,38293.0,5355636.0
2016-10-11,3575,3660,3515,3550,47650,38025.0,5355636.0
2016-10-12,3550,3675,3550,3630,42044,38882.0,5355636.0
2016-10-13,3635,3690,3590,3600,26137,38561.0,5355636.0
2016-10-14,3640,3800,3600,3760,78876,40274.0,5355636.0
2016-10-17,3790,3790,3700,3750,44114,40167.0,5355636.0
2016-10-18,3750,3835,3705,3810,47757,40810.0,5355636.0
2016-10-19,3810,3950,3760,3805,66668,40756.0,5355636.0
2016-10-20,3810,3825,3680,3700,41550,39632.0,5355636.0
2016-10-21,3700,3735,3615,3700,35756,39632.0,5355636.0
2016-10-24,3650,3730,3605,3695,25686,39578.0,5355636.0
2016-10-25,3670,3765,3665,3705,21376,39685.0,5355636.0
2016-10-26,3705,3725,3625,3700,21640,39632.0,5355636.0
2016-10-27,3770,3835,3725,3785,28622,40542.0,5355636.0
2016-10-28,3785,3865,3725,3770,15495,40381.0,5355636.0
2016-10-31,3775,3775,3605,3665,19081,39257.0,5355636.0
2016-11-01,3700,3730,3635,3680,7548,39417.0,5355636.0
2016-11-02,3680,3690,3585,3675,10122,39364.0,5355636.0
2016-11-03,3555,3670,3545,3610,9475,38668.0,5355636.0
2016-11-04,3685,3685,3505,3585,12897,38400.0,5355636.0
2016-11-07,3585,3620,3515,3620,4996,38775.0,5355636.0
2016-11-08,3620,3985,3570,3570,56128,38239.0,5355636.0
2016-11-09,3640,3665,3350,3475,49423,37222.0,5355636.0
2016-11-10,3500,3695,3500,3650,17422,39096.0,5355636.0
2016-11-11,3640,3790,3610,3765,43247,40328.0,5355636.0
2016-11-14,3770,3845,3695,3820,19283,40917.0,5355636.0
2016-11-15,3820,3935,3715,3910,43731,41881.0,5355636.0
2016-11-16,3910,3990,3850,3945,28988,42256.0,5355636.0
2016-11-17,3880,3980,3880,3945,21082,42256.0,5355636.0
2016-11-18,3940,5125,3940,5125,2745763,54895.0,5355636.0
2016-11-21,5325,5400,5025,5225,1375794,55966.0,5355636.0
2016-11-22,5200,5275,4995,5125,626184,54895.0,5355636.0
2016-11-23,5025,5025,4530,4530,717037,48522.0,5355636.0
2016-11-24,4530,4725,4450,4685,391760,50182.0,5355636.0
2016-11-25,4700,4715,4505,4675,150554,50075.0,5355636.0
2016-11-28,4720,4720,4430,4475,154848,47933.0,5355636.0
2016-11-29,4405,4560,4360,4560,120031,48843.0,5355636.0
2016-11-30,4545,4775,4485,4630,227210,49593.0,5355636.0
2016-12-01,4630,4825,4500,4650,200867,49807.0,5355636.0
2016-12-02,4660,4720,4585,4690,69478,50236.0,5355636.0
2016-12-05,4740,4825,4685,4695,190386,50289.0,5355636.0
2016-12-06,4720,4790,4470,4485,131085,48040.0,5355636.0
2016-12-07,4485,4605,4450,4605,45485,49325.0,5355636.0
2016-12-08,4680,4745,4535,4600,86444,49272.0,5355636.0
2016-12-09,4650,4735,4515,4645,55486,49754.0,5355636.0
2016-12-12,4725,4825,4675,4805,87122,51468.0,5355636.0
2016-12-13,4775,4900,4725,4775,75168,51146.0,5355636.0
2016-12-14,4765,4845,4715,4750,46255,50879.0,5355636.0
2016-12-15,4730,5175,4695,4875,310891,52217.0,5355636.0
2016-12-16,4940,5150,4870,5150,186527,55163.0,5355636.0
2016-12-19,5125,5375,4900,4905,203649,52539.0,5355636.0
2016-12-20,4875,5050,4780,4900,96252,52485.0,5355636.0
2016-12-21,4880,5550,4880,5075,702770,54360.0,5355636.0
2016-12-22,5150,5300,5025,5125,187739,54895.0,5355636.0
2016-12-23,5200,5350,5100,5175,184362,55431.0,5355636.0
2016-12-26,5250,5300,5050,5100,71138,54627.0,5355636.0
2016-12-27,5175,5175,5000,5100,64729,54627.0,5355636.0
2016-12-28,5100,5150,5050,5100,73433,54627.0,5355636.0
2016-12-29,5075,5225,5050,5075,41362,54360.0,5355636.0
2017-01-02,5175,5225,5000,5100,65509,54627.0,5355636.0
2017-01-03,5025,5450,5025,5450,185026,58376.0,5355636.0
2017-01-04,5940,5940,5220,5400,478231,28920.0,5355636.0
2017-01-05,5450,5950,5390,5770,219215,30902.0,5355636.0
2017-01-06,5800,5880,5550,5700,117487,30527.0,5355636.0
2017-01-09,5700,5710,5520,5670,46395,30366.0,5355636.0
2017-01-10,5670,5680,5520,5600,38440,29992.0,5355636.0
2017-01-11,5470,7280,5470,6250,2829047,33473.0,5355636.0
2017-01-12,6250,6280,5890,6030,491987,32294.0,5355636.0
2017-01-13,6080,6080,5880,5990,124068,32080.0,5355636.0
2017-01-16,5910,5960,5710,5750,97499,30795.0,5355636.0
2017-01-17,5660,5810,5610,5750,77406,30795.0,5355636.0
2017-01-18,5750,5770,5620,5740,66695,30741.0,5355636.0
2017-01-19,5800,5900,5620,5830,65276,31223.0,5355636.0
2017-01-20,5730,5890,5680,5870,48840,31438.0,5355636.0
2017-01-23,5810,5920,5780,5780,43164,30956.0,5355636.0
2017-01-24,5820,5840,5630,5630,45895,30152.0,5355636.0
2017-01-25,5550,5690,5510,5630,62684,30152.0,5355636.0
2017-01-26,5720,5720,5500,5620,54099,30099.0,5355636.0
2017-01-31,5400,5440,5200,5200,237222,55699.0,10711272.0
2017-02-01,5300,5410,5220,5380,110445,57627.0,10711272.0
2017-02-02,5380,5450,5250,5320,84099,56984.0,10711272.0
2017-02-03,5370,5370,5120,5300,87775,56770.0,10711272.0
2017-02-06,5390,5390,5080,5220,87645,55913.0,10711272.0
2017-02-07,5280,5600,5110,5180,180558,55484.0,10711272.0
2017-02-08,5190,5230,5130,5160,32100,55270.0,10711272.0
2017-02-09,5250,5340,5200,5260,51220,56341.0,10711272.0
2017-02-10,5360,5370,5200,5230,30306,56020.0,10711272.0
2017-02-13,5230,5300,5080,5150,55131,55163.0,10711272.0
2017-02-14,5100,5300,4835,4995,224316,53503.0,10711272.0
2017-02-15,5000,5000,4795,4820,114528,51628.0,10711272.0
2017-02-16,4820,4885,4680,4820,113613,51628.0,10711272.0
2017-02-17,4820,5890,4720,5110,1854524,54735.0,10711272.0
2017-02-20,5190,5270,5060,5110,305566,54735.0,10711272.0
2017-02-21,5160,5490,5100,5230,394279,56020.0,10711272.0
2017-02-22,5180,5440,5180,5310,187758,56877.0,10711272.0
2017-02-23,5350,5400,5200,5250,99688,56234.0,10711272.0
2017-02-24,5210,5260,5060,5070,108281,54306.0,10711272.0
2017-02-27,5200,5230,5050,5120,39302,54842.0,10711272.0
2017-02-28,5230,5230,5070,5100,38336,54627.0,10711272.0
2017-03-02,5160,5160,5050,5120,31157,54842.0,10711272.0
2017-03-03,5080,5180,4950,5130,48930,54949.0,10711272.0
2017-03-06,5180,5290,5070,5220,87786,55913.0,10711272.0
2017-03-07,5290,5350,5190,5260,67089,56341.0,10711272.0
2017-03-08,5300,5310,5170,5200,32193,55699.0,10711272.0
2017-03-09,5250,5310,5100,5200,64517,55699.0,10711272.0
2017-03-10,5250,5250,4995,5220,60625,55913.0,10711272.0
2017-03-13,5280,5470,5180,5350,216225,57305.0,10711272.0
2017-03-14,5320,5550,5280,5550,233459,59448.0,10711272.0
2017-03-15,5530,5590,5300,5450,175371,58376.0,10711272.0
2017-03-16,5420,5450,5270,5410,135988,57948.0,10711272.0
2017-03-17,5440,6040,5340,5870,948202,62875.0,10711272.0
2017-03-20,5870,6240,5730,5960,530253,63839.0,10711272.0
2017-03-21,6490,6830,5960,6000,1048562,64268.0,10711272.0
2017-03-22,5970,6750,5890,6710,1436377,71873.0,10711272.0
2017-03-23,6820,6870,6530,6770,506030,72515.0,10711272.0
2017-03-24,6690,6900,6480,6790,343283,72730.0,10711272.0
2017-03-27,6810,7050,6810,7000,737314,74979.0,10711272.0
2017-03-28,6910,7020,6750,6980,213260,74765.0,10711272.0
2017-03-29,7020,7100,6900,6950,211945,74443.0,10711272.0
2017-03-30,6950,7090,6660,7030,418679,75300.0,10711272.0
2017-03-31,7100,7120,6900,7050,217284,75514.0,10711272.0
2017-04-03,7050,7050,6700,6790,224970,72730.0,10711272.0
2017-04-04,6920,6970,6670,6790,141049,72730.0,10711272.0
2017-04-05,6820,6860,6550,6660,176393,71337.0,10711272.0
2017-04-06,6600,7080,6450,6630,585066,71016.0,10711272.0
2017-04-07,6680,7000,6480,6970,436644,74658.0,10711272.0
2017-04-10,6940,6940,6550,6650,273465,71230.0,10711272.0
2017-04-11,6650,7310,6600,7180,966293,76907.0,10711272.0
2017-04-12,7210,7210,6930,7030,327055,75300.0,10711272.0
2017-04-13,7030,7070,6850,6990,184498,74872.0,10711272.0
2017-04-14,6910,6990,6770,6820,166655,73051.0,10711272.0
2017-04-17,6820,7000,6730,6830,157884,73158.0,10711272.0
2017-04-18,6830,6900,6640,6750,175644,72301.0,10711272.0
2017-04-19,6750,6830,6580,6750,157830,72301.0,10711272.0
2017-04-20,6750,6820,6570,6660,73933,71337.0,10711272.0
2017-04-21,6660,6730,6580,6700,60721,71766.0,10711272.0
2017-04-24,6700,6760,6400,6490,82447,69516.0,10711272.0
2017-04-25,6450,6680,6430,6520,71102,69837.0,10711272.0
2017-04-26,6570,6640,6470,6640,63226,71123.0,10711272.0
2017-04-27,6640,6660,6560,6650,27514,71230.0,10711272.0
2017-04-28,6650,6700,6430,6650,97135,71230.0,10711272.0
2017-05-02,6650,6690,6490,6490,50590,69516.0,10711272.0
2017-05-04,6550,6630,6450,6550,30311,70159.0,10711272.0
2017-05-08,6550,6740,6550,6710,42901,71873.0,10711272.0
2017-05-10,6600,6810,6520,6560,63144,70266.0,10711272.0
2017-05-11,6560,6630,6280,6440,146000,68981.0,10711272.0
2017-05-12,6430,6430,6240,6380,68163,68338.0,10711272.0
2017-05-15,6300,6560,6300,6490,34679,69516.0,10711272.0
2017-05-16,6490,6570,6350,6500,42875,69623.0,10711272.0
2017-05-17,6410,6570,6400,6410,16715,68659.0,10711272.0
2017-05-18,6400,6430,6300,6400,37991,68552.0,10711272.0
2017-05-19,6440,6440,6270,6420,44459,68766.0,10711272.0
2017-05-22,6420,6490,6350,6450,22941,69088.0,10711272.0
2017-05-23,6500,6500,6300,6320,51278,67695.0,10711272.0
2017-05-24,6400,6420,6060,6110,144231,65446.0,10711272.0
2017-05-25,6000,6210,5880,6010,125745,64375.0,10711272.0
2017-05-26,6010,6090,5930,6020,94411,64482.0,10711272.0
2017-05-29,5970,6400,5970,6270,305795,67160.0,10711272.0
2017-05-30,6380,6480,6120,6350,169301,68017.0,10711272.0
2017-05-31,6440,6450,6200,6290,93655,67374.0,10711272.0
2017-06-01,6410,6570,6310,6350,256474,68017.0,10711272.0
2017-06-02,6480,6480,6300,6350,87951,68017.0,10711272.0
2017-06-05,6400,6400,5950,6000,366283,64268.0,10711272.0
2017-06-07,6010,6100,5900,5930,114038,63518.0,10711272.0
2017-06-08,5950,6170,5950,6100,158001,65339.0,10711272.0
2017-06-09,6070,6160,5940,6040,217183,64696.0,10711272.0
2017-06-12,6060,6100,5950,6000,127413,64268.0,10711272.0
2017-06-13,6000,6200,5960,6150,169294,65874.0,10711272.0
2017-06-14,6150,6190,6040,6080,80938,65125.0,10711272.0
2017-06-15,6100,6140,5960,6080,69044,65125.0,10711272.0
2017-06-16,6080,6360,6030,6320,202783,67695.0,10711272.0
2017-06-19,6320,6370,6200,6200,55048,66410.0,10711272.0
2017-06-20,6200,6290,6080,6180,56670,66196.0,10711272.0
2017-06-21,6180,6290,6080,6080,61462,65125.0,10711272.0
2017-06-22,6090,6190,6050,6170,43462,66089.0,10711272.0
2017-06-23,6170,6230,6050,6070,49932,65017.0,10711272.0
2017-06-26,6080,6200,6020,6200,97678,66410.0,10711272.0
2017-06-27,6290,6580,6210,6380,579533,68338.0,10711272.0
2017-06-28,6330,6370,6080,6180,204389,66196.0,10711272.0
2017-06-29,6290,6290,6080,6140,90436,65767.0,10711272.0
2017-06-30,6100,6160,6070,6140,33491,65767.0,10711272.0
2017-07-03,6130,6200,6050,6170,48080,66089.0,10711272.0
2017-07-04,6170,6200,6050,6150,62598,65874.0,10711272.0
2017-07-05,6160,6770,6120,6230,1172146,66731.0,10711272.0
2017-07-06,6230,6270,6120,6140,124237,65767.0,10711272.0
2017-07-07,6190,6200,6080,6150,65457,65874.0,10711272.0
2017-07-10,6130,6130,5850,5870,185547,62875.0,10711272.0
2017-07-11,5870,6040,5870,5880,78661,62982.0,10711272.0
2017-07-12,5830,5940,5440,5590,187689,59876.0,10711272.0
2017-07-13,5600,5780,5510,5740,67037,61483.0,10711272.0
2017-07-14,5680,5800,5640,5770,30737,61804.0,10711272.0
2017-07-17,5820,5830,5710,5750,23359,61590.0,10711272.0
2017-07-18,5810,5920,5690,5820,99187,62340.0,10711272.0
2017-07-19,5860,6010,5820,5840,48660,62554.0,10711272.0
2017-07-20,5890,5960,5760,5880,46776,62982.0,10711272.0
2017-07-21,5990,6050,5780,5970,66019,63946.0,10711272.0
2017-07-24,5900,6020,5810,5820,58771,62340.0,10711272.0
2017-07-25,5830,5870,5740,5820,34260,62340.0,10711272.0
2017-07-26,5830,5860,5570,5750,70004,61590.0,10711272.0
2017-07-27,5750,5790,5620,5720,70685,61268.0,10711272.0
2017-07-28,5720,5720,5560,5630,67786,60304.0,10711272.0
2017-07-31,5500,5720,5500,5570,45558,59662.0,10711272.0
2017-08-01,5520,5720,5520,5660,29726,60626.0,10711272.0
2017-08-02,5610,5750,5610,5720,31311,61268.0,10711272.0
2017-08-03,5730,5830,5550,5660,58626,60626.0,10711272.0
2017-08-04,5630,5820,5630,5740,31083,61483.0,10711272.0
2017-08-07,5800,6030,5690,5700,171243,61054.0,10711272.0
2017-08-08,5690,5740,5610,5630,21593,60304.0,10711272.0
2017-08-09,5580,5690,5550,5550,66901,59448.0,10711272.0
2017-08-10,5530,5680,5500,5550,85672,59448.0,10711272.0
2017-08-11,5500,5590,5380,5420,70961,58055.0,10711272.0
2017-08-14,5380,5480,5330,5400,24249,57841.0,10711272.0
2017-08-16,5400,5480,5340,5440,25662,58269.0,10711272.0
2017-08-17,5440,5520,5400,5480,31534,58698.0,10711272.0
2017-08-18,5480,5600,5230,5570,83697,59662.0,10711272.0
2017-08-21,5570,5630,5510,5570,25338,59662.0,10711272.0
2017-08-22,5580,5630,5500,5570,45674,59662.0,10711272.0
2017-08-23,5570,5670,5360,5400,87106,57841.0,10711272.0
2017-08-24,5400,5440,5260,5300,107110,56770.0,10711272.0
2017-08-25,5310,5380,5200,5260,76276,56341.0,10711272.0
2017-08-28,5260,5430,5240,5390,58274,57734.0,10711272.0
2017-08-29,5330,5430,5260,5300,59791,56770.0,10711272.0
2017-08-30,5310,5360,5250,5270,41398,56448.0,10711272.0
2017-08-31,5270,5360,5270,5290,38314,56663.0,10711272.0
2017-09-01,5330,5490,5250,5340,31684,57198.0,10711272.0
2017-09-04,5100,5320,5050,5140,80602,55056.0,10711272.0
2017-09-05,5160,5220,4920,5090,79984,54520.0,10711272.0
2017-09-06,5040,5150,5040,5100,16977,54627.0,10711272.0
2017-09-07,5160,5270,5050,5110,66388,54735.0,10711272.0
2017-09-08,5110,5220,4975,5140,34802,55056.0,10711272.0
2017-09-11,5070,5140,4990,5100,32242,54627.0,10711272.0
2017-09-12,5060,5170,5030,5110,15549,54735.0,10711272.0
2017-09-13,5110,5160,4990,5100,47143,54627.0,10711272.0
2017-09-14,5100,5200,4930,5030,76555,53878.0,10711272.0
2017-09-15,5050,5060,4940,5030,35915,53878.0,10711272.0
2017-09-18,5030,5050,4985,5040,29181,53985.0,10711272.0
2017-09-19,5030,5040,4965,5000,49154,53556.0,10711272.0
2017-09-20,5000,5040,4910,4950,53873,53021.0,10711272.0
2017-09-21,4950,4965,4760,4880,77818,52271.0,10711272.0
2017-09-22,4790,4915,4650,4650,74337,49807.0,10711272.0
2017-09-25,4425,5970,4425,4995,4180480,53503.0,10711272.0
2017-09-26,5080,5080,4590,4715,466136,50504.0,10711272.0
2017-09-27,4830,5350,4670,4800,1390893,51414.0,10711272.0
2017-09-28,4800,5420,4800,5200,1041435,55699.0,10711272.0
2017-09-29,5160,5300,5090,5120,218661,54842.0,10711272.0
2017-10-10,5160,5280,5070,5230,88298,56020.0,10711272.0
2017-10-11,5300,5570,5120,5220,301005,55913.0,10711272.0
2017-10-12,5250,5270,5100,5160,101607,55270.0,10711272.0
2017-10-13,5150,5170,4870,4915,204973,52646.0,10711272.0
2017-10-16,4915,5020,4735,4790,71501,51307.0,10711272.0
2017-10-17,4720,4875,4720,4825,46372,51682.0,10711272.0
2017-10-18,4795,4900,4645,4690,70147,50236.0,10711272.0
2017-10-19,4650,4880,4650,4800,44374,51414.0,10711272.0
2017-10-20,4810,4935,4750,4900,40009,52485.0,10711272.0
2017-10-23,4980,4980,4675,4800,70998,51414.0,10711272.0
2017-10-24,4860,4860,4740,4770,51307,51093.0,10711272.0
2017-10-25,4770,4935,4710,4830,55928,51735.0,10711272.0
2017-10-26,4815,4860,4755,4805,37793,51468.0,10711272.0
2017-10-27,4805,4905,4760,4855,52562,52003.0,10711272.0
2017-10-30,4855,5090,4830,5060,78528,54199.0,10711272.0
2017-10-31,5100,5120,5000,5020,49860,53771.0,10711272.0
2017-11-01,5020,5170,4965,5020,82472,53771.0,10711272.0
2017-11-02,5000,5140,4895,5020,52262,53771.0,10711272.0
2017-11-03,5080,5080,4950,5000,40280,53556.0,10711272.0
2017-11-06,4955,5060,4915,5000,33469,53556.0,10711272.0
2017-11-07,5090,5090,4940,5000,36475,53556.0,10711272.0
2017-11-08,5060,5280,4970,5270,183658,56448.0,10711272.0
2017-11-09,5270,5380,5220,5310,84685,56877.0,10711272.0
2017-11-10,5310,5380,5250,5380,38899,57627.0,10711272.0
2017-11-13,5380,5380,5230,5330,61499,57091.0,10711272.0
2017-11-14,5330,5390,5170,5170,50091,55377.0,10711272.0
2017-11-15,5130,5230,5010,5010,86585,53663.0,10711272.0
2017-11-16,4970,5120,4965,5010,52852,53663.0,10711272.0
2017-11-17,5020,5330,4950,5210,138367,55806.0,10711272.0
2017-11-20,5210,5610,5170,5590,275424,59876.0,10711272.0
2017-11-21,5620,5800,5540,5720,240065,61268.0,10711272.0
2017-11-22,5720,5730,5510,5710,158021,61161.0,10711272.0
2017-11-23,5650,5700,5480,5490,148107,58805.0,10711272.0
2017-11-24,5540,5870,5450,5820,271503,62340.0,10711272.0
2017-11-27,5890,5970,5590,5630,156788,60304.0,10711272.0
2017-11-28,5800,6110,5750,5780,603687,61911.0,10711272.0
2017-11-29,5840,5890,5660,5700,185069,61054.0,10711272.0
2017-11-30,5700,5850,5630,5630,75037,60304.0,10711272.0
2017-12-01,5660,5760,5590,5630,62755,60304.0,10711272.0
2017-12-04,5640,5990,5550,5700,201310,61054.0,10711272.0
2017-12-05,5730,6200,5670,5900,782683,63197.0,10711272.0
2017-12-06,5860,5980,5720,5720,190232,61268.0,10711272.0
2017-12-07,5720,5720,5430,5430,138978,58162.0,10711272.0
2017-12-08,5480,5540,5340,5430,69313,58162.0,10711272.0
2017-12-11,5430,5630,5430,5590,66653,59876.0,10711272.0
2017-12-12,5640,5710,5580,5670,73961,60733.0,10711272.0
2017-12-13,5720,6290,5720,5820,391108,62340.0,10711272.0
2017-12-14,5820,5900,5640,5740,90873,61483.0,10711272.0
2017-12-15,5740,5810,5710,5810,69418,62232.0,10711272.0
2017-12-18,5840,5840,5660,5680,83064,60840.0,10711272.0
2017-12-19,5650,5800,5570,5740,65670,61483.0,10711272.0
2017-12-20,5740,5790,5580,5580,49921,59769.0,10711272.0
2017-12-21,5580,5670,5430,5450,76780,58376.0,10711272.0
2017-12-22,5520,5670,5320,5610,46774,60090.0,10711272.0
2017-12-26,5610,5660,5470,5530,79347,59233.0,10711272.0
2017-12-27,5450,5660,5450,5570,49737,59662.0,10711272.0
2017-12-28,5570,5630,5480,5530,61514,59233.0,10711272.0
2018-01-02,5490,5640,5440,5600,95860,59983.0,10711272.0
2018-01-03,5640,5640,5480,5550,100046,59448.0,10711272.0
2018-01-04,5670,5670,5480,5520,133466,59126.0,10711272.0
2018-01-05,5520,5780,5520,5770,126039,61804.0,10711272.0
2018-01-08,5870,5900,5720,5870,111172,62875.0,10711272.0
2018-01-09,5870,5870,5680,5700,93587,61054.0,10711272.0
