티에스이(131290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-09-13,9110,9360,8860,8960,33059,97568.0,10889244.0
2012-09-14,9000,9130,8860,9020,27671,98221.0,10889244.0
2012-09-17,9140,9140,8780,8890,33646,96805.0,10889244.0
2012-09-18,8830,8950,8790,8890,14399,96805.0,10889244.0
2012-09-19,8890,8930,8820,8890,16030,96805.0,10889244.0
2012-09-20,8870,9420,8820,9370,84017,102032.0,10889244.0
2012-09-21,9430,9460,9110,9250,29521,100726.0,10889244.0
2012-09-24,9250,9390,9110,9150,29420,99637.0,10889244.0
2012-09-25,9190,9280,9020,9150,17720,99637.0,10889244.0
2012-09-26,9150,9250,8980,9100,21206,99092.0,10889244.0
2012-09-27,9050,9110,8800,9090,23682,98983.0,10889244.0
2012-09-28,9100,9310,8890,9200,20743,100181.0,10889244.0
2012-10-02,9200,9380,9050,9180,22259,99963.0,10889244.0
2012-10-04,9290,9340,9060,9100,10693,99092.0,10889244.0
2012-10-05,9150,9200,9050,9100,7164,99092.0,10889244.0
2012-10-08,9180,9180,8990,9040,15344,98439.0,10889244.0
2012-10-09,9090,9100,8950,9040,10411,98439.0,10889244.0
2012-10-10,8950,9050,8900,8920,9724,97132.0,10889244.0
2012-10-11,8920,9010,8790,8900,17674,96914.0,10889244.0
2012-10-12,9030,9040,8850,9020,10225,98221.0,10889244.0
2012-10-15,9210,9210,8820,9000,8881,98003.0,10889244.0
2012-10-16,9010,9160,8850,9000,6035,98003.0,10889244.0
2012-10-17,9070,9170,8940,9010,11104,98112.0,10889244.0
2012-10-18,9050,9100,8810,8810,20116,95934.0,10889244.0
2012-10-19,8770,8900,8770,8810,3368,95934.0,10889244.0
2012-10-22,8810,8920,8630,8920,18764,97132.0,10889244.0
2012-10-23,8810,9100,8800,8880,9317,96696.0,10889244.0
2012-10-24,8920,8920,8730,8800,6382,95825.0,10889244.0
2012-10-25,8800,8840,8480,8650,19063,94192.0,10889244.0
2012-10-26,8650,8650,7610,8170,59130,88965.0,10889244.0
2012-10-29,8170,8400,7810,7820,15977,85154.0,10889244.0
2012-10-30,7880,7930,7650,7730,10986,84174.0,10889244.0
2012-10-31,7650,7800,7640,7750,9887,84392.0,10889244.0
2012-11-01,7800,7800,7650,7780,6987,84718.0,10889244.0
2012-11-02,7800,7820,7700,7790,9350,84827.0,10889244.0
2012-11-05,7780,7780,7610,7750,7798,84392.0,10889244.0
2012-11-06,7770,7770,7690,7730,8419,84174.0,10889244.0
2012-11-07,7730,7840,7730,7800,4400,84936.0,10889244.0
2012-11-08,7850,7860,7780,7830,3698,85263.0,10889244.0
2012-11-09,7880,7880,7760,7830,7110,85263.0,10889244.0
2012-11-12,7860,8110,7800,8110,12335,88312.0,10889244.0
2012-11-13,8140,8150,7940,8070,4675,87876.0,10889244.0
2012-11-14,8090,8090,7900,8000,4215,87114.0,10889244.0
2012-11-15,8010,8060,7640,7920,6181,86243.0,10889244.0
2012-11-16,7890,8060,7510,7510,7959,81778.0,10889244.0
2012-11-19,7740,7740,7440,7450,8831,81125.0,10889244.0
2012-11-20,7400,7690,7400,7670,11161,83521.0,10889244.0
2012-11-21,7610,7860,7520,7690,2174,83738.0,10889244.0
2012-11-22,7720,7720,7530,7580,1455,82540.0,10889244.0
2012-11-23,7580,7600,7400,7500,3512,81669.0,10889244.0
2012-11-26,7530,7720,7250,7630,4187,83085.0,10889244.0
2012-11-27,7320,7620,7320,7480,6138,81452.0,10889244.0
2012-11-28,7440,7530,7330,7430,7720,80907.0,10889244.0
2012-11-29,7460,7510,7400,7420,2964,80798.0,10889244.0
2012-11-30,7400,7450,7300,7420,5883,80798.0,10889244.0
2012-12-03,7450,7460,7350,7350,2494,80036.0,10889244.0
2012-12-04,7350,7500,7350,7450,11405,81125.0,10889244.0
2012-12-05,7450,7490,7380,7380,4309,80363.0,10889244.0
2012-12-06,7410,7450,7330,7400,9190,80580.0,10889244.0
2012-12-07,7450,7450,7250,7340,6920,79927.0,10889244.0
2012-12-10,7400,7400,7310,7320,7492,79709.0,10889244.0
2012-12-11,7260,7350,7260,7310,6592,79600.0,10889244.0
2012-12-12,7340,7340,7190,7190,16095,78294.0,10889244.0
2012-12-13,7200,7200,6980,7040,34063,76660.0,10889244.0
2012-12-14,7010,7100,7010,7040,12708,76660.0,10889244.0
2012-12-17,7020,7140,7020,7100,6335,77314.0,10889244.0
2012-12-18,7100,7110,7030,7090,4353,77205.0,10889244.0
2012-12-20,7110,7110,6980,7050,5192,76769.0,10889244.0
2012-12-21,6810,7030,6810,6970,9373,75898.0,10889244.0
2012-12-24,7020,7020,6790,6800,16741,74047.0,10889244.0
2012-12-26,6770,6880,6770,6820,12386,74265.0,10889244.0
2012-12-27,6820,6870,6760,6870,8676,74809.0,10889244.0
2012-12-28,6880,6880,6770,6850,11712,74591.0,10889244.0
2013-01-02,6830,7040,6830,7040,16090,76660.0,10889244.0
2013-01-03,7390,7970,7390,7770,151205,84609.0,10889244.0
2013-01-04,7820,7830,7690,7710,18793,83956.0,10889244.0
2013-01-07,7720,7810,7710,7790,15191,84827.0,10889244.0
2013-01-08,7730,7900,7730,7830,7199,85263.0,10889244.0
2013-01-09,7820,7860,7750,7860,8344,85589.0,10889244.0
2013-01-10,7860,8250,7850,8240,39257,89727.0,10889244.0
2013-01-11,8260,8740,8260,8450,44701,92014.0,10889244.0
2013-01-14,8480,8490,8200,8430,14776,91796.0,10889244.0
2013-01-15,8370,8520,8210,8430,33835,91796.0,10889244.0
2013-01-16,8430,8490,8260,8330,7769,90707.0,10889244.0
2013-01-17,8270,8450,8270,8310,6944,90490.0,10889244.0
2013-01-18,8320,8440,8230,8290,3790,90272.0,10889244.0
2013-01-21,8250,8420,8150,8290,13369,90272.0,10889244.0
2013-01-22,8290,8320,8150,8160,12427,88856.0,10889244.0
2013-01-23,8560,8570,8250,8280,24915,90163.0,10889244.0
2013-01-24,8310,8310,8150,8180,3489,89074.0,10889244.0
2013-01-25,8150,8390,8120,8180,9016,89074.0,10889244.0
2013-01-28,8210,8210,8080,8080,4930,87985.0,10889244.0
2013-01-29,8080,8250,8000,8000,7605,87114.0,10889244.0
2013-01-30,8290,8290,7960,7960,17834,86678.0,10889244.0
2013-01-31,8010,8210,7990,8190,11002,89183.0,10889244.0
2013-02-01,8200,8230,7780,8020,8150,87332.0,10889244.0
2013-02-04,7830,8020,7770,7950,2996,86569.0,10889244.0
2013-02-05,7990,8000,7500,7580,16753,82540.0,10889244.0
2013-02-06,7600,7680,7550,7560,4608,82323.0,10889244.0
2013-02-07,7460,7750,7460,7700,7795,83847.0,10889244.0
2013-02-08,7700,7700,7550,7700,2972,83847.0,10889244.0
2013-02-12,7700,7900,7690,7800,5712,84936.0,10889244.0
2013-02-13,7800,7850,7660,7800,4338,84936.0,10889244.0
2013-02-14,7800,7950,7730,7840,14974,85372.0,10889244.0
2013-02-15,7900,7900,7800,7800,1503,84936.0,10889244.0
2013-02-18,7800,7820,7750,7820,992,85154.0,10889244.0
2013-02-19,7850,7950,7750,7930,11285,86352.0,10889244.0
2013-02-20,7950,8250,7800,8200,16929,89292.0,10889244.0
2013-02-21,8450,8450,8220,8360,27544,91034.0,10889244.0
2013-02-22,8350,8400,8220,8300,6916,90381.0,10889244.0
2013-02-25,8400,8450,8260,8340,3327,90816.0,10889244.0
2013-02-26,8390,8390,8200,8320,1476,90599.0,10889244.0
2013-02-27,8320,8320,8170,8200,6163,89292.0,10889244.0
2013-02-28,8230,8260,8000,8000,26855,87114.0,10889244.0
2013-03-04,8210,8210,8000,8110,6915,88312.0,10889244.0
2013-03-05,8170,8200,8000,8070,8700,87876.0,10889244.0
2013-03-06,8250,8390,8120,8280,17273,90163.0,10889244.0
2013-03-07,8350,8410,8210,8370,7560,91143.0,10889244.0
2013-03-08,8380,8440,8190,8410,16609,91579.0,10889244.0
2013-03-11,8440,8440,8230,8380,6978,91252.0,10889244.0
2013-03-12,8410,8410,8270,8340,6357,90816.0,10889244.0
2013-03-13,8300,8400,8220,8310,4059,90490.0,10889244.0
2013-03-14,8420,8420,8270,8380,8271,91252.0,10889244.0
2013-03-15,8500,8950,8400,8900,42996,96914.0,10889244.0
2013-03-18,8930,9000,8730,8940,27977,97350.0,10889244.0
2013-03-19,8950,8990,8780,8990,15133,97894.0,10889244.0
2013-03-20,9030,9030,8830,8900,22000,96914.0,10889244.0
2013-03-21,8900,8950,8650,8900,17215,96914.0,10889244.0
2013-03-22,8880,9000,8710,9000,25406,98003.0,10889244.0
2013-03-25,9000,9260,9000,9200,34625,100181.0,10889244.0
2013-03-26,9240,9240,9050,9210,19915,100290.0,10889244.0
2013-03-27,9600,9600,9170,9270,37844,100943.0,10889244.0
2013-03-28,9300,9300,8940,9070,11511,98765.0,10889244.0
2013-03-29,9140,9190,8980,9100,9689,99092.0,10889244.0
2013-04-01,9090,9240,8970,9070,7062,98765.0,10889244.0
2013-04-02,9000,9140,8810,8900,9267,96914.0,10889244.0
2013-04-03,8950,8960,8650,8730,17501,95063.0,10889244.0
2013-04-04,8700,8900,8580,8700,9965,94736.0,10889244.0
2013-04-05,8680,8990,8560,8730,8547,95063.0,10889244.0
2013-04-08,8800,9000,8630,8700,10354,94736.0,10889244.0
2013-04-09,8750,8750,8510,8690,2479,94628.0,10889244.0
2013-04-10,8630,8790,8580,8650,1360,94192.0,10889244.0
2013-04-11,8650,8800,8630,8720,7469,94954.0,10889244.0
2013-04-12,8670,8880,8640,8690,4085,94628.0,10889244.0
2013-04-15,8720,8870,8570,8870,5845,96588.0,10889244.0
2013-04-16,8870,8910,8710,8790,8800,95716.0,10889244.0
2013-04-17,8780,8830,8650,8790,5702,95716.0,10889244.0
2013-04-18,8800,8800,8600,8730,4720,95063.0,10889244.0
2013-04-19,8730,8830,8500,8700,2495,94736.0,10889244.0
2013-04-22,8700,8700,8590,8630,10824,93974.0,10889244.0
2013-04-23,8630,8780,8500,8540,6432,92994.0,10889244.0
2013-04-24,8570,8570,8400,8490,6588,92450.0,10889244.0
2013-04-25,8440,8710,8440,8620,2360,93865.0,10889244.0
2013-04-26,8570,8750,8500,8690,7967,94628.0,10889244.0
2013-04-29,8690,8800,8300,8660,10534,94301.0,10889244.0
2013-04-30,8660,8900,8500,8770,11531,95499.0,10889244.0
2013-05-02,8780,8850,8690,8780,5039,95608.0,10889244.0
2013-05-03,8800,8880,8600,8740,5454,95172.0,10889244.0
2013-05-06,8800,8800,8650,8730,8452,95063.0,10889244.0
2013-05-07,8830,8980,8740,8840,12459,96261.0,10889244.0
2013-05-08,8850,9510,8790,9450,38245,102903.0,10889244.0
2013-05-09,9750,9800,9550,9640,45206,104972.0,10889244.0
2013-05-10,9700,10050,9590,9980,70676,108675.0,10889244.0
2013-05-13,11450,11450,9770,9770,480494,106388.0,10889244.0
2013-05-14,9800,9950,9510,9890,84411,107695.0,10889244.0
2013-05-15,9930,9950,9510,9510,23779,103557.0,10889244.0
2013-05-16,9510,9630,9290,9630,21075,104863.0,10889244.0
2013-05-20,9550,9650,9400,9650,5118,105081.0,10889244.0
2013-05-21,9660,9670,9430,9500,6176,103448.0,10889244.0
2013-05-22,9480,9550,9230,9430,11267,102686.0,10889244.0
2013-05-23,9430,9450,9240,9240,5903,100617.0,10889244.0
2013-05-24,9230,9400,9170,9320,4253,101488.0,10889244.0
2013-05-27,9500,9590,9280,9280,4067,101052.0,10889244.0
2013-05-28,9490,9490,9140,9330,17808,101597.0,10889244.0
2013-05-29,9310,9380,9240,9240,12041,100617.0,10889244.0
2013-05-30,9290,9350,9160,9300,6302,101270.0,10889244.0
2013-05-31,9300,9390,9050,9390,15451,102250.0,10889244.0
2013-06-03,9450,9790,9340,9750,23847,106170.0,10889244.0
2013-06-04,9800,9920,9640,9790,19268,106606.0,10889244.0
2013-06-05,9790,9920,9560,9700,11795,105626.0,10889244.0
2013-06-07,9630,9800,9370,9680,9115,105408.0,10889244.0
2013-06-10,9750,9750,9420,9670,3217,105299.0,10889244.0
2013-06-11,9670,9670,9410,9640,8242,104972.0,10889244.0
2013-06-12,9640,9640,9490,9560,2425,104101.0,10889244.0
2013-06-13,9490,9560,9440,9540,7044,103883.0,10889244.0
2013-06-14,9600,9740,9500,9600,5622,104537.0,10889244.0
2013-06-17,9780,9850,9520,9600,8470,104537.0,10889244.0
2013-06-18,9610,9940,9610,9790,17207,106606.0,10889244.0
2013-06-19,9850,9860,9600,9780,4144,106497.0,10889244.0
2013-06-20,9680,9860,9290,9780,11900,106497.0,10889244.0
2013-06-21,9700,9700,9430,9660,7311,105190.0,10889244.0
2013-06-24,9760,9760,9590,9650,2171,105081.0,10889244.0
2013-06-25,9550,9650,9100,9440,11790,102794.0,10889244.0
2013-06-26,9430,9630,9300,9420,3121,102577.0,10889244.0
2013-06-27,9410,9600,9280,9280,5656,101052.0,10889244.0
2013-06-28,9300,9490,9180,9300,6308,101270.0,10889244.0
2013-07-01,9420,9420,9290,9340,5750,101706.0,10889244.0
2013-07-02,9340,9570,9250,9450,6313,102903.0,10889244.0
2013-07-03,9450,9490,9270,9270,2076,100943.0,10889244.0
2013-07-04,9270,9500,9160,9360,1497,101923.0,10889244.0
2013-07-05,9400,9400,9290,9300,547,101270.0,10889244.0
2013-07-08,9390,9390,9100,9100,2039,99092.0,10889244.0
2013-07-09,9100,9220,8710,8990,8553,97894.0,10889244.0
2013-07-10,8990,9140,8820,8900,3624,96914.0,10889244.0
2013-07-11,9000,9100,8790,9070,13523,98765.0,10889244.0
2013-07-12,9080,9080,8800,8980,1925,97785.0,10889244.0
2013-07-15,8980,9000,8800,8800,2686,95825.0,10889244.0
2013-07-16,8800,8940,8530,8550,16048,93103.0,10889244.0
2013-07-17,8550,9060,8470,9060,17747,98657.0,10889244.0
2013-07-18,9060,9500,8920,9080,7400,98874.0,10889244.0
2013-07-19,9000,9190,8940,8970,501,97677.0,10889244.0
2013-07-22,9100,9100,8790,9000,7393,98003.0,10889244.0
2013-07-23,9000,9150,8860,8950,3107,97459.0,10889244.0
2013-07-24,8890,9100,8690,8860,3696,96479.0,10889244.0
2013-07-25,8990,8990,8610,8890,6879,96805.0,10889244.0
2013-07-26,8810,8950,8650,8830,6336,96152.0,10889244.0
2013-07-29,8720,8820,8640,8770,5853,95499.0,10889244.0
2013-07-30,8740,8830,8670,8770,5170,95499.0,10889244.0
2013-07-31,8800,8900,8640,8760,6212,95390.0,10889244.0
2013-08-01,8840,8840,8650,8790,1359,95716.0,10889244.0
2013-08-02,8720,8840,8470,8750,2174,95281.0,10889244.0
2013-08-05,8770,8860,8710,8840,771,96261.0,10889244.0
2013-08-06,8870,8900,8750,8900,1669,96914.0,10889244.0
2013-08-07,8990,9100,8830,8830,4601,96152.0,10889244.0
2013-08-08,8900,8900,8730,8840,628,96261.0,10889244.0
2013-08-09,8810,8810,8570,8570,6224,93321.0,10889244.0
2013-08-12,8570,8570,8340,8540,6074,92994.0,10889244.0
2013-08-13,8660,8800,8640,8720,2073,94954.0,10889244.0
2013-08-14,8770,8850,8590,8810,1249,95934.0,10889244.0
2013-08-16,8800,8800,8650,8690,4139,94628.0,10889244.0
2013-08-19,8680,9100,8680,9100,24678,99092.0,10889244.0
2013-08-20,9160,9210,8970,9060,2532,98657.0,10889244.0
2013-08-21,9170,9170,8700,8990,3030,97894.0,10889244.0
2013-08-22,8850,8980,8640,8700,7368,94736.0,10889244.0
2013-08-23,8800,8950,8630,8890,14748,96805.0,10889244.0
2013-08-26,8850,8990,8800,8960,5618,97568.0,10889244.0
2013-08-27,9000,9100,8850,9030,18075,98330.0,10889244.0
2013-08-28,8700,8940,8700,8750,1945,95281.0,10889244.0
2013-08-29,8800,8970,8800,8920,2092,97132.0,10889244.0
2013-08-30,9000,9000,8800,8940,2591,97350.0,10889244.0
2013-09-02,8970,8990,8880,8940,7322,97350.0,10889244.0
2013-09-03,9050,9050,8720,8780,6342,95608.0,10889244.0
2013-09-04,8950,8950,8750,8840,4767,96261.0,10889244.0
2013-09-05,8990,8990,8700,8790,986,95716.0,10889244.0
2013-09-06,8850,8990,8600,8600,7214,93647.0,10889244.0
2013-09-09,8370,8790,8350,8790,14873,95716.0,10889244.0
2013-09-10,8760,8770,8500,8690,3496,94628.0,10889244.0
2013-09-11,8650,8750,8550,8560,2859,93212.0,10889244.0
2013-09-12,8560,8650,8400,8500,4852,92559.0,10889244.0
2013-09-13,8310,8530,8250,8250,16016,89836.0,10889244.0
2013-09-16,8250,8730,8220,8670,16502,94410.0,10889244.0
2013-09-17,9000,9200,8850,8970,25458,97677.0,10889244.0
2013-09-23,9000,9000,8740,8970,6282,97677.0,10889244.0
2013-09-24,9090,9090,8860,8950,7414,97459.0,10889244.0
2013-09-25,9050,9050,8810,8950,2523,97459.0,10889244.0
2013-09-26,8870,8990,8700,8940,7481,97350.0,10889244.0
2013-09-27,9030,9080,8830,8900,10340,96914.0,10889244.0
2013-09-30,8800,9000,8750,8780,3786,95608.0,10889244.0
2013-10-01,8700,8850,8570,8600,13160,93647.0,10889244.0
2013-10-02,8700,8860,8660,8850,12190,96370.0,10889244.0
2013-10-04,9010,9080,8800,8900,7969,96914.0,10889244.0
2013-10-07,8920,8930,8740,8740,1701,95172.0,10889244.0
2013-10-08,8780,8820,8640,8820,6249,96043.0,10889244.0
2013-10-10,9000,9000,8850,8900,10410,96914.0,10889244.0
2013-10-11,8770,9300,8770,9000,10321,98003.0,10889244.0
2013-10-14,9100,9150,8850,9000,678,98003.0,10889244.0
2013-10-15,8900,9090,8900,9000,1311,98003.0,10889244.0
2013-10-16,9050,9050,8690,9000,13300,98003.0,10889244.0
2013-10-17,9100,9100,8900,8990,14961,97894.0,10889244.0
2013-10-18,9000,9150,8950,9010,11005,98112.0,10889244.0
2013-10-21,9000,9000,8720,8740,8303,95172.0,10889244.0
2013-10-22,8780,8900,8630,8890,4383,96805.0,10889244.0
2013-10-23,8930,9000,8730,8730,4195,95063.0,10889244.0
2013-10-24,8650,8880,8650,8870,2468,96588.0,10889244.0
2013-10-25,8990,8990,8710,8780,1491,95608.0,10889244.0
2013-10-28,8990,8990,8780,8850,15604,96370.0,10889244.0
2013-10-29,8860,8940,8830,8910,7141,97023.0,10889244.0
2013-10-30,8910,8930,8830,8840,2310,96261.0,10889244.0
2013-10-31,8850,9130,8850,8970,24446,97677.0,10889244.0
2013-11-01,8970,9100,8860,9000,6798,98003.0,10889244.0
2013-11-04,8950,9100,8890,8900,1888,96914.0,10889244.0
2013-11-05,8890,9000,8740,8780,8867,95608.0,10889244.0
2013-11-06,8790,9490,8790,9240,54531,100617.0,10889244.0
2013-11-07,9250,9270,9060,9240,6881,100617.0,10889244.0
2013-11-08,9200,9240,8850,9110,7952,99201.0,10889244.0
2013-11-11,9190,9190,8650,8840,14886,96261.0,10889244.0
2013-11-12,8690,8870,8670,8840,11829,96261.0,10889244.0
2013-11-13,8930,8990,8800,8900,19197,96914.0,10889244.0
2013-11-14,8900,9100,8850,9060,2415,98657.0,10889244.0
2013-11-15,9070,9100,8890,9030,4298,98330.0,10889244.0
2013-11-18,9060,9060,8890,9010,4172,98112.0,10889244.0
2013-11-19,9060,9060,8900,9040,21156,98439.0,10889244.0
2013-11-20,9060,9130,9000,9120,11981,99310.0,10889244.0
2013-11-21,9190,9380,9090,9090,16456,98983.0,10889244.0
2013-11-22,9050,9230,9050,9130,382,99419.0,10889244.0
2013-11-25,9100,9100,8960,9090,7705,98983.0,10889244.0
2013-11-26,9950,10450,9740,10450,389704,113793.0,10889244.0
2013-11-27,10500,10650,10150,10400,262814,113248.0,10889244.0
2013-11-28,10300,10400,10100,10100,144249,109981.0,10889244.0
2013-11-29,10050,10050,9750,9850,131596,107259.0,10889244.0
2013-12-02,9990,10200,9870,9980,121183,108675.0,10889244.0
2013-12-03,10000,10100,9760,10000,68922,108892.0,10889244.0
2013-12-04,10100,10350,9650,9750,92907,106170.0,10889244.0
2013-12-05,9950,9950,9580,9750,57230,106170.0,10889244.0
2013-12-06,9800,9800,9570,9740,30243,106061.0,10889244.0
2013-12-09,9800,9870,9680,9760,24291,106279.0,10889244.0
2013-12-10,9790,9890,9620,9830,29616,107041.0,10889244.0
2013-12-11,9700,10000,9700,9880,33757,107586.0,10889244.0
2013-12-12,9930,9950,9750,9880,14936,107586.0,10889244.0
2013-12-13,9950,9970,9760,9900,26186,107804.0,10889244.0
2013-12-16,10100,10200,9800,9920,45637,108021.0,10889244.0
2013-12-17,9820,9950,9470,9650,31091,105081.0,10889244.0
2013-12-18,9460,9700,9450,9640,7508,104972.0,10889244.0
2013-12-19,9800,9850,9510,9660,5460,105190.0,10889244.0
2013-12-20,9620,9750,9450,9600,11831,104537.0,10889244.0
2013-12-23,9600,9650,9380,9440,8416,102794.0,10889244.0
2013-12-24,9480,9570,9120,9250,14698,100726.0,10889244.0
2013-12-26,9250,9250,9070,9100,10998,99092.0,10889244.0
2013-12-27,9200,9200,8690,8750,26993,95281.0,10889244.0
2013-12-30,8750,8840,8710,8780,8845,95608.0,10889244.0
2014-01-02,8840,8850,8690,8690,5308,94628.0,10889244.0
2014-01-03,8560,8770,8350,8420,17871,91687.0,10889244.0
2014-01-06,8520,8530,8350,8510,7685,92667.0,10889244.0
2014-01-07,8500,8550,8260,8400,10362,91470.0,10889244.0
2014-01-08,8350,8520,8350,8400,6263,91470.0,10889244.0
2014-01-09,8400,8510,8400,8500,3300,92559.0,10889244.0
2014-01-10,8530,8530,8300,8330,8355,90707.0,10889244.0
2014-01-13,8330,8370,8260,8270,7866,90054.0,10889244.0
2014-01-14,8310,8320,8250,8270,2990,90054.0,10889244.0
2014-01-15,8270,8330,8150,8160,9352,88856.0,10889244.0
2014-01-16,8250,8250,8100,8250,10643,89836.0,10889244.0
2014-01-17,8280,8390,8270,8350,2469,90925.0,10889244.0
2014-01-20,8340,8600,8270,8350,2724,90925.0,10889244.0
2014-01-21,8390,8480,8200,8200,16760,89292.0,10889244.0
2014-01-22,8250,8350,8180,8200,10879,89292.0,10889244.0
2014-01-23,8160,8290,8160,8200,7605,89292.0,10889244.0
2014-01-24,8340,8340,8110,8190,6437,89183.0,10889244.0
2014-01-27,8190,8190,7800,8060,4802,87767.0,10889244.0
2014-01-28,8230,8390,8050,8110,4547,88312.0,10889244.0
2014-01-29,8150,8350,8090,8210,6324,89401.0,10889244.0
2014-02-03,8270,8370,8150,8200,2706,89292.0,10889244.0
2014-02-04,8190,8190,8070,8140,3755,88638.0,10889244.0
2014-02-05,8060,8190,8030,8030,4707,87441.0,10889244.0
2014-02-06,8000,8220,8000,8120,3442,88421.0,10889244.0
2014-02-07,8250,8270,8020,8200,2459,89292.0,10889244.0
2014-02-10,8030,8200,8030,8190,2504,89183.0,10889244.0
2014-02-11,8190,8240,8150,8210,2895,89401.0,10889244.0
2014-02-12,8240,8250,8100,8250,2465,89836.0,10889244.0
2014-02-13,8280,8280,8100,8270,2750,90054.0,10889244.0
2014-02-14,8240,8280,8190,8280,6051,90163.0,10889244.0
2014-02-17,8300,8300,8130,8230,3366,89618.0,10889244.0
2014-02-18,8230,8230,8080,8200,3180,89292.0,10889244.0
2014-02-19,8080,8190,8020,8030,13540,87441.0,10889244.0
2014-02-20,8060,8200,8060,8180,5250,89074.0,10889244.0
2014-02-21,8230,8230,8110,8200,781,89292.0,10889244.0
2014-02-24,8200,8220,8040,8040,18682,87550.0,10889244.0
2014-02-25,8050,8180,8050,8180,5455,89074.0,10889244.0
2014-02-26,8180,8180,8060,8070,5566,87876.0,10889244.0
2014-02-27,8070,8160,8040,8130,7364,88530.0,10889244.0
2014-02-28,8170,8170,8040,8120,2441,88421.0,10889244.0
2014-03-03,8090,8150,8010,8030,4927,87441.0,10889244.0
2014-03-04,7980,8120,7950,8090,3747,88094.0,10889244.0
2014-03-05,8000,8100,7990,8040,6922,87550.0,10889244.0
2014-03-06,8040,8120,8000,8090,6365,88094.0,10889244.0
2014-03-07,8090,8200,8080,8130,3369,88530.0,10889244.0
2014-03-10,8130,8130,7980,7980,4866,86896.0,10889244.0
2014-03-11,7980,8040,7810,7850,9551,85481.0,10889244.0
2014-03-12,7680,7990,7680,7930,7543,86352.0,10889244.0
2014-03-13,7900,8050,7900,7990,1896,87005.0,10889244.0
2014-03-14,8030,8030,7800,7930,2469,86352.0,10889244.0
2014-03-17,7930,7970,7780,7940,2686,86461.0,10889244.0
2014-03-18,7940,7940,7740,7930,6485,86352.0,10889244.0
2014-03-19,7930,8000,7850,7860,3213,85589.0,10889244.0
2014-03-20,7670,7780,7670,7700,18947,83847.0,10889244.0
2014-03-21,7660,7990,7660,7900,9405,86025.0,10889244.0
2014-03-24,7970,8230,7680,7680,21227,83629.0,10889244.0
2014-03-25,7700,7970,7700,7900,6801,86025.0,10889244.0
2014-03-26,7900,8000,7860,7930,2577,86352.0,10889244.0
2014-03-27,7980,7980,7800,7910,3964,86134.0,10889244.0
2014-03-28,7900,7910,7830,7830,3697,85263.0,10889244.0
2014-03-31,7830,7950,7700,7870,1399,85698.0,10889244.0
2014-04-01,7800,7930,7760,7830,3193,85263.0,10889244.0
2014-04-02,7900,7900,7730,7790,5829,84827.0,10889244.0
2014-04-03,7790,7850,7720,7850,4085,85481.0,10889244.0
2014-04-04,7900,8220,7790,8220,37621,89510.0,10889244.0
2014-04-07,8240,8640,8170,8530,55886,92885.0,10889244.0
2014-04-08,8440,8610,8300,8340,19984,90816.0,10889244.0
2014-04-09,8280,8430,8100,8150,11649,88747.0,10889244.0
2014-04-10,8100,8500,8100,8290,28099,90272.0,10889244.0
2014-04-11,8160,8320,8130,8180,15793,89074.0,10889244.0
2014-04-14,8250,8250,8150,8170,4824,88965.0,10889244.0
2014-04-15,8240,8240,8120,8170,9986,88965.0,10889244.0
2014-04-16,8160,8240,8020,8230,11150,89618.0,10889244.0
2014-04-17,8230,8300,8150,8200,9313,89292.0,10889244.0
2014-04-18,8260,8350,8200,8310,18414,90490.0,10889244.0
2014-04-21,8290,8630,8130,8380,41617,91252.0,10889244.0
2014-04-22,8380,8660,8370,8500,25663,92559.0,10889244.0
2014-04-23,8500,8710,8420,8500,38107,92559.0,10889244.0
2014-04-24,8430,8630,8200,8250,17113,89836.0,10889244.0
2014-04-25,8410,8410,8230,8310,8082,90490.0,10889244.0
2014-04-28,8230,8430,8230,8410,18459,91579.0,10889244.0
2014-04-29,8480,8510,8350,8430,6810,91796.0,10889244.0
2014-04-30,8370,8500,8330,8410,10777,91579.0,10889244.0
2014-05-02,8410,8660,8310,8490,29004,92450.0,10889244.0
2014-05-07,8600,8670,8320,8320,3472,90599.0,10889244.0
2014-05-08,8320,8320,8100,8100,7957,88203.0,10889244.0
2014-05-09,8050,8180,8030,8030,6794,87441.0,10889244.0
2014-05-12,8030,8070,7850,7960,14016,86678.0,10889244.0
2014-05-13,7960,8240,7930,7930,18568,86352.0,10889244.0
2014-05-14,7910,8070,7910,8060,3889,87767.0,10889244.0
2014-05-15,8100,8130,7970,8050,5324,87658.0,10889244.0
2014-05-16,8090,8090,7900,8000,2936,87114.0,10889244.0
2014-05-19,7930,7990,7710,7710,7127,83956.0,10889244.0
2014-05-20,7750,7780,7590,7590,10595,82649.0,10889244.0
2014-05-21,7550,7610,7500,7590,5779,82649.0,10889244.0
2014-05-22,7680,7680,7510,7550,2030,82214.0,10889244.0
2014-05-23,7550,7800,7550,7610,2463,82867.0,10889244.0
2014-05-26,7670,7750,7610,7740,7849,84283.0,10889244.0
2014-05-27,7800,7800,7550,7750,2462,84392.0,10889244.0
2014-05-28,7790,7820,7750,7810,5382,85045.0,10889244.0
2014-05-29,7850,7960,7850,7880,874,85807.0,10889244.0
2014-05-30,7940,7940,7690,7900,1989,86025.0,10889244.0
2014-06-02,7900,7900,7600,7780,2960,84718.0,10889244.0
