제로투세븐(159580),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-11-06,8850,9100,8760,9100,19280,111839.0,12290000.0
2014-11-07,9100,9230,8980,9090,4999,111716.0,12290000.0
2014-11-10,9090,9350,8980,9060,31052,111347.0,12290000.0
2014-11-11,9100,10150,9100,9340,195247,114789.0,12290000.0
2014-11-12,9410,9580,9060,9350,37426,114912.0,12290000.0
2014-11-13,9400,9630,9330,9560,28122,117492.0,12290000.0
2014-11-14,9600,9600,9300,9300,15973,114297.0,12290000.0
2014-11-17,9340,9340,9100,9100,18524,111839.0,12290000.0
2014-11-18,9100,9380,9040,9210,19672,113191.0,12290000.0
2014-11-19,9210,9350,9110,9210,6659,113191.0,12290000.0
2014-11-20,9210,9300,9030,9200,32581,113068.0,12290000.0
2014-11-21,9230,9340,9040,9040,15117,111102.0,12290000.0
2014-11-24,9120,9120,9000,9090,16320,111716.0,12290000.0
2014-11-25,9080,9100,9040,9090,5491,111716.0,12290000.0
2014-11-26,9080,9090,9020,9070,4178,111470.0,12290000.0
2014-11-27,9150,9150,9020,9120,11774,112085.0,12290000.0
2014-11-28,9150,9350,9040,9340,17363,114789.0,12290000.0
2014-12-01,9410,9410,9150,9240,15297,113560.0,12290000.0
2014-12-02,9240,9240,9020,9150,7479,112454.0,12290000.0
2014-12-03,9150,9230,9100,9220,7844,113314.0,12290000.0
2014-12-04,9290,9290,9070,9150,16879,112454.0,12290000.0
2014-12-05,9090,9210,8790,8950,86470,109996.0,12290000.0
2014-12-08,8910,8920,8760,8840,33896,108644.0,12290000.0
2014-12-09,8840,8900,8700,8850,24162,108766.0,12290000.0
2014-12-10,8860,8890,8500,8890,29159,109258.0,12290000.0
2014-12-11,8740,9130,8650,8970,26330,110241.0,12290000.0
2014-12-12,9150,9150,8730,8790,5278,108029.0,12290000.0
2014-12-15,8790,8900,8540,8770,41912,107783.0,12290000.0
2014-12-16,8790,8790,8510,8680,49302,106677.0,12290000.0
2014-12-17,8670,8670,8410,8600,51740,105694.0,12290000.0
2014-12-18,8680,8680,8050,8600,111773,105694.0,12290000.0
2014-12-19,8520,8600,8340,8480,28361,104219.0,12290000.0
2014-12-22,8360,8550,8280,8550,51140,105080.0,12290000.0
2014-12-23,8500,8550,8330,8520,42743,104711.0,12290000.0
2014-12-24,8460,8590,8410,8550,21931,105080.0,12290000.0
2014-12-26,8570,8650,8450,8500,21906,104465.0,12290000.0
2014-12-29,8580,8580,8330,8380,12669,102990.0,12290000.0
2014-12-30,8380,8440,8170,8220,18246,101024.0,12290000.0
2015-01-02,8180,8200,8090,8100,28004,99549.0,12290000.0
2015-01-05,8100,8160,7900,7970,43731,97951.0,12290000.0
2015-01-06,7900,7940,7600,7750,52412,95248.0,12290000.0
2015-01-07,7510,7700,7510,7660,43114,94141.0,12290000.0
2015-01-08,7670,7810,7650,7740,21259,95125.0,12290000.0
2015-01-09,7550,7910,7550,7650,41859,94018.0,12290000.0
2015-01-12,7610,7680,7360,7590,57668,93281.0,12290000.0
2015-01-13,7500,7590,7420,7430,26171,91315.0,12290000.0
2015-01-14,7430,7450,7060,7200,87906,88488.0,12290000.0
2015-01-15,7200,7220,7020,7080,46610,87013.0,12290000.0
2015-01-16,7200,7200,7010,7070,18038,86890.0,12290000.0
2015-01-19,7030,7140,6910,6910,37506,84924.0,12290000.0
2015-01-20,6920,7000,6890,7000,31690,86030.0,12290000.0
2015-01-21,7000,7100,6990,7000,43237,86030.0,12290000.0
2015-01-22,7060,7310,7000,7020,52458,86276.0,12290000.0
2015-01-23,7220,7230,7110,7160,45097,87996.0,12290000.0
2015-01-26,7170,7230,7100,7100,24647,87259.0,12290000.0
2015-01-27,7280,7280,7010,7180,19148,88242.0,12290000.0
2015-01-28,7100,7200,7020,7200,31095,88488.0,12290000.0
2015-01-29,7170,7200,7090,7200,16619,88488.0,12290000.0
2015-01-30,7180,7650,7150,7430,86105,91315.0,12290000.0
2015-02-02,7460,7790,7320,7700,86706,94633.0,12290000.0
2015-02-03,7670,8070,7550,7990,105015,98197.0,12290000.0
2015-02-04,8080,8190,7960,8050,45701,98934.0,12290000.0
2015-02-05,8050,8150,7830,8040,33612,98812.0,12290000.0
2015-02-06,8050,8320,7990,8300,35462,102007.0,12290000.0
2015-02-09,8300,8450,7960,8240,72830,101270.0,12290000.0
2015-02-10,8260,8790,8260,8600,116024,105694.0,12290000.0
2015-02-11,8530,8640,8360,8450,56682,103850.0,12290000.0
2015-02-12,8450,8610,8330,8600,36909,105694.0,12290000.0
2015-02-13,8550,8630,8230,8520,46269,104711.0,12290000.0
2015-02-16,8640,9040,8630,8980,151938,110364.0,12290000.0
2015-02-17,9000,9050,8810,8980,37528,110364.0,12290000.0
2015-02-23,8930,9310,8900,9260,74070,113805.0,12290000.0
2015-02-24,9080,9770,9080,9550,68076,117370.0,12290000.0
2015-02-25,9550,9780,9340,9650,38248,118598.0,12290000.0
2015-02-26,9650,9810,9520,9610,25354,118107.0,12290000.0
2015-02-27,9620,10200,9470,9530,130929,117124.0,12290000.0
2015-03-02,9640,10500,9410,10050,166789,123514.0,12290000.0
2015-03-03,10050,10300,9960,9990,57937,122777.0,12290000.0
2015-03-04,9970,10150,9970,10000,32673,122900.0,12290000.0
2015-03-05,9950,10150,9610,9900,85685,121671.0,12290000.0
2015-03-06,9820,10050,9720,9960,53272,122408.0,12290000.0
2015-03-09,9990,9990,9600,9900,75453,121671.0,12290000.0
2015-03-10,9790,9840,9540,9610,55425,118107.0,12290000.0
2015-03-11,9430,9600,9370,9500,46929,116755.0,12290000.0
2015-03-12,9410,9700,9300,9630,47737,118353.0,12290000.0
2015-03-13,9630,9800,9430,9650,45393,118598.0,12290000.0
2015-03-16,9650,9900,9530,9640,29808,118476.0,12290000.0
2015-03-17,9610,10200,9610,10000,48519,122900.0,12290000.0
2015-03-18,10400,10400,10100,10350,81553,127202.0,12290000.0
2015-03-19,10550,10550,9950,10200,40541,125358.0,12290000.0
2015-03-20,10500,10650,9980,10200,149011,125358.0,12290000.0
2015-03-23,10150,10500,10100,10350,65471,127202.0,12290000.0
2015-03-24,10350,11350,10250,10900,208263,133961.0,12290000.0
2015-03-25,10850,12500,10850,12000,567871,147480.0,12290000.0
2015-03-26,12000,12700,11100,11450,431356,140720.0,12290000.0
2015-03-27,11450,11700,10700,11200,197004,137648.0,12290000.0
2015-03-30,11300,11450,10850,11300,115504,138877.0,12290000.0
2015-03-31,11300,11300,10550,11050,116567,135804.0,12290000.0
2015-04-01,11100,11850,10800,11700,184493,143793.0,12290000.0
2015-04-02,11800,12850,11650,12100,318256,148709.0,12290000.0
2015-04-03,12350,12400,11650,11800,128051,145022.0,12290000.0
2015-04-06,11700,11900,11350,11400,119329,140106.0,12290000.0
2015-04-07,11400,11600,11050,11250,91839,138262.0,12290000.0
2015-04-08,11300,12000,11150,11600,228413,142564.0,12290000.0
2015-04-09,11750,11750,11300,11500,99795,141335.0,12290000.0
2015-04-10,11400,11550,11250,11300,82755,138877.0,12290000.0
2015-04-13,11600,12100,11300,11900,153843,146251.0,12290000.0
2015-04-14,12050,13450,11800,12450,606580,153010.0,12290000.0
2015-04-15,12450,12600,12050,12300,124663,151167.0,12290000.0
2015-04-16,12250,12750,11950,12600,211270,154854.0,12290000.0
2015-04-17,12750,13800,12500,13450,447907,165300.0,12290000.0
2015-04-20,14000,15450,14000,15450,1120485,189880.0,12290000.0
2015-04-21,16500,17750,15500,17750,1514314,218148.0,12290000.0
2015-04-22,18350,19950,15600,18600,2754526,228594.0,12290000.0
2015-04-23,18700,19050,16400,16400,1016150,201556.0,12290000.0
2015-04-24,15900,17400,15450,16850,1174410,207086.0,12290000.0
2015-04-27,16900,17250,16400,16750,464925,205858.0,12290000.0
2015-04-28,16800,16800,15350,15650,457243,192338.0,12290000.0
2015-04-29,15650,15800,13450,14200,1093764,174518.0,12290000.0
2015-04-30,14150,14200,13300,13400,344288,164686.0,12290000.0
2015-05-04,13650,14350,13300,14000,369166,172060.0,12290000.0
2015-05-06,13750,13800,12950,13800,206392,169602.0,12290000.0
2015-05-07,14250,14950,13850,14700,628489,180663.0,12290000.0
2015-05-08,14600,15400,14600,15150,399267,186194.0,12290000.0
2015-05-11,15550,15700,14850,14950,237639,183736.0,12290000.0
2015-05-12,15150,15450,14550,14550,231706,178820.0,12290000.0
2015-05-13,14750,16100,14400,15700,490734,192953.0,12290000.0
2015-05-14,15700,16000,15200,16000,217497,196640.0,12290000.0
2015-05-15,16400,16500,15400,15700,211829,192953.0,12290000.0
2015-05-18,15400,15750,14500,14550,187079,178820.0,12290000.0
2015-05-19,14700,16400,14650,16100,746005,197869.0,12290000.0
2015-05-20,16100,16100,14400,14800,450535,181892.0,12290000.0
2015-05-21,15100,15200,14150,14700,308448,180663.0,12290000.0
2015-05-22,14650,14700,13650,13700,210408,168373.0,12290000.0
2015-05-26,13850,14450,13550,13800,167835,169602.0,12290000.0
2015-05-27,13600,14500,13300,13750,289185,168988.0,12290000.0
2015-05-28,13950,15350,13900,14100,581781,173289.0,12290000.0
2015-05-29,14150,14700,13750,14600,126351,179434.0,12290000.0
2015-06-01,14600,14850,13650,14200,111396,174518.0,12290000.0
2015-06-02,14250,14300,12900,13300,199217,163457.0,12290000.0
2015-06-03,13050,13650,12300,13250,199674,162842.0,12290000.0
2015-06-04,13600,13600,12900,13050,134298,160384.0,12290000.0
2015-06-05,13600,14000,13100,13100,147835,160999.0,12290000.0
2015-06-08,13300,14650,13300,14200,303706,174518.0,12290000.0
2015-06-09,14200,14500,13650,13750,169869,168988.0,12290000.0
2015-06-10,13850,14400,13450,13650,174350,167758.0,12290000.0
2015-06-11,13700,13900,13000,13050,120434,160384.0,12290000.0
2015-06-12,13300,13700,12950,12950,103526,159156.0,12290000.0
2015-06-15,12700,12950,12050,12600,92435,154854.0,12290000.0
2015-06-16,12950,13250,12400,12900,76733,158541.0,12290000.0
2015-06-17,12800,12900,12300,12300,78131,151167.0,12290000.0
2015-06-18,12500,13200,12400,12550,91514,154240.0,12290000.0
2015-06-19,12650,12800,12050,12500,112527,153625.0,12290000.0
2015-06-22,12500,12850,12450,12600,147692,154854.0,12290000.0
2015-06-23,12750,12800,12300,12350,90154,151782.0,12290000.0
2015-06-24,12600,12900,12350,12650,120379,155468.0,12290000.0
2015-06-25,12750,13700,12500,13450,211668,165300.0,12290000.0
2015-06-26,13500,13550,12700,12850,126424,157926.0,12290000.0
2015-06-29,12400,12550,11850,11850,164496,145636.0,12290000.0
2015-06-30,11600,12200,11500,11750,114346,144408.0,12290000.0
2015-07-01,11750,12300,11550,12250,85091,150552.0,12290000.0
2015-07-02,12300,12500,11950,12300,85107,151167.0,12290000.0
2015-07-03,12350,12650,11950,12550,91071,154240.0,12290000.0
2015-07-06,12400,13350,12200,13050,196283,160384.0,12290000.0
2015-07-07,13550,14450,12650,13100,605563,160999.0,12290000.0
2015-07-08,13400,13550,12200,13000,159619,159770.0,12290000.0
2015-07-09,12650,12850,12200,12650,100595,155468.0,12290000.0
2015-07-10,12700,12850,12150,12300,88141,151167.0,12290000.0
2015-07-13,12400,12700,12200,12650,53686,155468.0,12290000.0
2015-07-14,13150,16350,13050,15100,3118807,185579.0,12290000.0
2015-07-15,14750,15350,13750,14150,940975,173904.0,12290000.0
2015-07-16,14150,14700,13900,13950,266047,171446.0,12290000.0
2015-07-17,14050,14150,13300,13400,218844,164686.0,12290000.0
2015-07-20,13550,14200,13550,14100,185822,173289.0,12290000.0
2015-07-21,14500,14550,13650,14000,162444,172060.0,12290000.0
2015-07-22,14000,14100,13700,13900,103152,170831.0,12290000.0
2015-07-23,14050,15450,14050,14150,646447,173904.0,12290000.0
2015-07-24,14250,15000,13800,13800,351741,169602.0,12290000.0
2015-07-27,13500,14100,13400,13400,149049,164686.0,12290000.0
2015-07-28,13000,13250,12300,12500,192228,153625.0,12290000.0
2015-07-29,12650,12900,12000,12000,194061,147480.0,12290000.0
2015-07-30,12050,12300,11700,11950,87098,146866.0,12290000.0
2015-07-31,11800,12200,11500,11800,90886,145022.0,12290000.0
2015-08-03,11950,12100,11750,11750,65619,144408.0,12290000.0
2015-08-04,11750,12400,11500,12400,48052,152396.0,12290000.0
2015-08-05,12300,12850,12200,12350,85683,151782.0,12290000.0
2015-08-06,12350,12550,12350,12500,34469,153625.0,12290000.0
2015-08-07,12800,13650,12600,12850,331171,157926.0,12290000.0
2015-08-10,12950,13100,12250,12300,100506,151167.0,12290000.0
2015-08-11,12500,12950,11900,11900,114976,146251.0,12290000.0
2015-08-12,11700,12050,10550,11900,204585,146251.0,12290000.0
2015-08-13,11800,11950,11300,11550,81671,141950.0,12290000.0
2015-08-17,11550,11750,10250,10250,183229,125972.0,12290000.0
2015-08-18,10150,10550,9730,10050,174391,123514.0,12290000.0
2015-08-19,9620,9750,9080,9180,225813,112822.0,12290000.0
2015-08-20,9200,9650,9050,9050,130598,111224.0,12290000.0
2015-08-21,8550,8850,8200,8410,127018,103359.0,12290000.0
2015-08-24,8300,8800,8270,8400,74068,103236.0,12290000.0
2015-08-25,8410,8950,8410,8730,87802,107292.0,12290000.0
2015-08-26,8780,10250,8760,9480,456667,116509.0,12290000.0
2015-08-27,9680,9870,9350,9350,108814,114912.0,12290000.0
2015-08-28,10000,10100,9700,9720,147085,119459.0,12290000.0
2015-08-31,9720,9970,9670,9760,63138,119950.0,12290000.0
2015-09-01,10700,12650,10700,10950,3781660,134576.0,12290000.0
2015-09-02,10750,11300,10500,11250,580037,138262.0,12290000.0
2015-09-03,11450,11650,10400,10500,458470,129045.0,12290000.0
2015-09-04,10850,10900,9680,9700,328049,119213.0,12290000.0
2015-09-07,9550,9930,9200,9650,108804,118598.0,12290000.0
2015-09-08,9650,9820,9150,9820,134070,120688.0,12290000.0
2015-09-09,10200,10550,9970,10100,164776,124129.0,12290000.0
2015-09-10,9910,10350,9890,10250,76610,125972.0,12290000.0
2015-09-11,10200,10300,9960,10200,102843,125358.0,12290000.0
2015-09-14,10400,10400,9830,9860,60574,121179.0,12290000.0
2015-09-15,9860,10050,9860,9900,44307,121671.0,12290000.0
2015-09-16,10000,10700,10000,10300,196074,126587.0,12290000.0
2015-09-17,10300,10350,9980,10000,73459,122900.0,12290000.0
2015-09-18,10200,10450,10000,10450,99930,128430.0,12290000.0
2015-09-21,10400,10850,10300,10650,150178,130888.0,12290000.0
2015-09-22,10700,10900,10500,10600,100088,130274.0,12290000.0
2015-09-23,10500,10850,10200,10500,118891,129045.0,12290000.0
2015-09-24,10700,10950,10500,10550,101294,129660.0,12290000.0
2015-09-25,10500,10600,10200,10400,39130,127816.0,12290000.0
2015-09-30,10300,10750,10200,10750,59071,132118.0,12290000.0
2015-10-01,11050,11100,10550,10700,86201,131503.0,12290000.0
2015-10-02,10950,10950,10300,10400,52348,127816.0,12290000.0
2015-10-05,10400,10550,10150,10250,55830,125972.0,12290000.0
2015-10-06,10350,10400,9970,10000,68166,122900.0,12290000.0
2015-10-07,9910,10300,9730,10100,93609,124129.0,12290000.0
2015-10-08,10250,10350,9980,10050,34404,123514.0,12290000.0
2015-10-12,10050,10150,9910,10050,35475,123514.0,12290000.0
2015-10-13,9940,10150,9910,9980,38815,122654.0,12290000.0
2015-10-14,10050,10450,9990,10150,154817,124744.0,12290000.0
2015-10-15,10100,10250,10050,10150,41584,124744.0,12290000.0
2015-10-16,10200,10350,10050,10350,63669,127202.0,12290000.0
2015-10-19,10550,10650,10350,10600,100073,130274.0,12290000.0
2015-10-20,10600,10700,10350,10500,64640,129045.0,12290000.0
2015-10-21,10600,10950,10500,10950,111101,134576.0,12290000.0
2015-10-22,11550,12650,10650,10650,988924,130888.0,12290000.0
2015-10-23,11000,11650,10500,11600,319706,142564.0,12290000.0
2015-10-26,12700,14350,12500,13900,2054818,170831.0,12290000.0
2015-10-27,14450,14550,13000,13650,1068105,167758.0,12290000.0
2015-10-28,13550,13950,12900,13650,638581,167758.0,12290000.0
2015-10-29,13400,13550,12800,12800,310410,157312.0,12290000.0
2015-10-30,16000,16600,13500,14150,6089633,173904.0,12290000.0
2015-11-02,14250,14350,13000,13250,929942,162842.0,12290000.0
2015-11-03,13250,13400,12250,12250,688789,150552.0,12290000.0
2015-11-04,12350,12600,12150,12500,352763,153625.0,12290000.0
2015-11-05,12550,12650,12050,12250,388436,150552.0,12290000.0
2015-11-06,12050,12200,11700,12050,285159,148094.0,12290000.0
2015-11-09,11950,12150,11150,11200,301322,137648.0,12290000.0
2015-11-10,10900,11500,10750,11050,258668,135804.0,12290000.0
2015-11-11,11450,11850,11150,11200,598343,137648.0,12290000.0
2015-11-12,11350,11400,10950,11050,209196,135804.0,12290000.0
2015-11-13,10850,11050,10600,10750,222110,132118.0,12290000.0
2015-11-16,10350,10450,10100,10100,228435,124129.0,12290000.0
2015-11-17,10350,10600,10250,10450,231547,128430.0,12290000.0
2015-11-18,10500,10750,10400,10500,114797,129045.0,12290000.0
2015-11-19,10650,10900,10450,10900,128918,133961.0,12290000.0
2015-11-20,10900,10900,10550,10650,125534,130888.0,12290000.0
2015-11-23,10700,10950,10650,10950,113255,134576.0,12290000.0
2015-11-24,10900,11050,10800,11050,99605,135804.0,12290000.0
2015-11-25,11200,11200,10700,10700,154447,131503.0,12290000.0
2015-11-26,10750,11150,10650,11050,234522,135804.0,12290000.0
2015-11-27,11100,11250,10850,10900,150659,133961.0,12290000.0
2015-11-30,10900,11350,10850,11300,207243,138877.0,12290000.0
2015-12-01,11300,11350,10950,11000,327670,135190.0,12290000.0
2015-12-02,11100,11100,10700,10750,141815,132118.0,12290000.0
2015-12-03,10550,10700,10350,10450,118844,128430.0,12290000.0
2015-12-04,10250,10750,10150,10750,129244,132118.0,12290000.0
2015-12-07,10700,10900,10500,10550,111972,129660.0,12290000.0
2015-12-08,10450,10500,10250,10400,86681,127816.0,12290000.0
2015-12-09,10300,10550,10250,10400,73701,127816.0,12290000.0
2015-12-10,10500,10800,10000,10300,191330,126587.0,12290000.0
2015-12-11,10200,10400,9750,9820,188515,120688.0,12290000.0
2015-12-14,9780,9780,9240,9590,111265,117861.0,12290000.0
2015-12-15,9460,9760,9460,9610,65937,118107.0,12290000.0
2015-12-16,9610,10450,9510,9900,218503,121671.0,12290000.0
2015-12-17,9990,10200,9990,10100,77024,124129.0,12290000.0
2015-12-18,10000,10150,9920,10150,47742,124744.0,12290000.0
2015-12-21,10100,10150,9910,9980,82518,122654.0,12290000.0
2015-12-22,10100,10100,9780,9780,64851,120196.0,12290000.0
2015-12-23,9850,10150,9850,9950,62476,122286.0,12290000.0
2015-12-24,9960,10100,9800,9940,33629,122163.0,12290000.0
2015-12-28,10050,11000,10050,10400,506162,127816.0,12290000.0
2015-12-29,10400,10500,10150,10500,85892,129045.0,12290000.0
2015-12-30,10550,10850,10300,10750,153196,132118.0,12290000.0
2016-01-04,10750,10800,10100,10100,112881,124129.0,12290000.0
2016-01-05,9870,10200,9760,10100,77906,124129.0,12290000.0
2016-01-06,10100,10450,10000,10300,131606,126587.0,12290000.0
2016-01-07,10300,10600,10000,10100,114349,124129.0,12290000.0
2016-01-08,9900,10000,9650,9890,138369,121548.0,12290000.0
2016-01-11,9880,9880,9580,9680,136267,118967.0,12290000.0
2016-01-12,9680,10500,9680,10050,419780,123514.0,12290000.0
2016-01-13,10200,10200,10000,10100,82384,124129.0,12290000.0
2016-01-14,9910,9980,9800,9960,100120,122408.0,12290000.0
2016-01-15,10100,10250,10000,10150,69319,124744.0,12290000.0
2016-01-18,9850,10050,9850,10000,42339,122900.0,12290000.0
2016-01-19,10050,10400,10000,10300,155525,126587.0,12290000.0
2016-01-20,10300,10300,9900,9970,88139,122531.0,12290000.0
2016-01-21,10000,10050,9770,9850,55213,121056.0,12290000.0
2016-01-22,10000,10150,9800,9890,88830,121548.0,12290000.0
2016-01-25,9980,10050,9900,9960,51527,122408.0,12290000.0
2016-01-26,10000,10200,9910,9960,85657,122408.0,12290000.0
2016-01-27,10100,10100,9820,9840,54238,120934.0,12290000.0
2016-01-28,9840,9980,9840,9880,27927,121425.0,12290000.0
2016-01-29,9850,9960,9850,9890,28296,121548.0,12290000.0
2016-02-01,9600,9600,9100,9170,241694,112699.0,12290000.0
2016-02-02,9170,9670,9100,9150,242334,112454.0,12290000.0
2016-02-03,9100,9190,8930,9030,62029,110979.0,12290000.0
2016-02-04,9010,9140,8840,9030,53370,110979.0,12290000.0
2016-02-05,9050,9080,8950,9050,33859,111224.0,12290000.0
2016-02-11,8850,8890,8500,8570,87507,105325.0,12290000.0
2016-02-12,8350,8550,7550,7900,174156,97091.0,12290000.0
2016-02-15,7790,8050,7780,7890,107217,96968.0,12290000.0
2016-02-16,7890,8010,7720,7890,177100,96968.0,12290000.0
2016-02-17,8000,8200,7820,7890,166594,96968.0,12290000.0
2016-02-18,8060,8150,7960,8090,45528,99426.0,12290000.0
2016-02-19,8140,8150,8000,8100,38598,99549.0,12290000.0
2016-02-22,8180,8550,8050,8310,125571,102130.0,12290000.0
2016-02-23,8300,8480,8050,8250,42663,101392.0,12290000.0
2016-02-24,8110,8240,8050,8140,21126,100041.0,12290000.0
2016-02-25,8140,8220,8050,8070,26433,99180.0,12290000.0
2016-02-26,8040,8380,8010,8070,66061,99180.0,12290000.0
2016-02-29,8230,8230,8050,8100,22727,99549.0,12290000.0
2016-03-02,8230,8270,8120,8130,28012,99918.0,12290000.0
2016-03-03,8110,8200,8070,8140,29040,100041.0,12290000.0
2016-03-04,8140,8200,8080,8180,39933,100532.0,12290000.0
2016-03-07,8260,8260,8160,8250,36581,101392.0,12290000.0
2016-03-08,8280,8320,8190,8270,34643,101638.0,12290000.0
2016-03-09,8320,8660,8270,8430,79931,103605.0,12290000.0
2016-03-10,8540,8600,8460,8540,30340,104957.0,12290000.0
2016-03-11,8490,8510,8260,8290,48424,101884.0,12290000.0
2016-03-14,8290,8980,8260,8470,242038,104096.0,12290000.0
2016-03-15,8570,8570,8350,8380,49020,102990.0,12290000.0
2016-03-16,8370,8390,8210,8210,84972,100901.0,12290000.0
2016-03-17,8120,8120,7960,8080,138357,99303.0,12290000.0
2016-03-18,8100,8140,8000,8080,48554,99303.0,12290000.0
2016-03-21,8140,8150,8050,8100,32399,99549.0,12290000.0
2016-03-22,8070,8180,8070,8160,30101,100286.0,12290000.0
2016-03-23,8170,8170,8050,8120,29193,99795.0,12290000.0
2016-03-24,8160,8160,7940,8080,31033,99303.0,12290000.0
2016-03-25,8110,8110,7990,8060,40381,99057.0,12290000.0
2016-03-28,8060,8060,7870,7940,59087,97583.0,12290000.0
2016-03-29,7940,8500,7880,7940,176650,97583.0,12290000.0
2016-03-30,8030,8300,7950,8180,76214,100532.0,12290000.0
2016-03-31,8260,8260,8070,8180,22243,100532.0,12290000.0
2016-04-01,8240,8240,8020,8110,24265,99672.0,12290000.0
2016-04-04,8030,8180,7880,7990,55217,98197.0,12290000.0
2016-04-05,8010,8100,7990,8080,36962,99303.0,12290000.0
2016-04-06,7950,8080,7950,8080,17489,99303.0,12290000.0
2016-04-07,8080,8130,7990,8100,23891,99549.0,12290000.0
2016-04-08,8020,8110,8000,8100,49015,99549.0,12290000.0
2016-04-11,8100,8290,8050,8220,55751,101024.0,12290000.0
2016-04-12,8160,8390,8160,8390,91365,103113.0,12290000.0
2016-04-14,8440,8440,8180,8350,80411,102622.0,12290000.0
2016-04-15,8380,8380,8260,8350,43940,102622.0,12290000.0
2016-04-18,8260,8740,8250,8440,386415,103728.0,12290000.0
2016-04-19,8460,8490,8340,8400,58805,103236.0,12290000.0
2016-04-20,8350,8440,8300,8370,53271,102867.0,12290000.0
2016-04-21,8370,8400,8180,8300,81350,102007.0,12290000.0
2016-04-22,8370,8520,8250,8520,70326,104711.0,12290000.0
2016-04-25,8400,8500,8330,8470,52168,104096.0,12290000.0
2016-04-26,8480,8630,8370,8370,72224,102867.0,12290000.0
2016-04-27,8450,8470,8350,8370,28209,102867.0,12290000.0
2016-04-28,8370,8400,8250,8380,40468,102990.0,12290000.0
2016-04-29,8360,8380,8230,8350,32297,102622.0,12290000.0
2016-05-02,8250,8320,7960,7980,81778,98074.0,12290000.0
2016-05-03,7940,8080,7940,8080,26861,99303.0,12290000.0
2016-05-04,8080,8080,7880,8020,43428,98566.0,12290000.0
2016-05-09,7940,8010,7880,7950,18758,97706.0,12290000.0
2016-05-10,7830,7990,7820,7960,29114,97828.0,12290000.0
2016-05-11,7930,8020,7920,8000,17323,98320.0,12290000.0
2016-05-12,7960,8080,7960,8040,18576,98812.0,12290000.0
2016-05-13,7990,8130,7960,7980,17137,98074.0,12290000.0
2016-05-16,7970,7970,7800,7840,35787,96354.0,12290000.0
2016-05-17,7850,7850,7700,7760,37318,95370.0,12290000.0
2016-05-18,7750,7750,7520,7650,61998,94018.0,12290000.0
2016-05-19,7650,7650,7320,7400,47214,90946.0,12290000.0
2016-05-20,7400,7860,7310,7660,58138,94141.0,12290000.0
2016-05-23,7660,7740,7460,7600,25035,93404.0,12290000.0
2016-05-24,7600,7760,7460,7590,21835,93281.0,12290000.0
2016-05-25,7650,7740,7480,7490,29402,92052.0,12290000.0
2016-05-26,7490,7620,7400,7520,20849,92421.0,12290000.0
2016-05-27,7590,7590,7420,7530,12746,92544.0,12290000.0
2016-05-30,7510,7610,7410,7480,16330,91929.0,12290000.0
2016-05-31,7360,7500,7360,7490,10020,92052.0,12290000.0
2016-06-01,7400,7620,7400,7590,21704,93281.0,12290000.0
2016-06-02,7690,7690,7460,7600,18857,93404.0,12290000.0
2016-06-03,7620,7660,7400,7410,38542,91069.0,12290000.0
2016-06-07,7410,7560,7410,7460,21152,91683.0,12290000.0
2016-06-08,7460,7990,7420,7700,160265,94633.0,12290000.0
2016-06-09,7690,7700,7550,7680,52174,94387.0,12290000.0
2016-06-10,7680,7820,7650,7690,39471,94510.0,12290000.0
2016-06-13,7690,7850,7500,7830,57611,96231.0,12290000.0
2016-06-14,7790,7790,7580,7650,44743,94018.0,12290000.0
2016-06-15,7610,7650,7480,7600,32142,93404.0,12290000.0
2016-06-16,7520,7830,7490,7600,54338,93404.0,12290000.0
2016-06-17,7560,7900,7510,7550,161219,92790.0,12290000.0
2016-06-20,7550,7650,7430,7430,29914,91315.0,12290000.0
2016-06-21,7440,7570,7420,7510,18000,92298.0,12290000.0
2016-06-22,7490,7500,7430,7430,18049,91315.0,12290000.0
2016-06-23,7430,7710,7340,7450,89277,91560.0,12290000.0
2016-06-24,7460,7480,6830,7000,94533,86030.0,12290000.0
2016-06-27,6740,6980,6700,6810,55383,83695.0,12290000.0
2016-06-28,6730,6940,6730,6880,35138,84555.0,12290000.0
2016-06-29,7030,7140,6880,7100,42315,87259.0,12290000.0
2016-06-30,7170,7170,7050,7140,23723,87751.0,12290000.0
2016-07-01,7140,7170,7080,7130,16837,87628.0,12290000.0
2016-07-04,7140,7300,7010,7100,29693,87259.0,12290000.0
2016-07-05,7140,7220,7060,7100,14580,87259.0,12290000.0
2016-07-06,7100,7140,6940,7010,28584,86153.0,12290000.0
2016-07-07,7110,7710,6970,7200,180653,88488.0,12290000.0
2016-07-08,7220,7400,7170,7280,37957,89471.0,12290000.0
2016-07-11,7340,7340,7100,7330,39891,90086.0,12290000.0
2016-07-12,7540,7540,7160,7160,39541,87996.0,12290000.0
2016-07-13,7130,7360,7130,7180,58820,88242.0,12290000.0
2016-07-14,7190,7230,7100,7170,30678,88119.0,12290000.0
2016-07-15,7170,7270,7100,7240,22946,88980.0,12290000.0
2016-07-18,7180,7220,7140,7220,12753,88734.0,12290000.0
2016-07-19,7120,7230,7120,7190,12330,88365.0,12290000.0
2016-07-20,7310,7370,7160,7240,30186,88980.0,12290000.0
2016-07-21,7300,7340,7180,7270,26429,89348.0,12290000.0
