청담러닝(096240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-03-02,20900,21000,20550,20550,14497,127688.0,6213550.0
2010-03-03,20350,20900,20350,20650,7802,128310.0,6213550.0
2010-03-04,20850,20950,20500,20900,14151,129863.0,6213550.0
2010-03-05,20950,21500,20400,21500,22490,133591.0,6213550.0
2010-03-08,21500,21750,21200,21700,10503,134834.0,6213550.0
2010-03-09,21600,22600,21300,22300,27024,138562.0,6213550.0
2010-03-10,22300,22400,21800,22000,11722,136698.0,6213550.0
2010-03-11,22100,22100,21500,21950,11357,136387.0,6213550.0
2010-03-12,22000,22000,21450,21600,10500,134213.0,6213550.0
2010-03-15,21450,21800,20700,21000,15758,130485.0,6213550.0
2010-03-16,21300,22150,20850,22000,86082,136698.0,6213550.0
2010-03-17,22200,22500,22100,22500,52846,139805.0,6213550.0
2010-03-18,22700,22700,22350,22500,27955,139805.0,6213550.0
2010-03-19,22750,22750,22400,22650,14761,140737.0,6213550.0
2010-03-22,22550,23350,22300,23350,29897,145086.0,6213550.0
2010-03-23,23350,23600,23100,23550,18205,146329.0,6213550.0
2010-03-24,23550,24200,23500,23950,36059,148815.0,6213550.0
2010-03-25,23750,24150,23300,24150,57259,150057.0,6213550.0
2010-03-26,24100,24400,23850,24300,25707,150989.0,6213550.0
2010-03-29,24200,24300,23900,24300,25420,150989.0,6213550.0
2010-03-30,24500,24500,24100,24400,21760,151611.0,6213550.0
2010-03-31,24400,25300,24200,25000,44149,155339.0,6213550.0
2010-04-01,24950,25200,24300,25200,34988,156581.0,6213550.0
2010-04-02,25150,25150,23700,25000,44023,155339.0,6213550.0
2010-04-05,24700,24950,23800,24500,15299,152232.0,6213550.0
2010-04-06,24250,24500,23800,24500,26448,152232.0,6213550.0
2010-04-07,24200,24650,24150,24500,9501,152232.0,6213550.0
2010-04-08,24500,24700,24050,24600,27331,152853.0,6213550.0
2010-04-09,24300,24750,24250,24650,35898,153164.0,6213550.0
2010-04-12,24650,24650,24000,24000,27519,149125.0,6213550.0
2010-04-13,23850,24000,22800,23450,37872,145708.0,6213550.0
2010-04-14,23450,23450,22950,23450,13127,145708.0,6213550.0
2010-04-15,23400,23700,23350,23450,5086,145708.0,6213550.0
2010-04-16,23650,23650,23250,23450,5478,145708.0,6213550.0
2010-04-19,23900,23900,23150,23350,3476,145086.0,6213550.0
2010-04-20,23150,23850,23150,23550,7891,146329.0,6213550.0
2010-04-21,23550,24850,23300,24850,24541,154407.0,6213550.0
2010-04-22,24400,24950,24300,24900,11091,154717.0,6213550.0
2010-04-23,24900,24950,24550,24700,9447,153475.0,6213550.0
2010-04-26,24600,24950,24200,24900,18132,154717.0,6213550.0
2010-04-27,25400,25500,24500,25500,37741,158446.0,6213550.0
2010-04-28,25100,25500,24750,25500,24654,158446.0,6213550.0
2010-04-29,25300,26000,24750,25650,45240,159378.0,6213550.0
2010-04-30,25650,26300,25100,26300,48669,163416.0,6213550.0
2010-05-03,26300,26300,25950,26250,17780,163106.0,6213550.0
2010-05-04,26150,26150,25850,25900,11513,160931.0,6213550.0
2010-05-06,25600,25600,25000,25200,14380,156581.0,6213550.0
2010-05-07,24550,25100,23600,24950,11470,155028.0,6213550.0
2010-05-10,25350,25400,24800,25350,5840,157513.0,6213550.0
2010-05-11,25350,25500,25150,25300,8643,157203.0,6213550.0
2010-05-12,24800,25600,24800,25200,53849,156581.0,6213550.0
2010-05-13,25200,25200,24550,24600,13322,152853.0,6213550.0
2010-05-14,24500,24600,24000,24400,12974,151611.0,6213550.0
2010-05-17,24500,24500,23950,24000,5886,149125.0,6213550.0
2010-05-18,23900,24200,23900,23950,6267,148815.0,6213550.0
2010-05-19,24000,24500,23000,24500,21010,152232.0,6213550.0
2010-05-20,24500,24500,23600,24500,10612,152232.0,6213550.0
2010-05-24,24450,24450,23650,23850,12070,148193.0,6213550.0
2010-05-25,23600,23900,22250,23150,18098,143844.0,6213550.0
2010-05-26,23500,23500,22950,23250,5277,144465.0,6213550.0
2010-05-27,23350,23400,22950,23400,7726,145397.0,6213550.0
2010-05-28,23300,23950,23300,23950,9121,148815.0,6213550.0
2010-05-31,24200,24700,23800,24600,15696,152853.0,6213550.0
2010-06-01,24250,24250,22900,22950,80360,142601.0,6213550.0
2010-06-03,22600,23000,22400,22400,16840,139184.0,6213550.0
2010-06-04,22700,22700,21500,21650,12746,134523.0,6213550.0
2010-06-07,20950,21250,20500,20500,16644,127378.0,6213550.0
2010-06-08,20500,20950,20100,20350,13347,126446.0,6213550.0
2010-06-09,20450,20700,20050,20250,8500,125824.0,6213550.0
2010-06-10,20000,20750,20000,20750,3186,128931.0,6213550.0
2010-06-11,20950,21200,20400,21200,22356,131727.0,6213550.0
2010-06-14,21000,21300,20700,21300,5658,132349.0,6213550.0
2010-06-15,21050,21400,20600,21350,8114,132659.0,6213550.0
2010-06-16,21500,21500,20500,21000,22427,130485.0,6213550.0
2010-06-17,20800,21150,20450,20950,38978,130174.0,6213550.0
2010-06-18,21050,21200,20550,20850,8370,129553.0,6213550.0
2010-06-21,20950,21250,20000,20400,35867,126756.0,6213550.0
2010-06-22,20100,20400,19950,20150,8274,125203.0,6213550.0
2010-06-23,20150,20350,19500,19550,20498,121475.0,6213550.0
2010-06-24,19550,20100,18800,20100,60364,124892.0,6213550.0
2010-06-25,19900,20200,19700,20000,6888,124271.0,6213550.0
2010-06-28,20200,20200,19800,20050,6273,124582.0,6213550.0
2010-06-29,19900,20250,19700,20000,6895,124271.0,6213550.0
2010-06-30,19300,20250,19300,20250,36766,125824.0,6213550.0
2010-07-01,20200,20200,19050,19050,29837,118368.0,6213550.0
2010-07-02,18950,19250,18600,18600,21966,115572.0,6213550.0
2010-07-05,18500,18750,17500,17600,79739,109358.0,6213550.0
2010-07-06,17550,17800,17050,17250,37674,107184.0,6213550.0
2010-07-07,17200,17500,16900,17150,35749,106562.0,6213550.0
2010-07-08,17450,17600,17200,17300,68317,107494.0,6213550.0
2010-07-09,17500,17650,17150,17650,32146,109669.0,6213550.0
2010-07-12,17650,17950,17450,17550,23344,109048.0,6213550.0
2010-07-13,17600,17750,17500,17550,11137,109048.0,6213550.0
2010-07-14,17650,17800,17500,17800,26460,110601.0,6213550.0
2010-07-15,17700,17800,17250,17350,32458,107805.0,6213550.0
2010-07-16,17400,17600,16800,16900,46705,105009.0,6213550.0
2010-07-19,16800,16850,16600,16700,17403,103766.0,6213550.0
2010-07-20,16800,17050,16700,16850,12951,104698.0,6213550.0
2010-07-21,16950,17250,16750,17050,16816,105941.0,6213550.0
2010-07-22,17050,17250,16900,17000,13446,105630.0,6213550.0
2010-07-23,17000,17200,16850,16850,7252,104698.0,6213550.0
2010-07-26,16850,17000,16600,16850,15209,104698.0,6213550.0
2010-07-27,17200,17200,16500,16700,18700,103766.0,6213550.0
2010-07-28,16550,16600,15800,15950,52164,99106.0,6213550.0
2010-07-29,16000,16050,15300,15750,50820,97863.0,6213550.0
2010-07-30,15500,15850,15500,15600,17504,96931.0,6213550.0
2010-08-02,15500,15850,14900,15100,81658,93825.0,6213550.0
2010-08-03,14950,15400,14900,15350,75585,95378.0,6213550.0
2010-08-04,15500,15500,14950,15000,46789,93203.0,6213550.0
2010-08-05,15050,15550,15000,15300,27828,95067.0,6213550.0
2010-08-06,15200,15550,15100,15550,13851,96621.0,6213550.0
2010-08-09,15200,15650,15200,15250,27522,94757.0,6213550.0
2010-08-10,15350,15500,15250,15400,18106,95689.0,6213550.0
2010-08-11,15450,15450,14550,14800,58489,91961.0,6213550.0
2010-08-12,14400,14950,14400,14600,16606,90718.0,6213550.0
2010-08-13,14450,14850,14450,14750,15533,91650.0,6213550.0
2010-08-16,14900,15050,14700,14900,11952,92582.0,6213550.0
2010-08-17,15150,15150,14500,14800,34932,91961.0,6213550.0
2010-08-18,14700,14900,14600,14800,9170,91961.0,6213550.0
2010-08-19,14800,14950,14700,14950,18466,92893.0,6213550.0
2010-08-20,14900,14900,14550,14600,17430,90718.0,6213550.0
2010-08-23,14750,14750,14300,14350,19311,89164.0,6213550.0
2010-08-24,14400,14500,14050,14100,23031,87611.0,6213550.0
2010-08-25,13900,14100,13650,14000,15895,86990.0,6213550.0
2010-08-26,14200,14200,13850,14000,13520,86990.0,6213550.0
2010-08-27,13850,14200,13500,13500,23818,83883.0,6213550.0
2010-08-30,13500,13950,13300,13700,19182,85126.0,6213550.0
2010-08-31,13650,14100,13650,13900,12458,86368.0,6213550.0
2010-09-01,14200,14250,13700,14000,13532,86990.0,6213550.0
2010-09-02,14000,14100,13700,13700,18885,85126.0,6213550.0
2010-09-03,13600,13900,13600,13850,10134,86058.0,6213550.0
2010-09-06,13900,14350,13650,13800,14195,85747.0,6213550.0
2010-09-07,13700,13950,13700,13950,4228,86679.0,6213550.0
2010-09-08,13750,14050,13600,13900,25832,86368.0,6213550.0
2010-09-09,14100,14350,13800,14150,14929,87922.0,6213550.0
2010-09-10,14250,14350,13800,13900,24803,86368.0,6213550.0
2010-09-13,14000,14000,13450,13500,47836,83883.0,6213550.0
2010-09-14,13500,13650,13350,13550,13821,84194.0,6213550.0
2010-09-15,13600,13700,13450,13600,7468,84504.0,6213550.0
2010-09-16,13500,13750,13500,13650,12988,84815.0,6213550.0
2010-09-17,13650,13700,13450,13500,11336,83883.0,6213550.0
2010-09-20,13500,13700,13450,13550,13804,84194.0,6213550.0
2010-09-24,13750,13750,13450,13500,11114,83883.0,6213550.0
2010-09-27,13600,13850,13400,13550,38948,84194.0,6213550.0
2010-09-28,13500,13600,13250,13400,31644,83262.0,6213550.0
2010-09-29,13500,13550,13300,13550,23523,84194.0,6213550.0
2010-09-30,13400,14200,13400,13950,28441,86679.0,6213550.0
2010-10-01,14000,14100,13550,13800,47185,85747.0,6213550.0
2010-10-04,13700,13850,13550,13750,35217,85436.0,6213550.0
2010-10-05,13600,13950,13600,13800,23402,85747.0,6213550.0
2010-10-06,13800,13850,13450,13450,49196,83572.0,6213550.0
2010-10-07,13550,13900,13500,13800,33500,85747.0,6213550.0
2010-10-08,13850,14400,13800,14300,55673,88854.0,6213550.0
2010-10-11,14450,14550,14050,14300,47005,88854.0,6213550.0
2010-10-12,14350,14400,14050,14350,18802,89164.0,6213550.0
2010-10-13,14200,14400,14000,14100,20808,87611.0,6213550.0
2010-10-14,14000,14250,13800,13950,46482,86679.0,6213550.0
2010-10-15,13900,14250,13750,14200,29666,88232.0,6213550.0
2010-10-18,14350,14550,14150,14250,52485,88543.0,6213550.0
2010-10-19,14450,14450,14000,14000,25883,86990.0,6213550.0
2010-10-20,13900,14100,13850,14050,39591,87300.0,6213550.0
2010-10-21,14250,14250,13400,13450,86633,83572.0,6213550.0
2010-10-22,13450,13550,13150,13250,57552,82330.0,6213550.0
2010-10-25,13200,13900,13200,13600,98232,84504.0,6213550.0
2010-10-26,13500,13750,13250,13400,61625,83262.0,6213550.0
2010-10-27,13400,13900,13400,13650,41495,84815.0,6213550.0
2010-10-28,13800,15600,13700,14900,451073,92582.0,6213550.0
2010-10-29,14900,14950,14250,14650,126906,91029.0,6213550.0
2010-11-01,14750,15400,14700,15050,110168,93514.0,6213550.0
2010-11-02,14800,15600,14800,15000,100666,93203.0,6213550.0
2010-11-03,15350,15350,14950,14950,52800,92893.0,6213550.0
2010-11-04,15000,15100,14450,15100,66785,93825.0,6213550.0
2010-11-05,15100,16000,14850,15550,176457,96621.0,6213550.0
2010-11-08,15650,15850,15250,15500,69789,96310.0,6213550.0
2010-11-09,15600,16250,15400,16000,138192,99417.0,6213550.0
2010-11-10,16000,16200,15400,15450,125355,95999.0,6213550.0
2010-11-11,15500,15500,14850,14900,76514,92582.0,6213550.0
2010-11-12,14650,15100,14000,14250,77855,88543.0,6213550.0
2010-11-15,14250,14450,14000,14000,32749,86990.0,6213550.0
2010-11-16,14000,14150,13300,13650,52075,84815.0,6213550.0
2010-11-17,13600,13900,13250,13900,27186,86368.0,6213550.0
2010-11-18,13700,14100,13700,14000,15260,86990.0,6213550.0
2010-11-19,14100,14250,13750,13900,22920,86368.0,6213550.0
2010-11-22,14000,14450,13850,14100,27471,87611.0,6213550.0
2010-11-23,14300,14300,13650,13750,28686,85436.0,6213550.0
2010-11-24,12900,13850,12850,13750,40232,85436.0,6213550.0
2010-11-25,13800,14050,13650,13650,12310,84815.0,6213550.0
2010-11-26,13800,13800,13200,13450,30324,83572.0,6213550.0
2010-11-29,13450,13600,13250,13400,13928,83262.0,6213550.0
2010-11-30,13250,13500,13250,13400,12928,83262.0,6213550.0
2010-12-01,13550,13750,13350,13650,13938,84815.0,6213550.0
2010-12-02,13800,14000,13600,13800,13530,85747.0,6213550.0
2010-12-03,13900,13950,13550,13700,12919,85126.0,6213550.0
2010-12-06,14000,14000,13650,13700,14292,85126.0,6213550.0
2010-12-07,13600,13950,13550,13900,9888,86368.0,6213550.0
2010-12-08,14000,14000,13750,13900,6451,86368.0,6213550.0
2010-12-09,13750,14300,13750,14300,27274,88854.0,6213550.0
2010-12-10,14400,14500,14150,14450,19955,89786.0,6213550.0
2010-12-13,14650,14700,14400,14450,19426,89786.0,6213550.0
2010-12-14,14650,14650,14250,14400,15503,89475.0,6213550.0
2010-12-15,14550,14550,14050,14250,12754,88543.0,6213550.0
2010-12-16,14100,14350,14100,14300,11082,88854.0,6213550.0
2010-12-17,14350,14350,14050,14100,10736,87611.0,6213550.0
2010-12-20,13900,13900,13350,13450,26247,83572.0,6213550.0
2010-12-21,13900,13900,13550,13800,12122,85747.0,6213550.0
2010-12-22,14050,14050,13500,13750,10504,85436.0,6213550.0
2010-12-23,13750,13850,13550,13600,8921,84504.0,6213550.0
2010-12-24,13600,13750,13450,13650,9010,84815.0,6213550.0
2010-12-27,13850,13900,13650,13800,7774,85747.0,6213550.0
2010-12-28,13800,14050,13750,14000,11852,86990.0,6213550.0
2010-12-29,14050,14500,13900,14500,26869,90096.0,6213550.0
2010-12-30,14600,15400,14600,15200,94685,94446.0,6213550.0
2011-01-03,15300,15550,15150,15350,36316,95378.0,6213550.0
2011-01-04,15350,15350,15000,15100,36677,93825.0,6213550.0
2011-01-05,15300,15300,14800,14900,23060,92582.0,6213550.0
2011-01-06,14800,15250,14800,15250,40907,94757.0,6213550.0
2011-01-07,15300,17500,15300,17000,280853,105630.0,6213550.0
2011-01-10,16850,17250,16450,17000,88645,105630.0,6213550.0
2011-01-11,17100,17500,16750,17000,48025,105630.0,6213550.0
2011-01-12,17200,17300,16700,16800,43921,104388.0,6213550.0
2011-01-13,16850,16950,16100,16300,46812,101281.0,6213550.0
2011-01-14,16500,16900,16000,16650,21856,103456.0,6213550.0
2011-01-17,16900,17400,14200,14200,192718,88232.0,6213550.0
2011-01-18,14600,15250,13100,13500,242846,83883.0,6213550.0
2011-01-19,13550,14000,13450,13950,77608,86679.0,6213550.0
2011-01-20,13950,13950,13400,13400,32555,83262.0,6213550.0
2011-01-21,13200,13450,13050,13100,47597,81398.0,6213550.0
2011-01-24,13000,13200,12600,12900,48383,80155.0,6213550.0
2011-01-25,12850,13050,12350,12500,41790,77669.0,6213550.0
2011-01-26,12600,13250,12300,12950,39231,80465.0,6213550.0
2011-01-27,12950,13200,12700,13000,15453,80776.0,6213550.0
2011-01-28,13000,13300,13000,13200,12190,82019.0,6213550.0
2011-01-31,13000,13100,12650,13000,13702,80776.0,6213550.0
2011-02-01,12850,13000,12800,13000,4999,80776.0,6213550.0
2011-02-07,12950,13200,12600,12600,12471,78291.0,6213550.0
2011-02-08,12550,12800,12400,12500,19375,77669.0,6213550.0
2011-02-09,12600,12700,12200,12400,17091,77048.0,6213550.0
2011-02-10,12300,12400,11700,11850,49022,73631.0,6213550.0
2011-02-11,11550,11850,10150,10600,204058,65864.0,6213550.0
2011-02-14,10400,11350,10400,10950,113965,68038.0,6213550.0
2011-02-15,10750,11300,10550,11150,44047,69281.0,6213550.0
2011-02-16,11450,11450,10950,11150,36693,69281.0,6213550.0
2011-02-17,11150,11350,10800,10900,38695,67728.0,6213550.0
2011-02-18,10850,11200,10850,11100,19536,68970.0,6213550.0
2011-02-21,11100,11500,11100,11400,15473,70834.0,6213550.0
2011-02-22,11250,11500,11000,11350,35883,70524.0,6213550.0
2011-02-23,11500,11500,11200,11250,21489,69902.0,6213550.0
2011-02-24,11200,11400,11100,11100,34342,68970.0,6213550.0
2011-02-25,11050,11300,11050,11200,10968,69592.0,6213550.0
2011-02-28,11300,11400,10900,11200,29042,69592.0,6213550.0
2011-03-02,11200,11550,11200,11400,11405,70834.0,6213550.0
2011-03-03,11350,11650,11300,11600,19751,72077.0,6213550.0
2011-03-04,11600,11850,11550,11750,15588,73009.0,6213550.0
2011-03-07,11800,11800,11500,11550,16192,71767.0,6213550.0
2011-03-08,11650,11650,11400,11600,11031,72077.0,6213550.0
2011-03-09,11700,11700,11300,11300,24182,70213.0,6213550.0
2011-03-10,11450,11500,11200,11400,23692,70834.0,6213550.0
2011-03-11,11100,11300,11050,11300,14891,70213.0,6213550.0
2011-03-14,11100,11100,9990,10150,61920,63068.0,6213550.0
2011-03-15,10250,10500,9700,10200,48441,63378.0,6213550.0
2011-03-16,10150,10300,10000,10200,33145,63378.0,6213550.0
2011-03-17,9900,10100,9860,9980,22511,62011.0,6213550.0
2011-03-18,10000,10600,9980,10400,15523,64621.0,6213550.0
2011-03-21,10400,10700,10400,10650,8400,66174.0,6213550.0
2011-03-22,10850,10850,10550,10600,5499,65864.0,6213550.0
2011-03-23,10750,10750,10550,10600,3584,65864.0,6213550.0
2011-03-24,10700,10900,10550,10850,9916,67417.0,6213550.0
2011-03-25,10900,11050,10750,11000,14564,68349.0,6213550.0
2011-03-28,11250,11850,11200,11600,25601,72077.0,6213550.0
2011-03-29,11850,11850,11350,11400,14509,70834.0,6213550.0
2011-03-30,11300,11500,11250,11450,17611,71145.0,6213550.0
2011-03-31,11450,11600,11250,11300,15283,70213.0,6213550.0
2011-04-01,11300,11600,11300,11400,19778,70834.0,6213550.0
2011-04-04,11550,11750,11400,11650,18836,72388.0,6213550.0
2011-04-05,11800,11800,11550,11750,13685,73009.0,6213550.0
2011-04-06,11750,11750,11450,11650,13352,72388.0,6213550.0
2011-04-07,11650,11750,11500,11600,6335,72077.0,6213550.0
2011-04-08,11550,11700,11500,11650,7991,72388.0,6213550.0
2011-04-11,11650,11700,11450,11500,13491,71456.0,6213550.0
2011-04-12,11500,11650,11350,11450,11015,71145.0,6213550.0
2011-04-13,11500,11650,11400,11500,7079,71456.0,6213550.0
2011-04-14,11350,12100,11300,11850,21410,73631.0,6213550.0
2011-04-15,11900,12200,11750,12150,15849,75495.0,6213550.0
2011-04-18,12350,13300,12350,12500,51790,77669.0,6213550.0
2011-04-19,12250,12600,12250,12600,20199,78291.0,6213550.0
2011-04-20,12300,12650,12150,12650,28626,78601.0,6213550.0
2011-04-21,12300,12850,12100,12100,9825,75184.0,6213550.0
2011-04-22,12350,12500,12000,12400,10195,77048.0,6213550.0
2011-04-25,12650,12700,12250,12700,12557,78912.0,6213550.0
2011-04-26,12850,12900,12350,12350,10164,76737.0,6213550.0
2011-04-27,12500,12650,12150,12150,17831,75495.0,6213550.0
2011-04-28,12150,12250,11900,12150,12494,75495.0,6213550.0
2011-04-29,12300,12300,11300,12250,15695,76116.0,6213550.0
2011-05-02,11850,13300,11850,12400,18463,77048.0,6213550.0
2011-05-03,12200,12700,12200,12500,13636,77669.0,6213550.0
2011-05-04,12600,12600,12350,12550,13675,77980.0,6213550.0
2011-05-06,12600,12800,12250,12700,23358,78912.0,6213550.0
2011-05-09,12750,12750,12500,12650,5137,78601.0,6213550.0
2011-05-11,12750,13100,12250,12500,26193,77669.0,6213550.0
2011-05-12,12200,12600,12200,12500,11022,77669.0,6213550.0
2011-05-13,12650,12650,12150,12350,4178,76737.0,6213550.0
2011-05-16,12350,12400,12150,12300,6292,76427.0,6213550.0
2011-05-17,12400,12400,12000,12350,4233,76737.0,6213550.0
2011-05-18,12300,12350,11850,11850,8853,73631.0,6213550.0
2011-05-19,12450,12500,11650,11650,6091,72388.0,6213550.0
2011-05-20,11500,11800,11300,11500,5814,71456.0,6213550.0
2011-05-23,11850,11850,11300,11500,1631,71456.0,6213550.0
2011-05-24,11300,11700,11150,11500,5397,71456.0,6213550.0
2011-05-25,11600,11600,11050,11500,5497,71456.0,6213550.0
2011-05-26,11300,11650,11150,11300,5862,70213.0,6213550.0
2011-05-27,11500,12900,11400,11400,90442,70834.0,6213550.0
2011-05-30,11500,11600,10800,11000,27045,68349.0,6213550.0
2011-05-31,10900,11150,10750,11000,10021,68349.0,6213550.0
2011-06-01,10850,11300,10850,11150,6295,69281.0,6213550.0
2011-06-02,11200,11350,11050,11150,4747,69281.0,6213550.0
2011-06-03,11400,11400,11100,11150,2318,69281.0,6213550.0
2011-06-07,11150,11300,11050,11300,4459,70213.0,6213550.0
2011-06-08,11500,11500,11150,11500,2999,71456.0,6213550.0
2011-06-09,11450,11700,11000,11100,16638,68970.0,6213550.0
2011-06-10,11150,11450,10900,11050,7957,68660.0,6213550.0
2011-06-13,11150,11350,11000,11200,5019,69592.0,6213550.0
2011-06-14,11300,11350,11000,11300,3698,70213.0,6213550.0
2011-06-15,12200,12200,11400,11550,7319,71767.0,6213550.0
2011-06-16,11500,11600,11100,11600,6171,72077.0,6213550.0
2011-06-17,11600,11750,11350,11550,4988,71767.0,6213550.0
2011-06-20,11550,11550,11250,11250,2784,69902.0,6213550.0
2011-06-21,11650,11650,11300,11500,2277,71456.0,6213550.0
2011-06-22,11300,11600,11000,11000,18156,68349.0,6213550.0
2011-06-23,11000,11150,10900,10950,8783,68038.0,6213550.0
2011-06-24,11150,11150,10950,11050,4357,68660.0,6213550.0
2011-06-27,10750,11100,10750,11000,7157,68349.0,6213550.0
2011-06-28,11000,11200,11000,11000,4006,68349.0,6213550.0
2011-06-29,11100,11100,10800,10850,14364,67417.0,6213550.0
2011-06-30,11050,11050,10750,10950,3994,68038.0,6213550.0
2011-07-01,11150,11150,10900,11000,5661,68349.0,6213550.0
2011-07-04,11050,11100,10900,11000,6621,68349.0,6213550.0
2011-07-05,10900,11000,10900,10950,3459,68038.0,6213550.0
2011-07-06,10950,11000,10900,11000,3917,68349.0,6213550.0
2011-07-07,11050,11050,10900,11000,5292,68349.0,6213550.0
2011-07-08,10900,11250,10900,11250,8578,69902.0,6213550.0
2011-07-11,11250,11250,11050,11100,8347,68970.0,6213550.0
2011-07-12,11100,11100,10850,10850,5223,67417.0,6213550.0
2011-07-13,10900,10950,10850,10900,2603,67728.0,6213550.0
2011-07-14,10950,11100,10850,11100,4525,68970.0,6213550.0
2011-07-15,11100,11100,10900,11050,3634,68660.0,6213550.0
2011-07-18,11100,11400,10900,11350,19805,70524.0,6213550.0
2011-07-19,11350,13050,11350,12050,334250,74873.0,6213550.0
2011-07-20,12250,12250,11700,11800,47808,73320.0,6213550.0
2011-07-21,12000,12100,11650,11850,15290,73631.0,6213550.0
2011-07-22,11700,12150,11700,11950,16660,74252.0,6213550.0
2011-07-25,11900,12150,11750,11750,14044,73009.0,6213550.0
2011-07-26,11600,11950,11600,11800,8424,73320.0,6213550.0
2011-07-27,11700,11900,11500,11800,14283,73320.0,6213550.0
2011-07-28,11600,12450,11450,12300,34091,76427.0,6213550.0
2011-07-29,12450,12450,12050,12100,29640,75184.0,6213550.0
2011-08-01,12350,12350,11800,11850,16620,73631.0,6213550.0
2011-08-02,12000,12300,11700,12100,40747,75184.0,6213550.0
2011-08-03,11900,12000,11600,11750,11131,73009.0,6213550.0
2011-08-04,11900,12700,11850,12150,87213,75495.0,6213550.0
2011-08-05,11200,11850,11000,11400,23279,70834.0,6213550.0
2011-08-08,11200,11650,10250,10850,28414,67417.0,6213550.0
2011-08-09,10300,10800,9800,10400,24951,64621.0,6213550.0
2011-08-10,10400,10800,10400,10450,12438,64932.0,6213550.0
2011-08-11,10000,10700,9800,10700,7227,66485.0,6213550.0
2011-08-12,10850,11100,10550,10600,11810,65864.0,6213550.0
2011-08-16,11000,11000,10600,10800,10421,67106.0,6213550.0
2011-08-17,10650,11000,10550,10750,13003,66796.0,6213550.0
2011-08-18,10900,11050,10150,10200,28042,63378.0,6213550.0
2011-08-19,9750,10650,9750,10400,23791,64621.0,6213550.0
2011-08-22,10350,10850,10100,10500,19820,65242.0,6213550.0
2011-08-23,10600,10900,10500,10750,16368,66796.0,6213550.0
2011-08-24,11000,11000,10450,10700,13049,66485.0,6213550.0
2011-08-25,10850,11350,10550,11050,35812,68660.0,6213550.0
2011-08-26,11150,11150,10750,11050,13045,68660.0,6213550.0
2011-08-29,11300,11400,11000,11200,11970,69592.0,6213550.0
2011-08-30,11050,11300,11000,11150,4821,69281.0,6213550.0
2011-08-31,11600,11600,11100,11400,10179,70834.0,6213550.0
2011-09-01,11550,11550,11300,11300,9259,70213.0,6213550.0
2011-09-02,11200,11400,11150,11350,5541,70524.0,6213550.0
2011-09-05,11350,11400,10550,11000,11022,68349.0,6213550.0
2011-09-06,10550,10950,10550,10550,12845,65553.0,6213550.0
2011-09-07,10600,10900,10600,10700,4591,66485.0,6213550.0
2011-09-08,10550,11000,10350,10650,17962,66174.0,6213550.0
2011-09-09,10650,10800,10500,10500,5971,65242.0,6213550.0
2011-09-14,10400,10550,10200,10200,8785,63378.0,6213550.0
2011-09-15,10350,11000,10000,10450,13475,64932.0,6213550.0
2011-09-16,10450,10650,10400,10500,4321,65242.0,6213550.0
2011-09-19,10600,10600,10300,10350,5479,64310.0,6213550.0
2011-09-20,10300,10550,10300,10500,5582,65242.0,6213550.0
2011-09-21,10700,10700,10550,10600,3285,65864.0,6213550.0
2011-09-22,10300,10500,10200,10200,10856,63378.0,6213550.0
2011-09-23,10000,10100,9890,9890,14753,61452.0,6213550.0
2011-09-26,9870,10100,9390,9620,13581,59774.0,6213550.0
2011-09-27,9790,9950,9630,9880,8642,61390.0,6213550.0
2011-09-28,9910,10200,9910,10000,11999,62136.0,6213550.0
2011-09-29,10150,10250,9950,10250,1655,63689.0,6213550.0
2011-09-30,10050,10200,10000,10100,7934,62757.0,6213550.0
2011-10-04,10000,10000,9810,10000,4545,62136.0,6213550.0
2011-10-05,9810,10000,9520,9710,15148,60334.0,6213550.0
2011-10-06,10100,10100,9800,9940,7391,61763.0,6213550.0
2011-10-07,9940,10200,9910,10000,11063,62136.0,6213550.0
2011-10-10,10050,10250,10050,10200,5689,63378.0,6213550.0
2011-10-11,10200,10450,10050,10350,15766,64310.0,6213550.0
2011-10-12,10400,11000,10350,10750,10194,66796.0,6213550.0
2011-10-13,10650,11150,10550,11050,13374,68660.0,6213550.0
2011-10-14,11100,11250,10800,11050,13257,68660.0,6213550.0
2011-10-17,11050,11350,10900,10950,10763,68038.0,6213550.0
2011-10-18,10700,11100,10700,11000,7679,68349.0,6213550.0
2011-10-19,10800,11200,10800,11050,3618,68660.0,6213550.0
2011-10-20,11200,11200,10700,10800,9884,67106.0,6213550.0
2011-10-21,10950,11050,10800,10850,6441,67417.0,6213550.0
2011-10-24,11100,11100,10850,10900,8286,67728.0,6213550.0
2011-10-25,10850,11150,10800,11150,9307,69281.0,6213550.0
2011-10-26,10900,11150,10900,11050,2346,68660.0,6213550.0
2011-10-27,10950,11650,10950,11350,5570,70524.0,6213550.0
2011-10-28,11200,11750,11200,11550,7278,71767.0,6213550.0
2011-10-31,11450,11650,11250,11500,11313,71456.0,6213550.0
2011-11-01,11250,11500,11100,11350,7000,70524.0,6213550.0
2011-11-02,11050,11400,10950,11400,15499,70834.0,6213550.0
2011-11-03,11450,11800,10900,11150,12881,69281.0,6213550.0
2011-11-04,11300,11550,11100,11200,15545,69592.0,6213550.0
2011-11-07,11100,11600,11100,11450,18737,71145.0,6213550.0
