코아스템(166480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-03-10,10400,10600,10250,10400,16791,163461.0,15717440.0
2017-03-13,10400,10500,10300,10350,25999,162676.0,15717440.0
2017-03-14,10450,10450,10200,10200,28116,160318.0,15717440.0
2017-03-15,10300,10400,10150,10200,25363,160318.0,15717440.0
2017-03-16,10200,10400,10100,10200,21572,160318.0,15717440.0
2017-03-17,10200,10300,10150,10150,18675,159532.0,15717440.0
2017-03-20,10200,10250,9990,10000,45805,157174.0,15717440.0
2017-03-21,10000,10050,9900,9910,64008,155760.0,15717440.0
2017-03-22,9910,10100,9870,9930,29554,156074.0,15717440.0
2017-03-23,10000,10000,9920,9930,22273,156074.0,15717440.0
2017-03-24,9920,10150,9920,10000,37314,157174.0,15717440.0
2017-03-27,10050,10150,9990,9990,20554,157017.0,15717440.0
2017-03-28,9980,10100,9950,10050,27603,157960.0,15717440.0
2017-03-29,10150,10400,9990,10200,78594,160318.0,15717440.0
2017-03-30,10200,10250,10000,10100,29558,158746.0,15717440.0
2017-03-31,10100,10400,10050,10300,48130,161890.0,15717440.0
2017-04-03,10400,10750,10300,10750,101819,168962.0,15717440.0
2017-04-04,10800,10800,10600,10750,38256,168962.0,15717440.0
2017-04-05,10800,10800,10650,10800,20576,169748.0,15717440.0
2017-04-06,10800,10950,10600,10950,39268,172106.0,15717440.0
2017-04-07,10950,11250,10850,11150,66801,175249.0,15717440.0
2017-04-10,11150,11150,10600,10650,82655,167391.0,15717440.0
2017-04-11,10850,10850,10200,10300,76795,161890.0,15717440.0
2017-04-12,10250,10300,9990,10000,77896,157174.0,15717440.0
2017-04-13,10000,10150,9950,10100,80011,158746.0,15717440.0
2017-04-14,10000,10550,9950,9950,135867,156389.0,15717440.0
2017-04-17,10050,10350,10050,10250,49286,161104.0,15717440.0
2017-04-18,10250,10250,9980,10050,71911,157960.0,15717440.0
2017-04-19,10150,10150,9950,10000,66859,157174.0,15717440.0
2017-04-20,10000,10250,10000,10200,102719,160318.0,15717440.0
2017-04-21,10150,10300,10150,10250,19267,161104.0,15717440.0
2017-04-24,10250,10250,9970,10000,67566,157174.0,15717440.0
2017-04-25,10000,10200,9990,10150,41261,159532.0,15717440.0
2017-04-26,10150,10150,10000,10150,63749,159532.0,15717440.0
2017-04-27,10100,10200,9960,9970,53689,156703.0,15717440.0
2017-04-28,9970,10050,9900,9920,50326,155917.0,15717440.0
2017-05-02,9980,9980,9360,9400,132603,147744.0,15717440.0
2017-05-04,9480,9480,9200,9270,55540,145701.0,15717440.0
2017-05-08,9280,9670,9280,9560,50088,150259.0,15717440.0
2017-05-10,9600,9840,9590,9810,58243,154188.0,15717440.0
2017-05-11,9810,9850,9710,9720,34317,152774.0,15717440.0
2017-05-12,9820,9840,9620,9730,41717,152931.0,15717440.0
2017-05-15,9780,9940,9690,9900,39150,155603.0,15717440.0
2017-05-16,9980,9990,9780,9930,54066,156074.0,15717440.0
2017-05-17,9930,9970,9800,9800,13339,154031.0,15717440.0
2017-05-18,9790,9790,9530,9620,34738,151202.0,15717440.0
2017-05-19,9580,9690,9470,9600,56858,150887.0,15717440.0
2017-05-22,9630,9630,9480,9490,26933,149159.0,15717440.0
2017-05-23,9550,9570,9470,9530,20458,149787.0,15717440.0
2017-05-24,9540,9830,9540,9800,45832,154031.0,15717440.0
2017-05-25,9920,9980,9610,9730,43250,152931.0,15717440.0
2017-05-26,9730,9890,9680,9740,37157,153088.0,15717440.0
2017-05-29,9820,9850,9630,9710,27709,152616.0,15717440.0
2017-05-30,9710,9820,9650,9800,30361,154031.0,15717440.0
2017-05-31,9800,10150,9800,10100,86716,158746.0,15717440.0
2017-06-01,10100,10200,9850,9870,53606,155131.0,15717440.0
2017-06-02,9860,9980,9810,9870,35388,155131.0,15717440.0
2017-06-05,9880,10100,9880,10050,62313,157960.0,15717440.0
2017-06-07,10050,10150,9950,10000,38137,157174.0,15717440.0
2017-06-08,10000,10050,9860,9930,35313,156074.0,15717440.0
2017-06-09,9930,10200,9830,10150,83973,159532.0,15717440.0
2017-06-12,10250,10600,9940,9950,289824,156389.0,15717440.0
2017-06-13,10000,10150,9950,10100,81844,158746.0,15717440.0
2017-06-14,10250,10650,10150,10300,256158,161890.0,15717440.0
2017-06-15,10350,10400,10050,10250,69201,161104.0,15717440.0
2017-06-16,10200,10300,10000,10050,74180,157960.0,15717440.0
2017-06-19,10100,10200,9990,10000,65703,157174.0,15717440.0
2017-06-20,10000,10250,9940,10000,103044,157174.0,15717440.0
2017-06-21,10000,10000,9810,9850,57460,154817.0,15717440.0
2017-06-22,9840,9900,9510,9520,109908,149630.0,15717440.0
2017-06-23,9550,9850,9550,9750,55367,153245.0,15717440.0
2017-06-26,9810,9870,9530,9620,50448,151202.0,15717440.0
2017-06-27,9560,9740,9520,9580,76462,150573.0,15717440.0
2017-06-28,9590,9590,9350,9350,76604,146958.0,15717440.0
2017-06-29,9360,9460,9330,9400,31187,147744.0,15717440.0
2017-06-30,9400,9450,9300,9390,30400,147587.0,15717440.0
2017-07-03,9390,9430,9330,9390,28633,147587.0,15717440.0
2017-07-04,9390,9500,9350,9390,32474,147587.0,15717440.0
2017-07-05,9430,9430,9280,9300,45482,146172.0,15717440.0
2017-07-06,9390,9490,9350,9410,32314,147901.0,15717440.0
2017-07-07,9360,9430,9290,9340,25613,146801.0,15717440.0
2017-07-10,9410,9410,9110,9110,34850,143186.0,15717440.0
2017-07-11,9110,9200,8950,9030,51370,141928.0,15717440.0
2017-07-12,8900,9290,8900,9190,44306,144443.0,15717440.0
2017-07-13,9250,9250,9000,9050,33311,142243.0,15717440.0
2017-07-14,9090,9090,8900,9020,43479,141771.0,15717440.0
2017-07-17,8940,9070,8940,8990,25041,141300.0,15717440.0
2017-07-18,9000,9050,8890,8990,26836,141300.0,15717440.0
2017-07-19,8990,9230,8900,9150,44385,143815.0,15717440.0
2017-07-20,9190,9380,9050,9340,41233,146801.0,15717440.0
2017-07-21,9400,9480,9260,9410,39552,147901.0,15717440.0
2017-07-24,9460,9520,9290,9350,31543,146958.0,15717440.0
2017-07-25,9360,9550,9350,9500,40696,149316.0,15717440.0
2017-07-26,9420,9560,9330,9510,40370,149473.0,15717440.0
2017-07-27,9510,9530,9400,9470,18576,148844.0,15717440.0
2017-07-28,9460,9460,9090,9220,41071,144915.0,15717440.0
2017-07-31,9390,9400,9000,9140,24496,143657.0,15717440.0
2017-08-01,9150,9300,9020,9130,15915,143500.0,15717440.0
2017-08-02,9140,9260,9130,9160,16215,143972.0,15717440.0
2017-08-03,9150,9180,8950,8970,53644,140985.0,15717440.0
2017-08-04,9080,9080,8920,8980,12055,141143.0,15717440.0
2017-08-07,9090,9140,8930,9110,13402,143186.0,15717440.0
2017-08-08,9140,9290,9050,9190,16843,144443.0,15717440.0
2017-08-09,9250,9250,9010,9100,13840,143029.0,15717440.0
2017-08-10,9050,9190,8900,8990,21644,141300.0,15717440.0
2017-08-11,8900,8910,8600,8600,57078,135170.0,15717440.0
2017-08-14,8600,8730,8440,8500,31613,133598.0,15717440.0
2017-08-16,8510,8590,8320,8480,69255,133284.0,15717440.0
2017-08-17,8400,8610,8400,8610,34898,135327.0,15717440.0
2017-08-18,8560,8660,8480,8650,14235,135956.0,15717440.0
2017-08-21,8650,8680,8510,8590,10616,135013.0,15717440.0
2017-08-22,8510,8670,8510,8530,16877,134070.0,15717440.0
2017-08-23,8530,8650,8520,8580,13547,134856.0,15717440.0
2017-08-24,8550,8660,8540,8600,14366,135170.0,15717440.0
2017-08-25,8520,8590,8420,8480,28257,133284.0,15717440.0
2017-08-28,8590,8880,8490,8710,49745,136899.0,15717440.0
2017-08-29,8710,8880,8650,8660,26274,136113.0,15717440.0
2017-08-30,8740,8800,8580,8640,23608,135799.0,15717440.0
2017-08-31,8720,8720,8540,8570,23735,134698.0,15717440.0
2017-09-01,8580,9130,8580,9080,132701,142714.0,15717440.0
2017-09-04,8810,8990,8650,8720,83885,137056.0,15717440.0
2017-09-05,8800,8920,8690,8730,25139,137213.0,15717440.0
2017-09-06,8730,8820,8700,8730,22647,137213.0,15717440.0
2017-09-07,8740,8780,8650,8730,30427,137213.0,15717440.0
2017-09-08,8730,8760,8490,8500,59552,133598.0,15717440.0
2017-09-11,8480,8610,7780,7890,373317,124011.0,15717440.0
2017-09-12,7990,7990,7210,7350,251757,115523.0,15717440.0
2017-09-13,7410,7580,7310,7420,78048,116623.0,15717440.0
2017-09-14,7350,7460,7260,7450,125294,117095.0,15717440.0
2017-09-15,7450,7900,7350,7730,98128,121496.0,15717440.0
2017-09-18,7850,7870,7750,7770,39624,122125.0,15717440.0
2017-09-19,7760,7870,7640,7870,58096,123696.0,15717440.0
2017-09-20,7870,8190,7710,7770,141765,122125.0,15717440.0
2017-09-21,7700,7920,7700,7840,31866,123225.0,15717440.0
2017-09-22,7880,7880,7420,7430,58411,116781.0,15717440.0
2017-09-25,7430,7450,6950,7030,78602,110494.0,15717440.0
2017-09-26,6890,7160,6810,6880,73572,108136.0,15717440.0
2017-09-27,6880,7010,6810,6920,30169,108765.0,15717440.0
2017-09-28,7070,7070,6920,7000,26183,110022.0,15717440.0
2017-09-29,6920,7240,6920,7220,28312,113480.0,15717440.0
2017-10-10,7300,7400,7100,7190,27321,113008.0,15717440.0
2017-10-11,7110,7340,7110,7280,19150,114423.0,15717440.0
2017-10-12,7340,7400,7270,7330,18957,115209.0,15717440.0
2017-10-13,7300,7410,7250,7300,23033,114737.0,15717440.0
2017-10-16,7330,7450,7240,7380,32349,115995.0,15717440.0
2017-10-17,7430,7440,7250,7360,20415,115680.0,15717440.0
2017-10-18,7420,8110,7390,7820,313440,122910.0,15717440.0
2017-10-19,7790,7790,7480,7480,88575,117566.0,15717440.0
2017-10-20,7580,7580,7410,7480,38027,117566.0,15717440.0
2017-10-23,7430,7640,7400,7640,31477,120081.0,15717440.0
2017-10-24,7670,8000,7640,7760,53660,121967.0,15717440.0
2017-10-25,7780,8490,7760,8290,237710,130298.0,15717440.0
2017-10-26,8290,8580,8130,8320,107764,130769.0,15717440.0
2017-10-27,8320,8340,8100,8290,49242,130298.0,15717440.0
2017-10-30,8380,9000,8340,9000,279280,141457.0,15717440.0
2017-10-31,9010,9080,8780,8820,96801,138628.0,15717440.0
2017-11-01,8710,8940,8630,8890,63746,139728.0,15717440.0
2017-11-02,8810,8880,8350,8390,93209,131869.0,15717440.0
2017-11-03,8390,9190,8390,9150,236709,143815.0,15717440.0
2017-11-06,9200,9410,8990,9350,163840,146958.0,15717440.0
2017-11-07,9390,9390,9030,9270,59305,145701.0,15717440.0
2017-11-08,9270,9300,9100,9270,86340,145701.0,15717440.0
2017-11-09,9350,9750,9250,9450,241607,148530.0,15717440.0
2017-11-10,9450,9910,9420,9890,281196,155445.0,15717440.0
2017-11-13,9850,10050,9760,9890,120561,155445.0,15717440.0
2017-11-14,9950,10250,9840,10100,202296,158746.0,15717440.0
2017-11-15,10400,10700,9760,10000,399960,157174.0,15717440.0
2017-11-16,9860,9990,9590,9810,149292,154188.0,15717440.0
2017-11-17,9900,9900,9170,9200,309916,144600.0,15717440.0
2017-11-20,9250,10350,9250,9780,557791,153717.0,15717440.0
2017-11-21,9780,10250,9570,9890,313457,155445.0,15717440.0
2017-11-22,10050,10150,9340,9390,249901,147587.0,15717440.0
2017-11-23,9400,9690,9160,9630,107359,151359.0,15717440.0
2017-11-24,9600,9720,9350,9350,80060,146958.0,15717440.0
2017-11-27,9370,9410,9030,9240,117080,145229.0,15717440.0
2017-11-28,9350,9420,9050,9050,73056,142243.0,15717440.0
2017-11-29,9080,9220,8960,9000,75857,141457.0,15717440.0
2017-11-30,9090,9270,8910,9090,54502,142872.0,15717440.0
2017-12-01,9110,11800,8930,11800,3130390,185466.0,15717440.0
2017-12-04,12400,14450,11550,11900,5896785,187038.0,15717440.0
2017-12-05,11650,12350,11400,11950,1560684,187823.0,15717440.0
2017-12-06,12450,12700,11900,12100,483048,190181.0,15717440.0
2017-12-07,11950,11950,10950,11350,340472,178393.0,15717440.0
2017-12-08,11050,11250,10550,10550,309628,165819.0,15717440.0
2017-12-11,10600,11100,10250,10800,380930,169748.0,15717440.0
2017-12-12,10750,10900,10250,10750,309864,168962.0,15717440.0
2017-12-13,11550,13500,11450,11550,3967208,181536.0,15717440.0
2017-12-14,11750,12400,11100,12250,1110648,192539.0,15717440.0
2017-12-15,12000,12450,11800,12250,634212,192539.0,15717440.0
2017-12-18,12450,13500,12250,13050,1510723,205113.0,15717440.0
2017-12-19,12950,12950,11350,12050,834879,189395.0,15717440.0
2017-12-20,11700,12000,11100,11200,365770,176035.0,15717440.0
2017-12-21,11100,11650,10950,11400,325683,179179.0,15717440.0
2017-12-22,11300,11800,11150,11700,269548,183894.0,15717440.0
2017-12-26,11700,12350,11600,11850,379770,186252.0,15717440.0
2017-12-27,12000,12750,11900,12500,530544,196468.0,15717440.0
2017-12-28,12650,13200,12250,13150,549018,206684.0,15717440.0
2018-01-02,13300,15250,13200,14400,2370996,226331.0,15717440.0
2018-01-03,14700,14700,13250,13900,993125,218472.0,15717440.0
2018-01-04,14100,14250,13000,13200,632954,207470.0,15717440.0
2018-01-05,13250,14850,13050,14750,1007826,231832.0,15717440.0
2018-01-08,15000,17400,15000,16700,3135989,262481.0,15717440.0
2018-01-09,16700,16700,15200,15550,925907,244406.0,15717440.0
2018-01-10,15700,16200,14600,15500,765187,243620.0,15717440.0
2018-01-11,15200,15850,14900,15450,389117,242834.0,15717440.0
2018-01-12,16000,16200,14650,14700,712366,231046.0,15717440.0
2018-01-15,14750,15050,14050,15050,518691,236547.0,15717440.0
2018-01-16,15450,16850,15050,15550,1176525,244406.0,15717440.0
2018-01-17,15250,15750,14700,14900,318071,234190.0,15717440.0
2018-01-18,15250,15550,14400,15400,395244,242049.0,15717440.0
2018-01-19,15400,16000,15050,15100,468325,237333.0,15717440.0
2018-01-22,15100,15200,14600,14850,208263,233404.0,15717440.0
2018-01-23,15000,15400,14700,15000,289723,235762.0,15717440.0
2018-01-24,15150,15850,15100,15850,472652,249121.0,15717440.0
2018-01-25,16200,16600,15150,15200,720838,238905.0,15717440.0
2018-01-26,15200,15500,14950,15300,253645,240477.0,15717440.0
2018-01-29,15500,15550,14850,15050,239932,236547.0,15717440.0
2018-01-30,15100,15200,14100,14100,396560,221616.0,15717440.0
2018-01-31,13700,14000,13300,13550,258018,212971.0,15717440.0
2018-02-01,13700,14000,12900,13700,240378,215329.0,15717440.0
2018-02-02,13600,13850,13000,13450,220035,211400.0,15717440.0
2018-02-05,13000,13250,12450,12500,218307,196468.0,15717440.0
2018-02-06,11600,12850,11500,12500,310989,196468.0,15717440.0
2018-02-07,12800,13000,11850,11850,237748,186252.0,15717440.0
2018-02-08,11950,12650,11700,12450,184498,195682.0,15717440.0
2018-02-09,11850,12450,11850,12100,102409,190181.0,15717440.0
2018-02-12,12350,12750,12100,12500,126551,196468.0,15717440.0
2018-02-13,12550,12650,11900,11950,116709,187823.0,15717440.0
2018-02-14,12000,12100,11700,11900,106307,187038.0,15717440.0
2018-02-19,11950,12450,11950,12450,88456,195682.0,15717440.0
2018-02-20,12550,12800,12300,12450,88994,195682.0,15717440.0
2018-02-21,12400,12750,12300,12500,92789,196468.0,15717440.0
2018-02-22,12550,13750,12450,12950,480313,203541.0,15717440.0
2018-02-23,13000,13200,12850,13000,82437,204327.0,15717440.0
2018-02-26,13150,13500,13050,13200,132442,207470.0,15717440.0
2018-02-27,13350,13500,12650,12700,124296,199611.0,15717440.0
2018-02-28,12500,12650,12150,12250,92594,192539.0,15717440.0
2018-03-02,11950,12500,11950,12250,69148,192539.0,15717440.0
2018-03-05,12250,12350,11700,11750,147605,184680.0,15717440.0
2018-03-06,11850,12300,11850,12300,55022,193325.0,15717440.0
2018-03-07,12300,12500,12000,12100,56768,190181.0,15717440.0
2018-03-08,12300,12950,12250,12350,127967,194110.0,15717440.0
2018-03-09,12450,12800,12350,12750,118612,200397.0,15717440.0
2018-03-12,13000,13550,12750,13500,293550,212185.0,15717440.0
2018-03-13,13550,13800,13150,13350,135285,209828.0,15717440.0
2018-03-14,13200,14250,13150,14150,307823,222402.0,15717440.0
2018-03-15,14500,14900,14250,14850,630218,233404.0,15717440.0
2018-03-16,15150,16500,14900,16450,1671155,258552.0,15717440.0
2018-03-19,15950,17050,15650,16800,1058493,264053.0,15717440.0
2018-03-20,16450,16900,15950,16250,424617,255408.0,15717440.0
2018-03-21,16450,18050,15350,16000,1877909,251479.0,15717440.0
2018-03-22,16100,17100,15300,15300,901546,240477.0,15717440.0
2018-03-23,14250,14800,12850,12950,1108997,203541.0,15717440.0
2018-03-26,12950,16800,12900,16800,4393258,264053.0,15717440.0
2018-03-27,18300,19950,16850,17600,6121231,276627.0,15717440.0
2018-03-28,17750,18350,16550,17500,2625923,275055.0,15717440.0
2018-03-29,18250,19200,17300,17650,2958929,277413.0,15717440.0
2018-03-30,18050,19750,17750,19750,2962166,310419.0,15717440.0
2018-04-02,19450,19600,18350,18350,1340891,288415.0,15717440.0
2018-04-03,17900,18600,17650,18100,738370,284486.0,15717440.0
2018-04-04,18350,19200,17850,17850,1086297,280556.0,15717440.0
2018-04-05,18500,18950,17700,17800,736228,279770.0,15717440.0
2018-04-06,17850,18450,16900,18350,789626,288415.0,15717440.0
2018-04-09,18400,19250,18050,19050,938782,299417.0,15717440.0
2018-04-10,19500,23350,18800,22000,5121813,345784.0,15717440.0
2018-04-11,22300,22700,21650,22500,1434199,353642.0,15717440.0
2018-04-12,24050,25800,19850,19850,3859106,311991.0,15717440.0
2018-04-13,20850,24650,19850,23200,4702721,364645.0,15717440.0
2018-04-16,23450,25000,22500,23100,1967383,363073.0,15717440.0
2018-04-17,22650,27550,22050,26100,3715108,410225.0,15717440.0
2018-04-18,25500,27900,24800,26100,2226621,410225.0,15717440.0
2018-04-19,25650,26050,20800,21450,2426775,337139.0,15717440.0
2018-04-20,21500,22450,20400,21100,1152068,331638.0,15717440.0
2018-04-23,20550,20900,18800,19250,1233597,302561.0,15717440.0
2018-04-24,19350,20200,18350,18400,906699,289201.0,15717440.0
2018-04-25,18400,19050,17600,18500,685937,290773.0,15717440.0
2018-04-26,19000,20200,18700,19200,908567,301775.0,15717440.0
2018-04-27,19600,19900,19100,19250,395239,302561.0,15717440.0
2018-04-30,19000,19150,17250,17300,664649,271912.0,15717440.0
2018-05-02,16650,18250,16450,17250,680899,271126.0,15717440.0
2018-05-03,17700,17800,16700,16750,463140,263267.0,15717440.0
2018-05-04,16850,17200,16200,16500,467612,259338.0,15717440.0
2018-05-08,17200,17250,14700,14750,556262,231832.0,15717440.0
2018-05-09,14950,16250,14450,16000,862635,251479.0,15717440.0
2018-05-10,15850,15900,15150,15650,350211,245978.0,15717440.0
2018-05-11,15650,17000,15600,15900,567121,249907.0,15717440.0
2018-05-14,15800,16250,14550,15600,984767,245192.0,15717440.0
2018-05-15,15700,15900,15050,15200,345566,238905.0,15717440.0
2018-05-16,15800,16550,15400,15550,985072,244406.0,15717440.0
2018-05-17,15900,16200,15000,15000,475495,235762.0,15717440.0
2018-05-18,15250,15700,15150,15350,303149,241263.0,15717440.0
2018-05-21,15650,16200,15300,15900,288890,249907.0,15717440.0
2018-05-23,16350,16400,15800,15900,353855,249907.0,15717440.0
2018-05-24,16100,17250,15800,16900,658671,265625.0,15717440.0
2018-05-25,17000,17800,16650,17800,564058,279770.0,15717440.0
2018-05-28,16800,17400,16550,16950,637893,266411.0,15717440.0
2018-05-29,17050,17700,16600,16600,554205,260910.0,15717440.0
2018-05-30,16850,16900,15800,16150,430916,253837.0,15717440.0
2018-05-31,16500,16550,15950,16050,230531,252265.0,15717440.0
2018-06-01,16150,17200,16100,17100,396364,268768.0,15717440.0
2018-06-04,17000,17250,16450,16600,216683,260910.0,15717440.0
2018-06-05,16800,17150,16450,16550,211528,260124.0,15717440.0
2018-06-07,16700,16950,16300,16850,189993,264839.0,15717440.0
2018-06-08,17100,17400,16400,16400,269399,257766.0,15717440.0
2018-06-11,16500,16600,15500,15600,230610,245192.0,15717440.0
2018-06-12,15700,16100,15100,15150,237993,238119.0,15717440.0
2018-06-14,14950,15300,14800,15000,114083,235762.0,15717440.0
2018-06-15,15750,16600,15200,15500,376880,243620.0,15717440.0
2018-06-18,15550,15750,14600,14650,197142,230260.0,15717440.0
2018-06-19,14650,14800,13300,13400,273649,210614.0,15717440.0
2018-06-20,13450,14250,13300,13700,210945,215329.0,15717440.0
2018-06-21,13800,13800,13150,13150,169781,206684.0,15717440.0
2018-06-22,13150,13900,13150,13650,184618,214543.0,15717440.0
2018-06-25,13600,14200,13450,13900,118567,218472.0,15717440.0
2018-06-26,13550,13950,13250,13850,136939,217687.0,15717440.0
2018-06-27,13950,14450,13850,13850,144176,217687.0,15717440.0
2018-06-28,13650,14150,13600,13700,97281,215329.0,15717440.0
2018-06-29,13950,14100,13100,13300,198755,209042.0,15717440.0
2018-07-02,13350,13600,12600,12650,176013,198826.0,15717440.0
2018-07-03,12750,13000,12200,12550,144422,197254.0,15717440.0
2018-07-04,12450,13750,12400,13450,201335,211400.0,15717440.0
2018-07-05,13300,13700,13100,13500,137697,212185.0,15717440.0
2018-07-06,13550,13650,12800,13300,163501,209042.0,15717440.0
2018-07-09,13350,14600,13250,14200,394626,223188.0,15717440.0
2018-07-10,14300,14650,14050,14100,182649,221616.0,15717440.0
2018-07-11,13900,14150,13650,13950,121931,219258.0,15717440.0
2018-07-12,14050,14150,13650,14050,131480,220830.0,15717440.0
2018-07-13,13850,14250,13750,14050,110871,220830.0,15717440.0
2018-07-16,14350,14350,13650,13750,112273,216115.0,15717440.0
2018-07-17,13750,14050,13500,13700,87384,215329.0,15717440.0
2018-07-18,13750,13800,12900,13300,119039,209042.0,15717440.0
2018-07-19,13400,13400,12450,12650,178623,198826.0,15717440.0
2018-07-20,12650,13050,12550,12650,111639,198826.0,15717440.0
2018-07-23,12750,12900,11150,11650,217569,183108.0,15717440.0
2018-07-24,11600,12100,11200,11600,180379,182322.0,15717440.0
2018-07-25,11550,11650,10500,11050,266406,173678.0,15717440.0
2018-07-26,11250,11500,10800,11250,134154,176821.0,15717440.0
2018-07-27,11250,12000,11150,11800,90943,185466.0,15717440.0
2018-07-30,11750,11900,11350,11800,88305,185466.0,15717440.0
2018-07-31,11800,12250,11650,12000,66915,188609.0,15717440.0
2018-08-01,12100,12650,12050,12400,110500,194896.0,15717440.0
2018-08-02,12650,12700,11950,12150,67307,190967.0,15717440.0
2018-08-03,12150,15750,12000,15750,1382560,247550.0,15717440.0
2018-08-06,16650,17050,15700,16150,2385420,253837.0,15717440.0
2018-08-07,16300,16800,15900,16800,1288519,264053.0,15717440.0
2018-08-08,16700,16700,15600,16250,876197,255408.0,15717440.0
2018-08-09,16000,16350,15750,16150,408245,253837.0,15717440.0
2018-08-10,15850,17050,15600,16100,964327,253051.0,15717440.0
2018-08-13,15950,16050,14750,14900,477225,234190.0,15717440.0
2018-08-14,15000,15450,14000,14200,389002,223188.0,15717440.0
2018-08-16,14000,14750,13700,14750,298048,231832.0,15717440.0
2018-08-17,14750,15450,14600,15250,336604,239691.0,15717440.0
2018-08-20,15450,15850,15250,15300,311766,240477.0,15717440.0
2018-08-21,15300,16300,15200,16100,535355,253051.0,15717440.0
2018-08-22,16300,16350,15600,15600,255002,245192.0,15717440.0
2018-08-23,15950,16450,15650,16450,382000,258552.0,15717440.0
2018-08-24,16550,16800,16150,16350,372660,256980.0,15717440.0
2018-08-27,16500,16700,16050,16150,235578,253837.0,15717440.0
2018-08-28,16300,16850,16150,16250,288086,255408.0,15717440.0
2018-08-29,16500,16600,16200,16400,196292,257766.0,15717440.0
2018-08-30,16350,16650,15800,15900,325569,249907.0,15717440.0
2018-08-31,16000,16600,15900,16550,343579,260124.0,15717440.0
2018-09-03,16700,17200,16500,17200,453640,270340.0,15717440.0
2018-09-04,17400,17400,16800,17050,306427,267982.0,15717440.0
2018-09-05,17000,17300,16300,16300,312451,256194.0,15717440.0
2018-09-06,16200,16600,16000,16000,230692,251479.0,15717440.0
2018-09-07,15900,16650,15900,16650,235261,261695.0,15717440.0
2018-09-10,17050,17150,16650,16650,268641,261695.0,15717440.0
2018-09-11,16550,18250,16400,18200,1030992,286057.0,15717440.0
2018-09-12,18150,18900,17700,18200,898900,286057.0,15717440.0
2018-09-13,18450,18600,17850,18300,293912,287629.0,15717440.0
2018-09-14,18500,20800,18150,18250,2450451,286843.0,15717440.0
2018-09-17,18250,18350,17550,17700,380409,278199.0,15717440.0
2018-09-18,17600,18650,17500,18000,462224,282914.0,15717440.0
2018-09-19,18000,18250,17150,17250,277695,271126.0,15717440.0
2018-09-20,17550,19050,17250,17600,807184,276627.0,15717440.0
2018-09-21,17900,18250,17400,18250,210528,286843.0,15717440.0
2018-09-27,18300,19400,18300,18600,671565,292344.0,15717440.0
2018-09-28,18550,19100,18150,18550,350704,291559.0,15717440.0
2018-10-01,18750,19000,17700,17850,378839,280556.0,15717440.0
2018-10-02,17850,18250,16300,16300,377535,256194.0,15717440.0
2018-10-04,16200,16550,15650,16300,240903,256194.0,15717440.0
2018-10-05,15950,16250,15300,15300,196732,240477.0,15717440.0
2018-10-08,15100,15800,14800,14850,172695,233404.0,15717440.0
2018-10-10,14900,15250,14300,14400,158666,226331.0,15717440.0
2018-10-11,13700,14250,13400,13450,290026,211400.0,15717440.0
2018-10-12,13450,14550,13350,14350,191825,225545.0,15717440.0
2018-10-15,14400,14650,13850,13950,125248,219258.0,15717440.0
2018-10-16,14000,14450,13900,14200,101357,223188.0,15717440.0
2018-10-17,14550,14650,13950,14050,100318,220830.0,15717440.0
2018-10-18,14100,14350,13800,13800,67852,216901.0,15717440.0
2018-10-19,13650,14400,13400,14300,116111,224759.0,15717440.0
2018-10-22,14300,14800,14050,14700,126986,231046.0,15717440.0
2018-10-23,14500,14600,13550,13550,154014,212971.0,15717440.0
2018-10-24,13850,14050,12750,12850,232324,201969.0,15717440.0
2018-10-25,12300,12750,11850,12350,273696,194110.0,15717440.0
2018-10-26,12500,12650,11300,11300,268378,177607.0,15717440.0
2018-10-29,11300,11900,10450,10450,260010,164247.0,15717440.0
2018-10-30,9970,11200,9970,11100,225651,174464.0,15717440.0
2018-10-31,11350,11900,11000,11650,175018,183108.0,15717440.0
2018-11-01,11950,12250,11600,11650,133443,183108.0,15717440.0
2018-11-02,11950,12650,11850,12650,158144,198826.0,15717440.0
2018-11-05,12850,13250,12500,13000,189071,204327.0,15717440.0
2018-11-06,13000,13300,12700,13000,110324,204327.0,15717440.0
2018-11-07,13200,13450,12450,12750,142750,200397.0,15717440.0
2018-11-08,13100,13250,12800,12850,84465,201969.0,15717440.0
2018-11-09,12800,12850,12000,12200,121815,191753.0,15717440.0
2018-11-12,11900,11900,11450,11500,142114,180751.0,15717440.0
2018-11-13,11200,12300,11150,12300,121624,193325.0,15717440.0
2018-11-14,12100,13000,12050,12600,121984,198040.0,15717440.0
2018-11-15,12550,12800,12350,12700,74199,199611.0,15717440.0
2018-11-16,12850,13250,12750,13050,100686,205113.0,15717440.0
2018-11-19,13200,13550,13050,13350,97016,209828.0,15717440.0
2018-11-20,13050,13450,12900,13150,110352,206684.0,15717440.0
2018-11-21,12750,13700,12700,13600,163627,213757.0,15717440.0
2018-11-22,13700,13850,13150,13150,96274,206684.0,15717440.0
2018-11-23,13200,13600,12800,12900,117876,202755.0,15717440.0
2018-11-26,12950,13400,12950,13150,85707,206684.0,15717440.0
2018-11-27,13300,13700,13150,13500,116841,212185.0,15717440.0
2018-11-28,13650,13700,13100,13100,96046,205898.0,15717440.0
2018-11-29,13300,13450,12950,13000,105124,204327.0,15717440.0
