제닉(123330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-04-12,25399,25477,24645,24925,72428,156446.0,4966541.0
2013-04-15,24685,25358,24369,24966,76316,156694.0,4966541.0
2013-04-16,24092,24645,21244,21246,566842,147675.0,5500000.0
2013-04-17,21244,21679,19029,20573,936039,143000.0,5500000.0
2013-04-18,20176,20966,19977,20653,223061,143550.0,5500000.0
2013-04-19,20650,20729,19108,19230,236875,133650.0,5500000.0
2013-04-22,19226,20492,18831,19941,241296,138600.0,5500000.0
2013-04-23,20176,20492,19542,20020,140098,139150.0,5500000.0
2013-04-24,20097,21481,20018,21206,310534,147400.0,5500000.0
2013-04-25,21244,21758,20729,21009,240765,146025.0,5500000.0
2013-04-26,21125,21600,21125,21523,142652,149600.0,5500000.0
2013-04-29,21520,22511,21362,21918,143250,152350.0,5500000.0
2013-04-30,21995,22154,21362,21682,103162,150700.0,5500000.0
2013-05-02,21995,21995,21402,21602,62681,150150.0,5500000.0
2013-05-03,21640,21838,20929,21009,133530,146025.0,5500000.0
2013-05-06,21244,22075,20729,22078,141780,153450.0,5500000.0
2013-05-07,21957,22826,21758,22709,233553,157850.0,5500000.0
2013-05-08,22786,22786,21838,22078,198213,153450.0,5500000.0
2013-05-09,22075,22075,21166,21286,171295,147950.0,5500000.0
2013-05-10,21362,21719,20929,21088,91625,146575.0,5500000.0
2013-05-13,21244,21600,20966,21009,58387,146025.0,5500000.0
2013-05-14,20849,20849,19622,20099,299167,139700.0,5500000.0
2013-05-15,20215,20452,20018,20138,73695,139975.0,5500000.0
2013-05-16,20176,20690,20058,20456,77379,142175.0,5500000.0
2013-05-20,20531,21006,20255,20772,81889,144375.0,5500000.0
2013-05-21,20729,20966,20452,20495,54128,142450.0,5500000.0
2013-05-22,20768,21166,20413,20969,81382,145750.0,5500000.0
2013-05-23,21125,21125,20215,20257,122604,140800.0,5500000.0
2013-05-24,20334,20492,19858,20020,56797,139150.0,5500000.0
2013-05-27,20097,20492,19977,20099,59688,139700.0,5500000.0
2013-05-28,20097,20452,19938,20138,67574,139975.0,5500000.0
2013-05-29,20255,20334,19977,19981,77051,138875.0,5500000.0
2013-05-30,19740,20176,19385,19941,112946,138600.0,5500000.0
2013-05-31,19701,20572,19661,20257,141384,140800.0,5500000.0
2013-06-03,20137,20768,20137,20573,73270,143000.0,5500000.0
2013-06-04,20650,20729,20018,20138,60338,139975.0,5500000.0
2013-06-05,19938,20255,19424,19465,65154,135300.0,5500000.0
2013-06-07,19464,19740,18594,18595,96774,129250.0,5500000.0
2013-06-10,18435,19305,18435,19308,36091,134200.0,5500000.0
2013-06-11,19068,19346,18672,19030,43876,132275.0,5500000.0
2013-06-12,19029,19068,18712,18991,20399,132000.0,5500000.0
2013-06-13,18831,18831,18237,18476,48072,128425.0,5500000.0
2013-06-14,18752,18752,17841,17883,52894,124300.0,5500000.0
2013-06-17,17605,17723,16575,16696,153297,116050.0,5500000.0
2013-06-18,16654,16971,16180,16973,85157,117975.0,5500000.0
2013-06-19,17129,17208,15784,15945,126904,110825.0,5500000.0
2013-06-20,15429,16535,15071,15509,222269,107800.0,5500000.0
2013-06-21,14637,15863,14637,15826,93034,110000.0,5500000.0
2013-06-24,15586,16022,15230,15232,52123,105875.0,5500000.0
2013-06-25,14795,15270,13292,13452,162682,93500.0,5500000.0
2013-06-26,13766,14320,13766,14005,82401,97350.0,5500000.0
2013-06-27,14241,14716,14201,14362,165234,99825.0,5500000.0
2013-06-28,15032,16497,14755,15826,689400,110000.0,5500000.0
2013-07-01,15625,16614,15468,16024,204844,111375.0,5500000.0
2013-07-02,16061,16258,15546,15707,109225,109175.0,5500000.0
2013-07-03,15863,16101,15429,15588,87693,108350.0,5500000.0
2013-07-04,15586,16101,15546,16103,79334,111925.0,5500000.0
2013-07-05,16180,16338,15706,15747,94081,109450.0,5500000.0
2013-07-08,15625,15942,14914,14916,130213,103675.0,5500000.0
2013-07-09,15032,15270,14637,15035,96879,104500.0,5500000.0
2013-07-10,15071,15112,14716,14718,42914,102300.0,5500000.0
2013-07-11,14914,15625,14914,15193,214677,105600.0,5500000.0
2013-07-12,15190,17011,15112,16618,481669,115500.0,5500000.0
2013-07-15,16457,17169,16298,16973,148969,117975.0,5500000.0
2013-07-16,17050,17169,16694,16933,156933,117700.0,5500000.0
2013-07-17,17011,18237,16933,17566,335701,122100.0,5500000.0
2013-07-18,17644,17881,17287,17725,115310,123200.0,5500000.0
2013-07-19,17405,17841,17249,17250,106592,119900.0,5500000.0
2013-07-22,17129,18277,17129,18042,110649,125400.0,5500000.0
2013-07-23,18197,18514,17723,18082,92754,125675.0,5500000.0
2013-07-24,18197,18197,17762,17883,64499,124300.0,5500000.0
2013-07-25,17881,17881,17445,17646,51666,122650.0,5500000.0
2013-07-26,17405,18158,17405,17765,62365,123475.0,5500000.0
2013-07-29,17762,18594,17485,18200,95599,126500.0,5500000.0
2013-07-30,18435,19108,18395,18991,158820,132000.0,5500000.0
2013-07-31,18831,19146,18672,18913,70954,131450.0,5500000.0
2013-08-01,18909,19385,18831,18913,74821,131450.0,5500000.0
2013-08-02,18909,19622,18909,19110,91522,132825.0,5500000.0
2013-08-05,19146,19226,18632,18991,66171,132000.0,5500000.0
2013-08-06,18988,19029,18118,18319,124523,127325.0,5500000.0
2013-08-07,18237,18988,18040,18595,119385,129250.0,5500000.0
2013-08-08,18475,18831,18435,18753,48308,130350.0,5500000.0
2013-08-09,18909,19029,18395,18913,66013,131450.0,5500000.0
2013-08-12,18949,19186,18475,18556,53466,128975.0,5500000.0
2013-08-13,18435,18594,18237,18319,56709,127325.0,5500000.0
2013-08-14,18277,19186,18237,19189,139319,133375.0,5500000.0
2013-08-16,18949,19701,18791,19545,107056,135850.0,5500000.0
2013-08-19,19503,19542,18909,18953,73976,131725.0,5500000.0
2013-08-20,18672,19186,18077,18161,99547,126225.0,5500000.0
2013-08-21,18118,18594,17327,18082,106056,125675.0,5500000.0
2013-08-22,17762,18040,17327,17725,72027,123200.0,5500000.0
2013-08-23,17841,18435,17841,17883,71514,124300.0,5500000.0
2013-08-26,18118,18594,18118,18438,54839,128150.0,5500000.0
2013-08-27,18594,18672,17802,18278,109688,127050.0,5500000.0
2013-08-28,17960,18395,17762,18238,47387,126775.0,5500000.0
2013-08-29,18554,18554,16892,18121,246774,125950.0,5500000.0
2013-08-30,18077,19938,17564,19189,324241,133375.0,5500000.0
2013-09-02,19385,20176,19146,19981,239775,138875.0,5500000.0
2013-09-03,19977,20492,19661,19981,182513,138875.0,5500000.0
2013-09-04,20255,20729,19938,20613,138150,143275.0,5500000.0
2013-09-05,20729,20929,20058,20613,110041,143275.0,5500000.0
2013-09-06,20097,20531,19780,19822,149111,137775.0,5500000.0
2013-09-09,20058,20572,19622,20535,106240,142725.0,5500000.0
2013-09-10,20650,20849,20058,20415,79346,141900.0,5500000.0
2013-09-11,20413,20531,20018,20495,56867,142450.0,5500000.0
2013-09-12,20729,20729,20255,20495,58093,142450.0,5500000.0
2013-09-13,20492,21679,20413,21483,251903,149325.0,5500000.0
2013-09-16,21679,21679,21125,21365,83522,148500.0,5500000.0
2013-09-17,21362,22193,21362,21642,143413,150425.0,5500000.0
2013-09-23,21719,22034,21362,22037,79806,153175.0,5500000.0
2013-09-24,22034,22352,21758,22315,85739,155100.0,5500000.0
2013-09-25,22154,22392,21877,22037,77194,153175.0,5500000.0
2013-09-26,21917,21995,21441,21483,83197,149325.0,5500000.0
2013-09-27,21679,21719,21441,21523,57214,149600.0,5500000.0
2013-09-30,21719,22471,21719,21918,146810,152350.0,5500000.0
2013-10-01,21679,21995,20452,20733,208767,144100.0,5500000.0
2013-10-02,20768,21046,20018,20613,141521,143275.0,5500000.0
2013-10-04,20413,21284,20255,21286,76475,147950.0,5500000.0
2013-10-07,21244,21402,20413,20415,82478,141900.0,5500000.0
2013-10-08,20334,20572,19898,20336,50408,141350.0,5500000.0
2013-10-10,20334,20809,20215,20811,60323,144650.0,5500000.0
2013-10-11,21125,21125,20452,20969,60107,145750.0,5500000.0
2013-10-14,20650,20849,20374,20613,41950,143275.0,5500000.0
2013-10-15,20374,20729,20097,20296,49973,141075.0,5500000.0
2013-10-16,20413,20413,19464,19545,80031,135850.0,5500000.0
2013-10-17,19622,19898,18237,18556,147376,128975.0,5500000.0
2013-10-18,18554,19108,18316,18953,50630,131725.0,5500000.0
2013-10-21,19068,19622,18988,19506,60030,135575.0,5500000.0
2013-10-22,19542,19858,19385,19703,33924,136950.0,5500000.0
2013-10-23,19858,19898,19068,19386,32237,134750.0,5500000.0
2013-10-24,19503,19898,19029,19862,28079,138050.0,5500000.0
2013-10-25,19938,19938,19503,19703,27881,136950.0,5500000.0
2013-10-28,19898,19898,19186,19665,15365,136675.0,5500000.0
2013-10-29,19701,19701,19226,19665,35937,136675.0,5500000.0
2013-10-30,19503,19858,19464,19545,31166,135850.0,5500000.0
2013-10-31,19424,19898,19385,19782,40716,137500.0,5500000.0
2013-11-01,19701,19898,19424,19584,23589,136125.0,5500000.0
2013-11-04,19582,19661,19068,19465,34606,135300.0,5500000.0
2013-11-05,19226,19464,18988,19110,26266,132825.0,5500000.0
2013-11-06,18988,19108,18514,18516,63054,128700.0,5500000.0
2013-11-07,18514,18632,17485,18438,93441,128150.0,5500000.0
2013-11-08,18118,18277,17723,18200,44134,126500.0,5500000.0
2013-11-11,18118,18158,17089,17093,36191,118800.0,5500000.0
2013-11-12,16733,17366,16733,16933,37513,117700.0,5500000.0
2013-11-13,16933,17841,16933,17685,63942,122925.0,5500000.0
2013-11-14,17684,17684,17208,17685,26400,122925.0,5500000.0
2013-11-15,17841,17841,17208,17804,34510,123750.0,5500000.0
2013-11-18,17921,17921,17366,17725,21678,123200.0,5500000.0
2013-11-19,17405,17644,16892,17369,49421,120725.0,5500000.0
2013-11-20,17129,17485,17050,17170,12878,119350.0,5500000.0
2013-11-21,17366,17564,17208,17330,15164,120450.0,5500000.0
2013-11-22,17327,17723,17089,17725,30299,123200.0,5500000.0
2013-11-25,17841,18077,17485,17883,26455,124300.0,5500000.0
2013-11-26,17881,18158,17802,17922,16109,124575.0,5500000.0
2013-11-27,18040,18040,17644,17922,9447,124575.0,5500000.0
2013-11-28,17841,18000,17050,17883,64854,124300.0,5500000.0
2013-11-29,17841,18158,17327,18161,48747,126225.0,5500000.0
2013-12-02,17802,18077,17445,17725,39915,123200.0,5500000.0
2013-12-03,17802,17802,17366,17410,23391,121000.0,5500000.0
2013-12-04,17169,17287,16298,16893,91366,117425.0,5500000.0
2013-12-05,16933,17208,16497,17170,29244,119350.0,5500000.0
2013-12-06,17129,17684,16933,17449,33979,121275.0,5500000.0
2013-12-09,17327,17802,17249,17606,20337,122375.0,5500000.0
2013-12-10,17605,17802,16614,17250,34513,119900.0,5500000.0
2013-12-11,17169,17287,16497,16499,69129,114675.0,5500000.0
2013-12-12,16298,16654,16141,16458,41733,114400.0,5500000.0
2013-12-13,16338,16457,16180,16458,13832,114400.0,5500000.0
2013-12-16,16378,16457,15388,15469,85280,107525.0,5500000.0
2013-12-17,15507,15902,14637,15865,157447,110275.0,5500000.0
2013-12-18,15942,16258,15863,15905,16423,110550.0,5500000.0
2013-12-19,16180,16180,15507,16182,36295,112475.0,5500000.0
2013-12-20,16101,16813,16101,16539,49516,114950.0,5500000.0
2013-12-23,16852,17327,16694,17250,60754,119900.0,5500000.0
2013-12-24,17249,17485,17129,17410,15305,121000.0,5500000.0
2013-12-26,17405,17485,17011,17330,149193,120450.0,5500000.0
2013-12-27,17457,18492,17457,18450,31204,117700.0,5500000.0
2013-12-30,18535,18837,18233,18623,21740,118800.0,5500000.0
2014-01-02,18318,18318,17543,17545,44309,111925.0,5500000.0
2014-01-03,17543,17844,17543,17760,24219,113300.0,5500000.0
2014-01-06,18189,18189,17457,17760,20627,113300.0,5500000.0
2014-01-07,17758,17973,17501,17588,24003,112200.0,5500000.0
2014-01-08,17716,17716,16982,17071,64264,108900.0,5500000.0
2014-01-09,16896,16896,15301,15476,310816,98725.0,5500000.0
2014-01-10,15387,15732,15345,15606,84847,99550.0,5500000.0
2014-01-13,15689,15732,15172,15174,85918,96800.0,5500000.0
2014-01-14,15000,15516,15000,15130,63180,96525.0,5500000.0
2014-01-15,15259,15603,15215,15606,55596,99550.0,5500000.0
2014-01-16,15689,15732,15387,15519,47884,99000.0,5500000.0
2014-01-17,15689,15689,15172,15389,37223,98175.0,5500000.0
2014-01-20,15474,15474,15086,15088,64041,96250.0,5500000.0
2014-01-21,15086,15646,15044,15606,68419,99550.0,5500000.0
2014-01-22,15732,16121,15646,15691,84403,100100.0,5500000.0
2014-01-23,15689,15732,15345,15346,39995,97900.0,5500000.0
2014-01-24,15301,15559,15086,15519,46875,99000.0,5500000.0
2014-01-27,15044,15259,14956,15174,51746,96800.0,5500000.0
2014-01-28,15172,15474,15000,15000,56461,95700.0,5500000.0
2014-01-29,15086,15259,14785,15130,47853,96525.0,5500000.0
2014-02-03,15086,15172,14827,15174,27582,96800.0,5500000.0
2014-02-04,14741,15044,14741,14915,29295,95150.0,5500000.0
2014-02-05,15000,15044,14051,14097,118154,89925.0,5500000.0
2014-02-06,14180,14568,14095,14226,59782,90750.0,5500000.0
2014-02-07,14267,14655,14224,14571,42291,92950.0,5500000.0
2014-02-10,14698,14827,14396,14398,41121,91850.0,5500000.0
2014-02-11,14482,14785,14439,14657,35390,93500.0,5500000.0
2014-02-12,14870,14870,14482,14657,24967,93500.0,5500000.0
2014-02-13,14568,14698,14353,14485,38641,92400.0,5500000.0
2014-02-14,14482,14611,14396,14485,25027,92400.0,5500000.0
2014-02-17,14482,14568,14309,14398,26823,91850.0,5500000.0
2014-02-18,14267,14568,14267,14571,19830,92950.0,5500000.0
2014-02-19,14568,14698,14396,14528,26470,92675.0,5500000.0
2014-02-20,14698,14698,14353,14355,27466,91575.0,5500000.0
2014-02-21,14396,14611,14396,14571,16606,92950.0,5500000.0
2014-02-24,14698,15387,14655,15260,129212,97350.0,5500000.0
2014-02-25,15345,15559,15044,15389,99671,98175.0,5500000.0
2014-02-26,15387,15819,15259,15777,86793,100650.0,5500000.0
2014-02-27,15905,16077,15689,16035,85302,102300.0,5500000.0
2014-02-28,16035,16595,15947,16337,96653,104225.0,5500000.0
2014-03-03,16206,16380,15689,15777,50217,100650.0,5500000.0
2014-03-04,15516,15689,15130,15174,83566,96800.0,5500000.0
2014-03-05,15345,15559,15172,15519,44227,99000.0,5500000.0
2014-03-06,15559,15732,15172,15691,33255,100100.0,5500000.0
2014-03-07,15689,15861,15387,15821,38727,100925.0,5500000.0
2014-03-10,15861,16077,15689,15777,37514,100650.0,5500000.0
2014-03-11,15689,16250,15516,16251,58702,103675.0,5500000.0
2014-03-12,16035,18362,16035,17200,343581,109725.0,5500000.0
2014-03-13,17068,17284,16767,17243,92934,110000.0,5500000.0
2014-03-14,17068,17586,16810,17588,60656,112200.0,5500000.0
2014-03-17,17586,17758,17026,17286,64452,110275.0,5500000.0
2014-03-18,17414,17586,16595,16812,51677,107250.0,5500000.0
2014-03-19,16896,17586,16724,17501,103509,111650.0,5500000.0
2014-03-20,17586,17586,17068,17243,50286,110000.0,5500000.0
2014-03-21,17457,17844,17284,17330,95363,110550.0,5500000.0
2014-03-24,17371,17973,17156,17803,83456,113575.0,5500000.0
2014-03-25,17802,18060,17586,17890,64968,114125.0,5500000.0
2014-03-26,17673,18448,17673,18106,105146,115500.0,5500000.0
2014-03-27,18362,18362,17457,17545,77147,111925.0,5500000.0
2014-03-28,17844,17888,17327,17760,48044,113300.0,5500000.0
2014-03-31,17758,17758,17198,17372,58614,110825.0,5500000.0
2014-04-01,17371,17758,17156,17415,62705,111100.0,5500000.0
2014-04-02,17414,17716,17284,17545,43252,111925.0,5500000.0
2014-04-03,17543,17888,17457,17631,47965,112475.0,5500000.0
2014-04-04,17629,17673,17371,17588,22073,112200.0,5500000.0
2014-04-07,17284,17543,17026,17071,52063,108900.0,5500000.0
2014-04-08,16896,17112,16552,16554,67624,105600.0,5500000.0
2014-04-09,16552,16853,16165,16295,81051,103950.0,5500000.0
2014-04-10,16724,17457,16724,16898,59831,107800.0,5500000.0
2014-04-11,16637,16896,16035,16380,38810,104500.0,5500000.0
2014-04-14,16552,16724,16423,16726,22519,106700.0,5500000.0
2014-04-15,16552,17156,16380,16898,84973,117600.0,6000000.0
2014-04-16,16939,17241,16896,17028,44827,118500.0,6000000.0
2014-04-17,17067,17155,16508,16682,45849,116100.0,6000000.0
2014-04-18,16680,16853,16466,16726,31175,116400.0,6000000.0
2014-04-21,16767,17457,16724,17114,48903,119100.0,6000000.0
2014-04-22,17198,17241,16680,16942,31152,117900.0,6000000.0
2014-04-23,16853,16982,16552,16554,38425,115200.0,6000000.0
2014-04-24,16680,16680,16035,16165,44175,112500.0,6000000.0
2014-04-25,16121,16336,15991,16251,20842,113100.0,6000000.0
2014-04-28,16035,16165,15905,15950,26666,111000.0,6000000.0
2014-04-29,15861,16121,15776,15821,15368,110100.0,6000000.0
2014-04-30,15947,16077,15776,15993,17349,111300.0,6000000.0
2014-05-02,16035,16336,15991,16209,17026,112800.0,6000000.0
2014-05-07,16206,16293,15732,15865,20589,110400.0,6000000.0
2014-05-08,15776,15947,15345,15950,21992,111000.0,6000000.0
2014-05-09,15947,16206,15776,15993,22451,111300.0,6000000.0
2014-05-12,15861,16336,15861,16337,35131,113700.0,6000000.0
2014-05-13,16336,16509,15991,15993,33024,111300.0,6000000.0
2014-05-14,15991,16250,15861,16035,24523,111600.0,6000000.0
2014-05-15,15947,16293,15905,16079,16341,111900.0,6000000.0
2014-05-16,15947,16165,15776,15865,16688,110400.0,6000000.0
2014-05-19,15819,15991,15259,15433,56337,107400.0,6000000.0
2014-05-20,15387,15603,14827,14829,46115,103200.0,6000000.0
2014-05-21,14568,15086,14568,14785,34079,102900.0,6000000.0
2014-05-22,14914,15130,14827,14829,12546,103200.0,6000000.0
2014-05-23,14870,15947,14827,15777,53191,109800.0,6000000.0
2014-05-26,15689,15991,15603,15821,17729,110100.0,6000000.0
2014-05-27,15905,15991,15345,15519,24679,108000.0,6000000.0
2014-05-28,15430,15689,15430,15433,17699,107400.0,6000000.0
2014-05-29,15345,15732,15345,15519,13135,108000.0,6000000.0
2014-05-30,15516,15646,14827,15218,46420,105900.0,6000000.0
2014-06-02,14224,14655,13664,14053,128719,97800.0,6000000.0
2014-06-03,14095,14180,13534,13881,47825,96600.0,6000000.0
2014-06-05,13707,14138,13707,14139,23633,98400.0,6000000.0
2014-06-09,14051,14267,13879,14053,36454,97800.0,6000000.0
2014-06-10,14138,14267,13965,14053,25297,97800.0,6000000.0
2014-06-11,14051,14439,13922,13924,31264,96900.0,6000000.0
2014-06-12,13965,14009,13750,13838,26182,96300.0,6000000.0
2014-06-13,13835,13965,13707,13838,20076,96300.0,6000000.0
2014-06-16,13750,13922,13707,13794,20719,96000.0,6000000.0
2014-06-17,13750,13965,13707,13881,18439,96600.0,6000000.0
2014-06-18,13835,13965,13792,13881,12811,96600.0,6000000.0
2014-06-19,14009,15130,13879,14571,121453,101400.0,6000000.0
2014-06-20,14655,15000,14267,14398,48669,100200.0,6000000.0
2014-06-23,14525,14525,13835,13967,56272,97200.0,6000000.0
2014-06-24,13965,14353,13188,14226,100083,99000.0,6000000.0
2014-06-25,14224,14655,14051,14226,38223,99000.0,6000000.0
2014-06-26,14396,14482,13922,13924,22884,96900.0,6000000.0
2014-06-27,14051,14267,13922,14053,19228,97800.0,6000000.0
2014-06-30,14095,14353,14009,14355,18096,99900.0,6000000.0
2014-07-01,14525,14870,14353,14743,51133,102600.0,6000000.0
2014-07-02,14827,14827,14051,14312,84980,99600.0,6000000.0
2014-07-03,14224,14525,14138,14528,45161,101100.0,6000000.0
2014-07-04,14655,14827,14482,14785,57178,102900.0,6000000.0
2014-07-07,14870,14914,14224,14571,39264,101400.0,6000000.0
2014-07-08,14396,14655,14267,14355,24525,99900.0,6000000.0
2014-07-09,14353,14439,14224,14269,38197,99300.0,6000000.0
2014-07-10,14353,14439,14224,14269,26037,99300.0,6000000.0
2014-07-11,14224,15044,14180,14829,118199,103200.0,6000000.0
2014-07-14,14827,16423,14827,15865,324805,110400.0,6000000.0
2014-07-15,16165,16595,15516,15735,125870,109500.0,6000000.0
2014-07-16,15732,15732,14956,15519,86938,108000.0,6000000.0
2014-07-17,15689,15991,15215,15735,86834,109500.0,6000000.0
2014-07-18,15689,16552,15689,16295,153628,113400.0,6000000.0
2014-07-21,16767,16767,15991,16121,82712,112200.0,6000000.0
2014-07-22,16250,16336,15947,16121,46457,112200.0,6000000.0
2014-07-23,16466,17543,16293,16510,237928,114900.0,6000000.0
2014-07-24,16595,16767,15947,15993,123716,111300.0,6000000.0
2014-07-25,16206,16680,16035,16295,61441,113400.0,6000000.0
2014-07-28,16336,16380,15646,15649,80849,108900.0,6000000.0
2014-07-29,15646,16077,15215,15260,74564,106200.0,6000000.0
2014-07-30,15259,15430,14525,15044,63144,104700.0,6000000.0
2014-07-31,15086,15259,14525,15088,43306,105000.0,6000000.0
2014-08-01,14698,15430,14698,15130,27873,105300.0,6000000.0
2014-08-04,15086,15430,14827,15433,30605,107400.0,6000000.0
2014-08-05,15345,15430,14914,14915,46083,103800.0,6000000.0
2014-08-06,14741,15086,14655,14785,34391,102900.0,6000000.0
2014-08-07,14785,14914,14353,14355,46395,99900.0,6000000.0
2014-08-08,14396,14655,14224,14355,17655,99900.0,6000000.0
2014-08-11,14267,14439,14009,14355,32612,99900.0,6000000.0
2014-08-12,14353,14439,14051,14226,29587,99000.0,6000000.0
2014-08-13,14309,14439,14095,14441,17702,100500.0,6000000.0
2014-08-14,14439,14870,14353,14743,38990,102600.0,6000000.0
2014-08-18,14655,14870,14353,14614,45394,101700.0,6000000.0
2014-08-19,14525,14611,14224,14441,42754,100500.0,6000000.0
2014-08-20,14309,14611,14224,14485,33751,100800.0,6000000.0
2014-08-21,14396,14611,14138,14312,38814,99600.0,6000000.0
2014-08-22,14267,14309,14051,14097,37984,98100.0,6000000.0
2014-08-25,14138,14956,14138,14829,106174,103200.0,6000000.0
2014-08-26,15044,15172,14525,15044,86031,104700.0,6000000.0
2014-08-27,15000,15000,14439,14785,47336,102900.0,6000000.0
2014-08-28,14655,14827,14525,14614,33827,101700.0,6000000.0
2014-08-29,14611,14914,14396,14915,36857,103800.0,6000000.0
2014-09-01,14698,14827,14353,14355,45185,99900.0,6000000.0
2014-09-02,14309,15259,14224,14959,112361,104100.0,6000000.0
2014-09-03,15259,17198,15172,17200,388504,119700.0,6000000.0
2014-09-04,18189,19353,17414,17890,1584654,124500.0,6000000.0
2014-09-05,17629,18060,16680,16898,600910,117600.0,6000000.0
2014-09-11,17241,17543,16724,16812,289596,117000.0,6000000.0
2014-09-12,16896,17327,16035,16380,359650,114000.0,6000000.0
2014-09-15,16293,16896,15991,16337,283930,113700.0,6000000.0
2014-09-16,16466,18750,16423,18752,1386366,130500.0,6000000.0
2014-09-17,18965,18965,18017,18192,814388,126600.0,6000000.0
2014-09-18,18492,19439,18189,18493,701808,128700.0,6000000.0
2014-09-19,18707,19224,18103,19097,383227,132900.0,6000000.0
2014-09-22,19353,19483,18362,18450,265231,128400.0,6000000.0
2014-09-23,18448,18492,17543,18192,229712,126600.0,6000000.0
2014-09-24,18318,18965,17888,18666,380080,129900.0,6000000.0
2014-09-25,18965,20344,18620,19313,1154061,134400.0,6000000.0
2014-09-26,19138,19741,19052,19570,272012,136200.0,6000000.0
2014-09-29,19569,19785,18448,18838,209178,131100.0,6000000.0
2014-09-30,18837,19310,18233,19139,266370,133200.0,6000000.0
2014-10-01,19397,19439,17931,18321,251091,127500.0,6000000.0
2014-10-02,17931,18707,17716,18536,171504,129000.0,6000000.0
2014-10-06,18620,18794,17931,18364,207768,127800.0,6000000.0
2014-10-07,18189,18405,16982,17372,206783,120900.0,6000000.0
2014-10-08,16982,17716,16810,17243,133446,120000.0,6000000.0
2014-10-10,17241,17241,16206,16295,155539,113400.0,6000000.0
2014-10-13,15991,16206,14482,14743,269880,102600.0,6000000.0
2014-10-14,14482,15130,14482,15000,123461,104400.0,6000000.0
2014-10-15,15044,15603,14956,15433,128549,107400.0,6000000.0
2014-10-16,15044,16121,14785,15433,166705,107400.0,6000000.0
2014-10-17,15430,15991,15172,15389,101610,107100.0,6000000.0
2014-10-20,15430,15603,15086,15389,93930,107100.0,6000000.0
2014-10-21,15301,17156,14785,16295,558157,113400.0,6000000.0
2014-10-22,16380,16595,15991,16554,187431,115200.0,6000000.0
2014-10-23,16680,17629,16466,17243,372995,120000.0,6000000.0
2014-10-24,17629,18965,17241,18364,504104,127800.0,6000000.0
2014-10-27,18794,19483,17844,18321,383770,127500.0,6000000.0
2014-10-28,18103,18492,17802,18364,163701,127800.0,6000000.0
2014-10-29,18965,19181,18189,18192,350147,126600.0,6000000.0
2014-10-30,18405,18794,17501,18623,213184,129600.0,6000000.0
2014-10-31,18620,18620,18060,18536,143523,129000.0,6000000.0
2014-11-03,18707,18837,17586,17588,162636,122400.0,6000000.0
2014-11-04,17586,17931,16466,16898,199031,117600.0,6000000.0
2014-11-05,16896,17156,16336,16769,98262,116700.0,6000000.0
2014-11-06,16637,16896,15991,16554,125377,115200.0,6000000.0
2014-11-07,16552,17241,16423,17243,67370,120000.0,6000000.0
2014-11-10,17457,17888,17068,17071,178845,118800.0,6000000.0
2014-11-11,17241,18620,17156,18623,398657,129600.0,6000000.0
2014-11-12,18620,19138,18189,18924,214076,131700.0,6000000.0
2014-11-13,18707,19224,18620,18623,231325,129600.0,6000000.0
2014-11-14,18362,19052,18017,18623,130452,129600.0,6000000.0
2014-11-17,18794,18837,18233,18364,85060,127800.0,6000000.0
2014-11-18,18189,18707,18147,18536,107558,129000.0,6000000.0
2014-11-19,18578,19224,18362,19097,159832,132900.0,6000000.0
2014-11-20,19224,20000,19094,19829,430781,138000.0,6000000.0
2014-11-21,20000,20690,19267,19700,456388,137100.0,6000000.0
2014-11-24,19915,20086,19267,19313,144789,134400.0,6000000.0
2014-11-25,19613,20819,19569,20390,420551,141900.0,6000000.0
2014-11-26,20388,20474,19915,20260,143482,141000.0,6000000.0
2014-11-27,20086,20215,19439,19442,144267,135300.0,6000000.0
2014-11-28,19310,19741,19008,19269,157912,134100.0,6000000.0
2014-12-01,19698,20646,19613,20434,259378,142200.0,6000000.0
2014-12-02,20259,20517,19828,20218,108074,140700.0,6000000.0
2014-12-03,20215,20344,19698,19786,119205,137700.0,6000000.0
2014-12-04,19958,20215,19526,19915,149382,138600.0,6000000.0
2014-12-05,19915,20215,19483,19786,104472,137700.0,6000000.0
2014-12-08,19828,20431,19526,20260,177405,141000.0,6000000.0
2014-12-09,20173,20604,19785,19786,91469,137700.0,6000000.0
2014-12-10,19828,20086,19310,19657,89174,136800.0,6000000.0
2014-12-11,19569,19785,19138,19139,67806,133200.0,6000000.0
2014-12-12,19094,19138,17931,17933,133074,124800.0,6000000.0
2014-12-15,17888,18233,17543,18192,73875,126600.0,6000000.0
2014-12-16,18189,18362,17586,18192,84033,126600.0,6000000.0
2014-12-17,18147,18620,17931,18450,51758,128400.0,6000000.0
2014-12-18,18448,18664,17284,17847,87952,124200.0,6000000.0
2014-12-19,18017,19871,17973,19313,197348,134400.0,6000000.0
2014-12-22,19439,19741,19052,19227,52422,133800.0,6000000.0
2014-12-23,19310,19397,18750,18924,54248,131700.0,6000000.0
2014-12-24,18923,19310,18362,18924,89885,131700.0,6000000.0
2014-12-26,19094,19569,18620,19313,85482,134400.0,6000000.0
2014-12-29,19447,19763,19401,19629,46246,130200.0,6000000.0
2014-12-30,19356,20035,19266,19991,44069,132600.0,6000000.0
