유비쿼스(264450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-05-22,21500,21600,21150,21450,20483,109909.0,5123955.0
2017-05-23,21350,21900,21350,21500,18814,110165.0,5123955.0
2017-05-24,21500,21900,21400,21600,17844,110677.0,5123955.0
2017-05-25,21700,22250,21550,22100,13465,113239.0,5123955.0
2017-05-26,22050,22250,21900,22000,9991,112727.0,5123955.0
2017-05-29,22000,22000,21400,21500,14675,110165.0,5123955.0
2017-05-30,21400,21650,21200,21500,10161,110165.0,5123955.0
2017-05-31,21500,22200,21500,21850,9120,111958.0,5123955.0
2017-06-01,21950,21950,21500,21800,10705,111702.0,5123955.0
2017-06-02,21850,21850,21250,21650,14457,110934.0,5123955.0
2017-06-05,21700,21700,21200,21250,12113,108884.0,5123955.0
2017-06-07,21150,21650,21150,21400,14806,109653.0,5123955.0
2017-06-08,21400,21650,21300,21400,12732,109653.0,5123955.0
2017-06-09,21600,22450,21500,22200,27372,113752.0,5123955.0
2017-06-12,22200,22200,21750,21900,13367,112215.0,5123955.0
2017-06-13,21850,22450,21850,22000,14705,112727.0,5123955.0
2017-06-14,22000,22300,21600,21650,23117,110934.0,5123955.0
2017-06-15,21650,21800,21450,21650,8343,110934.0,5123955.0
2017-06-16,21600,21750,21150,21650,18403,110934.0,5123955.0
2017-06-19,21350,21900,21350,21850,12136,111958.0,5123955.0
2017-06-20,21800,21800,21400,21450,5431,109909.0,5123955.0
2017-06-21,21350,21500,20800,20800,27437,106578.0,5123955.0
2017-06-22,21000,21000,20450,20950,14135,107347.0,5123955.0
2017-06-23,21000,21000,20400,20500,12707,105041.0,5123955.0
2017-06-26,20700,20800,20000,20000,16265,102479.0,5123955.0
2017-06-27,20050,20900,19750,20850,31810,106834.0,5123955.0
2017-06-28,21750,22800,20550,20550,100432,105297.0,5123955.0
2017-06-29,20550,20600,20100,20250,11568,103760.0,5123955.0
2017-06-30,20100,20600,19850,20050,29240,102735.0,5123955.0
2017-07-03,20150,21250,20050,21000,24634,107603.0,5123955.0
2017-07-04,20800,21400,20200,20450,17817,104785.0,5123955.0
2017-07-05,20650,20650,20200,20350,9600,104272.0,5123955.0
2017-07-06,20200,20550,20050,20300,9248,104016.0,5123955.0
2017-07-07,20050,20500,20050,20300,7481,104016.0,5123955.0
2017-07-10,20250,20250,19900,20100,12759,102991.0,5123955.0
2017-07-11,20100,20100,19600,19850,5950,101711.0,5123955.0
2017-07-12,19800,20200,19800,19950,8795,102223.0,5123955.0
2017-07-13,19750,20150,19750,19900,8587,101967.0,5123955.0
2017-07-14,19900,20300,19800,19850,18884,101711.0,5123955.0
2017-07-17,19800,19900,19550,19800,7470,101454.0,5123955.0
2017-07-18,19950,20500,19650,20200,13628,103504.0,5123955.0
2017-07-19,19950,20200,19950,20150,4979,103248.0,5123955.0
2017-07-20,20200,20350,20000,20250,14647,103760.0,5123955.0
2017-07-21,20100,20450,20100,20350,15252,104272.0,5123955.0
2017-07-24,20350,20500,20100,20350,10258,104272.0,5123955.0
2017-07-25,20200,20550,20200,20350,7956,104272.0,5123955.0
2017-07-26,20350,20500,20000,20000,23008,102479.0,5123955.0
2017-07-27,20200,20350,20000,20300,11858,104016.0,5123955.0
2017-07-28,20250,20250,19700,19850,20591,101711.0,5123955.0
2017-07-31,19700,20050,19500,20050,7384,102735.0,5123955.0
2017-08-01,20050,20100,19800,19950,4184,102223.0,5123955.0
2017-08-02,20100,20100,19850,19900,4725,101967.0,5123955.0
2017-08-03,20050,20050,19200,19600,12457,100430.0,5123955.0
2017-08-04,19350,19650,19050,19300,16432,98892.0,5123955.0
2017-08-07,19200,19200,18900,19050,16624,97611.0,5123955.0
2017-08-08,19050,19400,18600,18850,21622,96587.0,5123955.0
2017-08-09,18900,19150,18600,18600,22172,95306.0,5123955.0
2017-08-10,18800,18850,18100,18300,19019,93768.0,5123955.0
2017-08-11,17850,19100,17350,19100,37222,97868.0,5123955.0
2017-08-14,19050,19500,18700,19500,7055,99917.0,5123955.0
2017-08-16,20100,20400,18650,18950,77075,97099.0,5123955.0
2017-08-17,18950,19150,18500,18750,11426,96074.0,5123955.0
2017-08-18,18700,19000,18500,18650,9227,95562.0,5123955.0
2017-08-21,18650,18900,18400,18750,4292,96074.0,5123955.0
2017-08-22,18800,19150,18750,18950,6159,97099.0,5123955.0
2017-08-23,18950,19000,18750,18750,3261,96074.0,5123955.0
2017-08-24,18900,18950,18400,18650,3743,95562.0,5123955.0
2017-08-25,18800,18800,18450,18450,5677,94537.0,5123955.0
2017-08-28,18450,18550,17300,18400,14096,94281.0,5123955.0
2017-08-29,18050,18600,17900,18400,12105,94281.0,5123955.0
2017-08-30,18550,18550,18300,18300,5981,93768.0,5123955.0
2017-08-31,18300,18650,18150,18150,7050,93000.0,5123955.0
2017-09-01,18100,18350,17750,17950,14304,91975.0,5123955.0
2017-09-04,17850,18150,17600,17900,8704,91719.0,5123955.0
2017-09-05,18150,18250,17650,17900,5692,91719.0,5123955.0
2017-09-06,17800,17900,17400,17800,12610,91206.0,5123955.0
2017-09-07,17600,17850,17400,17650,8222,90438.0,5123955.0
2017-09-08,17700,17700,17150,17300,16093,88644.0,5123955.0
2017-09-11,17250,17500,16850,17000,28043,87107.0,5123955.0
2017-09-12,17200,17200,16850,16950,4849,86851.0,5123955.0
2017-09-13,16800,17100,16800,17000,9963,87107.0,5123955.0
2017-09-14,17150,17700,16900,17550,19689,89925.0,5123955.0
2017-09-15,17600,17700,17050,17450,6505,89413.0,5123955.0
2017-09-18,17750,17750,17300,17450,4566,89413.0,5123955.0
2017-09-19,17300,17500,17050,17200,3892,88132.0,5123955.0
2017-09-20,17350,17350,16800,17000,6678,87107.0,5123955.0
2017-09-21,16950,17450,16600,17000,35114,87107.0,5123955.0
2017-09-22,16900,17000,16600,16900,5625,86595.0,5123955.0
2017-09-25,16700,16950,16300,16450,5778,84289.0,5123955.0
2017-09-26,16450,16450,15600,15950,46663,81727.0,5123955.0
2017-09-27,15950,16100,15700,16100,7522,82496.0,5123955.0
2017-09-28,16000,16300,15900,16250,8132,83264.0,5123955.0
2017-09-29,16400,16500,15750,16000,14266,81983.0,5123955.0
2017-10-10,15800,16000,15450,15450,10895,79165.0,5123955.0
2017-10-11,15400,15750,15400,15450,6696,79165.0,5123955.0
2017-10-12,15350,15650,15350,15450,6063,79165.0,5123955.0
2017-10-13,15650,15850,15300,15600,12978,79934.0,5123955.0
2017-10-16,15650,16950,15500,16100,44390,82496.0,5123955.0
2017-10-17,16100,16450,16000,16050,19524,82239.0,5123955.0
2017-10-18,16000,16950,16000,16700,22560,85570.0,5123955.0
2017-10-19,16700,16850,16100,16600,20249,85058.0,5123955.0
2017-10-20,16700,16750,16100,16250,12713,83264.0,5123955.0
2017-10-23,16450,16700,16250,16500,29365,84545.0,5123955.0
2017-10-24,16550,16800,16500,16600,15696,85058.0,5123955.0
2017-10-25,16700,17200,16650,16700,25899,85570.0,5123955.0
2017-10-26,16450,16750,16450,16650,13816,85314.0,5123955.0
2017-10-27,16600,16800,16500,16700,20244,85570.0,5123955.0
2017-10-30,16800,16800,15800,16200,62063,83008.0,5123955.0
2017-10-31,16100,16550,15950,16450,30718,84289.0,5123955.0
2017-11-01,16450,16750,16200,16700,9216,85570.0,5123955.0
2017-11-02,16700,16700,16250,16600,12097,85058.0,5123955.0
2017-11-03,16600,16600,16350,16450,6417,84289.0,5123955.0
2017-11-06,16450,16600,16100,16250,31827,83264.0,5123955.0
2017-11-07,16250,16300,15900,16000,15816,81983.0,5123955.0
2017-11-08,16000,16250,15950,16100,11839,82496.0,5123955.0
2017-11-09,16250,16250,16000,16100,10165,82496.0,5123955.0
2017-11-10,16200,16350,15950,16200,21777,83008.0,5123955.0
2017-11-13,16250,16250,15850,16000,26540,81983.0,5123955.0
2017-11-14,16000,16250,15950,16200,28071,83008.0,5123955.0
2017-11-15,16100,17050,16100,17000,50188,87107.0,5123955.0
2017-11-16,16950,18400,16950,18150,64770,93000.0,5123955.0
2017-11-17,18350,18750,17600,17950,51394,91975.0,5123955.0
2017-11-20,17950,18700,17950,18350,44872,94025.0,5123955.0
2017-11-21,18350,19350,18150,18200,58611,93256.0,5123955.0
2017-11-22,18200,18850,18050,18250,37887,93512.0,5123955.0
2017-11-23,18300,18750,18300,18500,24619,94793.0,5123955.0
2017-11-24,18650,19850,18500,19450,83607,99661.0,5123955.0
2017-11-27,19750,20000,19250,19400,47398,99405.0,5123955.0
2017-11-28,19600,19750,18750,18800,48139,96330.0,5123955.0
2017-11-29,18850,19300,18600,18950,31041,97099.0,5123955.0
2017-11-30,18950,19700,18700,19250,51910,98636.0,5123955.0
2017-12-01,19450,21000,19300,20000,128890,102479.0,5123955.0
2017-12-04,20500,21600,19950,21600,170044,110677.0,5123955.0
2017-12-05,21850,22200,21450,21900,196165,112215.0,5123955.0
2017-12-06,21900,22850,21800,22550,156715,115545.0,5123955.0
2017-12-07,22500,22550,20800,21650,172133,110934.0,5123955.0
2017-12-08,21700,21850,20850,21050,100276,107859.0,5123955.0
2017-12-11,21000,21900,20600,21500,99061,110165.0,5123955.0
2017-12-12,21700,22100,21000,21600,50713,110677.0,5123955.0
2017-12-13,21400,23150,21350,23000,106297,117851.0,5123955.0
2017-12-14,23450,28350,23300,26700,701437,136810.0,5123955.0
2017-12-15,26700,26950,25800,25850,130397,132454.0,5123955.0
2017-12-18,26150,26550,25300,25350,107605,129892.0,5123955.0
2017-12-19,25750,26200,25250,26100,109624,133735.0,5123955.0
2017-12-20,26350,26350,24650,24850,82347,127330.0,5123955.0
2017-12-21,24700,24950,23350,23500,97193,120413.0,5123955.0
2017-12-22,22700,24900,22700,24500,87041,125537.0,5123955.0
2017-12-26,24600,24700,23650,24300,54008,124512.0,5123955.0
2017-12-27,24400,26050,24000,25500,92610,130661.0,5123955.0
2017-12-28,26250,26250,25500,26150,55831,133991.0,5123955.0
2018-01-02,26700,28200,26300,26300,108364,134760.0,5123955.0
2018-01-03,26300,26900,25950,26900,55965,137834.0,5123955.0
2018-01-04,27450,27800,25650,26200,89950,134248.0,5123955.0
2018-01-05,26350,27300,25950,26500,69798,135785.0,5123955.0
2018-01-08,26900,26900,26000,26100,78532,133735.0,5123955.0
2018-01-09,26100,26400,25150,25500,46856,130661.0,5123955.0
2018-01-10,25950,25950,23800,25000,66247,128099.0,5123955.0
2018-01-11,24900,25950,24400,25600,48445,131173.0,5123955.0
2018-01-12,25900,26300,24150,24800,65332,127074.0,5123955.0
2018-01-15,24800,25200,24400,24500,31451,125537.0,5123955.0
2018-01-16,24450,25250,24350,25150,38782,128867.0,5123955.0
2018-01-17,25000,25400,24300,24500,33996,125537.0,5123955.0
2018-01-18,24500,24850,24350,24650,25616,126305.0,5123955.0
2018-01-19,24700,24850,24200,24450,25744,125281.0,5123955.0
2018-01-22,24300,24300,22900,23400,84114,119901.0,5123955.0
2018-01-23,23500,23850,22950,23550,29082,120669.0,5123955.0
2018-01-24,23850,23900,23100,23500,28191,120413.0,5123955.0
2018-01-25,23500,23900,23200,23350,26864,119644.0,5123955.0
2018-01-26,23500,24500,23000,24100,50360,123487.0,5123955.0
2018-01-29,24400,24400,23650,23900,40793,122463.0,5123955.0
2018-01-30,23900,24000,23300,23600,50142,120925.0,5123955.0
2018-01-31,23250,23600,22800,22800,33322,116826.0,5123955.0
2018-02-01,22950,22950,22350,22750,31796,116570.0,5123955.0
2018-02-02,22800,22800,21750,22100,48184,113239.0,5123955.0
2018-02-05,21350,21700,21100,21150,35485,108372.0,5123955.0
2018-02-06,21150,22000,20250,21700,54107,111190.0,5123955.0
2018-02-07,21850,22050,21200,21600,22532,110677.0,5123955.0
2018-02-08,21550,21800,21350,21500,10085,110165.0,5123955.0
2018-02-09,21050,21450,20700,21000,20018,107603.0,5123955.0
2018-02-12,21150,21150,20400,20650,21859,105810.0,5123955.0
2018-02-13,20700,21450,20700,21100,19054,108115.0,5123955.0
2018-02-14,21100,22200,20950,22050,19139,112983.0,5123955.0
2018-02-19,22000,22400,22000,22200,15044,113752.0,5123955.0
2018-02-20,22400,23200,22050,23100,41196,118363.0,5123955.0
2018-02-21,23200,23350,22900,23050,29725,118107.0,5123955.0
2018-02-22,23000,23150,22250,22600,23447,115801.0,5123955.0
2018-02-23,22800,23050,22350,22850,22470,117082.0,5123955.0
2018-02-26,22900,23100,22350,22400,13265,114777.0,5123955.0
2018-02-27,22850,23050,22050,22800,20901,116826.0,5123955.0
2018-02-28,22550,22850,22300,22650,17624,116058.0,5123955.0
2018-03-02,22450,22550,22000,22400,11640,114777.0,5123955.0
2018-03-05,22550,22550,21500,21550,24789,110421.0,5123955.0
2018-03-06,21600,22550,21400,22000,19585,112727.0,5123955.0
2018-03-07,21800,22050,21350,21350,14143,109396.0,5123955.0
2018-03-08,21750,21750,21250,21650,4885,110934.0,5123955.0
2018-03-09,21550,21850,21250,21750,16295,111446.0,5123955.0
2018-03-12,21850,22700,21700,22700,31443,116314.0,5123955.0
2018-03-13,22750,23800,22550,23350,47270,119644.0,5123955.0
2018-03-14,23600,23600,23000,23200,16700,118876.0,5123955.0
2018-03-15,23200,23300,22600,23200,14127,118876.0,5123955.0
2018-03-16,23050,23500,22950,23350,12624,119644.0,5123955.0
2018-03-19,23200,23450,22900,23200,17486,118876.0,5123955.0
2018-03-20,22950,23950,22950,23900,30370,122463.0,5123955.0
2018-03-21,24000,24050,23500,23550,16459,120669.0,5123955.0
2018-03-22,24150,24750,23250,23250,59772,119132.0,5123955.0
2018-03-23,22600,23250,22200,22350,40505,114520.0,5123955.0
2018-03-26,22000,22650,22000,22600,16326,115801.0,5123955.0
2018-03-27,22700,23350,22700,22950,13841,117595.0,5123955.0
2018-03-28,22450,23150,22200,22300,21973,114264.0,5123955.0
2018-03-29,22200,22500,21750,22150,21958,113496.0,5123955.0
2018-03-30,22100,22700,22050,22450,15819,115033.0,5123955.0
2018-04-02,22350,22850,22200,22450,12635,115033.0,5123955.0
2018-04-03,22400,22450,22100,22450,10146,115033.0,5123955.0
2018-04-04,22500,22500,21650,21850,17737,111958.0,5123955.0
2018-04-05,21850,22150,21800,21950,14685,112471.0,5123955.0
2018-04-06,21800,22000,21550,21900,11288,112215.0,5123955.0
2018-04-09,21750,22100,21450,21700,12470,111190.0,5123955.0
2018-04-10,21500,21600,21050,21350,16162,109396.0,5123955.0
2018-04-11,21350,22300,21350,22100,21633,113239.0,5123955.0
2018-04-12,22200,23700,22200,23300,55704,119388.0,5123955.0
2018-04-13,23500,23900,23200,23550,30422,120669.0,5123955.0
2018-04-16,23600,24100,23350,24000,35175,122975.0,5123955.0
2018-04-17,24100,24750,24100,24400,32668,125025.0,5123955.0
2018-04-18,24350,24400,24000,24200,16331,124000.0,5123955.0
2018-04-19,24200,24200,23550,23650,24561,121182.0,5123955.0
2018-04-20,23650,24750,23650,24600,39084,126049.0,5123955.0
2018-04-23,24400,25100,24250,24800,28141,127074.0,5123955.0
2018-04-24,24800,24950,23950,24300,18526,124512.0,5123955.0
2018-04-25,24000,24300,23400,23650,19116,121182.0,5123955.0
2018-04-26,23850,24200,23650,23750,10111,121694.0,5123955.0
2018-04-27,23850,24200,23700,24100,12396,123487.0,5123955.0
2018-04-30,24100,24200,23600,24150,15435,123744.0,5123955.0
2018-05-02,24100,24250,23600,24000,9214,122975.0,5123955.0
2018-05-03,24000,25250,23700,24800,48644,127074.0,5123955.0
2018-05-04,24450,24950,24250,24800,14091,127074.0,5123955.0
2018-05-08,25150,25150,23600,23600,42858,120925.0,5123955.0
2018-05-09,23550,24100,23050,23600,24613,120925.0,5123955.0
2018-05-10,24000,24000,23400,23500,10511,120413.0,5123955.0
2018-05-11,23400,23900,23400,23800,6822,121950.0,5123955.0
2018-05-14,23800,24300,23350,24250,24260,124256.0,5123955.0
2018-05-15,24200,24650,23600,24650,30262,126305.0,5123955.0
2018-05-16,24600,24600,23650,24000,31059,122975.0,5123955.0
2018-05-17,24050,24150,23400,23700,22442,121438.0,5123955.0
2018-05-18,23800,23850,23250,23500,20841,120413.0,5123955.0
2018-05-21,23500,23600,23000,23050,22560,118107.0,5123955.0
2018-05-23,23100,23250,22550,22950,23936,117595.0,5123955.0
2018-05-24,22950,23650,22950,23450,22281,120157.0,5123955.0
2018-05-25,23350,23350,22350,22750,26024,116570.0,5123955.0
2018-05-28,22750,22750,22100,22350,28002,114520.0,5123955.0
2018-05-29,22150,22750,22150,22500,15153,115289.0,5123955.0
2018-05-30,22500,23100,22400,22900,17895,117339.0,5123955.0
2018-05-31,22800,23550,22800,23350,19341,119644.0,5123955.0
2018-06-01,23350,24500,23100,24050,38807,123231.0,5123955.0
2018-06-04,24200,24950,24150,24900,52037,127586.0,5123955.0
2018-06-05,24850,26300,24850,26050,96243,133479.0,5123955.0
2018-06-07,26050,26550,25300,25900,48244,132710.0,5123955.0
2018-06-08,25600,26800,25500,26000,54321,133223.0,5123955.0
2018-06-11,26000,26600,25650,25800,38384,132198.0,5123955.0
2018-06-12,25800,27250,25800,26250,85808,134504.0,5123955.0
2018-06-14,26150,26700,26000,26550,25465,136041.0,5123955.0
2018-06-15,26800,27200,25000,26300,70003,134760.0,5123955.0
2018-06-18,26300,26550,25800,26500,51674,135785.0,5123955.0
2018-06-19,26500,26500,25350,25450,34396,130405.0,5123955.0
2018-06-20,25350,26850,24850,26700,33340,136810.0,5123955.0
2018-06-21,26700,26900,25750,25800,22235,132198.0,5123955.0
2018-06-22,25600,26000,24900,25400,25226,130148.0,5123955.0
2018-06-25,25100,25950,24550,25500,23979,130661.0,5123955.0
2018-06-26,24700,25200,24050,24300,31585,124512.0,5123955.0
2018-06-27,24300,24800,23800,24100,19102,123487.0,5123955.0
2018-06-28,23750,24100,23050,23350,21330,119644.0,5123955.0
2018-06-29,23350,23450,22800,23450,14591,120157.0,5123955.0
2018-07-02,23100,23400,22400,22550,20109,115545.0,5123955.0
2018-07-03,22700,23500,22600,22850,29693,117082.0,5123955.0
2018-07-04,22600,23000,21800,22200,28467,113752.0,5123955.0
2018-07-05,22200,24100,21400,21850,52280,111958.0,5123955.0
2018-07-06,22100,22300,21450,22150,12268,113496.0,5123955.0
2018-07-09,22000,22800,21850,22700,13167,116314.0,5123955.0
2018-07-10,22700,24150,22700,23900,33693,122463.0,5123955.0
2018-07-11,23500,24250,23450,24150,21309,123744.0,5123955.0
2018-07-12,24200,24200,23800,23950,8172,122719.0,5123955.0
2018-07-13,24300,24850,23950,24050,25904,123231.0,5123955.0
2018-07-16,24100,25100,24100,25000,31605,128099.0,5123955.0
2018-07-17,25150,25200,24450,25150,15682,128867.0,5123955.0
2018-07-18,25050,25500,24950,25450,17606,130405.0,5123955.0
2018-07-19,25450,25550,24250,24450,27894,125281.0,5123955.0
2018-07-20,24650,25250,24000,24900,22185,127586.0,5123955.0
2018-07-23,24600,24850,23850,24300,11575,124512.0,5123955.0
2018-07-24,24050,26000,24050,25900,31581,132710.0,5123955.0
2018-07-25,25900,26800,25550,26600,50872,136297.0,5123955.0
2018-07-26,26750,27200,26300,26600,32616,136297.0,5123955.0
2018-07-27,26600,29000,26600,29000,118640,148595.0,5123955.0
2018-07-30,29350,29750,28500,28900,75547,148082.0,5123955.0
2018-07-31,28850,30150,28650,28900,63457,148082.0,5123955.0
2018-08-01,29600,30700,29200,29800,100893,152694.0,5123955.0
2018-08-02,29800,30900,29400,30800,52662,157818.0,5123955.0
2018-08-03,30850,30900,29300,30300,60365,155256.0,5123955.0
2018-08-06,30300,30700,29750,30400,27834,155768.0,5123955.0
2018-08-07,30700,30700,29100,29650,41889,151925.0,5123955.0
2018-08-08,29850,30350,29350,30000,39225,153719.0,5123955.0
2018-08-09,30150,36000,29650,32150,226050,164735.0,5123955.0
2018-08-10,32550,32550,31100,32050,71147,164223.0,5123955.0
2018-08-13,31700,32050,30350,31400,56102,160892.0,5123955.0
2018-08-14,31400,32700,30100,31300,56045,160380.0,5123955.0
2018-08-16,30500,31350,30150,31350,24552,160636.0,5123955.0
2018-08-17,31450,31500,30500,30500,31143,156281.0,5123955.0
2018-08-20,30350,31600,30250,30750,22668,157562.0,5123955.0
2018-08-21,30750,31250,30250,31100,18071,159355.0,5123955.0
2018-08-22,31050,31050,30350,30400,19945,155768.0,5123955.0
2018-08-23,30200,31100,29700,29700,27578,152181.0,5123955.0
2018-08-24,30200,31900,30050,31700,81216,162429.0,5123955.0
2018-08-27,31900,33450,31050,33350,78353,170884.0,5123955.0
2018-08-28,32900,34500,32900,34200,76002,175239.0,5123955.0
2018-08-29,34300,36350,34000,35000,94788,179338.0,5123955.0
2018-08-30,35650,37800,35500,37200,138008,190611.0,5123955.0
2018-08-31,37100,37700,36300,37500,63560,192148.0,5123955.0
2018-09-03,37450,37500,36200,36800,47671,188562.0,5123955.0
2018-09-04,36600,37400,36400,37200,24811,190611.0,5123955.0
2018-09-05,37200,38000,36550,36700,42294,188049.0,5123955.0
2018-09-06,36450,37550,35900,36400,26738,186512.0,5123955.0
2018-09-07,36700,38000,35900,37500,76870,192148.0,5123955.0
2018-09-10,37500,38500,37500,38150,38916,195479.0,5123955.0
2018-09-11,38250,39750,37500,39350,70290,201628.0,5123955.0
2018-09-12,39650,41500,38500,39100,109501,200347.0,5123955.0
2018-09-13,39100,39400,38000,38250,52774,195991.0,5123955.0
2018-09-14,38750,39250,38100,38250,50502,195991.0,5123955.0
2018-09-17,38250,38500,37200,38000,34873,194710.0,5123955.0
2018-09-18,37500,38450,37300,38200,31020,195735.0,5123955.0
2018-09-19,38200,38900,37500,38300,38245,196247.0,5123955.0
2018-09-20,38250,39100,37000,39050,56431,200090.0,5123955.0
2018-09-21,39200,39600,38550,38800,40393,198809.0,5123955.0
2018-09-27,39150,39900,38500,39000,56126,199834.0,5123955.0
2018-09-28,39500,40150,39000,39400,59337,201884.0,5123955.0
2018-10-01,39450,39450,35650,36900,105922,189074.0,5123955.0
2018-10-02,36900,38000,36500,36800,27274,188562.0,5123955.0
2018-10-04,36800,37900,35650,37500,50521,192148.0,5123955.0
2018-10-05,36650,37300,35550,35800,45491,183438.0,5123955.0
2018-10-08,35800,36650,34700,34850,34531,178570.0,5123955.0
2018-10-10,34050,35050,33250,34000,58786,174214.0,5123955.0
2018-10-11,32300,33600,31400,32500,110043,166529.0,5123955.0
2018-10-12,32500,36050,32250,35700,84512,182925.0,5123955.0
2018-10-15,36050,36050,34800,34950,27577,179082.0,5123955.0
2018-10-16,34950,36400,34600,35900,38891,183950.0,5123955.0
2018-10-17,35900,37000,35600,36150,47666,185231.0,5123955.0
2018-10-18,35950,36300,34400,35300,36047,180876.0,5123955.0
2018-10-19,34900,34900,33800,34400,38672,176264.0,5123955.0
2018-10-22,34350,35100,34150,35050,21909,179595.0,5123955.0
2018-10-23,35050,35100,34050,34400,31020,176264.0,5123955.0
2018-10-24,34400,34950,32850,33000,35686,169091.0,5123955.0
2018-10-25,31900,32400,31100,32200,51677,164991.0,5123955.0
2018-10-26,32300,32450,30400,30550,34070,156537.0,5123955.0
2018-10-29,30450,30950,27700,28100,52794,143983.0,5123955.0
2018-10-30,27800,29500,25900,29400,103000,150644.0,5123955.0
2018-10-31,29750,32100,28750,31350,68270,160636.0,5123955.0
2018-11-01,32150,32900,31050,31100,37987,159355.0,5123955.0
2018-11-02,31850,32800,31500,32600,39706,167041.0,5123955.0
2018-11-05,32600,32700,31550,32450,15746,166272.0,5123955.0
2018-11-06,32450,33200,31350,31950,26357,163710.0,5123955.0
2018-11-07,31950,32250,30450,31150,20164,159611.0,5123955.0
2018-11-08,31500,32850,31350,32500,26479,166529.0,5123955.0
2018-11-09,32300,34500,32150,33800,48610,173190.0,5123955.0
2018-11-12,33700,34700,32700,33550,48659,171909.0,5123955.0
2018-11-13,33000,33550,32550,33200,23526,170115.0,5123955.0
2018-11-14,33200,34950,32600,33300,31189,170628.0,5123955.0
2018-11-15,33950,34100,32600,33100,31833,169603.0,5123955.0
2018-11-16,33000,33700,33000,33100,16064,169603.0,5123955.0
2018-11-19,33000,34200,32900,33900,24429,173702.0,5123955.0
2018-11-20,33400,34300,33100,33800,23093,173190.0,5123955.0
2018-11-21,33750,36800,33400,36550,71548,187281.0,5123955.0
2018-11-22,36600,36900,35750,36800,30157,188562.0,5123955.0
2018-11-23,36700,36950,34250,35700,70834,182925.0,5123955.0
2018-11-26,36150,36300,34850,34850,22444,178570.0,5123955.0
2018-11-27,35200,35600,33850,34800,31172,178314.0,5123955.0
2018-11-28,34800,37100,34650,37100,53727,190099.0,5123955.0
2018-11-29,37100,43400,36500,39400,313135,201884.0,5123955.0
2018-11-30,39250,39950,38850,39450,41950,202140.0,5123955.0
2018-12-03,39200,40550,38150,39400,73255,201884.0,5123955.0
2018-12-04,39050,39450,38050,38950,46038,199578.0,5123955.0
2018-12-05,38500,38950,37950,38350,35543,196504.0,5123955.0
2018-12-06,38400,38750,36700,37450,43114,191892.0,5123955.0
2018-12-07,37650,38600,37550,37700,27536,193173.0,5123955.0
2018-12-10,37300,37600,36200,36500,28853,187024.0,5123955.0
2018-12-11,36500,37150,35500,35550,21774,182157.0,5123955.0
2018-12-12,35750,36450,34900,36450,16459,186768.0,5123955.0
2018-12-13,36100,37350,36100,37100,17882,190099.0,5123955.0
2018-12-14,36750,37100,35350,35550,22334,182157.0,5123955.0
2018-12-17,35150,35500,33900,35100,27330,179851.0,5123955.0
2018-12-18,34150,35100,34150,34650,13826,177545.0,5123955.0
2018-12-19,34550,35550,34300,35350,19644,181132.0,5123955.0
2018-12-20,35150,35150,34200,34800,22173,178314.0,5123955.0
