엔텔스(069410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-03-10,1262,1262,1209,1260,4880,8168.0,3300000.0
2009-03-11,1247,1324,1247,1253,1953,8118.0,3300000.0
2009-03-12,1268,1288,1209,1273,12477,8250.0,3300000.0
2009-03-13,1280,1464,1280,1464,188635,9488.0,3300000.0
2009-03-16,1683,1683,1683,1683,74254,10906.0,3300000.0
2009-03-17,1507,1553,1430,1431,261777,9273.0,3300000.0
2009-03-18,1288,1316,1227,1237,118775,8019.0,3300000.0
2009-03-19,1273,1308,1242,1243,35197,8052.0,3300000.0
2009-03-20,1247,1288,1227,1258,17403,8151.0,3300000.0
2009-03-23,1273,1321,1247,1283,12113,8316.0,3300000.0
2009-03-24,1298,1313,1255,1299,18735,8415.0,3300000.0
2009-03-25,1290,1324,1288,1309,7018,8481.0,3300000.0
2009-03-26,1324,1410,1301,1365,16824,8844.0,3300000.0
2009-03-27,1367,1420,1349,1365,7138,8844.0,3300000.0
2009-03-30,1364,1374,1301,1314,8982,8514.0,3300000.0
2009-03-31,1288,1369,1288,1342,8081,8696.0,3300000.0
2009-04-01,1359,1405,1326,1406,15130,9108.0,3300000.0
2009-04-02,1369,1499,1369,1421,10345,9207.0,3300000.0
2009-04-03,1420,1425,1369,1375,16196,8910.0,3300000.0
2009-04-06,1385,1425,1374,1418,12271,9190.0,3300000.0
2009-04-07,1413,1425,1392,1426,18030,9240.0,3300000.0
2009-04-08,1410,1497,1405,1462,19103,9471.0,3300000.0
2009-04-09,1466,1553,1466,1535,14460,9950.0,3300000.0
2009-04-10,1535,1578,1507,1540,14660,9982.0,3300000.0
2009-04-13,1492,1581,1492,1579,8826,10230.0,3300000.0
2009-04-14,1532,1619,1502,1571,14620,10180.0,3300000.0
2009-04-15,1527,1588,1456,1525,19591,9884.0,3300000.0
2009-04-16,1560,1563,1476,1490,48144,9652.0,3300000.0
2009-04-17,1489,1550,1461,1523,16017,9867.0,3300000.0
2009-04-20,1583,1583,1451,1512,8130,9801.0,3300000.0
2009-04-21,1497,1583,1453,1492,5794,9669.0,3300000.0
2009-04-22,1476,1565,1471,1520,63529,9850.0,3300000.0
2009-04-23,1543,1543,1494,1528,8665,9900.0,3300000.0
2009-04-24,1558,1746,1527,1584,59187,10263.0,3300000.0
2009-04-27,1604,1609,1517,1574,18177,10197.0,3300000.0
2009-04-28,1548,1565,1527,1528,16714,9900.0,3300000.0
2009-04-29,1489,1550,1489,1548,2178,10032.0,3300000.0
2009-04-30,1532,1593,1494,1574,6512,10197.0,3300000.0
2009-05-04,1550,1670,1550,1586,8961,10280.0,3300000.0
2009-05-06,1675,1675,1591,1627,7840,10544.0,3300000.0
2009-05-07,1647,1723,1627,1675,19102,10857.0,3300000.0
2009-05-08,1680,1874,1680,1772,40504,11484.0,3300000.0
2009-05-11,1787,1807,1677,1767,17039,11451.0,3300000.0
2009-05-12,1731,1759,1680,1698,5865,11006.0,3300000.0
2009-05-13,1698,1756,1675,1681,7277,10890.0,3300000.0
2009-05-14,1660,1693,1578,1681,9417,10890.0,3300000.0
2009-05-15,1639,1680,1629,1640,12448,10626.0,3300000.0
2009-05-18,1639,1726,1639,1696,7468,10989.0,3300000.0
2009-05-19,1675,1756,1675,1681,44224,10890.0,3300000.0
2009-05-20,1667,1756,1604,1647,36242,10676.0,3300000.0
2009-05-21,1647,1670,1583,1617,26780,10478.0,3300000.0
2009-05-22,1619,1662,1596,1663,4167,10774.0,3300000.0
2009-05-25,1647,1680,1441,1579,16424,10230.0,3300000.0
2009-05-26,1545,1619,1537,1556,12560,10082.0,3300000.0
2009-05-27,1591,1591,1515,1515,8159,9818.0,3300000.0
2009-05-28,1479,1604,1453,1482,6704,9603.0,3300000.0
2009-05-29,1481,1621,1466,1619,18014,10494.0,3300000.0
2009-06-01,1609,1609,1504,1563,6430,10131.0,3300000.0
2009-06-02,1535,1609,1530,1543,4121,9999.0,3300000.0
2009-06-03,1543,1565,1517,1543,2313,9999.0,3300000.0
2009-06-04,1497,1543,1494,1495,1393,9686.0,3300000.0
2009-06-05,1502,1522,1402,1456,6580,9438.0,3300000.0
2009-06-08,1446,1502,1446,1502,2282,9735.0,3300000.0
2009-06-09,1481,1540,1479,1533,486,9933.0,3300000.0
2009-06-10,1548,1550,1492,1543,139,9999.0,3300000.0
2009-06-11,1527,1558,1520,1551,1679,10048.0,3300000.0
2009-06-12,1543,1550,1512,1512,2285,9801.0,3300000.0
2009-06-15,1548,1550,1481,1535,12329,9950.0,3300000.0
2009-06-16,1535,1553,1504,1540,464,9982.0,3300000.0
2009-06-17,1553,1553,1479,1540,6214,9982.0,3300000.0
2009-06-18,1537,1563,1494,1520,28849,9850.0,3300000.0
2009-06-19,1494,1599,1492,1502,26044,9735.0,3300000.0
2009-06-22,1502,1604,1486,1528,1888,9900.0,3300000.0
2009-06-23,1507,1578,1481,1490,3500,9652.0,3300000.0
2009-06-24,1494,1624,1492,1525,2939,9884.0,3300000.0
2009-06-25,1504,1527,1499,1525,766,9884.0,3300000.0
2009-06-26,1527,1550,1476,1505,3934,9752.0,3300000.0
2009-06-29,1497,1517,1489,1515,1532,9818.0,3300000.0
2009-06-30,1507,1532,1458,1528,3704,9900.0,3300000.0
2009-07-01,1527,1550,1499,1533,3788,9933.0,3300000.0
2009-07-02,1532,1545,1509,1540,1452,9982.0,3300000.0
2009-07-03,1507,1583,1484,1584,3116,10263.0,3300000.0
2009-07-06,1591,1591,1517,1538,10229,9966.0,3300000.0
2009-07-07,1548,1568,1522,1563,6577,10131.0,3300000.0
2009-07-08,1545,1573,1522,1558,1048,10098.0,3300000.0
2009-07-09,1553,1619,1545,1579,558,10230.0,3300000.0
2009-07-10,1545,1578,1530,1558,2649,10098.0,3300000.0
2009-07-13,1545,1545,1481,1482,7053,9603.0,3300000.0
2009-07-14,1484,1525,1476,1507,6458,9768.0,3300000.0
2009-07-15,1609,1609,1494,1518,338,9834.0,3300000.0
2009-07-16,1520,1558,1433,1462,5935,9471.0,3300000.0
2009-07-17,1476,1545,1461,1525,6678,9884.0,3300000.0
2009-07-20,1466,1558,1466,1525,2879,9884.0,3300000.0
2009-07-21,1553,1553,1476,1497,2993,9702.0,3300000.0
2009-07-22,1497,1555,1458,1477,12348,9570.0,3300000.0
2009-07-23,1502,1629,1476,1579,18052,10230.0,3300000.0
2009-07-24,1578,1578,1489,1533,12409,9933.0,3300000.0
2009-07-27,1543,1543,1492,1497,8121,9702.0,3300000.0
2009-07-28,1476,1624,1476,1525,7605,9884.0,3300000.0
2009-07-29,1527,1527,1476,1528,5896,9900.0,3300000.0
2009-07-30,1504,1680,1502,1551,7815,10048.0,3300000.0
2009-07-31,1532,1591,1522,1528,564,9900.0,3300000.0
2009-08-03,1502,1634,1502,1546,2318,10016.0,3300000.0
2009-08-04,1527,1576,1481,1510,6385,9784.0,3300000.0
2009-08-05,1507,1576,1497,1515,13899,9818.0,3300000.0
2009-08-06,1515,1545,1499,1505,17382,9752.0,3300000.0
2009-08-07,1504,1535,1494,1507,14084,9768.0,3300000.0
2009-08-10,1509,1731,1509,1548,242919,10032.0,3300000.0
2009-08-11,1555,1591,1532,1563,20463,10131.0,3300000.0
2009-08-12,1545,1616,1540,1617,25016,10478.0,3300000.0
2009-08-13,1695,1695,1573,1614,39288,10461.0,3300000.0
2009-08-14,1614,1856,1586,1856,323297,12028.0,3300000.0
2009-08-17,1802,1858,1629,1665,366322,10791.0,3300000.0
2009-08-18,1665,1721,1583,1584,46953,10263.0,3300000.0
2009-08-19,1614,1649,1583,1607,44967,10412.0,3300000.0
2009-08-20,1596,1639,1558,1594,29074,10329.0,3300000.0
2009-08-21,1619,1711,1555,1556,29448,10082.0,3300000.0
2009-08-24,1555,1593,1530,1530,17699,9916.0,3300000.0
2009-08-25,1535,1550,1494,1530,16679,9916.0,3300000.0
2009-08-26,1515,1565,1507,1548,16869,10032.0,3300000.0
2009-08-27,1553,1596,1527,1535,9549,9950.0,3300000.0
2009-08-28,1527,1576,1527,1556,8053,10082.0,3300000.0
2009-08-31,1565,1619,1548,1579,17265,10230.0,3300000.0
2009-09-01,1588,1604,1553,1584,40578,10263.0,3300000.0
2009-09-02,1593,1593,1550,1558,12381,10098.0,3300000.0
2009-09-03,1558,1591,1555,1584,6602,10263.0,3300000.0
2009-09-04,1568,1624,1550,1563,14896,10131.0,3300000.0
2009-09-07,1588,1619,1560,1566,2803,10148.0,3300000.0
2009-09-08,1563,1624,1553,1581,20271,10246.0,3300000.0
2009-09-09,1583,1616,1581,1586,20175,10280.0,3300000.0
2009-09-10,1614,1614,1558,1609,9651,10428.0,3300000.0
2009-09-11,1601,1728,1586,1668,14216,10808.0,3300000.0
2009-09-14,1632,1782,1629,1714,24312,11104.0,3300000.0
2009-09-15,1685,1754,1652,1678,11184,10874.0,3300000.0
2009-09-16,1705,1846,1655,1772,36777,11484.0,3300000.0
2009-09-17,1772,1805,1695,1775,14061,11500.0,3300000.0
2009-09-18,1761,1818,1736,1808,32833,11715.0,3300000.0
2009-09-21,1761,1828,1731,1757,16416,11385.0,3300000.0
2009-09-22,1726,1789,1677,1678,18222,10874.0,3300000.0
2009-09-23,1652,1685,1614,1650,23853,10692.0,3300000.0
2009-09-24,1667,1731,1619,1683,8148,10906.0,3300000.0
2009-09-25,1731,1731,1634,1711,3038,11088.0,3300000.0
2009-09-28,1660,1774,1660,1701,4394,11022.0,3300000.0
2009-09-29,1708,1830,1690,1739,9292,11270.0,3300000.0
2009-09-30,1736,1774,1703,1731,11999,11220.0,3300000.0
2009-10-01,1741,1965,1634,1838,25060,11913.0,3300000.0
2009-10-05,1871,2113,1843,2113,50691,13695.0,3300000.0
2009-10-06,2291,2429,2087,2126,478188,13778.0,3300000.0
2009-10-07,2141,2169,1863,1877,124420,12160.0,3300000.0
2009-10-08,1886,1886,1703,1757,64633,11385.0,3300000.0
2009-10-09,1782,1828,1705,1787,21607,11583.0,3300000.0
2009-10-12,1787,1805,1746,1757,18353,11385.0,3300000.0
2009-10-13,1744,1848,1721,1731,23276,11220.0,3300000.0
2009-10-14,1805,1991,1782,1991,100940,12903.0,3300000.0
2009-10-15,2286,2289,2184,2289,139464,14834.0,3300000.0
2009-10-16,2350,2546,2003,2012,335639,13035.0,3300000.0
2009-10-19,2011,2240,1889,2195,117113,14223.0,3300000.0
2009-10-20,2199,2523,2199,2523,174195,16352.0,3300000.0
2009-10-21,2749,2897,2334,2470,471285,16005.0,3300000.0
2009-10-22,2449,2836,2345,2836,321818,18381.0,3300000.0
2009-10-23,2836,3126,2698,2979,433649,19305.0,3300000.0
2009-10-26,2856,2999,2785,2831,127747,18348.0,3300000.0
2009-10-27,2749,2816,2515,2633,158054,17061.0,3300000.0
2009-10-28,2673,2673,2373,2399,122965,15543.0,3300000.0
2009-10-29,2347,2472,2311,2455,67127,15906.0,3300000.0
2009-10-30,2472,2490,2291,2292,32699,14850.0,3300000.0
2009-11-02,2189,2240,2095,2180,64939,14124.0,3300000.0
2009-11-03,2126,2281,2126,2197,30404,14240.0,3300000.0
2009-11-04,2250,2250,2064,2144,37119,13893.0,3300000.0
2009-11-05,2143,2156,2072,2096,14588,13580.0,3300000.0
2009-11-06,2113,2115,1983,2062,27387,13365.0,3300000.0
2009-11-09,2087,2159,1978,2113,19273,13695.0,3300000.0
2009-11-10,2087,2136,2067,2129,11399,13794.0,3300000.0
2009-11-11,2128,2322,2092,2309,31980,14966.0,3300000.0
2009-11-12,2327,2337,2230,2337,13633,15147.0,3300000.0
2009-11-13,2301,2388,2245,2317,12686,15015.0,3300000.0
2009-11-16,1996,2334,1996,2261,6359,14652.0,3300000.0
2009-11-17,2159,2286,1988,2103,30340,13629.0,3300000.0
2009-11-18,2080,2138,2016,2037,6892,13200.0,3300000.0
2009-11-19,2016,2085,1945,2068,9947,13398.0,3300000.0
2009-11-20,2225,2225,2072,2113,7681,13695.0,3300000.0
2009-11-23,2113,2220,2031,2113,5224,13695.0,3300000.0
2009-11-24,2044,2128,2034,2085,5291,13514.0,3300000.0
2009-11-25,2044,2138,2014,2088,8667,13530.0,3300000.0
2009-11-26,2159,2159,2036,2118,9589,13728.0,3300000.0
2009-11-27,2136,2138,1973,2012,10156,13035.0,3300000.0
2009-11-30,1914,2082,1909,2029,3936,13150.0,3300000.0
2009-12-01,1963,2054,1907,1935,10270,12540.0,3300000.0
2009-12-02,1975,1983,1863,1943,16554,12590.0,3300000.0
2009-12-03,1904,2031,1904,1943,7345,12590.0,3300000.0
2009-12-04,2016,2067,1945,2037,9562,13200.0,3300000.0
2009-12-07,2011,2184,2011,2139,16409,13860.0,3300000.0
2009-12-08,2217,2217,2108,2164,4483,14025.0,3300000.0
2009-12-09,2054,2245,2054,2169,4635,14058.0,3300000.0
2009-12-10,2189,2189,2077,2164,5472,14025.0,3300000.0
2009-12-11,2113,2220,2085,2174,5518,14091.0,3300000.0
2009-12-14,2141,2418,2141,2393,80712,15510.0,3300000.0
2009-12-15,2467,2469,2357,2470,44090,16005.0,3300000.0
2009-12-16,2474,2510,2360,2505,22527,16236.0,3300000.0
2009-12-17,2457,2592,2457,2505,27508,16236.0,3300000.0
2009-12-18,2403,2538,2403,2533,21745,16418.0,3300000.0
2009-12-21,2546,2912,2538,2913,474752,18876.0,3300000.0
2009-12-22,3157,3157,2760,2898,261929,18777.0,3300000.0
2009-12-23,2897,2928,2734,2867,94965,18579.0,3300000.0
2009-12-24,2887,3075,2816,3020,146903,19569.0,3300000.0
2009-12-28,2953,3121,2882,3005,90273,19470.0,3300000.0
2009-12-29,3131,3131,2851,2852,50255,18480.0,3300000.0
2009-12-30,2851,3182,2653,2882,224484,18678.0,3300000.0
2010-01-04,2902,3126,2882,3127,158055,20262.0,3300000.0
2010-01-05,3157,3595,3136,3595,343055,23298.0,3300000.0
2010-01-06,3742,4084,3666,3779,314267,24486.0,3300000.0
2010-01-07,3844,3860,3467,3565,128505,23100.0,3300000.0
2010-01-08,3493,3666,3310,3514,78540,22770.0,3300000.0
2010-01-11,3518,3554,3259,3264,103846,21153.0,3300000.0
2010-01-12,3238,3559,3203,3417,125991,22143.0,3300000.0
2010-01-13,3366,3534,3228,3356,67322,21747.0,3300000.0
2010-01-14,3366,3437,3167,3356,63669,21747.0,3300000.0
2010-01-15,3396,3473,3218,3300,68210,21384.0,3300000.0
2010-01-18,3361,3386,3187,3280,40905,21252.0,3300000.0
2010-01-19,3259,3345,3152,3193,42482,20691.0,3300000.0
2010-01-20,3198,3508,3198,3264,205490,21153.0,3300000.0
2010-01-21,3264,3310,3080,3234,83985,20955.0,3300000.0
2010-01-22,3248,3259,3091,3183,24277,20625.0,3300000.0
2010-01-25,3167,3167,2760,2954,46760,19140.0,3300000.0
2010-01-26,2994,2994,2719,2801,60557,18150.0,3300000.0
2010-01-27,2979,2979,2765,2893,28181,18744.0,3300000.0
2010-01-28,2948,3004,2892,2974,7080,19272.0,3300000.0
2010-01-29,2973,2973,2861,2938,28240,19041.0,3300000.0
2010-02-01,2867,3086,2851,3081,29549,19965.0,3300000.0
2010-02-02,3157,3182,3060,3081,71055,19965.0,3300000.0
2010-02-03,3142,3182,3004,3055,180877,19800.0,3300000.0
2010-02-04,3131,3152,2897,2984,39212,19338.0,3300000.0
2010-02-05,2800,2892,2602,2750,46126,17820.0,3300000.0
2010-02-08,2826,2826,2607,2653,23868,17193.0,3300000.0
2010-02-09,2556,2826,2556,2724,28195,17655.0,3300000.0
2010-02-10,2800,2826,2663,2704,12519,17523.0,3300000.0
2010-02-11,2678,2749,2653,2724,5216,17655.0,3300000.0
2010-02-12,2709,3065,2678,2954,129825,19140.0,3300000.0
2010-02-16,2953,3035,2882,3015,25003,19536.0,3300000.0
2010-02-17,3030,3096,2923,2999,15132,19437.0,3300000.0
2010-02-18,3024,3045,2902,2999,26505,19437.0,3300000.0
2010-02-19,2963,3065,2907,2959,60858,19173.0,3300000.0
2010-02-22,3030,3030,2948,2954,20339,19140.0,3300000.0
2010-02-23,2984,3157,2938,3005,60510,19470.0,3300000.0
2010-02-24,2994,3030,2902,2923,24695,18942.0,3300000.0
2010-02-25,2979,3101,2851,2852,32690,18480.0,3300000.0
2010-02-26,2846,2979,2749,2918,13935,18909.0,3300000.0
2010-03-02,2923,3009,2882,2923,11228,18942.0,3300000.0
2010-03-03,2928,2994,2917,2918,11237,18909.0,3300000.0
2010-03-04,2856,2948,2851,2923,6183,18942.0,3300000.0
2010-03-05,2877,2953,2755,2893,30622,18744.0,3300000.0
2010-03-08,2948,2948,2805,2852,15023,18480.0,3300000.0
2010-03-09,2897,2902,2765,2857,24373,18513.0,3300000.0
2010-03-10,2856,2902,2826,2882,7305,18678.0,3300000.0
2010-03-11,2882,2928,2790,2821,10643,18282.0,3300000.0
2010-03-12,2800,2841,2780,2806,14503,18183.0,3300000.0
2010-03-15,3040,3040,2543,2730,27814,17688.0,3300000.0
2010-03-16,2729,2872,2607,2750,4334,17820.0,3300000.0
2010-03-17,2749,2851,2627,2852,26838,18480.0,3300000.0
2010-03-18,2943,2948,2709,2786,16015,18051.0,3300000.0
2010-03-19,2785,2785,2688,2724,10001,17655.0,3300000.0
2010-03-22,2698,2744,2627,2628,12272,17028.0,3300000.0
2010-03-23,2627,2698,2607,2607,12263,16896.0,3300000.0
2010-03-24,2648,2648,2477,2539,21208,16450.0,3300000.0
2010-03-25,2490,2632,2436,2544,18360,16484.0,3300000.0
2010-03-26,2566,2571,2192,2396,63463,15526.0,3300000.0
2010-03-29,2390,2429,2324,2368,27275,15345.0,3300000.0
2010-03-30,2355,2429,2342,2393,3376,15510.0,3300000.0
2010-03-31,2342,2418,2304,2368,4490,15345.0,3300000.0
2010-04-01,2357,2441,2337,2368,4262,15345.0,3300000.0
2010-04-02,2416,2416,2192,2297,40082,14883.0,3300000.0
2010-04-05,2296,2546,2266,2294,20539,14866.0,3300000.0
2010-04-06,2281,2439,2243,2266,11186,14685.0,3300000.0
2010-04-07,2322,2393,2240,2281,11004,14784.0,3300000.0
2010-04-08,2342,2342,2205,2289,14789,14834.0,3300000.0
2010-04-09,2278,2342,2240,2292,3351,14850.0,3300000.0
2010-04-12,2271,2390,2271,2320,7841,15032.0,3300000.0
2010-04-13,2319,2339,2245,2292,4637,14850.0,3300000.0
2010-04-14,2273,2291,2189,2202,18823,14272.0,3300000.0
2010-04-15,2235,2357,2164,2164,8235,14025.0,3300000.0
2010-04-16,2146,2317,2146,2200,7932,14256.0,3300000.0
2010-04-19,2215,2266,2151,2220,4548,14388.0,3300000.0
2010-04-20,2250,2278,2169,2258,3139,14636.0,3300000.0
2010-04-21,2250,2530,2235,2490,22199,16137.0,3300000.0
2010-04-22,2566,2602,2296,2561,11763,16599.0,3300000.0
2010-04-23,2592,2597,2510,2546,11069,16500.0,3300000.0
2010-04-26,2546,2724,2500,2618,23045,16962.0,3300000.0
2010-04-27,2719,2719,2505,2546,7076,16500.0,3300000.0
2010-04-28,2490,2597,2367,2521,13829,16335.0,3300000.0
2010-04-29,2693,2693,2413,2414,18595,15642.0,3300000.0
2010-04-30,2413,2482,2347,2439,11086,15807.0,3300000.0
2010-05-03,2485,2485,2365,2442,383,15824.0,3300000.0
2010-05-04,2426,2469,2413,2444,935,15840.0,3300000.0
2010-05-06,2403,2403,2322,2404,4137,15576.0,3300000.0
2010-05-07,2347,2541,2245,2470,2986,16005.0,3300000.0
2010-05-10,2393,2543,2367,2465,2204,15972.0,3300000.0
2010-05-11,2622,2622,2444,2508,1406,16252.0,3300000.0
2010-05-12,2500,2642,2495,2561,13541,16599.0,3300000.0
2010-05-13,2551,2622,2367,2470,3859,16005.0,3300000.0
2010-05-14,2464,2464,2317,2343,17178,15180.0,3300000.0
2010-05-17,2319,2439,2189,2363,5885,15312.0,3300000.0
2010-05-18,2352,2444,2266,2287,16170,14817.0,3300000.0
2010-05-19,2248,2434,2199,2309,10694,14966.0,3300000.0
2010-05-20,2276,2327,2220,2294,10319,14866.0,3300000.0
2010-05-24,2444,2444,2194,2195,4120,14223.0,3300000.0
2010-05-25,2154,2286,2042,2258,8031,14636.0,3300000.0
2010-05-26,2385,2385,2118,2251,1880,14586.0,3300000.0
2010-05-27,2362,2362,2159,2287,2623,14817.0,3300000.0
2010-05-28,2286,2342,2215,2292,8476,14850.0,3300000.0
2010-05-31,2291,2291,2230,2230,2684,14454.0,3300000.0
2010-06-01,2332,2332,2197,2289,2098,14834.0,3300000.0
2010-06-03,2513,2513,2225,2391,8393,15494.0,3300000.0
2010-06-04,2378,2434,2322,2348,9104,15213.0,3300000.0
2010-06-07,2253,2388,2253,2368,162,15345.0,3300000.0
2010-06-08,2324,2439,2322,2404,587,15576.0,3300000.0
2010-06-09,2418,2444,2291,2340,40311,15164.0,3300000.0
2010-06-10,2294,2327,2217,2292,3494,14850.0,3300000.0
2010-06-11,2329,2367,2194,2195,38504,14223.0,3300000.0
2010-06-14,2189,2304,2169,2208,3146,14306.0,3300000.0
2010-06-15,2205,2261,2171,2205,6875,14289.0,3300000.0
2010-06-16,2286,2286,2166,2236,3907,14487.0,3300000.0
2010-06-17,2273,2273,2179,2223,4632,14404.0,3300000.0
2010-06-18,2215,2263,2143,2236,2325,14487.0,3300000.0
2010-06-21,2235,2235,2166,2233,3033,14470.0,3300000.0
2010-06-22,2227,2227,2141,2228,3547,14438.0,3300000.0
2010-06-23,2215,2215,2164,2164,1674,14025.0,3300000.0
2010-06-24,2164,2337,2138,2248,13110,14570.0,3300000.0
2010-06-25,2189,2385,2138,2248,2151,14570.0,3300000.0
2010-06-28,2248,2345,2169,2248,55625,14570.0,3300000.0
2010-06-29,2258,2393,2205,2284,1749,14800.0,3300000.0
2010-06-30,2278,2283,2042,2281,448,14784.0,3300000.0
2010-07-01,2189,2278,2138,2274,4006,14734.0,3300000.0
2010-07-02,2182,2525,2182,2256,2026,14619.0,3300000.0
2010-07-05,2222,2378,2217,2287,274,14817.0,3300000.0
2010-07-06,2215,2291,2166,2266,3508,14685.0,3300000.0
2010-07-07,2189,2418,2189,2297,388,14883.0,3300000.0
2010-07-08,2296,2362,2212,2215,12932,14355.0,3300000.0
2010-07-09,2202,2238,2177,2238,1553,14504.0,3300000.0
2010-07-12,2289,2289,2171,2180,2410,14124.0,3300000.0
2010-07-13,2169,2179,2105,2169,8182,14058.0,3300000.0
2010-07-14,2164,2169,2052,2098,20229,13596.0,3300000.0
2010-07-15,2098,2149,2003,2037,28531,13200.0,3300000.0
2010-07-16,2182,2182,2031,2078,3071,13464.0,3300000.0
2010-07-19,2026,2171,2026,2042,1134,13233.0,3300000.0
2010-07-20,2128,2128,2031,2088,2977,13530.0,3300000.0
2010-07-21,2123,2131,2059,2116,2070,13712.0,3300000.0
2010-07-22,2064,2115,2001,2057,9287,13332.0,3300000.0
2010-07-23,2057,2100,1986,2024,3943,13118.0,3300000.0
2010-07-26,1980,2108,1980,2052,2051,13299.0,3300000.0
2010-07-27,2047,2087,2026,2055,182,13316.0,3300000.0
2010-07-28,2047,2062,1993,2009,974,13018.0,3300000.0
2010-07-29,2008,2072,1988,2034,4885,13184.0,3300000.0
2010-07-30,2034,2240,1978,2126,3616,13778.0,3300000.0
2010-08-02,2067,2199,2029,2129,6833,13794.0,3300000.0
2010-08-03,2138,2138,2029,2037,8627,13200.0,3300000.0
2010-08-04,2047,2080,2003,2045,5547,13250.0,3300000.0
2010-08-05,2034,2105,1947,2037,11154,13200.0,3300000.0
2010-08-06,2026,2100,2006,2098,13474,13596.0,3300000.0
2010-08-09,2189,2220,2062,2180,13059,14124.0,3300000.0
2010-08-10,2240,2240,2166,2220,3869,14388.0,3300000.0
2010-08-11,2253,2253,2138,2174,6065,14091.0,3300000.0
2010-08-12,2174,2240,2064,2236,4130,14487.0,3300000.0
2010-08-13,2240,2266,2095,2241,3234,14520.0,3300000.0
2010-08-16,2235,2235,2036,2113,10958,13695.0,3300000.0
2010-08-17,2105,2169,2047,2106,1744,13646.0,3300000.0
2010-08-18,2077,2113,2067,2108,1170,13662.0,3300000.0
2010-08-19,2136,2171,2036,2065,6371,13382.0,3300000.0
2010-08-20,2154,2154,2011,2050,7050,13282.0,3300000.0
2010-08-23,2047,2108,2001,2047,6100,13266.0,3300000.0
2010-08-24,2044,2164,2039,2075,356,13448.0,3300000.0
2010-08-25,2072,2075,1986,2012,5688,13035.0,3300000.0
2010-08-26,2011,2182,2006,2032,359,13167.0,3300000.0
2010-08-27,2024,2077,1986,2073,2622,13431.0,3300000.0
2010-08-30,2075,2138,1998,2139,4903,13860.0,3300000.0
2010-08-31,2156,2156,2108,2134,103877,13827.0,3300000.0
2010-09-01,2189,2220,2103,2220,15771,14388.0,3300000.0
2010-09-02,2225,2388,2138,2251,168,14586.0,3300000.0
2010-09-03,2250,2286,2184,2281,2385,14784.0,3300000.0
2010-09-06,2283,2350,2207,2241,553,14520.0,3300000.0
2010-09-07,2240,2278,2057,2190,7300,14190.0,3300000.0
2010-09-08,2194,2194,2085,2085,1420,13514.0,3300000.0
2010-09-09,2072,2159,2054,2159,2891,13992.0,3300000.0
2010-09-10,2184,2184,2110,2169,352,14058.0,3300000.0
2010-09-13,2169,2233,2087,2162,253,14008.0,3300000.0
2010-09-14,2090,2240,2090,2185,1746,14157.0,3300000.0
2010-09-15,2220,2220,2108,2187,12086,14174.0,3300000.0
2010-09-16,2118,2210,1935,1991,13069,12903.0,3300000.0
2010-09-17,1991,2159,1988,2022,3199,13101.0,3300000.0
2010-09-20,1988,2059,1988,2050,3467,13282.0,3300000.0
2010-09-24,2047,2075,1998,2075,1493,13448.0,3300000.0
2010-09-27,2072,2075,2031,2040,308,13216.0,3300000.0
2010-09-28,2036,2039,1884,1884,21462,12210.0,3300000.0
2010-09-29,2001,2001,1884,1884,1938,12210.0,3300000.0
2010-09-30,1863,1935,1772,1869,14001,12111.0,3300000.0
2010-10-01,1868,1891,1807,1892,7160,12260.0,3300000.0
2010-10-04,1823,1983,1823,1978,4088,12820.0,3300000.0
2010-10-05,1886,1986,1886,1945,4923,12606.0,3300000.0
2010-10-06,2003,2003,1879,1922,5828,12458.0,3300000.0
2010-10-07,1922,1970,1874,1930,1070,12507.0,3300000.0
2010-10-08,1930,1986,1899,1953,5570,12656.0,3300000.0
2010-10-11,1889,1978,1833,1925,2875,12474.0,3300000.0
2010-10-12,1919,1945,1830,1866,4257,12094.0,3300000.0
2010-10-13,1866,1894,1825,1864,2036,12078.0,3300000.0
2010-10-14,1917,1917,1858,1889,3157,12243.0,3300000.0
2010-10-15,1889,1940,1787,1864,9328,12078.0,3300000.0
2010-10-18,1909,1909,1856,1894,3796,12276.0,3300000.0
2010-10-19,1894,1945,1828,1910,19229,12375.0,3300000.0
2010-10-20,1909,1935,1863,1917,1891,12424.0,3300000.0
2010-10-21,1874,2019,1871,1905,14810,12342.0,3300000.0
2010-10-22,1904,1904,1871,1882,6837,12194.0,3300000.0
2010-10-25,1863,1904,1833,1864,4777,12078.0,3300000.0
2010-10-26,2141,2141,1912,1935,299785,12540.0,3300000.0
2010-10-27,1930,1935,1853,1884,43415,12210.0,3300000.0
2010-10-28,1863,1924,1863,1910,5266,12375.0,3300000.0
2010-10-29,1868,1922,1838,1869,14417,12111.0,3300000.0
2010-11-01,1866,1899,1833,1854,11925,12012.0,3300000.0
2010-11-02,1879,1879,1797,1821,24938,11798.0,3300000.0
2010-11-03,1810,1884,1784,1859,11390,12045.0,3300000.0
2010-11-04,1879,2136,1876,2136,440289,13844.0,3300000.0
2010-11-05,2143,2258,1818,1884,929522,12210.0,3300000.0
2010-11-08,1879,1879,1772,1813,59121,11748.0,3300000.0
2010-11-09,1812,1856,1756,1777,62474,11517.0,3300000.0
2010-11-10,1779,1807,1767,1787,36075,11583.0,3300000.0
