컴투스(078340),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-08-23,10360,10360,10005,10139,129684,114989.0,10086746.0
2010-08-24,10049,10228,9872,10095,73158,114485.0,10086746.0
2010-08-25,9960,10360,9827,9828,104746,111459.0,10086746.0
2010-08-26,10005,10049,9738,9739,79466,110450.0,10086746.0
2010-08-27,9605,9783,9427,9472,93235,107424.0,10086746.0
2010-08-30,9605,9872,9605,9873,64953,111963.0,10086746.0
2010-08-31,9783,10139,9738,10006,117248,113476.0,10086746.0
2010-09-01,10139,10228,10005,10095,81520,114485.0,10086746.0
2010-09-02,10228,10272,10049,10051,75059,113980.0,10086746.0
2010-09-03,10005,10450,10005,10362,140158,117511.0,10086746.0
2010-09-06,10450,11073,10360,11073,442900,125580.0,10086746.0
2010-09-07,11206,11250,10805,10896,209050,123563.0,10086746.0
2010-09-08,10939,11339,10717,11207,241505,127093.0,10086746.0
2010-09-09,11295,11829,11295,11829,339313,134154.0,10086746.0
2010-09-10,11829,11873,11561,11652,176937,132136.0,10086746.0
2010-09-13,11873,11918,11339,11340,179852,128606.0,10086746.0
2010-09-14,11384,11384,10894,11029,173898,125076.0,10086746.0
2010-09-15,11028,11473,10984,11429,168983,129615.0,10086746.0
2010-09-16,11561,11561,11161,11384,80757,129110.0,10086746.0
2010-09-17,11295,11384,11028,11207,87617,127093.0,10086746.0
2010-09-20,11206,11428,11117,11162,62217,126589.0,10086746.0
2010-09-24,11161,11206,10939,11118,75256,126084.0,10086746.0
2010-09-27,11028,11161,10805,10851,108836,123058.0,10086746.0
2010-09-28,10717,10850,10405,10406,213808,118015.0,10086746.0
2010-09-29,10450,10805,10450,10718,129052,121545.0,10086746.0
2010-09-30,10805,11073,10628,10984,81507,124571.0,10086746.0
2010-10-01,10761,11206,10761,11073,108296,125580.0,10086746.0
2010-10-04,10939,11117,10761,10762,97901,122050.0,10086746.0
2010-10-05,10761,10850,10583,10673,67967,121041.0,10086746.0
2010-10-06,10761,11028,10761,10984,80115,124571.0,10086746.0
2010-10-07,11117,11117,10717,10851,79758,123058.0,10086746.0
2010-10-08,11028,11028,10717,10807,58126,122554.0,10086746.0
2010-10-11,10805,11028,10628,10628,69397,120537.0,10086746.0
2010-10-12,10628,10761,10405,10539,58341,119528.0,10086746.0
2010-10-13,10583,12095,10494,12052,659477,136675.0,10086746.0
2010-10-14,11740,12051,11606,12007,304407,136171.0,10086746.0
2010-10-15,12006,12896,11918,12408,461502,140710.0,10086746.0
2010-10-18,12540,13118,12184,12941,264835,146762.0,10086746.0
2010-10-19,12940,13918,12717,13253,447962,150293.0,10086746.0
2010-10-20,13251,13696,12985,13430,169722,152310.0,10086746.0
2010-10-21,13518,14007,13207,13519,259157,153319.0,10086746.0
2010-10-22,13518,13562,12896,13164,198741,149284.0,10086746.0
2010-10-25,13162,13562,12807,12808,211285,145249.0,10086746.0
2010-10-26,12674,12717,12140,12674,346528,143736.0,10086746.0
2010-10-27,12717,13918,12674,13698,470710,155336.0,10086746.0
2010-10-28,13652,14363,13518,13653,208125,154832.0,10086746.0
2010-10-29,13741,14141,13652,13830,168767,156849.0,10086746.0
2010-11-01,14052,14052,13296,13341,150997,151301.0,10086746.0
2010-11-02,13296,13385,12851,13075,111736,148275.0,10086746.0
2010-11-03,13207,13785,13118,13786,142014,156345.0,10086746.0
2010-11-04,14052,14675,13607,14364,398867,162901.0,10086746.0
2010-11-05,14363,15119,14141,14454,279730,163910.0,10086746.0
2010-11-08,14408,14763,14007,14720,137954,166936.0,10086746.0
2010-11-09,14630,14897,14363,14364,114656,162901.0,10086746.0
2010-11-10,14096,14497,14007,14142,124247,160379.0,10086746.0
2010-11-11,14275,14408,13875,14009,74825,158866.0,10086746.0
2010-11-12,14007,14230,12717,13030,270104,147771.0,10086746.0
2010-11-15,12985,13341,11740,12363,164373,140206.0,10086746.0
2010-11-16,12540,12896,12051,12719,195103,144240.0,10086746.0
2010-11-17,12896,12896,12274,12408,142735,140710.0,10086746.0
2010-11-18,12629,13518,12540,13208,190792,149788.0,10086746.0
2010-11-19,13430,13430,12717,12897,199289,146258.0,10086746.0
2010-11-22,13118,13118,12451,12763,112443,144745.0,10086746.0
2010-11-23,12851,13029,12274,12585,83230,142727.0,10086746.0
2010-11-24,11161,12406,11161,12408,114321,140710.0,10086746.0
2010-11-25,12585,12674,12406,12585,50488,142727.0,10086746.0
2010-11-26,12495,12629,12006,12140,76187,137684.0,10086746.0
2010-11-29,12274,12451,11695,11829,112140,134154.0,10086746.0
2010-11-30,11784,12051,11161,11563,244941,131128.0,10086746.0
2010-12-01,11695,11784,11384,11740,63745,133145.0,10086746.0
2010-12-02,11918,11961,11606,11829,77685,134154.0,10086746.0
2010-12-03,12051,12140,11784,11829,77894,134154.0,10086746.0
2010-12-06,12006,12985,11561,12585,223822,142727.0,10086746.0
2010-12-07,12585,13074,12585,12630,147573,143232.0,10086746.0
2010-12-08,12985,13341,12495,12897,461156,146258.0,10086746.0
2010-12-09,12985,12985,12629,12630,115146,143232.0,10086746.0
2010-12-10,12629,12985,12540,12719,127736,144240.0,10086746.0
2010-12-13,13029,13696,12851,13430,410907,152310.0,10086746.0
2010-12-14,13296,13385,13029,13164,202373,149284.0,10086746.0
2010-12-15,13162,13385,13029,13253,87369,150293.0,10086746.0
2010-12-16,13162,13207,12406,12452,242633,141214.0,10086746.0
2010-12-17,12629,12629,11918,12007,183337,136171.0,10086746.0
2010-12-20,11829,11918,11428,11740,138934,133145.0,10086746.0
2010-12-21,11961,12051,11740,11874,77560,134658.0,10086746.0
2010-12-22,12006,12006,11829,11829,43459,134154.0,10086746.0
2010-12-23,11784,11873,11428,11474,87038,130119.0,10086746.0
2010-12-24,11384,11650,11161,11340,80990,128606.0,10086746.0
2010-12-27,11339,11339,11117,11118,56560,126084.0,10086746.0
2010-12-28,11073,11518,11028,11474,61702,130119.0,10086746.0
2010-12-29,11428,12095,11428,11963,84032,135667.0,10086746.0
2010-12-30,12140,12140,11695,11829,45973,134154.0,10086746.0
2011-01-03,11784,12051,11650,11874,79625,134658.0,10086746.0
2011-01-04,11918,11918,11650,11696,73989,132641.0,10086746.0
2011-01-05,11606,11829,11473,11652,65899,132136.0,10086746.0
2011-01-06,11695,12095,11650,11963,117110,135667.0,10086746.0
2011-01-07,12006,12051,11695,11785,62564,133649.0,10086746.0
2011-01-10,11873,12762,11784,12185,350716,138188.0,10086746.0
2011-01-11,12051,12317,11873,11918,62722,135162.0,10086746.0
2011-01-12,12184,12406,11961,12097,110383,137180.0,10086746.0
2011-01-13,11961,12229,11695,12185,101480,138188.0,10086746.0
2011-01-14,12406,13251,12229,13075,557453,148275.0,10086746.0
2011-01-17,13162,13341,12807,12808,162079,145249.0,10086746.0
2011-01-18,12762,13385,12717,13341,241270,151301.0,10086746.0
2011-01-19,13296,13474,13029,13030,180646,147771.0,10086746.0
2011-01-20,12896,13251,12540,12985,92469,147266.0,10086746.0
2011-01-21,12985,13162,12274,12274,105295,139197.0,10086746.0
2011-01-24,12362,12896,12317,12497,97517,141719.0,10086746.0
2011-01-25,12495,12807,11561,11918,207066,135162.0,10086746.0
2011-01-26,12006,12229,11740,12007,166293,136171.0,10086746.0
2011-01-27,12229,12229,11561,11652,183909,132136.0,10086746.0
2011-01-28,11695,11784,11161,11384,233896,129110.0,10086746.0
2011-01-31,11161,11606,11117,11474,132848,130119.0,10086746.0
2011-02-01,11339,11518,11250,11340,96743,128606.0,10086746.0
2011-02-07,11339,11784,11339,11607,80515,131632.0,10086746.0
2011-02-08,11561,11695,11161,11384,106803,129110.0,10086746.0
2011-02-09,11473,11784,11384,11474,78675,130119.0,10086746.0
2011-02-10,11428,11695,11161,11340,69401,128606.0,10086746.0
2011-02-11,11206,11428,11206,11296,68932,128102.0,10086746.0
2011-02-14,11561,11606,11117,11252,48593,127597.0,10086746.0
2011-02-15,11161,11250,9605,9783,591834,110954.0,10086746.0
2011-02-16,9917,9960,9472,9472,173942,107424.0,10086746.0
2011-02-17,9516,9827,8876,9250,177296,104902.0,10086746.0
2011-02-18,9204,9694,9204,9695,104953,109946.0,10086746.0
2011-02-21,9738,10049,9649,9873,72639,111963.0,10086746.0
2011-02-22,9649,9738,9427,9606,74970,108937.0,10086746.0
2011-02-23,9605,9694,9293,9383,64813,106415.0,10086746.0
2011-02-24,9427,9427,9027,9027,89445,102380.0,10086746.0
2011-02-25,9027,9427,8938,9383,81119,106415.0,10086746.0
2011-02-28,9605,9738,9293,9561,98649,108433.0,10086746.0
2011-03-02,9249,9472,9249,9339,47536,105911.0,10086746.0
2011-03-03,9516,9560,9293,9339,46111,105911.0,10086746.0
2011-03-04,9383,9649,9293,9517,75933,107928.0,10086746.0
2011-03-07,9605,9694,9472,9472,59587,107424.0,10086746.0
2011-03-08,9516,9694,9338,9651,62760,109441.0,10086746.0
2011-03-09,9738,10539,9605,10362,275381,117511.0,10086746.0
2011-03-10,11117,11873,11117,11340,1281380,128606.0,10086746.0
2011-03-11,10850,11161,10272,10984,360192,124571.0,10086746.0
2011-03-14,10583,10673,9872,10184,257608,115493.0,10086746.0
2011-03-15,9960,10360,9293,9783,176714,110954.0,10086746.0
2011-03-16,9738,10139,9516,9828,143357,111459.0,10086746.0
2011-03-17,9516,9649,9383,9472,95904,107424.0,10086746.0
2011-03-18,9605,9694,9472,9472,88334,107424.0,10086746.0
2011-03-21,9516,10005,9516,9917,107221,112467.0,10086746.0
2011-03-22,10049,10094,9783,9962,66578,112972.0,10086746.0
2011-03-23,10005,10049,9917,9917,57158,112467.0,10086746.0
2011-03-24,9960,10539,9872,10228,149104,115998.0,10086746.0
2011-03-25,10317,10317,10049,10051,73890,113980.0,10086746.0
2011-03-28,9960,10228,9960,10228,100325,115998.0,10086746.0
2011-03-29,10049,10228,10005,10051,56962,113980.0,10086746.0
2011-03-30,10049,10628,10049,10451,130211,118519.0,10086746.0
2011-03-31,10539,10894,10360,10673,150339,121041.0,10086746.0
2011-04-01,10761,10805,10494,10673,99803,121041.0,10086746.0
2011-04-04,10805,11117,10761,10896,132602,123563.0,10086746.0
2011-04-05,11028,11028,10673,10896,88677,123563.0,10086746.0
2011-04-06,10894,10939,10583,10628,74353,120537.0,10086746.0
2011-04-07,10628,10628,10360,10362,103368,117511.0,10086746.0
2011-04-08,10317,10628,10317,10362,53871,117511.0,10086746.0
2011-04-11,10539,10583,10360,10496,71458,119024.0,10086746.0
2011-04-12,10405,10494,10094,10406,93441,118015.0,10086746.0
2011-04-13,10360,10583,10228,10496,48043,119024.0,10086746.0
2011-04-14,10450,10583,10183,10273,64630,116502.0,10086746.0
2011-04-15,10183,10894,10139,10807,164389,122554.0,10086746.0
2011-04-18,10939,11028,10494,10539,140246,119528.0,10086746.0
2011-04-19,10317,10628,10183,10184,199988,115493.0,10086746.0
2011-04-20,10228,10539,9917,10095,204607,114485.0,10086746.0
2011-04-21,10139,10360,10005,10228,114640,115998.0,10086746.0
2011-04-22,10272,10360,9694,9962,175404,112972.0,10086746.0
2011-04-25,10005,10005,9472,9561,221638,108433.0,10086746.0
2011-04-26,9427,9560,9027,9161,171568,103893.0,10086746.0
2011-04-27,9204,9383,9027,9250,131945,104902.0,10086746.0
2011-04-28,9160,9649,9160,9428,116201,106920.0,10086746.0
2011-04-29,9427,9472,9116,9250,85902,104902.0,10086746.0
2011-05-02,9160,9383,9116,9206,93277,104398.0,10086746.0
2011-05-03,9293,9338,9160,9250,69212,104902.0,10086746.0
2011-05-04,9293,9293,9027,9072,66306,102885.0,10086746.0
2011-05-06,9027,9072,8884,8939,98749,101372.0,10086746.0
2011-05-09,8822,9427,8822,9250,106615,104902.0,10086746.0
2011-05-11,9249,9383,9027,9206,103216,104398.0,10086746.0
2011-05-12,9160,9472,9072,9428,90899,106920.0,10086746.0
2011-05-13,9249,9560,9249,9428,55225,106920.0,10086746.0
2011-05-16,9472,9472,9160,9428,43392,106920.0,10086746.0
2011-05-17,9338,9427,9249,9339,37646,105911.0,10086746.0
2011-05-18,9338,9472,9116,9161,51119,103893.0,10086746.0
2011-05-19,9872,10049,9338,9339,144715,105911.0,10086746.0
2011-05-20,9383,9516,9027,9472,78452,107424.0,10086746.0
2011-05-23,9516,9516,9160,9250,56357,104902.0,10086746.0
2011-05-24,9072,9427,9027,9072,45749,102885.0,10086746.0
2011-05-25,9072,9293,9027,9072,40885,102885.0,10086746.0
2011-05-26,9204,9427,9160,9339,44638,105911.0,10086746.0
2011-05-27,9338,9516,9160,9428,44775,106920.0,10086746.0
2011-05-30,9338,9560,9338,9383,52572,106415.0,10086746.0
2011-05-31,9427,9783,9427,9651,84018,109441.0,10086746.0
2011-06-01,9605,9917,9605,9828,78249,111459.0,10086746.0
2011-06-02,9694,9827,9516,9651,56709,109441.0,10086746.0
2011-06-03,9738,9917,9605,9695,97427,109946.0,10086746.0
2011-06-07,9560,9917,9516,9783,64670,110954.0,10086746.0
2011-06-08,9872,9960,9605,9651,50991,109441.0,10086746.0
2011-06-09,9783,10139,9783,9962,94620,112972.0,10086746.0
2011-06-10,10005,10228,10005,10051,93685,113980.0,10086746.0
2011-06-13,9917,10317,9917,10051,88094,113980.0,10086746.0
2011-06-14,9960,10139,9783,9783,45575,110954.0,10086746.0
2011-06-15,9827,9960,9738,9783,36845,110954.0,10086746.0
2011-06-16,9738,9917,9649,9783,34614,110954.0,10086746.0
2011-06-17,9783,9917,9427,9651,92208,109441.0,10086746.0
2011-06-20,9649,10139,9605,10095,123470,114485.0,10086746.0
2011-06-21,10228,10272,9872,10051,88918,113980.0,10086746.0
2011-06-22,10139,10317,9960,9962,78830,112972.0,10086746.0
2011-06-23,10049,10539,9872,10496,165001,119024.0,10086746.0
2011-06-24,10539,10761,10360,10762,202176,122050.0,10086746.0
2011-06-27,10717,10717,10494,10628,53353,120537.0,10086746.0
2011-06-28,10628,10850,10450,10451,116590,118519.0,10086746.0
2011-06-29,10673,10939,10360,10406,138864,118015.0,10086746.0
2011-06-30,10583,10583,10360,10451,57403,118519.0,10086746.0
2011-07-01,10539,10805,10450,10628,103068,120537.0,10086746.0
2011-07-04,10894,11117,10717,11118,217560,126084.0,10086746.0
2011-07-05,11117,11117,10850,11029,83516,125076.0,10086746.0
2011-07-06,10984,11028,10850,10851,47195,123058.0,10086746.0
2011-07-07,10984,10984,10494,10496,115361,119024.0,10086746.0
2011-07-08,10583,11028,10494,10718,145806,121545.0,10086746.0
2011-07-11,10717,10894,10494,10496,60907,119024.0,10086746.0
2011-07-12,10405,10717,10405,10673,65183,121041.0,10086746.0
2011-07-13,10673,11073,10583,10940,144056,124067.0,10086746.0
2011-07-14,10939,11250,10805,11118,134163,126084.0,10086746.0
2011-07-15,11295,11740,11250,11252,269179,127597.0,10086746.0
2011-07-18,11473,11740,11428,11563,248235,131128.0,10086746.0
2011-07-19,11650,11961,11606,11874,173659,134658.0,10086746.0
2011-07-20,12184,12184,11428,11518,161655,130623.0,10086746.0
2011-07-21,11695,11873,11561,11696,103491,132641.0,10086746.0
2011-07-22,11784,11873,11428,11652,107676,132136.0,10086746.0
2011-07-25,11740,11740,11473,11474,61754,130119.0,10086746.0
2011-07-26,11518,11784,11473,11696,86005,132641.0,10086746.0
2011-07-27,11740,13162,11650,12719,523228,144240.0,10086746.0
2011-07-28,12451,13118,12317,12497,298263,141719.0,10086746.0
2011-07-29,12585,12896,12540,12541,182745,142223.0,10086746.0
2011-08-01,12807,12851,12274,12452,181734,141214.0,10086746.0
2011-08-02,12451,12762,12229,12585,135289,142727.0,10086746.0
2011-08-03,12229,13074,12184,12674,155267,143736.0,10086746.0
2011-08-04,12985,14141,12762,12808,1037222,145249.0,10086746.0
2011-08-05,11829,13162,11339,12185,573570,138188.0,10086746.0
2011-08-08,12095,12585,10360,10940,524680,124067.0,10086746.0
2011-08-09,10673,10673,9338,9517,766402,107928.0,10086746.0
2011-08-10,10228,10939,10049,10896,730463,123563.0,10086746.0
2011-08-11,10228,11695,10049,11118,968251,126084.0,10086746.0
2011-08-12,11518,12762,11473,12763,1273972,144745.0,10086746.0
2011-08-16,13430,14586,13251,13786,1645328,156345.0,10086746.0
2011-08-17,13918,14007,13207,13430,953699,152310.0,10086746.0
2011-08-18,13875,14541,13474,13964,960532,158362.0,10086746.0
2011-08-19,13296,14230,11918,12363,889449,140206.0,10086746.0
2011-08-22,12851,12940,11117,11652,600352,132136.0,10086746.0
2011-08-23,12006,12762,11829,12763,595382,144745.0,10086746.0
2011-08-24,13029,14230,12629,13786,1102171,156345.0,10086746.0
2011-08-25,13830,14497,12184,12274,1202352,139197.0,10086746.0
2011-08-26,12274,12985,11829,12452,507465,141214.0,10086746.0
2011-08-29,12717,13118,12406,12897,417823,146258.0,10086746.0
2011-08-30,13074,13785,12851,13164,590135,149284.0,10086746.0
2011-08-31,13518,14141,13430,13830,605008,156849.0,10086746.0
2011-09-01,13875,14052,13251,13519,452320,153319.0,10086746.0
2011-09-02,13785,15476,13785,15342,2267976,173996.0,10086746.0
2011-09-05,15564,16764,15342,15965,1915127,181057.0,10086746.0
2011-09-06,15564,15697,14363,15120,1084064,171475.0,10086746.0
2011-09-07,15697,17388,15431,17388,1419342,197196.0,10086746.0
2011-09-08,17788,18188,16676,17388,2163790,197196.0,10086746.0
2011-09-09,17165,17477,16053,16899,1051252,191648.0,10086746.0
2011-09-14,17209,18810,17076,17077,1988457,193666.0,10086746.0
2011-09-15,17699,18144,15297,16187,1642063,183579.0,10086746.0
2011-09-16,16543,17388,15564,17032,1389978,193161.0,10086746.0
2011-09-19,17120,17654,16809,17299,831778,196187.0,10086746.0
2011-09-20,17343,19877,17032,19879,1697902,225439.0,10086746.0
2011-09-21,20367,22679,19922,21702,2711858,246117.0,10086746.0
2011-09-22,21435,24369,21212,24371,2588785,276377.0,10086746.0
2011-09-23,24280,25793,22902,23792,2872833,269820.0,10086746.0
2011-09-26,24369,24859,20234,20457,2221141,231995.0,10086746.0
2011-09-27,21790,22413,21034,22014,1038310,249647.0,10086746.0
2011-09-28,22591,24058,22235,22547,1286773,255699.0,10086746.0
2011-09-29,22591,23124,21968,23125,818882,262255.0,10086746.0
2011-09-30,23836,25570,23747,24593,1594746,278899.0,10086746.0
2011-10-04,23702,24548,23036,24548,908656,278394.0,10086746.0
2011-10-05,24548,24592,21390,21657,1111597,245612.0,10086746.0
2011-10-06,22502,23302,19077,20413,1153363,231491.0,10086746.0
2011-10-07,20901,21301,19211,20635,1430571,234013.0,10086746.0
2011-10-10,21256,23569,20901,23170,1313815,262760.0,10086746.0
2011-10-11,23436,23480,22057,22458,997963,254690.0,10086746.0
2011-10-12,22679,24458,22679,23258,1297830,263768.0,10086746.0
2011-10-13,23747,24325,23213,23926,670363,271333.0,10086746.0
2011-10-14,24192,25525,23613,24815,1114569,281420.0,10086746.0
2011-10-17,25214,26149,24592,24771,945494,280916.0,10086746.0
2011-10-18,24280,25659,23836,24726,691673,280412.0,10086746.0
2011-10-19,25170,25970,24503,25082,706705,284446.0,10086746.0
2011-10-20,25570,26415,22947,23258,765884,263768.0,10086746.0
2011-10-21,23969,24369,22279,24015,456143,272342.0,10086746.0
2011-10-24,24636,24859,23702,24371,447268,276377.0,10086746.0
2011-10-25,25348,28016,24903,28017,2539935,317732.0,10086746.0
2011-10-26,28194,28906,27126,28461,1276762,322776.0,10086746.0
2011-10-27,28461,28817,27394,28461,777967,322776.0,10086746.0
2011-10-28,28372,28817,24325,24948,1692595,282933.0,10086746.0
2011-10-31,24147,25615,23347,25259,1259748,286464.0,10086746.0
2011-11-01,25881,26504,24725,24993,871431,283438.0,10086746.0
2011-11-02,25481,26904,24814,25616,1723911,290498.0,10086746.0
2011-11-03,25881,26193,24992,25349,629980,287472.0,10086746.0
2011-11-04,26104,26149,25481,25793,405540,292516.0,10086746.0
2011-11-07,25570,26415,25036,25972,647908,294533.0,10086746.0
2011-11-08,26815,27616,26059,26594,1041370,301594.0,10086746.0
2011-11-09,27305,27394,26637,27172,567918,308150.0,10086746.0
2011-11-10,27082,27082,25926,26505,493180,300585.0,10086746.0
2011-11-11,26949,26949,25659,26149,436225,296550.0,10086746.0
2011-11-14,26415,26460,25170,26372,583644,299072.0,10086746.0
2011-11-15,26237,26860,24680,24726,659184,280412.0,10086746.0
2011-11-16,24992,25036,23524,23570,625701,267299.0,10086746.0
2011-11-17,23658,24458,22813,24459,448314,277386.0,10086746.0
2011-11-18,23836,24458,23569,23615,206709,267803.0,10086746.0
2011-11-21,23124,24192,22902,23926,225212,271333.0,10086746.0
2011-11-22,23880,24414,23436,24148,254676,273855.0,10086746.0
2011-11-23,24280,24369,22724,22858,243697,259229.0,10086746.0
2011-11-24,22591,23213,21879,22325,254210,253177.0,10086746.0
2011-11-25,22235,23436,21879,21969,320670,249143.0,10086746.0
2011-11-28,22323,22546,21701,21702,210893,246117.0,10086746.0
2011-11-29,22057,24325,21835,23837,649532,270325.0,10086746.0
2011-11-30,23969,24325,22768,23036,296184,261247.0,10086746.0
2011-12-01,23747,23880,22947,22992,283397,260742.0,10086746.0
2011-12-02,23258,24414,23168,23392,302170,265281.0,10086746.0
2011-12-05,23613,23613,22502,22725,239008,257716.0,10086746.0
2011-12-06,22768,22857,21478,21613,320816,245108.0,10086746.0
2011-12-07,21612,21879,20590,21169,461966,240065.0,10086746.0
2011-12-08,21167,21746,20901,21257,199732,241073.0,10086746.0
2011-12-09,21167,21256,20189,20679,232972,234517.0,10086746.0
2011-12-12,20945,21301,20367,20590,241202,233508.0,10086746.0
2011-12-13,20590,21256,20145,20590,332236,233508.0,10086746.0
2011-12-14,20901,21256,18721,19389,524244,219891.0,10086746.0
2011-12-15,19121,19834,18099,18099,464492,205265.0,10086746.0
2011-12-16,18276,20011,18276,19389,604267,219891.0,10086746.0
2011-12-19,19389,19389,16498,17344,484067,196692.0,10086746.0
2011-12-20,17477,18365,17343,17522,266263,198709.0,10086746.0
2011-12-21,18010,19211,17965,18500,427919,209804.0,10086746.0
2011-12-22,18499,20234,18410,19834,522579,224934.0,10086746.0
2011-12-23,20011,20189,19211,19434,347254,220395.0,10086746.0
2011-12-26,19745,20056,19211,19212,294363,217874.0,10086746.0
2011-12-27,19344,19700,17610,17967,324780,203752.0,10086746.0
2011-12-28,17921,18677,17921,18233,181330,206778.0,10086746.0
2011-12-29,18455,19700,18321,19568,326359,221908.0,10086746.0
2012-01-02,20011,21212,19877,21213,569469,240569.0,10086746.0
2012-01-03,21346,21701,20945,21613,461931,245108.0,10086746.0
2012-01-04,22057,22413,21478,21969,583314,249143.0,10086746.0
2012-01-05,22235,22235,21390,21569,302155,244604.0,10086746.0
2012-01-06,21567,21835,20856,21257,191468,241073.0,10086746.0
2012-01-09,21390,21968,20990,21257,182510,241073.0,10086746.0
2012-01-10,21346,21790,20990,21791,261554,247125.0,10086746.0
2012-01-11,21968,21968,21435,21435,129377,243091.0,10086746.0
2012-01-12,21523,21523,20545,20990,162112,238047.0,10086746.0
2012-01-13,20990,20990,20456,20635,170019,234013.0,10086746.0
2012-01-16,20990,22457,20722,22102,473539,250656.0,10086746.0
2012-01-17,22413,22591,21835,22057,321754,250151.0,10086746.0
2012-01-18,22057,22191,21346,21435,275075,243091.0,10086746.0
2012-01-19,21435,21523,20856,20990,209155,238047.0,10086746.0
2012-01-20,21034,21256,20100,20190,259001,228969.0,10086746.0
2012-01-25,19966,20545,19655,19879,223692,225439.0,10086746.0
2012-01-26,20056,20411,19522,20101,254243,227960.0,10086746.0
2012-01-27,19877,19922,18989,19257,402911,218378.0,10086746.0
2012-01-30,18989,19077,18410,18411,234788,208796.0,10086746.0
2012-01-31,18410,19344,18410,19345,155068,219387.0,10086746.0
2012-02-01,19166,19700,18633,18945,256672,214848.0,10086746.0
2012-02-02,19077,19077,18365,18500,204311,209804.0,10086746.0
2012-02-03,18499,19121,17921,17967,282819,203752.0,10086746.0
2012-02-06,18010,18144,16320,16543,673855,187613.0,10086746.0
2012-02-07,16409,17032,16231,16810,293698,190639.0,10086746.0
2012-02-08,16854,17565,16498,16988,352392,192657.0,10086746.0
2012-02-09,17032,17565,16543,17566,230873,199213.0,10086746.0
2012-02-10,17610,17788,17165,17611,194608,199718.0,10086746.0
2012-02-13,17654,17654,17298,17477,197209,198205.0,10086746.0
2012-02-14,18276,20011,17965,18456,2828077,209300.0,10086746.0
2012-02-15,18633,18633,17877,18011,395204,204257.0,10086746.0
2012-02-16,17965,18010,17565,17566,323062,199213.0,10086746.0
2012-02-17,17654,18010,17654,17788,244335,201735.0,10086746.0
2012-02-20,17965,18010,17388,17388,165584,197196.0,10086746.0
2012-02-21,17165,18188,17165,18011,333489,204257.0,10086746.0
2012-02-22,18054,18054,17343,17388,213635,197196.0,10086746.0
2012-02-23,17120,17343,16854,16855,229156,191144.0,10086746.0
2012-02-24,17165,17388,16809,17344,138705,196692.0,10086746.0
2012-02-27,17343,17343,16676,16810,126528,190639.0,10086746.0
2012-02-28,16676,16898,16276,16321,209500,185092.0,10086746.0
2012-02-29,16364,16764,16098,16276,246805,184587.0,10086746.0
2012-03-02,16276,16453,16187,16410,194850,186100.0,10086746.0
2012-03-05,16364,17076,16364,16766,257878,190135.0,10086746.0
2012-03-06,16632,16809,16142,16187,148829,183579.0,10086746.0
2012-03-07,15787,16720,15787,16276,206955,184587.0,10086746.0
2012-03-08,16587,16587,16231,16321,84680,185092.0,10086746.0
2012-03-09,16187,16809,16187,16677,148610,189126.0,10086746.0
2012-03-12,16987,16987,16498,16943,121675,192153.0,10086746.0
2012-03-13,17209,17832,17209,17433,481905,197700.0,10086746.0
2012-03-14,17699,18010,17388,17388,370173,197196.0,10086746.0
2012-03-15,17388,17699,17343,17433,162560,197700.0,10086746.0
2012-03-16,17520,18677,17520,18500,645869,209804.0,10086746.0
2012-03-19,18633,19300,18321,18900,527604,214343.0,10086746.0
2012-03-20,18989,19522,18455,18900,356317,214343.0,10086746.0
2012-03-21,18766,19255,18677,18767,177390,212830.0,10086746.0
2012-03-22,18944,19300,18721,19167,251681,217369.0,10086746.0
2012-03-23,19077,19077,17877,18011,302712,204257.0,10086746.0
2012-03-26,18233,18544,18010,18011,162942,204257.0,10086746.0
2012-03-27,18099,18588,18099,18278,162528,207283.0,10086746.0
2012-03-28,18188,18188,17120,17122,288705,194170.0,10086746.0
2012-03-29,17032,17298,16453,16677,163576,189126.0,10086746.0
2012-03-30,16676,17165,16676,17032,105488,193161.0,10086746.0
2012-04-02,17120,17343,16676,16721,91181,189631.0,10086746.0
2012-04-03,17032,18010,16987,17967,328883,203752.0,10086746.0
2012-04-04,17965,18099,16898,17211,231290,195179.0,10086746.0
2012-04-05,17254,17432,16587,16899,139678,191648.0,10086746.0
2012-04-06,16898,19121,16898,18945,638025,214848.0,10086746.0
2012-04-09,19166,20011,18766,19212,783779,217874.0,10086746.0
2012-04-10,19655,20722,19121,19790,803408,224430.0,10086746.0
2012-04-12,20145,20145,19077,19257,323404,218378.0,10086746.0
2012-04-13,19566,20278,19477,20190,472548,228969.0,10086746.0
2012-04-16,19877,20722,19877,20012,426537,226952.0,10086746.0
2012-04-17,20100,21078,19789,20990,488063,238047.0,10086746.0
2012-04-18,21346,22857,21078,22547,1130941,255699.0,10086746.0
2012-04-19,22546,23036,22146,22547,544899,255699.0,10086746.0
2012-04-20,22679,22947,22057,22636,405988,256708.0,10086746.0
2012-04-23,22635,23613,22368,23214,517970,263264.0,10086746.0
2012-04-24,23213,23658,22679,22680,444324,257212.0,10086746.0
2012-04-25,23036,23036,20722,20724,1063366,235021.0,10086746.0
2012-04-26,20990,21478,20456,20901,532683,237039.0,10086746.0
2012-04-27,20990,21612,20678,21301,362574,241578.0,10086746.0
2012-04-30,21435,21523,20100,20368,432234,230986.0,10086746.0
