예스티(122640),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-04-30,5810,5810,5810,5810,0,14324.0,2465454.0
2015-05-04,6680,6680,6680,6680,0,16469.0,2465454.0
2015-05-06,7680,7680,7680,7680,1,18935.0,2465454.0
2015-05-07,8830,8830,8830,8830,266,21770.0,2465454.0
2015-05-08,8830,8830,8830,8830,0,21770.0,2465454.0
2015-05-11,10100,10100,10100,10100,0,24901.0,2465454.0
2015-05-12,10100,10100,10100,10100,0,24901.0,2465454.0
2015-05-13,10100,10100,10100,10100,0,,
2015-05-14,10100,10100,10100,10100,0,,
2015-05-15,10100,10100,10100,10100,0,,
2015-05-18,10100,10100,10100,10100,0,,
2015-05-19,10100,10100,10100,10100,0,,
2015-05-20,10100,10100,10100,10100,0,,
2015-05-21,10100,10100,10100,10100,0,,
2015-05-22,10100,10100,10100,10100,0,,
2015-05-26,10100,10100,10100,10100,0,,
2015-05-27,11600,11600,11600,11600,100,28599.0,2465454.0
2015-05-28,11600,11600,11600,11600,0,28599.0,2465454.0
2015-05-29,13000,13000,13000,13000,10,32051.0,2465454.0
2015-06-01,13600,13600,13600,13600,0,33530.0,2465454.0
2015-06-02,15600,15600,15600,15600,10,38461.0,2465454.0
2015-06-03,13300,13300,13300,13300,100,32791.0,2465454.0
2015-06-04,12250,12250,12250,12250,100,30202.0,2465454.0
2015-06-05,12250,12250,12250,12250,0,30202.0,2465454.0
2015-06-08,12750,12750,12750,12750,0,31435.0,2465454.0
2015-06-09,14650,14650,14650,14650,2,36119.0,2465454.0
2015-06-10,13250,13250,13250,13250,0,32667.0,2465454.0
2015-06-11,15200,15200,15200,15200,1,37475.0,2465454.0
2015-06-12,13700,13700,13700,13700,0,33777.0,2465454.0
2015-06-15,14900,14900,14900,14900,100,36735.0,2465454.0
2015-06-16,12700,12700,12700,12700,100,31311.0,2465454.0
2015-06-17,10800,10800,10800,10800,100,26627.0,2465454.0
2015-06-18,10000,10000,10000,10000,100,24655.0,2465454.0
2015-06-19,10000,10000,10000,10000,91,24655.0,2465454.0
2015-06-22,10450,10450,10450,10450,0,25764.0,2465454.0
2015-06-23,10550,10550,10550,10550,691,26011.0,2465454.0
2015-06-24,10550,10550,10550,10550,0,26011.0,2465454.0
2015-06-25,10550,10550,10550,10550,0,,
2015-06-26,10550,10550,10550,10550,0,,
2015-06-29,10550,10550,10550,10550,0,,
2015-06-30,10550,10550,10550,10550,0,,
2015-07-01,10550,10550,10550,10550,0,,
2015-07-02,10550,10550,10550,10550,0,,
2015-07-03,10550,10550,10550,10550,0,,
2015-07-06,10550,10550,10550,10550,0,,
2015-07-07,10000,10000,10000,10000,1,24655.0,2465454.0
2015-07-08,10000,10000,10000,10000,0,24655.0,2465454.0
2015-07-09,10000,10000,10000,10000,0,,
2015-07-10,10000,10000,10000,10000,0,,
2015-07-13,8500,8500,8500,8500,10,20956.0,2465454.0
2015-07-14,7300,7300,7300,7300,5,17998.0,2465454.0
2015-07-15,6250,6250,6250,6250,5,15409.0,2465454.0
2015-07-16,6250,6250,6250,6250,0,15409.0,2465454.0
2015-07-17,7180,7180,7180,7180,0,17702.0,2465454.0
2015-07-20,7180,7180,7180,7180,0,17702.0,2465454.0
2015-07-21,7200,7200,7200,7200,0,17751.0,2465454.0
2015-07-22,7210,7210,7210,7210,0,17776.0,2465454.0
2015-07-23,7210,7210,7210,7210,0,17776.0,2465454.0
2015-07-24,7220,7220,7220,7220,0,17801.0,2465454.0
2015-07-27,7220,7220,7220,7220,0,17801.0,2465454.0
2015-07-28,7220,7220,7220,7220,0,,
2015-07-29,7220,7220,7220,7220,0,,
2015-07-30,7230,7230,7230,7230,0,17825.0,2465454.0
2015-07-31,7230,7230,7230,7230,0,17825.0,2465454.0
2015-08-03,7230,7230,7230,7230,0,,
2015-08-04,8120,8120,8120,8120,0,20019.0,2465454.0
2015-08-05,8120,8120,8120,8120,0,20019.0,2465454.0
2015-08-06,8120,8120,8120,8120,0,,
2015-08-07,8120,8120,8120,8120,0,29639.0,3650071.0
2015-08-10,8120,8120,8120,8120,0,,
2015-08-11,8120,8120,8120,8120,0,,
2015-08-12,8120,8120,8120,8120,0,,
2015-08-13,8120,8120,8120,8120,0,,
2015-08-17,8120,8120,8120,8120,0,,
2015-08-18,8120,8120,8120,8120,0,,
2015-08-19,8120,8120,8120,8120,0,,
2015-08-20,8120,8120,8120,8120,0,,
2015-08-21,8120,8120,8120,8120,0,,
2015-08-24,6920,6920,6920,6920,10,25258.0,3650071.0
2015-08-25,5890,5890,5890,5890,10,21499.0,3650071.0
2015-08-26,5890,5890,5890,5890,10,21499.0,3650071.0
2015-08-27,5500,5500,5500,5500,10000,20075.0,3650071.0
2015-08-28,5500,5500,5500,5500,0,20075.0,3650071.0
2015-08-31,5500,5500,5500,5500,0,,
2015-09-01,5530,5530,5530,5530,0,20185.0,3650071.0
2015-09-02,5530,5530,5530,5530,0,20185.0,3650071.0
2015-09-03,5530,5530,5530,5530,0,,
2015-09-04,5530,5530,5530,5530,0,,
2015-09-07,5530,5530,5530,5530,0,,
2015-09-08,5530,5530,5530,5530,0,,
2015-09-09,5530,5530,5530,5530,0,,
2015-09-10,5560,5560,5560,5560,0,20294.0,3650071.0
2015-09-11,5560,5560,5560,5560,0,20294.0,3650071.0
2015-09-14,5580,5580,5580,5580,0,20367.0,3650071.0
2015-09-15,5580,5580,5580,5580,0,20367.0,3650071.0
2015-09-16,5580,5580,5580,5580,0,,
2015-09-17,5580,5580,5580,5580,0,,
2015-09-18,5590,5590,5590,5590,0,20404.0,3650071.0
2015-09-21,5590,5590,5590,5590,0,20404.0,3650071.0
2015-09-22,5600,5600,5600,5600,0,20440.0,3650071.0
2015-09-23,5800,5800,5800,5800,0,21170.0,3650071.0
2015-09-24,6670,6670,6670,6670,0,24346.0,3650071.0
2015-09-25,7670,7670,7670,7670,0,27996.0,3650071.0
2015-09-30,8500,8500,8500,8500,0,31026.0,3650071.0
2015-10-01,8500,8500,8500,8500,0,31026.0,3650071.0
2015-10-02,7550,7550,7550,7550,691,27558.0,3650071.0
2015-10-05,8670,8670,8670,8670,0,31646.0,3650071.0
2015-10-06,9100,9100,9100,9100,0,33216.0,3650071.0
2015-10-07,9200,9200,9200,9200,0,33581.0,3650071.0
2015-10-08,10550,10550,10550,10550,0,38508.0,3650071.0
2015-10-12,10550,10550,10550,10550,0,38508.0,3650071.0
2015-10-13,10550,10550,10550,10550,0,,
2015-10-14,10550,10550,10550,10550,0,,
2015-10-15,10550,10550,10550,10550,0,,
2015-10-16,10550,10550,10550,10550,0,,
2015-10-19,10550,10550,10550,10550,0,,
2015-10-20,10550,10550,10550,10550,0,,
2015-10-21,11000,11000,11000,11000,0,40151.0,3650071.0
2015-10-22,11000,11000,11000,11000,0,40151.0,3650071.0
2015-10-23,11000,11000,11000,11000,0,,
2015-10-26,11000,11000,11000,11000,0,,
2015-10-27,11000,11000,11000,11000,0,,
2015-10-28,11000,11000,11000,11000,0,,
2015-10-29,11000,11000,11000,11000,0,,
2015-10-30,10650,10650,10650,10650,29,38873.0,3650071.0
2015-11-02,10650,10650,10650,10650,0,38873.0,3650071.0
2015-11-03,10650,10650,10650,10650,0,,
2015-11-04,10650,10650,10650,10650,0,,
2015-11-05,10650,10650,10650,10650,0,,
2015-11-06,10650,10650,10650,10650,0,,
2015-11-09,10650,10650,10650,10650,0,,
2015-11-10,12200,12200,12200,12200,2,44531.0,3650071.0
2015-11-11,14000,14000,14000,14000,10,51101.0,3650071.0
2015-11-12,16100,16100,16100,16100,2,58766.0,3650071.0
2015-11-13,15650,15650,15650,15650,100,57124.0,3650071.0
2015-11-16,15500,15500,15500,15500,500,56576.0,3650071.0
2015-11-17,15350,15350,15350,15350,10,56029.0,3650071.0
2015-11-18,15350,15350,15350,15350,0,56029.0,3650071.0
2015-11-19,15200,15200,15200,15200,10,55481.0,3650071.0
2015-11-20,14900,14900,14900,14900,0,54386.0,3650071.0
2015-11-23,14500,14500,14500,14500,90,52926.0,3650071.0
2015-11-24,14000,14000,14000,14000,2950,51101.0,3650071.0
2015-11-25,13500,13500,13500,13500,1500,49276.0,3650071.0
2015-11-26,14000,14250,14000,14250,2301,52014.0,3650071.0
2015-11-27,14500,15900,14500,14600,34701,53291.0,3650071.0
2015-11-30,14900,15000,14200,14200,451,51831.0,3650071.0
2015-12-01,14000,14000,13950,13950,9500,50918.0,3650071.0
2015-12-02,13900,14100,11950,14000,8397,51101.0,3650071.0
2015-12-03,13800,15200,13700,14500,13900,52926.0,3650071.0
2015-12-04,14000,14500,13500,13850,9431,50553.0,3650071.0
2015-12-07,14500,15900,14500,15900,132,58036.0,3650071.0
2015-12-08,15950,16000,15000,15000,4021,54751.0,3650071.0
2015-12-09,15000,16000,15000,15500,4305,56576.0,3650071.0
2015-12-10,16000,16800,16000,16000,195957,58401.0,3650071.0
2015-12-11,15500,15500,15500,15500,180001,56576.0,3650071.0
2015-12-14,16000,16000,15500,15600,1930,56941.0,3650071.0
2015-12-15,14800,15000,13300,15000,6003,54751.0,3650071.0
2015-12-16,6214,7918,6214,7217,1072954,77892.0,4327321.0
2015-12-17,7296,7417,6795,7237,110818,78108.0,4327321.0
2015-12-18,7236,7276,6815,6876,44123,74214.0,4327321.0
2015-12-21,6755,6795,6334,6555,73492,70752.0,4327321.0
2015-12-22,6795,7036,6414,6696,72195,72266.0,4327321.0
2015-12-23,6775,7417,6535,7257,103875,78325.0,4327321.0
2015-12-24,7256,7457,7056,7237,31796,78108.0,4327321.0
2015-12-28,7256,7477,6795,6856,27403,73997.0,4327321.0
2015-12-29,6996,7236,6896,7197,58045,77675.0,4327321.0
2015-12-30,7296,7497,7176,7357,50477,79406.0,4327321.0
2016-01-04,7497,7838,7417,7437,73142,80272.0,4327321.0
2016-01-05,7296,7657,7296,7638,97638,82435.0,4327321.0
2016-01-06,7778,7818,7457,7658,85393,82652.0,4327321.0
2016-01-07,7677,7918,7437,7538,74312,81354.0,4327321.0
2016-01-08,7337,7617,7236,7598,50543,82003.0,4327321.0
2016-01-11,7617,7617,7096,7217,40030,77892.0,4327321.0
2016-01-12,7216,7216,6695,6776,57675,73132.0,4327321.0
2016-01-13,6976,6976,6194,6535,131871,70535.0,4327321.0
2016-01-14,6334,7096,6274,6776,177021,73132.0,4327321.0
2016-01-15,6936,7677,6835,7417,330849,80055.0,4327321.0
2016-01-18,7256,7617,7176,7437,337632,80272.0,4327321.0
2016-01-19,7697,7878,7296,7638,177864,82435.0,4327321.0
2016-01-20,7617,7677,6695,7197,215973,77675.0,4327321.0
2016-01-21,7116,7236,6875,6936,61780,74863.0,4327321.0
2016-01-22,6936,7216,6815,7097,73483,76594.0,4327321.0
2016-01-25,7196,7196,6855,7097,37732,76594.0,4327321.0
2016-01-26,7096,7096,6775,6936,21141,74863.0,4327321.0
2016-01-27,6996,7056,6775,6796,35834,73348.0,4327321.0
2016-01-28,6815,7016,6635,6936,29387,74863.0,4327321.0
2016-01-29,7096,7096,6695,6896,14957,74430.0,4327321.0
2016-02-01,6916,7156,6795,7056,73943,76161.0,4327321.0
2016-02-02,6976,7196,6735,6876,34810,74214.0,4327321.0
2016-02-03,6775,6896,6354,6635,39681,71617.0,4327321.0
2016-02-04,6675,6815,6535,6796,42203,73348.0,4327321.0
2016-02-05,7156,7176,6575,6736,82811,72699.0,4327321.0
2016-02-11,6475,6515,5913,6054,83868,65343.0,4327321.0
2016-02-12,5733,5993,4410,5192,205212,56039.0,4327321.0
2016-02-15,5332,5412,4851,5212,101864,56255.0,4327321.0
2016-02-16,5292,5532,5212,5413,55831,58419.0,4327321.0
2016-02-17,5352,6054,5272,5814,121584,62746.0,4327321.0
2016-02-18,5913,7016,5913,6736,301447,72699.0,4327321.0
2016-02-19,6896,6956,6615,6776,74184,73132.0,4327321.0
2016-02-22,6775,6976,6655,6896,64294,74430.0,4327321.0
2016-02-23,6855,6896,6214,6535,110181,70535.0,4327321.0
2016-02-24,6535,6675,6334,6595,55239,71184.0,4327321.0
2016-02-25,6535,6655,6414,6535,37444,70535.0,4327321.0
2016-02-26,6835,6936,6555,6676,114382,72050.0,4327321.0
2016-02-29,6735,7156,6715,6956,128702,75079.0,4327321.0
2016-03-02,7216,7216,6896,7016,73090,75728.0,4327321.0
2016-03-03,6976,7076,6695,7036,83790,75944.0,4327321.0
2016-03-04,7036,7056,6875,6996,33763,75512.0,4327321.0
2016-03-07,7096,7156,6835,7097,77583,76594.0,4327321.0
2016-03-08,7136,7236,6976,7177,78046,77459.0,4327321.0
2016-03-09,7176,7457,7056,7357,89546,79406.0,4327321.0
2016-03-10,7397,7497,7256,7357,81248,79406.0,4327321.0
2016-03-11,7357,7818,7256,7678,176307,82868.0,4327321.0
2016-03-14,7717,7717,7577,7698,33593,83085.0,4327321.0
2016-03-15,7677,7798,7357,7578,75315,81786.0,4327321.0
2016-03-16,7497,7798,7236,7738,114895,83517.0,4327321.0
2016-03-17,7818,7878,7497,7558,79327,81570.0,4327321.0
2016-03-18,7537,7617,7437,7578,44566,81786.0,4327321.0
2016-03-21,7517,7818,7437,7818,65779,84383.0,4327321.0
2016-03-22,8018,8138,7758,7959,119542,85897.0,4327321.0
2016-03-23,7998,8018,7677,7698,93989,83085.0,4327321.0
2016-03-24,7617,7617,7357,7357,69706,79406.0,4327321.0
2016-03-25,7296,7437,7176,7377,43539,79623.0,4327321.0
2016-03-28,7337,7377,6735,6976,93978,75295.0,4327321.0
2016-03-29,6976,7176,6896,7177,76697,77459.0,4327321.0
2016-03-30,7176,7216,6755,6896,129950,74430.0,4327321.0
2016-03-31,6956,6996,6755,6996,51491,75512.0,4327321.0
2016-04-01,7076,7236,6916,7016,107420,75728.0,4327321.0
2016-04-04,7036,7417,7016,7277,42872,78541.0,4327321.0
2016-04-05,7136,7296,7116,7197,27634,77675.0,4327321.0
2016-04-06,7196,7317,7056,7237,57400,78108.0,4327321.0
2016-04-07,7276,7296,7096,7117,49881,76810.0,4327321.0
2016-04-08,7116,7176,6996,7117,45148,76810.0,4327321.0
2016-04-11,7136,7156,6855,6896,61729,74430.0,4327321.0
2016-04-12,6835,6996,6795,6976,27127,75295.0,4327321.0
2016-04-14,7016,7096,6835,7056,29047,76161.0,4327321.0
2016-04-15,7136,7176,6956,7056,52364,76161.0,4327321.0
2016-04-18,7056,7136,6855,7016,22255,75728.0,4327321.0
2016-04-19,6976,7016,6855,6936,32982,74863.0,4327321.0
2016-04-20,6996,6996,6875,6976,20587,75295.0,4327321.0
2016-04-21,6976,7296,6916,7297,74409,78757.0,4327321.0
2016-04-22,7317,7317,7136,7217,38850,77892.0,4327321.0
2016-04-25,7296,7296,7156,7237,24286,78108.0,4327321.0
2016-04-26,7216,7276,7036,7217,49020,77892.0,4327321.0
2016-04-27,7176,7276,7136,7177,40237,77459.0,4327321.0
2016-04-28,7176,7537,7156,7517,117484,81137.0,4327321.0
2016-04-29,7417,7597,7357,7538,77530,81354.0,4327321.0
2016-05-02,7577,7577,7357,7357,36739,79406.0,4327321.0
2016-05-03,7357,7557,7337,7377,62595,79623.0,4327321.0
2016-05-04,7357,7457,7096,7257,63326,78325.0,4327321.0
2016-05-09,7176,7337,7076,7076,37620,76377.0,4327321.0
2016-05-10,7056,7136,6936,7137,30940,77026.0,4327321.0
2016-05-11,7096,7256,7096,7137,36261,77026.0,4327321.0
2016-05-12,7076,7156,6996,6996,29225,75512.0,4327321.0
2016-05-13,7016,7096,6855,6916,64763,74646.0,4327321.0
2016-05-16,6916,6916,6715,6716,56378,72483.0,4327321.0
2016-05-17,6334,6815,6174,6696,150617,72266.0,4327321.0
2016-05-18,6595,6996,6575,6836,66858,73781.0,4327321.0
2016-05-19,6835,6896,6434,6816,68729,73564.0,4327321.0
2016-05-20,6815,7136,6675,7076,38722,76377.0,4327321.0
2016-05-23,7076,7196,6996,7177,41215,77459.0,4327321.0
2016-05-24,7076,7276,6996,7277,52834,78541.0,4327321.0
2016-05-25,7317,7337,7136,7337,44421,79190.0,4327321.0
2016-05-26,7397,7457,7256,7377,51870,79623.0,4327321.0
2016-05-27,7417,7417,7176,7337,29654,79190.0,4327321.0
2016-05-30,7397,7397,7156,7217,28360,77892.0,4327321.0
2016-05-31,7076,7337,7076,7197,25869,77675.0,4327321.0
2016-06-01,7337,7337,7136,7217,36173,77892.0,4327321.0
2016-06-02,7216,7216,6996,7117,25337,76810.0,4327321.0
2016-06-03,7096,7096,6795,6956,46857,75079.0,4327321.0
2016-06-07,6976,7056,6795,6956,37218,75079.0,4327321.0
2016-06-08,6936,6936,6755,6896,37906,74430.0,4327321.0
2016-06-09,6815,6976,6675,6836,36717,73781.0,4327321.0
2016-06-10,6896,6896,6695,6876,30964,74214.0,4327321.0
2016-06-13,6815,6976,6695,6816,30905,73564.0,4327321.0
2016-06-14,6735,6855,6695,6816,12178,73564.0,4327321.0
2016-06-15,6815,6976,6715,6896,23405,74430.0,4327321.0
2016-06-16,6896,6976,6675,6816,14624,73564.0,4327321.0
2016-06-17,6755,6815,6595,6676,14534,72050.0,4327321.0
2016-06-20,6695,6755,6595,6635,26394,71617.0,4327321.0
2016-06-21,6495,6655,6414,6655,20557,71834.0,4327321.0
2016-06-22,6495,6655,6495,6595,12632,71184.0,4327321.0
2016-06-23,6495,6635,6374,6555,21081,70752.0,4327321.0
2016-06-24,6575,6735,5933,6234,83645,67290.0,4327321.0
2016-06-27,6254,6916,5973,6836,72346,73781.0,4327321.0
2016-06-28,6835,7537,6735,7417,185058,80055.0,4327321.0
2016-06-29,7437,8479,7236,8339,489508,90008.0,4327321.0
2016-06-30,8479,8760,8158,8580,340262,92605.0,4327321.0
2016-07-01,8620,9441,8399,8821,230897,95201.0,4327321.0
2016-07-04,8820,9502,8820,9221,195731,99528.0,4327321.0
2016-07-05,9241,10003,9241,9622,246191,103856.0,4327321.0
2016-07-06,9822,10324,9441,10324,189880,111429.0,4327321.0
2016-07-07,10464,10985,10023,10144,151703,109481.0,4327321.0
2016-07-08,10143,10664,9943,10204,152589,110130.0,4327321.0
2016-07-11,10243,10805,10243,10625,136536,114674.0,4327321.0
2016-07-12,10704,10805,10464,10484,133061,113159.0,4327321.0
2016-07-13,10564,10704,10203,10605,124289,114458.0,4327321.0
2016-07-14,10624,10765,10424,10605,66730,114458.0,4327321.0
2016-07-15,10624,11186,10624,11146,165136,120300.0,4327321.0
2016-07-18,11105,11186,10544,11106,134887,119867.0,4327321.0
2016-07-19,10985,11226,10724,11146,98675,120300.0,4327321.0
2016-07-20,11025,12027,11025,11627,184708,125492.0,4327321.0
2016-07-21,11667,12027,11506,12028,153668,129820.0,4327321.0
2016-07-22,12027,13150,11787,13070,183001,141071.0,4327321.0
2016-07-25,13110,13110,12368,12609,108609,136094.0,4327321.0
2016-07-26,12629,12629,11807,12349,191338,133281.0,4327321.0
2016-07-27,12408,12428,11967,12068,77648,130252.0,4327321.0
2016-07-28,12088,13070,12088,12970,181773,139989.0,4327321.0
2016-07-29,13010,13050,12428,12970,101005,139989.0,4327321.0
2016-08-01,12869,13812,12829,13812,210346,149076.0,4327321.0
2016-08-02,13852,14092,13371,13952,112902,150591.0,4327321.0
2016-08-03,13711,14934,13551,14233,126362,153620.0,4327321.0
2016-08-04,14253,14694,13892,14093,69575,152105.0,4327321.0
2016-08-05,14112,14293,12749,13211,496314,142585.0,4327321.0
2016-08-08,13310,13411,12108,12649,331663,136527.0,4327321.0
2016-08-09,12529,13090,11907,12850,228419,138691.0,4327321.0
2016-08-10,12769,12910,12609,12770,61707,137825.0,4327321.0
2016-08-11,12749,12769,11787,11928,152621,128738.0,4327321.0
2016-08-12,11967,12549,11747,12349,107650,133281.0,4327321.0
2016-08-16,12368,12489,11967,12108,45744,130685.0,4327321.0
2016-08-17,12007,12448,11727,12309,44266,132849.0,4327321.0
2016-08-18,12148,13230,12128,12629,144500,136311.0,4327321.0
2016-08-19,12729,13210,12428,12770,123374,137825.0,4327321.0
2016-08-22,12769,12910,12088,12228,72579,131983.0,4327321.0
2016-08-23,12228,12569,11827,12088,56365,130469.0,4327321.0
2016-08-24,11947,12088,11406,11627,102388,125492.0,4327321.0
2016-08-25,11406,11566,10925,11106,108746,119867.0,4327321.0
2016-08-26,10885,11647,10885,11527,83909,124410.0,4327321.0
2016-08-29,11346,11346,10544,10665,78032,115107.0,4327321.0
2016-08-30,10664,11145,10664,11146,51210,120300.0,4327321.0
2016-08-31,10865,11366,10424,11366,59711,122680.0,4327321.0
2016-09-01,11145,11506,11145,11146,29358,120300.0,4327321.0
2016-09-02,11446,11687,11105,11627,45425,125492.0,4327321.0
2016-09-05,11486,11927,11246,11747,52163,126791.0,4327321.0
2016-09-06,11526,11727,11206,11306,43940,122030.0,4327321.0
2016-09-07,11226,11346,10704,10745,66130,115972.0,4327321.0
2016-09-08,10464,11085,10083,10304,95081,111212.0,4327321.0
2016-09-09,10223,10785,9782,10545,71213,113809.0,4327321.0
2016-09-12,10263,10524,9882,10003,45236,107967.0,4327321.0
2016-09-13,10303,10524,10083,10164,65437,109698.0,4327321.0
2016-09-19,10324,10504,10163,10424,16753,112510.0,4327321.0
2016-09-20,10444,10845,10344,10705,22005,115539.0,4327321.0
2016-09-21,10925,10925,10584,10785,28688,116405.0,4327321.0
2016-09-22,11005,11827,11005,11707,146731,126358.0,4327321.0
2016-09-23,11767,12108,11546,12028,162270,129820.0,4327321.0
2016-09-26,12048,12128,11667,11687,36341,126141.0,4327321.0
2016-09-27,11606,12529,11286,12289,115838,132632.0,4327321.0
2016-09-28,12228,12809,12027,12228,108957,131983.0,4327321.0
2016-09-29,12228,12669,12168,12389,55223,133714.0,4327321.0
2016-09-30,12388,12689,12228,12690,68948,136960.0,4327321.0
2016-10-04,12709,13030,12308,12830,84180,138474.0,4327321.0
2016-10-05,12549,13030,12228,12529,60082,135229.0,4327321.0
2016-10-06,12549,12749,12288,12309,28819,132849.0,4327321.0
2016-10-07,12308,12428,11927,12369,31111,133498.0,4327321.0
2016-10-10,12108,12589,11707,11787,37055,127223.0,4327321.0
2016-10-11,11647,12308,11526,11707,77509,126358.0,4327321.0
2016-10-12,11907,11987,11145,11607,52281,125276.0,4327321.0
2016-10-13,11446,11947,11085,11627,51391,125492.0,4327321.0
2016-10-14,11486,11987,11286,11948,57298,128954.0,4327321.0
2016-10-17,11827,12068,11526,11828,18998,127656.0,4327321.0
2016-10-18,11827,11827,11466,11527,16118,124410.0,4327321.0
2016-10-19,11847,11847,11246,11326,17438,122247.0,4327321.0
2016-10-20,11306,11707,11266,11407,14671,123112.0,4327321.0
2016-10-21,11867,11867,11045,11106,27285,119867.0,4327321.0
2016-10-24,11206,11486,10624,11306,38378,122030.0,4327321.0
2016-10-25,11266,11486,10785,11467,30463,123761.0,4327321.0
2016-10-26,11426,11606,11085,11487,12606,123978.0,4327321.0
2016-10-27,11246,11827,11045,11647,26546,125709.0,4327321.0
2016-10-28,11186,11827,11186,11507,23404,124194.0,4327321.0
2016-10-31,11707,11707,11085,11106,16013,119867.0,4327321.0
2016-11-01,10905,11266,10724,10885,32783,117487.0,4327321.0
2016-11-02,10785,10985,10243,10244,34194,110563.0,4327321.0
2016-11-03,10243,10424,9903,10284,26196,110996.0,4327321.0
2016-11-04,10063,10664,9662,9863,58856,106452.0,4327321.0
2016-11-07,9822,10364,9822,10344,27445,111645.0,4327321.0
2016-11-08,10344,10524,10083,10364,14026,111861.0,4327321.0
2016-11-09,10283,10504,8419,9282,155788,100177.0,4327321.0
