플레이위드(023770),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-05-04,21592,21592,21592,21526,0,,
1999-05-06,21592,21592,21592,21526,0,,
1999-05-07,24089,24089,24089,24084,20,1767.0,280000.0
1999-05-10,21227,21227,21227,21221,10,1557.0,280000.0
1999-05-11,18702,18702,18702,18702,10,1372.0,280000.0
1999-05-12,16602,16602,16602,16603,10,1218.0,280000.0
1999-05-13,14891,14891,14891,14885,0,1092.0,280000.0
1999-05-14,14891,14891,14891,14885,0,1092.0,280000.0
1999-05-17,13173,13173,13173,13168,10,966.0,280000.0
1999-05-18,14798,14798,14798,14733,1010,1081.0,280000.0
1999-05-19,16554,16554,16554,16488,1010,1210.0,280000.0
1999-05-20,14694,14694,14694,14694,0,1078.0,280000.0
1999-05-21,13004,16509,13004,12939,1020,949.0,280000.0
1999-05-24,14537,14537,14537,14465,1000,1061.0,280000.0
1999-05-25,16249,16249,16249,16183,1000,1187.0,280000.0
1999-05-26,18157,18157,18157,18091,2000,1327.0,280000.0
1999-05-27,20294,20294,20294,20229,1000,1484.0,280000.0
1999-05-28,22633,22633,22633,22633,2000,1660.0,280000.0
1999-05-31,25349,25349,25349,25343,1010,1859.0,280000.0
1999-06-01,28424,28424,28424,28358,1000,2080.0,280000.0
1999-06-02,31761,31761,31761,31755,1800,2330.0,280000.0
1999-06-03,35533,35533,35533,35534,5210,2607.0,280000.0
1999-06-04,35533,35533,35533,35534,0,2607.0,280000.0
1999-06-07,35505,39700,32457,39694,2570,2912.0,280000.0
1999-06-08,39698,41984,38173,41984,3680,3080.0,280000.0
1999-06-09,41987,42371,41987,42366,1100,3108.0,280000.0
1999-06-10,43901,47333,43901,47328,1110,3472.0,280000.0
1999-06-11,52861,52861,52861,52862,1050,3878.0,280000.0
1999-06-14,58781,59165,58781,59160,2300,4340.0,280000.0
1999-06-15,66286,66286,66286,66221,1400,4858.0,280000.0
1999-06-16,74110,74110,74110,74045,4010,5432.0,280000.0
1999-06-17,82829,82829,82829,82823,4010,6076.0,280000.0
1999-06-18,92752,92752,92752,92747,4010,6804.0,280000.0
1999-06-21,103881,103881,103881,103815,6300,7616.0,280000.0
1999-06-22,103881,103881,103881,103815,8360,7616.0,280000.0
1999-06-23,95418,95418,95418,95419,2540,7000.0,280000.0
1999-06-24,106934,106934,95432,106869,6720,7840.0,280000.0
1999-06-25,94292,106934,94292,106869,2010,7840.0,280000.0
1999-06-28,98859,98859,98859,98854,0,7252.0,280000.0
1999-06-29,95036,95036,95036,95037,0,6972.0,280000.0
1999-06-30,106362,106362,106362,106296,10,7798.0,280000.0
1999-07-01,93709,101209,93709,101144,12230,7420.0,280000.0
1999-07-02,98472,98472,98472,98472,490,7224.0,280000.0
1999-07-05,95418,95418,95418,95419,0,7000.0,280000.0
1999-07-06,83996,106934,83996,106869,80,7840.0,280000.0
1999-07-07,94082,106917,94082,94083,12650,6902.0,280000.0
1999-07-08,83969,83969,82829,82823,750,6076.0,280000.0
1999-07-09,80159,82829,72922,82823,1190,6076.0,280000.0
1999-07-12,72933,92752,72933,92747,270,6804.0,280000.0
1999-07-13,81700,92752,81700,92747,920,6804.0,280000.0
1999-07-14,83974,83974,83974,83968,0,6160.0,280000.0
1999-07-15,74110,74110,74110,74045,200,5432.0,280000.0
1999-07-16,65294,82059,65294,80152,1590,5880.0,280000.0
1999-07-19,89699,89699,89699,89694,10,6580.0,280000.0
1999-07-20,85882,85882,79018,85877,1750,6300.0,280000.0
1999-07-21,83974,83974,83974,83968,1360,6160.0,280000.0
1999-07-22,93897,93897,93897,93892,10,6888.0,280000.0
1999-07-23,105202,105202,91605,93892,10770,6888.0,280000.0
1999-07-26,105217,105217,101215,105151,320,7714.0,280000.0
1999-07-27,114568,114568,114568,114502,10,8400.0,280000.0
1999-07-28,114550,114550,100828,100762,1010,7392.0,280000.0
1999-07-29,88745,88745,88745,88739,520,6510.0,280000.0
1999-07-30,91604,91604,91220,91220,200,6692.0,280000.0
1999-08-02,102163,102163,102163,102098,10,7490.0,280000.0
1999-08-03,89890,89890,89890,89884,1000,6594.0,280000.0
1999-08-04,79263,87843,79263,79197,7680,5810.0,280000.0
1999-08-05,76400,76400,76400,76335,8000,5600.0,280000.0
1999-08-06,76400,76400,76400,76335,0,5600.0,280000.0
1999-08-09,76400,76400,76400,76335,0,,
1999-08-10,76400,76400,76400,76335,0,,
1999-08-11,80207,80207,67240,67175,120,4928.0,280000.0
1999-08-12,75246,75246,64950,64885,7070,4760.0,280000.0
1999-08-13,72573,72573,59607,59541,6120,4368.0,280000.0
1999-08-16,66668,66668,66668,66602,2000,4886.0,280000.0
1999-08-17,74492,74492,74492,74427,2000,5460.0,280000.0
1999-08-18,83211,83211,83211,83205,8100,6104.0,280000.0
1999-08-19,93128,93128,93128,93129,3000,6832.0,280000.0
1999-08-20,103850,103850,84350,84350,4940,6188.0,280000.0
1999-08-23,84747,93897,76359,93892,2140,6888.0,280000.0
1999-08-24,101212,102736,100828,100762,3500,7392.0,280000.0
1999-08-25,105026,105026,88759,103052,110,7560.0,280000.0
1999-08-26,98472,98472,98472,98472,2350,7224.0,280000.0
1999-08-27,102734,103118,102734,103052,3100,7560.0,280000.0
1999-08-30,91615,101209,91615,101144,210,7420.0,280000.0
1999-08-31,95413,95413,89311,89312,330,6552.0,280000.0
1999-09-01,99231,100059,79028,95037,6060,6972.0,280000.0
1999-09-02,98453,98453,83974,83968,3050,6160.0,280000.0
1999-09-03,92750,93128,74456,93129,1110,6832.0,280000.0
1999-09-06,91621,104263,83994,104197,1920,7644.0,280000.0
1999-09-07,99301,99301,99301,99235,0,7280.0,280000.0
1999-09-08,97327,97327,97327,97327,0,7140.0,280000.0
1999-09-09,87791,87791,87791,87785,1000,6440.0,280000.0
1999-09-10,89699,89699,89699,89694,50,6580.0,280000.0
1999-09-13,83984,93128,79028,93129,730,6832.0,280000.0
1999-09-14,82079,91607,82079,91602,1710,6720.0,280000.0
1999-09-15,91607,91607,91607,91602,500,6720.0,280000.0
1999-09-16,91220,91220,91220,91220,0,6692.0,280000.0
1999-09-17,89699,89699,89699,89694,0,6580.0,280000.0
1999-09-20,87791,87791,87791,87785,0,6440.0,280000.0
1999-09-21,78309,78309,78309,78243,1840,5740.0,280000.0
1999-09-22,78309,78309,78309,78243,0,5740.0,280000.0
1999-09-27,76019,76019,76019,75953,0,5572.0,280000.0
1999-09-28,75637,75637,75637,75572,0,5544.0,280000.0
1999-09-29,84596,84596,72584,72518,3310,5320.0,280000.0
1999-09-30,72584,72584,72584,72518,0,5320.0,280000.0
1999-10-01,72584,72584,72584,72518,0,,
1999-10-04,72584,72584,72584,72518,0,,
1999-10-05,64187,64187,64187,64121,700,4704.0,280000.0
1999-10-06,64950,64950,64950,64885,50,4760.0,280000.0
1999-10-07,66865,72584,66865,72518,1390,5320.0,280000.0
1999-10-08,80157,80157,80157,80152,600,5880.0,280000.0
1999-10-11,76400,76400,76400,76335,0,5600.0,280000.0
1999-10-12,67200,85495,67200,85495,470,6272.0,280000.0
1999-10-13,76400,76400,76400,76335,0,5600.0,280000.0
1999-10-14,85495,85495,85495,85495,50,6272.0,280000.0
1999-10-15,84027,84027,75446,75381,230,5530.0,280000.0
1999-10-18,84350,84350,84350,84350,500,6188.0,280000.0
1999-10-19,94082,94082,94082,94083,40,6902.0,280000.0
1999-10-20,83974,83974,83974,83968,0,6160.0,280000.0
1999-10-21,89699,89699,89699,89694,10,6580.0,280000.0
1999-10-22,89699,89699,89699,89694,10,6580.0,280000.0
1999-10-25,87791,87791,87791,87785,10,6440.0,280000.0
1999-10-26,85891,98281,85891,98281,1670,7210.0,280000.0
1999-10-27,106921,106921,87799,99235,4420,7280.0,280000.0
1999-10-28,99301,110737,99301,101144,80,7420.0,280000.0
1999-10-29,113038,113038,89145,109541,3680,8036.0,280000.0
1999-11-01,103466,122523,101180,122518,1200,8988.0,280000.0
1999-11-02,131681,133589,130157,130151,850,9548.0,280000.0
1999-11-03,120261,141285,114920,141220,1060,10360.0,280000.0
1999-11-04,137402,137402,137402,137403,0,10080.0,280000.0
1999-11-05,121008,132822,121008,132823,5080,9744.0,280000.0
1999-11-08,116994,124044,116994,124044,1990,9100.0,280000.0
1999-11-09,114568,114568,114568,114502,50,8400.0,280000.0
1999-11-10,110716,128248,101187,128243,260,9408.0,280000.0
1999-11-11,114565,114565,113041,112976,2950,8288.0,280000.0
1999-11-12,99507,110751,99507,110686,70,8120.0,280000.0
1999-11-15,99301,99301,99301,99235,600,7280.0,280000.0
1999-11-16,111108,111108,95418,95419,20,7000.0,280000.0
1999-11-17,96180,96180,91607,91602,2450,6720.0,280000.0
1999-11-18,89699,89699,89699,89694,900,6580.0,280000.0
1999-11-19,89699,89891,89699,89694,5050,6580.0,280000.0
1999-11-22,89699,91607,89699,89694,5690,6580.0,280000.0
1999-11-23,91614,100446,91614,100380,5760,7364.0,280000.0
1999-11-24,112469,112469,112469,112403,1010,8246.0,280000.0
1999-11-25,125761,125761,125761,125762,2540,9226.0,280000.0
1999-11-26,140909,140909,140909,140838,3010,10332.0,280000.0
1999-11-29,157703,157703,157703,157632,2000,11564.0,280000.0
1999-11-30,176530,176530,176530,176524,23780,12950.0,280000.0
1999-12-01,197773,197773,197773,197707,37110,14504.0,280000.0
1999-12-02,221437,221437,198505,221371,39610,16240.0,280000.0
1999-12-03,198882,221430,195072,219463,17710,16100.0,280000.0
1999-12-06,200425,244322,193183,232058,37060,17024.0,280000.0
1999-12-07,229043,229043,206116,209921,28120,15400.0,280000.0
1999-12-08,187086,217579,184800,188929,19480,13860.0,280000.0
1999-12-09,169869,198520,169869,185494,13450,13608.0,280000.0
1999-12-10,207627,207627,187431,202288,19720,14840.0,280000.0
1999-12-13,190889,191273,178246,179387,12890,13160.0,280000.0
1999-12-14,175582,183269,164146,179387,12820,13160.0,280000.0
1999-12-15,183276,194712,183276,188929,25000,13860.0,280000.0
1999-12-16,211430,211430,194660,198471,27400,14560.0,280000.0
1999-12-17,174654,175926,174654,174654,5820,7700.0,280000.0
1999-12-20,154973,154973,153701,153696,2600,6776.0,280000.0
1999-12-21,135277,135277,135277,135278,3270,5964.0,280000.0
1999-12-22,119084,151472,119084,151473,4480,6678.0,280000.0
1999-12-23,169573,169573,169573,169573,2150,7476.0,280000.0
1999-12-24,189894,189894,171480,187356,8840,8260.0,280000.0
1999-12-27,190531,190531,165127,165128,1240,7280.0,280000.0
1999-12-28,145445,145445,145445,145439,550,6412.0,280000.0
2000-01-04,128295,158782,128295,158777,2050,7000.0,280000.0
2000-01-05,139723,139723,139723,139723,1920,6160.0,280000.0
2000-01-06,123212,132740,123212,126386,3870,5572.0,280000.0
2000-01-07,130200,130200,111467,111461,6650,4914.0,280000.0
2000-01-10,117183,117183,98126,104475,14990,4606.0,280000.0
2000-01-11,93363,116866,93363,116224,5360,5124.0,280000.0
2000-01-12,102890,129885,102890,129879,14140,5726.0,280000.0
2000-01-13,145445,145445,114322,132737,2490,5852.0,280000.0
2000-01-14,135280,135280,116865,125116,1050,5516.0,280000.0
2000-01-17,110190,115909,110190,110191,4430,4858.0,280000.0
2000-01-18,97170,103524,97170,97489,14230,4298.0,280000.0
2000-01-19,104163,108921,87644,87645,9420,3864.0,280000.0
2000-01-20,79386,97806,79386,97806,4750,4312.0,280000.0
2000-01-21,86381,100986,86381,93996,3860,4144.0,280000.0
2000-01-24,83197,88597,83197,88597,5850,3906.0,280000.0
2000-01-25,79072,99083,78124,94631,10640,4172.0,280000.0
2000-01-26,95271,95271,85743,95266,3890,4200.0,280000.0
2000-01-27,84469,106700,83833,100982,11320,4452.0,280000.0
2000-01-28,95269,107336,89551,100982,11680,4452.0,280000.0
2000-01-31,100345,100981,93043,93043,240,4102.0,280000.0
2000-02-01,93043,100981,93043,100982,590,4452.0,280000.0
2000-02-02,107973,107973,93362,104475,1790,4606.0,280000.0
2000-02-03,101618,111146,98444,104793,16740,4620.0,280000.0
2000-02-07,101618,117183,95270,117177,39840,5166.0,280000.0
2000-02-08,112421,112421,104165,111144,11840,4900.0,280000.0
2000-02-09,98442,111144,98442,110509,6160,4872.0,280000.0
2000-02-10,98124,110508,97488,97489,10760,4298.0,280000.0
2000-02-11,95270,100982,92726,100347,8780,4424.0,280000.0
2000-02-14,100348,100348,88918,94948,5260,4186.0,280000.0
2000-02-15,83837,94001,83837,93996,7180,4144.0,280000.0
2000-02-16,88919,95273,86381,93996,2950,4144.0,280000.0
2000-02-17,97807,105110,86059,105110,12830,4634.0,280000.0
2000-02-18,116226,117492,100344,114954,25870,5068.0,280000.0
2000-02-21,116226,116226,102888,110509,13360,4872.0,280000.0
2000-02-22,113685,113685,97808,104475,10850,4606.0,280000.0
2000-02-23,94001,103847,92093,98441,7290,4340.0,280000.0
2000-02-24,99080,104792,88598,104793,10940,4620.0,280000.0
2000-02-25,104790,104790,95904,101935,23720,4494.0,280000.0
2000-02-28,101617,114001,101617,114002,32040,5026.0,280000.0
2000-02-29,127656,127656,127656,127656,27130,5628.0,280000.0
2000-03-02,142898,142898,142898,142899,2580,6300.0,280000.0
2000-03-03,160046,160046,160046,160047,24560,7056.0,280000.0
2000-03-06,179100,179100,177828,179100,51460,7896.0,280000.0
2000-03-07,179100,184182,157824,170209,43580,7504.0,280000.0
2000-03-08,149891,164495,149891,158141,102990,6972.0,280000.0
2000-03-09,149252,176883,140996,176877,90470,7798.0,280000.0
2000-03-10,190535,190535,155920,158777,63240,7000.0,280000.0
2000-03-13,142897,177829,142897,177830,55930,7840.0,280000.0
2000-03-14,199105,199105,181009,199106,106910,8778.0,280000.0
2000-03-15,222928,222928,222292,222922,37540,9828.0,280000.0
2000-03-16,249600,249600,196252,209585,205740,9240.0,280000.0
2000-03-17,203237,234677,187360,234672,188890,10346.0,280000.0
2000-03-20,257861,262619,229276,260394,225260,11480.0,280000.0
2000-03-21,229273,273097,229273,229273,145840,10108.0,280000.0
2000-03-22,201969,241342,201969,201964,240030,8904.0,280000.0
2000-03-23,222291,222291,177830,202599,92870,8932.0,280000.0
2000-03-24,190532,208317,178466,202599,68840,8932.0,280000.0
2000-03-27,202599,222292,202599,218794,110460,9646.0,280000.0
2000-03-28,219116,234992,198788,203234,56770,8960.0,280000.0
2000-03-29,193713,227374,193713,227368,153140,10024.0,280000.0
2000-03-30,240710,254360,209587,254360,189650,11214.0,280000.0
2000-03-31,284527,284845,254041,284845,157070,12558.0,280000.0
2000-04-03,318823,318823,301675,318823,304080,14056.0,280000.0
2000-04-04,280717,298501,280717,280717,37610,12376.0,280000.0
2000-04-06,247056,309294,247056,247056,221570,10892.0,280000.0
2000-04-07,254041,276272,248965,262934,253950,11592.0,280000.0
2000-04-10,291521,294377,285803,294372,132080,12978.0,280000.0
2000-04-11,294375,329626,285801,329620,295920,14532.0,280000.0
2000-04-12,368996,368996,368996,368997,53140,16268.0,280000.0
2000-04-14,412819,412819,412819,412819,61980,18200.0,280000.0
2000-04-17,363286,462366,363286,363281,1317580,16016.0,280000.0
2000-04-18,400120,406474,332163,406468,867090,17920.0,280000.0
2000-04-19,454736,454736,454736,454736,36800,20048.0,280000.0
2000-04-20,508726,508726,406473,508720,1012760,22428.0,280000.0
2000-04-21,508086,549366,447750,447750,527930,19740.0,280000.0
2000-04-24,396945,457281,394407,394401,547050,17388.0,280000.0
2000-04-25,394407,418539,347409,347403,293260,15316.0,280000.0
2000-04-26,352486,388691,327718,388685,789610,17136.0,280000.0
2000-04-27,388690,425525,342328,342322,707560,15092.0,280000.0
2000-04-28,342329,358841,301678,308027,373070,13580.0,280000.0
2000-05-02,311206,344867,276910,320729,511110,14140.0,280000.0
2000-05-03,298503,352485,298503,317553,451110,14000.0,280000.0
2000-05-04,334069,335971,311203,323269,313930,14252.0,280000.0
2000-05-08,329623,341053,318187,323269,298720,14252.0,280000.0
2000-05-09,333436,333436,304858,320729,247560,14140.0,280000.0
2000-05-10,321370,358841,311206,358835,479480,15820.0,280000.0
2000-05-12,380432,401390,365185,382334,384000,16856.0,280000.0
2000-05-15,384240,424884,336606,336606,316130,14840.0,280000.0
2000-05-16,349309,355663,317557,327080,172460,14420.0,280000.0
2000-05-17,336609,362013,288338,330255,266540,14560.0,280000.0
2000-05-18,305805,349311,291200,317553,439290,14000.0,280000.0
2000-05-19,317559,333435,279446,279447,216600,12320.0,280000.0
2000-05-22,257221,268015,246103,246104,77160,10850.0,280000.0
2000-05-23,216571,219115,216571,216571,42040,9548.0,280000.0
2000-05-24,190849,190849,190849,190849,1910,8414.0,280000.0
2000-05-25,177832,213719,177832,213713,158560,9422.0,280000.0
2000-05-26,214673,238806,188315,188309,120250,8302.0,280000.0
2000-05-29,168311,177833,165766,167033,157050,7364.0,280000.0
2000-05-30,177828,187038,173382,187039,177470,8246.0,280000.0
2000-05-31,209269,209269,196885,207997,198430,9170.0,280000.0
2000-06-01,203237,203237,187360,196883,154020,8680.0,280000.0
2000-06-02,203237,215939,181012,196883,133160,8680.0,280000.0
2000-06-05,200059,220381,200059,220382,377010,9716.0,280000.0
2000-06-07,228641,234359,215939,222287,271160,9800.0,280000.0
2000-06-08,228637,228637,195613,199423,233400,8792.0,280000.0
2000-06-09,178465,209588,178465,203234,107440,8960.0,280000.0
2000-06-12,212760,214668,201966,208315,127510,9184.0,280000.0
2000-06-13,196885,233084,196885,233084,301490,10276.0,280000.0
2000-06-14,261033,261033,205142,215619,297360,9506.0,280000.0
2000-06-15,219117,239440,203235,227368,350370,10024.0,280000.0
2000-06-16,215938,224194,200379,201964,231780,8904.0,280000.0
2000-06-19,203234,209588,196885,203234,92150,8960.0,280000.0
2000-06-20,197522,209589,197522,202599,62760,8932.0,280000.0
2000-06-21,206415,212763,196886,202599,137290,8932.0,280000.0
2000-06-22,206415,221655,196887,198153,93230,8736.0,280000.0
2000-06-23,196887,200061,191169,198153,52510,8736.0,280000.0
2000-06-26,198160,211492,191487,197518,111600,8708.0,280000.0
2000-06-27,200063,202919,191806,196883,78580,8680.0,280000.0
2000-06-28,196252,214037,194980,201329,137350,8876.0,280000.0
2000-06-29,196887,207681,193077,198153,99880,8736.0,280000.0
2000-06-30,196885,196885,188311,190532,112620,8400.0,280000.0
2000-07-03,190535,206418,181643,196248,434870,8652.0,280000.0
2000-07-04,199424,219746,198158,219747,535860,9688.0,280000.0
2000-07-05,222289,232447,193711,199423,433970,8792.0,280000.0
2000-07-06,200697,223245,190533,223240,282110,9842.0,280000.0
2000-07-07,249917,249917,196888,226733,401440,9996.0,280000.0
2000-07-10,209591,231186,209591,213396,179040,9408.0,280000.0
2000-07-11,210860,222290,196885,203234,210700,8960.0,280000.0
2000-07-12,208317,227374,194343,227368,436650,10024.0,280000.0
2000-07-13,228637,250867,216571,224828,744270,9912.0,280000.0
2000-07-14,228638,242612,219746,232766,360610,10262.0,280000.0
2000-07-18,234995,260399,234995,260394,601450,11480.0,280000.0
2000-07-19,268650,291516,229272,229909,1030180,10136.0,280000.0
2000-07-20,234993,257224,222927,257218,919200,11340.0,280000.0
2000-07-21,270560,288020,257858,288021,613790,12698.0,280000.0
2000-07-24,293422,322000,293422,320729,832380,14140.0,280000.0
2000-07-25,322636,327083,282628,282622,599080,12460.0,280000.0
2000-07-26,276274,294058,258489,282622,601040,12460.0,280000.0
2000-07-27,288975,315651,283893,308662,547290,13608.0,280000.0
2000-07-28,280083,323908,273099,278812,647170,12292.0,280000.0
2000-07-31,273737,276912,247061,260394,347420,11480.0,280000.0
2000-08-01,269922,285798,261666,276906,430320,12208.0,280000.0
2000-08-02,273733,279445,260395,263569,319950,11620.0,280000.0
2000-08-03,261032,278816,261032,266745,352700,11760.0,280000.0
2000-08-04,263570,295328,263570,271190,645040,11956.0,280000.0
2000-08-07,281356,303586,277546,303581,452810,13384.0,280000.0
2000-08-08,314376,339144,298500,311202,1502250,13720.0,280000.0
2000-08-09,317561,327083,277547,294689,525860,12992.0,280000.0
2000-08-10,298502,306758,289292,301040,338890,13272.0,280000.0
2000-08-11,293422,308032,266746,269920,335010,11900.0,280000.0
2000-08-14,266747,279449,246424,256583,256330,11312.0,280000.0
2000-08-16,256587,266115,248331,261664,221920,11536.0,280000.0
2000-08-17,269289,271827,254043,257853,185930,11368.0,280000.0
2000-08-18,254045,283895,254045,273096,513730,12040.0,280000.0
2000-08-21,269922,299772,269922,281352,503350,12404.0,280000.0
2000-08-22,287708,287708,254677,262934,260050,11592.0,280000.0
2000-08-23,263572,268654,254680,257218,120100,11340.0,280000.0
2000-08-24,250868,277544,250868,254043,349360,11200.0,280000.0
2000-08-25,254676,259758,248328,251185,212330,11074.0,280000.0
2000-08-28,254043,264207,247695,253407,198330,11172.0,280000.0
2000-08-29,254044,267382,254044,257218,170240,11340.0,280000.0
2000-08-30,257225,264846,254045,255948,140830,11284.0,280000.0
2000-08-31,255314,260396,230546,236895,120580,10444.0,280000.0
2000-09-01,238165,245785,232765,237530,79340,10472.0,280000.0
2000-09-04,237532,237532,215938,222922,82270,9828.0,280000.0
2000-09-05,215937,231819,210861,215301,110010,9492.0,280000.0
2000-09-06,209589,225466,209589,214666,77250,9464.0,280000.0
2000-09-07,209586,218796,193710,208315,78430,9184.0,280000.0
2000-09-08,197520,204504,190530,200059,75540,8820.0,280000.0
2000-09-14,196887,196887,178467,189262,52650,8344.0,280000.0
2000-09-15,190535,202601,187361,187991,69450,8288.0,280000.0
2000-09-18,175291,177829,165445,165445,54980,7294.0,280000.0
2000-09-19,146716,153383,145762,145757,63090,6426.0,280000.0
2000-09-20,144808,163229,144808,162587,146820,7168.0,280000.0
2000-09-21,156239,168941,143218,145757,107640,6426.0,280000.0
2000-09-22,143538,143856,128297,128291,49790,5656.0,280000.0
2000-09-25,117496,139727,117496,128609,78320,5670.0,280000.0
2000-09-26,121938,139087,121938,131467,37960,5796.0,280000.0
2000-09-27,130198,144172,130198,141629,90920,6244.0,280000.0
2000-09-28,146713,151159,136549,139723,87270,6160.0,280000.0
2000-09-29,142901,150528,139727,145122,97000,6398.0,280000.0
2000-10-02,146399,162275,140362,162270,163120,7154.0,280000.0
2000-10-04,161952,177828,161952,170526,246070,7518.0,280000.0
2000-10-05,171166,179104,162910,167351,117250,7378.0,280000.0
2000-10-06,168309,173385,166401,168303,49380,7420.0,280000.0
2000-10-09,163864,169894,160048,163222,47290,7196.0,280000.0
2000-10-10,159736,165766,154654,158777,110600,7000.0,280000.0
2000-10-11,153061,158779,139723,139723,68340,6160.0,280000.0
2000-10-12,146078,156236,140359,156236,230650,6888.0,280000.0
2000-10-13,149251,154969,137503,152426,190540,6720.0,280000.0
2000-10-16,155609,168311,155609,162587,90790,7168.0,280000.0
2000-10-17,158779,162589,143533,152426,102110,6720.0,280000.0
2000-10-18,155608,155608,141316,146074,47190,6440.0,280000.0
2000-10-19,147344,153698,146078,147345,38250,6496.0,280000.0
2000-10-20,144169,164810,144169,164810,112410,7266.0,280000.0
2000-10-23,166399,184501,165127,165128,405640,7280.0,280000.0
2000-10-24,170845,177193,158779,165128,166960,7280.0,280000.0
2000-10-25,165130,182915,165130,179735,163040,7924.0,280000.0
2000-10-26,177832,201017,173386,201011,321800,8862.0,280000.0
2000-10-27,212125,224827,209587,212126,255780,9352.0,280000.0
2000-10-30,215935,219115,192757,212126,124620,9352.0,280000.0
2000-10-31,203232,211488,195612,204504,101800,9016.0,280000.0
2000-11-01,215937,215937,201333,206410,67620,9100.0,280000.0
2000-11-02,206412,215934,197520,204187,181940,9002.0,280000.0
2000-11-03,206415,207045,194978,202599,121460,8932.0,280000.0
2000-11-06,202596,221016,197520,208632,327010,9198.0,280000.0
2000-11-07,206733,212764,196887,201964,131730,8904.0,280000.0
2000-11-08,196889,226103,194027,226098,361670,9968.0,280000.0
2000-11-09,229275,253095,229275,253090,208430,11158.0,280000.0
