팅크웨어(084730),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-08-07,14800,15350,14650,15050,42191,118200.0,7853850.0
2009-08-10,15200,15550,15000,15300,84330,120164.0,7853850.0
2009-08-11,15700,16150,15650,15750,314477,123698.0,7853850.0
2009-08-12,15550,15750,15150,15350,112917,120557.0,7853850.0
2009-08-13,15500,15500,14950,15200,180010,119379.0,7853850.0
2009-08-14,15200,15300,14850,14850,106455,116630.0,7853850.0
2009-08-17,14900,15000,13650,13800,204751,108383.0,7853850.0
2009-08-18,13600,14000,13300,13600,160732,106812.0,7853850.0
2009-08-19,13650,14050,13550,13550,88954,106420.0,7853850.0
2009-08-20,13550,14100,13450,14000,66508,109954.0,7853850.0
2009-08-21,14100,14150,13200,13200,109581,103671.0,7853850.0
2009-08-24,13350,13500,12700,13000,98942,102100.0,7853850.0
2009-08-25,13000,13250,12900,13100,75101,102885.0,7853850.0
2009-08-26,13150,13450,13100,13400,72125,105242.0,7853850.0
2009-08-27,13500,13500,13100,13150,55649,103278.0,7853850.0
2009-08-28,13000,13200,12900,13000,67676,102100.0,7853850.0
2009-08-31,13000,13150,12500,12550,84403,98566.0,7853850.0
2009-09-01,12800,12800,12300,12450,59522,97780.0,7853850.0
2009-09-02,12200,12700,12150,12500,60517,98173.0,7853850.0
2009-09-03,12500,12650,12300,12350,49960,96995.0,7853850.0
2009-09-04,12400,12800,12300,12500,49036,98173.0,7853850.0
2009-09-07,12650,12850,12550,12600,32904,98959.0,7853850.0
2009-09-08,12600,12700,12250,12350,56865,96995.0,7853850.0
2009-09-09,12550,12550,11500,11500,173391,90319.0,7853850.0
2009-09-10,11800,12050,11400,11550,141572,90712.0,7853850.0
2009-09-11,11550,11850,11500,11550,96380,90712.0,7853850.0
2009-09-14,11550,11650,11050,11100,84205,87359.0,7870200.0
2009-09-15,11250,11450,11100,11350,59125,89327.0,7870200.0
2009-09-16,11500,11850,11350,11600,119713,91294.0,7870200.0
2009-09-17,11700,11700,11200,11350,159076,89327.0,7870200.0
2009-09-18,11200,11350,11100,11150,78491,87753.0,7870200.0
2009-09-21,11150,11400,11050,11200,103818,88146.0,7870200.0
2009-09-22,11250,11300,11150,11200,67777,88146.0,7870200.0
2009-09-23,11100,11400,11100,11250,106302,88540.0,7870200.0
2009-09-24,11250,11350,10850,11050,99491,86966.0,7870200.0
2009-09-25,11050,11100,10800,10850,75522,85392.0,7870200.0
2009-09-28,10750,11050,10700,11000,51758,86572.0,7870200.0
2009-09-29,11100,11450,10950,11300,94910,88933.0,7870200.0
2009-09-30,11400,11850,11100,11100,140756,87359.0,7870200.0
2009-10-01,11300,11350,10900,11100,51202,87359.0,7870200.0
2009-10-05,11000,11100,10800,10850,25389,85392.0,7870200.0
2009-10-06,10950,11150,10900,10900,37716,85785.0,7870200.0
2009-10-07,11050,11150,10800,10950,57518,86179.0,7870200.0
2009-10-08,11000,11600,11000,11600,127168,91294.0,7870200.0
2009-10-09,11600,11850,11400,11800,154641,92868.0,7870200.0
2009-10-12,11700,11850,11400,11450,55639,90114.0,7870200.0
2009-10-13,11750,12650,11750,12000,374948,94442.0,7870200.0
2009-10-14,12150,12400,11550,12100,154348,95229.0,7870200.0
2009-10-15,12100,12300,11850,11900,72878,93655.0,7870200.0
2009-10-16,11800,11950,11500,11650,74627,91688.0,7870200.0
2009-10-19,11300,11600,11300,11500,40637,90507.0,7870200.0
2009-10-20,11500,11800,11350,11750,65360,92475.0,7870200.0
2009-10-21,11600,12100,11600,11800,107359,92868.0,7870200.0
2009-10-22,11800,11800,11450,11500,52441,90507.0,7870200.0
2009-10-23,11700,11700,11350,11400,36787,89720.0,7870200.0
2009-10-26,11000,11300,10900,11100,63624,87359.0,7870200.0
2009-10-27,11100,11250,11050,11150,33221,87753.0,7870200.0
2009-10-28,11400,11400,10900,11100,37028,87359.0,7870200.0
2009-10-29,11000,11000,10600,11000,50538,86572.0,7870200.0
2009-10-30,11000,11200,10800,10900,30827,85785.0,7870200.0
2009-11-02,10500,10700,10300,10500,29924,82637.0,7870200.0
2009-11-03,10450,10700,10450,10500,26659,82637.0,7870200.0
2009-11-04,10400,10600,10400,10600,20305,83424.0,7870200.0
2009-11-05,10650,10650,10450,10600,17922,83424.0,7870200.0
2009-11-06,10800,10800,10500,10600,31000,83424.0,7870200.0
2009-11-09,10600,10750,10250,10400,54186,81850.0,7870200.0
2009-11-10,10450,10550,9900,9900,86465,77915.0,7870200.0
2009-11-11,9850,10500,9850,10350,85233,81457.0,7870200.0
2009-11-12,10400,11050,10400,10600,244293,83424.0,7870200.0
2009-11-13,10550,10750,10500,10600,53490,83424.0,7870200.0
2009-11-16,10600,10800,10400,10800,40733,84998.0,7870200.0
2009-11-17,10750,10900,10650,10900,44552,85785.0,7870200.0
2009-11-18,10650,10800,10500,10600,57855,83424.0,7870200.0
2009-11-19,10500,10850,10500,10850,42745,85392.0,7870200.0
2009-11-20,10700,10950,10650,10650,48090,83818.0,7870200.0
2009-11-23,10700,10750,10550,10650,31757,83818.0,7870200.0
2009-11-24,10750,11300,10700,10900,278479,85785.0,7870200.0
2009-11-25,11000,12300,10950,11900,505878,93655.0,7870200.0
2009-11-26,11900,12100,11350,11350,201446,89327.0,7870200.0
2009-11-27,11250,11900,10650,10650,380874,83818.0,7870200.0
2009-11-30,10950,11300,10800,11100,125624,87359.0,7870200.0
2009-12-01,11150,11850,11050,11600,380737,91294.0,7870200.0
2009-12-02,11550,11700,11150,11550,192115,90901.0,7870200.0
2009-12-03,11450,13100,11400,12500,977209,98378.0,7870200.0
2009-12-04,12650,13350,12400,13350,432405,105067.0,7870200.0
2009-12-07,13300,13700,12850,13450,251972,105854.0,7870200.0
2009-12-08,13400,13450,13150,13350,133323,105067.0,7870200.0
2009-12-09,13150,13650,12900,13450,279016,105854.0,7870200.0
2009-12-10,13400,13450,12650,12950,262172,101919.0,7870200.0
2009-12-11,13300,13500,13000,13150,312956,103493.0,7870200.0
2009-12-14,13150,13300,13050,13250,116284,104280.0,7870200.0
2009-12-15,13300,14100,13300,13500,347518,106248.0,7870200.0
2009-12-16,13400,13750,13000,13350,243790,105067.0,7870200.0
2009-12-17,13300,14100,13050,14100,300178,110970.0,7870200.0
2009-12-18,14050,14300,13800,14000,227441,110183.0,7870200.0
2009-12-21,14150,14400,13750,13950,180588,109789.0,7870200.0
2009-12-22,14000,14250,13100,13150,285506,103493.0,7870200.0
2009-12-23,13200,13350,12850,13100,142880,103100.0,7870200.0
2009-12-24,13150,13400,12850,13050,90975,102706.0,7870200.0
2009-12-28,13150,13150,12500,12550,147356,98771.0,7870200.0
2009-12-29,12550,12750,12350,12400,80395,97590.0,7870200.0
2009-12-30,12450,13150,12450,12850,111979,101132.0,7870200.0
2010-01-04,13100,13550,12850,13150,203241,103493.0,7870200.0
2010-01-05,13400,13550,12900,13000,199807,102313.0,7870200.0
2010-01-06,13050,13200,12850,12950,97942,101919.0,7870200.0
2010-01-07,13100,13150,12450,12450,187424,97984.0,7870200.0
2010-01-08,12600,12700,12150,12350,133381,97197.0,7870200.0
2010-01-11,12500,12650,12350,12400,134376,97590.0,7870200.0
2010-01-12,12400,12650,11650,11950,317040,94049.0,7870200.0
2010-01-13,11850,12100,11500,11600,161106,91294.0,7870200.0
2010-01-14,11650,11800,11100,11250,157375,88540.0,7870200.0
2010-01-15,11350,12200,11350,11900,327691,93655.0,7870200.0
2010-01-18,11750,12150,11700,12100,149693,95379.0,7882600.0
2010-01-19,12200,12250,11700,11850,145242,93409.0,7882600.0
2010-01-20,12050,12500,11700,12150,240128,95774.0,7882600.0
2010-01-21,12200,12250,11950,12050,105570,94985.0,7882600.0
2010-01-22,11800,12550,11750,12450,203309,98138.0,7882600.0
2010-01-25,12300,13150,12150,12800,292907,100897.0,7882600.0
2010-01-26,12950,12950,12200,12300,160210,96956.0,7882600.0
2010-01-27,12350,12900,12150,12150,214542,95774.0,7882600.0
2010-01-28,12700,13950,12600,13950,1627843,109962.0,7882600.0
2010-01-29,13750,14850,12850,12900,2161785,101686.0,7882600.0
2010-02-01,13100,13550,12400,12500,636384,98532.0,7882600.0
2010-02-02,12700,13250,12600,12900,427839,101686.0,7882600.0
2010-02-03,13350,14800,13200,14800,1504574,116662.0,7882600.0
2010-02-04,14600,14700,14100,14450,773069,113904.0,7882600.0
2010-02-05,13600,13800,13200,13700,622188,107992.0,7882600.0
2010-02-08,14100,14450,13400,13400,684449,105627.0,7882600.0
2010-02-09,13350,13800,13150,13800,388226,108780.0,7882600.0
2010-02-10,14000,14050,13000,13150,305478,103656.0,7882600.0
2010-02-11,13250,13600,12950,13450,221892,106021.0,7882600.0
2010-02-12,13450,13800,13200,13650,225088,107597.0,7882600.0
2010-02-16,13700,14000,13550,13550,202561,106809.0,7882600.0
2010-02-17,13700,13950,13300,13400,277633,105627.0,7882600.0
2010-02-18,13600,13650,13150,13500,229445,106415.0,7882600.0
2010-02-19,13450,14000,12850,12850,516777,101291.0,7882600.0
2010-02-22,13150,13500,12900,13200,242690,104050.0,7882600.0
2010-02-23,13350,13800,13350,13400,257877,105627.0,7882600.0
2010-02-24,13300,13450,13150,13400,104395,105627.0,7882600.0
2010-02-25,13700,14400,13500,13650,780248,107597.0,7882600.0
2010-02-26,13750,13800,13250,13350,189418,105233.0,7882600.0
2010-03-02,13550,13600,13250,13250,114036,104444.0,7882600.0
2010-03-03,13250,13550,13200,13350,124240,105233.0,7882600.0
2010-03-04,13350,13400,13000,13000,137369,102474.0,7882600.0
2010-03-05,13150,13200,12900,13200,119987,104050.0,7882600.0
2010-03-08,13350,13400,13150,13250,110653,104444.0,7882600.0
2010-03-09,13400,14200,13300,13850,517685,109174.0,7882600.0
2010-03-10,13850,14300,13650,13950,263296,109962.0,7882600.0
2010-03-11,13950,13950,13550,13550,143565,106809.0,7882600.0
2010-03-12,13650,14650,13550,14300,839409,112721.0,7882600.0
2010-03-15,14300,14750,14000,14400,349470,113509.0,7882600.0
2010-03-16,14500,14650,14200,14350,211582,113115.0,7882600.0
2010-03-17,14400,14850,13900,13900,454699,109568.0,7882600.0
2010-03-18,14100,14200,13850,14100,187375,111145.0,7882600.0
2010-03-19,14250,14450,13950,14250,195179,112327.0,7882600.0
2010-03-22,14300,14300,13900,13950,164929,109962.0,7882600.0
2010-03-23,14000,14450,14000,14100,160284,111145.0,7882600.0
2010-03-24,14300,14400,13750,13750,182336,108386.0,7882600.0
2010-03-25,13750,13800,13350,13500,141327,106415.0,7882600.0
2010-03-26,13500,13750,13400,13700,74004,107992.0,7882600.0
2010-03-29,13500,13600,13400,13400,76200,105627.0,7882600.0
2010-03-30,13600,13800,13500,13750,80747,108386.0,7882600.0
2010-03-31,13800,13800,13350,13450,76049,106021.0,7882600.0
2010-04-01,13450,13850,13350,13800,86080,108780.0,7882600.0
2010-04-02,13800,13800,13550,13600,50988,107203.0,7882600.0
2010-04-05,13600,13700,12800,13200,128434,104050.0,7882600.0
2010-04-06,13200,13300,12850,13000,72286,102474.0,7882600.0
2010-04-07,13000,13400,13000,13400,46779,105627.0,7882600.0
2010-04-08,13400,14000,13250,13800,104459,108780.0,7882600.0
2010-04-09,13900,14100,13550,14100,100217,111145.0,7882600.0
2010-04-12,14150,14200,13750,13850,71649,109174.0,7882600.0
2010-04-13,13850,14050,13750,13900,38242,109568.0,7882600.0
2010-04-14,14000,14050,13800,13900,47523,109568.0,7882600.0
2010-04-15,13900,13950,13600,13650,54429,107597.0,7882600.0
2010-04-16,13650,13900,13600,13850,97194,109174.0,7882600.0
2010-04-19,13800,14250,13350,13550,188292,106809.0,7882600.0
2010-04-20,13600,13850,13500,13750,58890,108386.0,7882600.0
2010-04-21,13900,14200,13900,13950,90823,109962.0,7882600.0
2010-04-22,13900,14050,13700,13900,53237,109568.0,7882600.0
2010-04-23,13900,14600,13800,14200,584743,111933.0,7882600.0
2010-04-26,14200,14500,14000,14000,356510,110356.0,7882600.0
2010-04-27,14150,14500,13900,14500,242617,114298.0,7882600.0
2010-04-28,14150,15350,14050,14900,473531,117451.0,7882600.0
2010-04-29,15150,15500,14650,14800,381019,116662.0,7882600.0
2010-04-30,15450,15850,15200,15200,695294,119816.0,7882600.0
2010-05-03,15300,15600,14950,15300,274530,120604.0,7882600.0
2010-05-04,15550,16150,15450,15600,313234,122969.0,7882600.0
2010-05-06,14850,15300,14800,15050,285138,118633.0,7882600.0
2010-05-07,14400,14800,14150,14700,212215,115874.0,7882600.0
2010-05-10,14900,15200,14650,15050,138306,118633.0,7882600.0
2010-05-11,15250,15750,15050,15350,224679,120998.0,7882600.0
2010-05-12,15500,15900,15250,15300,245735,120604.0,7882600.0
2010-05-13,15600,17500,15600,17300,697006,136369.0,7882600.0
2010-05-14,17100,17650,16900,17600,321386,138734.0,7882600.0
2010-05-17,17350,17650,16700,16750,281314,132460.0,7908050.0
2010-05-18,17000,17000,16050,16200,250301,128110.0,7908050.0
2010-05-19,16000,16500,15850,16450,165395,130087.0,7908050.0
2010-05-20,16400,16650,14300,15300,287033,120993.0,7908050.0
2010-05-24,15000,15550,14750,15050,165628,119016.0,7908050.0
2010-05-25,14850,14850,13150,13700,423544,108340.0,7908050.0
2010-05-26,14000,14300,13500,14100,183003,111504.0,7908050.0
2010-05-27,14300,14600,14100,14350,200584,113481.0,7908050.0
2010-05-28,14650,14700,14300,14300,142288,113085.0,7908050.0
2010-05-31,14350,15000,14300,14900,127253,117830.0,7908050.0
2010-06-01,14900,14900,14450,14600,78287,115458.0,7908050.0
2010-06-03,14800,15100,14650,14700,99807,116248.0,7908050.0
2010-06-04,14750,14850,14350,14400,76740,113876.0,7908050.0
2010-06-07,13750,14100,13650,14050,114492,111108.0,7908050.0
2010-06-08,14050,14600,14050,14300,93834,113085.0,7908050.0
2010-06-09,14400,14800,14300,14500,84803,114667.0,7908050.0
2010-06-10,14500,14800,14400,14600,68887,115458.0,7908050.0
2010-06-11,15050,16600,15050,15150,549087,119807.0,7908050.0
2010-06-14,15200,15600,15150,15150,107004,119807.0,7908050.0
2010-06-15,15150,15500,15050,15350,70276,121389.0,7908050.0
2010-06-16,15550,15650,15200,15200,88713,120202.0,7908050.0
2010-06-17,15250,15450,15150,15250,63912,120598.0,7908050.0
2010-06-18,15400,15400,14800,14800,88583,117039.0,7908050.0
2010-06-21,14950,15150,14800,14900,46044,117830.0,7908050.0
2010-06-22,14900,14950,14300,14550,73538,115062.0,7908050.0
2010-06-23,14600,15450,14550,15300,118908,120993.0,7908050.0
2010-06-24,15350,15550,15200,15300,56414,120993.0,7908050.0
2010-06-25,15200,15550,15050,15450,55206,122179.0,7908050.0
2010-06-28,15650,15650,15300,15350,48460,121389.0,7908050.0
2010-06-29,15350,15350,14650,14650,79137,115853.0,7908050.0
2010-06-30,14200,15200,14100,14900,66885,117830.0,7908050.0
2010-07-01,14750,14850,14300,14550,59848,115062.0,7908050.0
2010-07-02,14500,14750,14350,14500,45429,114667.0,7908050.0
2010-07-05,14400,14550,14300,14400,31057,113876.0,7908050.0
2010-07-06,14500,14500,13950,14500,78667,114667.0,7908050.0
2010-07-07,14500,14550,14300,14450,34226,114271.0,7908050.0
2010-07-08,14700,14800,14500,14650,49849,115853.0,7908050.0
2010-07-09,14650,14900,14500,14650,30573,115853.0,7908050.0
2010-07-12,14600,15400,14600,15150,112852,119807.0,7908050.0
2010-07-13,15300,15300,14950,14950,52377,118225.0,7908050.0
2010-07-14,15150,15450,15000,15300,94241,120993.0,7908050.0
2010-07-15,15400,15800,15200,15450,138976,122179.0,7908050.0
2010-07-16,15300,15500,14850,14850,92045,117435.0,7908050.0
2010-07-19,14600,14900,14550,14750,64234,116644.0,7908050.0
2010-07-20,14700,14900,14700,14850,35318,117435.0,7908050.0
2010-07-21,15050,15050,14750,14900,46081,117830.0,7908050.0
2010-07-22,14850,15000,14300,14450,78551,114271.0,7908050.0
2010-07-23,14700,14800,13750,14150,129183,111899.0,7908050.0
2010-07-26,14200,14400,14000,14200,60230,112294.0,7908050.0
2010-07-27,14150,14200,13900,14150,73892,111899.0,7908050.0
2010-07-28,14100,14400,14100,14250,36326,112690.0,7908050.0
2010-07-29,14350,14650,14250,14600,72366,115458.0,7908050.0
2010-07-30,14550,14600,14250,14450,33176,114271.0,7908050.0
2010-08-02,14500,14600,14200,14250,34904,112690.0,7908050.0
2010-08-03,14250,14450,13750,13900,73524,109922.0,7908050.0
2010-08-04,14000,14000,13450,13600,93484,107549.0,7908050.0
2010-08-05,13500,13750,13200,13250,74613,104782.0,7908050.0
2010-08-06,13400,14200,13200,14000,94919,110713.0,7908050.0
2010-08-09,14000,14600,13800,14450,68699,114271.0,7908050.0
2010-08-10,14400,14400,14000,14250,26603,112690.0,7908050.0
2010-08-11,14050,14200,13800,14200,54986,112294.0,7908050.0
2010-08-12,13700,14100,13700,13850,15817,109526.0,7908050.0
2010-08-13,13900,14250,13900,14200,38017,112294.0,7908050.0
2010-08-16,14150,14300,13700,13900,60671,109922.0,7908050.0
2010-08-17,13850,14050,13800,13850,26420,109526.0,7908050.0
2010-08-18,13850,14150,13850,14000,32374,110713.0,7908050.0
2010-08-19,14000,14150,13950,14000,26259,110713.0,7908050.0
2010-08-20,14000,14000,13550,13650,49380,107945.0,7908050.0
2010-08-23,13500,13700,13250,13250,56873,104782.0,7908050.0
2010-08-24,13250,13500,13250,13250,37674,104782.0,7908050.0
2010-08-25,13050,13350,13050,13200,25496,104386.0,7908050.0
2010-08-26,13400,13600,13300,13450,28470,106363.0,7908050.0
2010-08-27,13400,13600,13000,13300,44009,105177.0,7908050.0
2010-08-30,13400,13700,13200,13300,17437,105177.0,7908050.0
2010-08-31,13000,13400,13000,13300,15860,105177.0,7908050.0
2010-09-01,13400,13600,13350,13600,21896,107549.0,7908050.0
2010-09-02,13650,13750,13500,13600,19707,107549.0,7908050.0
2010-09-03,13650,13850,13600,13700,28502,108340.0,7908050.0
2010-09-06,13800,13850,13650,13800,16542,109131.0,7908050.0
2010-09-07,13850,13850,13650,13750,17661,108736.0,7908050.0
2010-09-08,13700,13700,13400,13650,16832,107945.0,7908050.0
2010-09-09,13700,14150,13700,14000,56973,110713.0,7908050.0
2010-09-10,14000,14150,13800,13850,20966,109526.0,7908050.0
2010-09-13,14000,14200,13850,14200,34782,112470.0,7920450.0
2010-09-14,13950,14600,13950,14500,53768,114847.0,7920450.0
2010-09-15,14450,14500,14150,14300,23689,113262.0,7920450.0
2010-09-16,14300,14300,13850,13850,27371,109698.0,7920450.0
2010-09-17,13650,14100,13650,13950,42983,110490.0,7920450.0
2010-09-20,13950,13950,13600,13750,29102,108906.0,7920450.0
2010-09-24,13550,13800,13300,13800,41103,109302.0,7920450.0
2010-09-27,13550,14250,13550,14250,100776,112866.0,7920450.0
2010-09-28,14250,14250,13600,13750,60411,108906.0,7920450.0
2010-09-29,13800,13950,13700,13800,41445,109302.0,7920450.0
2010-09-30,13800,13850,13650,13800,28543,109302.0,7920450.0
2010-10-01,13800,13900,13400,13400,53171,106134.0,7920450.0
2010-10-04,13500,13750,13400,13500,44486,106926.0,7920450.0
2010-10-05,13500,13600,13300,13500,49056,106926.0,7920450.0
2010-10-06,13600,15400,13400,14950,235461,118411.0,7920450.0
2010-10-07,14900,14950,14300,14400,115851,114054.0,7920450.0
2010-10-08,14500,14600,14100,14200,47515,112470.0,7920450.0
2010-10-11,14150,14400,13900,14150,100076,112074.0,7920450.0
2010-10-12,14200,14300,13950,14200,53907,112470.0,7920450.0
2010-10-13,14250,14500,13900,14350,58452,113658.0,7920450.0
2010-10-14,14400,14450,14050,14300,64725,113262.0,7920450.0
2010-10-15,14150,14400,14000,14150,49945,112074.0,7920450.0
2010-10-18,14250,14650,14200,14600,83890,115639.0,7920450.0
2010-10-19,14800,15100,14600,14850,131907,117619.0,7920450.0
2010-10-20,14800,15000,14600,15000,58048,118807.0,7920450.0
2010-10-21,15100,15250,14700,14850,90541,117619.0,7920450.0
2010-10-22,14950,14950,14300,14550,87221,115243.0,7920450.0
2010-10-25,14600,15150,14600,15100,127196,119599.0,7920450.0
2010-10-26,15050,15050,14550,14750,102106,116827.0,7920450.0
2010-10-27,14750,14850,14600,14700,56651,116431.0,7920450.0
2010-10-28,14900,14900,14600,14700,38629,116431.0,7920450.0
2010-10-29,14800,14900,14650,14700,38877,116431.0,7920450.0
2010-11-01,14800,14950,14600,14750,66903,116827.0,7920450.0
2010-11-02,14750,14950,14700,14700,33944,116431.0,7920450.0
2010-11-03,14900,14950,14600,14950,67959,118411.0,7920450.0
2010-11-04,15000,16100,14750,15350,385803,121579.0,7920450.0
2010-11-05,15600,16050,15150,15400,181411,121975.0,7920450.0
2010-11-08,15500,15550,15150,15350,65729,121579.0,7920450.0
2010-11-09,15250,15500,14800,14900,88929,118015.0,7920450.0
2010-11-10,15000,16350,14500,16300,385176,129103.0,7920450.0
2010-11-11,16150,16150,15450,15550,189409,123163.0,7920450.0
2010-11-12,15600,15750,15100,15450,171553,122371.0,7920450.0
2010-11-15,15550,15850,15400,15650,93571,123955.0,7920450.0
2010-11-16,15700,15700,15200,15200,61914,120391.0,7920450.0
2010-11-17,14750,15100,14600,15000,63351,118807.0,7920450.0
2010-11-18,14850,15250,14850,15100,35332,119599.0,7920450.0
2010-11-19,15100,15250,14900,15050,30379,119203.0,7920450.0
2010-11-22,14900,15100,14850,14950,34444,118411.0,7920450.0
2010-11-23,15000,15400,14950,15100,38840,119599.0,7920450.0
2010-11-24,14400,14800,14300,14650,67181,116035.0,7920450.0
2010-11-25,14800,15600,14600,15500,68617,122767.0,7920450.0
2010-11-26,15600,16000,14900,14900,154355,118015.0,7920450.0
2010-11-29,14950,15100,14650,14700,52816,116431.0,7920450.0
2010-11-30,14900,15500,14750,15050,67572,119203.0,7920450.0
2010-12-01,15200,15350,15000,15100,22831,119599.0,7920450.0
2010-12-02,15300,15300,15000,15100,22744,119599.0,7920450.0
2010-12-03,15150,15150,14700,14750,24756,116827.0,7920450.0
2010-12-06,14650,14850,14600,14700,28964,116431.0,7920450.0
2010-12-07,14700,14950,14700,14700,15226,116431.0,7920450.0
2010-12-08,14800,15000,14550,14650,54991,116035.0,7920450.0
2010-12-09,14700,14900,14500,14600,44369,115639.0,7920450.0
2010-12-10,14600,14800,14550,14750,35952,116827.0,7920450.0
2010-12-13,14800,14800,14550,14650,32368,116415.0,7946403.0
2010-12-14,14700,15000,14600,14650,43275,116415.0,7946403.0
2010-12-15,14750,14750,14500,14700,22315,116812.0,7946403.0
2010-12-16,14400,14750,14400,14550,25255,115620.0,7946403.0
2010-12-17,14700,14700,14350,14450,33201,114826.0,7946403.0
2010-12-20,14450,14450,13750,14200,52708,112839.0,7946403.0
2010-12-21,14200,14650,14200,14250,27895,113236.0,7946403.0
2010-12-22,14300,14500,14250,14350,14331,114031.0,7946403.0
2010-12-23,14350,14700,14350,14550,44668,115620.0,7946403.0
2010-12-24,14550,14950,14550,14550,40403,115620.0,7946403.0
2010-12-27,14450,14700,14450,14600,11600,116017.0,7946403.0
2010-12-28,14700,14750,14350,14550,23337,115620.0,7946403.0
2010-12-29,14400,14500,14250,14450,18300,114826.0,7946403.0
2010-12-30,14400,14650,14300,14450,31637,114826.0,7946403.0
2011-01-03,14450,14650,14400,14550,19872,115620.0,7946403.0
2011-01-04,14600,14750,14500,14550,36581,115620.0,7946403.0
2011-01-05,14450,14700,14300,14350,26082,114031.0,7946403.0
2011-01-06,14400,14500,14250,14500,39867,115223.0,7946403.0
2011-01-07,14500,14500,13900,14000,63216,111250.0,7946403.0
2011-01-10,14100,14100,13600,13800,47635,109660.0,7946403.0
2011-01-11,13800,13800,13550,13750,35047,109263.0,7946403.0
2011-01-12,13700,13900,13650,13800,37253,109660.0,7946403.0
2011-01-13,13750,13800,13450,13450,34891,106879.0,7946403.0
2011-01-14,13350,13450,13200,13250,35177,105290.0,7946403.0
2011-01-17,13250,13600,13200,13450,34363,106879.0,7946403.0
2011-01-18,13600,13650,13450,13600,12381,108071.0,7946403.0
2011-01-19,13650,13650,13250,13300,21071,105687.0,7946403.0
2011-01-20,13000,13350,13000,13300,28026,105687.0,7946403.0
2011-01-21,13300,13450,12350,13200,52002,104893.0,7946403.0
2011-01-24,13200,13350,12850,13150,24597,104495.0,7946403.0
2011-01-25,13150,13200,12650,12700,32732,100919.0,7946403.0
2011-01-26,12750,13550,12550,13000,88154,103303.0,7946403.0
2011-01-27,12950,13100,12800,12850,15571,102111.0,7946403.0
2011-01-28,12950,13000,12400,12450,32888,98933.0,7946403.0
2011-01-31,12350,13000,12200,12450,39794,98933.0,7946403.0
2011-02-01,12600,12750,12550,12650,19680,100522.0,7946403.0
2011-02-07,12700,12750,12300,12550,21010,99727.0,7946403.0
2011-02-08,12700,12700,12450,12600,11623,100125.0,7946403.0
2011-02-09,12600,12650,12450,12600,15603,100125.0,7946403.0
2011-02-10,12500,12750,12500,12650,16244,100522.0,7946403.0
2011-02-11,12700,12700,12200,12200,12945,96946.0,7946403.0
2011-02-14,12250,12600,12150,12250,26828,97343.0,7946403.0
2011-02-15,12250,12400,12000,12300,17715,97741.0,7946403.0
2011-02-16,12300,12400,12200,12300,15893,97741.0,7946403.0
2011-02-17,12200,12450,11650,12000,22656,95357.0,7946403.0
2011-02-18,12350,12350,11750,11750,24709,93370.0,7946403.0
2011-02-21,11800,11850,11400,11500,23274,91384.0,7946403.0
2011-02-22,11500,11550,10500,10650,87930,84629.0,7946403.0
2011-02-23,10650,11100,10650,10900,35753,86616.0,7946403.0
2011-02-24,10850,10950,10650,10700,16674,85027.0,7946403.0
2011-02-25,10600,10850,10600,10700,16929,85027.0,7946403.0
2011-02-28,10800,10900,10500,10700,12175,85027.0,7946403.0
2011-03-02,10800,11050,10700,10800,13199,85821.0,7946403.0
2011-03-03,10800,11250,10800,10950,22041,87013.0,7946403.0
2011-03-04,11000,11250,10950,11050,23001,87808.0,7946403.0
2011-03-07,11200,11200,10950,11050,6215,87808.0,7946403.0
2011-03-08,10950,11000,10650,10750,22897,85424.0,7946403.0
2011-03-09,10750,11100,10750,11000,22146,87410.0,7946403.0
2011-03-10,11250,11250,10750,10850,14416,86218.0,7946403.0
2011-03-11,10700,10750,10500,10700,14747,85027.0,7946403.0
2011-03-14,10500,10500,9990,10150,50643,80656.0,7946403.0
2011-03-15,10000,10200,9600,9810,44262,77954.0,7946403.0
2011-03-16,9800,10000,9700,9980,23986,79305.0,7946403.0
2011-03-17,9890,10100,9720,10000,16067,79464.0,7946403.0
2011-03-18,10100,10400,10000,10300,25189,81848.0,7946403.0
2011-03-21,10250,10550,10200,10350,15277,82245.0,7946403.0
2011-03-22,10400,10600,10250,10350,7061,82245.0,7946403.0
2011-03-23,10350,10450,10150,10250,8430,81451.0,7946403.0
2011-03-24,10250,10400,10150,10300,11571,81848.0,7946403.0
2011-03-25,10300,10400,10200,10350,13263,82245.0,7946403.0
2011-03-28,10350,10400,10100,10100,8499,80259.0,7946403.0
2011-03-29,10100,10500,9700,10150,16136,80656.0,7946403.0
2011-03-30,10100,10250,9980,10050,11785,79861.0,7946403.0
2011-03-31,9990,10150,9990,10100,11052,80259.0,7946403.0
2011-04-01,10100,11000,10100,10900,44400,86616.0,7946403.0
2011-04-04,11000,11300,10750,11000,27548,87410.0,7946403.0
2011-04-05,10850,11300,10850,11200,24070,89000.0,7946403.0
2011-04-06,11100,11300,11100,11200,28060,89000.0,7946403.0
2011-04-07,11300,11300,10950,11200,11362,89000.0,7946403.0
2011-04-08,11200,11200,10900,10950,19305,87013.0,7946403.0
2011-04-11,10900,11100,10800,10850,8480,86218.0,7946403.0
2011-04-12,10750,10950,10600,10650,6378,84629.0,7946403.0
2011-04-13,10600,11050,10550,11050,12542,87808.0,7946403.0
