조이맥스(101730),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-10-15,37550,39000,33200,34500,662227,242880.0,7040000.0
2012-10-16,35300,39650,34250,38050,1368460,267872.0,7040000.0
2012-10-17,37900,39250,36250,37100,685596,261184.0,7040000.0
2012-10-18,37300,37500,33600,34750,481176,244640.0,7040000.0
2012-10-19,35350,36600,33750,36500,439502,256960.0,7040000.0
2012-10-22,36000,37150,35500,37000,361196,260480.0,7040000.0
2012-10-23,36900,38800,35800,36000,422771,253440.0,7040000.0
2012-10-24,36000,36500,32250,32700,376114,230208.0,7040000.0
2012-10-25,33150,33350,30000,30350,447576,213664.0,7040000.0
2012-10-26,30650,31150,29600,30200,276272,212608.0,7040000.0
2012-10-29,31000,32200,28900,30200,573574,212608.0,7040000.0
2012-10-30,29850,30900,29700,30200,229276,212608.0,7040000.0
2012-10-31,31100,32450,30350,30450,342818,214368.0,7040000.0
2012-11-01,30500,30750,29350,30300,159566,213312.0,7040000.0
2012-11-02,31000,31500,29850,30300,183758,213312.0,7040000.0
2012-11-05,30150,31050,28600,28600,184201,201344.0,7040000.0
2012-11-06,29100,29200,28150,29000,122418,204160.0,7040000.0
2012-11-07,28950,30850,27750,30700,395910,216128.0,7040000.0
2012-11-08,31000,31650,30050,31200,218105,219648.0,7040000.0
2012-11-09,30800,31050,29850,30000,101327,211200.0,7040000.0
2012-11-12,29950,31200,29600,31100,155207,218944.0,7040000.0
2012-11-13,31400,31700,30100,30600,108973,215424.0,7040000.0
2012-11-14,30600,31100,29250,29250,126506,205920.0,7040000.0
2012-11-15,28500,30450,28500,29000,69271,204160.0,7040000.0
2012-11-16,29000,29700,24650,25800,258624,181632.0,7040000.0
2012-11-19,25950,27150,25800,27000,133313,190080.0,7040000.0
2012-11-20,27300,31050,26400,31050,408993,218592.0,7040000.0
2012-11-21,31700,34050,30700,31600,703819,222464.0,7040000.0
2012-11-22,32050,32200,30500,31550,224108,222112.0,7040000.0
2012-11-23,31950,33300,31300,32900,281823,231616.0,7040000.0
2012-11-26,33200,34800,32400,34200,213839,240768.0,7040000.0
2012-11-27,34500,35600,33150,34000,194022,239360.0,7040000.0
2012-11-28,34500,35750,33950,35200,138336,247808.0,7040000.0
2012-11-29,35900,35900,34100,34500,106621,242880.0,7040000.0
2012-11-30,34900,35850,34550,34800,134811,244992.0,7040000.0
2012-12-03,33900,35450,32600,34800,151712,244992.0,7040000.0
2012-12-04,34750,35950,34000,34100,101233,240064.0,7040000.0
2012-12-05,34050,34250,31650,32300,128723,227392.0,7040000.0
2012-12-06,32350,33000,29050,29200,186713,205568.0,7040000.0
2012-12-07,29200,29800,26450,29450,154208,207328.0,7040000.0
2012-12-10,29150,30300,28650,28650,89458,201696.0,7040000.0
2012-12-11,28550,28600,26700,27000,123686,190080.0,7040000.0
2012-12-12,27400,28300,26950,27850,103836,196064.0,7040000.0
2012-12-13,28800,30250,27650,27650,284748,194656.0,7040000.0
2012-12-14,27750,28600,27650,28600,91244,201344.0,7040000.0
2012-12-17,29250,30100,28350,28800,134848,202752.0,7040000.0
2012-12-18,29000,29500,27300,29000,199399,204160.0,7040000.0
2012-12-20,28900,29200,24700,25000,273862,176000.0,7040000.0
2012-12-21,25000,25700,23000,23650,247824,166496.0,7040000.0
2012-12-24,23650,25400,23600,24800,147526,174592.0,7040000.0
2012-12-26,24800,25400,24450,24700,73034,173888.0,7040000.0
2012-12-27,24800,26600,24750,26050,127384,183392.0,7040000.0
2012-12-28,26350,26450,25400,25800,57185,181632.0,7040000.0
2013-01-02,26200,26400,25200,25200,89863,177408.0,7040000.0
2013-01-03,25150,25350,23800,23800,130367,167552.0,7040000.0
2013-01-04,23850,24850,23850,24400,85469,171776.0,7040000.0
2013-01-07,24600,25450,24000,25450,84102,179168.0,7040000.0
2013-01-08,25100,26000,25100,25500,78835,179520.0,7040000.0
2013-01-09,25450,27600,25450,25800,185178,181632.0,7040000.0
2013-01-10,25500,25850,24400,24900,158372,175296.0,7040000.0
2013-01-11,25200,25900,25100,25900,74670,182336.0,7040000.0
2013-01-14,25500,27300,25500,26850,122623,189024.0,7040000.0
2013-01-15,27150,27200,25950,25950,55350,182688.0,7040000.0
2013-01-16,26000,26300,24750,25150,57849,177056.0,7040000.0
2013-01-17,25350,25500,24400,24400,35323,171776.0,7040000.0
2013-01-18,24550,25100,24350,24900,36570,175296.0,7040000.0
2013-01-21,24950,26300,24600,25500,75765,179520.0,7040000.0
2013-01-22,25650,26550,25150,25150,57238,177056.0,7040000.0
2013-01-23,25350,26000,24550,24550,68522,172832.0,7040000.0
2013-01-24,24600,25000,24250,24450,39894,172128.0,7040000.0
2013-01-25,24500,25000,23150,24000,86758,168960.0,7040000.0
2013-01-28,24200,24300,23600,23650,38337,166496.0,7040000.0
2013-01-29,23800,23900,22750,23450,74472,165088.0,7040000.0
2013-01-30,23900,26600,23900,26500,314385,186560.0,7040000.0
2013-01-31,28100,28950,26700,27600,297863,194304.0,7040000.0
2013-02-01,28200,31200,27050,31100,369650,218944.0,7040000.0
2013-02-04,32400,32850,30150,31400,471531,221056.0,7040000.0
2013-02-05,30950,31200,29900,30200,197632,212608.0,7040000.0
2013-02-06,30700,31150,28250,28800,303229,202752.0,7040000.0
2013-02-07,29100,30950,28500,30550,343626,215072.0,7040000.0
2013-02-08,30050,32300,28950,31600,350509,222464.0,7040000.0
2013-02-12,31600,31700,29450,29800,242430,209792.0,7040000.0
2013-02-13,30050,30300,28950,29500,188988,207680.0,7040000.0
2013-02-14,29950,30550,29300,29550,142569,208032.0,7040000.0
2013-02-15,29500,30500,29000,30500,195201,214720.0,7040000.0
2013-02-18,30150,30450,29650,30200,123727,212608.0,7040000.0
2013-02-19,30200,31350,30100,30300,220336,213312.0,7040000.0
2013-02-20,30650,34250,30650,33200,495750,233728.0,7040000.0
2013-02-21,33050,34500,32500,32500,255948,228800.0,7040000.0
2013-02-22,33000,33900,32300,33400,164314,235136.0,7040000.0
2013-02-25,33350,34000,32600,32800,111634,230912.0,7040000.0
2013-02-26,32200,34650,32100,34250,160327,241120.0,7040000.0
2013-02-27,34800,36750,34300,36750,232259,258720.0,7040000.0
2013-02-28,37350,37700,36000,37000,205737,260480.0,7040000.0
2013-03-04,36250,36700,35050,36300,211307,255552.0,7040000.0
2013-03-05,36700,37700,36400,37000,171207,260480.0,7040000.0
2013-03-06,37500,37500,35550,35850,128994,252384.0,7040000.0
2013-03-07,35650,36500,34600,35000,112737,246400.0,7040000.0
2013-03-08,34900,35350,33850,34100,126185,240064.0,7040000.0
2013-03-11,34500,35400,33800,35000,172503,246400.0,7040000.0
2013-03-12,35450,36500,34800,36400,378715,256256.0,7040000.0
2013-03-13,36850,39050,36650,38200,411585,268928.0,7040000.0
2013-03-14,38200,38900,37250,38450,161754,270688.0,7040000.0
2013-03-15,38200,38900,37400,38450,159075,270688.0,7040000.0
2013-03-18,39000,39850,38050,38400,241205,270336.0,7040000.0
2013-03-19,38750,41350,38750,41000,243061,288640.0,7040000.0
2013-03-20,41650,42750,40050,42050,208304,296032.0,7040000.0
2013-03-21,41700,42550,40850,41500,86607,292160.0,7040000.0
2013-03-22,41150,42800,40700,42000,123465,295680.0,7040000.0
2013-03-25,41950,41950,40650,40900,109353,287936.0,7040000.0
2013-03-26,41400,41400,40300,41200,101862,290048.0,7040000.0
2013-03-27,41250,42950,40700,42650,125983,300256.0,7040000.0
2013-03-28,42250,43050,41850,42000,52969,295680.0,7040000.0
2013-03-29,42400,43600,41300,43600,150631,306944.0,7040000.0
2013-04-01,43600,44150,42750,43200,77661,304128.0,7040000.0
2013-04-02,43400,44650,42750,43200,93517,304128.0,7040000.0
2013-04-03,43450,44100,42300,43150,106183,303776.0,7040000.0
2013-04-04,43150,43500,41550,42300,82074,297792.0,7040000.0
2013-04-05,42300,43250,41100,41100,71186,289344.0,7040000.0
2013-04-08,41100,41850,39000,40900,79919,287936.0,7040000.0
2013-04-09,40850,41500,39050,40900,65486,287936.0,7040000.0
2013-04-10,40900,41250,39850,40100,51643,282304.0,7040000.0
2013-04-11,40700,41850,40250,41500,96219,292160.0,7040000.0
2013-04-12,41900,43100,41500,42500,97864,299200.0,7040000.0
2013-04-15,42200,42700,40500,41300,228463,290752.0,7040000.0
2013-04-16,41200,41700,40150,40350,95592,284064.0,7040000.0
2013-04-17,41050,41050,39550,39900,106241,280896.0,7040000.0
2013-04-18,38950,39750,38300,39200,94188,275968.0,7040000.0
2013-04-19,39200,39750,37500,39750,77165,279840.0,7040000.0
2013-04-22,39700,40600,38900,39850,47671,280544.0,7040000.0
2013-04-23,39500,39800,37900,38300,104078,269632.0,7040000.0
2013-04-24,38350,40500,38350,40000,129464,281600.0,7040000.0
2013-04-25,40700,42300,39950,41500,143340,292160.0,7040000.0
2013-04-26,42000,46700,42000,45850,305694,322784.0,7040000.0
2013-04-29,47250,51000,47200,49550,366034,348832.0,7040000.0
2013-04-30,49800,49950,48000,49750,180473,350240.0,7040000.0
2013-05-02,49200,49550,48300,49200,88059,346368.0,7040000.0
2013-05-03,49000,52700,48000,52400,136759,368896.0,7040000.0
2013-05-06,51500,53300,51000,52000,97049,366080.0,7040000.0
2013-05-07,52000,53100,51100,51400,89351,361856.0,7040000.0
2013-05-08,52000,54000,51400,53200,94187,374528.0,7040000.0
2013-05-09,53100,54900,52500,52600,76014,370304.0,7040000.0
2013-05-10,52400,55300,51700,54000,104992,380160.0,7040000.0
2013-05-13,53500,56900,53500,54900,93954,386496.0,7040000.0
2013-05-14,54700,56400,51000,52700,326593,371008.0,7040000.0
2013-05-15,53300,54300,52000,52700,119377,371008.0,7040000.0
2013-05-16,52000,53200,51100,51600,112954,363264.0,7040000.0
2013-05-20,51600,52700,51300,52600,75651,370304.0,7040000.0
2013-05-21,52600,57800,52600,55800,225978,392832.0,7040000.0
2013-05-22,56400,56600,54500,55300,91105,389312.0,7040000.0
2013-05-23,55700,55800,52900,53000,79249,373120.0,7040000.0
2013-05-24,53200,54000,51500,53100,109796,373824.0,7040000.0
2013-05-27,53100,54800,52000,52200,95259,367488.0,7040000.0
2013-05-28,53000,54300,52300,54300,101884,382272.0,7040000.0
2013-05-29,54700,55000,53600,54100,62192,380864.0,7040000.0
2013-05-30,54000,55500,52100,52900,117362,372416.0,7040000.0
2013-05-31,52400,53400,50600,52400,102200,368896.0,7040000.0
2013-06-03,51700,52400,50000,50300,79890,354112.0,7040000.0
2013-06-04,49850,51400,49000,49900,63755,351296.0,7040000.0
2013-06-05,50200,50700,48450,49800,78470,350592.0,7040000.0
2013-06-07,49100,50200,47800,48500,55169,341440.0,7040000.0
2013-06-10,48500,51100,48500,51100,75897,359744.0,7040000.0
2013-06-11,50500,52100,50000,50900,64950,358336.0,7040000.0
2013-06-12,51000,54900,50400,54000,157323,380160.0,7040000.0
2013-06-13,53700,54700,52600,53900,48960,379456.0,7040000.0
2013-06-14,54000,54600,48750,51100,130929,359744.0,7040000.0
2013-06-17,51600,51700,46800,48900,165220,344256.0,7040000.0
2013-06-18,49500,49950,47800,48750,77115,343200.0,7040000.0
2013-06-19,48850,49550,46600,48700,70477,342848.0,7040000.0
2013-06-20,48050,50500,46800,49100,96599,345664.0,7040000.0
2013-06-21,48100,49750,46800,49600,57095,349184.0,7040000.0
2013-06-24,50500,50500,46000,46000,64352,323840.0,7040000.0
2013-06-25,44800,45750,39100,39100,485205,275264.0,7040000.0
2013-06-26,39700,40650,36500,40000,374565,281600.0,7040000.0
2013-06-27,41200,42900,41100,42050,158587,296032.0,7040000.0
2013-06-28,42750,43100,41400,42950,151770,302368.0,7040000.0
2013-07-01,42600,45300,42500,45300,107477,318912.0,7040000.0
2013-07-02,45000,45800,43900,45700,71752,321728.0,7040000.0
2013-07-03,45250,47000,44600,44850,93776,315744.0,7040000.0
2013-07-04,45100,45900,43250,44750,66865,315040.0,7040000.0
2013-07-05,45500,46200,44150,44400,47464,312576.0,7040000.0
2013-07-08,45000,45500,43750,44200,84141,311168.0,7040000.0
2013-07-09,44400,44950,42900,43750,60650,308000.0,7040000.0
2013-07-10,44500,44500,43050,43750,65619,308000.0,7040000.0
2013-07-11,43800,44800,43800,44500,51615,313280.0,7040000.0
2013-07-12,44800,45850,44050,44200,75344,311168.0,7040000.0
2013-07-15,44050,44550,43000,44200,44489,311168.0,7040000.0
2013-07-16,44100,44850,43800,44400,42899,312576.0,7040000.0
2013-07-17,44800,45200,44100,44100,39666,310464.0,7040000.0
2013-07-18,44550,44550,42100,42300,82759,297792.0,7040000.0
2013-07-19,42650,43350,42600,42750,68412,300960.0,7040000.0
2013-07-22,43250,43250,40650,41500,106397,292160.0,7040000.0
2013-07-23,41550,42950,40600,40650,90560,286176.0,7040000.0
2013-07-24,41150,41500,38700,39600,224561,278784.0,7040000.0
2013-07-25,39850,40050,38650,38650,65826,272096.0,7040000.0
2013-07-26,39000,40250,38300,38300,117358,269632.0,7040000.0
2013-07-29,38350,39500,38050,38200,91729,268928.0,7040000.0
2013-07-30,38250,38550,37650,37750,57397,265760.0,7040000.0
2013-07-31,38200,42700,38200,41650,354617,293216.0,7040000.0
2013-08-01,42700,42850,39300,39800,211579,280192.0,7040000.0
2013-08-02,40150,40400,38550,38950,97694,274208.0,7040000.0
2013-08-05,38950,39350,38500,39200,55489,275968.0,7040000.0
2013-08-06,39650,39850,38800,38850,43407,273504.0,7040000.0
2013-08-07,39450,41550,39250,39450,209213,277728.0,7040000.0
2013-08-08,40050,42450,39900,41900,173146,294976.0,7040000.0
2013-08-09,42200,43450,41600,42500,131810,299200.0,7040000.0
2013-08-12,43000,43450,41750,43400,75316,305536.0,7040000.0
2013-08-13,43700,43950,41500,42400,166396,298496.0,7040000.0
2013-08-14,42500,42900,41100,41100,80521,289344.0,7040000.0
2013-08-16,40100,41250,39600,39850,69914,280544.0,7040000.0
2013-08-19,39600,40550,39000,40300,71493,283712.0,7040000.0
2013-08-20,40250,40300,37300,37300,91479,262592.0,7040000.0
2013-08-21,37500,37700,35250,37000,125476,260480.0,7040000.0
2013-08-22,35900,36900,34650,35000,100504,246400.0,7040000.0
2013-08-23,35950,37150,35400,35900,98960,252736.0,7040000.0
2013-08-26,35900,39700,35900,39100,173260,275264.0,7040000.0
2013-08-27,38650,39000,37500,38000,68866,267520.0,7040000.0
2013-08-28,37000,38500,36300,38350,52405,269984.0,7040000.0
2013-08-29,38400,40300,38150,39900,88448,280896.0,7040000.0
2013-08-30,39750,40500,38900,39550,47671,278432.0,7040000.0
2013-09-02,39550,40600,39300,40300,57905,283712.0,7040000.0
2013-09-03,40600,40950,39650,40000,50315,281600.0,7040000.0
2013-09-04,40050,40600,39700,40000,53529,281600.0,7040000.0
2013-09-05,40150,40650,39350,39350,49438,277024.0,7040000.0
2013-09-06,39850,40150,37350,37500,78500,264000.0,7040000.0
2013-09-09,37900,39800,36850,39200,85672,275968.0,7040000.0
2013-09-10,39100,40650,39000,40600,88505,285824.0,7040000.0
2013-09-11,40600,42000,39450,42000,109120,295680.0,7040000.0
2013-09-12,41700,42450,41050,41700,91879,293568.0,7040000.0
2013-09-13,41700,42700,41500,41650,82239,293216.0,7040000.0
2013-09-16,42000,42750,41250,42500,67932,299200.0,7040000.0
2013-09-17,42550,43900,42000,43850,107776,308704.0,7040000.0
2013-09-23,44450,44450,43200,43850,72804,308704.0,7040000.0
2013-09-24,43400,43950,42850,43900,43414,309056.0,7040000.0
2013-09-25,43550,44350,42750,42950,71873,302368.0,7040000.0
2013-09-26,42950,44500,42300,44000,76938,309760.0,7040000.0
2013-09-27,44100,45450,44000,45100,53833,317504.0,7040000.0
2013-09-30,44800,45100,44200,44500,25295,313280.0,7040000.0
2013-10-01,44050,44600,41650,42500,113698,299200.0,7040000.0
2013-10-02,42600,43300,42000,42000,37930,295680.0,7040000.0
2013-10-04,41650,44000,41100,43400,60354,305536.0,7040000.0
2013-10-07,43500,43700,41650,41900,65586,294976.0,7040000.0
2013-10-08,41900,43150,41500,42850,44090,301664.0,7040000.0
2013-10-10,42850,42950,41550,42150,58118,296736.0,7040000.0
2013-10-11,42350,42450,40950,41800,49143,294272.0,7040000.0
2013-10-14,42000,42000,40000,40000,36343,281600.0,7040000.0
2013-10-15,40300,42200,40300,41550,58903,292512.0,7040000.0
2013-10-16,41550,42000,38900,40400,87764,284416.0,7040000.0
2013-10-17,40150,40700,39200,40000,51179,281600.0,7040000.0
2013-10-18,39900,40950,38750,39600,55679,278784.0,7040000.0
2013-10-21,39600,40000,38800,39150,41825,275616.0,7040000.0
2013-10-22,39150,39850,39150,39500,30277,278080.0,7040000.0
2013-10-23,39500,39900,38650,38800,38043,273152.0,7040000.0
2013-10-24,38550,39500,37750,38800,49786,273152.0,7040000.0
2013-10-25,39100,41300,39100,40450,83599,284768.0,7040000.0
2013-10-28,40650,42900,40650,42350,96657,298144.0,7040000.0
2013-10-29,42350,42350,41050,41850,37819,294624.0,7040000.0
2013-10-30,41850,42200,40700,41250,42046,290400.0,7040000.0
2013-10-31,41000,41050,39800,39900,35962,280896.0,7040000.0
2013-11-01,39350,41400,39350,41100,46501,289344.0,7040000.0
2013-11-04,40800,41700,38800,40000,59052,281600.0,7040000.0
2013-11-05,39550,40400,38850,40200,70685,283008.0,7040000.0
2013-11-06,39900,40300,38900,38900,32763,273856.0,7040000.0
2013-11-07,39000,39300,36900,37750,68160,265760.0,7040000.0
2013-11-08,37100,38650,36900,38500,54481,271040.0,7040000.0
2013-11-11,36050,38200,34300,37000,150239,260480.0,7040000.0
2013-11-12,36400,37300,35400,35550,79654,250272.0,7040000.0
2013-11-13,35500,36950,33450,33450,135810,235488.0,7040000.0
2013-11-14,34250,34250,30400,31500,245028,221760.0,7040000.0
2013-11-15,31500,31950,29700,30450,242264,214368.0,7040000.0
2013-11-18,30550,30800,28500,29100,259457,204864.0,7040000.0
2013-11-19,29100,29650,28150,29350,149632,206624.0,7040000.0
2013-11-20,29450,30150,29250,29350,160083,206624.0,7040000.0
2013-11-21,29350,29900,28600,29350,123984,206624.0,7040000.0
2013-11-22,29550,32700,29550,32050,323433,225632.0,7040000.0
2013-11-25,31600,31700,30600,30600,203326,215424.0,7040000.0
2013-11-26,31050,31650,30650,30800,101796,216832.0,7040000.0
2013-11-27,30950,31300,29800,29900,90498,210496.0,7040000.0
2013-11-28,30000,31250,29700,30750,97381,216480.0,7040000.0
2013-11-29,31000,31300,30500,31150,53881,219296.0,7040000.0
2013-12-02,30900,31200,29950,30450,48521,214368.0,7040000.0
2013-12-03,30300,31100,29850,29900,50322,210496.0,7040000.0
2013-12-04,29900,31050,29800,30900,65950,217536.0,7040000.0
2013-12-05,31200,32250,30750,31100,106528,218944.0,7040000.0
2013-12-06,30950,32000,30300,30600,64108,215424.0,7040000.0
2013-12-09,31000,33700,31000,31850,248070,224224.0,7040000.0
2013-12-10,31850,32100,29700,30000,163586,211200.0,7040000.0
2013-12-11,29850,30350,25500,25500,535865,179520.0,7040000.0
2013-12-12,24850,25300,23300,24400,445674,171776.0,7040000.0
2013-12-13,24400,24700,23600,24400,153022,171776.0,7040000.0
2013-12-16,24050,24900,21850,22200,299891,156288.0,7040000.0
2013-12-17,22100,22750,20800,21350,292589,150304.0,7040000.0
2013-12-18,21650,22750,21450,22550,208528,158752.0,7040000.0
2013-12-19,22550,22950,21750,22400,112920,157696.0,7040000.0
2013-12-20,22400,23250,22200,23100,79546,162624.0,7040000.0
2013-12-23,23300,23350,22600,22600,72548,159104.0,7040000.0
2013-12-24,22800,23750,22600,23650,114996,166496.0,7040000.0
2013-12-26,23700,24200,23300,23300,133399,164032.0,7040000.0
2013-12-27,23750,24400,23500,24100,79641,169664.0,7040000.0
2013-12-30,24350,24900,23800,24400,99389,171776.0,7040000.0
2014-01-02,24600,24600,22950,23500,77664,165440.0,7040000.0
2014-01-03,23050,23700,22950,23350,56724,164384.0,7040000.0
2014-01-06,23350,23450,22900,23300,48352,164032.0,7040000.0
2014-01-07,23000,23400,22900,23000,40691,161920.0,7040000.0
2014-01-08,23200,23700,23050,23050,66127,162272.0,7040000.0
2014-01-09,23250,23800,22800,23800,88029,167552.0,7040000.0
2014-01-10,24150,24150,23300,23800,54774,167552.0,7040000.0
2014-01-13,24000,24650,23400,23950,137756,168608.0,7040000.0
2014-01-14,23550,24300,23550,23950,60363,168608.0,7040000.0
2014-01-15,24050,24850,23750,24300,118399,171072.0,7040000.0
2014-01-16,24350,24900,24000,24600,82575,173184.0,7040000.0
2014-01-17,24900,24950,24000,24000,54178,168960.0,7040000.0
2014-01-20,24100,24100,23300,23300,39539,164032.0,7040000.0
2014-01-21,22900,23750,22900,23400,43664,164736.0,7040000.0
2014-01-22,23700,24050,23200,23250,75474,163680.0,7040000.0
2014-01-23,23450,24050,22400,22650,137109,159456.0,7040000.0
2014-01-24,22150,22700,21050,21450,200982,151008.0,7040000.0
2014-01-27,20850,21550,20700,21200,95583,149248.0,7040000.0
2014-01-28,21450,22600,20650,22000,75149,154880.0,7040000.0
2014-01-29,22000,23100,22000,22850,70780,160864.0,7040000.0
2014-02-03,22800,23350,22500,23150,88005,162976.0,7040000.0
2014-02-04,22200,23300,22050,23050,100192,162272.0,7040000.0
2014-02-05,22700,23650,22600,23000,106827,161920.0,7040000.0
2014-02-06,23300,24600,23050,24000,150224,168960.0,7040000.0
2014-02-07,24300,26150,24300,25150,287328,177056.0,7040000.0
2014-02-10,25150,26250,25150,25650,166478,180576.0,7040000.0
2014-02-11,25650,26800,25500,26300,132893,185152.0,7040000.0
2014-02-12,26450,28250,26350,27500,251557,193600.0,7040000.0
2014-02-13,28050,28850,27750,28150,171517,198176.0,7040000.0
2014-02-14,28450,28750,27350,27500,109949,193600.0,7040000.0
2014-02-17,28150,28600,27600,27900,94442,196416.0,7040000.0
2014-02-18,27750,28550,27300,28500,135675,200640.0,7040000.0
2014-02-19,28550,29900,28350,29500,184978,207680.0,7040000.0
2014-02-20,29500,29850,28750,29500,95333,207680.0,7040000.0
2014-02-21,29400,29500,28400,29000,134323,204160.0,7040000.0
2014-02-24,29000,29000,27750,27750,125528,195360.0,7040000.0
2014-02-25,27750,28250,27300,27750,101807,195360.0,7040000.0
2014-02-26,28150,28850,27850,28100,119082,197824.0,7040000.0
2014-02-27,27700,28200,27500,28100,65723,197824.0,7040000.0
2014-02-28,28350,29050,27950,28350,119164,199584.0,7040000.0
2014-03-03,28400,28550,27600,28150,40566,198176.0,7040000.0
2014-03-04,28150,28500,27650,27900,45259,196416.0,7040000.0
2014-03-05,28100,28750,27850,27950,58658,196768.0,7040000.0
2014-03-06,28200,30900,28200,30800,317413,216832.0,7040000.0
2014-03-07,31200,31700,30450,31300,187311,220352.0,7040000.0
2014-03-10,31700,33950,31200,33100,299635,233024.0,7040000.0
2014-03-11,33100,34400,32650,33400,174289,235136.0,7040000.0
2014-03-12,33500,33500,32150,32700,136505,230208.0,7040000.0
2014-03-13,32300,34200,32300,34100,155137,240064.0,7040000.0
2014-03-14,33650,36300,33100,33700,347491,237248.0,7040000.0
2014-03-17,33650,34400,29700,31050,281535,218592.0,7040000.0
2014-03-18,31500,31800,30450,31800,104471,223872.0,7040000.0
2014-03-19,31800,32900,31100,31900,50325,224576.0,7040000.0
2014-03-20,31850,32650,31150,32500,56477,228800.0,7040000.0
2014-03-21,33150,34700,32850,33200,147651,233728.0,7040000.0
2014-03-24,33000,33500,31900,32600,62198,229504.0,7040000.0
2014-03-25,32600,32850,30950,30950,110139,217888.0,7040000.0
2014-03-26,30900,31000,28150,28800,429724,202752.0,7040000.0
2014-03-27,28850,29450,28350,28700,119077,202048.0,7040000.0
2014-03-28,28900,29300,28450,28450,59168,200288.0,7040000.0
2014-03-31,28650,29150,27600,27900,111223,196416.0,7040000.0
2014-04-01,28200,29450,27800,29350,121433,206624.0,7040000.0
2014-04-02,29400,31550,29400,30700,180253,216128.0,7040000.0
2014-04-03,31400,32300,30400,30700,160306,216128.0,7040000.0
2014-04-04,30400,31250,30200,30750,84703,216480.0,7040000.0
2014-04-07,30200,31300,29250,29650,110990,208736.0,7040000.0
2014-04-08,29550,30450,28400,30450,114544,214368.0,7040000.0
2014-04-09,31650,31850,30150,31050,108431,218592.0,7040000.0
2014-04-10,31150,31150,30400,31000,66452,218240.0,7040000.0
2014-04-11,30000,30350,29600,30200,84789,212608.0,7040000.0
2014-04-14,29850,31850,29650,31500,122685,221760.0,7040000.0
2014-04-15,31450,33050,31150,32000,176077,225280.0,7040000.0
2014-04-16,32350,33650,32300,32500,253142,228800.0,7040000.0
2014-04-17,32600,33350,31800,32800,188011,230912.0,7040000.0
2014-04-18,33000,34950,33000,34600,279833,243584.0,7040000.0
2014-04-21,35850,36000,34600,35250,193207,248160.0,7040000.0
2014-04-22,35600,37100,34700,36700,205166,258368.0,7040000.0
2014-04-23,37300,37300,34450,34450,240576,242528.0,7040000.0
2014-04-24,34800,35600,33000,34950,214099,246048.0,7040000.0
2014-04-25,34850,35550,34400,35300,143142,248512.0,7040000.0
2014-04-28,35350,35750,34800,35300,92383,248512.0,7040000.0
2014-04-29,35000,35600,33750,34500,121330,242880.0,7040000.0
2014-04-30,34900,35400,34150,34950,72559,246048.0,7040000.0
2014-05-02,35000,35400,33850,34050,59668,239712.0,7040000.0
2014-05-07,34300,34350,33200,33450,53460,235488.0,7040000.0
2014-05-08,33000,34300,32700,34200,57860,240768.0,7040000.0
2014-05-09,34200,34200,32600,33400,124010,235136.0,7040000.0
2014-05-12,33450,36000,32800,35200,109638,247808.0,7040000.0
2014-05-13,35250,36500,34750,35200,91652,247808.0,7040000.0
2014-05-14,35500,35800,34300,35150,94894,247456.0,7040000.0
2014-05-15,35300,35900,34850,35600,51535,250624.0,7040000.0
2014-05-16,35600,36250,34900,35850,57983,252384.0,7040000.0
2014-05-19,35750,36950,35650,35800,88593,252032.0,7040000.0
2014-05-20,35800,36350,34950,36150,55321,254496.0,7040000.0
2014-05-21,36500,37750,36500,37000,134575,260480.0,7040000.0
2014-05-22,37000,38500,36450,36550,160678,257312.0,7040000.0
2014-05-23,36350,36900,35450,35650,79197,250976.0,7040000.0
2014-05-26,38000,38950,34900,34900,378684,245696.0,7040000.0
2014-05-27,34900,35300,33600,35300,180363,248512.0,7040000.0
2014-05-28,35550,35650,34500,34600,107089,243584.0,7040000.0
2014-05-29,34300,37900,34300,37400,231753,263296.0,7040000.0
2014-05-30,37400,37550,34900,37000,332835,260480.0,7040000.0
2014-06-02,33500,33750,31450,31450,264716,221408.0,7040000.0
2014-06-03,28950,29300,26750,26750,1063383,188320.0,7040000.0
2014-06-05,26750,27300,25500,25600,284280,180224.0,7040000.0
2014-06-09,25650,26750,25650,26150,235238,184096.0,7040000.0
2014-06-10,26250,27550,26250,27450,219576,193248.0,7040000.0
2014-06-11,27700,28400,27200,27450,132652,193248.0,7040000.0
2014-06-12,27450,27800,26950,27350,61424,192544.0,7040000.0
2014-06-13,27700,28000,27150,27200,70964,191488.0,7040000.0
2014-06-16,27500,27500,26150,26250,102750,184800.0,7040000.0
2014-06-17,26250,26750,26150,26200,79311,184448.0,7040000.0
2014-06-18,26400,26800,25700,25900,79767,182336.0,7040000.0
2014-06-19,26100,26150,24550,25150,119966,177056.0,7040000.0
2014-06-20,25150,25750,24200,25000,134469,176000.0,7040000.0
2014-06-23,25600,27300,25600,26100,211539,183744.0,7040000.0
2014-06-24,26100,26300,24800,24900,117526,175296.0,7040000.0
2014-06-25,25000,25250,24100,24150,106509,170016.0,7040000.0
2014-06-26,24300,25450,24300,24950,95841,175648.0,7040000.0
2014-06-27,24650,25250,24600,24750,48344,174240.0,7040000.0
2014-06-30,24950,25350,24450,24550,67950,172832.0,7040000.0
2014-07-01,24800,25450,24500,25100,87115,176704.0,7040000.0
