엘앤에프(066970),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-03-12,1872,1994,1872,1953,524739,21088.0,8750000.0
2003-03-13,1945,1953,1791,1857,308907,20038.0,8750000.0
2003-03-14,2026,2051,1880,1889,418160,20388.0,8750000.0
2003-03-17,1806,1831,1670,1670,281392,18025.0,8750000.0
2003-03-18,1806,1806,1718,1768,335355,19075.0,8750000.0
2003-03-19,1774,1839,1701,1751,271710,18900.0,8750000.0
2003-03-20,1791,1945,1774,1946,803260,21000.0,8750000.0
2003-03-21,1953,2009,1904,1962,385883,21175.0,8750000.0
2003-03-24,2026,2123,1928,2067,930004,22312.0,8750000.0
2003-03-25,1945,2220,1945,2107,675442,22750.0,8750000.0
2003-03-26,2237,2269,2099,2140,735636,23100.0,8750000.0
2003-03-27,2115,2196,2058,2165,441035,23362.0,8750000.0
2003-03-28,2220,2293,2163,2188,540258,23625.0,8750000.0
2003-03-31,2123,2148,1985,1986,279205,21438.0,8750000.0
2003-04-01,1985,2107,1969,2083,239317,22488.0,8750000.0
2003-04-02,2107,2229,2082,2221,559834,23975.0,8750000.0
2003-04-03,2302,2318,2148,2261,439639,24412.0,8750000.0
2003-04-04,2269,2285,2212,2278,279042,24588.0,8750000.0
2003-04-07,2318,2456,2293,2456,453176,26512.0,8750000.0
2003-04-08,2351,2487,2351,2432,232341,26250.0,8750000.0
2003-04-09,2399,2504,2374,2489,211623,26862.0,8750000.0
2003-04-10,2472,2617,2456,2554,308487,27562.0,8750000.0
2003-04-11,2553,2561,2423,2513,325427,27125.0,8750000.0
2003-04-14,2561,2722,2480,2562,514565,27650.0,8750000.0
2003-04-15,2634,2861,2536,2862,1081576,30888.0,8750000.0
2003-04-16,2877,2877,2771,2838,589546,30625.0,8750000.0
2003-04-17,2877,2950,2731,2740,544722,29575.0,8750000.0
2003-04-18,2861,2885,2764,2862,428619,30888.0,8750000.0
2003-04-21,2844,3104,2804,3064,788046,33075.0,8750000.0
2003-04-22,3064,3064,2894,2950,270427,31850.0,8750000.0
2003-04-23,3006,3006,2682,2748,268419,29662.0,8750000.0
2003-04-24,2756,2869,2675,2780,211485,30012.0,8750000.0
2003-04-25,2682,2699,2472,2675,257581,28875.0,8750000.0
2003-04-28,2432,2675,2432,2554,110373,27562.0,8750000.0
2003-04-29,2641,2852,2634,2845,211559,30712.0,8750000.0
2003-04-30,2771,2918,2771,2854,117369,30800.0,8750000.0
2003-05-02,2925,2958,2804,2919,521112,31500.0,8750000.0
2003-05-06,2958,3266,2942,3153,949235,34038.0,8750000.0
2003-05-07,3201,3299,3136,3252,514197,35088.0,8750000.0
2003-05-09,3201,3461,3128,3348,519218,36138.0,8750000.0
2003-05-12,3412,3461,3307,3405,471547,36750.0,8750000.0
2003-05-13,3436,3453,3225,3299,391985,35612.0,8750000.0
2003-05-14,3250,3355,3225,3283,271006,35438.0,8750000.0
2003-05-15,3290,3429,3234,3267,386320,35262.0,8750000.0
2003-05-16,3266,3323,3096,3097,198282,33425.0,8750000.0
2003-05-19,3015,3104,2950,3081,216222,33250.0,8750000.0
2003-05-20,3047,3307,3006,3307,183394,35700.0,8750000.0
2003-05-21,3307,3307,3218,3299,202248,35612.0,8750000.0
2003-05-22,3396,3526,3072,3081,687393,33250.0,8750000.0
2003-05-23,3160,3209,3079,3162,359426,34125.0,8750000.0
2003-05-26,3185,3509,3185,3510,636080,37888.0,8750000.0
2003-05-27,3566,3574,3250,3283,467956,35438.0,8750000.0
2003-05-28,3413,3445,3079,3113,423650,33600.0,8750000.0
2003-05-29,3079,3160,2982,2992,279214,32288.0,8750000.0
2003-05-30,2982,3113,2934,3040,183367,32812.0,8750000.0
2003-06-02,3072,3153,3039,3081,221200,33250.0,8750000.0
2003-06-03,3047,3079,2958,2959,184977,31938.0,8750000.0
2003-06-04,3015,3031,2942,2983,191849,32200.0,8750000.0
2003-06-05,2998,3096,2934,2968,242744,32025.0,8750000.0
2003-06-09,2885,2966,2869,2894,211397,31238.0,8750000.0
2003-06-10,2852,2991,2852,2886,274226,31150.0,8750000.0
2003-06-11,2885,2942,2869,2878,231919,31062.0,8750000.0
2003-06-12,2910,3096,2910,3032,607559,32725.0,8750000.0
2003-06-13,3096,3363,3055,3258,1283370,35175.0,8750000.0
2003-06-16,3242,3461,3136,3373,597852,36400.0,8750000.0
2003-06-17,3461,3509,3218,3258,486743,35175.0,8750000.0
2003-06-18,3266,3266,3120,3129,221761,33775.0,8750000.0
2003-06-19,3145,3194,3031,3064,308812,33075.0,8750000.0
2003-06-20,2966,3047,2925,3032,131309,32725.0,8750000.0
2003-06-23,2934,3064,2934,2959,148283,31938.0,8750000.0
2003-06-24,2894,3039,2885,3023,149906,32638.0,8750000.0
2003-06-25,2958,3145,2958,3113,382184,33600.0,8750000.0
2003-06-26,3113,3169,3031,3113,260595,33600.0,8750000.0
2003-06-27,3160,3160,2991,3032,199297,32725.0,8750000.0
2003-06-30,2966,3079,2966,3032,103145,32725.0,8750000.0
2003-07-01,3064,3128,3023,3056,206742,32988.0,8750000.0
2003-07-02,3104,3145,3055,3113,204437,33600.0,8750000.0
2003-07-03,3185,3282,3072,3218,604230,34738.0,8750000.0
2003-07-04,3225,3461,3218,3364,638120,36312.0,8750000.0
2003-07-07,3403,3403,3282,3373,300515,36400.0,8750000.0
2003-07-08,3420,3420,3160,3178,312261,34300.0,8750000.0
2003-07-09,3242,3290,3120,3283,382184,35438.0,8750000.0
2003-07-10,3379,3484,3282,3364,827171,36312.0,8750000.0
2003-07-11,3363,3363,3218,3283,220989,35438.0,8750000.0
2003-07-14,3307,3348,3242,3276,219043,35350.0,8750000.0
2003-07-15,3275,3299,3153,3162,172220,34125.0,8750000.0
2003-07-16,3160,3209,3055,3129,172170,33775.0,8750000.0
2003-07-18,3055,3201,2950,3073,351568,33162.0,8750000.0
2003-07-21,2998,3079,2796,2878,183200,31062.0,8750000.0
2003-07-22,2804,2918,2722,2800,162312,30231.0,8750000.0
2003-07-23,2808,2837,2731,2797,93309,30188.0,8750000.0
2003-07-24,2756,2829,2740,2740,109450,29575.0,8750000.0
2003-07-25,2756,2901,2756,2789,194486,30100.0,8750000.0
2003-07-28,2844,2925,2837,2902,130968,31325.0,8750000.0
2003-07-29,2925,2934,2820,2838,114075,30625.0,8750000.0
2003-07-30,2837,2991,2812,2919,202964,31500.0,8750000.0
2003-07-31,2958,2998,2894,2950,62885,31850.0,8750000.0
2003-08-01,2925,3044,2881,2983,161870,32200.0,8750000.0
2003-08-04,2958,2998,2812,2858,66718,30844.0,8750000.0
2003-08-05,2837,2885,2808,2820,77588,30450.0,8750000.0
2003-08-06,2756,2788,2711,2789,60691,30100.0,8750000.0
2003-08-07,2747,2873,2747,2838,97930,30625.0,8750000.0
2003-08-08,2804,2861,2756,2785,71540,30056.0,8750000.0
2003-08-11,2767,2788,2617,2728,137183,29444.0,8750000.0
2003-08-12,2756,2756,2634,2756,124929,29750.0,8750000.0
2003-08-13,2731,2869,2731,2829,184923,30538.0,8750000.0
2003-08-14,2829,3072,2829,3032,445572,32725.0,8750000.0
2003-08-18,3160,3266,3096,3243,379830,35000.0,8750000.0
2003-08-19,3282,3400,3128,3234,589699,34912.0,8750000.0
2003-08-20,3258,3403,3234,3243,637270,35000.0,8750000.0
2003-08-21,3290,3388,3242,3243,329933,35000.0,8750000.0
2003-08-22,3250,3323,3072,3170,303197,34212.0,8750000.0
2003-08-25,3160,3242,3068,3243,165721,35000.0,8750000.0
2003-08-26,3177,3632,3160,3632,1330277,39200.0,8750000.0
2003-08-27,3809,3826,3502,3730,857681,40250.0,8750000.0
2003-08-28,3736,3960,3663,3777,601780,40775.0,8750000.0
2003-08-29,3793,3996,3724,3811,877894,41125.0,8750000.0
2003-09-01,3898,3922,3647,3725,405439,40206.0,8750000.0
2003-09-02,3728,3890,3614,3851,552630,41562.0,8750000.0
2003-09-03,3866,3887,3757,3811,316197,41125.0,8750000.0
2003-09-04,3817,4069,3817,4054,464779,43750.0,8750000.0
2003-09-05,4004,4166,3922,3948,589545,42612.0,8750000.0
2003-09-08,3971,3971,3477,3478,407037,37538.0,8750000.0
2003-09-09,3533,3586,3388,3446,485462,37188.0,8750000.0
2003-09-15,3632,3632,3502,3542,152398,38238.0,8750000.0
2003-09-16,3525,3834,3517,3754,351367,40512.0,8750000.0
2003-09-17,3773,3898,3773,3855,164717,41606.0,8750000.0
2003-09-18,3858,3898,3788,3846,464829,41519.0,8750000.0
2003-09-19,3890,4206,3858,4183,995102,45150.0,8750000.0
2003-09-22,4246,4400,3687,3818,1837223,41212.0,8750000.0
2003-09-23,3932,3932,3566,3851,599062,41562.0,8750000.0
2003-09-24,3858,4312,3858,4313,1092923,46550.0,8750000.0
2003-09-25,4264,4620,4150,4418,1443294,47688.0,8750000.0
2003-09-26,4418,4944,4376,4742,1723015,51188.0,8750000.0
2003-09-29,4855,4855,4174,4223,927913,45588.0,8750000.0
2003-09-30,4345,4490,4012,4134,897376,44625.0,8750000.0
2003-10-01,4069,4246,4020,4143,645486,44712.0,8750000.0
2003-10-02,4255,4328,4028,4061,565019,43838.0,8750000.0
2003-10-06,4125,4239,4077,4134,415889,44625.0,8750000.0
2003-10-07,4255,4482,4222,4483,964491,48388.0,8750000.0
2003-10-08,4499,4636,4174,4175,963381,45062.0,8750000.0
2003-10-09,4134,4328,4134,4297,506317,46375.0,8750000.0
2003-10-10,4328,4790,4328,4580,1219612,49438.0,8750000.0
2003-10-13,4620,4725,4409,4670,529436,50400.0,8750000.0
2003-10-14,4742,4814,4588,4718,671360,50925.0,8750000.0
2003-10-15,4823,4936,4596,4646,462367,50138.0,8750000.0
2003-10-16,4612,4725,4474,4718,372691,50925.0,8750000.0
2003-10-17,4782,4782,4474,4475,347825,48300.0,8750000.0
2003-10-20,4385,4579,4385,4499,268923,48562.0,8750000.0
2003-10-21,4539,4596,4336,4564,290512,49262.0,8750000.0
2003-10-22,4588,4603,4458,4458,267030,48125.0,8750000.0
2003-10-23,4369,4636,4215,4232,266501,45675.0,8750000.0
2003-10-24,4239,4353,4110,4215,256884,45500.0,8750000.0
2003-10-27,4239,4296,4174,4215,133720,45500.0,8750000.0
2003-10-28,4142,4345,4142,4240,436964,45762.0,8750000.0
2003-10-29,4304,4539,4296,4443,511656,47950.0,8750000.0
2003-10-30,4466,4523,4320,4337,152018,46812.0,8750000.0
2003-10-31,4336,4419,4092,4183,199272,45150.0,8750000.0
2003-11-03,4101,4239,4092,4126,109496,44538.0,8750000.0
2003-11-04,4223,4223,3902,3915,259166,42262.0,8750000.0
2003-11-05,3931,3963,3566,3710,316243,40031.0,8750000.0
2003-11-06,3712,3712,3339,3340,393127,36050.0,8750000.0
2003-11-07,3201,3712,3153,3636,556009,39244.0,8750000.0
2003-11-10,3566,3797,3444,3608,564598,38938.0,8750000.0
2003-11-11,3728,3963,3611,3701,791429,39944.0,8750000.0
2003-11-12,3809,3911,3773,3843,550152,41475.0,8750000.0
2003-11-13,3960,3971,3720,3811,464679,41125.0,8750000.0
2003-11-14,3809,3826,3736,3770,169805,40688.0,8750000.0
2003-11-17,3733,3809,3477,3567,316900,38500.0,8750000.0
2003-11-18,3513,3672,3513,3664,169731,39550.0,8750000.0
2003-11-19,3607,3614,3403,3408,219015,36794.0,8750000.0
2003-11-20,3429,3522,3408,3408,115351,36794.0,8750000.0
2003-11-21,3348,3461,3348,3413,124529,36838.0,8750000.0
2003-11-24,3335,3440,3234,3356,268253,36225.0,8750000.0
2003-11-25,3420,3453,3330,3364,113746,36312.0,8750000.0
2003-11-26,3363,3542,3323,3490,175603,37669.0,8750000.0
2003-11-27,3449,3526,3355,3360,164558,36269.0,8750000.0
2003-11-28,3359,3420,3335,3336,146131,36006.0,8750000.0
2003-12-01,3307,3412,3307,3388,128607,36575.0,8750000.0
2003-12-02,3484,3687,3484,3632,315083,39200.0,8750000.0
2003-12-03,3672,3768,3574,3656,281611,39462.0,8750000.0
2003-12-04,3623,3679,3582,3664,121562,39550.0,8750000.0
2003-12-05,3647,3744,3502,3730,239291,40250.0,8750000.0
2003-12-08,3647,3728,3632,3636,119392,39244.0,8750000.0
2003-12-09,3667,3684,3591,3591,92900,38762.0,8750000.0
2003-12-10,3526,3566,3489,3494,85896,37712.0,8750000.0
2003-12-11,3477,3679,3477,3575,182437,38588.0,8750000.0
2003-12-12,3591,3821,3591,3794,228095,40950.0,8750000.0
2003-12-15,3841,3882,3728,3818,147685,41212.0,8750000.0
2003-12-16,3801,3801,3614,3648,122510,39375.0,8750000.0
2003-12-17,3720,3720,3509,3510,91337,37888.0,8750000.0
2003-12-18,3464,3611,3461,3478,93952,37538.0,8750000.0
2003-12-19,3453,3533,3363,3364,93930,36312.0,8750000.0
2003-12-22,3363,3372,3225,3276,106431,35350.0,8750000.0
2003-12-23,3258,3310,3104,3122,121758,33688.0,8750000.0
2003-12-24,3088,3177,3015,3073,114093,33162.0,8750000.0
2003-12-26,3035,3141,3035,3060,78215,33031.0,8750000.0
2003-12-29,3055,3270,3055,3272,73554,35306.0,8750000.0
2003-12-30,3355,3392,3299,3373,96075,36400.0,8750000.0
2004-01-02,3388,3461,3307,3368,65843,36356.0,8750000.0
2004-01-05,3372,3647,3323,3421,110052,36925.0,8750000.0
2004-01-06,3517,3517,3290,3292,62727,35525.0,8750000.0
2004-01-07,3258,3339,3225,3243,72389,35000.0,8750000.0
2004-01-08,3242,3307,3209,3226,83627,34825.0,8750000.0
2004-01-09,3566,3611,3388,3461,654435,37362.0,8750000.0
2004-01-12,3461,3533,3408,3507,144597,37844.0,8750000.0
2004-01-13,3647,3647,3504,3527,164693,38062.0,8750000.0
2004-01-14,3457,3562,3363,3397,143579,36662.0,8750000.0
2004-01-15,3396,3420,3295,3307,85892,35700.0,8750000.0
2004-01-16,3327,3403,3307,3307,76148,35700.0,8750000.0
2004-01-19,3330,3430,3327,3417,120438,36881.0,8750000.0
2004-01-20,3372,3440,3323,3340,63532,36050.0,8750000.0
2004-01-26,3339,3396,3339,3377,87155,36444.0,8750000.0
2004-01-27,3412,3530,3372,3437,146613,37100.0,8750000.0
2004-01-28,3461,3639,3461,3555,262690,38369.0,8750000.0
2004-01-29,3550,3591,3461,3567,156473,38500.0,8750000.0
2004-01-30,3566,3618,3449,3481,115355,37581.0,8750000.0
2004-02-02,3477,3639,3477,3518,178210,37975.0,8750000.0
2004-02-03,3517,3618,3493,3542,159902,38238.0,8750000.0
2004-02-04,3542,3566,3383,3486,173727,37625.0,8750000.0
2004-02-05,3444,3464,3383,3397,56139,36662.0,8750000.0
2004-02-06,3383,3436,3383,3397,66186,36662.0,8750000.0
2004-02-09,3403,3522,3388,3510,134787,37888.0,8750000.0
2004-02-10,3477,3522,3432,3446,67818,37188.0,8750000.0
2004-02-11,3484,3484,3403,3405,66094,36750.0,8750000.0
2004-02-12,3412,3444,3278,3283,120405,35438.0,8750000.0
2004-02-13,3266,3348,3234,3292,122336,35525.0,8750000.0
2004-02-16,3323,3323,3250,3255,81644,35131.0,8750000.0
2004-02-17,3229,3299,3229,3243,76814,35000.0,8750000.0
2004-02-18,3250,3278,3209,3226,104581,34825.0,8750000.0
2004-02-19,3209,3242,3156,3162,114512,34125.0,8750000.0
2004-02-20,3113,3160,3079,3081,89451,33250.0,8750000.0
2004-02-23,3084,3160,3064,3076,101315,33206.0,8750000.0
2004-02-24,3068,3113,3039,3044,91062,32856.0,8750000.0
2004-02-25,3051,3079,2945,2947,148584,31806.0,8750000.0
2004-02-26,2942,2991,2756,2849,102988,30756.0,8750000.0
2004-02-27,2958,2982,2849,2963,88475,31981.0,8750000.0
2004-03-02,3079,3079,2942,2968,66262,32025.0,8750000.0
2004-03-03,2910,2970,2910,2971,113882,32069.0,8750000.0
2004-03-04,2974,3160,2974,3076,150269,33206.0,8750000.0
2004-03-05,3064,3136,3031,3093,87563,33381.0,8750000.0
2004-03-08,3079,3140,3035,3081,65858,33250.0,8750000.0
2004-03-09,3072,3092,3023,3044,69676,32856.0,8750000.0
2004-03-10,3047,3068,2966,2983,68641,32200.0,8750000.0
2004-03-11,2938,3031,2938,3008,46406,32462.0,8750000.0
2004-03-12,3006,3039,2650,2829,209713,30538.0,8750000.0
2004-03-15,2852,2958,2852,2922,64517,31544.0,8750000.0
2004-03-16,2921,2921,2804,2866,55787,30931.0,8750000.0
2004-03-17,2877,3064,2877,3064,85766,33075.0,8750000.0
2004-03-18,3088,3104,2998,3093,46462,33381.0,8750000.0
2004-03-19,3145,3363,3145,3243,261923,35000.0,8750000.0
2004-03-22,3282,3339,3201,3202,117447,34562.0,8750000.0
2004-03-23,3242,3266,3140,3202,168362,34562.0,8750000.0
2004-03-24,3201,3238,3128,3133,73297,33819.0,8750000.0
2004-03-25,3088,3218,3019,3020,57397,32594.0,8750000.0
2004-03-26,3079,3136,3039,3044,70345,32856.0,8750000.0
2004-03-29,3026,3120,2986,3109,202485,33556.0,8750000.0
2004-03-30,3128,3185,3096,3137,111410,33862.0,8750000.0
2004-03-31,3145,3174,3055,3081,160985,33250.0,8750000.0
2004-04-01,3079,3180,3079,3162,104115,34125.0,8750000.0
2004-04-02,3169,3198,3133,3162,115197,34125.0,8750000.0
2004-04-06,3225,3299,3201,3231,185115,34869.0,8750000.0
2004-04-07,3242,3282,3160,3194,119474,34475.0,8750000.0
2004-04-08,3201,3368,3194,3353,199429,36181.0,8750000.0
2004-04-09,3299,3323,3225,3231,88785,34869.0,8750000.0
2004-04-12,3234,3282,3177,3178,98288,34300.0,8750000.0
2004-04-13,3194,3330,3194,3223,108913,34781.0,8750000.0
2004-04-14,3221,3310,3214,3312,64929,35744.0,8750000.0
2004-04-16,3323,3323,3246,3283,86268,35438.0,8750000.0
2004-04-19,3282,3299,3209,3226,114705,34825.0,8750000.0
2004-04-20,3275,3363,3262,3353,182087,36181.0,8750000.0
2004-04-21,3323,3509,3323,3421,315003,36925.0,8750000.0
2004-04-22,3493,3687,3493,3535,449220,38150.0,8750000.0
2004-04-23,3809,3955,3768,3956,692873,42700.0,8750000.0
2004-04-26,4296,4425,4264,4426,812401,47775.0,8750000.0
2004-04-27,4376,4376,3963,4297,823196,46375.0,8750000.0
2004-04-28,4174,4579,4166,4280,589339,46200.0,8750000.0
2004-04-29,4092,4239,3768,3973,419258,42875.0,8750000.0
2004-04-30,3733,3890,3607,3811,343027,41125.0,8750000.0
2004-05-03,3768,3983,3768,3891,626836,42000.0,8750000.0
2004-05-04,3935,3983,3850,3875,290764,41825.0,8750000.0
2004-05-06,3890,3915,3412,3413,413365,36838.0,8750000.0
2004-05-07,3348,3453,3160,3385,212940,36531.0,8750000.0
2004-05-10,3379,3379,2978,2979,460823,32156.0,8750000.0
2004-05-11,2894,3064,2796,3008,171443,32462.0,8750000.0
2004-05-12,3068,3177,3068,3137,290706,33862.0,8750000.0
2004-05-13,3072,3100,3003,3012,185043,32506.0,8750000.0
2004-05-14,3039,3128,2837,2919,182682,31500.0,8750000.0
2004-05-17,2869,2958,2568,2570,147793,27738.0,8750000.0
2004-05-18,2487,2711,2439,2675,238612,28875.0,8750000.0
2004-05-19,2756,2995,2715,2996,297589,32331.0,8750000.0
2004-05-20,2852,2942,2740,2744,197865,29619.0,8750000.0
2004-05-21,2800,2869,2767,2838,140006,30625.0,8750000.0
2004-05-24,2910,2958,2852,2898,150102,31281.0,8750000.0
2004-05-25,2852,2852,2707,2820,113067,30450.0,8750000.0
2004-05-27,2910,2918,2800,2805,160608,30275.0,8750000.0
2004-05-28,2861,2861,2751,2773,91221,29925.0,8750000.0
2004-05-31,2812,2910,2715,2910,255769,31412.0,8750000.0
2004-06-01,2918,3031,2894,3032,240875,32725.0,8750000.0
2004-06-02,3039,3075,2991,3040,148800,32812.0,8750000.0
2004-06-03,3153,3153,2796,2935,205923,31675.0,8750000.0
2004-06-04,3039,3136,2966,3122,306219,33688.0,8750000.0
2004-06-07,3177,3177,3100,3142,179242,33906.0,8750000.0
2004-06-08,3145,3201,2925,3056,163917,32988.0,8750000.0
2004-06-09,3055,3116,2942,2971,141120,32069.0,8750000.0
2004-06-10,2918,2978,2869,2927,84145,31588.0,8750000.0
2004-06-11,2934,2974,2715,2715,140299,29312.0,8750000.0
2004-06-14,2593,2670,2427,2513,194635,27125.0,8750000.0
2004-06-15,2472,2617,2472,2558,166107,27606.0,8750000.0
2004-06-16,2561,2634,2472,2537,119062,27388.0,8750000.0
2004-06-17,2487,2533,2386,2513,119164,27125.0,8750000.0
2004-06-18,2463,2525,2403,2444,100480,26381.0,8750000.0
2004-06-21,2439,2496,2439,2456,83283,26512.0,8750000.0
2004-06-22,2456,2553,2378,2424,145303,26162.0,8750000.0
2004-06-23,2407,2467,2407,2416,71679,26075.0,8750000.0
2004-06-24,2435,2512,2435,2505,137328,27038.0,8750000.0
2004-06-25,2472,2540,2472,2541,119100,27431.0,8750000.0
2004-06-28,2561,2577,2427,2456,130197,26512.0,8750000.0
2004-06-29,2447,2545,2411,2545,113520,27475.0,8750000.0
2004-06-30,2606,2747,2553,2675,206974,28875.0,8750000.0
2004-07-01,2711,2711,2553,2578,145128,27825.0,8750000.0
2004-07-02,2504,2536,2432,2436,140199,26294.0,8750000.0
2004-07-05,2439,2467,2419,2424,54325,26162.0,8750000.0
2004-07-06,2423,2463,2423,2424,50620,26162.0,8750000.0
2004-07-07,2318,2452,2318,2420,117347,26119.0,8750000.0
2004-07-08,2378,2443,2378,2391,59062,25812.0,8750000.0
2004-07-09,2358,2432,2358,2400,44793,25900.0,8750000.0
2004-07-12,2432,2447,2378,2387,44456,25769.0,8750000.0
2004-07-13,2419,2419,2326,2347,54569,25331.0,8750000.0
2004-07-14,2351,2374,2229,2233,72389,24106.0,8750000.0
2004-07-15,2253,2261,2046,2156,126134,23275.0,8750000.0
2004-07-16,2115,2168,2067,2148,50600,23188.0,8750000.0
2004-07-19,2090,2148,2078,2124,63700,22925.0,8750000.0
2004-07-20,2070,2148,2070,2100,64784,22662.0,8750000.0
2004-07-21,2172,2172,2046,2145,77054,23144.0,8750000.0
2004-07-22,2107,2123,2058,2067,58085,22312.0,8750000.0
2004-07-23,2046,2058,1965,1966,98306,21219.0,8750000.0
2004-07-26,1920,1961,1839,1852,67074,19994.0,8750000.0
2004-07-27,1831,1913,1783,1897,76445,20475.0,8750000.0
2004-07-28,1945,1953,1844,1849,48152,19950.0,8750000.0
2004-07-29,1848,1865,1694,1710,62545,18462.0,8750000.0
2004-07-30,1718,1799,1718,1743,35065,18812.0,8750000.0
2004-08-02,1701,1725,1620,1674,31550,18069.0,8750000.0
2004-08-03,1637,1661,1580,1609,47457,17369.0,8750000.0
2004-08-04,1556,1799,1499,1727,165741,18638.0,8750000.0
2004-08-05,1725,1815,1519,1783,99918,19250.0,8750000.0
2004-08-06,1714,1791,1677,1751,41535,18900.0,8750000.0
2004-08-09,1710,1811,1701,1792,59866,19338.0,8750000.0
2004-08-10,1795,1827,1763,1828,71144,19731.0,8750000.0
2004-08-11,1831,1884,1786,1849,95212,19950.0,8750000.0
2004-08-12,1831,1888,1823,1849,70275,19950.0,8750000.0
2004-08-13,1860,1896,1799,1873,29387,20212.0,8750000.0
2004-08-16,1880,1880,1791,1836,30601,19819.0,8750000.0
2004-08-17,1839,1868,1791,1820,43714,19644.0,8750000.0
2004-08-18,1811,1839,1795,1823,35480,19688.0,8750000.0
2004-08-19,1831,1904,1831,1873,61943,20212.0,8750000.0
2004-08-20,1872,1872,1835,1861,33614,20081.0,8750000.0
2004-08-23,1860,1937,1831,1938,79666,20912.0,8750000.0
2004-08-24,1916,1994,1896,1978,52339,21350.0,8750000.0
2004-08-25,2009,2029,1961,2027,38659,21875.0,8750000.0
2004-08-26,2026,2087,2009,2063,55456,22269.0,8750000.0
2004-08-27,2042,2095,2009,2052,32172,22138.0,8750000.0
2004-08-30,2018,2067,2005,2011,26765,21700.0,8750000.0
2004-08-31,2009,2034,1989,2027,31073,21875.0,8750000.0
2004-09-01,1969,2070,1969,2039,37615,22006.0,8750000.0
2004-09-02,2038,2087,2026,2079,18011,22444.0,8750000.0
2004-09-03,2119,2119,1994,2011,27087,21700.0,8750000.0
2004-09-06,2050,2054,1985,2043,10803,22050.0,8750000.0
2004-09-07,2001,2046,1998,2006,26407,21656.0,8750000.0
2004-09-08,1949,2062,1949,2023,31608,21831.0,8750000.0
2004-09-09,2050,2050,2022,2052,13744,22138.0,8750000.0
2004-09-10,2087,2261,2058,2254,91410,24325.0,8750000.0
2004-09-13,2302,2309,2155,2230,71319,24062.0,8750000.0
