마크로젠(038290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-02-01,20466,20800,19533,19933,714426,142357.0,4761100.0
2005-02-02,19899,20066,18266,18267,852522,130454.0,4761100.0
2005-02-03,18766,20266,18500,19000,1944291,135691.0,4761100.0
2005-02-04,19200,19533,18233,18533,751452,132359.0,4761100.0
2005-02-07,18733,19233,18533,18867,614134,135181.0,4776700.0
2005-02-11,18733,19633,18733,19200,886146,137569.0,4776700.0
2005-02-14,19533,21199,19433,20567,1285916,147361.0,4776700.0
2005-02-15,20966,21033,19633,20667,1288625,148078.0,4776700.0
2005-02-16,21000,21866,20533,20800,1445729,149195.0,4781900.0
2005-02-17,20999,21466,19800,19800,974309,142022.0,4781900.0
2005-02-18,19333,19633,18666,18833,593224,135089.0,4781900.0
2005-02-21,18400,19166,18066,18233,544859,130785.0,4781900.0
2005-02-22,18466,19099,16866,17467,595583,125286.0,4781900.0
2005-02-23,16666,18400,16666,18300,945857,131263.0,4781900.0
2005-02-24,18333,19233,17433,17633,920744,126481.0,4781900.0
2005-02-25,17766,18033,16733,17067,419144,122417.0,4781900.0
2005-02-28,17066,17266,15066,15733,608896,112853.0,4781900.0
2005-03-02,15933,16200,14600,15367,483909,110223.0,4781900.0
2005-03-03,15200,16266,15200,15600,646199,111896.0,4781900.0
2005-03-04,15266,16033,15266,15733,490888,112853.0,4781900.0
2005-03-07,16133,16700,15533,16200,1021014,116200.0,4781900.0
2005-03-08,16333,16433,14266,14533,496884,104245.0,4781900.0
2005-03-09,14133,14133,12900,13000,572529,93247.0,4781900.0
2005-03-10,13000,14200,13000,13600,675176,97551.0,4781900.0
2005-03-11,13600,13966,13366,13900,458738,99703.0,4781900.0
2005-03-14,15066,15566,14866,15567,1002326,111657.0,4781900.0
2005-03-15,15666,16800,15266,15267,1515987,109506.0,4781900.0
2005-03-16,15333,15600,14166,14500,734333,104006.0,4781900.0
2005-03-17,14400,15400,13766,14000,906241,100420.0,4781900.0
2005-03-18,13600,14366,13400,13500,375124,96833.0,4781900.0
2005-03-21,14000,15100,13600,15100,906610,108310.0,4781900.0
2005-03-22,14966,15466,13766,13767,1287023,98746.0,4781900.0
2005-03-23,14000,14066,13333,13833,352803,99224.0,4781900.0
2005-03-24,14000,14333,13266,13333,381046,95638.0,4781900.0
2005-03-25,13466,13699,12766,13133,315998,94203.0,4781900.0
2005-03-28,13133,13466,13033,13067,236551,93725.0,4781900.0
2005-03-29,13066,15000,12933,14467,2450256,103767.0,4781900.0
2005-03-30,14533,14900,13700,14400,924508,103289.0,4781900.0
2005-03-31,14866,15433,14366,14400,1239463,103289.0,4781900.0
2005-04-01,14066,14566,13733,14300,413537,102572.0,4781900.0
2005-04-04,15166,15566,14366,14367,860143,103050.0,4781900.0
2005-04-06,14233,14500,14000,14233,279762,102094.0,4781900.0
2005-04-07,14766,14933,14266,14400,457607,103289.0,4781900.0
2005-04-08,14000,14433,14000,14300,323119,102572.0,4781900.0
2005-04-11,14200,14666,14066,14400,346947,103289.0,4781900.0
2005-04-12,14600,15333,14600,15300,970177,109745.0,4781900.0
2005-04-13,15466,17033,15000,15933,1892158,114287.0,4781900.0
2005-04-14,15699,15800,14666,14733,591403,105680.0,4781900.0
2005-04-15,14566,15100,14133,14200,524222,101854.0,4781900.0
2005-04-18,13633,14199,13000,13033,471988,93486.0,4781900.0
2005-04-19,12933,13500,12933,13200,284571,94682.0,4781900.0
2005-04-20,13366,13700,13233,13367,270745,95877.0,4781900.0
2005-04-21,13766,14133,13166,13200,593582,94682.0,4781900.0
2005-04-22,13500,13566,13200,13333,211366,95638.0,4781900.0
2005-04-25,13333,13666,13333,13400,266203,96116.0,4781900.0
2005-04-26,13466,14666,13266,13900,1343229,99703.0,4781900.0
2005-04-27,13766,14033,13466,13467,228713,96594.0,4781900.0
2005-04-28,13633,13800,12966,12967,353415,93008.0,4781900.0
2005-04-29,12466,12966,12100,12267,268501,87987.0,4781900.0
2005-05-02,12366,12666,12133,12267,178645,87987.0,4781900.0
2005-05-03,12300,12766,12133,12233,312295,87748.0,4781900.0
2005-05-04,12266,13300,11933,12867,653436,92291.0,4781900.0
2005-05-06,13000,13100,12566,12567,380763,90139.0,4781900.0
2005-05-09,12833,13100,12600,12767,438543,91573.0,4781900.0
2005-05-10,12900,12933,12500,12600,221462,90378.0,4781900.0
2005-05-11,12600,12633,12166,12167,177762,87270.0,4781900.0
2005-05-12,12500,13966,12366,13967,1426458,100181.0,4781900.0
2005-05-13,13966,15833,13533,14800,2143333,106158.0,4781900.0
2005-05-16,14900,17000,14533,17000,2364497,121938.0,4781900.0
2005-05-17,17466,17800,15833,15833,2195123,113570.0,4781900.0
2005-05-18,16333,17266,15766,16133,1649311,115722.0,4781900.0
2005-05-19,17466,18533,17133,18533,2482031,132937.0,4781900.0
2005-05-20,19466,20900,16633,17000,2781658,121938.0,4781900.0
2005-05-23,18033,19533,17433,19533,1981526,140110.0,4781900.0
2005-05-24,20566,21733,18233,18667,5008125,133893.0,4781900.0
2005-05-25,19000,19500,18366,18833,1667323,135089.0,4781900.0
2005-05-26,19033,21266,18400,19467,3759317,139631.0,4781900.0
2005-05-27,19000,19666,18133,18233,1553703,130785.0,4781900.0
2005-05-30,18133,18600,16266,17200,1197755,123373.0,4781900.0
2005-05-31,17666,19433,17366,19000,2514061,136563.0,4791700.0
2005-06-01,18566,20433,17933,18467,3869757,132730.0,4791700.0
2005-06-02,19033,20766,18866,20300,3493631,145907.0,4791700.0
2005-06-03,20866,22300,20466,21500,3318753,154532.0,4791700.0
2005-06-07,21666,21866,20566,20733,1869985,149022.0,4791700.0
2005-06-08,20666,21000,17933,18900,1680367,135845.0,4791700.0
2005-06-09,18400,21033,18066,18333,2934484,131772.0,4791700.0
2005-06-10,18333,19133,17533,18000,982100,129376.0,4791700.0
2005-06-13,18466,18633,17533,18033,597338,129615.0,4791700.0
2005-06-14,17733,18633,17533,18000,937736,129376.0,4791700.0
2005-06-15,18033,20000,18033,19800,2359046,142313.0,4791700.0
2005-06-16,20266,20266,18900,19467,936910,139918.0,4791700.0
2005-06-17,19466,19700,18466,18467,621638,132730.0,4791700.0
2005-06-20,18133,18833,17833,18167,524539,130574.0,4791700.0
2005-06-21,18333,18666,18033,18333,434335,131772.0,4791700.0
2005-06-22,18333,19633,17799,19267,1664833,138480.0,4791700.0
2005-06-23,18866,20499,18600,19867,2034155,142793.0,4791700.0
2005-06-24,19866,20466,19166,19267,826196,138480.0,4791700.0
2005-06-27,19066,19633,18433,18433,596580,132491.0,4791700.0
2005-06-28,18200,18866,18100,18100,433065,130095.0,4791700.0
2005-06-29,18533,18866,18000,18100,565674,130095.0,4791700.0
2005-06-30,18233,19199,18233,18567,980390,133449.0,4791700.0
2005-07-01,18799,18799,18166,18467,366143,132730.0,4791700.0
2005-07-04,18766,18766,18266,18600,397778,133688.0,4791700.0
2005-07-05,18599,19233,18533,18667,675494,134168.0,4791700.0
2005-07-06,18833,18899,18099,18267,372978,131293.0,4791700.0
2005-07-07,18200,18866,18200,18233,483278,131053.0,4791700.0
2005-07-08,17900,18233,17466,17600,386706,126501.0,4791700.0
2005-07-11,17599,17800,17266,17367,270260,124824.0,4791700.0
2005-07-12,17400,18300,17400,17700,595662,127220.0,4791700.0
2005-07-13,17999,18933,17999,18667,1191408,134168.0,4791700.0
2005-07-14,19333,20233,18466,18600,1773545,133688.0,4791700.0
2005-07-15,18433,18766,18066,18233,417550,131053.0,4791700.0
2005-07-18,18566,19966,18333,19500,1579279,140157.0,4791700.0
2005-07-19,19399,19833,18766,18867,641502,135605.0,4791700.0
2005-07-20,19000,19066,17066,17600,695806,126501.0,4791700.0
2005-07-21,17666,18066,16800,17233,493713,123865.0,4791700.0
2005-07-22,16866,19000,16866,18433,1155898,132789.0,4802500.0
2005-07-25,18466,18866,17866,18200,706786,131108.0,4802500.0
2005-07-26,18000,18433,17600,17900,461639,128947.0,4802500.0
2005-07-27,17933,18333,17766,17867,437400,128707.0,4802500.0
2005-07-28,18200,20400,18133,19867,2303719,143114.0,4802500.0
2005-07-29,19466,20133,18066,18300,830541,131829.0,4802500.0
2005-08-01,18466,18633,17933,17933,403114,129187.0,4802500.0
2005-08-02,18333,19566,18299,18667,1798502,134470.0,4802500.0
2005-08-03,18533,19399,18333,19000,1228674,136871.0,4802500.0
2005-08-04,19866,20133,17933,17933,1344850,129187.0,4802500.0
2005-08-05,17533,17866,16933,17133,400709,123424.0,4802500.0
2005-08-08,16766,17266,16533,16600,329826,119582.0,4802500.0
2005-08-09,16066,16866,16066,16467,328261,118622.0,4802500.0
2005-08-10,16566,18266,16566,16933,1002310,121984.0,4802500.0
2005-08-11,17200,17233,16633,16933,228000,121984.0,4802500.0
2005-08-12,17066,17200,16733,16733,246205,120543.0,4802500.0
2005-08-16,16733,17800,16533,17133,601224,123424.0,4802500.0
2005-08-17,17000,17600,16733,16833,300232,121263.0,4802500.0
2005-08-18,16933,17033,16000,16200,255278,116701.0,4802500.0
2005-08-19,16000,16466,15666,16033,211191,115500.0,4802500.0
2005-08-22,16033,16333,15966,16133,158453,116220.0,4802500.0
2005-08-23,16466,16933,16299,16333,378316,117661.0,4802500.0
2005-08-24,16266,17599,16266,17067,1119302,122944.0,4802500.0
2005-08-25,17566,17566,16333,16433,551062,118382.0,4802500.0
2005-08-26,16266,16600,15266,15467,378347,111418.0,4802500.0
2005-08-29,15033,15099,13366,13533,268055,97491.0,4802500.0
2005-08-30,13733,14200,13400,13733,233826,98932.0,4802500.0
2005-08-31,13266,14200,13266,14133,231521,101813.0,4802500.0
2005-09-01,14100,14666,14000,14167,226649,102053.0,4802500.0
2005-09-02,14266,14500,14200,14267,178336,102774.0,4802500.0
2005-09-05,14700,14900,14400,14667,228134,105655.0,4802500.0
2005-09-06,14600,14733,14333,14667,150751,105655.0,4802500.0
2005-09-07,14933,14966,14666,14733,136770,106135.0,4802500.0
2005-09-08,14800,15133,14299,14333,185624,103254.0,4802500.0
2005-09-09,14333,14600,14133,14400,111326,103734.0,4802500.0
2005-09-12,14566,14666,14300,14367,120546,103494.0,4802500.0
2005-09-13,14333,14766,14333,14333,182022,103254.0,4802500.0
2005-09-14,14333,14466,13766,13800,141080,99412.0,4802500.0
2005-09-15,13666,13933,13566,13667,109148,98451.0,4802500.0
2005-09-16,13666,14000,13633,13867,126561,99892.0,4802500.0
2005-09-20,13933,14666,13933,14467,208742,104214.0,4802500.0
2005-09-21,14466,14966,14366,14433,204344,103974.0,4802500.0
2005-09-22,14533,14833,14433,14533,135440,104694.0,4802500.0
2005-09-23,14533,15200,14233,14600,274455,105175.0,4802500.0
2005-09-26,14800,15066,14666,14667,174594,105655.0,4802500.0
2005-09-27,14933,14966,14366,14800,160996,106616.0,4802500.0
2005-09-28,15333,16299,15200,15533,785485,111898.0,4802500.0
2005-09-29,15733,15833,15200,15333,161290,110458.0,4802500.0
2005-09-30,15500,15966,15333,15500,343270,111658.0,4802500.0
2005-10-04,15499,16733,15499,16567,559057,119342.0,4802500.0
2005-10-05,16666,16800,16000,16500,276144,118862.0,4802500.0
2005-10-06,16200,16400,15666,15667,315799,112859.0,4802500.0
2005-10-07,15766,16000,15633,15733,156369,113339.0,4802500.0
2005-10-10,15933,16766,15933,16300,385283,117421.0,4802500.0
2005-10-11,16333,16466,15800,15933,134788,114780.0,4802500.0
2005-10-12,16199,16833,16000,16233,383901,116941.0,4802500.0
2005-10-13,16066,16466,15933,16200,158301,116701.0,4802500.0
2005-10-14,16333,16599,16000,16467,294282,118622.0,4802500.0
2005-10-17,16600,17000,16200,16400,439865,118142.0,4802500.0
2005-10-18,16766,16833,15799,15833,215413,114059.0,4802500.0
2005-10-19,15666,15866,14233,14733,233712,106135.0,4802500.0
2005-10-20,14866,15266,14400,14467,160596,104214.0,4802500.0
2005-10-21,14000,14633,14000,14467,120573,104214.0,4802500.0
2005-10-24,14466,14833,14466,14500,130530,104454.0,4802500.0
2005-10-25,14699,14866,14500,14600,111385,105175.0,4802500.0
2005-10-26,14833,15099,14600,14733,144169,106135.0,4802500.0
2005-10-27,14666,14900,14400,14467,93719,104214.0,4802500.0
2005-10-28,14300,14400,13866,13967,114678,100612.0,4802500.0
2005-10-31,14133,14200,13966,13967,62318,100612.0,4802500.0
2005-11-01,13800,14266,13800,14100,109151,101573.0,4802500.0
2005-11-02,14133,15533,14133,15267,306649,109977.0,4802500.0
2005-11-03,15366,15366,14466,14600,149368,105175.0,4802500.0
2005-11-04,14800,14800,14366,14433,97373,103974.0,4802500.0
2005-11-07,14499,15033,14499,14733,161614,106135.0,4802500.0
2005-11-08,14733,14866,14533,14733,83504,106135.0,4802500.0
2005-11-09,14700,15133,14666,14833,147516,106856.0,4802500.0
2005-11-10,14833,15266,14733,15000,138117,108056.0,4802500.0
2005-11-11,14966,15066,14666,14867,108066,107096.0,4802500.0
2005-11-14,14533,14600,14033,14333,142966,103254.0,4802500.0
2005-11-15,14333,14533,14133,14400,92934,103734.0,4802500.0
2005-11-16,14166,14466,14100,14267,97854,102774.0,4802500.0
2005-11-17,14266,14699,14266,14333,147209,103254.0,4802500.0
2005-11-18,14433,14500,14166,14267,103003,102774.0,4802500.0
2005-11-21,14333,14400,13799,13900,160684,100132.0,4802500.0
2005-11-22,13666,13966,13466,13867,119306,99892.0,4802500.0
2005-11-23,13766,13966,13666,13700,129857,98691.0,4802500.0
2005-11-24,13700,14433,13700,13900,244876,100132.0,4802500.0
2005-11-25,14000,14166,13866,14167,116892,102053.0,4802500.0
2005-11-28,14433,14466,14166,14200,95299,102293.0,4802500.0
2005-11-29,14100,14400,14033,14133,79404,101898.0,4806500.0
2005-11-30,14166,14366,14100,14300,87429,103099.0,4806500.0
2005-12-01,14333,15433,14233,15067,309297,108627.0,4806500.0
2005-12-02,15066,15166,14666,14833,159068,106945.0,4806500.0
2005-12-05,15666,16966,15533,16667,862418,120162.0,4806500.0
2005-12-06,16500,16633,15600,15767,278771,113674.0,4806500.0
2005-12-07,15933,16000,14600,14600,237956,105262.0,4806500.0
2005-12-08,14133,14900,14133,14400,176075,103820.0,4806500.0
2005-12-09,14500,14933,14466,14467,152378,104301.0,4806500.0
2005-12-12,14400,15166,14400,14500,151798,104541.0,4806500.0
2005-12-13,14433,14533,14000,14200,135000,102378.0,4806500.0
2005-12-14,14200,14366,13933,14200,165610,102378.0,4806500.0
2005-12-15,14233,14300,13900,14000,96776,100936.0,4806500.0
2005-12-16,11900,12033,11900,11900,627223,85796.0,4806500.0
2005-12-19,10800,10933,10133,10133,622571,73059.0,4806500.0
2005-12-20,9966,10433,9600,10167,547020,73299.0,4806500.0
2005-12-21,10333,11166,10266,10533,421388,75943.0,4806500.0
2005-12-22,11000,11000,9500,9500,341263,68493.0,4806500.0
2005-12-23,9500,10466,9200,10133,402958,73059.0,4806500.0
2005-12-26,10000,11633,10000,11633,574793,83873.0,4806500.0
2005-12-27,11666,12400,10800,11000,681371,79307.0,4806500.0
2005-12-28,11200,11400,10733,10800,195183,77865.0,4806500.0
2005-12-29,10733,10800,10100,10133,255530,73059.0,4806500.0
2006-01-02,10233,10433,9866,10400,146532,74981.0,4806500.0
2006-01-03,10400,10900,10266,10500,188887,75702.0,4806500.0
2006-01-04,10500,10900,10300,10400,148622,74981.0,4806500.0
2006-01-05,10466,10633,10133,10200,114451,73539.0,4806500.0
2006-01-06,10200,10766,10200,10367,209997,74811.0,4811000.0
2006-01-09,10466,10833,10333,10533,117405,76014.0,4811000.0
2006-01-10,10666,11666,10466,10967,411090,79141.0,4811000.0
2006-01-11,11066,11266,10499,10633,123001,76735.0,4811000.0
2006-01-12,10900,11566,10666,10967,407288,79141.0,4811000.0
2006-01-13,10733,10866,10400,10533,106290,76551.0,4845000.0
2006-01-16,10633,10633,10266,10400,84441,75582.0,4845000.0
2006-01-17,10333,10633,10166,10233,122753,74371.0,4845000.0
2006-01-18,10066,10266,9333,9700,156744,70495.0,4845000.0
2006-01-19,9700,9866,9466,9467,76794,68799.0,4845000.0
2006-01-20,9466,9733,9033,9033,100962,65650.0,4845000.0
2006-01-23,8700,8966,8233,8267,126047,60078.0,4845000.0
2006-01-24,8033,8400,7266,8200,89986,59594.0,4845000.0
2006-01-25,8233,8999,8233,8333,187433,60562.0,4845000.0
2006-01-26,8533,8733,8266,8733,78995,63470.0,4845000.0
2006-01-27,9133,9133,8733,8933,94779,64923.0,4845000.0
2006-01-31,8866,10200,8799,9933,316214,72190.0,4845000.0
2006-02-01,9800,10266,8933,9167,260394,66619.0,4845000.0
2006-02-02,9400,9466,8800,9000,131390,65408.0,4845000.0
2006-02-03,8666,10033,8666,9167,297619,66619.0,4845000.0
2006-02-06,8666,9533,8466,9467,147405,68799.0,4845000.0
2006-02-07,9266,9533,8866,8867,131766,64438.0,4845000.0
2006-02-08,8666,9233,8666,8833,125265,64196.0,4845000.0
2006-02-09,9033,9600,8966,9267,193226,67346.0,4845000.0
2006-02-10,9966,10633,9766,10633,540153,77278.0,4845000.0
2006-02-13,10733,11866,9733,10933,876914,79458.0,4845000.0
2006-02-14,10933,11133,10000,10067,512962,73160.0,4845000.0
2006-02-15,10333,10400,9433,9533,360978,69284.0,4845000.0
2006-02-16,9466,9899,9466,9633,202861,70010.0,4845000.0
2006-02-17,9666,10400,9633,10133,312174,73644.0,4845000.0
2006-02-20,10000,10266,9666,9900,198755,71948.0,4845000.0
2006-02-21,9933,10166,9633,9667,130937,70252.0,4845000.0
2006-02-22,9700,10100,9700,9767,103311,70979.0,4845000.0
2006-02-23,9866,11200,9866,11200,920513,81396.0,4845000.0
2006-02-24,11066,11233,10466,10767,314557,78247.0,4845000.0
2006-02-27,10866,10966,10333,10967,251300,79700.0,4845000.0
2006-02-28,10733,10933,10366,10367,199642,75340.0,4845000.0
2006-03-02,10366,11566,10366,11000,598142,79942.0,4845000.0
2006-03-03,11000,12633,10766,12633,677460,91813.0,4845000.0
2006-03-06,12633,14233,12333,13100,1843223,95204.0,4845000.0
2006-03-07,13000,13800,12500,13000,793854,94478.0,4845000.0
2006-03-08,12866,13200,11133,11400,701353,82850.0,4845000.0
2006-03-09,11466,12366,11466,11933,736963,86726.0,4845000.0
2006-03-10,13700,13700,13700,13700,86815,99668.0,4850000.0
2006-03-13,14900,15533,13800,14000,1720881,101850.0,4850000.0
2006-03-14,13866,14033,13000,13600,699220,98940.0,4850000.0
2006-03-15,13600,14133,13266,13533,743904,98455.0,4850000.0
2006-03-16,13200,13666,12400,12467,527910,90695.0,4850000.0
2006-03-17,12400,12833,11900,12200,336640,88755.0,4850000.0
2006-03-20,12200,13233,12200,12600,976085,91665.0,4850000.0
2006-03-21,12600,12700,12133,12667,425790,92150.0,4850000.0
2006-03-22,12733,13200,12333,12333,763050,89725.0,4850000.0
2006-03-23,12500,13533,12333,12833,1233267,93362.0,4850000.0
2006-03-24,12666,12933,11933,11933,402755,86815.0,4850000.0
2006-03-27,11733,12166,11533,11633,305018,84632.0,4850000.0
2006-03-28,11533,11733,10966,11033,248108,80268.0,4850000.0
2006-03-29,10866,11500,10866,11100,269195,80752.0,4850000.0
2006-03-30,11366,11500,11133,11267,238043,81965.0,4850000.0
2006-03-31,11433,11666,11333,11367,241706,82692.0,4850000.0
2006-04-03,11400,11666,11200,11600,281156,84390.0,4850000.0
2006-04-04,11800,12133,11566,11567,349380,84148.0,4850000.0
2006-04-05,11700,11766,11400,11500,198783,83759.0,4855600.0
2006-04-06,11766,11800,11233,11233,165417,81817.0,4855600.0
2006-04-07,11233,11466,11200,11300,175342,82302.0,4855600.0
2006-04-10,11266,11366,11100,11133,134343,81089.0,4855600.0
2006-04-11,11100,11433,11033,11400,211601,83031.0,4855600.0
2006-04-12,11333,11400,11133,11133,116435,81089.0,4855600.0
2006-04-13,11133,11233,11066,11133,117354,81089.0,4855600.0
2006-04-14,11200,11533,11166,11267,209553,82060.0,4855600.0
2006-04-17,11366,11666,11233,11467,242801,83516.0,4855600.0
2006-04-18,11466,11566,11133,11200,131521,81574.0,4855600.0
2006-04-19,11233,11533,11066,11067,203448,80603.0,4855600.0
2006-04-20,11000,11133,10533,10533,192590,76718.0,4855600.0
2006-04-21,10566,10833,10533,10567,122274,76961.0,4855600.0
2006-04-24,10433,10900,10133,10567,182586,76961.0,4855600.0
2006-04-25,10533,10700,10266,10267,99447,74776.0,4855600.0
2006-04-26,10400,10500,10200,10200,73837,74291.0,4855600.0
2006-04-27,10266,10366,10200,10200,80336,74291.0,4855600.0
2006-04-28,10200,10333,9866,10133,78285,73805.0,4855600.0
2006-05-02,10000,10200,10000,10100,64357,73638.0,4860600.0
2006-05-03,10066,10433,10033,10033,70890,73152.0,4860600.0
2006-05-04,10033,10299,10033,10033,65885,73152.0,4860600.0
2006-05-08,10100,11200,10066,10667,267821,77770.0,4860600.0
2006-05-09,10933,11600,10533,10867,425577,79228.0,4860600.0
2006-05-10,10900,11033,10433,10467,135569,76311.0,4860600.0
2006-05-11,10433,10800,10400,10567,102995,77041.0,4860600.0
2006-05-12,10566,11066,10466,10700,178823,78013.0,4860600.0
2006-05-15,11033,11366,10766,10833,189030,78985.0,4860600.0
2006-05-16,11100,11100,10166,10200,111979,74367.0,4860600.0
2006-05-17,10133,10466,10066,10300,90169,75096.0,4860600.0
2006-05-18,9933,9933,9466,9667,111128,70479.0,4860600.0
2006-05-19,9466,9766,9433,9667,73518,70479.0,4860600.0
2006-05-22,9666,9766,9200,9200,80012,67076.0,4860600.0
2006-05-23,9366,9766,9166,9200,103145,67076.0,4860600.0
2006-05-24,9133,9333,8933,9100,52582,66347.0,4860600.0
2006-05-25,9200,9400,8666,8667,74617,63188.0,4860600.0
2006-05-26,8866,8966,8733,8867,60772,64646.0,4860600.0
2006-05-29,8933,10166,8866,10167,325762,74124.0,4860600.0
2006-05-30,10233,10266,9366,9500,194396,69264.0,4860600.0
2006-06-01,9333,9499,8799,8933,95876,65132.0,4860600.0
2006-06-02,9133,9133,8666,8800,79684,64160.0,4860600.0
2006-06-05,8700,8866,8333,8467,98368,61730.0,4860600.0
2006-06-07,8100,8200,7600,7733,72515,56383.0,4860600.0
2006-06-08,7733,8100,7600,7867,73293,57355.0,4860600.0
2006-06-09,8100,8800,8100,8367,102617,61001.0,4860600.0
2006-06-12,8399,8533,8133,8533,27550,62216.0,4860600.0
2006-06-13,8233,8466,8166,8167,28513,59542.0,4860600.0
2006-06-14,8133,8466,8133,8400,32383,61244.0,4860600.0
2006-06-15,8600,9400,8533,9000,162826,65618.0,4860600.0
2006-06-16,9266,9466,9000,9200,122932,67076.0,4860600.0
2006-06-19,9066,9133,8600,8600,67448,62702.0,4860600.0
2006-06-20,8733,9866,8533,9867,524046,71937.0,4860600.0
2006-06-21,9733,9833,9199,9533,335448,69507.0,4860600.0
2006-06-22,9733,9933,9100,9367,208953,68291.0,4860600.0
2006-06-23,9233,9599,9033,9133,152987,66590.0,4860600.0
2006-06-26,9266,9299,8899,9033,106291,65861.0,4860600.0
2006-06-27,9099,9633,8833,9533,307674,69507.0,4860600.0
2006-06-28,9200,10833,9166,9867,1022712,71937.0,4860600.0
2006-06-29,10000,10400,9833,9933,275066,72423.0,4860600.0
2006-06-30,10166,10533,9900,9900,345217,72180.0,4860600.0
2006-07-03,10100,10233,9766,9800,110812,71451.0,4860600.0
2006-07-04,9866,10166,9666,10067,220049,73395.0,4860600.0
2006-07-05,9833,9933,9399,9433,110943,68777.0,4860600.0
2006-07-06,9500,9666,9299,9533,87488,69507.0,4860600.0
2006-07-07,9600,9666,9266,9267,86748,67562.0,4860600.0
2006-07-10,9099,9566,9099,9533,80995,69507.0,4860600.0
2006-07-11,9600,9800,9466,9667,95219,70479.0,4860600.0
2006-07-12,9633,9700,9333,9467,104107,69021.0,4860600.0
2006-07-13,9566,9766,9233,9267,126051,67562.0,4860600.0
2006-07-14,9199,9199,8766,8833,87223,64403.0,4860600.0
2006-07-18,8799,8933,8333,8333,70654,60758.0,4860600.0
2006-07-19,8466,8866,8466,8567,123464,62459.0,4860600.0
2006-07-20,8733,8800,8566,8800,58743,64160.0,4860600.0
2006-07-21,8799,8833,8599,8633,59643,62945.0,4860600.0
2006-07-24,8666,8733,8533,8700,31729,63431.0,4860600.0
2006-07-25,8933,8933,8733,8733,45330,63674.0,4860600.0
2006-07-26,8866,8866,8633,8733,30437,63674.0,4860600.0
2006-07-27,8766,8833,8666,8833,32366,64403.0,4860600.0
2006-07-28,8800,8966,8700,8900,46352,66675.0,4994405.0
2006-07-31,8933,9033,8799,8833,40142,66176.0,4994405.0
2006-08-01,8733,9566,8733,8933,237637,66925.0,4994405.0
2006-08-02,8900,8966,8700,8867,62885,66426.0,4994405.0
2006-08-03,8866,9200,8700,8700,72296,65177.0,4994405.0
2006-08-04,8733,8900,8666,8700,42212,65177.0,4994405.0
2006-08-07,8699,8799,8633,8633,37696,64678.0,4994405.0
2006-08-08,8699,8866,8666,8733,43527,65427.0,4994405.0
2006-08-09,8733,9066,8700,8867,73905,66426.0,4994405.0
2006-08-10,8966,9033,8799,8933,55253,66925.0,4994405.0
2006-08-11,9000,9466,8933,9067,188270,67924.0,4994405.0
2006-08-14,9066,9299,8933,8933,57357,66925.0,4994405.0
2006-08-16,8666,8766,8200,8267,240656,61931.0,4994405.0
2006-08-17,8333,8433,8233,8267,65390,61931.0,4994405.0
2006-08-18,8266,8666,8266,8433,124187,63179.0,4994405.0
2006-08-21,8533,9533,8466,9000,680496,67424.0,4994405.0
2006-08-22,9000,9033,8733,8800,139232,65926.0,4994405.0
2006-08-23,8666,9399,8666,9033,455380,67674.0,4994405.0
2006-08-24,9200,9266,8900,9000,117208,67424.0,4994405.0
2006-08-25,9133,9166,8899,9033,97511,67674.0,4994405.0
2006-08-28,8999,9199,8899,8933,70901,66925.0,4994405.0
2006-08-29,9000,9900,8966,9600,591257,71919.0,4994405.0
2006-08-30,9466,9633,9266,9400,106400,70421.0,4994405.0
2006-08-31,9466,9699,9233,9233,261493,69173.0,4994405.0
2006-09-01,9333,9633,9233,9533,172172,71420.0,4994405.0
2006-09-04,9733,9833,9500,9800,210301,73418.0,4994405.0
2006-09-05,9733,9733,9500,9533,84169,71420.0,4994405.0
2006-09-06,9533,9700,9333,9333,103371,69922.0,4994405.0
2006-09-07,9266,9500,9233,9367,75298,70171.0,4994405.0
2006-09-08,9433,9433,9333,9433,49729,70671.0,4994405.0
2006-09-11,9433,9533,9233,9267,57547,69422.0,4994405.0
2006-09-12,9266,9766,9266,9433,165489,70671.0,4994405.0
2006-09-13,9500,9600,9366,9533,79488,71420.0,4994405.0
2006-09-14,9466,10500,9433,9800,757900,73418.0,4994405.0
2006-09-15,9900,9933,9633,9933,138433,74417.0,4994405.0
2006-09-18,9933,10066,9800,10000,161704,74916.0,4994405.0
2006-09-19,9933,10100,9833,9967,103848,74666.0,4994405.0
2006-09-20,9933,10233,9700,9700,145530,72669.0,4994405.0
2006-09-21,9766,9833,9533,9567,133163,71670.0,4994405.0
2006-09-22,9566,9566,9100,9100,117636,68174.0,4994405.0
2006-09-25,9000,9200,8900,8967,78471,67175.0,4994405.0
2006-09-26,9100,9300,9000,9000,74013,67424.0,4994405.0
2006-09-27,9033,9200,9033,9067,42909,67924.0,4994405.0
2006-09-28,9133,9333,9133,9200,51740,68923.0,4994405.0
2006-09-29,9266,9400,9066,9067,50375,67924.0,4994405.0
2006-10-02,9099,9433,8999,9133,75075,68423.0,4994405.0
2006-10-04,9066,9266,8833,8833,55580,66176.0,4994405.0
2006-10-09,8833,8866,7733,7867,149859,58934.0,4994405.0
2006-10-10,7800,8233,7800,8233,56375,61681.0,4994405.0
2006-10-11,8066,8400,8000,8267,52522,61931.0,4994405.0
2006-10-12,8300,8600,8300,8400,42308,62930.0,4994405.0
