디티앤씨(187220),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-03-18,26400,26950,25450,25500,91343,251278.0,9854054.0
2015-03-19,25900,25900,24800,25450,83910,250786.0,9854054.0
2015-03-20,25350,26450,25150,26050,78607,256698.0,9854054.0
2015-03-23,26050,26150,25300,25450,62677,250786.0,9854054.0
2015-03-24,25600,27350,25600,27150,222092,267538.0,9854054.0
2015-03-25,27150,27450,26800,27050,105032,266552.0,9854054.0
2015-03-26,26900,28550,26850,27850,277084,274435.0,9854054.0
2015-03-27,27850,27900,26950,27350,107507,269508.0,9854054.0
2015-03-30,27750,27750,26950,27400,80690,270001.0,9854054.0
2015-03-31,27650,27700,26950,27300,75244,269016.0,9854054.0
2015-04-01,27150,28300,26600,28100,183742,276899.0,9854054.0
2015-04-02,28800,29600,28150,29000,328650,285768.0,9854054.0
2015-04-03,28650,30700,28600,30600,335779,301534.0,9854054.0
2015-04-06,30850,31400,30250,30300,208486,298578.0,9854054.0
2015-04-07,30750,31100,30150,30600,229622,301534.0,9854054.0
2015-04-08,30800,30950,29550,30200,182971,297592.0,9854054.0
2015-04-09,30200,30450,29200,29500,172646,290695.0,9854054.0
2015-04-10,29500,30000,29250,29900,100245,294636.0,9854054.0
2015-04-13,29950,30300,28100,28200,269995,277884.0,9854054.0
2015-04-14,28250,28450,27100,27100,181523,267045.0,9854054.0
2015-04-15,27200,27850,27150,27750,124306,273450.0,9854054.0
2015-04-16,27600,27800,27150,27450,92838,270494.0,9854054.0
2015-04-17,27550,28800,27500,28800,129611,283797.0,9854054.0
2015-04-20,28300,28650,28200,28250,80834,278377.0,9854054.0
2015-04-21,29250,29850,28600,29000,163001,285768.0,9854054.0
2015-04-22,29500,29750,26650,27800,251921,273943.0,9854054.0
2015-04-23,28000,28000,26700,27050,126634,266552.0,9854054.0
2015-04-24,26950,27900,25900,26400,122128,260147.0,9854054.0
2015-04-27,26200,27250,26050,27150,48109,267538.0,9854054.0
2015-04-28,27250,27750,27000,27550,85102,271479.0,9854054.0
2015-04-29,27550,28000,27000,27750,56720,273450.0,9854054.0
2015-04-30,27850,27850,26750,27000,61137,266059.0,9854054.0
2015-05-04,27050,27050,26150,26600,44705,262118.0,9854054.0
2015-05-06,26550,26550,25150,25300,89140,249308.0,9854054.0
2015-05-07,24900,25400,23550,25400,137506,250293.0,9854054.0
2015-05-08,25650,25750,24950,25400,62261,250293.0,9854054.0
2015-05-11,25450,26050,25100,25900,57940,255220.0,9854054.0
2015-05-12,25700,26200,25500,25850,53114,254727.0,9854054.0
2015-05-13,25700,26300,25500,26000,65634,256205.0,9854054.0
2015-05-14,26150,26500,25400,25900,87638,255220.0,9854054.0
2015-05-15,25850,26200,24900,25400,78476,250293.0,9854054.0
2015-05-18,24700,25000,23950,23950,253608,236005.0,9854054.0
2015-05-19,23950,24700,23650,24300,113143,239454.0,9854054.0
2015-05-20,24550,24650,23050,23150,195108,228121.0,9854054.0
2015-05-21,23300,24250,23000,24250,95357,238961.0,9854054.0
2015-05-22,24150,24300,23600,23900,69168,235512.0,9854054.0
2015-05-26,23600,23850,22400,22750,156792,224180.0,9854054.0
2015-05-27,22450,23050,22250,23000,100585,226643.0,9854054.0
2015-05-28,23000,23300,22300,23300,109486,229599.0,9854054.0
2015-05-29,23300,23800,23000,23250,68351,229107.0,9854054.0
2015-06-01,23100,23450,22350,23000,41206,226643.0,9854054.0
2015-06-02,23100,23150,22200,22250,78775,219253.0,9854054.0
2015-06-03,22700,23800,22400,23550,178463,232063.0,9854054.0
2015-06-04,23900,24150,23350,23650,169922,233048.0,9854054.0
2015-06-05,23600,24400,22950,23900,103549,235512.0,9854054.0
2015-06-08,23900,24150,23250,23350,66943,230092.0,9854054.0
2015-06-09,23300,25150,23050,24800,229416,244381.0,9854054.0
2015-06-10,25000,25400,24450,24600,92421,242410.0,9854054.0
2015-06-11,24600,24800,23950,24200,80721,238468.0,9854054.0
2015-06-12,24350,25300,24000,24450,98220,240932.0,9854054.0
2015-06-15,24200,25150,23850,24850,99956,244873.0,9854054.0
2015-06-16,25000,25150,23750,24600,97074,242410.0,9854054.0
2015-06-17,24600,24800,23850,24650,90454,242902.0,9854054.0
2015-06-18,24350,24650,23850,24300,87909,239454.0,9854054.0
2015-06-19,24400,24400,23850,24250,72845,238961.0,9854054.0
2015-06-22,23800,24200,23150,23250,81862,229107.0,9854054.0
2015-06-23,23350,23800,22700,23100,114068,227629.0,9854054.0
2015-06-24,23600,23800,22950,23250,140067,229107.0,9854054.0
2015-06-25,23050,24300,22800,24300,168119,239454.0,9854054.0
2015-06-26,24200,24200,23100,23500,188434,231570.0,9854054.0
2015-06-29,22750,23300,21400,21500,268297,211862.0,9854054.0
2015-06-30,21100,21700,20800,21500,145543,211862.0,9854054.0
2015-07-01,21600,22150,21550,22000,131241,216789.0,9854054.0
2015-07-02,22250,22250,21300,21400,95566,210877.0,9854054.0
2015-07-03,21650,24050,21650,24000,391245,236497.0,9854054.0
2015-07-06,24100,24750,23450,23750,203252,234034.0,9854054.0
2015-07-07,24100,24250,22650,23350,139369,230092.0,9854054.0
2015-07-08,23250,23600,22500,22800,73397,224672.0,9854054.0
2015-07-09,22300,22600,21750,21750,133305,214326.0,9854054.0
2015-07-10,21800,22550,21800,22400,72474,220731.0,9854054.0
2015-07-13,22400,23750,22400,23500,91819,231570.0,9854054.0
2015-07-14,23850,26100,23600,25700,715704,253249.0,9854054.0
2015-07-15,25500,26300,25050,25300,282184,249308.0,9854054.0
2015-07-16,25400,26700,25200,26700,246648,263103.0,9854054.0
2015-07-17,26850,27550,26200,26750,211169,263596.0,9854054.0
2015-07-20,27750,28050,27200,27750,205176,273450.0,9854054.0
2015-07-21,27750,27750,26350,27000,130639,266059.0,9854054.0
2015-07-22,26750,27050,26150,27000,136081,266059.0,9854054.0
2015-07-23,27300,28450,26400,28350,139170,279362.0,9854054.0
2015-07-24,28050,28350,26450,26450,155991,260640.0,9854054.0
2015-07-27,26000,26500,24800,24800,140839,244381.0,9854054.0
2015-07-28,24200,24900,23450,24850,124370,244873.0,9854054.0
2015-07-29,24850,25300,24200,24750,154295,243888.0,9854054.0
2015-07-30,24850,25100,23650,23900,90056,235512.0,9854054.0
2015-07-31,23750,25200,23250,24700,90492,243395.0,9854054.0
2015-08-03,25000,25000,23700,24250,68096,238961.0,9854054.0
2015-08-04,24200,25000,23650,25000,43284,246351.0,9854054.0
2015-08-05,25000,25000,24450,24800,43128,244381.0,9854054.0
2015-08-06,24800,25100,24450,24800,67559,244381.0,9854054.0
2015-08-07,24500,25600,24000,25000,107639,246351.0,9854054.0
2015-08-10,25300,25450,24550,25300,87169,249308.0,9854054.0
2015-08-11,25600,26300,25000,25150,139690,247829.0,9854054.0
2015-08-12,25000,25100,22400,23450,189791,231078.0,9854054.0
2015-08-13,23700,24750,23100,24300,93808,239454.0,9854054.0
2015-08-17,24300,24800,23300,23300,82691,229599.0,9854054.0
2015-08-18,23250,23300,22050,22300,129378,219745.0,9854054.0
2015-08-19,22000,22550,19700,21000,249899,206935.0,9854054.0
2015-08-20,20100,21200,20100,20300,115003,200037.0,9854054.0
2015-08-21,19000,19400,18300,19100,179129,188212.0,9854054.0
2015-08-24,19100,19700,17650,17800,140779,175402.0,9854054.0
2015-08-25,17400,18200,16500,17700,302362,174417.0,9854054.0
2015-08-26,18400,20400,18100,19150,274697,188705.0,9854054.0
2015-08-27,19650,20650,19650,20350,97220,200530.0,9854054.0
2015-08-28,20450,21250,20450,20900,64800,205950.0,9854054.0
2015-08-31,21900,23500,21400,22200,218017,218760.0,9854054.0
2015-09-01,22250,22700,21500,22500,95129,221716.0,9854054.0
2015-09-02,21800,22600,20500,22600,55410,222702.0,9854054.0
2015-09-03,22800,23000,22000,22000,38478,216789.0,9854054.0
2015-09-04,22100,22300,20750,21600,61744,212848.0,9854054.0
2015-09-07,21550,21550,20300,20300,43071,200037.0,9854054.0
2015-09-08,20550,20700,20000,20200,22368,199052.0,9854054.0
2015-09-09,20800,21200,20400,20850,31507,205457.0,9854054.0
2015-09-10,20700,21250,20300,20700,38687,203979.0,9854054.0
2015-09-11,20850,21400,20500,21200,25996,208906.0,9854054.0
2015-09-14,21850,21850,20750,20850,20374,205457.0,9854054.0
2015-09-15,20850,21150,20400,20750,17950,204472.0,9854054.0
2015-09-16,20900,21250,20500,20600,20800,202994.0,9854054.0
2015-09-17,20800,21200,20000,20200,40567,199052.0,9854054.0
2015-09-18,20450,20850,20000,20700,35046,203979.0,9854054.0
2015-09-21,20400,20700,19650,19800,52025,195110.0,9854054.0
2015-09-22,20100,20300,19700,20100,45360,198066.0,9854054.0
2015-09-23,19850,20250,19050,19050,69999,187720.0,9854054.0
2015-09-24,19200,19200,18700,19050,47492,187720.0,9854054.0
2015-09-25,19000,19550,18800,19450,26219,191661.0,9854054.0
2015-09-30,19150,19300,18400,19000,37519,187227.0,9854054.0
2015-10-01,19250,19550,19000,19300,30037,190183.0,9854054.0
2015-10-02,19250,19850,19050,19800,41395,195110.0,9854054.0
2015-10-05,20000,20000,19500,19600,30459,193139.0,9854054.0
2015-10-06,19650,19750,19100,19200,36518,189198.0,9854054.0
2015-10-07,19050,19400,18950,19100,28497,188212.0,9854054.0
2015-10-08,19200,19400,18850,18900,25946,186242.0,9854054.0
2015-10-12,18950,19150,18750,18950,33961,186734.0,9854054.0
2015-10-13,18950,19100,18000,18150,88004,178851.0,9854054.0
2015-10-14,18200,18300,18000,18150,31304,178851.0,9854054.0
2015-10-15,18150,18250,17800,18200,14415,179344.0,9854054.0
2015-10-16,18450,18950,18250,18700,40741,184271.0,9854054.0
2015-10-19,18700,18700,18350,18450,20486,181807.0,9854054.0
2015-10-20,18350,19050,18350,18750,29585,184764.0,9854054.0
2015-10-21,18950,19250,18450,18550,28053,182793.0,9854054.0
2015-10-22,18500,19400,18350,19000,32910,187227.0,9854054.0
2015-10-23,19200,19300,18600,18600,32421,183285.0,9854054.0
2015-10-26,18800,18950,18150,18250,39376,179836.0,9854054.0
2015-10-27,18300,18650,17900,18600,34348,183285.0,9854054.0
2015-10-28,18650,18700,18150,18150,46064,178851.0,9854054.0
2015-10-29,18150,18200,17600,17700,66500,174417.0,9854054.0
2015-10-30,17900,17900,17250,17250,37089,169982.0,9854054.0
2015-11-02,17400,17400,16900,17000,45003,167519.0,9854054.0
2015-11-03,17000,17700,17000,17600,26979,173431.0,9854054.0
2015-11-04,17600,17900,17200,17900,40575,176388.0,9854054.0
2015-11-05,17800,17950,17550,17750,28777,174909.0,9854054.0
2015-11-06,17850,17850,17050,17300,47723,170475.0,9854054.0
2015-11-09,17050,17250,15650,16400,121904,161606.0,9854054.0
2015-11-10,16100,16100,15000,15450,97007,152245.0,9854054.0
2015-11-11,15450,16050,15350,16050,46646,158158.0,9854054.0
2015-11-12,15850,16850,15800,16750,41485,165055.0,9854054.0
2015-11-13,16450,16900,16300,16900,37311,166534.0,9854054.0
2015-11-16,16450,16800,16250,16500,30124,162592.0,9854054.0
2015-11-17,16700,16700,15900,16100,42228,158650.0,9854054.0
2015-11-18,16100,16350,15350,15650,55358,154216.0,9854054.0
2015-11-19,15650,15900,15500,15850,22025,156187.0,9854054.0
2015-11-20,15900,15900,15450,15700,32037,154709.0,9854054.0
2015-11-23,15700,15900,15400,15850,36090,156187.0,9854054.0
2015-11-24,16200,18150,16200,17100,212878,168504.0,9854054.0
2015-11-25,17400,19500,17100,19400,288542,191169.0,9854054.0
2015-11-26,19350,19600,18750,19200,70957,189198.0,9854054.0
2015-11-27,19400,19400,18750,18800,40115,185256.0,9854054.0
2015-11-30,18600,19000,17550,18200,77156,179344.0,9854054.0
2015-12-01,18350,18500,17800,18200,32659,179344.0,9854054.0
2015-12-02,18200,18650,17900,18100,29738,178358.0,9854054.0
2015-12-03,18300,19200,18100,18900,79320,186242.0,9854054.0
2015-12-04,18650,18800,17900,18400,45529,181315.0,9854054.0
2015-12-07,18250,18500,17900,18200,25819,179344.0,9854054.0
2015-12-08,18200,18350,17400,17400,43304,171461.0,9854054.0
2015-12-09,17700,17700,16700,16900,34744,166534.0,9854054.0
2015-12-10,16700,17200,16250,16450,45566,162099.0,9854054.0
2015-12-11,16550,16850,15700,16350,74339,161114.0,9854054.0
2015-12-14,15800,16300,15600,15850,48455,156187.0,9854054.0
2015-12-15,16000,16600,15750,16550,22460,163085.0,9854054.0
2015-12-16,16600,17150,16400,17000,28338,167519.0,9854054.0
2015-12-17,17500,17550,17000,17200,34836,169490.0,9854054.0
2015-12-18,17050,17900,16800,17800,30478,175402.0,9854054.0
2015-12-21,17700,17800,17400,17700,19646,174417.0,9854054.0
2015-12-22,17700,17850,17300,17450,30850,171953.0,9854054.0
2015-12-23,17550,17700,17150,17600,22577,173431.0,9854054.0
2015-12-24,17600,17900,17450,17600,17599,173431.0,9854054.0
2015-12-28,17750,17950,17200,17450,32939,171953.0,9854054.0
2015-12-29,17600,18700,17400,18400,64074,181315.0,9854054.0
2015-12-30,18600,18750,18200,18400,21910,181315.0,9854054.0
2016-01-04,18550,18550,17700,18100,32833,178358.0,9854054.0
2016-01-05,17650,18050,17300,17400,42899,171461.0,9854054.0
2016-01-06,17400,17550,16400,16700,86685,164563.0,9854054.0
2016-01-07,16600,17100,16450,16650,35191,164070.0,9854054.0
2016-01-08,17000,18100,16750,17800,156839,175402.0,9854054.0
2016-01-11,17850,17850,16500,16750,104800,165055.0,9854054.0
2016-01-12,16900,16900,16300,16350,39061,161114.0,9854054.0
2016-01-13,16500,16650,15950,16050,139638,158158.0,9854054.0
2016-01-14,15750,15950,15050,15500,151511,152738.0,9854054.0
2016-01-15,15600,15750,14850,15000,85570,147811.0,9854054.0
2016-01-18,14750,15050,14600,14850,69520,146333.0,9854054.0
2016-01-19,14800,15450,14800,15400,57957,151752.0,9854054.0
2016-01-20,15500,15500,14600,14900,39925,146825.0,9854054.0
2016-01-21,14800,15300,14750,14950,21845,147318.0,9854054.0
2016-01-22,15450,15750,15000,15300,53992,150767.0,9854054.0
2016-01-25,15350,15600,15150,15400,27130,151752.0,9854054.0
2016-01-26,15400,15400,14900,15000,25452,147811.0,9854054.0
2016-01-27,15200,15500,14850,15000,46299,147811.0,9854054.0
2016-01-28,15000,15300,14750,15000,25989,147811.0,9854054.0
2016-01-29,15350,15800,15300,15600,72254,153723.0,9854054.0
2016-02-01,15600,15700,15050,15250,89689,150274.0,9854054.0
2016-02-02,15200,15250,14800,14900,63340,146825.0,9854054.0
2016-02-03,14800,15250,14750,15050,40413,148304.0,9854054.0
2016-02-04,15050,15100,14850,15050,37997,148304.0,9854054.0
2016-02-05,15050,15150,14450,14550,121333,143376.0,9854054.0
2016-02-11,13950,14200,12950,13000,157242,128103.0,9854054.0
2016-02-12,12900,13150,11150,11900,338033,117263.0,9854054.0
2016-02-15,11900,12250,11700,11900,83711,117263.0,9854054.0
2016-02-16,12000,12200,11700,12100,96836,119234.0,9854054.0
2016-02-17,12350,12500,11850,12100,101562,119234.0,9854054.0
2016-02-18,12300,12450,11850,12000,72612,118249.0,9854054.0
2016-02-19,11850,12300,11200,11500,220062,113322.0,9854054.0
2016-02-22,11450,12250,11400,12100,123317,119234.0,9854054.0
2016-02-23,12500,12850,12450,12550,163013,123668.0,9854054.0
2016-02-24,12550,12800,12350,12600,62716,124161.0,9854054.0
2016-02-25,12700,12800,12350,12400,46192,122190.0,9854054.0
2016-02-26,12500,12650,12150,12300,50879,121205.0,9854054.0
2016-02-29,12500,12750,12400,12600,42549,124161.0,9854054.0
2016-03-02,12750,12950,12550,12800,59293,126132.0,9854054.0
2016-03-03,12800,13150,12550,13050,54812,128595.0,9854054.0
2016-03-04,13150,13350,13050,13250,50596,130566.0,9854054.0
2016-03-07,13300,13450,13000,13200,52927,130074.0,9854054.0
2016-03-08,13200,13250,12850,13100,57918,129088.0,9854054.0
2016-03-09,13050,13350,13050,13150,24818,129581.0,9854054.0
2016-03-10,13150,13650,13100,13400,57746,132044.0,9854054.0
2016-03-11,13550,13550,13050,13300,33985,131059.0,9854054.0
2016-03-14,13300,13500,13150,13500,23402,133030.0,9854054.0
2016-03-15,13400,13550,13100,13150,31398,129581.0,9854054.0
2016-03-16,13200,13200,12850,12900,35883,127117.0,9854054.0
2016-03-17,12950,13100,12800,12900,55491,127117.0,9854054.0
2016-03-18,12900,13000,12500,12750,70333,125639.0,9854054.0
2016-03-21,12750,13500,12750,13400,100869,132044.0,9854054.0
2016-03-22,13500,13500,13150,13400,33843,132044.0,9854054.0
2016-03-23,13450,13450,12950,13150,43589,129581.0,9854054.0
2016-03-24,13150,13150,12650,12800,53466,126132.0,9854054.0
2016-03-25,12750,12850,12450,12600,47150,124161.0,9854054.0
2016-03-28,12500,12650,12300,12300,32256,121205.0,9854054.0
2016-03-29,12300,13050,12300,13000,55110,128103.0,9854054.0
2016-03-30,13050,13200,12900,13050,45642,128595.0,9854054.0
2016-03-31,13150,13200,12700,13000,51894,128103.0,9854054.0
2016-04-01,13000,13200,12900,13050,40725,128595.0,9854054.0
2016-04-04,13200,13200,12750,13150,49613,129581.0,9854054.0
2016-04-05,13150,13150,12650,12750,68645,125639.0,9854054.0
2016-04-06,12600,12850,12550,12800,60772,126132.0,9854054.0
2016-04-07,12850,12850,12600,12800,31620,126132.0,9854054.0
2016-04-08,12650,12750,12450,12600,51816,124161.0,9854054.0
2016-04-11,12500,13050,12500,13000,54602,128103.0,9854054.0
2016-04-12,13000,13150,12800,13150,36081,129581.0,9854054.0
2016-04-14,13050,13400,13050,13400,71237,132044.0,9854054.0
2016-04-15,13300,14600,13200,13950,374867,137464.0,9854054.0
2016-04-18,13950,14300,13450,13450,153162,132537.0,9854054.0
2016-04-19,13650,14650,13550,14100,307685,138942.0,9854054.0
2016-04-20,14350,14650,14050,14550,162102,143376.0,9854054.0
2016-04-21,14700,14800,14350,14800,137512,145840.0,9854054.0
2016-04-22,15000,15650,15000,15600,434160,153723.0,9854054.0
2016-04-25,15750,15800,15100,15300,140933,150767.0,9854054.0
2016-04-26,15100,15350,14500,15350,167819,151260.0,9854054.0
2016-04-27,15350,15950,15150,15600,110159,153723.0,9854054.0
2016-04-28,15700,15750,15000,15050,103504,148304.0,9854054.0
2016-04-29,14900,15200,14650,14900,77268,146825.0,9854054.0
2016-05-02,15150,15150,14550,14600,70375,143869.0,9854054.0
2016-05-03,14600,15250,14600,14950,64983,147318.0,9854054.0
2016-05-04,14600,14700,14250,14450,101911,142391.0,9854054.0
2016-05-09,14500,14850,14000,14000,52335,137957.0,9854054.0
2016-05-10,14200,14350,13650,14300,60268,140913.0,9854054.0
2016-05-11,14250,14250,13900,14000,31001,137957.0,9854054.0
2016-05-12,13950,14250,13900,14100,26410,138942.0,9854054.0
2016-05-13,14100,14300,14000,14100,45690,138942.0,9854054.0
2016-05-16,14150,14150,13500,13850,66669,136479.0,9854054.0
2016-05-17,14000,14050,13350,14000,49140,137957.0,9854054.0
2016-05-18,13950,14150,13600,14050,39432,138449.0,9854054.0
2016-05-19,13950,14450,13900,14200,60858,139928.0,9854054.0
2016-05-20,14200,14250,13800,14250,35547,140420.0,9854054.0
2016-05-23,14300,14600,14100,14250,47783,140420.0,9854054.0
2016-05-24,14350,14400,14000,14100,25043,138942.0,9854054.0
2016-05-25,14300,15300,13900,15000,140734,147811.0,9854054.0
2016-05-26,15150,15500,14750,15150,73787,149289.0,9854054.0
2016-05-27,15100,15600,14600,15550,138538,153231.0,9854054.0
2016-05-30,15550,15600,15200,15450,68995,152245.0,9854054.0
2016-05-31,15550,15550,15300,15450,64069,152245.0,9854054.0
2016-06-01,15450,15500,14850,15150,51155,149289.0,9854054.0
2016-06-02,15250,15250,14750,14850,33983,146333.0,9854054.0
2016-06-03,14850,15050,14400,14450,66286,142391.0,9854054.0
2016-06-07,14700,14700,14300,14500,42393,142884.0,9854054.0
2016-06-08,14600,14600,14150,14250,39791,140420.0,9854054.0
2016-06-09,14300,14400,14000,14200,74546,139928.0,9854054.0
2016-06-10,14250,14550,14000,14550,43782,143376.0,9854054.0
2016-06-13,14250,14500,14100,14350,39662,141406.0,9854054.0
2016-06-14,14200,14350,13900,14300,42017,140913.0,9854054.0
2016-06-15,14300,14300,14050,14050,30314,138449.0,9854054.0
2016-06-16,14000,14150,13350,13500,65546,133030.0,9854054.0
2016-06-17,13750,13950,13450,13550,33404,133522.0,9854054.0
2016-06-20,13700,14000,13600,13900,24334,136971.0,9854054.0
2016-06-21,14050,14200,13600,13700,29530,135001.0,9854054.0
2016-06-22,13800,14150,13650,13950,31023,137464.0,9854054.0
2016-06-23,14000,14250,13750,14150,32568,139435.0,9854054.0
2016-06-24,14500,14700,12900,13500,150279,133030.0,9854054.0
2016-06-27,12750,13550,12750,13300,55663,131059.0,9854054.0
2016-06-28,13050,13650,13000,13600,31779,134015.0,9854054.0
2016-06-29,13700,13800,13500,13750,38537,135493.0,9854054.0
2016-06-30,13800,13900,13650,13750,38863,135493.0,9854054.0
2016-07-01,13900,13900,13750,13850,19192,136479.0,9854054.0
2016-07-04,13850,14350,13850,14000,34224,137957.0,9854054.0
2016-07-05,14000,14150,13550,13650,56646,134508.0,9854054.0
2016-07-06,13800,13800,13200,13400,50668,132044.0,9854054.0
2016-07-07,13550,13600,13350,13450,34566,132537.0,9854054.0
2016-07-08,13400,13550,13200,13200,34390,130074.0,9854054.0
2016-07-11,13200,13700,13150,13550,52037,133522.0,9854054.0
2016-07-12,13700,13750,13500,13500,19842,133030.0,9854054.0
2016-07-13,13700,13750,13350,13650,38794,134508.0,9854054.0
2016-07-14,13550,13750,13400,13750,25888,135493.0,9854054.0
2016-07-15,13750,13850,13500,13600,47705,134015.0,9854054.0
2016-07-18,13500,13700,13250,13400,26169,132044.0,9854054.0
2016-07-19,13500,13600,13200,13600,35872,134015.0,9854054.0
2016-07-20,13450,13650,13400,13400,23060,132044.0,9854054.0
2016-07-21,13500,13600,13200,13250,32586,130566.0,9854054.0
2016-07-22,13350,13450,13100,13150,45634,129581.0,9854054.0
2016-07-25,13200,13650,13150,13600,35690,134015.0,9854054.0
2016-07-26,13500,14050,13500,13650,42978,134508.0,9854054.0
2016-07-27,13800,13800,13500,13600,15184,134015.0,9854054.0
2016-07-28,13500,13850,13500,13500,19368,133030.0,9854054.0
2016-07-29,13550,13800,13500,13600,18219,134015.0,9854054.0
2016-08-01,13700,13700,13200,13300,25494,131059.0,9854054.0
2016-08-02,13400,13400,12950,13150,73031,129581.0,9854054.0
2016-08-03,13050,13150,12750,12750,41453,125639.0,9854054.0
2016-08-04,12900,12900,12500,12600,57629,124161.0,9854054.0
2016-08-05,12650,12750,12500,12600,37225,124161.0,9854054.0
2016-08-08,12600,13350,12600,13050,64839,128595.0,9854054.0
2016-08-09,12950,13150,12950,12950,20803,127610.0,9854054.0
2016-08-10,13150,13150,12800,12950,18364,127610.0,9854054.0
2016-08-11,13000,13050,12750,13000,20134,128103.0,9854054.0
2016-08-12,13050,13100,12700,12950,19787,127610.0,9854054.0
2016-08-16,12950,13100,12700,12800,44134,126132.0,9854054.0
2016-08-17,12900,12950,12450,12550,53747,123668.0,9854054.0
2016-08-18,12500,12650,12400,12450,18615,122683.0,9854054.0
2016-08-19,12550,12550,12050,12100,46752,119234.0,9854054.0
2016-08-22,12050,12150,11650,11750,34951,115785.0,9854054.0
2016-08-23,11400,12250,11400,12000,66976,118249.0,9854054.0
2016-08-24,12000,12400,12000,12300,22551,121205.0,9854054.0
2016-08-25,12200,12250,12000,12000,22860,118249.0,9854054.0
2016-08-26,12000,12150,11900,12000,21696,118249.0,9854054.0
2016-08-29,12000,12150,11150,11150,52943,109873.0,9854054.0
2016-08-30,11500,11600,11150,11250,44670,110858.0,9854054.0
2016-08-31,11350,11400,10950,11300,25122,111351.0,9854054.0
