한글과컴퓨터(030520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-02-03,3748,3848,3648,3748,2484510,51269.0,68358388.0
2003-02-04,3798,3948,3748,3798,3853600,51952.0,68358388.0
2003-02-05,3798,3898,3698,3748,2189070,51269.0,68358388.0
2003-02-06,3798,3848,3648,3698,1710460,50585.0,68358388.0
2003-02-07,3698,3748,3498,3548,2035230,48534.0,68358388.0
2003-02-10,3498,3698,3398,3598,5692650,49218.0,68358388.0
2003-02-11,3698,3898,3548,3648,13343810,49902.0,68358388.0
2003-02-12,3648,3748,3498,3548,3157410,48534.0,68358388.0
2003-02-13,3498,3548,3398,3448,2697940,47167.0,68358388.0
2003-02-14,3398,3548,3348,3448,2359910,47167.0,68358388.0
2003-02-17,3548,3748,3498,3698,3613450,50585.0,68358388.0
2003-02-18,3798,4098,3648,4098,6562850,56054.0,68358388.0
2003-02-19,4398,4498,4098,4098,8859420,56054.0,68358388.0
2003-02-20,4098,4198,3898,4048,3175860,55370.0,68358388.0
2003-02-21,4048,4048,3798,3848,2046970,52636.0,68358388.0
2003-02-24,3798,4048,3798,4048,3164630,55370.0,68358388.0
2003-02-25,3948,4498,3898,4248,9433960,58105.0,68358388.0
2003-02-26,4298,4348,4048,4098,2198280,56054.0,68358388.0
2003-02-27,3998,4048,3848,3848,1627040,52636.0,68358388.0
2003-02-28,3848,4148,3848,4048,2568680,55370.0,68358388.0
2003-03-03,3998,4098,3948,3998,1435430,54687.0,68358388.0
2003-03-04,3948,3998,3798,3848,1628210,52636.0,68358388.0
2003-03-05,3748,3798,3548,3598,1972090,49218.0,68358388.0
2003-03-06,3598,3698,3398,3448,1340390,47167.0,68358388.0
2003-03-07,3299,3348,3049,3048,2100720,41699.0,68358388.0
2003-03-10,2849,3299,2849,2998,2822830,41015.0,68358388.0
2003-03-11,2999,2999,2999,2998,0,41015.0,68358388.0
2003-03-12,2749,3348,2749,3348,6832800,45800.0,68358388.0
2003-03-13,3448,3598,3249,3298,7740700,45117.0,68358388.0
2003-03-14,3498,3598,3299,3348,3715000,45800.0,68358388.0
2003-03-17,3249,3299,2949,2948,1782630,40331.0,68358388.0
2003-03-18,3149,3299,3149,3298,2587800,45117.0,68358388.0
2003-03-19,3348,3648,3348,3648,2851460,49902.0,68358388.0
2003-03-20,3898,4048,3848,4048,3371270,55370.0,68358388.0
2003-03-21,4498,4498,4498,4497,1306180,61523.0,68358388.0
2003-03-24,4998,4998,4548,4697,14773810,64257.0,68358388.0
2003-03-25,4348,5098,4148,4547,19209620,62206.0,68358388.0
2003-03-26,4748,5048,4698,4897,18795870,66991.0,68358388.0
2003-03-27,4898,5248,4848,4947,13284060,67675.0,68358388.0
2003-03-28,5098,5348,4748,4947,21173030,67675.0,68358388.0
2003-03-31,4898,4998,4398,4447,5499860,60839.0,68358388.0
2003-04-01,4298,4748,4298,4597,7209180,62890.0,68358388.0
2003-04-02,4648,5148,4648,5147,23526740,70409.0,68358388.0
2003-04-03,5398,5697,5098,5247,15621050,71776.0,68358388.0
2003-04-04,5198,5647,5098,5247,12982830,74683.0,71126681.0
2003-04-07,5448,5448,5198,5297,5890246,75394.0,71126681.0
2003-04-08,5098,5597,5098,5347,10083966,76106.0,71126681.0
2003-04-09,5348,5897,5098,5197,18632903,73972.0,71126681.0
2003-04-10,5198,5547,5198,5247,11865641,74683.0,71126681.0
2003-04-11,5348,5597,5198,5297,11101621,75394.0,71126681.0
2003-04-14,5348,5547,5298,5347,6294290,76106.0,71126681.0
2003-04-15,5498,5547,5298,5297,6954341,75394.0,71126681.0
2003-04-16,5448,5498,5298,5397,7601980,76817.0,71126681.0
2003-04-17,5348,5997,5298,5997,16021408,85352.0,71126681.0
2003-04-18,6397,6697,6047,6097,21536508,86775.0,71126681.0
2003-04-21,6097,6147,5797,5997,4830068,85352.0,71126681.0
2003-04-22,5947,5947,5547,5597,4397391,79662.0,71126681.0
2003-04-23,5647,5947,5547,5597,6377241,79662.0,71126681.0
2003-04-24,5647,5747,5398,5547,3471619,78951.0,71126681.0
2003-04-25,5498,6197,5448,5747,14387547,82352.0,71610010.0
2003-04-28,5797,6197,5697,5747,17747308,82352.0,71610010.0
2003-04-29,5997,6397,5647,5797,37626862,84002.0,72415558.0
2003-04-30,5697,5897,5148,5197,12996478,75312.0,72415558.0
2003-05-02,5348,5498,4898,5297,16734408,76760.0,72415558.0
2003-05-06,5398,5597,5298,5347,14521251,77485.0,72415558.0
2003-05-07,5448,5547,5198,5297,17406430,77956.0,73543326.0
2003-05-09,5298,5498,5248,5347,10431889,78691.0,73543326.0
2003-05-12,5448,5747,5398,5597,16618753,82369.0,73543326.0
2003-05-13,5697,5897,5498,5497,14016003,87399.0,79453326.0
2003-05-14,5547,5647,5348,5397,4523654,85810.0,79453326.0
2003-05-15,5448,5498,5298,5347,4337839,85015.0,79453326.0
2003-05-16,5248,5398,5148,5147,4498217,81837.0,79453326.0
2003-05-19,5098,5248,4998,5247,3151060,83426.0,79453326.0
2003-05-20,4998,5547,4998,5397,15029215,85810.0,79453326.0
2003-05-21,5498,5597,5348,5347,10549161,85015.0,79453326.0
2003-05-22,5398,5947,5398,5947,18146193,94549.0,79453326.0
2003-05-23,6347,6647,6097,6646,15908520,105673.0,79453326.0
2003-05-26,7397,7397,7097,7396,3627631,117591.0,79453326.0
2003-05-27,8246,8246,7746,8246,41886433,131098.0,79453326.0
2003-05-28,8596,8996,7846,8446,33066393,134276.0,79453326.0
2003-05-29,8446,8646,7547,7746,35447279,123153.0,79453326.0
2003-05-30,7996,8096,7497,7546,12746052,119975.0,79453326.0
2003-06-02,7697,7896,7047,7246,12935387,115207.0,79453326.0
2003-06-03,7247,7796,7197,7296,18915401,116002.0,79453326.0
2003-06-04,7347,7547,6797,6996,13757506,111235.0,79453326.0
2003-06-05,7147,7197,6597,6696,10367316,108410.0,80903312.0
2003-06-09,6797,7497,6797,7496,21533709,121355.0,80903312.0
2003-06-10,7796,8396,7597,7746,45806887,125400.0,80903312.0
2003-06-11,7846,7996,7297,7396,14839866,119737.0,80903312.0
2003-06-12,7597,7597,7247,7446,8076767,120546.0,80903312.0
2003-06-13,7497,7647,7197,7246,8830116,117310.0,80903312.0
2003-06-16,7197,8046,7197,7596,21106486,122973.0,80903312.0
2003-06-17,7796,7846,7497,7596,10141572,122973.0,80903312.0
2003-06-18,7697,7746,7347,7446,6125877,120546.0,80903312.0
2003-06-19,7447,7746,7397,7596,13493196,122973.0,80903312.0
2003-06-20,7647,8496,7647,8046,48547674,130254.0,80903312.0
2003-06-23,8196,8196,7247,7546,12086878,122164.0,80903312.0
2003-06-24,7297,7497,7097,7246,9523552,117310.0,80903312.0
2003-06-25,7300,7726,7300,7406,8819835,112456.0,80903312.0
2003-06-26,7300,7620,7087,7086,5921699,107601.0,80903312.0
2003-06-27,7353,7833,7247,7406,17374360,112456.0,80903312.0
2003-06-30,7407,7513,7247,7406,4678540,112456.0,80903312.0
2003-07-01,7407,7726,7353,7672,9444780,116501.0,80903312.0
2003-07-02,7673,8206,7566,7726,24812824,117310.0,80903312.0
2003-07-03,7886,7993,7566,7566,8894365,114883.0,80903312.0
2003-07-04,7566,7726,7407,7513,4062481,114074.0,80903312.0
2003-07-07,7620,8366,7620,8365,20169618,127018.0,80903312.0
2003-07-08,8632,8845,8046,8205,33141281,124591.0,80903312.0
2003-07-09,8366,8472,7939,8099,9220327,122973.0,80903312.0
2003-07-10,8153,8259,7939,7939,6237024,120546.0,80903312.0
2003-07-11,7833,8046,7673,7886,5485742,119737.0,80903312.0
2003-07-14,7886,8206,7886,7992,8072001,121355.0,80903312.0
2003-07-15,7993,8046,7566,7619,5929883,115692.0,80903312.0
2003-07-16,7726,8366,7620,8205,23617759,124591.0,80903312.0
2003-07-18,8312,9112,8206,8525,43879899,129445.0,80903312.0
2003-07-21,8632,8685,7513,7513,15028110,114074.0,80903312.0
2003-07-22,7486,7513,6661,7406,19151269,112456.0,80903312.0
2003-07-23,6927,7327,6927,6980,9208342,105983.0,80903312.0
2003-07-24,6820,7167,6767,6820,7004728,103556.0,80903312.0
2003-07-25,6874,7060,6661,6820,10837069,103556.0,80903312.0
2003-07-28,6980,7353,6954,7113,11782535,108006.0,80903312.0
2003-07-29,7060,7114,6794,6847,6198456,103961.0,80903312.0
2003-07-30,6794,6927,6741,6767,3706319,102747.0,80903312.0
2003-07-31,6741,6820,6501,6527,4259148,99107.0,80903312.0
2003-08-01,6554,6661,6527,6527,2801447,99107.0,80903312.0
2003-08-04,6394,6447,6128,6181,3674623,93848.0,80903312.0
2003-08-05,6208,6474,6208,6340,3719985,96275.0,80903312.0
2003-08-06,6234,6341,6128,6260,2950830,95061.0,80903312.0
2003-08-07,6314,7007,6314,7006,15890726,106388.0,80903312.0
2003-08-08,7300,7833,7247,7832,21033162,118928.0,80903312.0
2003-08-11,8179,8765,7540,8765,30095437,133086.0,80903312.0
2003-08-12,9032,9778,8126,8392,54161839,127423.0,80903312.0
2003-08-13,8499,8978,8099,8605,26400537,130659.0,80903312.0
2003-08-14,8526,9591,8153,8845,30539149,134299.0,80903312.0
2003-08-18,8792,9458,8579,8578,26032802,130254.0,80903312.0
2003-08-19,8792,8899,8232,8312,13292739,126209.0,80903312.0
2003-08-20,8366,9298,8366,8472,39361661,128636.0,80903312.0
2003-08-21,8632,8925,8259,8312,13189457,126209.0,80903312.0
2003-08-22,8366,8632,7886,8019,11860138,158287.0,105174305.0
2003-08-25,8073,8552,8073,8259,12665295,163020.0,105174305.0
2003-08-26,8259,8339,7939,8045,6595244,158813.0,105174305.0
2003-08-27,8046,8312,7966,8072,11593565,159339.0,105174305.0
2003-08-28,8099,8392,8019,8099,10301657,159865.0,105174305.0
2003-08-29,8312,9005,8286,8552,34856182,168805.0,105174305.0
2003-09-01,8685,8792,8446,8552,9898630,168805.0,105174305.0
2003-09-02,8712,8952,8579,8818,17878188,174063.0,105174305.0
2003-09-03,8899,9138,8419,8418,16423297,166175.0,105174305.0
2003-09-04,8499,8605,8099,8205,7260167,161968.0,105174305.0
2003-09-05,8259,8312,8099,8099,4266544,159865.0,105174305.0
2003-09-08,7886,8206,7833,7832,5234024,154606.0,105174305.0
2003-09-09,7673,8765,7673,8765,26449647,173012.0,105174305.0
2003-09-15,8925,9112,8605,8712,18991177,171960.0,105174305.0
2003-09-16,8819,9591,8712,9324,27955875,184055.0,105174305.0
2003-09-17,9485,9964,9058,9164,18409636,180900.0,105174305.0
2003-09-18,9272,9511,9005,9431,16565037,186159.0,105174305.0
2003-09-19,9751,9991,9272,9458,16465174,186684.0,105174305.0
2003-09-22,9378,9458,8366,8445,11747374,166701.0,105174305.0
2003-09-23,8472,8899,8179,8791,14651660,173538.0,105174305.0
2003-09-24,8819,8978,8659,8658,7385974,170908.0,105174305.0
2003-09-25,8259,8392,8073,8232,9799913,162494.0,105174305.0
2003-09-26,8046,8286,7273,7539,14442281,148822.0,105174305.0
2003-09-29,7513,7646,7327,7539,8008754,148822.0,105174305.0
2003-09-30,7620,7780,7353,7353,8774313,145141.0,105174305.0
2003-10-01,7007,7140,6687,7140,15780939,140934.0,105174305.0
2003-10-02,7353,7540,7167,7166,8597454,141459.0,105174305.0
2003-10-06,7193,7380,7114,7140,8572570,140934.0,105174305.0
2003-10-07,7327,7673,7300,7619,15418474,151391.0,105867795.0
2003-10-08,7620,7646,7300,7300,6276820,145039.0,105867795.0
2003-10-09,7407,7726,7380,7459,11366135,148215.0,105867795.0
2003-10-10,7513,7620,7353,7486,5818388,153067.0,108944393.0
2003-10-13,7353,7486,7300,7326,4721974,149799.0,108944393.0
2003-10-14,7380,7646,7380,7513,8548812,153612.0,108944393.0
2003-10-15,7780,8126,7673,7779,19387362,159059.0,108944393.0
2003-10-16,7833,7833,7593,7619,5346141,155790.0,108944393.0
2003-10-17,7726,7753,7273,7406,6982259,151433.0,108944393.0
2003-10-20,7300,7566,7300,7459,4738701,152522.0,108944393.0
2003-10-21,7433,7620,7353,7353,7020208,150343.0,108944393.0
2003-10-22,7353,7486,7193,7300,4319959,149254.0,108944393.0
2003-10-23,7087,7247,6927,6980,4834372,142717.0,108944393.0
2003-10-24,6874,7087,6820,6820,4403680,139449.0,108944393.0
2003-10-27,6820,7140,6820,7140,5072392,145985.0,108944393.0
2003-10-28,7140,7247,7007,7086,3917749,144896.0,108944393.0
2003-10-29,7140,7460,7140,7220,10077130,147620.0,108944393.0
2003-10-30,7327,7566,7193,7353,14432609,150343.0,108944393.0
2003-10-31,7380,7460,7114,7140,7728487,145985.0,108944393.0
2003-11-03,7060,7220,7007,7033,3766924,143807.0,108944393.0
2003-11-04,7114,7140,6874,6873,5196611,140538.0,108944393.0
2003-11-05,6874,7167,6874,6980,7628868,142717.0,108944393.0
2003-11-06,7007,7087,6767,6767,4682441,138359.0,108944393.0
2003-11-07,6794,6927,6794,6927,3592217,141628.0,108944393.0
2003-11-10,6927,7433,6927,7113,14362648,145441.0,108944393.0
2003-11-11,6954,7220,6661,6740,7814349,137815.0,108944393.0
2003-11-12,6874,7167,6741,7060,10885338,144351.0,108944393.0
2003-11-13,7114,7327,7034,7086,9662088,144896.0,108944393.0
2003-11-14,7034,7114,6874,6873,4331020,140538.0,108944393.0
2003-11-17,6847,7566,6847,7193,17633161,147075.0,108944393.0
2003-11-18,7140,7247,6980,7113,4923872,145441.0,108944393.0
2003-11-19,7034,7060,6794,6793,5020121,138904.0,108944393.0
2003-11-20,6820,6900,6741,6740,3219286,137815.0,108944393.0
2003-11-21,6634,6820,6554,6554,3741436,134002.0,108944393.0
2003-11-24,6421,6554,6181,6234,4730987,127465.0,108944393.0
2003-11-25,6394,6447,6341,6447,3189835,131823.0,108944393.0
2003-11-26,6501,7220,6474,7220,16538926,147620.0,108944393.0
2003-11-27,7566,7700,6634,6740,26823276,137815.0,108944393.0
2003-11-28,6794,7060,6714,6927,8929766,141628.0,108944393.0
2003-12-01,7034,7300,6954,6980,9426485,142717.0,108944393.0
2003-12-02,7087,7167,6874,6927,5217368,141628.0,108944393.0
2003-12-03,6927,7087,6847,6900,5833495,141083.0,108944393.0
2003-12-04,6900,7380,6900,7086,19818506,144896.0,108944393.0
2003-12-05,7167,7167,6900,6953,4725127,142172.0,108944393.0
2003-12-08,6954,7220,6927,7113,8288298,145441.0,108944393.0
2003-12-09,7193,7460,7140,7459,22198812,152522.0,108944393.0
2003-12-10,7433,7593,7060,7193,23540648,147075.0,108944393.0
2003-12-11,7273,7353,7114,7113,8733695,145441.0,108944393.0
2003-12-12,7193,7353,7007,7006,10477420,143262.0,108944393.0
2003-12-15,7060,7140,7007,7113,5082679,145441.0,108944393.0
2003-12-16,6954,7114,6927,6980,4758343,142717.0,108944393.0
2003-12-17,7007,7220,6980,6980,8252193,142717.0,108944393.0
2003-12-18,7007,7034,6794,6820,4590084,139449.0,108944393.0
2003-12-19,6847,6954,6687,6687,3765385,136725.0,108944393.0
2003-12-22,6634,6794,6474,6500,4279135,132912.0,108944393.0
2003-12-23,6527,6607,6261,6287,3295708,128554.0,108944393.0
2003-12-24,6314,6394,6208,6234,2622101,127465.0,108944393.0
2003-12-26,6181,6447,6181,6314,3755275,129099.0,108944393.0
2003-12-29,6234,7060,6234,7060,10529347,144351.0,108944393.0
2003-12-30,7273,7327,6900,6980,9625646,142717.0,108944393.0
2004-01-02,7087,7087,6741,6927,4628923,141628.0,108944393.0
2004-01-05,6927,7114,6874,7006,7045479,143262.0,108944393.0
2004-01-06,7060,7087,6741,6740,4786833,137815.0,108944393.0
2004-01-07,6767,6820,6661,6687,2951840,136725.0,108944393.0
2004-01-08,6714,6794,6554,6580,2984904,134546.0,108944393.0
2004-01-09,6607,6847,6607,6713,4901687,137270.0,108944393.0
2004-01-12,6794,6874,6661,6687,2894787,136725.0,108944393.0
2004-01-13,6767,6980,6687,6767,7784725,138359.0,108944393.0
2004-01-14,6714,6954,6714,6793,6003708,138904.0,108944393.0
2004-01-15,6820,6820,6554,6607,3445590,135091.0,108944393.0
2004-01-16,6607,6714,6474,6500,2923460,132912.0,108944393.0
2004-01-19,6527,6607,6368,6394,2447897,130733.0,108944393.0
2004-01-20,6368,6554,6368,6554,3287451,134002.0,108944393.0
2004-01-26,6554,6980,6527,6713,9848666,137270.0,108944393.0
2004-01-27,6794,7220,6607,7006,16488557,143262.0,108944393.0
2004-01-28,7007,7034,6714,6713,7145939,137270.0,108944393.0
2004-01-29,6661,7247,6661,6873,16222405,140538.0,108944393.0
2004-01-30,6847,6954,6607,6633,4735392,135636.0,108944393.0
2004-02-02,6661,6847,6607,6633,5517938,135636.0,108944393.0
2004-02-03,6661,6714,6501,6527,4390267,133457.0,108944393.0
2004-02-04,6527,6661,6527,6554,3300509,134002.0,108944393.0
2004-02-05,6554,6874,6554,6687,6598808,136725.0,108944393.0
2004-02-06,6714,6767,6607,6660,3812775,136180.0,108944393.0
2004-02-09,6900,7007,6687,6713,5646015,137270.0,108944393.0
2004-02-10,6714,7273,6687,6873,25471551,140538.0,108944393.0
2004-02-11,6927,6954,6714,6767,5865755,138359.0,108944393.0
2004-02-12,6820,6847,6634,6660,4104196,136180.0,108944393.0
2004-02-13,6554,6820,6554,6687,4856500,136725.0,108944393.0
2004-02-16,6661,6794,6661,6687,3660701,136725.0,108944393.0
2004-02-17,6714,6767,6661,6687,3408092,136725.0,108944393.0
2004-02-18,6741,6794,6661,6687,3381808,136725.0,108944393.0
2004-02-19,6687,6741,6607,6633,3630303,135636.0,108944393.0
2004-02-20,6634,6980,6581,6713,12253807,137270.0,108944393.0
2004-02-23,6687,6741,6607,6660,3057925,136180.0,108944393.0
2004-02-24,6661,6661,6501,6554,3832759,134002.0,108944393.0
2004-02-25,6447,6581,6421,6474,2974129,132367.0,108944393.0
2004-02-26,6474,6554,6394,6394,2912641,130733.0,108944393.0
2004-02-27,6341,6421,6341,6367,2116480,130189.0,108944393.0
2004-03-02,6421,6714,6421,6527,6597194,133457.0,108944393.0
2004-03-03,6527,6607,6474,6527,2964700,133457.0,108944393.0
2004-03-04,6527,6794,6501,6580,8360667,134546.0,108944393.0
2004-03-05,6634,6661,6501,6500,3045938,132912.0,108944393.0
2004-03-08,6501,6554,6421,6420,2771080,131278.0,108944393.0
2004-03-09,6394,6474,6394,6474,2354798,132367.0,108944393.0
2004-03-10,6447,6634,6421,6527,5728313,133457.0,108944393.0
2004-03-11,6501,6581,6394,6420,3975827,131278.0,108944393.0
2004-03-12,6421,6687,5675,6074,17449369,124197.0,108944393.0
2004-03-15,6234,6767,6234,6420,13308294,131278.0,108944393.0
2004-03-16,6288,6661,6181,6394,12705677,130733.0,108944393.0
2004-03-17,6501,6527,6394,6394,5144789,130733.0,108944393.0
2004-03-18,6501,6741,6447,6607,14591672,135091.0,108944393.0
2004-03-19,6581,6607,6447,6447,5657889,131823.0,108944393.0
2004-03-22,6501,6501,6341,6340,3502932,129644.0,108944393.0
2004-03-23,6288,6394,6261,6314,2968135,129099.0,108944393.0
2004-03-24,6341,6474,6288,6287,4945900,128554.0,108944393.0
2004-03-25,6261,6341,6128,6154,3715026,125831.0,108944393.0
2004-03-26,6234,6261,6101,6127,2507205,125286.0,108944393.0
2004-03-29,6101,6181,6074,6101,2920933,124741.0,108944393.0
2004-03-30,6154,6181,6101,6127,2469866,125286.0,108944393.0
2004-03-31,6181,6208,6048,6101,2635787,124741.0,108944393.0
2004-04-01,6101,6314,6101,6181,6831452,126375.0,108944393.0
2004-04-02,6208,6261,6154,6234,3710939,127465.0,108944393.0
2004-04-06,6314,6687,6314,6420,15636410,131278.0,108944393.0
2004-04-07,6581,6607,6421,6447,5913469,131823.0,108944393.0
2004-04-08,6501,6527,6341,6367,4364198,130189.0,108944393.0
2004-04-09,6314,6394,6154,6234,4903251,127465.0,108944393.0
2004-04-12,6181,6288,6181,6181,2637343,126375.0,108944393.0
2004-04-13,6234,6261,6128,6154,2758919,125831.0,108944393.0
2004-04-14,6128,6208,6101,6181,2207056,126375.0,108944393.0
2004-04-16,6181,6234,6074,6101,2350533,124741.0,108944393.0
2004-04-19,6101,6154,6048,6101,2014560,124741.0,108944393.0
2004-04-20,6101,6181,6101,6154,2815980,125831.0,108944393.0
2004-04-21,6101,6314,6101,6154,5063581,125831.0,108944393.0
2004-04-22,6181,6234,6128,6154,2667552,125831.0,108944393.0
2004-04-23,6234,6421,6181,6260,8771700,128010.0,108944393.0
2004-04-26,6314,6767,6261,6527,17635689,133457.0,108944393.0
2004-04-27,6554,6581,6314,6394,4458566,130733.0,108944393.0
2004-04-28,6394,6447,6181,6181,3850955,126375.0,108944393.0
2004-04-29,6101,6181,5995,5994,3984513,122562.0,108944393.0
2004-04-30,5861,5968,5755,5914,3303932,120928.0,108944393.0
2004-05-03,5861,5968,5861,5887,2494628,120384.0,108944393.0
2004-05-04,5888,5968,5888,5914,2407398,120928.0,108944393.0
2004-05-06,5915,5941,5595,5594,3432567,114392.0,108944393.0
2004-05-07,5568,5622,5275,5488,4210397,112213.0,108944393.0
2004-05-10,5328,5568,4876,5062,4085768,103497.0,108944393.0
2004-05-11,4929,5089,4876,4955,2610157,101318.0,108944393.0
2004-05-12,5035,5249,5035,5141,3959050,105131.0,108944393.0
2004-05-13,5089,5142,5009,5035,1691763,102952.0,108944393.0
2004-05-14,5062,5195,5009,5141,3111544,105131.0,108944393.0
2004-05-17,5169,5195,4529,4662,3726353,95326.0,108944393.0
2004-05-18,4556,4876,4556,4742,5617987,96961.0,108944393.0
2004-05-19,4769,4902,4769,4875,3088218,99684.0,108944393.0
2004-05-20,4769,4822,4609,4609,2615248,94237.0,108944393.0
2004-05-21,4662,4769,4662,4768,1932913,97505.0,108944393.0
2004-05-24,4822,4876,4796,4875,2915704,99684.0,108944393.0
2004-05-25,4902,5009,4822,4848,4546806,99139.0,108944393.0
2004-05-27,4955,5328,4929,5115,12253092,104587.0,108944393.0
2004-05-28,5142,5195,4982,5062,2867897,103497.0,108944393.0
2004-05-31,5115,5169,5009,5062,3499116,103497.0,108944393.0
2004-06-01,5115,5515,5115,5381,8349688,110034.0,108944393.0
2004-06-02,5328,5355,5195,5248,2645620,107310.0,108944393.0
2004-06-03,5328,5355,4929,4982,3199786,101863.0,108944393.0
2004-06-04,5115,5275,5009,5062,4829136,103497.0,108944393.0
2004-06-07,5382,5648,5328,5648,4174419,115481.0,108944393.0
2004-06-08,5968,6021,5542,5648,11866559,115481.0,108944393.0
2004-06-09,5701,5781,5462,5541,3611363,113302.0,108944393.0
2004-06-10,5622,5675,5382,5488,3518595,112213.0,108944393.0
2004-06-11,5382,5542,5169,5168,4041406,105676.0,108944393.0
2004-06-14,5089,5222,4849,4902,3607724,100229.0,108944393.0
2004-06-15,4876,4982,4822,4955,2544290,101318.0,108944393.0
2004-06-16,4876,4982,4796,4822,3253104,98595.0,108944393.0
2004-06-17,4796,5009,4742,4902,4295571,100229.0,108944393.0
2004-06-18,4849,4902,4689,4715,2642717,96416.0,108944393.0
2004-06-21,4716,4876,4716,4742,2864852,96961.0,108944393.0
2004-06-22,4689,4742,4636,4662,1456780,95326.0,108944393.0
2004-06-23,4636,4716,4529,4529,2409866,92603.0,108944393.0
2004-06-24,4556,4636,4529,4582,2294300,93692.0,108944393.0
2004-06-25,4636,4796,4582,4689,4618093,95871.0,108944393.0
2004-06-28,4742,4769,4636,4689,2511546,95871.0,108944393.0
2004-06-29,4716,4769,4662,4742,2415541,96961.0,108944393.0
2004-06-30,4769,5035,4769,4928,8262464,100774.0,108944393.0
2004-07-01,4982,4982,4822,4848,2314245,99139.0,108944393.0
2004-07-02,4822,4822,4662,4689,2241210,95871.0,108944393.0
2004-07-05,4716,4902,4716,4848,4897771,99139.0,108944393.0
2004-07-06,4796,4876,4742,4742,1587830,96961.0,108944393.0
2004-07-07,4636,4716,4582,4689,1717204,95871.0,108944393.0
2004-07-08,4689,4742,4609,4609,1578201,94237.0,108944393.0
2004-07-09,4609,4662,4609,4635,992293,94782.0,108944393.0
2004-07-12,4662,4796,4636,4635,3493643,94782.0,108944393.0
2004-07-13,4636,4689,4582,4609,1736734,94237.0,108944393.0
2004-07-14,4609,4716,4582,4609,2006742,94237.0,108944393.0
2004-07-15,4609,4662,4369,4475,2779992,91513.0,108944393.0
2004-07-16,4476,4476,4369,4422,1445045,90424.0,108944393.0
2004-07-19,4396,4449,4369,4449,1627302,90969.0,108944393.0
2004-07-20,4396,4556,4396,4422,2813906,90424.0,108944393.0
2004-07-21,4476,4529,4423,4449,1989332,90969.0,108944393.0
2004-07-22,4396,4476,4343,4369,1747052,89334.0,108944393.0
2004-07-23,4343,4396,4316,4316,1445815,88245.0,108944393.0
2004-07-26,4209,4343,4183,4236,2489709,86611.0,108944393.0
2004-07-27,4209,4263,4103,4156,1815556,84977.0,108944393.0
2004-07-28,4183,4209,4076,4102,1875093,83887.0,108944393.0
2004-07-29,4050,4076,3836,3863,2891836,78985.0,108944393.0
2004-07-30,3890,3943,3863,3863,2130607,78985.0,108944393.0
2004-08-02,3810,3863,3623,3650,2845483,74627.0,108944393.0
2004-08-03,3677,3757,3597,3676,1813397,75172.0,108944393.0
2004-08-04,3597,3916,3597,3863,5076070,78985.0,108944393.0
2004-08-05,3863,4263,3836,4102,9284346,83887.0,108944393.0
2004-08-06,3970,4076,3916,3996,5302516,81708.0,108944393.0
2004-08-09,3943,4343,3916,4182,12320897,85521.0,108944393.0
2004-08-10,4156,4289,4130,4182,3907879,85521.0,108944393.0
2004-08-11,4236,4263,4023,4076,3710755,83342.0,108944393.0
2004-08-12,4076,4209,4076,4129,3463838,84432.0,108944393.0
2004-08-13,4050,4343,4050,4156,6954636,84977.0,108944393.0
2004-08-16,4236,4263,4130,4156,2697798,84977.0,108944393.0
2004-08-17,4236,4503,4209,4395,9484060,89879.0,108944393.0
2004-08-18,4396,4902,4316,4902,9822497,100229.0,108944393.0
2004-08-19,5169,5222,4689,4689,16659186,95871.0,108944393.0
2004-08-20,4716,5195,4636,4848,22035466,99139.0,108944393.0
2004-08-23,4876,4929,4689,4715,4305752,96416.0,108944393.0
2004-08-24,4742,4769,4609,4635,3935124,94782.0,108944393.0
2004-08-25,4636,4796,4636,4768,3651963,97505.0,108944393.0
2004-08-26,4822,4849,4689,4689,2659994,95871.0,108944393.0
2004-08-27,4689,4796,4689,4715,2631103,96416.0,108944393.0
2004-08-30,4742,5062,4716,4902,8205665,100229.0,108944393.0
2004-08-31,4876,4929,4796,4848,2413839,99139.0,108944393.0
2004-09-01,4902,5009,4876,4902,4245664,100229.0,108944393.0
2004-09-02,4955,5115,4929,4928,5137754,100774.0,108944393.0
2004-09-03,4982,5408,4902,5141,18552285,105131.0,108944393.0
2004-09-06,5222,5595,5142,5435,17297061,111123.0,108944393.0
2004-09-07,5488,5542,5275,5301,6164556,108400.0,108944393.0
2004-09-08,5275,5488,5222,5221,6757709,106766.0,108944393.0
2004-09-09,5169,5275,5089,5141,4621195,105131.0,108944393.0
2004-09-10,5142,5195,5089,5115,3007353,104587.0,108944393.0
2004-09-13,5115,5275,5115,5168,3276210,105676.0,108944393.0
2004-09-14,5195,5249,5089,5088,3229420,104042.0,108944393.0
2004-09-15,5169,5382,5115,5221,10092693,106766.0,108944393.0
2004-09-16,5275,5302,5195,5195,2855990,106221.0,108944393.0
2004-09-17,5195,5249,5142,5141,2559404,105131.0,108944393.0
2004-09-20,5142,5195,5089,5115,2190322,104587.0,108944393.0
2004-09-21,5115,5249,5089,5221,3609376,106766.0,108944393.0
2004-09-22,5222,5302,5115,5115,3555451,104587.0,108944393.0
2004-09-23,5062,5275,5062,5088,5749320,104042.0,108944393.0
2004-09-24,5115,5169,5089,5141,1991671,105131.0,108944393.0
2004-09-30,5195,5275,5115,5141,3391578,105131.0,108944393.0
