KTH(036030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-10-24,8500,8800,8350,8500,179808,293250.0,34500000.0
2003-10-27,8550,9520,8400,9520,704482,328440.0,34500000.0
2003-10-28,9500,9850,9180,9700,550641,334650.0,34500000.0
2003-10-29,9790,9900,9440,9780,350550,337410.0,34500000.0
2003-10-30,9780,10450,9520,9990,813964,344655.0,34500000.0
2003-10-31,10000,10000,9570,9980,390618,344310.0,34500000.0
2003-11-03,9900,9930,9400,9400,288774,324300.0,34500000.0
2003-11-04,9310,9400,8900,9290,421551,320505.0,34500000.0
2003-11-05,9450,9510,9100,9290,194111,320505.0,34500000.0
2003-11-06,9200,9400,8710,8750,248488,301875.0,34500000.0
2003-11-07,8780,9380,8780,9250,396455,319125.0,34500000.0
2003-11-10,9010,9460,9010,9330,388298,321885.0,34500000.0
2003-11-11,9300,9300,9040,9040,246632,311880.0,34500000.0
2003-11-12,9160,9280,8750,9260,283674,319470.0,34500000.0
2003-11-13,9380,9960,9280,9900,599553,341550.0,34500000.0
2003-11-14,9790,9940,9610,9840,278615,339480.0,34500000.0
2003-11-17,9840,10400,9750,9790,607543,337755.0,34500000.0
2003-11-18,9130,9690,9060,9480,404107,327060.0,34500000.0
2003-11-19,9300,9390,8950,9000,199701,310500.0,34500000.0
2003-11-20,9000,9140,8650,8650,230873,298425.0,34500000.0
2003-11-21,8500,8780,8470,8600,193160,296700.0,34500000.0
2003-11-24,8360,8600,7570,7570,225856,261165.0,34500000.0
2003-11-25,7600,8030,7600,7760,221425,267720.0,34500000.0
2003-11-26,7740,8100,7630,7930,235291,273585.0,34500000.0
2003-11-27,7850,8150,7770,8020,208579,276690.0,34500000.0
2003-11-28,7960,8140,7890,8000,123196,276000.0,34500000.0
2003-12-01,8050,8780,7800,8750,327796,301875.0,34500000.0
2003-12-02,8860,8980,8420,8570,407909,295665.0,34500000.0
2003-12-03,8530,8690,8310,8500,209496,293250.0,34500000.0
2003-12-04,8510,8890,8510,8640,347505,298080.0,34500000.0
2003-12-05,8700,9220,8680,8990,529198,310155.0,34500000.0
2003-12-08,8990,9060,8660,8700,195277,300150.0,34500000.0
2003-12-09,8770,8830,8310,8460,262861,291870.0,34500000.0
2003-12-10,8520,8850,8500,8650,356334,298425.0,34500000.0
2003-12-11,8770,9460,8740,9180,990286,316710.0,34500000.0
2003-12-12,9160,9280,8770,8990,401017,310155.0,34500000.0
2003-12-15,9100,9140,8810,8850,255450,305325.0,34500000.0
2003-12-16,8600,8650,8360,8360,353374,288420.0,34500000.0
2003-12-17,8360,8550,8310,8370,268050,288765.0,34500000.0
2003-12-18,8250,8470,8010,8140,165982,280830.0,34500000.0
2003-12-19,8200,8320,7870,7900,230471,272550.0,34500000.0
2003-12-22,7740,8150,7500,7700,163971,265650.0,34500000.0
2003-12-23,7710,7850,7130,7300,339011,251850.0,34500000.0
2003-12-24,7300,7430,7160,7160,224500,247020.0,34500000.0
2003-12-26,7010,7530,7000,7250,377102,250125.0,34500000.0
2003-12-29,7350,7750,7350,7750,158872,267375.0,34500000.0
2003-12-30,7850,7950,7550,7950,166898,274275.0,34500000.0
2004-01-02,7980,7980,7770,7850,96474,270825.0,34500000.0
2004-01-05,7850,8000,7730,7850,147320,270825.0,34500000.0
2004-01-06,7990,8000,7640,7700,121726,265650.0,34500000.0
2004-01-07,7660,7790,7530,7530,122364,259785.0,34500000.0
2004-01-08,7560,7970,7500,7540,284169,260130.0,34500000.0
2004-01-09,7580,7850,7560,7620,234275,262890.0,34500000.0
2004-01-12,7780,7780,7410,7490,202334,258405.0,34500000.0
2004-01-13,7530,7600,7190,7230,272821,249435.0,34500000.0
2004-01-14,7160,7340,7160,7200,123289,248400.0,34500000.0
2004-01-15,7160,7240,6940,6940,189742,239430.0,34500000.0
2004-01-16,6940,7090,6690,6850,312319,236325.0,34500000.0
2004-01-19,6900,6900,6700,6750,141450,232875.0,34500000.0
2004-01-20,6700,6860,6560,6770,139026,233565.0,34500000.0
2004-01-26,6680,7050,6680,6900,211947,238050.0,34500000.0
2004-01-27,7020,7100,6830,6910,181615,238395.0,34500000.0
2004-01-28,6910,7070,6820,6820,120931,235290.0,34500000.0
2004-01-29,6700,6890,6650,6720,84819,231840.0,34500000.0
2004-01-30,6750,6770,6630,6650,96418,229425.0,34500000.0
2004-02-02,6630,6740,6540,6550,107987,225975.0,34500000.0
2004-02-03,6500,6550,6200,6210,162085,214245.0,34500000.0
2004-02-04,6160,6290,6040,6100,144360,210450.0,34500000.0
2004-02-05,6020,6220,5960,6000,150641,207000.0,34500000.0
2004-02-06,6010,6200,6000,6050,164865,208725.0,34500000.0
2004-02-09,6140,6200,6030,6100,137897,210450.0,34500000.0
2004-02-10,6100,6180,6000,6000,133360,207000.0,34500000.0
2004-02-11,5990,6320,5990,6320,253319,218040.0,34500000.0
2004-02-12,6400,6400,6200,6200,147059,213900.0,34500000.0
2004-02-13,6150,6250,6050,6060,105019,209070.0,34500000.0
2004-02-16,6020,6160,6020,6100,85131,210450.0,34500000.0
2004-02-17,6100,6120,6010,6020,99068,207690.0,34500000.0
2004-02-18,6090,6740,6030,6740,404587,232530.0,34500000.0
2004-02-19,6700,6800,6440,6740,353461,232530.0,34500000.0
2004-02-20,6610,6720,6460,6600,146083,227700.0,34500000.0
2004-02-23,6730,6900,6510,6510,269005,224595.0,34500000.0
2004-02-24,6400,6460,6050,6120,202259,211140.0,34500000.0
2004-02-25,6020,6180,6020,6070,115330,209415.0,34500000.0
2004-02-26,6070,6190,6070,6070,78832,209415.0,34500000.0
2004-02-27,6030,6120,6030,6070,70630,209415.0,34500000.0
2004-03-02,6150,6250,6120,6120,71972,211140.0,34500000.0
2004-03-03,6150,6490,6150,6220,201793,214590.0,34500000.0
2004-03-04,6270,6450,6270,6360,154342,219420.0,34500000.0
2004-03-05,6480,6660,6250,6650,310594,229425.0,34500000.0
2004-03-08,6700,6700,6400,6410,133174,221145.0,34500000.0
2004-03-09,6410,6450,6270,6380,79700,220110.0,34500000.0
2004-03-10,6290,6600,6190,6530,191376,225285.0,34500000.0
2004-03-11,6400,6560,6200,6300,140686,217350.0,34500000.0
2004-03-12,6300,6300,5550,6090,209566,210105.0,34500000.0
2004-03-15,6010,6210,6010,6070,108701,209415.0,34500000.0
2004-03-16,6050,6150,6040,6060,69651,209070.0,34500000.0
2004-03-17,6060,6230,6060,6100,110523,210450.0,34500000.0
2004-03-18,6170,6650,6170,6310,433526,217695.0,34500000.0
2004-03-19,6350,6440,6290,6390,130805,220455.0,34500000.0
2004-03-22,6410,6500,6330,6360,161767,219420.0,34500000.0
2004-03-23,6260,6390,6160,6390,135302,220455.0,34500000.0
2004-03-24,6380,6710,6350,6510,383744,224595.0,34500000.0
2004-03-25,6530,6840,6520,6770,328706,233565.0,34500000.0
2004-03-26,7000,7220,6920,7090,474104,244605.0,34500000.0
2004-03-29,7200,7310,7030,7040,295042,242880.0,34500000.0
2004-03-30,7010,7200,6960,7150,192472,246675.0,34500000.0
2004-03-31,7200,7540,7120,7500,329406,258750.0,34500000.0
2004-04-01,7600,7770,7410,7690,283342,265305.0,34500000.0
2004-04-02,7620,8110,7620,7850,524286,270825.0,34500000.0
2004-04-06,7950,8040,7750,7850,298050,270825.0,34500000.0
2004-04-07,7890,7950,7690,7830,259045,270135.0,34500000.0
2004-04-08,7830,8400,7830,8130,563735,280485.0,34500000.0
2004-04-09,8130,8130,7820,7820,195194,269790.0,34500000.0
2004-04-12,7700,8050,7670,8000,224490,276000.0,34500000.0
2004-04-13,8070,8070,7550,7550,185688,260475.0,34500000.0
2004-04-14,7410,7660,7390,7440,127542,256680.0,34500000.0
2004-04-16,7440,7500,7380,7410,82324,255645.0,34500000.0
2004-04-19,7480,7500,7010,7200,226876,248400.0,34500000.0
2004-04-20,7260,7740,7260,7740,154246,267030.0,34500000.0
2004-04-21,7610,7950,7610,7700,154870,265650.0,34500000.0
2004-04-22,7800,8070,7760,7880,201726,271860.0,34500000.0
2004-04-23,8150,8270,7940,7990,381720,275655.0,34500000.0
2004-04-26,8190,8390,7900,7900,224931,272550.0,34500000.0
2004-04-27,7950,8000,7600,7910,229886,272895.0,34500000.0
2004-04-28,7910,7980,7650,7650,180462,263925.0,34500000.0
2004-04-29,7500,7600,7100,7190,140677,248055.0,34500000.0
2004-04-30,6900,7170,6900,7140,138062,246330.0,34500000.0
2004-05-03,7010,7150,6870,6900,140484,238050.0,34500000.0
2004-05-04,7050,7330,6970,7210,182290,248745.0,34500000.0
2004-05-06,7280,7280,6950,6950,175373,239775.0,34500000.0
2004-05-07,6900,7280,6610,7060,83482,243570.0,34500000.0
2004-05-10,6890,7050,6220,6220,128388,214590.0,34500000.0
2004-05-11,6030,6330,6030,6150,87531,212175.0,34500000.0
2004-05-12,6200,6410,6200,6400,135194,220800.0,34500000.0
2004-05-13,6250,6550,6250,6270,65451,216315.0,34500000.0
2004-05-14,6310,6500,6020,6200,82124,213900.0,34500000.0
2004-05-17,6050,6190,5460,5460,227309,188370.0,34500000.0
2004-05-18,5100,5490,5100,5370,133583,185265.0,34500000.0
2004-05-19,5450,5680,5450,5660,114160,195270.0,34500000.0
2004-05-20,5500,5630,5280,5450,84152,188025.0,34500000.0
2004-05-21,5460,5700,5460,5580,95666,192510.0,34500000.0
2004-05-24,5650,5950,5650,5940,83673,204930.0,34500000.0
2004-05-25,5900,5950,5750,5880,81929,202860.0,34500000.0
2004-05-27,5990,6090,5720,5810,62137,200445.0,34500000.0
2004-05-28,5820,5950,5750,5750,61513,198375.0,34500000.0
2004-05-31,5760,5890,5580,5780,49893,199410.0,34500000.0
2004-06-01,5970,6050,5900,5920,56752,204240.0,34500000.0
2004-06-02,5900,5950,5680,5770,82116,199065.0,34500000.0
2004-06-03,5770,5810,5460,5590,135100,192855.0,34500000.0
2004-06-04,5510,5590,5300,5450,83739,188025.0,34500000.0
2004-06-07,5450,5590,5370,5450,88827,188025.0,34500000.0
2004-06-08,5500,5530,5200,5260,137625,181470.0,34500000.0
2004-06-09,5230,5350,5050,5100,221982,175950.0,34500000.0
2004-06-10,5030,5240,4980,5020,145062,173190.0,34500000.0
2004-06-11,5060,5100,4810,4810,115272,165945.0,34500000.0
2004-06-14,4655,4930,4655,4735,105103,163358.0,34500000.0
2004-06-15,4700,4900,4630,4750,108706,163875.0,34500000.0
2004-06-16,4715,5000,4660,4700,99288,162150.0,34500000.0
2004-06-17,4700,4790,4500,4550,75975,156975.0,34500000.0
2004-06-18,4500,4600,4360,4440,95128,153180.0,34500000.0
2004-06-21,4360,4470,4260,4400,65233,151800.0,34500000.0
2004-06-22,4310,4410,4160,4200,81392,144900.0,34500000.0
2004-06-23,4200,4300,4130,4220,75038,145590.0,34500000.0
2004-06-24,4225,4590,4225,4420,58414,152490.0,34500000.0
2004-06-25,4335,4580,4335,4575,113709,157838.0,34500000.0
2004-06-28,4630,4725,4575,4700,51589,162150.0,34500000.0
2004-06-29,4780,4850,4700,4800,63196,165600.0,34500000.0
2004-06-30,4800,4950,4800,4950,39789,170775.0,34500000.0
2004-07-01,4950,5060,4830,4830,36988,166635.0,34500000.0
2004-07-02,4690,4790,4660,4780,30618,164910.0,34500000.0
2004-07-05,4885,5350,4820,5350,209719,184575.0,34500000.0
2004-07-06,5430,5610,5250,5450,318722,188025.0,34500000.0
2004-07-07,5500,5520,5260,5310,172217,183195.0,34500000.0
2004-07-08,5170,5310,4970,5000,138592,172500.0,34500000.0
2004-07-09,4915,5100,4870,4930,72750,170085.0,34500000.0
2004-07-12,4930,5090,4930,4950,72913,170775.0,34500000.0
2004-07-13,5010,5040,4820,4860,29909,167670.0,34500000.0
2004-07-14,4800,4970,4770,4900,45826,169050.0,34500000.0
2004-07-15,4865,4980,4750,4980,127171,171810.0,34500000.0
2004-07-16,5400,5570,5300,5570,440206,192165.0,34500000.0
2004-07-19,6000,6050,5700,5830,453101,201135.0,34500000.0
2004-07-20,5790,5790,5420,5570,190255,192165.0,34500000.0
2004-07-21,5630,6120,5510,5980,598632,206310.0,34500000.0
2004-07-22,5930,6340,5860,6000,650993,207000.0,34500000.0
2004-07-23,6140,6150,5850,5950,193357,205275.0,34500000.0
2004-07-26,5730,5850,5480,5550,157120,191475.0,34500000.0
2004-07-27,5460,5730,5390,5710,213274,196995.0,34500000.0
2004-07-28,5830,6100,5750,5750,237930,198375.0,34500000.0
2004-07-29,5680,5840,5400,5560,127988,191820.0,34500000.0
2004-07-30,5730,5900,5600,5830,175676,201135.0,34500000.0
2004-08-02,5700,5830,5530,5530,144409,190785.0,34500000.0
2004-08-03,5430,5680,5130,5300,145075,182850.0,34500000.0
2004-08-04,5160,5300,5010,5300,82444,182850.0,34500000.0
2004-08-05,5210,5470,5210,5360,155830,184920.0,34500000.0
2004-08-06,5200,5280,5150,5150,110718,177675.0,34500000.0
2004-08-09,5140,5740,5000,5540,218497,191130.0,34500000.0
2004-08-10,5520,5650,5480,5610,156276,193545.0,34500000.0
2004-08-11,5650,5670,5420,5460,109524,188370.0,34500000.0
2004-08-12,5370,5540,5370,5460,85762,188370.0,34500000.0
2004-08-13,5530,5890,5520,5710,291255,196995.0,34500000.0
2004-08-16,5870,6120,5560,5870,229706,202515.0,34500000.0
2004-08-17,6020,6300,5970,6120,371265,211140.0,34500000.0
2004-08-18,6150,6330,6060,6100,149415,210450.0,34500000.0
2004-08-19,6100,6300,5990,6280,230311,216660.0,34500000.0
2004-08-20,6420,6640,6240,6280,326744,216660.0,34500000.0
2004-08-23,6300,6500,6050,6090,169492,210105.0,34500000.0
2004-08-24,6130,6200,5940,5990,164771,206655.0,34500000.0
2004-08-25,6000,6100,5870,5950,112739,205275.0,34500000.0
2004-08-26,5960,6050,5930,5970,150861,205965.0,34500000.0
2004-08-27,6080,6090,5920,6000,79865,207000.0,34500000.0
2004-08-30,5920,6050,5850,5850,94788,201825.0,34500000.0
2004-08-31,5770,5940,5660,5690,122447,196305.0,34500000.0
2004-09-01,5690,6050,5690,5930,295802,204585.0,34500000.0
2004-09-02,5900,6000,5780,5780,220099,199410.0,34500000.0
2004-09-03,5800,5880,5670,5750,143918,198375.0,34500000.0
2004-09-06,5730,5840,5710,5740,137226,198030.0,34500000.0
2004-09-07,5730,5800,5650,5660,120617,195270.0,34500000.0
2004-09-08,5680,5710,5570,5570,96814,192165.0,34500000.0
2004-09-09,5650,5650,5440,5500,178442,189750.0,34500000.0
2004-09-10,5470,5610,5400,5560,203042,191820.0,34500000.0
2004-09-13,5730,5730,5500,5530,144650,190785.0,34500000.0
2004-09-14,5590,5600,5500,5500,129090,189750.0,34500000.0
2004-09-15,5450,5550,5400,5400,96173,186300.0,34500000.0
2004-09-16,5310,5440,5290,5360,118035,184920.0,34500000.0
2004-09-17,5360,5440,5180,5360,195402,184920.0,34500000.0
2004-09-20,5590,5780,5490,5490,319894,189405.0,34500000.0
2004-09-21,5490,5490,5330,5350,136607,184575.0,34500000.0
2004-09-22,5400,5400,5130,5150,95153,177675.0,34500000.0
2004-09-23,5070,5150,4930,4930,243941,170085.0,34500000.0
2004-09-24,4940,5210,4940,5040,211503,173880.0,34500000.0
2004-09-30,5050,5050,4820,4820,103029,166290.0,34500000.0
2004-10-01,4785,4845,4730,4770,152312,164565.0,34500000.0
2004-10-04,4780,5030,4780,4950,119817,170775.0,34500000.0
2004-10-05,4930,5010,4910,4910,108770,169395.0,34500000.0
2004-10-06,4990,4990,4770,4790,165387,165255.0,34500000.0
2004-10-07,4740,4770,4660,4705,118699,162322.0,34500000.0
2004-10-08,4715,4715,4610,4610,87533,159045.0,34500000.0
2004-10-11,4505,4720,4505,4655,115420,160598.0,34500000.0
2004-10-12,4670,4705,4600,4600,50337,158700.0,34500000.0
2004-10-13,4610,4695,4580,4580,87666,158010.0,34500000.0
2004-10-14,4600,4660,4500,4660,73576,160770.0,34500000.0
2004-10-15,4650,4655,4575,4600,40211,158700.0,34500000.0
2004-10-18,4550,4650,4455,4510,88319,155595.0,34500000.0
2004-10-19,4520,4610,4400,4400,87138,151800.0,34500000.0
2004-10-20,4495,4495,4290,4290,95376,148005.0,34500000.0
2004-10-21,4350,4475,4210,4250,148610,146625.0,34500000.0
2004-10-22,4210,4345,4210,4265,92541,147142.0,34500000.0
2004-10-25,4165,4245,4110,4110,72805,141795.0,34500000.0
2004-10-26,4105,4160,4080,4120,110301,142140.0,34500000.0
2004-10-27,4130,4150,3980,3985,95322,137482.0,34500000.0
2004-10-28,4000,4070,3950,3965,70022,136792.0,34500000.0
2004-10-29,3955,4060,3950,3985,34600,137482.0,34500000.0
2004-11-01,3970,4290,3970,4235,116274,146108.0,34500000.0
2004-11-02,4235,4290,4155,4220,68469,145590.0,34500000.0
2004-11-03,4260,4260,4125,4165,54444,143692.0,34500000.0
2004-11-04,4210,4215,4135,4140,49565,142830.0,34500000.0
2004-11-05,4150,4285,4140,4200,75118,144900.0,34500000.0
2004-11-08,4300,4300,4160,4180,34683,144210.0,34500000.0
2004-11-09,4150,4180,4000,4040,73084,139380.0,34500000.0
2004-11-10,4010,4100,3990,4090,72813,141105.0,34500000.0
2004-11-11,4090,4170,4010,4045,52682,139552.0,34500000.0
2004-11-12,4050,4420,4050,4340,270772,149730.0,34500000.0
2004-11-15,4345,4400,4205,4315,139607,148868.0,34500000.0
2004-11-16,4335,4340,4175,4235,85431,146108.0,34500000.0
2004-11-17,4265,4710,4265,4630,310643,159735.0,34500000.0
2004-11-18,4640,4675,4500,4500,106437,155250.0,34500000.0
2004-11-19,4480,4635,4435,4500,68966,155250.0,34500000.0
2004-11-22,4600,4600,4350,4390,43063,151455.0,34500000.0
2004-11-23,4430,4600,4430,4505,84253,155422.0,34500000.0
2004-11-24,4580,4580,4440,4500,54368,155250.0,34500000.0
2004-11-25,4520,4550,4410,4410,37687,152145.0,34500000.0
2004-11-26,4400,4500,4250,4290,79719,148005.0,34500000.0
2004-11-29,4300,4300,4170,4205,33439,145072.0,34500000.0
2004-11-30,4205,4290,4200,4240,30784,146280.0,34500000.0
2004-12-01,4390,4420,4240,4405,63094,151972.0,34500000.0
2004-12-02,4500,4560,4415,4470,91666,154215.0,34500000.0
2004-12-03,4535,4570,4340,4360,53876,150420.0,34500000.0
2004-12-06,4410,4410,4305,4305,35193,148522.0,34500000.0
2004-12-07,4265,4330,4235,4300,26558,148350.0,34500000.0
2004-12-08,4230,4780,4155,4320,382346,149040.0,34500000.0
2004-12-09,4340,4340,4295,4330,43253,149385.0,34500000.0
2004-12-10,4330,4350,4100,4110,74110,141795.0,34500000.0
2004-12-13,4110,4230,4110,4130,24957,142485.0,34500000.0
2004-12-14,4135,4190,4075,4085,40093,140932.0,34500000.0
2004-12-15,4130,4170,4100,4150,35764,143175.0,34500000.0
2004-12-16,4150,4200,4110,4120,31756,142140.0,34500000.0
2004-12-17,4130,4130,4030,4090,60117,141105.0,34500000.0
2004-12-20,4070,4165,4070,4110,43717,141795.0,34500000.0
2004-12-21,4130,4165,4080,4110,34105,141795.0,34500000.0
2004-12-22,4145,4180,4125,4150,37664,143175.0,34500000.0
2004-12-23,4180,4285,4140,4140,85692,142830.0,34500000.0
2004-12-24,4155,4340,4155,4240,61294,146280.0,34500000.0
2004-12-27,4260,4365,4240,4290,49875,148005.0,34500000.0
2004-12-28,4230,4370,4230,4300,51762,148350.0,34500000.0
2004-12-29,4330,4510,4330,4420,100532,152490.0,34500000.0
2004-12-30,4360,4470,4330,4400,63315,151800.0,34500000.0
2005-01-03,4430,4670,4405,4540,142537,156630.0,34500000.0
2005-01-04,4520,4630,4370,4400,111677,151800.0,34500000.0
2005-01-05,4420,4925,4350,4820,653832,166290.0,34500000.0
2005-01-06,4850,5300,4700,5000,562396,172500.0,34500000.0
2005-01-07,5030,5250,4805,4870,224652,168015.0,34500000.0
2005-01-10,4870,5050,4765,4870,191056,168015.0,34500000.0
2005-01-11,4900,4930,4660,4715,226252,162668.0,34500000.0
2005-01-12,4665,5150,4665,5000,447452,172500.0,34500000.0
2005-01-13,5060,5110,4905,4990,157055,172155.0,34500000.0
2005-01-14,4950,5130,4890,4890,235947,168705.0,34500000.0
2005-01-17,4910,5470,4900,5470,728765,188715.0,34500000.0
2005-01-18,5450,5870,5290,5640,792826,194580.0,34500000.0
2005-01-19,5800,5810,5460,5550,393535,191475.0,34500000.0
2005-01-20,5550,5550,5200,5350,288149,184575.0,34500000.0
2005-01-21,5350,5780,5310,5770,357270,199065.0,34500000.0
2005-01-24,5870,5950,5550,5700,312474,196650.0,34500000.0
2005-01-25,5560,5600,5210,5230,381572,180435.0,34500000.0
2005-01-26,5310,5430,5160,5300,349007,182850.0,34500000.0
2005-01-27,5310,5380,5020,5090,242722,175605.0,34500000.0
2005-01-28,5000,5100,4980,5020,126829,173190.0,34500000.0
2005-01-31,5020,5170,5020,5040,162894,173880.0,34500000.0
2005-02-01,5040,5100,4875,4895,180361,168878.0,34500000.0
2005-02-02,4900,4960,4785,4870,211112,168015.0,34500000.0
2005-02-03,4750,4850,4600,4850,237507,167325.0,34500000.0
2005-02-04,4810,4880,4700,4845,104109,167152.0,34500000.0
2005-02-07,4910,4940,4790,4905,121816,169222.0,34500000.0
2005-02-11,4885,4885,4795,4830,106466,166635.0,34500000.0
2005-02-14,4860,4880,4765,4830,124481,166635.0,34500000.0
2005-02-15,4830,5110,4830,5030,266650,173535.0,34500000.0
2005-02-16,5030,5350,4850,5200,623769,179400.0,34500000.0
2005-02-17,5150,5200,4940,5010,301196,172845.0,34500000.0
2005-02-18,5030,5200,4950,4955,314536,170948.0,34500000.0
2005-02-21,4915,5000,4825,4850,203628,167325.0,34500000.0
2005-02-22,4800,4920,4710,4710,188154,162495.0,34500000.0
2005-02-23,4695,4695,4560,4625,123997,159562.0,34500000.0
2005-02-24,4625,4750,4625,4655,182120,160598.0,34500000.0
2005-02-25,4660,4795,4600,4680,200252,161460.0,34500000.0
2005-02-28,4750,4765,4630,4630,94435,159735.0,34500000.0
2005-03-02,4655,4790,4635,4660,133091,160770.0,34500000.0
2005-03-03,4680,4740,4655,4665,112963,160942.0,34500000.0
2005-03-04,4650,4795,4620,4700,137429,162150.0,34500000.0
2005-03-07,4730,4735,4550,4560,158930,157320.0,34500000.0
2005-03-08,4565,4730,4370,4400,294597,151800.0,34500000.0
2005-03-09,4395,4435,4245,4375,130492,150938.0,34500000.0
2005-03-10,4310,4375,4250,4300,163315,148350.0,34500000.0
2005-03-11,4275,4390,4275,4390,85824,151455.0,34500000.0
2005-03-14,4370,4460,4370,4400,109030,151800.0,34500000.0
2005-03-15,4440,4445,4260,4270,110129,147315.0,34500000.0
2005-03-16,4210,4300,4200,4300,103749,148350.0,34500000.0
2005-03-17,4235,4275,4170,4170,73806,143865.0,34500000.0
2005-03-18,4080,4160,4060,4100,75703,141450.0,34500000.0
2005-03-21,4110,4155,4050,4085,43805,140932.0,34500000.0
2005-03-22,4050,4165,4050,4115,36366,141968.0,34500000.0
2005-03-23,4130,4220,4120,4220,74017,145590.0,34500000.0
2005-03-24,4165,4250,4115,4170,69908,143865.0,34500000.0
2005-03-25,4150,4350,4150,4340,67624,149730.0,34500000.0
2005-03-28,4305,4390,4255,4270,86159,147315.0,34500000.0
2005-03-29,4225,4250,4120,4145,75068,143002.0,34500000.0
2005-03-30,4095,4145,4080,4085,74396,140932.0,34500000.0
2005-03-31,4120,4155,4090,4150,128293,143175.0,34500000.0
2005-04-01,4150,4225,4110,4160,54725,143520.0,34500000.0
2005-04-04,4150,4150,4000,4065,119444,140242.0,34500000.0
2005-04-06,4070,4080,4020,4030,88723,139035.0,34500000.0
2005-04-07,4020,4040,3980,4000,87652,138000.0,34500000.0
2005-04-08,3995,4060,3995,4000,68187,138000.0,34500000.0
2005-04-11,3970,3995,3930,3970,43115,136965.0,34500000.0
2005-04-12,3945,4025,3945,4010,44987,138345.0,34500000.0
2005-04-13,4015,4055,4000,4010,33467,138345.0,34500000.0
2005-04-14,3975,4010,3960,3960,43279,136620.0,34500000.0
2005-04-15,3920,3990,3830,3880,65777,133860.0,34500000.0
2005-04-18,3780,3845,3600,3620,117979,124890.0,34500000.0
2005-04-19,3615,3705,3615,3690,64549,127305.0,34500000.0
2005-04-20,3710,3790,3705,3720,22990,128340.0,34500000.0
2005-04-21,3630,3720,3600,3630,41963,125235.0,34500000.0
2005-04-22,3700,3780,3655,3655,28060,126098.0,34500000.0
2005-04-25,3640,3710,3580,3710,110175,127995.0,34500000.0
2005-04-26,3800,3830,3750,3785,41166,130582.0,34500000.0
2005-04-27,3775,3775,3670,3700,27778,127650.0,34500000.0
2005-04-28,3705,3785,3670,3710,32441,127995.0,34500000.0
2005-04-29,3695,3715,3605,3700,39882,127650.0,34500000.0
2005-05-02,3750,3750,3670,3725,35886,128512.0,34500000.0
2005-05-03,3750,3765,3700,3705,14906,127822.0,34500000.0
2005-05-04,3745,3780,3680,3705,75364,127822.0,34500000.0
2005-05-06,3690,3740,3680,3680,50485,126960.0,34500000.0
2005-05-09,3710,3710,3605,3610,40340,124545.0,34500000.0
2005-05-10,3585,3645,3580,3615,47374,124718.0,34500000.0
2005-05-11,3590,3630,3580,3600,37799,124200.0,34500000.0
2005-05-12,3600,3655,3600,3655,37382,126098.0,34500000.0
2005-05-13,3650,3805,3600,3785,76633,130582.0,34500000.0
2005-05-16,3785,3790,3700,3710,40234,127995.0,34500000.0
2005-05-17,3730,3770,3680,3720,44310,128340.0,34500000.0
2005-05-18,3720,3780,3650,3720,75746,128340.0,34500000.0
2005-05-19,3750,3765,3685,3710,51025,127995.0,34500000.0
2005-05-20,3710,3755,3700,3725,28938,128512.0,34500000.0
2005-05-23,3725,3775,3680,3775,43057,130238.0,34500000.0
2005-05-24,3770,3900,3770,3900,95573,134550.0,34500000.0
2005-05-25,3905,4180,3890,4050,234890,139725.0,34500000.0
2005-05-26,4150,4400,4080,4200,527841,144900.0,34500000.0
2005-05-27,4240,4370,4130,4300,301657,148350.0,34500000.0
2005-05-30,4330,4440,4225,4380,220555,151110.0,34500000.0
2005-05-31,4325,4680,4320,4380,350922,151110.0,34500000.0
2005-06-01,4350,4380,4270,4270,135555,147315.0,34500000.0
2005-06-02,4280,4350,4280,4335,83029,149558.0,34500000.0
2005-06-03,4305,4500,4305,4420,109821,152490.0,34500000.0
2005-06-07,4450,4495,4360,4410,133317,152145.0,34500000.0
2005-06-08,4410,4520,4360,4500,85879,155250.0,34500000.0
2005-06-09,4430,4500,4405,4500,81797,155250.0,34500000.0
2005-06-10,4500,4600,4455,4520,76516,155940.0,34500000.0
2005-06-13,4520,4550,4310,4370,63588,150765.0,34500000.0
2005-06-14,4300,4300,4100,4200,73370,144900.0,34500000.0
2005-06-15,4245,4245,4130,4200,55829,144900.0,34500000.0
2005-06-16,4200,4510,4190,4425,161627,152662.0,34500000.0
2005-06-17,4380,4435,4300,4420,111558,152490.0,34500000.0
2005-06-20,4400,4480,4250,4275,38549,147488.0,34500000.0
2005-06-21,4230,4345,4080,4115,93427,141968.0,34500000.0
2005-06-22,4085,4220,4085,4150,55697,143175.0,34500000.0
2005-06-23,4140,4350,4140,4300,69872,148350.0,34500000.0
2005-06-24,4250,4365,4220,4300,62874,148350.0,34500000.0
2005-06-27,4230,4680,4230,4500,253422,155250.0,34500000.0
2005-06-28,4400,4490,4400,4405,37169,151972.0,34500000.0
2005-06-29,4460,4680,4405,4650,194504,160425.0,34500000.0
2005-06-30,4700,4900,4635,4895,247786,168878.0,34500000.0
2005-07-01,4990,5540,4880,5400,1005966,186300.0,34500000.0
2005-07-04,5300,5460,5110,5360,237605,184920.0,34500000.0
2005-07-05,5330,5350,5010,5150,155407,177675.0,34500000.0
2005-07-06,5150,5270,5000,5030,112468,173535.0,34500000.0
2005-07-07,4935,5200,4930,5100,99230,175950.0,34500000.0
