케이디켐(221980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-08-07,15850,15950,15750,15900,5000,64153.0,4034800.0
2017-08-08,16050,16050,15700,15850,3842,63952.0,4034800.0
2017-08-09,15800,15850,15500,15850,3772,63952.0,4034800.0
2017-08-10,15800,15800,15550,15800,997,63750.0,4034800.0
2017-08-11,15350,15700,15250,15450,4405,62338.0,4034800.0
2017-08-14,15300,15600,15300,15500,1218,62539.0,4034800.0
2017-08-16,15600,15600,15400,15500,1742,62539.0,4034800.0
2017-08-17,15500,15600,15400,15500,1363,62539.0,4034800.0
2017-08-18,15500,15600,15300,15500,3081,62539.0,4034800.0
2017-08-21,15550,15550,15450,15550,1232,62741.0,4034800.0
2017-08-22,15400,15600,15350,15350,1571,61934.0,4034800.0
2017-08-23,15550,15550,15350,15350,1888,61934.0,4034800.0
2017-08-24,15550,15550,15250,15550,3558,62741.0,4034800.0
2017-08-25,15550,15550,15350,15350,452,61934.0,4034800.0
2017-08-28,15400,15550,15250,15400,1274,62136.0,4034800.0
2017-08-29,15300,15500,15250,15500,4754,62539.0,4034800.0
2017-08-30,15500,15650,15350,15600,2228,62943.0,4034800.0
2017-08-31,15600,15700,15500,15650,2749,63145.0,4034800.0
2017-09-01,15650,15800,15600,15750,2261,63548.0,4034800.0
2017-09-04,15650,15750,15550,15750,969,63548.0,4034800.0
2017-09-05,15650,16100,15650,16050,3421,64759.0,4034800.0
2017-09-06,16000,16100,15850,15850,2351,63952.0,4034800.0
2017-09-07,15950,15950,15600,15800,4067,63750.0,4034800.0
2017-09-08,15850,15850,15450,15550,3326,62741.0,4034800.0
2017-09-11,15450,15750,15350,15750,4031,63548.0,4034800.0
2017-09-12,15700,15750,15600,15750,1107,63548.0,4034800.0
2017-09-13,15800,15800,15400,15550,2013,62741.0,4034800.0
2017-09-14,15550,15600,15350,15450,1061,62338.0,4034800.0
2017-09-15,15350,15450,14950,15050,7153,60724.0,4034800.0
2017-09-18,14750,15000,14750,14900,8754,60119.0,4034800.0
2017-09-19,14900,14950,14700,14900,4307,60119.0,4034800.0
2017-09-20,14900,14900,14750,14800,2839,59715.0,4034800.0
2017-09-21,14750,14750,14600,14700,3244,59312.0,4034800.0
2017-09-22,14700,14700,14300,14350,6446,57899.0,4034800.0
2017-09-25,14400,14500,14150,14150,10259,57092.0,4034800.0
2017-09-26,14300,14300,14000,14150,430,57092.0,4034800.0
2017-09-27,14250,14400,14150,14400,461,58101.0,4034800.0
2017-09-28,14400,14500,14100,14400,3781,58101.0,4034800.0
2017-09-29,14400,14700,14300,14600,1061,58908.0,4034800.0
2017-10-10,14650,14750,14550,14750,441,59513.0,4034800.0
2017-10-11,14750,15000,14650,14750,699,59513.0,4034800.0
2017-10-12,14900,14900,14350,14550,2895,58706.0,4034800.0
2017-10-13,14550,14700,14400,14550,876,58706.0,4034800.0
2017-10-16,14650,14650,14350,14400,912,58101.0,4034800.0
2017-10-17,14400,14600,14400,14500,1804,58505.0,4034800.0
2017-10-18,14400,14500,14150,14450,7719,58303.0,4034800.0
2017-10-19,14450,14500,14150,14350,4554,57899.0,4034800.0
2017-10-20,14350,14400,14250,14400,1320,58101.0,4034800.0
2017-10-23,14500,14550,14200,14550,1641,58706.0,4034800.0
2017-10-24,14550,15300,14400,15200,47277,61329.0,4034800.0
2017-10-25,15200,15800,14900,15600,16801,62943.0,4034800.0
2017-10-26,15300,15600,15300,15600,1251,62943.0,4034800.0
2017-10-27,15550,15600,15400,15550,2872,62741.0,4034800.0
2017-10-30,15550,15700,15350,15450,2242,62338.0,4034800.0
2017-10-31,15300,15650,15250,15250,5731,61531.0,4034800.0
2017-11-01,15250,15900,15250,15750,16574,63548.0,4034800.0
2017-11-02,15750,16500,15500,16050,18086,64759.0,4034800.0
2017-11-03,16050,16450,15900,16350,4320,65969.0,4034800.0
2017-11-06,16350,16550,15950,16300,12412,65767.0,4034800.0
2017-11-07,16250,16600,16050,16050,8338,64759.0,4034800.0
2017-11-08,16100,16200,15900,16000,2490,64557.0,4034800.0
2017-11-09,16050,16200,15700,15900,3368,64153.0,4034800.0
2017-11-10,15900,16100,15700,16100,3445,64960.0,4034800.0
2017-11-13,16000,16300,15750,16300,6897,65767.0,4034800.0
2017-11-14,16300,16350,16000,16250,3152,65566.0,4034800.0
2017-11-15,16250,16250,15950,16100,5201,64960.0,4034800.0
2017-11-16,16100,16250,15900,16200,4974,65364.0,4034800.0
2017-11-17,16200,16250,16050,16250,6035,65566.0,4034800.0
2017-11-20,16300,16300,16150,16250,617,65566.0,4034800.0
2017-11-21,16250,16250,16000,16200,5179,65364.0,4034800.0
2017-11-22,16250,16250,16000,16100,2786,64960.0,4034800.0
2017-11-23,16100,16150,15850,16150,2000,65162.0,4034800.0
2017-11-24,16200,16200,15850,15900,7775,64153.0,4034800.0
2017-11-27,15800,16000,15550,15600,8600,62943.0,4034800.0
2017-11-28,15600,15900,15600,15850,4016,63952.0,4034800.0
2017-11-29,15850,15900,15600,15900,3265,64153.0,4034800.0
2017-11-30,15900,16000,15700,15850,3543,63952.0,4034800.0
2017-12-01,15950,16000,15700,16000,3149,64557.0,4034800.0
2017-12-04,16000,16000,15800,16000,2622,64557.0,4034800.0
2017-12-05,16000,16050,15750,15950,2242,64355.0,4034800.0
2017-12-06,16050,16050,15850,16000,2544,64557.0,4034800.0
2017-12-07,16050,16050,15850,15950,2858,64355.0,4034800.0
2017-12-08,16000,16000,15800,16000,3787,64557.0,4034800.0
2017-12-11,16000,16550,15950,16300,3930,65767.0,4034800.0
2017-12-12,16300,16300,15900,16200,4605,65364.0,4034800.0
2017-12-13,15700,16000,15700,15950,3775,64355.0,4034800.0
2017-12-14,15950,16200,15700,16200,2287,65364.0,4034800.0
2017-12-15,16150,16250,15900,16250,3142,65566.0,4034800.0
2017-12-18,16300,16300,15900,16150,344,65162.0,4034800.0
2017-12-19,16150,16250,15950,16250,2938,65566.0,4034800.0
2017-12-20,16200,16200,15900,16100,3380,64960.0,4034800.0
2017-12-21,16100,16150,15900,16000,1151,64557.0,4034800.0
2017-12-22,16150,16150,15950,16000,1352,64557.0,4034800.0
2017-12-26,16000,16000,15700,15800,7282,63750.0,4034800.0
2017-12-27,15850,15950,15600,15900,4220,64153.0,4034800.0
2017-12-28,15550,16000,15550,15950,2563,64355.0,4034800.0
2018-01-02,15950,16000,15850,16000,3293,64557.0,4034800.0
2018-01-03,16000,16000,15950,16000,4916,64557.0,4034800.0
2018-01-04,16000,16000,15750,16000,7568,64557.0,4034800.0
2018-01-05,15950,15950,15600,15850,12102,63952.0,4034800.0
2018-01-08,15900,16000,15500,15950,11499,64355.0,4034800.0
2018-01-09,16000,16050,15900,16000,5611,64557.0,4034800.0
2018-01-10,16000,16100,15700,16050,11854,64759.0,4034800.0
2018-01-11,16000,16000,15800,15950,2356,64355.0,4034800.0
2018-01-12,15800,15950,15700,15900,7115,64153.0,4034800.0
2018-01-15,15800,16000,15700,15800,6440,63750.0,4034800.0
2018-01-16,15800,15950,15650,15800,2502,63750.0,4034800.0
2018-01-17,15750,15950,15600,15700,5132,63346.0,4034800.0
2018-01-18,15900,15900,15500,15800,5819,63750.0,4034800.0
2018-01-19,15850,15850,15650,15800,3630,63750.0,4034800.0
2018-01-22,15800,15800,15600,15700,3338,63346.0,4034800.0
2018-01-23,15700,15800,15500,15800,8056,63750.0,4034800.0
2018-01-24,15800,15800,15600,15750,3482,63548.0,4034800.0
2018-01-25,15750,15800,15650,15800,4778,63750.0,4034800.0
2018-01-26,15800,15800,15500,15550,11492,62741.0,4034800.0
2018-01-29,15550,15900,15500,15750,5227,63548.0,4034800.0
2018-01-30,15700,15800,15450,15800,2350,63750.0,4034800.0
2018-01-31,15700,15800,15500,15750,9034,63548.0,4034800.0
2018-02-01,15750,15750,15550,15700,4087,63346.0,4034800.0
2018-02-02,15700,15800,15400,15500,13267,62539.0,4034800.0
2018-02-05,15500,15650,15300,15350,5197,61934.0,4034800.0
2018-02-06,15100,15450,14900,15400,10948,62136.0,4034800.0
2018-02-07,15500,15650,15300,15550,3319,62741.0,4034800.0
2018-02-08,15550,15750,15150,15750,2231,63548.0,4034800.0
2018-02-09,15750,15750,15150,15350,2617,61934.0,4034800.0
2018-02-12,15400,15600,15400,15550,1501,62741.0,4034800.0
2018-02-13,15550,15750,15400,15650,3402,63145.0,4034800.0
2018-02-14,15650,15750,15350,15700,1085,63346.0,4034800.0
2018-02-19,15350,15750,15350,15500,2509,62539.0,4034800.0
2018-02-20,15600,15700,15300,15500,1014,62539.0,4034800.0
2018-02-21,15500,15700,15400,15400,2820,62136.0,4034800.0
2018-02-22,15700,15700,15400,15450,1034,62338.0,4034800.0
2018-02-23,15700,15700,15000,15500,2722,62539.0,4034800.0
2018-02-26,15600,15650,15350,15550,1376,62741.0,4034800.0
2018-02-27,15550,15750,15350,15700,2326,63346.0,4034800.0
2018-02-28,15650,15650,15350,15600,965,62943.0,4034800.0
2018-03-02,15600,15600,15150,15500,307,62539.0,4034800.0
2018-03-05,15500,15500,15150,15500,2176,62539.0,4034800.0
2018-03-06,15500,15500,15150,15500,2269,62539.0,4034800.0
2018-03-07,15500,15500,15250,15450,879,62338.0,4034800.0
2018-03-08,15400,15750,15350,15600,2498,62943.0,4034800.0
2018-03-09,15550,15550,15250,15250,3140,61531.0,4034800.0
2018-03-12,15250,15400,14850,14850,10669,59917.0,4034800.0
2018-03-13,14950,15050,14750,15000,3795,60522.0,4034800.0
2018-03-14,15100,15100,14750,14950,3138,60320.0,4034800.0
2018-03-15,14950,15050,14850,14900,1113,60119.0,4034800.0
2018-03-16,14950,15000,14750,15000,2792,60522.0,4034800.0
2018-03-19,15000,15000,14800,15000,3128,60522.0,4034800.0
2018-03-20,14950,15000,14850,14950,1119,60320.0,4034800.0
2018-03-21,14900,15000,14700,14800,4169,59715.0,4034800.0
2018-03-22,14900,14950,14700,14850,6054,59917.0,4034800.0
2018-03-23,14650,14700,14500,14500,5595,58505.0,4034800.0
2018-03-26,14550,14700,14450,14650,1132,59110.0,4034800.0
2018-03-27,14350,14850,14350,14500,5720,58505.0,4034800.0
2018-03-28,14750,14750,14350,14750,904,59513.0,4034800.0
2018-03-29,14700,14850,14400,14750,1345,59513.0,4034800.0
2018-03-30,14600,14950,14600,14900,1777,60119.0,4034800.0
2018-04-02,14900,15000,14850,14950,2254,60320.0,4034800.0
2018-04-03,14700,14900,14450,14500,6793,58505.0,4034800.0
2018-04-04,14550,14600,14500,14550,4503,58706.0,4034800.0
2018-04-05,14550,14600,14300,14500,8914,58505.0,4034800.0
2018-04-06,14600,14700,14400,14550,3313,58706.0,4034800.0
2018-04-09,14700,14700,14350,14350,2818,57899.0,4034800.0
2018-04-10,14450,14500,14000,14250,19090,57496.0,4034800.0
2018-04-11,14200,14200,13850,14050,11693,56689.0,4034800.0
2018-04-12,14050,14200,13950,14200,3412,57294.0,4034800.0
2018-04-13,14200,14350,13950,14350,4821,57899.0,4034800.0
2018-04-16,14300,14300,14050,14300,1281,57698.0,4034800.0
2018-04-17,14200,14350,14100,14300,880,57698.0,4034800.0
2018-04-18,14150,14300,14000,14200,7549,57294.0,4034800.0
2018-04-19,14300,14500,14100,14400,6370,58101.0,4034800.0
2018-04-20,14200,14450,14050,14350,25498,57899.0,4034800.0
2018-04-23,14350,14450,14100,14450,13334,58303.0,4034800.0
2018-04-24,14450,14450,14300,14400,6178,58101.0,4034800.0
2018-04-25,14400,14400,14000,14100,39991,56891.0,4034800.0
2018-04-26,14000,14250,14000,14100,7572,56891.0,4034800.0
2018-04-27,14050,14200,14000,14200,4285,57294.0,4034800.0
2018-04-30,14200,14250,14100,14200,2370,57294.0,4034800.0
2018-05-02,14100,15400,13950,14700,17478,59312.0,4034800.0
2018-05-03,14650,15550,14450,15100,10350,60925.0,4034800.0
2018-05-04,14700,15000,14700,14900,1806,60119.0,4034800.0
2018-05-08,14800,15150,14750,14750,3236,59513.0,4034800.0
2018-05-09,14750,15300,14650,14950,3637,60320.0,4034800.0
2018-05-10,14950,14950,14600,14700,5784,59312.0,4034800.0
2018-05-11,14600,15000,14450,14850,9204,59917.0,4034800.0
2018-05-14,14700,14900,14500,14700,7008,59312.0,4034800.0
2018-05-15,14700,14950,14500,14800,6004,59715.0,4034800.0
2018-05-16,15000,15000,14700,14950,7321,60320.0,4034800.0
2018-05-17,14900,14950,14750,14800,5479,59715.0,4034800.0
2018-05-18,14800,15050,14750,14850,5631,59917.0,4034800.0
2018-05-21,14800,15000,14700,14800,5619,59715.0,4034800.0
2018-05-23,14750,15150,14700,15000,43132,60522.0,4034800.0
2018-05-24,15000,15050,14800,15000,13462,60522.0,4034800.0
2018-05-25,15000,15000,14600,14850,3754,59917.0,4034800.0
2018-05-28,14850,14900,14600,14750,16908,59513.0,4034800.0
2018-05-29,14750,14850,14500,14700,2822,59312.0,4034800.0
2018-05-30,14700,14800,14550,14800,4263,59715.0,4034800.0
2018-05-31,14550,14800,14550,14550,6672,58706.0,4034800.0
2018-06-01,14550,14800,14550,14800,4862,59715.0,4034800.0
2018-06-04,14800,14950,14550,14900,4452,60119.0,4034800.0
2018-06-05,15000,15000,14650,14800,1872,59715.0,4034800.0
2018-06-07,14750,14900,14650,14850,1691,59917.0,4034800.0
2018-06-08,14750,14900,14750,14850,2153,59917.0,4034800.0
2018-06-11,14700,14800,14650,14800,2024,59715.0,4034800.0
2018-06-12,14800,14800,14600,14750,2416,59513.0,4034800.0
2018-06-14,14650,14700,14450,14700,5177,59312.0,4034800.0
2018-06-15,14700,14800,14550,14650,2760,59110.0,4034800.0
2018-06-18,14650,14650,14250,14450,5726,58303.0,4034800.0
2018-06-19,14350,14500,14300,14450,1725,58303.0,4034800.0
2018-06-20,14500,14500,14250,14450,2586,58303.0,4034800.0
2018-06-21,14400,14450,14250,14250,5894,57496.0,4034800.0
2018-06-22,14250,14350,14150,14250,2964,57496.0,4034800.0
2018-06-25,14100,14450,14100,14250,2654,57496.0,4034800.0
2018-06-26,14150,14200,14000,14100,6172,56891.0,4034800.0
2018-06-27,14450,14450,14100,14100,1059,56891.0,4034800.0
2018-06-28,14400,14400,14050,14250,1461,57496.0,4034800.0
2018-06-29,14200,14200,13950,14050,9795,56689.0,4034800.0
2018-07-02,14050,14050,13750,13750,10887,55478.0,4034800.0
2018-07-03,13800,13950,13750,13800,1740,55680.0,4034800.0
2018-07-04,13850,13900,13750,13800,3586,55680.0,4034800.0
2018-07-05,13800,13800,13600,13700,1433,55277.0,4034800.0
2018-07-06,13700,13800,13650,13800,1609,55680.0,4034800.0
2018-07-09,13800,13800,13550,13700,3258,55277.0,4034800.0
2018-07-10,13700,13700,13400,13500,10006,54470.0,4034800.0
2018-07-11,13600,13650,13500,13600,14570,54873.0,4034800.0
2018-07-12,13700,13750,13500,13600,1026,54873.0,4034800.0
2018-07-13,13600,13900,13500,13750,13225,55478.0,4034800.0
2018-07-16,13900,13950,13650,13750,4326,55478.0,4034800.0
2018-07-17,13750,13800,13650,13700,4812,55277.0,4034800.0
2018-07-18,13700,14000,13550,13600,22059,54873.0,4034800.0
2018-07-19,13600,13700,13500,13700,1240,55277.0,4034800.0
2018-07-20,13600,13850,13550,13700,3470,55277.0,4034800.0
2018-07-23,13700,13800,13400,13500,6054,54470.0,4034800.0
2018-07-24,13500,13700,13400,13650,2952,55075.0,4034800.0
2018-07-25,13650,13650,13450,13600,906,54873.0,4034800.0
2018-07-26,13600,13650,13500,13600,2435,54873.0,4034800.0
2018-07-27,13550,13600,13350,13400,6853,54066.0,4034800.0
2018-07-30,13450,13600,13350,13600,1244,54873.0,4034800.0
2018-07-31,13600,13700,13450,13650,7150,55075.0,4034800.0
2018-08-01,13700,13750,13600,13650,3214,55075.0,4034800.0
2018-08-02,13550,13700,13550,13650,1476,55075.0,4034800.0
2018-08-03,13650,13750,13650,13750,1534,55478.0,4034800.0
2018-08-06,13800,13800,13550,13700,2484,55277.0,4034800.0
2018-08-07,13700,13700,13500,13600,4705,54873.0,4034800.0
2018-08-08,13600,13700,13550,13600,4651,54873.0,4034800.0
2018-08-09,13750,13750,13550,13600,2111,54873.0,4034800.0
2018-08-10,13600,13700,13550,13650,3258,55075.0,4034800.0
2018-08-13,13750,13750,13400,13500,3850,54470.0,4034800.0
2018-08-14,13500,13500,13000,13450,8892,54268.0,4034800.0
2018-08-16,13300,13450,13300,13400,4965,54066.0,4034800.0
2018-08-17,13350,13600,13350,13550,4087,54672.0,4034800.0
2018-08-20,13550,13600,13500,13600,6334,54873.0,4034800.0
2018-08-21,13650,13650,13550,13550,7221,54672.0,4034800.0
2018-08-22,13600,13700,13550,13600,1961,54873.0,4034800.0
2018-08-23,13650,13650,13550,13600,2884,54873.0,4034800.0
2018-08-24,13550,13650,13550,13600,4341,54873.0,4034800.0
2018-08-27,13650,13650,13400,13450,5494,54268.0,4034800.0
2018-08-28,13450,13600,13400,13550,1891,54672.0,4034800.0
2018-08-29,13550,13600,13350,13500,3328,54470.0,4034800.0
2018-08-30,13500,13550,13200,13500,5991,54470.0,4034800.0
2018-08-31,13450,13550,13450,13500,3258,54470.0,4034800.0
2018-09-03,13500,13500,13450,13500,1596,54470.0,4034800.0
2018-09-04,13400,13500,13400,13500,6005,54470.0,4034800.0
2018-09-05,13500,13500,13400,13500,3034,54470.0,4034800.0
2018-09-06,13500,13650,13450,13650,6873,55075.0,4034800.0
2018-09-07,13650,13650,13550,13600,7022,54873.0,4034800.0
2018-09-10,13500,13650,13500,13550,2618,54672.0,4034800.0
2018-09-11,13600,13600,13500,13550,3190,54672.0,4034800.0
2018-09-12,13600,13600,13500,13600,9738,54873.0,4034800.0
2018-09-13,13600,13650,13550,13650,2306,55075.0,4034800.0
2018-09-14,13650,14200,13600,13850,32000,55882.0,4034800.0
2018-09-17,13850,14250,13800,14050,16214,56689.0,4034800.0
2018-09-18,14050,14200,13900,14000,8169,56487.0,4034800.0
2018-09-19,14000,14000,13800,13850,2421,55882.0,4034800.0
2018-09-20,13850,13950,13600,13700,6007,55277.0,4034800.0
2018-09-21,13700,13750,13550,13600,2482,54873.0,4034800.0
2018-09-27,13550,13750,13550,13650,2454,55075.0,4034800.0
2018-09-28,13650,13850,13600,13650,3704,55075.0,4034800.0
2018-10-01,13750,13800,13650,13800,2895,55680.0,4034800.0
2018-10-02,13800,13800,13550,13550,4635,54672.0,4034800.0
2018-10-04,13600,13600,13500,13600,8244,54873.0,4034800.0
2018-10-05,13600,13800,13450,13600,7953,54873.0,4034800.0
2018-10-08,13550,14000,13550,13900,3083,56084.0,4034800.0
2018-10-10,13700,13750,13450,13500,4504,54470.0,4034800.0
2018-10-11,13350,13350,12400,12600,23344,50838.0,4034800.0
2018-10-12,12000,12950,12000,12900,16537,52049.0,4034800.0
2018-10-15,12900,12950,12600,12600,4662,50838.0,4034800.0
2018-10-16,12700,13450,12650,13350,12917,53865.0,4034800.0
2018-10-17,13150,13400,12900,13150,25446,53058.0,4034800.0
2018-10-18,13100,13250,13000,13150,1397,53058.0,4034800.0
2018-10-19,13100,13200,12950,13150,3168,53058.0,4034800.0
2018-10-22,13150,13500,13000,13500,1342,54470.0,4034800.0
2018-10-23,13300,13450,12900,13000,13971,52452.0,4034800.0
2018-10-24,13000,13200,12800,13000,7883,52452.0,4034800.0
2018-10-25,12900,12900,12600,12900,3893,52049.0,4034800.0
2018-10-26,12900,12900,12350,12700,3865,51242.0,4034800.0
2018-10-29,12400,12800,12050,12050,5085,48619.0,4034800.0
2018-10-30,12100,12200,11450,12050,9797,48619.0,4034800.0
2018-10-31,12150,12200,12000,12100,1843,48821.0,4034800.0
2018-11-01,12200,12900,12150,12700,5052,51242.0,4034800.0
2018-11-02,12750,12850,12600,12850,2265,51847.0,4034800.0
2018-11-05,12750,12750,12550,12700,1407,51242.0,4034800.0
2018-11-06,12700,12800,12550,12700,3306,51242.0,4034800.0
2018-11-07,12600,12750,12450,12650,1887,51040.0,4034800.0
2018-11-08,12600,12700,12500,12700,2703,51242.0,4034800.0
2018-11-09,12500,12700,12450,12650,7732,51040.0,4034800.0
2018-11-12,12600,12950,12500,12950,7083,52251.0,4034800.0
2018-11-13,12900,12900,12500,12800,11381,51645.0,4034800.0
2018-11-14,12800,12800,12600,12750,6681,51444.0,4034800.0
2018-11-15,12750,12750,12550,12650,9746,51040.0,4034800.0
2018-11-16,12650,12700,12600,12650,1659,51040.0,4034800.0
2018-11-19,12700,12700,12600,12650,868,51040.0,4034800.0
2018-11-20,12650,12700,12500,12600,3806,50838.0,4034800.0
2018-11-21,12650,12650,12250,12400,16542,50032.0,4034800.0
2018-11-22,12400,12550,12200,12500,15768,50435.0,4034800.0
2018-11-23,12500,12500,12250,12350,11590,49830.0,4034800.0
2018-11-26,12500,12500,12300,12400,6522,50032.0,4034800.0
2018-11-27,12450,12600,12300,12500,7571,50435.0,4034800.0
2018-11-28,12450,12600,12300,12600,8919,50838.0,4034800.0
2018-11-29,12550,12600,12400,12600,17507,50838.0,4034800.0
2018-11-30,12550,12550,12450,12450,5460,50233.0,4034800.0
2018-12-03,12450,12600,12450,12600,4190,50838.0,4034800.0
2018-12-04,12550,12600,12500,12600,2898,50838.0,4034800.0
2018-12-05,12550,12600,12500,12600,1371,50838.0,4034800.0
2018-12-06,12550,12600,12250,12300,22746,49628.0,4034800.0
2018-12-07,12300,12500,12300,12350,4314,49830.0,4034800.0
2018-12-10,12350,12350,12200,12300,2388,49628.0,4034800.0
2018-12-11,12300,12300,12200,12250,3526,49426.0,4034800.0
2018-12-12,12250,12300,12250,12300,1503,49628.0,4034800.0
2018-12-13,12300,12400,12250,12400,2630,50032.0,4034800.0
2018-12-14,12300,12400,12250,12400,431,50032.0,4034800.0
2018-12-17,12350,12400,12250,12250,8079,49426.0,4034800.0
2018-12-18,12350,12400,12250,12300,2879,49628.0,4034800.0
2018-12-19,12300,12650,12300,12650,11528,51040.0,4034800.0
2018-12-20,12350,12500,12350,12500,7933,50435.0,4034800.0
2018-12-21,12400,12500,12400,12500,5060,50435.0,4034800.0
2018-12-24,12450,12500,12350,12400,7399,50032.0,4034800.0
2018-12-26,12250,12400,12200,12400,12606,50032.0,4034800.0
2018-12-27,12300,12300,12100,12200,8381,49225.0,4034800.0
2018-12-28,12200,12300,12200,12300,3312,49628.0,4034800.0
2019-01-02,12300,12300,12200,12200,5036,49225.0,4034800.0
2019-01-03,12250,12300,12100,12200,3478,49225.0,4034800.0
2019-01-04,12250,12250,12050,12250,4601,49426.0,4034800.0
2019-01-07,12100,12300,12100,12150,16817,49023.0,4034800.0
2019-01-08,12150,12250,12150,12250,145,49426.0,4034800.0
2019-01-09,12250,12250,12150,12250,1572,49426.0,4034800.0
2019-01-10,12250,12300,12150,12200,4491,49225.0,4034800.0
2019-01-11,12250,12250,12200,12250,1241,49426.0,4034800.0
2019-01-14,12150,12300,12150,12250,2986,49426.0,4034800.0
2019-01-15,12200,12300,12200,12250,12013,49426.0,4034800.0
2019-01-16,12250,12250,12150,12200,3464,49225.0,4034800.0
2019-01-17,12200,12300,12150,12300,3184,49628.0,4034800.0
2019-01-18,12250,12300,12200,12250,3574,49426.0,4034800.0
2019-01-21,12250,12350,12250,12300,6131,49628.0,4034800.0
2019-01-22,12200,12300,12200,12250,2878,49426.0,4034800.0
2019-01-23,12250,12400,12250,12350,12246,49830.0,4034800.0
2019-01-24,12300,12350,12250,12250,5548,49426.0,4034800.0
2019-01-25,12300,12450,12250,12350,21582,49830.0,4034800.0
2019-01-28,12400,12500,12300,12500,21738,50435.0,4034800.0
2019-01-29,12450,12500,12400,12400,7374,50032.0,4034800.0
2019-01-30,12350,12550,12350,12550,17746,50637.0,4034800.0
2019-01-31,12550,12550,12450,12550,16602,50637.0,4034800.0
2019-02-01,12550,12650,12450,12600,11954,50838.0,4034800.0
2019-02-07,12600,12750,12500,12700,22695,51242.0,4034800.0
2019-02-08,12550,12750,12550,12700,12915,51242.0,4034800.0
2019-02-11,12750,12900,12600,12800,13653,51645.0,4034800.0
2019-02-12,12800,12800,12600,12800,9514,51645.0,4034800.0
2019-02-13,12800,12900,12600,12900,17613,52049.0,4034800.0
2019-02-14,12900,12950,12800,12900,6182,52049.0,4034800.0
2019-02-15,12900,13050,12750,13000,30632,52452.0,4034800.0
2019-02-18,13000,13000,12800,12900,21018,52049.0,4034800.0
2019-02-19,12900,13150,12850,12950,16252,52251.0,4034800.0
2019-02-20,12950,13000,12850,12950,6104,52251.0,4034800.0
2019-02-21,12950,13050,12800,12900,10185,52049.0,4034800.0
2019-02-22,12900,12950,12700,12900,11183,52049.0,4034800.0
2019-02-25,12900,13150,12800,12950,12251,52251.0,4034800.0
2019-02-26,12900,13000,12850,12950,3249,52251.0,4034800.0
2019-02-27,13000,13050,12900,13000,5217,52452.0,4034800.0
2019-02-28,13000,13000,12750,12750,8039,51444.0,4034800.0
2019-03-04,12700,12900,12700,12900,2877,52049.0,4034800.0
2019-03-05,12900,12900,12700,12850,4883,51847.0,4034800.0
2019-03-06,12750,12900,12700,12900,2677,52049.0,4034800.0
2019-03-07,12850,12900,12700,12750,10087,51444.0,4034800.0
2019-03-08,12750,12800,12650,12750,6592,51444.0,4034800.0
2019-03-11,12600,12800,12600,12650,2428,51040.0,4034800.0
2019-03-12,12700,12800,12650,12800,3881,51645.0,4034800.0
2019-03-13,12800,12850,12700,12800,4922,51645.0,4034800.0
2019-03-14,12850,12850,12700,12800,3025,51645.0,4034800.0
2019-03-15,12800,12850,12650,12750,4520,51444.0,4034800.0
2019-03-18,12850,12850,12600,12650,1596,51040.0,4034800.0
2019-03-19,12700,12800,12600,12800,4368,51645.0,4034800.0
2019-03-20,12700,12850,12600,12650,7409,51040.0,4034800.0
2019-03-21,12650,12800,12650,12750,1941,51444.0,4034800.0
2019-03-22,12750,12750,12600,12750,1308,51444.0,4034800.0
2019-03-25,12750,12750,12450,12600,2569,50838.0,4034800.0
2019-03-26,12450,12600,12450,12550,3706,50637.0,4034800.0
2019-03-27,12550,12650,12450,12550,5439,50637.0,4034800.0
2019-03-28,12550,12600,12350,12500,2155,50435.0,4034800.0
2019-03-29,12500,12550,12400,12550,1009,50637.0,4034800.0
2019-04-01,12450,12650,12400,12650,2154,51040.0,4034800.0
2019-04-02,12700,12700,12500,12650,3125,51040.0,4034800.0
2019-04-03,12650,12650,12400,12550,9136,50637.0,4034800.0
2019-04-04,12600,12650,12550,12600,9485,50838.0,4034800.0
2019-04-05,12700,12700,12400,12600,8140,50838.0,4034800.0
2019-04-08,12600,12800,12600,12800,11136,51645.0,4034800.0
2019-04-09,12750,12900,12750,12800,6157,51645.0,4034800.0
2019-04-10,12850,12850,12750,12850,3205,51847.0,4034800.0
2019-04-11,12750,12950,12700,12900,2927,52049.0,4034800.0
2019-04-12,12950,13000,12800,13000,4183,52452.0,4034800.0
2019-04-15,13050,13050,12900,12950,7725,52251.0,4034800.0
2019-04-16,12850,13000,12800,12800,3952,51645.0,4034800.0
2019-04-17,12800,13000,12700,12950,3026,52251.0,4034800.0
2019-04-18,12950,13050,12800,12850,6258,51847.0,4034800.0
2019-04-19,12850,12950,12800,12900,1728,52049.0,4034800.0
2019-04-22,12950,13050,12800,12850,4872,51847.0,4034800.0
2019-04-23,12850,12900,12800,12850,1513,51847.0,4034800.0
2019-04-24,12850,12900,12750,12900,10474,52049.0,4034800.0
2019-04-25,12750,12900,12700,12850,3349,51847.0,4034800.0
2019-04-26,12850,12850,12700,12850,3141,51847.0,4034800.0
2019-04-29,12850,12950,12800,12950,2499,52251.0,4034800.0
2019-04-30,12950,12950,12800,12850,1387,51847.0,4034800.0
2019-05-02,12850,13050,12800,12950,7301,52251.0,4034800.0
2019-05-03,12950,13000,12850,12950,1860,52251.0,4034800.0
