씨씨에스(066790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-04-07,483,492,481,488,6511,22952.0,4708000.0
2004-04-08,493,528,492,494,23399,23258.0,4708000.0
2004-04-09,494,509,475,483,462,22740.0,4708000.0
2004-04-12,483,499,480,481,3905,22645.0,4708000.0
2004-04-13,480,494,460,481,17890,22645.0,4708000.0
2004-04-14,489,500,481,490,15823,23069.0,4708000.0
2004-04-16,500,503,491,501,16957,23587.0,4708000.0
2004-04-19,501,509,499,507,5291,23870.0,4708000.0
2004-04-20,500,518,500,508,10898,23917.0,4708000.0
2004-04-21,509,509,500,508,11521,23917.0,4708000.0
2004-04-22,510,510,485,506,4909,23822.0,4708000.0
2004-04-23,506,514,477,500,9732,23540.0,4708000.0
2004-04-26,509,560,502,560,219874,26365.0,4708000.0
2004-04-27,565,606,521,560,65448,26365.0,4708000.0
2004-04-28,572,580,555,560,18184,26365.0,4708000.0
2004-04-29,532,577,506,532,40545,25047.0,4708000.0
2004-04-30,559,559,517,521,4334,24529.0,4708000.0
2004-05-03,510,558,510,531,11229,24999.0,4708000.0
2004-05-04,558,558,536,540,16849,25423.0,4708000.0
2004-05-06,560,560,520,536,1807,25235.0,4708000.0
2004-05-07,515,536,480,504,12913,23728.0,4708000.0
2004-05-10,490,504,475,485,13196,22834.0,4708000.0
2004-05-11,460,495,460,493,5621,23210.0,4708000.0
2004-05-12,482,498,475,485,4837,22834.0,4708000.0
2004-05-13,496,496,470,495,5605,23305.0,4708000.0
2004-05-14,499,499,483,490,365,23069.0,4708000.0
2004-05-17,483,495,460,495,3362,23305.0,4708000.0
2004-05-18,461,492,461,489,11219,23022.0,4708000.0
2004-05-19,482,499,462,490,4474,23069.0,4708000.0
2004-05-20,465,489,459,487,2819,22904.0,4708000.0
2004-05-21,495,495,470,490,1709,23069.0,4708000.0
2004-05-24,491,500,470,496,757,23352.0,4708000.0
2004-05-25,475,490,475,490,417,23069.0,4708000.0
2004-05-27,470,497,463,495,8187,23305.0,4708000.0
2004-05-28,493,493,465,489,1173,22999.0,4708000.0
2004-05-31,470,490,470,490,206,23069.0,4708000.0
2004-06-01,488,488,471,487,371,22928.0,4708000.0
2004-06-02,490,490,470,490,2080,23069.0,4708000.0
2004-06-03,485,500,483,498,1736,23446.0,4708000.0
2004-06-04,494,494,461,494,2999,23234.0,4708000.0
2004-06-07,476,496,472,492,879,23163.0,4708000.0
2004-06-08,470,495,470,493,1553,23187.0,4708000.0
2004-06-09,472,497,472,494,5892,23258.0,4708000.0
2004-06-10,492,493,484,490,4903,23046.0,4708000.0
2004-06-11,498,498,470,480,9313,22598.0,4708000.0
2004-06-14,460,495,460,495,18699,23305.0,4708000.0
2004-06-15,554,554,522,554,350767,26082.0,4708000.0
2004-06-16,609,620,531,533,746123,25094.0,4708000.0
2004-06-17,537,540,476,480,183540,22598.0,4708000.0
2004-06-18,471,494,437,445,132318,20951.0,4708000.0
2004-06-21,441,455,428,431,76787,20268.0,4708000.0
2004-06-22,415,428,410,410,49580,19303.0,4708000.0
2004-06-23,406,448,406,420,36327,19774.0,4708000.0
2004-06-24,419,432,415,432,22538,20315.0,4708000.0
2004-06-25,430,439,425,432,11693,20315.0,4708000.0
2004-06-28,431,438,430,432,16806,20339.0,4708000.0
2004-06-29,431,431,400,422,11407,19868.0,4708000.0
2004-06-30,422,472,422,445,57518,20951.0,4708000.0
2004-07-01,447,465,438,447,15772,21045.0,4708000.0
2004-07-02,447,477,431,477,20640,22457.0,4708000.0
2004-07-05,450,487,450,469,25402,22057.0,4708000.0
2004-07-06,482,524,482,524,135506,24670.0,4708000.0
2004-07-07,560,564,524,524,271090,24670.0,4708000.0
2004-07-08,516,530,495,507,75365,23870.0,4708000.0
2004-07-09,515,535,480,480,58394,22598.0,4708000.0
2004-07-12,470,482,456,459,79494,21610.0,4708000.0
2004-07-13,454,461,430,441,49424,20739.0,4708000.0
2004-07-14,435,445,426,426,19736,20056.0,4708000.0
2004-07-15,420,440,420,429,15861,20197.0,4708000.0
2004-07-16,421,433,420,433,35036,20386.0,4708000.0
2004-07-19,425,458,425,450,15988,21186.0,4708000.0
2004-07-20,455,470,450,450,18630,21186.0,4708000.0
2004-07-21,459,459,430,453,3956,21327.0,4708000.0
2004-07-22,452,452,429,450,8443,21162.0,4708000.0
2004-07-23,430,449,430,449,12412,21139.0,4708000.0
2004-07-26,435,453,433,450,19185,21186.0,4708000.0
2004-07-27,440,453,440,445,14345,20951.0,4708000.0
2004-07-28,445,451,438,445,15005,20951.0,4708000.0
2004-07-29,441,486,441,474,18796,22316.0,4708000.0
2004-07-30,467,473,445,451,8610,21233.0,4708000.0
2004-08-02,451,468,425,450,12783,21186.0,4708000.0
2004-08-03,462,462,449,463,15653,21774.0,4708000.0
2004-08-04,475,475,450,469,5187,22081.0,4708000.0
2004-08-05,451,473,451,468,3874,22010.0,4708000.0
2004-08-06,467,467,454,466,4799,21916.0,4708000.0
2004-08-09,444,463,444,461,4778,21680.0,4708000.0
2004-08-10,515,515,488,498,32613,23446.0,4708000.0
2004-08-11,498,500,470,483,21243,22740.0,4708000.0
2004-08-12,535,535,470,470,19134,22128.0,4708000.0
2004-08-13,461,473,450,462,6253,21727.0,4708000.0
2004-08-16,460,460,444,455,5816,21421.0,4708000.0
2004-08-17,445,469,445,453,6786,21327.0,4708000.0
2004-08-18,450,467,446,452,1150,21280.0,4708000.0
2004-08-19,444,471,444,458,2655,21539.0,4708000.0
2004-08-20,444,461,444,458,2589,21539.0,4708000.0
2004-08-23,453,459,449,455,1582,21421.0,4708000.0
2004-08-24,463,463,444,458,684,21563.0,4708000.0
2004-08-25,450,457,444,455,949,21421.0,4708000.0
2004-08-26,460,460,442,458,3072,21563.0,4708000.0
2004-08-27,447,458,442,454,1009,21374.0,4708000.0
2004-08-30,459,459,444,454,2114,21351.0,4708000.0
2004-08-31,454,454,437,439,3407,20645.0,4708000.0
2004-09-01,438,445,436,443,1267,20856.0,4708000.0
2004-09-02,435,444,429,433,6880,20362.0,4708000.0
2004-09-03,445,445,430,440,10223,20715.0,4708000.0
2004-09-06,433,439,432,439,6278,20668.0,4708000.0
2004-09-07,431,439,430,437,10368,20574.0,4708000.0
2004-09-08,439,440,431,438,2373,20598.0,4708000.0
2004-09-09,431,440,431,440,3835,20715.0,4708000.0
2004-09-10,440,441,435,441,5565,20762.0,4708000.0
2004-09-13,435,442,435,440,2297,20715.0,4708000.0
2004-09-14,444,455,440,442,1361,20809.0,4708000.0
2004-09-15,442,453,440,452,7909,21280.0,4708000.0
2004-09-16,457,457,450,455,6992,21421.0,4708000.0
2004-09-17,450,456,445,456,2896,21468.0,4708000.0
2004-09-20,457,494,457,480,4094,22598.0,4708000.0
2004-09-21,479,480,462,474,1201,22316.0,4708000.0
2004-09-22,450,464,450,452,9812,21280.0,4708000.0
2004-09-23,454,478,450,452,1597,21280.0,4708000.0
2004-09-24,474,474,452,467,65,21986.0,4708000.0
2004-09-30,450,489,449,470,1743,22104.0,4708000.0
2004-10-01,474,474,450,465,858,21892.0,4708000.0
2004-10-04,468,468,450,464,1703,21845.0,4708000.0
2004-10-05,450,463,450,462,3829,21751.0,4708000.0
2004-10-06,460,463,456,460,15471,21657.0,4708000.0
2004-10-07,461,489,461,477,2949,22457.0,4708000.0
2004-10-08,472,472,459,470,6252,22128.0,4708000.0
2004-10-11,466,479,463,479,736,22551.0,4708000.0
2004-10-12,470,480,470,480,499,22598.0,4708000.0
2004-10-13,472,499,472,497,8960,23375.0,4708000.0
2004-10-14,506,512,481,510,29869,24011.0,4708000.0
2004-10-15,505,515,487,487,5737,22928.0,4708000.0
2004-10-18,481,500,480,500,5702,23540.0,4708000.0
2004-10-19,495,495,486,495,1708,23305.0,4708000.0
2004-10-20,491,538,491,511,2792,24058.0,4708000.0
2004-10-21,513,539,457,480,45904,22575.0,4708000.0
2004-10-22,462,481,462,481,8671,22645.0,4708000.0
2004-10-25,480,499,480,488,7562,22975.0,4708000.0
2004-10-26,488,499,480,491,1049,23116.0,4708000.0
2004-10-27,486,495,485,495,4659,23305.0,4708000.0
2004-10-28,473,509,473,495,5497,23305.0,4708000.0
2004-10-29,487,495,487,495,2435,23305.0,4708000.0
2004-11-01,502,502,476,490,5137,23069.0,4708000.0
2004-11-02,481,510,481,500,2002,23540.0,4708000.0
2004-11-03,483,508,483,500,4175,23540.0,4708000.0
2004-11-04,523,523,479,479,5728,22551.0,4708000.0
2004-11-05,509,509,495,506,11,23822.0,4708000.0
2004-11-08,491,506,481,505,1206,23775.0,4708000.0
2004-11-09,476,511,476,511,2,24058.0,4708000.0
2004-11-10,481,505,481,505,2,23775.0,4708000.0
2004-11-11,478,504,478,504,3346,23728.0,4708000.0
2004-11-12,504,528,481,499,1397,23493.0,4708000.0
2004-11-15,485,520,485,495,11531,23305.0,4708000.0
2004-11-16,480,505,480,482,601,22693.0,4708000.0
2004-11-17,476,499,476,490,908,23046.0,4708000.0
2004-11-18,477,498,477,491,944,23093.0,4708000.0
2004-11-19,480,494,471,489,829,23022.0,4708000.0
2004-11-22,493,493,493,493,1,23210.0,4708000.0
2004-11-23,476,494,476,494,2,23258.0,4708000.0
2004-11-24,489,519,461,510,1623,24011.0,4708000.0
2004-11-25,473,500,468,482,7846,22693.0,4708000.0
2004-11-26,467,488,462,475,6491,22363.0,4708000.0
2004-11-29,482,496,480,490,1076,23069.0,4708000.0
2004-11-30,490,493,480,492,2873,23163.0,4708000.0
2004-12-01,498,498,490,498,3407,23446.0,4708000.0
2004-12-02,481,500,481,498,9,23446.0,4708000.0
2004-12-03,482,499,481,499,319,23493.0,4708000.0
2004-12-06,498,505,490,500,2200,23540.0,4708000.0
2004-12-07,489,512,476,500,8801,23516.0,4708000.0
2004-12-08,485,500,480,494,852,23258.0,4708000.0
2004-12-09,482,504,482,504,7168,23728.0,4708000.0
2004-12-10,495,495,495,495,0,23305.0,4708000.0
2004-12-13,500,500,480,495,9490,23305.0,4708000.0
2004-12-14,493,503,493,503,700,23681.0,4708000.0
2004-12-15,483,507,483,507,2732,23870.0,4708000.0
2004-12-16,492,507,492,507,192,23870.0,4708000.0
2004-12-17,492,519,492,502,13384,23634.0,4708000.0
2004-12-20,518,518,500,508,1204,23917.0,4708000.0
2004-12-21,498,505,498,505,5887,23775.0,4708000.0
2004-12-22,500,521,498,506,1727,23822.0,4708000.0
2004-12-23,522,522,500,509,1123,23964.0,4708000.0
2004-12-24,508,514,500,500,1328,23540.0,4708000.0
2004-12-27,514,514,492,510,545,24011.0,4708000.0
2004-12-28,508,508,480,501,4769,23587.0,4708000.0
2004-12-29,485,505,485,500,5313,23540.0,4708000.0
2004-12-30,492,498,479,500,5509,23516.0,4708000.0
2005-01-03,500,500,500,500,4602,23540.0,4708000.0
2005-01-04,510,510,500,510,2548,24011.0,4708000.0
2005-01-05,505,505,500,505,710,23775.0,4708000.0
2005-01-06,515,535,484,499,6968,23493.0,4708000.0
2005-01-07,500,514,491,495,533,23305.0,4708000.0
2005-01-10,518,518,492,500,807,23540.0,4708000.0
2005-01-11,515,515,496,500,943,23540.0,4708000.0
2005-01-12,494,507,493,495,2896,23281.0,4708000.0
2005-01-13,494,502,491,502,1909,23634.0,4708000.0
2005-01-14,495,505,492,505,1007,23775.0,4708000.0
2005-01-17,501,509,496,500,4823,23540.0,4708000.0
2005-01-18,497,508,497,503,4090,23681.0,4708000.0
2005-01-19,500,507,496,507,5041,23870.0,4708000.0
2005-01-20,500,507,500,507,2178,23870.0,4708000.0
2005-01-21,506,506,496,498,2867,23422.0,4708000.0
2005-01-24,500,510,491,493,7148,23210.0,4708000.0
2005-01-25,495,500,493,500,3328,23540.0,4708000.0
2005-01-26,495,504,493,504,5891,23728.0,4708000.0
2005-01-27,504,553,504,526,76123,24764.0,4708000.0
2005-01-28,530,589,530,589,286913,27730.0,4708000.0
2005-01-31,630,658,620,646,216698,30414.0,4708000.0
2005-02-01,691,691,583,606,175914,28530.0,4708000.0
2005-02-02,591,606,536,538,59404,25329.0,4708000.0
2005-02-03,530,560,530,559,92947,26318.0,4708000.0
2005-02-04,570,572,545,572,32735,26930.0,4708000.0
2005-02-07,577,587,551,565,22231,26600.0,4708000.0
2005-02-11,558,587,558,585,34258,27542.0,4708000.0
2005-02-14,601,601,577,591,47807,27824.0,4708000.0
2005-02-15,591,592,557,560,58721,26365.0,4708000.0
2005-02-16,566,575,548,560,24655,26365.0,4708000.0
2005-02-17,559,600,551,580,72795,27306.0,4708000.0
2005-02-18,580,588,566,573,24053,26977.0,4708000.0
2005-02-21,568,590,516,546,28170,25706.0,4708000.0
2005-02-22,540,556,525,530,37195,24952.0,4708000.0
2005-02-23,525,549,510,516,38007,24293.0,4708000.0
2005-02-24,530,550,525,534,41889,25141.0,4708000.0
2005-02-25,550,550,521,535,22917,25188.0,4708000.0
2005-02-28,529,537,515,520,44296,24482.0,4708000.0
2005-03-02,522,535,500,504,53718,23728.0,4708000.0
2005-03-03,515,535,510,518,48014,24387.0,4708000.0
2005-03-04,518,518,502,514,56785,24199.0,4708000.0
2005-03-07,515,535,507,531,56291,24999.0,4708000.0
2005-03-08,594,594,594,594,135835,27966.0,4708000.0
2005-03-09,665,665,652,665,446030,31308.0,4708000.0
2005-03-10,670,725,604,650,843459,30602.0,4708000.0
2005-03-11,666,668,621,635,350790,29896.0,4708000.0
2005-03-14,635,645,596,596,238961,28060.0,4708000.0
2005-03-15,596,611,585,590,178602,27777.0,4708000.0
2005-03-16,594,603,576,598,150189,28154.0,4708000.0
2005-03-17,597,597,530,550,194320,25894.0,4708000.0
2005-03-18,560,563,527,530,133199,24952.0,4708000.0
2005-03-21,525,534,506,511,131900,24058.0,4708000.0
2005-03-22,511,524,508,524,63448,24670.0,4708000.0
2005-03-23,516,534,501,534,81757,25141.0,4708000.0
2005-03-24,545,561,525,546,148631,25706.0,4708000.0
2005-03-25,570,606,543,543,304895,25564.0,4708000.0
2005-03-28,549,549,522,522,80415,24576.0,4708000.0
2005-03-29,520,527,511,511,60673,24058.0,4708000.0
2005-03-30,506,529,506,510,40843,24011.0,4708000.0
2005-03-31,508,516,507,509,45243,23964.0,4708000.0
2005-04-01,514,516,508,513,30584,24152.0,4708000.0
2005-04-04,518,518,507,507,34597,23870.0,4708000.0
2005-04-06,511,535,509,517,46310,24340.0,4708000.0
2005-04-07,521,528,516,528,31810,24858.0,4708000.0
2005-04-08,535,535,517,517,17663,24340.0,4708000.0
2005-04-11,517,523,513,520,8157,24482.0,4708000.0
2005-04-12,520,520,509,517,20145,24340.0,4708000.0
2005-04-13,512,523,506,512,23146,24105.0,4708000.0
2005-04-14,511,511,500,500,33242,23540.0,4708000.0
2005-04-15,494,507,494,500,12261,23540.0,4708000.0
2005-04-18,498,499,470,470,37050,22128.0,4708000.0
2005-04-19,467,479,466,479,21183,22551.0,4708000.0
2005-04-20,471,493,471,483,20834,22740.0,4708000.0
2005-04-21,475,486,471,482,8774,22669.0,4708000.0
2005-04-22,485,490,480,484,17603,22787.0,4708000.0
2005-04-25,477,489,477,484,17890,22787.0,4708000.0
2005-04-26,478,487,478,478,11821,22504.0,4708000.0
2005-04-27,479,483,471,475,12306,22339.0,4708000.0
2005-04-28,467,479,467,472,8131,22222.0,4708000.0
2005-04-29,470,483,468,481,10332,22645.0,4708000.0
2005-05-02,493,493,475,481,4363,22645.0,4708000.0
2005-05-03,472,482,470,474,7299,22316.0,4708000.0
2005-05-04,480,480,470,480,3603,22575.0,4708000.0
2005-05-06,472,480,465,474,19701,22316.0,4708000.0
2005-05-09,467,467,402,440,24410,20692.0,4708000.0
2005-05-10,443,458,441,454,12330,21351.0,4708000.0
