디지탈옵틱(106520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-08-24,9110,9385,8972,9283,377636,73618.0,5453177.0
2012-08-27,8733,8766,7908,7908,1141750,62712.0,5453177.0
2012-08-28,8043,8250,7975,8183,490031,64893.0,5453177.0
2012-08-29,8285,8492,8114,8424,312342,66801.0,5453177.0
2012-08-30,8456,8629,8216,8493,224209,67347.0,5453177.0
2012-08-31,8388,8766,8388,8527,273791,67619.0,5453177.0
2012-09-03,8456,8491,8182,8252,282368,65438.0,5453177.0
2012-09-04,8285,8835,8250,8561,551996,67892.0,5453177.0
2012-09-05,8526,8733,8388,8424,146698,66801.0,5453177.0
2012-09-06,8526,8869,8423,8836,274336,70073.0,5453177.0
2012-09-07,8939,9145,8732,8768,351348,69528.0,5453177.0
2012-09-10,8939,8939,8732,8768,177137,69528.0,5453177.0
2012-09-11,8939,9213,8801,9180,392053,72800.0,5453177.0
2012-09-12,9214,9248,9007,9043,179767,71709.0,5453177.0
2012-09-13,9075,9110,8319,8596,331103,68165.0,5453177.0
2012-09-14,8732,8904,8559,8561,300358,67892.0,5453177.0
2012-09-17,8630,8630,8147,8218,262239,65165.0,5453177.0
2012-09-18,8181,8353,8146,8286,189614,65711.0,5453177.0
2012-09-19,8285,8320,8011,8011,208594,63530.0,5453177.0
2012-09-20,8043,8456,8043,8183,272246,64893.0,5453177.0
2012-09-21,8250,8492,8114,8424,283676,66801.0,5453177.0
2012-09-24,8422,8559,8319,8389,194784,66529.0,5453177.0
2012-09-25,8456,8491,8078,8080,132028,64075.0,5453177.0
2012-09-26,8011,8388,7976,8321,188809,65983.0,5453177.0
2012-09-27,8320,8320,7941,8114,141410,64347.0,5453177.0
2012-09-28,8114,8250,8079,8114,104337,64347.0,5453177.0
2012-10-02,8079,8388,8010,8355,134715,66256.0,5453177.0
2012-10-04,8388,8456,8250,8286,106898,65711.0,5453177.0
2012-10-05,8423,8835,8353,8768,338761,69528.0,5453177.0
2012-10-08,8765,9006,8732,8802,240796,69801.0,5453177.0
2012-10-09,9042,9385,8835,8871,358829,70346.0,5453177.0
2012-10-10,8766,8973,8630,8836,140282,70073.0,5453177.0
2012-10-11,8801,9729,8697,9283,725333,73618.0,5453177.0
2012-10-12,9282,9661,9145,9490,273879,75254.0,5453177.0
2012-10-15,9591,9625,8800,9215,297194,73073.0,5453177.0
2012-10-16,9386,10004,9317,9833,604522,77980.0,5453177.0
2012-10-17,10004,10451,9591,9696,501773,76890.0,5453177.0
2012-10-18,9764,9935,9248,9490,247480,75254.0,5453177.0
2012-10-19,9352,9730,9111,9730,140474,77162.0,5453177.0
2012-10-22,9385,9867,9385,9765,128894,77435.0,5453177.0
2012-10-23,9970,10107,9591,9593,181268,76072.0,5453177.0
2012-10-24,9385,9832,9385,9593,161757,76072.0,5453177.0
2012-10-25,9626,9832,9420,9593,121283,76072.0,5453177.0
2012-10-26,9591,9728,9316,9318,109383,73891.0,5453177.0
2012-10-29,9419,9522,9213,9318,92603,73891.0,5453177.0
2012-10-30,9351,9385,9042,9077,114330,71982.0,5453177.0
2012-10-31,9145,9797,9145,9799,269297,77708.0,5453177.0
2012-11-01,9833,10074,9695,9937,172993,78798.0,5453177.0
2012-11-02,9971,10039,9729,9971,87464,79071.0,5453177.0
2012-11-05,10073,10383,9970,10109,144100,80162.0,5453177.0
2012-11-06,10210,10210,9971,10074,97242,79889.0,5453177.0
2012-11-07,9868,10039,9730,9937,118103,78798.0,5453177.0
2012-11-08,9557,9900,9523,9799,111768,77708.0,5453177.0
2012-11-09,9764,10864,9523,10521,466789,83434.0,5453177.0
2012-11-12,10554,10898,10348,10727,321719,85070.0,5453177.0
2012-11-13,10864,10933,10384,10762,184282,85342.0,5453177.0
2012-11-14,10622,10829,10004,10005,522340,79344.0,5453177.0
2012-11-15,9867,10417,9626,10384,205979,82343.0,5453177.0
2012-11-16,10416,10554,9832,10005,171376,79344.0,5453177.0
2012-11-19,10177,10796,10039,10796,293261,85615.0,5453177.0
2012-11-20,10932,11311,10726,10934,432074,86706.0,5453177.0
2012-11-21,11035,11035,10760,10934,188832,86706.0,5453177.0
2012-11-22,11173,11415,11002,11106,366760,88069.0,5453177.0
2012-11-23,11105,11345,11070,11312,207978,89705.0,5453177.0
2012-11-26,11415,11931,11139,11793,391868,93522.0,5453177.0
2012-11-27,11725,11793,11139,11587,247482,91886.0,5453177.0
2012-11-28,11587,11621,11312,11587,125976,91886.0,5453177.0
2012-11-29,11518,11793,11345,11587,158053,91886.0,5453177.0
2012-11-30,11620,11860,11311,11346,167569,89977.0,5453177.0
2012-12-03,11551,11621,11208,11415,121267,90523.0,5453177.0
2012-12-04,11276,12101,11276,12068,312320,95703.0,5453177.0
2012-12-05,12034,12137,11724,12103,179441,95976.0,5453177.0
2012-12-06,12102,12205,11415,11725,205358,92977.0,5453177.0
2012-12-07,11999,12137,11277,11793,203450,93522.0,5453177.0
2012-12-10,11931,11931,11449,11896,93883,94340.0,5453177.0
2012-12-11,11896,12034,11449,11484,72785,91068.0,5453177.0
2012-12-12,11415,11551,11105,11312,94755,89705.0,5453177.0
2012-12-13,11483,11793,11345,11690,125898,92704.0,5453177.0
2012-12-14,11689,11930,11518,11518,84076,91341.0,5453177.0
2012-12-17,11517,11620,11138,11140,95932,88341.0,5453177.0
2012-12-18,11138,11345,10519,10727,170217,85070.0,5453177.0
2012-12-20,10727,10933,10314,10452,182740,82888.0,5453177.0
2012-12-21,10417,10932,10280,10899,132762,86433.0,5453177.0
2012-12-24,10760,11035,10760,10934,83632,86706.0,5453177.0
2012-12-26,11002,11002,10622,10624,82807,84252.0,5453177.0
2012-12-27,10589,11242,10555,11106,132762,88069.0,5453177.0
2012-12-28,11312,11312,10933,11071,90567,87796.0,5453177.0
2013-01-02,11209,11277,11002,11071,63362,87796.0,5453177.0
2013-01-03,11208,11241,11070,11140,51087,88341.0,5453177.0
2013-01-04,11208,11620,11105,11346,97212,89977.0,5453177.0
2013-01-07,11414,11448,11208,11346,47863,89977.0,5453177.0
2013-01-08,11345,11620,11208,11243,62925,89159.0,5453177.0
2013-01-09,11345,11379,11173,11243,55303,89159.0,5453177.0
2013-01-10,11242,11415,11105,11312,66190,89705.0,5453177.0
2013-01-11,11345,11449,11139,11174,50850,88614.0,5453177.0
2013-01-14,11209,11209,10555,10659,146972,84524.0,5453177.0
2013-01-15,10727,11036,10555,10762,79312,85342.0,5453177.0
2013-01-16,10693,10865,10452,10452,109962,82888.0,5453177.0
2013-01-17,10451,10761,10451,10590,70672,83979.0,5453177.0
2013-01-18,10796,11139,10693,11106,96515,88069.0,5453177.0
2013-01-21,11242,11448,11070,11312,85446,89705.0,5453177.0
2013-01-22,11415,11415,11174,11381,60839,90250.0,5453177.0
2013-01-23,11345,11414,11138,11140,61841,88341.0,5453177.0
2013-01-24,11139,11277,10796,10968,61320,86978.0,5453177.0
2013-01-25,10967,11002,10519,10624,94555,84252.0,5453177.0
2013-01-28,10623,10796,10417,10590,71674,83979.0,5453177.0
2013-01-29,10520,10761,10520,10762,44724,85342.0,5453177.0
2013-01-30,10864,10864,10416,10521,43523,83434.0,5453177.0
2013-01-31,10416,11173,10416,11140,136758,88341.0,5453177.0
2013-02-01,11105,11139,10829,11003,52885,87251.0,5453177.0
2013-02-04,11035,11173,10760,10831,66396,85888.0,5453177.0
2013-02-05,10727,10796,10520,10659,36313,84524.0,5453177.0
2013-02-06,10726,10898,10622,10727,46519,85070.0,5453177.0
2013-02-07,10796,11208,10658,11106,159912,88069.0,5453177.0
2013-02-08,11139,11415,10967,11415,148062,90523.0,5453177.0
2013-02-12,11587,11587,11242,11278,86090,89432.0,5453177.0
2013-02-13,11345,11448,11208,11243,101784,89159.0,5453177.0
2013-02-14,11586,12446,11586,12378,685543,98157.0,5453177.0
2013-02-15,12411,12720,12239,12584,235808,99793.0,5453177.0
2013-02-18,12377,13272,12377,13031,266329,103338.0,5453177.0
2013-02-19,12859,13168,12824,12962,143002,102792.0,5453177.0
2013-02-20,13099,13272,12756,12928,209582,102520.0,5453177.0
2013-02-21,12789,13168,12514,13169,283250,104428.0,5453177.0
2013-02-22,13375,13408,12927,12928,193661,102520.0,5453177.0
2013-02-25,13098,13133,12652,12687,130041,100611.0,5453177.0
2013-02-26,12652,12892,12479,12894,104079,102247.0,5453177.0
2013-02-27,12995,13133,12652,12790,87423,101429.0,5453177.0
2013-02-28,12927,13098,12549,12894,168127,102247.0,5453177.0
2013-03-04,12892,13271,12755,12894,149026,102247.0,5453177.0
2013-03-05,13098,14096,12995,13822,528081,109609.0,5453177.0
2013-03-06,13891,14062,13615,13753,193480,109064.0,5453177.0
2013-03-07,13717,13959,13168,13478,199980,106882.0,5453177.0
2013-03-08,13407,13683,13374,13616,92132,107973.0,5453177.0
2013-03-11,13649,13649,13168,13272,69415,105246.0,5453177.0
2013-03-12,13443,13614,13168,13375,104546,106064.0,5453177.0
2013-03-13,13478,14165,13478,13891,276519,110154.0,5453177.0
2013-03-14,13890,13958,13546,13788,152671,109336.0,5453177.0
2013-03-15,13821,13891,13237,13237,191316,104974.0,5453177.0
2013-03-18,13065,13133,12652,12653,186600,100338.0,5453177.0
2013-03-19,12721,13065,12721,12825,88140,101702.0,5453177.0
2013-03-20,12755,12892,12411,12584,79349,99793.0,5453177.0
2013-03-21,12755,12755,12479,12584,70731,99793.0,5453177.0
2013-03-22,12550,12859,12480,12825,61870,101702.0,5453177.0
2013-03-25,12927,12996,12653,12722,74232,100884.0,5453177.0
2013-03-26,12824,13478,12756,13375,165526,106064.0,5453177.0
2013-03-27,13374,13408,12995,13272,63566,105246.0,5453177.0
2013-03-28,13339,13407,13098,13409,92790,106337.0,5453177.0
2013-03-29,13477,13820,13407,13409,180972,106337.0,5453177.0
2013-04-01,13581,13581,13237,13341,44148,105792.0,5453177.0
2013-04-02,13546,14406,13511,14166,374171,112335.0,5453177.0
2013-04-03,14096,14612,14062,14510,208237,115062.0,5453177.0
2013-04-04,14439,14921,14164,14750,282277,116971.0,5453177.0
2013-04-05,14852,14887,14027,14097,221524,111790.0,5453177.0
2013-04-08,14027,14303,12996,13031,191462,103338.0,5453177.0
2013-04-09,12927,13683,12927,13616,208626,107973.0,5453177.0
2013-04-10,13684,13958,13408,13891,152502,110154.0,5453177.0
2013-04-11,13959,14543,13891,14269,241341,113153.0,5453177.0
2013-04-12,14439,15644,14439,15128,363128,119970.0,5453177.0
2013-04-15,15231,15747,15161,15541,169176,123242.0,5453177.0
2013-04-16,15334,16502,15265,16160,181565,128150.0,5453177.0
2013-04-17,16330,17190,16021,16401,316147,130058.0,5453177.0
2013-04-18,16606,17018,16090,16469,177322,130604.0,5453177.0
2013-04-19,16572,16640,15609,15850,181278,125696.0,5453177.0
2013-04-22,15677,16606,15609,16469,138622,130604.0,5453177.0
2013-04-23,16675,17018,16365,16710,123896,132512.0,5453177.0
2013-04-24,16811,17706,16605,17329,215976,137420.0,5453177.0
2013-04-25,17500,17534,16709,16882,117223,133875.0,5453177.0
2013-04-26,16950,17466,16812,17295,127407,137147.0,5453177.0
2013-04-29,17501,17672,16985,17363,104151,137693.0,5453177.0
2013-04-30,17707,17707,16193,16848,151153,133603.0,5453177.0
2013-05-02,16847,17053,16366,16744,95597,132785.0,5453177.0
2013-05-03,16985,17088,16502,16985,99289,134693.0,5453177.0
2013-05-06,17327,17533,16708,16916,123217,134148.0,5453177.0
2013-05-07,17121,17191,16812,16985,80539,134693.0,5453177.0
2013-05-08,16915,17191,16847,16985,89275,134693.0,5453177.0
2013-05-09,16881,16984,15918,16194,255084,128422.0,5453177.0
2013-05-10,15953,16089,15437,15782,133879,125150.0,5453177.0
2013-05-13,15574,15883,15574,15575,77241,123514.0,5453177.0
2013-05-14,15815,16228,15093,15954,163786,126514.0,5453177.0
2013-05-15,16227,16330,15815,16194,112051,128422.0,5453177.0
2013-05-16,16297,16503,15987,16435,89418,130331.0,5453177.0
2013-05-20,16538,16606,16090,16332,65133,129513.0,5453177.0
2013-05-21,16193,16469,16021,16366,94773,129786.0,5453177.0
2013-05-22,16366,16469,15781,15816,138963,125423.0,5453177.0
2013-05-23,15712,16468,15677,16091,108200,127604.0,5453177.0
2013-05-24,16400,16676,16160,16538,125615,131149.0,5453177.0
2013-05-27,16709,16709,16263,16366,67199,129786.0,5453177.0
2013-05-28,16227,17327,16192,17329,211831,137420.0,5453177.0
2013-05-29,17533,17671,16811,17123,184139,135784.0,5453177.0
2013-05-30,17019,17295,16744,16951,65081,134421.0,5453177.0
2013-05-31,16950,16950,15919,16022,178031,127059.0,5453177.0
2013-06-03,15884,16228,15884,16022,44963,127059.0,5453177.0
2013-06-04,16057,16331,15541,15816,82126,125423.0,5453177.0
2013-06-05,15677,15884,14646,14716,133648,116698.0,5453177.0
2013-06-07,14715,14818,12789,12894,386691,102247.0,5453177.0
2013-06-10,12995,13717,12995,13272,179311,105246.0,5453177.0
2013-06-11,13443,14439,13202,14406,360732,114244.0,5453177.0
2013-06-12,14234,14956,13684,14785,200417,117243.0,5453177.0
2013-06-13,14613,14749,13924,14166,119058,112335.0,5453177.0
2013-06-14,14336,14371,13614,13616,91486,107973.0,5453177.0
2013-06-17,13545,13958,13271,13306,96716,105519.0,5453177.0
2013-06-18,13408,13821,12962,13753,147342,109064.0,5453177.0
2013-06-19,13787,13924,13511,13581,62593,107700.0,5453177.0
2013-06-20,13133,13684,12892,13065,106529,103610.0,5453177.0
2013-06-21,12514,13201,12170,13203,173356,104701.0,5453177.0
2013-06-24,13098,13236,12308,12378,83876,98157.0,5453177.0
2013-06-25,12170,12479,11002,11346,320086,89977.0,5453177.0
2013-06-26,11724,11998,11173,11553,257204,91613.0,5453177.0
2013-06-27,11896,12411,11792,12240,152217,97067.0,5453177.0
2013-06-28,12447,12962,12067,12722,257993,100884.0,5453177.0
2013-07-01,12618,12859,12480,12653,95971,100338.0,5453177.0
2013-07-02,12720,12755,12205,12275,75832,97339.0,5453177.0
2013-07-03,12273,12411,11689,11828,78724,93795.0,5453177.0
2013-07-04,12033,12033,11242,12034,162127,95431.0,5453177.0
2013-07-05,13065,13820,13065,13822,1066090,109609.0,5453177.0
2013-07-08,13890,13890,13201,13409,320472,106337.0,5453177.0
2013-07-09,13511,13649,13305,13478,171088,106882.0,5453177.0
2013-07-10,13614,13924,13478,13684,177336,108518.0,5453177.0
2013-07-11,13821,14234,13821,14166,189189,112335.0,5453177.0
2013-07-12,14303,14303,13821,13856,125154,109882.0,5453177.0
2013-07-15,13855,13855,13340,13478,142875,106882.0,5453177.0
2013-07-16,13615,13787,13478,13650,88887,108246.0,5453177.0
2013-07-17,13614,14130,13580,14028,131033,111245.0,5453177.0
2013-07-18,14097,14097,13615,13650,119848,108246.0,5453177.0
2013-07-19,14097,14475,13959,13959,207184,110699.0,5453177.0
2013-07-22,13649,14026,13477,13822,142137,109609.0,5453177.0
2013-07-23,13993,14096,13684,13788,48269,109336.0,5453177.0
2013-07-24,13649,13890,13271,13788,74489,109336.0,5453177.0
2013-07-25,13787,14130,13649,13891,54091,110154.0,5453177.0
2013-07-26,13821,13993,13581,13684,41773,108518.0,5453177.0
2013-07-29,13752,13787,13442,13512,52677,107155.0,5453177.0
2013-07-30,13855,14233,13787,13891,121219,110154.0,5453177.0
2013-07-31,14200,14200,13821,13856,44447,109882.0,5453177.0
2013-08-01,13924,14096,13787,14097,51603,111790.0,5453177.0
2013-08-02,14233,14267,13752,13822,58457,109609.0,5453177.0
2013-08-05,13821,14784,13649,14785,157463,117243.0,5453177.0
2013-08-06,14852,14852,14474,14716,104071,116698.0,5453177.0
2013-08-07,14645,15093,14542,14647,114604,116153.0,5453177.0
2013-08-08,14716,14887,14578,14681,72995,116425.0,5453177.0
2013-08-09,14783,14955,14439,14647,55562,116153.0,5453177.0
2013-08-12,14510,14681,14165,14166,61752,112335.0,5453177.0
2013-08-13,14233,14336,13545,13925,108465,110427.0,5453177.0
2013-08-14,14061,14061,13614,13616,61746,107973.0,5453177.0
2013-08-16,13408,13649,13305,13478,45526,106882.0,5453177.0
2013-08-19,13407,13614,13304,13409,42116,106337.0,5453177.0
2013-08-20,13408,13614,12721,12859,87588,101974.0,5453177.0
2013-08-21,12893,13031,12102,12309,139479,97612.0,5453177.0
2013-08-22,11758,12653,11758,12619,98813,100066.0,5453177.0
2013-08-23,12858,13374,12652,13203,48423,104701.0,5453177.0
2013-08-26,13408,13890,13065,13272,211333,105246.0,5453177.0
2013-08-27,13856,14268,13478,13547,282202,107428.0,5453177.0
2013-08-28,13305,13684,13202,13272,83919,105246.0,5453177.0
2013-08-29,13304,13580,13098,13100,63670,103883.0,5453177.0
2013-08-30,13168,13304,12755,12894,58422,102247.0,5453177.0
2013-09-02,13098,13202,12892,13065,62453,103610.0,5453177.0
2013-09-03,13202,13340,12927,12962,87846,102792.0,5453177.0
2013-09-04,12962,12995,12618,12859,111013,101974.0,5453177.0
2013-09-05,12892,13202,12756,12962,53577,102792.0,5453177.0
2013-09-06,13030,13030,12789,12790,31976,101429.0,5453177.0
2013-09-09,12859,12893,12240,12309,127326,97612.0,5453177.0
2013-09-10,12479,12582,12136,12584,58677,99793.0,5453177.0
2013-09-11,12686,12789,12583,12722,36905,100884.0,5453177.0
2013-09-12,12721,12789,12549,12653,42032,100338.0,5453177.0
2013-09-13,12514,12789,12514,12653,21978,100338.0,5453177.0
2013-09-16,12652,13098,12652,13065,52426,103610.0,5453177.0
2013-09-17,13065,13065,12789,12962,29665,102792.0,5453177.0
2013-09-23,12995,12995,12446,12447,60007,98703.0,5453177.0
2013-09-24,12376,12514,12205,12447,20958,98703.0,5453177.0
2013-09-25,12411,12549,12205,12275,33626,97339.0,5453177.0
2013-09-26,12137,12686,12137,12653,43253,100338.0,5453177.0
2013-09-27,12789,13098,12686,12859,65007,101974.0,5453177.0
2013-09-30,12995,13201,12858,12997,79547,103349.0,5468177.0
2013-10-01,12859,13065,12514,12859,82376,102255.0,5468177.0
2013-10-02,12996,13065,12721,12825,64344,101982.0,5468177.0
2013-10-04,12720,12927,12652,12790,29323,101708.0,5468177.0
2013-10-07,12756,12927,12652,12756,23983,101435.0,5468177.0
2013-10-08,12721,12995,12652,12859,47887,102255.0,5468177.0
2013-10-10,12927,12962,12721,12825,46501,101982.0,5468177.0
2013-10-11,12927,13237,12824,13134,102299,104442.0,5468177.0
2013-10-14,13133,13580,13065,13409,121021,106629.0,5468177.0
2013-10-15,13545,13545,13168,13203,51288,104989.0,5468177.0
2013-10-16,13169,13272,12583,12619,91023,100341.0,5468177.0
2013-10-17,12789,12789,12549,12653,24792,100614.0,5468177.0
2013-10-18,12618,12824,12583,12756,31760,101435.0,5468177.0
2013-10-21,12721,12859,12618,12722,23453,101161.0,5468177.0
2013-10-22,12824,12824,12343,12447,52106,98974.0,5468177.0
2013-10-23,12479,12617,12136,12172,88072,96787.0,5468177.0
2013-10-24,12101,12273,11586,11965,109686,95146.0,5468177.0
2013-10-25,11998,12033,11689,11862,73672,94326.0,5468177.0
2013-10-28,11963,12446,11930,12378,84029,98427.0,5468177.0
2013-10-29,12273,12376,12137,12137,28942,96513.0,5468177.0
2013-10-30,12205,12308,11998,12275,37454,97607.0,5468177.0
2013-10-31,12308,12480,12205,12240,45454,97334.0,5468177.0
2013-11-01,12308,12824,12273,12756,112518,101435.0,5468177.0
2013-11-04,12859,13202,12756,12756,127736,101435.0,5468177.0
2013-11-05,12927,12927,12446,12550,52741,99794.0,5468177.0
2013-11-06,12583,12789,12377,12515,79416,99521.0,5468177.0
2013-11-07,12892,13201,12755,13100,260442,104169.0,5468177.0
2013-11-08,12962,13098,12789,12859,74222,102255.0,5468177.0
2013-11-11,13030,13133,12376,12550,94326,99794.0,5468177.0
2013-11-12,11896,11964,11312,11896,1467676,94599.0,5468177.0
2013-11-13,11896,11896,11380,11587,186819,92139.0,5468177.0
2013-11-14,11587,11758,11277,11587,182340,92139.0,5468177.0
2013-11-15,11828,11896,11655,11690,146598,92959.0,5468177.0
2013-11-18,11621,11725,11380,11381,98241,90498.0,5468177.0
2013-11-19,11277,11311,10623,10796,383874,85850.0,5468177.0
2013-11-20,10796,11242,10623,11174,332621,88858.0,5468177.0
2013-11-21,11208,11448,10898,11037,162897,87764.0,5468177.0
2013-11-22,11138,11173,10898,10934,78151,86944.0,5468177.0
2013-11-25,11002,11138,10864,11037,61177,87764.0,5468177.0
2013-11-26,11036,11415,10899,11278,108489,89678.0,5468177.0
2013-11-27,11174,11449,11174,11278,76959,89678.0,5468177.0
2013-11-28,11345,11518,11242,11518,108034,91592.0,5468177.0
2013-11-29,11551,11620,11414,11553,67127,91865.0,5468177.0
2013-12-02,11655,11690,11345,11381,88832,90498.0,5468177.0
2013-12-03,11345,11483,11002,11174,84214,88858.0,5468177.0
2013-12-04,11070,11173,10899,10899,90243,86671.0,5468177.0
2013-12-05,10898,11070,10795,11037,48547,87764.0,5468177.0
2013-12-06,11002,11139,10761,10796,54305,85850.0,5468177.0
2013-12-09,10830,10933,10452,10556,106772,83937.0,5468177.0
2013-12-10,10176,10210,9626,9696,382548,77101.0,5468177.0
2013-12-11,9522,9832,9384,9421,128230,74914.0,5468177.0
2013-12-12,9352,9695,9352,9558,71067,76008.0,5468177.0
2013-12-13,9523,9729,9488,9558,28168,76008.0,5468177.0
2013-12-16,9522,9694,9419,9421,32304,74914.0,5468177.0
2013-12-17,9454,9522,9351,9421,45039,74914.0,5468177.0
2013-12-18,9455,9488,9214,9352,42112,74367.0,5468177.0
2013-12-19,9420,9523,9111,9146,61612,72727.0,5468177.0
2013-12-20,9110,9454,9075,9387,59637,74641.0,5468177.0
2013-12-23,9523,9867,9454,9696,81868,77101.0,5468177.0
2013-12-24,9661,9764,9591,9696,45005,77101.0,5468177.0
2013-12-26,9764,9764,9455,9455,91312,75187.0,5468177.0
2013-12-27,9558,9798,9455,9730,62412,77375.0,5468177.0
2013-12-30,9833,9833,9662,9730,51644,77375.0,5468177.0
2014-01-02,9797,9866,9487,9524,77250,75734.0,5468177.0
2014-01-03,9420,9557,9316,9490,48082,75461.0,5468177.0
2014-01-06,9385,9764,9385,9696,53767,77101.0,5468177.0
2014-01-07,9557,9763,9557,9627,32775,76554.0,5468177.0
2014-01-08,9626,9694,9454,9490,36704,75461.0,5468177.0
2014-01-09,9454,9557,9385,9490,45989,75461.0,5468177.0
2014-01-10,9488,9591,9282,9387,71584,74641.0,5468177.0
2014-01-13,9352,9695,9352,9662,65784,76828.0,5468177.0
2014-01-14,9661,10038,9591,9696,159472,77101.0,5468177.0
2014-01-15,9833,10177,9730,10143,152500,80656.0,5468177.0
2014-01-16,10245,10348,10039,10177,92680,80929.0,5468177.0
2014-01-17,10177,10520,10177,10452,95560,83116.0,5468177.0
2014-01-20,10383,10486,10280,10487,57213,83390.0,5468177.0
2014-01-21,10520,10658,10417,10590,81416,84210.0,5468177.0
2014-01-22,10520,10623,10348,10487,52813,83390.0,5468177.0
2014-01-23,10623,10727,10142,10246,106201,81476.0,5468177.0
2014-01-24,10210,10486,10177,10280,47329,81749.0,5468177.0
2014-01-27,9936,10177,9661,10040,74399,79835.0,5468177.0
2014-01-28,10108,10384,10108,10246,75710,81476.0,5468177.0
2014-01-29,10383,10589,10245,10521,91319,83663.0,5468177.0
2014-02-03,10348,10520,10245,10487,53798,83390.0,5468177.0
2014-02-04,10245,10416,10073,10212,50564,81202.0,5468177.0
2014-02-05,10313,10313,9901,10074,66695,80109.0,5468177.0
2014-02-06,10074,10280,9971,10074,61102,80109.0,5468177.0
2014-02-07,10108,10590,10074,10452,103222,83116.0,5468177.0
2014-02-10,10657,10898,10589,10831,169605,86124.0,5468177.0
2014-02-11,10864,10967,10760,10934,86589,86944.0,5468177.0
2014-02-12,10932,10932,10726,10934,65845,86944.0,5468177.0
2014-02-13,10932,11689,10726,11346,370462,90225.0,5468177.0
2014-02-14,11517,11551,11105,11140,157046,88584.0,5468177.0
2014-02-17,11173,11311,10796,10899,180928,86671.0,5468177.0
2014-02-18,10967,11448,10898,11346,187811,90225.0,5468177.0
2014-02-19,11345,11482,11173,11346,69407,90225.0,5468177.0
2014-02-20,11277,11689,11277,11518,116789,91592.0,5468177.0
2014-02-21,11518,11793,11380,11381,98913,90498.0,5468177.0
2014-02-24,11379,11414,11138,11140,71823,88584.0,5468177.0
2014-02-25,11208,11277,10932,11003,83157,87491.0,5468177.0
2014-02-26,10968,11415,10968,11174,92984,88858.0,5468177.0
2014-02-27,11208,11311,10864,11003,93878,87491.0,5468177.0
2014-02-28,11070,11070,10555,10590,136434,84210.0,5468177.0
2014-03-03,10658,11002,10452,10968,101045,87217.0,5468177.0
2014-03-04,10796,11105,10796,10899,40885,86671.0,5468177.0
2014-03-05,10932,11448,10932,11346,145321,90225.0,5468177.0
2014-03-06,11345,11448,11173,11449,56750,91045.0,5468177.0
2014-03-07,11552,11828,11071,11071,232749,88038.0,5468177.0
2014-03-10,11035,11035,10726,10727,71032,85304.0,5468177.0
2014-03-11,10726,11106,10658,10968,58441,87217.0,5468177.0
2014-03-12,11070,11105,10657,10934,79839,86944.0,5468177.0
2014-03-13,10899,11002,10796,10899,41583,86671.0,5468177.0
2014-03-14,10761,11002,10726,10865,38488,86397.0,5468177.0
2014-03-17,10864,10899,10590,10659,63030,84757.0,5468177.0
2014-03-18,10726,10796,10555,10693,29614,85030.0,5468177.0
2014-03-19,10726,10795,10451,10521,75568,83663.0,5468177.0
2014-03-20,10520,10693,10451,10693,44833,85030.0,5468177.0
2014-03-21,10726,10795,10622,10727,35112,85304.0,5468177.0
2014-03-24,10657,10864,10657,10831,41388,86124.0,5468177.0
2014-03-25,10933,11036,10726,10865,77947,86397.0,5468177.0
2014-03-26,10932,11173,10932,11003,75972,87491.0,5468177.0
