남화토건(091590),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-10-14,5160,5240,5150,5190,42573,60931.0,11740000.0
2013-10-15,5150,5200,5150,5200,19755,61048.0,11740000.0
2013-10-16,5160,5220,5140,5170,42403,60696.0,11740000.0
2013-10-17,5170,5200,5010,5080,90890,59639.0,11740000.0
2013-10-18,5090,5130,5030,5090,50970,59757.0,11740000.0
2013-10-21,5090,5120,4980,5090,58677,59757.0,11740000.0
2013-10-22,5040,5090,5010,5080,35420,59639.0,11740000.0
2013-10-23,5050,5090,5040,5070,23766,59522.0,11740000.0
2013-10-24,5050,5100,5050,5100,25228,59874.0,11740000.0
2013-10-25,5070,5120,5060,5100,14872,59874.0,11740000.0
2013-10-28,5120,5120,5060,5100,9148,59874.0,11740000.0
2013-10-29,5070,5100,5030,5090,41648,59757.0,11740000.0
2013-10-30,5050,5100,5000,5080,42446,59639.0,11740000.0
2013-10-31,5040,5080,4970,5030,53392,59052.0,11740000.0
2013-11-01,4995,5010,4975,4995,12359,58641.0,11740000.0
2013-11-04,5000,5010,4960,5000,10448,58700.0,11740000.0
2013-11-05,4965,5000,4955,4990,6912,58583.0,11740000.0
2013-11-06,4950,5010,4885,4885,33066,57350.0,11740000.0
2013-11-07,4880,4950,4880,4930,12825,57878.0,11740000.0
2013-11-08,4860,4940,4750,4890,44713,57409.0,11740000.0
2013-11-11,4855,4950,4695,4765,40714,55941.0,11740000.0
2013-11-12,4705,4850,4700,4795,23979,56293.0,11740000.0
2013-11-13,4775,4840,4700,4720,52235,55413.0,11740000.0
2013-11-14,4730,4785,4725,4785,4160,56176.0,11740000.0
2013-11-15,4835,4850,4745,4825,47388,56646.0,11740000.0
2013-11-18,4825,4835,4680,4690,82728,55061.0,11740000.0
2013-11-19,4695,4725,4520,4560,52452,53534.0,11740000.0
2013-11-20,4600,4740,4600,4720,11697,55413.0,11740000.0
2013-11-21,4720,4760,4580,4585,16938,53828.0,11740000.0
2013-11-22,4550,4670,4550,4650,7494,54591.0,11740000.0
2013-11-25,4645,4770,4550,4760,11598,55882.0,11740000.0
2013-11-26,4800,4850,4750,4800,6257,56352.0,11740000.0
2013-11-27,4780,4850,4730,4735,4863,55589.0,11740000.0
2013-11-28,4735,4840,4735,4790,10551,56235.0,11740000.0
2013-11-29,4790,4820,4735,4790,3836,56235.0,11740000.0
2013-12-02,4790,4820,4700,4750,13545,55765.0,11740000.0
2013-12-03,4750,4750,4650,4700,8411,55178.0,11740000.0
2013-12-04,4700,4745,4660,4705,7763,55237.0,11740000.0
2013-12-05,4705,4730,4670,4690,15403,55061.0,11740000.0
2013-12-06,4665,4730,4650,4720,9503,55413.0,11740000.0
2013-12-09,4715,4740,4670,4705,8852,55237.0,11740000.0
2013-12-10,4650,4735,4650,4700,8853,55178.0,11740000.0
2013-12-11,4700,4715,4615,4615,15401,54180.0,11740000.0
2013-12-12,4615,4650,4600,4620,9961,54239.0,11740000.0
2013-12-13,4525,4670,4525,4660,7595,54708.0,11740000.0
2013-12-16,4660,4690,4600,4640,6258,54474.0,11740000.0
2013-12-17,4640,4640,4550,4595,10599,53945.0,11740000.0
2013-12-18,4550,4640,4525,4615,12219,54180.0,11740000.0
2013-12-19,4615,4615,4530,4530,25799,53182.0,11740000.0
2013-12-20,4530,4645,4500,4590,19699,53887.0,11740000.0
2013-12-23,4590,4630,4545,4615,17001,54180.0,11740000.0
2013-12-24,4590,4650,4560,4645,9704,54532.0,11740000.0
2013-12-26,4690,4690,4630,4690,9348,55061.0,11740000.0
2013-12-27,4675,4850,4630,4775,28403,56058.0,11740000.0
2013-12-30,4800,4890,4750,4890,36964,57409.0,11740000.0
2014-01-02,4900,4930,4805,4805,12365,56411.0,11740000.0
2014-01-03,4760,4880,4610,4840,42870,56822.0,11740000.0
2014-01-06,4900,5000,4875,4920,24705,57761.0,11740000.0
2014-01-07,4920,4970,4880,4965,17434,58289.0,11740000.0
2014-01-08,4895,4990,4820,4905,36542,57585.0,11740000.0
2014-01-09,4920,4920,4850,4910,5844,57643.0,11740000.0
2014-01-10,4910,4980,4850,4890,26206,57409.0,11740000.0
2014-01-13,4860,4890,4775,4880,10639,57291.0,11740000.0
2014-01-14,4880,4910,4800,4885,11038,57350.0,11740000.0
2014-01-15,4885,4935,4850,4890,17234,57409.0,11740000.0
2014-01-16,4870,4900,4785,4850,29677,56939.0,11740000.0
2014-01-17,4825,4850,4700,4770,56166,56000.0,11740000.0
2014-01-20,4740,5130,4740,4925,107071,57820.0,11740000.0
2014-01-21,4925,5150,4885,5010,102148,58817.0,11740000.0
2014-01-22,5010,5050,4900,4915,28071,57702.0,11740000.0
2014-01-23,4925,5000,4895,4900,22453,57526.0,11740000.0
2014-01-24,4870,4960,4840,4900,16138,57526.0,11740000.0
2014-01-27,4850,4870,4700,4780,40551,56117.0,11740000.0
2014-01-28,4760,5000,4750,4910,47416,57643.0,11740000.0
2014-01-29,4970,5010,4800,4995,46169,58641.0,11740000.0
2014-02-03,4990,5020,4940,4995,30142,58641.0,11740000.0
2014-02-04,4920,4990,4880,4945,29389,58054.0,11740000.0
2014-02-05,4930,4975,4930,4945,23750,58054.0,11740000.0
2014-02-06,4925,4990,4900,4960,27252,58230.0,11740000.0
2014-02-07,4940,5000,4885,4940,36575,57996.0,11740000.0
2014-02-10,4940,4990,4930,4980,39025,58465.0,11740000.0
2014-02-11,4985,5200,4950,5120,100846,60109.0,11740000.0
2014-02-12,5120,5170,5080,5080,29845,59639.0,11740000.0
2014-02-13,5080,5140,5000,5100,39313,59874.0,11740000.0
2014-02-14,5070,5130,5060,5120,32746,60109.0,11740000.0
2014-02-17,5130,5410,5110,5390,269979,63279.0,11740000.0
2014-02-18,5400,5630,5240,5420,387113,63631.0,11740000.0
2014-02-19,5440,5580,5350,5450,169906,63983.0,11740000.0
2014-02-20,5450,5550,5350,5450,107036,63983.0,11740000.0
2014-02-21,5450,5450,5350,5370,31851,63044.0,11740000.0
2014-02-24,5370,5500,5350,5400,51215,63396.0,11740000.0
2014-02-25,5460,5660,5380,5540,141950,65040.0,11740000.0
2014-02-26,5540,5630,5480,5560,119368,65274.0,11740000.0
2014-02-27,5500,5580,5440,5500,65302,64570.0,11740000.0
2014-02-28,5480,5530,5360,5410,64846,63513.0,11740000.0
2014-03-03,5410,5450,5270,5320,45999,62457.0,11740000.0
2014-03-04,5300,5420,5270,5360,78504,62926.0,11740000.0
2014-03-05,5360,5890,5300,5860,398575,68796.0,11740000.0
2014-03-06,5910,6250,5810,6010,541900,70557.0,11740000.0
2014-03-07,6010,6150,5960,6100,150930,71614.0,11740000.0
2014-03-10,6100,6470,6010,6220,450055,73023.0,11740000.0
2014-03-11,6220,6290,6120,6280,87566,73727.0,11740000.0
2014-03-12,6280,6310,5800,5910,370777,69383.0,11740000.0
2014-03-13,5920,6130,5900,6110,145172,71731.0,11740000.0
2014-03-14,6100,6120,5910,6000,130112,70440.0,11740000.0
2014-03-17,6000,6060,5660,5740,175942,67388.0,11740000.0
2014-03-18,5800,5900,5620,5860,108239,68796.0,11740000.0
2014-03-19,5860,5930,5770,5880,135714,69031.0,11740000.0
2014-03-20,5880,6130,5700,6090,335265,71497.0,11740000.0
2014-03-21,6190,6190,6000,6130,198982,71966.0,11740000.0
2014-03-24,6160,6200,6000,6170,129480,72436.0,11740000.0
2014-03-25,6170,6210,6020,6150,146301,72201.0,11740000.0
2014-03-26,6150,6470,5980,6470,382359,75958.0,11740000.0
2014-03-27,6430,6520,6240,6350,218643,74549.0,11740000.0
2014-03-28,6310,6610,6200,6590,289670,77367.0,11740000.0
2014-03-31,6620,6690,6380,6480,250720,76075.0,11740000.0
2014-04-01,6500,6580,6390,6500,124088,76310.0,11740000.0
2014-04-02,6500,6630,6390,6540,130626,76780.0,11740000.0
2014-04-03,6540,6670,6500,6600,118680,77484.0,11740000.0
2014-04-04,6550,6790,6510,6760,135135,79362.0,11740000.0
2014-04-07,6730,6730,6480,6530,115381,76662.0,11740000.0
2014-04-08,6400,6530,6280,6480,157481,76075.0,11740000.0
2014-04-09,6610,6650,6190,6420,321363,75371.0,11740000.0
2014-04-10,6420,6520,6300,6460,110545,75840.0,11740000.0
2014-04-11,6420,6600,6330,6460,90589,75840.0,11740000.0
2014-04-14,6400,6440,6240,6400,82000,75136.0,11740000.0
2014-04-15,6460,6470,6330,6400,46732,75136.0,11740000.0
2014-04-16,6440,6440,6180,6250,104462,73375.0,11740000.0
2014-04-17,6280,6300,6030,6130,143668,71966.0,11740000.0
2014-04-18,6120,6210,6060,6160,60726,72318.0,11740000.0
2014-04-21,6160,6280,6130,6180,51427,72553.0,11740000.0
2014-04-22,6130,6200,6090,6200,46853,72788.0,11740000.0
2014-04-23,6200,6240,5960,5990,96796,70323.0,11740000.0
2014-04-24,5930,6020,5800,5970,122311,70088.0,11740000.0
2014-04-25,5930,6050,5850,5920,54493,69501.0,11740000.0
2014-04-28,5870,5960,5840,5920,49417,69501.0,11740000.0
2014-04-29,5920,5970,5800,5940,74190,69736.0,11740000.0
2014-04-30,5950,6130,5940,6050,139932,71027.0,11740000.0
2014-05-02,6050,6080,5970,6060,17322,71144.0,11740000.0
2014-05-07,6030,6100,5960,6010,76670,70557.0,11740000.0
2014-05-08,5990,6110,5970,6010,52089,70557.0,11740000.0
2014-05-09,6010,6120,6010,6040,69622,70910.0,11740000.0
2014-05-12,6110,6390,6110,6170,306262,72436.0,11740000.0
2014-05-13,6170,6210,6050,6070,89690,71262.0,11740000.0
2014-05-14,6080,6230,6080,6190,82599,72671.0,11740000.0
2014-05-15,6200,6290,6170,6230,103470,73140.0,11740000.0
2014-05-16,6250,6290,6170,6220,97518,73023.0,11740000.0
2014-05-19,6200,6230,6010,6010,126964,70557.0,11740000.0
2014-05-20,6010,6100,5850,6050,80779,71027.0,11740000.0
2014-05-21,5980,6190,5930,5940,94028,69736.0,11740000.0
2014-05-22,6010,6020,5940,5950,54631,69853.0,11740000.0
2014-05-23,5960,6040,5930,5930,35174,69618.0,11740000.0
2014-05-26,5900,6150,5900,6100,70101,71614.0,11740000.0
2014-05-27,6100,6100,6000,6040,28014,70910.0,11740000.0
2014-05-28,6090,6090,5950,6000,26017,70440.0,11740000.0
2014-05-29,6000,6100,5940,6100,31620,71614.0,11740000.0
2014-05-30,6050,6080,5950,5980,26016,70205.0,11740000.0
2014-06-02,5980,5980,5680,5710,103488,67035.0,11740000.0
2014-06-03,5790,5790,5610,5660,42888,66448.0,11740000.0
2014-06-05,5760,5760,5510,5520,20521,64805.0,11740000.0
2014-06-09,5520,5520,5360,5470,65247,64218.0,11740000.0
2014-06-10,5350,5740,5350,5740,39978,67388.0,11740000.0
2014-06-11,5760,5810,5640,5800,13225,68092.0,11740000.0
2014-06-12,5740,5830,5730,5830,12615,68444.0,11740000.0
2014-06-13,5750,5820,5700,5730,13066,67270.0,11740000.0
2014-06-16,5700,5760,5670,5680,13756,66683.0,11740000.0
2014-06-17,5750,5750,5640,5700,31430,66918.0,11740000.0
2014-06-18,5670,5750,5640,5710,32473,67035.0,11740000.0
2014-06-19,5740,5740,5600,5700,32614,66918.0,11740000.0
2014-06-20,5700,5720,5580,5680,33300,66683.0,11740000.0
2014-06-23,5690,5690,5550,5590,17708,65627.0,11740000.0
2014-06-24,5640,5640,5490,5640,15135,66214.0,11740000.0
2014-06-25,5640,5730,5590,5640,23994,66214.0,11740000.0
2014-06-26,5710,5710,5600,5620,13559,65979.0,11740000.0
2014-06-27,5600,5670,5600,5620,10985,65979.0,11740000.0
2014-06-30,5620,5620,5500,5620,20336,65979.0,11740000.0
2014-07-01,5530,5670,5530,5640,29806,66214.0,11740000.0
2014-07-02,5640,5740,5640,5640,28837,66214.0,11740000.0
2014-07-03,5610,5710,5610,5700,15248,66918.0,11740000.0
2014-07-04,5750,5950,5700,5860,62207,68796.0,11740000.0
2014-07-07,5890,6150,5890,6000,125044,70440.0,11740000.0
2014-07-08,6050,6100,5870,6030,55521,70792.0,11740000.0
2014-07-09,6090,6090,5970,6080,51623,71379.0,11740000.0
2014-07-10,6220,6230,6020,6050,103686,71027.0,11740000.0
2014-07-11,6020,6070,5890,5910,75568,69383.0,11740000.0
2014-07-14,5940,5940,5840,5850,47641,68679.0,11740000.0
2014-07-15,5810,6100,5810,5860,174013,68796.0,11740000.0
2014-07-16,5820,5900,5750,5850,73655,68679.0,11740000.0
2014-07-17,5820,5950,5820,5930,43808,69618.0,11740000.0
2014-07-18,5910,6030,5880,6000,32773,70440.0,11740000.0
2014-07-21,5950,6000,5940,5970,11691,70088.0,11740000.0
2014-07-22,5920,6050,5890,6050,45679,71027.0,11740000.0
2014-07-23,6020,6060,5920,5980,34520,70205.0,11740000.0
2014-07-24,5950,6010,5890,5890,43979,69149.0,11740000.0
2014-07-25,5880,5950,5720,5810,77707,68209.0,11740000.0
2014-07-28,5810,5930,5760,5870,36684,68914.0,11740000.0
2014-07-29,5800,5880,5750,5860,56590,68796.0,11740000.0
2014-07-30,5860,5940,5500,5810,44966,68209.0,11740000.0
2014-07-31,5730,5860,5700,5740,38721,67388.0,11740000.0
2014-08-01,5680,5840,5680,5800,18825,68092.0,11740000.0
2014-08-04,5850,5860,5720,5800,37908,68092.0,11740000.0
2014-08-05,5780,5880,5730,5800,48806,68092.0,11740000.0
2014-08-06,5800,5900,5780,5880,29662,69031.0,11740000.0
2014-08-07,5860,6020,5860,5980,39124,70205.0,11740000.0
2014-08-08,5980,6000,5880,5970,28473,70088.0,11740000.0
2014-08-11,5990,6000,5860,5900,23318,69266.0,11740000.0
2014-08-12,5870,5950,5850,5910,25277,69383.0,11740000.0
2014-08-13,5960,5960,5840,5900,20328,69266.0,11740000.0
2014-08-14,5900,6080,5890,6040,94801,70910.0,11740000.0
2014-08-18,6070,6220,6020,6050,110557,71027.0,11740000.0
2014-08-19,6040,6100,5960,6000,54083,70440.0,11740000.0
2014-08-20,6050,6070,5970,6030,44402,70792.0,11740000.0
2014-08-21,6040,6140,5980,6120,44951,71849.0,11740000.0
2014-08-22,6130,6290,6120,6200,69075,72788.0,11740000.0
2014-08-25,6190,6220,6000,6070,46986,71262.0,11740000.0
2014-08-26,6100,6210,6080,6200,45865,72788.0,11740000.0
2014-08-27,6250,6250,6140,6230,37751,73140.0,11740000.0
2014-08-28,6270,6270,6140,6210,32007,72905.0,11740000.0
2014-08-29,6150,6230,6100,6190,34955,72671.0,11740000.0
2014-09-01,6100,6200,6070,6120,49342,71849.0,11740000.0
2014-09-02,6120,6190,6070,6180,35392,72553.0,11740000.0
2014-09-03,6180,6230,6120,6160,35611,72318.0,11740000.0
2014-09-04,6160,6410,6160,6400,87783,75136.0,11740000.0
2014-09-05,6450,6470,6380,6400,44548,75136.0,11740000.0
2014-09-11,6500,6500,6210,6210,50446,72905.0,11740000.0
2014-09-12,6250,6290,6190,6190,36419,72671.0,11740000.0
2014-09-15,6180,6350,6150,6220,38577,73023.0,11740000.0
2014-09-16,6250,6520,6220,6490,105053,76193.0,11740000.0
2014-09-17,6550,6550,6330,6330,58765,74314.0,11740000.0
2014-09-18,6330,6430,6260,6310,34752,74079.0,11740000.0
2014-09-19,6310,6360,6230,6320,21132,74197.0,11740000.0
2014-09-22,6370,6380,6240,6240,28283,73258.0,11740000.0
2014-09-23,6200,6240,6060,6160,49977,72318.0,11740000.0
2014-09-24,6160,6450,6090,6350,72949,74549.0,11740000.0
2014-09-25,6400,6450,6350,6420,43542,75371.0,11740000.0
2014-09-26,6420,6540,6310,6510,57561,76427.0,11740000.0
2014-09-29,6630,6630,6400,6420,74605,75371.0,11740000.0
2014-09-30,6420,6500,6350,6500,69391,76310.0,11740000.0
2014-10-01,6630,6630,6230,6260,38375,73492.0,11740000.0
2014-10-02,6260,6340,6140,6300,12320,73962.0,11740000.0
2014-10-06,6300,6350,6070,6080,29905,71379.0,11740000.0
2014-10-07,6050,6360,6050,6300,25991,73962.0,11740000.0
2014-10-08,6200,6310,6120,6140,27057,72084.0,11740000.0
2014-10-10,6110,6140,5810,5970,108467,70088.0,11740000.0
2014-10-13,5890,5990,5800,5980,42830,70205.0,11740000.0
2014-10-14,6030,6030,5880,5940,4165,69736.0,11740000.0
2014-10-15,5990,6000,5890,5950,7088,69853.0,11740000.0
2014-10-16,6040,6040,5770,5930,17885,69618.0,11740000.0
2014-10-17,5900,5960,5850,5860,18415,68796.0,11740000.0
2014-10-20,5850,5960,5850,5950,13766,69853.0,11740000.0
2014-10-21,5950,6000,5900,5950,12915,69853.0,11740000.0
2014-10-22,6050,6060,5880,5950,10297,69853.0,11740000.0
2014-10-23,6020,6020,5840,5950,22386,69853.0,11740000.0
2014-10-24,5950,5970,5860,5950,12428,69853.0,11740000.0
2014-10-27,5890,5970,5860,5900,18555,69266.0,11740000.0
2014-10-28,5920,5930,5860,5860,14740,68796.0,11740000.0
2014-10-29,5860,5930,5850,5930,21781,69618.0,11740000.0
2014-10-30,5950,5970,5880,5970,12639,70088.0,11740000.0
2014-10-31,5950,6000,5900,5910,8730,69383.0,11740000.0
2014-11-03,5910,5910,5840,5850,33547,68679.0,11740000.0
2014-11-04,5850,5900,5780,5780,173511,67857.0,11740000.0
2014-11-05,5800,5860,5730,5800,23676,68092.0,11740000.0
2014-11-06,5820,5820,5720,5750,20655,67505.0,11740000.0
2014-11-07,5710,5820,5710,5800,7908,68092.0,11740000.0
2014-11-10,5850,5850,5740,5760,20293,67622.0,11740000.0
2014-11-11,5770,5900,5770,5900,14638,69266.0,11740000.0
2014-11-12,5960,6020,5880,5940,7917,69736.0,11740000.0
2014-11-13,6010,6010,5880,5940,4789,69736.0,11740000.0
2014-11-14,5940,6010,5890,5990,10569,70323.0,11740000.0
2014-11-17,5970,5970,5730,5730,160319,67270.0,11740000.0
2014-11-18,5700,5770,5600,5630,29341,66096.0,11740000.0
2014-11-19,5580,5700,5550,5580,28710,65509.0,11740000.0
2014-11-20,5590,5620,5450,5450,78165,63983.0,11740000.0
2014-11-21,5450,5550,5400,5500,52760,64570.0,11740000.0
2014-11-24,5530,5530,5400,5460,22795,64100.0,11740000.0
2014-11-25,5460,5530,5420,5500,17015,64570.0,11740000.0
2014-11-26,5500,5530,5470,5500,10762,64570.0,11740000.0
2014-11-27,5540,5580,5440,5580,22810,65509.0,11740000.0
2014-11-28,5610,5720,5510,5710,18550,67035.0,11740000.0
2014-12-01,5710,5750,5580,5650,7502,66331.0,11740000.0
2014-12-02,5650,5650,5550,5580,5153,65509.0,11740000.0
2014-12-03,5560,5690,5500,5670,27369,66566.0,11740000.0
2014-12-04,5750,5750,5580,5600,34670,65744.0,11740000.0
2014-12-05,5560,5680,5560,5670,8529,66566.0,11740000.0
2014-12-08,5680,5680,5550,5560,4554,65274.0,11740000.0
2014-12-09,5490,5600,5480,5550,7478,65157.0,11740000.0
2014-12-10,5550,5590,5450,5550,12627,65157.0,11740000.0
2014-12-11,5480,5540,5450,5510,8275,64687.0,11740000.0
2014-12-12,5450,5570,5360,5530,17337,64922.0,11740000.0
2014-12-15,5470,5470,5330,5350,26125,62809.0,11740000.0
2014-12-16,5350,5350,5190,5240,14144,61518.0,11740000.0
2014-12-17,5300,5300,5080,5160,33438,60578.0,11740000.0
2014-12-18,5190,5260,5130,5180,38523,60813.0,11740000.0
2014-12-19,5220,5290,5120,5250,13212,61635.0,11740000.0
2014-12-22,5270,5270,5120,5190,41158,60931.0,11740000.0
2014-12-23,5190,5260,5130,5260,48601,61752.0,11740000.0
2014-12-24,5260,5260,5180,5210,14895,61165.0,11740000.0
2014-12-26,5240,5350,5170,5330,10675,62574.0,11740000.0
2014-12-29,5280,5440,5260,5300,13437,62222.0,11740000.0
2014-12-30,5400,5400,5130,5150,12825,60461.0,11740000.0
2015-01-02,5250,5250,5150,5190,5297,60931.0,11740000.0
2015-01-05,5240,5290,5150,5230,15768,61400.0,11740000.0
2015-01-06,5150,5200,5120,5140,19872,60344.0,11740000.0
2015-01-07,5140,5270,5140,5160,11262,60578.0,11740000.0
2015-01-08,5200,5250,5160,5220,14768,61283.0,11740000.0
2015-01-09,5250,5250,5180,5230,22324,61400.0,11740000.0
2015-01-12,5240,5260,5160,5200,16253,61048.0,11740000.0
2015-01-13,5250,5250,5160,5180,8956,60813.0,11740000.0
2015-01-14,5180,5230,5140,5200,29230,61048.0,11740000.0
2015-01-15,5130,5220,5110,5130,11699,60226.0,11740000.0
2015-01-16,5110,5110,5000,5100,38055,59874.0,11740000.0
2015-01-19,5120,5150,5050,5070,12040,59522.0,11740000.0
2015-01-20,5110,5110,5030,5060,5688,59404.0,11740000.0
2015-01-21,5110,5240,5030,5210,12241,61165.0,11740000.0
2015-01-22,5250,5260,5060,5080,7517,59639.0,11740000.0
2015-01-23,5190,5190,5050,5130,18070,60226.0,11740000.0
2015-01-26,5130,5150,5070,5130,3442,60226.0,11740000.0
2015-01-27,5100,5200,5050,5200,21942,61048.0,11740000.0
2015-01-28,5190,5390,5150,5300,11569,62222.0,11740000.0
2015-01-29,5360,5360,5260,5290,3227,62105.0,11740000.0
2015-01-30,5290,5300,5200,5300,3490,62222.0,11740000.0
2015-02-02,5250,5290,5200,5230,3840,61400.0,11740000.0
2015-02-03,5190,5320,5190,5240,5690,61518.0,11740000.0
2015-02-04,5240,5300,5240,5240,7885,61518.0,11740000.0
2015-02-05,5240,5240,5120,5180,19765,60813.0,11740000.0
2015-02-06,5180,5240,5090,5110,14569,59991.0,11740000.0
2015-02-09,5140,5190,5110,5140,5721,60344.0,11740000.0
2015-02-10,5150,5200,5120,5190,10530,60931.0,11740000.0
2015-02-11,5190,5190,5100,5190,8723,60931.0,11740000.0
2015-02-12,5120,5190,5090,5120,19336,60109.0,11740000.0
2015-02-13,5140,5340,5140,5300,25794,62222.0,11740000.0
2015-02-16,5270,5320,5180,5190,15895,60931.0,11740000.0
2015-02-17,5260,5450,5190,5330,22560,62574.0,11740000.0
2015-02-23,5390,5430,5330,5430,18769,63748.0,11740000.0
2015-02-24,5430,5440,5340,5400,11595,63396.0,11740000.0
2015-02-25,5370,5410,5350,5410,27906,63513.0,11740000.0
2015-02-26,5410,5610,5370,5540,32123,65040.0,11740000.0
2015-02-27,5510,5510,5380,5500,17203,64570.0,11740000.0
2015-03-02,5500,5730,5420,5560,74799,65274.0,11740000.0
2015-03-03,5520,5580,5430,5500,28312,64570.0,11740000.0
2015-03-04,5470,5570,5430,5490,21444,64453.0,11740000.0
2015-03-05,5490,5540,5400,5470,25365,64218.0,11740000.0
2015-03-06,5470,5490,5390,5450,20935,63983.0,11740000.0
2015-03-09,5450,5600,5410,5540,43521,65040.0,11740000.0
2015-03-10,5580,5580,5440,5510,24825,64687.0,11740000.0
2015-03-11,5480,5620,5430,5550,40821,65157.0,11740000.0
2015-03-12,5560,5560,5450,5500,19833,64570.0,11740000.0
2015-03-13,5500,5520,5400,5410,22110,63513.0,11740000.0
2015-03-16,5380,5530,5380,5510,17482,64687.0,11740000.0
2015-03-17,5480,5500,5380,5490,24176,64453.0,11740000.0
2015-03-18,5450,5680,5430,5660,55158,66448.0,11740000.0
2015-03-19,5660,5680,5530,5550,33216,65157.0,11740000.0
2015-03-20,5700,6150,5620,5800,288573,68092.0,11740000.0
2015-03-23,5850,5880,5700,5830,115763,68444.0,11740000.0
2015-03-24,5800,5820,5700,5750,85594,67505.0,11740000.0
2015-03-25,5800,6000,5760,5880,211169,69031.0,11740000.0
2015-03-26,5870,5880,5650,5770,102275,67740.0,11740000.0
2015-03-27,5770,5890,5670,5720,67796,67153.0,11740000.0
2015-03-30,5850,5940,5750,5880,125110,69031.0,11740000.0
2015-03-31,5870,5990,5760,5960,93362,69970.0,11740000.0
2015-04-01,5990,6100,5880,5960,95954,69970.0,11740000.0
2015-04-02,5960,6020,5830,5890,80683,69149.0,11740000.0
2015-04-03,5890,5930,5760,5840,60509,68562.0,11740000.0
2015-04-06,5820,6310,5690,6100,403606,71614.0,11740000.0
2015-04-07,6090,6110,5910,6040,135775,70910.0,11740000.0
2015-04-08,6160,6470,6100,6440,314468,75606.0,11740000.0
2015-04-09,6440,6850,6370,6530,294359,76662.0,11740000.0
2015-04-10,6490,6600,6260,6460,235613,75840.0,11740000.0
2015-04-13,6700,6920,6500,6660,406890,78188.0,11740000.0
2015-04-14,6680,6690,6220,6250,254805,73375.0,11740000.0
2015-04-15,6310,6470,6200,6450,173567,75723.0,11740000.0
2015-04-16,6550,6560,6240,6290,132508,73845.0,11740000.0
2015-04-17,6330,6380,6170,6280,86852,73727.0,11740000.0
2015-04-20,6310,6380,6080,6100,207601,71614.0,11740000.0
2015-04-21,6100,6210,6040,6110,85656,71731.0,11740000.0
2015-04-22,6110,6160,5760,5800,187091,68092.0,11740000.0
2015-04-23,5860,5910,5670,5750,117257,67505.0,11740000.0
2015-04-24,5840,5940,5710,5860,127900,68796.0,11740000.0
2015-04-27,5920,6030,5840,5850,74940,68679.0,11740000.0
2015-04-28,5850,5900,5750,5860,41231,68796.0,11740000.0
2015-04-29,5850,6010,5790,5890,71254,69149.0,11740000.0
2015-04-30,5980,5980,5760,5880,39697,69031.0,11740000.0
2015-05-04,5830,5880,5700,5770,68195,67740.0,11740000.0
2015-05-06,5750,5840,5580,5810,61087,68209.0,11740000.0
2015-05-07,5810,5860,5710,5860,28075,68796.0,11740000.0
2015-05-08,5870,5990,5760,5870,52015,68914.0,11740000.0
2015-05-11,5890,6080,5850,6000,52216,70440.0,11740000.0
2015-05-12,6000,6070,5910,6030,83724,70792.0,11740000.0
2015-05-13,6060,6120,5960,6100,31922,71614.0,11740000.0
2015-05-14,6100,6150,6010,6100,42026,71614.0,11740000.0
2015-05-15,6150,6150,5850,5930,92125,69618.0,11740000.0
2015-05-18,5860,5910,5790,5900,69594,69266.0,11740000.0
2015-05-19,5840,5920,5700,5770,79979,67740.0,11740000.0
2015-05-20,5770,5860,5620,5700,90669,66918.0,11740000.0
2015-05-21,5700,5840,5630,5780,88442,67857.0,11740000.0
2015-05-22,5720,5820,5710,5750,31348,67505.0,11740000.0
2015-05-26,5800,5830,5690,5800,65743,68092.0,11740000.0
2015-05-27,5800,5920,5740,5920,50580,69501.0,11740000.0
2015-05-28,6190,6500,6140,6150,229758,72201.0,11740000.0
2015-05-29,6150,6190,5980,6090,64236,71497.0,11740000.0
2015-06-01,6090,6090,5900,5960,57220,69970.0,11740000.0
2015-06-02,5910,5960,5750,5750,58969,67505.0,11740000.0
2015-06-03,5740,5780,5620,5650,76270,66331.0,11740000.0
2015-06-04,5650,5740,5650,5710,25087,67035.0,11740000.0
2015-06-05,5650,5770,5650,5740,19560,67388.0,11740000.0
2015-06-08,6070,6260,5940,6100,281753,71614.0,11740000.0
2015-06-09,6070,6130,5960,6070,62627,71262.0,11740000.0
2015-06-10,6120,6120,5860,6010,96203,70557.0,11740000.0
2015-06-11,5950,6030,5880,5970,68929,70088.0,11740000.0
2015-06-12,5930,6000,5810,5880,49246,69031.0,11740000.0
2015-06-15,5800,5920,5750,5920,37890,69501.0,11740000.0
2015-06-16,5890,5890,5690,5810,49092,68209.0,11740000.0
2015-06-17,5810,5950,5750,5830,24923,68444.0,11740000.0
2015-06-18,5820,5900,5700,5830,21535,68444.0,11740000.0
2015-06-19,5830,6060,5790,5990,46371,70323.0,11740000.0
2015-06-22,6050,6050,5830,5900,40004,69266.0,11740000.0
2015-06-23,5900,6100,5880,6030,44583,70792.0,11740000.0
2015-06-24,6110,6110,5880,5900,42138,69266.0,11740000.0
2015-06-25,5890,6050,5810,6050,63345,71027.0,11740000.0
2015-06-26,6080,6250,5980,6220,118425,73023.0,11740000.0
2015-06-29,6170,6260,5960,6090,118324,71497.0,11740000.0
2015-06-30,6050,6230,5930,6160,53372,72318.0,11740000.0
2015-07-01,6150,6400,6110,6330,109838,74314.0,11740000.0
