남화토건(091590),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-03-19,5400,5400,5160,5260,219280,61752.0,11740000.0
2012-03-20,5200,5250,5130,5250,111499,61635.0,11740000.0
2012-03-21,5160,5250,5100,5170,122337,60696.0,11740000.0
2012-03-22,5220,5320,5120,5230,125347,61400.0,11740000.0
2012-03-23,5230,5360,5110,5300,73099,62222.0,11740000.0
2012-03-26,5290,5380,5140,5200,58552,61048.0,11740000.0
2012-03-27,5210,5270,5000,5140,105819,60344.0,11740000.0
2012-03-28,5090,5130,4945,5050,170234,59287.0,11740000.0
2012-03-29,4950,5050,4895,4975,65516,58406.0,11740000.0
2012-03-30,4990,4990,4860,4860,78945,57056.0,11740000.0
2012-04-02,4965,4965,4705,4705,80026,55237.0,11740000.0
2012-04-03,4740,4740,4475,4630,109386,54356.0,11740000.0
2012-04-04,4615,4725,4475,4500,72121,52830.0,11740000.0
2012-04-05,4590,4590,4410,4545,70239,53358.0,11740000.0
2012-04-06,4500,4755,4485,4725,85156,55472.0,11740000.0
2012-04-09,4700,4830,4650,4770,117689,56000.0,11740000.0
2012-04-10,4790,5080,4720,4950,270749,58113.0,11740000.0
2012-04-12,4855,4990,4700,4840,65058,56822.0,11740000.0
2012-04-13,4895,4900,4775,4850,39902,56939.0,11740000.0
2012-04-16,4750,4775,4700,4765,30624,55941.0,11740000.0
2012-04-17,4795,4850,4650,4770,45109,56000.0,11740000.0
2012-04-18,4900,4900,4730,4795,43027,56293.0,11740000.0
2012-04-19,4830,4830,4735,4775,10639,56058.0,11740000.0
2012-04-20,4820,4900,4720,4875,28986,57232.0,11740000.0
2012-04-23,4755,4915,4755,4860,34046,57056.0,11740000.0
2012-04-24,4800,4850,4740,4830,59079,56704.0,11740000.0
2012-04-25,4880,4900,4800,4860,77727,57056.0,11740000.0
2012-04-26,4900,4990,4790,4890,44900,57409.0,11740000.0
2012-04-27,4940,5000,4800,4895,35833,57467.0,11740000.0
2012-04-30,4895,4895,4750,4880,29169,57291.0,11740000.0
2012-05-02,4800,5010,4790,5010,59783,58817.0,11740000.0
2012-05-03,4975,5110,4950,5060,97150,59404.0,11740000.0
2012-05-04,5010,5060,4930,4960,47466,58230.0,11740000.0
2012-05-07,4925,4980,4855,4900,42460,57526.0,11740000.0
2012-05-08,4930,4960,4850,4910,37026,57643.0,11740000.0
2012-05-09,4940,5100,4835,4980,56188,58465.0,11740000.0
2012-05-10,5050,5050,4900,4970,21386,58348.0,11740000.0
2012-05-11,4970,4995,4910,4955,17215,58172.0,11740000.0
2012-05-14,5020,5020,4850,4940,13402,57996.0,11740000.0
2012-05-15,4940,4940,4795,4875,15793,57232.0,11740000.0
2012-05-16,4875,4875,4650,4670,21422,54826.0,11740000.0
2012-05-17,4680,4790,4670,4790,23985,56235.0,11740000.0
2012-05-18,4790,4790,4600,4740,18526,55648.0,11740000.0
2012-05-21,4510,4830,4510,4740,13996,55648.0,11740000.0
2012-05-22,4785,4785,4615,4750,19655,55765.0,11740000.0
2012-05-23,4700,4850,4610,4750,44675,55765.0,11740000.0
2012-05-24,4735,4815,4695,4720,63474,55413.0,11740000.0
2012-05-25,4660,4800,4650,4735,18875,55589.0,11740000.0
2012-05-29,4775,4775,4630,4710,21997,55295.0,11740000.0
2012-05-30,4750,4750,4600,4660,23299,54708.0,11740000.0
2012-05-31,4660,4745,4590,4680,20193,54943.0,11740000.0
2012-06-01,4680,4740,4635,4715,25039,55354.0,11740000.0
2012-06-04,4705,4750,4555,4680,23460,54943.0,11740000.0
2012-06-05,4730,4745,4685,4685,27224,55002.0,11740000.0
2012-06-07,4785,4785,4685,4740,8316,55648.0,11740000.0
2012-06-08,4740,4790,4665,4780,20402,56117.0,11740000.0
2012-06-11,4820,4830,4650,4770,35492,56000.0,11740000.0
2012-06-12,4900,4930,4800,4880,100674,57291.0,11740000.0
2012-06-13,4950,5150,4890,5090,199347,59757.0,11740000.0
2012-06-14,5090,5300,4975,5150,268490,60461.0,11740000.0
2012-06-15,5200,5200,5060,5130,108141,60226.0,11740000.0
2012-06-18,5200,5310,5130,5130,151866,60226.0,11740000.0
2012-06-19,5130,5160,4990,5030,98806,59052.0,11740000.0
2012-06-20,5030,5180,5000,5070,105977,59522.0,11740000.0
2012-06-21,5050,5100,4990,5060,50862,59404.0,11740000.0
2012-06-22,4970,5050,4970,5030,57360,59052.0,11740000.0
2012-06-25,5100,5100,4995,5040,62840,59170.0,11740000.0
2012-06-26,5000,5100,4990,5030,82294,59052.0,11740000.0
2012-06-27,5130,5400,5060,5280,277255,61987.0,11740000.0
2012-06-28,5300,5300,5160,5240,122850,61518.0,11740000.0
2012-06-29,5280,5360,5200,5290,84497,62105.0,11740000.0
2012-07-02,5340,5380,5150,5230,101194,61400.0,11740000.0
2012-07-03,5320,5460,5300,5310,131373,62339.0,11740000.0
2012-07-04,5260,5350,5150,5250,86334,61635.0,11740000.0
2012-07-05,5220,5330,5170,5260,77545,61752.0,11740000.0
2012-07-06,5230,5290,5170,5240,76471,61518.0,11740000.0
2012-07-09,5240,5390,5200,5390,67456,63279.0,11740000.0
2012-07-10,5420,5500,5340,5370,53842,63044.0,11740000.0
2012-07-11,5500,5550,5340,5360,129362,62926.0,11740000.0
2012-07-12,5300,5460,5260,5340,53880,62692.0,11740000.0
2012-07-13,5340,5380,5090,5290,75890,62105.0,11740000.0
2012-07-16,5400,5400,5170,5240,41630,61518.0,11740000.0
2012-07-17,5200,5400,5200,5290,91615,62105.0,11740000.0
2012-07-18,5230,5310,5150,5200,66174,61048.0,11740000.0
2012-07-19,5200,5300,5130,5250,77511,61635.0,11740000.0
2012-07-20,5280,5280,5110,5180,76367,60813.0,11740000.0
2012-07-23,5110,5270,5100,5170,58529,60696.0,11740000.0
2012-07-24,5100,5190,5070,5180,34157,60813.0,11740000.0
2012-07-25,5180,5350,5150,5250,115953,61635.0,11740000.0
2012-07-26,5320,5330,5190,5250,50604,61635.0,11740000.0
2012-07-27,5220,5310,5200,5240,61035,61518.0,11740000.0
2012-07-30,5220,5290,5180,5220,43654,61283.0,11740000.0
2012-07-31,5230,5260,5150,5230,49543,61400.0,11740000.0
2012-08-01,5200,5240,5140,5210,35556,61165.0,11740000.0
2012-08-02,5220,5240,5150,5200,42772,61048.0,11740000.0
2012-08-03,5190,5320,5140,5280,70225,61987.0,11740000.0
2012-08-06,5280,5430,5260,5300,146433,62222.0,11740000.0
2012-08-07,5360,5360,5220,5220,36910,61283.0,11740000.0
2012-08-08,5220,5270,5150,5220,59959,61283.0,11740000.0
2012-08-09,5240,5310,5140,5220,55989,61283.0,11740000.0
2012-08-10,5300,5300,5110,5220,56979,61283.0,11740000.0
2012-08-13,5220,5230,5150,5180,28239,60813.0,11740000.0
2012-08-14,5220,5220,5070,5150,69133,60461.0,11740000.0
2012-08-16,5170,5190,5080,5130,50578,60226.0,11740000.0
2012-08-17,5240,5240,5100,5160,57606,60578.0,11740000.0
2012-08-20,5200,5200,5150,5160,34837,60578.0,11740000.0
2012-08-21,5200,5200,5090,5160,46502,60578.0,11740000.0
2012-08-22,5170,5170,5050,5140,69396,60344.0,11740000.0
2012-08-23,5140,5140,5070,5110,33364,59991.0,11740000.0
2012-08-24,5120,5120,5040,5070,28689,59522.0,11740000.0
2012-08-27,5020,5110,5020,5100,50428,59874.0,11740000.0
2012-08-28,5100,5250,5100,5190,91072,60931.0,11740000.0
2012-08-29,5200,5280,5130,5220,70119,61283.0,11740000.0
2012-08-30,5210,5240,5100,5170,26047,60696.0,11740000.0
2012-08-31,5180,5230,5130,5160,43319,60578.0,11740000.0
2012-09-03,5130,5210,5060,5160,56875,60578.0,11740000.0
2012-09-04,5150,5160,5100,5150,32953,60461.0,11740000.0
2012-09-05,5140,5140,5070,5140,36546,60344.0,11740000.0
2012-09-06,5150,5150,5070,5130,31620,60226.0,11740000.0
2012-09-07,5160,5160,5080,5130,18351,60226.0,11740000.0
2012-09-10,5140,5140,5090,5090,26472,59757.0,11740000.0
2012-09-11,5090,5190,5080,5140,35287,60344.0,11740000.0
2012-09-12,5140,5140,5070,5080,38572,59639.0,11740000.0
2012-09-13,5090,5110,5010,5060,58414,59404.0,11740000.0
2012-09-14,5070,5100,4990,5040,74029,59170.0,11740000.0
2012-09-17,5000,5060,4980,5030,42704,59052.0,11740000.0
2012-09-18,5020,5030,4920,4955,81067,58172.0,11740000.0
2012-09-19,4960,5400,4895,5300,432632,62222.0,11740000.0
2012-09-20,5430,5700,5370,5590,833210,65627.0,11740000.0
2012-09-21,5630,5820,5540,5590,232880,65627.0,11740000.0
2012-09-24,5500,5750,5400,5470,181955,64218.0,11740000.0
2012-09-25,5400,5570,5250,5480,115657,64335.0,11740000.0
2012-09-26,5530,5550,5320,5400,89691,63396.0,11740000.0
2012-09-27,5400,5440,5290,5360,80437,62926.0,11740000.0
2012-09-28,5410,5630,5380,5510,157706,64687.0,11740000.0
2012-10-02,5510,5520,5380,5420,98182,63631.0,11740000.0
2012-10-04,5420,5420,5270,5340,110618,62692.0,11740000.0
2012-10-05,5340,5610,5300,5610,182253,65861.0,11740000.0
2012-10-08,5650,6200,5530,5960,323413,69970.0,11740000.0
2012-10-09,5930,6200,5870,5940,202846,69736.0,11740000.0
2012-10-10,5940,6010,5790,5950,109776,69853.0,11740000.0
2012-10-11,5910,6000,5760,5880,106982,69031.0,11740000.0
2012-10-12,5810,5940,5780,5850,72487,68679.0,11740000.0
2012-10-15,5830,5900,5660,5830,104076,68444.0,11740000.0
2012-10-16,5880,5930,5690,5800,86169,68092.0,11740000.0
2012-10-17,5800,5920,5700,5700,79084,66918.0,11740000.0
2012-10-18,5800,5800,5580,5700,105963,66918.0,11740000.0
2012-10-19,5730,5730,5590,5710,75881,67035.0,11740000.0
2012-10-22,5780,5780,5560,5680,57631,66683.0,11740000.0
2012-10-23,5620,5710,5610,5670,70692,66566.0,11740000.0
2012-10-24,5600,5690,5550,5670,50368,66566.0,11740000.0
2012-10-25,5670,5670,5590,5670,44765,66566.0,11740000.0
2012-10-26,5670,5690,5520,5590,75998,65627.0,11740000.0
2012-10-29,5590,5630,5370,5490,77187,64453.0,11740000.0
2012-10-30,5570,5570,5380,5490,15730,64453.0,11740000.0
2012-10-31,5500,5650,5420,5550,25143,65157.0,11740000.0
2012-11-01,5480,5570,5390,5430,36734,63748.0,11740000.0
2012-11-02,5480,5480,5380,5420,21715,63631.0,11740000.0
2012-11-05,5390,5570,5380,5450,26907,63983.0,11740000.0
2012-11-06,5350,5440,5340,5430,19583,63748.0,11740000.0
2012-11-07,5430,5430,5350,5430,19137,63748.0,11740000.0
2012-11-08,5370,5570,5350,5490,28787,64453.0,11740000.0
2012-11-09,5480,5580,5400,5580,14133,65509.0,11740000.0
2012-11-12,5500,5580,5490,5550,16010,65157.0,11740000.0
2012-11-13,5590,5590,5410,5430,35050,63748.0,11740000.0
2012-11-14,5370,5480,5300,5380,31750,63161.0,11740000.0
2012-11-15,5310,5360,5230,5290,22462,62105.0,11740000.0
2012-11-16,5290,5340,5030,5220,29625,61283.0,11740000.0
2012-11-19,5160,5240,5110,5170,16534,60696.0,11740000.0
2012-11-20,5140,5310,5100,5260,30940,61752.0,11740000.0
2012-11-21,5350,5350,5120,5240,19688,61518.0,11740000.0
2012-11-22,5210,5210,5120,5170,31497,60696.0,11740000.0
2012-11-23,5130,5180,5040,5150,33546,60461.0,11740000.0
2012-11-26,5150,5190,5050,5130,13633,60226.0,11740000.0
2012-11-27,5200,5200,5080,5120,29861,60109.0,11740000.0
2012-11-28,5120,5160,5090,5140,5102,60344.0,11740000.0
2012-11-29,5200,5290,5140,5200,9045,61048.0,11740000.0
2012-11-30,5220,5230,5150,5190,19766,60931.0,11740000.0
2012-12-03,5180,5180,5070,5170,20260,60696.0,11740000.0
2012-12-04,5110,5170,5040,5120,29233,60109.0,11740000.0
2012-12-05,5120,5140,5000,5090,46301,59757.0,11740000.0
2012-12-06,5090,5090,5000,5070,21062,59522.0,11740000.0
2012-12-07,5010,5080,5000,5070,34333,59522.0,11740000.0
2012-12-10,5050,5080,4990,5040,24606,59170.0,11740000.0
2012-12-11,5030,5380,4990,5300,124761,62222.0,11740000.0
2012-12-12,5300,5340,5070,5200,40442,61048.0,11740000.0
2012-12-13,5180,5290,5080,5080,33516,59639.0,11740000.0
2012-12-14,5040,5130,5020,5110,20716,59991.0,11740000.0
2012-12-17,5160,5160,5020,5100,15333,59874.0,11740000.0
2012-12-18,5100,5150,4970,5090,27456,59757.0,11740000.0
2012-12-20,5050,5140,5000,5100,29385,59874.0,11740000.0
2012-12-21,5100,5130,5000,5070,39548,59522.0,11740000.0
2012-12-24,5050,5090,4995,5030,31727,59052.0,11740000.0
2012-12-26,5060,5140,5020,5120,31937,60109.0,11740000.0
2012-12-27,5140,5180,5090,5140,32829,60344.0,11740000.0
2012-12-28,5140,5150,5010,5120,18155,60109.0,11740000.0
2013-01-02,5160,5250,5120,5170,22812,60696.0,11740000.0
2013-01-03,5180,5200,5110,5180,21118,60813.0,11740000.0
2013-01-04,5180,5200,5050,5120,20708,60109.0,11740000.0
2013-01-07,5070,5130,5020,5040,27452,59170.0,11740000.0
2013-01-08,5090,5090,4990,5010,32694,58817.0,11740000.0
2013-01-09,4940,5050,4910,5010,79607,58817.0,11740000.0
2013-01-10,5040,5090,4960,5030,38963,59052.0,11740000.0
2013-01-11,5030,5230,5030,5150,62904,60461.0,11740000.0
2013-01-14,5150,5200,5000,5020,34401,58935.0,11740000.0
2013-01-15,5090,5100,5000,5100,9977,59874.0,11740000.0
2013-01-16,5100,5100,4990,5040,12233,59170.0,11740000.0
2013-01-17,5050,5090,4950,5030,23343,59052.0,11740000.0
2013-01-18,5030,5030,4950,5010,6667,58817.0,11740000.0
2013-01-21,4980,5020,4960,5010,10221,58817.0,11740000.0
2013-01-22,4975,5050,4960,5010,10923,58817.0,11740000.0
2013-01-23,5010,5010,4950,4985,30652,58524.0,11740000.0
2013-01-24,4985,5000,4940,4995,23762,58641.0,11740000.0
2013-01-25,4995,4995,4855,4910,13065,57643.0,11740000.0
2013-01-28,4915,4990,4850,4850,16658,56939.0,11740000.0
2013-01-29,4855,4935,4800,4930,13133,57878.0,11740000.0
2013-01-30,4830,4940,4830,4930,5863,57878.0,11740000.0
2013-01-31,4900,4930,4780,4925,29671,57820.0,11740000.0
2013-02-01,4835,4885,4245,4790,37535,56235.0,11740000.0
2013-02-04,4795,4795,4655,4700,19883,55178.0,11740000.0
2013-02-05,4635,4710,4470,4690,85726,55061.0,11740000.0
2013-02-06,4680,4685,4550,4685,22245,55002.0,11740000.0
2013-02-07,4685,4820,4685,4810,35166,56469.0,11740000.0
2013-02-08,4945,4945,4700,4800,22859,56352.0,11740000.0
2013-02-12,4800,4890,4740,4800,12246,56352.0,11740000.0
2013-02-13,4745,4795,4695,4790,29748,56235.0,11740000.0
2013-02-14,4790,4870,4700,4790,8876,56235.0,11740000.0
2013-02-15,4715,4800,4715,4780,13541,56117.0,11740000.0
2013-02-18,4845,4845,4735,4780,9634,56117.0,11740000.0
2013-02-19,4805,4805,4735,4770,19109,56000.0,11740000.0
2013-02-20,4790,4790,4730,4750,28249,55765.0,11740000.0
2013-02-21,4750,4835,4740,4830,52047,56704.0,11740000.0
2013-02-22,4800,4890,4780,4860,30318,57056.0,11740000.0
2013-02-25,4900,4900,4780,4850,40655,56939.0,11740000.0
2013-02-26,4840,4840,4750,4825,17765,56646.0,11740000.0
2013-02-27,4820,4830,4760,4830,3250,56704.0,11740000.0
2013-02-28,4835,4835,4755,4820,25214,56587.0,11740000.0
2013-03-04,4830,4830,4755,4810,17554,56469.0,11740000.0
2013-03-05,4800,4830,4770,4815,22603,56528.0,11740000.0
2013-03-06,4815,4815,4720,4765,32491,55941.0,11740000.0
2013-03-07,4780,4780,4600,4710,49175,55295.0,11740000.0
2013-03-08,4730,4730,4590,4715,87172,55354.0,11740000.0
2013-03-11,4715,4715,4610,4705,5793,55237.0,11740000.0
2013-03-12,4705,4705,4580,4680,23630,54943.0,11740000.0
2013-03-13,4680,4680,4600,4675,22379,54884.0,11740000.0
2013-03-14,4690,4695,4630,4685,13967,55002.0,11740000.0
2013-03-15,4680,4750,4600,4740,46903,55648.0,11740000.0
2013-03-18,4740,5100,4720,5040,301822,59170.0,11740000.0
2013-03-19,5050,5090,4990,5070,54954,59522.0,11740000.0
2013-03-20,5010,5240,5010,5200,81709,61048.0,11740000.0
2013-03-21,5200,5250,5070,5200,59099,61048.0,11740000.0
2013-03-22,5120,5350,5120,5290,68859,62105.0,11740000.0
2013-03-25,5290,5330,5130,5150,50969,60461.0,11740000.0
2013-03-26,5150,5430,5140,5360,127040,62926.0,11740000.0
2013-03-27,5260,5370,5180,5230,50949,61400.0,11740000.0
2013-03-28,5250,5400,5250,5340,79433,62692.0,11740000.0
2013-03-29,5370,5530,5340,5470,126554,64218.0,11740000.0
2013-04-01,5530,5540,5390,5460,115310,64100.0,11740000.0
2013-04-02,5590,5590,5180,5210,173705,61165.0,11740000.0
2013-04-03,5210,5270,5000,5150,67283,60461.0,11740000.0
2013-04-04,5030,5180,4970,5120,58664,60109.0,11740000.0
2013-04-05,5160,5160,4995,5100,25653,59874.0,11740000.0
2013-04-08,5100,5170,4800,4800,96859,56352.0,11740000.0
2013-04-09,5010,5010,4700,4845,39238,56880.0,11740000.0
2013-04-10,4850,4910,4670,4910,82160,57643.0,11740000.0
2013-04-11,4920,4950,4835,4890,28674,57409.0,11740000.0
2013-04-12,4820,4935,4810,4890,18544,57409.0,11740000.0
2013-04-15,4890,4930,4805,4820,12356,56587.0,11740000.0
2013-04-16,4820,4820,4705,4750,53623,55765.0,11740000.0
2013-04-17,4800,4800,4685,4740,40161,55648.0,11740000.0
2013-04-18,4740,4935,4740,4840,24274,56822.0,11740000.0
2013-04-19,4890,5210,4860,5100,281463,59874.0,11740000.0
2013-04-22,5130,5350,5020,5300,102285,62222.0,11740000.0
2013-04-23,5400,5490,5220,5280,198811,61987.0,11740000.0
2013-04-24,5280,5380,5230,5260,72750,61752.0,11740000.0
2013-04-25,5300,5390,5170,5370,107026,63044.0,11740000.0
2013-04-26,5380,5540,5370,5510,348116,64687.0,11740000.0
2013-04-29,5560,5570,5360,5420,138461,63631.0,11740000.0
2013-04-30,5500,5530,5260,5360,180988,62926.0,11740000.0
2013-05-02,5360,5420,5330,5360,75521,62926.0,11740000.0
2013-05-03,5430,5440,5280,5350,57031,62809.0,11740000.0
2013-05-06,5350,5500,5340,5480,183483,64335.0,11740000.0
2013-05-07,5500,5500,5390,5440,59635,63866.0,11740000.0
2013-05-08,5480,5520,5400,5490,111655,64453.0,11740000.0
2013-05-09,5500,5510,5440,5500,117818,64570.0,11740000.0
2013-05-10,5520,5780,5460,5650,270862,66331.0,11740000.0
2013-05-13,5640,5880,5640,5770,200841,67740.0,11740000.0
2013-05-14,5770,5800,5430,5600,131009,65744.0,11740000.0
2013-05-15,5730,6430,5680,6160,735147,72318.0,11740000.0
2013-05-16,6280,6500,6160,6310,687360,74079.0,11740000.0
2013-05-20,6290,6510,6140,6390,242590,75019.0,11740000.0
2013-05-21,6400,6440,6270,6420,146450,75371.0,11740000.0
2013-05-22,6520,6660,6300,6450,257499,75723.0,11740000.0
2013-05-23,6420,6530,6360,6370,84470,74784.0,11740000.0
2013-05-24,6400,6400,6230,6370,153783,74784.0,11740000.0
2013-05-27,6280,6670,6260,6600,237061,77484.0,11740000.0
2013-05-28,6600,6840,6590,6800,142701,79832.0,11740000.0
2013-05-29,6820,6890,6700,6820,116016,80067.0,11740000.0
2013-05-30,6880,6880,6620,6740,108610,79128.0,11740000.0
2013-05-31,6740,6780,6360,6430,129438,75488.0,11740000.0
2013-06-03,6490,6560,6220,6250,127093,73375.0,11740000.0
2013-06-04,6250,6430,6100,6260,73214,73492.0,11740000.0
2013-06-05,6390,6390,5900,6150,130170,72201.0,11740000.0
2013-06-07,6100,6300,5850,5980,86978,70205.0,11740000.0
2013-06-10,5880,6100,5880,6100,48691,71614.0,11740000.0
2013-06-11,6060,6200,6000,6080,56767,71379.0,11740000.0
2013-06-12,5990,6240,5970,6070,80407,71262.0,11740000.0
2013-06-13,6190,6190,5830,5900,100125,69266.0,11740000.0
2013-06-14,6000,6000,5780,5900,64387,69266.0,11740000.0
2013-06-17,5930,5970,5510,5510,97904,64687.0,11740000.0
2013-06-18,5570,5770,5430,5630,90681,66096.0,11740000.0
2013-06-19,5630,5770,5610,5700,71510,66918.0,11740000.0
2013-06-20,5580,5730,5480,5500,65541,64570.0,11740000.0
2013-06-21,5500,5500,5150,5460,80107,64100.0,11740000.0
2013-06-24,5460,5630,5410,5410,55624,63513.0,11740000.0
2013-06-25,5410,5450,5140,5150,119240,60461.0,11740000.0
2013-06-26,5480,5480,5190,5280,36457,61987.0,11740000.0
2013-06-27,5280,5560,5280,5520,64333,64805.0,11740000.0
2013-06-28,5470,5580,5470,5550,31342,65157.0,11740000.0
2013-07-01,5600,5600,5520,5550,15185,65157.0,11740000.0
2013-07-02,5580,5580,5400,5400,31382,63396.0,11740000.0
2013-07-03,5430,5440,5100,5180,82212,60813.0,11740000.0
2013-07-04,5280,5340,5100,5280,50325,61987.0,11740000.0
2013-07-05,5310,5400,5280,5330,39552,62574.0,11740000.0
2013-07-08,5330,5410,5130,5180,38215,60813.0,11740000.0
2013-07-09,5200,5300,5100,5210,35705,61165.0,11740000.0
2013-07-10,5210,5290,5120,5190,16322,60931.0,11740000.0
2013-07-11,5170,5290,5130,5130,40162,60226.0,11740000.0
2013-07-12,5180,5290,5140,5190,33810,60931.0,11740000.0
2013-07-15,5200,5200,5070,5130,96855,60226.0,11740000.0
2013-07-16,5130,5140,5040,5090,107123,59757.0,11740000.0
2013-07-17,5100,5100,4980,5080,61577,59639.0,11740000.0
2013-07-18,5060,5120,5050,5050,32300,59287.0,11740000.0
2013-07-19,5110,5150,5050,5140,34114,60344.0,11740000.0
2013-07-22,5210,5250,5110,5230,108078,61400.0,11740000.0
2013-07-23,5200,5250,5160,5210,33347,61165.0,11740000.0
2013-07-24,5170,5290,5160,5220,34987,61283.0,11740000.0
2013-07-25,5220,5370,5210,5240,50806,61518.0,11740000.0
2013-07-26,5240,5280,5200,5260,21808,61752.0,11740000.0
2013-07-29,5280,5280,5120,5120,30889,60109.0,11740000.0
2013-07-30,5120,5290,5100,5280,49863,61987.0,11740000.0
2013-07-31,5280,5370,5200,5320,39910,62457.0,11740000.0
2013-08-01,5340,5470,5260,5340,51543,62692.0,11740000.0
2013-08-02,5350,5380,5210,5350,31672,62809.0,11740000.0
2013-08-05,5350,5440,5290,5320,33613,62457.0,11740000.0
2013-08-06,5370,5370,5200,5290,21735,62105.0,11740000.0
2013-08-07,5240,5300,5240,5290,27853,62105.0,11740000.0
2013-08-08,5290,5290,5190,5270,37424,61870.0,11740000.0
2013-08-09,5290,5370,5240,5290,24331,62105.0,11740000.0
2013-08-12,6080,6080,6030,6080,1248277,71379.0,11740000.0
2013-08-13,6360,6370,5930,5930,2036910,69618.0,11740000.0
2013-08-14,5910,6000,5700,5870,453421,68914.0,11740000.0
2013-08-16,5870,6160,5830,5880,669868,69031.0,11740000.0
2013-08-19,5860,5900,5630,5680,272661,66683.0,11740000.0
2013-08-20,5700,5780,5420,5420,225778,63631.0,11740000.0
2013-08-21,5420,5450,5260,5450,148168,63983.0,11740000.0
2013-08-22,5360,5440,5180,5240,91754,61518.0,11740000.0
2013-08-23,5300,5390,5280,5350,87616,62809.0,11740000.0
2013-08-26,5350,5420,5280,5310,103214,62339.0,11740000.0
2013-08-27,5340,5500,5300,5310,147401,62339.0,11740000.0
2013-08-28,5270,5310,5200,5260,40836,61752.0,11740000.0
2013-08-29,5280,5330,5190,5230,65805,61400.0,11740000.0
2013-08-30,5230,5230,5110,5180,57727,60813.0,11740000.0
2013-09-02,5200,5490,5120,5370,59758,63044.0,11740000.0
2013-09-03,5350,5410,5240,5360,35523,62926.0,11740000.0
2013-09-04,5330,5370,5260,5300,24286,62222.0,11740000.0
2013-09-05,5300,5340,5250,5300,29009,62222.0,11740000.0
2013-09-06,5330,5390,5280,5290,80257,62105.0,11740000.0
2013-09-09,5320,5320,5200,5230,44268,61400.0,11740000.0
2013-09-10,5260,5300,5180,5200,28850,61048.0,11740000.0
2013-09-11,5250,5460,5240,5370,115643,63044.0,11740000.0
2013-09-12,5340,5420,5280,5410,49311,63513.0,11740000.0
2013-09-13,5350,5420,5340,5400,15265,63396.0,11740000.0
2013-09-16,5370,5450,5340,5400,29227,63396.0,11740000.0
2013-09-17,5400,5500,5330,5370,26088,63044.0,11740000.0
2013-09-23,5370,5420,5310,5340,43121,62692.0,11740000.0
2013-09-24,5340,5340,5210,5240,54343,61518.0,11740000.0
2013-09-25,5240,5300,5180,5300,33825,62222.0,11740000.0
2013-09-26,5290,5290,5210,5260,29229,61752.0,11740000.0
2013-09-27,5230,5300,5220,5260,45580,61752.0,11740000.0
2013-09-30,5250,5300,5210,5250,25337,61635.0,11740000.0
2013-10-01,5120,5260,5120,5150,59071,60461.0,11740000.0
2013-10-02,5200,5230,5150,5210,13551,61165.0,11740000.0
2013-10-04,5170,5230,5130,5180,35699,60813.0,11740000.0
2013-10-07,5150,5220,5020,5080,86654,59639.0,11740000.0
2013-10-08,5080,5150,5060,5140,37952,60344.0,11740000.0
2013-10-10,5120,5160,5080,5100,22897,59874.0,11740000.0
2013-10-11,5100,5180,5100,5160,29731,60578.0,11740000.0
