뉴로스(126870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-10-29,3610,3788,3589,3753,52511,37631.0,5098994.0
2013-10-30,3778,3798,3696,3798,22208,38089.0,5098994.0
2013-10-31,3834,3834,3701,3758,22299,37682.0,5098994.0
2013-11-01,3757,3808,3706,3788,17363,37988.0,5098994.0
2013-11-04,3823,3823,3717,3783,17734,37937.0,5098994.0
2013-11-05,3773,3940,3752,3936,80776,39466.0,5098994.0
2013-11-06,3961,3961,3864,3946,48882,39568.0,5098994.0
2013-11-07,3966,3966,3874,3915,8848,39262.0,5098994.0
2013-11-08,3920,3966,3773,3783,41175,37937.0,5098994.0
2013-11-11,3767,3803,3625,3717,23024,37274.0,5098994.0
2013-11-12,3661,3722,3661,3697,5574,37070.0,5098994.0
2013-11-13,3676,3783,3610,3692,35264,37019.0,5098994.0
2013-11-14,3757,3757,3630,3661,10087,36713.0,5098994.0
2013-11-15,3666,3752,3650,3687,23194,36968.0,5098994.0
2013-11-18,3676,3711,3605,3615,21537,36254.0,5098994.0
2013-11-19,3615,3620,3544,3595,11881,36050.0,5098994.0
2013-11-20,3595,3681,3569,3600,17286,36101.0,5098994.0
2013-11-21,3600,3625,3498,3544,15783,35540.0,5098994.0
2013-11-22,3528,3574,3483,3549,36860,35591.0,5098994.0
2013-11-25,3549,3661,3549,3651,26665,36611.0,5098994.0
2013-11-26,3681,3747,3615,3692,34026,37019.0,5098994.0
2013-11-27,3691,3767,3681,3712,28196,37223.0,5098994.0
2013-11-28,3701,3803,3691,3748,30048,37580.0,5098994.0
2013-11-29,3732,3783,3686,3753,27058,37631.0,5098994.0
2013-12-02,3732,3783,3650,3651,17469,36611.0,5098994.0
2013-12-03,3650,3686,3605,3656,10385,36662.0,5098994.0
2013-12-04,3630,3645,3589,3626,4054,36356.0,5098994.0
2013-12-05,3625,3686,3584,3661,4129,36713.0,5098994.0
2013-12-06,3625,3666,3589,3666,18539,36764.0,5098994.0
2013-12-09,3656,3671,3600,3600,5359,36101.0,5098994.0
2013-12-10,3589,3589,3508,3544,31976,35540.0,5098994.0
2013-12-11,3508,3559,3457,3549,10869,35591.0,5098994.0
2013-12-12,3472,3539,3452,3468,20070,34775.0,5098994.0
2013-12-13,3411,3472,3356,3453,29905,34622.0,5098994.0
2013-12-16,3472,3472,3411,3412,6433,34214.0,5098994.0
2013-12-17,3396,3411,3330,3397,12905,34061.0,5098994.0
2013-12-18,3437,3437,3330,3371,11390,33806.0,5098994.0
2013-12-19,3401,3401,3249,3326,18155,33347.0,5098994.0
2013-12-20,3315,3345,3295,3326,10795,33347.0,5098994.0
2013-12-23,3305,3376,3279,3351,9006,33602.0,5098994.0
2013-12-24,3376,3386,3300,3351,5412,33602.0,5098994.0
2013-12-26,3345,3345,3193,3249,32144,32583.0,5098994.0
2013-12-27,3254,3305,3208,3285,15561,32940.0,5098994.0
2013-12-30,3442,3696,3406,3585,127865,35948.0,5098994.0
2014-01-02,3595,3595,3427,3483,37904,34928.0,5098994.0
2014-01-03,3483,3483,3361,3432,14115,34418.0,5098994.0
2014-01-06,3417,3432,3254,3356,15479,33653.0,5098994.0
2014-01-07,3325,3417,3315,3356,43415,33653.0,5098994.0
2014-01-08,3381,3478,3305,3453,46638,34622.0,5098994.0
2014-01-09,3457,3457,3361,3417,16789,34265.0,5098994.0
2014-01-10,3401,3432,3335,3366,16142,33755.0,5098994.0
2014-01-13,3356,3523,3356,3473,21661,34826.0,5098994.0
2014-01-14,3483,3610,3462,3544,30415,35540.0,5098994.0
2014-01-15,3564,3610,3503,3509,26419,35183.0,5098994.0
2014-01-16,3518,3595,3472,3539,21071,35489.0,5098994.0
2014-01-17,3528,3661,3518,3636,25005,36458.0,5098994.0
2014-01-20,3661,3711,3559,3626,38454,36356.0,5098994.0
2014-01-21,3615,3656,3539,3595,19471,36050.0,5098994.0
2014-01-22,3595,3595,3483,3549,22497,35591.0,5098994.0
2014-01-23,3544,3544,3462,3468,26477,34775.0,5098994.0
2014-01-24,3457,3498,3356,3427,20000,34367.0,5098994.0
2014-01-27,3422,3422,3203,3239,64818,32481.0,5098994.0
2014-01-28,3254,3345,3218,3315,29809,33245.0,5098994.0
2014-01-29,3274,3467,3274,3387,18488,33959.0,5098994.0
2014-02-03,3366,3417,3330,3387,10872,33959.0,5098994.0
2014-02-04,3356,3366,3315,3346,7780,33551.0,5098994.0
2014-02-05,3325,3427,3320,3381,14048,33908.0,5098994.0
2014-02-06,3335,3508,3335,3488,20458,34979.0,5098994.0
2014-02-07,3498,3650,3472,3559,47734,35693.0,5098994.0
2014-02-10,3534,3559,3488,3534,30940,35438.0,5098994.0
2014-02-11,3539,3549,3493,3534,11314,35438.0,5098994.0
2014-02-12,3534,3554,3488,3529,11963,35387.0,5098994.0
2014-02-13,3498,3584,3493,3493,14293,35030.0,5098994.0
2014-02-14,3503,3559,3483,3509,7656,35183.0,5098994.0
2014-02-17,3498,3544,3457,3529,42241,35387.0,5098994.0
2014-02-18,3528,3549,3483,3539,18109,35489.0,5098994.0
2014-02-19,3513,3554,3488,3529,19817,35387.0,5098994.0
2014-02-20,3528,3650,3513,3544,12624,35540.0,5098994.0
2014-02-21,3528,3620,3528,3605,30740,36152.0,5098994.0
2014-02-24,3635,3635,3534,3559,14174,35693.0,5098994.0
2014-02-25,3528,3630,3523,3565,21578,35744.0,5098994.0
2014-02-26,3584,3615,3503,3534,17982,35438.0,5098994.0
2014-02-27,3600,3600,3513,3570,20166,35795.0,5098994.0
2014-02-28,3569,3854,3564,3798,113627,38089.0,5098994.0
2014-03-03,3793,3910,3711,3748,52598,37580.0,5098994.0
2014-03-04,3747,3823,3635,3681,48892,36917.0,5098994.0
2014-03-05,3686,3762,3661,3732,29211,37427.0,5098994.0
2014-03-06,3773,3773,3625,3676,42984,36866.0,5098994.0
2014-03-07,3686,3717,3620,3676,28129,36866.0,5098994.0
2014-03-10,3686,3722,3579,3615,20662,36254.0,5098994.0
2014-03-11,3600,3650,3518,3610,30386,36203.0,5098994.0
2014-03-12,3620,3640,3513,3595,21988,36050.0,5098994.0
2014-03-13,3584,3656,3579,3626,25348,36356.0,5098994.0
2014-03-14,3615,3661,3544,3615,15716,36254.0,5098994.0
2014-03-17,3610,3610,3488,3544,32167,35540.0,5098994.0
2014-03-18,3559,3691,3523,3656,22656,36662.0,5098994.0
2014-03-19,3666,3717,3615,3681,26553,36917.0,5098994.0
2014-03-20,3722,3783,3661,3753,90826,37631.0,5098994.0
2014-03-21,3783,4144,3752,4068,202635,40792.0,5098994.0
2014-03-24,4103,4103,4017,4048,92184,40588.0,5098994.0
2014-03-25,4047,4047,3930,4007,83470,40180.0,5098994.0
2014-03-26,3976,4057,3976,4017,41877,40282.0,5098994.0
2014-03-27,4017,4042,3956,4012,9816,40231.0,5098994.0
2014-03-28,4011,4011,3905,3987,10756,39976.0,5098994.0
2014-03-31,3986,4027,3925,3992,29321,40027.0,5098994.0
2014-04-01,4001,4088,3950,3992,35919,40027.0,5098994.0
2014-04-02,3991,4266,3976,4215,145746,42271.0,5098994.0
2014-04-03,4215,4276,4123,4170,64274,41812.0,5098994.0
2014-04-04,4169,4317,4123,4287,85775,42985.0,5098994.0
2014-04-07,4230,4500,4230,4353,146622,43647.0,5098994.0
2014-04-08,4327,4647,4327,4576,253875,45891.0,5098994.0
2014-04-09,4571,4678,4469,4551,136129,45636.0,5098994.0
2014-04-10,4530,4556,4474,4546,63640,45585.0,5098994.0
2014-04-11,4530,4601,4495,4556,58868,45687.0,5098994.0
2014-04-14,4550,4622,4500,4602,56777,46146.0,5098994.0
2014-04-15,4601,4800,4545,4770,165800,47829.0,5098994.0
2014-04-16,4728,4825,4576,4663,97448,46758.0,5098994.0
2014-04-17,4627,4637,4444,4576,94911,45891.0,5098994.0
2014-04-18,4556,4637,4489,4546,44151,45585.0,5098994.0
2014-04-21,4545,4545,4444,4480,66760,44922.0,5098994.0
2014-04-22,4520,4576,4418,4480,34487,44922.0,5098994.0
2014-04-23,4469,4550,4322,4398,33869,44106.0,5098994.0
2014-04-24,4398,4413,4245,4297,68335,43086.0,5098994.0
2014-04-25,4291,4373,4200,4276,38287,42883.0,5098994.0
2014-04-28,4276,4276,4195,4241,48643,42526.0,5098994.0
2014-04-29,4225,4317,4179,4220,24159,42322.0,5098994.0
2014-04-30,4230,4261,4184,4256,14227,45538.0,5440660.0
2014-05-02,4256,4261,4169,4241,22075,45375.0,5440660.0
2014-05-07,4189,4235,4083,4144,50416,44341.0,5440660.0
2014-05-08,4134,4154,4047,4068,46215,43525.0,5440660.0
2014-05-09,4067,4128,4001,4114,70276,44015.0,5440660.0
2014-05-12,4118,4159,4067,4104,20675,43906.0,5440660.0
2014-05-13,4103,4118,4047,4119,31436,44069.0,5440660.0
2014-05-14,4144,4337,4113,4292,100651,45919.0,5440660.0
2014-05-15,4271,4418,4271,4348,46155,46518.0,5440660.0
2014-05-16,4312,4362,4240,4363,31530,46681.0,5440660.0
2014-05-19,4347,4347,4108,4170,50493,44613.0,5440660.0
2014-05-20,4235,4235,3925,4012,67730,42927.0,5440660.0
2014-05-21,4042,4281,3956,4281,121606,45810.0,5440660.0
2014-05-22,4271,4332,4215,4266,26909,45647.0,5440660.0
2014-05-23,4266,4342,4225,4322,62936,46246.0,5440660.0
2014-05-26,4317,4632,4245,4546,209142,48640.0,5440660.0
2014-05-27,4667,4754,4357,4424,452902,47334.0,5440660.0
2014-05-28,4393,4418,4164,4220,218977,45157.0,5440660.0
2014-05-29,4220,4362,4189,4353,146838,46572.0,5440660.0
2014-05-30,4373,4703,4373,4627,547811,49510.0,5440660.0
2014-06-02,4667,4769,4479,4729,331194,50598.0,5440660.0
2014-06-03,4728,5074,4586,4882,266020,52230.0,5440660.0
2014-06-05,4886,4932,4800,4892,81552,52339.0,5440660.0
2014-06-09,4891,5008,4678,4749,77643,50816.0,5440660.0
2014-06-10,4703,4830,4647,4831,70231,51686.0,5440660.0
2014-06-11,4825,4906,4718,4882,91232,52230.0,5440660.0
2014-06-12,4881,5034,4800,5034,74735,53863.0,5440660.0
2014-06-13,5034,5339,4998,5314,342047,56855.0,5440660.0
2014-06-16,5339,5415,5237,5314,104218,56855.0,5440660.0
2014-06-17,5313,5517,5237,5466,129260,58487.0,5440660.0
2014-06-18,5389,5491,5339,5415,40826,57943.0,5440660.0
2014-06-19,5389,5517,5288,5415,39881,57943.0,5440660.0
2014-06-20,5415,5415,5212,5314,68139,56855.0,5440660.0
2014-06-23,5339,5415,5084,5110,127854,54679.0,5440660.0
2014-06-24,5110,5186,5034,5110,67857,54679.0,5440660.0
2014-06-25,5084,5212,4973,5034,99982,53863.0,5440660.0
2014-06-26,5039,5313,5028,5085,133073,54407.0,5440660.0
2014-06-27,5074,5364,5074,5237,133417,56039.0,5440660.0
2014-06-30,5237,5339,5186,5339,64641,57127.0,5440660.0
2014-07-01,5262,5313,5161,5263,49740,56311.0,5440660.0
2014-07-02,5262,5466,5161,5466,81911,58487.0,5440660.0
2014-07-03,5440,5873,5313,5848,289800,63397.0,5512825.0
2014-07-04,5771,5873,5720,5848,74012,63397.0,5512825.0
2014-07-07,5873,5873,5720,5797,84938,62846.0,5512825.0
2014-07-08,5796,5796,5593,5695,103790,61744.0,5512825.0
2014-07-09,5695,5771,5593,5746,34408,62295.0,5512825.0
2014-07-10,5644,5796,5644,5746,55977,62295.0,5512825.0
2014-07-11,5745,5745,5593,5644,75167,61192.0,5512825.0
2014-07-14,5695,5695,5440,5543,84539,60090.0,5512825.0
2014-07-15,5567,5593,5161,5237,137540,56782.0,5512825.0
2014-07-16,5212,5237,4962,5237,97470,56782.0,5512825.0
2014-07-17,5237,5288,5084,5212,37583,56506.0,5512825.0
2014-07-18,5212,5212,5079,5212,53963,56506.0,5512825.0
2014-07-21,5237,5237,5059,5075,73599,55018.0,5512825.0
2014-07-22,5084,5186,5084,5161,35514,55955.0,5512825.0
2014-07-23,5186,5186,5084,5187,38115,56231.0,5512825.0
2014-07-24,5186,5720,5084,5593,321100,61324.0,5574946.0
2014-07-25,5593,5669,5415,5492,174430,60209.0,5574946.0
2014-07-28,5466,5593,5110,5288,125784,57979.0,5574946.0
2014-07-29,5186,5288,5008,5085,99762,55749.0,5574946.0
2014-07-30,5039,5135,4998,5075,49213,55638.0,5574946.0
2014-07-31,5074,5084,4739,4998,111800,54802.0,5574946.0
2014-08-01,4967,5044,4932,4958,26230,54356.0,5574946.0
2014-08-04,4937,5069,4932,5039,23170,55248.0,5574946.0
2014-08-05,5084,5084,4957,5004,17488,54857.0,5574946.0
2014-08-06,5008,5161,4947,5070,42311,55582.0,5574946.0
2014-08-07,5084,5110,4998,5024,17247,55080.0,5574946.0
2014-08-08,5013,5084,4851,4882,36285,53519.0,5574946.0
2014-08-11,5034,5034,4891,5004,11495,54857.0,5574946.0
2014-08-12,5034,5034,4881,4892,25701,53631.0,5574946.0
2014-08-13,4891,4983,4835,4882,24114,53519.0,5574946.0
2014-08-14,4856,4917,4835,4836,40378,53018.0,5574946.0
2014-08-18,4840,5028,4830,4943,16421,54188.0,5574946.0
2014-08-19,4917,4967,4728,4800,58720,52627.0,5574946.0
2014-08-20,4830,4830,4652,4658,33784,51067.0,5574946.0
2014-08-21,4728,4754,4678,4719,18366,51735.0,5574946.0
2014-08-22,4734,4769,4688,4770,24556,52293.0,5574946.0
2014-08-25,4739,4830,4474,4576,50049,50175.0,5574946.0
2014-08-26,4576,4800,4525,4729,34888,51847.0,5574946.0
2014-08-27,4734,4947,4734,4948,51759,54244.0,5574946.0
2014-08-28,4932,4942,4825,4871,16054,53408.0,5574946.0
2014-08-29,4876,4881,4678,4698,68763,51513.0,5574946.0
2014-09-01,4612,4835,4571,4704,139214,51568.0,5574946.0
2014-09-02,4728,4774,4678,4734,13572,51903.0,5574946.0
2014-09-03,4723,4861,4723,4805,39883,52683.0,5574946.0
2014-09-04,4917,4917,4708,4770,19203,52293.0,5574946.0
2014-09-05,4789,4927,4673,4780,30150,52404.0,5574946.0
2014-09-11,4825,4825,4637,4643,36634,50899.0,5574946.0
2014-09-12,4642,4713,4530,4643,27551,50899.0,5574946.0
2014-09-15,4474,4612,4322,4439,80055,48669.0,5574946.0
2014-09-16,4398,4515,4367,4368,32300,47889.0,5574946.0
2014-09-17,4403,4408,4266,4337,28245,47554.0,5574946.0
2014-09-18,4312,4398,4306,4388,14809,48112.0,5574946.0
2014-09-19,4398,4545,4398,4520,59536,49561.0,5574946.0
2014-09-22,4606,4606,4413,4434,36205,48614.0,5574946.0
2014-09-23,4474,4474,4322,4439,22554,48669.0,5574946.0
2014-09-24,4520,4520,4245,4251,78868,46607.0,5574946.0
2014-09-25,4296,4312,4230,4307,7775,47220.0,5574946.0
2014-09-26,4220,4266,4042,4144,42488,45436.0,5574946.0
2014-09-29,4144,4149,3945,3997,20124,43819.0,5574946.0
2014-09-30,3915,3986,3839,3839,33958,42091.0,5574946.0
2014-10-01,3864,3930,3788,3859,23500,42314.0,5574946.0
2014-10-02,3666,3889,3666,3885,21071,42593.0,5574946.0
2014-10-06,3940,3940,3752,3819,30970,41868.0,5574946.0
2014-10-07,3859,3905,3737,3834,22538,42035.0,5574946.0
2014-10-08,3834,3935,3813,3936,20719,43150.0,5574946.0
2014-10-10,4037,4037,3864,3931,21991,43094.0,5574946.0
2014-10-13,3930,3940,3808,3870,34869,42425.0,5574946.0
2014-10-14,3813,3945,3813,3946,10913,43262.0,5574946.0
2014-10-15,4017,4017,3910,4002,11879,43875.0,5574946.0
2014-10-16,4001,4017,3905,3992,10306,43763.0,5574946.0
2014-10-17,4017,4317,3996,4256,50700,46662.0,5574946.0
2014-10-20,4256,4373,4154,4195,51760,45993.0,5574946.0
2014-10-21,4189,4271,4134,4215,29619,46216.0,5574946.0
2014-10-22,4271,4276,4159,4215,21392,46216.0,5574946.0
2014-10-23,4169,4220,4128,4220,15409,46272.0,5574946.0
2014-10-24,4291,4291,4134,4200,9839,46049.0,5574946.0
2014-10-27,4195,4195,3986,4159,30243,45603.0,5574946.0
2014-10-28,4200,4200,4118,4144,13735,45436.0,5574946.0
2014-10-29,4220,4220,4093,4149,9701,45492.0,5574946.0
2014-10-30,4149,4164,4103,4165,7651,45659.0,5574946.0
2014-10-31,4195,4195,4103,4119,10489,45157.0,5574946.0
2014-11-03,4139,4139,4032,4083,10279,44767.0,5574946.0
2014-11-04,4017,4088,3961,3966,12542,43485.0,5574946.0
2014-11-05,3956,3961,3864,3961,11901,43429.0,5574946.0
2014-11-06,3966,3966,3900,3936,4969,43150.0,5574946.0
2014-11-07,3996,3996,3859,3910,5829,42871.0,5574946.0
2014-11-10,3874,3905,3778,3778,15093,41422.0,5574946.0
2014-11-11,3910,3910,3661,3712,24044,40697.0,5574946.0
2014-11-12,3666,3788,3650,3737,27037,40976.0,5574946.0
2014-11-13,3813,3813,3742,3798,15033,41645.0,5574946.0
2014-11-14,3813,4154,3813,3997,43807,43819.0,5574946.0
2014-11-17,4128,4128,3976,3997,18093,43819.0,5574946.0
2014-11-18,4067,4067,3879,3941,17199,43206.0,5574946.0
2014-11-19,4062,4062,3849,3885,13077,42593.0,5574946.0
2014-11-20,4001,4001,3742,3763,19376,41255.0,5574946.0
2014-11-21,3717,3905,3717,3865,40117,42370.0,5574946.0
2014-11-24,3966,3966,3798,3849,12868,42202.0,5574946.0
2014-11-25,3823,3854,3737,3758,17045,41199.0,5574946.0
2014-11-26,3849,3849,3711,3732,20695,40920.0,5574946.0
2014-11-27,3711,3956,3711,3788,38233,41533.0,5574946.0
2014-11-28,3788,3864,3773,3804,12170,41701.0,5574946.0
2014-12-01,3803,3859,3722,3763,23856,41255.0,5574946.0
2014-12-02,3640,3864,3640,3809,10671,41756.0,5574946.0
2014-12-03,3864,3864,3783,3783,10809,41478.0,5574946.0
2014-12-04,3864,3864,3711,3788,17428,41533.0,5574946.0
2014-12-05,3839,3839,3711,3788,10154,41533.0,5574946.0
2014-12-08,3864,3864,3711,3793,11364,41589.0,5574946.0
2014-12-09,3793,3808,3727,3737,6042,40976.0,5574946.0
2014-12-10,3757,3762,3671,3763,7589,41255.0,5574946.0
2014-12-11,3813,3996,3752,3997,57746,43819.0,5574946.0
2014-12-12,4078,4189,3966,4053,39999,44432.0,5574946.0
2014-12-15,4052,4083,3945,3992,15592,43763.0,5574946.0
2014-12-16,3981,4017,3889,3890,20183,42648.0,5574946.0
2014-12-17,3864,3884,3818,3824,11635,41924.0,5574946.0
2014-12-18,3889,3889,3706,3737,29192,41204.0,5606006.0
2014-12-19,3773,3773,3656,3737,19880,41204.0,5606006.0
2014-12-22,3773,3773,3711,3748,11707,41316.0,5606006.0
2014-12-23,3773,3773,3605,3707,65179,40868.0,5606006.0
2014-12-24,3711,3762,3681,3717,7574,40980.0,5606006.0
2014-12-26,3757,3762,3691,3753,9428,41372.0,5606006.0
2014-12-29,3783,3788,3757,3783,6796,41709.0,5606006.0
2014-12-30,3681,3864,3681,3865,15827,42606.0,5606006.0
2015-01-02,3869,3869,3742,3839,2861,42325.0,5606006.0
2015-01-05,3874,3910,3788,3834,12322,42269.0,5606006.0
2015-01-06,3900,3900,3691,3712,23081,40924.0,5606006.0
2015-01-07,3691,3757,3635,3636,14379,40083.0,5606006.0
2015-01-08,3600,3681,3595,3676,16861,40531.0,5606006.0
2015-01-09,3752,3905,3711,3890,33523,42886.0,5606006.0
2015-01-12,3935,3935,3823,3910,17800,43110.0,5606006.0
2015-01-13,3915,3925,3828,3880,25029,42774.0,5606006.0
2015-01-14,3930,3991,3874,3875,16954,42718.0,5606006.0
2015-01-15,3879,3961,3818,3956,28589,43615.0,5606006.0
2015-01-16,3961,3996,3895,3951,11879,43559.0,5606006.0
2015-01-19,3961,3961,3793,3875,39810,42718.0,5606006.0
2015-01-20,3915,3915,3844,3900,219678,42998.0,5606006.0
2015-01-21,3925,3925,3737,3763,55738,41484.0,5606006.0
2015-01-22,3737,3864,3701,3763,19914,41484.0,5606006.0
2015-01-23,3803,3818,3676,3753,15849,41372.0,5606006.0
2015-01-26,3798,3798,3610,3641,30523,40139.0,5606006.0
2015-01-27,3640,3839,3640,3748,13022,41316.0,5606006.0
2015-01-28,3813,3818,3732,3783,7938,41709.0,5606006.0
2015-01-29,3808,3889,3732,3890,30553,42886.0,5606006.0
2015-01-30,3900,3910,3828,3885,8584,42830.0,5606006.0
2015-02-02,3808,3884,3767,3804,24380,41933.0,5606006.0
2015-02-03,3834,3849,3757,3824,14269,42157.0,5606006.0
2015-02-04,3823,4322,3823,4220,113063,46530.0,5606006.0
2015-02-05,4266,4571,4230,4520,190660,49837.0,5606006.0
2015-02-06,4474,4627,4474,4526,97497,49893.0,5606006.0
2015-02-09,4525,4576,4469,4470,57038,49277.0,5606006.0
2015-02-10,4469,4759,4469,4602,92641,50734.0,5606006.0
2015-02-11,4612,4622,4479,4576,34634,50454.0,5606006.0
2015-02-12,4601,4622,4500,4551,39216,50174.0,5606006.0
2015-02-13,4617,4774,4545,4754,69297,52416.0,5606006.0
2015-02-16,4754,5161,4678,4754,144211,52416.0,5606006.0
2015-02-17,4678,4678,4398,4653,134891,51295.0,5606006.0
2015-02-23,4703,4703,4464,4495,32063,49557.0,5606006.0
2015-02-24,4459,4545,4459,4505,29992,49669.0,5606006.0
2015-02-25,4601,4601,4423,4454,32214,49109.0,5606006.0
2015-02-26,4550,4601,4454,4576,34392,50454.0,5606006.0
2015-02-27,4576,4688,4535,4648,65055,51239.0,5606006.0
2015-03-02,4647,4673,4449,4541,41682,50062.0,5606006.0
2015-03-03,4576,4576,4439,4444,31299,48996.0,5606006.0
2015-03-04,4489,4830,4489,4800,146784,52921.0,5606006.0
2015-03-05,4774,4891,4703,4826,110574,53201.0,5606006.0
2015-03-06,4876,4876,4779,4810,38502,53033.0,5606006.0
2015-03-09,4830,4830,4703,4709,28302,51912.0,5606006.0
2015-03-10,4683,4739,4495,4582,33981,50510.0,5606006.0
2015-03-11,4510,4713,4510,4693,35413,51743.0,5606006.0
2015-03-12,4667,4728,4612,4693,24869,51743.0,5606006.0
2015-03-13,4667,4769,4657,4754,46038,52416.0,5606006.0
2015-03-16,4754,4856,4652,4780,34563,52696.0,5606006.0
2015-03-17,4830,5390,4830,5339,688970,58863.0,5606006.0
2015-03-18,5262,5313,5084,5161,136211,56901.0,5606006.0
2015-03-19,5161,5491,5084,5237,146658,57742.0,5606006.0
2015-03-20,5186,5339,5079,5314,96494,58583.0,5606006.0
2015-03-23,5339,5415,5084,5085,55204,56060.0,5606006.0
2015-03-24,5084,5288,5059,5237,46927,57742.0,5606006.0
2015-03-25,5186,5186,4937,5080,82524,56004.0,5606006.0
2015-03-26,5059,5059,4927,4983,91857,54939.0,5606006.0
2015-03-27,4983,5074,4932,4983,36086,54939.0,5606006.0
2015-03-30,5013,5212,4998,5070,33229,55892.0,5606006.0
2015-03-31,5084,5135,5008,5009,37581,55219.0,5606006.0
2015-04-01,4962,5064,4922,4963,29949,54715.0,5606006.0
2015-04-02,4962,5034,4728,4805,69055,52977.0,5606006.0
2015-04-03,4774,4830,4627,4729,53434,52352.0,5629301.0
2015-04-06,4678,4774,4515,4704,61770,52071.0,5629301.0
2015-04-07,4739,4820,4683,4744,34814,52521.0,5629301.0
2015-04-08,4830,4906,4673,4780,52349,52915.0,5629301.0
2015-04-09,4779,4779,4550,4587,72323,50776.0,5629301.0
2015-04-10,4617,4764,4550,4729,81099,52352.0,5629301.0
2015-04-13,4779,4830,4647,4653,40233,51508.0,5629301.0
2015-04-14,4652,4703,4561,4663,46251,51621.0,5629301.0
2015-04-15,4662,4830,4657,4810,28752,53253.0,5629301.0
2015-04-16,4810,4906,4769,4775,36285,52866.0,5630061.0
2015-04-17,4881,4881,4759,4831,72900,53486.0,5630061.0
2015-04-20,4830,4830,4637,4831,53038,53486.0,5630061.0
2015-04-21,4825,5069,4764,4993,129530,55287.0,5630061.0
2015-04-22,4988,5049,4667,4871,130730,53936.0,5630061.0
2015-04-23,4871,4952,4703,4815,42568,53317.0,5630061.0
2015-04-24,4830,4932,4739,4882,40984,54049.0,5630061.0
2015-04-27,4891,5084,4891,5080,62401,56244.0,5630061.0
2015-04-28,5084,5084,4932,5024,83672,55625.0,5630061.0
2015-04-29,5059,5364,5013,5288,191879,58553.0,5630061.0
2015-04-30,5237,5415,5084,5263,115116,58271.0,5630061.0
2015-05-04,5186,5288,4942,5049,76684,55907.0,5630061.0
2015-05-06,4937,5034,4906,5009,58514,55456.0,5630061.0
2015-05-07,5008,5044,4856,5004,42790,55400.0,5630061.0
2015-05-08,5003,5364,4922,5339,134408,59116.0,5630061.0
2015-05-11,5288,5415,5110,5339,97148,67438.0,6422645.0
2015-05-12,5313,5796,5237,5721,269850,72255.0,6422645.0
2015-05-13,5745,5796,5618,5746,110079,72576.0,6422645.0
2015-05-14,5745,6127,5644,6026,531896,76108.0,6422645.0
2015-05-15,6076,6152,5898,6076,128608,76751.0,6422645.0
2015-05-18,6152,6254,5949,6178,204027,78035.0,6422645.0
2015-05-19,6178,6254,6000,6076,67468,76751.0,6422645.0
2015-05-20,6076,6178,5873,6178,112865,78035.0,6422645.0
2015-05-21,6051,6101,5898,5949,91795,75145.0,6422645.0
2015-05-22,5949,6000,5695,5873,98135,74182.0,6422645.0
2015-05-26,5873,5873,5593,5721,46522,72255.0,6422645.0
2015-05-27,5618,6254,5491,6204,129625,78356.0,6422645.0
2015-05-28,6406,6864,6330,6814,449121,86063.0,6422645.0
2015-05-29,6813,6915,6661,6712,107893,84779.0,6422645.0
2015-06-01,6712,7017,6457,6788,80148,86157.0,6453705.0
2015-06-02,6915,6915,6508,6610,76257,83898.0,6453705.0
2015-06-03,6610,7017,6381,6610,92738,83898.0,6453705.0
2015-06-04,6661,6661,6356,6458,85571,81962.0,6453705.0
2015-06-05,6406,6635,6229,6560,73622,85657.0,6640069.0
2015-06-08,6559,6712,6381,6636,338627,86653.0,6640069.0
2015-06-09,6635,6635,6330,6432,221445,83997.0,6640069.0
2015-06-10,6432,6483,6101,6483,173896,84661.0,6640069.0
2015-06-11,6457,6534,6229,6356,89942,87272.0,6981736.0
2015-06-12,6356,6661,6203,6356,167106,87272.0,6981736.0
2015-06-15,6356,6356,5898,6076,144056,83432.0,6981736.0
2015-06-16,6051,6051,5079,5848,707709,80290.0,6981736.0
2015-06-17,5847,5974,5517,5898,135517,82249.0,7090448.0
2015-06-18,5923,6305,5822,6305,229740,87922.0,7090448.0
2015-06-19,6254,6813,6203,6814,303439,95636.0,7137039.0
2015-06-22,6890,6915,6559,6788,126661,95279.0,7137039.0
2015-06-23,6940,6966,6661,6814,91222,95636.0,7137039.0
2015-06-24,6813,6813,6610,6814,100913,95636.0,7137039.0
2015-06-25,6864,6915,6584,6661,248261,93495.0,7137039.0
2015-06-26,6508,6737,6000,6331,394668,88856.0,7137039.0
2015-06-29,6279,6279,5745,5746,208233,80649.0,7137039.0
2015-06-30,5796,5949,5593,5898,98604,82790.0,7137039.0
2015-07-01,5796,6101,5720,5848,174445,82076.0,7137039.0
2015-07-02,5847,6000,5745,5797,136181,81362.0,7137039.0
2015-07-03,5873,5974,5288,5365,317801,75296.0,7137039.0
2015-07-06,5313,5491,5262,5339,101712,74939.0,7137039.0
2015-07-07,5339,5491,4967,4968,198845,69729.0,7137039.0
2015-07-08,4967,5110,4912,5034,98486,70657.0,7137039.0
2015-07-09,4983,5262,4896,5136,60254,72084.0,7137039.0
2015-07-10,5186,5313,5013,5085,98724,71370.0,7137039.0
2015-07-13,5135,5288,5079,5263,59124,73868.0,7137039.0
2015-07-14,5262,5390,5064,5065,83891,71085.0,7137039.0
2015-07-15,5064,5084,4856,4937,96386,69301.0,7137039.0
