한국테크놀로지(053590),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-05-24,121591,121591,109048,111942,196892,18091.0,15596000.0
2002-05-27,112904,112904,107119,109048,130594,17623.0,15596000.0
2002-05-28,107121,109050,105193,107122,174453,17312.0,15596000.0
2002-05-29,103263,104234,96512,98433,155884,15908.0,15596000.0
2002-05-30,97476,99404,94583,95539,154339,15440.0,15596000.0
2002-05-31,97470,98433,92649,96506,84191,15596.0,15596000.0
2002-06-03,94577,95540,91683,93612,95101,15128.0,15596000.0
2002-06-04,90718,92647,87825,90710,99118,14660.0,15596000.0
2002-06-05,91687,93616,89759,89751,155149,14504.0,15596000.0
2002-06-07,86861,89753,84931,84923,81040,13724.0,15596000.0
2002-06-10,84927,86854,84927,85890,101085,13880.0,15596000.0
2002-06-11,84931,87825,83968,84923,51924,13724.0,15596000.0
2002-06-12,84932,89754,84932,87817,113282,14192.0,15596000.0
2002-06-14,87822,89759,86858,89751,102830,14504.0,15596000.0
2002-06-17,89751,93617,87823,92644,118681,14972.0,15596000.0
2002-06-18,92653,94581,91688,92644,77379,14972.0,15596000.0
2002-06-19,91686,92650,83000,86857,41774,14036.0,15596000.0
2002-06-20,83000,87830,79144,86857,59228,14036.0,15596000.0
2002-06-21,82035,86857,82035,86857,68931,14036.0,15596000.0
2002-06-24,82996,84924,79139,80095,96983,12945.0,15596000.0
2002-06-25,80103,82996,76237,80095,68586,12945.0,15596000.0
2002-06-26,80107,81071,71421,76242,150550,12321.0,15596000.0
2002-06-27,72376,76242,69483,73341,35267,11853.0,15596000.0
2002-06-28,70451,81067,70451,77202,200763,12477.0,15596000.0
2002-07-02,71421,76242,71421,76242,47062,12321.0,15596000.0
2002-07-03,74312,77205,72384,76242,126131,12321.0,15596000.0
2002-07-04,77205,81062,77205,81062,196400,13101.0,15596000.0
2002-07-05,84927,87818,81070,85890,230368,13880.0,15596000.0
2002-07-08,89758,90722,83000,86857,110663,14036.0,15596000.0
2002-07-09,85891,96506,82998,96506,699318,15596.0,15596000.0
2002-07-10,104222,106160,93607,94572,1090015,15284.0,15596000.0
2002-07-11,90719,92648,83962,85890,508946,13880.0,15596000.0
2002-07-12,87819,89748,85891,88784,274973,14348.0,15596000.0
2002-07-15,89753,89753,83968,84923,195803,13724.0,15596000.0
2002-07-16,82990,85891,79133,81062,254741,13101.0,15596000.0
2002-07-18,81064,83965,81064,82029,125121,13257.0,15596000.0
2002-07-19,78175,80103,76245,77202,163273,12477.0,15596000.0
2002-07-22,73349,73349,68519,68520,212243,11073.0,15596000.0
2002-07-23,66593,74316,65629,74308,250366,12009.0,15596000.0
2002-07-24,74315,75279,68522,71415,262776,11541.0,15596000.0
2002-07-25,75282,76246,71425,72382,260087,11697.0,15596000.0
2002-07-26,73340,81062,66590,81062,728757,13101.0,15596000.0
2002-07-29,90729,90729,73355,75275,795272,12165.0,15596000.0
2002-07-30,77212,83006,74319,75275,771202,12165.0,15596000.0
2002-07-31,74315,76244,71414,71415,280980,11541.0,15596000.0
2002-08-01,69482,72375,69482,70447,153165,11385.0,15596000.0
2002-08-02,70446,72375,68518,70447,138961,11385.0,15596000.0
2002-08-05,68518,70446,67554,70447,111596,11385.0,15596000.0
2002-08-06,67557,71414,66593,71415,109559,11541.0,15596000.0
2002-08-07,71414,73351,71414,71415,96708,11541.0,15596000.0
2002-08-08,71411,72375,69482,70447,122658,11385.0,15596000.0
2002-08-09,70449,72387,70449,71415,158706,11541.0,15596000.0
2002-08-12,70450,76245,70450,74308,601868,12009.0,15596000.0
2002-08-13,73341,76242,71412,73341,298952,11853.0,15596000.0
2002-08-14,73354,73354,71425,72382,194550,11697.0,15596000.0
2002-08-16,72380,73345,69487,69480,213517,11229.0,15596000.0
2002-08-19,69484,70457,66592,68520,238557,11073.0,15596000.0
2002-08-20,69487,70452,68523,69480,307272,11229.0,15596000.0
2002-08-21,68518,70446,68518,70447,218345,11385.0,15596000.0
2002-08-22,70448,73341,69483,73341,459179,11853.0,15596000.0
2002-08-23,73339,73339,69482,70447,616391,11385.0,15596000.0
2002-08-26,70457,70457,67556,68520,210520,11073.0,15596000.0
2002-08-27,68518,70446,67554,70447,220910,11385.0,15596000.0
2002-08-28,68516,70446,67552,67553,224112,10917.0,15596000.0
2002-08-29,66590,68527,65626,65627,219558,10605.0,15596000.0
2002-08-30,65622,69487,65622,69480,130114,11229.0,15596000.0
2002-09-02,70452,70452,67560,69480,132850,11229.0,15596000.0
2002-09-03,68516,69481,67552,67553,102857,10917.0,15596000.0
2002-09-04,65629,67559,65629,66587,163014,10761.0,15596000.0
2002-09-05,67559,67559,64657,66587,176700,10761.0,15596000.0
2002-09-06,64661,66590,63698,65627,190846,10605.0,15596000.0
2002-09-09,65625,65625,58866,59832,301691,9670.0,15596000.0
2002-09-10,59830,65625,58866,59832,714309,9670.0,15596000.0
2002-09-11,60800,61765,58872,58865,242362,9514.0,15596000.0
2002-09-12,58866,60795,57902,59832,384828,9670.0,15596000.0
2002-09-13,58874,59839,55981,56938,213916,9202.0,15596000.0
2002-09-16,56945,57910,54053,54044,292737,8734.0,15596000.0
2002-09-17,54041,55978,54041,55970,396845,9046.0,15596000.0
2002-09-18,55014,55014,52112,53077,187149,8578.0,15596000.0
2002-09-19,53074,54038,51145,52110,153572,8422.0,15596000.0
2002-09-23,48253,50181,46324,47289,330096,7642.0,15596000.0
2002-09-24,45359,46324,44395,44396,311666,7174.0,15596000.0
2002-09-25,43433,44397,39568,39568,329191,6394.0,15596000.0
2002-09-26,41496,42470,39568,39568,214051,6394.0,15596000.0
2002-09-27,39572,40538,36680,38600,205412,6238.0,15596000.0
2002-09-30,36676,36676,34739,34740,176880,5615.0,15596000.0
2002-10-01,31849,37643,31849,35707,277549,5771.0,15596000.0
2002-10-02,36679,37643,34751,35707,131003,5771.0,15596000.0
2002-10-04,34742,38608,33778,38600,141343,6238.0,15596000.0
2002-10-07,36680,41502,36680,38600,233768,6238.0,15596000.0
2002-10-08,38608,39572,37644,38600,218080,6238.0,15596000.0
2002-10-09,39572,40538,36680,38600,277094,6238.0,15596000.0
2002-10-10,39569,42461,38604,42462,1090182,6862.0,15596000.0
2002-10-11,40538,42466,37644,38600,707061,6238.0,15596000.0
2002-10-14,40532,40532,38604,39568,245955,6394.0,15596000.0
2002-10-15,38604,39568,37639,39568,257187,6394.0,15596000.0
2002-10-16,38608,39572,38608,38600,181268,6238.0,15596000.0
2002-10-17,39570,39570,37641,37633,136278,6082.0,15596000.0
2002-10-18,38604,39568,38604,39568,312250,6394.0,15596000.0
2002-10-21,39572,39572,37644,38600,220567,6238.0,15596000.0
2002-10-22,38608,39572,36680,38600,172514,6238.0,15596000.0
2002-10-23,37644,38608,36680,38600,201267,6238.0,15596000.0
2002-10-24,37644,38608,37644,38600,191039,6238.0,15596000.0
2002-10-25,37644,40538,37644,38600,309433,6238.0,15596000.0
2002-10-28,38604,40532,38604,39568,335995,6394.0,15596000.0
2002-10-29,39571,43437,39571,43429,1297483,7018.0,15596000.0
2002-10-30,43433,43433,38604,39568,569793,6394.0,15596000.0
2002-10-31,39566,39566,35709,36674,577528,5926.0,15596000.0
2002-11-01,35705,37641,34739,37633,343498,6082.0,15596000.0
2002-11-04,35714,37643,34751,35707,236467,5771.0,15596000.0
2002-11-05,34751,36679,34751,35707,147167,5771.0,15596000.0
2002-11-06,34745,36673,34745,36674,151775,5926.0,15596000.0
2002-11-07,35703,35703,33775,34740,151960,5615.0,15596000.0
2002-11-08,32820,33786,31856,32814,202404,5303.0,15596000.0
2002-11-11,31846,33775,30882,31847,151051,5147.0,15596000.0
2002-11-12,29920,30892,28954,29920,261373,4835.0,15596000.0
2002-11-13,30892,31857,29920,29920,121518,4835.0,15596000.0
2002-11-14,30887,30887,27994,27986,139907,4523.0,15596000.0
2002-11-15,27987,30881,27987,28953,179957,4679.0,15596000.0
2002-11-18,28958,29922,27029,27986,115801,4523.0,15596000.0
2002-11-19,27994,28958,27029,27986,93703,4523.0,15596000.0
2002-11-20,27029,27994,27029,27986,68341,4523.0,15596000.0
2002-11-21,27990,27990,26053,27018,271597,4367.0,15596000.0
2002-11-22,27022,27987,26057,26059,195690,4211.0,15596000.0
2002-11-25,27022,27022,25093,26059,329908,4211.0,15596000.0
2002-11-26,26053,27025,23159,24125,483540,3899.0,15596000.0
2002-11-27,24124,27017,24124,27018,862476,4367.0,15596000.0
2002-11-28,27987,28951,26057,26059,404522,4211.0,15596000.0
2002-11-29,27022,27022,26057,26059,77950,4211.0,15596000.0
2002-12-02,25093,27987,25093,26059,239260,4211.0,15596000.0
2002-12-03,27023,28953,26060,28953,965527,4679.0,15596000.0
2002-12-04,28954,31846,27989,31847,1000132,5147.0,15596000.0
2002-12-05,33781,34745,28958,30880,1666449,4991.0,15596000.0
2002-12-06,29916,33773,28952,33773,1993959,5459.0,15596000.0
2002-12-09,36669,37641,34739,37633,1541903,6082.0,15596000.0
2002-12-10,37629,38593,33773,33773,716317,5459.0,15596000.0
2002-12-11,31846,32810,29918,31847,2040425,5147.0,15596000.0
2002-12-12,31846,33775,30882,31847,633853,5147.0,15596000.0
2002-12-13,30892,32820,28954,29920,844634,4835.0,15596000.0
2002-12-16,27987,30881,27023,28953,409534,4679.0,15596000.0
2002-12-17,28958,31853,28958,30880,902178,4991.0,15596000.0
2002-12-18,30881,31845,27987,28953,715382,4679.0,15596000.0
2002-12-20,27991,30892,27027,29920,572042,4835.0,15596000.0
2002-12-23,28954,32820,27991,32814,1119500,5303.0,15596000.0
2002-12-24,32816,36673,29915,36674,1134029,5926.0,15596000.0
2002-12-26,37641,38606,34739,37633,1152075,6082.0,15596000.0
2002-12-27,37642,41507,35713,40535,1230953,6550.0,15596000.0
2002-12-30,42461,45355,41498,45355,1500606,7330.0,15596000.0
2003-01-02,50184,50184,48255,50184,618106,8110.0,15596000.0
2003-01-03,55978,55978,55978,55970,84727,9046.0,15596000.0
2003-01-06,61775,61775,61775,61767,126971,9981.0,15596000.0
2003-01-07,68519,68519,65627,68520,1777038,11073.0,15596000.0
2003-01-08,71421,76242,68519,76242,2787073,12321.0,15596000.0
2003-01-09,78173,84931,78173,84923,367511,13724.0,15596000.0
2003-01-10,94572,94572,94572,94572,105564,15284.0,15596000.0
2003-01-13,105195,105195,101329,105187,468965,17000.0,15596000.0
2003-01-14,117737,117737,117737,117737,366491,19027.0,15596000.0
2003-01-15,131254,131254,131254,131246,126429,21211.0,15596000.0
2003-01-16,146688,146688,132217,146689,1624647,23706.0,15596000.0
2003-01-17,154415,162138,129328,129319,1855263,20899.0,15596000.0
2003-01-20,113884,113884,113884,113876,91043,18403.0,15596000.0
2003-01-21,103263,127386,103263,127385,9055066,20587.0,15596000.0
2003-01-22,131245,133182,112907,112909,5500910,18247.0,15596000.0
2003-01-23,110978,114843,99399,99400,5511314,16064.0,15596000.0
2003-01-24,100375,110989,94581,110982,5497756,17935.0,15596000.0
2003-01-27,107124,123533,104232,108089,4418816,17468.0,15596000.0
2003-01-28,106161,115812,99402,113876,2984303,18403.0,15596000.0
2003-01-29,118703,127389,110981,115802,5134573,18715.0,15596000.0
2003-01-30,115809,126424,115809,123524,2287477,19963.0,15596000.0
2003-02-03,129314,138001,126421,138000,499735,22302.0,15596000.0
2003-02-04,154410,154410,154410,154411,77208,24954.0,15596000.0
2003-02-05,172746,172746,154409,159231,6506430,25733.0,15596000.0
2003-02-06,164061,164061,140894,140895,3768308,25690.0,17595998.0
2003-02-07,138975,157312,130288,157304,4564857,28681.0,17595998.0
2003-02-10,164061,175649,154410,175642,4618660,32025.0,17595998.0
2003-02-11,175649,175649,175649,175642,0,32025.0,17595998.0
2003-02-12,169855,195905,169855,195906,3572822,35720.0,17595998.0
2003-02-13,197836,219066,172749,172740,3394556,31497.0,17595998.0
2003-02-14,169851,184332,153443,158264,2961184,28857.0,17595998.0
2003-02-17,161161,168883,153447,162125,2058106,29561.0,17595998.0
2003-02-18,161167,173710,161167,166953,1531676,30441.0,17595998.0
2003-02-19,171781,173709,152479,156337,1159111,28506.0,17595998.0
2003-02-20,154409,158265,138001,138000,1980628,25162.0,17595998.0
2003-02-21,129315,147652,121592,133172,4427013,24282.0,17595998.0
2003-02-24,133183,137039,120630,123524,1845270,22523.0,17595998.0
2003-02-25,120642,130293,112919,113876,2403925,20763.0,17595998.0
2003-02-26,113883,118712,107124,108089,1374329,19708.0,17595998.0
2003-02-27,108087,116774,104222,115802,2367420,21115.0,17595998.0
2003-02-28,125341,129435,123980,129428,168761,16716.0,17595998.0
2003-03-03,144415,144415,136244,144415,2716876,18652.0,17595998.0
2003-03-04,144422,159401,133519,159402,1970322,20587.0,17595998.0
2003-03-05,158040,175751,144422,159402,2989631,20587.0,17595998.0
2003-03-06,158049,166220,140329,140330,1885788,18124.0,17595998.0
2003-03-07,130799,134883,123989,123981,2507309,16012.0,17595998.0
2003-03-10,126711,137606,126711,137606,1430819,17772.0,17595998.0
2003-03-11,148507,153954,137605,153954,4762722,19883.0,17595998.0
2003-03-12,153964,162134,136244,136245,3204768,17596.0,17595998.0
2003-03-13,145784,151240,125350,133522,3517010,17244.0,17595998.0
2003-03-14,138976,141700,133520,136245,1675603,17596.0,17595998.0
2003-03-17,130799,136254,119904,119896,1515502,15484.0,17595998.0
2003-03-18,122627,126712,119896,121257,1868833,15660.0,17595998.0
2003-03-19,119904,125351,113086,118534,2024432,15309.0,17595998.0
2003-03-20,119896,126712,117172,122620,3180074,15836.0,17595998.0
2003-03-21,123980,134882,117170,129428,3703158,16716.0,17595998.0
2003-03-24,133522,133522,122619,123981,1671533,16012.0,17595998.0
2003-03-25,117172,126712,111724,122620,1478019,15836.0,17595998.0
2003-03-26,121264,136244,121264,136245,5488989,17596.0,17595998.0
2003-03-27,143052,144415,121257,129428,3719976,16716.0,17595998.0
2003-03-28,132160,132160,121265,121257,1538583,15660.0,17595998.0
2003-03-31,117172,122628,107639,107632,1272442,13901.0,17595998.0
2003-04-01,99460,111725,99460,104909,1027122,13549.0,17595998.0
2003-04-02,104907,115810,104907,108994,1965370,14077.0,17595998.0
2003-04-03,113087,114449,103554,104909,1259326,13549.0,17595998.0
2003-04-04,107633,107633,98101,98092,971536,12669.0,17595998.0
2003-04-07,99462,99462,87205,88560,1725190,11437.0,17595998.0
2003-04-08,91283,98101,89921,98092,1963265,12669.0,17595998.0
2003-04-09,103546,109001,102184,108994,4924088,14077.0,17595998.0
2003-04-10,108995,108995,96739,96731,3874206,12493.0,17595998.0
2003-04-11,85837,98093,85837,85829,24218534,22171.0,35191996.0
2003-04-14,85837,89922,81752,84467,8528370,21819.0,35191996.0
2003-04-15,87199,88560,83113,85829,4972371,22171.0,35191996.0
2003-04-16,87197,95377,85835,89921,12362918,23227.0,35191996.0
2003-04-17,88560,89922,83113,85829,3987225,22171.0,35191996.0
2003-04-18,87199,88561,83113,84467,4050370,21819.0,35191996.0
2003-04-21,84475,85837,83113,83105,2336875,21467.0,35191996.0
2003-04-22,83111,92653,76302,92644,12987059,23931.0,35191996.0
2003-04-23,96738,99462,87205,87198,13346429,22523.0,35191996.0
2003-04-24,88561,88561,77667,77659,6349642,20059.0,35191996.0
2003-04-25,73573,76297,69487,69480,3668703,17948.0,35191996.0
2003-04-28,64040,76297,64040,68118,4112369,17596.0,35191996.0
2003-04-29,66764,72211,66764,69480,3099261,17948.0,35191996.0
2003-04-30,68127,70850,65402,66757,2519705,17244.0,35191996.0
2003-05-02,66764,69488,66764,68118,2721693,17596.0,35191996.0
2003-05-06,69488,69488,66764,68118,1438645,17596.0,35191996.0
