미래테크놀로지(213090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-03-16,12650,12950,12650,12800,2786,70400.0,5500000.0
2016-03-17,12650,12950,12650,12800,7086,70400.0,5500000.0
2016-03-18,12900,12900,12500,12500,11415,68750.0,5500000.0
2016-03-21,12500,12750,12450,12550,10445,69025.0,5500000.0
2016-03-22,12550,12650,12450,12500,10648,68750.0,5500000.0
2016-03-23,12400,12500,12150,12250,19940,67375.0,5500000.0
2016-03-24,12250,12350,12100,12200,9699,67100.0,5500000.0
2016-03-25,12150,12400,12000,12200,10949,67100.0,5500000.0
2016-03-28,12200,12750,12100,12600,14220,69300.0,5500000.0
2016-03-29,12700,12700,12350,12450,3632,68475.0,5500000.0
2016-03-30,12450,12900,12400,12600,10559,69300.0,5500000.0
2016-03-31,12450,12650,12150,12300,13498,67650.0,5500000.0
2016-04-01,12300,13200,12300,12850,18864,70675.0,5500000.0
2016-04-04,12850,13300,12850,13150,19436,72325.0,5500000.0
2016-04-05,13200,13200,12800,12950,4357,71225.0,5500000.0
2016-04-06,12650,13000,12650,12800,9378,70400.0,5500000.0
2016-04-07,12850,13000,12500,12700,6857,69850.0,5500000.0
2016-04-08,12700,13150,12650,13000,15153,71500.0,5500000.0
2016-04-11,13000,13000,12800,12950,11346,71225.0,5500000.0
2016-04-12,12950,13000,12850,13000,7404,71500.0,5500000.0
2016-04-14,13000,13000,12650,12900,8788,70950.0,5500000.0
2016-04-15,12900,12950,12600,12950,5661,71225.0,5500000.0
2016-04-18,12950,12950,12500,12600,12754,69300.0,5500000.0
2016-04-19,12500,12600,12350,12550,12264,69025.0,5500000.0
2016-04-20,12550,12650,12400,12550,8979,69025.0,5500000.0
2016-04-21,12550,12550,12350,12550,7131,69025.0,5500000.0
2016-04-22,12500,12500,12200,12450,10808,68475.0,5500000.0
2016-04-25,12200,12350,12100,12100,12880,66550.0,5500000.0
2016-04-26,12100,12150,11950,12000,12161,66000.0,5500000.0
2016-04-27,12000,12150,11750,11800,11963,64900.0,5500000.0
2016-04-28,11800,11900,11450,11500,21378,63250.0,5500000.0
2016-04-29,11500,11550,10650,10900,45906,59950.0,5500000.0
2016-05-02,11000,11300,11000,11000,12197,60500.0,5500000.0
2016-05-03,11050,11300,10900,11100,11426,61050.0,5500000.0
2016-05-04,11250,11250,10900,10950,13037,60225.0,5500000.0
2016-05-09,11000,11100,10950,11000,10069,60500.0,5500000.0
2016-05-10,11050,11150,10800,11000,7124,60500.0,5500000.0
2016-05-11,11050,11300,11000,11200,7171,61600.0,5500000.0
2016-05-12,11000,11250,10950,11200,9584,61600.0,5500000.0
2016-05-13,11100,11300,10900,11050,16178,60775.0,5500000.0
2016-05-16,10800,11050,10600,10850,33104,59675.0,5500000.0
2016-05-17,10650,10850,10450,10550,8003,58025.0,5500000.0
2016-05-18,10600,10700,10000,10650,20447,58575.0,5500000.0
2016-05-19,10650,10850,10450,10700,7611,58850.0,5500000.0
2016-05-20,10700,10800,10550,10700,3128,58850.0,5500000.0
2016-05-23,10500,11200,10500,10900,11109,59950.0,5500000.0
2016-05-24,10900,11200,10850,11200,10439,61600.0,5500000.0
2016-05-25,11200,11400,10900,11200,9918,61600.0,5500000.0
2016-05-26,11200,11350,10850,11100,3216,61050.0,5500000.0
2016-05-27,11350,11400,10750,10750,4336,59125.0,5500000.0
2016-05-30,10850,11000,10700,10700,3140,58850.0,5500000.0
2016-05-31,10650,10900,10550,10600,2629,58300.0,5500000.0
2016-06-01,10600,10750,10600,10700,2045,58850.0,5500000.0
2016-06-02,10700,10850,10600,10800,3393,59400.0,5500000.0
2016-06-03,10650,10650,10000,10100,29800,55550.0,5500000.0
2016-06-07,10200,10350,10000,10050,13052,55275.0,5500000.0
2016-06-08,10050,10150,10000,10000,10883,55000.0,5500000.0
2016-06-09,10550,12400,10200,11000,205458,60500.0,5500000.0
2016-06-10,11050,11100,10700,10800,29356,59400.0,5500000.0
2016-06-13,10700,10750,10300,10650,11766,58575.0,5500000.0
2016-06-14,10500,10500,10000,10150,34675,55825.0,5500000.0
2016-06-15,10100,10500,10100,10150,25543,55825.0,5500000.0
2016-06-16,10100,10450,10000,10150,22334,55825.0,5500000.0
2016-06-17,10000,10150,9950,9970,31140,54835.0,5500000.0
2016-06-20,9900,9900,9670,9720,11323,53460.0,5500000.0
2016-06-21,9720,9720,9400,9400,32349,51700.0,5500000.0
2016-06-22,9410,9550,9200,9440,14190,51920.0,5500000.0
2016-06-23,9440,9570,9350,9400,11473,51700.0,5500000.0
2016-06-24,9410,9560,8800,9010,49905,49555.0,5500000.0
2016-06-27,8930,9060,8800,9030,10034,49665.0,5500000.0
2016-06-28,8820,9350,8820,9280,3080,51040.0,5500000.0
2016-06-29,9370,9600,9150,9580,6399,52690.0,5500000.0
2016-06-30,9590,9670,9410,9550,2664,52525.0,5500000.0
2016-07-01,9670,9670,9540,9550,2326,52525.0,5500000.0
2016-07-04,9540,9680,9520,9590,1651,52745.0,5500000.0
2016-07-05,9670,9750,9430,9750,11946,53625.0,5500000.0
2016-07-06,9740,9740,9500,9670,3416,53185.0,5500000.0
2016-07-07,9690,9690,9410,9590,11084,52745.0,5500000.0
2016-07-08,9460,9590,9200,9310,4117,51205.0,5500000.0
2016-07-11,9300,9690,9300,9480,7326,52140.0,5500000.0
2016-07-12,9480,10400,9480,10200,35691,56100.0,5500000.0
2016-07-13,10200,10300,9850,10050,8796,55275.0,5500000.0
2016-07-14,10100,10400,9880,9880,7138,54340.0,5500000.0
2016-07-15,9900,10000,9800,9900,8228,54450.0,5500000.0
2016-07-18,9930,9930,9710,9750,1970,53625.0,5500000.0
2016-07-19,9760,9950,9720,9740,6151,53570.0,5500000.0
2016-07-20,9740,9910,9740,9900,4224,54450.0,5500000.0
2016-07-21,9900,9990,9800,9900,6314,54450.0,5500000.0
2016-07-22,9900,10300,9780,10200,5074,56100.0,5500000.0
2016-07-25,10200,10350,10000,10150,3027,55825.0,5500000.0
2016-07-26,10150,10700,9970,10550,23326,58025.0,5500000.0
2016-07-27,10550,10550,10200,10200,5302,56100.0,5500000.0
2016-07-28,10200,10400,10000,10400,7384,57200.0,5500000.0
2016-07-29,10400,10550,10150,10500,6557,57750.0,5500000.0
2016-08-01,10500,11100,10300,10500,34966,57750.0,5500000.0
2016-08-02,10400,10600,10050,10200,11362,56100.0,5500000.0
2016-08-03,10350,10350,9960,9960,8894,54780.0,5500000.0
2016-08-04,9960,10300,9870,9970,6947,54835.0,5500000.0
2016-08-05,9970,10200,9870,10000,4591,55000.0,5500000.0
2016-08-08,9900,10000,9770,9820,4472,54010.0,5500000.0
2016-08-09,9820,9850,9470,9560,12915,52580.0,5500000.0
2016-08-10,9560,10000,9460,9630,9438,52965.0,5500000.0
2016-08-11,9520,9680,9410,9430,11777,51865.0,5500000.0
2016-08-12,9430,9520,9290,9390,6648,51645.0,5500000.0
2016-08-16,9300,9470,9200,9210,14887,50655.0,5500000.0
2016-08-17,9220,9340,9180,9290,1756,51095.0,5500000.0
2016-08-18,9290,9290,9130,9290,1897,51095.0,5500000.0
2016-08-19,9290,9340,9120,9140,5607,50270.0,5500000.0
2016-08-22,9140,9190,9010,9150,2191,50325.0,5500000.0
2016-08-23,9110,9140,8960,9000,14168,49500.0,5500000.0
2016-08-24,8910,9090,8910,9090,6298,49995.0,5500000.0
2016-08-25,8980,9100,8910,9100,4219,50050.0,5500000.0
2016-08-26,8960,9100,8900,9030,4896,49665.0,5500000.0
2016-08-29,9030,9090,8770,8960,5189,49280.0,5500000.0
2016-08-30,8800,8960,8800,8920,2206,49060.0,5500000.0
2016-08-31,8920,9050,8780,9050,1809,49775.0,5500000.0
2016-09-01,9050,9050,8840,9020,1627,49610.0,5500000.0
2016-09-02,9050,9080,8900,9070,981,49885.0,5500000.0
2016-09-05,9070,9080,8950,9060,2147,49830.0,5500000.0
2016-09-06,9070,9100,9000,9100,4108,50050.0,5500000.0
2016-09-07,9000,9090,8880,8980,11020,49390.0,5500000.0
2016-09-08,8980,9390,8810,9110,12620,50105.0,5500000.0
2016-09-09,9120,9290,9040,9140,1355,50270.0,5500000.0
2016-09-12,9240,9250,8850,8940,2938,49170.0,5500000.0
2016-09-13,8940,9020,8830,8830,2008,48565.0,5500000.0
2016-09-19,8830,9580,8770,8930,11488,49115.0,5500000.0
2016-09-20,8940,9400,8940,9110,48314,50105.0,5500000.0
2016-09-21,9170,9220,9000,9080,13756,49940.0,5500000.0
2016-09-22,9150,9270,9070,9120,39048,50160.0,5500000.0
2016-09-23,9120,9500,9100,9410,28072,51755.0,5500000.0
2016-09-26,9500,9950,9500,9850,52739,54175.0,5500000.0
2016-09-27,9800,10400,9790,10250,74318,56375.0,5500000.0
2016-09-28,10200,10400,9650,9740,28856,53570.0,5500000.0
2016-09-29,9560,11000,9560,10000,147597,55000.0,5500000.0
2016-09-30,9900,10100,9860,9980,15818,54890.0,5500000.0
2016-10-04,10000,10000,9800,9860,10586,54230.0,5500000.0
2016-10-05,9860,10050,9820,9990,18267,54945.0,5500000.0
2016-10-06,10000,10000,9790,9830,20667,54065.0,5500000.0
2016-10-07,9840,9970,9790,9800,8806,53900.0,5500000.0
2016-10-10,9800,9900,9670,9680,15944,53240.0,5500000.0
2016-10-11,9680,10000,9650,9770,26537,53735.0,5500000.0
2016-10-12,9700,9800,9590,9600,10289,52800.0,5500000.0
2016-10-13,9600,9680,9450,9450,10698,51975.0,5500000.0
2016-10-14,9450,9450,9060,9170,28088,50435.0,5500000.0
2016-10-17,9220,9360,9130,9250,5182,50875.0,5500000.0
2016-10-18,9160,9250,8750,8850,87454,48675.0,5500000.0
2016-10-19,8870,9070,8780,8820,38777,48510.0,5500000.0
2016-10-20,8830,9090,8820,8820,21761,48510.0,5500000.0
2016-10-21,8800,9040,8710,8720,37959,47960.0,5500000.0
2016-10-24,8720,8830,8670,8790,11667,48345.0,5500000.0
2016-10-25,8870,9090,8690,9010,21020,49555.0,5500000.0
2016-10-26,9070,9310,9050,9220,57641,50710.0,5500000.0
2016-10-27,9200,9380,9090,9380,12648,51590.0,5500000.0
2016-10-28,9380,9380,9280,9350,7498,51425.0,5500000.0
2016-10-31,9210,9270,9010,9250,21010,50875.0,5500000.0
2016-11-01,9100,9300,9100,9260,5668,50930.0,5500000.0
2016-11-02,9030,9240,8710,9060,14143,49830.0,5500000.0
2016-11-03,8720,9360,8720,9090,6889,49995.0,5500000.0
2016-11-04,9090,9280,9090,9190,1240,50545.0,5500000.0
2016-11-07,9190,9290,9000,9060,7191,49830.0,5500000.0
2016-11-08,9060,9360,8920,9120,12003,50160.0,5500000.0
2016-11-09,9120,9270,8630,8890,18401,48895.0,5500000.0
2016-11-10,9000,9240,9000,9100,18794,50050.0,5500000.0
2016-11-11,8980,9290,8980,9100,9867,50050.0,5500000.0
2016-11-14,9010,9190,8960,9010,12568,49555.0,5500000.0
2016-11-15,8920,9370,8920,9150,12078,50325.0,5500000.0
2016-11-16,9200,9210,9040,9140,7643,50270.0,5500000.0
2016-11-17,9110,9680,9110,9640,29162,53020.0,5500000.0
2016-11-18,9700,9700,9400,9490,8451,52195.0,5500000.0
2016-11-21,9590,9590,9170,9340,4910,51370.0,5500000.0
2016-11-22,9160,9380,9160,9230,6202,50765.0,5500000.0
2016-11-23,9140,9330,8920,9050,8589,49775.0,5500000.0
2016-11-24,8990,9300,8740,8810,15923,48455.0,5500000.0
2016-11-25,8810,9160,8720,9010,8070,49555.0,5500000.0
2016-11-28,9010,9020,8850,9000,873,49500.0,5500000.0
2016-11-29,8900,9000,8860,9000,2266,49500.0,5500000.0
2016-11-30,9080,9440,8930,9380,19830,51590.0,5500000.0
2016-12-01,9440,9440,9200,9350,2430,51425.0,5500000.0
2016-12-02,9400,9400,9020,9150,7803,50325.0,5500000.0
2016-12-05,9000,9200,9000,9060,5702,49830.0,5500000.0
2016-12-06,9000,9310,8920,9310,25110,51205.0,5500000.0
2016-12-07,10150,10800,9080,9310,77571,51205.0,5500000.0
2016-12-08,9140,9320,9130,9230,8394,50765.0,5500000.0
2016-12-09,9120,9370,9120,9350,4285,51425.0,5500000.0
2016-12-12,9650,9650,9250,9300,5124,51150.0,5500000.0
2016-12-13,9300,9490,8930,9020,39466,49610.0,5500000.0
2016-12-14,9020,9140,8960,9110,7015,50105.0,5500000.0
2016-12-15,9100,9440,9100,9420,9012,51810.0,5500000.0
2016-12-16,9280,9470,9280,9340,4951,51370.0,5500000.0
2016-12-19,9280,9500,9280,9370,6649,51535.0,5500000.0
2016-12-20,9450,9450,9290,9420,2495,51810.0,5500000.0
2016-12-21,9420,9480,9270,9340,4417,51370.0,5500000.0
2016-12-22,9340,9530,9200,9230,7861,50765.0,5500000.0
2016-12-23,9170,9390,9150,9200,6923,50600.0,5500000.0
2016-12-26,9210,9430,9110,9240,6934,50820.0,5500000.0
2016-12-27,9180,9330,9090,9260,2157,50930.0,5500000.0
2016-12-28,9140,9300,9140,9260,4390,50930.0,5500000.0
2016-12-29,9200,9300,9160,9160,2692,50380.0,5500000.0
2017-01-02,9260,9280,9170,9210,6936,50655.0,5500000.0
2017-01-03,9210,9470,9210,9440,7740,51920.0,5500000.0
2017-01-04,9340,9670,9340,9580,10076,52690.0,5500000.0
2017-01-05,9680,9700,9440,9620,6857,52910.0,5500000.0
2017-01-06,9720,9720,9570,9710,4118,53405.0,5500000.0
2017-01-09,9710,9780,9510,9620,8920,52910.0,5500000.0
2017-01-10,9530,9690,9330,9470,4902,52085.0,5500000.0
2017-01-11,9470,9690,9430,9550,3477,52525.0,5500000.0
2017-01-12,9650,9650,9440,9470,10363,52085.0,5500000.0
2017-01-13,9470,9750,9430,9450,14703,51975.0,5500000.0
2017-01-16,9440,9540,9310,9470,10992,52085.0,5500000.0
2017-01-17,9470,9550,9430,9520,1730,52360.0,5500000.0
2017-01-18,9440,9620,9440,9540,3829,52470.0,5500000.0
2017-01-19,9520,9980,9520,9780,24936,53790.0,5500000.0
2017-01-20,9890,9890,9630,9700,9312,53350.0,5500000.0
2017-01-23,9750,9860,9680,9680,9256,53240.0,5500000.0
2017-01-24,9680,9680,9420,9580,9973,52690.0,5500000.0
2017-01-25,9500,9640,9350,9400,7068,51700.0,5500000.0
2017-01-26,9380,9500,9340,9500,2108,52250.0,5500000.0
2017-01-31,9480,9500,9340,9390,2706,51645.0,5500000.0
2017-02-01,9390,9460,9290,9410,4006,51755.0,5500000.0
2017-02-02,9390,9390,9250,9320,4944,51260.0,5500000.0
2017-02-03,9280,9290,8920,8960,21629,49280.0,5500000.0
2017-02-06,8960,9090,8950,9060,1655,49830.0,5500000.0
2017-02-07,9040,9140,8840,8990,10365,49445.0,5500000.0
2017-02-08,8970,9080,8870,9010,4443,49555.0,5500000.0
2017-02-09,9010,9050,8950,8960,6537,49280.0,5500000.0
2017-02-10,8920,9050,8920,8950,4973,49225.0,5500000.0
2017-02-13,8940,9000,8860,8930,5092,49115.0,5500000.0
2017-02-14,8930,9100,8930,9050,2286,49775.0,5500000.0
2017-02-15,9050,9140,8950,9040,3519,49720.0,5500000.0
2017-02-16,9040,9130,8900,8950,4972,49225.0,5500000.0
2017-02-17,8950,9030,8870,8980,11790,49390.0,5500000.0
2017-02-20,8980,9200,8980,9110,6491,50105.0,5500000.0
2017-02-21,9090,9200,9090,9160,4133,50380.0,5500000.0
2017-02-22,9100,9290,9100,9170,3045,50435.0,5500000.0
2017-02-23,9170,9230,9060,9090,4312,49995.0,5500000.0
2017-02-24,9120,9120,8970,8970,6779,49335.0,5500000.0
2017-02-27,8970,9020,8940,9010,4463,49555.0,5500000.0
2017-02-28,8910,9190,8910,8990,5407,49445.0,5500000.0
2017-03-02,8910,9200,8910,9190,4354,50545.0,5500000.0
2017-03-03,9110,9280,9010,9180,7573,50490.0,5500000.0
2017-03-06,9150,9220,8900,9070,5347,49885.0,5500000.0
2017-03-07,9020,9240,8970,9020,6362,49610.0,5500000.0
2017-03-08,9000,9110,8960,9000,7267,49500.0,5500000.0
2017-03-09,8960,9090,8930,8930,2357,49115.0,5500000.0
2017-03-10,8940,9030,8860,8970,1930,49335.0,5500000.0
2017-03-13,8940,9050,8940,9010,2502,49555.0,5500000.0
2017-03-14,9110,9110,8960,8980,5174,49390.0,5500000.0
2017-03-15,8980,8980,8710,8910,8251,49005.0,5500000.0
2017-03-16,8820,8970,8820,8940,3186,49170.0,5500000.0
2017-03-17,8940,9220,8900,9170,7593,50435.0,5500000.0
2017-03-20,9070,9210,8960,9000,3882,49500.0,5500000.0
2017-03-21,8900,9080,8890,8950,3024,49225.0,5500000.0
2017-03-22,8890,9030,8890,8960,2031,49280.0,5500000.0
2017-03-23,8960,9010,8910,8960,1668,49280.0,5500000.0
2017-03-24,8960,8960,8800,8940,2292,49170.0,5500000.0
2017-03-27,8940,8960,8720,8830,2625,48565.0,5500000.0
2017-03-28,8770,8890,8640,8740,5401,48070.0,5500000.0
2017-03-29,8740,8900,8710,8880,1839,48840.0,5500000.0
2017-03-30,8780,8870,8720,8770,1781,48235.0,5500000.0
2017-03-31,8540,8900,8540,8890,8361,48895.0,5500000.0
2017-04-03,8770,9000,8770,8900,9297,48950.0,5500000.0
2017-04-04,8900,11350,8900,9150,1491699,50325.0,5500000.0
2017-04-05,9280,9570,9180,9360,147382,51480.0,5500000.0
2017-04-06,9360,9460,9200,9260,62299,50930.0,5500000.0
2017-04-07,9350,9500,9250,9490,70923,52195.0,5500000.0
2017-04-10,9680,9880,9430,9660,105610,53130.0,5500000.0
2017-04-11,9670,10150,9440,9900,104366,54450.0,5500000.0
2017-04-12,9900,10000,9650,9650,30358,53075.0,5500000.0
2017-04-13,9600,9980,9520,9670,21495,53185.0,5500000.0
2017-04-14,9680,9680,9330,9350,31935,51425.0,5500000.0
2017-04-17,9370,9700,9370,9610,13417,52855.0,5500000.0
2017-04-18,9700,9870,9630,9740,13274,53570.0,5500000.0
2017-04-19,9840,9880,9680,9780,14387,53790.0,5500000.0
2017-04-20,9910,9910,9440,9480,18370,52140.0,5500000.0
2017-04-21,9560,9690,9310,9370,21333,51535.0,5500000.0
2017-04-24,9370,9600,9330,9600,10346,52800.0,5500000.0
2017-04-25,9630,9630,9450,9510,8559,52305.0,5500000.0
2017-04-26,9570,9700,9470,9700,8326,53350.0,5500000.0
2017-04-27,9780,9790,9550,9660,4278,53130.0,5500000.0
2017-04-28,9550,10750,9270,9270,284036,50985.0,5500000.0
2017-05-02,9360,9560,9290,9300,30978,51150.0,5500000.0
2017-05-04,9340,9830,9300,9790,27567,53845.0,5500000.0
2017-05-08,9790,10200,9790,10050,48397,55275.0,5500000.0
2017-05-10,10000,10200,9830,10100,27293,55550.0,5500000.0
2017-05-11,10200,10200,9910,10000,16837,55000.0,5500000.0
2017-05-12,10200,10700,10000,10250,38070,56375.0,5500000.0
2017-05-15,10600,10600,10050,10250,35892,56375.0,5500000.0
2017-05-16,10300,10600,9930,9970,20097,54835.0,5500000.0
2017-05-17,10100,10100,9680,9740,19428,53570.0,5500000.0
2017-05-18,9680,9890,9600,9700,15383,53350.0,5500000.0
2017-05-19,9730,10000,9710,9710,11570,53405.0,5500000.0
2017-05-22,9730,9890,9500,9530,17536,52415.0,5500000.0
2017-05-23,9560,9610,9490,9570,13693,52635.0,5500000.0
2017-05-24,9570,9890,9570,9780,12538,53790.0,5500000.0
2017-05-25,9940,9990,9670,9710,4515,53405.0,5500000.0
2017-05-26,9730,9810,9640,9660,7405,53130.0,5500000.0
2017-05-29,9660,9750,9530,9540,10882,52470.0,5500000.0
2017-05-30,9540,9640,9450,9480,13273,52140.0,5500000.0
2017-05-31,9810,9820,9420,9440,12386,51920.0,5500000.0
2017-06-01,9540,9580,9380,9380,12460,51590.0,5500000.0
2017-06-02,9400,9470,9400,9450,11756,51975.0,5500000.0
2017-06-05,9410,9780,9410,9730,17391,53515.0,5500000.0
2017-06-07,9840,9960,9740,9890,12906,54395.0,5500000.0
2017-06-08,9930,10000,9660,9700,9236,53350.0,5500000.0
2017-06-09,9840,9840,9600,9740,10343,53570.0,5500000.0
2017-06-12,9750,10150,9740,9870,18057,54285.0,5500000.0
2017-06-13,9870,10100,9820,9980,13256,54890.0,5500000.0
2017-06-14,10200,10500,9880,9900,81153,54450.0,5500000.0
2017-06-15,10050,10100,9810,10100,12309,55550.0,5500000.0
2017-06-16,10150,10200,9920,10100,14005,55550.0,5500000.0
2017-06-19,10150,10150,9910,10000,11811,55000.0,5500000.0
2017-06-20,10100,10550,9930,10150,63741,55825.0,5500000.0
2017-06-21,10100,10100,9820,9940,14694,54670.0,5500000.0
2017-06-22,9980,10100,9800,10000,19369,55000.0,5500000.0
2017-06-23,10100,10100,9900,10050,12594,55275.0,5500000.0
2017-06-26,10150,10250,9990,10250,30181,56375.0,5500000.0
2017-06-27,10200,10500,10150,10450,31114,57475.0,5500000.0
2017-06-28,10450,10500,10200,10350,1645529,56925.0,5500000.0
2017-06-29,10350,10750,10350,10500,54210,57750.0,5500000.0
2017-06-30,10500,10550,10150,10350,12510,56925.0,5500000.0
2017-07-03,10350,10700,10000,10000,39687,55000.0,5500000.0
2017-07-04,10000,10100,9660,9760,25566,53680.0,5500000.0
2017-07-05,9950,9950,9730,9780,14266,53790.0,5500000.0
2017-07-06,9840,9940,9540,9650,18813,53075.0,5500000.0
2017-07-07,9640,9700,9500,9620,7610,52910.0,5500000.0
2017-07-10,9620,9720,9520,9640,12807,53020.0,5500000.0
2017-07-11,9640,9660,9500,9500,8276,52250.0,5500000.0
2017-07-12,9520,9520,8930,9200,82089,50600.0,5500000.0
2017-07-13,9200,9270,9000,9200,16070,50600.0,5500000.0
2017-07-14,9180,9180,8970,9040,11902,49720.0,5500000.0
2017-07-17,9050,9180,9040,9130,12256,50215.0,5500000.0
2017-07-18,9140,9270,9120,9170,9153,50435.0,5500000.0
2017-07-19,9190,9210,9070,9190,11509,50545.0,5500000.0
2017-07-20,9230,9250,9140,9200,7310,50600.0,5500000.0
2017-07-21,9220,9300,9120,9210,9299,50655.0,5500000.0
2017-07-24,9180,9300,9090,9160,5581,50380.0,5500000.0
2017-07-25,9140,9230,9020,9100,7816,50050.0,5500000.0
2017-07-26,9100,9450,9050,9210,13038,50655.0,5500000.0
2017-07-27,9120,9260,9050,9060,6768,49830.0,5500000.0
2017-07-28,9060,9950,8860,9400,144861,51700.0,5500000.0
2017-07-31,9560,9620,9210,9550,92048,52525.0,5500000.0
2017-08-01,9430,12400,9370,12400,1098751,68200.0,5500000.0
2017-08-02,12000,12300,11450,12150,1383062,66825.0,5500000.0
2017-08-03,12100,12750,11500,11550,858237,63525.0,5500000.0
2017-08-04,11750,11900,11000,11650,543628,64075.0,5500000.0
2017-08-07,11400,11650,11200,11550,275327,63525.0,5500000.0
2017-08-08,11500,11950,11350,11700,278850,64350.0,5500000.0
2017-08-09,11650,11950,11300,11300,289878,62150.0,5500000.0
2017-08-10,11400,11500,10650,10850,313121,59675.0,5500000.0
2017-08-11,10500,10800,10400,10550,137202,58025.0,5500000.0
2017-08-14,10550,10700,10200,10200,128930,56100.0,5500000.0
2017-08-16,10200,10350,9840,9930,193292,54615.0,5500000.0
