나노스(151910),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-04-16,6379,6434,6268,6408,126903,128069.0,11088208.0
2014-04-17,6462,6490,6296,6297,151548,125851.0,11088208.0
2014-04-18,6379,6379,6268,6297,79584,125851.0,11088208.0
2014-04-21,6296,6351,6185,6213,92179,124188.0,11088208.0
2014-04-22,6240,6268,6046,6047,162152,120861.0,11088208.0
2014-04-23,6046,6046,5852,5881,180234,117535.0,11088208.0
2014-04-24,5880,6019,5658,6019,172419,120307.0,11088208.0
2014-04-25,6019,6046,5824,5853,70998,116981.0,11088208.0
2014-04-28,5714,5769,5658,5742,121978,120448.0,11637496.0
2014-04-29,5714,5852,5685,5742,60241,120448.0,11637496.0
2014-04-30,5796,5907,5741,5770,107101,121030.0,11637496.0
2014-05-02,5796,5824,5658,5659,66963,118702.0,11637496.0
2014-05-07,5630,5685,5503,5503,111651,115444.0,11637496.0
2014-05-08,5508,5602,5436,5442,138777,114164.0,11637496.0
2014-05-09,5442,5442,5104,5182,310400,108694.0,11637496.0
2014-05-12,5181,5419,5125,5309,161441,111371.0,11637496.0
2014-05-13,5319,5463,5319,5376,72989,112767.0,11637496.0
2014-05-14,5436,6157,5358,6158,849819,129176.0,11637496.0
2014-05-15,6213,6296,6019,6047,710249,126849.0,11637496.0
2014-05-16,6018,6157,5880,6102,353936,128012.0,11637496.0
2014-05-19,6074,6074,5547,5548,388317,116375.0,11637496.0
2014-05-20,5491,5824,5436,5659,293223,118702.0,11637496.0
2014-05-21,5602,5685,5541,5548,99608,116375.0,11637496.0
2014-05-22,5630,5685,5541,5548,74290,116375.0,11637496.0
2014-05-23,5575,5796,5547,5742,99220,120448.0,11637496.0
2014-05-26,5796,5935,5685,5714,135547,119866.0,11637496.0
2014-05-27,5714,5769,5519,5548,143208,116375.0,11637496.0
2014-05-28,5547,5630,5514,5548,90289,116375.0,11637496.0
2014-05-29,5547,5547,5386,5387,110350,113000.0,11637496.0
2014-05-30,5347,5386,4976,5159,445090,108229.0,11637496.0
2014-06-02,5103,5153,4742,4771,284962,100082.0,11637496.0
2014-06-03,4759,5103,4759,4888,176429,102526.0,11637496.0
2014-06-05,4881,5120,4842,4876,109354,102294.0,11637496.0
2014-06-09,4887,4915,4515,4638,324950,97289.0,11637496.0
2014-06-10,4748,5037,4648,4804,90440,100781.0,11637496.0
2014-06-11,4787,4842,4731,4743,79816,99501.0,11637496.0
2014-06-12,4720,4826,4715,4754,61560,99733.0,11637496.0
2014-06-13,4759,4759,4576,4588,102943,96242.0,11637496.0
2014-06-16,4565,4826,4565,4732,80005,99268.0,11637496.0
2014-06-17,4798,4798,4676,4754,57017,99733.0,11637496.0
2014-06-18,4776,4792,4631,4638,66409,97289.0,11637496.0
2014-06-19,4631,4709,4543,4588,79741,96242.0,11637496.0
2014-06-20,4587,4776,4410,4588,230260,96242.0,11637496.0
2014-06-23,4587,4653,4298,4322,182647,90656.0,11637496.0
2014-06-24,4277,4393,4188,4338,152307,91005.0,11637496.0
2014-06-25,4332,4410,4266,4316,53136,90540.0,11637496.0
2014-06-26,4326,4543,4326,4444,96164,93216.0,11637496.0
2014-06-27,4482,4482,4377,4377,40919,91820.0,11637496.0
2014-06-30,4377,4615,4377,4571,58964,95893.0,11637496.0
2014-07-01,4554,4653,4554,4566,34151,95777.0,11637496.0
2014-07-02,4609,4631,4548,4577,40554,96009.0,11637496.0
2014-07-03,4576,4620,4481,4483,40279,94031.0,11637496.0
2014-07-04,4499,4526,4398,4449,56613,93333.0,11637496.0
2014-07-07,4437,4493,4293,4322,89903,90656.0,11637496.0
2014-07-08,4332,4465,4282,4438,103549,93100.0,11637496.0
2014-07-09,4393,4543,4393,4516,54880,94729.0,11637496.0
2014-07-10,4549,4559,4454,4527,64430,94962.0,11637496.0
2014-07-11,4493,4620,4437,4605,64769,96591.0,11637496.0
2014-07-14,4615,4704,4543,4544,49828,95311.0,11637496.0
2014-07-15,4526,4621,4521,4521,39400,94846.0,11637496.0
2014-07-16,4526,4598,4493,4521,63557,94846.0,11637496.0
2014-07-17,4537,4676,4504,4655,77678,97639.0,11637496.0
2014-07-18,4648,4653,4532,4566,53770,95777.0,11637496.0
2014-07-21,4570,4643,4554,4582,39670,96126.0,11637496.0
2014-07-22,4581,4754,4581,4671,83808,97988.0,11637496.0
2014-07-23,4704,4803,4704,4749,73875,99617.0,11637496.0
2014-07-24,4854,4854,4671,4716,45831,98919.0,11637496.0
2014-07-25,4715,4781,4670,4704,49738,98686.0,11637496.0
2014-07-28,4715,4742,4487,4605,107312,96591.0,11637496.0
2014-07-29,4592,4648,4504,4627,108940,97057.0,11637496.0
2014-07-30,4653,4853,4603,4788,147337,100432.0,11637496.0
2014-07-31,4809,4936,4687,4904,137656,102875.0,11637496.0
2014-08-01,4798,5059,4798,4993,112021,104737.0,11637496.0
2014-08-04,5003,5136,5003,5137,120828,107763.0,11637496.0
2014-08-05,5147,5153,5020,5082,87922,106599.0,11637496.0
2014-08-06,5069,5119,4925,4926,59061,103341.0,11637496.0
2014-08-07,4936,5042,4909,4965,40849,104156.0,11637496.0
2014-08-08,4965,5086,4909,4937,72443,103574.0,11637496.0
2014-08-11,4948,5064,4742,4743,99594,99501.0,11637496.0
2014-08-12,4720,4742,4631,4732,51511,99268.0,11637496.0
2014-08-13,4720,4726,4554,4571,88056,95893.0,11637496.0
2014-08-14,4571,4732,4571,4710,34921,98802.0,11637496.0
2014-08-18,4676,4820,4676,4727,48318,99151.0,11637496.0
2014-08-19,4704,4737,4632,4716,50849,98919.0,11637496.0
2014-08-20,4687,4854,4687,4799,63591,100664.0,11637496.0
2014-08-21,4798,4970,4748,4960,74235,104039.0,11637496.0
2014-08-22,4948,5042,4925,4954,57573,103923.0,11637496.0
2014-08-25,4909,4970,4770,4771,53381,100082.0,11637496.0
2014-08-26,4781,4814,4687,4704,25915,98686.0,11637496.0
2014-08-27,4665,4759,4604,4610,56750,96708.0,11637496.0
2014-08-28,4609,4920,4609,4815,71234,101013.0,11637496.0
2014-08-29,4814,4814,4737,4788,28157,100432.0,11637496.0
2014-09-01,4798,4826,4660,4660,24665,97755.0,11637496.0
2014-09-02,4704,4754,4643,4710,22376,98802.0,11637496.0
2014-09-03,4670,4792,4665,4693,24804,98453.0,11637496.0
2014-09-04,4709,5336,4698,4982,337984,104505.0,11637496.0
2014-09-05,5042,5042,4670,5021,77885,105319.0,11637496.0
2014-09-11,5053,5053,4826,4943,49054,103690.0,11637496.0
2014-09-12,4915,5020,4903,4937,53182,103574.0,11637496.0
2014-09-15,4909,5114,4892,5048,79571,105901.0,11637496.0
2014-09-16,5037,5275,5037,5154,130846,108112.0,11637496.0
2014-09-17,5147,5236,5087,5204,71376,109160.0,11637496.0
2014-09-18,5203,5397,5169,5376,188925,112767.0,11637496.0
2014-09-19,5547,5796,5464,5575,537123,116957.0,11637496.0
2014-09-22,5657,5713,5513,5631,146444,118121.0,11637496.0
2014-09-23,5603,5824,5514,5742,170769,120448.0,11637496.0
2014-09-24,5824,5880,5685,5825,200134,122194.0,11637496.0
2014-09-25,5769,5963,5603,5714,156813,119866.0,11637496.0
2014-09-26,5658,5935,5547,5881,155749,123357.0,11637496.0
2014-09-29,5935,6046,5714,5881,128097,123357.0,11637496.0
2014-09-30,5852,5935,5685,5742,65798,120448.0,11637496.0
2014-10-01,5741,5741,5497,5509,106477,115560.0,11637496.0
2014-10-02,5491,5685,5419,5631,69046,118121.0,11637496.0
2014-10-06,5547,5658,5536,5603,48094,117539.0,11637496.0
2014-10-07,5575,5685,5530,5631,62917,118121.0,11637496.0
2014-10-08,5575,5685,5547,5575,39372,116957.0,11637496.0
2014-10-10,5536,5630,5453,5453,61986,114397.0,11637496.0
2014-10-13,5342,5414,4965,5154,117990,108112.0,11637496.0
2014-10-14,5009,5331,5009,5132,47354,107647.0,11637496.0
2014-10-15,5164,5208,5064,5137,18500,107763.0,11637496.0
2014-10-16,5153,5226,5015,5159,31004,108229.0,11637496.0
2014-10-17,5164,5336,5103,5326,45945,111720.0,11637496.0
2014-10-20,5353,5453,5297,5381,27031,112884.0,11637496.0
2014-10-21,5380,5436,5236,5359,60908,112418.0,11637496.0
2014-10-22,5386,5386,5131,5132,106912,107647.0,11637496.0
2014-10-23,5103,5159,4765,4865,185270,102061.0,11637496.0
2014-10-24,4870,4925,4725,4888,61378,102526.0,11637496.0
2014-10-27,4853,4936,4826,4937,45683,103574.0,11637496.0
2014-10-28,4936,4975,4881,4888,37346,102526.0,11637496.0
2014-10-29,4881,4992,4876,4910,26059,102992.0,11637496.0
2014-10-30,4909,4931,4854,4854,42062,101828.0,11637496.0
2014-10-31,4859,4915,4837,4854,17676,101828.0,11637496.0
2014-11-03,4848,4915,4476,4560,101330,95660.0,11637496.0
2014-11-04,4559,4587,4265,4405,79374,92402.0,11637496.0
2014-11-05,4326,4454,4298,4416,34029,92634.0,11637496.0
2014-11-06,4348,4437,4326,4388,27436,92053.0,11637496.0
2014-11-07,4393,4515,4315,4488,12633,94147.0,11637496.0
2014-11-10,4487,4665,4465,4610,39101,96708.0,11637496.0
2014-11-11,4620,4759,4603,4693,24461,98453.0,11637496.0
2014-11-12,4692,4715,4648,4699,17368,98570.0,11637496.0
2014-11-13,4748,4798,4670,4799,30981,100664.0,11637496.0
2014-11-14,4798,4831,4726,4727,30056,99151.0,11637496.0
2014-11-17,4715,4809,4659,4743,28408,99501.0,11637496.0
2014-11-18,4709,4826,4687,4788,24489,100432.0,11637496.0
2014-11-19,4798,4898,4782,4826,27103,101246.0,11637496.0
2014-11-20,4826,4898,4781,4888,31796,102526.0,11637496.0
2014-11-21,4909,4926,4737,4849,40750,101712.0,11637496.0
2014-11-24,4848,4876,4631,4632,40750,97173.0,11637496.0
2014-11-25,4643,4853,4643,4821,45628,101130.0,11637496.0
2014-11-26,4842,5014,4842,4954,53744,103923.0,11637496.0
2014-11-27,4953,5191,4953,5143,85411,107880.0,11637496.0
2014-11-28,5131,5131,4992,5032,25049,105552.0,11637496.0
2014-12-01,5031,5081,4931,4993,20032,104737.0,11637496.0
2014-12-02,4948,5042,4898,4993,21775,104737.0,11637496.0
2014-12-03,5020,5048,4937,4993,19457,104737.0,11637496.0
2014-12-04,4898,5119,4898,5048,49717,105901.0,11637496.0
2014-12-05,5042,5053,4903,4976,35281,104388.0,11637496.0
2014-12-08,4992,5075,4992,5032,17953,105552.0,11637496.0
2014-12-09,5042,5131,5042,5054,50009,106018.0,11637496.0
2014-12-10,5053,5092,4942,5076,58245,106483.0,11637496.0
2014-12-11,5075,5281,5025,5220,110444,109509.0,11637496.0
2014-12-12,5192,5353,5170,5320,52129,111604.0,11637496.0
2014-12-15,5203,5375,5203,5226,28847,109625.0,11637496.0
2014-12-16,5192,5314,5114,5154,36192,108112.0,11637496.0
2014-12-17,5159,5159,4975,5010,42270,105087.0,11637496.0
2014-12-18,5015,5126,4854,4965,22140,104156.0,11637496.0
2014-12-19,4965,5031,4726,4826,45507,101246.0,11637496.0
2014-12-22,4881,5009,4881,4982,24384,104505.0,11637496.0
2014-12-23,4981,5114,4948,5109,28635,107181.0,11637496.0
2014-12-24,5031,5292,5031,5198,78389,109043.0,11637496.0
2014-12-26,5209,5242,4992,4993,71578,104737.0,11637496.0
2014-12-29,4992,5236,4931,4982,69736,104505.0,11637496.0
2014-12-30,4965,5042,4864,4899,46743,102759.0,11637496.0
2015-01-02,4909,5208,4903,5198,86594,112844.0,12043105.0
2015-01-05,5253,5342,5169,5315,77109,115373.0,12043105.0
2015-01-06,5292,5320,5220,5315,56291,115373.0,12043105.0
2015-01-07,5320,5658,5314,5603,164908,121635.0,12043105.0
2015-01-08,5657,5713,5536,5631,92896,122238.0,12043105.0
2015-01-09,5657,5768,5502,5770,137646,125248.0,12043105.0
2015-01-12,6046,6629,5991,6629,1365851,143915.0,12043105.0
2015-01-13,6823,6989,6601,6713,1471120,145722.0,12043105.0
2015-01-14,6684,7128,6656,6879,806573,149335.0,12043105.0
2015-01-15,0,0,0,6879,0,149335.0,12043105.0
2015-01-16,7211,7211,6878,6907,303156,149937.0,12043105.0
2015-01-19,6795,7045,6795,7018,188510,152345.0,12043105.0
2015-01-20,7212,7406,7100,7378,201931,160173.0,12043105.0
2015-01-21,7322,7461,6934,7018,317329,152345.0,12043105.0
2015-01-22,7073,7600,6934,7101,477553,154152.0,12043105.0
2015-01-23,7322,7683,7211,7573,517198,164388.0,12043105.0
2015-01-26,7683,7683,7183,7295,328883,158367.0,12043105.0
2015-01-27,7378,7378,6989,7073,270769,153550.0,12043105.0
2015-01-28,7017,7128,6712,6990,429299,151743.0,12043105.0
2015-01-29,6934,6934,6712,6907,217583,149937.0,12043105.0
2015-01-30,6906,6989,6740,6851,218633,148732.0,12043105.0
2015-02-02,6767,6934,6434,6546,289058,142109.0,12043105.0
2015-02-03,6573,6768,6406,6740,232663,146324.0,12043105.0
2015-02-04,6740,6851,6573,6796,172053,147528.0,12043105.0
2015-02-05,6795,6850,6434,6574,188636,142711.0,12043105.0
2015-02-06,6601,6656,6490,6546,94906,142109.0,12043105.0
2015-02-09,6545,6545,6213,6324,175140,137291.0,12043105.0
2015-02-10,6379,6517,6157,6380,95860,138496.0,12043105.0
2015-02-11,6296,6601,6240,6602,125816,143313.0,12043105.0
2015-02-12,6601,6657,6213,6352,144084,137894.0,12043105.0
2015-02-13,6268,6406,6212,6380,69865,138751.0,12065263.0
2015-02-16,6379,6379,6046,6102,154252,132718.0,12065263.0
2015-02-17,6101,6434,6074,6408,162611,139354.0,12065263.0
2015-02-23,6463,6629,6379,6602,135755,143577.0,12065263.0
2015-02-24,6657,6740,6518,6657,114417,144783.0,12065263.0
2015-02-25,6740,6934,6712,6768,292921,147196.0,12065263.0
2015-02-26,6823,6878,6601,6740,94268,146593.0,12065263.0
2015-02-27,6684,6795,6434,6546,171476,142370.0,12065263.0
2015-03-02,6490,6823,6490,6602,132756,143577.0,12065263.0
2015-03-03,6601,7239,6518,7073,751101,153832.0,12065263.0
2015-03-04,7156,7267,7017,7101,355149,154435.0,12065263.0
2015-03-05,7156,7183,6934,7101,166195,154435.0,12065263.0
2015-03-06,7128,7128,6795,6796,208371,147799.0,12065263.0
2015-03-09,6767,6823,6601,6713,163457,145990.0,12065263.0
2015-03-10,6684,6823,6601,6740,88075,146593.0,12065263.0
2015-03-11,6657,6934,6629,6907,129464,150213.0,12065263.0
2015-03-12,6962,7073,6795,6935,100219,150816.0,12065263.0
2015-03-13,6878,7212,6878,7073,276642,153832.0,12065263.0
2015-03-16,7073,7100,6823,6851,112890,149006.0,12065263.0
2015-03-17,6906,7073,6740,7046,117393,153229.0,12065263.0
2015-03-18,7072,7183,6934,6962,162075,151419.0,12065263.0
2015-03-19,7045,7045,6740,6796,134902,147799.0,12065263.0
2015-03-20,6850,6934,6684,6851,95466,149006.0,12065263.0
2015-03-23,6823,6934,6712,6768,82469,147196.0,12065263.0
2015-03-24,6767,6767,6518,6546,134310,142370.0,12065263.0
2015-03-25,6601,6989,6545,6851,111820,149006.0,12065263.0
2015-03-26,6795,7211,6795,6907,216123,150213.0,12065263.0
2015-03-27,6989,6989,6684,6713,80927,145990.0,12065263.0
2015-03-30,6850,7073,6795,7018,165938,152626.0,12065263.0
2015-03-31,7100,7100,6906,6962,97020,151419.0,12065263.0
2015-04-01,6962,7017,6712,6740,156089,146593.0,12065263.0
2015-04-02,6740,7017,6740,7018,149647,152626.0,12065263.0
2015-04-03,7073,7378,6989,7378,403925,160468.0,12065263.0
2015-04-06,7350,7378,7045,7184,221878,156245.0,12065263.0
2015-04-07,7183,7294,7017,7184,95781,156245.0,12065263.0
2015-04-08,7183,7239,6989,7129,130532,155039.0,12065263.0
2015-04-09,7155,7155,6961,7129,100165,155039.0,12065263.0
2015-04-10,7156,7433,7045,7046,231179,153229.0,12065263.0
2015-04-13,7045,7073,6629,6657,313141,144783.0,12065263.0
2015-04-14,6601,6656,6351,6519,183222,141767.0,12065263.0
2015-04-15,6462,6629,6296,6491,152966,141164.0,12065263.0
2015-04-16,6684,6712,6490,6491,129581,141164.0,12065263.0
2015-04-17,6545,6573,6434,6546,117819,142370.0,12065263.0
2015-04-20,6434,6518,6185,6241,221483,135734.0,12065263.0
2015-04-21,6296,6601,6296,6546,148811,142370.0,12065263.0
2015-04-22,6490,6629,6046,6463,172316,140560.0,12065263.0
2015-04-23,6573,6573,6296,6463,100061,140560.0,12065263.0
2015-04-24,6434,6878,6379,6824,218159,148403.0,12065263.0
2015-04-27,6851,7073,6768,7073,172987,153832.0,12065263.0
2015-04-28,7239,7239,6989,7046,124826,153229.0,12065263.0
2015-04-29,6989,7128,6740,6768,171543,147196.0,12065263.0
2015-04-30,6740,6878,6518,6713,86404,145990.0,12065263.0
2015-05-04,6740,6795,6546,6657,44626,144783.0,12065263.0
2015-05-06,6629,6711,6296,6519,72192,141767.0,12065263.0
2015-05-07,6573,6712,6352,6657,67089,144783.0,12065263.0
2015-05-08,6656,6768,6434,6435,49092,139957.0,12065263.0
2015-05-11,6463,6518,6324,6352,78618,138147.0,12065263.0
2015-05-12,6324,6407,6185,6186,99311,134528.0,12065263.0
2015-05-13,6185,6434,5963,6435,212724,139957.0,12065263.0
2015-05-14,6407,6434,6185,6269,105538,136337.0,12065263.0
2015-05-15,6324,6324,6046,6186,119707,134528.0,12065263.0
2015-05-18,6185,6351,6046,6324,192703,137544.0,12065263.0
2015-05-19,6268,6351,6185,6269,84441,136337.0,12065263.0
2015-05-20,6240,6352,6019,6047,167642,131511.0,12065263.0
2015-05-21,6158,6213,5935,6186,135145,134528.0,12065263.0
2015-05-22,6157,6157,5935,5964,76144,129702.0,12065263.0
2015-05-26,5935,6018,5535,5537,217293,120411.0,12065263.0
2015-05-27,5397,5513,5325,5442,109681,118360.0,12065263.0
2015-05-28,5491,5541,5159,5226,151508,113655.0,12065263.0
2015-05-29,5231,5380,5159,5370,83891,116792.0,12065263.0
2015-06-01,5297,5369,5225,5243,59858,114017.0,12065263.0
2015-06-02,5231,5337,5075,5087,76487,110638.0,12065263.0
2015-06-03,5081,5380,5053,5193,70714,112931.0,12065263.0
2015-06-04,5147,5308,5147,5265,55711,114499.0,12065263.0
2015-06-05,5203,5314,5197,5304,44823,115344.0,12065263.0
2015-06-08,5342,5419,5298,5320,47644,115706.0,12065263.0
2015-06-09,5319,5414,5314,5326,41506,115827.0,12065263.0
2015-06-10,5352,5414,5225,5326,36943,115827.0,12065263.0
2015-06-11,5320,5409,5176,5270,50939,114620.0,12065263.0
2015-06-12,5225,5325,5031,5215,73830,113413.0,12065263.0
2015-06-15,5186,5408,5119,5381,54886,117033.0,12065263.0
2015-06-16,5337,5409,5225,5298,52249,115223.0,12065263.0
2015-06-17,5286,6074,5242,5603,388477,121859.0,12065263.0
2015-06-18,5713,5880,5547,5631,155927,122462.0,12065263.0
2015-06-19,5630,5769,5602,5686,101818,123669.0,12065263.0
2015-06-22,5741,5824,5575,5770,64910,125479.0,12065263.0
2015-06-23,5824,5991,5713,5936,99944,129098.0,12065263.0
2015-06-24,5852,5991,5714,5714,74535,124272.0,12065263.0
2015-06-25,5658,5824,5547,5575,94716,121256.0,12065263.0
2015-06-26,5602,5630,5430,5631,151955,122462.0,12065263.0
2015-06-29,5547,5602,5458,5476,87073,119084.0,12065263.0
2015-06-30,5541,5824,5474,5631,134859,122462.0,12065263.0
2015-07-01,5658,5880,5658,5853,91767,127289.0,12065263.0
2015-07-02,5908,5935,5685,5742,73970,124875.0,12065263.0
2015-07-03,5769,5880,5602,5659,109427,123066.0,12065263.0
2015-07-06,5547,5714,5409,5437,101457,118240.0,12065263.0
2015-07-07,5491,5602,5380,5520,53510,120049.0,12065263.0
2015-07-08,5630,5630,5425,5437,52366,118240.0,12065263.0
2015-07-09,5397,5630,5303,5603,70440,121859.0,12065263.0
2015-07-10,5714,5714,5464,5487,82258,119325.0,12065263.0
2015-07-13,5491,5630,5491,5514,63092,119929.0,12065263.0
2015-07-14,5541,5741,5541,5742,75103,124875.0,12065263.0
2015-07-15,5713,5880,5685,5825,59994,126685.0,12065263.0
2015-07-16,5824,6074,5714,6047,113594,131511.0,12065263.0
2015-07-17,6046,6101,5769,5936,63783,129098.0,12065263.0
2015-07-20,5907,6129,5907,6102,130008,132718.0,12065263.0
2015-07-21,6074,6101,5852,5936,67033,129098.0,12065263.0
2015-07-22,5880,5991,5769,5853,56362,127289.0,12065263.0
2015-07-23,5907,5907,5741,5770,51136,125479.0,12065263.0
2015-07-24,5769,5963,5575,5659,61956,123066.0,12065263.0
2015-07-27,5575,5657,5463,5492,67952,119446.0,12065263.0
2015-07-28,5442,5602,5380,5509,62377,119808.0,12065263.0
2015-07-29,5547,5824,5514,5714,90996,124272.0,12065263.0
2015-07-30,5741,5935,5575,5714,35149,124272.0,12065263.0
2015-07-31,5602,5769,5508,5659,52446,123066.0,12065263.0
2015-08-03,5630,5769,5503,5520,52756,120049.0,12065263.0
2015-08-04,5497,5852,5486,5714,71386,124272.0,12065263.0
2015-08-05,5741,5880,5657,5770,74315,125479.0,12065263.0
2015-08-06,5769,5880,5541,5542,77796,120532.0,12065263.0
2015-08-07,5547,5685,5525,5631,70327,122462.0,12065263.0
2015-08-10,5575,5658,5453,5520,80099,120049.0,12065263.0
2015-08-11,5464,5575,5431,5431,54609,118119.0,12065263.0
2015-08-12,5408,5602,5380,5525,61391,120170.0,12065263.0
2015-08-13,5480,5575,5463,5492,34876,119446.0,12065263.0
2015-08-17,5380,5657,5302,5348,150836,116309.0,12065263.0
2015-08-18,5325,5458,5014,5198,97832,113052.0,12065263.0
2015-08-19,5119,5186,4687,4838,116218,105209.0,12065263.0
2015-08-20,4714,4831,4365,4788,142078,104123.0,12065263.0
2015-08-21,4660,4660,4326,4593,162403,99900.0,12065263.0
2015-08-24,4437,4581,3999,4000,316064,86991.0,12065263.0
2015-08-25,3993,4126,3888,3944,266044,85784.0,12065263.0
2015-08-26,3960,4216,3960,4189,217635,91093.0,12065263.0
2015-08-27,4221,4371,4187,4238,105479,92179.0,12065263.0
2015-08-28,4277,4404,4271,4316,58152,93868.0,12065263.0
2015-08-31,4298,4371,4271,4305,35842,93626.0,12065263.0
2015-09-01,4260,4310,4154,4211,69454,91575.0,12065263.0
2015-09-02,4159,4282,4071,4272,37228,92903.0,12065263.0
2015-09-03,4271,4376,4254,4366,69421,94954.0,12065263.0
2015-09-04,4427,4521,4238,4316,67415,93868.0,12065263.0
2015-09-07,4316,4316,4194,4266,55225,92782.0,12065263.0
2015-09-08,4266,4310,4060,4144,48469,90128.0,12065263.0
2015-09-09,4216,4377,4187,4377,65447,95195.0,12065263.0
2015-09-10,4371,4660,4254,4593,78613,99900.0,12065263.0
2015-09-11,4554,4648,4493,4605,44333,100142.0,12065263.0
2015-09-14,4621,4654,4499,4549,26898,98935.0,12065263.0
2015-09-15,4582,4598,4482,4499,22794,97849.0,12065263.0
2015-09-16,4543,4770,4482,4649,57716,101107.0,12065263.0
2015-09-17,4659,4770,4509,4649,41097,101107.0,12065263.0
2015-09-18,4598,4670,4548,4588,57821,99780.0,12065263.0
2015-09-21,4521,4593,4382,4383,76898,95316.0,12065263.0
2015-09-22,4449,4487,4332,4422,60737,96160.0,12065263.0
2015-09-23,4387,4459,4193,4255,142711,92541.0,12065263.0
2015-09-24,4260,4382,4260,4333,64415,94230.0,12065263.0
2015-09-25,4288,4348,4221,4327,79245,94109.0,12065263.0
2015-09-30,4243,4493,4232,4455,73528,96884.0,12065263.0
2015-10-01,4465,4626,4420,4605,92736,100142.0,12065263.0
2015-10-02,4626,4687,4459,4582,50655,99659.0,12065263.0
2015-10-05,4609,4687,4559,4621,43531,100504.0,12065263.0
2015-10-06,4593,4671,4482,4527,34522,98453.0,12065263.0
2015-10-07,4526,4571,4426,4444,45936,96643.0,12065263.0
2015-10-08,4576,4754,4531,4532,130416,98573.0,12065263.0
2015-10-12,4537,4571,4493,4538,51245,98694.0,12065263.0
2015-10-13,4531,4593,4504,4582,48314,99659.0,12065263.0
2015-10-14,4554,4676,4531,4605,53599,100142.0,12065263.0
2015-10-15,4549,4604,4543,4571,37152,99418.0,12065263.0
2015-10-16,4631,4670,4521,4582,80065,99659.0,12065263.0
2015-10-19,4548,4587,4481,4483,56889,97487.0,12065263.0
2015-10-20,4482,4565,4454,4560,44191,99176.0,12065263.0
2015-10-21,4498,4581,4437,4488,61689,97608.0,12065263.0
2015-10-22,4437,4526,4321,4327,82441,94109.0,12065263.0
2015-10-23,4332,4415,4321,4333,33596,94230.0,12065263.0
2015-10-26,4343,4415,4315,4333,42674,94230.0,12065263.0
2015-10-27,4354,4365,4288,4288,67250,93264.0,12065263.0
2015-10-28,4326,4371,4254,4266,34116,92782.0,12065263.0
2015-10-29,4248,4293,4159,4272,56430,92903.0,12065263.0
2015-10-30,4260,4410,4260,4283,64714,93144.0,12065263.0
2015-11-02,4282,4343,4271,4283,35013,93144.0,12065263.0
2015-11-03,4282,4304,4160,4227,30512,91937.0,12065263.0
2015-11-04,4265,4265,4149,4177,48870,90851.0,12065263.0
2015-11-05,4254,4382,4226,4305,73582,93626.0,12065263.0
2015-11-06,4326,4493,4238,4238,259059,92179.0,12065263.0
2015-11-09,4244,4304,3883,4011,249816,87232.0,12065263.0
2015-11-10,3983,3983,3844,3872,147227,84216.0,12065263.0
2015-11-11,3854,4071,3854,4061,118036,88318.0,12065263.0
2015-11-12,4060,4171,3999,4166,49784,90610.0,12065263.0
2015-11-13,4088,4155,4033,4083,30678,88800.0,12065263.0
2015-11-16,4005,4082,3849,3961,73796,86146.0,12065263.0
2015-11-17,3971,4021,3938,3989,30459,86749.0,12065263.0
2015-11-18,3966,4027,3911,3917,42504,85181.0,12065263.0
2015-11-19,3938,3977,3916,3967,13415,86267.0,12065263.0
2015-11-20,3999,4038,3916,4039,30704,87835.0,12065263.0
2015-11-23,4060,4138,4016,4105,47143,89283.0,12065263.0
2015-11-24,4105,4149,4049,4127,32360,89766.0,12065263.0
2015-11-25,4104,4149,4082,4133,29024,89886.0,12065263.0
2015-11-26,4115,4193,4110,4155,30294,90369.0,12065263.0
2015-11-27,4204,4209,4137,4161,40506,90489.0,12065263.0
2015-11-30,4160,4194,4072,4127,45407,89766.0,12065263.0
2015-12-01,4110,4154,4110,4155,31169,90369.0,12065263.0
2015-12-02,4154,4249,4149,4216,66513,91696.0,12065263.0
2015-12-03,4193,4337,4187,4333,69283,94230.0,12065263.0
2015-12-04,4310,4509,4298,4422,111899,96160.0,12065263.0
2015-12-07,4420,4581,4382,4494,98808,97729.0,12065263.0
2015-12-08,4504,4576,4359,4394,55462,95557.0,12065263.0
2015-12-09,4404,4548,4343,4488,78504,97608.0,12065263.0
2015-12-10,4521,4587,4471,4516,80827,98211.0,12065263.0
2015-12-11,4514,4587,4459,4460,62832,97005.0,12065263.0
2015-12-14,4393,4487,4370,4416,72967,96039.0,12065263.0
2015-12-15,4388,4571,4388,4527,138225,98453.0,12065263.0
2015-12-16,4576,4759,4543,4704,165198,102313.0,12065263.0
2015-12-17,4776,4992,4754,4982,169623,108346.0,12065263.0
2015-12-18,4965,5075,4909,5059,93390,110035.0,12065263.0
2015-12-21,5009,5147,4958,5093,126116,110759.0,12065263.0
2015-12-22,5075,5142,4948,4960,136905,107863.0,12065263.0
2015-12-23,5003,5037,4909,5004,54371,108829.0,12065263.0
2015-12-24,4992,5075,4909,4921,55510,107019.0,12065263.0
2015-12-28,4920,4992,4859,4882,31703,106174.0,12065263.0
2015-12-29,4881,4925,4786,4910,45652,106778.0,12065263.0
2015-12-30,4881,5097,4881,5093,57717,110759.0,12065263.0
2016-01-04,5092,5092,4965,4993,67181,108587.0,12065263.0
2016-01-05,4948,4948,4732,4754,143898,103399.0,12065263.0
