디케이락(105740),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-02-14,5000,5040,4975,4980,22959,30876.0,6200000.0
2011-02-15,4980,5230,4980,5190,42370,32178.0,6200000.0
2011-02-16,5240,5250,5030,5070,10500,31434.0,6200000.0
2011-02-17,5160,5160,4950,4955,26790,30721.0,6200000.0
2011-02-18,5120,5130,4950,5130,6698,31806.0,6200000.0
2011-02-21,5200,5200,5060,5120,15597,31744.0,6200000.0
2011-02-22,5090,5160,4965,4995,32264,30969.0,6200000.0
2011-02-23,4950,5100,4910,5000,41586,31000.0,6200000.0
2011-02-24,5090,5100,4970,5030,15981,31186.0,6200000.0
2011-02-25,5080,5240,4970,5080,17152,31496.0,6200000.0
2011-02-28,5020,5100,4900,5080,10232,31496.0,6200000.0
2011-03-02,4920,5080,4920,5000,23296,31000.0,6200000.0
2011-03-03,4940,5090,4940,5090,26601,31558.0,6200000.0
2011-03-04,5090,5150,5020,5090,13744,31558.0,6200000.0
2011-03-07,5160,5160,5000,5100,18455,31620.0,6200000.0
2011-03-08,5100,5170,5020,5110,26224,31682.0,6200000.0
2011-03-09,5110,5140,5010,5090,29111,31558.0,6200000.0
2011-03-10,5090,5090,4980,5000,8090,31000.0,6200000.0
2011-03-11,4950,4995,4820,4870,32697,30194.0,6200000.0
2011-03-14,5060,5060,4755,4755,28914,29481.0,6200000.0
2011-03-15,4975,4980,4600,4760,13288,29512.0,6200000.0
2011-03-16,4840,4840,4620,4700,14621,29140.0,6200000.0
2011-03-17,4700,4710,4510,4695,33277,29109.0,6200000.0
2011-03-18,4700,5100,4700,4875,59948,30225.0,6200000.0
2011-03-21,4875,5060,4875,4995,24528,30969.0,6200000.0
2011-03-22,4990,5020,4925,4935,17145,30597.0,6200000.0
2011-03-23,4905,5080,4905,5050,32555,31310.0,6200000.0
2011-03-24,5170,5170,5060,5150,28676,31930.0,6200000.0
2011-03-25,5150,5380,5100,5270,17532,32674.0,6200000.0
2011-03-28,5390,5390,5030,5150,23107,31930.0,6200000.0
2011-03-29,5240,5240,5040,5140,15157,31868.0,6200000.0
2011-03-30,5160,5160,4970,5060,28937,31372.0,6200000.0
2011-03-31,5050,5260,5000,5050,29118,31310.0,6200000.0
2011-04-01,5020,5130,4955,4990,21498,30938.0,6200000.0
2011-04-04,5080,5080,4990,5040,28169,31248.0,6200000.0
2011-04-05,5060,5350,5000,5150,94632,31930.0,6200000.0
2011-04-06,5230,5610,5150,5390,242864,33418.0,6200000.0
2011-04-07,5420,5900,5420,5600,154865,34720.0,6200000.0
2011-04-08,5770,5770,5510,5620,45006,34844.0,6200000.0
2011-04-11,5710,5710,5520,5530,31115,34286.0,6200000.0
2011-04-12,5520,5530,5310,5380,43163,33356.0,6200000.0
2011-04-13,5260,5460,5190,5230,45934,32426.0,6200000.0
2011-04-14,5280,5340,5020,5200,99687,32240.0,6200000.0
2011-04-15,5150,5500,5120,5500,68776,34100.0,6200000.0
2011-04-18,5480,5600,5400,5490,58933,34038.0,6200000.0
2011-04-19,5410,5840,5330,5760,110981,35712.0,6200000.0
2011-04-20,5770,5770,5520,5670,71324,35154.0,6200000.0
2011-04-21,5730,5730,5420,5430,39145,33666.0,6200000.0
2011-04-22,5440,5550,5220,5400,34872,33480.0,6200000.0
2011-04-25,5350,5540,5250,5310,20383,32922.0,6200000.0
2011-04-26,5310,5450,5150,5160,31955,31992.0,6200000.0
2011-04-27,5160,5260,5010,5170,24733,32054.0,6200000.0
2011-04-28,5190,5300,5050,5090,24485,31558.0,6200000.0
2011-04-29,5050,5190,5010,5010,29927,31062.0,6200000.0
2011-05-02,5010,5160,5000,5070,14067,31434.0,6200000.0
2011-05-03,5070,5100,4995,5050,17265,31310.0,6200000.0
2011-05-04,5010,5120,5010,5050,6212,31310.0,6200000.0
2011-05-06,4965,5060,4965,5030,5004,31186.0,6200000.0
2011-05-09,5130,5190,4950,5130,16959,31806.0,6200000.0
2011-05-11,5130,5130,5000,5060,9858,31372.0,6200000.0
2011-05-12,5000,5060,4895,4970,24045,30814.0,6200000.0
2011-05-13,5020,5020,4900,4960,11234,30752.0,6200000.0
2011-05-16,5000,5000,4875,4920,10326,30504.0,6200000.0
2011-05-17,4870,4950,4785,4865,48984,30163.0,6200000.0
2011-05-18,4940,4940,4800,4920,6680,30504.0,6200000.0
2011-05-19,4890,4995,4875,4905,3807,30411.0,6200000.0
2011-05-20,4830,4975,4700,4960,19457,30752.0,6200000.0
2011-05-23,4950,4985,4875,4930,7378,30566.0,6200000.0
2011-05-24,4980,5050,4835,5040,20917,31248.0,6200000.0
2011-05-25,5040,5040,4950,4995,8380,30969.0,6200000.0
2011-05-26,4955,5090,4955,5050,13665,31310.0,6200000.0
2011-05-27,4900,5100,4900,5080,16682,31496.0,6200000.0
2011-05-30,5080,5100,4980,5050,24534,31310.0,6200000.0
2011-05-31,5070,5390,5050,5350,61870,33170.0,6200000.0
2011-06-01,5350,5540,5300,5500,37510,34100.0,6200000.0
2011-06-02,5350,5530,5350,5380,12286,33356.0,6200000.0
2011-06-03,5330,5600,5330,5500,45113,34100.0,6200000.0
2011-06-07,5500,5540,5320,5450,16043,33790.0,6200000.0
2011-06-08,5450,5510,5300,5300,7542,32860.0,6200000.0
2011-06-09,5260,5470,5260,5440,33227,33728.0,6200000.0
2011-06-10,5500,5550,5330,5460,6573,33852.0,6200000.0
2011-06-13,5400,5630,5390,5430,23119,33666.0,6200000.0
2011-06-14,5350,5470,5300,5380,6263,33356.0,6200000.0
2011-06-15,5330,5500,5300,5430,4347,33666.0,6200000.0
2011-06-16,5410,5410,5150,5250,12306,32550.0,6200000.0
2011-06-17,5210,5340,5100,5200,10904,32240.0,6200000.0
2011-06-20,5150,5240,5020,5130,12453,31806.0,6200000.0
2011-06-21,5100,5100,4950,5030,9364,31186.0,6200000.0
2011-06-22,5050,5240,5010,5180,9632,32116.0,6200000.0
2011-06-23,5290,5290,5030,5150,2742,31930.0,6200000.0
2011-06-24,5180,5180,4995,5100,12447,31620.0,6200000.0
2011-06-27,5050,5170,4995,5160,49682,31992.0,6200000.0
2011-06-28,5100,5170,5020,5170,20174,32054.0,6200000.0
2011-06-29,5250,5460,5130,5400,78288,33480.0,6200000.0
2011-06-30,5350,5640,5350,5430,68785,33666.0,6200000.0
2011-07-01,5590,5590,5350,5430,26483,33666.0,6200000.0
2011-07-04,5460,5700,5400,5670,39321,35154.0,6200000.0
2011-07-05,5600,5760,5500,5650,27832,35030.0,6200000.0
2011-07-06,5580,5730,5540,5700,51824,35340.0,6200000.0
2011-07-07,5690,5920,5690,5880,45378,36456.0,6200000.0
2011-07-08,5930,6000,5800,5830,16612,36146.0,6200000.0
2011-07-11,5830,5830,5650,5760,10834,35712.0,6200000.0
2011-07-12,5640,5700,5520,5630,11762,34906.0,6200000.0
2011-07-13,5630,5690,5460,5660,26541,35092.0,6200000.0
2011-07-14,5700,5700,5510,5650,18764,35030.0,6200000.0
2011-07-15,5700,5910,5560,5910,33659,36642.0,6200000.0
2011-07-18,5920,6090,5920,6090,52304,37758.0,6200000.0
2011-07-19,6100,6150,5950,6120,25145,37944.0,6200000.0
2011-07-20,6180,6180,6000,6100,30062,37820.0,6200000.0
2011-07-21,6170,6170,5910,5980,25880,37076.0,6200000.0
2011-07-22,6010,6130,5970,6040,17812,37448.0,6200000.0
2011-07-25,6040,6140,5980,6000,12069,37200.0,6200000.0
2011-07-26,6000,6180,5990,6050,10299,37510.0,6200000.0
2011-07-27,6000,6160,5900,6060,24126,37572.0,6200000.0
2011-07-28,5950,6120,5950,6080,6999,37696.0,6200000.0
2011-07-29,6130,6130,5930,6070,22740,37634.0,6200000.0
2011-08-01,6100,6100,5990,6040,12913,37448.0,6200000.0
2011-08-02,6050,6050,5700,5970,19858,37014.0,6200000.0
2011-08-03,5940,5940,5730,5840,13353,36208.0,6200000.0
2011-08-04,5940,5990,5580,5840,45007,36208.0,6200000.0
2011-08-05,5700,5800,5400,5630,39115,34906.0,6200000.0
2011-08-08,5690,6040,5350,5600,124886,34720.0,6200000.0
2011-08-09,5550,5550,5120,5490,16794,34038.0,6200000.0
2011-08-10,5550,5930,5300,5540,75150,34348.0,6200000.0
2011-08-11,5500,5540,4710,5500,68369,34100.0,6200000.0
2011-08-12,5650,5970,5500,5880,131900,36456.0,6200000.0
2011-08-16,5900,6250,5900,6120,54392,37944.0,6200000.0
2011-08-17,6040,6580,6040,6580,119639,40796.0,6200000.0
2011-08-18,6700,6700,6260,6550,41688,40610.0,6200000.0
2011-08-19,6240,6350,5990,6020,89351,37324.0,6200000.0
2011-08-22,6020,6300,5770,5800,72370,35960.0,6200000.0
2011-08-23,6060,6090,5800,6020,19260,37324.0,6200000.0
2011-08-24,6100,6180,5940,6000,17378,37200.0,6200000.0
2011-08-25,6000,6190,5890,5990,19039,37138.0,6200000.0
2011-08-26,6000,6260,5800,6200,34489,38440.0,6200000.0
2011-08-29,6250,6250,6100,6200,13942,38440.0,6200000.0
2011-08-30,6200,6280,6150,6190,19752,38378.0,6200000.0
2011-08-31,6160,6300,6150,6200,17258,38440.0,6200000.0
2011-09-01,6270,6350,6100,6300,42583,39060.0,6200000.0
2011-09-02,6390,6390,6000,6170,24081,38254.0,6200000.0
2011-09-05,6070,6130,5730,6020,36810,37324.0,6200000.0
2011-09-06,5930,6020,5560,5970,26536,37014.0,6200000.0
2011-09-07,5970,6000,5860,5950,17370,36890.0,6200000.0
2011-09-08,6080,6100,5830,6070,25943,37634.0,6200000.0
2011-09-09,6070,6200,5870,6200,51377,38440.0,6200000.0
2011-09-14,6500,6800,5950,5950,196618,36890.0,6200000.0
2011-09-15,6200,6550,5860,6000,96678,37200.0,6200000.0
2011-09-16,6140,6900,6100,6900,121991,42780.0,6200000.0
2011-09-19,6950,7330,6700,7000,202279,43400.0,6200000.0
2011-09-20,7030,7170,5950,6770,77320,41974.0,6200000.0
2011-09-21,6900,7130,6900,6940,91164,43028.0,6200000.0
2011-09-22,6620,6900,6620,6710,40299,41602.0,6200000.0
2011-09-23,6580,6580,6050,6350,42151,39370.0,6200000.0
2011-09-26,6330,6440,5400,5400,67346,33480.0,6200000.0
2011-09-27,5450,5930,5450,5620,18159,34844.0,6200000.0
2011-09-28,5730,6150,5720,5890,25942,36518.0,6200000.0
2011-09-29,5930,6100,5600,6000,12837,37200.0,6200000.0
2011-09-30,5990,6290,5880,5980,22467,37076.0,6200000.0
2011-10-04,5610,6100,5610,5950,23749,36890.0,6200000.0
2011-10-05,6100,6130,5750,5790,7410,35898.0,6200000.0
2011-10-06,6000,6250,5820,6150,16461,38130.0,6200000.0
2011-10-07,6200,6390,6040,6100,27242,37820.0,6200000.0
2011-10-10,6290,6290,6020,6170,21826,38254.0,6200000.0
2011-10-11,6300,6880,6180,6700,110787,41540.0,6200000.0
2011-10-12,6700,7700,6550,7060,473068,43772.0,6200000.0
2011-10-13,7290,7360,6720,6800,109991,42160.0,6200000.0
2011-10-14,6950,6950,6450,6560,60275,40672.0,6200000.0
2011-10-17,6580,6660,6350,6470,51965,40114.0,6200000.0
2011-10-18,6440,6740,6350,6600,20001,40920.0,6200000.0
2011-10-19,6600,6900,6400,6490,30299,40238.0,6200000.0
2011-10-20,6950,7460,6820,7000,309626,43400.0,6200000.0
2011-10-21,7010,7050,6700,7000,52624,43400.0,6200000.0
2011-10-24,7060,7560,7050,7050,125284,43710.0,6200000.0
2011-10-25,7170,7440,7100,7100,83244,44020.0,6200000.0
2011-10-26,6950,7160,6910,6970,47003,43214.0,6200000.0
2011-10-27,7170,7170,6830,6850,13633,42470.0,6200000.0
2011-10-28,6870,7150,6870,6930,22991,42966.0,6200000.0
2011-10-31,6950,7070,6500,6730,23161,41726.0,6200000.0
2011-11-01,6800,7050,6700,6760,14905,41912.0,6200000.0
2011-11-02,6600,6700,6500,6510,28588,40362.0,6200000.0
2011-11-03,6670,6670,6300,6500,47266,40300.0,6200000.0
2011-11-04,6650,6700,6480,6500,41824,40300.0,6200000.0
2011-11-07,6500,6720,6500,6680,13812,41416.0,6200000.0
2011-11-08,6680,6740,6530,6680,12088,41416.0,6200000.0
2011-11-09,6680,6730,6450,6630,27649,41106.0,6200000.0
2011-11-10,6520,6580,6220,6340,22369,39308.0,6200000.0
2011-11-11,6340,6630,6340,6630,9483,41106.0,6200000.0
2011-11-14,6620,6980,6620,6870,30617,42594.0,6200000.0
2011-11-15,6940,7070,6730,6890,37627,42718.0,6200000.0
2011-11-16,6890,7130,6850,7080,54761,43896.0,6200000.0
2011-11-17,7100,7130,6820,7120,53524,44144.0,6200000.0
2011-11-18,7110,7240,6910,7170,53506,44454.0,6200000.0
2011-11-21,7330,7330,7000,7150,34935,44330.0,6200000.0
2011-11-22,7050,7210,6890,7150,23161,44330.0,6200000.0
2011-11-23,7150,7180,6860,6960,52651,43152.0,6200000.0
2011-11-24,6960,7080,6900,7070,10285,43834.0,6200000.0
2011-11-25,6790,7090,6790,7070,15939,43834.0,6200000.0
2011-11-28,7000,7050,6360,7050,19561,43710.0,6200000.0
2011-11-29,6990,7140,6910,7040,28057,43648.0,6200000.0
2011-11-30,7150,7150,6930,7030,11409,43586.0,6200000.0
2011-12-01,7010,7280,7010,7110,20899,44082.0,6200000.0
2011-12-02,7140,7140,6980,7100,11661,44020.0,6200000.0
2011-12-05,7100,7400,7100,7180,16965,44516.0,6200000.0
2011-12-06,7180,7180,6920,7010,34058,43462.0,6200000.0
2011-12-07,7060,7060,6780,6800,204624,42160.0,6200000.0
2011-12-08,6900,6900,6690,6700,43067,41540.0,6200000.0
2011-12-09,6700,6890,6630,6730,11557,41726.0,6200000.0
2011-12-12,6750,6800,6620,6720,11114,41664.0,6200000.0
2011-12-13,6700,6700,6530,6650,17116,41895.0,6299999.0
2011-12-14,6650,6670,6460,6550,18856,41265.0,6299999.0
2011-12-15,6510,6530,6360,6480,14486,40824.0,6299999.0
2011-12-16,6510,6510,6370,6400,13142,40320.0,6299999.0
2011-12-19,6400,6410,5500,5990,35193,37737.0,6299999.0
2011-12-20,6130,6190,5990,6050,13459,38115.0,6299999.0
2011-12-21,6190,6350,6010,6170,27911,38871.0,6299999.0
2011-12-22,6170,6440,6170,6310,9203,39753.0,6299999.0
2011-12-23,6350,6640,6350,6600,28334,41580.0,6299999.0
2011-12-26,6610,6700,6500,6630,10134,41769.0,6299999.0
2011-12-27,6530,6620,6400,6450,19057,40635.0,6299999.0
2011-12-28,7100,7100,6510,6510,86535,41013.0,6299999.0
2011-12-29,6490,6800,6390,6730,57629,42399.0,6299999.0
2012-01-02,6730,6740,6570,6640,19112,41832.0,6299999.0
2012-01-03,6600,7090,6600,7050,59229,44415.0,6299999.0
2012-01-04,7100,7100,6900,7000,23294,44100.0,6299999.0
2012-01-05,7050,7130,6910,7050,22863,44415.0,6299999.0
2012-01-06,7080,7130,6940,6970,12876,43911.0,6299999.0
2012-01-09,6990,6990,6770,6990,17578,44037.0,6299999.0
2012-01-10,6870,7650,6870,7070,12117,44541.0,6299999.0
2012-01-11,7260,7340,6990,7060,23098,44478.0,6299999.0
2012-01-12,7100,7130,7000,7100,4532,44730.0,6299999.0
2012-01-13,7100,7200,7020,7160,5222,45108.0,6299999.0
2012-01-16,7050,7130,6960,7120,8185,44856.0,6299999.0
2012-01-17,7300,7300,7040,7180,41838,45234.0,6299999.0
2012-01-18,7220,7220,7010,7090,13614,44667.0,6299999.0
2012-01-19,7150,7150,7000,7090,1960,44667.0,6299999.0
2012-01-20,7000,7170,6700,6850,48165,43155.0,6299999.0
2012-01-25,6890,6900,6790,6790,7804,42777.0,6299999.0
2012-01-26,6790,6920,6760,6760,12477,42588.0,6299999.0
2012-01-27,6790,7100,6790,7100,13975,44730.0,6299999.0
2012-01-30,7110,7240,6990,7080,30983,44604.0,6299999.0
2012-01-31,7010,7180,7010,7100,7462,44730.0,6299999.0
2012-02-01,7150,7150,6990,7070,23528,44541.0,6299999.0
2012-02-02,7070,7200,6980,7040,21579,44352.0,6299999.0
2012-02-03,7150,7150,6990,7090,19139,44667.0,6299999.0
2012-02-06,7040,7130,6980,7050,29018,44415.0,6299999.0
2012-02-07,7150,7200,7000,7070,4872,44541.0,6299999.0
2012-02-08,7190,7190,6870,7090,31120,44667.0,6299999.0
2012-02-09,6990,7150,6980,7000,4117,44100.0,6299999.0
2012-02-10,7050,7140,6950,7020,63610,44226.0,6299999.0
2012-02-13,7110,7490,6960,7250,63486,45675.0,6299999.0
2012-02-14,7310,7900,7260,7510,134049,47313.0,6299999.0
2012-02-15,7690,8140,7300,7900,124053,49770.0,6299999.0
2012-02-16,7900,8150,7750,8060,68004,50778.0,6299999.0
2012-02-17,8060,8210,7940,8200,61683,51660.0,6299999.0
2012-02-20,8250,8380,8000,8150,66734,51345.0,6299999.0
2012-02-21,8190,8190,7850,8080,47895,50904.0,6299999.0
2012-02-22,8080,8800,8080,8590,361485,54117.0,6299999.0
2012-02-23,8560,9190,8500,9070,135020,57141.0,6299999.0
2012-02-24,9070,9270,8890,9010,192287,56763.0,6299999.0
2012-02-27,9130,9130,8900,8950,95358,56385.0,6299999.0
2012-02-28,8960,9440,8880,9180,126999,57834.0,6299999.0
2012-02-29,9190,9430,9180,9400,50430,59220.0,6299999.0
2012-03-02,9300,9640,9220,9530,72985,60039.0,6299999.0
2012-03-05,9540,9650,9400,9520,30046,59976.0,6299999.0
2012-03-06,9480,9480,8990,9300,73982,58590.0,6299999.0
2012-03-07,9200,9300,9090,9150,20071,57645.0,6299999.0
2012-03-08,9110,9440,9040,9370,82791,59031.0,6299999.0
2012-03-09,9370,9730,9230,9600,87396,60480.0,6299999.0
2012-03-12,9810,9980,9620,9780,169056,61614.0,6299999.0
2012-03-13,9910,10100,9700,9830,157021,61929.0,6299999.0
2012-03-14,9730,10250,9730,9970,220250,62811.0,6299999.0
2012-03-15,9990,10100,9910,10100,106798,63630.0,6299999.0
2012-03-16,10300,10450,10100,10100,120085,63630.0,6299999.0
2012-03-19,10200,10700,10200,10700,153648,67410.0,6299999.0
2012-03-20,10600,10600,10050,10350,136220,65205.0,6299999.0
2012-03-21,10400,10550,10100,10450,86220,65835.0,6299999.0
2012-03-22,10400,10400,9600,9890,267294,62307.0,6299999.0
2012-03-23,9790,10350,9790,10150,105252,63945.0,6299999.0
2012-03-26,10250,10250,9730,9770,94050,61551.0,6299999.0
2012-03-27,9900,9900,9330,9500,127024,59850.0,6299999.0
2012-03-28,9500,9750,9350,9600,65241,60480.0,6299999.0
2012-03-29,9450,9500,9200,9300,54388,58590.0,6299999.0
2012-03-30,9280,9380,9100,9290,70166,58527.0,6299999.0
2012-04-02,9330,10650,9320,10100,486797,63630.0,6299999.0
2012-04-03,10050,10350,9860,10050,194825,63315.0,6299999.0
2012-04-04,10050,10050,9360,9390,101427,59157.0,6299999.0
2012-04-05,9300,9900,9200,9900,70188,62370.0,6299999.0
2012-04-06,9900,9990,9720,9900,37726,62370.0,6299999.0
2012-04-09,9820,9900,9440,9490,42541,59787.0,6299999.0
2012-04-10,9270,9580,9170,9200,82113,57960.0,6299999.0
2012-04-12,9080,9700,9000,9640,78752,60732.0,6299999.0
2012-04-13,9400,10150,9130,10150,125165,69020.0,6799999.0
2012-04-16,10150,10250,9940,9940,77780,67592.0,6799999.0
2012-04-17,9920,10100,9740,9960,56595,67728.0,6799999.0
2012-04-18,10050,10050,9750,9770,48451,66436.0,6799999.0
2012-04-19,9770,9770,9350,9590,80021,65212.0,6799999.0
2012-04-20,9700,10100,9460,9900,240114,67320.0,6799999.0
2012-04-23,9870,11100,9870,10600,702129,72080.0,6799999.0
2012-04-24,10400,10750,10150,10750,194130,74175.0,6899999.0
2012-04-25,10900,11200,10450,10850,321654,80893.0,7455554.0
2012-04-26,11000,11050,10350,10450,139544,77911.0,7455554.0
2012-04-27,10450,10700,10050,10300,124362,76792.0,7455554.0
2012-04-30,10650,11000,10500,10900,222386,81266.0,7455554.0
2012-05-02,11000,11000,10650,10800,78904,80520.0,7455554.0
2012-05-03,10800,11750,10550,11500,227058,85739.0,7455554.0
2012-05-04,11600,11750,11250,11600,99072,91124.0,7855554.0
2012-05-07,11350,12000,11250,11300,119826,88768.0,7855554.0
2012-05-08,11500,11700,11300,11500,42163,90339.0,7855554.0
2012-05-09,11550,11700,10950,11150,83886,87589.0,7855554.0
2012-05-10,11050,11450,11000,11450,72434,89946.0,7855554.0
2012-05-11,11500,11550,10700,10950,178136,86018.0,7855554.0
2012-05-14,10950,11000,10050,10300,205878,80912.0,7855554.0
2012-05-15,10200,10200,9570,9640,152591,75728.0,7855554.0
2012-05-16,9420,9740,9000,9130,86553,71721.0,7855554.0
2012-05-17,9020,9340,8850,9300,123027,73057.0,7855554.0
2012-05-18,9050,9140,8520,8730,130428,68579.0,7855554.0
2012-05-21,8800,9010,8520,8660,77564,68029.0,7855554.0
2012-05-22,8910,9360,8770,9340,100057,73371.0,7855554.0
2012-05-23,9330,9380,9030,9030,68902,70936.0,7855554.0
2012-05-24,9260,9310,8980,9010,43691,70779.0,7855554.0
2012-05-25,9100,9590,9100,9420,49881,73999.0,7855554.0
2012-05-29,9390,9430,9160,9360,28071,73528.0,7855554.0
2012-05-30,9400,9550,9180,9260,22801,72742.0,7855554.0
2012-05-31,9260,9340,8870,9330,53558,73292.0,7855554.0
2012-06-01,9450,9450,9100,9130,33977,71721.0,7855554.0
2012-06-04,8610,9000,8610,8700,30362,68343.0,7855554.0
2012-06-05,8850,8850,8590,8700,33446,68343.0,7855554.0
2012-06-07,9000,9080,8840,8910,36521,69993.0,7855554.0
2012-06-08,9010,9160,8810,9150,21380,71878.0,7855554.0
2012-06-11,9200,9250,9050,9190,41245,72193.0,7855554.0
2012-06-12,9190,9300,9030,9080,35643,71328.0,7855554.0
2012-06-13,9180,9380,9010,9150,25792,71878.0,7855554.0
2012-06-14,9190,9190,8860,8940,44519,70229.0,7855554.0
2012-06-15,8960,9120,8820,8820,19534,69286.0,7855554.0
2012-06-18,9000,9090,8870,9010,27714,70779.0,7855554.0
2012-06-19,9110,9210,8850,9100,35330,71486.0,7855554.0
2012-06-20,9330,9540,9180,9540,79694,74942.0,7855554.0
2012-06-21,9580,9600,9320,9320,31200,73214.0,7855554.0
2012-06-22,9290,9300,9050,9130,49791,71721.0,7855554.0
2012-06-25,9170,9380,8970,9080,46106,71328.0,7855554.0
2012-06-26,9000,9240,9000,9170,16098,72035.0,7855554.0
2012-06-27,9230,9280,9080,9200,14968,72271.0,7855554.0
2012-06-28,9200,9280,8980,9050,38830,71093.0,7855554.0
2012-06-29,9160,9160,8790,8850,70943,69522.0,7855554.0
2012-07-02,8900,8980,8780,8790,29215,69050.0,7855554.0
2012-07-03,8800,8920,8740,8740,29931,68658.0,7855554.0
2012-07-04,8860,8950,8600,8600,45697,67558.0,7855554.0
2012-07-05,8550,8730,8540,8600,51746,67558.0,7855554.0
2012-07-06,8690,8820,8330,8380,78757,65830.0,7855554.0
2012-07-09,8470,8470,7960,8060,135611,63316.0,7855554.0
2012-07-10,8200,8200,7980,8000,89818,62844.0,7855554.0
2012-07-11,8090,8090,7790,7860,33989,61745.0,7855554.0
2012-07-12,7870,7940,7620,7630,49019,59938.0,7855554.0
2012-07-13,7580,7860,7260,7860,78661,61745.0,7855554.0
2012-07-16,8000,8100,7820,7860,35672,61745.0,7855554.0
2012-07-17,7920,7920,7680,7770,27577,61038.0,7855554.0
2012-07-18,7800,7860,7590,7620,20102,59859.0,7855554.0
2012-07-19,7650,7760,7430,7480,28597,58760.0,7855554.0
2012-07-20,7500,7800,7480,7650,29067,60095.0,7855554.0
