서울옥션(063170),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-03-04,3240,3290,3125,3260,10458,53790.0,16500000.0
2010-03-05,3340,3340,3180,3290,21610,54285.0,16500000.0
2010-03-08,3400,3400,3260,3320,53363,54780.0,16500000.0
2010-03-09,3320,3370,3265,3300,29833,54450.0,16500000.0
2010-03-10,3450,3450,3280,3400,31869,56100.0,16500000.0
2010-03-11,3280,3595,3280,3450,105288,56925.0,16500000.0
2010-03-12,3480,3550,3385,3540,81967,58410.0,16500000.0
2010-03-15,3540,3570,3460,3540,13157,58410.0,16500000.0
2010-03-16,3485,3580,3450,3540,51100,58410.0,16500000.0
2010-03-17,3550,3650,3470,3590,18591,59235.0,16500000.0
2010-03-18,3510,3635,3480,3635,90104,59978.0,16500000.0
2010-03-19,3650,3970,3650,3820,92555,63030.0,16500000.0
2010-03-22,3820,3820,3690,3785,22121,62452.0,16500000.0
2010-03-23,3800,3880,3735,3760,35513,62040.0,16500000.0
2010-03-24,3830,3840,3530,3530,67893,58245.0,16500000.0
2010-03-25,3600,3700,3370,3700,48429,61050.0,16500000.0
2010-03-26,3610,3895,3550,3790,18769,62535.0,16500000.0
2010-03-29,3850,3850,3655,3755,7735,61958.0,16500000.0
2010-03-30,3900,3900,3550,3750,29866,61875.0,16500000.0
2010-03-31,3800,3800,3585,3605,40974,59482.0,16500000.0
2010-04-01,3690,3690,3480,3600,42851,59400.0,16500000.0
2010-04-02,3525,3605,3430,3550,73086,58575.0,16500000.0
2010-04-05,3670,3670,3500,3550,12659,58575.0,16500000.0
2010-04-06,3500,3700,3500,3700,41455,61050.0,16500000.0
2010-04-07,3770,3895,3650,3715,107743,61298.0,16500000.0
2010-04-08,3760,3800,3630,3700,108839,61050.0,16500000.0
2010-04-09,3740,4000,3690,3810,195724,62865.0,16500000.0
2010-04-12,3880,3940,3810,3900,70067,64350.0,16500000.0
2010-04-13,3930,4020,3845,4015,54662,66248.0,16500000.0
2010-04-14,4050,4100,3990,4020,63191,66330.0,16500000.0
2010-04-15,4050,4120,3940,4050,58066,66825.0,16500000.0
2010-04-16,4100,4100,3900,4095,43929,67568.0,16500000.0
2010-04-19,4090,4250,4000,4230,33993,69795.0,16500000.0
2010-04-20,4295,4300,4000,4225,41849,69712.0,16500000.0
2010-04-21,4260,4260,4100,4170,32300,68805.0,16500000.0
2010-04-22,4200,4250,4100,4235,43129,69878.0,16500000.0
2010-04-23,4135,4290,4135,4250,8924,70125.0,16500000.0
2010-04-26,4250,4500,4160,4490,67085,74354.0,16560000.0
2010-04-27,4540,4580,4330,4480,33406,74189.0,16560000.0
2010-04-28,4380,4400,4200,4400,35555,72864.0,16560000.0
2010-04-29,4350,4460,4235,4400,33293,72864.0,16560000.0
2010-04-30,4490,4500,4330,4500,24574,74520.0,16560000.0
2010-05-03,4545,4580,4400,4580,12536,75845.0,16560000.0
2010-05-04,4600,4660,4500,4650,38363,77004.0,16560000.0
2010-05-06,4620,4700,4570,4640,41605,76838.0,16560000.0
2010-05-07,4500,4635,4300,4490,69009,74354.0,16560000.0
2010-05-10,4360,4540,4360,4535,50685,75100.0,16560000.0
2010-05-11,4590,4635,4450,4540,7819,75182.0,16560000.0
2010-05-12,4410,4580,4410,4580,18869,75845.0,16560000.0
2010-05-13,4690,4690,4410,4410,29086,73030.0,16560000.0
2010-05-14,4440,4550,4110,4255,59043,70463.0,16560000.0
2010-05-17,4110,4490,4005,4450,37419,73692.0,16560000.0
2010-05-18,4480,4490,4325,4465,135741,73940.0,16560000.0
2010-05-19,4480,4480,4405,4440,7818,73526.0,16560000.0
2010-05-20,4355,4480,4305,4420,12515,73195.0,16560000.0
2010-05-24,4300,4470,4280,4400,4166,72864.0,16560000.0
2010-05-25,4280,4310,3750,4250,73836,70380.0,16560000.0
2010-05-26,4130,4385,4130,4135,16436,68476.0,16560000.0
2010-05-27,4010,4270,4010,4205,5090,69635.0,16560000.0
2010-05-28,4160,4320,4160,4300,22510,71208.0,16560000.0
2010-05-31,4540,4540,4215,4275,4774,70794.0,16560000.0
2010-06-01,4230,4370,4230,4350,2544,72036.0,16560000.0
2010-06-03,4320,4370,4270,4270,10818,71046.0,16638500.0
2010-06-04,4270,4365,4200,4300,25117,71546.0,16638500.0
2010-06-07,4285,4390,4115,4350,7214,72377.0,16638500.0
2010-06-08,4470,4470,4200,4360,15062,72544.0,16638500.0
2010-06-09,4360,4370,4250,4360,3807,72544.0,16638500.0
2010-06-10,4360,4360,4210,4275,24840,71130.0,16638500.0
2010-06-11,4385,4385,4230,4260,4462,70880.0,16638500.0
2010-06-14,4290,4335,4200,4200,3180,69882.0,16638500.0
2010-06-15,4260,4260,4100,4210,10407,70048.0,16638500.0
2010-06-16,4210,4210,3950,4170,30056,69383.0,16638500.0
2010-06-17,4170,4170,4015,4150,7335,69050.0,16638500.0
2010-06-18,4200,4200,4065,4065,1359,67636.0,16638500.0
2010-06-21,3910,4065,3910,4030,21840,67053.0,16638500.0
2010-06-22,4020,4190,3965,4095,32452,68135.0,16638500.0
2010-06-23,4000,4210,4000,4075,48243,67802.0,16638500.0
2010-06-24,4080,4080,3990,4010,25572,66720.0,16638500.0
2010-06-25,3995,4000,3920,4000,10502,66554.0,16638500.0
2010-06-28,4050,4050,3950,4000,12456,66554.0,16638500.0
2010-06-29,4040,4040,3950,3950,19723,65722.0,16638500.0
2010-06-30,4000,4290,4000,4220,71218,70214.0,16638500.0
2010-07-01,4250,4250,4035,4205,16342,69965.0,16638500.0
2010-07-02,4200,4200,4040,4080,14007,67885.0,16638500.0
2010-07-05,4080,4200,3960,3960,6302,65888.0,16638500.0
2010-07-06,3985,3985,3880,3940,3864,65556.0,16638500.0
2010-07-07,3990,3990,3880,3900,5871,64890.0,16638500.0
2010-07-08,3810,3980,3795,3890,11742,64724.0,16638500.0
2010-07-09,3950,3950,3900,3900,2750,64890.0,16638500.0
2010-07-12,3830,4000,3830,3875,12167,64474.0,16638500.0
2010-07-13,3900,4100,3875,4045,22535,67303.0,16638500.0
2010-07-14,4095,4095,3950,4000,47795,66554.0,16638500.0
2010-07-15,3875,4000,3875,4000,2935,66554.0,16638500.0
2010-07-16,3985,4190,3920,4095,37940,68135.0,16638500.0
2010-07-19,3960,4240,3960,4020,3010,66887.0,16638500.0
2010-07-20,3965,4095,3900,3900,18017,64890.0,16638500.0
2010-07-21,3900,3990,3900,3945,7874,65639.0,16638500.0
2010-07-22,3920,4040,3920,4010,28575,66720.0,16638500.0
2010-07-23,3985,4035,3930,4010,11217,66720.0,16638500.0
2010-07-26,4000,4080,3950,4010,2751,66720.0,16638500.0
2010-07-27,4075,4075,3900,3910,43848,65057.0,16638500.0
2010-07-28,3910,3910,3800,3895,54467,64807.0,16638500.0
2010-07-29,3850,3850,3750,3755,21424,62478.0,16638500.0
2010-07-30,3645,3790,3505,3790,33752,63060.0,16638500.0
2010-08-02,3850,3850,3650,3775,13644,62810.0,16638500.0
2010-08-03,3740,3795,3680,3795,23595,63143.0,16638500.0
2010-08-04,3735,4000,3700,3795,14572,63143.0,16638500.0
2010-08-05,3740,3940,3690,3790,24236,63060.0,16638500.0
2010-08-06,3820,4000,3690,3800,30569,63226.0,16638500.0
2010-08-09,3890,3890,3745,3830,15049,63725.0,16638500.0
2010-08-10,3795,3795,3660,3740,17865,62228.0,16638500.0
2010-08-11,3775,3775,3600,3745,12180,62311.0,16638500.0
2010-08-12,3740,3900,3665,3860,17914,64225.0,16638500.0
2010-08-13,3950,3950,3760,3855,22883,64141.0,16638500.0
2010-08-16,3825,3890,3825,3885,9356,64641.0,16638500.0
2010-08-17,3885,3885,3755,3810,23965,63393.0,16638500.0
2010-08-18,3880,3880,3735,3835,52835,63809.0,16638500.0
2010-08-19,3845,3845,3710,3765,18881,62644.0,16638500.0
2010-08-20,3760,3760,3680,3735,16414,62145.0,16638500.0
2010-08-23,3690,3725,3650,3650,15758,60731.0,16638500.0
2010-08-24,3690,3690,3540,3590,13342,59732.0,16638500.0
2010-08-25,3595,3595,3490,3500,43584,58235.0,16638500.0
2010-08-26,3490,3600,3490,3540,23272,58900.0,16638500.0
2010-08-27,3580,3580,3430,3570,28699,59399.0,16638500.0
2010-08-30,3570,3650,3550,3570,11190,59399.0,16638500.0
2010-08-31,3540,3570,3420,3570,18364,59399.0,16638500.0
2010-09-01,3570,3635,3520,3595,1912,59815.0,16638500.0
2010-09-02,3540,3890,3540,3800,44918,63226.0,16638500.0
2010-09-03,3880,3880,3720,3830,7675,63725.0,16638500.0
2010-09-06,3735,3990,3735,3825,7745,63642.0,16638500.0
2010-09-07,3825,3825,3650,3800,4123,63226.0,16638500.0
2010-09-08,3715,3820,3645,3790,16107,63060.0,16638500.0
2010-09-09,3790,3835,3675,3710,6735,61729.0,16638500.0
2010-09-10,3830,3850,3720,3720,6602,61895.0,16638500.0
2010-09-13,3770,3770,3685,3685,4485,61313.0,16638500.0
2010-09-14,3700,3700,3660,3695,10451,61479.0,16638500.0
2010-09-15,3690,3700,3615,3650,10552,60731.0,16638500.0
2010-09-16,3650,3765,3515,3520,26230,58568.0,16638500.0
2010-09-17,3635,3755,3540,3755,9010,62478.0,16638500.0
2010-09-20,3850,3850,3610,3670,5083,61063.0,16638500.0
2010-09-24,3700,3700,3520,3600,11536,59899.0,16638500.0
2010-09-27,3500,3575,3500,3510,9979,58401.0,16638500.0
2010-09-28,3510,3585,3470,3510,4726,58401.0,16638500.0
2010-09-29,3465,3540,3465,3540,6060,58900.0,16638500.0
2010-09-30,3555,3590,3480,3500,19302,58235.0,16638500.0
2010-10-01,3540,3750,3515,3645,14391,60647.0,16638500.0
2010-10-04,3700,3940,3700,3760,26035,62561.0,16638500.0
2010-10-05,3700,3815,3700,3760,25989,62561.0,16638500.0
2010-10-06,3880,3950,3800,3940,15659,65556.0,16638500.0
2010-10-07,3950,4190,3850,3905,51880,64973.0,16638500.0
2010-10-08,3950,3980,3900,3910,6631,65057.0,16638500.0
2010-10-11,3975,3975,3880,3935,4163,65472.0,16638500.0
2010-10-12,3965,4100,3865,3925,53829,65306.0,16638500.0
2010-10-13,3940,4040,3850,3900,34628,64890.0,16638500.0
2010-10-14,3900,3960,3830,3945,9779,65639.0,16638500.0
2010-10-15,4030,4030,3920,4000,9982,66736.0,16684000.0
2010-10-18,4090,4090,3935,4030,33336,67237.0,16684000.0
2010-10-19,4030,4030,3965,3975,39298,66319.0,16684000.0
2010-10-20,3975,4250,3830,4035,132278,67320.0,16684000.0
2010-10-21,4030,4145,4005,4130,53201,68905.0,16684000.0
2010-10-22,4190,4340,4085,4270,51222,71241.0,16684000.0
2010-10-25,4270,4390,4200,4200,107240,70073.0,16684000.0
2010-10-26,4265,4300,4150,4230,43465,70573.0,16684000.0
2010-10-27,4230,4345,4185,4190,11695,69906.0,16684000.0
2010-10-28,4150,4260,4110,4200,29028,70073.0,16684000.0
2010-10-29,4135,4300,4135,4185,4411,69823.0,16684000.0
2010-11-01,4295,4295,4185,4245,33739,70824.0,16684000.0
2010-11-02,4245,4245,4105,4185,17736,69823.0,16684000.0
2010-11-03,4185,4185,4120,4160,14692,69405.0,16684000.0
2010-11-04,4160,4180,4080,4170,31350,69572.0,16684000.0
2010-11-05,4775,4775,3995,4400,62467,73410.0,16684000.0
2010-11-08,4255,4450,4255,4410,73311,73576.0,16684000.0
2010-11-09,4410,4505,4330,4440,65563,74077.0,16684000.0
2010-11-10,4355,4495,4350,4460,82801,74411.0,16684000.0
2010-11-11,4500,4565,4370,4540,65215,75745.0,16684000.0
2010-11-12,4590,4590,4060,4205,113245,70156.0,16684000.0
2010-11-15,4205,4280,4135,4190,2561,69906.0,16684000.0
2010-11-16,4105,4240,4055,4200,20684,70073.0,16684000.0
2010-11-17,4065,4250,4065,4200,21635,70073.0,16684000.0
2010-11-18,4200,4240,4140,4200,11367,70073.0,16684000.0
2010-11-19,4200,4210,4100,4170,25220,69572.0,16684000.0
2010-11-22,4145,4185,4135,4160,11233,69405.0,16684000.0
2010-11-23,4200,4200,4000,4000,23883,66736.0,16684000.0
2010-11-24,3900,3980,3850,3905,31975,65151.0,16684000.0
2010-11-25,3905,4030,3905,3970,58610,66235.0,16684000.0
2010-11-26,3980,3990,3850,3900,31836,65068.0,16684000.0
2010-11-29,3985,3990,3900,3985,280,66486.0,16684000.0
2010-11-30,4200,4200,3905,4000,22872,66736.0,16684000.0
2010-12-01,4040,4040,3850,3975,20313,66319.0,16684000.0
2010-12-02,3995,3995,3910,3980,9806,66402.0,16684000.0
2010-12-03,3990,4000,3915,4000,26048,66736.0,16684000.0
2010-12-06,4110,4600,4110,4475,314192,74661.0,16684000.0
2010-12-07,4540,5140,4455,5140,616562,85756.0,16684000.0
2010-12-08,5300,5460,5050,5340,953330,89093.0,16684000.0
2010-12-09,5340,5490,5200,5420,587646,90427.0,16684000.0
2010-12-10,5420,5450,5310,5390,205344,89927.0,16684000.0
2010-12-13,5320,5320,4910,5050,382691,84254.0,16684000.0
2010-12-14,5050,5180,4780,4910,357743,81918.0,16684000.0
2010-12-15,4925,5010,4830,4895,173165,81668.0,16684000.0
2010-12-16,4890,4985,4710,4900,198355,81752.0,16684000.0
2010-12-17,4900,4950,4735,4750,74348,79249.0,16684000.0
2010-12-20,4705,4740,4155,4420,132205,73743.0,16684000.0
2010-12-21,4470,4485,4320,4470,53116,74577.0,16684000.0
2010-12-22,4450,4510,4400,4470,53580,74577.0,16684000.0
2010-12-23,4500,4525,4395,4500,32768,75078.0,16684000.0
2010-12-24,4520,4570,4300,4315,56984,71991.0,16684000.0
2010-12-27,4350,4475,4255,4310,49000,71908.0,16684000.0
2010-12-28,4320,4400,4125,4320,54564,72075.0,16684000.0
2010-12-29,4325,4450,4245,4320,25894,72075.0,16684000.0
2010-12-30,4380,4650,4290,4650,54473,77581.0,16684000.0
2011-01-03,4650,4655,4500,4565,14975,76162.0,16684000.0
2011-01-04,4630,4630,4480,4530,15554,75579.0,16684000.0
2011-01-05,4500,4630,4415,4500,48954,75078.0,16684000.0
2011-01-06,4530,4530,4300,4400,31261,73410.0,16684000.0
2011-01-07,4490,4490,4300,4395,24319,73326.0,16684000.0
2011-01-10,4355,4395,4290,4360,23756,72742.0,16684000.0
2011-01-11,4300,4380,4250,4365,21671,72826.0,16684000.0
2011-01-12,4490,4490,4190,4210,43228,70240.0,16684000.0
2011-01-13,4210,4250,4150,4190,44149,69906.0,16684000.0
2011-01-14,4145,4235,4120,4185,22094,69823.0,16684000.0
2011-01-17,4120,4240,4035,4170,36110,69572.0,16684000.0
2011-01-18,4050,4285,4050,4170,42262,69572.0,16684000.0
2011-01-19,4125,4155,4015,4015,38672,66986.0,16684000.0
2011-01-20,4005,4250,4005,4155,24819,69322.0,16684000.0
2011-01-21,4090,4190,4080,4150,15739,69239.0,16684000.0
2011-01-24,4125,4300,4050,4300,37753,71741.0,16684000.0
2011-01-25,4225,4300,4100,4250,22613,70907.0,16684000.0
2011-01-26,4165,4260,4115,4180,21404,69739.0,16684000.0
2011-01-27,4115,4215,4100,4160,23778,69405.0,16684000.0
2011-01-28,4210,4210,4050,4190,31655,69906.0,16684000.0
2011-01-31,4200,4200,4015,4190,35117,69906.0,16684000.0
2011-02-01,4110,4185,4080,4110,27440,68571.0,16684000.0
2011-02-07,4145,4145,4035,4100,18071,68404.0,16684000.0
2011-02-08,4050,4085,4030,4080,14430,68071.0,16684000.0
2011-02-09,4080,4110,4030,4110,7570,68571.0,16684000.0
2011-02-10,4030,4180,4030,4040,2466,67403.0,16684000.0
2011-02-11,4020,4200,4020,4125,13886,68822.0,16684000.0
2011-02-14,4165,4170,4120,4165,8571,69489.0,16684000.0
2011-02-15,4100,4170,4030,4160,12208,69405.0,16684000.0
2011-02-16,4080,4270,4080,4270,25930,71241.0,16684000.0
2011-02-17,4290,4350,4150,4185,18862,69823.0,16684000.0
2011-02-18,4185,4320,4100,4145,26237,69155.0,16684000.0
2011-02-21,4145,4260,4100,4150,9108,69239.0,16684000.0
2011-02-22,4150,4215,3955,4100,19661,68404.0,16684000.0
2011-02-23,4005,4095,4000,4050,35811,67570.0,16684000.0
2011-02-24,4005,4045,3800,3930,49483,65568.0,16684000.0
2011-02-25,3855,3990,3850,3990,31630,66569.0,16684000.0
2011-02-28,4050,4050,3865,3920,10358,65401.0,16684000.0
2011-03-02,3890,3985,3750,3985,44074,66486.0,16684000.0
2011-03-03,4070,4070,3950,4020,6297,67070.0,16684000.0
2011-03-04,4070,4070,3900,3945,7924,66667.0,16899000.0
2011-03-07,3940,4010,3870,3915,11348,66160.0,16899000.0
2011-03-08,3945,3995,3845,3945,7754,66667.0,16899000.0
2011-03-09,3990,4120,3915,4100,12706,69286.0,16899000.0
2011-03-10,4020,4240,4020,4200,20019,70976.0,16899000.0
2011-03-11,4230,4320,4120,4270,14720,72159.0,16899000.0
2011-03-14,4270,4270,3900,4000,28502,67596.0,16899000.0
2011-03-15,4000,4160,3565,4000,23895,67596.0,16899000.0
2011-03-16,3855,4050,3855,4020,17029,67934.0,16899000.0
2011-03-17,4000,4180,3890,4020,14769,67934.0,16899000.0
2011-03-18,4140,4140,3980,4000,12095,67596.0,16899000.0
2011-03-21,3920,4170,3900,4020,32404,67934.0,16899000.0
2011-03-22,4025,4150,3945,4025,57612,68018.0,16899000.0
2011-03-23,3995,4170,3900,4005,34275,67680.0,16899000.0
2011-03-24,4095,4095,3800,4050,28952,68441.0,16899000.0
2011-03-25,3970,4145,3955,4010,15311,67765.0,16899000.0
2011-03-28,4125,4125,3940,4035,12299,68187.0,16899000.0
2011-03-29,3965,4170,3965,4150,21871,70131.0,16899000.0
2011-03-30,4150,4150,4020,4140,16102,69962.0,16899000.0
2011-03-31,4140,4140,4025,4090,17557,69117.0,16899000.0
2011-04-01,4170,4195,4010,4195,14903,70891.0,16899000.0
2011-04-04,4120,4200,4105,4195,11151,70891.0,16899000.0
2011-04-05,4150,4200,4105,4115,7021,69539.0,16899000.0
2011-04-06,4050,4130,3950,4030,28807,68103.0,16899000.0
2011-04-07,4030,4110,3950,4020,21566,67934.0,16899000.0
2011-04-08,4000,4010,3905,4010,14895,67765.0,16899000.0
2011-04-11,4045,4160,3920,4150,30083,70131.0,16899000.0
2011-04-12,4150,4150,3950,3995,16685,67512.0,16899000.0
2011-04-13,3915,4000,3900,3960,10053,66920.0,16899000.0
2011-04-14,3925,3995,3825,3950,30526,66751.0,16899000.0
2011-04-15,3990,3990,3920,3990,9098,67427.0,16899000.0
2011-04-18,3990,4000,3860,3900,25688,65906.0,16899000.0
2011-04-19,3900,3915,3805,3860,17587,65230.0,16899000.0
2011-04-20,3835,3950,3825,3910,17176,66075.0,16899000.0
2011-04-21,3860,3900,3800,3830,19601,64723.0,16899000.0
2011-04-22,3830,3935,3755,3935,14053,66498.0,16899000.0
2011-04-25,3950,3950,3840,3935,9287,66498.0,16899000.0
2011-04-26,3995,4000,3820,3985,33045,67343.0,16899000.0
2011-04-27,3905,3995,3870,3870,11268,65399.0,16899000.0
2011-04-28,3900,3900,3750,3900,28376,65906.0,16899000.0
2011-04-29,3830,3980,3810,3885,15331,65653.0,16899000.0
2011-05-02,3890,3950,3875,3940,2667,66582.0,16899000.0
2011-05-03,3970,3970,3860,3945,1531,66667.0,16899000.0
2011-05-04,3945,3945,3875,3900,2559,65906.0,16899000.0
2011-05-06,3970,3970,3850,3915,1604,66160.0,16899000.0
2011-05-09,3975,3975,3880,3925,681,66329.0,16899000.0
2011-05-11,3840,3935,3840,3935,3377,66498.0,16899000.0
2011-05-12,3990,3990,3815,3870,6932,65399.0,16899000.0
2011-05-13,3930,3930,3710,3895,13088,65822.0,16899000.0
2011-05-16,3815,3950,3800,3930,7566,66413.0,16899000.0
2011-05-17,3970,3970,3800,3870,11262,65399.0,16899000.0
2011-05-18,3805,3900,3800,3900,12023,65906.0,16899000.0
2011-05-19,3945,3960,3835,3950,11962,66751.0,16899000.0
2011-05-20,3940,3980,3855,3900,11383,65906.0,16899000.0
2011-05-23,3985,3985,3840,3965,2004,67005.0,16899000.0
2011-05-24,3965,3965,3870,3930,5780,66413.0,16899000.0
2011-05-25,3930,3930,3850,3920,942,66244.0,16899000.0
2011-05-26,3950,3950,3880,3940,3452,66582.0,16899000.0
2011-05-27,3920,3920,3805,3890,3814,65737.0,16899000.0
2011-05-30,3890,3900,3850,3890,26396,65737.0,16899000.0
2011-05-31,3805,3940,3805,3900,17416,65906.0,16899000.0
2011-06-01,3970,3970,3830,3895,8707,65822.0,16899000.0
2011-06-02,3915,3915,3830,3900,3523,65906.0,16899000.0
2011-06-03,4090,4475,3750,3750,44126,63371.0,16899000.0
2011-06-07,3765,3880,3750,3880,8374,65568.0,16899000.0
2011-06-08,3805,3895,3800,3890,2150,65737.0,16899000.0
2011-06-09,3970,3970,3820,3875,7113,65484.0,16899000.0
2011-06-10,3955,3955,3775,3850,15027,65061.0,16899000.0
2011-06-13,3850,3850,3765,3850,5420,65061.0,16899000.0
2011-06-14,3785,3950,3785,3950,1882,66751.0,16899000.0
2011-06-15,3965,3965,3825,3900,7433,65906.0,16899000.0
2011-06-16,3810,3895,3810,3875,4717,65484.0,16899000.0
2011-06-17,3900,3900,3820,3885,1849,65653.0,16899000.0
2011-06-20,3980,3980,3820,3885,651,65653.0,16899000.0
2011-06-21,3815,3885,3810,3880,5079,65568.0,16899000.0
2011-06-22,3835,3880,3800,3850,8738,65061.0,16899000.0
2011-06-23,3900,3900,3805,3850,1119,65061.0,16899000.0
2011-06-24,3900,3960,3820,3895,11673,65822.0,16899000.0
2011-06-27,3860,3860,3760,3800,8030,64216.0,16899000.0
2011-06-28,3800,3835,3770,3820,6968,64554.0,16899000.0
2011-06-29,3820,3890,3790,3850,15811,65061.0,16899000.0
2011-06-30,3960,4045,3825,3885,73037,65653.0,16899000.0
2011-07-01,3885,3935,3845,3850,32591,65061.0,16899000.0
2011-07-04,3850,4100,3850,3885,74668,65653.0,16899000.0
2011-07-05,3920,3950,3875,3880,40835,65568.0,16899000.0
2011-07-06,3910,3990,3850,3980,20544,67258.0,16899000.0
2011-07-07,3980,4000,3900,3975,19971,67174.0,16899000.0
2011-07-08,3975,3975,3930,3970,10865,67089.0,16899000.0
2011-07-11,3970,3975,3910,3970,7759,67089.0,16899000.0
2011-07-12,3970,4450,3970,4290,240209,72497.0,16899000.0
2011-07-13,4330,4490,4135,4195,70703,70891.0,16899000.0
2011-07-14,4225,4320,4150,4205,31347,71060.0,16899000.0
2011-07-15,4150,4300,4150,4300,38916,72666.0,16899000.0
2011-07-18,4375,4500,4315,4355,39866,73595.0,16899000.0
2011-07-19,4395,4395,4175,4390,22735,74187.0,16899000.0
2011-07-20,4205,4470,4155,4170,91121,70469.0,16899000.0
2011-07-21,4130,4265,4000,4050,76239,68441.0,16899000.0
2011-07-22,4040,4140,3920,4025,37940,68018.0,16899000.0
2011-07-25,4035,4095,3960,3980,13957,67258.0,16899000.0
2011-07-26,3995,4000,3950,3965,13669,67005.0,16899000.0
2011-07-27,3965,4090,3865,4080,36557,68948.0,16899000.0
2011-07-28,4030,4100,3990,4080,11452,68948.0,16899000.0
2011-07-29,4080,4080,4005,4040,15750,68272.0,16899000.0
2011-08-01,4040,4040,3980,4030,5078,68103.0,16899000.0
2011-08-02,4030,4030,3920,3990,1929,67427.0,16899000.0
2011-08-03,3930,4010,3825,4010,25410,67765.0,16899000.0
2011-08-04,4010,4050,3850,3850,18678,65061.0,16899000.0
2011-08-05,3770,3895,3580,3845,13073,64977.0,16899000.0
2011-08-08,3610,3850,3430,3605,26722,60921.0,16899000.0
2011-08-09,3330,3765,3100,3595,70661,60752.0,16899000.0
2011-08-10,3595,3795,3560,3560,26518,60160.0,16899000.0
2011-08-11,3255,3700,3255,3660,56043,61850.0,16899000.0
2011-08-12,3650,3740,3570,3720,51758,62864.0,16899000.0
2011-08-16,3875,3875,3675,3675,14083,62104.0,16899000.0
2011-08-17,3710,3710,3655,3685,3531,62273.0,16899000.0
2011-08-18,3675,3700,3585,3700,19425,62526.0,16899000.0
2011-08-19,3700,3700,3455,3615,11076,61090.0,16899000.0
2011-08-22,3605,3605,3400,3400,29374,57457.0,16899000.0
2011-08-23,3400,3550,3400,3435,21305,58048.0,16899000.0
2011-08-24,3470,3490,3325,3425,29070,57879.0,16899000.0
2011-08-25,3470,3500,3425,3485,13849,58893.0,16899000.0
2011-08-26,3450,3490,3360,3445,20239,58217.0,16899000.0
2011-08-29,3420,3495,3355,3445,11748,58217.0,16899000.0
2011-08-30,3485,3550,3450,3550,10186,59991.0,16899000.0
2011-08-31,3600,3600,3450,3480,20895,58809.0,16899000.0
2011-09-01,3480,3700,3445,3475,32199,58724.0,16899000.0
2011-09-02,3475,3475,3430,3445,20597,58217.0,16899000.0
2011-09-05,3450,3450,3300,3300,18043,55767.0,16899000.0
2011-09-06,3315,3380,3280,3375,2502,57034.0,16899000.0
2011-09-07,3250,3375,3250,3350,7591,56612.0,16899000.0
2011-09-08,3345,3345,3265,3330,2513,56274.0,16899000.0
2011-09-09,3380,3380,3170,3280,21336,55429.0,16899000.0
2011-09-14,3190,3220,3070,3185,37896,53823.0,16899000.0
2011-09-15,3135,3200,3135,3150,2657,53232.0,16899000.0
2011-09-16,3180,3335,3150,3335,5498,56358.0,16899000.0
2011-09-19,3375,3375,3295,3335,1959,56358.0,16899000.0
2011-09-20,3390,3390,3220,3330,2988,56274.0,16899000.0
2011-09-21,3375,3375,3230,3280,21993,55429.0,16899000.0
2011-09-22,3340,3340,3150,3180,14330,53739.0,16899000.0
2011-09-23,3190,3195,3050,3050,12442,51542.0,16899000.0
2011-09-26,3050,3130,2830,3040,10320,51373.0,16899000.0
2011-09-27,2955,3150,2800,2990,53783,50528.0,16899000.0
2011-09-28,2850,3000,2805,2805,44564,47402.0,16899000.0
2011-09-29,2885,3000,2715,2900,30690,49007.0,16899000.0
2011-09-30,2915,2915,2780,2820,11633,47655.0,16899000.0
2011-10-04,2970,2970,2685,2780,7995,46979.0,16899000.0
2011-10-05,2785,2785,2635,2710,5640,45796.0,16899000.0
2011-10-06,2745,2850,2690,2850,10194,48162.0,16899000.0
2011-10-07,2840,2930,2770,2865,8138,48416.0,16899000.0
2011-10-10,2990,2990,2830,2910,1901,49176.0,16899000.0
2011-10-11,3050,3050,2875,2915,6498,49261.0,16899000.0
2011-10-12,2925,2925,2815,2865,5134,48416.0,16899000.0
2011-10-13,2895,2900,2815,2850,6136,48162.0,16899000.0
2011-10-14,2850,2880,2815,2880,826,48669.0,16899000.0
2011-10-17,2945,3290,2830,3180,55097,53739.0,16899000.0
2011-10-18,3020,3195,3020,3180,4400,53739.0,16899000.0
2011-10-19,3180,3180,3005,3080,8706,52049.0,16899000.0
2011-10-20,3125,3125,2960,3000,11983,50697.0,16899000.0
2011-10-21,3030,3115,3010,3075,1420,51964.0,16899000.0
2011-10-24,3275,3275,2615,3080,14537,52049.0,16899000.0
2011-10-25,3030,3080,3000,3070,6497,51880.0,16899000.0
2011-10-26,3070,3105,3010,3050,2362,51542.0,16899000.0
2011-10-27,3085,3200,3030,3100,5815,52387.0,16899000.0
2011-10-28,3100,3560,3100,3185,10220,53823.0,16899000.0
2011-10-31,3270,3270,3070,3195,3264,53992.0,16899000.0
2011-11-01,3195,3195,2720,3070,21744,51880.0,16899000.0
2011-11-02,2945,3110,2945,3110,3082,52556.0,16899000.0
2011-11-03,3110,3150,3060,3130,5389,52894.0,16899000.0
2011-11-04,3100,3150,3080,3130,1895,52894.0,16899000.0
2011-11-07,3130,3130,3050,3080,3359,52049.0,16899000.0
2011-11-08,3185,3185,3010,3130,2657,52894.0,16899000.0
2011-11-09,3150,3150,3035,3140,5435,53063.0,16899000.0
2011-11-10,3140,3140,3000,3050,4557,51542.0,16899000.0
