한라IMS(092460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-10-12,7000,7000,6650,6780,16977,61020.0,9000000.0
2010-10-13,6780,6950,6740,6860,21339,61740.0,9000000.0
2010-10-14,6890,6900,6810,6900,22134,62100.0,9000000.0
2010-10-15,6970,7250,5870,6940,66227,62460.0,9000000.0
2010-10-18,6870,7100,6860,7000,24709,63000.0,9000000.0
2010-10-19,7010,7190,7010,7110,22523,63990.0,9000000.0
2010-10-20,6980,7140,6980,7120,13199,64080.0,9000000.0
2010-10-21,7010,7390,7010,7240,19254,65160.0,9000000.0
2010-10-22,7220,7310,7150,7220,15161,64980.0,9000000.0
2010-10-25,7220,7270,7050,7140,27658,64260.0,9000000.0
2010-10-26,7040,7200,7040,7100,18092,63900.0,9000000.0
2010-10-27,7050,7210,7050,7070,14613,63630.0,9000000.0
2010-10-28,7100,7240,7050,7090,17000,63810.0,9000000.0
2010-10-29,7070,7090,6930,7000,20916,63000.0,9000000.0
2010-11-01,6940,7090,6940,7000,13121,63000.0,9000000.0
2010-11-02,7000,7060,6930,6970,10376,62730.0,9000000.0
2010-11-03,6960,6970,6780,6870,32556,61830.0,9000000.0
2010-11-04,6820,6890,6750,6780,12776,61020.0,9000000.0
2010-11-05,6760,6880,6700,6750,11548,60750.0,9000000.0
2010-11-08,6750,6900,6610,6630,22294,59670.0,9000000.0
2010-11-09,6690,6690,6570,6660,10051,59940.0,9000000.0
2010-11-10,6610,6650,6560,6570,14127,59130.0,9000000.0
2010-11-11,6570,6620,6510,6510,20599,58590.0,9000000.0
2010-11-12,6440,6530,6290,6290,17417,56610.0,9000000.0
2010-11-15,6280,6450,6250,6370,9759,57330.0,9000000.0
2010-11-16,6370,6470,6370,6450,6320,58050.0,9000000.0
2010-11-17,6490,6490,6350,6410,2561,57690.0,9000000.0
2010-11-18,6490,6550,6420,6550,10467,58950.0,9000000.0
2010-11-19,6570,6690,6550,6670,5086,60030.0,9000000.0
2010-11-22,6690,6850,6600,6800,11710,61200.0,9000000.0
2010-11-23,6850,6970,6800,6940,33077,62460.0,9000000.0
2010-11-24,6310,6930,6310,6850,11471,61650.0,9000000.0
2010-11-25,6910,6910,6720,6770,3498,60930.0,9000000.0
2010-11-26,6720,6790,6500,6600,15391,59400.0,9000000.0
2010-11-29,6530,6790,6530,6740,29225,60660.0,9000000.0
2010-11-30,6730,6800,6500,6720,11681,60480.0,9000000.0
2010-12-01,6720,6830,6720,6800,16193,61200.0,9000000.0
2010-12-02,6810,6900,6790,6810,7438,61290.0,9000000.0
2010-12-03,6890,6890,6700,6800,5741,61200.0,9000000.0
2010-12-06,6720,6800,6640,6640,5996,59760.0,9000000.0
2010-12-07,6640,6760,6580,6590,14069,59310.0,9000000.0
2010-12-08,6590,6690,6520,6660,3975,59940.0,9000000.0
2010-12-09,6660,6690,6550,6680,22649,60120.0,9000000.0
2010-12-10,6690,6690,6600,6660,4042,59940.0,9000000.0
2010-12-13,6690,6690,6580,6610,10438,59490.0,9000000.0
2010-12-14,6650,6750,6610,6730,11844,60570.0,9000000.0
2010-12-15,6690,6830,6690,6770,7968,60930.0,9000000.0
2010-12-16,6790,6790,6600,6700,24687,60300.0,9000000.0
2010-12-17,6700,6870,6680,6800,6570,61200.0,9000000.0
2010-12-20,6780,6780,6600,6600,8558,59400.0,9000000.0
2010-12-21,6710,6800,6600,6700,10468,60300.0,9000000.0
2010-12-22,6790,7130,6790,6990,42281,62910.0,9000000.0
2010-12-23,6990,7140,6940,7000,7121,63000.0,9000000.0
2010-12-24,7000,7000,6880,6980,8594,62820.0,9000000.0
2010-12-27,7070,7100,6900,7000,17468,63000.0,9000000.0
2010-12-28,6890,7050,6820,6840,14469,61560.0,9000000.0
2010-12-29,6700,6840,6700,6840,11754,61560.0,9000000.0
2010-12-30,6880,6890,6800,6840,7518,61560.0,9000000.0
2011-01-03,6820,6830,6640,6720,12922,60480.0,9000000.0
2011-01-04,6830,6890,6750,6840,28011,61560.0,9000000.0
2011-01-05,6900,6970,6620,6750,10181,60750.0,9000000.0
2011-01-06,6690,6770,6650,6670,6837,60030.0,9000000.0
2011-01-07,6750,6750,6630,6660,11380,59940.0,9000000.0
2011-01-10,6730,6730,6510,6650,21814,59850.0,9000000.0
2011-01-11,6680,6720,6650,6720,8372,60480.0,9000000.0
2011-01-12,6770,6770,6650,6700,12756,60300.0,9000000.0
2011-01-13,6740,6740,6650,6740,9351,60660.0,9000000.0
2011-01-14,6760,6780,6700,6730,7734,60570.0,9000000.0
2011-01-17,6840,7620,6730,7280,206478,65520.0,9000000.0
2011-01-18,7270,7270,7010,7090,34312,63810.0,9000000.0
2011-01-19,7090,7190,6990,7070,27550,63630.0,9000000.0
2011-01-20,7140,7140,6870,6970,16029,62730.0,9000000.0
2011-01-21,6880,6920,6770,6840,23227,61560.0,9000000.0
2011-01-24,6700,6790,6670,6690,13868,60210.0,9000000.0
2011-01-25,6690,6950,6660,6950,20143,62550.0,9000000.0
2011-01-26,6880,6970,6100,6770,9958,60930.0,9000000.0
2011-01-27,6780,6940,6670,6920,8649,62280.0,9000000.0
2011-01-28,6970,6990,6760,6830,7932,61470.0,9000000.0
2011-01-31,6830,6890,6600,6760,5158,60840.0,9000000.0
2011-02-01,6760,6830,6600,6760,6848,60840.0,9000000.0
2011-02-07,6660,6820,6660,6760,9807,60840.0,9000000.0
2011-02-08,6700,6760,6640,6650,10839,59850.0,9000000.0
2011-02-09,6700,6700,6610,6670,5805,60030.0,9000000.0
2011-02-10,6620,6730,6550,6580,3874,59220.0,9000000.0
2011-02-11,6380,6780,6380,6490,12889,58410.0,9000000.0
2011-02-14,6310,6630,6310,6490,6307,58410.0,9000000.0
2011-02-15,6560,6560,6340,6450,8590,58050.0,9000000.0
2011-02-16,6480,6480,6300,6360,11244,57240.0,9000000.0
2011-02-17,6300,6350,6250,6330,8285,56970.0,9000000.0
2011-02-18,6310,6390,6220,6220,10736,55980.0,9000000.0
2011-02-21,6250,6410,6250,6340,4305,57060.0,9000000.0
2011-02-22,6250,6390,6250,6330,5193,56970.0,9000000.0
2011-02-23,6330,6380,6280,6340,4581,57060.0,9000000.0
2011-02-24,6380,6390,6270,6350,4861,57150.0,9000000.0
2011-02-25,6630,6630,6340,6350,10703,57150.0,9000000.0
2011-02-28,6480,6480,6320,6430,1572,57870.0,9000000.0
2011-03-02,6430,6430,6320,6320,5185,56880.0,9000000.0
2011-03-03,6480,6580,6340,6430,4033,57870.0,9000000.0
2011-03-04,6450,6450,6320,6320,4974,56880.0,9000000.0
2011-03-07,6480,6480,6270,6350,5094,57150.0,9000000.0
2011-03-08,6380,6380,6300,6370,5879,57330.0,9000000.0
2011-03-09,6430,6430,6300,6370,4668,57330.0,9000000.0
2011-03-10,6400,6450,6390,6450,10398,58050.0,9000000.0
2011-03-11,6480,6540,6330,6510,8248,58590.0,9000000.0
2011-03-14,6510,6680,6340,6670,9406,60030.0,9000000.0
2011-03-15,6690,6700,6390,6550,4477,58950.0,9000000.0
2011-03-16,6450,6560,6430,6550,4182,58950.0,9000000.0
2011-03-17,6550,6550,6250,6400,11241,57600.0,9000000.0
2011-03-18,6480,6480,6250,6290,9756,56610.0,9000000.0
2011-03-21,6290,6420,6200,6320,13332,56880.0,9000000.0
2011-03-22,6350,6350,6230,6240,5018,56160.0,9000000.0
2011-03-23,6300,6300,6200,6230,4033,56070.0,9000000.0
2011-03-24,6350,6350,6220,6290,5137,56610.0,9000000.0
2011-03-25,6340,6340,6280,6310,2891,56790.0,9000000.0
2011-03-28,6310,6450,6240,6240,3623,56160.0,9000000.0
2011-03-29,6190,6300,6190,6270,595,56430.0,9000000.0
2011-03-30,6290,6320,6240,6250,8162,56250.0,9000000.0
2011-03-31,6350,6350,6220,6280,7916,56520.0,9000000.0
2011-04-01,6350,6350,6150,6240,13512,56160.0,9000000.0
2011-04-04,6290,6300,6210,6210,8860,55890.0,9000000.0
2011-04-05,6210,6210,6150,6210,9961,55890.0,9000000.0
2011-04-06,6130,6200,6110,6200,14432,55800.0,9000000.0
2011-04-07,6200,6210,6090,6180,9711,55620.0,9000000.0
2011-04-08,6180,6200,6130,6200,9837,55800.0,9000000.0
2011-04-11,6190,6240,6160,6190,12577,55710.0,9000000.0
2011-04-12,6240,6240,6140,6170,4496,55530.0,9000000.0
2011-04-13,6150,6220,6060,6160,12290,55440.0,9000000.0
2011-04-14,6140,6140,6090,6130,7156,55170.0,9000000.0
2011-04-15,6110,6150,6000,6060,28422,54540.0,9000000.0
2011-04-18,6120,6120,6000,6110,8796,54990.0,9000000.0
2011-04-19,6060,6100,5980,6040,13471,54360.0,9000000.0
2011-04-20,6070,6080,5950,6070,22565,54630.0,9000000.0
2011-04-21,6110,6130,6030,6130,25230,55170.0,9000000.0
2011-04-22,6130,6150,6040,6100,9739,54900.0,9000000.0
2011-04-25,6160,6160,6040,6140,4405,55260.0,9000000.0
2011-04-26,6020,6170,5960,6100,19045,54900.0,9000000.0
2011-04-27,6110,6110,5970,6070,9524,54630.0,9000000.0
2011-04-28,6000,6090,6000,6090,5890,54810.0,9000000.0
2011-04-29,6000,6100,5970,6030,14209,54270.0,9000000.0
2011-05-02,6080,6080,5920,5920,13150,53280.0,9000000.0
2011-05-03,5900,6020,5900,5940,10854,53460.0,9000000.0
2011-05-04,6020,6020,5910,5920,864,53280.0,9000000.0
2011-05-06,6010,6010,5860,5880,6226,52920.0,9000000.0
2011-05-09,5890,5940,5780,5880,9231,52920.0,9000000.0
2011-05-11,5760,5860,5700,5830,8218,52470.0,9000000.0
2011-05-12,5860,5860,5720,5780,4575,52020.0,9000000.0
2011-05-13,5820,5900,5730,5870,6503,52830.0,9000000.0
2011-05-16,5780,5900,5780,5800,4173,52200.0,9000000.0
2011-05-17,5620,5780,5530,5640,35203,50760.0,9000000.0
2011-05-18,5560,5670,5560,5660,4842,50940.0,9000000.0
2011-05-19,5690,5800,5600,5660,4830,50940.0,9000000.0
2011-05-20,5520,5690,5350,5400,14217,48600.0,9000000.0
2011-05-23,5450,5500,5150,5190,26941,46710.0,9000000.0
2011-05-24,5010,5200,5010,5190,11822,46710.0,9000000.0
2011-05-25,5220,5280,5160,5200,1222,46800.0,9000000.0
2011-05-26,5220,5280,5160,5270,6027,47430.0,9000000.0
2011-05-27,5340,5410,5250,5320,5616,47880.0,9000000.0
2011-05-30,5410,5410,5010,5340,3823,48060.0,9000000.0
2011-05-31,5230,5410,5230,5380,6126,48420.0,9000000.0
2011-06-01,5380,5470,5370,5430,1259,48870.0,9000000.0
2011-06-02,5340,5340,5190,5190,7457,46710.0,9000000.0
2011-06-03,5240,5270,5090,5130,6496,46170.0,9000000.0
2011-06-07,5120,5350,5030,5030,4047,45270.0,9000000.0
2011-06-08,5040,5640,5040,5250,5513,47250.0,9000000.0
2011-06-09,5340,5340,5220,5300,3186,47700.0,9000000.0
2011-06-10,5300,5300,5250,5300,1165,47700.0,9000000.0
2011-06-13,5300,5300,5130,5210,2912,46890.0,9000000.0
2011-06-14,4955,5200,4955,4990,11194,44910.0,9000000.0
2011-06-15,5090,5120,4935,5080,1843,45720.0,9000000.0
2011-06-16,5080,5170,5030,5110,309,45990.0,9000000.0
2011-06-17,4975,5100,4960,5000,1026,45000.0,9000000.0
2011-06-20,4970,5100,4900,5010,5048,45090.0,9000000.0
2011-06-21,4810,5000,4810,5000,5786,45000.0,9000000.0
2011-06-22,5040,5050,4870,4930,4604,44370.0,9000000.0
2011-06-23,4930,4935,4850,4870,2787,43830.0,9000000.0
2011-06-24,4870,4925,4840,4855,13999,43695.0,9000000.0
2011-06-27,4835,4920,4755,4800,18710,43200.0,9000000.0
2011-06-28,4730,4815,4650,4695,27081,42255.0,9000000.0
2011-06-29,4700,4745,4590,4675,13989,42075.0,9000000.0
2011-06-30,4675,4675,4560,4600,10936,41400.0,9000000.0
2011-07-01,4670,4735,4640,4700,5723,42300.0,9000000.0
2011-07-04,4750,4950,4685,4900,29444,44100.0,9000000.0
2011-07-05,4750,5060,4750,5030,32304,45270.0,9000000.0
2011-07-06,5050,5160,5050,5150,12085,46350.0,9000000.0
2011-07-07,5160,5410,5160,5210,20905,46890.0,9000000.0
2011-07-08,5210,5310,5100,5160,4485,46440.0,9000000.0
2011-07-11,5060,5150,4985,4985,7998,44865.0,9000000.0
2011-07-12,5050,5120,5050,5120,7948,46080.0,9000000.0
2011-07-13,5140,5280,5050,5210,10194,46890.0,9000000.0
2011-07-14,5650,5650,5220,5410,16143,48690.0,9000000.0
2011-07-15,5410,5500,5350,5370,4298,48330.0,9000000.0
2011-07-18,5470,5470,5270,5270,6233,47430.0,9000000.0
2011-07-19,5130,5390,5130,5240,2730,47160.0,9000000.0
2011-07-20,5350,5380,5190,5370,8056,48330.0,9000000.0
2011-07-21,5220,5450,5220,5260,5799,47340.0,9000000.0
2011-07-22,5410,5410,5290,5400,2698,48600.0,9000000.0
2011-07-25,5400,5400,5240,5340,4327,48060.0,9000000.0
2011-07-26,5380,5380,5200,5300,7933,47700.0,9000000.0
2011-07-27,5400,5400,5290,5310,3529,47790.0,9000000.0
2011-07-28,5390,5390,5250,5370,4855,48330.0,9000000.0
2011-07-29,5340,5350,5250,5340,3160,48060.0,9000000.0
2011-08-01,5400,5400,5300,5340,3811,48060.0,9000000.0
2011-08-02,5410,5410,5230,5300,3255,47700.0,9000000.0
2011-08-03,5330,5330,5180,5230,3922,47070.0,9000000.0
2011-08-04,5150,5330,5140,5140,5595,46260.0,9000000.0
2011-08-05,4900,5040,4810,4975,12111,44775.0,9000000.0
2011-08-08,4970,5000,4550,4650,10410,41850.0,9000000.0
2011-08-09,4000,4890,4000,4500,41745,40500.0,9000000.0
2011-08-10,4410,4795,4410,4450,10347,40050.0,9000000.0
2011-08-11,4260,4450,4260,4450,4292,40050.0,9000000.0
2011-08-12,4460,4750,4450,4450,7139,40050.0,9000000.0
2011-08-16,4460,4810,4410,4530,18447,40770.0,9000000.0
2011-08-17,4380,4590,4380,4555,13380,40995.0,9000000.0
2011-08-18,4595,4595,4440,4440,2545,39960.0,9000000.0
2011-08-19,4495,4495,4210,4355,3499,39195.0,9000000.0
2011-08-22,4455,4455,4305,4305,2351,38745.0,9000000.0
2011-08-23,4325,4415,4250,4330,10960,38970.0,9000000.0
2011-08-24,4300,4410,4245,4320,3459,38880.0,9000000.0
2011-08-25,4370,4370,4200,4275,10277,38475.0,9000000.0
2011-08-26,4300,4300,4040,4275,4919,38475.0,9000000.0
2011-08-29,4285,4340,4200,4320,7061,38880.0,9000000.0
2011-08-30,4325,4370,4280,4310,1589,38790.0,9000000.0
2011-08-31,4370,4445,4310,4445,11419,40005.0,9000000.0
2011-09-01,4445,4645,4360,4640,12790,41760.0,9000000.0
2011-09-02,4650,4650,4505,4620,3238,41580.0,9000000.0
2011-09-05,4505,4650,4455,4455,5050,40095.0,9000000.0
2011-09-06,4450,4550,4415,4535,3998,40815.0,9000000.0
2011-09-07,4535,4600,4525,4590,1169,41310.0,9000000.0
2011-09-08,4600,4600,4480,4600,1274,41400.0,9000000.0
2011-09-09,4590,4595,4510,4545,1645,40905.0,9000000.0
2011-09-14,4550,4595,4500,4500,6385,40500.0,9000000.0
2011-09-15,4520,4600,3875,4460,6907,40140.0,9000000.0
2011-09-16,4440,4480,4435,4460,1114,40140.0,9000000.0
2011-09-19,4510,4510,4435,4490,141,40410.0,9000000.0
2011-09-20,4545,4545,4460,4500,2240,40500.0,9000000.0
2011-09-21,4300,4550,4300,4390,5683,39510.0,9000000.0
2011-09-22,4490,4490,4275,4390,1854,39510.0,9000000.0
2011-09-23,4270,4410,4200,4405,2083,39645.0,9000000.0
2011-09-26,4500,4500,3845,4200,4684,37800.0,9000000.0
2011-09-27,3910,4330,3910,4330,3171,38970.0,9000000.0
2011-09-28,4230,4350,4165,4350,2983,39150.0,9000000.0
2011-09-29,4350,4350,4050,4300,1945,38700.0,9000000.0
2011-09-30,4300,4350,4300,4345,206,39105.0,9000000.0
2011-10-04,4225,4230,4000,4090,4240,36810.0,9000000.0
2011-10-05,4095,4200,4005,4075,3776,36675.0,9000000.0
2011-10-06,4140,4230,4045,4185,3816,37665.0,9000000.0
2011-10-07,4185,4300,4180,4280,1523,38520.0,9000000.0
2011-10-10,4150,4325,4135,4170,2195,37530.0,9000000.0
2011-10-11,4280,4280,4180,4255,2705,38295.0,9000000.0
2011-10-12,4275,4590,4100,4590,2026,41310.0,9000000.0
2011-10-13,4370,4595,4370,4530,876,40770.0,9000000.0
2011-10-14,4500,4590,4360,4380,660,39420.0,9000000.0
2011-10-17,4380,4410,4270,4395,4802,39555.0,9000000.0
2011-10-18,4400,4525,4200,4500,7194,40500.0,9000000.0
2011-10-19,4010,4470,4010,4450,834,40050.0,9000000.0
2011-10-20,4500,4500,4450,4500,1168,40500.0,9000000.0
2011-10-21,4500,4510,4370,4495,550,40455.0,9000000.0
2011-10-24,4445,4545,4405,4435,6134,39915.0,9000000.0
2011-10-25,4400,4490,4400,4460,5054,40140.0,9000000.0
2011-10-26,4360,4400,4360,4400,4440,39600.0,9000000.0
2011-10-27,4420,4500,4305,4360,6194,39240.0,9000000.0
2011-10-28,4415,4450,4330,4400,5349,39600.0,9000000.0
2011-10-31,4460,4460,4405,4430,3355,39870.0,9000000.0
2011-11-01,4460,4460,4390,4430,4805,39870.0,9000000.0
2011-11-02,4315,4425,4315,4415,2421,39735.0,9000000.0
2011-11-03,4460,4460,4395,4455,12266,40095.0,9000000.0
2011-11-04,4595,4595,4405,4405,4791,39645.0,9000000.0
2011-11-07,4405,4510,4365,4375,4765,39375.0,9000000.0
2011-11-08,4395,4435,4360,4395,2084,39555.0,9000000.0
2011-11-09,4440,4440,4350,4390,1273,39510.0,9000000.0
2011-11-10,4375,4375,4230,4305,2626,38745.0,9000000.0
2011-11-11,4305,4370,4205,4340,2661,39060.0,9000000.0
2011-11-14,4410,4465,4280,4425,3286,39825.0,9000000.0
2011-11-15,4425,4425,4315,4410,14354,39690.0,9000000.0
2011-11-16,4410,4410,4360,4400,1496,39600.0,9000000.0
2011-11-17,4410,4410,4320,4335,5379,39015.0,9000000.0
2011-11-18,4415,4415,4250,4365,2700,39285.0,9000000.0
2011-11-21,4370,4400,4300,4380,3670,39420.0,9000000.0
2011-11-22,4380,4390,4300,4380,2012,39420.0,9000000.0
2011-11-23,4415,4600,4280,4345,6713,39105.0,9000000.0
2011-11-24,4315,4380,4200,4330,4297,38970.0,9000000.0
2011-11-25,4410,4410,4275,4330,1130,38970.0,9000000.0
2011-11-28,4375,4375,4280,4340,2806,39060.0,9000000.0
2011-11-29,4410,4410,4275,4380,227,39420.0,9000000.0
2011-11-30,4300,4380,4240,4275,9805,38475.0,9000000.0
2011-12-01,4365,4365,4255,4350,7396,39150.0,9000000.0
2011-12-02,4365,4370,4270,4285,5772,38565.0,9000000.0
2011-12-05,4355,4355,4200,4295,11252,38655.0,9000000.0
2011-12-06,4270,4280,4200,4215,11512,37935.0,9000000.0
2011-12-07,4220,4555,4220,4550,11915,40950.0,9000000.0
2011-12-08,4500,4535,4350,4490,16027,40410.0,9000000.0
2011-12-09,4500,4500,4360,4370,8217,39330.0,9000000.0
2011-12-12,4400,4430,4250,4260,11955,38340.0,9000000.0
2011-12-13,4305,4340,4100,4240,14120,38160.0,9000000.0
2011-12-14,4255,4280,4210,4275,13728,38475.0,9000000.0
2011-12-15,4325,4325,4180,4275,3065,38475.0,9000000.0
2011-12-16,4275,4295,4235,4280,5751,38520.0,9000000.0
2011-12-19,4325,4325,4105,4120,15396,37080.0,9000000.0
2011-12-20,4215,4280,4200,4265,3472,38385.0,9000000.0
2011-12-21,4280,4325,4280,4320,2626,38880.0,9000000.0
2011-12-22,4370,4370,4285,4320,10988,38880.0,9000000.0
2011-12-23,4400,4415,4335,4395,7367,39555.0,9000000.0
2011-12-26,4450,4480,4350,4415,4868,39735.0,9000000.0
2011-12-27,4425,4435,4360,4430,4072,39870.0,9000000.0
2011-12-28,4395,4395,4320,4365,1933,39285.0,9000000.0
2011-12-29,4330,4410,4310,4310,2224,38790.0,9000000.0
2012-01-02,4330,4410,4180,4180,8230,37620.0,9000000.0
2012-01-03,4180,4250,4180,4240,3844,38160.0,9000000.0
2012-01-04,4240,4260,4165,4250,2743,38250.0,9000000.0
2012-01-05,4250,4415,4200,4315,5791,38835.0,9000000.0
2012-01-06,4315,4320,4180,4250,7193,38250.0,9000000.0
2012-01-09,4290,4325,4225,4300,1391,38700.0,9000000.0
2012-01-10,4320,4320,4200,4265,8767,38385.0,9000000.0
2012-01-11,4295,4295,4215,4250,4950,38250.0,9000000.0
2012-01-12,4280,4320,4220,4300,5109,38700.0,9000000.0
2012-01-13,4400,4400,4280,4340,11991,39060.0,9000000.0
2012-01-16,4340,4375,4285,4370,4883,39330.0,9000000.0
2012-01-17,4400,4400,4370,4395,10003,39555.0,9000000.0
2012-01-18,4400,4400,4340,4385,5921,39465.0,9000000.0
2012-01-19,4415,4425,4380,4395,3398,39555.0,9000000.0
2012-01-20,4425,4425,4365,4380,7791,39420.0,9000000.0
2012-01-25,4400,4740,4380,4520,25015,40680.0,9000000.0
2012-01-26,4520,4590,4430,4585,10915,41265.0,9000000.0
2012-01-27,4610,4735,4580,4720,13768,42480.0,9000000.0
2012-01-30,4755,4755,4670,4725,7095,42525.0,9000000.0
2012-01-31,4730,4750,4600,4700,7619,42300.0,9000000.0
2012-02-01,4680,4930,4600,4915,23816,44235.0,9000000.0
2012-02-02,4850,4930,4805,4880,12644,43920.0,9000000.0
2012-02-03,4880,4940,4700,4795,18294,43155.0,9000000.0
2012-02-06,4740,4830,4650,4650,8198,41850.0,9000000.0
2012-02-07,4605,4690,4605,4680,757,42120.0,9000000.0
2012-02-08,4610,4640,4590,4620,26887,41580.0,9000000.0
2012-02-09,4695,4850,4605,4850,11080,43650.0,9000000.0
2012-02-10,4855,4980,4850,4950,28136,44550.0,9000000.0
2012-02-13,4890,5000,4845,4985,7950,44865.0,9000000.0
2012-02-14,5050,5060,4970,5040,6938,45360.0,9000000.0
2012-02-15,5100,5750,5000,5600,114497,50400.0,9000000.0
2012-02-16,5690,6350,5390,6110,152313,54990.0,9000000.0
2012-02-17,6790,7020,6340,7020,621950,63180.0,9000000.0
2012-02-20,7900,8070,7810,8070,795802,72630.0,9000000.0
2012-02-21,8070,8700,7700,7910,1777436,71190.0,9000000.0
2012-02-22,7770,8140,6930,7130,707332,64170.0,9000000.0
2012-02-23,7130,7380,6560,6720,449846,60480.0,9000000.0
2012-02-24,6940,7140,6530,6570,446280,59130.0,9000000.0
2012-02-27,6500,6570,6080,6080,251123,54720.0,9000000.0
2012-02-28,6010,6350,6010,6210,205134,55890.0,9000000.0
2012-02-29,6220,6350,6010,6010,147201,54090.0,9000000.0
2012-03-02,6120,6320,6040,6200,128163,55800.0,9000000.0
2012-03-05,6290,6400,6120,6140,142472,55260.0,9000000.0
2012-03-06,6150,6240,5600,5670,194343,51030.0,9000000.0
2012-03-07,5680,5730,5530,5630,46237,50670.0,9000000.0
2012-03-08,5530,5770,5460,5530,95605,49770.0,9000000.0
2012-03-09,5610,5700,5520,5640,70398,50760.0,9000000.0
2012-03-12,5640,5740,5500,5600,69327,50400.0,9000000.0
2012-03-13,5660,5800,5510,5750,99649,51750.0,9000000.0
2012-03-14,5840,6070,5770,5990,183221,53910.0,9000000.0
2012-03-15,6000,6000,5820,5970,74573,53730.0,9000000.0
2012-03-16,6030,6040,5780,5860,48715,52740.0,9000000.0
2012-03-19,5750,5860,5550,5860,93903,52740.0,9000000.0
2012-03-20,5900,6090,5810,5990,105907,53910.0,9000000.0
2012-03-21,5930,6030,5830,5940,45126,53460.0,9000000.0
2012-03-22,6010,6280,5990,6130,181796,55170.0,9000000.0
2012-03-23,6140,6140,5790,5790,89970,52110.0,9000000.0
2012-03-26,5850,5850,5530,5560,75989,50040.0,9000000.0
2012-03-27,5560,5560,5370,5560,87633,50040.0,9000000.0
2012-03-28,5460,5560,5410,5450,27914,49050.0,9000000.0
2012-03-29,5450,5450,5150,5450,99693,49050.0,9000000.0
2012-03-30,5300,5940,5300,5600,115395,50400.0,9000000.0
2012-04-02,5720,5740,5380,5600,62916,50400.0,9000000.0
2012-04-03,5680,6250,5600,6090,500051,54810.0,9000000.0
2012-04-04,6000,6290,5820,6260,231650,56340.0,9000000.0
2012-04-05,6200,6380,6040,6100,149664,54900.0,9000000.0
2012-04-06,6240,6270,5730,5760,115995,51840.0,9000000.0
2012-04-09,5610,5750,5160,5160,185360,46440.0,9000000.0
2012-04-10,5150,5930,5100,5930,157907,53370.0,9000000.0
2012-04-12,5390,5760,5200,5700,230540,51300.0,9000000.0
2012-04-13,5760,6550,5640,6550,833856,58950.0,9000000.0
2012-04-16,6230,7110,6230,6770,817062,60930.0,9000000.0
2012-04-17,6800,6860,6250,6670,389871,60030.0,9000000.0
2012-04-18,6800,7580,6480,7140,897900,64260.0,9000000.0
2012-04-19,7780,8090,7060,7060,1354014,63540.0,9000000.0
2012-04-20,6910,6950,6190,6200,494896,55800.0,9000000.0
2012-04-23,6230,6440,6200,6350,221663,57150.0,9000000.0
2012-04-24,6130,6240,5840,5910,337853,53190.0,9000000.0
2012-04-25,5930,6270,5760,5760,273955,51840.0,9000000.0
2012-04-26,5800,5890,5420,5550,157118,49950.0,9000000.0
2012-04-27,5790,5990,5570,5610,144078,50490.0,9000000.0
2012-04-30,5760,6450,5470,6450,474033,58050.0,9000000.0
2012-05-02,6590,7400,6220,7390,1150174,66510.0,9000000.0
2012-05-03,7240,7240,6830,6990,385953,62910.0,9000000.0
2012-05-04,7010,7270,6140,6300,564702,56700.0,9000000.0
2012-05-07,6230,6700,6200,6370,171102,57330.0,9000000.0
2012-05-08,6480,7320,6460,7320,525979,65880.0,9000000.0
2012-05-09,7350,7590,6680,7060,933465,63540.0,9000000.0
2012-05-10,7450,8110,7190,7650,2575877,68850.0,9000000.0
2012-05-11,7610,8060,7100,7360,740675,66240.0,9000000.0
2012-05-14,7400,7690,6860,7140,402308,64260.0,9000000.0
2012-05-15,6900,7050,6380,6610,370992,59490.0,9000000.0
2012-05-16,6610,6700,6240,6240,265806,56160.0,9000000.0
2012-05-17,6210,6940,6210,6460,419341,58140.0,9000000.0
2012-05-18,6210,6260,6010,6050,228128,54450.0,9000000.0
2012-05-21,6150,6520,6100,6290,287173,56610.0,9000000.0
2012-05-22,6350,6820,6330,6740,287030,60660.0,9000000.0
2012-05-23,6790,6790,6450,6500,191798,58500.0,9000000.0
2012-05-24,6690,7200,6690,7050,454712,63450.0,9000000.0
2012-05-25,7070,7160,6840,6950,477733,62550.0,9000000.0
2012-05-29,7450,7990,7450,7990,1602131,71910.0,9000000.0
2012-05-30,8360,8510,7420,7450,1763102,67050.0,9000000.0
2012-05-31,7620,8560,7000,8540,2810845,76860.0,9000000.0
2012-06-01,8320,8480,7880,8000,1592902,72000.0,9000000.0
2012-06-04,7670,8740,7550,7890,2491917,71010.0,9000000.0
2012-06-05,7940,8350,7650,7650,1024923,68850.0,9000000.0
2012-06-07,7910,8780,7830,8670,1454315,78030.0,9000000.0
2012-06-08,8560,9450,8250,8480,3504467,76320.0,9000000.0
2012-06-11,8000,9390,7960,9180,2114095,82620.0,9000000.0
2012-06-12,9100,9180,8500,8920,1255553,80280.0,9000000.0
2012-06-13,8940,8960,8350,8350,661995,75150.0,9000000.0
2012-06-14,8490,8580,7820,7820,745847,70380.0,9000000.0
2012-06-15,7910,8120,7690,7690,794882,69210.0,9000000.0
2012-06-18,7880,8200,7700,8080,624305,72720.0,9000000.0
2012-06-19,8190,8200,7110,7200,650330,64800.0,9000000.0
2012-06-20,7310,7700,7240,7490,421810,67410.0,9000000.0
