라이온켐텍(171120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-04-20,15097,15432,15055,15307,23377,280795.0,15386005.0
2017-04-21,15306,15348,14971,15013,19223,275409.0,15386005.0
2017-04-24,14929,15097,14761,14804,11865,271563.0,15386005.0
2017-04-25,14887,15181,14552,14888,12517,273102.0,15386005.0
2017-04-26,14929,15055,14635,14678,12815,269255.0,15386005.0
2017-04-27,14677,14803,14342,14678,16846,269255.0,15386005.0
2017-04-28,14594,14887,14342,14342,24396,263101.0,15386005.0
2017-05-02,14300,14510,14048,14175,12691,260023.0,15386005.0
2017-05-04,14006,14510,14006,14259,12658,261562.0,15386005.0
2017-05-08,14174,14468,13965,14300,31134,262331.0,15386005.0
2017-05-10,14300,14426,13965,13965,38708,256177.0,15386005.0
2017-05-11,13881,14174,13881,13923,28228,255408.0,15386005.0
2017-05-12,13923,14090,13797,13839,23024,253869.0,15386005.0
2017-05-15,14048,14090,13923,13923,14246,255408.0,15386005.0
2017-05-16,13923,14132,13797,13881,17664,254638.0,15386005.0
2017-05-17,13755,14006,13713,13881,11372,254638.0,15386005.0
2017-05-18,13797,14006,13671,13797,10129,253100.0,15386005.0
2017-05-19,13671,13881,13419,13462,36108,246945.0,15386005.0
2017-05-22,13545,13629,13419,13588,10311,249253.0,15386005.0
2017-05-23,13587,13587,13377,13504,24402,247715.0,15386005.0
2017-05-24,13419,13545,13168,13210,28343,242330.0,15386005.0
2017-05-25,13084,13084,12581,12581,86833,230790.0,15386005.0
2017-05-26,12581,13210,12581,13126,44562,240791.0,15386005.0
2017-05-29,13126,13252,12958,12959,14458,237714.0,15386005.0
2017-05-30,12874,13168,12874,13168,18806,241560.0,15386005.0
2017-05-31,13168,13377,13042,13210,21645,242330.0,15386005.0
2017-06-01,13168,13377,13084,13378,14384,245407.0,15386005.0
2017-06-02,13294,13839,13294,13713,31069,251561.0,15386005.0
2017-06-05,13755,13755,13377,13420,17959,246176.0,15386005.0
2017-06-07,13210,13335,13084,13084,19627,240022.0,15386005.0
2017-06-08,13126,13252,13000,13000,21775,238483.0,15386005.0
2017-06-09,12958,13210,12958,13210,10185,242330.0,15386005.0
2017-06-12,13210,13210,13000,13042,13237,239252.0,15386005.0
2017-06-13,12916,13168,12916,13042,18313,239252.0,15386005.0
2017-06-14,13084,13294,13042,13042,20646,239252.0,15386005.0
2017-06-15,13000,13084,12916,13000,16659,238483.0,15386005.0
2017-06-16,12958,13126,12958,12959,10666,237714.0,15386005.0
2017-06-19,12958,13126,12916,13000,8268,238483.0,15386005.0
2017-06-20,12958,13126,12581,12875,35508,236175.0,15386005.0
2017-06-21,12874,12916,12664,12707,17714,233098.0,15386005.0
2017-06-22,12748,12874,12581,12581,8583,230790.0,15386005.0
2017-06-23,12623,12874,12581,12833,12487,235406.0,15386005.0
2017-06-26,12832,13168,12623,12749,10944,233867.0,15386005.0
2017-06-27,12748,12958,12623,12791,7964,234637.0,15386005.0
2017-06-28,12832,12832,12539,12539,12734,230021.0,15386005.0
2017-06-29,12748,12790,12539,12707,7144,233098.0,15386005.0
2017-06-30,12497,12748,12455,12707,5664,233098.0,15386005.0
2017-07-03,12706,12706,12413,12623,14686,231559.0,15386005.0
2017-07-04,12539,12748,12497,12665,8443,232329.0,15386005.0
2017-07-05,12539,12706,12539,12623,5523,231559.0,15386005.0
2017-07-06,12539,12748,12455,12581,9367,230790.0,15386005.0
2017-07-07,12581,12706,12287,12497,15593,229251.0,15386005.0
2017-07-10,12497,12623,12203,12204,9772,223866.0,15386005.0
2017-07-11,12035,12161,11784,11826,22828,216943.0,15386005.0
2017-07-12,11742,11993,11616,11784,18059,216173.0,15386005.0
2017-07-13,11826,12161,11784,12036,18155,220789.0,15386005.0
2017-07-14,11910,12161,11910,11994,13173,220020.0,15386005.0
2017-07-17,11993,12161,11910,12162,10695,223097.0,15386005.0
2017-07-18,12077,12245,12077,12120,7410,222328.0,15386005.0
2017-07-19,12035,12874,12035,12875,28937,236175.0,15386005.0
2017-07-20,12874,12958,12581,12833,18545,235406.0,15386005.0
2017-07-21,12832,12874,12706,12791,5914,234637.0,15386005.0
2017-07-24,12790,13000,12706,12791,12015,234637.0,15386005.0
2017-07-25,12664,12958,12623,12749,9992,233867.0,15386005.0
2017-07-26,12706,12790,12455,12623,6816,231559.0,15386005.0
2017-07-27,12497,12790,12455,12665,6337,232329.0,15386005.0
2017-07-28,12664,12748,12077,12581,11760,230790.0,15386005.0
2017-07-31,12581,12581,12245,12371,5874,226944.0,15386005.0
2017-08-01,12371,12706,12371,12581,14245,230790.0,15386005.0
2017-08-02,12581,12664,12329,12539,9370,230021.0,15386005.0
2017-08-03,12539,12623,12119,12162,19493,223097.0,15386005.0
2017-08-04,12371,12455,12035,12162,9273,223097.0,15386005.0
2017-08-07,12371,12371,12035,12288,8631,225405.0,15386005.0
2017-08-08,12287,12455,12119,12371,5351,226944.0,15386005.0
2017-08-09,12287,12455,12077,12246,10762,224636.0,15386005.0
2017-08-10,12245,12329,11910,12246,6219,224636.0,15386005.0
2017-08-11,12161,12203,11868,11868,18528,217712.0,15386005.0
2017-08-14,11616,12077,11574,11952,19159,219251.0,15386005.0
2017-08-16,11784,12119,11784,11994,5327,220020.0,15386005.0
2017-08-17,11910,11993,11742,11826,15161,216943.0,15386005.0
2017-08-18,11700,11952,11700,11910,4099,218481.0,15386005.0
2017-08-21,11784,11952,11742,11910,9000,218481.0,15386005.0
2017-08-22,11826,12455,11826,12371,16191,226944.0,15386005.0
2017-08-23,12371,12706,12329,12413,8641,227713.0,15386005.0
2017-08-24,12413,12623,12203,12413,9538,227713.0,15386005.0
2017-08-25,12413,12581,12329,12371,6186,226944.0,15386005.0
2017-08-28,12371,12539,12203,12246,8381,224636.0,15386005.0
2017-08-29,12119,12371,11784,12371,15671,226944.0,15386005.0
2017-08-30,12329,12413,11993,12204,12135,223866.0,15386005.0
2017-08-31,12077,12287,12035,12078,6734,221558.0,15386005.0
2017-09-01,12035,12077,11742,11868,23767,217712.0,15386005.0
2017-09-04,11784,11826,11574,11575,16496,212327.0,15386005.0
2017-09-05,11532,11742,11281,11617,16746,213096.0,15386005.0
2017-09-06,11448,11742,11448,11742,6105,215404.0,15386005.0
2017-09-07,11784,11826,11616,11617,4376,213096.0,15386005.0
2017-09-08,11532,11742,11197,11533,32092,211558.0,15386005.0
2017-09-11,11364,11616,11322,11491,9628,210788.0,15386005.0
2017-09-12,11364,11448,11113,11323,21566,207711.0,15386005.0
2017-09-13,11281,11490,11155,11197,10601,205403.0,15386005.0
2017-09-14,11071,11406,11071,11071,25395,203095.0,15386005.0
2017-09-15,10945,12413,10945,12246,54641,224636.0,15386005.0
2017-09-18,12245,12287,11700,11742,23084,215404.0,15386005.0
2017-09-19,11658,11742,11322,11323,18825,207711.0,15386005.0
2017-09-20,11322,11700,11197,11365,15027,208480.0,15386005.0
2017-09-21,11364,11406,11197,11239,6484,206172.0,15386005.0
2017-09-22,11281,11406,11155,11365,11005,208480.0,15386005.0
2017-09-25,11406,11406,11113,11239,8444,206172.0,15386005.0
2017-09-26,10777,11197,10777,11197,17447,205403.0,15386005.0
2017-09-27,11155,11239,10735,10820,16943,198479.0,15386005.0
2017-09-28,10693,10987,10693,10904,7657,200018.0,15386005.0
2017-09-29,10819,11281,10819,11029,17281,202326.0,15386005.0
2017-10-10,11071,11155,10735,10904,11631,200018.0,15386005.0
2017-10-11,10819,11448,10735,11407,21497,209250.0,15386005.0
2017-10-12,11322,11826,11281,11575,26148,212327.0,15386005.0
2017-10-13,11448,11993,11448,11910,31849,218481.0,15386005.0
2017-10-16,11742,12161,11658,12162,13154,223097.0,15386005.0
2017-10-17,12161,12161,11910,12078,13781,221558.0,15386005.0
2017-10-18,11910,12161,11700,11994,15575,220020.0,15386005.0
2017-10-19,12119,12455,11574,12455,27250,228482.0,15386005.0
2017-10-20,12497,12706,12413,12539,51438,230021.0,15386005.0
2017-10-23,12413,12706,12287,12413,7872,227713.0,15386005.0
2017-10-24,12329,12832,12287,12833,24268,235406.0,15386005.0
2017-10-25,12874,13084,12706,13084,21543,240022.0,15386005.0
2017-10-26,13126,13294,12916,13210,31465,242330.0,15386005.0
2017-10-27,13252,13335,13000,13336,20707,244637.0,15386005.0
2017-10-30,13335,13419,13126,13378,22813,245407.0,15386005.0
2017-10-31,13419,13461,13126,13336,6098,244637.0,15386005.0
2017-11-01,13210,13377,12874,12917,23626,236944.0,15386005.0
2017-11-02,12790,13168,12623,12833,9541,235406.0,15386005.0
2017-11-03,12958,13084,12497,12581,19294,230790.0,15386005.0
2017-11-06,12455,12790,12413,12581,8393,230790.0,15386005.0
2017-11-07,12581,12748,12455,12707,18200,233098.0,15386005.0
2017-11-08,12623,13671,12623,13210,45193,242330.0,15386005.0
2017-11-09,13252,13545,13042,13546,32038,248484.0,15386005.0
2017-11-10,14258,15642,13084,13420,340088,246176.0,15386005.0
2017-11-13,13294,14006,13084,13881,68375,254638.0,15386005.0
2017-11-14,14006,14426,13755,13965,74742,256177.0,15386005.0
2017-11-15,13755,14384,13755,14133,50935,259254.0,15386005.0
2017-11-16,14090,14300,13965,14217,26411,260793.0,15386005.0
2017-11-17,14174,14300,13713,13923,33174,255408.0,15386005.0
2017-11-20,14006,14090,13629,13839,27533,253869.0,15386005.0
2017-11-21,13797,13797,13294,13420,47210,246176.0,15386005.0
2017-11-22,13252,13335,12790,12833,57519,235406.0,15386005.0
2017-11-23,12371,13210,12245,13210,61951,242330.0,15386005.0
2017-11-24,13000,13210,12664,12665,37100,232329.0,15386005.0
2017-11-27,12706,12916,12413,12455,63964,228482.0,15386005.0
2017-11-28,12874,12874,12119,12162,78965,223097.0,15386005.0
2017-11-29,12161,12664,12119,12246,68613,224636.0,15386005.0
2017-11-30,11868,12832,11616,12329,331635,226174.0,15386005.0
2017-12-01,12413,12958,12119,12959,90027,237714.0,15386005.0
2017-12-04,12832,12832,12287,12371,89219,226944.0,15386005.0
2017-12-05,12371,12623,11993,12036,115725,220789.0,15386005.0
2017-12-06,11322,11700,11239,11658,175344,213865.0,15386005.0
2017-12-07,11700,11910,11490,11910,84781,218481.0,15386005.0
2017-12-08,12035,12581,11826,12581,124293,230790.0,15386005.0
2017-12-11,12874,13419,12581,12833,120182,235406.0,15386005.0
2017-12-12,12832,13252,12832,13084,90229,240022.0,15386005.0
2017-12-13,12832,13168,12413,13000,111709,238483.0,15386005.0
2017-12-14,12832,13084,12455,12833,179546,235406.0,15386005.0
2017-12-15,12790,12874,12455,12581,45663,230790.0,15386005.0
2017-12-18,12497,12664,12413,12455,18415,228482.0,15386005.0
2017-12-19,12455,12706,12161,12329,16204,226174.0,15386005.0
2017-12-20,12161,12832,12161,12623,143570,231559.0,15386005.0
2017-12-21,12623,13084,12455,12833,206272,235406.0,15386005.0
2017-12-22,12623,12958,12371,12833,90073,235406.0,15386005.0
2017-12-26,12790,12790,12455,12455,47703,228482.0,15386005.0
2017-12-27,12161,12413,11993,12162,34844,223097.0,15386005.0
2017-12-28,12077,12371,12077,12246,10945,224636.0,15386005.0
2018-01-02,12245,12371,11826,11910,30552,218481.0,15386005.0
2018-01-03,11868,11993,11658,11784,25549,216173.0,15386005.0
2018-01-04,11868,12035,11742,11826,28000,216943.0,15386005.0
2018-01-05,11742,11952,11574,11575,27745,212327.0,15386005.0
2018-01-08,11700,11700,11490,11533,19880,211558.0,15386005.0
2018-01-09,11532,11616,11281,11365,28369,208480.0,15386005.0
2018-01-10,11364,11490,11155,11407,23208,209250.0,15386005.0
2018-01-11,11364,11532,11113,11239,29017,206172.0,15386005.0
2018-01-12,11239,11322,10903,10987,36660,201557.0,15386005.0
2018-01-15,10903,11197,10903,11113,20591,203865.0,15386005.0
2018-01-16,11071,11239,11071,11155,10473,204634.0,15386005.0
2018-01-17,11155,11197,10945,11071,28408,203095.0,15386005.0
2018-01-18,11155,11197,10945,11113,32876,203865.0,15386005.0
2018-01-19,11197,11197,10987,11071,19418,203095.0,15386005.0
2018-01-22,11071,11574,11071,11113,21091,203865.0,15386005.0
2018-01-23,11071,11281,11071,11239,19841,206172.0,15386005.0
2018-01-24,11364,11364,11155,11281,34133,206942.0,15386005.0
2018-01-25,11197,11406,11197,11365,10733,208480.0,15386005.0
2018-01-26,11448,11700,11448,11617,31180,213096.0,15386005.0
2018-01-29,11616,11910,11616,11742,28083,215404.0,15386005.0
2018-01-30,11700,11742,11574,11742,16561,215404.0,15386005.0
2018-01-31,11532,11742,11448,11491,21914,210788.0,15386005.0
2018-02-01,11574,11700,11490,11700,13480,214635.0,15386005.0
2018-02-02,11742,11826,11448,11491,15759,210788.0,15386005.0
2018-02-05,11406,11658,11239,11281,14133,206942.0,15386005.0
2018-02-06,10945,11197,10777,11113,38685,203865.0,15386005.0
2018-02-07,11197,11281,10945,11071,17952,203095.0,15386005.0
2018-02-08,11155,11742,10903,11742,41840,215404.0,15386005.0
2018-02-09,11322,11700,11322,11700,12308,214635.0,15386005.0
2018-02-12,11742,11742,11406,11407,11359,209250.0,15386005.0
2018-02-13,11490,11574,10987,10987,11528,201557.0,15386005.0
2018-02-14,11197,11197,10693,10987,29286,201557.0,15386005.0
2018-02-19,10903,11155,10861,11029,9672,202326.0,15386005.0
2018-02-20,11113,11113,10903,10987,8859,201557.0,15386005.0
2018-02-21,11029,11071,10484,11029,12004,202326.0,15386005.0
2018-02-22,10945,11071,10819,10946,12462,200787.0,15386005.0
2018-02-23,10945,10945,10819,10904,9281,200018.0,15386005.0
2018-02-26,10903,10903,10777,10862,5030,199249.0,15386005.0
2018-02-27,10903,10903,10735,10778,7773,197710.0,15386005.0
2018-02-28,10777,10861,10568,10610,14323,194633.0,15386005.0
2018-03-02,10610,10819,10400,10610,12193,194633.0,15386005.0
2018-03-05,10610,10610,10400,10484,15898,192325.0,15386005.0
2018-03-06,10484,10819,10484,10736,10622,196941.0,15386005.0
2018-03-07,10819,10819,10484,10652,8482,195402.0,15386005.0
2018-03-08,10735,10777,10484,10652,8102,195402.0,15386005.0
2018-03-09,10777,10777,10568,10610,7718,194633.0,15386005.0
2018-03-12,10819,10819,10484,10652,5777,195402.0,15386005.0
2018-03-13,10777,10777,10568,10652,5424,195402.0,15386005.0
2018-03-14,10568,10735,10484,10484,11055,192325.0,15386005.0
2018-03-15,10442,10735,10400,10442,9926,191556.0,15386005.0
2018-03-16,10526,10526,10400,10484,11339,192325.0,15386005.0
2018-03-19,10442,10484,10232,10233,12279,187709.0,15386005.0
2018-03-20,10232,10400,10064,10316,14946,189248.0,15386005.0
2018-03-21,10358,10358,10190,10316,6399,189248.0,15386005.0
2018-03-22,10316,10400,10106,10191,10507,186940.0,15386005.0
2018-03-23,9897,10190,9855,9939,18937,182324.0,15386005.0
2018-03-26,9855,9980,9771,9939,11364,182324.0,15386005.0
2018-03-27,10022,10022,9855,9939,5985,182324.0,15386005.0
2018-03-28,9939,9939,9813,9897,8983,181555.0,15386005.0
2018-03-29,10022,10022,9729,9813,12505,180016.0,15386005.0
2018-03-30,9729,10022,9729,9939,18937,182324.0,15386005.0
2018-04-02,9939,9980,9855,9939,4962,182324.0,15386005.0
2018-04-03,9939,9939,9729,9771,14094,179247.0,15386005.0
2018-04-04,9897,9897,9351,9562,28042,175400.0,15386005.0
2018-04-05,9393,9603,9310,9478,13916,173862.0,15386005.0
2018-04-06,9477,9519,9142,9226,19792,169246.0,15386005.0
2018-04-09,8890,9184,8806,9058,60162,166169.0,15386005.0
2018-04-10,9226,9268,8764,8891,17015,163092.0,15386005.0
2018-04-11,8932,8974,8680,8849,30254,162322.0,15386005.0
2018-04-12,8764,9100,8722,9058,21176,166169.0,15386005.0
2018-04-13,9016,9100,8932,9100,10128,166938.0,15386005.0
2018-04-16,9184,9226,8890,8975,14537,164630.0,15386005.0
2018-04-17,8974,9016,8890,8933,9508,163861.0,15386005.0
2018-04-18,8932,9016,8806,8975,8982,164630.0,15386005.0
2018-04-19,9016,9016,8722,8933,22343,163861.0,15386005.0
2018-04-20,8974,9016,8764,8891,11717,163092.0,15386005.0
2018-04-23,8932,9351,8806,9058,53529,166169.0,15386005.0
2018-04-24,9645,11742,9645,11742,370556,215404.0,15386005.0
2018-04-25,12539,13587,10442,10568,1764674,193864.0,15386005.0
2018-04-26,11071,11364,10610,10736,345803,196941.0,15386005.0
2018-04-27,10819,10945,10274,10275,116947,188479.0,15386005.0
2018-04-30,10274,10819,9897,10736,126954,196941.0,15386005.0
2018-05-02,10568,11029,10106,11029,124731,202326.0,15386005.0
2018-05-03,11071,11113,10735,11029,60160,202326.0,15386005.0
2018-05-04,11029,11029,10610,10694,46444,196172.0,15386005.0
2018-05-08,10819,10945,10232,10484,41091,192325.0,15386005.0
2018-05-09,10400,10526,10064,10233,40038,187709.0,15386005.0
2018-05-10,10232,10651,9897,10484,33894,192325.0,15386005.0
2018-05-11,10526,10568,10274,10400,17867,190786.0,15386005.0
2018-05-14,10316,10819,10316,10778,40934,197710.0,15386005.0
2018-05-15,10777,10777,10526,10736,25516,196941.0,15386005.0
2018-05-16,10442,10610,10274,10316,33523,189248.0,15386005.0
2018-05-17,10316,10442,10190,10400,18303,190786.0,15386005.0
2018-05-18,10400,10610,10274,10610,21537,194633.0,15386005.0
2018-05-21,10651,10735,10274,10275,24327,188479.0,15386005.0
2018-05-23,10148,10358,9980,10107,13598,185401.0,15386005.0
2018-05-24,10064,10274,9603,9729,30632,178478.0,15386005.0
2018-05-25,9435,9855,9351,9604,23451,176170.0,15386005.0
2018-05-28,9813,9813,9561,9729,17900,178478.0,15386005.0
2018-05-29,9645,9855,9519,9771,9234,179247.0,15386005.0
2018-05-30,9855,9855,9351,9478,15941,173862.0,15386005.0
2018-05-31,9435,9561,9016,9100,60758,166938.0,15386005.0
2018-06-01,9058,9519,9016,9436,17506,173093.0,15386005.0
2018-06-04,9142,9519,9142,9310,12750,170785.0,15386005.0
2018-06-05,9310,9435,9142,9310,8835,170785.0,15386005.0
2018-06-07,9310,9603,9268,9394,21178,172323.0,15386005.0
2018-06-08,9435,9687,9268,9687,17951,177708.0,15386005.0
2018-06-11,9561,9729,9393,9520,18704,174631.0,15386005.0
2018-06-12,9645,9645,9310,9436,13003,173093.0,15386005.0
2018-06-14,9435,9435,9100,9226,15438,169246.0,15386005.0
2018-06-15,9226,9268,8974,9100,13689,166938.0,15386005.0
2018-06-18,9016,9142,8806,9016,19505,165400.0,15386005.0
2018-06-19,8932,9100,8555,8555,27981,156937.0,15386005.0
2018-06-20,8555,8764,8513,8723,11701,160014.0,15386005.0
2018-06-21,8722,8932,8555,8723,6734,160014.0,15386005.0
2018-06-22,8848,8974,8387,8555,11367,156937.0,15386005.0
2018-06-25,8471,8597,8471,8597,7579,157707.0,15386005.0
2018-06-26,8513,8806,8387,8513,10484,156168.0,15386005.0
2018-06-27,8555,8680,8429,8597,5008,157707.0,15386005.0
2018-06-28,8597,8764,8429,8555,7316,156937.0,15386005.0
2018-06-29,8639,8680,8387,8513,8492,156168.0,15386005.0
2018-07-02,8513,8555,8303,8513,20105,156168.0,15386005.0
2018-07-03,8513,8932,8471,8849,25158,162322.0,15386005.0
2018-07-04,8764,8932,8639,8807,13489,161553.0,15386005.0
2018-07-05,8890,8890,8597,8849,6763,162322.0,15386005.0
2018-07-06,8932,8932,8555,8807,4596,161553.0,15386005.0
2018-07-09,8806,8806,8471,8471,10899,155399.0,15386005.0
2018-07-10,8513,8639,8370,8471,17885,155399.0,15386005.0
2018-07-11,8555,10610,8471,9142,805181,167707.0,15386005.0
2018-07-12,9058,9184,8890,9016,99988,165400.0,15386005.0
2018-07-13,9058,9226,8848,9058,75337,166169.0,15386005.0
2018-07-16,8974,9100,8848,8849,53583,162322.0,15386005.0
2018-07-17,8848,9016,8848,8975,25802,164630.0,15386005.0
2018-07-18,9016,9016,8806,8849,25401,162322.0,15386005.0
2018-07-19,8848,8974,8555,8681,27766,159245.0,15386005.0
2018-07-20,8639,8806,8471,8639,18972,158476.0,15386005.0
2018-07-23,8555,8680,8269,8597,30258,157707.0,15386005.0
2018-07-24,8429,8597,8429,8429,15169,154629.0,15386005.0
2018-07-25,8513,8680,8370,8513,25024,156168.0,15386005.0
2018-07-26,8597,8974,8513,8849,39028,162322.0,15386005.0
2018-07-27,8848,9058,8639,9058,49200,166169.0,15386005.0
2018-07-30,9016,9226,8890,9058,28026,166169.0,15386005.0
2018-07-31,9142,9351,9016,9310,36954,170785.0,15386005.0
2018-08-01,9226,9351,9058,9100,28560,166938.0,15386005.0
2018-08-02,9184,9268,8848,9100,19420,166938.0,15386005.0
2018-08-03,9058,9268,8974,9100,18171,166938.0,15386005.0
2018-08-06,8974,9268,8974,9142,5794,167707.0,15386005.0
2018-08-07,9310,9310,8974,8975,7042,164630.0,15386005.0
2018-08-08,8974,9016,8848,8933,7685,163861.0,15386005.0
2018-08-09,8932,9016,8806,8933,5633,163861.0,15386005.0
2018-08-10,9016,9016,8680,8891,9277,163092.0,15386005.0
2018-08-13,8890,8890,8597,8765,16257,160784.0,15386005.0
2018-08-14,8597,8848,8597,8681,5185,159245.0,15386005.0
2018-08-16,8555,8764,8471,8471,6448,155399.0,15386005.0
2018-08-17,8555,8764,8471,8765,5809,160784.0,15386005.0
2018-08-20,8806,8848,8639,8681,1937,159245.0,15386005.0
2018-08-21,8722,8764,8597,8681,5383,159245.0,15386005.0
2018-08-22,8722,8764,8639,8765,5945,160784.0,15386005.0
2018-08-23,8806,8806,8597,8681,5821,159245.0,15386005.0
2018-08-24,8722,8764,8471,8471,17745,155399.0,15386005.0
2018-08-27,8471,8639,8471,8639,10956,158476.0,15386005.0
2018-08-28,8680,9939,8597,8765,138849,160784.0,15386005.0
2018-08-29,8764,8890,8722,8765,14469,160784.0,15386005.0
2018-08-30,8890,9016,8764,8975,22036,164630.0,15386005.0
2018-08-31,8890,9226,8806,9100,35398,166938.0,15386005.0
2018-09-03,9100,9268,9058,9142,20954,167707.0,15386005.0
2018-09-04,9058,9184,8974,9100,25674,166938.0,15386005.0
2018-09-05,9184,9603,9100,9310,67028,170785.0,15386005.0
2018-09-06,9268,9393,8932,8933,25627,163861.0,15386005.0
2018-09-07,8932,9100,8932,9100,18757,166938.0,15386005.0
2018-09-10,9100,9351,9016,9226,25046,169246.0,15386005.0
2018-09-11,9351,9351,8974,9100,17360,166938.0,15386005.0
2018-09-12,9142,9645,9016,9352,63377,171554.0,15386005.0
2018-09-13,9561,9561,9351,9478,14219,173862.0,15386005.0
2018-09-14,9561,9561,9351,9478,12203,173862.0,15386005.0
2018-09-17,9477,9519,9226,9478,20217,173862.0,15386005.0
2018-09-18,9477,9645,9351,9562,23574,175400.0,15386005.0
2018-09-19,9477,9771,9477,9645,27334,176939.0,15386005.0
2018-09-20,9729,9729,9435,9729,25187,178478.0,15386005.0
2018-09-21,9603,10022,9519,9981,30443,183093.0,15386005.0
2018-09-27,9980,10022,9729,9771,20186,179247.0,15386005.0
2018-09-28,9687,9855,9519,9645,22421,176939.0,15386005.0
2018-10-01,9519,9729,9310,9520,15910,174631.0,15386005.0
2018-10-02,9519,9561,9226,9226,18287,169246.0,15386005.0
2018-10-04,9142,9435,9016,9058,18743,166169.0,15386005.0
2018-10-05,8974,9184,8932,9184,8164,168477.0,15386005.0
2018-10-08,9058,9226,8974,9142,3656,167707.0,15386005.0
2018-10-10,9142,9142,8722,8849,16862,162322.0,15386005.0
2018-10-11,8429,8806,8311,8312,31794,152475.0,15386005.0
2018-10-12,7968,8471,7968,8387,36001,153860.0,15386005.0
2018-10-15,8244,8429,8177,8186,10734,150167.0,15386005.0
2018-10-16,8186,8269,8068,8203,5837,150475.0,15386005.0
2018-10-17,8219,8429,8219,8371,5262,153552.0,15386005.0
2018-10-18,8370,8471,8261,8379,4535,153706.0,15386005.0
2018-10-19,8236,8387,8135,8312,5635,152475.0,15386005.0
2018-10-22,8311,8555,8311,8429,5629,154629.0,15386005.0
2018-10-23,8513,8555,8051,8178,8857,150014.0,15386005.0
2018-10-24,8429,8471,8219,8228,6980,150937.0,15386005.0
2018-10-25,8093,8228,7842,7993,17798,146629.0,15386005.0
2018-10-26,8001,8051,7666,7985,16704,146475.0,15386005.0
2018-10-29,7716,7875,7406,7574,34162,138936.0,15386005.0
2018-10-30,7380,7733,7255,7465,25765,136935.0,15386005.0
2018-10-31,7255,7959,7255,7901,37608,144936.0,15386005.0
2018-11-01,7900,8429,7900,8253,21575,151398.0,15386005.0
2018-11-02,8269,8471,8269,8429,7415,154629.0,15386005.0
2018-11-05,8429,8429,8211,8220,6525,150783.0,15386005.0
2018-11-06,8219,8680,8177,8236,25925,151091.0,15386005.0
2018-11-07,8236,8471,8236,8362,14182,153398.0,15386005.0
2018-11-08,8429,8680,8328,8387,24933,153860.0,15386005.0
2018-11-09,8387,8890,8337,8387,42811,153860.0,15386005.0
2018-11-12,8387,8555,8353,8379,13603,153706.0,15386005.0
2018-11-13,8429,8429,8219,8253,28992,151398.0,15386005.0
2018-11-14,8253,8429,8228,8320,5261,152629.0,15386005.0
2018-11-15,8320,8379,8219,8295,29674,152168.0,15386005.0
2018-11-16,8295,8513,8295,8371,11702,153552.0,15386005.0
2018-11-19,8370,8513,8328,8471,16974,155399.0,15386005.0
2018-11-20,8362,8680,8362,8513,6911,156168.0,15386005.0
2018-11-21,8597,8764,8429,8513,17108,156168.0,15386005.0
2018-11-22,8639,8722,8471,8555,9972,156937.0,15386005.0
2018-11-23,8639,8639,8278,8304,8720,152321.0,15386005.0
2018-11-26,8303,8429,8261,8312,6325,152475.0,15386005.0
2018-11-27,8387,8639,8387,8555,17547,156937.0,15386005.0
2018-11-28,8639,8680,8513,8639,12009,158476.0,15386005.0
2018-11-29,8639,8764,8555,8639,9964,158476.0,15386005.0
2018-11-30,8597,8597,8311,8354,10916,153245.0,15386005.0
2018-12-03,8387,8513,8362,8429,15075,154629.0,15386005.0
2018-12-04,8429,9268,8429,9100,87263,166938.0,15386005.0
2018-12-05,8974,9226,8806,8891,36779,163092.0,15386005.0
2018-12-06,8890,8974,8722,8807,11004,161553.0,15386005.0
2018-12-07,8890,8974,8555,8555,11182,156937.0,15386005.0
2018-12-10,8555,8764,8219,8262,18133,151552.0,15386005.0
2018-12-11,8269,8387,8160,8194,25283,150321.0,15386005.0
2018-12-12,8194,8379,8186,8295,7542,152168.0,15386005.0
2018-12-13,8228,8295,8194,8262,9811,151552.0,15386005.0
2018-12-14,8261,8387,8160,8304,8179,152321.0,15386005.0
2018-12-17,8303,8303,8093,8220,3233,150783.0,15386005.0
2018-12-18,8219,8555,8177,8270,9817,151706.0,15386005.0
2018-12-19,8387,8429,8228,8312,8488,152475.0,15386005.0
2018-12-20,8311,8353,8261,8312,2981,152475.0,15386005.0
2018-12-21,8311,8362,8160,8320,5626,152629.0,15386005.0
2018-12-24,8320,8429,8244,8304,2474,152321.0,15386005.0
2018-12-26,8303,8303,8152,8194,7655,150321.0,15386005.0
2018-12-27,8194,8244,8077,8144,5936,149398.0,15386005.0
2018-12-28,8144,8219,8093,8136,3242,149244.0,15386005.0
2019-01-02,8135,8135,7968,7968,5040,146167.0,15386005.0
2019-01-03,7968,8102,7884,8044,2973,147552.0,15386005.0
2019-01-04,8018,8043,7808,8035,4475,147398.0,15386005.0
2019-01-07,8035,8429,7892,8329,20430,152783.0,15386005.0
2019-01-08,8387,8387,8244,8337,7632,152937.0,15386005.0
2019-01-09,8328,8345,8269,8337,6548,152937.0,15386005.0
2019-01-10,8387,8555,8345,8379,6124,153706.0,15386005.0
2019-01-11,8471,8513,8353,8471,6797,155399.0,15386005.0
2019-01-14,8555,8597,8387,8471,9721,155399.0,15386005.0
2019-01-15,8471,8555,8362,8471,7222,155399.0,15386005.0
