네이처셀(007390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-22,1065,1065,1065,1064,0,,
1999-03-23,1065,1065,1065,1064,0,,
1999-03-24,1065,1065,1065,1064,0,,
1999-03-25,1065,1065,1065,1064,0,,
1999-03-26,1065,1065,1065,1064,0,,
1999-03-29,1065,1065,1065,1064,0,,
1999-03-30,1065,1065,1065,1064,20000,4500.0,600000.0
1999-03-31,1065,1065,1065,1064,0,,
1999-04-01,1065,1065,1065,1064,0,,
1999-04-02,1065,1065,1065,1064,0,,
1999-04-06,1065,1065,1065,1064,0,,
1999-04-07,1065,1065,1065,1064,0,,
1999-04-08,1065,1065,1065,1064,0,,
1999-04-09,1065,1065,1065,1064,0,,
1999-04-12,1065,1065,1065,1064,0,,
1999-04-13,1065,1065,1065,1064,0,,
1999-04-14,1065,1065,1065,1064,0,,
1999-04-15,1065,1065,1065,1064,0,,
1999-04-16,1065,1065,1065,1064,0,,
1999-04-19,1065,1065,1065,1064,0,,
1999-04-20,1065,1065,1065,1064,0,,
1999-04-21,1065,1065,1065,1064,0,,
1999-04-22,1065,1065,1065,1064,0,,
1999-04-23,1065,1065,1065,1064,0,,
1999-04-26,1065,1065,1065,1064,0,,
1999-04-27,1065,1065,1065,1064,20000,,
1999-04-28,1065,1065,1065,1064,0,,
1999-04-29,1065,1065,1065,1064,0,,
1999-04-30,1065,1065,1065,1064,0,,
1999-05-03,1065,1065,1065,1064,0,,
1999-05-04,1065,1065,1065,1064,0,,
1999-05-06,1065,1065,1065,1064,0,,
1999-05-07,1065,1065,1065,1064,0,,
1999-05-10,1065,1065,1065,1064,0,,
1999-05-11,1192,1192,1192,1192,0,5040.0,600000.0
1999-05-12,1192,1192,1192,1192,0,5040.0,600000.0
1999-05-13,1192,1192,1192,1192,0,,
1999-05-14,1192,1192,1192,1192,0,,
1999-05-17,1192,1192,1192,1192,0,,
1999-05-18,1192,1192,1192,1192,0,,
1999-05-19,1192,1192,1192,1192,0,,
1999-05-20,1065,1065,1065,1064,10000,4500.0,600000.0
1999-05-21,1065,1065,1065,1064,0,,
1999-05-24,1065,1065,1065,1064,0,,
1999-05-25,1065,1065,1065,1064,0,,
1999-05-26,1065,1065,1065,1064,0,,
1999-05-27,1065,1065,1065,1064,0,,
1999-05-28,1065,1065,1065,1064,0,,
1999-05-31,1065,1065,1065,1064,0,,
1999-06-01,1065,1065,1065,1064,0,,
1999-06-02,1065,1065,1065,1064,0,,
1999-06-03,1065,1065,1065,1064,0,,
1999-06-04,1065,1065,1065,1064,0,,
1999-06-07,1065,1065,1065,1064,0,,
1999-06-08,1065,1065,1065,1064,0,,
1999-06-09,1065,1065,1065,1064,0,,
1999-06-10,1065,1065,1065,1064,0,,
1999-06-11,1065,1065,1065,1064,0,,
1999-06-14,1091,1091,1091,1091,0,4620.0,600000.0
1999-06-15,1223,1223,1223,1222,0,5172.0,600000.0
1999-06-16,1223,1223,1223,1222,0,5172.0,600000.0
1999-06-17,1370,1370,1370,1368,0,5790.0,600000.0
1999-06-18,1529,1529,1529,1532,60000,6480.0,600000.0
1999-06-21,1708,1708,1708,1709,280050,7230.0,600000.0
1999-06-22,1908,1908,1908,1907,959130,8070.0,600000.0
1999-06-23,1702,2134,1681,2071,1012250,8760.0,600000.0
1999-06-24,2318,2318,2055,2155,356340,9120.0,600000.0
1999-06-25,2156,2321,1902,2184,273100,9240.0,600000.0
1999-06-28,2144,2157,1930,1929,185110,8160.0,600000.0
1999-06-29,1716,1724,1703,1702,19190,7200.0,600000.0
1999-06-30,1660,1902,1589,1900,155550,8040.0,600000.0
1999-07-01,2055,2113,1814,1921,154810,8130.0,600000.0
1999-07-02,1943,1943,1703,1773,193480,7500.0,600000.0
1999-07-05,1703,1816,1560,1702,229450,7200.0,600000.0
1999-07-06,1758,1774,1674,1673,80340,7080.0,600000.0
1999-07-07,1674,1703,1519,1631,107340,6900.0,600000.0
1999-07-08,1489,1694,1489,1546,91360,6540.0,600000.0
1999-07-09,1595,1595,1360,1461,137150,6180.0,600000.0
1999-07-12,1489,1518,1333,1333,105350,5640.0,600000.0
1999-07-13,1274,1360,1246,1315,134380,5562.0,600000.0
1999-07-14,1348,1468,1348,1468,199810,6210.0,600000.0
1999-07-15,1489,1638,1403,1623,291550,6870.0,600000.0
1999-07-16,1623,1651,1458,1482,88580,6270.0,600000.0
1999-07-19,1391,1419,1333,1402,94350,5928.0,600000.0
1999-07-20,1350,1568,1327,1567,157860,6630.0,600000.0
1999-07-21,1753,1753,1403,1581,139800,6690.0,600000.0
1999-07-22,1574,1574,1402,1432,93080,6060.0,600000.0
1999-07-23,1361,1476,1275,1404,55720,5940.0,600000.0
1999-07-26,1560,1560,1263,1346,29790,5694.0,600000.0
1999-07-27,1416,1416,1276,1340,31140,5670.0,600000.0
1999-07-28,1182,1396,1182,1298,26100,5490.0,600000.0
1999-07-29,1263,1375,1263,1290,48570,5460.0,600000.0
1999-07-30,1332,1390,1205,1220,35280,5160.0,600000.0
1999-08-02,1220,1362,1179,1306,153740,5526.0,600000.0
1999-08-03,1363,1374,1247,1329,63260,5622.0,600000.0
1999-08-04,1348,1375,1280,1333,86790,5640.0,600000.0
1999-08-05,1274,1330,1246,1277,42990,5400.0,600000.0
1999-08-06,1291,1375,1250,1374,90720,5814.0,600000.0
1999-08-09,1538,1538,1538,1539,47260,6510.0,600000.0
1999-08-10,1724,1724,1724,1723,48170,7290.0,600000.0
1999-08-11,1623,1628,1517,1532,121550,6480.0,600000.0
1999-08-12,1525,1709,1525,1695,267410,7170.0,600000.0
1999-08-13,1625,1865,1625,1623,194170,6870.0,600000.0
1999-08-16,1616,1616,1446,1461,122690,6180.0,600000.0
1999-08-17,1630,1630,1419,1490,74460,6300.0,600000.0
1999-08-18,1490,1561,1312,1311,43630,5550.0,600000.0
1999-08-19,1164,1413,1164,1362,64250,5760.0,600000.0
1999-08-20,1350,1461,1305,1319,40040,5580.0,600000.0
1999-08-23,1275,1460,1262,1404,57950,5940.0,600000.0
1999-08-24,1475,1545,1347,1461,122920,6180.0,600000.0
1999-08-25,1476,1630,1476,1631,147090,6900.0,600000.0
1999-08-26,1773,1773,1453,1617,105360,6840.0,600000.0
1999-08-27,1561,1646,1503,1602,47990,6780.0,600000.0
1999-08-30,1574,1629,1488,1609,43150,6810.0,600000.0
1999-08-31,1424,1603,1424,1504,90030,6360.0,600000.0
1999-09-01,1430,1516,1374,1432,71770,6060.0,600000.0
1999-09-02,1295,1475,1274,1277,52540,5400.0,600000.0
1999-09-03,1149,1424,1149,1426,65290,6030.0,600000.0
1999-09-06,1532,1597,1532,1596,123330,6750.0,600000.0
1999-09-07,1630,1766,1476,1631,87570,6900.0,600000.0
1999-09-08,1658,1658,1439,1546,31490,6540.0,600000.0
1999-09-09,1630,1630,1375,1518,18670,6420.0,600000.0
1999-09-10,1490,1490,1375,1389,69850,5880.0,600000.0
1999-09-13,1390,1554,1361,1525,109220,6450.0,600000.0
1999-09-14,1512,1512,1350,1362,59880,5760.0,600000.0
1999-09-15,1279,1488,1279,1461,46570,6180.0,600000.0
1999-09-16,1376,1491,1292,1362,13570,5760.0,600000.0
1999-09-17,1418,1418,1293,1371,19900,5802.0,600000.0
1999-09-20,1371,1371,1207,1346,44780,5694.0,600000.0
1999-09-21,1234,1503,1234,1397,248790,5910.0,600000.0
1999-09-22,1448,1448,1276,1368,126110,5790.0,600000.0
1999-09-27,1374,1374,1204,1206,62140,5100.0,600000.0
1999-09-28,1276,1276,1060,1061,46460,4488.0,600000.0
1999-09-29,991,1119,933,1031,50730,4362.0,600000.0
1999-09-30,922,1155,909,1134,179090,4800.0,600000.0
1999-10-01,1031,1220,998,1034,63050,4374.0,600000.0
1999-10-04,1032,1136,926,1134,125320,4800.0,600000.0
1999-10-05,1021,1219,1021,1085,141090,4590.0,600000.0
1999-10-06,1022,1135,963,1048,68170,4434.0,600000.0
1999-10-07,1010,1063,981,1034,63030,4374.0,600000.0
1999-10-08,1036,1036,966,1006,34190,4260.0,600000.0
1999-10-11,1007,1120,1007,1120,194060,4740.0,600000.0
1999-10-12,1150,1252,1150,1254,194760,5304.0,600000.0
1999-10-13,1374,1374,1126,1244,68800,4500.0,600000.0
1999-10-14,1292,1292,1145,1161,41340,4200.0,600000.0
1999-10-15,1143,1193,1084,1161,43910,4200.0,600000.0
1999-10-18,1154,1154,1038,1094,5090,3960.0,600000.0
1999-10-19,1153,1178,1036,1144,95500,4140.0,600000.0
1999-10-20,1157,1226,1111,1188,73860,4296.0,600000.0
1999-10-21,1241,1241,1087,1161,23250,4200.0,600000.0
1999-10-22,1103,1145,1038,1110,40110,4014.0,600000.0
1999-10-25,1146,1146,978,1045,37360,3780.0,600000.0
1999-10-26,981,1119,981,1118,96730,4044.0,600000.0
1999-10-27,1123,1251,1095,1185,266500,4290.0,600000.0
1999-10-28,1192,1192,1082,1177,93190,4260.0,600000.0
1999-10-29,1239,1239,1117,1161,64380,4200.0,600000.0
1999-11-01,1077,1210,1077,1191,107190,4308.0,600000.0
1999-11-02,1193,1226,1096,1161,86840,4200.0,600000.0
1999-11-03,1162,1301,1144,1300,273020,4704.0,600000.0
1999-11-04,1328,1458,1328,1456,337470,5268.0,600000.0
1999-11-05,1524,1526,1282,1427,219900,5160.0,600000.0
1999-11-08,1353,1480,1328,1409,239080,5100.0,600000.0
1999-11-09,1408,1408,1242,1319,122500,4770.0,600000.0
1999-11-10,1260,1401,1213,1342,97360,4860.0,600000.0
1999-11-11,1301,1393,1276,1294,121700,4680.0,600000.0
1999-11-12,1310,1327,1138,1224,184450,4428.0,600000.0
1999-11-15,1224,1291,1164,1294,64510,4680.0,600000.0
1999-11-16,1291,1326,1246,1294,14610,4680.0,600000.0
1999-11-17,1293,1310,1140,1227,65910,4440.0,600000.0
1999-11-18,1227,1227,1123,1227,74550,4440.0,600000.0
1999-11-19,1244,1278,1162,1227,94250,4440.0,600000.0
1999-11-22,1280,1280,1135,1183,51800,3882.0,600000.0
1999-11-23,1188,1244,1162,1179,54190,3870.0,600000.0
1999-11-24,1119,1166,1038,1149,25210,3768.0,600000.0
1999-11-25,1026,1116,1026,1061,26670,3480.0,600000.0
1999-11-26,1041,1060,937,1061,82390,3480.0,600000.0
1999-11-29,1025,1097,934,1061,29490,3480.0,600000.0
1999-11-30,1005,1055,938,1006,13050,3300.0,600000.0
1999-12-01,982,1117,887,1115,79460,3660.0,600000.0
1999-12-02,1094,1094,981,1055,25450,3462.0,600000.0
1999-12-03,929,1171,929,1171,64650,3840.0,600000.0
1999-12-06,1171,1171,1041,1042,18070,3420.0,600000.0
1999-12-07,1041,1167,1041,1167,70500,3828.0,600000.0
1999-12-08,1116,1307,1116,1305,104640,4284.0,600000.0
1999-12-09,1426,1460,1315,1462,91170,4794.0,600000.0
1999-12-10,1636,1636,1464,1635,1221880,5364.0,600000.0
1999-12-13,1828,1828,1828,1829,29990,6000.0,600000.0
1999-12-14,2050,2050,2050,2048,4130,6720.0,600000.0
1999-12-15,2285,2285,2285,2286,8440,7500.0,600000.0
1999-12-16,2561,2561,2561,2561,41110,8400.0,600000.0
1999-12-17,2861,2861,2431,2863,676580,9390.0,600000.0
1999-12-20,2872,3090,2744,2926,293110,9600.0,600000.0
1999-12-21,2761,2927,2661,2871,197020,9420.0,600000.0
1999-12-22,2834,3200,2834,3182,109210,10440.0,600000.0
1999-12-23,3457,3558,3110,3557,112390,11670.0,600000.0
1999-12-24,3549,3787,3219,3749,114230,12300.0,600000.0
1999-12-27,3840,3977,3510,3913,102440,12840.0,600000.0
1999-12-28,3912,4379,3912,4380,85780,14370.0,600000.0
2000-01-04,3876,4827,3876,4828,94480,26223.0,993300.0
2000-01-05,4754,4973,4480,4755,112810,25826.0,993300.0
2000-01-06,4735,4845,4333,4736,168440,25726.0,993300.0
2000-01-07,4316,4827,4316,4828,146670,26223.0,993300.0
2000-01-10,4973,4973,4424,4847,150920,26322.0,993300.0
2000-01-11,4755,5103,4480,5103,234370,27713.0,993300.0
2000-01-12,4937,5048,4791,5011,54580,27216.0,993300.0
2000-01-13,4809,5156,4598,4919,104500,26720.0,993300.0
2000-01-14,4681,4936,4443,4755,57060,25826.0,993300.0
2000-01-17,4735,4735,4206,4206,89760,22846.0,993300.0
2000-01-18,3714,4573,3705,4572,309940,24832.0,993300.0
2000-01-19,4553,4553,4095,4352,51200,23641.0,993300.0
2000-01-20,4278,4872,3931,4644,453610,25230.0,993300.0
2000-01-21,4644,4682,4388,4682,85120,25428.0,993300.0
2000-01-24,4499,4663,4131,4581,68240,24882.0,993300.0
2000-01-25,4535,4535,4206,4517,77880,24535.0,993300.0
2000-01-26,4297,4608,4297,4490,111830,24386.0,993300.0
2000-01-27,4308,4491,4217,4434,57270,24088.0,993300.0
2000-01-28,4354,4573,4207,4572,177510,24832.0,993300.0
2000-01-31,4573,4646,4391,4572,101990,24832.0,993300.0
2000-02-01,4515,5118,4387,5121,317900,27812.0,993300.0
2000-02-02,5285,5505,5247,5467,24190,29700.0,993300.0
2000-02-03,5449,5485,4937,5486,87800,29799.0,993300.0
2000-02-07,5394,6146,5394,6144,119860,33375.0,993300.0
2000-02-08,5850,6673,5429,6584,72090,35759.0,993300.0
2000-02-09,6216,6581,5850,6400,128500,34766.0,993300.0
2000-02-10,6398,6398,5850,6090,29170,33077.0,993300.0
2000-02-11,6033,6564,5667,6492,87010,35262.0,993300.0
2000-02-14,5851,6216,5742,6182,68840,33574.0,993300.0
2000-02-15,6109,6309,5779,6218,43970,33772.0,993300.0
2000-02-16,5760,6765,5760,6163,112800,33474.0,993300.0
2000-02-17,5852,6165,5852,6035,44150,32779.0,993300.0
2000-02-18,6035,6217,5926,6218,218410,33772.0,993300.0
2000-02-21,6216,6273,5952,6272,20000,34070.0,993300.0
2000-02-22,6307,6398,5887,6400,52700,34766.0,993300.0
2000-02-23,6126,6401,6072,6328,32020,34368.0,993300.0
2000-02-24,6053,6400,6053,6364,52360,34567.0,993300.0
2000-02-25,6764,6764,6399,6584,171320,35759.0,993300.0
2000-02-28,7370,7370,6583,7022,74020,38143.0,993300.0
2000-02-29,6932,7023,6328,6949,121920,37745.0,993300.0
2000-03-02,6145,7133,6145,7132,156840,38739.0,993300.0
2000-03-03,6949,7406,6784,7407,83310,40229.0,993300.0
2000-03-06,8231,8231,7462,8174,71190,44401.0,993300.0
2000-03-07,8174,8850,7195,7197,254890,39086.0,993300.0
2000-03-08,7370,8057,6951,7497,573000,40725.0,993300.0
2000-03-09,7679,8392,7497,8394,223970,45592.0,993300.0
2000-03-10,8513,9143,8265,8869,360300,48175.0,993300.0
2000-03-13,8870,9033,8503,8778,62570,47678.0,993300.0
2000-03-14,8779,9821,8230,8741,328760,47480.0,993300.0
2000-03-15,9108,9108,8429,8614,345270,46784.0,993300.0
2000-03-16,8760,8760,8339,8412,140550,45692.0,993300.0
2000-03-17,8230,8688,7480,8686,116330,47182.0,993300.0
2000-03-20,8138,8961,8138,8869,100120,48175.0,993300.0
2000-03-21,8503,8870,8229,8869,141520,48175.0,993300.0
2000-03-22,8868,9143,8849,9125,94790,49566.0,993300.0
2000-03-23,9178,9783,8979,9784,100910,53142.0,993300.0
2000-03-24,9511,10955,9511,10954,76110,59499.0,993300.0
2000-03-27,11320,12253,10971,12070,157710,65558.0,993300.0
2000-03-28,12436,12436,11575,12070,171170,65558.0,993300.0
2000-03-29,11888,11888,11101,11429,63600,62081.0,993300.0
2000-03-30,11062,11705,11062,11339,27450,61585.0,993300.0
2000-03-31,9985,11705,9985,11703,74760,63571.0,993300.0
2000-04-03,11796,11796,10954,11703,39810,63571.0,993300.0
2000-04-04,11082,11705,11027,11703,57180,63571.0,993300.0
2000-04-06,11521,11705,11119,11667,58280,63373.0,993300.0
2000-04-07,11337,12325,11337,11703,103220,63571.0,993300.0
2000-04-10,11357,12053,11357,11869,66810,64465.0,993300.0
2000-04-11,11392,11704,11246,11649,22320,63273.0,993300.0
2000-04-12,11339,11870,11339,11869,71740,64465.0,993300.0
2000-04-14,11540,11869,11448,11832,78380,64267.0,993300.0
2000-04-17,10421,10971,10421,10424,84850,58328.0,1023300.0
2000-04-18,10058,10992,9510,10991,213710,61500.0,1023300.0
2000-04-19,10696,11061,10239,10424,305790,58328.0,1023300.0
2000-04-20,10421,10421,10421,10424,0,58328.0,1023300.0
2000-04-21,10421,10421,10421,10424,0,,
2000-04-24,9325,10405,9179,9181,936446,51370.0,10233000.0
2000-04-25,8085,8963,8085,8083,889707,45230.0,10233000.0
2000-04-26,8413,9053,7791,9052,506585,50653.0,10233000.0
2000-04-27,9326,10132,9235,10131,426715,56691.0,10233000.0
2000-04-28,10607,11155,10332,10790,531429,60375.0,10233000.0
2000-05-02,10239,11336,10056,11083,374893,62012.0,10233000.0
2000-05-03,11138,11138,10423,10790,250876,60375.0,10233000.0
2000-05-04,10680,11155,10423,10698,337513,59863.0,10233000.0
2000-05-08,10424,11448,10424,10991,488887,61500.0,10233000.0
2000-05-09,9783,11228,9783,10972,269848,61398.0,10233000.0
2000-05-10,10789,11155,10551,10606,179650,59351.0,10233000.0
2000-05-12,10258,11153,10092,11064,282951,61910.0,10233000.0
2000-05-15,10787,12177,10787,11265,441117,63035.0,10233000.0
2000-05-16,11081,11612,9930,10516,238278,58840.0,10233000.0
2000-05-17,10149,10789,9255,9253,277897,51779.0,10233000.0
2000-05-18,8173,9123,8154,8156,244529,45639.0,10233000.0
2000-05-19,7863,8412,7186,8138,229364,45537.0,10233000.0
2000-05-22,8138,8905,7168,7169,247198,40113.0,10233000.0
2000-05-23,6399,7315,6308,6310,180331,35304.0,10233000.0
2000-05-24,5560,5578,5560,5559,67144,31108.0,10233000.0
2000-05-25,4900,6216,4900,6182,371116,34588.0,10233000.0
2000-05-26,5762,6182,5451,5449,159720,30494.0,10233000.0
2000-05-29,4809,5668,4809,5541,229961,31006.0,10233000.0
2000-05-30,5541,6200,5541,6199,166656,34690.0,10233000.0
2000-05-31,6658,6932,6583,6930,136463,38783.0,10233000.0
2000-06-01,7423,7753,7314,7753,200376,43388.0,10233000.0
2000-06-02,8667,8667,8412,8668,517108,48504.0,10233000.0
2000-06-05,9489,9690,8776,9692,487077,54235.0,10233000.0
2000-06-07,10057,10057,9471,9784,310794,54747.0,10233000.0
2000-06-08,9325,10513,8610,10424,238362,58328.0,10233000.0
2000-06-09,10057,10971,9874,10644,266634,59556.0,10233000.0
2000-06-12,10644,10971,9966,9967,193836,55770.0,10233000.0
2000-06-13,9437,9874,8778,8961,232015,50142.0,10233000.0
2000-06-14,8961,9673,7919,9308,294675,52086.0,10233000.0
2000-06-15,9143,9692,8246,8614,198143,48197.0,10233000.0
2000-06-16,8595,8870,7955,8778,202367,49118.0,10233000.0
2000-06-19,7972,9108,7972,8869,337006,49630.0,10233000.0
2000-06-20,8597,9109,8048,8412,169179,47072.0,10233000.0
2000-06-21,8047,8229,7406,7407,370183,41444.0,10233000.0
2000-06-22,6583,7754,6530,6528,640137,36532.0,10233000.0
2000-06-23,6765,6765,6072,6310,390173,35304.0,10233000.0
2000-06-26,6418,7058,6418,7059,236988,39499.0,10233000.0
2000-06-27,7900,7900,7900,7900,61502,44207.0,10233000.0
2000-06-28,8834,8834,8247,8832,683403,49425.0,10233000.0
2000-06-29,8889,9693,8504,9491,565262,53109.0,10233000.0
2000-06-30,8778,9143,8412,8778,237644,49118.0,10233000.0
2000-07-03,8502,9818,8502,9363,379476,52393.0,10233000.0
2000-07-04,9144,9875,8779,9655,317128,54030.0,10233000.0
2000-07-05,9694,9785,8597,9052,335184,50653.0,10233000.0
2000-07-06,8246,8777,7972,7974,185650,44616.0,10233000.0
2000-07-07,7791,8157,7023,7022,432601,39295.0,10233000.0
2000-07-10,7681,7864,7499,7863,75734,44002.0,10233000.0
2000-07-11,8230,8797,8047,8230,458106,46048.0,10233000.0
2000-07-12,7864,8102,7407,8101,238338,45332.0,10233000.0
2000-07-13,8229,8229,7589,8028,250341,44923.0,10233000.0
2000-07-14,7680,8027,7589,7845,137352,43900.0,10233000.0
2000-07-18,7883,7957,6913,7351,173260,41137.0,10233000.0
2000-07-19,6784,8028,6620,7937,356538,44411.0,10233000.0
2000-07-20,8047,8229,7498,7515,193006,42058.0,10233000.0
2000-07-21,7315,7589,6784,6913,232165,38681.0,10233000.0
2000-07-24,6893,6893,6088,6090,549464,34076.0,10233000.0
2000-07-25,5668,5888,5377,5705,478409,31927.0,10233000.0
2000-07-26,5706,6146,5652,5961,329990,33360.0,10233000.0
2000-07-27,5247,6017,5247,5705,254427,31927.0,10233000.0
2000-07-28,5942,5942,5303,5413,252929,30290.0,10233000.0
2000-07-31,5138,5559,4937,5211,173715,29164.0,10233000.0
2000-08-01,5303,5834,5247,5834,414188,32643.0,10233000.0
2000-08-02,6035,6530,5943,6528,827998,36532.0,10233000.0
2000-08-03,6619,7040,6071,6346,681507,35509.0,10233000.0
2000-08-04,6217,6346,5724,5797,367014,32439.0,10233000.0
2000-08-07,5485,6034,5485,5797,243730,32439.0,10233000.0
2000-08-08,5668,6164,5578,5834,275185,32643.0,10233000.0
2000-08-09,5724,6125,5687,5980,421353,33462.0,10233000.0
2000-08-10,5941,5941,5666,5852,175901,32746.0,10233000.0
2000-08-11,5724,5814,5485,5797,166709,32439.0,10233000.0
2000-08-14,5795,5887,5686,5815,182713,32541.0,10233000.0
2000-08-16,5814,6510,5743,6510,708875,36429.0,10233000.0
2000-08-17,6637,6840,6199,6510,608135,36429.0,10233000.0
2000-08-18,6712,7277,6272,7278,688090,40727.0,10233000.0
2000-08-21,7407,8138,7277,7937,756007,44411.0,10233000.0
2000-08-22,7863,8138,7387,7461,436973,41751.0,10233000.0
2000-08-23,7459,7807,7459,7571,276818,42365.0,10233000.0
2000-08-24,7060,7590,6675,6766,675064,37862.0,10233000.0
2000-08-25,6308,7133,6308,6895,263553,38578.0,10233000.0
2000-08-28,6583,7134,6583,6930,236183,38783.0,10233000.0
2000-08-29,6950,7499,6601,7369,381464,41239.0,10233000.0
2000-08-30,7315,8229,7132,8028,602071,44923.0,10233000.0
2000-08-31,8010,8138,7351,7553,371286,42262.0,10233000.0
2000-09-01,7863,8357,7589,7955,751440,44514.0,10233000.0
2000-09-04,7681,7681,7004,7004,717221,39192.0,10233000.0
2000-09-05,6967,7041,6216,7041,726261,39397.0,10233000.0
2000-09-06,6766,7226,6602,6858,703000,38374.0,10233000.0
2000-09-07,6967,7352,6034,6108,1336751,34178.0,10233000.0
2000-09-08,6125,6363,5485,5980,478119,33462.0,10233000.0
2000-09-14,5595,5978,5595,5761,181233,32234.0,10233000.0
2000-09-15,5669,6164,5669,5961,375154,33360.0,10233000.0
2000-09-18,5668,5760,5247,5467,380128,30597.0,10233000.0
2000-09-19,5304,6109,5120,6016,290631,33667.0,10233000.0
2000-09-20,6054,6676,6054,6620,295624,37043.0,10233000.0
2000-09-21,6398,6764,6216,6492,345610,36327.0,10233000.0
2000-09-22,6619,6931,5795,6692,306476,37453.0,10233000.0
2000-09-25,6490,7276,6490,7223,377168,40420.0,10233000.0
2000-09-26,7225,7278,6364,6364,570297,35611.0,10233000.0
2000-09-27,6033,6437,5612,5669,1250625,31722.0,10233000.0
2000-09-28,5797,5943,5267,5651,725543,31620.0,10233000.0
2000-09-29,5631,5834,5393,5523,1430407,30904.0,10233000.0
2000-10-02,5486,5486,5194,5359,1113085,29983.0,10233000.0
2000-10-04,5158,5745,5158,5449,889001,30494.0,10233000.0
2000-10-05,5668,5834,5577,5724,1073871,32029.0,10233000.0
2000-10-06,5760,6164,5577,5797,1465056,32439.0,10233000.0
2000-10-09,5778,5906,5393,5413,809695,30290.0,10233000.0
2000-10-10,5322,5614,5139,5303,642856,29676.0,10233000.0
2000-10-11,5175,5285,4681,4755,646829,26606.0,10233000.0
2000-10-12,4297,4774,4297,4444,532302,24866.0,10233000.0
2000-10-13,4114,4169,3912,3913,599054,21899.0,10233000.0
2000-10-16,4115,4370,4115,4371,634973,24457.0,10233000.0
2000-10-17,4297,4735,4023,4371,727979,24457.0,10233000.0
2000-10-18,4151,4390,3932,4024,682117,22513.0,10233000.0
2000-10-19,3931,4131,3822,3913,553763,21899.0,10233000.0
2000-10-20,4021,4113,3894,3968,780710,22206.0,10233000.0
2000-10-23,3895,4243,3676,3767,1143544,21080.0,10233000.0
2000-10-24,3840,3931,3675,3712,561263,20773.0,10233000.0
2000-10-25,3658,3713,3274,3292,913938,18419.0,10233000.0
2000-10-26,3272,3328,2961,3073,815392,17191.0,10233000.0
2000-10-27,3035,3182,2853,2907,727055,16270.0,10233000.0
2000-10-30,2761,2835,2561,2561,887847,14326.0,10233000.0
2000-10-31,2303,2795,2267,2798,1875542,15656.0,10233000.0
2000-11-01,3017,3126,2815,2817,2795078,15759.0,10233000.0
2000-11-02,2817,2817,2488,2524,1116891,14122.0,10233000.0
2000-11-03,2471,2635,2471,2542,759084,14224.0,10233000.0
2000-11-06,2542,2726,2542,2596,659672,14531.0,10233000.0
2000-11-07,2669,2669,2470,2469,646433,13815.0,10233000.0
2000-11-08,2396,2488,2304,2358,517505,13201.0,10233000.0
2000-11-09,2284,2634,2249,2633,1649660,14736.0,10233000.0
2000-11-10,2781,2817,2506,2596,1586384,14531.0,10233000.0
2000-11-13,2615,2653,2324,2358,674874,13201.0,10233000.0
