아이쓰리시스템(214430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-04-13,22322,22624,22221,22448,3948,150498.0,3374400.0
2017-04-14,22146,22523,22070,22322,8749,149655.0,3374400.0
2017-04-17,22322,22548,21818,21995,9657,147461.0,3374400.0
2017-04-18,21944,22271,21441,22222,8722,148980.0,3374400.0
2017-04-19,22221,24008,22221,23807,30986,159609.0,3374400.0
2017-04-20,23781,24712,23580,24285,57709,162815.0,3374400.0
2017-04-21,24134,24410,23504,24109,20902,161634.0,3374400.0
2017-04-24,23756,24360,23756,23807,6875,159609.0,3374400.0
2017-04-25,23857,24763,23580,24386,16922,163490.0,3374400.0
2017-04-26,24335,24863,24259,24663,13127,165346.0,3374400.0
2017-04-27,24637,24637,23756,24084,13477,161465.0,3374400.0
2017-04-28,24108,24134,23907,24084,2970,161465.0,3374400.0
2017-05-02,24461,24461,23127,23555,14666,157922.0,3374400.0
2017-05-04,23655,23932,23404,23807,6800,159609.0,3374400.0
2017-05-08,23806,24134,23530,24084,12028,161465.0,3374400.0
2017-05-10,23706,24436,23706,24033,10643,161128.0,3374400.0
2017-05-11,24134,24134,23555,23580,11733,158091.0,3374400.0
2017-05-12,23555,23555,23051,23304,7368,156235.0,3374400.0
2017-05-15,23228,23228,22548,22700,16926,152185.0,3374400.0
2017-05-16,22649,23001,22448,22700,3735,152185.0,3374400.0
2017-05-17,22699,22850,22095,22146,13842,148474.0,3374400.0
2017-05-18,22095,22800,22095,22524,8322,151004.0,3374400.0
2017-05-19,22548,22775,22095,22171,9542,148642.0,3374400.0
2017-05-22,22171,22271,21617,21743,20723,145774.0,3374400.0
2017-05-23,21844,22397,21642,22196,13956,148811.0,3374400.0
2017-05-24,21995,22548,21995,22448,10775,150498.0,3374400.0
2017-05-25,22448,22448,21995,22398,11124,150161.0,3374400.0
2017-05-26,22498,22649,22246,22624,14257,151679.0,3374400.0
2017-05-29,22649,22649,20585,21618,27509,144930.0,3374400.0
2017-05-30,21617,22372,21542,22171,25126,148642.0,3374400.0
2017-05-31,22347,22800,22322,22524,17030,151004.0,3374400.0
2017-06-01,22750,23555,22422,23429,24476,157078.0,3374400.0
2017-06-02,23530,23530,22951,23203,17077,155560.0,3374400.0
2017-06-05,23202,23857,22649,23706,14040,158934.0,3374400.0
2017-06-07,23932,23932,23253,23706,11852,158934.0,3374400.0
2017-06-08,23530,23555,22850,23027,15632,154379.0,3374400.0
2017-06-09,22800,23228,22523,22725,14316,152354.0,3374400.0
2017-06-12,22750,22900,22120,22851,12276,153198.0,3374400.0
2017-06-13,22900,22976,22448,22901,8106,153535.0,3374400.0
2017-06-14,22900,23001,22171,22373,13846,149992.0,3374400.0
2017-06-15,22372,22548,21995,22549,7866,151173.0,3374400.0
2017-06-16,22548,22599,22095,22373,10370,149992.0,3374400.0
2017-06-19,22347,22573,21919,22171,15562,148642.0,3374400.0
2017-06-20,22498,22498,21844,22146,10871,148474.0,3374400.0
2017-06-21,22372,22372,21642,22146,7856,148474.0,3374400.0
2017-06-22,22146,22171,21617,21920,10157,146955.0,3374400.0
2017-06-23,21768,22070,21667,21920,1925,146955.0,3374400.0
2017-06-26,21667,22020,21139,21265,21601,142568.0,3374400.0
2017-06-27,21290,23555,21290,22146,131708,148474.0,3374400.0
2017-06-28,22548,23253,22372,22951,37566,153873.0,3374400.0
2017-06-29,22800,23278,22775,23027,19879,154379.0,3374400.0
2017-06-30,22900,23404,22649,23329,14509,156403.0,3374400.0
2017-07-03,23379,24209,23379,24033,30318,161128.0,3374400.0
2017-07-04,23857,24209,23756,23908,15500,160284.0,3374400.0
2017-07-05,23907,24184,23655,23908,21493,160284.0,3374400.0
2017-07-06,23907,23957,23504,23505,15182,157584.0,3374400.0
2017-07-07,23504,23706,23353,23656,22979,158597.0,3374400.0
2017-07-10,23454,23907,23228,23354,23566,156572.0,3374400.0
2017-07-11,23202,24033,23202,23480,19823,157416.0,3374400.0
2017-07-12,23655,23655,22951,23278,24686,156066.0,3374400.0
2017-07-13,23152,23379,22750,22750,40401,152523.0,3374400.0
2017-07-14,23000,23050,21750,22500,49448,75924.0,3374400.0
2017-07-17,22700,22700,21900,22400,20433,75587.0,3374400.0
2017-07-18,22300,23000,22300,22550,22587,76093.0,3374400.0
2017-07-19,22550,23050,22200,22900,17782,77274.0,3374400.0
2017-07-20,22650,23000,22400,22850,14967,77105.0,3374400.0
2017-07-21,22950,22950,22150,22550,14777,76093.0,3374400.0
2017-07-24,22650,22650,22000,22350,21548,75418.0,3374400.0
2017-07-25,22050,22350,21800,21900,25745,73899.0,3374400.0
2017-07-26,22000,25450,22000,24050,156428,81154.0,3374400.0
2017-07-27,24350,24950,23050,23350,55563,78792.0,3374400.0
2017-07-28,23350,24500,23200,23700,39694,79973.0,3374400.0
2017-07-31,23500,25900,23450,25200,132064,85035.0,3374400.0
2017-08-01,25200,26650,25200,26000,106943,87734.0,3374400.0
2017-08-02,26250,26500,24450,24700,56712,83348.0,3374400.0
2017-08-03,24300,24650,23300,23600,85148,79636.0,3374400.0
2017-08-04,23750,23900,22750,23650,34139,79805.0,3374400.0
2017-08-07,22750,23650,22300,22850,150000,153409.0,6713760.0
2017-08-08,23650,24400,23300,24050,147279,161466.0,6713760.0
2017-08-09,25100,26000,24750,25300,327263,169858.0,6713760.0
2017-08-10,25000,25250,24000,24000,107970,161130.0,6713760.0
2017-08-11,23850,24350,23200,23400,73559,157102.0,6713760.0
2017-08-14,23500,23650,23050,23050,41482,158018.0,6855460.0
2017-08-16,23300,23650,22600,23600,52394,161789.0,6855460.0
2017-08-17,23550,23750,23100,23500,37738,161103.0,6855460.0
2017-08-18,23750,25200,23500,25100,146099,172072.0,6855460.0
2017-08-21,25000,25100,24600,24600,39666,168644.0,6855460.0
2017-08-22,24600,25000,23900,24200,62008,165902.0,6855460.0
2017-08-23,24200,25100,24150,25000,45467,171386.0,6855460.0
2017-08-24,25000,25100,24100,24100,63199,165217.0,6855460.0
2017-08-25,24000,24750,24000,24300,34423,166588.0,6855460.0
2017-08-28,24350,24750,24250,24700,30498,169330.0,6855460.0
2017-08-29,24700,25150,24450,24650,45130,168987.0,6855460.0
2017-08-30,24700,25900,24700,25400,143638,174129.0,6855460.0
2017-08-31,25300,25600,25050,25450,60840,174471.0,6855460.0
2017-09-01,25450,25650,24900,25100,36281,172072.0,6855460.0
2017-09-04,25100,25750,24200,24300,78826,166588.0,6855460.0
2017-09-05,24450,24650,24100,24100,30295,165217.0,6855460.0
2017-09-06,23900,24500,23850,24350,17037,166930.0,6855460.0
2017-09-07,24450,24550,24000,24050,25052,164874.0,6855460.0
2017-09-08,24050,24350,23700,23900,19899,163845.0,6855460.0
2017-09-11,23850,24100,23500,23650,30295,162132.0,6855460.0
2017-09-12,23700,24100,23400,24000,27110,164531.0,6855460.0
2017-09-13,23900,24000,23350,23400,27074,160418.0,6855460.0
2017-09-14,23700,24150,23400,24150,21618,165559.0,6855460.0
2017-09-15,24150,24250,23650,24250,30526,166245.0,6855460.0
2017-09-18,24000,24300,23450,23800,37625,163160.0,6855460.0
2017-09-19,23800,24250,23600,23600,29735,161789.0,6855460.0
2017-09-20,23500,23850,23300,23500,13845,161103.0,6855460.0
2017-09-21,23450,23650,22800,22950,35134,157333.0,6855460.0
2017-09-22,22950,23450,22600,22650,26210,155276.0,6855460.0
2017-09-25,22600,23300,21750,22300,31115,152877.0,6855460.0
2017-09-26,22000,23100,21900,22950,24103,157333.0,6855460.0
2017-09-27,23150,23450,22200,22350,38111,153220.0,6855460.0
2017-09-28,22200,22600,22100,22450,15466,153905.0,6855460.0
2017-09-29,22650,22650,22200,22350,15858,153220.0,6855460.0
2017-10-10,22350,22500,21650,22000,20559,150820.0,6855460.0
2017-10-11,22300,22350,21800,22150,20160,151848.0,6855460.0
2017-10-12,22050,22150,21850,21950,22853,150477.0,6855460.0
2017-10-13,21950,22200,21550,21800,26392,149449.0,6855460.0
2017-10-16,21950,22100,21250,21300,24298,146021.0,6855460.0
2017-10-17,21300,21950,21300,21650,27891,148421.0,6855460.0
2017-10-18,21700,21800,21200,21300,16823,146021.0,6855460.0
2017-10-19,21200,21950,21200,21600,21658,148078.0,6855460.0
2017-10-20,21900,22150,21350,21550,19240,147735.0,6855460.0
2017-10-23,21450,21500,21250,21300,18946,146021.0,6855460.0
2017-10-24,21150,21650,21150,21300,14067,146021.0,6855460.0
2017-10-25,21350,21400,20900,21150,26337,144993.0,6855460.0
2017-10-26,21250,21250,20650,20700,52296,141908.0,6855460.0
2017-10-27,20700,21150,20700,20950,21754,143622.0,6855460.0
2017-10-30,21200,21350,21000,21100,14687,144650.0,6855460.0
2017-10-31,21300,21300,20850,21000,24655,143965.0,6855460.0
2017-11-01,20950,21800,20650,21450,46491,147050.0,6855460.0
2017-11-02,21300,21450,20750,21300,43596,146021.0,6855460.0
2017-11-03,21450,21450,21000,21300,11808,146021.0,6855460.0
2017-11-06,21300,21300,20900,20950,14983,143622.0,6855460.0
2017-11-07,21000,21150,20700,21000,17831,143965.0,6855460.0
2017-11-08,21200,21500,20750,20850,32730,142936.0,6855460.0
2017-11-09,20900,21400,20700,21300,32859,146021.0,6855460.0
2017-11-10,21300,21550,20950,21200,43480,145336.0,6855460.0
2017-11-13,21250,22250,21000,22200,60487,152191.0,6855460.0
2017-11-14,22450,22500,22000,22200,41128,152191.0,6855460.0
2017-11-15,22400,22900,22050,22850,53155,156647.0,6855460.0
2017-11-16,22900,23100,22300,23000,40756,157676.0,6855460.0
2017-11-17,23050,23050,22400,22700,18535,155619.0,6855460.0
2017-11-20,22950,22950,22100,22400,31339,153562.0,6855460.0
2017-11-21,22650,22650,22000,22450,36905,153905.0,6855460.0
2017-11-22,22450,22500,21700,22000,29342,150820.0,6855460.0
2017-11-23,22000,22800,21900,22750,39463,155962.0,6855460.0
2017-11-24,22450,22900,22400,22900,40202,156990.0,6855460.0
2017-11-27,22950,23750,22950,23600,68573,161789.0,6855460.0
2017-11-28,23400,23900,23300,23650,43552,162132.0,6855460.0
2017-11-29,23450,23850,23150,23550,19023,161446.0,6855460.0
2017-11-30,23150,24050,22800,23550,41858,161446.0,6855460.0
2017-12-01,23400,23950,23400,23550,17414,161446.0,6855460.0
2017-12-04,23600,24100,23600,23900,29414,163845.0,6855460.0
2017-12-05,24000,24000,22950,23400,30619,160418.0,6855460.0
2017-12-06,23400,23600,23000,23200,20024,159047.0,6855460.0
2017-12-07,22950,23300,22350,22450,170287,153905.0,6855460.0
2017-12-08,22500,22950,22300,22400,30223,153562.0,6855460.0
2017-12-11,22400,23100,22000,22850,18373,156647.0,6855460.0
2017-12-12,22850,23250,22750,22950,13311,157333.0,6855460.0
2017-12-13,22900,23250,22700,22900,19140,156990.0,6855460.0
2017-12-14,22750,23200,22650,22850,14505,156647.0,6855460.0
2017-12-15,22850,23000,22450,22500,23619,154248.0,6855460.0
2017-12-18,22500,22950,22200,22200,19243,152191.0,6855460.0
2017-12-19,22250,22500,21400,21650,38997,148421.0,6855460.0
2017-12-20,21900,21900,21500,21600,12869,148078.0,6855460.0
2017-12-21,21750,21750,21150,21400,21800,146707.0,6855460.0
2017-12-22,21500,21800,21250,21700,15844,148763.0,6855460.0
2017-12-26,21700,22100,21400,21550,22924,147735.0,6855460.0
2017-12-27,21300,21800,21250,21500,21895,147392.0,6855460.0
2017-12-28,21650,22500,21650,22000,47059,150820.0,6855460.0
2018-01-02,22000,22400,21800,22350,39239,153220.0,6855460.0
2018-01-03,22300,23950,22300,23850,104465,163503.0,6855460.0
2018-01-04,23700,24350,23500,23950,51167,164188.0,6855460.0
2018-01-05,23950,25100,23200,25000,102645,171386.0,6855460.0
2018-01-08,25050,25700,25050,25650,63186,175843.0,6855460.0
2018-01-09,25600,25650,25000,25350,47025,173786.0,6855460.0
2018-01-10,25350,25450,24350,25050,34271,171729.0,6855460.0
2018-01-11,24900,25450,24750,25450,30198,174471.0,6855460.0
2018-01-12,25350,25600,24500,25250,27736,173100.0,6855460.0
2018-01-15,25200,25250,24450,24950,31485,171044.0,6855460.0
2018-01-16,24900,25500,24700,25150,24750,172415.0,6855460.0
2018-01-17,25150,25400,24800,25100,28684,172072.0,6855460.0
2018-01-18,25250,26400,25100,26150,96712,179270.0,6855460.0
2018-01-19,26150,26350,25500,25750,34183,176528.0,6855460.0
2018-01-22,25750,26250,25500,26050,37209,178585.0,6855460.0
2018-01-23,26000,26200,25550,25900,34281,177556.0,6855460.0
2018-01-24,25700,25950,24900,25350,52101,173786.0,6855460.0
2018-01-25,25100,25700,25100,25550,19418,175157.0,6855460.0
2018-01-26,25700,25850,25250,25600,24273,175500.0,6855460.0
2018-01-29,25750,25950,24600,24650,60865,168987.0,6855460.0
2018-01-30,24400,24800,24100,24400,59575,167273.0,6855460.0
2018-01-31,24100,24750,23800,24150,53820,165559.0,6855460.0
2018-02-01,24350,24600,23850,24300,37512,166588.0,6855460.0
2018-02-02,24300,24300,23750,24250,28467,166245.0,6855460.0
2018-02-05,23700,24000,23150,23200,35683,159047.0,6855460.0
2018-02-06,22400,22800,21950,22600,53056,154933.0,6855460.0
2018-02-07,23100,23350,22450,22650,35586,155276.0,6855460.0
2018-02-08,22950,23400,22500,23300,30367,159732.0,6855460.0
2018-02-09,22750,22850,22400,22700,18437,155619.0,6855460.0
2018-02-12,22700,23250,22550,23000,22212,157676.0,6855460.0
2018-02-13,23000,23200,22300,23200,23636,159047.0,6855460.0
2018-02-14,23000,23000,22250,22550,33073,154591.0,6855460.0
2018-02-19,22550,22950,22500,22850,14102,156647.0,6855460.0
2018-02-20,22900,22900,22550,22600,9400,154933.0,6855460.0
2018-02-21,22600,22800,22200,22400,27824,153562.0,6855460.0
2018-02-22,22250,22600,22200,22450,10858,153905.0,6855460.0
2018-02-23,22950,23100,22700,22950,17281,157333.0,6855460.0
2018-02-26,23050,23950,22950,23300,39428,159732.0,6855460.0
2018-02-27,23200,23750,23200,23700,19169,162474.0,6855460.0
2018-02-28,23350,23550,22800,22950,28927,157333.0,6855460.0
2018-03-02,22950,22950,22450,22850,20923,156647.0,6855460.0
2018-03-05,22400,22800,22300,22350,21553,153220.0,6855460.0
2018-03-06,22400,23650,22350,23400,33434,160418.0,6855460.0
2018-03-07,23900,25000,23750,24200,177196,165902.0,6855460.0
2018-03-08,24200,25400,24200,25250,133325,173100.0,6855460.0
2018-03-09,25050,25500,24750,25300,71023,173443.0,6855460.0
2018-03-12,25200,25500,24850,25500,54387,174814.0,6855460.0
2018-03-13,25500,25550,25050,25200,25352,172758.0,6855460.0
2018-03-14,25100,25450,24700,25300,20618,173443.0,6855460.0
2018-03-15,25050,25400,24750,24950,25591,171044.0,6855460.0
2018-03-16,24950,25200,24850,25100,16081,172072.0,6855460.0
2018-03-19,25100,25450,24700,25450,23971,174471.0,6855460.0
2018-03-20,25150,25550,25100,25250,29395,173100.0,6855460.0
2018-03-21,25400,25500,24800,25450,29234,174471.0,6855460.0
2018-03-22,25450,25500,24800,25000,21413,171386.0,6855460.0
2018-03-23,24700,24800,23550,24000,47381,164531.0,6855460.0
2018-03-26,23650,24400,23650,24250,21691,166245.0,6855460.0
2018-03-27,24350,24500,23900,24400,10545,167273.0,6855460.0
2018-03-28,24250,24250,23600,23750,13295,162817.0,6855460.0
2018-03-29,23600,24450,23600,24200,10244,165902.0,6855460.0
2018-03-30,24500,24500,23900,24300,15330,166588.0,6855460.0
2018-04-02,24400,24400,23650,24050,20491,164874.0,6855460.0
2018-04-03,23750,24100,23400,23500,22812,161103.0,6855460.0
2018-04-04,23500,23550,23100,23500,17797,161103.0,6855460.0
2018-04-05,23300,23900,23300,23700,28795,162474.0,6855460.0
2018-04-06,23650,23850,23300,23600,11032,161789.0,6855460.0
2018-04-09,23750,23750,23000,23550,27139,161446.0,6855460.0
2018-04-10,23500,24000,23150,23950,12704,164188.0,6855460.0
2018-04-11,24050,25200,23900,25050,48376,171729.0,6855460.0
2018-04-12,25000,25100,24400,24550,21835,168302.0,6855460.0
2018-04-13,24850,25100,24150,24800,16641,170015.0,6855460.0
2018-04-16,24600,25000,24250,24600,20569,168644.0,6855460.0
2018-04-17,24600,24800,24450,24700,20125,169330.0,6855460.0
2018-04-18,24550,24700,23650,23800,49008,163160.0,6855460.0
2018-04-19,23800,23900,22550,22700,67434,155619.0,6855460.0
2018-04-20,22450,22750,22000,22450,77108,153905.0,6855460.0
2018-04-23,22250,22400,21950,22350,46511,153220.0,6855460.0
2018-04-24,22800,23200,22450,22900,48772,156990.0,6855460.0
2018-04-25,22900,24200,22050,22950,160265,157333.0,6855460.0
2018-04-26,23000,23200,22450,23050,20541,158018.0,6855460.0
2018-04-27,23050,23100,22500,22600,26890,154933.0,6855460.0
2018-04-30,22400,22750,22100,22300,23331,152877.0,6855460.0
2018-05-02,22300,22450,21900,22100,36931,151506.0,6855460.0
2018-05-03,22250,22600,22000,22500,19254,154248.0,6855460.0
2018-05-04,22600,22850,21900,22800,46746,156304.0,6855460.0
2018-05-08,22800,23250,22450,22500,52915,154248.0,6855460.0
2018-05-09,22850,23600,22200,23550,115227,161446.0,6855460.0
2018-05-10,23750,23750,22700,22950,36974,157333.0,6855460.0
2018-05-11,22850,22950,22550,22800,19978,156304.0,6855460.0
2018-05-14,22800,22800,22050,22300,28001,152877.0,6855460.0
2018-05-15,22300,22600,22000,22250,19550,152534.0,6855460.0
2018-05-16,22250,22300,21600,21900,35907,150135.0,6855460.0
2018-05-17,21950,22050,21500,21750,33705,149106.0,6855460.0
2018-05-18,21750,22300,21750,22100,16408,151506.0,6855460.0
2018-05-21,22150,22200,21700,21900,18233,150135.0,6855460.0
2018-05-23,21900,21950,21350,21600,46884,148078.0,6855460.0
2018-05-24,21550,21750,21050,21300,27290,146021.0,6855460.0
2018-05-25,21950,22000,20100,20350,118661,139509.0,6855460.0
2018-05-28,20350,21000,20100,20700,57884,141908.0,6855460.0
2018-05-29,20950,21700,20550,21000,47278,143965.0,6855460.0
2018-05-30,21100,21250,20700,21150,20493,144993.0,6855460.0
2018-05-31,21150,22250,21050,21750,54064,149106.0,6855460.0
2018-06-01,22200,22600,21700,22300,69861,158481.0,7106760.0
2018-06-04,22450,22450,21550,21800,19114,154927.0,7106760.0
2018-06-05,21800,22000,21400,21650,7129,153861.0,7106760.0
2018-06-07,21650,22700,21200,22200,41229,157770.0,7106760.0
2018-06-08,22250,22500,22000,22150,13748,157415.0,7106760.0
2018-06-11,22000,22400,21500,21750,11295,154572.0,7106760.0
2018-06-12,21750,21850,21450,21600,10539,153506.0,7106760.0
2018-06-14,21750,22000,21000,21500,15042,152795.0,7106760.0
2018-06-15,21200,22050,21200,21850,22554,155283.0,7106760.0
2018-06-18,21450,21750,20550,21000,35369,149242.0,7106760.0
2018-06-19,21000,21000,20100,20150,43571,143201.0,7106760.0
2018-06-20,20200,20800,20000,20450,20981,145333.0,7106760.0
2018-06-21,20450,20550,19650,19800,50955,140714.0,7106760.0
2018-06-22,20000,20000,18800,18900,77311,134318.0,7106760.0
2018-06-25,18900,19700,18750,19700,40698,140003.0,7106760.0
2018-06-26,19500,20500,19200,20250,22469,143912.0,7106760.0
2018-06-27,20400,20400,19900,20200,7849,143557.0,7106760.0
2018-06-28,20600,20600,19800,19800,12761,140714.0,7106760.0
2018-06-29,20150,20600,19850,20500,16557,145689.0,7106760.0
2018-07-02,20500,20500,19300,19600,11895,139292.0,7106760.0
2018-07-03,19450,19600,19050,19350,16339,137516.0,7106760.0
2018-07-04,19250,19550,18800,19000,25245,135028.0,7106760.0
2018-07-05,19000,19300,18450,18800,38738,133607.0,7106760.0
2018-07-06,18950,19000,18450,18850,15617,133962.0,7106760.0
2018-07-09,18850,19050,18700,18950,6276,134673.0,7106760.0
2018-07-10,19050,19050,18700,18900,15758,134318.0,7106760.0
2018-07-11,18850,19400,18450,19350,21618,137516.0,7106760.0
2018-07-12,19300,19300,18850,19100,9005,135739.0,7106760.0
2018-07-13,19300,19350,19000,19150,11130,136094.0,7106760.0
2018-07-16,19250,19300,18950,19150,6800,136094.0,7106760.0
2018-07-17,19200,19200,18600,18850,13707,133962.0,7106760.0
2018-07-18,18850,18900,18300,18550,17923,131830.0,7106760.0
2018-07-19,18650,18650,17550,17900,40341,127211.0,7106760.0
2018-07-20,18000,19700,17750,18850,87841,133962.0,7106760.0
2018-07-23,18650,18850,18150,18150,25369,128988.0,7106760.0
2018-07-24,17900,18450,17900,18100,16131,128632.0,7106760.0
2018-07-25,18000,18450,17450,17950,38388,127566.0,7106760.0
2018-07-26,18050,18400,17800,18200,35128,129343.0,7106760.0
2018-07-27,18200,18700,18200,18550,18429,131830.0,7106760.0
2018-07-30,18800,18800,18350,18500,15133,131475.0,7106760.0
2018-07-31,18400,18700,18000,18500,18066,131475.0,7106760.0
2018-08-01,18150,18550,18150,18400,12897,130764.0,7106760.0
2018-08-02,18400,18650,18150,18150,16806,128988.0,7106760.0
2018-08-03,18150,18700,17900,18550,22503,131830.0,7106760.0
2018-08-06,18550,18550,18150,18400,18585,130764.0,7106760.0
2018-08-07,18450,18450,18000,18200,19039,129343.0,7106760.0
2018-08-08,17900,18300,17000,17000,165329,120815.0,7106760.0
2018-08-09,16950,21550,16700,18050,1000642,128277.0,7106760.0
2018-08-10,17950,17950,17250,17450,165724,124013.0,7106760.0
2018-08-13,17200,17500,16650,16700,98739,118683.0,7106760.0
2018-08-14,16450,17150,16100,16900,94029,120104.0,7106760.0
2018-08-16,16400,16950,16300,16850,25761,119749.0,7106760.0
2018-08-17,16950,17650,16850,17150,46456,121881.0,7106760.0
2018-08-20,17150,17600,17000,17450,47288,124013.0,7106760.0
2018-08-21,17500,17550,17100,17450,34321,124013.0,7106760.0
2018-08-22,17500,17650,17350,17600,33572,125079.0,7106760.0
2018-08-23,17500,17750,17250,17500,28937,124368.0,7106760.0
2018-08-24,17500,17500,17050,17300,30916,122947.0,7106760.0
2018-08-27,17300,17350,16950,16950,36882,120460.0,7106760.0
2018-08-28,17050,17700,17000,17500,30635,124368.0,7106760.0
2018-08-29,17400,18200,17400,17950,78780,127566.0,7106760.0
2018-08-30,17950,18250,17950,18100,36061,128632.0,7106760.0
2018-08-31,18200,18350,17950,18150,24385,128988.0,7106760.0
2018-09-03,18200,18400,17850,18000,13673,127922.0,7106760.0
2018-09-04,18000,18100,17850,18000,20224,127922.0,7106760.0
2018-09-05,18100,18100,17750,18000,23252,127922.0,7106760.0
2018-09-06,17900,18050,17700,17950,17625,127566.0,7106760.0
2018-09-07,18000,18000,17400,17550,39201,124724.0,7106760.0
2018-09-10,17750,17850,17400,17700,28673,125790.0,7106760.0
2018-09-11,17600,17800,17250,17400,20009,123658.0,7106760.0
2018-09-12,17500,17700,17350,17700,23071,125790.0,7106760.0
2018-09-13,17700,18250,17600,18150,30973,128988.0,7106760.0
2018-09-14,18200,18800,18200,18450,35113,131120.0,7106760.0
2018-09-17,18700,18850,18150,18450,133733,131120.0,7106760.0
2018-09-18,18450,18450,17500,17500,58773,124368.0,7106760.0
2018-09-19,17650,19800,17550,18600,182365,132186.0,7106760.0
2018-09-20,18400,19400,18350,19050,96101,135384.0,7106760.0
2018-09-21,19100,19200,18750,19050,41861,135384.0,7106760.0
2018-09-27,18850,19400,18800,19050,28405,135384.0,7106760.0
2018-09-28,18850,19200,18500,18650,34932,132541.0,7106760.0
2018-10-01,18650,19000,18550,18650,21196,132541.0,7106760.0
2018-10-02,18650,18950,18250,18550,29738,131830.0,7106760.0
2018-10-04,18600,18600,17500,17750,70010,126145.0,7106760.0
2018-10-05,17550,17900,17300,17300,30632,122947.0,7106760.0
2018-10-08,17250,17500,16900,16900,22574,120104.0,7106760.0
2018-10-10,16800,18450,16800,17300,85400,122947.0,7106760.0
2018-10-11,16200,17300,16200,16500,57132,117262.0,7106760.0
2018-10-12,16250,17300,16250,17150,43265,121881.0,7106760.0
2018-10-15,16900,17950,16900,17600,34873,125079.0,7106760.0
2018-10-16,17500,18200,17350,18000,38173,127922.0,7106760.0
2018-10-17,18050,18200,17550,17600,36067,125079.0,7106760.0
2018-10-18,17600,18250,17600,17950,27578,127566.0,7106760.0
2018-10-19,17900,18250,17650,17850,25286,126856.0,7106760.0
2018-10-22,18100,19050,17400,19000,68720,135028.0,7106760.0
2018-10-23,18800,19050,18500,18750,59014,133252.0,7106760.0
2018-10-24,18700,19050,18200,18350,37692,130409.0,7106760.0
2018-10-25,17750,18050,17250,17500,44699,124368.0,7106760.0
2018-10-26,17600,18100,17100,17650,95874,125434.0,7106760.0
2018-10-29,17550,17550,15800,16350,97286,116196.0,7106760.0
2018-10-30,15950,16950,15950,16800,47884,119394.0,7106760.0
2018-10-31,16850,17350,16700,16900,41123,120104.0,7106760.0
2018-11-01,17050,18850,17050,18600,173597,132186.0,7106760.0
2018-11-02,18700,19200,18450,18600,79756,132186.0,7106760.0
2018-11-05,18550,19800,18400,19600,84019,139292.0,7106760.0
2018-11-06,19600,20200,19250,19600,93237,139292.0,7106760.0
2018-11-07,19750,20000,19200,19450,62987,138226.0,7106760.0
2018-11-08,19600,19900,19350,19900,30331,141425.0,7106760.0
2018-11-09,19850,19900,19200,19550,34684,138937.0,7106760.0
2018-11-12,19300,19350,18300,18600,84016,132186.0,7106760.0
2018-11-13,18050,18400,18000,18300,25885,130054.0,7106760.0
2018-11-14,18300,19550,18000,19150,62130,136094.0,7106760.0
2018-11-15,18950,19450,18750,19150,35608,136094.0,7106760.0
2018-11-16,19100,19500,18900,19150,24106,136094.0,7106760.0
2018-11-19,19300,19300,18800,19000,35019,135028.0,7106760.0
2018-11-20,18800,19100,18400,18650,26901,132541.0,7106760.0
2018-11-21,18450,18700,18050,18300,27087,130054.0,7106760.0
2018-11-22,18350,19200,18350,18800,26474,133607.0,7106760.0
2018-11-23,18800,19200,18200,18300,19106,130054.0,7106760.0
2018-11-26,18450,18500,17800,17950,54021,127566.0,7106760.0
2018-11-27,18000,18500,17950,18500,16473,131475.0,7106760.0
2018-11-28,18600,18700,18100,18300,14988,130054.0,7106760.0
2018-11-29,18450,18700,18150,18250,10416,129698.0,7106760.0
2018-11-30,18400,18550,18050,18100,12056,128632.0,7106760.0
2018-12-03,18100,18200,17650,17700,46646,125790.0,7106760.0
2018-12-04,17850,17950,17400,17550,18150,124724.0,7106760.0
2018-12-05,17300,17450,17100,17250,24869,122592.0,7106760.0
2018-12-06,17300,17350,16900,17000,27739,120815.0,7106760.0
2018-12-07,17050,17300,16950,17000,8844,120815.0,7106760.0
2018-12-10,17000,17000,16300,16550,25283,117617.0,7106760.0
2018-12-11,16600,16800,16500,16500,14015,117262.0,7106760.0
2018-12-12,16500,16900,16500,16900,9202,120104.0,7106760.0
2018-12-13,16800,17150,16800,16900,13010,120104.0,7106760.0
2018-12-14,16850,17100,16600,16750,11780,119038.0,7106760.0
2018-12-17,16600,16700,16050,16250,25351,115485.0,7106760.0
2018-12-18,16200,16600,16050,16450,15510,116906.0,7106760.0
2018-12-19,16250,16700,16200,16600,18833,117972.0,7106760.0
2018-12-20,16600,16850,16450,16500,15588,117262.0,7106760.0
2018-12-21,16300,16950,16300,16600,20423,117972.0,7106760.0
2018-12-24,16700,16700,16100,16200,28209,115130.0,7106760.0
2018-12-26,16000,16350,15800,16300,31222,115840.0,7106760.0
2018-12-27,16400,16450,16100,16350,8532,116196.0,7106760.0
2018-12-28,16300,16800,16200,16700,11185,118683.0,7106760.0
2019-01-02,16900,16900,16350,16400,16438,116551.0,7106760.0
2019-01-03,16500,18850,16200,18450,251697,131120.0,7106760.0
2019-01-04,18800,19300,18000,19250,173755,136805.0,7106760.0
2019-01-07,19500,19500,18400,18650,89656,132541.0,7106760.0
2019-01-08,18500,19100,18500,18850,38296,133962.0,7106760.0
