에이스침대(003800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,960,960,960,960,0,9408.0,1960000.0
1999-01-05,944,944,942,944,220551,9251.0,1960000.0
1999-01-06,944,944,944,944,0,9251.0,1960000.0
1999-01-07,944,944,944,944,0,,
1999-01-08,944,944,944,944,0,,
1999-01-11,960,960,960,960,0,9408.0,1960000.0
1999-01-12,960,960,960,960,0,,
1999-01-13,1074,1074,1074,1074,0,10525.0,1960000.0
1999-01-14,1200,1200,1200,1200,0,11760.0,1960000.0
1999-01-15,1344,1344,1344,1344,0,13171.0,1960000.0
1999-01-18,1344,1344,1344,1344,0,13171.0,1960000.0
1999-01-19,1344,1344,1344,1344,0,,
1999-01-20,1348,1348,1348,1348,0,13210.0,1960000.0
1999-01-21,1348,1348,1348,1348,50,13210.0,1960000.0
1999-01-22,1500,1500,1500,1500,0,14700.0,1960000.0
1999-01-25,1500,1500,1500,1500,0,14700.0,1960000.0
1999-01-26,1500,1500,1500,1500,0,,
1999-01-27,1500,1500,1500,1500,0,,
1999-01-28,1500,1500,1500,1500,0,,
1999-01-29,1680,1680,1680,1680,71,16464.0,1960000.0
1999-02-01,1880,1880,1880,1880,429,18424.0,1960000.0
1999-02-02,1880,1880,1880,1880,0,18424.0,1960000.0
1999-02-03,1880,1880,1880,1880,0,,
1999-02-04,1880,1880,1880,1880,0,,
1999-02-05,1700,2100,1700,2100,73,20580.0,1960000.0
1999-02-08,1850,2350,1850,1850,11,18130.0,1960000.0
1999-02-09,1800,1800,1800,1800,77,17640.0,1960000.0
1999-02-10,1590,1590,1590,1590,4490,15582.0,1960000.0
1999-02-11,1590,1590,1590,1590,0,15582.0,1960000.0
1999-02-12,1590,1590,1590,1590,0,,
1999-02-18,1590,1590,1590,1590,0,,
1999-02-19,1590,1590,1590,1590,0,,
1999-02-22,1590,1590,1590,1590,0,,
1999-02-23,1590,1590,1590,1590,0,,
1999-02-24,1590,1590,1590,1590,0,,
1999-02-25,1590,1590,1590,1590,0,,
1999-02-26,1590,1590,1590,1590,0,,
1999-03-02,1590,1590,1590,1590,0,,
1999-03-03,1590,1590,1590,1590,0,,
1999-03-04,1590,1590,1590,1590,0,,
1999-03-05,1590,1590,1590,1590,0,,
1999-03-08,1590,1590,1590,1590,0,,
1999-03-09,1590,1590,1590,1590,0,,
1999-03-10,1590,1590,1590,1590,0,,
1999-03-11,1590,1590,1590,1590,0,,
1999-03-12,1590,1590,1590,1590,0,,
1999-03-15,1590,1590,1590,1590,0,,
1999-03-16,1590,1590,1590,1590,0,,
1999-03-17,1590,1590,1590,1590,0,,
1999-03-18,1590,1590,1590,1590,0,,
1999-03-19,1590,1590,1590,1590,0,,
1999-03-22,1590,1590,1590,1590,0,,
1999-03-23,1590,1590,1590,1590,0,,
1999-03-24,1590,1590,1590,1590,0,,
1999-03-25,1590,1590,1590,1590,0,,
1999-03-26,1590,1590,1590,1590,0,,
1999-03-29,1590,1590,1590,1590,0,,
1999-03-30,1780,1780,1780,1780,0,17444.0,1960000.0
1999-03-31,1600,1600,1600,1600,1000,15680.0,1960000.0
1999-04-01,1600,1600,1600,1600,0,15680.0,1960000.0
1999-04-02,1600,1600,1600,1600,0,,
1999-04-06,1600,1600,1600,1600,0,,
1999-04-07,1600,1600,1600,1600,0,,
1999-04-08,1600,1600,1600,1600,0,,
1999-04-09,1600,1600,1600,1600,0,,
1999-04-12,1600,1600,1600,1600,0,,
1999-04-13,1600,1600,1600,1600,0,,
1999-04-14,1600,1600,1600,1600,0,,
1999-04-15,1600,1600,1600,1600,0,,
1999-04-16,1600,1600,1600,1600,0,,
1999-04-19,1600,1600,1600,1600,0,,
1999-04-20,1600,1600,1600,1600,0,,
1999-04-21,1600,1600,1600,1600,0,,
1999-04-22,1600,1600,1600,1600,0,,
1999-04-23,1600,1600,1600,1600,0,,
1999-04-26,1600,1600,1600,1600,0,,
1999-04-27,1600,1600,1600,1600,0,,
1999-04-28,1600,1600,1600,1600,0,,
1999-04-29,1580,1700,1580,1700,726,16660.0,1960000.0
1999-04-30,1600,1600,1600,1600,275,15680.0,1960000.0
1999-05-03,1700,1700,1700,1700,162,16660.0,1960000.0
1999-05-04,1820,1820,1820,1820,0,17836.0,1960000.0
1999-05-06,2030,2030,2030,2030,0,19894.0,1960000.0
1999-05-07,2030,2030,2030,2030,0,19894.0,1960000.0
1999-05-10,2270,2270,2270,2270,10,22246.0,1960000.0
1999-05-11,2270,2270,2270,2270,0,22246.0,1960000.0
1999-05-12,2270,2270,2270,2270,0,,
1999-05-13,2270,2270,2270,2270,0,,
1999-05-14,2270,2270,2270,2270,0,,
1999-05-17,2270,2270,2270,2270,0,,
1999-05-18,2270,2270,2270,2270,0,,
1999-05-19,2270,2270,2270,2270,0,,
1999-05-20,2270,2270,2270,2270,0,,
1999-05-21,2310,2310,2310,2310,0,22638.0,1960000.0
1999-05-24,2310,2310,2310,2310,0,22638.0,1960000.0
1999-05-25,2310,2310,2310,2310,0,,
1999-05-26,2310,2310,2310,2310,0,,
1999-05-27,2580,2580,2200,2200,7,21560.0,1960000.0
1999-05-28,2000,2000,1940,1940,500,19012.0,1960000.0
1999-05-31,2020,2020,1940,1940,330,19012.0,1960000.0
1999-06-01,2100,2170,2100,2170,510,21266.0,1960000.0
1999-06-02,2430,2430,2430,2430,2,23814.0,1960000.0
1999-06-03,2720,2720,2720,2720,3,26656.0,1960000.0
1999-06-04,3040,3040,3040,3040,2,29792.0,1960000.0
1999-06-07,3400,3400,3400,3400,183,33320.0,1960000.0
1999-06-08,3800,3800,3800,3800,1,37240.0,1960000.0
1999-06-09,4250,4250,4250,4250,102,41650.0,1960000.0
1999-06-10,4760,4760,4760,4760,5,46648.0,1960000.0
1999-06-11,5330,5330,5330,5330,790,52234.0,1960000.0
1999-06-14,5960,5960,5960,5960,1,58408.0,1960000.0
1999-06-15,6670,6670,6670,6670,410,65366.0,1960000.0
1999-06-16,7470,7470,7470,7470,182,73206.0,1960000.0
1999-06-17,8360,8360,8360,8360,170,81928.0,1960000.0
1999-06-18,9360,9360,9360,9360,150,91728.0,1960000.0
1999-06-21,10480,10480,10200,10480,1584,102704.0,1960000.0
1999-06-22,11680,11680,9240,10400,221,101920.0,1960000.0
1999-06-23,10220,10220,9160,10000,566,98000.0,1960000.0
1999-06-24,8800,9980,8800,8800,130,86240.0,1960000.0
1999-06-25,8200,9800,7750,7750,662,75950.0,1960000.0
1999-06-28,7020,7020,6820,6820,279,66836.0,1960000.0
1999-06-29,6010,7379,6010,7380,511,72324.0,1960000.0
1999-06-30,7380,7780,6500,7600,648,74480.0,1960000.0
1999-07-01,8000,8400,7600,8300,1081,81340.0,1960000.0
1999-07-02,8300,8300,7330,8160,213,79968.0,1960000.0
1999-07-05,8160,8160,7200,7200,259,70560.0,1960000.0
1999-07-06,7200,7600,7200,7200,288,70560.0,1960000.0
1999-07-07,7000,7000,6400,7000,120,68600.0,1960000.0
1999-07-08,7840,7840,7280,7280,211,71344.0,1960000.0
1999-07-09,6600,6700,6440,6700,462,65660.0,1960000.0
1999-07-12,6500,7500,6500,6700,367,65660.0,1960000.0
1999-07-13,5900,7000,5900,6600,43,64680.0,1960000.0
1999-07-14,7000,7000,6600,6600,531,64680.0,1960000.0
1999-07-15,7200,7200,6700,7180,157,70364.0,1960000.0
1999-07-16,7180,7180,7180,7180,0,70364.0,1960000.0
1999-07-19,6400,7000,6320,7000,120,68600.0,1960000.0
1999-07-20,6200,6600,6200,6600,309,64680.0,1960000.0
1999-07-21,6100,6580,6100,6580,101,64484.0,1960000.0
1999-07-22,6400,6400,6400,6400,0,62720.0,1960000.0
1999-07-23,6980,6980,6400,6400,209,62720.0,1960000.0
1999-07-26,5640,5640,5640,5640,22,55272.0,1960000.0
1999-07-27,6310,6310,6310,6310,1,61838.0,1960000.0
1999-07-28,6000,6310,6000,6310,522,61838.0,1960000.0
1999-07-29,5620,5980,5560,5940,300,58212.0,1960000.0
1999-07-30,5940,5940,5940,5940,0,58212.0,1960000.0
1999-08-02,5800,5800,5780,5780,310,56644.0,1960000.0
1999-08-03,5400,5400,5090,5090,499,49882.0,1960000.0
1999-08-04,4500,5000,4500,4800,693,47040.0,1960000.0
1999-08-05,5000,5180,5000,5180,61,50764.0,1960000.0
1999-08-06,4620,4800,4600,4600,154,45080.0,1960000.0
1999-08-09,4050,4800,4050,4080,51,39984.0,1960000.0
1999-08-10,4200,4560,4200,4560,157,44688.0,1960000.0
1999-08-11,5000,5000,4900,4900,159,48020.0,1960000.0
1999-08-12,4600,4800,4500,4600,185,45080.0,1960000.0
1999-08-13,4660,4660,4220,4220,69,41356.0,1960000.0
1999-08-16,4200,4200,4200,4200,50,41160.0,1960000.0
1999-08-17,4200,4240,4200,4240,117,41552.0,1960000.0
1999-08-18,3740,4400,3740,3800,32,37240.0,1960000.0
1999-08-19,3800,4200,3800,4200,102,41160.0,1960000.0
1999-08-20,4420,4560,4420,4560,210,44688.0,1960000.0
1999-08-23,4560,5100,4560,5100,519,49980.0,1960000.0
1999-08-24,5600,5710,5600,5710,610,55958.0,1960000.0
1999-08-25,6299,6390,6200,6390,581,62622.0,1960000.0
1999-08-26,7000,7100,5630,5700,1028,55860.0,1960000.0
1999-08-27,5020,5700,5020,5200,429,50960.0,1960000.0
1999-08-30,5200,5400,5200,5400,11,52920.0,1960000.0
1999-08-31,5400,5800,5400,5780,170,56644.0,1960000.0
1999-09-01,6000,6000,5220,5700,287,55860.0,1960000.0
1999-09-02,5680,5680,5040,5600,111,54880.0,1960000.0
1999-09-03,5600,5600,5600,5600,0,54880.0,1960000.0
1999-09-06,4930,5580,4930,5580,105,54684.0,1960000.0
1999-09-07,5000,5460,5000,5460,8,53508.0,1960000.0
1999-09-08,5020,5020,5020,5020,103,49196.0,1960000.0
1999-09-09,5020,5020,5020,5020,0,49196.0,1960000.0
1999-09-10,5380,5380,4800,5360,24,52528.0,1960000.0
1999-09-13,5300,5300,5300,5300,0,51940.0,1960000.0
1999-09-14,5200,5200,5200,5200,0,50960.0,1960000.0
1999-09-15,5500,5500,5200,5200,40,50960.0,1960000.0
1999-09-16,5200,5200,5200,5200,120,50960.0,1960000.0
1999-09-17,4600,4800,4580,4800,25,47040.0,1960000.0
1999-09-20,5370,5370,5200,5200,20,50960.0,1960000.0
1999-09-21,4600,4600,4600,4600,88,45080.0,1960000.0
1999-09-22,4500,4800,4500,4800,150,47040.0,1960000.0
1999-09-27,4700,4700,4700,4700,20,46060.0,1960000.0
1999-09-28,4400,5000,4140,4140,51,40572.0,1960000.0
1999-09-29,3650,4630,3650,4600,156,45080.0,1960000.0
1999-09-30,4640,4800,4640,4800,6,47040.0,1960000.0
1999-10-01,4230,4230,4230,4230,0,41454.0,1960000.0
1999-10-04,4730,4730,4700,4700,51,46060.0,1960000.0
1999-10-05,4140,5000,4140,5000,3,49000.0,1960000.0
1999-10-06,4600,4900,4410,4900,30,48020.0,1960000.0
1999-10-07,4900,4900,4900,4900,0,48020.0,1960000.0
1999-10-08,4320,4680,4320,4680,6,45864.0,1960000.0
1999-10-11,4120,4900,4120,4200,172,41160.0,1960000.0
1999-10-12,4300,4700,4300,4700,411,46060.0,1960000.0
1999-10-13,4700,5260,4400,5260,196,51548.0,1960000.0
1999-10-14,4700,4980,4660,4660,81,45668.0,1960000.0
1999-10-15,4560,4560,4300,4560,142,44688.0,1960000.0
1999-10-18,4060,4560,4060,4400,12,43120.0,1960000.0
1999-10-19,4000,4400,4000,4080,32,39984.0,1960000.0
1999-10-20,4080,4560,3810,4560,645,44688.0,1960000.0
1999-10-21,4800,4800,4560,4560,230,44688.0,1960000.0
1999-10-22,4150,4300,4040,4200,444,41160.0,1960000.0
1999-10-25,4400,4550,4000,4200,245,41160.0,1960000.0
1999-10-26,3800,4200,3800,4200,166,41160.0,1960000.0
1999-10-27,3800,4580,3800,4400,467,43120.0,1960000.0
1999-10-28,4000,4360,4000,4360,3,42728.0,1960000.0
1999-10-29,4420,4420,4280,4320,210,42336.0,1960000.0
1999-11-01,4200,4600,3900,4420,999,43316.0,1960000.0
1999-11-02,4420,4950,4100,4950,1443,48510.0,1960000.0
1999-11-03,5400,5540,5400,5540,840,54292.0,1960000.0
1999-11-04,5900,5900,4880,5360,2136,52528.0,1960000.0
1999-11-05,5200,5580,5100,5400,603,52920.0,1960000.0
1999-11-08,5210,5620,5000,5240,1136,51352.0,1960000.0
1999-11-09,5500,5660,5260,5480,1366,53704.0,1960000.0
1999-11-10,6000,6000,5200,5200,601,50960.0,1960000.0
1999-11-11,4600,5300,4600,5200,781,50960.0,1960000.0
1999-11-12,5200,5300,4600,5300,1072,51940.0,1960000.0
1999-11-15,5280,5280,4740,5100,125,49980.0,1960000.0
1999-11-16,4700,5709,4700,5340,226,52332.0,1960000.0
1999-11-17,5420,5420,4960,5200,181,50960.0,1960000.0
1999-11-18,5000,5180,5000,5000,376,49000.0,1960000.0
1999-11-19,5000,5060,5000,5060,330,49588.0,1960000.0
1999-11-22,4820,5100,4620,4660,489,45668.0,1960000.0
1999-11-23,4680,5060,4680,5060,32,49588.0,1960000.0
1999-11-24,5000,5000,5000,5000,33,49000.0,1960000.0
1999-11-25,4700,5000,4700,4790,177,46942.0,1960000.0
1999-11-26,4620,4620,4220,4220,420,41356.0,1960000.0
1999-11-29,4580,4720,4580,4720,921,46256.0,1960000.0
1999-11-30,4900,5200,4200,4720,1187,46256.0,1960000.0
1999-12-01,4360,4600,4300,4600,147,45080.0,1960000.0
1999-12-02,4200,4560,4200,4540,629,44492.0,1960000.0
1999-12-03,4040,4200,4000,4200,1719,41160.0,1960000.0
1999-12-06,4400,4700,4400,4560,1117,44688.0,1960000.0
1999-12-07,4860,4860,4310,4760,578,46648.0,1960000.0
1999-12-08,4190,4700,4190,4400,379,43120.0,1960000.0
1999-12-09,4420,4500,4380,4500,530,44100.0,1960000.0
1999-12-10,4500,4760,4000,4760,821,46648.0,1960000.0
1999-12-13,4900,4900,4400,4600,976,45080.0,1960000.0
1999-12-14,4600,4700,4420,4700,649,46060.0,1960000.0
1999-12-15,4600,5260,4600,5260,959,51548.0,1960000.0
1999-12-16,5890,5890,5890,5890,475,57722.0,1960000.0
1999-12-17,6590,6590,5200,6000,843,58800.0,1960000.0
1999-12-20,5400,6000,5280,5280,347,51744.0,1960000.0
1999-12-21,5300,5800,5200,5200,614,50960.0,1960000.0
1999-12-22,5820,5820,5820,5820,765,57036.0,1960000.0
1999-12-23,6510,6510,5400,6510,288,63798.0,1960000.0
1999-12-24,6900,7240,6000,6000,30460,58800.0,1960000.0
1999-12-27,6100,6400,6080,6100,1283,59780.0,1960000.0
1999-12-28,6000,6000,6000,6000,0,58800.0,1960000.0
2000-01-04,6000,6000,6000,6000,0,58800.0,1960000.0
2000-01-05,6200,6720,6040,6720,31149,65856.0,1960000.0
2000-01-06,7520,7520,7120,7520,575,73696.0,1960000.0
2000-01-07,8000,8000,7600,7600,186,74480.0,1960000.0
2000-01-10,7100,7590,7100,7590,116,74382.0,1960000.0
2000-01-11,7590,7590,7400,7400,12,72520.0,1960000.0
2000-01-12,7500,7500,6520,6600,34,64680.0,1960000.0
2000-01-13,5810,6600,5810,6600,40,64680.0,1960000.0
2000-01-14,6400,6400,6400,6400,0,62720.0,1960000.0
2000-01-17,6600,6600,5640,5640,137,55272.0,1960000.0
2000-01-18,5800,6000,5800,6000,117,58800.0,1960000.0
2000-01-19,6000,6720,5860,5860,252,57428.0,1960000.0
2000-01-20,5860,5860,5860,5860,0,57428.0,1960000.0
2000-01-21,5860,5860,5860,5860,0,,
2000-01-24,5200,5900,5200,5900,178,57820.0,1960000.0
2000-01-25,5900,6000,5900,6000,400,58800.0,1960000.0
2000-01-26,5700,5800,5500,5800,38,56840.0,1960000.0
2000-01-27,5800,5800,5800,5800,0,56840.0,1960000.0
2000-01-28,5200,5200,5200,5200,0,50960.0,1960000.0
2000-01-31,5200,5600,4580,5600,12,54880.0,1960000.0
2000-02-01,4930,5600,4930,5600,4,54880.0,1960000.0
2000-02-02,5040,5600,5000,5000,202,49000.0,1960000.0
2000-02-03,5400,5500,5400,5500,252,53900.0,1960000.0
2000-02-07,5600,5980,5600,5980,21,58604.0,1960000.0
2000-02-08,6000,6000,6000,6000,1,58800.0,1960000.0
2000-02-09,5300,5880,5300,5880,55,57624.0,1960000.0
2000-02-10,5300,5900,5300,5600,302,54880.0,1960000.0
2000-02-11,5760,5960,5760,5960,141,58408.0,1960000.0
2000-02-14,5960,5960,5600,5600,80,54880.0,1960000.0
2000-02-15,5600,5600,5600,5600,150,54880.0,1960000.0
2000-02-16,5040,5600,5040,5600,3,54880.0,1960000.0
2000-02-17,5400,6000,5060,5600,433,54880.0,1960000.0
2000-02-18,5660,5800,5360,5410,227,53018.0,1960000.0
2000-02-21,5210,5480,5100,5480,91,53704.0,1960000.0
2000-02-22,5040,5460,5040,5460,5,53508.0,1960000.0
2000-02-23,5400,5460,5120,5460,156,53508.0,1960000.0
2000-02-24,5160,5400,5100,5400,162,52920.0,1960000.0
2000-02-25,5160,5800,5160,5800,352,56840.0,1960000.0
2000-02-28,6490,6490,6040,6360,1256,62328.0,1960000.0
2000-02-29,6360,6540,5620,6280,661,61544.0,1960000.0
2000-03-02,5640,6620,5640,6260,1290,61348.0,1960000.0
2000-03-03,6040,6460,6020,6020,151,58996.0,1960000.0
2000-03-06,5860,6500,5510,6500,1371,63700.0,1960000.0
2000-03-07,6500,6950,6110,6900,680,67620.0,1960000.0
2000-03-08,6180,6700,6100,6600,840,64680.0,1960000.0
2000-03-09,6220,7390,6220,7390,4772,72422.0,1960000.0
2000-03-10,7390,8270,7020,7600,3235,74480.0,1960000.0
2000-03-13,6840,8510,6689,8200,7815,80360.0,1960000.0
2000-03-14,7800,8400,7240,7700,4604,75460.0,1960000.0
2000-03-15,7579,8620,7400,8620,47993,84476.0,1960000.0
2000-03-16,9600,9640,7590,7590,27134,74382.0,1960000.0
2000-03-17,6680,6960,6680,6680,11982,65464.0,1960000.0
2000-03-20,6000,6580,5880,5880,3265,57624.0,1960000.0
2000-03-21,5180,5380,5180,5180,4465,50764.0,1960000.0
2000-03-22,4980,5600,4980,5540,5622,54292.0,1960000.0
2000-03-23,5700,5700,5060,5600,4551,54880.0,1960000.0
2000-03-24,5110,5400,5060,5400,2981,52920.0,1960000.0
2000-03-27,5130,5980,5130,5800,6140,56840.0,1960000.0
2000-03-28,5780,6020,5700,5800,1857,56840.0,1960000.0
2000-03-29,5800,6400,5400,5880,8294,57624.0,1960000.0
2000-03-30,5890,6300,5560,5980,2896,58604.0,1960000.0
2000-03-31,5600,6690,5600,6690,10611,65562.0,1960000.0
2000-04-03,7490,7490,7300,7490,16606,73402.0,1960000.0
2000-04-04,6690,7000,6600,6600,6497,64680.0,1960000.0
2000-04-06,6600,6880,6020,6500,11263,63700.0,1960000.0
2000-04-07,6520,7000,6460,6680,9507,65464.0,1960000.0
2000-04-10,6520,7480,6520,7480,14747,73304.0,1960000.0
2000-04-11,7400,8370,6820,8000,20904,78400.0,1960000.0
2000-04-12,8000,8360,7360,7400,21355,72520.0,1960000.0
2000-04-14,6880,7400,6640,6800,23433,66640.0,1960000.0
2000-04-17,6200,6400,5990,5990,7885,58702.0,1960000.0
2000-04-18,6000,6400,5420,5700,11805,55860.0,1960000.0
2000-04-19,5940,6380,5800,6380,12578,62524.0,1960000.0
2000-04-20,6700,7140,6700,7140,8116,69972.0,1960000.0
2000-04-21,7990,7990,6520,7060,31769,69188.0,1960000.0
2000-04-24,7760,7760,6820,7400,11359,72520.0,1960000.0
2000-04-25,7020,7400,6720,7170,6627,70266.0,1960000.0
2000-04-26,7160,7300,6540,6850,7615,67130.0,1960000.0
2000-04-27,6739,6840,6320,6530,8225,63994.0,1960000.0
2000-04-28,6700,6700,6200,6380,5663,62524.0,1960000.0
2000-05-02,6060,6440,6000,6160,7609,60368.0,1960000.0
2000-05-03,6440,6500,6200,6350,6302,62230.0,1960000.0
2000-05-04,6350,6480,6190,6280,6249,61544.0,1960000.0
2000-05-08,6000,6500,6000,6500,5860,63700.0,1960000.0
2000-05-09,6480,6600,6220,6600,3797,64680.0,1960000.0
2000-05-10,6400,6840,6220,6800,10404,66640.0,1960000.0
2000-05-12,6780,7300,6600,6800,15346,66640.0,1960000.0
2000-05-15,6900,7580,6600,6940,20439,68012.0,1960000.0
2000-05-16,7160,7160,6400,6600,6121,64680.0,1960000.0
2000-05-17,6400,6600,6060,6370,8944,62426.0,1960000.0
2000-05-18,6010,6580,5820,6000,6616,58800.0,1960000.0
2000-05-19,5820,6100,5280,5380,10233,52724.0,1960000.0
2000-05-22,5100,5720,4840,4860,4167,47628.0,1960000.0
2000-05-23,4760,5440,4760,5440,14379,53312.0,1960000.0
2000-05-24,5440,6000,4789,5740,23613,56252.0,1960000.0
2000-05-25,5880,6280,5800,6220,13937,60956.0,1960000.0
2000-05-26,5960,5960,5480,5590,3705,54782.0,1960000.0
2000-05-29,5000,6260,4920,5700,6625,55860.0,1960000.0
2000-05-30,5920,6100,5340,5860,4747,57428.0,1960000.0
2000-05-31,5900,6180,5800,5860,12089,57428.0,1960000.0
2000-06-01,5720,5720,5400,5460,4297,53508.0,1960000.0
2000-06-02,5459,5699,5400,5570,4689,54586.0,1960000.0
2000-06-05,5840,6230,5499,6230,19784,61054.0,1960000.0
2000-06-07,6400,6600,6000,6370,9634,62426.0,1960000.0
2000-06-08,6500,6500,5609,5620,8244,55076.0,1960000.0
2000-06-09,5660,5800,5420,5530,3307,54194.0,1960000.0
2000-06-12,6020,6190,6000,6190,5279,60662.0,1960000.0
2000-06-13,6930,6930,6500,6930,23350,67914.0,1960000.0
2000-06-14,6920,7400,6100,6200,28102,60760.0,1960000.0
2000-06-15,5900,6200,5600,5900,9142,57820.0,1960000.0
2000-06-16,5620,5820,5620,5680,5813,55664.0,1960000.0
2000-06-19,5430,6360,5430,6360,8518,62328.0,1960000.0
2000-06-20,7120,7120,5900,6040,43738,59192.0,1960000.0
2000-06-21,6030,6220,5900,6000,9093,58800.0,1960000.0
2000-06-22,6000,6260,5800,6120,9436,59976.0,1960000.0
2000-06-23,5820,6060,5800,5860,5729,57428.0,1960000.0
2000-06-26,5900,6000,5820,5850,3309,57330.0,1960000.0
2000-06-27,5899,6400,5860,6030,7684,59094.0,1960000.0
2000-06-28,5939,6160,5900,6050,3425,59290.0,1960000.0
2000-06-29,5920,6190,5640,5840,6678,57232.0,1960000.0
2000-06-30,5700,5960,5600,5740,3113,56252.0,1960000.0
2000-07-03,5800,5980,5630,5780,4078,56644.0,1960000.0
2000-07-04,5960,5960,5660,5800,2715,56840.0,1960000.0
2000-07-05,5700,5700,5460,5580,3655,54684.0,1960000.0
2000-07-06,5360,5700,5360,5660,3047,55468.0,1960000.0
2000-07-07,5620,5790,5520,5780,3648,56644.0,1960000.0
2000-07-10,5640,5700,5509,5580,3625,54684.0,1960000.0
2000-07-11,5579,5640,5400,5510,1455,53998.0,1960000.0
2000-07-12,5500,5510,5320,5400,1452,52920.0,1960000.0
2000-07-13,5400,5690,5400,5570,2528,54586.0,1960000.0
2000-07-14,5430,5500,5300,5300,2927,51940.0,1960000.0
2000-07-18,5390,5500,5220,5300,2018,51940.0,1960000.0
2000-07-19,5220,5480,5160,5200,2210,50960.0,1960000.0
2000-07-20,5340,5400,5120,5360,2050,52528.0,1960000.0
2000-07-21,5400,5490,5220,5340,1258,52332.0,1960000.0
2000-07-24,5400,5980,5400,5760,24505,56448.0,1960000.0
2000-07-25,5600,5600,5120,5200,5684,50960.0,1960000.0
2000-07-26,5380,5380,5120,5150,2818,50470.0,1960000.0
2000-07-27,5259,5560,5140,5390,6093,52822.0,1960000.0
2000-07-28,5390,5600,5160,5400,4887,52920.0,1960000.0
2000-07-31,5240,5380,5140,5280,2498,51744.0,1960000.0
2000-08-01,5340,5680,5260,5400,5360,52920.0,1960000.0
2000-08-02,5380,5700,5300,5550,3103,54390.0,1960000.0
2000-08-03,5600,5750,5430,5680,3103,55664.0,1960000.0
2000-08-04,5580,5690,5310,5520,3889,54096.0,1960000.0
2000-08-07,5700,5840,5440,5600,4361,54880.0,1960000.0
2000-08-08,5440,6100,5440,5990,15542,58702.0,1960000.0
2000-08-09,6080,6369,5849,6180,11098,60564.0,1960000.0
2000-08-10,6220,6290,5650,5880,10669,57624.0,1960000.0
2000-08-11,5800,5889,5500,5540,4359,54292.0,1960000.0
2000-08-14,5440,5640,5440,5520,3474,54096.0,1960000.0
2000-08-16,5409,5590,5409,5460,1411,53508.0,1960000.0
2000-08-17,5480,5700,5480,5480,2984,53704.0,1960000.0
2000-08-18,5490,5580,5340,5450,3386,53410.0,1960000.0
2000-08-21,5500,5660,5400,5580,3103,54684.0,1960000.0
2000-08-22,5560,5600,5360,5400,4178,52920.0,1960000.0
2000-08-23,5520,5560,5300,5390,3745,52822.0,1960000.0
2000-08-24,5210,5460,5200,5240,3255,51352.0,1960000.0
2000-08-25,5160,5300,5160,5200,2645,50960.0,1960000.0
2000-08-28,5060,5360,5060,5300,2446,51940.0,1960000.0
2000-08-29,5300,5390,5220,5360,1265,52528.0,1960000.0
2000-08-30,5219,5370,5219,5370,1042,52626.0,1960000.0
2000-08-31,5240,5420,5180,5210,1413,51058.0,1960000.0
2000-09-01,5200,5299,5200,5290,1235,51842.0,1960000.0
2000-09-04,5220,5280,5060,5280,566,51744.0,1960000.0
2000-09-05,5140,5180,5000,5140,831,50372.0,1960000.0
2000-09-06,5130,5130,4940,5120,795,50176.0,1960000.0
2000-09-07,5030,5030,4900,4990,1584,48902.0,1960000.0
2000-09-08,4980,5140,4930,4990,596,48902.0,1960000.0
2000-09-14,4810,5250,4810,5000,339,49000.0,1960000.0
2000-09-15,5190,5190,4720,5040,216,49392.0,1960000.0
2000-09-18,4630,4630,4440,4440,625,43512.0,1960000.0
2000-09-19,4000,4400,4000,4050,999,39690.0,1960000.0
2000-09-20,4390,4400,4000,4190,603,41062.0,1960000.0
2000-09-21,4180,4180,3900,4090,975,40082.0,1960000.0
2000-09-22,3900,4000,3600,3770,1482,36946.0,1960000.0
2000-09-25,3700,3980,3600,3940,370,38612.0,1960000.0
2000-09-26,3920,4000,3749,3750,562,36750.0,1960000.0
2000-09-27,3810,4180,3620,4150,2727,40670.0,1960000.0
2000-09-28,4010,4640,4010,4640,2686,45472.0,1960000.0
2000-09-29,4710,4780,4240,4240,2036,41552.0,1960000.0
2000-10-02,4160,4420,4040,4260,2659,41748.0,1960000.0
2000-10-04,4260,4540,4240,4360,1691,42728.0,1960000.0
2000-10-05,4200,4460,4140,4380,796,42924.0,1960000.0
2000-10-06,4300,4400,4180,4400,203,43120.0,1960000.0
2000-10-09,4130,4370,4060,4140,3639,40572.0,1960000.0
2000-10-10,4050,4310,3940,4150,1732,40670.0,1960000.0
2000-10-11,4200,4200,3880,3920,2635,38416.0,1960000.0
2000-10-12,4000,4070,3680,3880,1808,38024.0,1960000.0
2000-10-13,3630,3880,3460,3700,2938,36260.0,1960000.0
2000-10-16,3500,4140,3500,4000,1158,39200.0,1960000.0
2000-10-17,3800,3960,3800,3950,223,38710.0,1960000.0
2000-10-18,3680,3940,3660,3890,3830,38122.0,1960000.0
2000-10-19,3780,3849,3700,3850,2713,37730.0,1960000.0
2000-10-20,3940,4180,3740,3860,3114,37828.0,1960000.0
2000-10-23,3720,3860,3660,3790,3199,37142.0,1960000.0
2000-10-24,3860,3860,3660,3800,3688,37240.0,1960000.0
2000-10-25,3810,3810,3640,3780,3315,37044.0,1960000.0
2000-10-26,3680,4230,3680,4230,10932,41454.0,1960000.0
2000-10-27,4400,4540,3860,3990,6296,39102.0,1960000.0
2000-10-30,4040,4040,3710,3860,5309,37828.0,1960000.0
