지니언스(263860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-01-31,7844,7973,7613,7665,117040,72338.0,4854900.0
2018-02-01,7741,7741,7433,7587,145656,71610.0,4854900.0
2018-02-02,7638,7973,7535,7870,193195,74280.0,4854900.0
2018-02-05,7690,7716,7330,7356,125276,69425.0,4854900.0
2018-02-06,7047,7330,6764,7330,147613,69182.0,4854900.0
2018-02-07,7355,7433,6841,6842,119773,64570.0,4854900.0
2018-02-08,6918,7278,6892,7073,100758,66755.0,4854900.0
2018-02-09,6867,7458,6790,7356,128623,69425.0,4854900.0
2018-02-12,7458,7613,7021,7124,152883,67240.0,4854900.0
2018-02-13,7201,7381,7047,7047,63891,66512.0,4854900.0
2018-02-14,7047,7175,6944,6970,47993,65784.0,4854900.0
2018-02-19,7047,7278,7047,7279,51022,68697.0,4854900.0
2018-02-20,7278,7355,7175,7227,26463,68211.0,4854900.0
2018-02-21,7510,7561,7253,7382,77506,69668.0,4854900.0
2018-02-22,7407,7613,7330,7536,80871,71124.0,4854900.0
2018-02-23,7561,7638,7253,7356,51271,69425.0,4854900.0
2018-02-26,7381,7433,7201,7279,28908,68697.0,4854900.0
2018-02-27,7253,7330,7124,7227,39935,68211.0,4854900.0
2018-02-28,7227,7227,6995,6996,38980,66027.0,4854900.0
2018-03-02,6892,6970,6790,6893,38528,65056.0,4854900.0
2018-03-05,6892,7021,6661,6764,56110,63842.0,4854900.0
2018-03-06,6815,6970,6687,6970,26648,65784.0,4854900.0
2018-03-07,6970,7047,6790,6867,44359,64813.0,4854900.0
2018-03-08,6867,6970,6764,6919,30238,65298.0,4854900.0
2018-03-09,6841,7047,6841,6970,42239,65784.0,4854900.0
2018-03-12,6995,7175,6970,7176,40264,67726.0,4854900.0
2018-03-13,7175,7227,6970,7124,36070,67240.0,4854900.0
2018-03-14,7098,7407,7073,7382,44218,69668.0,4854900.0
2018-03-15,7355,7433,7227,7356,40797,69425.0,4854900.0
2018-03-16,7355,7407,7175,7253,34789,68454.0,4854900.0
2018-03-19,7201,7355,7098,7176,17101,67726.0,4854900.0
2018-03-20,7073,7304,6995,7073,34221,66755.0,4854900.0
2018-03-21,7047,7201,6918,6944,35605,65541.0,4854900.0
2018-03-22,6944,7021,6712,6816,54865,64327.0,4854900.0
2018-03-23,6661,6790,6327,6404,95183,60444.0,4854900.0
2018-03-26,6378,6584,6301,6533,44490,61657.0,4854900.0
2018-03-27,6507,6738,6507,6739,45532,63599.0,4854900.0
2018-03-28,6610,6635,6481,6481,38115,61172.0,4854900.0
2018-03-29,6532,6764,6481,6636,31752,62628.0,4854900.0
2018-03-30,6687,6970,6687,6970,51542,65784.0,4854900.0
2018-04-02,6995,7047,6790,6944,42326,65541.0,4854900.0
2018-04-03,6790,6995,6687,6996,36335,66027.0,4854900.0
2018-04-04,6995,7355,6944,7356,121049,69425.0,4854900.0
2018-04-05,7355,7433,7201,7202,41080,67969.0,4854900.0
2018-04-06,7150,7278,7098,7227,35211,68211.0,4854900.0
2018-04-09,7201,7278,7073,7150,38458,67483.0,4854900.0
2018-04-10,7355,7381,7201,7382,106138,69668.0,4854900.0
2018-04-11,7381,7535,7330,7510,68952,70882.0,4854900.0
2018-04-12,7510,7587,7407,7459,62044,70396.0,4854900.0
2018-04-13,7433,7510,7201,7253,85664,68454.0,4854900.0
2018-04-16,7227,7355,7124,7202,100873,67969.0,4854900.0
2018-04-17,7201,7458,7150,7202,57464,67969.0,4854900.0
2018-04-18,7201,7355,7124,7150,58952,67483.0,4854900.0
2018-04-19,7201,7458,7150,7459,73056,70396.0,4854900.0
2018-04-20,7535,7535,7381,7459,40702,70396.0,4854900.0
2018-04-23,7433,7433,7124,7176,87468,67726.0,4854900.0
2018-04-24,7201,7201,7098,7176,17153,67726.0,4854900.0
2018-04-25,7098,7150,6970,7047,49000,66512.0,4854900.0
2018-04-26,6995,7150,6995,7150,18954,67483.0,4854900.0
2018-04-27,7175,7253,7124,7202,18649,67969.0,4854900.0
2018-04-30,7201,7201,6970,7047,42029,66512.0,4854900.0
2018-05-02,6892,7150,6661,6944,84750,65541.0,4854900.0
2018-05-03,6918,7073,6892,6970,23068,65784.0,4854900.0
2018-05-04,6970,7073,6841,6919,23177,65298.0,4854900.0
2018-05-08,6918,6995,6661,6661,28244,62871.0,4854900.0
2018-05-09,6610,6815,6507,6533,29091,61657.0,4854900.0
2018-05-10,6635,6661,6481,6661,29792,62871.0,4854900.0
2018-05-11,6687,6918,6635,6816,11711,64327.0,4854900.0
2018-05-14,6918,6918,6712,6790,9249,64085.0,4854900.0
2018-05-15,6790,6815,6712,6764,11971,63842.0,4854900.0
2018-05-16,6764,6995,6712,6970,30196,65784.0,4854900.0
2018-05-17,7098,7098,6764,6919,16651,65298.0,4854900.0
2018-05-18,6815,7098,6790,6893,15264,65056.0,4854900.0
2018-05-21,6918,7098,6790,6893,17645,65056.0,4854900.0
2018-05-23,6892,7021,6764,6867,16914,64813.0,4854900.0
2018-05-24,6815,6995,6558,6559,46718,61900.0,4854900.0
2018-05-25,6558,6610,6455,6559,16639,61900.0,4854900.0
2018-05-28,6558,6712,6455,6533,22462,61657.0,4854900.0
2018-05-29,6610,6610,6430,6481,17908,61172.0,4854900.0
2018-05-30,6481,6532,6249,6379,28190,60201.0,4854900.0
2018-05-31,6301,6507,6198,6276,25848,59230.0,4854900.0
2018-06-01,6327,6584,6301,6353,9754,59958.0,4854900.0
2018-06-04,6301,6430,6275,6379,9842,60201.0,4854900.0
2018-06-05,6430,6532,6301,6379,6958,60201.0,4854900.0
2018-06-07,6352,6507,6301,6481,7148,61172.0,4854900.0
2018-06-08,6481,6481,6352,6430,12341,60686.0,4854900.0
2018-06-11,6430,6507,6378,6481,14775,61172.0,4854900.0
2018-06-12,6481,6532,6301,6456,16560,60929.0,4854900.0
2018-06-14,6378,6558,6327,6379,21138,60201.0,4854900.0
2018-06-15,6327,6918,6327,6919,66571,65298.0,4854900.0
2018-06-18,6918,6944,6687,6790,22840,64085.0,4854900.0
2018-06-19,6790,7175,6712,7176,50547,67726.0,4854900.0
2018-06-20,7175,7870,6970,7279,198282,68697.0,4854900.0
2018-06-21,7304,7638,6867,7022,163156,66269.0,4854900.0
2018-06-22,7047,7484,7021,7356,105706,69425.0,4854900.0
2018-06-25,7458,7458,7201,7253,44375,68454.0,4854900.0
2018-06-26,7150,7304,6970,7099,45876,66998.0,4854900.0
2018-06-27,7047,7484,7047,7279,66149,68697.0,4854900.0
2018-06-28,7304,7407,7073,7099,34177,66998.0,4854900.0
2018-06-29,7098,7201,6995,7176,42162,67726.0,4854900.0
2018-07-02,7175,7330,6944,6944,41422,65541.0,4854900.0
2018-07-03,7047,7098,6867,6867,55319,64813.0,4854900.0
2018-07-04,6867,7021,6430,6430,113556,60686.0,4854900.0
2018-07-05,6700,6990,6150,6250,178037,30343.0,4854900.0
2018-07-06,6230,6430,6100,6370,51777,30926.0,4854900.0
2018-07-09,6360,6360,6160,6180,22966,30003.0,4854900.0
2018-07-10,6200,6370,6160,6220,40333,30197.0,4854900.0
2018-07-11,6200,6290,6130,6200,20336,30100.0,4854900.0
2018-07-12,6280,6370,6180,6190,15013,30052.0,4854900.0
2018-07-13,6220,6300,6150,6220,24570,30197.0,4854900.0
2018-07-16,6220,6580,6160,6270,29074,30440.0,4854900.0
2018-07-17,6270,6370,6180,6270,23578,30440.0,4854900.0
2018-07-18,6270,6390,6170,6180,16328,30003.0,4854900.0
2018-07-19,6290,6500,6240,6300,71681,30586.0,4854900.0
2018-07-20,6270,6320,6170,6260,17112,30392.0,4854900.0
2018-07-23,6260,6300,6050,6110,29605,29663.0,4854900.0
2018-07-24,5940,6100,5670,6050,131822,57140.0,9444600.0
2018-07-25,6060,6330,5910,5990,64191,56573.0,9444600.0
2018-07-26,6010,6170,5810,5960,77186,56290.0,9444600.0
2018-07-27,5960,6220,5910,6200,48458,58557.0,9444600.0
2018-07-30,6190,6300,6070,6100,9081,57612.0,9444600.0
2018-07-31,6050,6200,5950,6080,24247,57423.0,9444600.0
2018-08-01,6000,6150,5940,6080,18648,57423.0,9444600.0
2018-08-02,6080,6120,6000,6050,14851,57140.0,9444600.0
2018-08-03,6050,6150,6000,6070,15605,57329.0,9444600.0
2018-08-06,6120,6120,5990,6030,15881,56951.0,9444600.0
2018-08-07,6030,6340,6020,6300,37545,59501.0,9444600.0
2018-08-08,6300,6350,6100,6170,19916,58273.0,9444600.0
2018-08-09,6300,6350,6120,6240,34016,58934.0,9444600.0
2018-08-10,6240,6310,6070,6180,26649,58368.0,9444600.0
2018-08-13,6190,6290,5850,5850,43806,55251.0,9444600.0
2018-08-14,5950,6090,5890,6000,13017,56668.0,9444600.0
2018-08-16,6000,6200,5940,6060,19052,57234.0,9444600.0
2018-08-17,6130,6310,6010,6130,13955,57895.0,9444600.0
2018-08-20,6200,6230,5950,6000,26497,56668.0,9444600.0
2018-08-21,6010,6090,5850,6000,27714,56668.0,9444600.0
2018-08-22,6000,6080,5890,6000,15047,56668.0,9444600.0
2018-08-23,6100,6150,5940,6120,26004,57801.0,9444600.0
2018-08-24,6120,6300,6100,6170,20339,58273.0,9444600.0
2018-08-27,6170,6260,6000,6180,14939,58368.0,9444600.0
2018-08-28,6180,6250,6100,6190,8984,58462.0,9444600.0
2018-08-29,6240,6240,6100,6170,8303,58273.0,9444600.0
2018-08-30,6160,6170,6000,6120,22244,57801.0,9444600.0
2018-08-31,6180,6180,6000,6100,8900,57612.0,9444600.0
2018-09-03,6080,6190,6060,6140,11520,57990.0,9444600.0
2018-09-04,6140,6280,6050,6180,18332,58368.0,9444600.0
2018-09-05,6180,6190,6040,6060,20901,57234.0,9444600.0
2018-09-06,6170,6170,6000,6010,21874,56762.0,9444600.0
2018-09-07,6010,6110,5960,6090,35355,57518.0,9444600.0
2018-09-10,6010,6190,5940,5940,22716,56101.0,9444600.0
2018-09-11,5950,6090,5940,6000,6053,56668.0,9444600.0
2018-09-12,5950,6040,5940,6020,11212,56856.0,9444600.0
2018-09-13,6080,6080,5900,6040,32271,57045.0,9444600.0
2018-09-14,6050,6200,5900,6000,30918,56668.0,9444600.0
2018-09-17,6000,6100,5890,5950,11121,56195.0,9444600.0
2018-09-18,6050,6050,5820,5930,24059,56006.0,9444600.0
2018-09-19,5940,5980,5830,5940,15174,56101.0,9444600.0
2018-09-20,5940,6040,5760,5870,39591,55440.0,9444600.0
2018-09-21,5800,5890,5790,5850,8155,55251.0,9444600.0
2018-09-27,5900,5900,5680,5700,24693,53834.0,9444600.0
2018-09-28,5810,5840,5600,5740,29594,54212.0,9444600.0
2018-10-01,5640,5780,5630,5770,26169,54495.0,9444600.0
2018-10-02,5710,5790,5580,5660,25874,53456.0,9444600.0
2018-10-04,5660,5880,5410,5520,43415,52134.0,9444600.0
2018-10-05,5510,5610,5260,5280,47861,49867.0,9444600.0
2018-10-08,5240,5330,5220,5280,5653,49867.0,9444600.0
2018-10-10,5180,5380,4900,4990,64513,47129.0,9444600.0
2018-10-11,4900,5090,4640,4695,52318,44342.0,9444600.0
2018-10-12,4600,4900,4600,4855,11386,45854.0,9444600.0
2018-10-15,5000,5000,4805,4970,6749,46940.0,9444600.0
2018-10-16,4800,5000,4800,4865,25725,45948.0,9444600.0
2018-10-17,4950,5050,4855,4990,6524,47129.0,9444600.0
2018-10-18,5010,5040,4800,4875,13335,46042.0,9444600.0
2018-10-19,4875,4970,4705,4820,15145,45523.0,9444600.0
2018-10-22,5090,5090,4730,4860,7005,45901.0,9444600.0
2018-10-23,4895,4895,4710,4855,5029,45854.0,9444600.0
2018-10-24,4940,4940,4590,4730,14095,44673.0,9444600.0
2018-10-25,4680,4695,4400,4600,37545,43445.0,9444600.0
2018-10-26,4600,4750,4450,4595,28483,43398.0,9444600.0
2018-10-29,4500,4700,4200,4300,28884,40612.0,9444600.0
2018-10-30,4005,4345,4005,4325,20881,40848.0,9444600.0
2018-10-31,4325,4595,4245,4420,7397,41745.0,9444600.0
2018-11-01,4495,4695,4320,4520,12157,42690.0,9444600.0
2018-11-02,4475,4800,4460,4630,11948,43728.0,9444600.0
2018-11-05,4755,4755,4445,4495,45805,42453.0,9444600.0
2018-11-06,4590,4590,4425,4535,6253,42831.0,9444600.0
2018-11-07,4480,4600,4450,4535,7122,42831.0,9444600.0
2018-11-08,4580,4655,4470,4595,14531,43398.0,9444600.0
2018-11-09,4595,4790,4525,4615,2350,43587.0,9444600.0
2018-11-12,4610,4650,4480,4605,3366,43492.0,9444600.0
2018-11-13,4430,4690,4400,4655,29093,43965.0,9444600.0
2018-11-14,4600,4750,4595,4695,11298,44342.0,9444600.0
2018-11-15,4645,4785,4565,4700,8833,44390.0,9444600.0
2018-11-16,4700,4795,4600,4740,8166,44767.0,9444600.0
2018-11-19,4780,4790,4665,4780,8850,45145.0,9444600.0
2018-11-20,4620,4780,4600,4720,13151,44579.0,9444600.0
2018-11-21,4605,4710,4580,4705,7976,44437.0,9444600.0
2018-11-22,4620,4780,4590,4590,16156,43351.0,9444600.0
2018-11-23,4575,4780,4530,4660,29439,44012.0,9444600.0
2018-11-26,4660,4790,4620,4720,11567,44579.0,9444600.0
2018-11-27,4610,4760,4575,4705,21611,44437.0,9444600.0
2018-11-28,4700,4770,4600,4645,18803,43870.0,9444600.0
2018-11-29,4645,4735,4580,4650,21376,43917.0,9444600.0
2018-11-30,4695,4700,4585,4645,14164,43870.0,9444600.0
2018-12-03,4665,4665,4565,4655,27041,43965.0,9444600.0
2018-12-04,4590,4650,4585,4600,7964,43445.0,9444600.0
2018-12-05,4600,4650,4535,4625,9820,43681.0,9444600.0
2018-12-06,4610,4620,4490,4580,5276,43256.0,9444600.0
2018-12-07,4505,4685,4500,4620,4391,43634.0,9444600.0
2018-12-10,4555,4650,4390,4485,30873,42359.0,9444600.0
2018-12-11,4485,4740,4430,4585,5056,43303.0,9444600.0
2018-12-12,4460,4690,4460,4685,83461,44248.0,9444600.0
2018-12-13,4900,6090,4900,4905,2917928,46326.0,9444600.0
2018-12-14,4935,4950,4725,4835,366948,45665.0,9444600.0
2018-12-17,4785,4915,4725,4800,115264,45334.0,9444600.0
2018-12-18,4760,4825,4665,4800,113068,45334.0,9444600.0
2018-12-19,4900,5700,4880,5300,1962162,50056.0,9444600.0
2018-12-20,5280,5440,5110,5440,239506,51379.0,9444600.0
2018-12-21,5400,6130,5300,5400,942069,51001.0,9444600.0
2018-12-24,5310,5470,5130,5230,117110,49395.0,9444600.0
2018-12-26,5110,5230,4980,5130,77432,48451.0,9444600.0
2018-12-27,5170,5410,5130,5220,68772,49301.0,9444600.0
2018-12-28,5220,5440,5180,5250,62592,49584.0,9444600.0
2019-01-02,5260,5310,5030,5110,58547,48262.0,9444600.0
2019-01-03,5070,5230,5010,5140,56445,48545.0,9444600.0
2019-01-04,5070,5180,4955,5180,45530,48923.0,9444600.0
2019-01-07,5360,5390,5070,5250,37092,49584.0,9444600.0
2019-01-08,5180,5310,5090,5120,44095,48356.0,9444600.0
2019-01-09,5180,5240,5100,5200,37081,49112.0,9444600.0
2019-01-10,5200,5330,5160,5270,62027,49773.0,9444600.0
2019-01-11,5280,5340,5190,5260,30626,49679.0,9444600.0
2019-01-14,5330,5330,5180,5260,46041,49679.0,9444600.0
2019-01-15,5290,5410,5220,5310,35560,50151.0,9444600.0
2019-01-16,5340,5390,5220,5340,36074,50434.0,9444600.0
2019-01-17,5310,5440,5190,5210,34172,49206.0,9444600.0
2019-01-18,5220,5360,5100,5270,62229,49773.0,9444600.0
2019-01-21,5300,5300,5190,5280,31922,49867.0,9444600.0
2019-01-22,5290,5340,5200,5250,21002,49584.0,9444600.0
2019-01-23,5250,5250,5150,5180,22977,48923.0,9444600.0
2019-01-24,5200,5250,5100,5220,42206,49301.0,9444600.0
2019-01-25,5170,5470,5160,5380,80307,50812.0,9444600.0
2019-01-28,5310,5480,5290,5360,28650,50623.0,9444600.0
2019-01-29,5330,5430,5240,5260,35547,49679.0,9444600.0
2019-01-30,5260,5380,5200,5330,36589,50340.0,9444600.0
2019-01-31,5330,5400,5210,5280,23372,49867.0,9444600.0
2019-02-01,5350,5400,5150,5260,54391,49679.0,9444600.0
2019-02-07,5210,5340,5210,5290,9270,49962.0,9444600.0
2019-02-08,5340,5390,5220,5350,29885,50529.0,9444600.0
2019-02-11,5420,5550,5320,5540,55123,52323.0,9444600.0
2019-02-12,5430,5580,5430,5540,31719,52323.0,9444600.0
2019-02-13,5590,5610,5450,5590,55717,52795.0,9444600.0
2019-02-14,5630,5850,5540,5660,96956,53456.0,9444600.0
2019-02-15,5600,5800,5600,5750,47574,54306.0,9444600.0
2019-02-18,5720,5800,5520,5620,37045,53079.0,9444600.0
2019-02-19,5620,5620,5420,5500,33347,51945.0,9444600.0
2019-02-20,5520,5560,5400,5520,23211,52134.0,9444600.0
2019-02-21,5440,6340,5410,5870,893132,55440.0,9444600.0
2019-02-22,5870,5980,5700,5900,190222,55723.0,9444600.0
2019-02-25,6000,6140,5870,5950,85642,56195.0,9444600.0
2019-02-26,6090,6290,5760,5930,149261,56006.0,9444600.0
2019-02-27,5950,5950,5790,5890,38983,55629.0,9444600.0
2019-02-28,5890,5950,5510,5650,63803,53362.0,9444600.0
2019-03-04,5600,5850,5600,5850,52373,55251.0,9444600.0
2019-03-05,5830,5870,5690,5800,35816,54779.0,9444600.0
2019-03-06,5720,5850,5720,5820,36890,54968.0,9444600.0
2019-03-07,5760,5890,5740,5740,53280,54212.0,9444600.0
2019-03-08,5740,5790,5580,5720,30017,54023.0,9444600.0
2019-03-11,5680,5830,5610,5710,21714,53929.0,9444600.0
2019-03-12,5720,5870,5700,5780,20604,54590.0,9444600.0
2019-03-13,5870,5870,5670,5700,38059,53834.0,9444600.0
2019-03-14,5750,5750,5610,5720,21181,54023.0,9444600.0
2019-03-15,5720,5800,5580,5640,22924,53268.0,9444600.0
2019-03-18,5610,5710,5550,5660,27794,53456.0,9444600.0
2019-03-19,5600,5700,5570,5620,19484,53079.0,9444600.0
2019-03-20,5600,5620,5500,5570,21389,52606.0,9444600.0
2019-03-21,5650,5720,5510,5720,51350,54023.0,9444600.0
2019-03-22,5720,5730,5600,5660,35601,53456.0,9444600.0
2019-03-25,5600,5660,5520,5570,11673,52606.0,9444600.0
2019-03-26,5570,5580,5480,5540,18802,52323.0,9444600.0
2019-03-27,5800,5800,5610,5680,39975,53645.0,9444600.0
2019-03-28,5680,5680,5580,5640,16305,53268.0,9444600.0
2019-03-29,5730,6350,5490,5680,1056014,53645.0,9444600.0
2019-04-01,5620,5890,5610,5700,170524,53834.0,9444600.0
2019-04-02,5710,5800,5660,5700,47346,53834.0,9444600.0
2019-04-03,5760,5760,5600,5730,35553,54118.0,9444600.0
2019-04-04,5840,5840,5710,5810,59615,54873.0,9444600.0
2019-04-05,5820,5870,5760,5860,59872,55345.0,9444600.0
2019-04-08,5870,5870,5790,5850,26813,55251.0,9444600.0
2019-04-09,5900,5900,5700,5830,27943,55062.0,9444600.0
2019-04-10,5820,5860,5740,5800,26113,54779.0,9444600.0
2019-04-11,5820,5870,5730,5820,22057,54968.0,9444600.0
2019-04-12,5770,5820,5700,5700,22212,53834.0,9444600.0
2019-04-15,5730,5810,5640,5640,16892,53268.0,9444600.0
2019-04-16,5640,5740,5530,5640,27873,53268.0,9444600.0
2019-04-17,5720,5850,5630,5790,107003,54684.0,9444600.0
2019-04-18,5780,5830,5580,5680,48102,53645.0,9444600.0
2019-04-19,5680,5790,5600,5760,30511,54401.0,9444600.0
2019-04-22,5800,5800,5680,5680,30591,53645.0,9444600.0
2019-04-23,5740,5740,5620,5680,204872,53645.0,9444600.0
2019-04-24,5790,6670,5720,6000,1155218,56668.0,9444600.0
2019-04-25,6070,6330,5950,6120,381226,57801.0,9444600.0
