아스트(067390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-03-04,13542,14409,13451,13953,796262,200926.0,13132393.0
2015-03-05,14226,14317,13405,13406,435305,193046.0,13132393.0
2015-03-06,13314,13314,12266,13041,1000551,187793.0,13132393.0
2015-03-09,12949,13177,12357,12448,342900,179257.0,13132393.0
2015-03-10,12585,13041,12402,13041,360263,187793.0,13132393.0
2015-03-11,12950,13679,12722,13315,626196,191733.0,13132393.0
2015-03-12,13451,13588,13177,13543,332534,195016.0,13132393.0
2015-03-13,13542,13633,13177,13543,275029,195016.0,13132393.0
2015-03-16,13725,13953,13314,13816,313645,198956.0,13132393.0
2015-03-17,14044,14773,13725,14683,775270,211432.0,13132393.0
2015-03-18,14637,14956,13907,13953,458374,200926.0,13132393.0
2015-03-19,14135,14409,13497,13953,445924,200926.0,13132393.0
2015-03-20,13998,14317,13542,13908,280954,200269.0,13132393.0
2015-03-23,13907,13907,12950,13041,423747,187793.0,13132393.0
2015-03-24,12949,13405,11126,11400,1641750,164155.0,13132393.0
2015-03-25,11764,12995,11718,12676,1405988,182540.0,13132393.0
2015-03-26,12220,12995,12129,12676,363898,182540.0,13132393.0
2015-03-27,12767,13497,12539,12722,431576,183197.0,13132393.0
2015-03-30,12813,13725,12767,13588,440000,195673.0,13132393.0
2015-03-31,13725,14226,13269,13360,481984,192390.0,13132393.0
2015-04-01,13177,13360,12585,12904,473607,185823.0,13132393.0
2015-04-02,12904,13314,12722,12859,228176,185167.0,13132393.0
2015-04-03,12904,13360,12676,13315,413153,191733.0,13132393.0
2015-04-06,13725,13770,12676,12859,535962,185167.0,13132393.0
2015-04-07,13223,13633,12950,13452,498070,201078.0,13632393.0
2015-04-08,13725,13953,13314,13953,513094,208576.0,13632393.0
2015-04-09,14089,14773,13907,14592,786564,218118.0,13632393.0
2015-04-10,14545,14773,14135,14227,789616,212665.0,13632393.0
2015-04-13,14500,14773,14135,14592,477193,220762.0,13797653.0
2015-04-14,14637,14910,13633,13771,557637,208345.0,13797653.0
2015-04-15,13725,14409,13633,14409,323357,218003.0,13797653.0
2015-04-16,14591,14591,13861,14044,335657,212484.0,13797653.0
2015-04-17,13998,14317,13861,14136,210625,213864.0,13797653.0
2015-04-20,13770,14226,13497,13588,406502,205585.0,13797653.0
2015-04-21,13725,13907,13405,13862,252120,209724.0,13797653.0
2015-04-22,13907,14044,12950,13406,364713,202825.0,13797653.0
2015-04-23,13679,14272,13497,14227,619677,215243.0,13797653.0
2015-04-24,14454,14728,13907,14227,558096,215243.0,13797653.0
2015-04-27,14089,15412,14089,15412,922020,233180.0,13797653.0
2015-04-28,15777,17692,15549,17692,2178843,267674.0,13797653.0
2015-04-29,18421,18741,17373,18011,2013495,272504.0,13797653.0
2015-04-30,18011,18558,17053,18148,994234,274573.0,13797653.0
2015-05-04,18239,20336,18239,19653,2019546,297339.0,13797653.0
2015-05-06,19333,20747,18877,20200,993169,305618.0,13797653.0
2015-05-07,20245,20291,18330,19151,974391,289751.0,13797653.0
2015-05-08,19014,22024,18513,20930,1550354,316656.0,13797653.0
2015-05-11,21020,22206,18786,19425,2009007,293890.0,13797653.0
2015-05-12,20245,21157,19652,20155,1159449,304928.0,13797653.0
2015-05-13,20382,21613,19425,21614,780767,327004.0,13797653.0
2015-05-14,21796,21796,20975,21431,537780,324245.0,13797653.0
2015-05-15,21796,21796,20701,20793,419835,314586.0,13797653.0
2015-05-18,20792,21796,20336,21523,503756,325625.0,13797653.0
2015-05-19,21203,21476,20382,20474,546976,309757.0,13797653.0
2015-05-20,20382,21294,20336,20975,416276,317346.0,13797653.0
2015-05-21,21020,24121,20610,24122,1686964,364948.0,13797653.0
2015-05-22,24167,24714,23118,23894,731142,361499.0,13797653.0
2015-05-26,23984,26675,23665,25353,806556,383575.0,13797653.0
2015-05-27,25261,26538,24395,25398,420912,384265.0,13797653.0
2015-05-28,25398,25763,23255,23802,867315,360119.0,13797653.0
2015-05-29,23437,25124,23255,24030,472374,363568.0,13797653.0
2015-06-01,23437,24121,22160,24076,521446,364258.0,13797653.0
2015-06-02,24076,24714,22844,23255,301289,351840.0,13797653.0
2015-06-03,23209,23756,21978,22024,482854,333213.0,13797653.0
2015-06-04,21522,22525,21340,21523,315269,325625.0,13797653.0
2015-06-05,21294,23802,20884,23210,607574,351150.0,13797653.0
2015-06-08,23118,23483,22297,22799,243315,344941.0,13797653.0
2015-06-09,22616,24304,22160,24122,353964,364948.0,13797653.0
2015-06-10,24076,24577,23346,23757,202681,359429.0,13797653.0
2015-06-11,23893,24532,23255,23985,190107,362878.0,13797653.0
2015-06-12,23984,24623,23118,23164,229833,350460.0,13797653.0
2015-06-15,22616,23848,21248,23164,267092,350460.0,13797653.0
2015-06-16,22936,23392,21841,22480,210421,340112.0,13797653.0
2015-06-17,22434,24395,22388,23073,347814,349081.0,13797653.0
2015-06-18,23437,23939,22616,23392,215448,353910.0,13797653.0
2015-06-19,24121,24167,23118,23985,245164,362878.0,13797653.0
2015-06-22,23984,25626,23756,23757,535114,359429.0,13797653.0
2015-06-23,23984,24167,23437,23802,178418,360119.0,13797653.0
2015-06-24,24030,24623,23848,24532,233096,371157.0,13797653.0
2015-06-25,24668,25352,23802,23985,298202,362878.0,13797653.0
2015-06-26,23984,24760,23437,24304,250781,367707.0,13797653.0
2015-06-29,23528,24167,23118,23255,200157,351840.0,13797653.0
2015-06-30,23483,23984,22525,23894,202516,361499.0,13797653.0
2015-07-01,24532,24532,23209,24030,353666,363568.0,13797653.0
2015-07-02,24395,29000,24258,28454,1986082,430487.0,13797653.0
2015-07-03,28909,29091,27404,27998,591849,423588.0,13797653.0
2015-07-06,27313,27997,26583,26994,401152,408411.0,13797653.0
2015-07-07,27450,28453,24440,25353,721430,383575.0,13797653.0
2015-07-08,25352,25444,21887,23073,917778,349081.0,13797653.0
2015-07-09,22388,23620,21796,23620,496222,357359.0,13797653.0
2015-07-10,24030,25489,23300,25444,481620,384955.0,13797653.0
2015-07-13,25626,26310,25170,26265,292512,397372.0,13797653.0
2015-07-14,26811,27359,26401,26994,346956,408411.0,13797653.0
2015-07-15,26994,27313,26447,27268,209922,412550.0,13797653.0
2015-07-16,27359,28407,27267,27952,307652,422898.0,13797653.0
2015-07-17,28225,28453,27632,28180,209102,426347.0,13797653.0
2015-07-20,28499,32557,27815,31919,593875,482918.0,13797653.0
2015-07-21,30961,30961,29912,30277,1031748,458082.0,13797653.0
2015-07-22,30003,33651,29684,31919,640635,482918.0,13797653.0
2015-07-23,31873,33834,31143,32968,449257,498785.0,13797653.0
2015-07-24,32967,34290,32010,32740,442508,495336.0,13797653.0
2015-07-27,32192,33286,30505,31007,256272,469120.0,13797653.0
2015-07-28,30003,32101,29365,32101,303988,485677.0,13797653.0
2015-07-29,32375,32557,31189,31189,214894,471880.0,13797653.0
2015-07-30,31554,32739,30231,31782,343995,480848.0,13797653.0
2015-07-31,31645,32055,30779,31281,173144,473259.0,13797653.0
2015-08-03,31599,32101,29958,30095,176615,455323.0,13797653.0
2015-08-04,30003,30551,28590,29821,284107,451183.0,13797653.0
2015-08-05,29639,30277,28134,29867,411113,451873.0,13797653.0
2015-08-06,30414,31143,30140,30688,206344,464291.0,13797653.0
2015-08-07,30687,31417,30095,31007,112861,469120.0,13797653.0
2015-08-10,31691,31736,30596,30597,105684,462911.0,13797653.0
2015-08-11,31326,32602,30687,31281,319583,473259.0,13797653.0
2015-08-12,31007,31371,28316,30232,371073,457392.0,13797653.0
2015-08-13,29775,30642,29000,30505,140677,461531.0,13797653.0
2015-08-17,30915,30915,29274,29639,152812,448424.0,13797653.0
2015-08-18,30231,31645,29274,29274,270908,442905.0,13797653.0
2015-08-19,28727,29274,24167,26721,704438,404271.0,13797653.0
2015-08-20,25991,26903,25352,25854,235930,391163.0,13797653.0
2015-08-21,23620,25945,23528,25170,440958,380815.0,13797653.0
2015-08-24,25307,25991,20519,21295,810923,322175.0,13797653.0
2015-08-25,21887,23665,20519,23164,842744,350460.0,13797653.0
2015-08-26,23209,28088,23209,26903,654332,407031.0,13797653.0
2015-08-27,27906,29137,27359,28089,531222,424968.0,13797653.0
2015-08-28,28863,29228,28179,28727,273322,434626.0,13797653.0
2015-08-31,29137,29137,27906,28271,188465,427727.0,13797653.0
2015-09-01,28271,28727,26447,26447,227920,400132.0,13797653.0
2015-09-02,25444,30277,25307,30186,640676,456702.0,13797653.0
2015-09-03,30368,31326,28863,29046,382815,439455.0,13797653.0
2015-09-04,29091,30231,28909,29548,432579,447044.0,13797653.0
2015-09-07,29456,29456,27587,27906,399813,422208.0,13797653.0
2015-09-08,27495,28544,25672,25718,353795,389094.0,13797653.0
2015-09-09,26766,27951,26629,27906,277904,422208.0,13797653.0
2015-09-10,27450,28271,26994,27450,157368,415309.0,13797653.0
2015-09-11,27815,28088,25672,26128,641179,395303.0,13797653.0
2015-09-14,26173,26675,25626,25991,186802,393233.0,13797653.0
2015-09-15,25717,26127,25535,25718,118153,389094.0,13797653.0
2015-09-16,26219,27085,26036,26493,205800,400822.0,13797653.0
2015-09-17,26857,27313,25626,25672,168944,388404.0,13797653.0
2015-09-18,26401,28362,26036,28089,442464,424968.0,13797653.0
2015-09-21,27313,28179,27176,28089,174416,424968.0,13797653.0
2015-09-22,28727,29684,28271,29593,466915,447734.0,13797653.0
2015-09-23,29091,29365,28043,28043,252646,424278.0,13797653.0
2015-09-24,28544,30049,28544,29092,320047,440145.0,13797653.0
2015-09-25,29183,29319,26310,28545,539166,431867.0,13797653.0
2015-09-30,27815,29547,27495,29411,266016,444974.0,13797653.0
2015-10-01,29730,30414,29547,29639,265623,448424.0,13797653.0
2015-10-02,30049,30323,29183,29913,160953,452563.0,13797653.0
2015-10-05,29912,30095,28772,29001,116965,438765.0,13797653.0
2015-10-06,29411,29411,28316,29092,106733,440145.0,13797653.0
2015-10-07,29183,29274,27951,28089,127475,424968.0,13797653.0
2015-10-08,28499,28499,26036,26721,362240,404271.0,13797653.0
2015-10-12,26766,26903,24714,25626,449620,387714.0,13797653.0
2015-10-13,24988,25398,23118,23574,638768,356669.0,13797653.0
2015-10-14,23848,24486,23848,24304,229546,367707.0,13797653.0
2015-10-15,23848,24121,22525,22845,503220,345631.0,13797653.0
2015-10-16,22799,24212,22297,23620,306081,357359.0,13797653.0
2015-10-19,23939,24076,23027,23210,145902,351150.0,13797653.0
2015-10-20,24076,25170,23984,24851,320006,375986.0,13797653.0
2015-10-21,25216,25626,24760,25079,200205,379435.0,13797653.0
2015-10-22,25170,25672,23984,24167,144012,365638.0,13797653.0
2015-10-23,24668,24668,23756,24122,86551,364948.0,13797653.0
2015-10-26,24212,24486,23255,23711,139695,358739.0,13797653.0
2015-10-27,23802,25124,23437,24623,199764,372537.0,13797653.0
2015-10-28,24988,25808,24714,25763,265777,389784.0,13797653.0
2015-10-29,25808,25808,25124,25262,112287,382195.0,13797653.0
2015-10-30,25216,25626,24760,25535,99048,386334.0,13797653.0
2015-11-02,25535,25535,24212,24213,150072,366328.0,13797653.0
2015-11-03,24030,25808,24030,25581,204911,387024.0,13797653.0
2015-11-04,25991,26127,25626,25763,143601,389784.0,13797653.0
2015-11-05,26082,26219,25352,25946,106357,392543.0,13797653.0
2015-11-06,25945,28499,25945,28499,675148,431177.0,13797653.0
2015-11-09,28499,28818,27176,28134,381742,425658.0,13797653.0
2015-11-10,27997,28043,26264,27633,357552,418069.0,13797653.0
2015-11-11,28362,29639,26082,26447,1182490,400132.0,13797653.0
2015-11-12,26629,27085,25672,26766,318421,404961.0,13797653.0
2015-11-13,26355,26492,25717,26082,173437,394613.0,13797653.0
2015-11-16,25307,25672,23848,24258,292918,367018.0,13797653.0
2015-11-17,24942,25489,24668,24760,162397,374606.0,13797653.0
2015-11-18,24851,25079,24395,24532,129402,371157.0,13797653.0
2015-11-19,24714,25170,24440,24760,129558,374606.0,13797653.0
2015-11-20,24942,25352,24623,24988,78962,378056.0,13797653.0
2015-11-23,25352,25580,24988,25125,121436,380125.0,13797653.0
2015-11-24,25079,25124,24304,24304,137925,367707.0,13797653.0
2015-11-25,23665,24532,23209,24486,249849,370467.0,13797653.0
2015-11-26,24577,24896,24304,24669,101625,373227.0,13797653.0
2015-11-27,24668,24714,24212,24669,108523,373227.0,13797653.0
2015-11-30,24304,25580,24304,25581,183054,387024.0,13797653.0
2015-12-01,25261,25307,24805,24851,91799,375986.0,13797653.0
2015-12-02,25170,25261,24440,24441,83442,369777.0,13797653.0
2015-12-03,24623,24623,23620,23802,97208,360119.0,13797653.0
2015-12-04,23392,23984,22890,23073,223266,349081.0,13797653.0
2015-12-07,23392,23893,23072,23301,118769,352530.0,13797653.0
2015-12-08,23574,23620,21750,21887,215073,331144.0,13797653.0
2015-12-09,22434,22799,21476,22343,218708,338042.0,13797653.0
2015-12-10,22388,22616,21704,22115,165902,334593.0,13797653.0
2015-12-11,22206,22434,21157,21158,115137,320106.0,13797653.0
2015-12-14,20564,20610,19014,19151,257999,289751.0,13797653.0
2015-12-15,19197,19789,18741,19790,212053,299409.0,13797653.0
2015-12-16,19926,20291,19516,19516,153864,295270.0,13797653.0
2015-12-17,19880,22115,19835,21614,282193,327004.0,13797653.0
2015-12-18,21841,22069,21248,21796,146865,329764.0,13797653.0
2015-12-21,21248,22069,21020,21659,129705,327694.0,13797653.0
2015-12-22,21750,21750,20336,20519,246052,310447.0,13797653.0
2015-12-23,20975,21203,20245,20656,190994,312517.0,13797653.0
2015-12-24,20701,21659,20610,21112,211472,319416.0,13797653.0
2015-12-28,21112,21522,20108,20884,99845,315966.0,13797653.0
2015-12-29,20884,21248,20747,21112,110811,319416.0,13797653.0
2015-12-30,21112,21978,21112,21431,118752,324245.0,13797653.0
2016-01-04,21613,21613,20747,20747,102294,313897.0,13797653.0
2016-01-05,20108,20884,20108,20793,82679,314586.0,13797653.0
2016-01-06,20656,20792,19425,19653,312134,297339.0,13797653.0
2016-01-07,19470,20017,18832,18878,258234,285611.0,13797653.0
2016-01-08,18376,18604,17555,18331,361835,277333.0,13797653.0
2016-01-11,18011,18057,17601,17692,208634,267674.0,13797653.0
2016-01-12,17646,18421,17646,17829,122614,269744.0,13797653.0
2016-01-13,18011,19014,18011,18604,165568,281472.0,13797653.0
2016-01-14,17829,18969,17783,18969,141667,286991.0,13797653.0
2016-01-15,19516,20245,18832,18969,237623,286991.0,13797653.0
2016-01-18,18467,19470,18467,19151,82227,289751.0,13797653.0
2016-01-19,19105,19242,18421,19060,115700,288371.0,13797653.0
2016-01-20,19151,19880,18786,19516,183116,295270.0,13797653.0
2016-01-21,19425,19789,18832,18832,106535,284922.0,13797653.0
2016-01-22,19151,19197,18786,19151,66929,289751.0,13797653.0
2016-01-25,19425,21613,19242,21340,634155,322865.0,13797653.0
2016-01-26,21431,22069,20884,21887,485451,331144.0,13797653.0
2016-01-27,22069,22252,21431,21477,146555,324935.0,13797653.0
2016-01-28,21476,21750,20838,21705,127714,328384.0,13797653.0
2016-01-29,21704,21978,21340,21842,139727,330454.0,13797653.0
2016-02-01,21978,22115,21385,21842,103027,330454.0,13797653.0
2016-02-02,21841,22024,21203,21887,153488,331144.0,13797653.0
2016-02-03,21750,22890,21568,22617,243689,342182.0,13797653.0
2016-02-04,22708,23072,21887,22070,226219,333903.0,13797653.0
2016-02-05,22115,22252,21522,22161,119702,335283.0,13797653.0
2016-02-11,21294,21704,20701,20747,140924,313897.0,13797653.0
2016-02-12,19972,20291,18193,18650,317284,282162.0,13797653.0
2016-02-15,18877,20519,18786,20246,178077,306308.0,13797653.0
2016-02-16,20382,20656,19926,20155,161009,304928.0,13797653.0
2016-02-17,20519,21340,19698,19835,313276,300099.0,13797653.0
2016-02-18,20154,20519,19698,20018,172794,302858.0,13797653.0
2016-02-19,19972,20336,19470,19790,143803,299409.0,13797653.0
2016-02-22,19972,20291,19698,20018,75019,302858.0,13797653.0
2016-02-23,20154,20200,19516,19516,97138,295270.0,13797653.0
2016-02-24,19425,19789,19242,19516,88385,295270.0,13797653.0
2016-02-25,19561,19698,19105,19288,82507,291820.0,13797653.0
2016-02-26,19288,19379,18604,18878,120585,285611.0,13797653.0
2016-02-29,18877,19379,18467,19334,107754,292510.0,13797653.0
2016-03-02,19607,19698,19197,19197,65982,290441.0,13797653.0
2016-03-03,19242,19379,18832,19015,88212,287681.0,13797653.0
2016-03-04,19197,19470,19014,19379,77744,293200.0,13797653.0
2016-03-07,19607,20063,19151,19288,100754,291820.0,13797653.0
2016-03-08,19470,19470,18741,19015,101815,287681.0,13797653.0
2016-03-09,19014,19014,18239,18695,224927,282852.0,13797653.0
2016-03-10,18969,18969,18695,18923,70450,286301.0,13797653.0
2016-03-11,18969,19014,18604,18787,50966,284232.0,13797653.0
2016-03-14,18969,19060,18741,18787,70139,284232.0,13797653.0
2016-03-15,18786,19242,18786,18878,111052,285611.0,13797653.0
2016-03-16,18786,19060,18558,18878,158163,285611.0,13797653.0
2016-03-17,18969,19014,18513,18604,190334,281472.0,13797653.0
2016-03-18,18741,19425,18649,18832,258182,284922.0,13797653.0
2016-03-21,18877,19288,18695,19015,135179,287681.0,13797653.0
2016-03-22,19014,19379,18923,19015,111487,287681.0,13797653.0
2016-03-23,18877,19151,18467,18787,126511,284232.0,13797653.0
2016-03-24,18695,18695,18330,18376,123131,278023.0,13797653.0
2016-03-25,18330,18467,18011,18194,106376,275263.0,13797653.0
2016-03-28,18285,18330,17737,17783,81042,269054.0,13797653.0
2016-03-29,17737,18193,17601,17738,71943,268364.0,13797653.0
2016-03-30,18057,18057,16917,17145,242081,259396.0,13797653.0
2016-03-31,17053,17145,15959,16324,419298,246978.0,13797653.0
2016-04-01,16141,16825,15959,16689,226389,252497.0,13797653.0
2016-04-04,16825,17327,16734,17191,173422,260086.0,13797653.0
2016-04-05,17281,17327,16825,17008,112167,257326.0,13797653.0
2016-04-06,16871,17008,16597,16780,103281,253877.0,13797653.0
2016-04-07,16962,17646,16871,17601,238288,266295.0,13797653.0
2016-04-08,17646,17692,17236,17510,69638,264915.0,13797653.0
2016-04-11,17737,17737,16689,16780,160553,253877.0,13797653.0
2016-04-12,16734,16734,16233,16507,131220,249738.0,13797653.0
2016-04-14,16597,17418,16597,16780,170839,253877.0,13797653.0
2016-04-15,17281,17464,17008,17236,209713,260776.0,13797653.0
2016-04-18,17373,17646,17099,17373,151114,262845.0,13797653.0
2016-04-19,17509,17509,16917,16917,119826,255946.0,13797653.0
2016-04-20,16871,17099,16643,16735,95522,253187.0,13797653.0
2016-04-21,16917,16917,16552,16598,89755,251117.0,13797653.0
2016-04-22,16597,16780,16461,16689,59531,252497.0,13797653.0
2016-04-25,16689,17008,16552,16826,81439,254567.0,13797653.0
2016-04-26,16825,16825,16643,16735,54921,253187.0,13797653.0
2016-04-27,16780,16825,16324,16324,150104,246978.0,13797653.0
2016-04-28,16643,16643,16187,16233,78806,245598.0,13797653.0
2016-04-29,16415,16415,15959,16005,82146,242149.0,13797653.0
2016-05-02,16324,16324,15184,15549,201288,235250.0,13797653.0
2016-05-03,15594,16187,15366,16188,99429,244908.0,13797653.0
2016-05-04,16050,16324,15959,16188,79314,244908.0,13797653.0
2016-05-09,16278,16278,15549,15686,96168,237320.0,13797653.0
2016-05-10,15549,15913,15503,15868,35249,240079.0,13797653.0
2016-05-11,15868,15913,15412,15549,94472,235250.0,13797653.0
2016-05-12,15412,15457,15138,15321,99334,231801.0,13797653.0
2016-05-13,15366,15412,14865,15048,111566,227661.0,13797653.0
2016-05-16,14865,14956,14363,14455,208247,218693.0,13797653.0
2016-05-17,14545,14819,14454,14592,118672,220762.0,13797653.0
2016-05-18,14317,14454,13907,14136,134784,213864.0,13797653.0
2016-05-19,14089,15093,14089,14637,233652,221452.0,13797653.0
2016-05-20,14591,15412,14545,15412,162977,233180.0,13797653.0
2016-05-23,15594,15731,15093,15504,129264,234560.0,13797653.0
2016-05-24,15822,15822,14682,14865,162537,224902.0,13797653.0
2016-05-25,14956,14956,14363,14592,157970,220762.0,13797653.0
2016-05-26,14545,14865,14409,14500,90219,219383.0,13797653.0
2016-05-27,15412,15777,15047,15048,448729,227661.0,13797653.0
2016-05-30,15047,16187,14819,15823,258915,239389.0,13797653.0
2016-05-31,16050,16871,16050,16552,468455,250427.0,13797653.0
2016-06-01,16780,17099,16506,16735,230120,253187.0,13797653.0
2016-06-02,16825,17601,16415,17510,369932,264915.0,13797653.0
2016-06-03,17373,18239,17373,18194,392625,275263.0,13797653.0
2016-06-07,18330,18741,18239,18559,412638,280782.0,13797653.0
2016-06-08,18741,18741,18011,18331,271667,277333.0,13797653.0
2016-06-09,18148,18969,18011,18969,241667,286991.0,13797653.0
2016-06-10,19379,20017,19242,19425,413468,293890.0,13797653.0
2016-06-13,18923,19333,18513,18650,252197,282162.0,13797653.0
2016-06-14,18285,19197,18285,18923,255751,286301.0,13797653.0
2016-06-15,19105,19972,18877,19744,322444,298719.0,13797653.0
2016-06-16,20017,20884,19607,19972,644279,315869.0,14423239.0
2016-06-17,20245,20245,18695,19288,340752,305052.0,14423239.0
2016-06-20,19242,19379,18741,19060,169207,301446.0,14423239.0
2016-06-21,19333,19425,18741,18969,184017,300003.0,14423239.0
2016-06-22,18969,19105,18376,18376,157719,290628.0,14423239.0
2016-06-23,18376,19926,18148,19653,326763,310821.0,14423239.0
2016-06-24,19880,19880,17783,18467,645154,292071.0,14423239.0
2016-06-27,17874,18832,17829,18239,266091,288465.0,14423239.0
2016-06-28,18011,18695,18011,18604,186309,294234.0,14423239.0
2016-06-29,18969,19835,18741,19562,284250,309378.0,14423239.0
2016-06-30,19972,20063,19333,19425,207325,307215.0,14423239.0
2016-07-01,19698,19698,19333,19379,126122,306494.0,14423239.0
2016-07-04,19607,19835,19151,19425,108349,307215.0,14423239.0
2016-07-05,19698,20291,19561,20246,355104,320196.0,14423239.0
2016-07-06,20245,20519,19516,20246,234620,320196.0,14423239.0
2016-07-07,20564,21066,20063,20291,276860,320917.0,14423239.0
2016-07-08,20200,20519,19744,20428,214560,323081.0,14423239.0
2016-07-11,20884,21568,20610,21021,582857,332456.0,14423239.0
2016-07-12,21157,21248,20610,21067,184450,333177.0,14423239.0
2016-07-13,21294,21294,20656,20884,196441,330292.0,14423239.0
2016-07-14,20564,21112,20336,20975,186729,331734.0,14423239.0
2016-07-15,21112,21157,20382,20839,168629,329571.0,14423239.0
2016-07-18,20975,20975,20245,20611,172907,325965.0,14423239.0
2016-07-19,20610,20656,19972,20063,168690,317311.0,14423239.0
2016-07-20,19926,20336,19607,19927,145698,315148.0,14423239.0
2016-07-21,19972,20382,19789,19790,144230,312984.0,14423239.0
2016-07-22,19744,20108,19698,19927,88378,315148.0,14423239.0
2016-07-25,19835,20382,19789,19927,88861,315148.0,14423239.0
2016-07-26,19926,20200,19607,19653,93105,310821.0,14423239.0
2016-07-27,19652,19744,18695,18741,255357,296398.0,14423239.0
2016-07-28,18923,18923,18558,18878,151868,298561.0,14423239.0
2016-07-29,19060,19060,18376,18695,129733,295676.0,14423239.0
2016-08-01,18649,19470,18604,19471,128055,307936.0,14423239.0
2016-08-02,19425,19698,19105,19151,74468,302888.0,14423239.0
2016-08-03,19151,19197,18649,19060,51138,301446.0,14423239.0
2016-08-04,19105,19425,18877,19151,58360,302888.0,14423239.0
2016-08-05,19151,19242,18741,18923,75012,299282.0,14423239.0
2016-08-08,18923,19242,18057,18194,206238,287744.0,14423239.0
2016-08-09,18193,18421,17509,17647,288630,279090.0,14423239.0
2016-08-10,17509,17783,17509,17692,102658,279811.0,14423239.0
2016-08-11,17646,18011,17555,17920,77062,283417.0,14423239.0
2016-08-12,17783,18421,17783,18422,118057,291349.0,14423239.0
2016-08-16,18604,18604,17965,18057,83827,285580.0,14423239.0
2016-08-17,18148,18193,17464,17601,80034,278369.0,14423239.0
2016-08-18,17555,17965,17464,17920,68601,283417.0,14423239.0
2016-08-19,17783,19151,17783,19151,260925,302888.0,14423239.0
2016-08-22,19151,19288,18376,18467,129937,292071.0,14423239.0
2016-08-23,18558,18695,17829,17829,150781,281974.0,14423239.0
2016-08-24,17829,18057,17601,17966,113949,284138.0,14423239.0
2016-08-25,17920,18467,17829,18285,115613,289186.0,14423239.0
2016-08-26,18057,18604,17965,18239,118595,288465.0,14423239.0
2016-08-29,18239,18285,17555,17601,116121,278369.0,14423239.0
2016-08-30,17601,18285,17601,18011,83713,284859.0,14423239.0
2016-08-31,18057,18057,17281,17373,102532,274763.0,14423239.0
2016-09-01,17555,17829,17145,17829,89600,281974.0,14423239.0
2016-09-02,17920,18011,17509,17601,52006,278369.0,14423239.0
2016-09-05,17874,18057,17555,17601,58792,278369.0,14423239.0
2016-09-06,17509,17783,17418,17464,51062,276205.0,14423239.0
2016-09-07,17464,17692,17053,17601,145673,278369.0,14423239.0
