레드로버(060300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-04-05,5149,5499,5137,5272,36470,14975.0,6853412.0
2006-04-06,5270,5306,5210,5284,21169,15009.0,6853412.0
2006-04-07,5282,5306,5065,5187,25580,14735.0,6853412.0
2006-04-10,5137,5234,4992,5212,69859,14803.0,6853412.0
2006-04-11,5113,5427,5113,5320,39291,15112.0,6853412.0
2006-04-12,5523,6030,5378,6031,51845,17134.0,6853412.0
2006-04-13,5981,6006,5691,5960,45825,16928.0,6853412.0
2006-04-14,5801,5946,5716,5791,38571,16448.0,6853412.0
2006-04-17,5620,6030,5571,5851,16953,16620.0,6853412.0
2006-04-18,6235,6718,6235,6719,87259,19087.0,6853412.0
2006-04-19,7720,7720,7720,7720,169235,21931.0,6853412.0
2006-04-20,8877,8877,8201,8878,1042422,25221.0,6853412.0
2006-04-21,9046,10193,8346,8963,993209,25460.0,6853412.0
2006-04-24,8853,10301,8829,10303,682596,29264.0,6853412.0
2006-04-25,10613,11047,9600,10025,905234,28476.0,6853412.0
2006-04-26,10373,10373,8804,9241,490563,26249.0,6853412.0
2006-04-27,9541,10469,8949,9095,884665,25837.0,6853412.0
2006-04-28,9155,9649,8708,8710,432758,24741.0,6853412.0
2006-05-02,8708,9021,8225,8444,534115,23987.0,6853412.0
2006-05-03,8683,9709,8623,9000,1643634,25563.0,6853412.0
2006-05-04,8938,9143,8346,8565,251949,24330.0,6853412.0
2006-05-08,8575,9745,8575,9530,510554,27071.0,6853412.0
2006-05-09,9118,9684,8997,9688,200268,27516.0,6853412.0
2006-05-10,9758,11133,9504,11134,1262595,31628.0,6853412.0
2006-05-11,11363,12786,11194,12787,920789,36323.0,6853412.0
2006-05-12,12423,14378,12134,13028,1091100,37008.0,6853412.0
2006-05-15,13195,13799,12544,13270,634245,37694.0,6853412.0
2006-05-16,13485,15174,13436,14186,716235,40298.0,6853412.0
2006-05-17,13822,14329,12351,13197,456617,37488.0,6853412.0
2006-05-18,12544,13026,11748,12739,295937,36186.0,6853412.0
2006-05-19,12737,14234,12423,14138,437817,40161.0,6853412.0
2006-05-22,14595,14716,12544,12715,377556,36117.0,6853412.0
2006-05-23,13316,13316,12134,12304,193278,34952.0,6853412.0
2006-05-24,12134,12544,11869,12209,120696,34678.0,6853412.0
2006-05-25,12374,12954,12014,12087,165781,34336.0,6853412.0
2006-05-26,12327,12786,12014,12425,137563,35295.0,6853412.0
2006-05-29,12423,13968,12423,13173,270213,37420.0,6853412.0
2006-05-30,13051,13268,12375,12546,123868,35638.0,6853412.0
2006-06-01,12278,12786,11820,12087,129860,34336.0,6853412.0
2006-06-02,12375,12400,11869,12232,53801,34747.0,6853412.0
2006-06-05,12302,13533,12278,12618,252824,35843.0,6853412.0
2006-06-07,12037,12086,10831,11098,152622,31526.0,6853412.0
2006-06-08,11084,11084,10325,10809,73600,30703.0,6853412.0
2006-06-09,10928,12014,10928,11786,72339,33479.0,6853412.0
2006-06-12,12472,12472,11580,11943,15936,33924.0,6853412.0
2006-06-13,11651,11651,11096,11400,69173,32382.0,6853412.0
2006-06-14,10976,11579,10903,11123,20863,31594.0,6853412.0
2006-06-15,11302,11567,11120,11304,20179,32108.0,6853412.0
2006-06-16,11000,11797,11000,11460,89202,32554.0,6853412.0
2006-06-19,11989,11989,11253,11340,16044,32211.0,6853412.0
2006-06-20,11289,11289,10385,10568,104954,30018.0,6853412.0
2006-06-21,10457,10855,10361,10543,16045,29949.0,6853412.0
2006-06-22,10565,10915,10155,10157,52168,28853.0,6853412.0
2006-06-23,9950,10468,9830,10242,49648,29093.0,6853412.0
2006-06-26,10144,10144,9890,10134,45699,28784.0,6853412.0
2006-06-27,10179,10614,9962,10254,32749,29127.0,6853412.0
2006-06-28,10035,10855,10035,10845,54995,30806.0,6853412.0
2006-06-29,10867,12448,10867,12449,207545,35364.0,6853412.0
2006-06-30,13026,13147,12085,12401,111716,35227.0,6853412.0
2006-07-03,12399,13195,12109,12908,71494,36666.0,6853412.0
2006-07-04,12954,13220,12254,12353,68535,35089.0,6853412.0
2006-07-05,12049,12049,11434,11823,56949,33582.0,6853412.0
2006-07-06,11580,12375,11482,11943,35544,33924.0,6853412.0
2006-07-07,11965,12544,11940,12304,26802,34952.0,6853412.0
2006-07-10,12737,12955,12303,12498,35292,35501.0,6853412.0
2006-07-11,12496,12858,12351,12860,32880,36529.0,6853412.0
2006-07-12,13026,13026,12544,12715,40057,36117.0,6853412.0
2006-07-13,12496,12713,12062,12449,43679,35364.0,6853412.0
2006-07-14,12400,12448,11820,11943,34705,33924.0,6853412.0
2006-07-18,11700,11917,11663,11666,15548,33136.0,6853412.0
2006-07-19,12036,12036,11459,11581,61520,32896.0,6853412.0
2006-07-20,11796,12206,11796,12135,42017,34473.0,6853412.0
2006-07-21,12303,13871,12086,13342,100187,37899.0,6853412.0
2006-07-24,13268,13509,11363,11992,112589,34061.0,6853412.0
2006-07-25,11989,12544,11820,12087,50129,34336.0,6853412.0
2006-07-26,12109,12423,12062,12209,21423,34678.0,6853412.0
2006-07-27,12231,13124,12231,12835,40551,36460.0,6853412.0
2006-07-28,12978,13026,12183,12184,111809,34610.0,6853412.0
2006-07-31,12183,12834,12183,12184,21371,34610.0,6853412.0
2006-08-01,12303,12423,11845,12184,32412,34610.0,6853412.0
2006-08-02,12183,12472,12134,12184,10774,34610.0,6853412.0
2006-08-03,12303,12472,12110,12281,36586,34884.0,6853412.0
2006-08-04,12544,12544,12182,12329,18728,35021.0,6853412.0
2006-08-07,12206,12471,12157,12353,16812,35089.0,6853412.0
2006-08-08,12351,12665,12110,12521,116783,35569.0,6853412.0
2006-08-09,12520,13630,12520,12787,62819,36323.0,6853412.0
2006-08-10,12930,12930,12302,12425,17831,35295.0,6853412.0
2006-08-11,12231,12930,12183,12209,32671,34678.0,6853412.0
2006-08-14,12231,12400,11989,12281,37104,34884.0,6853412.0
2006-08-16,12279,12400,12062,12256,22044,34815.0,6853412.0
2006-08-17,12206,12375,12110,12232,33088,34747.0,6853412.0
2006-08-18,12231,12809,12231,12787,31607,36323.0,6853412.0
2006-08-21,12568,12713,12278,12691,7560,36049.0,6853412.0
2006-08-22,12689,12786,12183,12184,31533,34610.0,6853412.0
2006-08-23,12183,12423,12062,12256,25564,34815.0,6853412.0
2006-08-24,12206,12591,12206,12401,22757,35227.0,6853412.0
2006-08-25,12231,12472,11097,11834,32243,33616.0,6853412.0
2006-08-28,12255,12544,11748,12015,56225,34130.0,6853412.0
2006-08-29,12062,12327,11531,11749,30073,33376.0,6853412.0
2006-08-30,11748,11965,11723,11907,34744,33822.0,6853412.0
2006-08-31,11663,12062,11663,12064,11144,34267.0,6853412.0
2006-09-01,12086,12086,11723,11895,10350,33787.0,6853412.0
2006-09-04,11893,12255,11700,11943,21822,33924.0,6853412.0
2006-09-05,11953,12231,11771,11992,47443,34061.0,6853412.0
2006-09-06,12400,13268,12062,12546,123247,35638.0,6853412.0
2006-09-07,12737,12834,12423,12811,91406,36392.0,6853412.0
2006-09-08,12857,14425,12857,14066,251014,39955.0,6853412.0
2006-09-11,14064,14234,13558,14235,60330,40435.0,6853412.0
2006-09-12,14257,16356,14257,16358,413342,46466.0,6853412.0
2006-09-13,16525,17997,15923,16358,333924,46466.0,6853412.0
2006-09-14,16356,17490,16356,17058,126701,48454.0,6853412.0
2006-09-15,17297,17297,16525,16647,124936,47289.0,6853412.0
2006-09-18,16646,16718,16018,16695,82737,47426.0,6853412.0
2006-09-19,16886,18189,16886,17564,168212,49893.0,6853412.0
2006-09-20,17418,17538,17008,17491,61524,49687.0,6853412.0
2006-09-21,17491,17491,16646,17227,79718,48933.0,6853412.0
2006-09-22,17225,17852,16886,17323,59082,49207.0,6853412.0
2006-09-25,16886,18745,16815,18433,94604,52360.0,6853412.0
2006-09-26,18672,19299,17369,18578,45964,52771.0,6853412.0
2006-09-27,18937,19131,17925,18602,39506,52840.0,6853412.0
2006-09-28,19179,19299,18359,18867,36713,53594.0,6853412.0
2006-09-29,18697,19541,18286,18360,61601,52154.0,6853412.0
2006-10-02,18455,18455,15609,17613,50964,50030.0,6853412.0
2006-10-04,17032,17852,16646,17444,87719,49550.0,6853412.0
2006-10-09,17176,17442,14836,14838,107291,42148.0,6853412.0
2006-10-10,15197,15560,14474,15441,121584,43862.0,6853412.0
2006-10-11,15197,15511,14933,15152,75550,43039.0,6853412.0
2006-10-12,14836,15439,14836,15441,29219,43862.0,6853412.0
2006-10-13,15488,17104,15488,16527,50637,46946.0,6853412.0
2006-10-16,16525,17104,16309,16647,17971,47289.0,6853412.0
2006-10-17,17344,17344,16211,16334,28470,46398.0,6853412.0
2006-10-18,16622,16911,16091,16768,28641,47631.0,6853412.0
2006-10-19,17249,17249,16646,17034,24427,48385.0,6853412.0
2006-10-20,16838,17466,16838,17371,43329,49345.0,6853412.0
2006-10-23,16959,17731,16959,17540,45168,49824.0,6853412.0
2006-10-24,17611,17804,15680,16358,224773,46466.0,6853412.0
2006-10-25,16646,16886,16163,16889,50609,47974.0,6853412.0
2006-10-26,16790,19058,16525,17661,153409,50167.0,6853412.0
2006-10-27,17274,17659,17274,17564,27617,49893.0,6853412.0
2006-10-30,17104,18045,16766,17106,36223,48591.0,6853412.0
2006-10-31,16886,17369,16356,16841,17025,47837.0,6853412.0
2006-11-01,16308,17104,16187,16286,43286,46261.0,6853412.0
2006-11-02,16283,16717,16042,16310,26978,46329.0,6853412.0
2006-11-03,15825,17127,15825,16889,33986,47974.0,6853412.0
2006-11-06,17731,17731,16548,16889,48944,47974.0,6853412.0
2006-11-07,16886,17104,16766,16937,35980,48111.0,6853412.0
2006-11-08,16935,16959,16478,16961,29987,48179.0,6853412.0
2006-11-09,16573,17369,16573,17275,44272,49070.0,6853412.0
2006-11-10,17274,18311,17008,17781,61639,50510.0,6853412.0
2006-11-13,17514,18551,17514,18095,51655,51401.0,6853412.0
2006-11-14,18093,18238,17731,18192,40777,51675.0,6853412.0
2006-11-15,18166,18431,17780,17806,18960,50578.0,6853412.0
2006-11-16,17924,18286,17683,17685,29142,50236.0,6853412.0
2006-11-17,17683,18238,17683,18216,23834,51743.0,6853412.0
2006-11-20,18937,18937,17514,17733,32912,50373.0,6853412.0
2006-11-21,17683,18213,17514,17902,18239,50852.0,6853412.0
2006-11-22,17900,18937,17900,18698,703083,53114.0,6853412.0
2006-11-23,19782,21229,19228,20146,122104,57226.0,6853412.0
2006-11-24,20168,21446,19709,21352,76951,60653.0,6853412.0
2006-11-27,20892,21832,20626,20750,49494,58939.0,6853412.0
2006-11-28,20578,20916,19902,20025,69389,56883.0,6853412.0
2006-11-29,19783,21447,19783,20387,58821,57911.0,6853412.0
2006-11-30,20627,20989,20386,20942,26223,59488.0,6853412.0
2006-12-01,21350,21374,20506,20797,376872,59076.0,6853412.0
2006-12-04,20795,21399,20408,21256,19210,60379.0,6853412.0
2006-12-05,21688,21688,20505,21063,13312,59830.0,6853412.0
2006-12-06,20988,20988,19299,20267,88753,57569.0,6853412.0
2006-12-07,20023,20675,19637,19953,27674,56678.0,6853412.0
2006-12-08,19348,20264,19300,20025,110739,56883.0,6853412.0
2006-12-11,19588,20264,19588,20146,11652,57226.0,6853412.0
2006-12-12,20023,20940,19299,19929,12412,56609.0,6853412.0
2006-12-13,20408,20408,19323,19953,6929,56678.0,6853412.0
2006-12-14,19734,20192,19541,20001,27930,56815.0,6853412.0
2006-12-15,19565,20771,19565,20460,27708,58117.0,6853412.0
2006-12-18,20988,21085,20047,20797,10832,59076.0,6853412.0
2006-12-19,20795,21109,20120,20797,9887,59076.0,6853412.0
2006-12-20,20530,20988,20530,20750,9580,58939.0,6853412.0
2006-12-21,21326,21326,19926,20580,20488,58460.0,6853412.0
2006-12-22,20578,20578,19783,19784,18827,56198.0,6853412.0
2006-12-26,20023,20023,18599,19301,27822,54827.0,6853412.0
2006-12-27,19300,19300,18214,18360,15597,52154.0,6853412.0
2006-12-28,18816,19540,18576,19301,31061,54827.0,6853412.0
2007-01-02,19902,19902,18793,19301,4519,54827.0,6853412.0
2007-01-03,20386,20386,19058,19301,14627,54827.0,6853412.0
2007-01-04,19011,19492,18816,19061,22084,54142.0,6853412.0
2007-01-05,19058,19300,18190,19012,17053,54005.0,6853412.0
2007-01-08,19011,19300,17852,18337,160687,52086.0,6853412.0
2007-01-09,19180,19180,18383,18674,54409,53045.0,6853412.0
2007-01-10,19274,19274,18262,18578,30032,52771.0,6853412.0
2007-01-11,18577,18914,18359,18649,14078,52977.0,6853412.0
2007-01-12,18455,18697,18334,18578,11553,52771.0,6853412.0
2007-01-15,18816,18816,18142,18529,14654,52634.0,6853412.0
2007-01-16,18528,18576,18238,18578,29504,52771.0,6853412.0
2007-01-17,18431,19058,18093,18506,8901,52566.0,6853412.0
2007-01-18,18142,18794,18117,18337,16382,52086.0,6853412.0
2007-01-19,16766,18334,16766,17613,26755,50030.0,6853412.0
2007-01-22,17611,18094,17176,17854,2766,50715.0,6853412.0
2007-01-23,17852,17852,17393,17491,4388,49687.0,6853412.0
2007-01-24,18094,18094,17080,17491,16404,49687.0,6853412.0
2007-01-25,17152,17707,16863,16864,34316,47905.0,6853412.0
2007-01-26,17562,17562,16886,17227,13686,48933.0,6853412.0
2007-01-29,16886,17659,16886,17323,8617,49207.0,6853412.0
2007-01-30,17538,17538,16886,17251,4514,49002.0,6853412.0
2007-01-31,17249,17514,17008,17251,35846,49002.0,6853412.0
2007-02-01,17249,17369,17104,17106,5240,48591.0,6853412.0
2007-02-02,17104,17127,16742,17130,14465,48659.0,6853412.0
2007-02-05,16790,17008,16622,17010,9343,48317.0,6853412.0
2007-02-06,16718,17249,15680,16768,10542,47631.0,6853412.0
2007-02-07,16766,16766,15922,16624,24122,47220.0,6853412.0
2007-02-08,16163,16525,15439,15707,19650,44616.0,6853412.0
2007-02-09,15294,15488,14595,15175,86692,43108.0,6853412.0
2007-02-12,15320,15320,14402,14742,30630,41874.0,6853412.0
2007-02-13,14474,15077,14161,15006,19691,42628.0,6853412.0
2007-02-14,15197,15197,14474,14500,11386,41189.0,6853412.0
2007-02-15,14257,14619,14257,14356,4842,40778.0,6853412.0
2007-02-16,14667,14667,14136,14572,11336,41395.0,6853412.0
2007-02-20,14474,14571,14234,14476,7478,41120.0,6853412.0
2007-02-21,14474,14474,13751,14235,14749,40435.0,6853412.0
2007-02-22,14233,15583,14233,15441,99114,43862.0,6853412.0
2007-02-23,15440,15440,14836,15006,53193,42628.0,6853412.0
2007-02-26,15511,15753,14716,15658,104804,44479.0,6853412.0
2007-02-27,15656,16091,15439,15683,39280,44547.0,6853412.0
2007-02-28,14571,15367,14234,15369,60568,43656.0,6853412.0
2007-03-02,15439,15656,15319,15441,30332,43862.0,6853412.0
2007-03-05,15271,15632,14812,15249,5231,43314.0,6853412.0
2007-03-06,15391,15391,14716,15152,15826,43039.0,6853412.0
2007-03-07,14859,15222,14788,14863,21773,42217.0,6853412.0
2007-03-08,14908,15294,14788,15200,69702,43176.0,6853412.0
2007-03-09,15680,15680,14933,15418,25508,43793.0,6853412.0
2007-03-12,15320,16646,15125,16430,134450,46672.0,6853412.0
2007-03-13,16187,16404,15656,16286,39359,46261.0,6853412.0
2007-03-14,15826,16405,15680,16165,41609,45918.0,6853412.0
2007-03-15,16163,16163,15583,16141,26643,45849.0,6853412.0
2007-03-16,15826,16163,15657,15924,30689,45233.0,6853412.0
2007-03-19,15753,16283,15439,15683,39411,44547.0,6853412.0
2007-03-20,15680,15801,15102,15224,54743,43245.0,6853412.0
2007-03-21,15125,15632,15077,15320,39159,43519.0,6853412.0
2007-03-22,15632,15801,15294,15635,49535,44410.0,6853412.0
2007-03-23,15632,15680,15320,15561,18739,44205.0,6853412.0
2007-03-26,15657,15777,14957,14958,82760,42491.0,6853412.0
2007-03-27,15077,15440,15077,15344,35270,43588.0,6853412.0
2007-03-28,15440,15440,15102,15272,17778,43382.0,6853412.0
2007-03-29,15150,15271,15077,15272,30722,43382.0,6853412.0
2007-03-30,15320,15632,15150,15344,47888,43588.0,6853412.0
2007-04-02,15439,15560,15343,15441,8516,43862.0,6853412.0
2007-04-03,15897,16042,15439,15683,28321,44547.0,6853412.0
2007-04-04,16115,16115,15537,15924,10451,45233.0,6853412.0
2007-04-05,15923,16815,15705,16744,80220,47563.0,6853412.0
2007-04-06,16742,16742,16114,16599,62777,47151.0,6853412.0
2007-04-09,16597,16597,15923,16092,27435,45712.0,6853412.0
2007-04-10,16163,16283,15994,16141,6267,45849.0,6853412.0
2007-04-11,16283,16646,16212,16406,22637,46603.0,6853412.0
2007-04-12,16212,16597,16139,16189,8604,45986.0,6853412.0
2007-04-13,16309,16309,15801,16141,9816,45849.0,6853412.0
2007-04-16,16163,16163,15705,15707,3789,44616.0,6853412.0
2007-04-17,16308,16308,15462,15731,21915,44684.0,6853412.0
2007-04-18,15801,16525,14474,15635,24538,44410.0,6853412.0
2007-04-19,15463,15632,14788,15320,20252,43519.0,6853412.0
2007-04-20,15077,15320,14716,14814,32196,42080.0,6853412.0
2007-04-23,14933,15197,14474,14476,21073,41120.0,6853412.0
2007-04-24,14812,14957,13968,13970,30339,39681.0,6853412.0
2007-04-25,13750,14378,13050,14380,77482,40846.0,6853412.0
2007-04-26,14474,14499,13991,14476,18535,41120.0,6853412.0
2007-04-27,14474,14523,14112,14235,1408,40435.0,6853412.0
2007-04-30,13871,14451,13871,14403,4637,40915.0,6853412.0
2007-05-02,14716,14716,14112,14476,2282,41120.0,6853412.0
2007-05-03,14353,14570,13895,14332,8912,40709.0,6853412.0
2007-05-04,14136,14836,13870,14332,8411,40709.0,6853412.0
2007-05-07,14136,14642,13870,14090,14608,40024.0,6853412.0
2007-05-08,14112,14112,13268,13294,23639,37762.0,6853412.0
2007-05-09,13484,13701,12809,13270,150372,37694.0,6853412.0
2007-05-10,13267,13364,12544,13221,19743,37557.0,6853412.0
2007-05-11,13220,13267,12664,13150,3494,37351.0,6853412.0
2007-05-14,13389,13389,12713,13125,11981,37283.0,6853412.0
2007-05-15,13026,13026,12592,13028,8255,37008.0,6853412.0
2007-05-16,13051,13389,12858,13125,6509,37283.0,6853412.0
2007-05-17,13124,13124,12713,13101,6403,37214.0,6853412.0
2007-05-18,12978,13267,12809,13197,3126,37488.0,6853412.0
2007-05-21,13389,13389,12930,13342,31731,37899.0,6853412.0
2007-05-22,13341,13533,13172,13342,6484,37899.0,6853412.0
2007-05-23,13558,13582,13124,13318,6358,37831.0,6853412.0
2007-05-25,13267,13774,13171,13173,10923,37420.0,6853412.0
2007-05-28,13267,15125,13050,15128,132847,42971.0,6853412.0
2007-05-29,15439,15680,14836,15441,54112,43862.0,6853412.0
2007-05-30,15102,15849,15102,15852,42610,45027.0,6853412.0
2007-05-31,16042,16042,15077,15683,25107,44547.0,6853412.0
2007-06-01,15319,16139,15319,15683,47824,44547.0,6853412.0
2007-06-04,15680,15898,15632,15875,19426,45095.0,6853412.0
2007-06-05,16139,16163,15488,16165,9075,45918.0,6853412.0
2007-06-07,16356,16356,15536,16286,73068,46261.0,6853412.0
2007-06-08,16380,16380,15777,16382,40352,46535.0,6853412.0
2007-06-11,16380,16525,16043,16165,15450,45918.0,6853412.0
2007-06-12,15705,16139,15680,16021,5008,45507.0,6853412.0
2007-06-13,16018,16139,15536,16044,26798,45575.0,6853412.0
2007-06-14,16042,16042,15631,15778,12204,44821.0,6853412.0
2007-06-15,15777,15777,15125,15344,19533,43588.0,6853412.0
2007-06-18,15174,15391,14957,15249,12658,43314.0,6853412.0
2007-06-19,15320,15609,15197,15538,11171,44136.0,6853412.0
2007-06-20,15560,15560,14981,15224,8102,43245.0,6853412.0
2007-06-21,15271,15680,14353,15658,36867,44479.0,6853412.0
2007-06-22,15632,15632,15197,15297,3776,43451.0,6853412.0
2007-06-25,15414,15560,14836,15272,33285,43382.0,6853412.0
2007-06-26,14957,14957,14112,14717,23336,41806.0,6853412.0
2007-06-27,14354,14474,13992,14163,12792,40230.0,6853412.0
2007-06-28,13991,14354,13991,14211,16496,40367.0,6853412.0
2007-06-29,14185,14234,13992,14235,2250,40435.0,6853412.0
2007-07-02,14039,14571,14039,14235,6456,40435.0,6853412.0
2007-07-03,14450,14474,13991,14356,15143,40778.0,6853412.0
2007-07-04,14450,15656,14039,14549,13887,41326.0,6853412.0
2007-07-05,14546,14691,14378,14572,5713,41395.0,6853412.0
2007-07-06,14499,14691,14233,14356,3633,40778.0,6853412.0
2007-07-09,15728,15728,14112,14356,7075,40778.0,6853412.0
2007-07-10,14064,14595,14039,14356,5815,40778.0,6853412.0
2007-07-11,14691,14691,14160,14356,6036,40778.0,6853412.0
2007-07-12,14281,14281,13991,13994,11891,39750.0,6853412.0
2007-07-13,14329,14329,13751,14138,2735,40161.0,6853412.0
2007-07-16,14136,14136,12423,14090,2872,40024.0,6853412.0
2007-07-18,14185,14185,13509,13631,3963,38722.0,6853412.0
2007-07-19,13630,14137,13630,13680,1025,38859.0,6853412.0
2007-07-20,13799,13799,13292,13631,7861,38722.0,6853412.0
2007-07-23,13509,14402,13268,14403,27809,40915.0,6853412.0
2007-07-24,14474,14474,12786,12787,128441,36323.0,6853412.0
2007-07-25,12882,13026,12544,12546,71461,35638.0,6853412.0
2007-07-26,12737,12737,12374,12378,5752,35158.0,6853412.0
2007-07-27,12423,12423,11953,12064,12712,34267.0,6853412.0
2007-07-30,11953,12062,11771,11918,5418,33856.0,6853412.0
2007-07-31,11917,12231,11917,12161,2823,34541.0,6853412.0
2007-08-01,12231,12254,11940,12064,17511,34267.0,6853412.0
2007-08-02,12134,12231,11917,12027,2533,34164.0,6853412.0
2007-08-03,12157,12157,11723,11823,13823,33582.0,6853412.0
2007-08-06,11699,11699,10047,10048,1204233,28544.0,6853412.0
2007-08-07,10156,10204,9661,10013,304285,28442.0,6853412.0
2007-08-08,10119,10119,9481,9519,472171,27037.0,6853412.0
2007-08-09,9528,9901,9432,9627,261541,27345.0,6853412.0
2007-08-10,9359,9625,9191,9409,167344,26728.0,6853412.0
2007-08-13,9528,9975,9263,9688,203256,27516.0,6853412.0
2007-08-14,9745,9793,9058,9313,148835,26454.0,6853412.0
2007-08-16,8997,8997,8201,8722,103025,24775.0,6853412.0
2007-08-17,8901,8926,8443,8565,72132,24330.0,6853412.0
2007-08-20,8841,9830,8841,9409,27932,26728.0,6853412.0
2007-08-21,9624,9673,9166,9398,62530,26694.0,6853412.0
2007-08-22,9251,9541,9070,9530,30699,27071.0,6853412.0
2007-08-23,9745,9818,9408,9409,40495,26728.0,6853412.0
2007-08-24,9420,9624,9178,9627,19370,27345.0,6853412.0
2007-08-27,9698,10336,9408,10170,104006,28887.0,6853412.0
2007-08-28,10228,10373,10059,10254,88831,29127.0,6853412.0
2007-08-29,10119,11278,9684,10725,95897,30463.0,6853412.0
2007-08-30,10722,11519,10722,11292,73805,32074.0,6853412.0
2007-08-31,11302,11700,9661,11653,65156,33102.0,6853412.0
2007-09-03,11651,11651,10975,11002,50650,31252.0,6853412.0
2007-09-04,10759,10855,10252,10857,33878,30840.0,6853412.0
2007-09-05,11917,11917,11000,11207,17448,31834.0,6853412.0
2007-09-06,10903,12688,10903,12064,64938,34267.0,6853412.0
2007-09-07,11845,12834,11845,12691,64665,36049.0,6853412.0
2007-09-10,12689,12689,11411,12521,16959,35569.0,6853412.0
2007-09-11,11966,13268,11966,13004,34714,36940.0,6853412.0
2007-09-12,12858,13268,12086,13004,8649,36940.0,6853412.0
2007-09-13,13003,13484,12954,12981,15593,36871.0,6853412.0
2007-09-14,13003,13389,12955,13028,29021,37008.0,6853412.0
2007-09-17,12448,13003,12423,12425,11166,35295.0,6853412.0
2007-09-18,12640,12640,11820,12161,5244,34541.0,6853412.0
2007-09-19,12157,12157,11820,12064,9563,34267.0,6853412.0
2007-09-20,11892,12182,11639,11823,7816,33582.0,6853412.0
2007-09-21,13147,13147,11145,12064,2986,34267.0,6853412.0
2007-09-27,11181,12062,11181,11581,24899,32896.0,6853412.0
2007-09-28,11580,12303,10880,11943,1601,33924.0,6853412.0
2007-10-01,12183,12183,11603,12015,5329,34130.0,6853412.0
2007-10-02,11917,12761,11808,12135,9057,34473.0,6853412.0
2007-10-04,11736,12182,11736,12087,8883,34336.0,6853412.0
2007-10-05,12496,12496,11736,12015,17581,34130.0,6853412.0
2007-10-08,11989,12302,11579,12304,17596,34952.0,6853412.0
2007-10-09,12303,12786,11940,12281,21670,34884.0,6853412.0
2007-10-10,12278,12664,12109,12425,11844,35295.0,6853412.0
2007-10-11,12399,12399,12231,12304,8380,34952.0,6853412.0
2007-10-12,12399,12664,10710,12064,20074,34267.0,6853412.0
2007-10-15,12062,12062,10891,10954,31601,31114.0,6853412.0
2007-10-16,11459,11506,10903,11484,41206,32622.0,6853412.0
2007-10-17,11242,11820,10168,11207,14179,31834.0,6853412.0
2007-10-18,12255,12255,11048,11545,2961,32794.0,6853412.0
2007-10-19,11337,11554,11097,11545,5485,32794.0,6853412.0
2007-10-22,11543,11784,9817,10689,133937,30361.0,6853412.0
2007-10-23,10855,10855,10252,10700,26879,30395.0,6853412.0
2007-10-24,10843,11614,10228,11219,51740,31868.0,6853412.0
2007-10-25,11459,12062,10976,11847,41116,33650.0,6853412.0
2007-10-26,12544,13606,10880,11918,11238,33856.0,6853412.0
2007-10-29,12544,12544,10855,10857,18447,30840.0,6853412.0
2007-10-30,11229,11229,10566,10785,24245,30635.0,6853412.0
2007-10-31,10939,11157,10373,10616,27811,30155.0,6853412.0
2007-11-01,10831,10831,10409,10809,6395,30703.0,6853412.0
2007-11-02,10855,11337,10747,10833,14152,30772.0,6853412.0
2007-11-05,11845,11845,10626,11460,1263,32554.0,6853412.0
2007-11-06,12062,12062,10734,10737,25050,30498.0,6853412.0
2007-11-07,11242,11242,10614,11038,732,31354.0,6853412.0
2007-11-08,11242,11242,10614,11038,8456,31354.0,6853412.0
2007-11-09,11036,11036,10614,11026,5181,31320.0,6853412.0
2007-11-12,11216,11216,10686,10712,676,30429.0,6853412.0
2007-11-13,11145,11145,10614,10712,2365,30429.0,6853412.0
2007-11-14,11096,11096,10614,10712,4954,30429.0,6853412.0
2007-11-15,10831,10842,9926,10845,3004,30806.0,6853412.0
2007-11-16,10976,10976,10156,10531,5017,29915.0,6853412.0
2007-11-19,10530,10614,10348,10592,3558,30086.0,6853412.0
2007-11-20,10614,10614,10011,10543,315908,29949.0,6853412.0
2007-11-21,10373,10373,9673,9688,6375,27516.0,6853412.0
2007-11-22,9529,10325,9287,10096,2300,28682.0,6853412.0
2007-11-23,10023,10348,10023,10242,3370,29093.0,6853412.0
2007-11-26,10445,10445,10204,10326,1858,29333.0,6853412.0
2007-11-27,10457,10469,9541,10399,221,29538.0,6853412.0
2007-11-28,10591,10591,10240,10520,1595,29881.0,6853412.0
2007-11-29,10252,10505,9901,10218,3892,29024.0,6853412.0
2007-11-30,10239,10347,9673,10182,42226,28921.0,6853412.0
2007-12-03,10179,10179,9902,10073,4264,28613.0,6853412.0
2007-12-04,10131,10131,9890,10048,974,28544.0,6853412.0
2007-12-05,10011,10108,9299,10073,2024,28613.0,6853412.0
2007-12-06,10131,10131,9769,10086,9503,28647.0,6853412.0
2007-12-07,10083,10578,9842,10073,4231,28613.0,6853412.0
2007-12-10,10373,10373,10264,10265,159,29161.0,6853412.0
2007-12-11,10083,10325,9673,10278,4679,29196.0,6853412.0
2007-12-12,10276,10276,9721,10265,2293,29161.0,6853412.0
2007-12-13,9842,10252,9842,10013,2566,28442.0,6853412.0
2007-12-14,9890,10131,9770,10122,2207,28750.0,6853412.0
2007-12-17,9649,9927,9541,9651,26282,27414.0,6853412.0
2007-12-18,9649,9649,9347,9651,3211,27414.0,6853412.0
2007-12-20,9649,9649,9408,9651,2641,27414.0,6853412.0
