알에프세미(096610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-07-31,5253,5340,5140,5200,8193,42229.0,5413980.0
2009-08-03,5106,5400,5106,5333,25612,43312.0,5413980.0
2009-08-04,5286,5400,5280,5327,6634,43258.0,5413980.0
2009-08-05,5493,6120,5366,6120,243002,49700.0,5413980.0
2009-08-06,6300,6300,5806,5947,155129,48293.0,5413980.0
2009-08-07,6000,6200,5866,5987,74331,48618.0,5413980.0
2009-08-10,5986,6033,5740,5840,54233,47426.0,5413980.0
2009-08-11,5740,6133,5733,5733,81283,46560.0,5413980.0
2009-08-12,5733,5786,5600,5733,53292,46560.0,5413980.0
2009-08-13,5760,5980,5680,5900,27619,47914.0,5413980.0
2009-08-14,5946,6193,5900,5907,62540,47968.0,5413980.0
2009-08-17,5766,5880,5506,5767,74281,46831.0,5413980.0
2009-08-18,5766,5766,5566,5667,15362,46019.0,5413980.0
2009-08-19,5666,5780,5466,5467,33174,44395.0,5413980.0
2009-08-20,5486,5500,5260,5500,35122,44665.0,5413980.0
2009-08-21,5500,5586,5453,5527,19880,44882.0,5413980.0
2009-08-24,5426,5526,5266,5493,47547,44611.0,5413980.0
2009-08-25,5386,5480,5333,5420,33220,44016.0,5413980.0
2009-08-26,5420,5466,5333,5433,37664,44124.0,5413980.0
2009-08-27,5473,5473,5333,5347,30680,43420.0,5413980.0
2009-08-28,5353,5660,5353,5540,42470,44990.0,5413980.0
2009-08-31,5540,5593,5346,5527,44612,44882.0,5413980.0
2009-09-01,5526,5566,5400,5467,39837,44395.0,5413980.0
2009-09-02,5640,5680,5433,5613,52189,45586.0,5413980.0
2009-09-03,5686,5726,5453,5567,20582,45207.0,5413980.0
2009-09-04,5546,5600,5386,5387,15033,43745.0,5413980.0
2009-09-07,5533,5573,5433,5433,22765,44124.0,5413980.0
2009-09-08,5406,5733,5406,5713,75963,46398.0,5413980.0
2009-09-09,5793,6566,5793,6553,1256307,53219.0,5413980.0
2009-09-10,6346,6460,6006,6007,228672,48780.0,5413980.0
2009-09-11,6006,6280,6006,6200,186825,50350.0,5413980.0
2009-09-14,6186,6300,6053,6200,83685,50350.0,5413980.0
2009-09-15,6213,6300,6006,6213,63117,50458.0,5413980.0
2009-09-16,6253,6253,6073,6113,80678,49646.0,5413980.0
2009-09-17,6133,6533,6126,6400,120719,51974.0,5413980.0
2009-09-18,6566,7266,6420,6867,621573,55764.0,5413980.0
2009-09-21,6766,7333,6666,7100,288503,57659.0,5413980.0
2009-09-22,7166,7300,6900,7100,115169,57659.0,5413980.0
2009-09-23,7100,7133,6660,6867,138020,55764.0,5413980.0
2009-09-24,6700,6833,6400,6487,148658,52678.0,5413980.0
2009-09-25,6526,6900,6500,6767,112323,54952.0,5413980.0
2009-09-28,6833,6933,6606,6933,77212,56305.0,5413980.0
2009-09-29,7000,7066,6666,6667,72740,54140.0,5413980.0
2009-09-30,6866,6866,6433,6493,72438,52732.0,5413980.0
2009-10-01,6486,6573,6373,6567,37771,53328.0,5413980.0
2009-10-05,6566,6633,6460,6513,31732,52895.0,5413980.0
2009-10-06,6620,6620,6406,6467,40217,52516.0,5413980.0
2009-10-07,6466,6613,6080,6267,77473,50891.0,5413980.0
2009-10-08,6266,6466,6133,6433,28519,52245.0,5413980.0
2009-10-09,6433,6466,6333,6447,15677,52353.0,5413980.0
2009-10-12,6446,6446,6306,6333,29179,51433.0,5413980.0
2009-10-13,6273,6380,6233,6273,25003,50946.0,5413980.0
2009-10-14,6386,6386,6206,6333,14685,51433.0,5413980.0
2009-10-15,6333,6500,6266,6467,28122,52516.0,5413980.0
2009-10-16,6466,6493,6366,6380,11963,51812.0,5413980.0
2009-10-19,6466,6466,6306,6380,16773,51812.0,5413980.0
2009-10-20,6446,6446,6300,6400,26558,51974.0,5413980.0
2009-10-21,6400,6400,6226,6360,24970,51649.0,5413980.0
2009-10-22,6360,6366,6273,6333,18969,51433.0,5413980.0
2009-10-23,6333,6400,6286,6333,11763,51433.0,5413980.0
2009-10-26,6333,6333,6266,6300,12253,51162.0,5413980.0
2009-10-27,6133,6333,6133,6300,23498,51162.0,5413980.0
2009-10-28,6300,6300,6033,6207,11767,50404.0,5413980.0
2009-10-29,6006,6220,5500,6133,30952,49809.0,5413980.0
2009-10-30,6333,6333,6066,6100,16762,49538.0,5413980.0
2009-11-02,5933,6086,5900,6067,21120,49267.0,5413980.0
2009-11-03,5940,6100,5940,6067,5314,49267.0,5413980.0
2009-11-04,6066,6120,5946,5947,15268,48293.0,5413980.0
2009-11-05,6086,6086,5886,5967,17245,48455.0,5413980.0
2009-11-06,5933,6166,5933,6120,11667,49700.0,5413980.0
2009-11-09,6120,6626,6000,6513,67957,52895.0,5413980.0
2009-11-10,6666,6666,6240,6327,97436,51379.0,5413980.0
2009-11-11,6333,6433,6266,6400,40786,51974.0,5413980.0
2009-11-12,6493,6580,6353,6447,37367,52353.0,5413980.0
2009-11-13,6500,6520,6200,6280,40479,51000.0,5413980.0
2009-11-16,6273,6400,5966,6000,56330,48726.0,5413980.0
2009-11-17,5973,6093,5873,6060,25350,49213.0,5413980.0
2009-11-18,6093,6093,5960,6040,16574,49051.0,5413980.0
2009-11-19,6000,6146,5980,6080,15319,49375.0,5413980.0
2009-11-20,6000,6193,5993,6180,15339,50188.0,5413980.0
2009-11-23,6146,6180,6000,6033,10066,48997.0,5413980.0
2009-11-24,6033,6066,5980,5980,16091,48563.0,5413980.0
2009-11-25,6000,6000,5933,5933,10213,48184.0,5413980.0
2009-11-26,5960,6093,5960,5967,8591,48455.0,5413980.0
2009-11-27,5973,5973,5693,5800,33178,47102.0,5413980.0
2009-11-30,5733,5893,5733,5820,22010,47264.0,5413980.0
2009-12-01,5746,5893,5700,5787,13122,46993.0,5413980.0
2009-12-02,5886,5933,5846,5847,8605,47481.0,5413980.0
2009-12-03,5773,5933,5773,5873,7846,47697.0,5413980.0
2009-12-04,5933,5986,5860,5953,7123,48347.0,5413980.0
2009-12-07,6000,6033,5953,5960,19237,48401.0,5413980.0
2009-12-08,5960,6013,5873,5920,6535,48076.0,5413980.0
2009-12-09,5933,5933,5833,5853,7182,47535.0,5413980.0
2009-12-10,5826,5900,5800,5867,12856,47643.0,5413980.0
2009-12-11,5900,6113,5893,6033,18709,48997.0,5413980.0
2009-12-14,6066,6186,5940,6067,30910,49267.0,5413980.0
2009-12-15,6186,6213,6033,6080,17349,49375.0,5413980.0
2009-12-16,6120,6233,6046,6167,33965,50079.0,5413980.0
2009-12-17,6240,6273,6113,6260,22496,50837.0,5413980.0
2009-12-18,6300,6300,6100,6220,13842,50512.0,5413980.0
2009-12-21,6273,6273,6106,6220,41213,50512.0,5413980.0
2009-12-22,6220,6260,6086,6167,22650,50079.0,5413980.0
2009-12-23,6133,6193,5960,5960,29516,48401.0,5413980.0
2009-12-24,5906,6066,5906,5933,12790,48184.0,5413980.0
2009-12-28,5913,6000,5840,5927,10642,48130.0,5413980.0
2009-12-29,5866,6046,5866,6000,4544,48726.0,5413980.0
2009-12-30,5920,6106,5866,6000,22845,48726.0,5413980.0
2010-01-04,6000,6120,5966,6120,37701,49700.0,5413980.0
2010-01-05,6233,6233,6033,6033,26607,48997.0,5413980.0
2010-01-06,6033,6133,5940,6093,39125,49484.0,5413980.0
2010-01-07,6093,6173,6006,6013,44937,48834.0,5413980.0
2010-01-08,6060,6066,5993,6027,17684,48942.0,5413980.0
2010-01-11,6166,6166,6006,6007,31814,48780.0,5413980.0
2010-01-12,5973,6066,5833,5847,59281,47481.0,5413980.0
2010-01-13,5840,5913,5800,5820,23127,47264.0,5413980.0
2010-01-14,5813,5980,5813,5933,27796,48184.0,5413980.0
2010-01-15,5940,5980,5873,5947,15384,48293.0,5413980.0
2010-01-18,5873,5926,5800,5873,45083,47697.0,5413980.0
2010-01-19,5933,5933,5793,5793,31406,47047.0,5413980.0
2010-01-20,5800,5853,5673,5707,32778,46344.0,5413980.0
2010-01-21,5706,5780,5433,5693,35555,46235.0,5413980.0
2010-01-22,5613,5706,5540,5600,19009,45477.0,5413980.0
2010-01-25,5473,5693,5433,5493,30615,44611.0,5413980.0
2010-01-26,5466,5766,5333,5400,52737,43853.0,5413980.0
2010-01-27,5400,5600,5340,5580,53862,45315.0,5413980.0
2010-01-28,5533,5733,5533,5700,34838,46290.0,5413980.0
2010-01-29,5706,5753,5413,5580,25445,45315.0,5413980.0
2010-02-01,5580,5580,5433,5547,6059,45044.0,5413980.0
2010-02-02,5646,5646,5473,5493,12090,44611.0,5413980.0
2010-02-03,5500,5600,5406,5533,63721,44936.0,5413980.0
2010-02-04,5526,5526,5306,5467,36728,44395.0,5413980.0
2010-02-05,5366,5440,5273,5280,16262,42879.0,5413980.0
2010-02-08,5333,5400,5266,5367,14723,43583.0,5413980.0
2010-02-09,5273,5546,5273,5467,55824,44395.0,5413980.0
2010-02-10,5473,5580,5400,5453,57732,44286.0,5413980.0
2010-02-11,5466,5486,5446,5453,80678,44286.0,5413980.0
2010-02-12,5520,6266,5513,6267,287385,50891.0,5413980.0
2010-02-16,6286,6400,6066,6167,279514,50079.0,5413980.0
2010-02-17,6140,6346,6106,6167,95177,50079.0,5413980.0
2010-02-18,6240,6633,6160,6307,132351,51216.0,5413980.0
2010-02-19,6306,6360,5846,5847,150349,47481.0,5413980.0
2010-02-22,5980,6133,5900,6113,80743,49646.0,5413980.0
2010-02-23,6340,6440,6173,6320,212990,51325.0,5413980.0
2010-02-24,6293,6426,6180,6253,131776,50783.0,5413980.0
2010-02-25,6326,6966,6326,6500,407139,52786.0,5413980.0
2010-02-26,6546,6733,6413,6580,108815,53436.0,5413980.0
2010-03-02,6646,6866,6480,6480,105725,52624.0,5413980.0
2010-03-03,6486,6560,6280,6333,82820,51433.0,5413980.0
2010-03-04,6333,6400,6266,6367,35030,51704.0,5413980.0
2010-03-05,6366,6486,6293,6307,33279,51216.0,5413980.0
2010-03-08,6380,6426,6306,6367,52894,51704.0,5413980.0
2010-03-09,6400,6800,6340,6667,130617,54140.0,5413980.0
2010-03-10,6666,6933,6666,6867,95318,55764.0,5413980.0
2010-03-11,6800,7033,6700,6867,126389,55764.0,5413980.0
2010-03-12,6966,7000,6733,6833,47268,55493.0,5413980.0
2010-03-15,6933,7100,6653,6767,48074,54952.0,5413980.0
2010-03-16,6866,6900,6613,6733,61715,54681.0,5413980.0
2010-03-17,6800,6866,6633,6800,48905,55223.0,5413980.0
2010-03-18,6933,7233,6800,7133,88206,57930.0,5413980.0
2010-03-19,7133,7333,7033,7300,58298,59283.0,5413980.0
2010-03-22,7300,7766,7100,7700,131477,62531.0,5413980.0
2010-03-23,7866,7900,7533,7700,134267,62531.0,5413980.0
2010-03-24,7666,7966,7666,7867,114452,63885.0,5413980.0
2010-03-25,8000,8000,7633,7867,43384,63885.0,5413980.0
2010-03-26,7933,7933,7533,7633,56067,61990.0,5413980.0
2010-03-29,7466,7633,7233,7433,78773,60366.0,5413980.0
2010-03-30,7466,7566,7266,7400,54746,60095.0,5413980.0
2010-03-31,7433,7866,7433,7800,116171,63344.0,5413980.0
2010-04-01,7766,8000,7666,7933,71871,64426.0,5413980.0
2010-04-02,7833,8000,7600,8000,53252,64968.0,5413980.0
2010-04-05,8266,8266,7333,7867,80352,63885.0,5413980.0
2010-04-06,7866,8000,7666,8000,29597,64968.0,5413980.0
2010-04-07,8000,8033,7666,7967,23793,64697.0,5413980.0
2010-04-08,8066,8066,7733,7767,31685,63073.0,5413980.0
2010-04-09,7766,7900,7500,7500,35764,60907.0,5413980.0
2010-04-12,7533,7700,7466,7600,18742,61719.0,5413980.0
2010-04-13,7633,7733,7533,7533,17082,61178.0,5413980.0
2010-04-14,7466,7566,7200,7500,62323,60907.0,5413980.0
2010-04-15,7500,7633,7300,7600,37296,61719.0,5413980.0
2010-04-16,7633,7633,7333,7467,24506,60637.0,5413980.0
2010-04-19,7400,7466,7166,7400,36645,60095.0,5413980.0
2010-04-20,7400,7500,7133,7267,55930,59012.0,5413980.0
2010-04-21,7266,7633,7200,7267,70453,59012.0,5413980.0
2010-04-22,7366,7700,7366,7567,102575,61449.0,5413980.0
2010-04-23,7700,7700,7400,7433,35501,60366.0,5413980.0
2010-04-26,7466,7800,7466,7633,60462,61990.0,5413980.0
2010-04-27,7633,7766,7566,7767,44563,63073.0,5413980.0
2010-04-28,7566,8566,7566,8300,213854,67404.0,5413980.0
2010-04-29,8266,8666,8066,8433,140707,68487.0,5413980.0
2010-04-30,8533,8566,8300,8400,44985,68216.0,5413980.0
2010-05-03,8400,8600,8033,8133,53416,66051.0,5413980.0
2010-05-04,8233,8333,8033,8333,32475,67675.0,5413980.0
2010-05-06,8000,8200,7933,8200,43732,66592.0,5413980.0
2010-05-07,7866,7933,7566,7567,75574,61449.0,5413980.0
2010-05-10,7566,7733,7333,7600,135608,61719.0,5413980.0
2010-05-11,7866,8066,7633,7733,97359,62802.0,5413980.0
2010-05-12,7766,8000,7633,7933,34777,64426.0,5413980.0
2010-05-13,7966,8466,7966,8467,69565,68758.0,5413980.0
2010-05-14,8466,8600,8400,8467,32365,68758.0,5413980.0
2010-05-17,8300,8533,8066,8400,68494,68216.0,5413980.0
2010-05-18,8566,9100,8566,8867,160909,72006.0,5413980.0
2010-05-19,8866,9299,8533,8933,152740,72547.0,5413980.0
2010-05-20,9066,9100,8000,8067,146138,65509.0,5413980.0
2010-05-24,7833,8200,7733,8000,63310,64968.0,5413980.0
2010-05-25,7733,8000,6800,7333,212247,59554.0,5413980.0
2010-05-26,7366,7566,7033,7500,89580,60907.0,5413980.0
2010-05-27,7433,7833,7366,7700,31539,62531.0,5413980.0
2010-05-28,7866,7933,7366,7833,43151,63614.0,5413980.0
2010-05-31,7900,8133,7666,8133,31425,66051.0,5413980.0
2010-06-01,8066,8266,7866,7967,24877,64697.0,5413980.0
2010-06-03,8166,8466,7933,8433,82243,68487.0,5413980.0
2010-06-04,8333,8633,8233,8367,56556,67945.0,5413980.0
2010-06-07,8000,8266,7933,8267,25609,67133.0,5413980.0
2010-06-08,8266,8566,8100,8333,28105,67675.0,5413980.0
2010-06-09,8500,8533,8100,8267,51470,67133.0,5413980.0
2010-06-10,8266,8366,8100,8233,30316,66863.0,5413980.0
2010-06-11,8266,8300,7933,8067,35772,65509.0,5413980.0
2010-06-14,7966,8133,7800,7867,22264,63885.0,5413980.0
2010-06-15,7833,7933,7633,7767,36303,63073.0,5413980.0
2010-06-16,7866,7966,7766,7933,68538,64426.0,5413980.0
2010-06-17,8266,8466,8066,8167,105361,66321.0,5413980.0
2010-06-18,8200,8200,7966,8100,9676,65780.0,5413980.0
2010-06-21,8100,8333,8000,8233,38958,66863.0,5413980.0
2010-06-22,8333,8400,8133,8267,10845,67133.0,5413980.0
2010-06-23,8333,9000,8300,8600,143775,69840.0,5413980.0
2010-06-24,8666,8666,8466,8633,36301,70111.0,5413980.0
2010-06-25,8533,8766,8466,8733,32269,70923.0,5413980.0
2010-06-28,8733,8933,8600,8800,42978,71465.0,5413980.0
2010-06-29,8933,8933,8433,8633,27539,70111.0,5413980.0
2010-06-30,8466,8600,8333,8600,15065,69840.0,5413980.0
2010-07-01,8733,8733,8333,8700,21071,70652.0,5413980.0
2010-07-02,8866,8999,8333,8633,44250,70111.0,5413980.0
2010-07-05,8500,8600,8433,8467,17713,68758.0,5413980.0
2010-07-06,8466,8533,8033,8333,54034,67675.0,5413980.0
2010-07-07,8433,8433,8133,8133,11812,66051.0,5413980.0
2010-07-08,8300,8300,8100,8200,18997,66592.0,5413980.0
2010-07-09,8366,8466,8200,8400,22409,68216.0,5413980.0
2010-07-12,8333,8400,8166,8167,17877,66321.0,5413980.0
2010-07-13,8266,8366,8200,8367,10096,67945.0,5413980.0
2010-07-14,8433,8533,8199,8233,24109,66863.0,5413980.0
2010-07-15,8300,8466,8300,8367,12393,67945.0,5413980.0
2010-07-16,8366,8466,8133,8300,19094,67404.0,5413980.0
2010-07-19,8166,8299,8133,8233,12154,66863.0,5413980.0
2010-07-20,8333,8333,8000,8067,11079,65509.0,5413980.0
2010-07-21,8133,8133,7733,7733,30688,62802.0,5413980.0
2010-07-22,7733,7933,7533,7667,11756,62261.0,5413980.0
2010-07-23,7800,7833,7566,7667,19267,62261.0,5413980.0
2010-07-26,7666,7933,7633,7700,9389,62531.0,5413980.0
2010-07-27,7833,7833,7600,7800,12217,63344.0,5413980.0
2010-07-28,7800,7800,7466,7467,20319,60637.0,5413980.0
2010-07-29,7466,7500,7200,7467,31347,60637.0,5413980.0
2010-07-30,7500,7666,7333,7567,10617,61449.0,5413980.0
2010-08-02,7366,7800,7333,7633,34977,61990.0,5413980.0
2010-08-03,7833,7833,7500,7600,7329,61719.0,5413980.0
2010-08-04,7733,7733,7266,7267,23923,59012.0,5413980.0
2010-08-05,7333,7400,7133,7300,18927,59283.0,5413980.0
2010-08-06,7300,7333,7033,7333,22891,59554.0,5413980.0
2010-08-09,7333,7566,7333,7467,5721,60637.0,5413980.0
2010-08-10,7566,7566,7333,7433,5009,60366.0,5413980.0
2010-08-11,7233,7566,7133,7133,5946,57930.0,5413980.0
2010-08-12,7066,7300,6666,6867,22916,55764.0,5413980.0
2010-08-13,6866,7133,6866,7067,11233,57388.0,5413980.0
2010-08-16,7100,7100,6666,6867,23294,55764.0,5413980.0
2010-08-17,6733,7033,6666,7033,73912,57117.0,5413980.0
2010-08-18,7066,7066,6866,6933,16056,56305.0,5413980.0
2010-08-19,6833,6966,6800,6933,16637,56305.0,5413980.0
2010-08-20,6900,6933,6700,6867,23113,55764.0,5413980.0
2010-08-23,6800,6800,6586,6587,34437,53490.0,5413980.0
2010-08-24,6453,6640,6340,6600,8721,53598.0,5413980.0
2010-08-25,6593,6660,6380,6467,26139,52516.0,5413980.0
2010-08-26,6480,6593,6480,6567,7978,53328.0,5413980.0
2010-08-27,6493,6966,6493,6933,25522,56305.0,5413980.0
2010-08-30,7000,7100,6800,6867,13414,55764.0,5413980.0
2010-08-31,6766,6900,6646,6733,14281,54681.0,5413980.0
2010-09-01,6766,6866,6666,6867,9940,55764.0,5413980.0
2010-09-02,6933,6933,6666,6733,20713,54681.0,5413980.0
2010-09-03,6766,6966,6766,6867,14355,55764.0,5413980.0
2010-09-06,7000,7066,6900,6933,13113,56305.0,5413980.0
2010-09-07,6800,7066,6800,7000,11226,56847.0,5413980.0
2010-09-08,6866,7000,6766,6867,16687,55764.0,5413980.0
2010-09-09,6800,6866,6700,6733,7865,54681.0,5413980.0
2010-09-10,6733,6933,6666,6767,29575,54952.0,5413980.0
2010-09-13,6800,7133,6800,7033,31944,57117.0,5413980.0
2010-09-14,7033,7133,6933,7033,18363,57117.0,5413980.0
2010-09-15,7033,7066,6866,7033,11138,57117.0,5413980.0
2010-09-16,7100,7100,6800,6800,18197,55223.0,5413980.0
2010-09-17,6900,6933,6766,6867,9967,55764.0,5413980.0
2010-09-20,6866,7066,6866,7000,12209,56847.0,5413980.0
2010-09-24,6966,7133,6900,6967,26058,56576.0,5413980.0
2010-09-27,7000,7066,6766,6867,21299,55764.0,5413980.0
2010-09-28,6866,6933,6766,6833,10076,55493.0,5413980.0
2010-09-29,6800,6933,6800,6900,17470,56035.0,5413980.0
2010-09-30,6900,7000,6866,7000,22545,56847.0,5413980.0
2010-10-01,7033,7466,7033,7200,30196,58471.0,5413980.0
2010-10-04,7266,7366,7066,7200,38692,58471.0,5413980.0
2010-10-05,7200,7200,6966,7133,38571,57930.0,5413980.0
2010-10-06,7200,7266,7033,7067,16746,57388.0,5413980.0
2010-10-07,7200,7200,7033,7067,9043,57388.0,5413980.0
2010-10-08,7200,7300,7000,7100,20618,57659.0,5413980.0
2010-10-11,7200,7233,7100,7133,24093,57930.0,5413980.0
2010-10-12,7033,7366,7033,7200,43742,58471.0,5413980.0
2010-10-13,7200,7400,7200,7400,31304,60095.0,5413980.0
2010-10-14,7533,7700,7400,7633,58004,61990.0,5413980.0
2010-10-15,7733,7766,7533,7700,25504,62531.0,5413980.0
2010-10-18,7700,7833,7600,7800,30921,63344.0,5413980.0
2010-10-19,7900,7900,7666,7700,28376,62531.0,5413980.0
2010-10-20,7633,7733,7466,7700,28244,62531.0,5413980.0
2010-10-21,7633,7766,7600,7700,10784,62531.0,5413980.0
2010-10-22,7733,7966,7633,7967,22239,64697.0,5413980.0
2010-10-25,7933,8133,7866,7967,22670,64697.0,5413980.0
2010-10-26,8100,8100,7866,8067,22072,65509.0,5413980.0
2010-10-27,8066,8200,7766,7867,71647,63885.0,5413980.0
2010-10-28,7866,8000,7666,7833,31161,63614.0,5413980.0
2010-10-29,7833,7833,7566,7700,17359,62531.0,5413980.0
2010-11-01,7666,7733,7566,7667,26841,62261.0,5413980.0
2010-11-02,7733,7766,7600,7633,31558,61990.0,5413980.0
2010-11-03,7566,7833,7566,7733,14950,62802.0,5413980.0
2010-11-04,7700,8166,7666,8067,35738,65509.0,5413980.0
2010-11-05,8066,8166,7800,7833,8648,63614.0,5413980.0
2010-11-08,7800,7933,7666,7767,14919,63073.0,5413980.0
2010-11-09,7833,8133,7666,7867,54487,63885.0,5413980.0
2010-11-10,7933,8033,7833,8033,21663,65238.0,5413980.0
2010-11-11,8066,8066,7900,7967,20548,64697.0,5413980.0
2010-11-12,8066,8300,7666,7900,50724,64156.0,5413980.0
2010-11-15,7866,8066,7766,7867,28356,63885.0,5413980.0
2010-11-16,7733,8066,7533,7800,26076,63344.0,5413980.0
2010-11-17,7533,7766,7533,7767,14023,63073.0,5413980.0
2010-11-18,7766,7900,7600,7733,5838,62802.0,5413980.0
2010-11-19,7866,7866,7633,7700,9460,62531.0,5413980.0
2010-11-22,7833,7833,7533,7667,24432,62261.0,5413980.0
2010-11-23,7600,7733,7533,7533,13196,61178.0,5413980.0
2010-11-24,6933,7633,6933,7467,25171,60637.0,5413980.0
2010-11-25,7600,7600,7266,7467,18210,60637.0,5413980.0
2010-11-26,7466,7533,7133,7167,13323,58200.0,5413980.0
2010-11-29,7166,7300,7000,7167,18614,58200.0,5413980.0
2010-11-30,6966,7266,6966,7133,6335,57930.0,5413980.0
2010-12-01,7066,7566,7066,7333,14050,59554.0,5413980.0
2010-12-02,7333,7533,7333,7467,3562,60637.0,5413980.0
2010-12-03,7533,7666,7466,7600,10788,61719.0,5413980.0
2010-12-06,7500,7733,7333,7467,6358,60637.0,5413980.0
2010-12-07,7466,7500,7333,7333,8545,59554.0,5413980.0
2010-12-08,7333,7400,7166,7167,8091,58200.0,5413980.0
2010-12-09,7166,7333,7133,7167,18057,58200.0,5413980.0
2010-12-10,7166,7333,7133,7267,14925,59012.0,5413980.0
2010-12-13,7266,7933,7266,7500,10324,60907.0,5413980.0
2010-12-14,7500,7666,7300,7300,12247,59283.0,5413980.0
2010-12-15,7433,7466,7233,7300,8704,59283.0,5413980.0
2010-12-16,7233,7833,7166,7333,15943,59554.0,5413980.0
2010-12-17,7400,7400,7066,7067,27106,57388.0,5413980.0
2010-12-20,6966,7100,6700,6900,9545,56035.0,5413980.0
2010-12-21,7000,7200,6966,7000,9199,56847.0,5413980.0
2010-12-22,7033,7200,6900,7000,25243,56847.0,5413980.0
2010-12-23,7000,8033,6933,7967,578136,64697.0,5413980.0
2010-12-24,7700,7766,7266,7367,151691,59824.0,5413980.0
2010-12-27,7500,7566,7300,7300,33265,59283.0,5413980.0
2010-12-28,7233,7466,7066,7433,41403,60366.0,5413980.0
2010-12-29,7333,7566,7200,7300,31272,59283.0,5413980.0
2010-12-30,7300,7466,7200,7367,23887,59824.0,5413980.0
2011-01-03,7266,7600,7266,7433,38482,60366.0,5413980.0
2011-01-04,7466,8000,7266,8000,64311,64968.0,5413980.0
2011-01-05,8000,9200,8000,9200,566149,74713.0,5413980.0
2011-01-06,9866,9866,8966,9500,319911,77149.0,5413980.0
2011-01-07,9566,9633,9233,9400,145635,76337.0,5413980.0
2011-01-10,9499,9733,8766,9033,292774,73359.0,5413980.0
2011-01-11,9166,9166,8799,8833,103810,71735.0,5413980.0
2011-01-12,8833,9133,8700,8900,107033,72277.0,5413980.0
2011-01-13,8833,8966,8600,8667,76065,70382.0,5413980.0
2011-01-14,8733,9100,8533,8667,70929,70382.0,5413980.0
2011-01-17,8733,8766,8233,8500,127754,69028.0,5413980.0
2011-01-18,8399,8533,8199,8233,63262,66863.0,5413980.0
2011-01-19,8266,8533,8166,8500,130526,69028.0,5413980.0
2011-01-20,8499,8699,8399,8633,75094,70111.0,5413980.0
2011-01-21,8666,8666,8233,8333,43447,67675.0,5413980.0
2011-01-24,8366,8533,8200,8467,33590,68758.0,5413980.0
2011-01-25,8466,8866,8300,8700,155401,70652.0,5413980.0
2011-01-26,8866,8866,8400,8567,70418,69570.0,5413980.0
2011-01-27,8600,8833,8466,8600,47087,69840.0,5413980.0
2011-01-28,8566,8666,8300,8600,49350,69840.0,5413980.0
2011-01-31,8366,8766,8266,8600,36294,69840.0,5413980.0
2011-02-01,8600,9366,8600,8967,92398,72818.0,5413980.0
2011-02-07,9066,9333,8800,9000,40188,73089.0,5413980.0
2011-02-08,9000,9133,8733,8767,33255,71194.0,5413980.0
2011-02-09,8766,8799,8499,8533,29821,69299.0,5413980.0
2011-02-10,8533,8800,8500,8600,23498,69840.0,5413980.0
2011-02-11,8766,8833,8400,8467,34941,68758.0,5413980.0
2011-02-14,8500,8633,8400,8467,18963,68758.0,5413980.0
2011-02-15,8166,8599,8166,8533,26622,69299.0,5413980.0
2011-02-16,8733,8733,7266,8233,49122,66863.0,5413980.0
2011-02-17,8233,8366,7900,8033,51703,65238.0,5413980.0
2011-02-18,8000,8133,8000,8067,22466,65509.0,5413980.0
2011-02-21,8066,8166,8066,8067,21564,65509.0,5413980.0
2011-02-22,8100,8100,7700,7800,28866,63344.0,5413980.0
2011-02-23,7733,7800,7600,7600,34520,61719.0,5413980.0
2011-02-24,7566,7633,7400,7400,25520,60095.0,5413980.0
2011-02-25,7600,7900,7400,7900,20376,64156.0,5413980.0
2011-02-28,7766,7900,7666,7867,10719,63885.0,5413980.0
2011-03-02,7700,8000,7633,7867,23376,63885.0,5413980.0
2011-03-03,7866,8066,7766,8067,23414,65509.0,5413980.0
2011-03-04,8166,8200,7966,8133,32719,66051.0,5413980.0
2011-03-07,8033,8333,8000,8100,24390,65780.0,5413980.0
2011-03-08,8000,8299,7966,8233,19631,66863.0,5413980.0
2011-03-09,8366,8366,8000,8000,23463,64968.0,5413980.0
2011-03-10,7933,8066,7400,7800,23020,63344.0,5413980.0
2011-03-11,7900,7900,7666,7767,19105,63073.0,5413980.0
2011-03-14,7700,7733,7366,7433,23953,60366.0,5413980.0
2011-03-15,7466,7800,7033,7433,24533,60366.0,5413980.0
2011-03-16,7433,7566,7400,7500,10521,60907.0,5413980.0
2011-03-17,7466,7466,7200,7333,9466,59554.0,5413980.0
2011-03-18,7200,7466,7200,7333,28399,59554.0,5413980.0
2011-03-21,7400,7800,7266,7667,14934,62261.0,5413980.0
2011-03-22,7866,7933,7700,7733,12763,62802.0,5413980.0
2011-03-23,7833,7833,7600,7667,7992,62261.0,5413980.0
2011-03-24,7833,7833,7733,7733,5301,62802.0,5413980.0
2011-03-25,7933,8133,7733,8133,22187,66051.0,5413980.0
2011-03-28,8133,8133,7933,8033,14805,65238.0,5413980.0
2011-03-29,8033,8133,7833,7900,7706,64156.0,5413980.0
2011-03-30,7966,8166,7900,8000,11096,64968.0,5413980.0
2011-03-31,8033,8066,7933,8067,17689,65509.0,5413980.0
2011-04-01,8066,8200,8000,8000,8034,64968.0,5413980.0
2011-04-04,8100,8100,7866,7933,14311,64426.0,5413980.0
2011-04-05,7933,7933,7733,7833,14948,63614.0,5413980.0
2011-04-06,7833,8300,7733,8100,26234,65780.0,5413980.0
