유신(054930),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-01-27,11000,11100,10600,10750,2211,32250.0,3000000.0
2006-01-31,11000,11500,10700,11000,3970,33000.0,3000000.0
2006-02-01,11000,11500,11000,11000,11048,33000.0,3000000.0
2006-02-02,10900,11000,10900,11000,4012,33000.0,3000000.0
2006-02-03,11000,11000,10850,11000,1595,33000.0,3000000.0
2006-02-06,10700,11000,10700,10950,110,32850.0,3000000.0
2006-02-07,11250,11250,10500,10850,2080,32550.0,3000000.0
2006-02-08,11150,11150,11150,11150,9,33450.0,3000000.0
2006-02-09,11450,11450,10850,10850,2396,32550.0,3000000.0
2006-02-10,10850,11050,10350,11050,2015,33150.0,3000000.0
2006-02-13,11000,11150,10850,11150,362,33450.0,3000000.0
2006-02-14,11100,11100,11100,11100,0,33300.0,3000000.0
2006-02-15,11250,11250,10500,10500,2363,31500.0,3000000.0
2006-02-16,10600,10600,10000,10000,3568,30000.0,3000000.0
2006-02-17,10300,10300,9900,10000,4131,30000.0,3000000.0
2006-02-20,9910,10000,9800,9950,4132,29850.0,3000000.0
2006-02-21,9800,10250,9800,10250,18414,30750.0,3000000.0
2006-02-22,10300,10300,9910,10100,4703,30300.0,3000000.0
2006-02-23,10200,10200,9860,9970,458,29910.0,3000000.0
2006-02-24,9870,9990,9870,9950,357,29850.0,3000000.0
2006-02-27,9990,10200,9990,10150,150,30450.0,3000000.0
2006-02-28,10000,10150,9950,10150,2070,30450.0,3000000.0
2006-03-02,10250,10300,10250,10300,665,30900.0,3000000.0
2006-03-03,10300,11400,10000,11300,201,33900.0,3000000.0
2006-03-06,10450,10800,10300,10600,546,31800.0,3000000.0
2006-03-07,10700,10700,10000,10400,208,31200.0,3000000.0
2006-03-08,10400,10400,10000,10250,851,30750.0,3000000.0
2006-03-09,10000,10500,10000,10400,2055,31200.0,3000000.0
2006-03-10,10200,10400,10000,10400,911,31200.0,3000000.0
2006-03-13,10400,10400,10400,10400,1,31200.0,3000000.0
2006-03-14,10400,10550,10400,10550,140,31650.0,3000000.0
2006-03-15,10100,10550,10100,10300,966,30900.0,3000000.0
2006-03-16,10300,10300,10200,10200,9686,30600.0,3000000.0
2006-03-17,10650,10650,10200,10300,10643,30900.0,3000000.0
2006-03-20,10200,10500,10200,10350,937,31050.0,3000000.0
2006-03-21,10600,10600,10250,10250,657,30750.0,3000000.0
2006-03-22,10600,10600,10600,10600,651,31800.0,3000000.0
2006-03-23,10050,10550,10000,10550,867,31650.0,3000000.0
2006-03-24,10550,10550,10150,10150,644,30450.0,3000000.0
2006-03-27,10550,10550,9950,10400,809,31200.0,3000000.0
2006-03-28,10500,10500,10000,10100,5718,30300.0,3000000.0
2006-03-29,10500,10550,10000,10100,731,30300.0,3000000.0
2006-03-30,10900,10900,10100,10100,884,30300.0,3000000.0
2006-03-31,10050,10500,10050,10500,2472,31500.0,3000000.0
2006-04-03,10450,10450,10100,10450,2642,31350.0,3000000.0
2006-04-04,10500,10500,10100,10400,465,31200.0,3000000.0
2006-04-05,10500,10500,10200,10350,272,31050.0,3000000.0
2006-04-06,10350,10550,10250,10550,2224,31650.0,3000000.0
2006-04-07,10500,10500,10200,10500,1510,31500.0,3000000.0
2006-04-10,10450,10450,10100,10300,3089,30900.0,3000000.0
2006-04-11,10300,10300,10150,10200,1291,30600.0,3000000.0
2006-04-12,10100,10300,10100,10200,4015,30600.0,3000000.0
2006-04-13,10400,10400,10250,10350,3963,31050.0,3000000.0
2006-04-14,10350,10550,10350,10400,3631,31200.0,3000000.0
2006-04-17,10700,10700,10400,10550,6032,31650.0,3000000.0
2006-04-18,10550,10600,10500,10550,5449,31650.0,3000000.0
2006-04-19,10500,10750,10200,10300,4732,30900.0,3000000.0
2006-04-20,10350,10550,10350,10550,1197,31650.0,3000000.0
2006-04-21,10350,10500,10350,10400,269,31200.0,3000000.0
2006-04-24,10400,11600,10400,10400,9015,31200.0,3000000.0
2006-04-25,10450,10700,10450,10600,3622,31800.0,3000000.0
2006-04-26,10600,12000,10500,10500,6180,31500.0,3000000.0
2006-04-27,10600,10800,10200,10750,2868,32250.0,3000000.0
2006-04-28,10750,10750,10500,10700,3340,32100.0,3000000.0
2006-05-02,11450,11450,10500,10700,4706,32100.0,3000000.0
2006-05-03,10700,10900,10500,10900,5119,32700.0,3000000.0
2006-05-04,11000,11300,10700,11300,9965,33900.0,3000000.0
2006-05-08,11500,11500,10850,11150,2218,33450.0,3000000.0
2006-05-09,11400,11400,10900,11100,647,33300.0,3000000.0
2006-05-10,11100,11100,10750,10750,3733,32250.0,3000000.0
2006-05-11,10800,11350,10750,10950,3617,32850.0,3000000.0
2006-05-12,10600,11100,10600,10900,1693,32700.0,3000000.0
2006-05-15,10900,10900,10750,10750,622,32250.0,3000000.0
2006-05-16,11300,11300,10500,10500,2778,31500.0,3000000.0
2006-05-17,11000,11000,10500,10550,14715,31650.0,3000000.0
2006-05-18,10850,11000,10450,10800,797,32400.0,3000000.0
2006-05-19,10800,10800,10500,10500,1650,31500.0,3000000.0
2006-05-22,10650,10650,10400,10400,938,31200.0,3000000.0
2006-05-23,10400,10600,10400,10600,2608,31800.0,3000000.0
2006-05-24,10650,10950,10400,10700,4058,32100.0,3000000.0
2006-05-25,10750,10750,10150,10500,1543,31500.0,3000000.0
2006-05-26,10850,10850,10400,10500,383,31500.0,3000000.0
2006-05-29,10200,10400,10200,10300,940,30900.0,3000000.0
2006-05-30,10300,10800,10250,10250,794,30750.0,3000000.0
2006-06-01,10100,10450,9810,9900,1864,29700.0,3000000.0
2006-06-02,10000,10250,8420,9610,4038,28830.0,3000000.0
2006-06-05,9780,9830,9650,9780,761,29340.0,3000000.0
2006-06-07,10300,10300,9120,10000,423,30000.0,3000000.0
2006-06-08,9770,9770,9770,9770,119,29310.0,3000000.0
2006-06-09,9700,10250,9700,10150,361,30450.0,3000000.0
2006-06-12,10000,10300,9660,10100,380,30300.0,3000000.0
2006-06-13,9360,10050,9320,9490,1357,28470.0,3000000.0
2006-06-14,9490,9770,9400,9490,1567,28470.0,3000000.0
2006-06-15,9510,9870,9410,9490,1156,28470.0,3000000.0
2006-06-16,9990,10000,9510,9980,275,29940.0,3000000.0
2006-06-19,9840,9840,9660,9840,1680,29520.0,3000000.0
2006-06-20,9940,9940,9400,9400,2308,28200.0,3000000.0
2006-06-21,9540,9540,9170,9400,488,28200.0,3000000.0
2006-06-22,9540,9650,9350,9650,2137,28950.0,3000000.0
2006-06-23,9700,9700,9700,9700,1,29100.0,3000000.0
2006-06-26,9690,9690,9690,9690,1,29070.0,3000000.0
2006-06-27,9690,9690,9680,9680,31,29040.0,3000000.0
2006-06-28,9850,9850,9410,9800,91,29400.0,3000000.0
2006-06-29,9870,9870,9500,9700,480,29100.0,3000000.0
2006-06-30,8980,9660,8980,9500,598,28500.0,3000000.0
2006-07-03,9660,9800,9500,9500,823,28500.0,3000000.0
2006-07-04,9500,9660,9410,9620,2061,28860.0,3000000.0
2006-07-05,9620,10000,9300,9620,926,28860.0,3000000.0
2006-07-06,9880,10000,9790,10000,978,30000.0,3000000.0
2006-07-07,9990,9990,9610,9610,7,28830.0,3000000.0
2006-07-10,9440,9520,9440,9460,1203,28380.0,3000000.0
2006-07-11,9540,9870,9470,9500,270,28500.0,3000000.0
2006-07-12,9690,9910,9690,9890,235,29670.0,3000000.0
2006-07-13,9900,9900,9750,9750,1220,29250.0,3000000.0
2006-07-14,9800,10150,9690,9980,4545,29940.0,3000000.0
2006-07-18,9980,9980,9300,9850,295,29550.0,3000000.0
2006-07-19,9550,9820,9550,9820,212,29460.0,3000000.0
2006-07-20,9840,9840,9840,9840,1,29520.0,3000000.0
2006-07-21,9320,9830,9320,9830,238,29490.0,3000000.0
2006-07-24,9540,9750,9540,9750,301,29250.0,3000000.0
2006-07-25,9750,9750,9700,9750,655,29250.0,3000000.0
2006-07-26,10100,10100,10100,10100,1,30300.0,3000000.0
2006-07-27,9890,9890,9890,9890,0,29670.0,3000000.0
2006-07-28,9900,9900,9890,9890,111,29670.0,3000000.0
2006-07-31,9900,9900,9850,9850,471,29550.0,3000000.0
2006-08-01,9850,10000,9840,10000,4229,30000.0,3000000.0
2006-08-02,10000,10000,9800,9860,21,29580.0,3000000.0
2006-08-03,9990,9990,9990,9990,7,29970.0,3000000.0
2006-08-04,9800,10150,9790,9790,1702,29370.0,3000000.0
2006-08-07,10150,10150,9700,9700,1256,29100.0,3000000.0
2006-08-08,9730,9800,9730,9800,518,29400.0,3000000.0
2006-08-09,9750,9800,9750,9790,8,29370.0,3000000.0
2006-08-10,9800,9800,9800,9800,514,29400.0,3000000.0
2006-08-11,9790,9790,9650,9790,15,29370.0,3000000.0
2006-08-14,10050,10050,9790,9980,3022,29940.0,3000000.0
2006-08-16,9960,9960,9700,9700,6040,29100.0,3000000.0
2006-08-17,9700,9900,9700,9840,533,29520.0,3000000.0
2006-08-18,9840,9840,9640,9830,99,29490.0,3000000.0
2006-08-21,9700,9830,9700,9830,482,29490.0,3000000.0
2006-08-22,9830,9900,9830,9900,210,29700.0,3000000.0
2006-08-23,9890,9890,9720,9720,150,29160.0,3000000.0
2006-08-24,9800,9800,9610,9630,284,28890.0,3000000.0
2006-08-25,9630,9700,9580,9700,1005,29100.0,3000000.0
2006-08-28,9990,9990,9700,9980,1114,29940.0,3000000.0
2006-08-29,9700,9980,9660,9980,1746,29940.0,3000000.0
2006-08-30,9970,9970,9970,9970,4,29910.0,3000000.0
2006-08-31,9800,9900,9800,9900,158,29700.0,3000000.0
2006-09-01,9730,9870,9720,9750,192,29250.0,3000000.0
2006-09-04,10000,10000,9660,9660,169,28980.0,3000000.0
2006-09-05,9740,10000,9660,9700,1576,29100.0,3000000.0
2006-09-06,9700,9750,9700,9700,824,29100.0,3000000.0
2006-09-07,9700,9900,9600,9900,211,29700.0,3000000.0
2006-09-08,9710,9900,9600,9660,2516,28980.0,3000000.0
2006-09-11,9660,9790,9660,9790,1590,29370.0,3000000.0
2006-09-12,9780,9790,9780,9790,284,29370.0,3000000.0
2006-09-13,9790,9790,9780,9780,121,29340.0,3000000.0
2006-09-14,9780,9780,9600,9780,1827,29340.0,3000000.0
2006-09-15,9770,10600,9640,10300,5190,30900.0,3000000.0
2006-09-18,10450,10450,9650,9710,2969,29130.0,3000000.0
2006-09-19,9750,10450,9750,9990,3638,29970.0,3000000.0
2006-09-20,9730,9990,9730,9800,4573,29400.0,3000000.0
2006-09-21,9770,10000,9770,9800,2698,29400.0,3000000.0
2006-09-22,9800,10000,9750,9780,3410,29340.0,3000000.0
2006-09-25,9870,9880,9720,9860,1158,29580.0,3000000.0
2006-09-26,9850,9950,9760,9760,1579,29280.0,3000000.0
2006-09-27,9960,10000,9770,9960,206,29880.0,3000000.0
2006-09-28,9810,9960,9730,9900,778,29700.0,3000000.0
2006-09-29,9800,9800,9780,9800,2165,29400.0,3000000.0
2006-10-02,9890,9890,9800,9800,865,29400.0,3000000.0
2006-10-04,9800,9970,9720,9970,196,29910.0,3000000.0
2006-10-09,9750,9970,9720,9720,1684,29160.0,3000000.0
2006-10-10,9530,9740,9530,9740,2274,29220.0,3000000.0
2006-10-11,9660,9660,9660,9660,2059,28980.0,3000000.0
2006-10-12,9700,9700,9560,9700,33,29100.0,3000000.0
2006-10-13,9760,9760,9600,9750,2824,29250.0,3000000.0
2006-10-16,9800,9800,9740,9750,56,29250.0,3000000.0
2006-10-17,9610,9700,9600,9690,368,29070.0,3000000.0
2006-10-18,9780,9780,9600,9670,132,29010.0,3000000.0
2006-10-19,9800,9800,9580,9670,331,29010.0,3000000.0
2006-10-20,9790,9790,9630,9630,734,28890.0,3000000.0
2006-10-23,9630,9640,9590,9600,4299,28800.0,3000000.0
2006-10-24,9800,9920,9560,9600,6861,28800.0,3000000.0
2006-10-25,9600,9990,9510,9990,5432,29970.0,3000000.0
2006-10-26,9950,9950,9550,9830,2361,29490.0,3000000.0
2006-10-27,9890,9890,8830,9760,3102,29280.0,3000000.0
2006-10-30,9830,10100,9310,9850,4226,29550.0,3000000.0
2006-10-31,9790,9940,9750,9940,843,29820.0,3000000.0
2006-11-01,9950,10200,9670,10150,4403,30450.0,3000000.0
2006-11-02,10200,10200,9760,9820,2752,29460.0,3000000.0
2006-11-03,10000,10000,9800,9800,544,29400.0,3000000.0
2006-11-06,9970,9970,9750,9850,4992,29550.0,3000000.0
2006-11-07,9850,10000,9780,9840,3962,29520.0,3000000.0
2006-11-08,9850,9980,9840,9840,5467,29520.0,3000000.0
2006-11-09,9840,10500,9840,10100,7119,30300.0,3000000.0
2006-11-10,10300,10300,10100,10100,1404,30300.0,3000000.0
2006-11-13,10350,10400,10100,10350,1569,31050.0,3000000.0
2006-11-14,10350,10450,10200,10350,3292,31050.0,3000000.0
2006-11-15,10350,10450,10250,10350,462,31050.0,3000000.0
2006-11-16,10400,11200,10400,10700,3645,32100.0,3000000.0
2006-11-17,10700,10900,10400,10700,2907,32100.0,3000000.0
2006-11-20,10850,10850,10450,10550,1688,31650.0,3000000.0
2006-11-21,10500,10850,10400,10500,2444,31500.0,3000000.0
2006-11-22,10400,10750,10400,10600,4046,31800.0,3000000.0
2006-11-23,10800,11350,10550,10550,2216,31650.0,3000000.0
2006-11-24,10500,10950,10500,10650,1501,31950.0,3000000.0
2006-11-27,10950,10950,10300,10800,2944,32400.0,3000000.0
2006-11-28,10800,10800,10400,10400,8505,31200.0,3000000.0
2006-11-29,10450,10950,10450,10550,13204,31650.0,3000000.0
2006-11-30,10550,10850,10500,10800,3075,32400.0,3000000.0
2006-12-01,10950,10950,10650,10800,3944,32400.0,3000000.0
2006-12-04,10800,10800,10500,10550,2024,31650.0,3000000.0
2006-12-05,10550,10700,10550,10650,1280,31950.0,3000000.0
2006-12-06,10650,10650,10450,10500,2882,31500.0,3000000.0
2006-12-07,10350,10550,10350,10550,2647,31650.0,3000000.0
2006-12-08,10400,10650,10300,10600,4300,31800.0,3000000.0
2006-12-11,10600,10700,10400,10700,2717,32100.0,3000000.0
2006-12-12,10800,10800,10450,10650,1989,31950.0,3000000.0
2006-12-13,10500,10650,10350,10350,2626,31050.0,3000000.0
2006-12-14,10400,10600,10400,10600,1679,31800.0,3000000.0
2006-12-15,10600,10750,10500,10750,2331,32250.0,3000000.0
2006-12-18,10850,10850,10500,10700,11218,32100.0,3000000.0
2006-12-19,10700,10950,10700,10850,7219,32550.0,3000000.0
2006-12-20,10850,10850,10700,10750,5472,32250.0,3000000.0
2006-12-21,11050,11050,10750,10750,9078,32250.0,3000000.0
2006-12-22,10850,10850,10550,10600,4880,31800.0,3000000.0
2006-12-26,10650,10800,10500,10600,4624,31800.0,3000000.0
2006-12-27,10700,10700,10200,10250,136,30750.0,3000000.0
2006-12-28,10300,10300,9900,9900,3179,29700.0,3000000.0
2007-01-02,9900,10200,9900,9900,1544,29700.0,3000000.0
2007-01-03,9800,9800,9660,9750,5264,29250.0,3000000.0
2007-01-04,9750,9800,9670,9790,803,29370.0,3000000.0
2007-01-05,9690,9980,9680,9960,2027,29880.0,3000000.0
2007-01-08,9970,9970,9640,9710,2983,29130.0,3000000.0
2007-01-09,9710,9950,9700,9800,21583,29400.0,3000000.0
2007-01-10,9990,10300,9830,10150,6055,30450.0,3000000.0
2007-01-11,10050,11650,9820,11600,77499,34800.0,3000000.0
2007-01-12,11500,11950,11050,11500,104091,34500.0,3000000.0
2007-01-15,11800,13200,11800,13200,215594,39600.0,3000000.0
2007-01-16,13950,14150,12700,13250,191675,39750.0,3000000.0
2007-01-17,12850,13150,11750,12050,68162,36150.0,3000000.0
2007-01-18,11850,12700,11400,11650,86933,34950.0,3000000.0
2007-01-19,11550,11700,10800,11450,42883,34350.0,3000000.0
2007-01-22,11450,11450,10600,10650,30712,31950.0,3000000.0
2007-01-23,10800,11200,10350,11150,25959,33450.0,3000000.0
2007-01-24,11150,11150,10700,10800,11948,32400.0,3000000.0
2007-01-25,10800,10800,10300,10800,30151,32400.0,3000000.0
2007-01-26,10800,10800,10200,10750,18905,32250.0,3000000.0
2007-01-29,10400,10800,10350,10750,16720,32250.0,3000000.0
2007-01-30,10750,11200,10450,11200,26171,33600.0,3000000.0
2007-01-31,11250,11300,10800,10950,17515,32850.0,3000000.0
2007-02-01,11050,11050,10550,10600,18180,31800.0,3000000.0
2007-02-02,10600,10800,10500,10550,13034,31650.0,3000000.0
2007-02-05,10650,11500,10250,11500,37192,34500.0,3000000.0
2007-02-06,11350,11600,10900,11450,25988,34350.0,3000000.0
2007-02-07,11450,12100,11100,11450,26762,34350.0,3000000.0
2007-02-08,11650,11650,10950,11300,19109,33900.0,3000000.0
2007-02-09,11050,11450,11000,11250,7394,33750.0,3000000.0
2007-02-12,11350,11500,10950,11250,8510,33750.0,3000000.0
2007-02-13,11200,11400,10800,11200,13752,33600.0,3000000.0
2007-02-14,11000,11200,10750,10750,9865,32250.0,3000000.0
2007-02-15,10750,10900,10700,10850,11018,32550.0,3000000.0
2007-02-16,10700,11050,10700,10850,6312,32550.0,3000000.0
2007-02-20,10500,10850,10500,10850,12139,32550.0,3000000.0
2007-02-21,10850,11000,10750,10850,9768,32550.0,3000000.0
2007-02-22,10850,11300,10600,10650,16324,31950.0,3000000.0
2007-02-23,10650,11200,10500,11100,16332,33300.0,3000000.0
2007-02-26,11400,12750,11150,11900,186836,35700.0,3000000.0
2007-02-27,11900,12500,11350,11900,46559,35700.0,3000000.0
2007-02-28,11200,12650,11000,12650,52709,37950.0,3000000.0
2007-03-02,12850,13700,12650,13200,66037,39600.0,3000000.0
2007-03-05,13600,14200,12350,12350,63919,37050.0,3000000.0
2007-03-06,12150,12500,11800,12350,25815,37050.0,3000000.0
2007-03-07,12200,12600,11900,11900,19346,35700.0,3000000.0
2007-03-08,11900,12200,11800,11950,16794,35850.0,3000000.0
2007-03-09,11950,12400,11950,12000,9508,36000.0,3000000.0
2007-03-12,12000,12300,11850,12300,12018,36900.0,3000000.0
2007-03-13,12600,12600,11800,11850,16015,35550.0,3000000.0
2007-03-14,11600,11900,11550,11600,8573,34800.0,3000000.0
2007-03-15,11900,11900,11500,11600,14206,34800.0,3000000.0
2007-03-16,11900,11900,11300,11600,14494,34800.0,3000000.0
2007-03-19,11650,11800,11400,11800,8565,35400.0,3000000.0
2007-03-20,11800,12000,11600,11900,10852,35700.0,3000000.0
2007-03-21,12050,12500,11900,12250,20498,36750.0,3000000.0
2007-03-22,12550,12550,12100,12100,9570,36300.0,3000000.0
2007-03-23,12400,12400,11700,11700,10584,35100.0,3000000.0
2007-03-26,11600,12000,11600,11800,16881,35400.0,3000000.0
2007-03-27,12150,13000,11850,12600,21381,37800.0,3000000.0
2007-03-28,12650,12800,12000,12000,19318,36000.0,3000000.0
2007-03-29,12300,13300,12000,12800,20198,38400.0,3000000.0
2007-03-30,12600,12900,12500,12800,12578,38400.0,3000000.0
2007-04-02,12600,13000,12500,12650,13645,37950.0,3000000.0
2007-04-03,12650,12650,12350,12400,6214,37200.0,3000000.0
2007-04-04,12350,12650,12350,12500,9583,37500.0,3000000.0
2007-04-05,12550,12550,12300,12500,7394,37500.0,3000000.0
2007-04-06,12500,12750,12350,12700,14722,38100.0,3000000.0
2007-04-09,12750,12850,12500,12800,12000,38400.0,3000000.0
2007-04-10,13100,13700,12850,13200,31322,39600.0,3000000.0
2007-04-11,13500,13500,12800,13050,90344,39150.0,3000000.0
2007-04-12,12800,13200,12800,13200,62270,39600.0,3000000.0
2007-04-13,13150,13350,12950,13100,17274,39300.0,3000000.0
2007-04-16,13250,13500,13200,13300,9802,39900.0,3000000.0
2007-04-17,13600,15000,13100,14800,40658,44400.0,3000000.0
2007-04-18,14600,15000,13600,13700,37959,41100.0,3000000.0
2007-04-19,13700,13700,12950,13000,42202,39000.0,3000000.0
2007-04-20,13300,14000,13100,13950,25258,41850.0,3000000.0
2007-04-23,15150,16000,14300,16000,64663,48000.0,3000000.0
2007-04-24,16100,17900,15800,15850,111278,47550.0,3000000.0
2007-04-25,16300,16600,14500,14900,72281,44700.0,3000000.0
2007-04-26,15000,15350,14300,14500,21683,43500.0,3000000.0
2007-04-27,14500,14550,13850,14100,14442,42300.0,3000000.0
2007-04-30,14200,14250,13600,14100,8031,42300.0,3000000.0
2007-05-02,14250,14850,13600,14700,15192,44100.0,3000000.0
2007-05-03,14950,14950,14300,14400,5808,43200.0,3000000.0
2007-05-04,14800,14800,14250,14650,8552,43950.0,3000000.0
2007-05-07,14500,14650,14200,14500,11983,43500.0,3000000.0
2007-05-08,14300,15200,14300,15100,19928,45300.0,3000000.0
2007-05-09,15100,15300,14500,14500,13668,43500.0,3000000.0
2007-05-10,14800,15300,14400,15150,10187,45450.0,3000000.0
2007-05-11,14950,16200,14600,15900,20543,47700.0,3000000.0
2007-05-14,15900,15900,15450,15650,10186,46950.0,3000000.0
2007-05-15,15400,16500,15250,16200,30441,48600.0,3000000.0
2007-05-16,16200,16200,15750,16200,9901,48600.0,3000000.0
2007-05-17,16200,16400,15900,15950,8361,47850.0,3000000.0
2007-05-18,15800,16150,15450,15450,15096,46350.0,3000000.0
2007-05-21,15850,17400,15600,16900,27067,50700.0,3000000.0
2007-05-22,16950,17200,16450,16750,23574,50250.0,3000000.0
2007-05-23,16750,17150,16450,16900,16050,50700.0,3000000.0
2007-05-25,16500,17700,16500,17700,11391,53100.0,3000000.0
2007-05-28,17800,18500,17650,18200,11246,54600.0,3000000.0
2007-05-29,18200,18750,17850,18050,9322,54150.0,3000000.0
2007-05-30,18200,18400,17650,17900,19510,53700.0,3000000.0
2007-05-31,17850,17850,17150,17250,12935,51750.0,3000000.0
2007-06-01,17500,17500,16000,17100,17110,51300.0,3000000.0
2007-06-04,16700,17450,16300,16600,10979,49800.0,3000000.0
2007-06-05,16700,16700,15700,16000,8727,48000.0,3000000.0
2007-06-07,15950,17300,15950,17050,14515,51150.0,3000000.0
2007-06-08,17050,17700,16600,17000,30728,51000.0,3000000.0
2007-06-11,17600,17600,16250,16900,18354,50700.0,3000000.0
2007-06-12,16600,17050,16400,17000,9160,51000.0,3000000.0
2007-06-13,16400,17000,16350,17000,10744,51000.0,3000000.0
2007-06-14,16700,17000,16600,17000,7417,51000.0,3000000.0
2007-06-15,16500,17000,16500,16650,7928,49950.0,3000000.0
2007-06-18,16650,17000,16400,16600,7995,49800.0,3000000.0
2007-06-19,16500,16700,15750,16700,24345,50100.0,3000000.0
2007-06-20,16700,16700,16100,16650,27833,49950.0,3000000.0
2007-06-21,16650,16650,16150,16400,6916,49200.0,3000000.0
2007-06-22,16400,16600,16100,16550,18562,49650.0,3000000.0
2007-06-25,16300,16550,16200,16550,6139,49650.0,3000000.0
2007-06-26,16200,16700,16100,16650,17438,49950.0,3000000.0
2007-06-27,16650,16650,15900,16300,12355,48900.0,3000000.0
2007-06-28,14800,16250,14750,15850,2818,47550.0,3000000.0
2007-06-29,16000,16100,15600,16000,18291,48000.0,3000000.0
2007-07-02,16350,16350,15950,16200,596,48600.0,3000000.0
2007-07-03,16450,16450,15800,15850,1135,47550.0,3000000.0
2007-07-04,16350,16500,15800,16350,9718,49050.0,3000000.0
2007-07-05,15800,16350,15550,15750,5229,47250.0,3000000.0
2007-07-06,15800,15800,15200,15500,4167,46500.0,3000000.0
2007-07-09,15250,16200,15150,15500,11780,46500.0,3000000.0
2007-07-10,15900,16100,15500,15900,818,47700.0,3000000.0
2007-07-11,16200,16200,15650,16200,22652,48600.0,3000000.0
2007-07-12,16500,16500,15800,16500,3127,49500.0,3000000.0
2007-07-13,16600,17100,16300,17000,19823,51000.0,3000000.0
2007-07-16,17000,17400,16850,17200,3447,51600.0,3000000.0
2007-07-18,17400,17600,16750,17500,17030,52500.0,3000000.0
2007-07-19,17650,17650,17200,17500,7232,52500.0,3000000.0
2007-07-20,17250,17700,17050,17450,10122,52350.0,3000000.0
2007-07-23,17450,17850,17250,17800,24473,53400.0,3000000.0
2007-07-24,17800,17800,17000,17000,10808,51000.0,3000000.0
2007-07-25,17000,17700,16750,16750,9625,50250.0,3000000.0
2007-07-26,16500,17350,16500,17350,13676,52050.0,3000000.0
2007-07-27,17500,17650,16000,16850,13246,50550.0,3000000.0
2007-07-30,16300,17000,16300,16800,1951,50400.0,3000000.0
2007-07-31,16800,17300,16800,17300,6881,51900.0,3000000.0
2007-08-01,17300,17450,17050,17450,11143,52350.0,3000000.0
2007-08-02,17450,18300,17050,17450,19089,52350.0,3000000.0
2007-08-03,18000,20000,18000,18850,70651,56550.0,3000000.0
2007-08-06,18450,19950,18100,19050,32712,57150.0,3000000.0
2007-08-07,19650,19650,18300,18750,24559,56250.0,3000000.0
2007-08-08,18550,19000,17800,18000,25716,54000.0,3000000.0
2007-08-09,18000,18500,18000,18400,4270,55200.0,3000000.0
2007-08-10,18400,18400,17300,17400,5598,52200.0,3000000.0
2007-08-13,17550,18350,17400,18000,15009,54000.0,3000000.0
2007-08-14,18850,18850,17500,17800,4431,53400.0,3000000.0
2007-08-16,17000,18000,15600,16650,8148,49950.0,3000000.0
2007-08-17,17550,17550,15850,17200,4601,51600.0,3000000.0
2007-08-20,17500,17800,16500,17600,17823,52800.0,3000000.0
2007-08-21,17800,17800,17000,17500,15127,52500.0,3000000.0
2007-08-22,17050,17700,17000,17500,13082,52500.0,3000000.0
2007-08-23,18050,18050,17500,17500,9328,52500.0,3000000.0
2007-08-24,17500,17600,17500,17500,13603,52500.0,3000000.0
2007-08-27,17500,17650,17500,17550,6358,52650.0,3000000.0
2007-08-28,17200,17650,17200,17300,57461,51900.0,3000000.0
2007-08-29,16500,17800,16500,17300,9054,51900.0,3000000.0
2007-08-30,18050,18050,17300,17300,29494,51900.0,3000000.0
2007-08-31,17150,17450,17100,17450,30836,52350.0,3000000.0
2007-09-03,16950,17500,16900,17400,5506,52200.0,3000000.0
2007-09-04,17350,17350,16800,17100,5147,51300.0,3000000.0
2007-09-05,17000,17350,16900,16900,3908,50700.0,3000000.0
2007-09-06,17650,17650,16650,17350,1597,52050.0,3000000.0
2007-09-07,18000,18450,17200,17700,710,53100.0,3000000.0
2007-09-10,17650,17650,16800,17400,3022,52200.0,3000000.0
2007-09-11,17100,17500,16950,17350,2386,52050.0,3000000.0
2007-09-12,16850,17400,16850,17400,2247,52200.0,3000000.0
2007-09-13,16850,17200,16750,17000,2036,51000.0,3000000.0
2007-09-14,17300,17300,16850,17000,983,51000.0,3000000.0
2007-09-17,16500,16700,14600,16400,2722,49200.0,3000000.0
2007-09-18,16450,16700,15950,16700,3284,50100.0,3000000.0
2007-09-19,17000,17000,16400,16400,751,49200.0,3000000.0
2007-09-20,16600,16850,16400,16850,2258,50550.0,3000000.0
2007-09-21,17050,17050,16650,16850,1060,50550.0,3000000.0
2007-09-27,16600,17000,16300,17000,4392,51000.0,3000000.0
2007-09-28,16550,17000,16050,17000,6967,51000.0,3000000.0
2007-10-01,16950,17000,16700,16800,9255,50400.0,3000000.0
2007-10-02,16800,17000,16800,16800,4743,50400.0,3000000.0
2007-10-04,16800,16800,16400,16450,1018,49350.0,3000000.0
2007-10-05,16500,16950,16500,16950,3599,50850.0,3000000.0
2007-10-08,16550,16950,16550,16900,2814,50700.0,3000000.0
2007-10-09,16900,17500,16550,17200,3874,51600.0,3000000.0
2007-10-10,17200,18850,16600,17800,7830,53400.0,3000000.0
2007-10-11,18250,18250,17400,17800,4519,53400.0,3000000.0
2007-10-12,17500,18100,16850,17750,7082,53250.0,3000000.0
2007-10-15,16950,17650,16950,17500,2542,52500.0,3000000.0
2007-10-16,17850,17850,16250,17000,4724,51000.0,3000000.0
2007-10-17,16300,16950,16000,16800,4083,50400.0,3000000.0
2007-10-18,17500,17500,16300,16500,935,49500.0,3000000.0
2007-10-19,16250,16700,15900,16000,2584,48000.0,3000000.0
