인텍플러스(064290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-09-12,4270,4410,4270,4320,27518,39603.0,9167333.0
2012-09-13,4340,4480,4330,4430,42799,40611.0,9167333.0
2012-09-14,4470,4505,4380,4390,32291,40245.0,9167333.0
2012-09-17,4405,4420,4300,4350,25469,39878.0,9167333.0
2012-09-18,4340,4470,4310,4470,75383,40978.0,9167333.0
2012-09-19,4460,4460,4380,4390,39524,40245.0,9167333.0
2012-09-20,4400,4450,4345,4350,61206,39878.0,9167333.0
2012-09-21,4385,4575,4320,4575,141631,41941.0,9167333.0
2012-09-24,4600,4625,4510,4555,111563,41757.0,9167333.0
2012-09-25,4565,4650,4475,4505,77482,41299.0,9167333.0
2012-09-26,4505,4525,4430,4440,46426,40703.0,9167333.0
2012-09-27,4480,4505,4335,4335,45624,39740.0,9167333.0
2012-09-28,4340,4405,4260,4260,34547,39053.0,9167333.0
2012-10-02,4260,4340,4260,4280,16351,39236.0,9167333.0
2012-10-04,4280,4350,4250,4280,29165,39236.0,9167333.0
2012-10-05,4305,4405,4250,4375,51318,40107.0,9167333.0
2012-10-08,4390,4500,4390,4475,86577,41024.0,9167333.0
2012-10-09,4445,4630,4400,4440,111467,40703.0,9167333.0
2012-10-10,4440,4475,4385,4390,37681,40245.0,9167333.0
2012-10-11,4390,4510,4360,4445,54183,40749.0,9167333.0
2012-10-12,4475,4535,4445,4510,67614,41345.0,9167333.0
2012-10-15,4510,4630,4380,4450,77460,40795.0,9167333.0
2012-10-16,4430,4515,4420,4445,40825,40749.0,9167333.0
2012-10-17,4500,4540,4430,4485,83534,41115.0,9167333.0
2012-10-18,4475,4565,4340,4370,48140,40061.0,9167333.0
2012-10-19,4375,4420,4100,4155,131678,38090.0,9167333.0
2012-10-22,4030,4140,3975,4115,55505,37724.0,9167333.0
2012-10-23,4050,4160,4010,4080,26216,37403.0,9167333.0
2012-10-24,4035,4180,3990,4100,24201,37586.0,9167333.0
2012-10-25,4100,4180,4060,4095,27982,37540.0,9167333.0
2012-10-26,4100,4240,4095,4125,53363,37815.0,9167333.0
2012-10-29,4145,4165,4050,4050,52146,37128.0,9167333.0
2012-10-30,4000,4090,3980,4005,39308,36715.0,9167333.0
2012-10-31,4015,4275,4015,4200,36081,38503.0,9167333.0
2012-11-01,4250,4250,4175,4220,25442,38686.0,9167333.0
2012-11-02,4220,4275,4200,4230,14975,38778.0,9167333.0
2012-11-05,4235,4295,4215,4240,26547,38869.0,9167333.0
2012-11-06,4180,4260,4170,4235,35766,38824.0,9167333.0
2012-11-07,4250,4250,4170,4195,18640,38457.0,9167333.0
2012-11-08,4195,4230,4145,4165,24670,38182.0,9167333.0
2012-11-09,4195,4195,4080,4155,66910,38090.0,9167333.0
2012-11-12,4300,4775,4300,4775,306372,43774.0,9167333.0
2012-11-13,4885,5150,4610,4780,989127,43820.0,9167333.0
2012-11-14,4850,5000,4730,4830,659461,44278.0,9167333.0
2012-11-15,4790,4985,4680,4985,401596,45699.0,9167333.0
2012-11-16,4905,5030,4515,4515,389820,41391.0,9167333.0
2012-11-19,4500,4720,4500,4690,134670,43135.0,9197333.0
2012-11-20,4740,4950,4640,4940,279687,45435.0,9197333.0
2012-11-21,5030,5030,4710,4805,123330,44193.0,9197333.0
2012-11-22,4870,5100,4600,4600,271276,42308.0,9197333.0
2012-11-23,4640,4870,4575,4870,132449,44791.0,9197333.0
2012-11-26,4960,4960,4700,4700,112092,43227.0,9197333.0
2012-11-27,4690,4990,4690,4990,160550,45895.0,9197333.0
2012-11-28,4940,5280,4890,5110,446087,46998.0,9197333.0
2012-11-29,5130,5220,5030,5170,222107,47550.0,9197333.0
2012-11-30,5160,5200,4995,5000,167746,45987.0,9197333.0
2012-12-03,4990,5000,4790,4800,179722,44147.0,9197333.0
2012-12-04,4800,4975,4755,4950,119808,45527.0,9197333.0
2012-12-05,4930,5120,4870,5000,164523,45987.0,9197333.0
2012-12-06,5000,5020,4875,4875,78367,44837.0,9197333.0
2012-12-07,4840,5020,4605,4700,187456,43227.0,9197333.0
2012-12-10,4710,4845,4700,4805,92908,44193.0,9197333.0
2012-12-11,4820,4900,4725,4725,63340,43457.0,9197333.0
2012-12-12,4750,4760,4600,4720,76112,43411.0,9197333.0
2012-12-13,4720,4780,4615,4720,27658,43411.0,9197333.0
2012-12-14,4770,4830,4640,4780,31772,43963.0,9197333.0
2012-12-17,4825,4845,4655,4780,22736,43963.0,9197333.0
2012-12-18,4710,4800,4560,4560,62999,41940.0,9197333.0
2012-12-20,4555,4650,4530,4580,30844,42124.0,9197333.0
2012-12-21,4580,4630,4400,4525,69224,41618.0,9197333.0
2012-12-24,4475,4575,4320,4355,91152,40054.0,9197333.0
2012-12-26,4305,4455,4305,4305,69510,39595.0,9197333.0
2012-12-27,4260,4340,4260,4305,26137,39595.0,9197333.0
2012-12-28,4300,4375,4210,4290,36007,39457.0,9197333.0
2013-01-02,4300,4370,4240,4345,48487,39962.0,9197333.0
2013-01-03,4310,4400,4265,4300,35609,39549.0,9197333.0
2013-01-04,4280,4315,4245,4300,56509,39549.0,9197333.0
2013-01-07,4280,4345,4275,4305,44520,39595.0,9197333.0
2013-01-08,4310,4410,4280,4390,59792,40376.0,9197333.0
2013-01-09,4400,4515,4395,4425,76984,40698.0,9197333.0
2013-01-10,4435,4465,4395,4435,34328,40790.0,9197333.0
2013-01-11,4435,4460,4395,4435,29351,40790.0,9197333.0
2013-01-14,4455,4800,4420,4755,207412,43733.0,9197333.0
2013-01-15,4765,4790,4560,4600,104989,42308.0,9197333.0
2013-01-16,4605,4700,4565,4570,31627,42032.0,9197333.0
2013-01-17,4570,4625,4475,4500,44503,41388.0,9197333.0
2013-01-18,4480,4575,4450,4495,28941,41342.0,9197333.0
2013-01-21,4515,4630,4490,4510,43676,41480.0,9197333.0
2013-01-22,4445,4575,4445,4475,37776,41158.0,9197333.0
2013-01-23,4490,4535,4420,4425,43345,40698.0,9197333.0
2013-01-24,4420,4505,4385,4430,45490,40744.0,9197333.0
2013-01-25,4430,4575,4415,4510,51981,41480.0,9197333.0
2013-01-28,4500,4715,4480,4610,136647,42400.0,9197333.0
2013-01-29,4720,4770,4605,4665,44856,42906.0,9197333.0
2013-01-30,4620,4700,4590,4665,49531,42906.0,9197333.0
2013-01-31,4650,4715,4550,4600,59193,42308.0,9197333.0
2013-02-01,4595,4605,4455,4505,44211,41434.0,9197333.0
2013-02-04,4535,4575,4385,4390,44077,40376.0,9197333.0
2013-02-05,4390,4390,4190,4250,49947,39089.0,9197333.0
2013-02-06,4255,4365,4230,4320,36311,39732.0,9197333.0
2013-02-07,4275,4350,4200,4200,34214,38629.0,9197333.0
2013-02-08,4190,4295,4190,4255,8069,39135.0,9197333.0
2013-02-12,4270,4330,4255,4280,3778,39365.0,9197333.0
2013-02-13,4380,4380,4285,4295,9957,39503.0,9197333.0
2013-02-14,4295,4350,4290,4335,18145,39870.0,9197333.0
2013-02-15,4380,4380,4210,4255,34014,39135.0,9197333.0
2013-02-18,4295,4300,4200,4275,46583,39319.0,9197333.0
2013-02-19,4240,4330,4230,4330,20339,39824.0,9197333.0
2013-02-20,4305,4355,4270,4335,37782,39870.0,9197333.0
2013-02-21,4330,4370,4300,4340,28370,39916.0,9197333.0
2013-02-22,4360,4360,4230,4235,57735,38951.0,9197333.0
2013-02-25,4255,4305,4125,4185,76169,38491.0,9197333.0
2013-02-26,4160,4170,3990,4060,74818,37341.0,9197333.0
2013-02-27,4075,4125,4045,4065,32561,37387.0,9197333.0
2013-02-28,4070,4150,4065,4120,18513,37893.0,9197333.0
2013-03-04,4100,4185,4095,4175,24665,38399.0,9197333.0
2013-03-05,4135,4235,4135,4150,37636,38169.0,9197333.0
2013-03-06,4235,4235,4140,4160,13305,38261.0,9197333.0
2013-03-07,4160,4185,4080,4140,38677,38077.0,9197333.0
2013-03-08,4135,4285,4120,4175,47043,38399.0,9197333.0
2013-03-11,4175,4200,4100,4110,33398,37801.0,9197333.0
2013-03-12,4110,4195,4110,4130,19613,37985.0,9197333.0
2013-03-13,4130,4210,4100,4170,30099,38353.0,9197333.0
2013-03-14,4205,4455,4165,4390,180632,40376.0,9197333.0
2013-03-15,4425,4425,4250,4340,66841,39916.0,9197333.0
2013-03-18,4370,4375,4255,4255,21295,39135.0,9197333.0
2013-03-19,4220,4290,4220,4255,10348,39135.0,9197333.0
2013-03-20,4255,4255,4200,4230,14969,38905.0,9197333.0
2013-03-21,4230,4315,4230,4230,31355,38905.0,9197333.0
2013-03-22,4250,4265,4170,4215,14564,38767.0,9197333.0
2013-03-25,4255,4355,4175,4315,42141,39686.0,9197333.0
2013-03-26,4315,4375,4270,4300,40760,39549.0,9197333.0
2013-03-27,4340,4400,4250,4315,34404,39686.0,9197333.0
2013-03-28,4310,4315,4250,4260,24831,39181.0,9197333.0
2013-03-29,4275,4345,4240,4255,35344,39135.0,9197333.0
2013-04-01,4285,4320,4250,4290,15940,39457.0,9197333.0
2013-04-02,4295,4355,4230,4280,36388,39365.0,9197333.0
2013-04-03,4280,4290,4225,4250,21587,39163.0,9214833.0
2013-04-04,4250,4260,4035,4115,96892,37919.0,9214833.0
2013-04-05,4090,4140,3995,4060,65793,37412.0,9214833.0
2013-04-08,4070,4135,3990,3990,44815,36767.0,9214833.0
2013-04-09,3895,4005,3850,4000,32138,36859.0,9214833.0
2013-04-10,3995,4090,3980,4085,12162,37643.0,9214833.0
2013-04-11,4100,4180,4070,4180,39229,38518.0,9214833.0
2013-04-12,4180,4200,4130,4185,20169,38564.0,9214833.0
2013-04-15,4190,4305,4165,4305,47359,39670.0,9214833.0
2013-04-16,4195,4310,4195,4290,37726,39532.0,9214833.0
2013-04-17,4235,4355,4235,4250,40107,39163.0,9214833.0
2013-04-18,4220,4595,4220,4460,103183,41098.0,9214833.0
2013-04-19,4495,4600,4445,4600,69178,42388.0,9214833.0
2013-04-22,4620,4700,4560,4615,44073,42526.0,9214833.0
2013-04-23,4585,4860,4580,4750,160268,43770.0,9214833.0
2013-04-24,4765,5260,4765,5170,486898,47641.0,9214833.0
2013-04-25,5350,5550,5260,5500,546339,50682.0,9214833.0
2013-04-26,5560,5800,5430,5770,282965,53170.0,9214833.0
2013-04-29,5850,5990,5540,5750,256400,52985.0,9214833.0
2013-04-30,5730,6610,5700,6610,860417,60910.0,9214833.0
2013-05-02,6650,6770,6360,6420,715062,59159.0,9214833.0
2013-05-03,6420,6640,6310,6430,211373,59251.0,9214833.0
2013-05-06,6450,6700,6450,6490,181151,59804.0,9214833.0
2013-05-07,6510,6830,6510,6800,282040,62661.0,9214833.0
2013-05-08,6800,6950,6650,6900,187781,63582.0,9214833.0
2013-05-09,6830,7020,6450,6970,148958,64227.0,9214833.0
2013-05-10,6970,6980,6740,6910,85761,63674.0,9214833.0
2013-05-13,6970,6970,6750,6850,70105,63122.0,9214833.0
2013-05-14,6810,6890,6470,6500,174148,59896.0,9214833.0
2013-05-15,6500,6650,6450,6550,80397,60357.0,9214833.0
2013-05-16,6690,6800,6560,6650,64126,61279.0,9214833.0
2013-05-20,6600,6650,6490,6560,44009,60449.0,9214833.0
2013-05-21,6630,6770,6560,6710,59057,61832.0,9214833.0
2013-05-22,6700,6770,6640,6700,42647,61739.0,9214833.0
2013-05-23,6700,6750,6470,6470,47947,60089.0,9287333.0
2013-05-24,6500,6500,5980,6050,183654,56188.0,9287333.0
2013-05-27,6090,6300,5990,6270,140610,58232.0,9287333.0
2013-05-28,6270,6420,6170,6420,54776,59625.0,9287333.0
2013-05-29,6430,6480,6110,6210,57638,57674.0,9287333.0
2013-05-30,6120,6310,6110,6190,42657,57489.0,9287333.0
2013-05-31,6190,6390,6000,6010,59565,55817.0,9287333.0
2013-06-03,6120,6160,5780,5890,58435,54702.0,9287333.0
2013-06-04,5890,6030,5540,5550,91305,51545.0,9287333.0
2013-06-05,5600,5970,5500,5700,36026,52938.0,9287333.0
2013-06-07,5740,5740,5500,5660,37109,52566.0,9287333.0
2013-06-10,5550,5890,5550,5710,27976,53031.0,9287333.0
2013-06-11,5680,5890,5520,5670,10475,52659.0,9287333.0
2013-06-12,5670,5870,5670,5780,16955,53681.0,9287333.0
2013-06-13,5750,5980,5690,5770,23620,53588.0,9287333.0
2013-06-14,5900,5950,5740,5810,43407,53959.0,9287333.0
2013-06-17,5840,5900,5550,5550,22888,51545.0,9287333.0
2013-06-18,5360,5480,5000,5400,146825,50152.0,9287333.0
2013-06-19,5560,5560,5400,5440,23983,50523.0,9287333.0
2013-06-20,5440,5470,5300,5340,33175,49594.0,9287333.0
2013-06-21,5200,5220,4955,5210,48482,48387.0,9287333.0
2013-06-24,5250,5270,5030,5030,14203,46715.0,9287333.0
2013-06-25,4900,5000,4600,4700,185862,43650.0,9287333.0
2013-06-26,4685,4805,4525,4695,26097,43604.0,9287333.0
2013-06-27,4750,4850,4670,4765,106793,44254.0,9287333.0
2013-06-28,4815,5080,4815,5050,121186,46901.0,9287333.0
2013-07-01,4980,5070,4710,5050,38042,46901.0,9287333.0
2013-07-02,5260,5260,4940,5050,38836,46901.0,9287333.0
2013-07-03,5060,5090,4985,5010,41808,46530.0,9287333.0
2013-07-04,5010,5100,4985,5100,44284,47365.0,9287333.0
2013-07-05,5030,5240,5020,5100,62385,47365.0,9287333.0
2013-07-08,5160,5160,4850,4915,35521,45647.0,9287333.0
2013-07-09,4995,4995,4815,4950,23119,45972.0,9287333.0
2013-07-10,4950,4985,4890,4900,40106,45508.0,9287333.0
2013-07-11,4910,4965,4860,4935,13432,45833.0,9287333.0
2013-07-12,5080,5280,5040,5230,53060,48573.0,9287333.0
2013-07-15,5130,5290,5100,5200,38635,48294.0,9287333.0
2013-07-16,5270,5270,5110,5170,38863,48016.0,9287333.0
2013-07-17,5170,5420,5100,5410,63741,50244.0,9287333.0
2013-07-18,5450,5470,5330,5390,47553,50059.0,9287333.0
2013-07-19,5390,5410,5190,5190,60698,48201.0,9287333.0
2013-07-22,5190,5240,5120,5140,43000,47737.0,9287333.0
2013-07-23,5130,5390,5120,5390,77978,50059.0,9287333.0
2013-07-24,5350,5730,5320,5660,156660,52566.0,9287333.0
2013-07-25,5660,5660,5530,5550,71032,51545.0,9287333.0
2013-07-26,5640,5640,5500,5580,34563,51823.0,9287333.0
2013-07-29,5580,5680,5280,5280,40233,49037.0,9287333.0
2013-07-30,5280,5290,5110,5240,56686,48666.0,9287333.0
2013-07-31,5200,5330,5140,5200,33647,48294.0,9287333.0
2013-08-01,5210,5330,5160,5330,56109,49501.0,9287333.0
2013-08-02,5300,5620,5290,5540,75229,51452.0,9287333.0
2013-08-05,5620,5630,5450,5500,46573,51080.0,9287333.0
2013-08-06,5480,5640,5450,5530,30140,51359.0,9287333.0
2013-08-07,5520,5600,5480,5560,40150,51638.0,9287333.0
2013-08-08,5520,6050,5520,5850,204920,54331.0,9287333.0
2013-08-09,5800,5900,5740,5900,92375,54795.0,9287333.0
2013-08-12,5890,6070,5800,5950,119183,55260.0,9287333.0
2013-08-13,5930,5950,5820,5950,48207,55260.0,9287333.0
2013-08-14,6010,6020,5770,5880,54897,54610.0,9287333.0
2013-08-16,5770,5930,5620,5930,83713,55074.0,9287333.0
2013-08-19,5930,6100,5930,6000,112873,55724.0,9287333.0
2013-08-20,5940,6070,5750,5900,52183,54795.0,9287333.0
2013-08-21,5990,6090,5860,5970,131770,55445.0,9287333.0
2013-08-22,5790,5970,5680,5680,71618,52752.0,9287333.0
2013-08-23,5740,6090,5570,5570,146036,51730.0,9287333.0
2013-08-26,5600,5860,5580,5700,55599,52938.0,9287333.0
2013-08-27,5730,5930,5730,5890,72410,54702.0,9287333.0
2013-08-28,5720,5970,5720,5930,63796,55074.0,9287333.0
2013-08-29,5970,6110,5900,6080,67135,56467.0,9287333.0
2013-08-30,6100,6230,6010,6190,81492,57489.0,9287333.0
2013-09-02,6180,6440,6150,6360,135914,59067.0,9287333.0
2013-09-03,6370,6410,6150,6250,46186,58046.0,9287333.0
2013-09-04,6250,6290,6070,6200,25295,57581.0,9287333.0
2013-09-05,6160,6200,6070,6150,23888,57117.0,9287333.0
2013-09-06,6140,6720,6100,6500,159842,60368.0,9287333.0
2013-09-09,6480,6680,6480,6550,75799,60832.0,9287333.0
2013-09-10,6550,6560,6420,6450,42623,59903.0,9287333.0
2013-09-11,6500,6650,6460,6540,35188,60739.0,9287333.0
2013-09-12,6610,6610,6450,6480,7724,60182.0,9287333.0
2013-09-13,6440,6630,6380,6380,63726,59253.0,9287333.0
2013-09-16,6380,6540,6280,6350,24045,58975.0,9287333.0
2013-09-17,6350,6470,6240,6470,24844,60089.0,9287333.0
2013-09-23,6470,6570,6090,6090,102676,56560.0,9287333.0
2013-09-24,6090,6200,5980,6200,38795,57581.0,9287333.0
2013-09-25,6200,6380,6180,6250,27303,58046.0,9287333.0
2013-09-26,6340,6340,6010,6080,65094,56467.0,9287333.0
2013-09-27,6150,6190,6000,6050,20125,56188.0,9287333.0
2013-09-30,6050,6280,6050,6110,18681,56746.0,9287333.0
2013-10-01,6070,6230,5950,5990,22283,55631.0,9287333.0
2013-10-02,6000,6140,5850,5850,58833,54331.0,9287333.0
2013-10-04,5820,5950,5670,5900,37685,54795.0,9287333.0
2013-10-07,5900,6130,5800,5900,32864,54795.0,9287333.0
2013-10-08,5900,5930,5740,5750,39791,53402.0,9287333.0
2013-10-10,5870,5990,5670,5670,17828,52659.0,9287333.0
2013-10-11,5640,5860,5640,5780,21097,53681.0,9287333.0
2013-10-14,5870,5890,5730,5800,21437,53867.0,9287333.0
2013-10-15,5810,6100,5800,5920,41801,54981.0,9287333.0
2013-10-16,6010,6010,5820,5940,18295,55167.0,9287333.0
2013-10-17,6020,6030,5720,5790,28827,53774.0,9287333.0
2013-10-18,5870,5870,5700,5770,10612,53588.0,9287333.0
2013-10-21,5870,5940,5510,5600,26276,52009.0,9287333.0
2013-10-22,5770,5770,5430,5540,32310,51452.0,9287333.0
2013-10-23,5750,5750,5190,5270,44991,48944.0,9287333.0
2013-10-24,5260,5560,5260,5370,26298,49873.0,9287333.0
2013-10-25,5390,5530,5370,5450,15790,50616.0,9287333.0
2013-10-28,5350,5550,5340,5400,28901,50152.0,9287333.0
2013-10-29,5400,5480,5320,5360,18079,49780.0,9287333.0
2013-10-30,5500,5500,5350,5370,52066,49873.0,9287333.0
2013-10-31,5360,5620,5290,5420,27019,50337.0,9287333.0
2013-11-01,5390,5500,5200,5250,25845,48758.0,9287333.0
2013-11-04,5590,5590,5200,5340,10109,49594.0,9287333.0
2013-11-05,5340,5340,5260,5320,13581,49409.0,9287333.0
2013-11-06,5400,5620,5290,5420,25416,50337.0,9287333.0
2013-11-07,5420,5420,5180,5400,24924,50152.0,9287333.0
2013-11-08,5450,5450,5220,5250,12526,48758.0,9287333.0
2013-11-11,5490,5490,5100,5170,9509,48016.0,9287333.0
2013-11-12,5140,5300,5040,5080,22922,47180.0,9287333.0
2013-11-13,5060,5200,4825,4935,35396,45833.0,9287333.0
2013-11-14,4955,5100,4905,4945,19427,45926.0,9287333.0
2013-11-15,4955,5090,4955,5090,15013,47273.0,9287333.0
2013-11-18,5030,5070,4950,4950,8935,45972.0,9287333.0
2013-11-19,4900,5060,4555,4925,13356,45740.0,9287333.0
2013-11-20,4910,5090,4830,4950,22686,45972.0,9287333.0
2013-11-21,5050,5050,4710,4850,30874,45044.0,9287333.0
2013-11-22,4900,4900,4800,4855,8097,45090.0,9287333.0
2013-11-25,4900,5100,4810,5090,19089,47273.0,9287333.0
2013-11-26,4965,5190,4965,5080,7814,47180.0,9287333.0
2013-11-27,5190,5840,4965,5840,242567,54238.0,9287333.0
2013-11-28,6000,6090,5790,5900,119885,54795.0,9287333.0
2013-11-29,5900,6100,5600,6100,129597,56653.0,9287333.0
2013-12-02,6040,6270,5500,6090,142126,56560.0,9287333.0
2013-12-03,6030,6110,5850,6110,31252,56746.0,9287333.0
2013-12-04,6190,6250,5870,6120,62815,56838.0,9287333.0
2013-12-05,6000,6140,5800,5800,75438,53867.0,9287333.0
2013-12-06,5900,5900,5650,5650,34618,52473.0,9287333.0
2013-12-09,5640,5880,5390,5600,106376,52009.0,9287333.0
2013-12-10,5510,5610,5400,5520,22681,51266.0,9287333.0
2013-12-11,5430,6080,5430,5780,95948,53681.0,9287333.0
2013-12-12,5710,5910,5670,5900,39749,54795.0,9287333.0
2013-12-13,5740,5930,5740,5880,71507,54610.0,9287333.0
2013-12-16,5970,6080,5660,5740,128670,53309.0,9287333.0
2013-12-17,5840,5850,5500,5700,21962,52938.0,9287333.0
2013-12-18,5700,5800,5590,5720,35014,53124.0,9287333.0
2013-12-19,5800,5900,5700,5850,17427,54331.0,9287333.0
2013-12-20,5900,5900,5690,5790,19109,53774.0,9287333.0
2013-12-23,5870,5970,5700,5910,69205,54888.0,9287333.0
2013-12-24,5830,5920,5820,5900,46632,54795.0,9287333.0
2013-12-26,5860,6030,5860,6010,93765,55817.0,9287333.0
2013-12-27,5970,6390,5900,6320,201367,58696.0,9287333.0
2013-12-30,6410,6410,6250,6320,63612,58696.0,9287333.0
2014-01-02,6290,6290,5930,6000,94922,55724.0,9287333.0
2014-01-03,5990,5990,5700,5890,77061,54702.0,9287333.0
2014-01-06,5890,5890,5700,5740,51490,53309.0,9287333.0
2014-01-07,5720,5900,5720,5870,36307,54517.0,9287333.0
2014-01-08,5870,5900,5240,5470,172581,50802.0,9287333.0
2014-01-09,5430,5540,5370,5460,69330,50709.0,9287333.0
2014-01-10,5460,5490,5260,5440,122828,50523.0,9287333.0
2014-01-13,5440,5510,5400,5460,46549,50709.0,9287333.0
2014-01-14,5460,5460,5260,5290,65956,49130.0,9287333.0
2014-01-15,5290,5350,5230,5280,40506,49037.0,9287333.0
2014-01-16,5280,5300,5210,5290,15724,49130.0,9287333.0
2014-01-17,5270,5430,5260,5350,29916,49687.0,9287333.0
2014-01-20,5310,5430,5180,5210,77278,48387.0,9287333.0
2014-01-21,5200,5290,5120,5190,50551,48201.0,9287333.0
2014-01-22,5190,5260,5150,5170,16250,48016.0,9287333.0
2014-01-23,5150,5270,5150,5180,12566,48108.0,9287333.0
2014-01-24,5250,5250,5080,5180,38027,48108.0,9287333.0
2014-01-27,5090,5090,4800,4900,93871,45508.0,9287333.0
2014-01-28,4900,5000,4790,4830,21288,44858.0,9287333.0
2014-01-29,4760,4985,4760,4985,42956,46297.0,9287333.0
2014-02-03,4980,5040,4850,4940,43002,45879.0,9287333.0
2014-02-04,4935,4935,4745,4765,18603,44254.0,9287333.0
2014-02-05,4730,4755,4595,4605,59676,42768.0,9287333.0
2014-02-06,4650,4750,4610,4730,20676,43929.0,9287333.0
2014-02-07,4695,4900,4695,4895,24175,45461.0,9287333.0
2014-02-10,4895,4910,4835,4900,18681,45508.0,9287333.0
2014-02-11,4910,4910,4750,4825,22235,44811.0,9287333.0
2014-02-12,4850,4850,4765,4830,10953,44858.0,9287333.0
2014-02-13,4825,5120,4775,5010,52899,46530.0,9287333.0
2014-02-14,4990,5170,4915,4990,17283,46344.0,9287333.0
2014-02-17,4990,5030,4800,4980,48437,46251.0,9287333.0
2014-02-18,5020,5020,4820,4960,39001,46065.0,9287333.0
2014-02-19,4960,4995,4800,4800,27398,44579.0,9287333.0
2014-02-20,4755,4970,4750,4790,39704,44486.0,9287333.0
2014-02-21,4790,4870,4755,4760,10247,44208.0,9287333.0
2014-02-24,4740,4835,4645,4675,19425,43418.0,9287333.0
2014-02-25,4705,4795,4700,4710,17157,43743.0,9287333.0
2014-02-26,4680,4760,4640,4740,16765,44022.0,9287333.0
2014-02-27,4640,4740,4610,4655,34270,43233.0,9287333.0
2014-02-28,4655,4740,4500,4635,28992,43047.0,9287333.0
2014-03-03,4635,4675,4450,4500,48796,41793.0,9287333.0
2014-03-04,4500,4500,4275,4350,75353,40400.0,9287333.0
2014-03-05,4450,4515,4325,4515,28639,41932.0,9287333.0
2014-03-06,4365,4495,4365,4440,16831,41236.0,9287333.0
2014-03-07,4440,4475,4375,4445,22762,41282.0,9287333.0
2014-03-10,4445,4500,4335,4425,14068,41096.0,9287333.0
2014-03-11,4420,4470,4260,4380,51398,40679.0,9287333.0
2014-03-12,4375,4375,4220,4255,53744,39518.0,9287333.0
2014-03-13,4255,4330,4115,4190,53643,38914.0,9287333.0
2014-03-14,3860,4325,3860,4205,25641,39053.0,9287333.0
2014-03-17,4160,4250,4160,4205,9087,39053.0,9287333.0
2014-03-18,4205,4375,4205,4345,8170,40353.0,9287333.0
2014-03-19,4325,4375,4280,4360,6367,40493.0,9287333.0
2014-03-20,4325,4380,4245,4340,8152,40307.0,9287333.0
2014-03-21,4400,4400,4310,4315,3082,40075.0,9287333.0
2014-03-24,4315,4345,4205,4300,12155,39936.0,9287333.0
2014-03-25,4300,4340,4230,4290,7819,39843.0,9287333.0
2014-03-26,4295,4315,4220,4260,5387,39564.0,9287333.0
2014-03-27,4260,4295,4210,4215,6807,39146.0,9287333.0
2014-03-28,4220,4290,4200,4230,10089,39285.0,9287333.0
2014-03-31,4230,4235,4195,4230,3823,39285.0,9287333.0
2014-04-01,4200,4245,4175,4195,2645,38960.0,9287333.0
2014-04-02,4200,4200,4100,4180,20362,38821.0,9287333.0
2014-04-03,4380,4380,4160,4175,11686,38775.0,9287333.0
2014-04-04,4175,4260,4175,4185,6895,38867.0,9287333.0
2014-04-07,4185,4190,4125,4165,8573,38682.0,9287333.0
2014-04-08,4105,4140,4040,4060,21300,37707.0,9287333.0
2014-04-09,4060,4145,4000,4145,25494,38496.0,9287333.0
2014-04-10,4145,4230,4145,4175,18741,38775.0,9287333.0
2014-04-11,4170,4195,4070,4195,14999,38960.0,9287333.0
2014-04-14,4130,4225,4130,4195,13693,38960.0,9287333.0
2014-04-15,4200,4225,4175,4190,22384,38914.0,9287333.0
2014-04-16,4220,4220,4100,4105,19472,38125.0,9287333.0
2014-04-17,4215,4215,4040,4105,19300,38125.0,9287333.0
2014-04-18,4105,4300,4095,4290,29022,39843.0,9287333.0
2014-04-21,4290,4290,4200,4240,18833,39378.0,9287333.0
2014-04-22,4240,4240,4195,4240,15739,39378.0,9287333.0
2014-04-23,4240,4605,4240,4400,139538,40864.0,9287333.0
2014-04-24,4565,4565,4300,4400,52660,40864.0,9287333.0
2014-04-25,4305,4395,4270,4270,9235,39657.0,9287333.0
2014-04-28,4245,4310,4195,4295,31168,39889.0,9287333.0
2014-04-29,4300,4335,4245,4245,15171,39425.0,9287333.0
2014-04-30,4245,4250,4180,4200,12647,39007.0,9287333.0
2014-05-02,4125,4200,4115,4140,28899,38450.0,9287333.0
2014-05-07,4140,4175,4100,4145,11933,38496.0,9287333.0
2014-05-08,4145,4225,4070,4080,14749,37892.0,9287333.0
2014-05-09,4080,4165,4045,4135,17684,38403.0,9287333.0
2014-05-12,4165,4165,4090,4150,9854,38542.0,9287333.0
2014-05-13,4145,4170,4080,4145,32524,38496.0,9287333.0
2014-05-14,4145,4145,4065,4065,18122,37753.0,9287333.0
2014-05-15,4065,4110,4000,4100,26876,38078.0,9287333.0
2014-05-16,4035,4095,4005,4045,8350,37567.0,9287333.0
2014-05-19,4045,4080,4000,4020,13323,37335.0,9287333.0
2014-05-20,3935,3995,3875,3930,62650,36499.0,9287333.0
2014-05-21,3930,3970,3835,3915,13484,36360.0,9287333.0
2014-05-22,3995,4030,3900,3975,7336,36917.0,9287333.0
2014-05-23,3975,4000,3880,3965,25277,36824.0,9287333.0
2014-05-26,3930,3930,3410,3730,114624,34642.0,9287333.0
2014-05-27,3665,3850,3540,3725,19085,34595.0,9287333.0
2014-05-28,3740,3830,3725,3725,10151,34595.0,9287333.0
2014-05-29,3725,4005,3605,4000,32562,37149.0,9287333.0
