팬젠(222110),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-09-07,23300,23550,22500,22650,124280,204496.0,9028515.0
2016-09-08,22650,22800,21250,21400,126977,193210.0,9028515.0
2016-09-09,21400,22650,21000,21450,93085,193662.0,9028515.0
2016-09-12,21450,21500,20750,21300,74713,192307.0,9028515.0
2016-09-13,21300,22050,21200,21950,47207,198176.0,9028515.0
2016-09-19,21700,22300,21650,21900,54430,197724.0,9028515.0
2016-09-20,22000,22450,21900,21900,36446,197724.0,9028515.0
2016-09-21,22350,22350,21600,21650,41804,195467.0,9028515.0
2016-09-22,21650,22200,21200,21850,98762,197273.0,9028515.0
2016-09-23,21800,23700,21750,23000,159121,207656.0,9028515.0
2016-09-26,23000,23800,22700,22750,80293,205399.0,9028515.0
2016-09-27,22950,23800,22600,23800,119084,214879.0,9028515.0
2016-09-28,24000,24600,23700,23800,105861,214879.0,9028515.0
2016-09-29,24150,24250,23550,23750,62886,214427.0,9028515.0
2016-09-30,23900,24600,23450,23500,118133,212170.0,9028515.0
2016-10-04,23250,23500,22550,22800,89018,205850.0,9028515.0
2016-10-05,23200,23400,22600,22700,57129,204947.0,9028515.0
2016-10-06,22900,23050,21700,21700,123129,195919.0,9028515.0
2016-10-07,21900,22000,21300,21400,75724,193210.0,9028515.0
2016-10-10,21200,22000,21200,22000,62666,198627.0,9028515.0
2016-10-11,22150,22200,21650,21700,63359,195919.0,9028515.0
2016-10-12,21900,22000,21250,21700,60557,195919.0,9028515.0
2016-10-13,21700,22750,21650,22000,88304,198627.0,9028515.0
2016-10-14,22100,22150,21650,21950,77096,198176.0,9028515.0
2016-10-17,22000,22300,21250,21850,52362,197273.0,9028515.0
2016-10-18,21800,23500,21550,22000,107669,198627.0,9028515.0
2016-10-19,21800,22150,21750,21800,60429,196822.0,9028515.0
2016-10-20,21800,22000,21200,21300,76493,192307.0,9028515.0
2016-10-21,21400,21500,20750,20850,70667,188245.0,9028515.0
2016-10-24,20750,21200,19750,20150,93092,181925.0,9028515.0
2016-10-25,20200,20300,18500,18650,160082,168382.0,9028515.0
2016-10-26,18650,19050,17550,18300,139048,165222.0,9028515.0
2016-10-27,18100,22800,17800,18600,748525,167930.0,9028515.0
2016-10-28,18350,19000,18300,18450,110893,166576.0,9028515.0
2016-10-31,18400,18400,17150,17150,138653,154839.0,9028515.0
2016-11-01,17100,17850,16650,16850,86355,152130.0,9028515.0
2016-11-02,16650,16950,15450,16000,167037,144456.0,9028515.0
2016-11-03,15700,17050,15700,16900,60468,152582.0,9028515.0
2016-11-04,16600,17000,16250,16900,47510,152582.0,9028515.0
2016-11-07,17000,17300,16600,17300,40778,156193.0,9028515.0
2016-11-08,17400,18400,17200,18200,68131,164319.0,9028515.0
2016-11-09,18200,18300,15050,16950,267011,153033.0,9028515.0
2016-11-10,17800,18450,17400,18250,81907,164770.0,9028515.0
2016-11-11,18200,18400,17600,17950,54910,162062.0,9028515.0
2016-11-14,17850,18450,17800,18000,39188,162513.0,9028515.0
2016-11-15,18250,18300,17200,17400,38898,157096.0,9028515.0
2016-11-16,17550,17800,17100,17100,54268,154388.0,9028515.0
2016-11-17,17450,17550,16700,17550,47052,158450.0,9028515.0
2016-11-18,17400,17750,17300,17500,39988,158349.0,9048515.0
2016-11-21,17400,18100,17300,17500,36930,158349.0,9048515.0
2016-11-22,17600,18000,17500,17700,24273,160159.0,9048515.0
2016-11-23,17750,18250,17650,18000,41045,162873.0,9048515.0
2016-11-24,18000,18000,17000,17250,57466,156087.0,9048515.0
2016-11-25,16850,17200,16700,16850,40100,152467.0,9048515.0
2016-11-28,16800,16800,16050,16100,70825,145681.0,9048515.0
2016-11-29,16000,16200,15700,16200,43528,146586.0,9048515.0
2016-11-30,16300,16300,15800,16100,29979,145681.0,9048515.0
2016-12-01,16100,17750,15650,17550,66075,158801.0,9048515.0
2016-12-02,17500,18200,17100,17150,67920,155182.0,9048515.0
2016-12-05,17150,17150,16500,16600,58838,150205.0,9048515.0
2016-12-06,16650,17150,16600,16850,26843,152467.0,9048515.0
2016-12-07,16600,16900,16200,16650,34937,150658.0,9048515.0
2016-12-08,16550,16650,16000,16000,39451,144776.0,9048515.0
2016-12-09,15800,16550,15800,16400,29159,148396.0,9048515.0
2016-12-12,16800,16800,16250,16700,32979,151110.0,9048515.0
2016-12-13,16700,17150,16400,16850,36938,152467.0,9048515.0
2016-12-14,17200,17200,16700,16850,30192,152467.0,9048515.0
2016-12-15,16850,17100,16650,16800,54724,152015.0,9048515.0
2016-12-16,16800,17150,16550,17000,31309,153825.0,9048515.0
2016-12-19,17100,17150,16500,16550,46650,149753.0,9048515.0
2016-12-20,16500,17000,16500,16900,33436,152920.0,9048515.0
2016-12-21,16750,16850,16050,16600,58996,150205.0,9048515.0
2016-12-22,16700,16700,16250,16300,32208,147491.0,9048515.0
2016-12-23,16150,16800,16050,16500,28691,149300.0,9048515.0
2016-12-26,16400,16600,16150,16350,25627,147943.0,9048515.0
2016-12-27,16150,17350,16150,17000,85291,153825.0,9048515.0
2016-12-28,17000,17200,16450,16900,50148,152920.0,9048515.0
2016-12-29,17150,17150,16350,16650,37010,150658.0,9048515.0
2017-01-02,16550,16800,16050,16300,39519,147491.0,9048515.0
2017-01-03,16250,16600,16050,16450,42212,148848.0,9048515.0
2017-01-04,16650,16650,16100,16200,34248,146586.0,9048515.0
2017-01-05,16200,16650,16150,16550,30106,149753.0,9048515.0
2017-01-06,16600,16600,16250,16400,24037,148396.0,9048515.0
2017-01-09,16300,16550,16150,16150,37104,146134.0,9048515.0
2017-01-10,16100,16300,16050,16050,26459,145229.0,9048515.0
2017-01-11,16000,16350,15900,15950,32774,144324.0,9048515.0
2017-01-12,15850,16000,15600,15850,40411,143419.0,9048515.0
2017-01-13,15850,16250,15750,16100,26614,145681.0,9048515.0
2017-01-16,16000,16300,15750,15750,23957,142514.0,9048515.0
2017-01-17,15750,15800,15550,15600,28323,141157.0,9048515.0
2017-01-18,15550,15600,15200,15350,33933,138895.0,9048515.0
2017-01-19,15500,15500,15200,15200,20083,137537.0,9048515.0
2017-01-20,15200,15700,15100,15250,15381,137990.0,9048515.0
2017-01-23,15200,15300,15000,15000,35988,135728.0,9048515.0
2017-01-24,14800,15100,14150,14200,50027,128489.0,9048515.0
2017-01-25,14250,14750,13750,13800,58702,124870.0,9048515.0
2017-01-26,13650,15100,13550,14400,66892,130299.0,9048515.0
2017-01-31,14300,14900,14050,14150,20872,128036.0,9048515.0
2017-02-01,14100,14500,14100,14500,20977,131203.0,9048515.0
2017-02-02,14350,14400,13950,13950,24340,126227.0,9048515.0
2017-02-03,13900,14250,13650,13950,34949,126227.0,9048515.0
2017-02-06,13900,14350,13750,14250,23231,128941.0,9048515.0
2017-02-07,14300,14950,14200,14700,26639,133013.0,9048515.0
2017-02-08,14800,14900,14050,14150,18175,128036.0,9048515.0
2017-02-09,14100,14200,13550,13900,33483,125774.0,9048515.0
2017-02-10,15850,17850,15150,17100,889639,154730.0,9048515.0
2017-02-13,16800,17400,16450,16600,127111,150205.0,9048515.0
2017-02-14,17100,19100,17000,17900,349777,161968.0,9048515.0
2017-02-15,18500,18750,16200,16550,421201,149753.0,9048515.0
2017-02-16,16550,16550,15350,15550,199932,140704.0,9048515.0
2017-02-17,15350,15900,15200,15500,88432,144127.0,9298515.0
2017-02-20,15350,15500,15100,15300,67892,142267.0,9298515.0
2017-02-21,15300,15450,15000,15150,76108,140873.0,9298515.0
2017-02-22,15250,15250,14200,14500,117188,134828.0,9298515.0
2017-02-23,14450,14500,14000,14050,67144,130644.0,9298515.0
2017-02-24,14050,14250,13950,14100,39540,131109.0,9298515.0
2017-02-27,13950,14200,13950,14100,26410,131109.0,9298515.0
2017-02-28,14250,14250,13950,14100,29974,131109.0,9298515.0
2017-03-02,14300,14350,13950,14250,25140,132504.0,9298515.0
2017-03-03,14000,15150,14000,14250,68181,132504.0,9298515.0
2017-03-06,14300,14300,13900,14000,26930,130179.0,9298515.0
2017-03-07,13950,14900,13800,14100,45597,131109.0,9298515.0
2017-03-08,14200,14750,14200,14550,64866,135293.0,9298515.0
2017-03-09,14700,14700,14200,14350,36884,133434.0,9298515.0
2017-03-10,14400,14400,13950,14150,26613,131574.0,9298515.0
2017-03-13,14300,14350,13950,14000,32885,130179.0,9298515.0
2017-03-14,14150,14300,13950,14000,31084,130179.0,9298515.0
2017-03-15,14000,14200,13700,13700,32841,127390.0,9298515.0
2017-03-16,13750,13900,13600,13650,33511,126925.0,9298515.0
2017-03-17,13650,13800,13450,13700,36366,127390.0,9298515.0
2017-03-20,14000,14000,13400,13450,18722,125065.0,9298515.0
2017-03-21,13600,13650,13300,13300,18223,123670.0,9298515.0
2017-03-22,13450,13450,12650,13150,20358,122275.0,9298515.0
2017-03-23,13200,13300,12800,13150,40342,122275.0,9298515.0
2017-03-24,13100,13250,12800,13000,24920,120881.0,9298515.0
2017-03-27,13050,13050,12550,12900,35587,119951.0,9298515.0
2017-03-28,12800,12900,12500,12700,37037,118091.0,9298515.0
2017-03-29,12650,13500,12550,13300,43139,123670.0,9298515.0
2017-03-30,13500,13750,13150,13450,51442,125065.0,9298515.0
2017-03-31,13650,13650,13150,13400,14843,124600.0,9298515.0
2017-04-03,13300,13700,13150,13700,28407,127390.0,9298515.0
2017-04-04,13900,13900,13550,13700,34104,127390.0,9298515.0
2017-04-05,13800,13800,13400,13500,23237,125530.0,9298515.0
2017-04-06,13350,13600,13300,13450,15389,125065.0,9298515.0
2017-04-07,13500,13900,13400,13800,30827,128320.0,9298515.0
2017-04-10,13900,13900,13150,13450,27223,125065.0,9298515.0
2017-04-11,13550,13650,13200,13450,20478,125065.0,9298515.0
2017-04-12,13700,13700,13150,13350,11174,124135.0,9298515.0
2017-04-13,13350,13350,13000,13250,12370,123205.0,9298515.0
2017-04-14,13100,13300,12900,12950,20951,120416.0,9298515.0
2017-04-17,13000,13250,12850,12950,32464,120416.0,9298515.0
2017-04-18,12950,13150,12900,13100,14577,121811.0,9298515.0
2017-04-19,13050,13200,12950,12950,15725,120416.0,9298515.0
2017-04-20,13000,15150,12900,14000,381986,130179.0,9298515.0
2017-04-21,13950,14650,13500,14200,115421,132039.0,9298515.0
2017-04-24,14100,14400,13850,14300,53689,132969.0,9298515.0
2017-04-25,14300,15800,14100,15000,253448,139478.0,9298515.0
2017-04-26,15050,15100,14700,14700,39961,136688.0,9298515.0
2017-04-27,14800,14800,14000,14500,36210,134828.0,9298515.0
2017-04-28,14500,14650,14250,14500,12055,135126.0,9319015.0
2017-05-02,14300,14500,13800,14000,36491,130466.0,9319015.0
2017-05-04,14000,14000,13650,13700,23842,127671.0,9319015.0
2017-05-08,13700,14700,13700,14550,44586,135592.0,9319015.0
2017-05-10,14550,14750,14200,14500,28188,135126.0,9319015.0
2017-05-11,14600,14600,13950,14050,37093,130932.0,9319015.0
2017-05-12,14000,14200,13750,13800,31600,128602.0,9319015.0
2017-05-15,13800,14150,13800,14050,21586,130932.0,9319015.0
2017-05-16,14200,14200,13600,13650,28268,127205.0,9319015.0
2017-05-17,13500,13950,13350,13450,33037,125341.0,9319015.0
2017-05-18,13700,13700,12950,13300,46341,123943.0,9319015.0
2017-05-19,13550,13800,13100,13450,29623,125341.0,9319015.0
2017-05-22,13450,13450,13050,13300,15974,123943.0,9319015.0
2017-05-23,13300,13350,13000,13100,35655,122079.0,9319015.0
2017-05-24,13250,13650,13150,13400,33912,124875.0,9319015.0
2017-05-25,13550,13550,13150,13300,15521,123943.0,9319015.0
2017-05-26,13250,13450,13050,13200,27302,123011.0,9319015.0
2017-05-29,13150,13450,12700,13300,65857,123943.0,9319015.0
2017-05-30,13300,13400,12950,13400,23644,124875.0,9319015.0
2017-05-31,13350,14100,13150,13600,49291,126739.0,9319015.0
2017-06-01,13600,13700,13300,13700,21291,127671.0,9319015.0
2017-06-02,13800,13850,13300,13700,39740,127671.0,9319015.0
2017-06-05,13900,14100,13650,14050,41933,130932.0,9319015.0
2017-06-07,14050,15150,14000,15050,191229,140251.0,9319015.0
2017-06-08,15200,15350,14650,15150,100772,141183.0,9319015.0
2017-06-09,15150,15300,14950,15050,42218,140251.0,9319015.0
2017-06-12,14950,15200,14750,14900,34996,138853.0,9319015.0
2017-06-13,15050,15600,14850,15350,59264,143047.0,9319015.0
2017-06-14,15200,15550,15150,15200,45534,141649.0,9319015.0
2017-06-15,15300,15400,14750,15050,44534,140251.0,9319015.0
2017-06-16,14950,15250,14700,15050,35415,140251.0,9319015.0
2017-06-19,15200,15700,14950,15500,85118,144445.0,9319015.0
2017-06-20,15500,15700,15350,15550,47261,144911.0,9319015.0
2017-06-21,15400,15650,15200,15400,33417,143513.0,9319015.0
2017-06-22,15550,15550,14950,15300,26372,142581.0,9319015.0
2017-06-23,15350,15350,14850,15000,30141,139785.0,9319015.0
2017-06-26,15000,15000,14250,14500,46340,135126.0,9319015.0
2017-06-27,14350,14850,14350,14850,25726,138387.0,9319015.0
2017-06-28,14850,15050,14500,14700,21403,136990.0,9319015.0
2017-06-29,14700,15100,14400,14900,22148,138853.0,9319015.0
2017-06-30,14900,14950,14600,14900,11567,138853.0,9319015.0
2017-07-03,14900,15250,14600,14800,39364,137921.0,9319015.0
2017-07-04,14750,16200,14750,15900,208756,148172.0,9319015.0
2017-07-05,15900,16150,15550,15650,94114,145843.0,9319015.0
2017-07-06,15800,15900,15350,15650,45526,145843.0,9319015.0
2017-07-07,15650,15900,15450,15500,40462,144445.0,9319015.0
2017-07-10,15450,15450,14800,15100,44861,140717.0,9319015.0
2017-07-11,15150,15150,14650,14850,23306,138387.0,9319015.0
2017-07-12,15000,15400,14800,15350,28535,143047.0,9319015.0
2017-07-13,15500,15500,15200,15350,16620,143047.0,9319015.0
2017-07-14,15300,15550,15200,15500,23896,144445.0,9319015.0
2017-07-17,15650,15850,15450,15750,28139,146774.0,9319015.0
2017-07-18,15650,15750,15300,15600,32826,145377.0,9319015.0
2017-07-19,15600,15600,15300,15300,20853,142581.0,9319015.0
2017-07-20,15350,15650,15250,15600,18827,145377.0,9319015.0
2017-07-21,15600,15650,15400,15600,13813,145377.0,9319015.0
2017-07-24,15650,15650,15350,15450,17984,143979.0,9319015.0
2017-07-25,15500,16000,15500,15700,29606,149906.0,9548181.0
2017-07-26,15650,15900,15300,15600,27371,148952.0,9548181.0
2017-07-27,15350,15600,15000,15350,27708,146565.0,9548181.0
2017-07-28,15350,15350,14700,14950,27907,142745.0,9548181.0
2017-07-31,14950,14950,14450,14600,28463,139403.0,9548181.0
2017-08-01,14900,15200,14500,14800,15814,141313.0,9548181.0
2017-08-02,14800,15100,14400,14850,16446,141790.0,9548181.0
2017-08-03,14850,14850,14350,14400,14714,138467.0,9615781.0
2017-08-04,14250,14700,13950,14700,26961,141352.0,9615781.0
2017-08-07,14900,15350,14700,15300,21411,147121.0,9615781.0
2017-08-08,15300,15500,15250,15400,19494,148083.0,9615781.0
2017-08-09,15400,16000,15250,15800,40942,151929.0,9615781.0
2017-08-10,15800,15800,15300,15550,25125,149525.0,9615781.0
2017-08-11,15100,15500,14550,14900,38614,143275.0,9615781.0
2017-08-14,14900,15000,14650,14950,20495,143756.0,9615781.0
2017-08-16,15100,15100,14750,14850,17080,142794.0,9615781.0
2017-08-17,14800,15300,14700,15300,22675,147121.0,9615781.0
2017-08-18,15350,15650,15150,15550,19947,149525.0,9615781.0
2017-08-21,15700,15700,15300,15400,9545,148083.0,9615781.0
2017-08-22,15400,15550,15250,15350,15635,147602.0,9615781.0
2017-08-23,15600,15600,15050,15250,20163,146641.0,9615781.0
2017-08-24,15200,15400,15150,15350,11336,147602.0,9615781.0
2017-08-25,15500,15550,15050,15350,23508,147602.0,9615781.0
2017-08-28,15300,16000,15100,15400,46129,148083.0,9615781.0
2017-08-29,15400,15950,15200,15900,32093,152891.0,9615781.0
2017-08-30,15900,16200,15800,15850,73829,152410.0,9615781.0
2017-08-31,15950,16300,15900,16000,74357,153852.0,9615781.0
2017-09-01,16150,16150,15800,15900,64912,152891.0,9615781.0
2017-09-04,15200,16000,15200,15850,58024,152410.0,9615781.0
2017-09-05,15900,16100,15450,15600,116234,150006.0,9615781.0
2017-09-06,16650,17050,14350,14600,578698,140390.0,9615781.0
2017-09-07,14500,14850,14350,14600,78668,140390.0,9615781.0
2017-09-08,14700,14700,13950,14050,65528,135102.0,9615781.0
2017-09-11,14000,14350,13750,14050,63551,135102.0,9615781.0
2017-09-12,14050,14400,14000,14300,44680,137506.0,9615781.0
2017-09-13,14300,14850,14150,14850,53630,142794.0,9615781.0
2017-09-14,14850,15050,14550,15000,49507,144237.0,9615781.0
2017-09-15,14900,15100,14650,14950,43278,143756.0,9615781.0
2017-09-18,15050,15050,14550,14850,41998,142794.0,9615781.0
2017-09-19,14850,14900,14600,14850,26511,142794.0,9615781.0
2017-09-20,14900,14900,14600,14700,24566,141352.0,9615781.0
2017-09-21,14700,14700,14200,14250,28528,137025.0,9615781.0
2017-09-22,14000,14300,13800,14000,31603,134621.0,9615781.0
2017-09-25,14250,14350,13800,14150,42378,136063.0,9615781.0
2017-09-26,13850,14650,13850,14600,27825,140390.0,9615781.0
2017-09-27,14700,14900,14550,14850,20543,142794.0,9615781.0
2017-09-28,14900,15550,14550,15400,59284,148083.0,9615781.0
2017-09-29,15300,15350,14750,14950,50332,143756.0,9615781.0
2017-10-10,15000,15000,14400,14650,29154,140871.0,9615781.0
2017-10-11,14750,14750,14300,14600,29298,140390.0,9615781.0
2017-10-12,14700,14700,14200,14400,29978,138467.0,9615781.0
2017-10-13,14450,14750,14350,14550,20492,139910.0,9615781.0
2017-10-16,14600,14650,14100,14450,26803,138948.0,9615781.0
2017-10-17,14300,14450,14150,14350,14879,137986.0,9615781.0
2017-10-18,14350,14350,13850,14000,38206,134621.0,9615781.0
2017-10-19,14050,14050,13450,13650,56082,131255.0,9615781.0
2017-10-20,13600,13850,13400,13800,25480,132698.0,9615781.0
2017-10-23,13800,14350,13800,14100,36614,135583.0,9615781.0
2017-10-24,14100,14100,13800,14000,37460,134621.0,9615781.0
2017-10-25,14000,14000,13750,13850,40121,133179.0,9615781.0
2017-10-26,13950,14000,13400,13550,41566,130294.0,9615781.0
2017-10-27,13500,13700,13250,13500,42968,129813.0,9615781.0
2017-10-30,13600,13950,13400,13600,57662,130775.0,9615781.0
2017-10-31,13500,14000,13350,13600,70102,130775.0,9615781.0
2017-11-01,13550,13700,13450,13500,44737,129813.0,9615781.0
2017-11-02,13450,13550,13350,13450,35424,129332.0,9615781.0
2017-11-03,13500,14700,13500,14300,321918,137506.0,9615781.0
2017-11-06,14500,14900,14250,14800,117688,142314.0,9615781.0
2017-11-07,14900,15300,14550,15300,111411,147121.0,9615781.0
2017-11-08,15300,15700,15000,15450,141978,148564.0,9615781.0
2017-11-09,15300,15550,15050,15500,82133,149045.0,9615781.0
2017-11-10,15350,15550,15000,15300,74717,147121.0,9615781.0
2017-11-13,15250,15450,14950,15250,67783,146641.0,9615781.0
2017-11-14,15300,16550,15100,16450,401776,158180.0,9615781.0
2017-11-15,16600,16950,15950,16400,211557,157699.0,9615781.0
2017-11-16,16300,16550,16050,16450,87611,158180.0,9615781.0
2017-11-17,16600,16700,16050,16650,83992,160103.0,9615781.0
2017-11-20,16600,17500,16500,17300,155356,166353.0,9615781.0
2017-11-21,17350,17700,16350,16650,133202,160103.0,9615781.0
2017-11-22,16650,17300,15850,16000,124464,153852.0,9615781.0
2017-11-23,16000,16300,15850,16100,60989,154814.0,9615781.0
2017-11-24,16200,16350,15900,16100,42588,154814.0,9615781.0
