오션브릿지(241790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-01-20,10300,11000,10150,10950,192913,99919.0,9124980.0
2017-01-23,11100,11350,10350,10350,208955,94444.0,9124980.0
2017-01-24,10250,11200,10250,10800,251055,98550.0,9124980.0
2017-01-25,10950,11500,10800,11200,404187,102200.0,9124980.0
2017-01-26,11400,13150,11400,12650,2000158,115431.0,9124980.0
2017-01-31,12500,13050,12350,12800,362057,116800.0,9124980.0
2017-02-01,12750,13050,12550,12850,221264,117256.0,9124980.0
2017-02-02,12700,12900,12050,12150,251353,110869.0,9124980.0
2017-02-03,12150,12400,11350,11650,226348,106306.0,9124980.0
2017-02-06,11700,11950,11500,11600,94781,105850.0,9124980.0
2017-02-07,11750,12150,11600,11700,221443,106762.0,9124980.0
2017-02-08,11700,11950,11300,11600,98988,105850.0,9124980.0
2017-02-09,11650,11850,11400,11850,95667,108131.0,9124980.0
2017-02-10,12000,12350,11500,11500,128320,104937.0,9124980.0
2017-02-13,11500,11500,10950,10950,116994,99919.0,9124980.0
2017-02-14,11050,11150,10250,10350,232603,94444.0,9124980.0
2017-02-15,10400,10450,10100,10350,122306,94444.0,9124980.0
2017-02-16,10350,11100,10350,11050,134437,100831.0,9124980.0
2017-02-17,11000,11250,10950,11250,39567,102656.0,9124980.0
2017-02-20,11300,11350,10650,10950,78041,99919.0,9124980.0
2017-02-21,10950,11000,10700,11000,42705,100375.0,9124980.0
2017-02-22,11150,11800,11100,11650,233609,106306.0,9124980.0
2017-02-23,11450,11600,11050,11050,105453,100831.0,9124980.0
2017-02-24,11050,11150,10500,10550,84610,96269.0,9124980.0
2017-02-27,10450,10700,10400,10600,51710,96725.0,9124980.0
2017-02-28,10850,11000,10650,10800,46810,98550.0,9124980.0
2017-03-02,10800,10850,10350,10400,87705,94900.0,9124980.0
2017-03-03,10250,10450,9990,10300,91780,93987.0,9124980.0
2017-03-06,10300,10700,10200,10600,69496,96725.0,9124980.0
2017-03-07,10700,11100,10600,10650,99267,97181.0,9124980.0
2017-03-08,10750,10750,10450,10700,79493,97637.0,9124980.0
2017-03-09,10700,11000,10600,10650,95732,97181.0,9124980.0
2017-03-10,10650,11150,10400,11050,129289,100831.0,9124980.0
2017-03-13,11150,11250,10900,11100,93031,101287.0,9124980.0
2017-03-14,11200,11200,10950,11150,40507,101744.0,9124980.0
2017-03-15,11050,11150,10650,10750,61036,98094.0,9124980.0
2017-03-16,10750,11000,10600,10700,45545,97637.0,9124980.0
2017-03-17,10700,10700,10100,10400,98700,94900.0,9124980.0
2017-03-20,10400,10550,10200,10400,45791,94900.0,9124980.0
2017-03-21,10400,10550,10100,10400,59346,94900.0,9124980.0
2017-03-22,10250,10400,9970,10150,109899,92619.0,9124980.0
2017-03-23,10150,10300,9950,9950,104366,90794.0,9124980.0
2017-03-24,9990,10250,9800,10250,50015,93531.0,9124980.0
2017-03-27,10250,10300,10050,10150,24169,92619.0,9124980.0
2017-03-28,10150,10300,10000,10250,22331,93531.0,9124980.0
2017-03-29,10200,10300,10000,10100,32932,92162.0,9124980.0
2017-03-30,10100,10200,9980,10000,48349,91250.0,9124980.0
2017-03-31,10000,10050,9900,9980,34968,91067.0,9124980.0
2017-04-03,9910,10150,9900,10000,42674,91250.0,9124980.0
2017-04-04,10000,10000,9770,9900,66883,90337.0,9124980.0
2017-04-05,9870,9980,9620,9980,55796,91067.0,9124980.0
2017-04-06,9980,9990,9890,9910,23409,90429.0,9124980.0
2017-04-07,9910,10450,9620,10350,142566,94444.0,9124980.0
2017-04-10,10250,10400,9920,10150,63165,92619.0,9124980.0
2017-04-11,10250,10250,9850,10200,51674,93075.0,9124980.0
2017-04-12,10200,10250,10000,10150,36792,92619.0,9124980.0
2017-04-13,10300,11000,10100,11000,333071,100375.0,9124980.0
2017-04-14,10800,11650,10800,11350,304154,103569.0,9124980.0
2017-04-17,11550,11850,11300,11650,188962,106306.0,9124980.0
2017-04-18,11800,11800,11350,11500,130974,104937.0,9124980.0
2017-04-19,11400,13800,11400,12400,1450549,113150.0,9124980.0
2017-04-20,12500,13000,12050,13000,366356,118625.0,9124980.0
2017-04-21,12900,13450,12700,12900,260738,117712.0,9124980.0
2017-04-24,12900,13150,12600,12800,116156,116800.0,9124980.0
2017-04-25,12800,13500,12550,13300,216456,121362.0,9124980.0
2017-04-26,13500,13500,13200,13200,83774,120450.0,9124980.0
2017-04-27,13300,13300,12700,12800,102460,116800.0,9124980.0
2017-04-28,12900,13200,12700,12750,77071,116343.0,9124980.0
2017-05-02,12950,13400,12850,13350,99894,121818.0,9124980.0
2017-05-04,13400,13450,13000,13100,70286,119537.0,9124980.0
2017-05-08,13200,13300,12800,13100,42492,119537.0,9124980.0
2017-05-10,13050,13350,12950,13000,64567,118625.0,9124980.0
2017-05-11,13050,14400,13050,14100,466602,128662.0,9124980.0
2017-05-12,14100,14250,13850,13900,93843,126837.0,9124980.0
2017-05-15,13900,14050,13750,13900,92178,126837.0,9124980.0
2017-05-16,13950,13950,13350,13800,93632,125925.0,9124980.0
2017-05-17,13800,13850,13350,13550,82872,123643.0,9124980.0
2017-05-18,13350,14100,13250,14050,146583,128206.0,9124980.0
2017-05-19,14150,14300,13550,13550,95597,123643.0,9124980.0
2017-05-22,13600,14750,13600,14650,278113,133681.0,9124980.0
2017-05-23,14800,14800,13700,13950,294237,127293.0,9124980.0
2017-05-24,14000,14350,13600,14350,204341,130943.0,9124980.0
2017-05-25,14450,14450,13800,14000,136334,127750.0,9124980.0
2017-05-26,14000,14400,13850,14050,98299,128206.0,9124980.0
2017-05-29,13900,14250,12950,13200,423276,120450.0,9124980.0
2017-05-30,13300,13700,13000,13450,91778,122731.0,9124980.0
2017-05-31,13400,13500,12850,13100,87144,119537.0,9124980.0
2017-06-01,13100,13350,13000,13100,52049,119537.0,9124980.0
2017-06-02,13150,14450,13100,14050,440522,128206.0,9124980.0
2017-06-05,14100,14200,13550,14000,126901,127750.0,9124980.0
2017-06-07,13850,14150,13650,14000,64000,127750.0,9124980.0
2017-06-08,14100,14350,13700,13700,96228,125012.0,9124980.0
2017-06-09,13650,14150,13650,13900,60253,126837.0,9124980.0
2017-06-12,13650,13850,13400,13700,63991,125012.0,9124980.0
2017-06-13,13700,13700,13300,13400,32272,122275.0,9124980.0
2017-06-14,13400,13600,12450,13350,302903,121818.0,9124980.0
2017-06-15,13450,13800,13100,13150,70540,119993.0,9124980.0
2017-06-16,13450,13650,13200,13450,85587,122731.0,9124980.0
2017-06-19,13400,13500,12750,12800,207268,116800.0,9124980.0
2017-06-20,12850,13200,12500,12650,189226,115431.0,9124980.0
2017-06-21,12500,13000,12400,12900,127600,117712.0,9124980.0
2017-06-22,12950,13450,12700,13000,140039,118625.0,9124980.0
2017-06-23,13150,13150,12700,12900,27301,117712.0,9124980.0
2017-06-26,13000,13400,12750,13000,85429,118625.0,9124980.0
2017-06-27,12900,13250,12650,12750,123754,116343.0,9124980.0
2017-06-28,12750,12850,12300,12650,58171,115431.0,9124980.0
2017-06-29,12650,12850,12550,12650,45208,115431.0,9124980.0
2017-06-30,12650,12650,12200,12300,74270,112237.0,9124980.0
2017-07-03,12300,12450,11800,11850,105781,108131.0,9124980.0
2017-07-04,11900,12400,11900,12050,78693,109956.0,9124980.0
2017-07-05,11950,12850,11950,12700,107235,115887.0,9124980.0
2017-07-06,12750,12900,12400,12700,64717,115887.0,9124980.0
2017-07-07,12600,12700,12300,12300,27261,112237.0,9124980.0
2017-07-10,12250,12550,11900,12000,57956,109500.0,9124980.0
2017-07-11,12050,12300,12050,12050,35518,109956.0,9124980.0
2017-07-12,12050,12200,11900,11950,40728,109044.0,9124980.0
2017-07-13,12050,12100,11450,11900,178464,108587.0,9124980.0
2017-07-14,12050,12350,11550,11700,57021,106762.0,9124980.0
2017-07-17,11650,12100,11600,12100,53746,110412.0,9124980.0
2017-07-18,11950,12800,11900,12450,191113,113606.0,9124980.0
2017-07-19,12600,12900,12450,12650,87900,115431.0,9124980.0
2017-07-20,12700,12750,12350,12600,81785,114975.0,9124980.0
2017-07-21,12550,12950,12400,12450,100086,113606.0,9124980.0
2017-07-24,12600,12700,12400,12400,37483,113150.0,9124980.0
2017-07-25,12400,12400,11900,12000,80404,109500.0,9124980.0
2017-07-26,12000,12150,11700,11750,61610,107219.0,9124980.0
2017-07-27,11750,11950,11650,11700,29898,106762.0,9124980.0
2017-07-28,11700,11850,11050,11100,99988,101287.0,9124980.0
2017-07-31,11200,11550,11150,11150,45015,101744.0,9124980.0
2017-08-01,11150,11650,11000,11500,26681,104937.0,9124980.0
2017-08-02,11650,12050,11500,11850,75813,108131.0,9124980.0
2017-08-03,11750,11900,11350,11650,52282,106306.0,9124980.0
2017-08-04,11700,11700,11100,11200,70862,102200.0,9124980.0
2017-08-07,11200,11350,11100,11150,25034,101744.0,9124980.0
2017-08-08,11250,11500,10750,11000,42278,100375.0,9124980.0
2017-08-09,11000,11150,10850,11100,55913,101287.0,9124980.0
2017-08-10,11100,11100,10500,10800,83511,98550.0,9124980.0
2017-08-11,10550,10750,10000,10300,181482,93987.0,9124980.0
2017-08-14,10350,10500,10150,10450,60786,95356.0,9124980.0
2017-08-16,10450,10900,10400,10400,48548,94900.0,9124980.0
2017-08-17,10450,10900,10450,10850,40719,99006.0,9124980.0
2017-08-18,10850,11250,10650,11100,46289,101287.0,9124980.0
2017-08-21,11100,11400,10850,11150,34346,101744.0,9124980.0
2017-08-22,11150,11250,10850,11050,34028,100831.0,9124980.0
2017-08-23,11100,11500,10850,10950,55802,99919.0,9124980.0
2017-08-24,10950,11000,10750,10900,31349,99462.0,9124980.0
2017-08-25,10900,10900,10500,10800,93520,98550.0,9124980.0
2017-08-28,10800,10900,10650,10800,31770,98550.0,9124980.0
2017-08-29,10650,10850,10550,10800,12364,98550.0,9124980.0
2017-08-30,10700,11000,10600,10650,25219,97181.0,9124980.0
2017-08-31,10750,10900,10600,10800,24445,98550.0,9124980.0
2017-09-01,10800,10900,10550,10550,19465,96269.0,9124980.0
2017-09-04,10300,10650,10300,10550,25077,96269.0,9124980.0
2017-09-05,10500,10550,10200,10350,42984,94444.0,9124980.0
2017-09-06,10300,10500,10050,10200,65230,93075.0,9124980.0
2017-09-07,10250,10450,10100,10150,34751,92619.0,9124980.0
2017-09-08,10150,10350,10050,10300,28596,93987.0,9124980.0
2017-09-11,10300,10600,10100,10350,60182,94444.0,9124980.0
2017-09-12,10350,11000,10150,10800,88197,98550.0,9124980.0
2017-09-13,11000,11100,10150,10400,125142,94900.0,9124980.0
2017-09-14,10400,10800,10250,10350,27262,94444.0,9124980.0
2017-09-15,10350,10600,10100,10600,29572,96725.0,9124980.0
2017-09-18,10550,10900,10500,10750,34748,98094.0,9124980.0
2017-09-19,10750,10750,10500,10700,18383,97637.0,9124980.0
2017-09-20,10850,10950,10450,10700,73527,97637.0,9124980.0
2017-09-21,10850,10850,10450,10550,40922,96269.0,9124980.0
2017-09-22,10550,10650,10100,10250,28491,93531.0,9124980.0
2017-09-25,10250,10400,9910,10000,78513,91250.0,9124980.0
2017-09-26,10000,10300,9820,10200,42743,93075.0,9124980.0
2017-09-27,10200,10350,9990,10100,22433,92162.0,9124980.0
2017-09-28,10100,10350,10000,10300,20373,93987.0,9124980.0
2017-09-29,10400,10400,9980,10100,19848,92162.0,9124980.0
2017-10-10,10200,10350,10050,10200,19968,93075.0,9124980.0
2017-10-11,10350,10500,10200,10450,20376,95356.0,9124980.0
2017-10-12,10450,10850,10300,10750,34673,98094.0,9124980.0
2017-10-13,10750,10850,10300,10600,45851,96725.0,9124980.0
2017-10-16,10600,10750,10250,10550,16034,96269.0,9124980.0
2017-10-17,10450,10650,10200,10250,33979,93531.0,9124980.0
2017-10-18,10250,10300,9890,9990,58787,91159.0,9124980.0
2017-10-19,10050,10250,9890,10100,48658,92162.0,9124980.0
2017-10-20,10250,10250,10000,10100,12194,92162.0,9124980.0
2017-10-23,10100,10200,9980,9980,20751,91067.0,9124980.0
2017-10-24,9980,10450,9980,10400,54335,94900.0,9124980.0
2017-10-25,10500,10500,10300,10400,14527,94900.0,9124980.0
2017-10-26,10400,10400,9950,9950,35724,90794.0,9124980.0
2017-10-27,9950,10050,9930,10050,12581,91706.0,9124980.0
2017-10-30,10100,10300,10000,10300,26741,93987.0,9124980.0
2017-10-31,10300,10350,10050,10350,19091,94444.0,9124980.0
2017-11-01,10300,10350,10050,10150,20968,92619.0,9124980.0
2017-11-02,10150,11200,10150,10800,221581,98550.0,9124980.0
2017-11-03,10900,11000,10650,10750,31024,98094.0,9124980.0
2017-11-06,10750,10850,10300,10600,33402,96725.0,9124980.0
2017-11-07,10600,10650,10250,10550,26210,96269.0,9124980.0
2017-11-08,10500,11250,10250,11050,63323,100831.0,9124980.0
2017-11-09,11050,11250,10800,11100,42601,101287.0,9124980.0
2017-11-10,11100,11300,10700,10900,104386,99462.0,9124980.0
2017-11-13,11000,11150,10450,10500,80093,95812.0,9124980.0
2017-11-14,10500,10650,10300,10650,67302,97181.0,9124980.0
2017-11-15,10750,10750,10300,10300,48702,93987.0,9124980.0
2017-11-16,10300,10500,10100,10200,44449,93075.0,9124980.0
2017-11-17,10300,10500,10150,10400,41472,94900.0,9124980.0
2017-11-20,10400,10550,10300,10300,34557,93987.0,9124980.0
2017-11-21,10300,10400,10200,10250,34400,93531.0,9124980.0
2017-11-22,10200,10900,10200,10500,94499,95812.0,9124980.0
2017-11-23,10550,10850,10500,10700,82395,97637.0,9124980.0
2017-11-24,10650,11800,10500,11450,333605,104481.0,9124980.0
2017-11-27,11600,11600,10950,10950,158283,99919.0,9124980.0
2017-11-28,10950,11200,10700,10800,83721,98550.0,9124980.0
2017-11-29,10800,11100,10450,10600,89566,96725.0,9124980.0
2017-11-30,10600,10600,10100,10200,103378,93075.0,9124980.0
2017-12-01,10300,10350,10150,10300,80713,93987.0,9124980.0
2017-12-04,10300,10400,10150,10400,36622,94900.0,9124980.0
2017-12-05,10400,10400,10100,10400,58781,94900.0,9124980.0
2017-12-06,10400,10400,10050,10050,86303,91706.0,9124980.0
2017-12-07,10100,10200,9970,10050,61513,91706.0,9124980.0
2017-12-08,10150,10200,9950,10050,21152,91706.0,9124980.0
2017-12-11,10000,10150,9950,10150,43175,92619.0,9124980.0
2017-12-12,10150,10150,10000,10000,24820,91250.0,9124980.0
2017-12-13,10000,10350,10000,10250,24933,93531.0,9124980.0
2017-12-14,10250,10450,10100,10300,35931,93987.0,9124980.0
2017-12-15,10200,10350,10050,10300,9981,93987.0,9124980.0
2017-12-18,10300,10400,10050,10300,24097,93987.0,9124980.0
2017-12-19,10200,10300,10000,10050,33658,91706.0,9124980.0
2017-12-20,10050,10100,9980,10000,14697,91250.0,9124980.0
2017-12-21,10150,10200,9540,9920,28797,90520.0,9124980.0
2017-12-22,9920,10150,9860,10050,12576,91706.0,9124980.0
2017-12-26,10050,10150,9940,10100,11279,92162.0,9124980.0
2017-12-27,10150,10150,9910,9970,10696,90976.0,9124980.0
2017-12-28,9950,10100,9930,10100,28027,92162.0,9124980.0
2018-01-02,10050,10250,9950,9970,25486,90976.0,9124980.0
2018-01-03,9970,10150,9910,10050,19858,91706.0,9124980.0
2018-01-04,10100,10500,10100,10350,101076,94444.0,9124980.0
2018-01-05,10450,11050,10400,10900,195612,99462.0,9124980.0
2018-01-08,10950,11200,10850,10950,104555,99919.0,9124980.0
2018-01-09,11000,11000,10550,10800,95776,98550.0,9124980.0
2018-01-10,10900,10900,10600,10850,78911,99006.0,9124980.0
2018-01-11,10800,11250,10800,11000,62741,100375.0,9124980.0
2018-01-12,11250,11600,10950,11400,173890,104025.0,9124980.0
2018-01-15,11550,11550,10750,10900,84464,99462.0,9124980.0
2018-01-16,11100,11500,10850,11400,65208,104025.0,9124980.0
2018-01-17,11450,11600,11200,11500,77319,104937.0,9124980.0
2018-01-18,11600,11800,11250,11350,164425,103569.0,9124980.0
2018-01-19,11550,11550,11050,11250,100492,102656.0,9124980.0
2018-01-22,11350,11350,10850,11050,58722,100831.0,9124980.0
2018-01-23,11050,11400,10900,11250,40578,102656.0,9124980.0
2018-01-24,11100,11400,11000,11300,80731,103112.0,9124980.0
2018-01-25,11300,11750,11250,11700,124959,106762.0,9124980.0
2018-01-26,11800,11900,11500,11650,85813,106306.0,9124980.0
2018-01-29,11700,11750,11400,11450,87645,104481.0,9124980.0
2018-01-30,11450,11500,11200,11250,59282,102656.0,9124980.0
2018-01-31,11250,11600,11250,11550,43015,105394.0,9124980.0
2018-02-01,11650,11900,11250,11850,91451,108131.0,9124980.0
2018-02-02,11750,11850,11450,11600,38374,105850.0,9124980.0
2018-02-05,11350,11600,11100,11400,96286,104025.0,9124980.0
2018-02-06,11050,11200,10600,10950,121238,99919.0,9124980.0
2018-02-07,11000,11200,10500,10850,73304,99006.0,9124980.0
2018-02-08,10850,11200,10650,11150,43200,101744.0,9124980.0
2018-02-09,11050,11100,10600,10850,39310,99006.0,9124980.0
2018-02-12,11000,11000,10650,10650,46130,97181.0,9124980.0
2018-02-13,10650,10800,10300,10550,39446,96269.0,9124980.0
2018-02-14,10550,10550,10300,10550,41154,96269.0,9124980.0
2018-02-19,10600,10700,10450,10550,26183,96269.0,9124980.0
2018-02-20,10700,11150,10550,10600,87334,96725.0,9124980.0
2018-02-21,10650,10950,10650,10900,24501,99462.0,9124980.0
2018-02-22,10850,10900,10550,10700,12072,97637.0,9124980.0
2018-02-23,10800,10800,10350,10550,32382,96269.0,9124980.0
2018-02-26,10550,10650,10300,10450,50765,95356.0,9124980.0
2018-02-27,10600,10600,10250,10350,34854,94444.0,9124980.0
2018-02-28,10250,10550,10200,10300,29973,93987.0,9124980.0
2018-03-02,10200,10300,9990,10250,33435,93531.0,9124980.0
2018-03-05,10250,10400,9950,10000,89931,91250.0,9124980.0
2018-03-06,10050,10250,9860,9980,64331,91067.0,9124980.0
2018-03-07,9990,10050,9850,9980,24282,91067.0,9124980.0
2018-03-08,9980,10200,9900,9900,9308,90337.0,9124980.0
2018-03-09,9820,10200,9820,10050,22017,91706.0,9124980.0
2018-03-12,10100,10450,10100,10300,37737,93987.0,9124980.0
2018-03-13,10450,10500,10300,10400,18843,94900.0,9124980.0
2018-03-14,10500,10500,10050,10100,41131,92162.0,9124980.0
2018-03-15,10050,10300,10050,10150,34176,92619.0,9124980.0
2018-03-16,10400,10400,10100,10350,26273,94444.0,9124980.0
2018-03-19,10400,10450,10100,10100,35142,92162.0,9124980.0
2018-03-20,10100,10450,10000,10250,79763,93531.0,9124980.0
2018-03-21,10250,10350,10050,10100,34149,92162.0,9124980.0
2018-03-22,10100,10200,9990,10100,68849,92162.0,9124980.0
2018-03-23,9930,10150,9900,9990,43390,91159.0,9124980.0
2018-03-26,9990,10200,9850,10000,33317,91250.0,9124980.0
2018-03-27,10000,10200,9980,10050,28003,91706.0,9124980.0
2018-03-28,10000,10000,9730,9990,45933,91159.0,9124980.0
2018-03-29,9990,10200,9880,9980,24690,91067.0,9124980.0
2018-03-30,9980,10200,9980,10100,26480,92162.0,9124980.0
2018-04-02,10200,10200,9950,9950,40118,90794.0,9124980.0
2018-04-03,9940,10050,9890,9990,24684,91159.0,9124980.0
2018-04-04,10050,10050,9740,9840,40408,89790.0,9124980.0
2018-04-05,9840,9980,9310,9500,78490,86687.0,9124980.0
2018-04-06,9500,9500,8970,9480,149617,86505.0,9124980.0
2018-04-09,9550,9550,9120,9270,27658,84589.0,9124980.0
2018-04-10,9180,9360,9020,9290,22988,84771.0,9124980.0
2018-04-11,9400,9520,9280,9370,45594,85501.0,9124980.0
2018-04-12,9370,9740,9320,9600,42355,87600.0,9124980.0
2018-04-13,9680,9740,9540,9660,20814,88147.0,9124980.0
2018-04-16,9710,9710,9450,9660,16200,88147.0,9124980.0
2018-04-17,9680,9680,9340,9670,17692,88239.0,9124980.0
2018-04-18,9780,10050,9650,10050,67012,91706.0,9124980.0
2018-04-19,10100,10100,9700,9950,58603,90794.0,9124980.0
2018-04-20,9750,10000,9730,10000,21420,91250.0,9124980.0
2018-04-23,9800,9980,9670,9940,30032,90702.0,9124980.0
2018-04-24,9940,9940,9620,9910,30674,90429.0,9124980.0
2018-04-25,9690,9890,9690,9850,10053,89881.0,9124980.0
2018-04-26,9710,9900,9710,9820,22456,89607.0,9124980.0
2018-04-27,9820,9970,9400,9930,53122,90611.0,9124980.0
2018-04-30,9960,9960,9710,9900,27859,90337.0,9124980.0
2018-05-02,9880,9880,9650,9840,27338,89790.0,9124980.0
2018-05-03,9840,9980,9510,9740,44175,88877.0,9124980.0
2018-05-04,9740,9770,9590,9730,23361,88786.0,9124980.0
2018-05-08,9730,10200,9300,10050,75071,91706.0,9124980.0
2018-05-09,10100,10450,9800,10250,59714,93531.0,9124980.0
2018-05-10,10250,10400,10100,10200,14534,93075.0,9124980.0
2018-05-11,10150,10400,10100,10300,24382,93987.0,9124980.0
2018-05-14,10450,10450,10100,10250,17000,93531.0,9124980.0
2018-05-15,10100,10350,9990,10200,15521,93075.0,9124980.0
2018-05-16,10050,10250,9900,10200,13600,93075.0,9124980.0
2018-05-17,10350,10350,10000,10000,17221,91250.0,9124980.0
2018-05-18,10000,10400,9980,10100,39032,92162.0,9124980.0
2018-05-21,10150,10200,9950,10150,19348,92619.0,9124980.0
2018-05-23,10300,10300,9820,10000,26766,91250.0,9124980.0
2018-05-24,10150,10250,9980,10000,16276,91250.0,9124980.0
2018-05-25,10000,10050,9800,10000,23585,91250.0,9124980.0
2018-05-28,10000,10000,9670,9820,37199,89607.0,9124980.0
2018-05-29,9820,9820,9550,9650,25402,88056.0,9124980.0
2018-05-30,9650,9700,9390,9690,26027,88421.0,9124980.0
2018-05-31,9690,9810,9500,9730,23772,88786.0,9124980.0
2018-06-01,9590,9950,9590,9950,20004,90794.0,9124980.0
2018-06-04,9950,10100,9810,10100,5839,92162.0,9124980.0
2018-06-05,10100,10150,9900,10050,19944,91706.0,9124980.0
2018-06-07,10200,10200,9880,10150,15868,92619.0,9124980.0
2018-06-08,10150,10150,9960,10100,8306,92162.0,9124980.0
2018-06-11,10100,10100,9890,10100,9380,92162.0,9124980.0
2018-06-12,10100,10150,9870,10050,9875,91706.0,9124980.0
2018-06-14,9900,10150,9750,10100,19044,92162.0,9124980.0
2018-06-15,9910,10050,9760,9760,18673,89060.0,9124980.0
2018-06-18,9760,9840,9490,9710,30277,88604.0,9124980.0
2018-06-19,9710,9850,9580,9810,19284,89516.0,9124980.0
2018-06-20,9850,9850,9580,9790,26544,89334.0,9124980.0
2018-06-21,9790,9870,9600,9600,28481,87600.0,9124980.0
2018-06-22,9590,9670,9430,9600,28023,87600.0,9124980.0
2018-06-25,9600,9830,9490,9800,10152,89425.0,9124980.0
2018-06-26,9790,9790,9500,9750,14449,88969.0,9124980.0
2018-06-27,9610,9740,9560,9640,4423,87965.0,9124980.0
2018-06-28,9600,9600,9400,9530,14147,86961.0,9124980.0
2018-06-29,9330,9640,9300,9640,22834,87965.0,9124980.0
2018-07-02,9640,9700,9350,9400,8896,85775.0,9124980.0
2018-07-03,9400,9830,9320,9350,198826,85319.0,9124980.0
2018-07-04,9350,9800,8980,9300,26622,84862.0,9124980.0
2018-07-05,9300,9480,9190,9340,3198,85227.0,9124980.0
2018-07-06,9120,9340,8900,8970,65664,81851.0,9124980.0
2018-07-09,8970,9060,8900,9010,21326,82216.0,9124980.0
2018-07-10,8900,9300,8900,8970,33945,81851.0,9124980.0
2018-07-11,9150,9150,8760,8930,11899,81486.0,9124980.0
2018-07-12,9000,9000,8690,8910,27813,81304.0,9124980.0
2018-07-13,9000,9010,8780,8900,17324,81212.0,9124980.0
2018-07-16,8900,8960,8820,8890,5253,81121.0,9124980.0
2018-07-17,8900,9000,8810,9000,8781,82125.0,9124980.0
2018-07-18,9000,9000,8810,8970,7659,81851.0,9124980.0
2018-07-19,9000,9000,8760,8900,17567,81212.0,9124980.0
2018-07-20,8900,8900,8600,8780,24175,80117.0,9124980.0
2018-07-23,8610,9000,8500,8700,14651,79387.0,9124980.0
2018-07-24,8700,8990,8440,8560,23916,78110.0,9124980.0
2018-07-25,8450,8610,8300,8400,14441,76650.0,9124980.0
2018-07-26,8400,8670,8000,8550,19476,78019.0,9124980.0
2018-07-27,8550,8990,8320,8840,31822,80665.0,9124980.0
2018-07-30,8930,8930,8700,8900,8255,81212.0,9124980.0
2018-07-31,8900,8900,8580,8840,11354,80665.0,9124980.0
2018-08-01,8810,8840,8610,8840,4908,80665.0,9124980.0
2018-08-02,8840,8930,8780,8900,4933,81212.0,9124980.0
2018-08-03,8950,8990,8800,8890,2344,81121.0,9124980.0
2018-08-06,8980,8980,8700,8820,4770,80482.0,9124980.0
2018-08-07,8820,8910,8600,8830,6662,80574.0,9124980.0
2018-08-08,8830,8850,8660,8770,3396,80026.0,9124980.0
2018-08-09,8760,8860,8600,8860,5902,80847.0,9124980.0
2018-08-10,8860,8860,8620,8740,4709,79752.0,9124980.0
2018-08-13,8620,8800,8400,8500,12764,77562.0,9124980.0
2018-08-14,8500,9000,8370,8430,5469,76924.0,9124980.0
2018-08-16,8250,8390,7750,8290,112801,75646.0,9124980.0
2018-08-17,8290,8360,7770,8050,28400,73456.0,9124980.0
2018-08-20,8050,8140,7900,8020,12265,73182.0,9124980.0
2018-08-21,8020,8350,8000,8210,19023,74916.0,9124980.0
