로지시스(067730),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-03-07,4210,4880,4210,4550,1293770,42501.0,9340922.0
2016-03-08,4570,4595,4375,4455,160991,41614.0,9340922.0
2016-03-09,4520,5550,4520,4765,3535107,44509.0,9340922.0
2016-03-10,4825,5410,4815,5070,1241676,47358.0,9340922.0
2016-03-11,5030,5180,4825,4825,330013,45070.0,9340922.0
2016-03-14,4900,4970,4650,4720,169138,44089.0,9340922.0
2016-03-15,4655,4785,4570,4570,181939,42688.0,9340922.0
2016-03-16,4620,4915,4515,4820,326779,45023.0,9340922.0
2016-03-17,4825,4870,4715,4850,233828,45303.0,9340922.0
2016-03-18,5330,6060,5200,5260,2746642,49133.0,9340922.0
2016-03-21,5270,5420,5050,5220,339759,48760.0,9340922.0
2016-03-22,5190,5420,5130,5160,324397,48199.0,9340922.0
2016-03-23,5090,5330,5080,5090,173268,47545.0,9340922.0
2016-03-24,5090,5170,4950,4970,174807,46424.0,9340922.0
2016-03-25,4980,5070,4835,4920,255772,45957.0,9340922.0
2016-03-28,5400,5890,5020,5020,1422674,46891.0,9340922.0
2016-03-29,4950,5090,4890,4965,188681,46378.0,9340922.0
2016-03-30,4995,5490,4920,5130,929760,47919.0,9340922.0
2016-03-31,5190,5270,5090,5200,241516,48573.0,9340922.0
2016-04-01,5240,5280,5080,5080,150856,47452.0,9340922.0
2016-04-04,5080,5150,5000,5030,87105,46985.0,9340922.0
2016-04-05,5100,5230,5020,5150,169646,48106.0,9340922.0
2016-04-06,5170,5250,5090,5190,130498,48479.0,9340922.0
2016-04-07,5140,5220,5040,5050,144009,47172.0,9340922.0
2016-04-08,5030,5050,4875,4880,177226,45584.0,9340922.0
2016-04-11,4880,4990,4850,4890,96444,45677.0,9340922.0
2016-04-12,4895,5020,4840,4960,98115,46331.0,9340922.0
2016-04-14,4975,5750,4975,5210,1993358,48666.0,9340922.0
2016-04-15,5160,5340,5070,5310,446186,49600.0,9340922.0
2016-04-18,5250,5420,5160,5160,203728,48199.0,9340922.0
2016-04-19,5120,5400,5120,5230,302067,48853.0,9340922.0
2016-04-20,5250,5530,5250,5400,359424,50441.0,9340922.0
2016-04-21,5450,5490,5150,5220,163524,48760.0,9340922.0
2016-04-22,5170,5370,5160,5320,137940,49694.0,9340922.0
2016-04-25,5330,5430,5250,5340,127294,49881.0,9340922.0
2016-04-26,5340,5970,5330,5380,1416344,50254.0,9340922.0
2016-04-27,5360,5570,5360,5370,209122,50161.0,9340922.0
2016-04-28,5430,5590,5370,5370,224272,50161.0,9340922.0
2016-04-29,5300,5380,5110,5200,213706,48573.0,9340922.0
2016-05-02,5200,5280,5100,5100,125900,47639.0,9340922.0
2016-05-03,5130,5220,5050,5210,88227,48666.0,9340922.0
2016-05-04,5150,5450,5150,5260,208405,49133.0,9340922.0
2016-05-09,5260,5260,5130,5180,79791,48386.0,9340922.0
2016-05-10,5130,5320,5130,5290,104173,49413.0,9340922.0
2016-05-11,5360,5510,5290,5400,168125,50441.0,9340922.0
2016-05-12,5400,5480,5300,5330,125573,49787.0,9340922.0
2016-05-13,5370,5390,5210,5280,102959,49320.0,9340922.0
2016-05-16,5280,5320,5150,5220,84673,48760.0,9340922.0
2016-05-17,5220,5280,5000,5070,184261,47358.0,9340922.0
2016-05-18,5050,5120,4850,4910,158643,45864.0,9340922.0
2016-05-19,4900,5010,4760,4875,61063,45537.0,9340922.0
2016-05-20,4820,4950,4820,4905,60470,45817.0,9340922.0
2016-05-23,4905,5010,4890,4920,49346,45957.0,9340922.0
2016-05-24,4965,4965,4700,4705,76975,43949.0,9340922.0
2016-05-25,4800,4845,4720,4735,72933,44229.0,9340922.0
2016-05-26,4790,4790,4570,4605,65056,43015.0,9340922.0
2016-05-27,4605,4695,4450,4615,66853,43108.0,9340922.0
2016-05-30,4625,4665,4565,4605,22548,43015.0,9340922.0
2016-05-31,4700,4700,4570,4620,31946,43155.0,9340922.0
2016-06-01,4620,4720,4590,4640,28516,43342.0,9340922.0
2016-06-02,4655,4790,4580,4680,88749,43716.0,9340922.0
2016-06-03,4675,4740,4635,4730,36028,44183.0,9340922.0
2016-06-07,4730,4830,4685,4720,29368,44089.0,9340922.0
2016-06-08,4705,4760,4650,4700,57542,43902.0,9340922.0
2016-06-09,4700,4750,4610,4610,33848,43062.0,9340922.0
2016-06-10,4590,4690,4540,4585,45599,42828.0,9340922.0
2016-06-13,4535,4605,4505,4525,53092,42268.0,9340922.0
2016-06-14,4465,4525,4400,4400,58861,41100.0,9340922.0
2016-06-15,4350,4490,4350,4460,32564,41661.0,9340922.0
2016-06-16,4400,4455,4200,4250,53330,39699.0,9340922.0
2016-06-17,4250,4295,4180,4260,27093,39792.0,9340922.0
2016-06-20,4400,4460,4320,4460,27166,41661.0,9340922.0
2016-06-21,4400,4470,4360,4410,12112,41193.0,9340922.0
2016-06-22,4410,4605,4400,4550,113780,42501.0,9340922.0
2016-06-23,4555,4600,4405,4435,42044,41427.0,9340922.0
2016-06-24,4480,4480,3895,4000,137634,37364.0,9340922.0
2016-06-27,3605,3970,3605,3865,88406,36103.0,9340922.0
2016-06-28,3810,3970,3810,3945,42315,36850.0,9340922.0
2016-06-29,3985,4180,3985,4120,37684,38485.0,9340922.0
2016-06-30,4120,4190,4105,4135,28973,38625.0,9340922.0
2016-07-01,4125,4235,4125,4205,35601,39279.0,9340922.0
2016-07-04,4170,4280,4170,4200,17268,39232.0,9340922.0
2016-07-05,4245,4265,4150,4255,26769,39746.0,9340922.0
2016-07-06,4205,4340,4150,4330,44928,40446.0,9340922.0
2016-07-07,4430,4445,4305,4380,28197,40913.0,9340922.0
2016-07-08,4420,4420,4200,4200,27767,39232.0,9340922.0
2016-07-11,4230,4325,4210,4280,26540,39979.0,9340922.0
2016-07-12,4255,4380,4255,4380,20354,40913.0,9340922.0
2016-07-13,4405,4405,4280,4360,69523,40726.0,9340922.0
2016-07-14,4290,4390,4270,4325,27110,40399.0,9340922.0
2016-07-15,4380,5110,4350,4615,1723863,43108.0,9340922.0
2016-07-18,4675,4920,4590,4830,360492,45117.0,9340922.0
2016-07-19,4870,4870,4605,4635,151219,43295.0,9340922.0
2016-07-20,4640,4695,4575,4610,68884,43062.0,9340922.0
2016-07-21,4610,4665,4530,4665,96407,43575.0,9340922.0
2016-07-22,4615,4825,4615,4675,109063,43669.0,9340922.0
2016-07-25,4675,4780,4655,4685,44614,43762.0,9340922.0
2016-07-26,4735,4735,4450,4510,93422,42128.0,9340922.0
2016-07-27,4490,4560,4345,4345,101932,40586.0,9340922.0
2016-07-28,4375,4520,4365,4425,50101,41334.0,9340922.0
2016-07-29,4425,4500,4390,4480,57138,41847.0,9340922.0
2016-08-01,4480,4510,4300,4510,86179,42128.0,9340922.0
2016-08-02,4445,4485,4355,4365,58858,40773.0,9340922.0
2016-08-03,4305,4355,4240,4250,39909,39699.0,9340922.0
2016-08-04,4260,4335,4260,4270,29062,39886.0,9340922.0
2016-08-05,4345,4370,4280,4300,20087,40166.0,9340922.0
2016-08-08,4385,4765,4380,4450,236310,41567.0,9340922.0
2016-08-09,4450,4490,4390,4400,40010,41100.0,9340922.0
2016-08-10,4450,4540,4405,4465,65464,41707.0,9340922.0
2016-08-11,4500,4665,4400,4665,63557,43575.0,9340922.0
2016-08-12,4610,4655,4510,4635,139398,43295.0,9340922.0
2016-08-16,4800,5020,4445,4475,783096,41801.0,9340922.0
2016-08-17,4465,4500,4320,4395,85849,41053.0,9340922.0
2016-08-18,4395,4470,4350,4350,49292,40633.0,9340922.0
2016-08-19,4360,4425,4335,4390,22287,41007.0,9340922.0
2016-08-22,4350,4460,4280,4315,30190,40306.0,9340922.0
2016-08-23,4340,4375,4300,4310,24403,40259.0,9340922.0
2016-08-24,4300,4340,4230,4235,39219,39559.0,9340922.0
2016-08-25,4230,4310,4230,4275,21498,39932.0,9340922.0
2016-08-26,4285,4325,4240,4300,22283,40166.0,9340922.0
2016-08-29,4215,4345,4195,4205,50033,39279.0,9340922.0
2016-08-30,4205,4295,4205,4235,11489,39559.0,9340922.0
2016-08-31,4250,4315,4210,4240,36656,39606.0,9340922.0
2016-09-01,4200,4395,4190,4310,26391,40259.0,9340922.0
2016-09-02,4370,4370,4270,4335,26445,40493.0,9340922.0
2016-09-05,4750,5220,4445,4470,987435,41754.0,9340922.0
2016-09-06,4415,4485,4405,4460,114415,41661.0,9340922.0
2016-09-07,4465,4465,4295,4310,139163,40259.0,9340922.0
2016-09-08,4300,4335,4190,4190,102254,39138.0,9340922.0
2016-09-09,4175,4215,4160,4180,39865,39045.0,9340922.0
2016-09-12,4040,4150,4025,4060,44038,37924.0,9340922.0
2016-09-13,4095,4190,4050,4165,33333,38905.0,9340922.0
2016-09-19,4195,4225,4160,4220,27374,39419.0,9340922.0
2016-09-20,4220,4240,4160,4220,35576,39419.0,9340922.0
2016-09-21,4275,4305,4200,4270,53264,39886.0,9340922.0
2016-09-22,4325,4365,4280,4305,37036,40213.0,9340922.0
2016-09-23,4375,4730,4320,4325,458536,40399.0,9340922.0
2016-09-26,4330,4330,4230,4260,69821,39792.0,9340922.0
2016-09-27,4260,4275,4200,4240,35360,39606.0,9340922.0
2016-09-28,4275,4400,4240,4300,62071,40166.0,9340922.0
2016-09-29,4350,4400,4315,4385,43358,40960.0,9340922.0
2016-09-30,4410,4410,4255,4335,41260,40493.0,9340922.0
2016-10-04,4355,4460,4350,4415,72022,41240.0,9340922.0
2016-10-05,4370,4470,4370,4460,44988,41661.0,9340922.0
2016-10-06,4460,4515,4435,4495,50377,41987.0,9340922.0
2016-10-07,4480,4740,4465,4610,253618,43062.0,9340922.0
2016-10-10,4650,5170,4530,4540,1543785,42408.0,9340922.0
2016-10-11,4880,5900,4870,5900,4815384,55111.0,9340922.0
2016-10-12,6380,6780,5850,6070,6524702,56699.0,9340922.0
2016-10-13,6040,6160,5810,6070,2336651,56699.0,9340922.0
2016-10-14,6490,6580,5310,5310,2845660,49600.0,9340922.0
2016-10-17,5300,5600,5230,5260,898373,49133.0,9340922.0
2016-10-18,5170,5370,5170,5270,457365,49227.0,9340922.0
2016-10-19,5300,5870,5260,5650,1690261,52776.0,9340922.0
2016-10-20,5510,5570,5170,5210,674514,48666.0,9340922.0
2016-10-21,5220,5610,5150,5490,659450,51282.0,9340922.0
2016-10-24,5420,5640,5270,5640,635079,52683.0,9340922.0
2016-10-25,5880,5950,5430,5530,1064702,51655.0,9340922.0
2016-10-26,5400,5450,5120,5150,364546,48106.0,9340922.0
2016-10-27,5240,5640,5190,5560,705934,51936.0,9340922.0
2016-10-28,5560,5560,5230,5330,325717,49787.0,9340922.0
2016-10-31,5330,5900,5300,5780,1561979,53991.0,9340922.0
2016-11-01,5670,5730,5490,5730,829591,53523.0,9340922.0
2016-11-02,5760,6330,4870,4985,4207690,46564.0,9340922.0
2016-11-03,4940,5190,4700,4845,538518,45257.0,9340922.0
2016-11-04,4920,4920,4625,4625,391867,43202.0,9340922.0
2016-11-07,4690,4790,4635,4790,151535,44743.0,9340922.0
2016-11-08,4780,4830,4630,4660,158066,43529.0,9340922.0
2016-11-09,4705,4750,3965,4190,513648,39138.0,9340922.0
2016-11-10,4350,4380,4230,4290,227689,40073.0,9340922.0
2016-11-11,4350,4435,4255,4405,131991,41147.0,9340922.0
2016-11-14,4380,4600,4330,4560,221630,42595.0,9340922.0
2016-11-15,4610,4640,4445,4455,117075,41614.0,9340922.0
2016-11-16,4430,4600,4425,4555,98928,42548.0,9340922.0
2016-11-17,4575,4900,4550,4710,392185,43996.0,9340922.0
2016-11-18,4710,4840,4670,4710,131063,43996.0,9340922.0
2016-11-21,4730,4745,4430,4520,119027,42221.0,9340922.0
2016-11-22,4475,4550,4335,4370,130564,40820.0,9340922.0
2016-11-23,4365,4370,4165,4295,148590,40119.0,9340922.0
2016-11-24,4260,4350,4100,4100,134257,38298.0,9340922.0
2016-11-25,4085,4210,4085,4140,50273,38671.0,9340922.0
2016-11-28,4140,4305,4140,4195,100116,39185.0,9340922.0
2016-11-29,4195,4265,4115,4260,80853,39792.0,9340922.0
2016-11-30,4335,4410,4270,4275,69726,39932.0,9340922.0
2016-12-01,4300,4800,4210,4510,1073772,42128.0,9340922.0
2016-12-02,4510,5860,4435,5860,5734424,54738.0,9340922.0
2016-12-05,5800,6280,5670,5980,4832503,55859.0,9340922.0
2016-12-06,5970,6130,5800,6030,1420401,56326.0,9340922.0
2016-12-07,6030,6110,5700,5910,1116126,55205.0,9340922.0
2016-12-08,5910,5970,5500,5540,868900,51749.0,9340922.0
2016-12-09,5570,5760,5360,5450,839643,50908.0,9340922.0
2016-12-12,5440,5700,5380,5670,686547,52963.0,9340922.0
2016-12-13,5670,5850,5460,5850,771657,54644.0,9340922.0
2016-12-14,5860,5880,5350,5370,788521,50161.0,9340922.0
2016-12-15,5370,5550,5230,5430,334928,50721.0,9340922.0
2016-12-16,5390,5560,5350,5560,212943,51936.0,9340922.0
2016-12-19,5590,5590,5270,5270,242299,49227.0,9340922.0
2016-12-20,5300,5560,5300,5330,279461,49787.0,9340922.0
2016-12-21,5300,5560,5260,5450,268903,50908.0,9340922.0
2016-12-22,5410,5670,5370,5460,518704,51001.0,9340922.0
2016-12-23,5440,5650,5390,5600,299504,52309.0,9340922.0
2016-12-26,5560,5630,5130,5130,296854,47919.0,9340922.0
2016-12-27,5180,5360,5130,5190,142492,48479.0,9340922.0
2016-12-28,5210,5380,5160,5330,139831,49787.0,9340922.0
2016-12-29,5230,5490,5230,5490,129334,51282.0,9340922.0
2017-01-02,5490,5520,5290,5340,116707,49881.0,9340922.0
2017-01-03,5390,6080,5390,5890,2264707,55018.0,9340922.0
2017-01-04,5870,5950,5720,5950,812415,55578.0,9340922.0
2017-01-05,5950,6020,5830,5940,430864,55485.0,9340922.0
2017-01-06,5980,6030,5650,5660,549988,52870.0,9340922.0
2017-01-09,5690,6640,5660,6550,3683843,61183.0,9340922.0
2017-01-10,6460,6640,6320,6640,1352386,62024.0,9340922.0
2017-01-11,6580,6750,6450,6530,871778,60996.0,9340922.0
2017-01-12,6600,7100,6100,6160,2571864,57540.0,9340922.0
2017-01-13,6160,6260,6000,6080,497386,56793.0,9340922.0
2017-01-16,6120,6410,6080,6100,678142,56980.0,9340922.0
2017-01-17,6100,6300,6080,6220,201354,58101.0,9340922.0
2017-01-18,6230,6340,5910,6100,252454,56980.0,9340922.0
2017-01-19,6100,6570,6030,6320,790844,59035.0,9340922.0
2017-01-20,6310,6500,6200,6410,450731,59875.0,9340922.0
2017-01-23,6400,6590,6130,6290,408776,58754.0,9340922.0
2017-01-24,6200,6320,6080,6080,200526,56793.0,9340922.0
2017-01-25,6200,6930,6000,6080,4120036,56793.0,9340922.0
2017-01-26,6260,6780,6140,6290,1397106,58754.0,9340922.0
2017-01-31,6290,6570,6200,6490,617303,60623.0,9340922.0
2017-02-01,6450,6630,6350,6630,375465,61930.0,9340922.0
2017-02-02,6340,6340,5800,5930,535990,55392.0,9340922.0
2017-02-03,5800,6060,5610,5830,223048,54458.0,9340922.0
2017-02-06,5830,5930,5660,5800,119423,54177.0,9340922.0
2017-02-07,5800,5860,5300,5520,188281,51562.0,9340922.0
2017-02-08,5540,5660,5360,5410,117437,50534.0,9340922.0
2017-02-09,5390,5490,5380,5430,75278,50721.0,9340922.0
2017-02-10,5460,5520,5240,5390,117520,50348.0,9340922.0
2017-02-13,5310,5370,5100,5300,81295,49507.0,9340922.0
2017-02-14,5270,5370,5110,5180,90399,48386.0,9340922.0
2017-02-15,5180,5280,5080,5080,90609,47452.0,9340922.0
2017-02-16,5080,5240,5040,5240,71568,48946.0,9340922.0
2017-02-17,5280,6010,5210,5530,1172708,51655.0,9340922.0
2017-02-20,5540,5590,5380,5450,113225,50908.0,9340922.0
2017-02-21,5390,5470,5340,5360,90513,50067.0,9340922.0
2017-02-22,5360,5460,5260,5410,89057,50534.0,9340922.0
2017-02-23,5420,5470,5240,5260,84225,49133.0,9340922.0
2017-02-24,5260,5310,5080,5080,88162,47452.0,9340922.0
2017-02-27,5080,5140,4850,4915,116489,45911.0,9340922.0
2017-02-28,4900,4955,4760,4790,102122,44743.0,9340922.0
2017-03-02,4820,4935,4785,4785,59480,44696.0,9340922.0
2017-03-03,4730,4935,4600,4600,137408,42968.0,9340922.0
2017-03-06,4590,4830,4560,4765,68961,44509.0,9340922.0
2017-03-07,4815,4985,4815,4860,63904,45397.0,9340922.0
2017-03-08,4810,4970,4810,4850,54119,45303.0,9340922.0
2017-03-09,4955,4955,4805,4815,49437,44977.0,9340922.0
2017-03-10,4785,5410,4405,5170,806149,48293.0,9340922.0
2017-03-13,5360,5890,5240,5440,963212,50815.0,9340922.0
2017-03-14,5440,5530,5370,5490,205200,51282.0,9340922.0
2017-03-15,5560,6110,5460,5520,1109174,51562.0,9340922.0
2017-03-16,5470,5750,5470,5680,150558,53056.0,9340922.0
2017-03-17,5700,5770,5480,5500,114294,51375.0,9340922.0
2017-03-20,5530,5590,5310,5330,82902,49787.0,9340922.0
2017-03-21,5320,5530,5320,5380,48322,50254.0,9340922.0
2017-03-22,5320,5560,5320,5540,90115,51749.0,9340922.0
2017-03-23,5620,5620,5320,5380,76040,50254.0,9340922.0
2017-03-24,5400,5530,5380,5480,41008,51188.0,9340922.0
2017-03-27,5590,5750,5460,5500,203688,51375.0,9340922.0
2017-03-28,5680,5800,5570,5720,199517,53430.0,9340922.0
2017-03-29,5800,5900,5680,5680,254815,53056.0,9340922.0
2017-03-30,5680,5790,5650,5780,112153,53991.0,9340922.0
2017-03-31,5780,5830,5700,5740,82079,53617.0,9340922.0
2017-04-03,5710,5800,5670,5750,62872,53710.0,9340922.0
2017-04-04,5680,5810,5550,5580,104241,52122.0,9340922.0
2017-04-05,5580,5730,5530,5570,85129,52029.0,9340922.0
2017-04-06,5630,5720,5560,5640,82307,52683.0,9340922.0
2017-04-07,5640,5760,5480,5550,102450,51842.0,9340922.0
