제이브이엠(054950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-10-21,31850,32200,30500,31100,32951,196891.0,6330908.0
2009-10-22,30000,31300,30000,31000,15856,196258.0,6330908.0
2009-10-23,31500,31650,30500,31000,10472,196258.0,6330908.0
2009-10-26,30900,30900,30450,30700,10097,194359.0,6330908.0
2009-10-27,30500,30850,29650,29900,25592,189294.0,6330908.0
2009-10-28,30800,30800,28650,29000,26474,183596.0,6330908.0
2009-10-29,28000,28800,27300,27650,30847,175050.0,6330908.0
2009-10-30,29100,29750,28050,29450,14757,186445.0,6330908.0
2009-11-02,28850,28900,27850,28300,21313,179165.0,6330908.0
2009-11-03,28500,28850,28300,28500,6511,180431.0,6330908.0
2009-11-04,28300,29800,28300,29400,10761,186129.0,6330908.0
2009-11-05,29900,29900,28750,28750,9119,182014.0,6330908.0
2009-11-06,29200,29650,28600,29000,8689,183596.0,6330908.0
2009-11-09,28500,29700,28500,29250,7650,185179.0,6330908.0
2009-11-10,29500,29600,28800,29300,11697,185496.0,6330908.0
2009-11-11,30400,31800,30400,31450,63250,199107.0,6330908.0
2009-11-12,31800,32300,31000,31050,30092,196575.0,6330908.0
2009-11-13,30700,31400,30150,30800,11040,194992.0,6330908.0
2009-11-16,30250,31000,30000,30800,15019,194992.0,6330908.0
2009-11-17,30850,31000,30450,30900,10889,195625.0,6330908.0
2009-11-18,30600,30950,30100,30900,9257,195625.0,6330908.0
2009-11-19,30300,31400,30300,31300,17426,198157.0,6330908.0
2009-11-20,31250,31250,30400,31000,14297,196258.0,6330908.0
2009-11-23,30400,30550,30050,30200,12538,191193.0,6330908.0
2009-11-24,30900,30900,29800,30000,16115,189927.0,6330908.0
2009-11-25,30000,30700,29300,29600,13519,187395.0,6330908.0
2009-11-26,30000,30200,29400,30100,6712,190560.0,6330908.0
2009-11-27,30400,30400,28300,29250,14876,185179.0,6330908.0
2009-11-30,29900,30050,28800,29900,15262,189294.0,6330908.0
2009-12-01,30350,30350,29300,29700,37424,188028.0,6330908.0
2009-12-02,30550,31200,29750,31200,28139,197524.0,6330908.0
2009-12-03,31200,31900,30750,31500,21279,199424.0,6330908.0
2009-12-04,31800,31800,30750,31200,10831,197524.0,6330908.0
2009-12-07,31200,31800,31200,31650,12319,200373.0,6330908.0
2009-12-08,31550,31900,31000,31800,12695,201323.0,6330908.0
2009-12-09,31700,31700,30600,30950,13313,195942.0,6330908.0
2009-12-10,30300,31450,30300,30500,7850,193093.0,6330908.0
2009-12-11,30800,31000,30300,30550,11484,193409.0,6330908.0
2009-12-14,30500,31650,30500,31600,10560,200057.0,6330908.0
2009-12-15,32000,32200,31400,32000,16659,202589.0,6330908.0
2009-12-16,32450,33450,32450,33000,27376,208920.0,6330908.0
2009-12-17,33600,33600,32500,33300,15103,210819.0,6330908.0
2009-12-18,32700,32950,32050,32800,11853,207654.0,6330908.0
2009-12-21,33000,33000,32550,32900,16349,208287.0,6330908.0
2009-12-22,33000,33300,32150,32500,11010,205755.0,6330908.0
2009-12-23,32500,32500,32000,32050,8201,202906.0,6330908.0
2009-12-24,31950,33000,31600,33000,17937,208920.0,6330908.0
2009-12-28,33300,34900,32700,34900,41437,220949.0,6330908.0
2009-12-29,35000,35000,34300,34900,25501,220949.0,6330908.0
2009-12-30,35200,37500,34750,37000,37649,234244.0,6330908.0
2010-01-04,36450,38500,36450,37700,26091,238675.0,6330908.0
2010-01-05,37850,38900,37700,37900,20101,239941.0,6330908.0
2010-01-06,37900,38600,37500,38500,15667,243740.0,6330908.0
2010-01-07,39000,39000,36400,36600,23339,231711.0,6330908.0
2010-01-08,36200,39400,36200,38000,11713,240575.0,6330908.0
2010-01-11,38500,38500,37100,37900,7286,239941.0,6330908.0
2010-01-12,37500,37950,36500,37600,20189,238042.0,6330908.0
2010-01-13,37600,38950,37300,37400,28287,236776.0,6330908.0
2010-01-14,37300,38450,37200,38400,16686,243107.0,6330908.0
2010-01-15,38700,38900,37800,37800,7066,239308.0,6330908.0
2010-01-18,37800,38450,37100,38400,14150,243107.0,6330908.0
2010-01-19,38850,38850,37800,38000,6107,240575.0,6330908.0
2010-01-20,38300,38300,36800,37000,16515,234244.0,6330908.0
2010-01-21,37000,37000,36000,36850,10585,233294.0,6330908.0
2010-01-22,35400,36900,35400,36450,14451,230762.0,6330908.0
2010-01-25,36450,36900,33600,36100,26268,228546.0,6330908.0
2010-01-26,35800,36500,34000,35000,24180,221582.0,6330908.0
2010-01-27,33950,34900,33000,33050,22267,209237.0,6330908.0
2010-01-28,33850,33950,32650,33950,9550,214934.0,6330908.0
2010-01-29,33550,33550,31300,33500,41904,212085.0,6330908.0
2010-02-01,32100,33450,31800,32000,12477,202589.0,6330908.0
2010-02-02,32500,32900,32050,32100,8576,203222.0,6330908.0
2010-02-03,32500,33000,32150,33000,6544,208920.0,6330908.0
2010-02-04,33000,33000,32100,32550,6206,206071.0,6330908.0
2010-02-05,30550,31000,27700,30500,56488,193093.0,6330908.0
2010-02-08,30500,31350,28100,29000,36157,183596.0,6330908.0
2010-02-09,28950,28950,27500,28900,30821,182963.0,6330908.0
2010-02-10,29900,29900,29000,29750,11494,188345.0,6330908.0
2010-02-11,30250,32500,30100,32000,11541,202589.0,6330908.0
2010-02-12,32050,32500,31150,32000,5957,202589.0,6330908.0
2010-02-16,32300,32650,31500,31600,4636,200057.0,6330908.0
2010-02-17,31950,32200,31650,31900,7309,201956.0,6330908.0
2010-02-18,32550,32550,30850,30900,6126,195625.0,6330908.0
2010-02-19,30950,30950,29500,29500,15092,186762.0,6330908.0
2010-02-22,29900,30500,29800,30250,8211,191510.0,6330908.0
2010-02-23,30500,30500,29900,30000,4954,189927.0,6330908.0
2010-02-24,30000,30500,29500,30200,9834,191193.0,6330908.0
2010-02-25,30600,30600,30100,30100,7866,190560.0,6330908.0
2010-02-26,30500,30500,30000,30500,2810,193093.0,6330908.0
2010-03-02,30650,31400,30500,30900,15956,195625.0,6330908.0
2010-03-03,31700,32250,31200,31950,17129,202273.0,6330908.0
2010-03-04,32300,32300,31400,31400,6054,198791.0,6330908.0
2010-03-05,31400,32300,31000,32250,9723,204172.0,6330908.0
2010-03-08,32300,32850,31950,32800,7147,207654.0,6330908.0
2010-03-09,33000,33300,32250,32250,12324,204172.0,6330908.0
2010-03-10,32700,32700,32050,32050,4061,202906.0,6330908.0
2010-03-11,32050,32550,31600,32500,7218,205755.0,6330908.0
2010-03-12,31800,32550,31800,32300,5021,204488.0,6330908.0
2010-03-15,32300,32500,31600,31600,2792,200057.0,6330908.0
2010-03-16,31950,31950,31000,31600,7207,200057.0,6330908.0
2010-03-17,31600,32200,30700,31000,14796,196258.0,6330908.0
2010-03-18,31000,31400,30450,30700,7756,194359.0,6330908.0
2010-03-19,30950,31500,30250,31000,7232,196258.0,6330908.0
2010-03-22,30000,30950,29900,30300,11042,191827.0,6330908.0
2010-03-23,30400,30950,30200,30350,6533,192143.0,6330908.0
2010-03-24,30400,30850,30200,30350,9350,192143.0,6330908.0
2010-03-25,31000,31200,30800,31100,10837,196891.0,6330908.0
2010-03-26,31200,31500,31150,31400,5274,198791.0,6330908.0
2010-03-29,31500,31500,30400,31100,6053,196891.0,6330908.0
2010-03-30,31700,31700,30300,30700,6452,194359.0,6330908.0
2010-03-31,30700,30900,30300,30600,6004,193726.0,6330908.0
2010-04-01,30600,30900,30450,30550,8454,193409.0,6330908.0
2010-04-02,30900,31400,30550,31400,13021,198791.0,6330908.0
2010-04-05,31900,31900,30400,30750,6627,194675.0,6330908.0
2010-04-06,30750,30850,30300,30450,7462,192776.0,6330908.0
2010-04-07,30900,30900,30150,30600,4342,193726.0,6330908.0
2010-04-08,30300,30800,30300,30550,5633,193409.0,6330908.0
2010-04-09,30500,30900,30500,30500,10180,193093.0,6330908.0
2010-04-12,31200,31800,30750,31500,13423,199424.0,6330908.0
2010-04-13,31800,31900,31000,31450,9321,199107.0,6330908.0
2010-04-14,31700,31900,31450,31850,7738,201639.0,6330908.0
2010-04-15,32200,33450,31850,33050,18387,209237.0,6330908.0
2010-04-16,33500,34250,32450,32900,18357,208287.0,6330908.0
2010-04-19,32000,32300,31650,31950,12146,202273.0,6330908.0
2010-04-20,32000,35000,31850,32750,18092,207337.0,6330908.0
2010-04-21,33000,33050,32300,32500,13281,205755.0,6330908.0
2010-04-22,33450,33450,32200,32350,8923,204805.0,6330908.0
2010-04-23,32200,32800,32150,32450,6131,205438.0,6330908.0
2010-04-26,32500,32700,31300,31700,12228,200690.0,6330908.0
2010-04-27,31600,31850,31350,31600,7489,200057.0,6330908.0
2010-04-28,30900,31550,30650,30900,11766,195625.0,6330908.0
2010-04-29,31300,31300,30500,30950,10146,195942.0,6330908.0
2010-04-30,30950,31600,30300,30750,14563,194675.0,6330908.0
2010-05-03,30200,30750,30150,30350,12307,192143.0,6330908.0
2010-05-04,30150,30800,29500,30000,14361,189927.0,6330908.0
2010-05-06,29000,29750,28700,28700,21742,181697.0,6330908.0
2010-05-07,27200,29700,27200,29550,28007,187078.0,6330908.0
2010-05-10,29050,29800,28950,29600,9656,187395.0,6330908.0
2010-05-11,30900,30900,29600,30000,4149,189927.0,6330908.0
2010-05-12,29600,30500,28700,28700,7465,181697.0,6330908.0
2010-05-13,29100,30300,28600,28850,12420,182647.0,6330908.0
2010-05-14,28850,29000,28200,29000,21048,183596.0,6330908.0
2010-05-17,31000,31850,30500,31500,870419,199424.0,6330908.0
2010-05-18,31700,32150,31000,32000,27343,202589.0,6330908.0
2010-05-19,31950,31950,30300,31800,15854,201323.0,6330908.0
2010-05-20,31850,31850,30300,30300,5598,191827.0,6330908.0
2010-05-24,30200,30200,28500,29300,6792,185496.0,6330908.0
2010-05-25,28500,29250,26900,28000,34561,177265.0,6330908.0
2010-05-26,28000,29500,27300,28100,16545,177899.0,6330908.0
2010-05-27,29000,29000,28100,28950,8141,183280.0,6330908.0
2010-05-28,29700,30000,29100,29850,10856,188978.0,6330908.0
2010-05-31,29100,30100,29100,30000,6041,189927.0,6330908.0
2010-06-01,29300,30500,29300,29750,8907,188345.0,6330908.0
2010-06-03,30350,30350,29600,29900,4461,189294.0,6330908.0
2010-06-04,30300,30300,29450,29700,827,188028.0,6330908.0
2010-06-07,29000,29400,28250,29000,9600,183596.0,6330908.0
2010-06-08,28950,29700,28500,29500,6006,186762.0,6330908.0
2010-06-09,29800,29800,28700,29350,5776,185812.0,6330908.0
2010-06-10,29500,29500,28000,28250,19151,178848.0,6330908.0
2010-06-11,28550,28650,28050,28250,7954,178848.0,6330908.0
2010-06-14,28900,28900,28200,28450,15282,180114.0,6330908.0
2010-06-15,28450,28600,28050,28350,11119,179481.0,6330908.0
2010-06-16,29000,29000,28050,28050,10620,177582.0,6330908.0
2010-06-17,28400,28500,27750,28350,6193,179481.0,6330908.0
2010-06-18,28350,28350,27950,28200,6157,178532.0,6330908.0
2010-06-21,28000,28200,27600,28000,11506,177265.0,6330908.0
2010-06-22,28300,28300,27000,27300,16188,172834.0,6330908.0
2010-06-23,27000,27500,26100,26100,22050,165237.0,6330908.0
2010-06-24,25800,26350,25000,25550,35082,161755.0,6330908.0
2010-06-25,25500,26250,24600,25100,20954,158906.0,6330908.0
2010-06-28,25100,25650,23500,24200,36548,153208.0,6330908.0
2010-06-29,24200,24200,23100,23650,19633,149726.0,6330908.0
2010-06-30,23350,23400,22700,23000,25274,145611.0,6330908.0
2010-07-01,23000,24200,22900,24150,30424,152891.0,6330908.0
2010-07-02,24850,24850,23900,24550,11839,155424.0,6330908.0
2010-07-05,25200,25200,24250,24700,5477,156373.0,6330908.0
2010-07-06,24700,24700,23600,24300,4913,153841.0,6330908.0
2010-07-07,24300,24950,23450,23950,14462,151625.0,6330908.0
2010-07-08,23950,23950,23000,23300,14728,147510.0,6330908.0
2010-07-09,23050,24500,22900,24150,22773,152891.0,6330908.0
2010-07-12,24450,24450,23850,24150,18912,152891.0,6330908.0
2010-07-13,24150,24400,23950,24300,10336,153841.0,6330908.0
2010-07-14,24100,24600,23950,24350,11834,154158.0,6330908.0
2010-07-15,24950,24950,24150,24450,5575,154791.0,6330908.0
2010-07-16,24650,24650,24000,24400,7100,154474.0,6330908.0
2010-07-19,23900,24300,23900,24000,9770,151942.0,6330908.0
2010-07-20,24350,24950,24000,24850,9603,157323.0,6330908.0
2010-07-21,25200,25550,24700,25500,9666,161438.0,6330908.0
2010-07-22,25600,25600,24100,24700,9994,156373.0,6330908.0
2010-07-23,24500,24900,24250,24600,5870,155740.0,6330908.0
2010-07-26,25000,25000,24100,24300,3148,153841.0,6330908.0
2010-07-27,24100,24550,23850,24050,16071,152258.0,6330908.0
2010-07-28,23900,24100,23500,23800,10118,150676.0,6330908.0
2010-07-29,23800,23800,22650,22800,29853,144345.0,6330908.0
2010-07-30,22800,23300,21650,22050,16168,139597.0,6330908.0
2010-08-02,22450,22650,20350,20700,43235,131050.0,6330908.0
2010-08-03,20800,21000,19950,20700,19242,131050.0,6330908.0
2010-08-04,20600,21250,20600,20700,15690,131050.0,6330908.0
2010-08-05,20800,21000,20300,20500,11955,129784.0,6330908.0
2010-08-06,20550,20700,20200,20250,8620,128201.0,6330908.0
2010-08-09,20350,20350,19800,19900,27056,125985.0,6330908.0
2010-08-10,20000,22300,20000,21500,36753,136115.0,6330908.0
2010-08-11,22100,22250,21000,21600,19603,136748.0,6330908.0
2010-08-12,21450,22000,21050,21500,8340,136115.0,6330908.0
2010-08-13,21500,23500,21450,23250,31878,147194.0,6330908.0
2010-08-16,23700,23700,22400,23450,15511,148460.0,6330908.0
2010-08-17,23450,24050,23250,23450,20330,148460.0,6330908.0
2010-08-18,24000,24000,22750,22800,16114,144345.0,6330908.0
2010-08-19,22800,23450,22650,23050,7835,145927.0,6330908.0
2010-08-20,23200,23400,22650,23300,9130,147510.0,6330908.0
2010-08-23,23000,23750,22850,23000,11741,145611.0,6330908.0
2010-08-24,23000,23000,22400,22900,12425,144978.0,6330908.0
2010-08-25,22900,23300,22800,22950,12834,145294.0,6330908.0
2010-08-26,23350,23350,22400,22750,3246,144028.0,6330908.0
2010-08-27,22950,23000,22400,23000,5332,145611.0,6330908.0
2010-08-30,22800,22950,22350,22450,13768,142129.0,6330908.0
2010-08-31,22200,22850,22200,22850,7052,144661.0,6330908.0
2010-09-01,22850,23600,22850,23200,21714,146877.0,6330908.0
2010-09-02,23500,23600,22550,22600,17723,143079.0,6330908.0
2010-09-03,23150,23150,22350,23000,11753,145611.0,6330908.0
2010-09-06,23300,23300,22650,22800,4610,144345.0,6330908.0
2010-09-07,22800,23100,22250,22750,7897,144028.0,6330908.0
2010-09-08,22750,22900,21850,22500,6124,142445.0,6330908.0
2010-09-09,22800,22800,22200,22300,3034,141179.0,6330908.0
2010-09-10,22200,22950,22200,22750,7945,144028.0,6330908.0
2010-09-13,22650,22750,22200,22250,8101,140863.0,6330908.0
2010-09-14,22250,25150,22200,23400,45333,148143.0,6330908.0
2010-09-15,23700,23700,22550,22950,10041,145294.0,6330908.0
2010-09-16,23000,23400,22850,23000,8663,145611.0,6330908.0
2010-09-17,23600,23600,22450,22800,7279,144345.0,6330908.0
2010-09-20,22600,23600,22500,23300,3675,147510.0,6330908.0
2010-09-24,23300,23300,21650,22850,10909,144661.0,6330908.0
2010-09-27,23500,23500,22400,22550,9550,142762.0,6330908.0
2010-09-28,22500,23350,21650,22000,24772,139280.0,6330908.0
2010-09-29,21500,23000,21500,23000,13000,145611.0,6330908.0
2010-09-30,22500,23450,22250,23450,16755,148460.0,6330908.0
2010-10-01,23500,23500,22900,23300,9569,147510.0,6330908.0
2010-10-04,23400,24500,23400,24500,29855,155107.0,6330908.0
2010-10-05,24800,27000,24500,25600,44376,162071.0,6330908.0
2010-10-06,25600,27000,24950,25700,28178,162704.0,6330908.0
2010-10-07,25650,26500,24950,26200,205072,165870.0,6330908.0
2010-10-08,26100,27700,25000,27500,41134,174100.0,6330908.0
2010-10-11,28450,28450,27550,27800,17023,175999.0,6330908.0
2010-10-12,28200,28200,27000,28050,16309,177582.0,6330908.0
2010-10-13,27200,28300,27200,28150,10861,178215.0,6330908.0
2010-10-14,27650,28350,27450,27600,19938,174733.0,6330908.0
2010-10-15,27600,28450,27200,28450,18843,180114.0,6330908.0
2010-10-18,28600,29300,28000,29250,19256,185179.0,6330908.0
2010-10-19,29250,29700,29000,29600,18250,187395.0,6330908.0
2010-10-20,29000,29650,28800,29400,20059,186129.0,6330908.0
2010-10-21,29800,29900,28950,29900,16788,189294.0,6330908.0
2010-10-22,30250,30500,29700,30300,19414,191827.0,6330908.0
2010-10-25,30600,30600,29400,29450,11984,186445.0,6330908.0
2010-10-26,28950,29750,28550,29700,16020,188028.0,6330908.0
2010-10-27,29700,29850,28650,28700,11148,181697.0,6330908.0
2010-10-28,28700,29400,27900,28200,13011,178532.0,6330908.0
2010-10-29,28200,28700,27000,27550,19199,174417.0,6330908.0
2010-11-01,27200,27700,26900,27500,10464,174100.0,6330908.0
2010-11-02,27600,28700,27100,28100,12258,177899.0,6330908.0
2010-11-03,28100,29000,28000,28100,9387,177899.0,6330908.0
2010-11-04,27850,30000,27850,28800,7582,182330.0,6330908.0
2010-11-05,28800,29450,28150,29000,10788,183596.0,6330908.0
2010-11-08,29300,29500,28200,29000,5713,183596.0,6330908.0
2010-11-09,29000,29300,28200,29000,14256,183596.0,6330908.0
2010-11-10,29000,29050,28500,28700,4557,181697.0,6330908.0
2010-11-11,29000,29000,27800,27800,7827,175999.0,6330908.0
2010-11-12,27700,28300,27000,27200,18118,172201.0,6330908.0
2010-11-15,27750,27750,26200,26950,15221,170618.0,6330908.0
2010-11-16,26500,26750,25800,26500,13626,167769.0,6330908.0
2010-11-17,25600,29800,25500,26800,6067,169668.0,6330908.0
2010-11-18,27150,28500,27150,28100,14336,177899.0,6330908.0
2010-11-19,28600,28800,27900,28300,8033,179165.0,6330908.0
2010-11-22,28300,29600,28000,29100,15708,184229.0,6330908.0
2010-11-23,29300,29300,28650,28700,12912,181697.0,6330908.0
2010-11-24,27000,28700,27000,28000,20514,177265.0,6330908.0
2010-11-25,27750,28600,27550,28200,12601,178532.0,6330908.0
2010-11-26,28000,28350,27600,27600,18105,174733.0,6330908.0
2010-11-29,28200,28750,27550,28700,14331,181697.0,6330908.0
2010-11-30,28750,29000,27750,28600,7770,181064.0,6330908.0
2010-12-01,29000,29000,27850,28350,1696,179481.0,6330908.0
2010-12-02,28000,28900,28000,28300,7799,179165.0,6330908.0
2010-12-03,28850,28850,27600,27650,16656,175050.0,6330908.0
2010-12-06,27350,28300,27100,27200,14034,172201.0,6330908.0
2010-12-07,27200,27700,26200,26400,24822,167136.0,6330908.0
2010-12-08,26150,26800,25800,26200,14128,165870.0,6330908.0
2010-12-09,25950,29300,25950,27100,7847,171568.0,6330908.0
2010-12-10,28200,28700,27600,28200,19386,178532.0,6330908.0
2010-12-13,28500,28500,27700,28000,5191,177265.0,6330908.0
2010-12-14,27800,28350,27750,27750,5019,175683.0,6330908.0
2010-12-15,27700,28000,27500,27900,6092,176632.0,6330908.0
2010-12-16,27950,27950,27200,27650,4779,175050.0,6330908.0
2010-12-17,27650,27800,26600,27700,6654,175366.0,6330908.0
2010-12-20,27650,27650,26950,27350,4436,173150.0,6330908.0
2010-12-21,27600,27600,27300,27500,1704,174100.0,6330908.0
2010-12-22,27800,27800,27100,27200,8343,172201.0,6330908.0
2010-12-23,27050,28800,25900,26400,22266,167136.0,6330908.0
2010-12-24,27300,27300,25950,26100,11464,165237.0,6330908.0
2010-12-27,26100,26450,25250,26450,23739,167453.0,6330908.0
2010-12-28,26200,26450,25000,25450,31957,161122.0,6330908.0
2010-12-29,25450,26000,25400,25800,6372,163337.0,6330908.0
2010-12-30,25800,26250,25400,25750,10878,163021.0,6330908.0
2011-01-03,25700,26000,21900,25600,10498,162071.0,6330908.0
2011-01-04,25900,26000,25500,25500,5693,161438.0,6330908.0
2011-01-05,25400,25900,25150,25500,7566,161438.0,6330908.0
2011-01-06,25500,26250,24850,26250,25620,166186.0,6330908.0
2011-01-07,25650,26900,25650,26650,10780,168719.0,6330908.0
2011-01-10,26500,26900,25850,26200,4894,165870.0,6330908.0
2011-01-11,26200,26400,25750,26200,9347,165870.0,6330908.0
2011-01-12,26200,26350,25750,26300,12086,166503.0,6330908.0
2011-01-13,26300,26500,25700,25700,11121,162704.0,6330908.0
2011-01-14,25700,25950,25400,25700,11441,162704.0,6330908.0
2011-01-17,25700,25950,25500,25700,8060,162704.0,6330908.0
2011-01-18,25500,25900,25000,25650,11470,162388.0,6330908.0
2011-01-19,25750,25750,25050,25250,3977,159855.0,6330908.0
2011-01-20,25250,25600,25100,25600,4563,162071.0,6330908.0
2011-01-21,25550,25600,25250,25300,4308,160172.0,6330908.0
2011-01-24,25250,25700,24850,24950,6106,157956.0,6330908.0
2011-01-25,25000,25100,24050,24500,14930,155107.0,6330908.0
2011-01-26,24500,24750,24350,24750,12479,156690.0,6330908.0
2011-01-27,24650,24750,24400,24700,8036,156373.0,6330908.0
2011-01-28,24500,24600,23850,23950,16420,151625.0,6330908.0
2011-01-31,23850,23850,23050,23250,8178,147194.0,6330908.0
2011-02-01,23300,24800,22550,24050,20721,152258.0,6330908.0
2011-02-07,24700,24700,24000,24050,7389,152258.0,6330908.0
2011-02-08,24450,24450,23150,24000,6426,151942.0,6330908.0
2011-02-09,24100,24200,23200,23450,7053,148460.0,6330908.0
2011-02-10,23450,23700,22900,23300,8377,147510.0,6330908.0
2011-02-11,23000,23650,23000,23650,4788,149726.0,6330908.0
2011-02-14,24000,24000,23000,23050,7788,145927.0,6330908.0
2011-02-15,23000,23350,22900,23250,2548,147194.0,6330908.0
2011-02-16,23750,23750,22950,23250,6960,147194.0,6330908.0
2011-02-17,23500,23500,22850,23200,7134,146877.0,6330908.0
2011-02-18,23200,23450,22900,23200,5896,146877.0,6330908.0
2011-02-21,23900,23900,23000,23500,7043,148776.0,6330908.0
2011-02-22,23250,24450,23250,24400,13805,154474.0,6330908.0
2011-02-23,24400,27400,24050,27100,45716,171568.0,6330908.0
2011-02-24,27100,27200,25950,26300,15850,166503.0,6330908.0
2011-02-25,26250,27400,26200,27300,13964,172834.0,6330908.0
2011-02-28,27300,28000,27000,28000,16263,177265.0,6330908.0
2011-03-02,28000,28250,27050,27800,9562,175999.0,6330908.0
2011-03-03,27800,30400,27800,30100,49697,190560.0,6330908.0
2011-03-04,29800,32400,29800,30900,32039,195625.0,6330908.0
2011-03-07,31000,32250,30800,31200,18582,197524.0,6330908.0
2011-03-08,31200,31500,30500,31300,16600,198157.0,6330908.0
2011-03-09,30850,32050,30850,31900,19101,201956.0,6330908.0
2011-03-10,31900,32450,31800,32300,14187,204488.0,6330908.0
2011-03-11,32050,32500,31100,32300,9515,204488.0,6330908.0
2011-03-14,31450,32250,30800,32200,15880,203855.0,6330908.0
2011-03-15,32600,32600,29200,31650,19282,200373.0,6330908.0
2011-03-16,30800,31900,29850,31200,21797,197524.0,6330908.0
2011-03-17,30000,31600,30000,30850,18908,195309.0,6330908.0
2011-03-18,31800,31800,30850,31300,12088,198157.0,6330908.0
2011-03-21,30900,31850,30900,31700,8169,200690.0,6330908.0
2011-03-22,31400,32050,31200,31600,4850,200057.0,6330908.0
2011-03-23,31200,33300,31200,33000,12167,208920.0,6330908.0
2011-03-24,33500,35750,33500,34650,15767,219366.0,6330908.0
2011-03-25,34800,35000,33700,34700,15677,219683.0,6330908.0
2011-03-28,34700,35850,33600,33900,11486,214618.0,6330908.0
2011-03-29,34000,34450,33400,34200,6253,216517.0,6330908.0
2011-03-30,34200,34900,33500,34000,8456,215251.0,6330908.0
2011-03-31,34500,34500,31500,33500,27417,212085.0,6330908.0
2011-04-01,33500,33600,31700,33300,20739,210819.0,6330908.0
2011-04-04,32600,33500,31900,31900,18555,201956.0,6330908.0
2011-04-05,32500,32500,30750,32150,14943,203539.0,6330908.0
2011-04-06,32200,32300,31500,31900,6940,201956.0,6330908.0
2011-04-07,31950,32550,31700,32100,4468,203222.0,6330908.0
2011-04-08,31950,33900,31700,33850,16449,214301.0,6330908.0
2011-04-11,34500,34800,33800,34300,11126,217150.0,6330908.0
2011-04-12,33950,34350,33100,33450,7003,211769.0,6330908.0
2011-04-13,33000,33000,32000,32550,9945,206071.0,6330908.0
2011-04-14,32050,32450,31500,31650,6939,200373.0,6330908.0
2011-04-15,31800,32500,31600,32100,5095,203222.0,6330908.0
2011-04-18,34000,34000,32000,33700,19921,213352.0,6330908.0
2011-04-19,33500,33700,32750,33500,11274,212085.0,6330908.0
2011-04-20,33550,35000,32950,34650,18129,219366.0,6330908.0
2011-04-21,34500,35000,33750,34600,14944,219049.0,6330908.0
2011-04-22,34300,35100,33950,35100,15381,222215.0,6330908.0
2011-04-25,35250,36500,35000,35600,18728,225380.0,6330908.0
2011-04-26,35800,35800,34900,35500,10153,224747.0,6330908.0
2011-04-27,35550,35700,35000,35450,7024,224431.0,6330908.0
2011-04-28,35750,36300,35200,35500,12677,224747.0,6330908.0
2011-04-29,36000,36500,35000,36500,10964,231078.0,6330908.0
2011-05-02,36550,36550,35000,35400,16299,224114.0,6330908.0
2011-05-03,35650,35650,33900,34000,7635,215251.0,6330908.0
2011-05-04,34000,34950,34000,34200,3726,216517.0,6330908.0
2011-05-06,34950,34950,33000,34300,9934,217150.0,6330908.0
2011-05-09,35850,35850,33700,34550,5215,218733.0,6330908.0
2011-05-11,35450,35450,32900,33000,12518,208920.0,6330908.0
2011-05-12,32550,33850,32100,33000,12186,208920.0,6330908.0
2011-05-13,32950,32950,31500,32300,10933,204488.0,6330908.0
2011-05-16,33400,33400,31900,32200,6027,203855.0,6330908.0
2011-05-17,32500,32500,31700,31900,4192,201956.0,6330908.0
2011-05-18,33900,33900,32000,32550,6582,206071.0,6330908.0
2011-05-19,33300,33300,31200,31900,5012,201956.0,6330908.0
2011-05-20,31900,31900,30400,31700,8025,200690.0,6330908.0
2011-05-23,32000,32100,31200,31200,5052,197524.0,6330908.0
2011-05-24,31200,31900,30000,31050,6405,196575.0,6330908.0
2011-05-25,31050,31050,30050,30950,6052,195942.0,6330908.0
2011-05-26,31000,33000,30750,31300,5959,198157.0,6330908.0
2011-05-27,31650,31700,30450,30700,7572,194359.0,6330908.0
2011-05-30,30800,31900,30600,30700,5107,194359.0,6330908.0
2011-05-31,31200,31200,29800,31000,16040,196258.0,6330908.0
2011-06-01,31650,31800,30350,30950,6109,195942.0,6330908.0
2011-06-02,31000,34000,30000,33100,20418,209553.0,6330908.0
2011-06-03,33100,34100,32050,33750,18247,213668.0,6330908.0
2011-06-07,33650,34700,32750,33750,12057,213668.0,6330908.0
2011-06-08,33000,33750,31950,33650,13201,213035.0,6330908.0
2011-06-09,33900,34200,33350,33700,7145,213352.0,6330908.0
2011-06-10,34000,34000,32600,33800,5590,213985.0,6330908.0
2011-06-13,33800,34400,33200,33700,8792,213352.0,6330908.0
2011-06-14,33050,33600,32600,33400,5893,211452.0,6330908.0
2011-06-15,33700,33700,32850,33000,2636,208920.0,6330908.0
2011-06-16,33000,33000,32350,32500,3043,205755.0,6330908.0
2011-06-17,32950,32950,31800,32500,17304,205755.0,6330908.0
2011-06-20,32050,33400,32000,32150,5295,203539.0,6330908.0
2011-06-21,32900,32900,32200,32800,6570,207654.0,6330908.0
2011-06-22,32500,33000,32000,32500,6069,205755.0,6330908.0
2011-06-23,32050,34400,32050,34100,11090,215884.0,6330908.0
2011-06-24,34500,34650,33200,34150,4709,216201.0,6330908.0
2011-06-27,34200,34700,33550,34450,11274,218100.0,6330908.0
2011-06-28,34450,34450,33400,33500,18770,212085.0,6330908.0
2011-06-29,33500,34650,33300,34000,9943,215251.0,6330908.0
