중앙백신(072020),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-06-12,9313,9475,9272,9435,39327,85278.0,7320000.0
2012-06-13,9475,9515,9313,9354,35118,84546.0,7320000.0
2012-06-14,9313,9394,9313,9354,32582,84546.0,7320000.0
2012-06-15,9394,9434,9313,9435,55878,85278.0,7320000.0
2012-06-18,9515,9637,9434,9597,67182,86742.0,7320000.0
2012-06-19,9556,9718,9515,9719,61691,87840.0,7320000.0
2012-06-20,9718,9839,9677,9800,63102,88572.0,7320000.0
2012-06-21,9839,9839,9718,9719,42910,87840.0,7320000.0
2012-06-22,9596,9758,9596,9719,50516,87840.0,7320000.0
2012-06-25,9799,9839,9718,9759,24427,88206.0,7320000.0
2012-06-26,9718,9839,9718,9759,49464,88206.0,7320000.0
2012-06-27,9839,9961,9718,9840,57963,88938.0,7320000.0
2012-06-28,9839,9961,9839,9962,45768,90036.0,7320000.0
2012-06-29,9920,10001,9839,10002,38771,90402.0,7320000.0
2012-07-02,10042,10122,9961,10124,39451,91500.0,7320000.0
2012-07-03,10122,10325,10122,10245,72323,92598.0,7320000.0
2012-07-04,10365,10527,10203,10205,195950,92232.0,7320000.0
2012-07-05,10244,10365,10163,10245,54476,92598.0,7320000.0
2012-07-06,10284,10325,10042,10124,77105,91500.0,7320000.0
2012-07-09,10082,10163,10001,10043,36052,90768.0,7320000.0
2012-07-10,10446,10730,10042,10043,280837,90768.0,7320000.0
2012-07-11,9961,10082,9839,9921,108246,89670.0,7320000.0
2012-07-12,9880,9961,9556,9597,140035,86742.0,7320000.0
2012-07-13,9839,10001,9394,9719,139861,87840.0,7320000.0
2012-07-16,9758,9920,9718,9800,45368,88572.0,7320000.0
2012-07-17,9920,10122,9839,10083,105693,91134.0,7320000.0
2012-07-18,10122,10244,9880,9962,85643,90036.0,7320000.0
2012-07-19,10042,10082,9961,10002,37380,90402.0,7320000.0
2012-07-20,10082,10244,10001,10043,51951,90768.0,7320000.0
2012-07-23,10082,10082,9758,9881,54465,89304.0,7320000.0
2012-07-24,9718,9920,9718,9840,51574,88938.0,7320000.0
2012-07-25,9758,9799,9475,9516,100355,86010.0,7320000.0
2012-07-26,9556,9677,9475,9597,47063,86742.0,7320000.0
2012-07-27,9677,9920,9677,9840,45362,88938.0,7320000.0
2012-07-30,9880,9961,9880,9921,20948,89670.0,7320000.0
2012-07-31,9920,10001,9880,9962,32677,90036.0,7320000.0
2012-08-01,9920,10082,9920,10002,24537,90402.0,7320000.0
2012-08-02,10042,10082,9920,9962,34621,90036.0,7320000.0
2012-08-03,10001,10042,9920,10043,22363,90768.0,7320000.0
2012-08-06,10082,10122,10001,10124,49750,91500.0,7320000.0
2012-08-07,10082,10203,10082,10205,31231,92232.0,7320000.0
2012-08-08,10203,10446,10203,10367,96088,93696.0,7320000.0
2012-08-09,10325,10446,10284,10367,45399,93696.0,7320000.0
2012-08-10,10446,10446,10163,10286,48134,92964.0,7320000.0
2012-08-13,10284,10365,10203,10367,35028,93696.0,7320000.0
2012-08-14,10365,10446,10325,10448,41662,94428.0,7320000.0
2012-08-16,10487,10608,10446,10488,83912,94794.0,7320000.0
2012-08-17,10446,10568,10446,10488,63079,94794.0,7320000.0
2012-08-20,10487,10527,10406,10529,48661,95160.0,7320000.0
2012-08-21,10608,10689,10527,10569,73884,95526.0,7320000.0
2012-08-22,10649,10649,10406,10529,88244,95160.0,7320000.0
2012-08-23,10527,10568,10446,10569,36999,95526.0,7320000.0
2012-08-24,10568,10568,10446,10529,31992,95160.0,7320000.0
2012-08-27,10527,10608,10487,10610,41824,95892.0,7320000.0
2012-08-28,10608,10649,10568,10610,45339,95892.0,7320000.0
2012-08-29,10608,10770,10568,10691,56096,96624.0,7320000.0
2012-08-30,10689,10689,10568,10610,42522,95892.0,7320000.0
2012-08-31,10608,10811,10608,10772,67311,97356.0,7320000.0
2012-09-03,10811,10892,10689,10853,58132,98088.0,7320000.0
2012-09-04,10932,11094,10892,11055,84379,99918.0,7320000.0
2012-09-05,11135,11175,10892,11015,83988,99552.0,7320000.0
2012-09-06,11013,11135,10973,11055,43509,99918.0,7320000.0
2012-09-07,11094,11175,11054,11096,56857,100284.0,7320000.0
2012-09-10,11175,11175,11013,11096,40110,100284.0,7320000.0
2012-09-11,11175,11337,11094,11136,93269,100650.0,7320000.0
2012-09-12,11135,11175,11054,11096,62285,100284.0,7320000.0
2012-09-13,11094,11135,10892,11015,76342,99552.0,7320000.0
2012-09-14,11013,11094,10973,11096,70411,100284.0,7320000.0
2012-09-17,11054,11094,10973,10974,45509,99186.0,7320000.0
2012-09-18,10932,11216,10932,11136,55819,100650.0,7320000.0
2012-09-19,11135,11256,11094,11217,37196,101382.0,7320000.0
2012-09-20,11216,11256,11094,11177,44439,101016.0,7320000.0
2012-09-21,11094,11256,11094,11177,37196,101016.0,7320000.0
2012-09-24,11175,11297,11135,11258,48978,101748.0,7320000.0
2012-09-25,11337,11621,11256,11339,119446,102480.0,7320000.0
2012-09-26,11661,11904,11378,11501,473716,103944.0,7320000.0
2012-09-27,11661,11661,11337,11582,121384,104676.0,7320000.0
2012-09-28,11499,11742,11418,11703,142226,105774.0,7320000.0
2012-10-02,11621,11742,11621,11703,84462,105774.0,7320000.0
2012-10-04,11702,11742,11580,11582,67127,104676.0,7320000.0
2012-10-05,11499,11661,11459,11501,58345,103944.0,7320000.0
2012-10-08,11499,11580,11378,11501,69701,103944.0,7320000.0
2012-10-09,11459,11702,11459,11541,53425,104310.0,7320000.0
2012-10-10,11499,11621,11378,11379,52528,102846.0,7320000.0
2012-10-11,11337,11580,11256,11460,77655,103578.0,7320000.0
2012-10-12,11540,11661,11459,11582,56376,104676.0,7320000.0
2012-10-15,11540,11823,11459,11622,100352,105042.0,7320000.0
2012-10-16,11540,11661,11459,11541,72823,104310.0,7320000.0
2012-10-17,11580,11702,11580,11703,72527,105774.0,7320000.0
2012-10-18,11783,11985,11742,11824,122514,106872.0,7320000.0
2012-10-19,11864,11985,11783,11905,70983,107604.0,7320000.0
2012-10-22,11742,11823,11621,11784,104012,106506.0,7320000.0
2012-10-23,11742,11823,11621,11622,61997,105042.0,7320000.0
2012-10-24,11580,11621,11459,11501,91428,103944.0,7320000.0
2012-10-25,11499,11621,11094,11217,109107,101382.0,7320000.0
2012-10-26,11216,11297,10649,10812,218666,97722.0,7320000.0
2012-10-29,10892,11013,10568,10974,97460,99186.0,7320000.0
2012-10-30,10932,11094,10689,10691,60979,96624.0,7320000.0
2012-10-31,10811,10892,10608,10812,59143,97722.0,7320000.0
2012-11-01,10811,11013,10811,10974,52487,99186.0,7320000.0
2012-11-02,10932,11216,10932,11096,56668,100284.0,7320000.0
2012-11-05,10973,11054,10932,10934,50516,98820.0,7320000.0
2012-11-06,10932,11013,10649,10691,106273,96624.0,7320000.0
2012-11-07,10730,10770,10244,10569,176773,95526.0,7320000.0
2012-11-08,10365,10487,10284,10326,102472,93330.0,7320000.0
2012-11-09,10284,10284,10042,10043,136565,90768.0,7320000.0
2012-11-12,10365,10649,10284,10286,217372,92964.0,7320000.0
2012-11-13,10325,10365,10082,10245,89533,92598.0,7320000.0
2012-11-14,10244,10406,10082,10245,61913,92598.0,7320000.0
2012-11-15,10042,10203,9961,10164,80981,91866.0,7320000.0
2012-11-16,10163,10244,9920,10002,85817,90402.0,7320000.0
2012-11-19,10001,10163,9961,10002,64953,90402.0,7320000.0
2012-11-20,10082,10325,10082,10326,90457,93330.0,7320000.0
2012-11-21,10325,10365,10163,10205,44184,92232.0,7320000.0
2012-11-22,10244,10284,10163,10286,39310,92964.0,7320000.0
2012-11-23,10284,10325,10163,10286,45683,92964.0,7320000.0
2012-11-26,10446,10608,10365,10529,141302,95160.0,7320000.0
2012-11-27,10689,10689,10487,10529,105202,95160.0,7320000.0
2012-11-28,10527,10527,10325,10326,54342,93330.0,7320000.0
2012-11-29,10365,10487,10203,10448,81565,94428.0,7320000.0
2012-11-30,10487,10487,10365,10488,64547,94794.0,7320000.0
2012-12-03,10446,10649,10365,10650,147468,96258.0,7320000.0
2012-12-04,10649,10770,10568,10691,95907,96624.0,7320000.0
2012-12-05,10811,11013,10527,10974,188881,99186.0,7320000.0
2012-12-06,10932,10973,10770,10893,106615,98454.0,7320000.0
2012-12-07,10811,11175,10770,10853,198554,98088.0,7320000.0
2012-12-10,10892,10932,10649,10650,92113,96258.0,7320000.0
2012-12-11,10649,10730,10284,10367,161883,93696.0,7320000.0
2012-12-12,10284,10406,10163,10367,123592,93696.0,7320000.0
2012-12-13,10365,10487,10284,10448,47469,94428.0,7320000.0
2012-12-14,10446,10689,10284,10529,191476,95160.0,7320000.0
2012-12-17,10487,10568,10325,10326,68036,93330.0,7320000.0
2012-12-18,10365,10365,10244,10367,59363,93696.0,7320000.0
2012-12-20,10284,10365,10244,10286,81973,92964.0,7320000.0
2012-12-21,10325,10365,10203,10286,99377,92964.0,7320000.0
2012-12-24,10325,10406,10284,10367,78777,93696.0,7320000.0
2012-12-26,10325,10406,10284,10367,100461,93696.0,7320000.0
2012-12-27,10325,10487,10284,10407,119563,94062.0,7320000.0
2012-12-28,10365,10487,10325,10407,75016,94062.0,7320000.0
2013-01-02,10406,10446,10284,10367,150261,93696.0,7320000.0
2013-01-03,10406,10446,10284,10367,112630,93696.0,7320000.0
2013-01-04,10325,10406,10284,10407,123355,94062.0,7320000.0
2013-01-07,10446,10932,10406,10610,521094,95892.0,7320000.0
2013-01-08,10527,10770,10446,10650,260429,96258.0,7320000.0
2013-01-09,10770,11175,10608,10610,514324,95892.0,7320000.0
2013-01-10,10649,10689,10487,10650,148402,96258.0,7320000.0
2013-01-11,10851,11459,10811,11258,1899790,101748.0,7320000.0
2013-01-14,12107,12512,11904,12108,2693746,109434.0,7320000.0
2013-01-15,11621,12107,11256,11339,1348187,102480.0,7320000.0
2013-01-16,11540,11742,10973,11136,909037,100650.0,7320000.0
2013-01-17,11337,11621,11094,11217,793494,101382.0,7320000.0
2013-01-18,11297,11337,10973,11298,455119,102114.0,7320000.0
2013-01-21,11175,11256,10851,10893,418658,98454.0,7320000.0
2013-01-22,10932,11013,10770,11015,288341,99552.0,7320000.0
2013-01-23,10973,10973,10689,10691,255566,96624.0,7320000.0
2013-01-24,10689,10770,10406,10407,317446,94062.0,7320000.0
2013-01-25,10487,10527,10041,10205,248035,92232.0,7320000.0
2013-01-28,10203,10203,10001,10083,108616,91134.0,7320000.0
2013-01-29,10082,10325,10042,10245,179429,92598.0,7320000.0
2013-01-30,10244,10325,10042,10083,104253,91134.0,7320000.0
2013-01-31,10042,10122,10001,10043,86800,90768.0,7320000.0
2013-02-01,10042,10082,9718,9962,180527,90036.0,7320000.0
2013-02-04,10042,10244,9880,9881,172371,89304.0,7320000.0
2013-02-05,9839,9880,9718,9800,126635,88572.0,7320000.0
2013-02-06,9799,10203,9799,10124,261060,91500.0,7320000.0
2013-02-07,10001,10122,9839,9921,127370,89670.0,7320000.0
2013-02-08,9961,10122,9920,10124,77345,91500.0,7320000.0
2013-02-12,10163,10244,9920,9962,143013,90036.0,7320000.0
2013-02-13,10042,10042,9920,10002,64767,90402.0,7320000.0
2013-02-14,10082,10244,10001,10124,149062,91500.0,7320000.0
2013-02-15,10244,10244,10082,10124,108008,91500.0,7320000.0
2013-02-18,10082,10163,10042,10124,95569,91500.0,7320000.0
2013-02-19,10082,10122,9961,10002,97672,90402.0,7320000.0
2013-02-20,10001,10163,10001,10083,108747,91134.0,7320000.0
2013-02-21,10082,10284,10042,10164,162445,91866.0,7320000.0
2013-02-22,10122,10203,10001,10124,94107,91500.0,7320000.0
2013-02-25,10122,10122,9920,9962,112479,90036.0,7320000.0
2013-02-26,10082,10203,9961,10083,150881,91134.0,7320000.0
2013-02-27,10082,10122,10001,10083,70654,91134.0,7320000.0
2013-02-28,10122,10244,10082,10205,147291,92232.0,7320000.0
2013-03-04,10122,10163,10042,10043,71208,90768.0,7320000.0
2013-03-05,10042,10082,9961,9962,96397,90036.0,7320000.0
2013-03-06,9961,10042,9961,10002,128952,90402.0,7320000.0
2013-03-07,10001,10042,9880,9881,95179,89304.0,7320000.0
2013-03-08,9880,9920,9718,9759,154689,88206.0,7320000.0
2013-03-11,9758,9799,9272,9476,202594,85644.0,7320000.0
2013-03-12,9475,9637,9394,9516,83420,86010.0,7320000.0
2013-03-13,9556,9758,9475,9678,76368,87474.0,7320000.0
2013-03-14,9880,10203,9839,10002,512495,90402.0,7320000.0
2013-03-15,9839,9961,9758,9800,126006,88572.0,7320000.0
2013-03-18,9758,9839,9637,9638,90866,87108.0,7320000.0
2013-03-19,9637,9758,9637,9719,55763,87840.0,7320000.0
2013-03-20,9677,9799,9596,9597,62361,86742.0,7320000.0
2013-03-21,9677,9677,9556,9597,55159,86742.0,7320000.0
2013-03-22,9556,9677,9556,9678,50237,87474.0,7320000.0
2013-03-25,9637,9677,9515,9516,61111,86010.0,7320000.0
2013-03-26,9556,9556,9394,9516,74188,86010.0,7320000.0
2013-03-27,9475,9556,9353,9476,105868,85644.0,7320000.0
2013-03-28,9475,9637,9475,9638,79325,87108.0,7320000.0
2013-03-29,9637,9677,9556,9638,47519,87108.0,7320000.0
2013-04-01,10284,10568,9880,9881,1280086,89304.0,7320000.0
2013-04-02,9880,10042,9718,9759,349343,88206.0,7320000.0
2013-04-03,10446,11175,10244,10853,2235800,98088.0,7320000.0
2013-04-04,11256,11459,10487,10569,2301942,95526.0,7320000.0
2013-04-05,10851,11621,10608,11258,2787395,101748.0,7320000.0
2013-04-08,11459,11864,10608,10650,1684655,96258.0,7320000.0
2013-04-09,10730,10892,9920,10164,1143304,91866.0,7320000.0
2013-04-10,10122,10244,9839,10164,541207,91866.0,7320000.0
2013-04-11,10203,10649,10163,10407,713475,94062.0,7320000.0
2013-04-12,10325,10487,10244,10367,305792,93696.0,7320000.0
2013-04-15,10892,11135,10770,10934,1237020,98820.0,7320000.0
2013-04-16,10770,10932,10487,10610,646361,95892.0,7320000.0
2013-04-17,10649,10689,10163,10286,462781,92964.0,7320000.0
2013-04-18,10284,10487,10244,10367,298611,93696.0,7320000.0
2013-04-19,10365,10487,10042,10124,324104,91500.0,7320000.0
2013-04-22,10042,10122,9839,9921,237648,89670.0,7320000.0
2013-04-23,9920,10122,9880,10124,190835,91500.0,7320000.0
2013-04-24,10163,10203,9880,9962,237379,90036.0,7320000.0
2013-04-25,10203,10487,10163,10205,652619,92232.0,7320000.0
2013-04-26,10163,10163,10001,10124,216683,91500.0,7320000.0
2013-04-29,10284,10608,10284,10529,798526,95160.0,7320000.0
2013-04-30,10527,10649,10365,10448,506820,94428.0,7320000.0
2013-05-02,10325,10325,9961,10002,332752,90402.0,7320000.0
2013-05-03,10244,10365,10042,10286,380133,92964.0,7320000.0
2013-05-06,10122,10163,9920,9962,219457,90036.0,7320000.0
2013-05-07,9920,10001,9799,9962,209204,90036.0,7320000.0
2013-05-08,10001,10001,9799,9800,140031,88572.0,7320000.0
2013-05-09,9920,10365,9920,10083,651503,91134.0,7320000.0
2013-05-10,10042,10082,9839,9881,179382,89304.0,7320000.0
2013-05-13,10042,10082,9880,9921,179527,89670.0,7320000.0
2013-05-14,9961,10001,9799,9881,201605,89304.0,7320000.0
2013-05-15,10001,10042,9880,9962,135431,90036.0,7320000.0
2013-05-16,9880,10082,9839,10043,213745,90768.0,7320000.0
2013-05-20,10001,10001,9799,9800,142532,88572.0,7320000.0
2013-05-21,9758,10001,9758,9921,155025,89670.0,7320000.0
2013-05-22,9920,9920,9799,9840,112306,88938.0,7320000.0
2013-05-23,9920,9920,9596,9719,151265,87840.0,7320000.0
2013-05-24,9758,9839,9718,9800,90953,88572.0,7320000.0
2013-05-27,9799,9839,9677,9678,82927,87474.0,7320000.0
2013-05-28,9718,9799,9637,9678,68462,87474.0,7320000.0
2013-05-29,9718,9799,9677,9719,79284,87840.0,7320000.0
2013-05-30,9718,9839,9677,9719,95276,87840.0,7320000.0
2013-05-31,9799,9799,9637,9678,83435,87474.0,7320000.0
2013-06-03,9637,9718,9475,9476,123816,85644.0,7320000.0
2013-06-04,9515,9637,9434,9435,80944,85278.0,7320000.0
2013-06-05,9475,9515,9232,9273,131883,83814.0,7320000.0
2013-06-07,9232,9353,9029,9192,130399,83082.0,7320000.0
2013-06-10,9151,9353,9151,9273,57394,83814.0,7320000.0
2013-06-11,9272,9434,9232,9435,60452,85278.0,7320000.0
2013-06-12,9394,9596,9394,9516,82290,86010.0,7320000.0
2013-06-13,9556,9556,9394,9476,59411,85644.0,7320000.0
2013-06-14,9556,9556,9394,9476,54227,85644.0,7320000.0
2013-06-17,9475,9515,9353,9435,59418,85278.0,7320000.0
2013-06-18,9394,9515,9394,9435,38726,85278.0,7320000.0
2013-06-19,9434,9515,9353,9395,53997,84912.0,7320000.0
2013-06-20,9313,9353,9151,9273,102675,83814.0,7320000.0
2013-06-21,9070,9191,8908,9151,99111,82716.0,7320000.0
2013-06-24,9029,9151,9029,9030,52906,81618.0,7320000.0
2013-06-25,8948,9070,8624,8746,178137,79056.0,7320000.0
2013-06-26,8827,8989,8827,8989,48477,81252.0,7320000.0
2013-06-27,9070,9272,9029,9273,59635,83814.0,7320000.0
2013-06-28,9313,9353,9191,9273,45983,83814.0,7320000.0
2013-07-01,9313,9353,9191,9313,30691,84180.0,7320000.0
2013-07-02,9353,9475,9272,9435,34880,85278.0,7320000.0
2013-07-03,9475,9475,9313,9354,40636,84546.0,7320000.0
2013-07-04,9394,9475,9313,9435,31048,85278.0,7320000.0
2013-07-05,9434,9596,9394,9557,57541,86376.0,7320000.0
2013-07-08,9556,9556,9394,9476,37253,85644.0,7320000.0
2013-07-09,9394,9515,9394,9435,30393,85278.0,7320000.0
2013-07-10,9434,9556,9434,9476,26129,85644.0,7320000.0
2013-07-11,9475,9677,9475,9638,47075,87108.0,7320000.0
2013-07-12,9637,9880,9596,9881,118532,89304.0,7320000.0
2013-07-15,9799,9961,9718,9881,63049,89304.0,7320000.0
2013-07-16,9880,9961,9799,9921,46434,89670.0,7320000.0
2013-07-17,9839,9961,9839,9962,38613,90036.0,7320000.0
2013-07-18,9961,10042,9839,9921,38647,89670.0,7320000.0
2013-07-19,9920,10001,9880,9962,26991,90036.0,7320000.0
2013-07-22,10082,10163,9961,10002,99578,90402.0,7320000.0
2013-07-23,10042,10042,9920,9962,37545,90036.0,7320000.0
2013-07-24,9920,10001,9839,9962,49161,90036.0,7320000.0
2013-07-25,9961,10001,9880,9921,30328,89670.0,7320000.0
2013-07-26,9920,9920,9677,9800,95171,88572.0,7320000.0
2013-07-29,9880,9880,9596,9638,56941,87108.0,7320000.0
2013-07-30,9677,9758,9637,9719,58866,87840.0,7320000.0
2013-07-31,9718,9880,9677,9881,42641,89304.0,7320000.0
2013-08-01,9799,9839,9758,9840,30963,88938.0,7320000.0
2013-08-02,9839,9880,9758,9800,27496,88572.0,7320000.0
2013-08-05,9961,10042,9839,9921,70278,89670.0,7320000.0
2013-08-06,9920,9961,9799,9881,36980,89304.0,7320000.0
2013-08-07,9880,9961,9799,9800,58693,88572.0,7320000.0
2013-08-08,9839,9880,9758,9800,17532,88572.0,7320000.0
2013-08-09,9799,9880,9758,9800,29892,88572.0,7320000.0
2013-08-12,9839,9880,9758,9800,38442,88572.0,7320000.0
2013-08-13,9718,9961,9718,9921,48691,89670.0,7320000.0
2013-08-14,9961,10163,9920,10124,70695,91500.0,7320000.0
2013-08-16,10082,10082,9961,10002,51858,90402.0,7320000.0
2013-08-19,10001,10042,9920,10002,29354,90402.0,7320000.0
2013-08-20,10041,10082,9839,9840,54088,88938.0,7320000.0
2013-08-21,9880,9880,9313,9557,103357,86376.0,7320000.0
2013-08-22,9394,9596,9313,9516,133650,86010.0,7320000.0
2013-08-23,9475,9718,9475,9638,55591,87108.0,7320000.0
2013-08-26,9677,9758,9637,9759,21247,88206.0,7320000.0
2013-08-27,9718,9718,9556,9597,50985,86742.0,7320000.0
2013-08-28,9394,9596,9394,9597,64720,86742.0,7320000.0
2013-08-29,9637,9718,9556,9719,20511,87840.0,7320000.0
2013-08-30,9677,9718,9637,9678,26273,87474.0,7320000.0
2013-09-02,9637,9758,9637,9719,15043,87840.0,7320000.0
2013-09-03,9718,9920,9718,9840,49327,88938.0,7320000.0
2013-09-04,9880,9880,9758,9881,32384,89304.0,7320000.0
2013-09-05,9880,9920,9799,9840,27125,88938.0,7320000.0
2013-09-06,9920,9920,9718,9800,33506,88572.0,7320000.0
2013-09-09,9880,10001,9799,9881,50242,89304.0,7320000.0
2013-09-10,9880,9920,9839,9881,29939,89304.0,7320000.0
2013-09-11,9961,9961,9839,9921,26950,89670.0,7320000.0
2013-09-12,9880,10001,9880,9921,44388,89670.0,7320000.0
2013-09-13,9880,10001,9880,9962,31542,90036.0,7320000.0
2013-09-16,9961,10082,9920,9962,30017,90036.0,7320000.0
2013-09-17,9961,10122,9961,10083,74278,91134.0,7320000.0
2013-09-23,10082,10365,10082,10367,141408,93696.0,7320000.0
2013-09-24,10365,10365,10082,10326,97412,93330.0,7320000.0
2013-09-25,10325,10365,10244,10326,47675,93330.0,7320000.0
2013-09-26,10244,10365,10244,10326,38399,93330.0,7320000.0
2013-09-27,10284,10446,10284,10367,71026,93696.0,7320000.0
2013-09-30,10365,10527,10244,10407,99952,94062.0,7320000.0
2013-10-01,10406,10446,10244,10326,77310,93330.0,7320000.0
2013-10-02,10325,10689,10284,10650,197701,96258.0,7320000.0
2013-10-04,10649,10770,10527,10650,104618,96258.0,7320000.0
2013-10-07,10649,10730,10203,10326,154999,93330.0,7320000.0
2013-10-08,10284,10325,10122,10205,87382,92232.0,7320000.0
2013-10-10,10163,10284,10122,10205,59609,92232.0,7320000.0
2013-10-11,10284,10284,10203,10205,46989,92232.0,7320000.0
2013-10-14,10203,10365,10163,10367,52486,93696.0,7320000.0
2013-10-15,10325,10446,10284,10407,58766,94062.0,7320000.0
2013-10-16,10527,10649,10203,10205,191693,92232.0,7320000.0
2013-10-17,10325,10365,10122,10164,80039,91866.0,7320000.0
2013-10-18,10203,10244,10122,10245,42781,92598.0,7320000.0
2013-10-21,10244,10365,10203,10326,43901,93330.0,7320000.0
2013-10-22,10325,10365,10244,10367,31513,93696.0,7320000.0
2013-10-23,10365,10406,10244,10367,50928,93696.0,7320000.0
2013-10-24,10365,10527,10325,10488,108478,94794.0,7320000.0
2013-10-25,10446,10527,10365,10488,57969,94794.0,7320000.0
2013-10-28,10365,10446,10203,10326,64965,93330.0,7320000.0
2013-10-29,10365,10365,10163,10205,92674,92232.0,7320000.0
2013-10-30,10365,10365,10163,10205,94769,92232.0,7320000.0
2013-10-31,10244,10325,10122,10245,59890,92598.0,7320000.0
2013-11-01,10244,10325,10203,10286,31081,92964.0,7320000.0
2013-11-04,10244,10325,10163,10164,33708,91866.0,7320000.0
2013-11-05,10163,10203,9961,10043,97383,90768.0,7320000.0
2013-11-06,10001,10122,9920,10043,38363,90768.0,7320000.0
2013-11-07,10042,10082,9839,9921,60429,89670.0,7320000.0
2013-11-08,10001,10365,9961,10205,211406,92232.0,7320000.0
2013-11-11,10163,10163,9799,9800,127624,88572.0,7320000.0
2013-11-12,9758,9961,9758,9881,32555,89304.0,7320000.0
2013-11-13,9839,9880,9637,9638,52278,87108.0,7320000.0
2013-11-14,9718,9718,9556,9719,57761,87840.0,7320000.0
2013-11-15,9799,9880,9677,9840,39350,88938.0,7320000.0
2013-11-18,9839,9839,9718,9759,31074,88206.0,7320000.0
2013-11-19,9718,9799,9677,9719,41700,87840.0,7320000.0
2013-11-20,9718,9961,9718,9840,46976,88938.0,7320000.0
2013-11-21,9799,9880,9718,9759,23745,88206.0,7320000.0
2013-11-22,9799,9880,9718,9800,33410,88572.0,7320000.0
2013-11-25,9799,9961,9758,9840,67364,88938.0,7320000.0
2013-11-26,9880,9961,9799,9921,46271,89670.0,7320000.0
2013-11-27,9920,10001,9839,9881,26904,89304.0,7320000.0
2013-11-28,9880,9961,9839,9921,30618,89670.0,7320000.0
2013-11-29,10082,10203,9920,9962,102148,90036.0,7320000.0
2013-12-02,9839,9920,9677,9678,80506,87474.0,7320000.0
2013-12-03,9637,9799,9637,9800,44132,88572.0,7320000.0
2013-12-04,9799,9799,9637,9678,25186,87474.0,7320000.0
2013-12-05,9637,9758,9596,9719,36487,87840.0,7320000.0
2013-12-06,9758,9758,9637,9638,23980,87108.0,7320000.0
2013-12-09,9677,9961,9677,9800,92556,88572.0,7320000.0
2013-12-10,9718,9799,9515,9597,77061,86742.0,7320000.0
2013-12-11,9596,9637,9434,9476,55201,85644.0,7320000.0
2013-12-12,9394,9596,9313,9476,35817,85644.0,7320000.0
2013-12-13,9475,9596,9394,9557,29666,86376.0,7320000.0
2013-12-16,9637,9637,9353,9354,54726,84546.0,7320000.0
2013-12-17,9272,9434,9272,9354,39239,84546.0,7320000.0
2013-12-18,9434,9475,9313,9395,34550,84912.0,7320000.0
2013-12-19,9394,9475,9313,9395,36108,84912.0,7320000.0
2013-12-20,9394,9434,9313,9354,43824,84546.0,7320000.0
2013-12-23,9434,9475,9353,9435,26365,85278.0,7320000.0
2013-12-24,9434,9799,9394,9638,92477,87108.0,7320000.0
2013-12-26,9596,9637,9475,9476,32379,85644.0,7320000.0
2013-12-27,9475,9718,9475,9638,25199,87108.0,7320000.0
2013-12-30,9637,9677,9596,9678,21346,87474.0,7320000.0
2014-01-02,9718,9758,9556,9557,28947,86376.0,7320000.0
2014-01-03,9637,10001,9596,9719,131111,87840.0,7320000.0
2014-01-06,9920,9920,9677,9881,83171,89304.0,7320000.0
2014-01-07,9880,9920,9718,9719,32616,87840.0,7320000.0
2014-01-08,9799,9799,9637,9638,43971,87108.0,7320000.0
2014-01-09,9637,9718,9475,9638,44363,87108.0,7320000.0
2014-01-10,9677,9677,9556,9638,39930,87108.0,7320000.0
2014-01-13,9677,9718,9596,9678,28048,87474.0,7320000.0
2014-01-14,9596,9677,9515,9557,30517,86376.0,7320000.0
2014-01-15,9637,9637,9515,9557,38175,86376.0,7320000.0
2014-01-16,9515,9677,9475,9597,49489,86742.0,7320000.0
2014-01-17,10527,10932,10122,10731,2204051,96990.0,7320000.0
2014-01-20,11904,12309,11702,12310,1467594,111264.0,7320000.0
2014-01-21,11864,13848,11459,12513,6168558,113094.0,7320000.0
2014-01-22,12553,13241,11378,11379,3980731,102846.0,7320000.0
2014-01-23,11702,11823,10608,10893,2307860,98454.0,7320000.0
2014-01-24,10973,11823,10932,11460,2981732,103578.0,7320000.0
2014-01-27,12917,13160,12553,13161,1980802,118950.0,7320000.0
2014-01-28,12674,12917,11216,11298,3221394,102114.0,7320000.0
2014-01-29,11540,11945,10932,11339,2295426,102480.0,7320000.0
2014-02-03,10973,11054,10122,10326,1378702,93330.0,7320000.0
2014-02-04,10122,10649,9920,9962,1182820,90036.0,7320000.0
2014-02-05,9961,10122,9799,9921,455880,89670.0,7320000.0
2014-02-06,9880,9880,9556,9597,539220,86742.0,7320000.0
2014-02-07,9758,9839,9637,9719,294488,87840.0,7320000.0
2014-02-10,9677,9718,9434,9476,326823,85644.0,7320000.0
2014-02-11,9515,9718,9434,9435,296835,85278.0,7320000.0
2014-02-12,9515,9556,9394,9435,214697,85278.0,7320000.0
2014-02-13,9475,9596,9434,9476,160046,85644.0,7320000.0
2014-02-14,9556,9596,9394,9435,177157,85278.0,7320000.0
2014-02-17,9718,9880,9475,9516,423319,86010.0,7320000.0
2014-02-18,9556,9556,9394,9435,156401,85278.0,7320000.0
2014-02-19,9434,9515,9313,9313,202704,84180.0,7320000.0
2014-02-20,9313,9353,9191,9354,219854,84546.0,7320000.0
2014-02-21,9313,9434,9272,9354,137759,84546.0,7320000.0
2014-02-24,9475,10325,9394,9678,1640482,87474.0,7320000.0
