국순당(043650),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-12-21,12700,12700,12500,12600,33221,223846.0,17765553.0
2004-12-22,12800,13050,12800,12950,81820,230064.0,17765553.0
2004-12-23,13000,13100,12800,12850,61468,228287.0,17765553.0
2004-12-24,12850,13000,12850,12900,13585,229176.0,17765553.0
2004-12-27,12950,13000,12900,12950,25821,230064.0,17765553.0
2004-12-28,13000,13000,12400,12450,61957,221181.0,17765553.0
2004-12-29,12500,12850,12450,12850,85332,228287.0,17765553.0
2004-12-30,12900,12950,12700,12800,20054,227399.0,17765553.0
2005-01-03,12800,12800,12500,12800,25344,227399.0,17765553.0
2005-01-04,12750,12850,12400,12450,89981,221181.0,17765553.0
2005-01-05,12450,12600,12400,12500,44360,222069.0,17765553.0
2005-01-06,12500,12650,12300,12650,80073,224734.0,17765553.0
2005-01-07,12700,12700,12500,12600,61314,223846.0,17765553.0
2005-01-10,12550,12600,12400,12500,52512,222069.0,17765553.0
2005-01-11,12400,12650,12400,12500,42685,222069.0,17765553.0
2005-01-12,12650,12700,12500,12500,52731,222069.0,17765553.0
2005-01-13,12500,12850,12500,12600,55758,223846.0,17765553.0
2005-01-14,12550,13000,12550,12850,47494,228287.0,17765553.0
2005-01-17,13000,13600,12850,13500,111540,239835.0,17765553.0
2005-01-18,13600,13900,13300,13550,92633,240723.0,17765553.0
2005-01-19,13700,14400,13500,14000,162390,248718.0,17765553.0
2005-01-20,14250,14250,13500,13600,59917,241612.0,17765553.0
2005-01-21,13450,13850,13350,13400,34501,238058.0,17765553.0
2005-01-24,13400,13700,13400,13500,52683,239835.0,17765553.0
2005-01-25,13750,13750,13050,13100,51593,232729.0,17765553.0
2005-01-26,13100,13350,13050,13300,43642,236282.0,17765553.0
2005-01-27,13300,13700,13300,13400,54027,238058.0,17765553.0
2005-01-28,13700,13800,13400,13650,47126,242500.0,17765553.0
2005-01-31,13650,13650,13400,13400,47496,238058.0,17765553.0
2005-02-01,13600,14500,13600,14100,227567,250494.0,17765553.0
2005-02-02,14300,14400,14000,14150,113003,251383.0,17765553.0
2005-02-03,14050,14250,13700,13800,62438,245165.0,17765553.0
2005-02-04,13600,13750,13400,13450,88387,238947.0,17765553.0
2005-02-07,13350,13950,13350,13750,96294,244276.0,17765553.0
2005-02-11,13800,13850,13350,13350,62803,237170.0,17765553.0
2005-02-14,13450,13900,13400,13800,74114,245165.0,17765553.0
2005-02-15,13900,14350,13850,14200,143265,252271.0,17765553.0
2005-02-16,14300,15100,14100,15000,297196,266483.0,17765553.0
2005-02-17,14900,14900,14050,14050,175719,249606.0,17765553.0
2005-02-18,14050,14100,13550,13750,143600,244276.0,17765553.0
2005-02-21,13800,14400,13800,14100,99513,250494.0,17765553.0
2005-02-22,14100,14700,14100,14450,118539,256712.0,17765553.0
2005-02-23,14250,14750,14000,14600,87348,259377.0,17765553.0
2005-02-24,14850,15800,14850,15600,303526,277143.0,17765553.0
2005-02-25,16000,16650,15600,16650,342683,295796.0,17765553.0
2005-02-28,17250,17250,16350,16850,167568,299350.0,17765553.0
2005-03-02,17300,18850,17300,18400,513127,326886.0,17765553.0
2005-03-03,18100,18100,16650,17050,291887,302903.0,17765553.0
2005-03-04,17000,17650,16900,17000,223120,302014.0,17765553.0
2005-03-07,16600,17150,16600,17000,102531,302014.0,17765553.0
2005-03-08,17050,17250,15800,15900,120885,282472.0,17765553.0
2005-03-09,15800,16950,15800,16850,74493,299350.0,17765553.0
2005-03-10,16900,17600,16600,17200,82267,305568.0,17765553.0
2005-03-11,17200,17200,16650,16750,62126,297573.0,17765553.0
2005-03-14,16650,16750,16100,16450,62905,292243.0,17765553.0
2005-03-15,16600,17150,16400,16600,125775,294908.0,17765553.0
2005-03-16,16450,16950,15650,16000,104894,284249.0,17765553.0
2005-03-17,15800,15900,15350,15350,72019,272701.0,17765553.0
2005-03-18,15350,15750,14550,14550,49150,258489.0,17765553.0
2005-03-21,14900,15700,14600,15200,97380,270036.0,17765553.0
2005-03-22,15300,15750,15200,15350,56075,272701.0,17765553.0
2005-03-23,15450,15700,14800,15600,49242,277143.0,17765553.0
2005-03-24,15950,17350,15850,16600,150691,294908.0,17765553.0
2005-03-25,17000,17100,16100,16650,60595,295796.0,17765553.0
2005-03-28,16500,16600,15700,15900,75855,282472.0,17765553.0
2005-03-29,16300,16400,16000,16400,55307,291355.0,17765553.0
2005-03-30,16000,16450,16000,16450,24729,292243.0,17765553.0
2005-03-31,16500,16650,15900,15950,93626,283361.0,17765553.0
2005-04-01,15550,16350,15500,16150,63898,286914.0,17765553.0
2005-04-04,16150,16350,16000,16050,23485,286626.0,17858304.0
2005-04-06,16050,16300,15850,15850,18530,283054.0,17858304.0
2005-04-07,15750,15900,15400,15700,81942,280375.0,17858304.0
2005-04-08,15800,15950,15350,15500,40958,276804.0,17858304.0
2005-04-11,15550,15750,15150,15150,30655,270553.0,17858304.0
2005-04-12,15200,15400,15150,15200,27212,271446.0,17858304.0
2005-04-13,15250,15350,15000,15050,22837,268767.0,17858304.0
2005-04-14,14900,15100,14550,14750,25605,263410.0,17858304.0
2005-04-15,14500,14800,14100,14250,35646,254481.0,17858304.0
2005-04-18,13800,14000,13400,13600,44626,242873.0,17858304.0
2005-04-19,13900,15550,13900,15550,77749,277697.0,17858304.0
2005-04-20,15550,15750,15050,15150,28535,270553.0,17858304.0
2005-04-21,15000,15350,14400,15350,19240,274125.0,17858304.0
2005-04-22,15600,15700,15300,15350,20675,274125.0,17858304.0
2005-04-25,15800,16300,15600,16150,81975,288412.0,17858304.0
2005-04-26,15800,16450,15700,15750,44354,281268.0,17858304.0
2005-04-27,15500,15500,14900,15000,58004,267875.0,17858304.0
2005-04-28,15300,15300,14700,14800,15389,264303.0,17858304.0
2005-04-29,14500,14900,14500,14800,11559,264303.0,17858304.0
2005-05-02,14950,15250,14450,14650,18106,261624.0,17858304.0
2005-05-03,14800,15300,14500,15100,19724,269660.0,17858304.0
2005-05-04,15100,16150,15100,16000,31572,285733.0,17858304.0
2005-05-06,15750,16000,15500,15550,17387,277697.0,17858304.0
2005-05-09,15550,16300,15100,15100,58052,269660.0,17858304.0
2005-05-10,15600,15700,14800,15000,53171,267875.0,17858304.0
2005-05-11,14900,15000,14650,14650,19053,261624.0,17858304.0
2005-05-12,14550,15000,14550,14750,17463,263410.0,17858304.0
2005-05-13,14350,14750,14350,14500,25110,258945.0,17858304.0
2005-05-16,14550,14800,14550,14650,19369,261624.0,17858304.0
2005-05-17,14500,14800,14300,14350,54643,256267.0,17858304.0
2005-05-18,14500,14500,14150,14150,31104,252695.0,17858304.0
2005-05-19,14350,14350,14100,14150,42792,252695.0,17858304.0
2005-05-20,14400,14400,14250,14300,26345,255374.0,17858304.0
2005-05-23,14450,14450,13950,14350,43800,256267.0,17858304.0
2005-05-24,14200,14300,13950,14000,68872,250016.0,17858304.0
2005-05-25,14150,14300,14000,14200,57589,253588.0,17858304.0
2005-05-26,14300,14350,14000,14050,54718,250909.0,17858304.0
2005-05-27,14250,14250,14100,14200,28139,253588.0,17858304.0
2005-05-30,14250,14300,14100,14250,30330,254481.0,17858304.0
2005-05-31,14300,14700,14300,14600,94668,260731.0,17858304.0
2005-06-01,14550,14550,14200,14250,49412,254481.0,17858304.0
2005-06-02,14400,14550,14350,14450,123391,258052.0,17858304.0
2005-06-03,14400,14750,14400,14500,79847,258945.0,17858304.0
2005-06-07,14500,14500,14050,14100,96195,251802.0,17858304.0
2005-06-08,14050,14150,13900,14000,111759,250016.0,17858304.0
2005-06-09,13950,14050,13900,14000,92518,250016.0,17858304.0
2005-06-10,14000,14300,14000,14150,48904,252695.0,17858304.0
2005-06-13,14250,14350,13900,14000,50794,250016.0,17858304.0
2005-06-14,14100,14100,13750,13750,46947,245552.0,17858304.0
2005-06-15,13500,13850,13500,13750,68729,245552.0,17858304.0
2005-06-16,13700,13900,13700,13750,32796,245552.0,17858304.0
2005-06-17,13700,13750,13500,13500,96335,241087.0,17858304.0
2005-06-20,13500,13600,13450,13500,38308,241087.0,17858304.0
2005-06-21,13500,13500,13050,13100,73100,233944.0,17858304.0
2005-06-22,12950,13100,12950,13050,61432,233051.0,17858304.0
2005-06-23,13050,13350,13050,13100,170486,233944.0,17858304.0
2005-06-24,13050,13400,13050,13250,168232,236623.0,17858304.0
2005-06-27,13250,13250,13100,13200,77524,235730.0,17858304.0
2005-06-28,13200,13600,13150,13600,129428,242873.0,17858304.0
2005-06-29,13600,13950,13450,13950,123271,249123.0,17858304.0
2005-06-30,14050,14300,13800,13950,199009,249123.0,17858304.0
2005-07-01,13850,14000,13700,13750,62920,245552.0,17858304.0
2005-07-04,13800,13950,13700,13750,55765,245552.0,17858304.0
2005-07-05,13800,14050,13800,13950,72445,249123.0,17858304.0
2005-07-06,14050,14100,13750,14000,98472,250016.0,17858304.0
2005-07-07,14000,14000,13700,13800,49208,246445.0,17858304.0
2005-07-08,13800,13850,13600,13650,48228,243766.0,17858304.0
2005-07-11,13600,13800,13600,13800,69177,246445.0,17858304.0
2005-07-12,13800,14100,13750,13950,57539,249123.0,17858304.0
2005-07-13,13950,14050,13600,13650,68313,243766.0,17858304.0
2005-07-14,13650,13800,13600,13800,51900,246445.0,17858304.0
2005-07-15,13900,14150,13900,14150,93382,252695.0,17858304.0
2005-07-18,14400,14450,14200,14400,104044,257160.0,17858304.0
2005-07-19,14450,14450,14200,14300,57552,255374.0,17858304.0
2005-07-20,14400,14900,14350,14550,160682,259838.0,17858304.0
2005-07-21,14600,14800,14100,14300,65075,255374.0,17858304.0
2005-07-22,14150,14200,13700,13900,58905,248230.0,17858304.0
2005-07-25,13850,14400,13800,14350,71507,256267.0,17858304.0
2005-07-26,14200,14600,14200,14500,54055,258945.0,17858304.0
2005-07-27,14800,14800,14250,14250,64899,254481.0,17858304.0
2005-07-28,14300,14550,14200,14300,46011,255374.0,17858304.0
2005-07-29,14300,14500,14000,14000,59583,250016.0,17858304.0
2005-08-01,13700,14350,13600,14300,93087,255374.0,17858304.0
2005-08-02,14400,14400,14200,14400,58058,257160.0,17858304.0
2005-08-03,14500,15200,14400,14950,159342,266982.0,17858304.0
2005-08-04,15000,15100,14400,14800,81075,264303.0,17858304.0
2005-08-05,15000,16600,14950,15700,577253,280375.0,17858304.0
2005-08-08,15700,15850,15050,15400,95107,275018.0,17858304.0
2005-08-09,15500,15550,15000,15250,88107,272339.0,17858304.0
2005-08-10,15300,15800,15200,15200,89764,271446.0,17858304.0
2005-08-11,15200,15450,15200,15400,58261,275018.0,17858304.0
2005-08-12,15550,15600,15000,15000,40048,267875.0,17858304.0
2005-08-16,15100,15300,15000,15050,28581,268767.0,17858304.0
2005-08-17,14950,15350,14850,15350,30894,274125.0,17858304.0
2005-08-18,15500,15500,14800,14850,49828,265196.0,17858304.0
2005-08-19,15000,15300,14900,15200,37745,271446.0,17858304.0
2005-08-22,15400,15500,15150,15400,29769,275018.0,17858304.0
2005-08-23,15300,15700,15300,15550,40318,277697.0,17858304.0
2005-08-24,15600,15750,15150,15200,29041,271446.0,17858304.0
2005-08-25,15050,15300,15000,15200,19513,271446.0,17858304.0
2005-08-26,15100,15400,14500,14700,105171,262517.0,17858304.0
2005-08-29,14200,14850,14100,14600,57109,260731.0,17858304.0
2005-08-30,14750,15100,14650,15000,51203,267875.0,17858304.0
2005-08-31,15000,15100,14800,15000,41596,267875.0,17858304.0
2005-09-01,14950,15350,14900,15200,31799,271446.0,17858304.0
2005-09-02,15200,15350,14950,15200,19443,271446.0,17858304.0
2005-09-05,15100,15700,15000,15450,62986,275911.0,17858304.0
2005-09-06,15500,15750,15350,15600,36237,278590.0,17858304.0
2005-09-07,15600,15650,15400,15450,28898,275911.0,17858304.0
2005-09-08,15600,15650,15400,15650,42494,279482.0,17858304.0
2005-09-09,15700,16200,15700,16150,107129,288412.0,17858304.0
2005-09-12,16300,16400,15950,16300,57719,291090.0,17858304.0
2005-09-13,16200,16300,15550,16150,34812,288412.0,17858304.0
2005-09-14,15900,15950,15650,15800,26761,282161.0,17858304.0
2005-09-15,15800,15900,15550,15800,24940,282161.0,17858304.0
2005-09-16,15650,15800,15300,15650,46383,279482.0,17858304.0
2005-09-20,15700,15700,15350,15450,34707,275911.0,17858304.0
2005-09-21,15400,15550,15150,15500,37360,276804.0,17858304.0
2005-09-22,15450,15500,15200,15250,28462,272339.0,17858304.0
2005-09-23,15250,15350,15000,15050,31414,268767.0,17858304.0
2005-09-26,15050,15450,15000,15350,54880,274125.0,17858304.0
2005-09-27,15350,15850,15350,15600,168752,278590.0,17858304.0
2005-09-28,15700,16100,15550,15800,167389,282161.0,17858304.0
2005-09-29,16000,16000,15650,15850,157838,283054.0,17858304.0
2005-09-30,16000,16000,15650,15950,77127,284840.0,17858304.0
2005-10-04,15950,15950,15450,15600,115764,278590.0,17858304.0
2005-10-05,15600,15600,15300,15300,71364,273232.0,17858304.0
2005-10-06,15100,15300,14800,14800,64109,264303.0,17858304.0
2005-10-07,14700,15200,14700,15200,42942,271446.0,17858304.0
2005-10-10,15200,15400,15100,15400,57245,275018.0,17858304.0
2005-10-11,15400,15400,14950,15000,112328,267875.0,17858304.0
2005-10-12,15000,15250,14950,15250,62655,272339.0,17858304.0
2005-10-13,15250,15300,14900,15200,35031,271446.0,17858304.0
2005-10-14,15050,15100,14700,14850,48504,265196.0,17858304.0
2005-10-17,14800,15350,14800,15250,91182,272339.0,17858304.0
2005-10-18,15400,15400,15100,15100,67891,269660.0,17858304.0
2005-10-19,15200,15200,14250,14550,63918,259838.0,17858304.0
2005-10-20,14750,15200,14650,15100,66453,269660.0,17858304.0
2005-10-21,15100,15200,14800,15000,42357,267875.0,17858304.0
2005-10-24,15000,15150,14750,15000,29277,267875.0,17858304.0
2005-10-25,15100,15300,15000,15250,49606,272339.0,17858304.0
2005-10-26,15300,15300,15050,15300,76823,273232.0,17858304.0
2005-10-27,15250,15400,15050,15350,51673,274125.0,17858304.0
2005-10-28,15300,15300,15050,15300,34742,273232.0,17858304.0
2005-10-31,15300,15600,15200,15500,164253,276804.0,17858304.0
2005-11-01,15450,16000,15450,15950,120128,284840.0,17858304.0
2005-11-02,16000,16150,15700,16150,50045,288412.0,17858304.0
2005-11-03,16050,16400,15950,16100,58000,287519.0,17858304.0
2005-11-04,16150,16150,15750,16000,41520,285733.0,17858304.0
2005-11-07,15950,16600,15950,16600,82317,296448.0,17858304.0
2005-11-08,16600,16800,16350,16550,55279,295555.0,17858304.0
2005-11-09,16400,16400,16200,16400,20228,292876.0,17858304.0
2005-11-10,16600,16600,15900,16150,76423,288412.0,17858304.0
2005-11-11,16000,16100,15700,16000,56551,285733.0,17858304.0
2005-11-14,15900,16150,15700,15900,43132,283947.0,17858304.0
2005-11-15,16000,16050,15350,15700,69411,280375.0,17858304.0
2005-11-16,15700,15800,15600,15700,88124,280375.0,17858304.0
2005-11-17,15650,15650,15200,15250,106207,272339.0,17858304.0
2005-11-18,15300,15500,14900,14950,160254,266982.0,17858304.0
2005-11-21,15000,15250,15000,15200,65933,271446.0,17858304.0
2005-11-22,15050,15600,14950,15350,84478,274125.0,17858304.0
2005-11-23,15500,15600,15250,15600,81975,278590.0,17858304.0
2005-11-24,15600,15700,15250,15250,31854,272339.0,17858304.0
2005-11-25,15500,16200,15350,16200,135487,289305.0,17858304.0
2005-11-28,16300,16600,15900,16550,120363,295555.0,17858304.0
2005-11-29,16350,16400,16000,16300,47662,291090.0,17858304.0
2005-11-30,16550,17200,16550,16800,136968,300020.0,17858304.0
2005-12-01,17100,17100,16600,17100,55749,305377.0,17858304.0
2005-12-02,17100,17200,16500,16550,44009,295555.0,17858304.0
2005-12-05,16250,16500,16000,16100,36664,287519.0,17858304.0
2005-12-06,16500,17350,16400,17000,145012,303591.0,17858304.0
2005-12-07,17000,17100,16200,16700,51377,298234.0,17858304.0
2005-12-08,16150,16550,16100,16250,36133,290197.0,17858304.0
2005-12-09,16400,16550,16200,16300,59199,291090.0,17858304.0
2005-12-12,16200,16800,16200,16700,36909,298234.0,17858304.0
2005-12-13,16700,16850,16600,16850,37715,300912.0,17858304.0
2005-12-14,17200,17250,16650,17000,31719,303591.0,17858304.0
2005-12-15,16800,17250,16700,17100,42869,305377.0,17858304.0
2005-12-16,16900,17150,16450,17150,66175,306270.0,17858304.0
2005-12-19,16850,17200,16800,16900,33634,301805.0,17858304.0
2005-12-20,16900,17000,16650,17000,22507,303591.0,17858304.0
2005-12-21,16750,16900,16650,16650,31377,297341.0,17858304.0
2005-12-22,16550,16800,16100,16150,46339,288412.0,17858304.0
2005-12-23,16150,16300,15700,15850,39894,283054.0,17858304.0
2005-12-26,15850,16300,15850,16300,22298,291090.0,17858304.0
2005-12-27,16250,16450,16050,16200,23349,289305.0,17858304.0
2005-12-28,16000,16200,15900,15900,13020,283947.0,17858304.0
2005-12-29,15900,16550,15900,16450,27666,293769.0,17858304.0
2006-01-02,16450,16550,16200,16250,24902,290197.0,17858304.0
2006-01-03,16300,16350,15700,16250,42978,290197.0,17858304.0
2006-01-04,16250,16550,15950,16500,58235,294662.0,17858304.0
2006-01-05,16500,16800,16300,16750,55103,299127.0,17858304.0
2006-01-06,16750,16950,16350,16600,56149,296448.0,17858304.0
2006-01-09,16900,17900,16450,17800,156949,317878.0,17858304.0
2006-01-10,17800,18450,17500,17500,167744,312520.0,17858304.0
2006-01-11,17600,17800,17200,17600,101790,314306.0,17858304.0
2006-01-12,17500,17800,16900,17450,177902,311627.0,17858304.0
2006-01-13,17100,17600,17100,17300,47073,308949.0,17858304.0
2006-01-16,17400,17600,17250,17400,41636,310734.0,17858304.0
2006-01-17,17700,17750,16700,16700,43779,298234.0,17858304.0
2006-01-18,16550,16900,15700,16900,80013,301805.0,17858304.0
2006-01-19,16600,16650,16300,16300,18694,291090.0,17858304.0
2006-01-20,16200,16700,15550,15600,48747,278590.0,17858304.0
2006-01-23,15600,16050,13500,15400,96650,275018.0,17858304.0
2006-01-24,15000,15600,14850,15550,34683,277697.0,17858304.0
2006-01-25,15400,15800,15300,15300,33917,273232.0,17858304.0
2006-01-26,15600,16100,15600,16100,65795,287519.0,17858304.0
2006-01-27,16050,16150,15700,15800,45090,282161.0,17858304.0
2006-01-31,15800,16650,15700,16250,60287,290197.0,17858304.0
2006-02-01,16100,16600,15950,16300,57886,291090.0,17858304.0
2006-02-02,16500,16800,16100,16650,40647,297341.0,17858304.0
2006-02-03,16250,16600,15800,15800,23853,282161.0,17858304.0
2006-02-06,15800,15800,15100,15450,16527,275911.0,17858304.0
2006-02-07,15400,15650,15300,15400,49718,275018.0,17858304.0
2006-02-08,15400,15400,14450,15000,83046,267875.0,17858304.0
2006-02-09,14900,15000,14550,14700,62977,262517.0,17858304.0
2006-02-10,15000,15000,14400,14550,45919,259838.0,17858304.0
2006-02-13,14550,14800,14400,14400,110438,257160.0,17858304.0
2006-02-14,14350,14550,14200,14500,47158,258945.0,17858304.0
2006-02-15,14750,14950,14550,14800,104910,264303.0,17858304.0
2006-02-16,14850,15100,14650,14800,45105,264303.0,17858304.0
2006-02-17,15050,15100,15000,15000,50202,267875.0,17858304.0
2006-02-20,15000,15000,14750,14800,55587,264303.0,17858304.0
2006-02-21,14950,14950,14700,14800,23511,264303.0,17858304.0
2006-02-22,14950,14950,14350,14500,61564,258945.0,17858304.0
2006-02-23,14550,14750,14500,14600,18709,260731.0,17858304.0
2006-02-24,14600,15000,14500,14950,46943,266982.0,17858304.0
2006-02-27,14850,15300,14800,15100,20284,269660.0,17858304.0
2006-02-28,15000,15700,15000,15550,33651,277697.0,17858304.0
2006-03-02,15600,15600,15400,15600,13047,278590.0,17858304.0
2006-03-03,15700,15700,15300,15400,18127,275018.0,17858304.0
2006-03-06,15850,16100,15700,15900,40871,283947.0,17858304.0
2006-03-07,16000,16000,15200,15800,16937,282161.0,17858304.0
2006-03-08,15600,15850,15400,15650,10449,279482.0,17858304.0
2006-03-09,15950,16200,15400,16200,19365,289305.0,17858304.0
2006-03-10,16300,16300,15700,15700,4112,280375.0,17858304.0
2006-03-13,15750,16150,15750,16000,6167,285733.0,17858304.0
2006-03-14,16250,16250,15700,15900,7698,283947.0,17858304.0
2006-03-15,15750,15950,15600,15650,26489,279482.0,17858304.0
2006-03-16,15700,15700,15550,15550,7275,277697.0,17858304.0
2006-03-17,15600,15600,15400,15500,7224,276804.0,17858304.0
2006-03-20,15400,15400,15150,15350,31046,274125.0,17858304.0
2006-03-21,15400,15450,15300,15300,4599,273232.0,17858304.0
2006-03-22,15300,15350,15000,15350,8441,274125.0,17858304.0
2006-03-23,15400,15500,15050,15100,9166,269660.0,17858304.0
2006-03-24,15250,15250,15000,15100,2069,269660.0,17858304.0
2006-03-27,15150,15150,14800,14900,10633,266089.0,17858304.0
2006-03-28,14800,15050,14650,15000,3399,267875.0,17858304.0
2006-03-29,14750,15050,14750,14950,7210,266982.0,17858304.0
2006-03-30,14950,15000,14850,14950,6307,266982.0,17858304.0
2006-03-31,14950,15100,14850,15000,46793,267875.0,17858304.0
2006-04-03,14950,15400,14950,14950,21981,266982.0,17858304.0
2006-04-04,15100,15150,14950,14950,21187,266982.0,17858304.0
2006-04-05,14950,15150,14950,14950,33952,266982.0,17858304.0
2006-04-06,15150,15150,14950,15000,19382,267875.0,17858304.0
2006-04-07,15100,15100,14800,14900,70830,266089.0,17858304.0
2006-04-10,14800,14800,14100,14600,208883,260731.0,17858304.0
2006-04-11,14350,14450,13900,14350,158884,256267.0,17858304.0
2006-04-12,14350,14350,13950,13950,115919,249123.0,17858304.0
2006-04-13,13950,14000,13450,13500,526348,241087.0,17858304.0
2006-04-14,13600,13900,13600,13800,128206,246445.0,17858304.0
2006-04-17,13900,13950,13700,13700,121047,244659.0,17858304.0
2006-04-18,13600,14350,13600,14100,209325,251802.0,17858304.0
2006-04-19,14250,14250,13800,13800,175319,246445.0,17858304.0
2006-04-20,13850,13900,13450,13500,180410,241087.0,17858304.0
2006-04-21,13500,13650,13500,13500,80234,241087.0,17858304.0
2006-04-24,13250,13400,13050,13150,74017,234837.0,17858304.0
2006-04-25,13050,13200,12950,13000,97192,232158.0,17858304.0
2006-04-26,13100,13450,13050,13350,363484,238408.0,17858304.0
2006-04-27,13300,13300,13000,13100,53199,233944.0,17858304.0
2006-04-28,13050,13100,12700,12700,115192,226800.0,17858304.0
2006-05-02,12500,12600,12250,12400,91015,221443.0,17858304.0
2006-05-03,12500,12650,12250,12400,100908,221443.0,17858304.0
2006-05-04,12350,12400,11900,12000,114333,214300.0,17858304.0
2006-05-08,12000,12150,11700,11700,78233,208942.0,17858304.0
2006-05-09,11600,12000,11550,11950,50655,213407.0,17858304.0
2006-05-10,11950,11950,11600,11800,34526,210728.0,17858304.0
2006-05-11,11700,11900,11550,11700,32319,208942.0,17858304.0
2006-05-12,11600,11750,11450,11650,23747,208049.0,17858304.0
2006-05-15,11450,11500,11200,11300,55855,201799.0,17858304.0
2006-05-16,11350,11450,10950,11000,46136,196441.0,17858304.0
2006-05-17,11000,11000,10450,10450,164956,186619.0,17858304.0
2006-05-18,10250,10450,10000,10300,165101,183941.0,17858304.0
2006-05-19,10450,11100,10400,10650,143076,190191.0,17858304.0
2006-05-22,10650,11200,10600,10800,115442,192870.0,17858304.0
2006-05-23,10950,11100,10650,10900,79625,194656.0,17858304.0
2006-05-24,10800,11000,10400,10600,82371,189298.0,17858304.0
2006-05-25,10600,10600,10150,10150,45857,181262.0,17858304.0
2006-05-26,10250,11250,10200,11000,240579,196441.0,17858304.0
2006-05-29,11200,11250,10800,10950,24690,195548.0,17858304.0
2006-05-30,11050,11050,10500,10700,31991,191084.0,17858304.0
2006-06-01,10500,10850,10450,10550,25776,188405.0,17858304.0
2006-06-02,10650,10750,10400,10700,20702,191084.0,17858304.0
2006-06-05,10600,10750,10300,10300,23360,183941.0,17858304.0
2006-06-07,10050,10950,10000,10850,57770,193763.0,17858304.0
2006-06-08,10800,10800,10100,10100,79664,180369.0,17858304.0
2006-06-09,10200,10800,10100,10400,93088,185726.0,17858304.0
2006-06-12,10500,10600,10350,10500,42491,187512.0,17858304.0
2006-06-13,10300,10400,10100,10150,31588,181262.0,17858304.0
2006-06-14,10050,10550,10000,10500,24689,187512.0,17858304.0
2006-06-15,10550,10700,10250,10350,34320,184833.0,17858304.0
2006-06-16,10600,10900,10500,10800,107941,192870.0,17858304.0
2006-06-19,10900,10900,10550,10600,16324,189298.0,17858304.0
2006-06-20,10450,10500,10200,10300,24514,183941.0,17858304.0
2006-06-21,10350,10550,10150,10250,15380,183048.0,17858304.0
2006-06-22,10350,10700,10350,10400,56934,185726.0,17858304.0
2006-06-23,10350,10350,10100,10200,13927,182155.0,17858304.0
2006-06-26,10200,10200,9900,9950,31179,177690.0,17858304.0
2006-06-27,10100,10100,9820,9890,24139,176619.0,17858304.0
2006-06-28,9700,9880,9630,9680,26471,172868.0,17858304.0
2006-06-29,9680,9940,9680,9760,11147,174297.0,17858304.0
2006-06-30,9900,9930,9810,9810,29509,175190.0,17858304.0
2006-07-03,9890,9890,9740,9810,17132,175190.0,17858304.0
2006-07-04,9810,9870,9750,9840,15416,175726.0,17858304.0
2006-07-05,9760,9840,9710,9780,15730,174654.0,17858304.0
2006-07-06,9760,9800,9690,9780,25204,174654.0,17858304.0
2006-07-07,9920,9920,9780,9840,11364,175726.0,17858304.0
2006-07-10,9850,9870,9750,9800,6559,175011.0,17858304.0
2006-07-11,10250,10250,9860,9890,10179,176619.0,17858304.0
2006-07-12,9900,9900,9750,9770,11746,174476.0,17858304.0
2006-07-13,9750,9750,9570,9570,20569,170904.0,17858304.0
2006-07-14,9500,9570,9100,9260,13884,165368.0,17858304.0
2006-07-18,9100,9300,9050,9120,8032,162868.0,17858304.0
2006-07-19,9030,9260,8990,9000,11338,160725.0,17858304.0
2006-07-20,9100,9270,9010,9050,15650,161618.0,17858304.0
2006-07-21,9000,9100,8910,9000,7688,160725.0,17858304.0
2006-07-24,9000,9020,8920,8960,7010,160010.0,17858304.0
2006-07-25,8960,9100,8910,8950,10898,159832.0,17858304.0
2006-07-26,8950,8980,8770,8770,24840,156617.0,17858304.0
2006-07-27,8520,8670,8520,8590,34822,153403.0,17858304.0
2006-07-28,8540,8790,8540,8770,13398,156617.0,17858304.0
2006-07-31,8850,8930,8770,8770,19508,156617.0,17858304.0
2006-08-01,8770,8900,8770,8780,19431,156796.0,17858304.0
2006-08-02,8800,8860,8770,8770,7222,156617.0,17858304.0
2006-08-03,8600,8670,8060,8100,49612,144652.0,17858304.0
2006-08-04,8100,8150,7770,7920,53715,141438.0,17858304.0
2006-08-07,7920,8070,7800,8000,20322,142866.0,17858304.0
2006-08-08,7940,8080,7920,8070,18590,144117.0,17858304.0
2006-08-09,8030,8090,7980,8080,10691,144295.0,17858304.0
2006-08-10,8080,8100,7970,8050,9325,143759.0,17858304.0
2006-08-11,8030,8290,8030,8220,11245,146795.0,17858304.0
2006-08-14,8220,8240,8100,8160,7613,145724.0,17858304.0
2006-08-16,8290,8290,8150,8200,8244,146438.0,17858304.0
2006-08-17,8280,8280,8140,8200,8390,146438.0,17858304.0
2006-08-18,8270,8270,7500,8160,27568,145724.0,17858304.0
2006-08-21,8200,8200,8090,8140,25009,145367.0,17858304.0
2006-08-22,8150,8190,8080,8140,27077,145367.0,17858304.0
2006-08-23,8170,8170,8060,8080,14773,144295.0,17858304.0
2006-08-24,8080,8080,7960,8040,15493,143581.0,17858304.0
2006-08-25,8020,8090,7970,7990,11148,142688.0,17858304.0
2006-08-28,7970,7980,7700,7850,31351,140188.0,17858304.0
2006-08-29,7940,7940,7710,7810,132261,139473.0,17858304.0
2006-08-30,7880,8200,7880,8100,36792,144652.0,17858304.0
2006-08-31,8100,8170,8000,8140,29280,145367.0,17858304.0
