엑시콘(092870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-28,16900,17000,16800,17000,1925,116000.0,6823500.0
2015-07-29,17000,17000,17000,17000,130,116000.0,6823500.0
2015-07-30,16600,17000,16600,17000,2250,116000.0,6823500.0
2015-07-31,17000,17000,16700,17000,8670,116000.0,6823500.0
2015-08-03,17000,17400,17000,17050,14847,116341.0,6823500.0
2015-08-04,17000,17000,17000,17000,501,116000.0,6823500.0
2015-08-05,17000,17500,17000,17500,9615,119411.0,6823500.0
2015-08-06,17100,18500,17100,18500,12125,126235.0,6823500.0
2015-08-07,19700,21250,18200,20900,26599,142611.0,6823500.0
2015-08-10,21000,22500,20000,20350,9179,138858.0,6823500.0
2015-08-11,21750,21750,20000,20450,2514,139541.0,6823500.0
2015-08-12,20000,20000,18000,19700,9138,134423.0,6823500.0
2015-08-13,19700,19700,19000,19500,1027,133058.0,6823500.0
2015-08-17,19500,20350,18700,19500,5143,133058.0,6823500.0
2015-08-18,19900,19900,18000,19400,7338,132376.0,6823500.0
2015-08-19,19700,19700,18000,18800,5007,128282.0,6823500.0
2015-08-20,19800,19800,19450,19450,131,132717.0,6823500.0
2015-08-21,17000,20000,17000,18850,1386,128623.0,6823500.0
2015-08-24,20000,20000,17100,18000,1212,122823.0,6823500.0
2015-08-25,20700,20700,18000,18700,29860,127599.0,6823500.0
2015-08-26,18700,18700,17500,18200,2102,124188.0,6823500.0
2015-08-27,18050,18650,17400,17800,94586,121458.0,6823500.0
2015-08-28,17500,17700,16300,17600,51168,120094.0,6823500.0
2015-08-31,17600,17600,17050,17600,5017,120094.0,6823500.0
2015-09-01,18500,18500,17000,17550,5267,119752.0,6823500.0
2015-09-02,16600,18000,16600,18000,6804,122823.0,6823500.0
2015-09-03,20500,20500,18000,18000,3,122823.0,6823500.0
2015-09-04,17000,17950,17000,17450,8034,119070.0,6823500.0
2015-09-07,17800,17800,16900,17450,2242,119070.0,6823500.0
2015-09-08,18000,18000,16600,17250,7054,117705.0,6823500.0
2015-09-09,17500,17750,16750,17350,2576,118388.0,6823500.0
2015-09-10,19950,19950,16800,17450,4142,119070.0,6823500.0
2015-09-11,17250,17300,16500,17200,485,117364.0,6823500.0
2015-09-14,19750,19750,16900,17200,511,117364.0,6823500.0
2015-09-15,16500,18000,16500,17500,7875,119411.0,6823500.0
2015-09-16,18850,18850,16800,17000,4290,116000.0,6823500.0
2015-09-17,17500,17500,16800,16900,2535,115317.0,6823500.0
2015-09-18,16900,17250,16900,17200,1789,117364.0,6823500.0
2015-09-21,16900,17000,16100,16950,4635,115658.0,6823500.0
2015-09-22,16950,17000,16350,16950,3198,115658.0,6823500.0
2015-09-23,16900,17200,16900,16900,5502,115317.0,6823500.0
2015-09-24,16950,17000,16200,17000,17449,116000.0,6823500.0
2015-09-25,16900,17200,16850,17200,1235,117364.0,6823500.0
2015-09-30,16950,16950,16700,16950,1100,115658.0,6823500.0
2015-10-01,16450,16800,16450,16750,2742,114294.0,6823500.0
2015-10-02,16500,16700,16150,16150,2400,110200.0,6823500.0
2015-10-05,16450,16450,15800,16250,674,110882.0,6823500.0
2015-10-06,16300,16300,15450,15450,4880,105423.0,6823500.0
2015-10-07,15900,16200,15200,16150,12188,110200.0,6823500.0
2015-10-08,15200,15950,13750,13900,38812,94847.0,6823500.0
2015-10-12,12150,12800,11850,11850,47716,80858.0,6823500.0
2015-10-13,12950,12950,11950,11950,12141,81541.0,6823500.0
2015-10-14,10900,11800,10200,10250,29289,69941.0,6823500.0
2015-10-15,10950,11300,10100,11300,10953,77106.0,6823500.0
2015-10-16,12800,12800,10800,11900,121,81200.0,6823500.0
2015-10-19,12000,12450,11800,12450,4692,84953.0,6823500.0
2015-10-20,11000,12250,11000,12150,1736,82906.0,6823500.0
2015-10-21,11800,12000,11050,12000,14477,81882.0,6823500.0
2015-10-22,10400,10400,8640,8650,1046244,76842.0,8883500.0
2015-10-23,8790,9370,8500,9280,442549,82439.0,8883500.0
2015-10-26,9190,9370,8980,9280,128161,82439.0,8883500.0
2015-10-27,9170,9320,9070,9320,78559,82794.0,8883500.0
2015-10-28,9320,9840,9270,9480,218413,84216.0,8883500.0
2015-10-29,9660,9660,9190,9370,36250,83238.0,8883500.0
2015-10-30,9410,9430,8830,9230,61133,81995.0,8883500.0
2015-11-02,9230,9230,8800,9050,41074,80396.0,8883500.0
2015-11-03,8900,8950,8500,8840,72347,78530.0,8883500.0
2015-11-04,8880,8880,8580,8580,39179,76220.0,8883500.0
2015-11-05,8610,8620,8300,8580,54816,76220.0,8883500.0
2015-11-06,8650,8650,8380,8510,27528,75599.0,8883500.0
2015-11-09,8530,8570,8100,8460,65996,75154.0,8883500.0
2015-11-10,8400,8400,7950,8150,69974,72401.0,8883500.0
2015-11-11,8150,8260,8010,8210,39516,72934.0,8883500.0
2015-11-12,8220,8380,8110,8270,36875,73467.0,8883500.0
2015-11-13,8080,8450,8010,8200,22514,72845.0,8883500.0
2015-11-16,8200,8250,7770,7820,74396,69469.0,8883500.0
2015-11-17,7990,7990,7310,7410,84792,65827.0,8883500.0
2015-11-18,7480,7900,7420,7810,41305,69380.0,8883500.0
2015-11-19,7950,7950,7590,7900,24834,70180.0,8883500.0
2015-11-20,7930,8300,7900,8000,48484,71068.0,8883500.0
2015-11-23,8310,8310,7850,8000,18544,71068.0,8883500.0
2015-11-24,7900,8090,7760,7990,26540,70979.0,8883500.0
2015-11-25,8000,8010,7770,7800,15693,69291.0,8883500.0
2015-11-26,7820,8390,7720,7980,175192,70890.0,8883500.0
2015-11-27,8140,8140,7870,7970,21623,70801.0,8883500.0
2015-11-30,7780,7970,7600,7830,19728,69558.0,8883500.0
2015-12-01,7740,7890,7700,7800,15895,69291.0,8883500.0
2015-12-02,7690,7840,7680,7800,12813,69291.0,8883500.0
2015-12-03,7810,7840,7700,7790,3760,69202.0,8883500.0
2015-12-04,7810,7810,7550,7640,12117,67870.0,8883500.0
2015-12-07,7720,7720,7410,7420,25845,65916.0,8883500.0
2015-12-08,7490,7490,7000,7190,25765,63872.0,8883500.0
2015-12-09,7200,7200,7000,7100,13373,63073.0,8883500.0
2015-12-10,7100,7100,6400,6540,99263,58098.0,8883500.0
2015-12-11,6550,6660,6400,6630,20873,58898.0,8883500.0
2015-12-14,6530,6590,6300,6400,10850,56854.0,8883500.0
2015-12-15,6500,6620,6330,6600,18840,58631.0,8883500.0
2015-12-16,6600,7100,6600,7060,23421,62718.0,8883500.0
2015-12-17,7060,7180,6900,7050,14254,62629.0,8883500.0
2015-12-18,7270,7270,6900,7060,14546,62718.0,8883500.0
2015-12-21,6910,7300,6910,7290,24331,64761.0,8883500.0
2015-12-22,7240,7480,7130,7260,47749,64494.0,8883500.0
2015-12-23,7220,7400,7000,7190,18680,63872.0,8883500.0
2015-12-24,7300,7300,7040,7050,34139,62629.0,8883500.0
2015-12-28,6900,7130,6800,7000,16972,62184.0,8883500.0
2015-12-29,6900,7100,6900,7080,8429,62895.0,8883500.0
2015-12-30,6970,7110,6940,7000,15448,62184.0,8883500.0
2016-01-04,7090,7210,6920,7190,49070,63872.0,8883500.0
2016-01-05,7170,8350,7150,8150,257001,72401.0,8883500.0
2016-01-06,8200,8940,8200,8780,225561,77997.0,8883500.0
2016-01-07,8870,8870,8100,8360,164246,74266.0,8883500.0
2016-01-08,8360,8380,7860,8290,53149,73644.0,8883500.0
2016-01-11,8300,8300,7960,8050,47775,71512.0,8883500.0
2016-01-12,7990,8260,7620,7750,59699,68847.0,8883500.0
2016-01-13,7800,8110,7630,7820,39292,69469.0,8883500.0
2016-01-14,7700,8330,7520,8260,69249,73378.0,8883500.0
2016-01-15,8470,8650,8150,8420,108878,74799.0,8883500.0
2016-01-18,8420,8560,8070,8380,58684,74444.0,8883500.0
2016-01-19,8400,9180,8380,8380,250117,74444.0,8883500.0
2016-01-20,8390,8390,7860,7960,103610,70713.0,8883500.0
2016-01-21,7800,7970,7320,7600,70664,67515.0,8883500.0
2016-01-22,7500,7750,7380,7500,49924,66626.0,8883500.0
2016-01-25,7490,7900,7400,7530,36580,66893.0,8883500.0
2016-01-26,7530,7530,7000,7200,110733,63961.0,8883500.0
2016-01-27,7200,7260,7080,7120,38981,63251.0,8883500.0
2016-01-28,7120,7150,6850,7010,57627,62273.0,8883500.0
2016-01-29,7000,7250,6870,7220,51589,64139.0,8883500.0
2016-02-01,7220,7370,7080,7190,28082,63872.0,8883500.0
2016-02-02,7180,7280,6950,7140,24643,63428.0,8883500.0
2016-02-03,7140,7140,6500,6620,43330,58809.0,8883500.0
2016-02-04,6820,7230,6660,7020,46882,62362.0,8883500.0
2016-02-05,7110,7110,6840,6850,20611,60852.0,8883500.0
2016-02-11,6600,6740,6330,6500,57760,57743.0,8883500.0
2016-02-12,6260,6500,5950,6070,61738,53923.0,8883500.0
2016-02-15,5970,6200,5970,6190,16726,54989.0,8883500.0
2016-02-16,6340,6350,6120,6250,6665,55522.0,8883500.0
2016-02-17,6360,6360,6000,6160,68356,54722.0,8883500.0
2016-02-18,6070,6230,5980,6020,34243,53479.0,8883500.0
2016-02-19,6090,6090,5970,6060,27800,53834.0,8883500.0
2016-02-22,6160,6320,6010,6280,30630,55788.0,8883500.0
2016-02-23,6290,6480,6000,6090,42830,54101.0,8883500.0
2016-02-24,6030,6190,6030,6190,30791,54989.0,8883500.0
2016-02-25,6330,7670,6230,7000,345144,62184.0,8883500.0
2016-02-26,7100,7200,6700,6990,93837,62096.0,8883500.0
2016-02-29,7030,7030,6650,6700,75814,59519.0,8883500.0
2016-03-02,7000,7000,6740,6940,57400,61651.0,8883500.0
2016-03-03,6870,7000,6810,6950,54366,61740.0,8883500.0
2016-03-04,7050,7530,7010,7490,171993,66537.0,8883500.0
2016-03-07,7490,7640,7390,7600,73244,67515.0,8883500.0
2016-03-08,7610,7610,7300,7500,50808,66626.0,8883500.0
2016-03-09,7450,7750,7360,7450,41386,66182.0,8883500.0
2016-03-10,7570,7600,7340,7410,47476,65827.0,8883500.0
2016-03-11,7600,7600,7250,7350,46958,65294.0,8883500.0
2016-03-14,7170,7450,7100,7220,32848,64139.0,8883500.0
2016-03-15,7290,7290,7070,7180,17323,63784.0,8883500.0
2016-03-16,7220,7220,6950,7050,35004,62629.0,8883500.0
2016-03-17,7100,7170,7020,7150,11610,63517.0,8883500.0
2016-03-18,7040,7230,7040,7230,87414,64228.0,8883500.0
2016-03-21,7530,7740,7210,7270,128691,64583.0,8883500.0
2016-03-22,7270,7350,7130,7300,56765,64850.0,8883500.0
2016-03-23,7290,7350,7220,7340,56910,65205.0,8883500.0
2016-03-24,7340,7640,7260,7480,75080,66449.0,8883500.0
2016-03-25,7500,7600,7300,7330,59141,65116.0,8883500.0
2016-03-28,7330,7390,7170,7290,78818,64761.0,8883500.0
2016-03-29,7250,7310,7120,7220,38446,64139.0,8883500.0
2016-03-30,7180,7340,7160,7340,25854,65205.0,8883500.0
2016-03-31,7340,7440,7180,7340,45465,65205.0,8883500.0
2016-04-01,7370,7430,7220,7220,41126,64139.0,8883500.0
2016-04-04,7230,7260,7000,7000,56010,62184.0,8883500.0
2016-04-05,7000,7140,6950,7120,31416,63251.0,8883500.0
2016-04-06,7050,7150,7050,7150,23059,63517.0,8883500.0
2016-04-07,7100,7190,7070,7070,16492,62806.0,8883500.0
2016-04-08,7110,7120,6950,7040,51621,62540.0,8883500.0
2016-04-11,7040,7090,6970,7000,28796,62184.0,8883500.0
2016-04-12,7050,7100,6990,7020,32106,62362.0,8883500.0
2016-04-14,7050,7750,7000,7570,350741,67248.0,8883500.0
2016-04-15,7500,7640,7490,7540,67961,66982.0,8883500.0
2016-04-18,7610,7750,7300,7660,158074,68048.0,8883500.0
2016-04-19,7720,7800,7600,7620,91549,67692.0,8883500.0
2016-04-20,7710,7820,7570,7640,86177,67870.0,8883500.0
2016-04-21,7670,7670,7500,7550,49180,67070.0,8883500.0
2016-04-22,7620,7680,7480,7570,25606,67248.0,8883500.0
2016-04-25,7470,7560,7450,7500,64973,66626.0,8883500.0
2016-04-26,7500,7530,7360,7410,62332,65827.0,8883500.0
2016-04-27,7400,7650,7400,7580,77675,67337.0,8883500.0
2016-04-28,7600,8900,7600,8400,1036309,74621.0,8883500.0
2016-04-29,8350,8350,7930,8120,189712,72134.0,8883500.0
2016-05-02,8130,9590,8100,8400,1292057,74621.0,8883500.0
2016-05-03,8320,9100,8320,8900,718697,79063.0,8883500.0
2016-05-04,8790,9440,8660,8850,374410,78619.0,8883500.0
2016-05-09,8880,9190,7990,8000,360970,71068.0,8883500.0
2016-05-10,8030,8410,7860,8010,266797,71157.0,8883500.0
2016-05-11,8010,8180,7900,8000,89169,71068.0,8883500.0
2016-05-12,8050,8070,7810,8000,79534,71068.0,8883500.0
2016-05-13,8160,8250,7920,8160,112772,72489.0,8883500.0
2016-05-16,7910,7910,7520,7550,237472,67070.0,8883500.0
2016-05-17,7550,7620,6990,7050,229172,62629.0,8883500.0
2016-05-18,7090,7250,6910,6930,83513,61563.0,8883500.0
2016-05-19,7010,7010,6640,6690,60589,59431.0,8883500.0
2016-05-20,6610,6850,6610,6830,47053,60674.0,8883500.0
2016-05-23,6840,6950,6810,6910,22739,61385.0,8883500.0
2016-05-24,7000,7120,6910,7080,47359,62895.0,8883500.0
2016-05-25,7070,7310,6970,7310,103494,64938.0,8883500.0
2016-05-26,7250,7250,6970,6970,50400,61918.0,8883500.0
2016-05-27,7010,7050,6850,6910,18040,61385.0,8883500.0
2016-05-30,6910,6940,6800,6820,16978,60585.0,8883500.0
2016-05-31,6950,6950,6820,6930,17710,61563.0,8883500.0
2016-06-01,6850,6990,6850,6930,19601,61563.0,8883500.0
2016-06-02,6940,7150,6920,7090,22568,62984.0,8883500.0
2016-06-03,7170,7180,7010,7170,36278,63695.0,8883500.0
2016-06-07,7180,7440,7110,7360,72581,65383.0,8883500.0
2016-06-08,7390,7390,7210,7230,43779,64228.0,8883500.0
2016-06-09,7250,7270,7060,7190,51203,63872.0,8883500.0
2016-06-10,7200,7270,7060,7250,33522,64405.0,8883500.0
2016-06-13,7230,7290,7070,7150,30290,63517.0,8883500.0
2016-06-14,7160,7190,7050,7070,24120,62806.0,8883500.0
2016-06-15,7190,7190,6860,7120,45952,63251.0,8883500.0
2016-06-16,7070,7180,6900,6970,40049,61918.0,8883500.0
2016-06-17,7200,7290,6980,7200,63293,63961.0,8883500.0
2016-06-20,7260,7350,7210,7290,50685,64761.0,8883500.0
2016-06-21,7400,7400,7250,7250,23386,64405.0,8883500.0
2016-06-22,7300,7320,7150,7210,42462,64050.0,8883500.0
2016-06-23,7200,7200,6980,7020,45280,62362.0,8883500.0
2016-06-24,6970,7110,6120,6950,185858,61740.0,8883500.0
2016-06-27,6570,6890,6570,6750,59248,59964.0,8883500.0
2016-06-28,6730,6830,6550,6820,60823,60585.0,8883500.0
2016-06-29,6950,8040,6800,7770,418274,69025.0,8883500.0
2016-06-30,7900,8150,7760,8060,368002,71601.0,8883500.0
2016-07-01,8100,8290,7910,8150,191516,72401.0,8883500.0
2016-07-04,8240,8460,7880,8190,282112,72756.0,8883500.0
2016-07-05,8450,8470,8080,8160,147589,72489.0,8883500.0
2016-07-06,8280,8280,7830,8170,138430,72578.0,8883500.0
2016-07-07,8200,8770,7800,8300,387218,73733.0,8883500.0
2016-07-08,8400,8750,8180,8520,363092,75687.0,8883500.0
2016-07-11,8630,9100,8510,9040,453275,80307.0,8883500.0
2016-07-12,9000,9400,8830,9390,447777,83416.0,8883500.0
2016-07-13,9540,9870,9340,9550,394953,84837.0,8883500.0
2016-07-14,9590,9890,9220,9750,278344,86614.0,8883500.0
2016-07-15,9820,10050,9550,9680,207476,85992.0,8883500.0
2016-07-18,9680,9800,9130,9460,320877,84038.0,8883500.0
2016-07-19,9500,10950,9430,10500,1463260,93277.0,8883500.0
2016-07-20,10350,10500,9820,10000,467360,88835.0,8883500.0
2016-07-21,10000,11100,10000,10450,946129,92833.0,8883500.0
2016-07-22,10550,10650,10200,10500,219941,93277.0,8883500.0
2016-07-25,10750,10750,9990,10150,207984,90168.0,8883500.0
2016-07-26,10200,10200,9720,10200,232536,90612.0,8883500.0
2016-07-27,10100,10200,9700,9790,206771,86969.0,8883500.0
2016-07-28,9940,10750,9690,10600,322137,94165.0,8883500.0
2016-07-29,10450,10850,10050,10350,205265,91944.0,8883500.0
2016-08-01,10300,11300,10300,10950,575135,97274.0,8883500.0
2016-08-02,11150,12250,11100,11950,964420,106158.0,8883500.0
2016-08-03,11900,12000,11500,11550,387837,102604.0,8883500.0
2016-08-04,11650,12100,11200,11450,272639,101716.0,8883500.0
2016-08-05,11400,12300,11050,11950,525418,106158.0,8883500.0
2016-08-08,12050,12550,11650,11950,380249,106158.0,8883500.0
2016-08-09,11950,11950,11250,11300,201141,100384.0,8883500.0
2016-08-10,11300,11450,10850,11100,315469,98607.0,8883500.0
2016-08-11,11100,11250,10350,10650,324097,94609.0,8883500.0
2016-08-12,10650,11050,10500,10650,221463,94609.0,8883500.0
2016-08-16,10750,10800,9980,9990,232026,88746.0,8883500.0
2016-08-17,9810,10450,9810,10300,219982,91500.0,8883500.0
2016-08-18,10200,10600,10050,10550,188010,93721.0,8883500.0
2016-08-19,10600,10950,10300,10300,144818,91500.0,8883500.0
2016-08-22,10450,10450,9980,9980,120172,88657.0,8883500.0
2016-08-23,9850,10450,9850,10400,176770,92388.0,8883500.0
2016-08-24,10500,10500,10050,10050,100541,89279.0,8883500.0
2016-08-25,10150,10300,9960,10000,105039,88835.0,8883500.0
2016-08-26,10150,10150,9860,9900,57522,87947.0,8883500.0
2016-08-29,9630,9860,9250,9250,160715,82172.0,8883500.0
2016-08-30,9270,9600,9010,9150,140432,81284.0,8883500.0
2016-08-31,9090,9320,8650,9250,163558,82172.0,8883500.0
2016-09-01,9430,9540,9050,9540,74091,84749.0,8883500.0
2016-09-02,9570,9590,9250,9580,90329,85104.0,8883500.0
2016-09-05,9580,10250,9450,10050,220061,89279.0,8883500.0
2016-09-06,10050,10200,9900,10050,56571,89279.0,8883500.0
2016-09-07,10050,10100,9800,9940,54433,88302.0,8883500.0
2016-09-08,9880,9990,9300,9960,90664,88480.0,8883500.0
2016-09-09,9900,10100,9540,9540,49386,84749.0,8883500.0
2016-09-12,9200,9540,9050,9160,61356,81373.0,8883500.0
