그린플러스(186230),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-12-20,4800,5200,4800,5200,200,12259.0,2357500.0
2013-12-23,4450,4450,4450,4450,200,10491.0,2357500.0
2013-12-24,0,0,0,4740,0,11175.0,2357500.0
2013-12-26,0,0,0,4740,0,11175.0,2357500.0
2013-12-27,0,0,0,4740,0,,
2013-12-30,0,0,0,4740,0,,
2014-01-02,0,0,0,4750,0,11198.0,2357500.0
2014-01-03,0,0,0,4750,0,11198.0,2357500.0
2014-01-06,0,0,0,4750,0,,
2014-01-07,0,0,0,4750,0,,
2014-01-08,0,0,0,4750,0,,
2014-01-09,0,0,0,4750,0,,
2014-01-10,0,0,0,4750,0,,
2014-01-13,0,0,0,4750,0,,
2014-01-14,0,0,0,4750,0,,
2014-01-15,0,0,0,4750,0,,
2014-01-16,0,0,0,4750,0,,
2014-01-17,0,0,0,4750,0,,
2014-01-20,0,0,0,4750,0,,
2014-01-21,0,0,0,4750,0,,
2014-01-22,0,0,0,4750,0,,
2014-01-23,0,0,0,4750,0,,
2014-01-24,0,0,0,4750,0,,
2014-01-27,0,0,0,4750,0,,
2014-01-28,0,0,0,4750,0,,
2014-01-29,0,0,0,4750,0,,
2014-02-03,0,0,0,4750,0,,
2014-02-04,0,0,0,4750,0,,
2014-02-05,0,0,0,4750,0,,
2014-02-06,0,0,0,4750,0,,
2014-02-07,0,0,0,4750,0,,
2014-02-10,0,0,0,4750,0,,
2014-02-11,0,0,0,4750,0,,
2014-02-12,0,0,0,4750,0,,
2014-02-13,0,0,0,4750,0,,
2014-02-14,0,0,0,4750,0,,
2014-02-17,0,0,0,4750,0,,
2014-02-18,0,0,0,4750,0,,
2014-02-19,0,0,0,4750,0,,
2014-02-20,0,0,0,4750,0,,
2014-02-21,0,0,0,4750,0,,
2014-02-24,0,0,0,4750,0,,
2014-02-25,0,0,0,4750,0,,
2014-02-26,0,0,0,4750,0,,
2014-02-27,0,0,0,4750,0,,
2014-02-28,0,0,0,4750,0,,
2014-03-03,0,0,0,4750,0,,
2014-03-04,0,0,0,4750,0,,
2014-03-05,0,0,0,4750,0,,
2014-03-06,0,0,0,4750,0,,
2014-03-07,0,0,0,4750,0,,
2014-03-10,0,0,0,4750,0,,
2014-03-11,0,0,0,4750,0,,
2014-03-12,0,0,0,4750,0,,
2014-03-13,0,0,0,4750,0,,
2014-03-14,0,0,0,4750,0,,
2014-03-17,0,0,0,4750,0,,
2014-03-18,0,0,0,4750,0,,
2014-03-19,0,0,0,4750,0,,
2014-03-20,0,0,0,4750,0,,
2014-03-21,0,0,0,4750,0,,
2014-03-24,0,0,0,4750,0,,
2014-03-25,0,0,0,4750,0,,
2014-03-26,0,0,0,4750,0,,
2014-03-27,0,0,0,4750,0,,
2014-03-28,0,0,0,4750,0,,
2014-03-31,0,0,0,4750,0,,
2014-04-01,0,0,0,4750,0,,
2014-04-02,0,0,0,4750,0,,
2014-04-03,0,0,0,4750,0,,
2014-04-04,0,0,0,4750,0,,
2014-04-07,0,0,0,4750,0,,
2014-04-08,0,0,0,4750,0,,
2014-04-09,0,0,0,4750,0,,
2014-04-10,0,0,0,4750,0,,
2014-04-11,0,0,0,4750,0,,
2014-04-14,0,0,0,4750,0,,
2014-04-15,0,0,0,4750,0,,
2014-04-16,0,0,0,4750,0,,
2014-04-17,0,0,0,4750,0,,
2014-04-18,0,0,0,4750,0,,
2014-04-21,0,0,0,4750,0,,
2014-04-22,0,0,0,4750,0,,
2014-04-23,0,0,0,4750,0,,
2014-04-24,0,0,0,4750,0,,
2014-04-25,0,0,0,4750,0,,
2014-04-28,0,0,0,4750,0,,
2014-04-29,0,0,0,4750,0,,
2014-04-30,0,0,0,4750,0,,
2014-05-02,0,0,0,4750,0,,
2014-05-07,0,0,0,4750,0,,
2014-05-08,0,0,0,4750,0,,
2014-05-09,0,0,0,4750,0,,
2014-05-12,0,0,0,4750,0,,
2014-05-13,0,0,0,4750,0,,
2014-05-14,0,0,0,4750,0,,
2014-05-15,0,0,0,4750,0,,
2014-05-16,0,0,0,4750,0,,
2014-05-19,0,0,0,4750,0,,
2014-05-20,0,0,0,4750,0,,
2014-05-21,0,0,0,4750,0,,
2014-05-22,0,0,0,4750,0,,
2014-05-23,0,0,0,4750,0,,
2014-05-26,0,0,0,4750,0,,
2014-05-27,0,0,0,4750,0,,
2014-05-28,0,0,0,4750,0,,
2014-05-29,0,0,0,4750,0,,
2014-05-30,0,0,0,4750,0,,
2014-06-02,0,0,0,4750,0,,
2014-06-03,0,0,0,4750,0,,
2014-06-05,0,0,0,4750,0,,
2014-06-09,0,0,0,4750,0,,
2014-06-10,0,0,0,4750,0,,
2014-06-11,0,0,0,4750,0,,
2014-06-12,0,0,0,4750,0,,
2014-06-13,0,0,0,4750,0,,
2014-06-16,0,0,0,4750,0,,
2014-06-17,0,0,0,4750,0,,
2014-06-18,0,0,0,4750,0,,
2014-06-19,0,0,0,4750,0,,
2014-06-20,0,0,0,4750,0,,
2014-06-23,4750,4750,4750,4750,0,,
2014-06-24,4750,4750,4750,4750,0,,
2014-06-25,4750,4750,4750,4750,0,,
2014-06-26,4750,4750,4750,4750,0,,
2014-06-27,4750,4750,4750,4750,0,,
2014-06-30,4750,4750,4750,4750,0,,
2014-07-01,4750,4750,4750,4750,0,,
2014-07-02,4750,4750,4750,4750,0,,
2014-07-03,4750,4750,4750,4750,0,,
2014-07-04,4800,4800,4800,4800,0,11316.0,2357500.0
2014-07-07,4800,4800,4800,4800,0,11316.0,2357500.0
2014-07-08,4800,4800,4800,4800,0,,
2014-07-09,4800,4800,4800,4800,0,,
2014-07-10,4800,4800,4800,4800,0,,
2014-07-11,4800,4800,4800,4800,0,,
2014-07-14,4800,4800,4800,4800,0,,
2014-07-15,4800,4800,4800,4800,0,,
2014-07-16,4800,4800,4800,4800,0,,
2014-07-17,4800,4800,4800,4800,0,,
2014-07-18,4800,4800,4800,4800,0,,
2014-07-21,4800,4800,4800,4800,0,,
2014-07-22,4800,4800,4800,4800,0,,
2014-07-23,4800,4800,4800,4800,0,,
2014-07-24,4800,4800,4800,4800,0,,
2014-07-25,4800,4800,4800,4800,0,,
2014-07-28,4800,4800,4800,4800,0,,
2014-07-29,4800,4800,4800,4800,0,,
2014-07-30,4800,4800,4800,4800,0,,
2014-07-31,4800,4800,4800,4800,0,,
2014-08-01,4800,4800,4800,4800,0,,
2014-08-04,4800,4800,4800,4800,0,,
2014-08-05,4800,4800,4800,4800,0,,
2014-08-06,4800,4800,4800,4800,0,,
2014-08-07,4800,4800,4800,4800,0,,
2014-08-08,4800,4800,4800,4800,0,,
2014-08-11,4800,4800,4800,4800,0,,
2014-08-12,4800,4800,4800,4800,0,,
2014-08-13,4800,4800,4800,4800,0,,
2014-08-14,4800,4800,4800,4800,0,,
2014-08-18,4800,4800,4800,4800,0,,
2014-08-19,4800,4800,4800,4800,0,,
2014-08-20,4800,4800,4800,4800,0,,
2014-08-21,4800,4800,4800,4800,0,,
2014-08-22,4800,4800,4800,4800,0,,
2014-08-25,4800,4800,4800,4800,0,,
2014-08-26,4800,4800,4800,4800,0,,
2014-08-27,4800,4800,4800,4800,0,,
2014-08-28,4800,4800,4800,4800,0,,
2014-08-29,4800,4800,4800,4800,0,,
2014-09-01,4800,4800,4800,4800,0,,
2014-09-02,4800,4800,4800,4800,0,,
2014-09-03,4800,4800,4800,4800,0,,
2014-09-04,4800,4800,4800,4800,0,,
2014-09-05,4800,4800,4800,4800,0,,
2014-09-11,5000,5000,5000,5000,200,11788.0,2357500.0
2014-09-12,5000,5000,5000,5000,0,11788.0,2357500.0
2014-09-15,5000,5000,5000,5000,0,,
2014-09-16,5000,5000,5000,5000,0,,
2014-09-17,5000,5000,5000,5000,0,,
2014-09-18,5000,5000,5000,5000,0,,
2014-09-19,5000,5000,5000,5000,0,,
2014-09-22,5000,5000,5000,5000,0,,
2014-09-23,5000,5000,5000,5000,0,,
2014-09-24,5000,5000,5000,5000,0,,
2014-09-25,5000,5000,5000,5000,0,,
2014-09-26,5000,5000,5000,5000,0,,
2014-09-29,5000,5000,5000,5000,0,,
2014-09-30,5000,5000,5000,5000,0,,
2014-10-01,5000,5000,5000,5000,0,,
2014-10-02,5000,5000,5000,5000,0,,
2014-10-06,5000,5000,5000,5000,0,,
2014-10-07,5000,5000,5000,5000,0,,
2014-10-08,5000,5000,5000,5000,0,,
2014-10-10,5000,5000,5000,5000,0,,
2014-10-13,5000,5000,5000,5000,0,,
2014-10-14,5000,5000,5000,5000,0,,
