코디(080530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-09-08,10060,10200,9740,9930,731463,42898.0,8640000.0
2011-09-09,9470,9620,9160,9170,265640,39614.0,8640000.0
2011-09-14,9490,10540,9490,10540,359371,45533.0,8640000.0
2011-09-15,11000,12000,10600,11260,2128906,48643.0,8640000.0
2011-09-16,11600,11900,10660,10800,1372102,46656.0,8640000.0
2011-09-19,10960,12420,10560,11960,2460450,51667.0,8640000.0
2011-09-20,11700,12420,11440,12300,1293275,53136.0,8640000.0
2011-09-21,12460,12520,11920,12020,642567,51926.0,8640000.0
2011-09-22,11500,11900,11180,11260,406417,48643.0,8640000.0
2011-09-23,10640,10780,9830,9830,399536,42466.0,8640000.0
2011-09-26,10160,10400,8500,8880,403600,38362.0,8640000.0
2011-09-27,9220,9680,9220,9680,297896,41818.0,8640000.0
2011-09-28,9720,9900,9320,9330,266648,40306.0,8640000.0
2011-09-29,9040,9700,9040,9500,194337,41040.0,8640000.0
2011-09-30,9600,10920,9570,10520,979915,45446.0,8640000.0
2011-10-04,9700,10100,9620,10100,267419,43632.0,8640000.0
2011-10-05,10300,11120,10040,10080,616710,43546.0,8640000.0
2011-10-06,10600,10960,10240,10380,314455,44842.0,8640000.0
2011-10-07,10780,11080,10360,10720,388137,46310.0,8640000.0
2011-10-10,10900,11800,10720,11520,577033,49766.0,8640000.0
2011-10-11,11760,12280,11380,11400,654366,49248.0,8640000.0
2011-10-12,11500,12520,11480,11900,912370,51408.0,8640000.0
2011-10-13,12240,12440,11560,11560,741324,49939.0,8640000.0
2011-10-14,11600,11640,10840,11360,395818,49075.0,8640000.0
2011-10-17,11600,11600,11240,11320,210125,48902.0,8640000.0
2011-10-18,11160,11920,10820,11700,353996,50544.0,8640000.0
2011-10-19,12440,12480,11820,11820,582951,51062.0,8640000.0
2011-10-20,11800,12100,11000,11000,276093,47520.0,8640000.0
2011-10-21,11200,11600,11180,11440,150609,49421.0,8640000.0
2011-10-24,11620,12260,11480,12200,495731,52704.0,8640000.0
2011-10-25,12280,12400,11800,11800,228596,50976.0,8640000.0
2011-10-26,11600,11920,11360,11800,195175,50976.0,8640000.0
2011-10-27,11900,13360,11840,12800,1185545,55296.0,8640000.0
2011-10-28,13000,13060,12160,12500,390691,54000.0,8640000.0
2011-10-31,12680,12980,12320,12480,274717,53914.0,8640000.0
2011-11-01,12300,12800,12160,12280,222529,53050.0,8640000.0
2011-11-02,11800,11940,11400,11860,236772,51235.0,8640000.0
2011-11-03,12000,12060,11420,11460,185136,49507.0,8640000.0
2011-11-04,11720,12120,11680,12080,169499,52186.0,8640000.0
2011-11-07,12160,12600,11980,12500,282467,54000.0,8640000.0
2011-11-08,12760,12860,12100,12100,233382,52272.0,8640000.0
2011-11-09,12180,12380,12000,12060,172420,52099.0,8640000.0
2011-11-10,11540,11780,11120,11300,238036,48816.0,8640000.0
2011-11-11,11420,11540,10780,11280,265621,48730.0,8640000.0
2011-11-14,11440,11840,11420,11620,141668,50198.0,8640000.0
2011-11-15,11600,11900,11220,11420,141007,49334.0,8640000.0
2011-11-16,11460,11600,10980,11180,142404,48298.0,8640000.0
2011-11-17,11140,11260,10900,11200,103751,48384.0,8640000.0
2011-11-18,11080,11200,10900,11100,85489,47952.0,8640000.0
2011-11-21,11140,11280,10860,10880,54302,47002.0,8640000.0
2011-11-22,10620,11080,10540,11080,95338,47866.0,8640000.0
2011-11-23,11240,11240,10460,10780,102978,46570.0,8640000.0
2011-11-24,10540,10920,10540,10860,56779,46915.0,8640000.0
2011-11-25,10960,10960,10220,10480,60439,45274.0,8640000.0
2011-11-28,10520,10640,8930,10460,69393,45187.0,8640000.0
2011-11-29,10580,10600,10260,10320,91704,44582.0,8640000.0
2011-11-30,10340,10600,10300,10320,57416,44582.0,8640000.0
2011-12-01,10580,10760,10460,10520,94796,45446.0,8640000.0
2011-12-02,10500,10620,10400,10500,38834,45360.0,8640000.0
2011-12-05,10440,11140,10440,10920,99413,47174.0,8640000.0
2011-12-06,10920,10940,10500,10660,63286,46051.0,8640000.0
2011-12-07,10620,10820,10520,10800,73466,46656.0,8640000.0
2011-12-08,10740,10900,10200,10520,117898,45446.0,8640000.0
2011-12-09,10300,10540,10200,10320,52985,44582.0,8640000.0
2011-12-12,10500,11000,10360,10980,143221,47434.0,8640000.0
2011-12-13,10860,10900,10600,10840,93549,46829.0,8640000.0
2011-12-14,10880,11540,10760,11400,301123,49248.0,8640000.0
2011-12-15,11280,11540,10760,10760,231273,46483.0,8640000.0
2011-12-16,11000,11120,10720,11100,156595,47952.0,8640000.0
2011-12-19,11160,11300,9740,10560,407069,45619.0,8640000.0
2011-12-20,10620,11040,10560,11040,136071,47693.0,8640000.0
2011-12-21,11260,12060,11180,11600,651537,50112.0,8640000.0
2011-12-22,11620,12060,11460,11940,329707,51581.0,8640000.0
2011-12-23,12200,12660,11800,12580,1233833,54346.0,8640000.0
2011-12-26,12680,12800,12280,12380,472137,53482.0,8640000.0
2011-12-27,12400,13800,11660,12760,795164,55123.0,8640000.0
2011-12-28,13100,13820,12860,12980,921788,56074.0,8640000.0
2011-12-29,12980,13800,12980,13560,1259377,58579.0,8640000.0
2012-01-02,13700,13740,13060,13360,558771,57715.0,8640000.0
2012-01-03,13400,13500,12900,13240,548659,57197.0,8640000.0
2012-01-04,13120,13380,12880,13040,374040,56333.0,8640000.0
2012-01-05,13120,13120,12640,12700,366676,54864.0,8640000.0
2012-01-06,12900,12900,12260,12380,327318,53482.0,8640000.0
2012-01-09,12480,13740,12380,13220,1384610,57110.0,8640000.0
2012-01-10,13220,13620,12900,13500,775852,58320.0,8640000.0
2012-01-11,13460,13580,13000,13400,431578,57888.0,8640000.0
2012-01-12,13600,13980,12360,12420,1181532,53654.0,8640000.0
2012-01-13,12460,12480,11960,12000,572532,51840.0,8640000.0
2012-01-16,11880,12200,11660,11660,310321,50371.0,8640000.0
2012-01-17,11760,12040,11700,11900,191724,51658.0,8682016.0
2012-01-18,11980,12180,11520,11520,185224,50008.0,8682016.0
2012-01-19,11600,11760,11160,11700,162975,50790.0,8682016.0
2012-01-20,11640,11820,11480,11520,166886,50008.0,8682016.0
2012-01-25,11600,11820,11440,11600,115451,50356.0,8682016.0
2012-01-26,11680,11680,11460,11540,88331,50095.0,8682016.0
2012-01-27,11520,11580,11260,11560,221443,50182.0,8682016.0
2012-01-30,12020,12180,11680,11680,496214,50703.0,8682016.0
2012-01-31,11660,11960,11660,11760,116346,51050.0,8682016.0
2012-02-01,11900,11900,11640,11760,134531,51050.0,8682016.0
2012-02-02,11900,11920,11500,11580,159153,50269.0,8682016.0
2012-02-03,11600,11720,11400,11500,151096,49922.0,8682016.0
2012-02-06,11540,11600,11340,11360,133623,49314.0,8682016.0
2012-02-07,11360,11360,11100,11180,149399,48532.0,8682016.0
2012-02-08,11180,11500,11180,11260,112963,48880.0,8682016.0
2012-02-09,11300,11400,11200,11260,104964,48880.0,8682016.0
2012-02-10,11320,11900,11300,11640,262400,50529.0,8682016.0
2012-02-13,11540,11780,11440,11760,215866,51050.0,8682016.0
2012-02-14,11820,12400,11740,12020,537526,52179.0,8682016.0
2012-02-15,12240,12340,11860,12000,195969,52092.0,8682016.0
2012-02-16,12020,12260,11780,11820,167204,51311.0,8682016.0
2012-02-17,12000,12060,11780,11840,88003,51398.0,8682016.0
2012-02-20,11900,12260,11840,12160,193788,52787.0,8682016.0
2012-02-21,12220,13040,12120,12760,861587,55391.0,8682016.0
2012-02-22,12760,12980,12600,12680,166579,55044.0,8682016.0
2012-02-23,12900,13260,12800,13080,347580,56780.0,8682016.0
2012-02-24,13100,13100,12420,12760,222125,55391.0,8682016.0
2012-02-27,12840,13800,12800,13160,773869,57128.0,8682016.0
2012-02-28,13040,13560,12940,13480,341095,58517.0,8682016.0
2012-02-29,13700,13700,13280,13500,197490,58604.0,8682016.0
2012-03-02,13580,13780,13300,13500,299949,58604.0,8682016.0
2012-03-05,13040,13180,11900,12140,768216,52700.0,8682016.0
2012-03-06,11960,11960,11540,11860,271709,51484.0,8682016.0
2012-03-07,11680,12080,11500,12080,158151,52439.0,8682016.0
2012-03-08,12200,12220,11820,12060,113145,52353.0,8682016.0
2012-03-09,12100,12360,11900,12340,113847,53568.0,8682016.0
2012-03-12,12220,12360,12020,12060,86034,52353.0,8682016.0
2012-03-13,12080,12320,12040,12280,63539,53308.0,8682016.0
2012-03-14,12280,12340,11940,12020,82576,52179.0,8682016.0
2012-03-15,12020,12220,11860,12120,75448,55796.0,9207226.0
2012-03-16,12140,12580,12040,12400,173080,57085.0,9207226.0
2012-03-19,12580,13460,12580,13020,351452,59939.0,9207226.0
2012-03-20,13120,13200,12800,12820,99750,59018.0,9207226.0
2012-03-21,12780,12900,11900,12000,220180,55243.0,9207226.0
2012-03-22,12060,12060,10520,11040,454130,50824.0,9207226.0
2012-03-23,11100,11580,11100,11320,136244,52113.0,9207226.0
2012-03-26,11360,11680,11360,11400,72056,52481.0,9207226.0
2012-03-27,11540,11720,11200,11300,88477,52021.0,9207226.0
2012-03-28,11400,11400,10840,11100,160567,51100.0,9207226.0
2012-03-29,10760,11020,10380,10380,155821,47786.0,9207226.0
2012-03-30,10480,10640,10000,10200,180813,46957.0,9207226.0
2012-04-02,10100,10300,9980,10160,110197,46773.0,9207226.0
2012-04-03,10320,10320,10000,10120,85774,46589.0,9207226.0
2012-04-04,10000,10160,9480,9810,240928,45161.0,9207226.0
2012-04-05,9400,9920,8360,9660,164517,44471.0,9207226.0
2012-04-06,9700,9870,9700,9810,89423,45161.0,9207226.0
2012-04-09,9830,10680,9750,9940,294900,45760.0,9207226.0
2012-04-10,10000,10000,9450,9640,109077,44379.0,9207226.0
2012-04-12,9620,9620,9220,9280,106065,42722.0,9207226.0
2012-04-13,9340,9640,9340,9640,108607,44379.0,9207226.0
2012-04-16,9460,9640,9450,9600,78814,44195.0,9207226.0
2012-04-17,9570,9870,9520,9530,265437,43872.0,9207226.0
2012-04-18,9740,9760,9520,9520,235660,43826.0,9207226.0
2012-04-19,9600,9600,9400,9540,78459,43918.0,9207226.0
2012-04-20,9540,9540,9000,9200,172944,42353.0,9207226.0
2012-04-23,9390,9390,9000,9010,58099,41479.0,9207226.0
2012-04-24,9100,9290,9000,9240,103084,42537.0,9207226.0
2012-04-25,9240,9600,9240,9330,66457,42952.0,9207226.0
2012-04-26,9440,9740,9100,9240,176035,42537.0,9207226.0
2012-04-27,9240,9360,9020,9110,60342,41939.0,9207226.0
2012-04-30,9160,9160,8770,8890,91174,40926.0,9207226.0
2012-05-02,8820,9300,8600,9250,93784,42583.0,9207226.0
2012-05-03,9250,9390,9110,9390,57223,43228.0,9207226.0
2012-05-04,9220,10780,9220,10600,563989,48798.0,9207226.0
2012-05-07,10540,10860,10380,10520,247627,48430.0,9207226.0
2012-05-08,10520,10980,10360,10740,246327,49443.0,9207226.0
2012-05-09,10760,10820,10340,10600,223108,48798.0,9207226.0
2012-05-10,10720,10720,10380,10540,79564,48522.0,9207226.0
2012-05-11,10520,10560,10020,10100,102711,46496.0,9207226.0
2012-05-14,10220,10240,9750,9800,58335,45115.0,9207226.0
2012-05-15,9740,9760,9170,9520,77401,43826.0,9207226.0
2012-05-16,9260,9570,9220,9400,69444,43274.0,9207226.0
2012-05-17,9360,9590,9360,9480,41864,43642.0,9207226.0
2012-05-18,9380,9390,9000,9100,44013,41893.0,9207226.0
2012-05-21,8920,9050,8730,8800,66906,40512.0,9207226.0
2012-05-22,8910,9110,8840,9100,40748,41893.0,9207226.0
2012-05-23,9040,9040,8660,8660,52382,39867.0,9207226.0
2012-05-24,8670,9080,8670,8900,68265,40972.0,9207226.0
2012-05-25,8900,9540,8870,9540,45876,43918.0,9207226.0
2012-05-29,9650,9860,9530,9780,60320,45023.0,9207226.0
2012-05-30,9650,9970,9650,9720,42534,44747.0,9207226.0
2012-05-31,9600,9680,9210,9640,36800,44379.0,9207226.0
2012-06-01,9480,9850,9480,9690,28385,44609.0,9207226.0
2012-06-04,9210,9520,9150,9300,69786,42814.0,9207226.0
2012-06-05,9400,9800,9380,9620,51761,44287.0,9207226.0
2012-06-07,10000,10000,9740,9800,35049,45115.0,9207226.0
2012-06-08,9810,9920,9460,9780,39072,45023.0,9207226.0
2012-06-11,9960,10060,9620,10060,68347,46312.0,9207226.0
2012-06-12,10400,10420,9820,10040,232682,46220.0,9207226.0
2012-06-13,10460,10920,10080,10220,489206,47049.0,9207226.0
2012-06-14,10260,10400,10160,10260,119747,47233.0,9207226.0
2012-06-15,10400,10440,10120,10200,98699,46957.0,9207226.0
2012-06-18,10260,10460,10240,10320,102751,47509.0,9207226.0
2012-06-19,10400,10640,10320,10560,93359,48614.0,9207226.0
2012-06-20,10600,10840,10560,10820,162645,49811.0,9207226.0
2012-06-21,11000,11000,10560,10800,151642,49719.0,9207226.0
2012-06-22,10540,10700,10320,10320,87612,47509.0,9207226.0
2012-06-25,10340,10780,9910,9910,180775,45622.0,9207226.0
2012-06-26,9790,9890,9640,9680,72737,44563.0,9207226.0
2012-06-27,9700,9800,9620,9660,37184,44471.0,9207226.0
2012-06-28,9600,9760,9600,9630,42563,44333.0,9207226.0
2012-06-29,9640,9800,9500,9660,35722,44471.0,9207226.0
2012-07-02,9800,9800,9660,9720,30471,44747.0,9207226.0
2012-07-03,9760,10020,9760,9880,75046,45484.0,9207226.0
2012-07-04,9780,9920,9690,9770,60679,44977.0,9207226.0
2012-07-05,9840,9840,9700,9800,38755,45115.0,9207226.0
2012-07-06,9740,10240,9740,10140,241630,46681.0,9207226.0
2012-07-09,10400,11660,10340,10560,2336927,48614.0,9207226.0
2012-07-10,10600,10680,10160,10180,244461,46865.0,9207226.0
2012-07-11,10080,10280,10040,10100,79913,46496.0,9207226.0
2012-07-12,10040,10320,9970,9970,123609,45898.0,9207226.0
2012-07-13,9970,10080,9380,10020,85511,46128.0,9207226.0
2012-07-16,10080,10880,9960,10040,166016,46220.0,9207226.0
2012-07-17,9940,10260,9940,10020,54512,46128.0,9207226.0
2012-07-18,10060,10220,9810,10220,88464,47049.0,9207226.0
2012-07-19,10220,10380,10040,10100,147176,46496.0,9207226.0
2012-07-20,11000,11320,10080,10080,630776,46404.0,9207226.0
2012-07-23,10020,10120,9710,9720,137876,44747.0,9207226.0
2012-07-24,9480,9650,9450,9630,79408,44333.0,9207226.0
2012-07-25,9400,9640,9340,9400,54909,43274.0,9207226.0
2012-07-26,10280,10300,9330,9330,186340,42952.0,9207226.0
2012-07-27,9420,9580,9260,9340,88896,42998.0,9207226.0
2012-07-30,9350,9460,9170,9230,40310,42491.0,9207226.0
2012-07-31,9150,9280,9080,9130,79244,42031.0,9207226.0
2012-08-01,9150,9160,8950,9080,48637,41801.0,9207226.0
2012-08-02,9030,9200,8990,9080,25230,41801.0,9207226.0
2012-08-03,9060,9300,9060,9230,23218,42491.0,9207226.0
2012-08-06,9250,9400,9190,9380,65499,43182.0,9207226.0
2012-08-07,9500,9500,9140,9200,54296,42353.0,9207226.0
2012-08-08,9300,9300,9110,9140,59140,42077.0,9207226.0
2012-08-09,9150,9260,9140,9170,26570,42215.0,9207226.0
2012-08-10,9230,9280,9150,9170,24499,42215.0,9207226.0
2012-08-13,9080,9200,9080,9140,32711,42077.0,9207226.0
2012-08-14,9090,9510,9090,9200,70193,42353.0,9207226.0
2012-08-16,9210,9290,9120,9140,59576,42077.0,9207226.0
2012-08-17,9180,9230,9000,9000,64402,41433.0,9207226.0
2012-08-20,9020,9170,9020,9100,23924,41893.0,9207226.0
2012-08-21,9120,9400,9040,9360,61425,43090.0,9207226.0
2012-08-22,9360,9420,9180,9340,34416,42998.0,9207226.0
2012-08-23,9390,9390,8950,9090,155450,41847.0,9207226.0
2012-08-24,9000,9090,8960,9060,63937,41709.0,9207226.0
2012-08-27,9000,9000,7740,7880,299612,36276.0,9207226.0
2012-08-28,7920,8250,7910,8250,100985,37980.0,9207226.0
2012-08-29,8150,8240,8070,8100,75748,37289.0,9207226.0
2012-08-30,8040,8210,7990,8140,55065,37473.0,9207226.0
2012-08-31,8000,8180,8000,8170,49480,37612.0,9207226.0
2012-09-03,8200,8240,8020,8140,48529,37473.0,9207226.0
2012-09-04,8140,8220,8080,8220,80077,37842.0,9207226.0
2012-09-05,8500,8700,8200,8300,104663,38210.0,9207226.0
2012-09-06,8400,8400,8160,8170,28877,37612.0,9207226.0
2012-09-07,8200,8260,8130,8130,40333,37427.0,9207226.0
2012-09-10,8240,8240,8040,8040,46143,37013.0,9207226.0
2012-09-11,8050,8180,8020,8040,32122,37013.0,9207226.0
2012-09-12,8110,8150,8030,8050,48502,37059.0,9207226.0
2012-09-13,8110,8110,7990,8090,89966,37243.0,9207226.0
2012-09-14,8090,8230,8020,8120,56445,37381.0,9207226.0
2012-09-17,8200,8200,7990,8030,41435,36967.0,9207226.0
2012-09-18,8030,8100,7980,8050,47771,37059.0,9207226.0
2012-09-19,8080,8210,8050,8160,64703,37565.0,9207226.0
2012-09-20,8210,8410,8180,8240,98015,37934.0,9207226.0
2012-09-21,8330,8480,8200,8390,117840,38624.0,9207226.0
2012-09-24,9180,9640,9000,9000,1714560,41433.0,9207226.0
2012-09-25,9120,9200,8670,8720,295268,40144.0,9207226.0
2012-09-26,8620,9100,8590,8720,197339,40144.0,9207226.0
2012-09-27,8600,8750,8530,8600,112539,39591.0,9207226.0
2012-09-28,8690,8700,8400,8430,123351,38808.0,9207226.0
2012-10-02,8390,8760,8360,8370,124918,38532.0,9207226.0
2012-10-04,8440,8440,8290,8310,48687,38256.0,9207226.0
2012-10-05,8360,8640,8320,8560,118710,39407.0,9207226.0
2012-10-08,8520,8680,8490,8560,51192,39407.0,9207226.0
2012-10-09,8560,8660,8540,8630,90453,39729.0,9207226.0
2012-10-10,8620,8620,8200,8360,68868,38486.0,9207226.0
2012-10-11,8360,8380,8260,8320,49931,38302.0,9207226.0
2012-10-12,8250,8440,8210,8250,65010,37980.0,9207226.0
2012-10-15,8160,8290,7850,7900,91740,36369.0,9207226.0
2012-10-16,7700,8100,7700,7940,59007,36553.0,9207226.0
2012-10-17,8000,8090,7950,7950,35174,36599.0,9207226.0
2012-10-18,7890,8090,7820,7950,36519,36599.0,9207226.0
2012-10-19,7730,7950,7730,7770,33695,35770.0,9207226.0
2012-10-22,7700,7720,7600,7680,77240,35356.0,9207226.0
2012-10-23,7580,7880,7540,7600,39834,34987.0,9207226.0
2012-10-24,7580,7730,7500,7520,46528,34619.0,9207226.0
2012-10-25,7490,7610,7250,7250,42897,33376.0,9207226.0
2012-10-26,7130,7260,6330,6440,234507,29647.0,9207226.0
2012-10-29,6320,6510,6230,6390,78221,29417.0,9207226.0
2012-10-30,6120,6440,6120,6350,66716,29233.0,9207226.0
2012-10-31,6290,6400,6290,6370,61977,29325.0,9207226.0
2012-11-01,6310,6380,6190,6270,33932,28865.0,9207226.0
2012-11-02,6290,6700,6200,6700,124754,30844.0,9207226.0
2012-11-05,6690,6780,6450,6690,174378,30798.0,9207226.0
2012-11-06,6700,6700,6480,6580,71751,30292.0,9207226.0
2012-11-07,6620,7000,6550,6760,102714,31120.0,9207226.0
2012-11-08,6620,7000,6590,6870,78715,31627.0,9207226.0
2012-11-09,6870,6870,6300,6660,56224,30660.0,9207226.0
2012-11-12,6600,6700,6400,6410,57840,29509.0,9207226.0
2012-11-13,6400,6450,6130,6140,84904,28266.0,9207226.0
2012-11-14,5940,6440,5940,6400,64144,29463.0,9207226.0
2012-11-15,6000,6330,6000,6080,31624,27990.0,9207226.0
2012-11-16,6010,6140,5990,5990,32565,27576.0,9207226.0
2012-11-19,6020,6170,6020,6090,17075,28036.0,9207226.0
2012-11-20,6120,6200,6070,6140,16030,28266.0,9207226.0
2012-11-21,6200,6200,5960,6090,30063,28036.0,9207226.0
2012-11-22,6160,6160,5980,6110,55047,28128.0,9207226.0
2012-11-23,6500,6500,6130,6160,69274,28358.0,9207226.0
2012-11-26,6290,6290,5970,6100,43220,28082.0,9207226.0
2012-11-27,6100,6100,5990,6000,36039,27622.0,9207226.0
2012-11-28,6000,6100,5940,6000,14184,27622.0,9207226.0
2012-11-29,5960,6120,5960,6010,51335,27668.0,9207226.0
2012-11-30,6020,6080,5860,5900,57151,27161.0,9207226.0
2012-12-03,5900,5940,5840,5880,37878,27069.0,9207226.0
2012-12-04,5710,5880,5380,5630,128463,25918.0,9207226.0
2012-12-05,5450,5570,5290,5290,120844,24353.0,9207226.0
2012-12-06,5240,5470,5240,5350,34850,24629.0,9207226.0
2012-12-07,5360,5490,5300,5300,33377,24399.0,9207226.0
2012-12-10,5230,5400,5210,5230,60486,24077.0,9207226.0
2012-12-11,5330,5450,5200,5210,99672,23985.0,9207226.0
2012-12-12,5240,5380,5240,5280,42902,24307.0,9207226.0
2012-12-13,5290,5600,5290,5480,91798,25228.0,9207226.0
2012-12-14,5510,5660,5430,5660,33472,26056.0,9207226.0
2012-12-17,5660,5720,5480,5560,24302,25596.0,9207226.0
2012-12-18,5560,5600,5370,5490,38365,25274.0,9207226.0
2012-12-20,5530,5540,5360,5370,17466,24721.0,9207226.0
2012-12-21,5430,5460,5300,5320,43078,24491.0,9207226.0
2012-12-24,5400,5740,5300,5640,111586,25964.0,9207226.0
2012-12-26,5700,5740,5520,5540,49752,25504.0,9207226.0
2012-12-27,5640,5680,5540,5610,36777,25826.0,9207226.0
2012-12-28,5650,5920,5650,5760,62198,26517.0,9207226.0
2013-01-02,5760,5820,5710,5770,36672,26563.0,9207226.0
2013-01-03,5830,5830,5560,5560,68002,25596.0,9207226.0
2013-01-04,5610,5680,5550,5620,29668,25872.0,9207226.0
2013-01-07,5620,5740,5590,5700,46673,26241.0,9207226.0
2013-01-08,5700,5740,5650,5690,22072,26195.0,9207226.0
2013-01-09,5650,5790,5600,5780,43823,26609.0,9207226.0
2013-01-10,5800,6210,5800,6140,243238,28266.0,9207226.0
2013-01-11,6200,6200,6050,6180,56604,28450.0,9207226.0
2013-01-14,6180,6190,6070,6180,33490,28450.0,9207226.0
2013-01-15,6180,6440,6080,6080,123825,27990.0,9207226.0
2013-01-16,6080,6180,6020,6100,38237,28082.0,9207226.0
2013-01-17,6030,6140,5830,5830,28966,26839.0,9207226.0
2013-01-18,5890,5940,5790,5910,34178,27207.0,9207226.0
2013-01-21,5930,6150,5850,6150,82806,28312.0,9207226.0
2013-01-22,6080,6220,6040,6200,80021,28542.0,9207226.0
2013-01-23,6180,6230,6090,6140,36333,28266.0,9207226.0
2013-01-24,6200,6200,6000,6090,23910,28036.0,9207226.0
2013-01-25,6060,6160,5970,6010,27444,27668.0,9207226.0
2013-01-28,6080,6120,6000,6080,17414,27990.0,9207226.0
2013-01-29,6130,6180,6010,6010,34288,27668.0,9207226.0
2013-01-30,5950,6000,5800,5800,42707,26701.0,9207226.0
2013-01-31,5780,5880,5650,5670,55283,26102.0,9207226.0
2013-02-01,5620,5670,5440,5530,57650,25458.0,9207226.0
2013-02-04,5410,5560,5390,5440,59137,25044.0,9207226.0
2013-02-05,5360,5440,5210,5250,80502,24169.0,9207226.0
2013-02-06,5260,5380,5240,5300,37233,24399.0,9207226.0
2013-02-07,5240,5340,5190,5230,36160,24077.0,9207226.0
2013-02-08,5160,5320,5160,5240,18222,24123.0,9207226.0
2013-02-12,5280,5550,5250,5460,55306,25136.0,9207226.0
2013-02-13,5460,5540,5400,5480,35572,25228.0,9207226.0
2013-02-14,5520,5520,5440,5520,24889,25412.0,9207226.0
2013-02-15,5480,5540,5410,5480,218955,25228.0,9207226.0
2013-02-18,5400,5590,5380,5460,80135,25136.0,9207226.0
2013-02-19,5530,5530,5420,5450,13418,25090.0,9207226.0
2013-02-20,5430,5560,5430,5560,39092,25596.0,9207226.0
2013-02-21,5590,5730,5500,5580,49612,25688.0,9207226.0
2013-02-22,5600,5700,5540,5600,20823,25780.0,9207226.0
2013-02-25,5610,5780,5600,5700,43533,26241.0,9207226.0
2013-02-26,5770,5880,5690,5720,45985,26333.0,9207226.0
2013-02-27,5770,5880,5650,5860,122725,26977.0,9207226.0
2013-02-28,6280,6600,5920,5920,363182,27253.0,9207226.0
2013-03-04,5890,5970,5720,5770,76182,26563.0,9207226.0
2013-03-05,5720,5820,5710,5740,45367,26425.0,9207226.0
2013-03-06,5770,5920,5770,5900,47127,27161.0,9207226.0
2013-03-07,5900,5970,5800,5900,27358,27161.0,9207226.0
2013-03-08,5940,5940,5840,5840,18131,26885.0,9207226.0
2013-03-11,5820,5830,5580,5690,44898,26195.0,9207226.0
2013-03-12,5640,5690,5600,5680,32675,26149.0,9207226.0
2013-03-13,5650,5730,5600,5640,51963,25964.0,9207226.0
2013-03-14,5640,5670,5490,5510,96079,25366.0,9207226.0
2013-03-15,5520,5680,5490,5590,56721,25734.0,9207226.0
2013-03-18,5640,5650,5510,5520,34675,25412.0,9207226.0
2013-03-19,5520,5590,5450,5470,51939,25182.0,9207226.0
2013-03-20,5460,5560,5340,5410,79643,24906.0,9207226.0
2013-03-21,5390,5450,5210,5260,85901,24215.0,9207226.0
2013-03-22,5200,5290,5160,5220,66960,24031.0,9207226.0
2013-03-25,5220,5390,5220,5340,34308,24583.0,9207226.0
2013-03-26,5320,5510,5320,5440,48170,25044.0,9207226.0
2013-03-27,5480,5530,5380,5460,60500,25136.0,9207226.0
2013-03-28,5500,5500,5300,5460,36153,25136.0,9207226.0
2013-03-29,5460,5690,5430,5470,111466,25182.0,9207226.0
2013-04-01,5510,5510,5350,5430,49637,24998.0,9207226.0
2013-04-02,5420,5840,5420,5670,233045,26102.0,9207226.0
2013-04-03,5670,5860,5610,5680,84308,26149.0,9207226.0
2013-04-04,5710,5710,5130,5460,96983,25136.0,9207226.0
2013-04-05,5420,5490,5220,5250,88288,24169.0,9207226.0
2013-04-08,5190,5400,5190,5220,63685,24031.0,9207226.0
2013-04-09,5220,5270,5070,5200,69558,23939.0,9207226.0
2013-04-10,5200,5910,5160,5480,577289,25228.0,9207226.0
2013-04-11,5460,5620,5410,5520,76017,25412.0,9207226.0
2013-04-12,5520,6290,5520,6120,573122,28174.0,9207226.0
2013-04-15,6060,6390,6010,6220,204354,28634.0,9207226.0
2013-04-16,6160,6430,6060,6270,170678,28865.0,9207226.0
2013-04-17,6500,6500,6270,6300,153314,29003.0,9207226.0
2013-04-18,6220,6500,6200,6500,166307,29923.0,9207226.0
2013-04-19,6440,6800,6160,6210,361530,28588.0,9207226.0
2013-04-22,6130,6700,6130,6660,186513,30660.0,9207226.0
2013-04-23,6660,6810,6580,6720,180796,30936.0,9207226.0
2013-04-24,6740,7560,6710,7380,453123,33975.0,9207226.0
2013-04-25,7380,8480,7250,8480,547772,39039.0,9207226.0
2013-04-26,8800,9000,8200,8370,866337,38532.0,9207226.0
2013-04-29,8360,8690,8240,8330,312689,38348.0,9207226.0
2013-04-30,8330,8460,8160,8300,164953,38210.0,9207226.0
2013-05-02,8280,8370,7720,7750,297657,35678.0,9207226.0
2013-05-03,7850,7920,7670,7800,110824,35908.0,9207226.0
2013-05-06,7900,7990,7600,7600,112468,34987.0,9207226.0
2013-05-07,7600,8060,7570,7950,182198,36599.0,9207226.0
2013-05-08,8090,8670,7980,8420,364740,38762.0,9207226.0
2013-05-09,8340,8500,8100,8300,99626,38210.0,9207226.0
2013-05-10,8400,8400,7230,8220,128268,37842.0,9207226.0
2013-05-13,8080,8360,7840,7840,110908,36092.0,9207226.0
2013-05-14,7840,7980,7460,7480,105731,34435.0,9207226.0
2013-05-15,7600,7920,7560,7920,67326,36461.0,9207226.0
2013-05-16,8060,8060,7800,7930,37278,36507.0,9207226.0
2013-05-20,7940,7980,7670,7840,49358,36092.0,9207226.0
2013-05-21,7900,7960,7750,7840,38415,36092.0,9207226.0
