신흥에스이씨(243840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-12-04,26600,26600,25850,26150,80739,171327.0,6551683.0
2017-12-05,26300,27500,25950,26000,125926,170344.0,6551683.0
2017-12-06,26300,27100,25000,25650,118835,168051.0,6551683.0
2017-12-07,25400,26200,24100,26200,77192,171654.0,6551683.0
2017-12-08,26000,27150,25650,26650,50098,174602.0,6551683.0
2017-12-11,26650,27550,25700,25850,70467,169361.0,6551683.0
2017-12-12,26350,26650,25800,26550,49923,173947.0,6551683.0
2017-12-13,26700,27000,26400,26500,39740,173620.0,6551683.0
2017-12-14,26550,27450,26500,26950,69593,176568.0,6551683.0
2017-12-15,26950,27200,26700,27100,47457,177551.0,6551683.0
2017-12-18,27150,27400,26700,26750,17413,175258.0,6551683.0
2017-12-19,26700,26800,25550,26000,40340,170344.0,6551683.0
2017-12-20,26300,26300,24800,25000,46032,163792.0,6551683.0
2017-12-21,25200,25250,23600,24200,48159,158551.0,6551683.0
2017-12-22,24000,24850,23850,24650,15383,161499.0,6551683.0
2017-12-26,24500,24950,23500,23700,44967,155275.0,6551683.0
2017-12-27,23000,23450,21700,23250,92580,152327.0,6551683.0
2017-12-28,23300,23500,22250,23500,233481,153965.0,6551683.0
2018-01-02,23750,24650,23750,24050,98654,157568.0,6551683.0
2018-01-03,24300,24800,23950,24550,92693,160844.0,6551683.0
2018-01-04,24400,24650,23950,24450,77157,160189.0,6551683.0
2018-01-05,24800,24800,24200,24600,58904,161171.0,6551683.0
2018-01-08,24850,24850,23650,23950,56121,156913.0,6551683.0
2018-01-09,23750,24250,23300,23750,31346,155602.0,6551683.0
2018-01-10,23750,24250,23300,23450,38813,153637.0,6551683.0
2018-01-11,23400,23700,23250,23400,28004,153309.0,6551683.0
2018-01-12,23400,23400,22500,23050,54358,151016.0,6551683.0
2018-01-15,23050,23050,22100,22300,52950,146103.0,6551683.0
2018-01-16,22500,23750,21900,23650,93661,154947.0,6551683.0
2018-01-17,24000,24550,23550,24350,73310,159533.0,6551683.0
2018-01-18,24500,24550,23800,24250,44905,158878.0,6551683.0
2018-01-19,24250,24300,23800,24100,31695,157896.0,6551683.0
2018-01-22,24300,24300,23500,23700,23502,155275.0,6551683.0
2018-01-23,23800,25300,23350,25000,105819,163792.0,6551683.0
2018-01-24,24950,25650,24650,25550,86491,167396.0,6551683.0
2018-01-25,25650,26300,24900,26250,84289,171982.0,6551683.0
2018-01-26,26400,26400,24900,25950,63861,170016.0,6551683.0
2018-01-29,26300,28300,26050,27900,208004,182792.0,6551683.0
2018-01-30,27900,28200,26850,27650,113661,181154.0,6551683.0
2018-01-31,26550,27800,26350,27700,98804,181482.0,6551683.0
2018-02-01,27650,28050,27050,28000,62189,183447.0,6551683.0
2018-02-02,28050,28150,26600,27100,55780,177551.0,6551683.0
2018-02-05,26200,26950,25950,26150,78705,171327.0,6551683.0
2018-02-06,24150,26400,24150,26000,90653,170344.0,6551683.0
2018-02-07,26500,27000,25400,25600,52116,167723.0,6551683.0
2018-02-08,25800,26500,25200,26350,33046,172637.0,6551683.0
2018-02-09,25300,26350,25300,26150,23325,171327.0,6551683.0
2018-02-12,26500,26900,25800,26250,30501,171982.0,6551683.0
2018-02-13,26850,26850,25200,25500,44155,167068.0,6551683.0
2018-02-14,26100,26100,25000,25850,10537,169361.0,6551683.0
2018-02-19,26250,26900,26050,26900,32358,176240.0,6551683.0
2018-02-20,26900,27450,26500,26850,26105,175913.0,6551683.0
2018-02-21,26850,27000,26500,26550,25748,173947.0,6551683.0
2018-02-22,26550,26900,25800,26650,15457,174602.0,6551683.0
2018-02-23,26650,27300,26650,27000,66992,176895.0,6551683.0
2018-02-26,27350,27350,26600,26900,23961,176240.0,6551683.0
2018-02-27,26900,27150,26350,27000,18493,176895.0,6551683.0
2018-02-28,27400,30100,27300,28350,379684,185740.0,6551683.0
2018-03-02,28050,29450,27950,28950,106552,189671.0,6551683.0
2018-03-05,29500,31600,28750,29400,218512,192619.0,6551683.0
2018-03-06,29500,31300,29400,30200,165887,197861.0,6551683.0
2018-03-07,30650,30650,29800,30000,71382,196550.0,6551683.0
2018-03-08,30200,32100,30050,31900,117236,208999.0,6551683.0
2018-03-09,31200,34250,31200,34000,188186,222757.0,6551683.0
2018-03-12,34950,36250,34600,36050,225921,236188.0,6551683.0
2018-03-13,36500,36500,33200,33600,153640,220137.0,6551683.0
2018-03-14,33950,36000,33950,35000,147297,229309.0,6551683.0
2018-03-15,35200,37800,34000,37800,162617,247654.0,6551683.0
2018-03-16,38000,39200,36950,38350,162043,251257.0,6551683.0
2018-03-19,38250,40150,37300,39600,103495,259447.0,6551683.0
2018-03-20,39350,39900,36800,37450,148451,245361.0,6551683.0
2018-03-21,38050,38400,36950,37900,102150,248309.0,6551683.0
2018-03-22,37900,38500,37400,37800,69878,247654.0,6551683.0
2018-03-23,37000,38250,35750,36500,108526,239136.0,6551683.0
2018-03-26,36200,37200,35700,36700,59346,240447.0,6551683.0
2018-03-27,37100,38550,36450,38100,64458,249619.0,6551683.0
2018-03-28,38250,38250,36650,37500,54895,245688.0,6551683.0
2018-03-29,36750,37950,36000,37900,54386,248309.0,6551683.0
2018-03-30,38250,39150,37550,38100,66590,249619.0,6551683.0
2018-04-02,38500,39300,37400,38100,74263,249619.0,6551683.0
2018-04-03,37600,37600,36500,36800,47849,241102.0,6551683.0
2018-04-04,36800,37000,33900,34850,118965,228326.0,6551683.0
2018-04-05,35150,35600,34550,35000,31372,229309.0,6551683.0
2018-04-06,34950,35900,33400,35400,36175,231930.0,6551683.0
2018-04-09,35450,35550,33650,34050,37275,223085.0,6551683.0
2018-04-10,34050,35200,34050,34650,26343,227016.0,6551683.0
2018-04-11,35450,35450,33900,34600,33119,226688.0,6551683.0
2018-04-12,34600,36750,34100,35800,60421,234550.0,6551683.0
2018-04-13,36500,36750,35050,35600,28222,233240.0,6551683.0
2018-04-16,35000,35600,34800,35400,35920,231930.0,6551683.0
2018-04-17,35650,38150,35000,38000,98396,248964.0,6551683.0
2018-04-18,38100,38200,37000,37400,27729,245033.0,6551683.0
2018-04-19,37100,37700,36550,36950,24664,242085.0,6551683.0
2018-04-20,36950,38850,36450,37400,63615,245033.0,6551683.0
2018-04-23,37300,37400,35150,36600,44918,239792.0,6551683.0
2018-04-24,36200,36950,34950,35050,30583,229636.0,6551683.0
2018-04-25,34700,35100,33750,34300,25167,224723.0,6551683.0
2018-04-26,34300,35900,33800,35500,31029,232585.0,6551683.0
2018-04-27,35100,36000,35100,35600,9654,233240.0,6551683.0
2018-04-30,35600,35600,34200,35100,23020,229964.0,6551683.0
2018-05-02,35100,35750,32450,34850,18991,228326.0,6551683.0
2018-05-03,34700,35800,34650,34800,17067,227999.0,6551683.0
2018-05-04,34800,35650,34000,34700,17446,227343.0,6551683.0
2018-05-08,34750,35450,34000,34750,19115,227671.0,6551683.0
2018-05-09,34400,35700,33500,35300,19757,231274.0,6551683.0
2018-05-10,35100,35150,34450,35000,9212,229309.0,6551683.0
2018-05-11,35600,35900,34700,35350,14289,231602.0,6551683.0
2018-05-14,35700,36200,34550,35400,13403,231930.0,6551683.0
2018-05-15,34750,35350,33850,34100,16428,223412.0,6551683.0
2018-05-16,33600,33900,32000,33850,56600,221774.0,6551683.0
2018-05-17,33300,34950,33300,34450,15617,225705.0,6551683.0
2018-05-18,34550,34800,33550,34800,17062,227999.0,6551683.0
2018-05-21,34650,34650,33850,34250,17227,224395.0,6551683.0
2018-05-23,34400,36800,34400,35050,64577,229636.0,6551683.0
2018-05-24,34850,36400,34800,35900,43864,235205.0,6551683.0
2018-05-25,35700,36500,35350,36450,25764,238809.0,6551683.0
2018-05-28,37450,39700,37250,39600,125323,259447.0,6551683.0
2018-05-29,39950,41400,38750,39450,123750,258464.0,6551683.0
2018-05-30,39300,40000,38250,38800,38394,254205.0,6551683.0
2018-05-31,39000,40400,38900,40100,48394,262722.0,6551683.0
2018-06-01,40800,41850,40100,41500,48121,271895.0,6551683.0
2018-06-04,42000,44200,40000,40300,121905,264033.0,6551683.0
2018-06-05,40850,42300,40600,41950,59219,274843.0,6551683.0
2018-06-07,41950,44000,41000,43900,63869,287619.0,6551683.0
2018-06-08,43550,43900,42300,43750,43992,286636.0,6551683.0
2018-06-11,43250,43750,41850,42600,37987,279102.0,6551683.0
2018-06-12,42750,42900,41000,41100,59236,269274.0,6551683.0
2018-06-14,40900,42550,40500,40600,58279,265998.0,6551683.0
2018-06-15,40800,42900,40350,42000,53987,275171.0,6551683.0
2018-06-18,41300,41450,39050,40450,70235,265016.0,6551683.0
2018-06-19,41900,41900,39600,40650,26974,266326.0,6551683.0
2018-06-20,40400,42050,40400,41900,29511,274516.0,6551683.0
2018-06-21,42500,44600,41900,42550,87997,278774.0,6551683.0
2018-06-22,42650,42900,40850,42500,38807,278447.0,6551683.0
2018-06-25,42650,42850,41350,41500,30782,271895.0,6551683.0
2018-06-26,40800,41700,39850,41150,37390,269602.0,6551683.0
2018-06-27,41800,42100,40750,40800,24802,267309.0,6551683.0
2018-06-28,40400,41300,40000,40650,15014,266326.0,6551683.0
2018-06-29,40650,40900,39050,40400,30172,264688.0,6551683.0
2018-07-02,41950,42450,40000,40500,54114,265343.0,6551683.0
2018-07-03,41800,43500,40850,43400,89738,284343.0,6551683.0
2018-07-04,44000,44000,42000,42000,41958,275171.0,6551683.0
2018-07-05,42250,42250,40200,41000,42872,268619.0,6551683.0
2018-07-06,40600,44000,40400,43000,65838,281722.0,6551683.0
2018-07-09,42500,45850,42500,44550,141646,291877.0,6551683.0
2018-07-10,45500,45500,43600,44250,50180,289912.0,6551683.0
2018-07-11,44100,45500,42550,44600,77326,292205.0,6551683.0
2018-07-12,44650,45500,43800,45100,67783,295481.0,6551683.0
2018-07-13,45500,47000,44100,44800,66009,293515.0,6551683.0
2018-07-16,44800,45750,44050,44550,36263,291877.0,6551683.0
2018-07-17,44400,44950,43100,43500,34067,284998.0,6551683.0
2018-07-18,43550,44900,43000,43200,29391,283033.0,6551683.0
2018-07-19,43200,44450,43000,44200,41124,289584.0,6551683.0
2018-07-20,44200,44200,41800,42450,77683,278119.0,6551683.0
2018-07-23,42100,42250,39500,39800,84447,260757.0,6551683.0
2018-07-24,39300,41650,39300,41100,46565,269274.0,6551683.0
2018-07-25,40700,42600,40700,42350,45034,277464.0,6551683.0
2018-07-26,42400,42600,40650,41800,36738,273860.0,6551683.0
2018-07-27,41400,42700,41400,42600,17284,279102.0,6551683.0
2018-07-30,42100,43500,41300,43400,39916,284343.0,6551683.0
2018-07-31,42750,43400,41600,42100,20603,275826.0,6551683.0
2018-08-01,42250,42500,41450,41850,18785,274188.0,6551683.0
2018-08-02,41850,43400,41550,43050,42759,282050.0,6551683.0
2018-08-03,43050,43250,42650,42950,10055,281395.0,6551683.0
2018-08-06,42700,42900,41250,41250,21495,270257.0,6551683.0
2018-08-07,41250,42600,40850,41750,29099,273533.0,6551683.0
2018-08-08,41900,42300,41200,41200,8601,269929.0,6551683.0
2018-08-09,41400,41700,39850,40500,36949,265343.0,6551683.0
2018-08-10,41050,41050,38900,39100,29743,256171.0,6551683.0
2018-08-13,39100,39250,37250,38000,38427,248964.0,6551683.0
2018-08-14,38000,38700,36750,38250,24776,250602.0,6551683.0
2018-08-16,38450,43150,38250,42200,92784,276481.0,6551683.0
2018-08-17,42950,44850,42000,42900,91043,281067.0,6551683.0
2018-08-20,42900,43500,41650,43150,28735,282705.0,6551683.0
2018-08-21,43150,44000,42550,43200,31215,283033.0,6551683.0
2018-08-22,43200,44050,41700,42650,40577,279429.0,6551683.0
2018-08-23,43000,43950,42050,43950,25790,287946.0,6551683.0
2018-08-24,43950,44850,43750,44500,42989,291550.0,6551683.0
2018-08-27,44250,47050,44250,46800,93059,306619.0,6551683.0
2018-08-28,47100,49350,47100,48250,88709,316119.0,6551683.0
2018-08-29,48500,48500,47450,48050,25065,314808.0,6551683.0
2018-08-30,48750,48850,47800,48250,25747,316119.0,6551683.0
2018-08-31,48100,49000,47900,48200,24273,315791.0,6551683.0
2018-09-03,48300,48500,47500,48000,17125,314481.0,6551683.0
2018-09-04,48550,51200,48000,51000,125903,334136.0,6551683.0
2018-09-05,51000,51700,50300,51300,38755,336101.0,6551683.0
2018-09-06,51300,51500,49600,50600,35282,331515.0,6551683.0
2018-09-07,50100,51500,50000,51500,36786,337412.0,6551683.0
2018-09-10,51300,51900,50200,51600,25287,338067.0,6551683.0
2018-09-11,52100,54300,51600,52700,64780,345274.0,6551683.0
2018-09-12,52700,53600,50500,51200,43049,335446.0,6551683.0
2018-09-13,51100,52000,49950,50800,36620,332825.0,6551683.0
2018-09-14,51000,51200,49550,50200,38870,328894.0,6551683.0
2018-09-17,50900,53700,50400,52900,68779,346584.0,6551683.0
2018-09-18,53200,55800,51900,55400,61550,362963.0,6551683.0
2018-09-19,55000,55600,51100,52600,92745,344619.0,6551683.0
2018-09-20,52300,52600,50500,52100,47404,341343.0,6551683.0
2018-09-21,51200,52400,50400,51600,52834,338067.0,6551683.0
2018-09-27,51800,52800,51200,52400,23280,343308.0,6551683.0
2018-09-28,52400,52400,50900,51900,33390,340032.0,6551683.0
2018-10-01,52200,52200,48200,49950,66600,327257.0,6551683.0
2018-10-02,50300,51900,49650,49950,38403,327257.0,6551683.0
2018-10-04,50800,50800,49150,49800,15618,326274.0,6551683.0
2018-10-05,49000,50100,48000,48850,28741,320050.0,6551683.0
2018-10-08,48600,50700,48550,50000,28374,327584.0,6551683.0
2018-10-10,50000,50100,47400,49000,30288,321032.0,6551683.0
2018-10-11,46300,47700,45850,46000,54362,301377.0,6551683.0
2018-10-12,46000,50100,45650,49850,67588,326601.0,6551683.0
2018-10-15,50100,52400,48700,50300,48497,329550.0,6551683.0
2018-10-16,50300,51600,48000,50000,31891,327584.0,6551683.0
2018-10-17,52000,52000,50000,51500,36336,337412.0,6551683.0
2018-10-18,52000,52000,50300,51900,25848,340032.0,6551683.0
2018-10-19,50800,53900,50800,53600,44279,351170.0,6551683.0
2018-10-22,53700,55400,52600,54100,40142,354446.0,6551683.0
2018-10-23,53900,53900,49850,50800,60375,332825.0,6551683.0
2018-10-24,51300,51900,49050,49850,34113,326601.0,6551683.0
2018-10-25,48050,50700,47950,50400,47697,330205.0,6551683.0
2018-10-26,51600,51600,46000,48000,85912,314481.0,6551683.0
2018-10-29,48000,49200,45100,45100,37125,295481.0,6551683.0
2018-10-30,43950,46650,43900,46200,42036,302688.0,6551683.0
2018-10-31,46650,47700,45250,46150,17518,302360.0,6551683.0
2018-11-01,46700,47350,45150,46400,37083,303998.0,6551683.0
2018-11-02,46900,47300,46200,47100,40418,308584.0,6551683.0
2018-11-05,46950,47500,45700,45850,32514,300395.0,6551683.0
2018-11-06,46400,46400,44800,45450,22336,297774.0,6551683.0
2018-11-07,45100,45850,43750,44000,30774,288274.0,6551683.0
2018-11-08,44800,47300,44750,46800,55355,306619.0,6551683.0
2018-11-09,46700,46700,45100,46250,25241,303015.0,6551683.0
2018-11-12,45800,46250,44900,45800,20084,300067.0,6551683.0
2018-11-13,44150,46800,42850,46300,56317,303343.0,6551683.0
2018-11-14,46000,48000,45750,46950,44715,307602.0,6551683.0
2018-11-15,44200,45000,41150,43300,177786,283688.0,6551683.0
2018-11-16,42550,42550,40100,40150,141833,263050.0,6551683.0
2018-11-19,40550,43300,40550,42950,96054,281395.0,6551683.0
2018-11-20,41550,42200,39600,40450,120847,265016.0,6551683.0
2018-11-21,39500,39500,37850,38700,103657,253550.0,6551683.0
2018-11-22,39000,39950,38500,38600,32802,252895.0,6551683.0
2018-11-23,39200,39450,36200,36700,85378,240447.0,6551683.0
2018-11-26,36350,37550,36000,37200,49460,243723.0,6551683.0
2018-11-27,37350,37550,35950,36650,58001,240119.0,6551683.0
2018-11-28,36650,36950,35850,36450,50490,238809.0,6551683.0
2018-11-29,37050,37400,35700,36150,38283,236843.0,6551683.0
2018-11-30,36150,36550,36100,36350,41970,238154.0,6551683.0
2018-12-03,36900,37750,36450,37100,46110,243067.0,6551683.0
2018-12-04,37700,37750,37200,37400,43626,245033.0,6551683.0
2018-12-05,36900,36900,36000,36350,32580,238154.0,6551683.0
2018-12-06,36000,36300,34200,34250,55172,224395.0,6551683.0
2018-12-07,34250,34900,33000,33950,46911,222430.0,6551683.0
2018-12-10,33500,34050,31600,32500,51651,212930.0,6551683.0
2018-12-11,32500,33500,32250,33250,54915,217843.0,6551683.0
2018-12-12,33050,35450,33050,34950,43316,228981.0,6551683.0
2018-12-13,34600,35500,34100,34400,18783,225378.0,6551683.0
2018-12-14,34500,34500,32500,34400,26190,225378.0,6551683.0
2018-12-17,33900,34450,32300,32400,32808,212275.0,6551683.0
2018-12-18,32250,33350,31800,32900,30636,215550.0,6551683.0
2018-12-19,33700,36450,33300,35800,74279,234550.0,6551683.0
2018-12-20,35650,35650,34050,34950,53994,228981.0,6551683.0
2018-12-21,34750,37450,34700,36300,68754,237826.0,6551683.0
2018-12-24,36100,36100,35200,35650,27032,233567.0,6551683.0
2018-12-26,34700,36700,34250,36600,52297,239792.0,6551683.0
2018-12-27,37400,37400,35700,35850,57515,234878.0,6551683.0
2018-12-28,35900,36850,35200,35900,36754,235205.0,6551683.0
2019-01-02,36500,36550,34700,35150,23415,230292.0,6551683.0
2019-01-03,35250,35250,33000,33000,60877,216206.0,6551683.0
2019-01-04,32800,33650,32250,33350,38992,218499.0,6551683.0
2019-01-07,34350,35500,33900,35300,34067,231274.0,6551683.0
2019-01-08,35500,35500,33900,34000,29368,222757.0,6551683.0
2019-01-09,34100,35650,34100,35150,48380,230292.0,6551683.0
2019-01-10,35350,35800,34700,35400,34480,231930.0,6551683.0
2019-01-11,36000,36000,35350,35700,19944,233895.0,6551683.0
2019-01-14,35950,35950,34600,35050,13079,229636.0,6551683.0
2019-01-15,35450,36150,35100,35250,25151,230947.0,6551683.0
2019-01-16,35600,36200,34800,35800,31380,234550.0,6551683.0
2019-01-17,36200,36200,34900,35400,19531,231930.0,6551683.0
2019-01-18,35500,35800,34150,34850,36497,228326.0,6551683.0
2019-01-21,35000,35500,33750,33850,24439,221774.0,6551683.0
2019-01-22,34200,34900,33850,34200,18708,224068.0,6551683.0
2019-01-23,34000,34800,33750,34350,11580,225050.0,6551683.0
2019-01-24,34600,34600,33850,34250,11845,224395.0,6551683.0
2019-01-25,34250,35900,34250,35600,30305,233240.0,6551683.0
2019-01-28,35850,37150,35850,36550,55154,239464.0,6551683.0
2019-01-29,36700,38700,36550,38100,80471,249619.0,6551683.0
2019-01-30,38000,38650,37650,37700,32175,246998.0,6551683.0
2019-01-31,37800,38300,36100,36550,48426,239464.0,6551683.0
2019-02-01,37000,37000,35600,36050,26391,236188.0,6551683.0
2019-02-07,36150,38050,36150,37750,39838,247326.0,6551683.0
2019-02-08,38200,38200,36800,36950,27698,242085.0,6551683.0
2019-02-11,37550,37550,35500,36150,34843,236843.0,6551683.0
2019-02-12,36000,37300,35800,35850,34464,234878.0,6551683.0
2019-02-13,36000,36450,35750,35750,32467,234223.0,6551683.0
2019-02-14,36000,36050,35150,35300,42210,231274.0,6551683.0
2019-02-15,36100,37800,35700,36850,82443,241430.0,6551683.0
2019-02-18,37250,37600,36550,37600,40507,246343.0,6551683.0
2019-02-19,37500,37600,36550,37250,28350,244050.0,6551683.0
2019-02-20,37250,37450,36700,37100,22772,243067.0,6551683.0
2019-02-21,37100,37400,36450,36600,24644,239792.0,6551683.0
2019-02-22,36600,36900,35000,35400,60716,231930.0,6551683.0
2019-02-25,35450,36200,35000,35800,27414,234550.0,6551683.0
2019-02-26,36150,36150,35400,35750,26642,234223.0,6551683.0
2019-02-27,35400,36100,35400,35850,23639,234878.0,6551683.0
2019-02-28,36000,36150,34650,34700,49573,227343.0,6551683.0
2019-03-04,34950,35700,34850,34900,26869,228654.0,6551683.0
2019-03-05,34900,35400,33550,34000,40392,222757.0,6551683.0
2019-03-06,34000,34700,33500,34650,13735,227016.0,6551683.0
2019-03-07,34650,35450,34300,34800,22611,227999.0,6551683.0
2019-03-08,34200,35250,34100,34600,13494,226688.0,6551683.0
2019-03-11,34300,34700,33400,33800,22918,221447.0,6551683.0
2019-03-12,34950,36150,34200,36000,82870,235861.0,6551683.0
2019-03-13,36050,36450,35400,35600,31448,233240.0,6551683.0
2019-03-14,35600,36150,34450,34550,43491,226361.0,6551683.0
2019-03-15,35250,36050,34700,35950,53380,235533.0,6551683.0
2019-03-18,36000,36350,35800,36350,28795,238154.0,6551683.0
2019-03-19,36400,37750,36300,37050,67244,242740.0,6551683.0
2019-03-20,37050,37350,36200,36400,24747,238481.0,6551683.0
2019-03-21,37100,39600,36650,38050,147214,249292.0,6551683.0
2019-03-22,38300,38400,36700,37700,51108,246998.0,6551683.0
2019-03-25,37150,37150,35100,35400,67351,231930.0,6551683.0
2019-03-26,35900,35900,35050,35550,19516,232912.0,6551683.0
2019-03-27,35600,35800,34600,34900,23593,228654.0,6551683.0
2019-03-28,35200,35200,33650,34000,24822,222757.0,6551683.0
2019-03-29,33900,35200,32450,34500,75810,226033.0,6551683.0
2019-04-01,34500,35400,34500,35100,20300,229964.0,6551683.0
2019-04-02,35000,35550,34550,34600,17359,226688.0,6551683.0
2019-04-03,34800,35100,34700,35050,8035,229636.0,6551683.0
2019-04-04,35050,35350,34400,34700,32407,227343.0,6551683.0
2019-04-05,34750,35000,34300,34800,18642,227999.0,6551683.0
2019-04-08,34800,35300,34400,34950,15814,228981.0,6551683.0
2019-04-09,35400,35500,34650,35300,29770,231274.0,6551683.0
2019-04-10,35300,35300,34600,35000,25077,229309.0,6551683.0
2019-04-11,34750,36650,34750,35800,79042,234550.0,6551683.0
2019-04-12,35900,36550,35450,36100,31720,236516.0,6551683.0
2019-04-15,36050,36450,35950,36450,28730,238809.0,6551683.0
2019-04-16,36200,36500,35350,36350,31985,238154.0,6551683.0
2019-04-17,36050,36500,35650,35900,22350,235205.0,6551683.0
2019-04-18,35900,36100,35000,35100,23822,229964.0,6551683.0
2019-04-19,35150,35550,34850,34900,22551,228654.0,6551683.0
2019-04-22,34900,36150,34900,35950,26668,235533.0,6551683.0
2019-04-23,36050,36200,35300,35450,13837,232257.0,6551683.0
2019-04-24,35450,35550,34650,35050,20176,229636.0,6551683.0
2019-04-25,35050,35600,34000,34950,32376,228981.0,6551683.0
2019-04-26,34400,34950,34100,34500,22625,226033.0,6551683.0
2019-04-29,34600,35600,34600,35350,24052,231602.0,6551683.0
2019-04-30,35350,35350,34500,34850,30316,228326.0,6551683.0
2019-05-02,35000,35050,34500,34900,14330,228654.0,6551683.0
2019-05-03,34500,35250,34400,35000,17434,229309.0,6551683.0
2019-05-07,34700,34700,34000,34400,12711,225378.0,6551683.0
2019-05-08,34000,34000,33200,33200,32342,217516.0,6551683.0
2019-05-09,33700,33700,31150,31500,48310,206378.0,6551683.0
2019-05-10,31100,31950,31100,31350,24598,205395.0,6551683.0
2019-05-13,31350,32200,31250,31250,10959,204740.0,6551683.0
2019-05-14,30400,30950,29850,30800,21684,201792.0,6551683.0
2019-05-15,31000,32900,30500,32900,28209,215550.0,6551683.0
2019-05-16,33500,34800,33250,33850,42430,221774.0,6551683.0
2019-05-17,33950,34350,32750,33900,23735,222102.0,6551683.0
2019-05-20,34500,34900,33100,33850,24229,221774.0,6551683.0
2019-05-21,33900,34550,33050,33800,17015,221447.0,6551683.0
2019-05-22,33800,33800,31950,32000,62334,209654.0,6551683.0
2019-05-23,32000,32200,30350,31300,43457,205068.0,6551683.0
2019-05-24,31000,31600,30350,30750,33731,201464.0,6551683.0
2019-05-27,30600,31450,30250,30600,21159,200481.0,6551683.0
2019-05-28,30300,30900,30250,30600,25837,200481.0,6551683.0
2019-05-29,30450,30800,29900,30300,40206,198516.0,6551683.0
2019-05-30,30300,34800,30300,34100,200838,223412.0,6551683.0
2019-05-31,33850,36200,33800,35600,115152,233240.0,6551683.0
2019-06-03,35200,37200,34250,35650,107453,233567.0,6551683.0
2019-06-04,35750,38300,35750,37950,222255,248636.0,6551683.0
2019-06-05,38700,38700,37200,37850,86690,247981.0,6551683.0
2019-06-07,37400,39950,37350,39750,161356,260429.0,6551683.0
2019-06-10,40050,41950,40000,40300,127688,264033.0,6551683.0
2019-06-11,40550,41700,37000,41600,209188,272550.0,6551683.0
2019-06-12,41600,42350,40650,41500,83780,271895.0,6551683.0
2019-06-13,41500,43050,41000,41900,91303,274516.0,6551683.0
2019-06-14,42450,42450,40400,40900,54796,267964.0,6551683.0
2019-06-17,41200,41200,39650,40050,55602,262395.0,6551683.0
2019-06-18,40050,41450,39400,39950,49205,261740.0,6551683.0
2019-06-19,40200,42250,40200,41600,93986,272550.0,6551683.0
2019-06-20,41900,42250,40100,41200,71803,269929.0,6551683.0
2019-06-21,40650,40800,39900,40600,53342,265998.0,6551683.0
2019-06-24,40600,41200,40000,40200,31142,263378.0,6551683.0
