데브시스터즈(194480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-07-03,33300,34550,33250,33950,160861,370106.0,10901500.0
2015-07-06,33300,33850,32600,33000,136039,359750.0,10901500.0
2015-07-07,33500,36550,33000,35600,678589,388093.0,10901500.0
2015-07-08,36200,36900,34200,34200,344408,372831.0,10901500.0
2015-07-09,33550,34100,32250,34100,182565,371741.0,10901500.0
2015-07-10,34150,34650,33250,33550,131278,365745.0,10901500.0
2015-07-13,33700,34750,33600,34500,99110,376102.0,10901500.0
2015-07-14,34750,34800,33700,33850,105108,369016.0,10901500.0
2015-07-15,33950,34500,33500,34350,80109,374467.0,10901500.0
2015-07-16,34100,35150,33900,35000,141084,381552.0,10901500.0
2015-07-17,35500,35500,33900,34150,111913,372286.0,10901500.0
2015-07-20,34300,34900,33750,33900,120506,369561.0,10901500.0
2015-07-21,33900,34000,33050,33150,125484,361385.0,10901500.0
2015-07-22,33050,34100,32850,33350,89886,363565.0,10901500.0
2015-07-23,33350,34100,33150,33400,72267,364110.0,10901500.0
2015-07-24,33250,34850,33250,34300,140608,373921.0,10901500.0
2015-07-27,34300,34500,33450,33450,85268,364655.0,10901500.0
2015-07-28,32800,33200,31700,32200,92823,351028.0,10901500.0
2015-07-29,32200,32900,31500,31500,71642,343397.0,10901500.0
2015-07-30,31500,31750,30500,30950,59876,337401.0,10901500.0
2015-07-31,30700,31500,30650,31450,45517,342852.0,10901500.0
2015-08-03,31450,31600,30750,30800,31991,335766.0,10901500.0
2015-08-04,30450,30900,30400,30700,43025,334676.0,10901500.0
2015-08-05,30850,31300,29950,30600,98421,333586.0,10901500.0
2015-08-06,30600,31050,30450,30900,59305,336856.0,10901500.0
2015-08-07,30900,32600,30500,31650,131781,345032.0,10901500.0
2015-08-10,31100,32300,31100,31700,51932,345578.0,10901500.0
2015-08-11,31750,32200,31250,31450,74586,342852.0,10901500.0
2015-08-12,31000,31450,30000,30650,104139,334131.0,10901500.0
2015-08-13,30800,31400,30400,31050,46761,338492.0,10901500.0
2015-08-17,31100,31650,30400,30450,44719,331951.0,10901500.0
2015-08-18,30450,30800,29000,29000,69039,316144.0,10901500.0
2015-08-19,28200,28900,27000,27400,101212,298701.0,10901500.0
2015-08-20,26650,27700,25900,26500,97862,288890.0,10901500.0
2015-08-21,24500,25950,23200,23550,174005,256730.0,10901500.0
2015-08-24,23050,24500,22600,23300,112080,254005.0,10901500.0
2015-08-25,23800,26000,23250,24950,141388,271992.0,10901500.0
2015-08-26,24700,26900,24700,26850,80178,292705.0,10901500.0
2015-08-27,27500,28100,27100,27650,86474,301426.0,10901500.0
2015-08-28,27700,28300,27600,27900,61415,304152.0,10901500.0
2015-08-31,27600,29500,27600,28050,20735,305787.0,10901500.0
2015-09-01,28000,28550,27750,27800,67129,303062.0,10901500.0
2015-09-02,27100,28700,27100,28350,53162,309058.0,10901500.0
2015-09-03,28800,29000,28400,28650,29873,312328.0,10901500.0
2015-09-04,28750,29450,28100,28300,69168,308512.0,10901500.0
2015-09-07,28300,28800,27200,28300,65280,308512.0,10901500.0
2015-09-08,28100,28450,27300,27750,36814,302517.0,10901500.0
2015-09-09,27900,28250,27700,27800,38020,303062.0,10901500.0
2015-09-10,27700,28500,27650,27800,48016,303062.0,10901500.0
2015-09-11,27850,28200,27700,27800,36347,303062.0,10901500.0
2015-09-14,27800,28200,27500,27550,35663,300336.0,10901500.0
2015-09-15,27800,27950,27400,27450,30639,299246.0,10901500.0
2015-09-16,27800,27900,27500,27650,27247,301426.0,10901500.0
2015-09-17,28050,28050,27700,27900,20361,304152.0,10901500.0
2015-09-18,27750,29000,27750,28700,33549,312873.0,10901500.0
2015-09-21,28700,29150,28700,28850,28273,314508.0,10901500.0
2015-09-22,29000,29600,29000,29600,26542,322684.0,10901500.0
2015-09-23,29600,29650,28000,28700,32067,312873.0,10901500.0
2015-09-24,29500,29600,29000,29100,20564,317234.0,10901500.0
2015-09-25,29200,29600,28900,29350,27427,319959.0,10901500.0
2015-09-30,29000,29300,28800,29250,16135,318869.0,10901500.0
2015-10-01,29250,29550,29150,29150,28350,317779.0,10901500.0
2015-10-02,29150,30950,29150,30950,52106,337401.0,10901500.0
2015-10-05,30900,32000,30900,31900,40511,347758.0,10901500.0
2015-10-06,32000,32400,31300,31550,34356,343942.0,10901500.0
2015-10-07,31650,31650,30750,30750,25706,335221.0,10901500.0
2015-10-08,30700,31700,30500,31500,23190,343397.0,10901500.0
2015-10-12,31500,31650,31100,31400,20773,342307.0,10901500.0
2015-10-13,31350,31400,30900,30900,23443,336856.0,10901500.0
2015-10-14,30600,31350,30600,30950,15288,337401.0,10901500.0
2015-10-15,30900,31850,30800,31100,20999,339037.0,10901500.0
2015-10-16,31300,31750,31250,31550,10585,343942.0,10901500.0
2015-10-19,31600,31750,31200,31550,12552,343942.0,10901500.0
2015-10-20,31550,31800,31200,31450,21739,342852.0,10901500.0
2015-10-21,31200,31650,31150,31300,17127,341217.0,10901500.0
2015-10-22,31300,31500,30500,30500,23318,332496.0,10901500.0
2015-10-23,31300,31900,30500,30900,29709,336856.0,10901500.0
2015-10-26,30800,31350,30800,30950,19804,337401.0,10901500.0
2015-10-27,30900,31400,30700,30950,20138,337401.0,10901500.0
2015-10-28,30950,32050,30950,31500,41275,343397.0,10901500.0
2015-10-29,31250,31900,31250,31250,24905,340672.0,10901500.0
2015-10-30,31700,31700,30700,30950,20281,337401.0,10901500.0
2015-11-02,31000,31300,30100,30600,34400,333586.0,10901500.0
2015-11-03,30400,30800,30150,30500,19776,332496.0,10901500.0
2015-11-04,30350,30800,25950,26000,179187,283439.0,10901500.0
2015-11-05,25850,27850,25500,27750,112834,302517.0,10901500.0
2015-11-06,27750,28650,27150,28100,44350,306332.0,10901500.0
2015-11-09,28100,28300,27200,27200,36179,296521.0,10901500.0
2015-11-10,27150,27150,25500,25650,62746,279623.0,10901500.0
2015-11-11,25300,26350,25300,26100,22002,284529.0,10901500.0
2015-11-12,26100,26350,25750,25850,22225,281804.0,10901500.0
2015-11-13,25700,26000,24900,24950,36294,271992.0,10901500.0
2015-11-16,24300,24950,24300,24550,23903,267632.0,10901500.0
2015-11-17,24600,25550,24600,25250,18533,275263.0,10901500.0
2015-11-18,25200,25850,25200,25500,15960,277988.0,10901500.0
2015-11-19,25550,27000,25550,26550,20124,289435.0,10901500.0
2015-11-20,26650,27100,26200,26750,15082,291615.0,10901500.0
2015-11-23,26750,27400,26550,26700,15007,291070.0,10901500.0
2015-11-24,26150,28250,26150,26700,26287,291070.0,10901500.0
2015-11-25,26750,27000,25950,26200,15316,285619.0,10901500.0
2015-11-26,26700,26700,26050,26500,17898,288890.0,10901500.0
2015-11-27,26300,27150,26250,26900,18630,293250.0,10901500.0
2015-11-30,26500,27100,26300,27050,14094,294886.0,10901500.0
2015-12-01,26950,28000,26700,27050,22040,294886.0,10901500.0
2015-12-02,27050,27400,26900,27400,11469,298701.0,10901500.0
2015-12-03,27600,27800,27000,27150,9147,295976.0,10901500.0
2015-12-04,26750,28200,26700,28000,20219,305242.0,10901500.0
2015-12-07,28250,28400,27800,28100,11054,306332.0,10901500.0
2015-12-08,28250,28250,27700,28150,14336,306877.0,10901500.0
2015-12-09,27700,28300,27700,27900,13446,304152.0,10901500.0
2015-12-10,27900,28150,27650,27950,17365,304697.0,10901500.0
2015-12-11,28150,28300,27350,27450,13352,299246.0,10901500.0
2015-12-14,27450,27450,26500,26800,16419,292160.0,10901500.0
2015-12-15,27000,27800,27000,27750,11858,302517.0,10901500.0
2015-12-16,27500,28000,27500,27800,9537,303062.0,10901500.0
2015-12-17,27800,28150,27700,27850,8497,303607.0,10901500.0
2015-12-18,27500,28300,27400,28200,10365,307422.0,10901500.0
2015-12-21,28200,29250,27800,28750,16535,313418.0,10901500.0
2015-12-22,28550,28950,28150,28450,15327,310148.0,10901500.0
2015-12-23,28150,28750,28150,28350,10880,309058.0,10901500.0
2015-12-24,28350,28800,28050,28350,12995,309058.0,10901500.0
2015-12-28,28100,28400,27100,27800,29134,303062.0,10901500.0
2015-12-29,27600,28250,27200,28250,14551,307967.0,10901500.0
2015-12-30,28350,29850,28300,29850,30646,325410.0,10901500.0
2016-01-04,29850,30150,28100,28900,21124,315053.0,10901500.0
2016-01-05,28650,29300,28400,29000,23076,316144.0,10901500.0
2016-01-06,28750,29650,28700,28900,15275,315053.0,10901500.0
2016-01-07,28750,28950,27950,28450,25548,310148.0,10901500.0
2016-01-08,27900,28850,27450,28750,23519,313418.0,10901500.0
2016-01-11,28450,28800,27550,27600,35181,300881.0,10901500.0
2016-01-12,27800,27800,27300,27300,20179,297611.0,10901500.0
2016-01-13,27350,28000,27250,27500,10045,299791.0,10901500.0
2016-01-14,26850,27500,26800,26900,15648,293250.0,10901500.0
2016-01-15,27200,27200,26700,26850,12465,293619.0,10935545.0
2016-01-18,26850,26900,26450,26500,9368,289792.0,10935545.0
2016-01-19,26450,26700,25850,26000,17996,284324.0,10935545.0
2016-01-20,25750,25900,24800,25400,45829,277763.0,10935545.0
2016-01-21,25000,25450,24900,25100,21904,274482.0,10935545.0
2016-01-22,25150,27000,25100,25500,42124,278856.0,10935545.0
2016-01-25,26200,26200,25600,26100,12832,285418.0,10935545.0
2016-01-26,26100,26250,25800,26150,10048,285965.0,10935545.0
2016-01-27,26650,26650,25800,25850,8521,282684.0,10935545.0
2016-01-28,25900,26050,25500,25950,9439,283777.0,10935545.0
2016-01-29,25600,26650,25600,26300,9352,287605.0,10935545.0
2016-02-01,26400,26700,25850,25900,14301,283231.0,10935545.0
2016-02-02,25900,26150,25700,25750,12716,281590.0,10935545.0
2016-02-03,25750,26150,25050,25400,17960,277763.0,10935545.0
2016-02-04,25400,25700,25300,25650,12906,280497.0,10935545.0
2016-02-05,25850,26300,25650,26100,9014,285418.0,10935545.0
2016-02-11,25550,26200,25150,25700,23667,281044.0,10935545.0
2016-02-12,25350,25500,24000,24000,53833,262453.0,10935545.0
2016-02-15,24300,24500,23100,23300,43340,254798.0,10935545.0
2016-02-16,23400,23700,22950,23300,37911,254798.0,10935545.0
2016-02-17,23450,23500,22350,22400,35575,244956.0,10935545.0
2016-02-18,22400,23200,22400,23000,18455,251518.0,10935545.0
2016-02-19,23000,23200,22700,23200,16050,253705.0,10935545.0
2016-02-22,23200,23500,23050,23100,8307,252611.0,10935545.0
2016-02-23,23150,23550,23050,23100,10441,252611.0,10935545.0
2016-02-24,23050,23400,22900,23300,12843,254798.0,10935545.0
2016-02-25,23300,24300,23300,24000,28889,262453.0,10935545.0
2016-02-26,23850,24400,23850,24000,12535,262453.0,10935545.0
2016-02-29,24050,25650,24050,25650,15397,280497.0,10935545.0
2016-03-02,25650,26350,25200,26200,15613,286511.0,10935545.0
2016-03-03,26150,26450,25600,26350,14958,288152.0,10935545.0
2016-03-04,26400,26400,25950,26350,4012,288152.0,10935545.0
2016-03-07,26500,26700,26200,26550,8770,290339.0,10935545.0
2016-03-08,26400,26700,26100,26400,13583,288698.0,10935545.0
2016-03-09,26400,26900,26300,26400,8167,288698.0,10935545.0
2016-03-10,26500,26850,25750,26200,13959,286511.0,10935545.0
2016-03-11,26400,26750,26100,26150,7257,285965.0,10935545.0
2016-03-14,26150,26700,25950,26000,10411,284324.0,10935545.0
2016-03-15,26000,26350,25850,26100,9780,285418.0,10935545.0
2016-03-16,25900,26300,25000,25650,14723,280497.0,10935545.0
2016-03-17,25350,25850,25300,25550,5666,279403.0,10935545.0
2016-03-18,25450,25950,25450,25900,9148,283231.0,10935545.0
2016-03-21,25750,26100,25450,25450,8556,278310.0,10935545.0
2016-03-22,25300,25950,25300,25750,9339,281590.0,10935545.0
2016-03-23,26000,26000,25600,25600,8402,279950.0,10935545.0
2016-03-24,25550,26100,25550,25950,11330,283777.0,10935545.0
2016-03-25,25850,26600,25500,26250,18391,287058.0,10935545.0
2016-03-28,26000,26100,25000,25400,18961,277763.0,10935545.0
2016-03-29,25500,25700,24850,25200,21489,275576.0,10935545.0
2016-03-30,25400,25800,24900,24900,20127,272295.0,10935545.0
2016-03-31,25400,25400,24500,24700,15676,270108.0,10935545.0
2016-04-01,24550,25300,24450,24650,8967,269561.0,10935545.0
2016-04-04,24750,25600,24500,25500,23251,278856.0,10935545.0
2016-04-05,25050,25700,25050,25350,5810,277216.0,10935545.0
2016-04-06,25850,25850,24800,24900,11922,272295.0,10935545.0
2016-04-07,25300,25300,24550,24550,10612,268468.0,10935545.0
2016-04-08,24550,24700,24450,24700,10042,270108.0,10935545.0
2016-04-11,24500,24950,24450,24500,5559,267921.0,10935545.0
2016-04-12,24500,24950,24300,24700,10747,270108.0,10935545.0
2016-04-14,24700,25200,24500,24500,11715,267921.0,10935545.0
2016-04-15,25000,25100,24600,25050,6665,273935.0,10935545.0
2016-04-18,24900,25600,24550,24900,10014,272295.0,10935545.0
2016-04-19,24750,25200,24600,25150,8423,275029.0,10935545.0
2016-04-20,25100,25150,24800,25050,6936,273935.0,10935545.0
2016-04-21,24900,25200,24750,24900,9728,272295.0,10935545.0
2016-04-22,25050,25050,24550,25000,10561,273389.0,10935545.0
2016-04-25,25150,25150,24550,24600,11295,269014.0,10935545.0
2016-04-26,24650,24750,24300,24350,12566,266281.0,10935545.0
2016-04-27,24200,24550,24000,24050,14137,263000.0,10935545.0
2016-04-28,24050,24500,24050,24350,9095,266281.0,10935545.0
2016-04-29,24350,24400,24000,24250,9726,265187.0,10935545.0
2016-05-02,23900,24300,23750,24150,19854,266983.0,11055190.0
2016-05-03,24150,24450,24050,24200,7158,267536.0,11055190.0
2016-05-04,24050,24600,24000,24200,10853,267536.0,11055190.0
2016-05-09,23950,24500,23900,24150,9967,266983.0,11055190.0
2016-05-10,24000,25350,24000,25250,20161,279144.0,11055190.0
2016-05-11,24850,25700,24750,25450,19543,281355.0,11055190.0
2016-05-12,25450,26950,25400,26800,49725,296279.0,11055190.0
2016-05-13,27250,27600,26650,27600,43421,305123.0,11055190.0
2016-05-16,27700,28000,27400,27900,30158,308440.0,11055190.0
2016-05-17,27350,28250,27300,28150,30329,311204.0,11055190.0
2016-05-18,28150,28150,27400,27650,19502,305676.0,11055190.0
2016-05-19,27650,27900,27200,27350,20203,302359.0,11055190.0
2016-05-20,27400,28100,27300,28000,14084,309545.0,11055190.0
2016-05-23,28000,29100,27500,29000,24833,320601.0,11055190.0
2016-05-24,29000,29900,28600,28750,34608,317837.0,11055190.0
2016-05-25,28850,29100,28100,28600,15498,316178.0,11055190.0
2016-05-26,28950,28950,27650,27700,24934,306229.0,11055190.0
2016-05-27,28050,28250,27600,27700,17983,306229.0,11055190.0
2016-05-30,27550,27800,27400,27550,10771,304570.0,11055190.0
2016-05-31,27600,28300,27350,28250,19037,312309.0,11055190.0
2016-06-01,28450,28550,27950,28300,8435,312862.0,11055190.0
2016-06-02,28400,28600,27950,28000,9014,309545.0,11055190.0
2016-06-03,28300,28500,27700,28450,16530,314520.0,11055190.0
2016-06-07,28450,29300,28450,29200,18274,322812.0,11055190.0
2016-06-08,29250,29350,28800,29300,14767,323917.0,11055190.0
2016-06-09,29300,29500,28300,29500,39991,326128.0,11055190.0
2016-06-10,29450,29900,29000,29400,21579,325023.0,11055190.0
2016-06-13,28950,29300,28600,28750,12444,317837.0,11055190.0
2016-06-14,28650,28950,28550,28750,21252,317837.0,11055190.0
2016-06-15,28850,29100,28500,28700,10987,317284.0,11055190.0
2016-06-16,29000,29000,28000,28100,13366,310651.0,11055190.0
2016-06-17,28300,28700,27800,27950,17873,308993.0,11055190.0
2016-06-20,27950,28650,27800,28250,13462,312309.0,11055190.0
