코디엠(224060),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-03-16,900,939,895,918,4215141,112729.0,122798622.0
2018-03-19,926,927,892,895,2286193,109905.0,122798622.0
2018-03-20,895,910,888,900,1964516,110519.0,122798622.0
2018-03-21,910,910,890,892,1534219,109536.0,122798622.0
2018-03-22,881,882,800,835,6050682,102537.0,122798622.0
2018-03-23,680,774,635,700,15817287,85959.0,122798622.0
2018-03-26,635,697,635,660,8693230,81047.0,122798622.0
2018-03-27,673,734,669,682,8407046,83749.0,122798622.0
2018-03-28,690,798,684,788,18475274,96765.0,122798622.0
2018-03-29,972,980,881,915,35293466,112361.0,122798622.0
2018-03-30,920,953,889,933,16767512,114571.0,122798622.0
2018-04-02,1105,1210,1070,1210,55527357,148586.0,122798622.0
2018-04-03,1275,1370,1155,1230,97809466,152552.0,124025615.0
2018-04-04,1225,1235,1125,1215,29601128,150691.0,124025615.0
2018-04-05,1215,1240,1105,1115,14611927,138289.0,124025615.0
2018-04-06,1130,1200,1080,1175,16179235,145730.0,124025615.0
2018-04-09,1225,1470,1215,1380,65964866,171155.0,124025615.0
2018-04-10,1420,1630,1305,1550,65113276,192240.0,124025615.0
2018-04-11,1775,1930,1680,1840,75285490,228207.0,124025615.0
2018-04-12,1860,2125,1750,1900,51119190,235649.0,124025615.0
2018-04-13,0,0,0,1900,0,235649.0,124025615.0
2018-04-16,2000,2070,1885,1925,18770489,238749.0,124025615.0
2018-04-17,1960,1965,1675,1745,22981226,216425.0,124025615.0
2018-04-18,1800,1975,1690,1800,34770610,253652.0,140917506.0
2018-04-19,1750,1760,1470,1530,19323369,215604.0,140917506.0
2018-04-20,1465,1655,1450,1545,16799456,217718.0,140917506.0
2018-04-23,1510,1510,1385,1415,14242356,199398.0,140917506.0
2018-04-24,1390,1435,1295,1315,11977014,185307.0,140917506.0
2018-04-25,1310,1475,1290,1380,17246612,194466.0,140917506.0
2018-04-26,1375,1425,1330,1420,5804725,200103.0,140917506.0
2018-04-27,1435,1435,1335,1365,5319286,192352.0,140917506.0
2018-04-30,1320,1320,1190,1225,12942303,172624.0,140917506.0
2018-05-02,1175,1220,1130,1165,11246546,164169.0,140917506.0
2018-05-03,1195,1265,1175,1200,10259726,169101.0,140917506.0
2018-05-04,1215,1345,1145,1210,20464936,170510.0,140917506.0
2018-05-08,1240,1570,1225,1455,62410684,205035.0,140917506.0
2018-05-09,1450,1510,1315,1445,18245968,203626.0,140917506.0
2018-05-10,1435,1580,1370,1500,27742635,211376.0,140917506.0
2018-05-11,1620,1765,1570,1605,37463832,226173.0,140917506.0
2018-05-14,1605,1675,1530,1630,10457117,229696.0,140917506.0
2018-05-15,1600,1635,1545,1595,6448918,224763.0,140917506.0
2018-05-16,1495,1555,1435,1540,10097404,217013.0,140917506.0
2018-05-17,1565,1580,1475,1490,5987034,209967.0,140917506.0
2018-05-18,1500,1605,1460,1515,12195263,213686.0,141046704.0
2018-05-21,1520,1820,1510,1720,59713859,242600.0,141046704.0
2018-05-23,1850,1885,1645,1670,29526703,235548.0,141046704.0
2018-05-24,1670,1765,1625,1710,14359790,241190.0,141046704.0
2018-05-25,1690,1840,1660,1790,25025257,252474.0,141046704.0
2018-05-28,1715,1745,1660,1690,13979950,238369.0,141046704.0
2018-05-29,1670,1720,1590,1605,9279780,226380.0,141046704.0
2018-05-30,1615,1705,1600,1615,6966358,227790.0,141046704.0
2018-05-31,1645,1680,1560,1580,5911854,222854.0,141046704.0
2018-06-01,1600,1615,1540,1585,6258281,223559.0,141046704.0
2018-06-04,1585,1690,1555,1635,9269222,230611.0,141046704.0
2018-06-05,1660,1840,1645,1685,39530096,237664.0,141046704.0
2018-06-07,1720,1750,1675,1700,7448305,239779.0,141046704.0
2018-06-08,1690,1715,1635,1650,5541706,232727.0,141046704.0
2018-06-11,1650,1695,1600,1600,5823783,225675.0,141046704.0
2018-06-12,1610,1645,1495,1525,7587265,215096.0,141046704.0
2018-06-14,1550,1635,1475,1580,7237499,222854.0,141046704.0
2018-06-15,1610,1615,1515,1525,3766899,215096.0,141046704.0
2018-06-18,1495,1525,1445,1460,4258347,205928.0,141046704.0
2018-06-19,1455,1505,1390,1400,4287318,197465.0,141046704.0
2018-06-20,1395,1470,1375,1420,4464032,201020.0,141563497.0
2018-06-21,1420,1455,1380,1395,2795944,197481.0,141563497.0
2018-06-22,1380,1390,1330,1345,3563013,190403.0,141563497.0
2018-06-25,1345,1425,1330,1370,4073779,193942.0,141563497.0
2018-06-26,1360,1420,1340,1370,2629350,193942.0,141563497.0
2018-06-27,1375,1430,1370,1410,3863942,199605.0,141563497.0
2018-06-28,1380,1395,1265,1340,5303177,189695.0,141563497.0
2018-06-29,1350,1380,1280,1285,2949398,181909.0,141563497.0
2018-07-02,1270,1295,1155,1155,5922476,163506.0,141563497.0
2018-07-03,1170,1240,1155,1210,6303371,171292.0,141563497.0
2018-07-04,1195,1240,1180,1230,2515370,174123.0,141563497.0
2018-07-05,1240,1240,1175,1180,1911580,167045.0,141563497.0
2018-07-06,1195,1195,1095,1150,3781841,162798.0,141563497.0
2018-07-09,1130,1180,1130,1140,2080999,161382.0,141563497.0
2018-07-10,1130,1230,1130,1185,4975074,167753.0,141563497.0
2018-07-11,1155,1195,1135,1165,2878081,164921.0,141563497.0
2018-07-12,1170,1205,1155,1175,2144431,166337.0,141563497.0
2018-07-13,1185,1200,1165,1185,2358145,167753.0,141563497.0
2018-07-16,1175,1200,1165,1170,1552750,165629.0,141563497.0
2018-07-17,1190,1285,1175,1280,10153927,181201.0,141563497.0
2018-07-18,1270,1340,1230,1270,6190215,179786.0,141563497.0
2018-07-19,1310,1375,1290,1375,9148770,194650.0,141563497.0
2018-07-20,1460,1510,1330,1365,17212884,193234.0,141563497.0
2018-07-23,1355,1365,1220,1225,4998183,173415.0,141563497.0
2018-07-24,1215,1280,1210,1225,2809330,173415.0,141563497.0
2018-07-25,1245,1265,1190,1210,2773888,171292.0,141563497.0
2018-07-26,1225,1295,1185,1245,4785707,176247.0,141563497.0
2018-07-27,1255,1280,1220,1265,2814407,179078.0,141563497.0
2018-07-30,1260,1275,1215,1225,2396110,173415.0,141563497.0
2018-07-31,1240,1265,1215,1235,2666545,174831.0,141563497.0
2018-08-01,1245,1255,1185,1245,2691288,176247.0,141563497.0
2018-08-02,1245,1320,1225,1270,5577503,179786.0,141563497.0
2018-08-03,1270,1320,1265,1270,2796117,179786.0,141563497.0
2018-08-06,1275,1355,1265,1335,4414319,188987.0,141563497.0
2018-08-07,1335,1390,1310,1385,7424054,196065.0,141563497.0
2018-08-08,1405,1430,1320,1375,5733972,194650.0,141563497.0
2018-08-09,1415,1440,1360,1375,6523468,194650.0,141563497.0
2018-08-10,1375,1375,1320,1330,3000159,188279.0,141563497.0
2018-08-13,1345,1360,1250,1250,4629713,176954.0,141563497.0
2018-08-14,1240,1310,1235,1260,2424280,178370.0,141563497.0
2018-08-16,1240,1250,1190,1250,2933106,176954.0,141563497.0
2018-08-17,1250,1305,1250,1285,2422780,181909.0,141563497.0
2018-08-20,1295,1315,1275,1280,2510981,181201.0,141563497.0
2018-08-21,1290,1330,1270,1300,2640213,184033.0,141563497.0
2018-08-22,1300,1315,1280,1280,1990375,181201.0,141563497.0
2018-08-23,1280,1305,1270,1270,1555591,179786.0,141563497.0
2018-08-24,1275,1285,1255,1265,1753678,179078.0,141563497.0
2018-08-27,1275,1295,1260,1265,1707198,179078.0,141563497.0
2018-08-28,1260,1310,1260,1300,3109128,184033.0,141563497.0
2018-08-29,1315,1445,1300,1440,26899820,203851.0,141563497.0
2018-08-30,1440,1450,1375,1390,6650840,196773.0,141563497.0
2018-08-31,1420,1480,1390,1420,12506629,201020.0,141563497.0
2018-09-03,1410,1465,1395,1425,5028244,201728.0,141563497.0
2018-09-04,1425,1460,1420,1455,5768105,205975.0,141563497.0
2018-09-05,1465,1505,1395,1400,9470520,198189.0,141563497.0
2018-09-06,1410,1420,1375,1400,5164022,198189.0,141563497.0
2018-09-07,1395,1425,1355,1370,3577594,193942.0,141563497.0
2018-09-10,1370,1400,1360,1375,2859320,194650.0,141563497.0
2018-09-11,1375,1380,1350,1360,2413792,192526.0,141563497.0
2018-09-12,1370,1375,1325,1330,2930693,188279.0,141563497.0
2018-09-13,1335,1350,1320,1335,1918375,188987.0,141563497.0
2018-09-14,1335,1400,1330,1375,4099732,194650.0,141563497.0
2018-09-17,1350,1355,1290,1300,4053991,184033.0,141563497.0
2018-09-18,1305,1305,1250,1270,3104956,179786.0,141563497.0
2018-09-19,1265,1270,1210,1235,3829540,174831.0,141563497.0
2018-09-20,1235,1250,1195,1225,5720368,173415.0,141563497.0
2018-09-21,1220,1245,1195,1235,2793109,174831.0,141563497.0
2018-09-27,1225,1235,1200,1215,3166803,172000.0,141563497.0
2018-09-28,1210,1260,1205,1235,3888763,174831.0,141563497.0
2018-10-01,1235,1245,1180,1180,3847777,167045.0,141563497.0
2018-10-02,1180,1210,1125,1130,3164027,159967.0,141563497.0
2018-10-04,1145,1155,1080,1095,2816409,155012.0,141563497.0
2018-10-05,1070,1130,1065,1100,2100765,155720.0,141563497.0
2018-10-08,1095,1145,1095,1115,1670740,157843.0,141563497.0
2018-10-10,1130,1130,1065,1070,1683301,151473.0,141563497.0
2018-10-11,1010,1050,987,993,3069616,140573.0,141563497.0
2018-10-12,997,1085,984,1035,3192360,146518.0,141563497.0
2018-10-15,1025,1035,995,1005,1454602,142271.0,141563497.0
2018-10-16,1000,1025,998,1015,1097237,143687.0,141563497.0
2018-10-17,1035,1055,1010,1015,1467736,143687.0,141563497.0
2018-10-18,1015,1040,1005,1010,1337873,142979.0,141563497.0
2018-10-19,1000,1015,982,1015,2903812,143687.0,141563497.0
2018-10-22,1015,1065,988,1065,4393158,150765.0,141563497.0
2018-10-23,1055,1090,1025,1035,2962047,146518.0,141563497.0
2018-10-24,1035,1050,995,998,2351893,141280.0,141563497.0
2018-10-25,998,998,921,967,3065517,136892.0,141563497.0
2018-10-26,997,1015,870,870,4760160,123160.0,141563497.0
2018-10-29,845,907,790,800,4753966,113251.0,141563497.0
2018-10-30,780,858,770,830,3475836,117498.0,141563497.0
2018-10-31,832,897,832,886,3325403,125425.0,141563497.0
2018-11-01,880,952,878,908,2781744,128540.0,141563497.0
2018-11-02,930,950,923,950,1461853,134485.0,141563497.0
2018-11-05,959,959,917,927,1324576,131229.0,141563497.0
2018-11-06,934,936,891,902,1369755,127690.0,141563497.0
2018-11-07,910,938,877,900,1432245,127407.0,141563497.0
2018-11-08,912,929,911,914,889202,129389.0,141563497.0
2018-11-09,905,920,890,899,1336515,127266.0,141563497.0
2018-11-12,891,896,852,854,1461834,120895.0,141563497.0
2018-11-13,835,869,821,865,1390414,122452.0,141563497.0
2018-11-14,878,878,843,849,963233,120187.0,141563497.0
2018-11-15,829,874,827,852,815430,120612.0,141563497.0
2018-11-16,860,895,849,886,1520401,125425.0,141563497.0
2018-11-19,889,906,881,898,1002389,127124.0,141563497.0
2018-11-20,890,890,869,887,844286,125567.0,141563497.0
2018-11-21,887,887,858,866,1094532,122594.0,141563497.0
2018-11-22,866,881,855,855,801621,121037.0,141563497.0
2018-11-23,855,865,830,830,1116238,117498.0,141563497.0
2018-11-26,839,879,835,857,1115147,121320.0,141563497.0
2018-11-27,867,872,855,862,539725,122028.0,141563497.0
2018-11-28,862,865,844,846,807562,119763.0,141563497.0
2018-11-29,845,856,834,838,1061601,118630.0,141563497.0
2018-11-30,825,845,821,822,1044194,116365.0,141563497.0
2018-12-03,826,833,819,825,757939,116790.0,141563497.0
2018-12-04,828,828,814,818,1043344,115799.0,141563497.0
2018-12-05,814,814,794,796,1267368,112685.0,141563497.0
2018-12-06,795,800,755,755,1873760,106880.0,141563497.0
2018-12-07,761,814,755,799,1848683,113109.0,141563497.0
2018-12-10,782,802,776,778,766388,110136.0,141563497.0
2018-12-11,769,777,695,712,1964443,100793.0,141563497.0
2018-12-12,705,748,705,740,1282159,104757.0,141563497.0
2018-12-13,728,903,728,840,14846969,118913.0,141563497.0
2018-12-14,835,840,788,792,3057499,112118.0,141563497.0
2018-12-17,792,793,763,778,1464319,110136.0,141563497.0
2018-12-18,771,772,753,755,1363741,106880.0,141563497.0
2018-12-19,755,796,750,785,1494420,111127.0,141563497.0
2018-12-20,799,799,740,749,2105243,106031.0,141563497.0
2018-12-21,741,764,736,744,908999,105323.0,141563497.0
2018-12-24,750,751,716,721,1548078,102067.0,141563497.0
2018-12-26,708,708,668,668,2368360,94564.0,141563497.0
2018-12-27,690,719,680,710,1505353,100510.0,141563497.0
2018-12-28,715,777,715,743,3220148,105182.0,141563497.0
2019-01-02,751,782,744,761,1912395,107730.0,141563497.0
2019-01-03,764,783,731,745,1045182,105465.0,141563497.0
2019-01-04,753,753,717,732,860505,103624.0,141563497.0
2019-01-07,748,749,697,740,988771,104757.0,141563497.0
2019-01-08,736,748,728,730,599630,103341.0,141563497.0
2019-01-09,733,745,725,731,753385,103483.0,141563497.0
2019-01-10,741,741,721,728,598715,103058.0,141563497.0
2019-01-11,730,753,730,753,1117885,106597.0,141563497.0
2019-01-14,756,762,746,758,907743,107305.0,141563497.0
2019-01-15,752,782,752,782,1007456,110703.0,141563497.0
2019-01-16,790,790,765,775,1084835,109712.0,141563497.0
2019-01-17,770,784,761,766,896808,108438.0,141563497.0
2019-01-18,767,775,765,770,767154,109004.0,141563497.0
2019-01-21,770,778,765,774,875652,109570.0,141563497.0
2019-01-22,765,780,765,772,644254,109287.0,141563497.0
2019-01-23,771,790,767,788,901792,111552.0,141563497.0
2019-01-24,802,808,785,798,1067061,112968.0,141563497.0
2019-01-25,807,807,790,797,775942,112826.0,141563497.0
2019-01-28,795,872,793,834,4531095,118064.0,141563497.0
2019-01-29,821,847,816,822,1377369,116365.0,141563497.0
2019-01-30,822,830,796,797,1417479,112826.0,141563497.0
2019-01-31,801,807,785,795,884876,112543.0,141563497.0
2019-02-01,800,800,768,789,1145476,111694.0,141563497.0
2019-02-07,781,794,779,786,868299,111269.0,141563497.0
2019-02-08,785,785,758,765,1388986,108296.0,141563497.0
2019-02-11,766,791,760,760,1043360,107588.0,141563497.0
2019-02-12,770,770,707,715,3426225,101218.0,141563497.0
2019-02-13,716,748,712,741,1608970,104899.0,141563497.0
2019-02-14,741,749,724,729,1098554,103200.0,141563497.0
2019-02-15,735,747,720,733,929039,103766.0,141563497.0
2019-02-18,733,748,730,743,716969,105182.0,141563497.0
2019-02-19,753,844,743,806,7702809,114100.0,141563497.0
2019-02-20,812,842,786,789,4061947,111694.0,141563497.0
2019-02-21,789,867,783,819,6920743,115941.0,141563497.0
2019-02-22,822,846,795,805,2289396,113959.0,141563497.0
2019-02-25,806,813,790,807,989759,114242.0,141563497.0
2019-02-26,811,1045,787,1045,36757939,147934.0,141563497.0
2019-02-27,1130,1170,1025,1035,48647338,146518.0,141563497.0
2019-02-28,1005,1125,947,969,42820705,137175.0,141563497.0
2019-03-04,930,1020,916,939,12160610,132928.0,141563497.0
2019-03-05,991,1080,980,987,23031421,139723.0,141563497.0
2019-03-06,965,994,938,955,5692312,135193.0,141563497.0
2019-03-07,950,1020,935,977,12229039,138308.0,141563497.0
2019-03-08,961,993,950,955,3656599,135193.0,141563497.0
2019-03-11,953,967,925,928,2820420,131371.0,141563497.0
2019-03-12,929,985,929,945,4549912,133778.0,141563497.0
2019-03-13,946,955,900,905,3566497,128115.0,141563497.0
2019-03-14,913,926,901,918,2057459,129955.0,141563497.0
2019-03-15,916,916,869,889,3323011,125850.0,141563497.0
2019-03-18,902,976,890,926,6686335,131088.0,141563497.0
2019-03-19,930,938,838,897,6804187,126982.0,141563497.0
2019-03-20,893,893,838,847,4160568,119904.0,141563497.0
2019-03-21,849,872,834,845,2754533,119621.0,141563497.0
2019-03-22,867,870,839,853,1701373,123510.0,144794514.0
2019-03-25,835,854,824,828,1662878,119890.0,144794514.0
2019-03-26,828,851,826,833,1250074,120614.0,144794514.0
2019-03-27,839,839,808,823,1742224,119166.0,144794514.0
2019-03-28,816,833,802,802,1131588,116125.0,144794514.0
2019-03-29,810,815,780,805,1670402,116560.0,144794514.0
2019-04-01,803,842,802,838,1967545,121338.0,144794514.0
2019-04-02,832,845,825,843,1149575,122062.0,144794514.0
2019-04-03,849,873,836,849,1679550,122931.0,144794514.0
2019-04-04,858,946,847,876,15651492,126840.0,144794514.0
2019-04-05,874,885,868,873,1865960,126406.0,144794514.0
2019-04-08,877,888,860,884,1989665,127998.0,144794514.0
2019-04-09,876,892,860,882,2218235,127709.0,144794514.0
2019-04-10,880,889,869,880,1255843,127419.0,144794514.0
2019-04-11,875,883,869,872,1765743,126261.0,144794514.0
2019-04-12,868,902,865,890,2698173,128867.0,144794514.0
2019-04-15,880,885,861,871,2573624,126116.0,144794514.0
2019-04-16,871,877,845,845,2640093,122351.0,144794514.0
2019-04-17,850,863,840,849,1323807,122931.0,144794514.0
2019-04-18,852,852,805,817,2082282,118297.0,144794514.0
2019-04-19,819,844,819,835,1099514,120903.0,144794514.0
2019-04-22,835,849,828,843,817149,122062.0,144794514.0
2019-04-23,848,849,824,838,1071637,121338.0,144794514.0
2019-04-24,830,839,790,831,2253442,120324.0,144794514.0
2019-04-25,829,844,822,843,1253214,122062.0,144794514.0
2019-04-26,831,839,805,810,1436926,117284.0,144794514.0
2019-04-29,805,817,797,799,1316692,115691.0,144794514.0
2019-04-30,793,809,775,778,2226340,112650.0,144794514.0
2019-05-02,790,845,780,810,3052403,117284.0,144794514.0
2019-05-03,810,824,805,812,1128417,117573.0,144794514.0
2019-05-07,801,805,784,785,1170923,113664.0,144794514.0
2019-05-08,782,795,770,779,1206991,112795.0,144794514.0
2019-05-09,773,780,735,745,2004143,107872.0,144794514.0
2019-05-10,718,744,716,735,1667698,106424.0,144794514.0
2019-05-13,724,767,710,730,1456026,105700.0,144794514.0
2019-05-14,710,729,705,715,1156820,103528.0,144794514.0
2019-05-15,715,731,712,726,747203,105121.0,144794514.0
2019-05-16,728,728,696,702,1902348,101646.0,144794514.0
2019-05-17,703,723,696,702,811018,101646.0,144794514.0
2019-05-20,702,712,693,695,712308,100632.0,144794514.0
2019-05-21,685,707,684,699,801850,102150.0,146136795.0
2019-05-22,701,708,688,691,727966,100981.0,146136795.0
2019-05-23,689,757,689,707,4826382,103319.0,146136795.0
2019-05-24,705,707,680,681,1250499,99519.0,146136795.0
2019-05-27,675,691,675,680,619792,99373.0,146136795.0
2019-05-28,675,742,675,700,3302923,102296.0,146136795.0
2019-05-29,700,701,681,686,746801,100250.0,146136795.0
2019-05-30,682,692,676,680,692135,99373.0,146136795.0
2019-05-31,750,754,700,704,6321430,102880.0,146136795.0
2019-06-03,695,699,686,694,816676,101419.0,146136795.0
2019-06-04,699,701,690,690,614537,100834.0,146136795.0
2019-06-05,690,710,690,702,805054,102588.0,146136795.0
2019-06-07,703,716,696,705,1197607,103026.0,146136795.0
2019-06-10,709,714,700,712,716718,104049.0,146136795.0
2019-06-11,715,716,705,714,729865,104342.0,146136795.0
2019-06-12,715,740,711,727,1112130,106241.0,146136795.0
2019-06-13,733,744,725,732,1613947,106972.0,146136795.0
2019-06-14,728,740,727,730,789646,106680.0,146136795.0
2019-06-17,735,739,718,718,750809,104926.0,146136795.0
2019-06-18,713,721,704,705,818560,103026.0,146136795.0
2019-06-19,707,729,703,724,966730,105803.0,146136795.0
2019-06-20,724,754,724,749,2311829,109456.0,146136795.0
2019-06-21,749,754,725,730,1113999,106680.0,146136795.0
2019-06-24,728,742,725,732,505973,106972.0,146136795.0
2019-06-25,732,734,711,711,862304,103903.0,146136795.0
2019-06-26,708,720,704,711,792804,103903.0,146136795.0
2019-06-27,716,717,700,702,685199,102588.0,146136795.0
2019-06-28,700,705,686,699,845664,102150.0,146136795.0
2019-07-01,696,716,692,705,739796,103026.0,146136795.0
2019-07-02,702,710,701,707,603557,103319.0,146136795.0
2019-07-03,713,739,701,709,1646528,103611.0,146136795.0
2019-07-04,720,720,690,703,844320,102734.0,146136795.0
2019-07-05,696,709,693,700,593138,102296.0,146136795.0
2019-07-08,707,707,666,669,1202320,97766.0,146136795.0
2019-07-09,669,680,659,666,457119,97327.0,146136795.0
2019-07-10,653,668,653,659,891269,96304.0,146136795.0
2019-07-11,666,666,643,647,1159268,94551.0,146136795.0
2019-07-12,649,662,645,657,594681,96012.0,146136795.0
2019-07-15,661,661,632,636,911910,92943.0,146136795.0
2019-07-16,630,635,583,600,2816041,87682.0,146136795.0
2019-07-17,594,601,565,578,1401574,84467.0,146136795.0
2019-07-18,578,600,569,579,1055015,84613.0,146136795.0
2019-07-19,580,639,580,602,2555365,87974.0,146136795.0
2019-07-22,610,624,603,617,1117994,90166.0,146136795.0
2019-07-23,610,618,605,607,519636,88705.0,146136795.0
2019-07-24,610,635,607,614,2014274,89728.0,146136795.0
2019-07-25,612,620,577,586,1111550,85636.0,146136795.0
2019-07-26,586,594,566,580,802107,84759.0,146136795.0
2019-07-29,571,581,525,533,1476566,77891.0,146136795.0
2019-07-30,500,553,500,535,987231,78183.0,146136795.0
2019-07-31,535,555,518,543,771476,79352.0,146136795.0
2019-08-01,545,561,534,537,661802,78475.0,146136795.0
2019-08-02,534,539,520,533,640649,77891.0,146136795.0
2019-08-05,525,536,470,473,1551983,69123.0,146136795.0
2019-08-06,430,476,401,444,1629138,64885.0,146136795.0
2019-08-07,445,475,445,470,897273,68684.0,146136795.0
2019-08-08,490,498,470,497,945297,72630.0,146136795.0
2019-08-09,492,531,492,510,819010,74530.0,146136795.0
2019-08-12,501,521,501,515,526730,75260.0,146136795.0
2019-08-13,522,523,508,511,311142,74676.0,146136795.0
2019-08-14,512,523,509,511,603417,74676.0,146136795.0
2019-08-16,511,514,498,505,352936,73799.0,146136795.0
2019-08-19,505,514,499,506,343896,73945.0,146136795.0
2019-08-20,511,519,502,515,570380,75260.0,146136795.0
2019-08-21,516,530,514,528,499573,77160.0,146136795.0
2019-08-22,533,533,520,522,282838,76283.0,146136795.0
2019-08-23,522,529,510,513,479893,74968.0,146136795.0
2019-08-26,485,507,485,486,720206,71022.0,146136795.0
2019-08-27,494,504,491,496,306729,72484.0,146136795.0
2019-08-28,497,517,489,508,477409,74237.0,146136795.0
2019-08-29,514,514,495,497,505061,72630.0,146136795.0
2019-08-30,496,508,496,507,365284,74091.0,146136795.0
2019-09-02,511,513,503,507,524574,74091.0,146136795.0
2019-09-03,507,533,505,527,931169,77014.0,146136795.0
2019-09-04,527,533,517,527,317254,77014.0,146136795.0
2019-09-05,526,533,524,530,305359,77453.0,146136795.0
2019-09-06,533,536,524,530,448463,77453.0,146136795.0
2019-09-09,528,537,508,508,480110,74237.0,146136795.0
2019-09-10,508,520,501,502,402265,73361.0,146136795.0
2019-09-11,510,515,504,515,340062,75260.0,146136795.0
2019-09-16,525,525,514,519,374625,75845.0,146136795.0
2019-09-17,519,560,514,555,1631590,81106.0,146136795.0
2019-09-18,556,559,533,538,930096,78622.0,146136795.0
2019-09-19,538,549,532,544,432862,79498.0,146136795.0
2019-09-20,541,547,530,546,650160,79791.0,146136795.0
2019-09-23,547,547,519,525,668978,76722.0,146136795.0
2019-09-24,526,537,523,532,426180,77745.0,146136795.0
2019-09-25,534,534,508,512,773526,74822.0,146136795.0
2019-09-26,516,525,505,517,432665,75553.0,146136795.0
2019-09-27,510,558,500,513,2324883,74968.0,146136795.0
2019-09-30,522,522,496,501,794165,73215.0,146136795.0
2019-10-01,502,506,491,501,583589,73215.0,146136795.0
2019-10-02,500,501,494,500,324526,73068.0,146136795.0
2019-10-04,505,505,490,493,481885,72045.0,146136795.0
2019-10-07,491,495,473,483,975154,70584.0,146136795.0
