CJ ENM(035760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-01-12,97784,99355,96911,97260,131103,459184.0,8243871.0
2005-01-13,97782,100053,97782,98307,121612,464130.0,8243871.0
2005-01-14,99878,100926,95165,96212,342466,454237.0,8243871.0
2005-01-17,97957,99354,96036,96910,198131,457535.0,8243871.0
2005-01-18,97609,99530,96736,99180,175172,468252.0,8243871.0
2005-01-19,100227,100577,98306,98307,97007,464130.0,8243871.0
2005-01-20,96036,98480,96036,96910,103919,457535.0,8243871.0
2005-01-21,98132,98132,95861,96386,119854,455062.0,8243871.0
2005-01-24,95687,97782,95687,97783,94608,461657.0,8243871.0
2005-01-25,99529,99704,96909,96910,70433,457535.0,8243871.0
2005-01-26,97609,99181,97609,99180,109294,468252.0,8243871.0
2005-01-27,101101,105117,100578,104418,346504,492983.0,8243871.0
2005-01-28,104766,105640,101798,103720,132023,489686.0,8243871.0
2005-01-31,103895,107387,102149,102847,158072,485564.0,8243871.0
2005-02-01,103195,103895,100925,101799,73665,480618.0,8243871.0
2005-02-02,102148,103546,100925,103021,86259,486388.0,8243871.0
2005-02-03,104419,104419,101798,104244,60787,492159.0,8243871.0
2005-02-04,103372,104070,101799,104069,77109,491335.0,8243871.0
2005-02-07,107038,108435,104243,108260,135722,511120.0,8243871.0
2005-02-11,109307,112973,109307,112975,153669,533378.0,8243871.0
2005-02-14,115244,117863,113150,116990,280076,552339.0,8243871.0
2005-02-15,118388,118388,111404,111752,154725,527608.0,8243871.0
2005-02-16,113497,114545,110529,114546,89052,540798.0,8243871.0
2005-02-17,113847,116291,113673,115419,65390,544920.0,8243871.0
2005-02-18,114895,116292,113847,115070,63146,543271.0,8243871.0
2005-02-21,116816,116816,111753,113673,42346,536676.0,8243871.0
2005-02-22,113847,118213,113497,114546,101005,540798.0,8243871.0
2005-02-23,111052,113846,110528,110530,51417,521837.0,8243871.0
2005-02-24,110529,113847,108958,112625,116825,531730.0,8243871.0
2005-02-25,112626,114371,111926,113149,95428,534203.0,8243871.0
2005-02-28,112799,116291,111925,115768,77880,546569.0,8243871.0
2005-03-02,116991,117338,114020,115768,60201,546569.0,8243871.0
2005-03-03,114720,116466,114021,114022,47389,538325.0,8243871.0
2005-03-04,114198,116642,110880,111752,97777,527608.0,8243871.0
2005-03-07,112800,115243,111752,114372,87330,539974.0,8243871.0
2005-03-08,114371,117515,112974,116117,67079,548217.0,8243871.0
2005-03-09,116117,116117,112626,112975,53150,533378.0,8243871.0
2005-03-10,115244,119086,113150,118387,140195,558934.0,8243871.0
2005-03-11,122054,132529,119609,129388,153337,610871.0,8243871.0
2005-03-14,130959,133580,127642,129738,139535,612520.0,8243871.0
2005-03-15,131134,131134,124325,128515,70437,606749.0,8243871.0
2005-03-16,127467,128514,123975,126594,54234,597681.0,8243871.0
2005-03-17,123453,128515,122405,126420,53124,596856.0,8243871.0
2005-03-18,125371,128864,125371,126594,68958,597681.0,8243871.0
2005-03-21,126594,127293,122928,124848,84866,589437.0,8243871.0
2005-03-22,125547,126071,122578,124499,41914,587788.0,8243871.0
2005-03-23,123452,127817,121881,124324,88714,586964.0,8243871.0
2005-03-24,123452,123625,114371,116990,137308,552339.0,8243871.0
2005-03-25,118736,122578,118038,122229,103006,577071.0,8243871.0
2005-03-28,124849,131483,123625,124848,156826,589437.0,8243871.0
2005-03-29,124673,127816,123101,123277,83689,582017.0,8243871.0
2005-03-30,121531,128341,119436,128341,142358,605925.0,8243871.0
2005-03-31,130086,130786,126420,128864,98098,608398.0,8243871.0
2005-04-01,129388,134800,129213,133928,141347,632305.0,8243871.0
2005-04-04,133579,135500,130958,133404,75256,629832.0,8243871.0
2005-04-06,132706,133055,129561,130436,64704,615817.0,8243871.0
2005-04-07,131134,131832,127990,127991,55669,604276.0,8243871.0
2005-04-08,130085,131833,129214,130611,63114,616642.0,8243871.0
2005-04-11,129213,134450,129213,132880,101994,627359.0,8243871.0
2005-04-12,134276,137594,132879,137245,91472,647968.0,8243871.0
2005-04-13,138118,143181,137594,139690,86355,659510.0,8243871.0
2005-04-14,137944,139339,134627,135325,44516,638900.0,8243871.0
2005-04-15,133056,142135,131833,140039,121658,661158.0,8243871.0
2005-04-18,137245,142658,136896,139341,63352,657861.0,8243871.0
2005-04-19,138294,139340,136548,137595,55816,649617.0,8243871.0
2005-04-20,138292,140213,137070,137245,23871,647968.0,8243871.0
2005-04-21,134800,137595,133753,137420,45285,648793.0,8243871.0
2005-04-22,139515,139690,134451,135848,27864,641373.0,8243871.0
2005-04-25,133927,137421,133230,136372,57163,643846.0,8243871.0
2005-04-26,134451,136547,134451,134451,19502,634778.0,8243871.0
2005-04-27,132880,134104,131833,134102,29176,633129.0,8243871.0
2005-04-28,132706,135150,132355,133928,27095,632305.0,8243871.0
2005-04-29,130959,135675,127817,135674,63421,640549.0,8243871.0
2005-05-02,134973,134973,130434,130959,58870,618290.0,8243871.0
2005-05-03,130611,130611,124499,125372,113006,591910.0,8243871.0
2005-05-04,125373,127294,125373,126944,65867,599329.0,8243871.0
2005-05-06,125547,130959,125547,130785,62124,617466.0,8243871.0
2005-05-09,129912,130085,127641,127642,32040,602627.0,8243871.0
2005-05-10,131658,134103,130084,132356,149941,624885.0,8243871.0
2005-05-11,132183,132183,130086,131308,38058,619939.0,8243871.0
2005-05-12,131481,134102,131481,131832,102720,622412.0,8243871.0
2005-05-13,130958,132005,129737,131832,62582,622412.0,8243871.0
2005-05-16,132707,133580,130959,131308,76012,619939.0,8243871.0
2005-05-17,131309,132706,126943,128690,94835,607573.0,8243871.0
2005-05-18,129737,129737,120483,120832,204537,570476.0,8243871.0
2005-05-19,122054,122928,116117,122229,380575,577071.0,8243871.0
2005-05-20,122228,123101,121530,122229,171559,577071.0,8243871.0
2005-05-23,121705,125896,121355,125896,111960,594383.0,8243871.0
2005-05-24,127116,130957,126068,130959,107242,618290.0,8243871.0
2005-05-25,130957,131308,127815,130959,48876,618290.0,8243871.0
2005-05-26,130959,131309,128341,131134,45980,619115.0,8243871.0
2005-05-27,132705,133055,130084,131832,51866,622412.0,8243871.0
2005-05-30,132356,133231,131833,132705,47504,626534.0,8243871.0
2005-05-31,135324,138642,132706,137420,108716,648793.0,8243871.0
2005-06-01,137421,137943,133752,134277,72723,633954.0,8243871.0
2005-06-02,136197,136197,134276,135325,37922,638900.0,8243871.0
2005-06-03,135500,136547,133752,135325,38628,638900.0,8243871.0
2005-06-07,135325,135325,131659,132181,50471,624061.0,8243871.0
2005-06-08,134103,138293,133403,138293,111794,652915.0,8243871.0
2005-06-09,137944,141961,136722,137944,117821,651266.0,8243871.0
2005-06-10,139516,142658,137071,141436,37534,667983.0,8246705.0
2005-06-13,139691,141437,137945,141436,65473,667983.0,8246705.0
2005-06-14,139691,145279,138469,144405,62106,682003.0,8246705.0
2005-06-15,140040,144756,140040,144405,24138,682003.0,8246705.0
2005-06-16,142834,144929,139690,140913,44162,665509.0,8246705.0
2005-06-17,140913,142310,137769,140389,52497,663035.0,8246705.0
2005-06-20,138817,138993,136896,137595,29135,649840.0,8246705.0
2005-06-21,135849,138643,134975,135150,44989,638295.0,8246705.0
2005-06-22,133928,136722,133056,135674,51724,640769.0,8246705.0
2005-06-23,136895,139165,136721,139166,39449,657262.0,8246705.0
2005-06-24,137944,139689,137768,139690,28035,659736.0,8246705.0
2005-06-27,139690,141961,135325,138468,38907,653964.0,8246705.0
2005-06-28,135673,136720,133926,136198,52512,643243.0,8246705.0
2005-06-29,134452,137072,133580,135150,43938,638295.0,8246705.0
2005-06-30,134450,136197,132879,136198,43456,643243.0,8246705.0
2005-07-01,136198,145627,136025,144929,143305,684477.0,8246705.0
2005-07-04,145975,146149,142657,145453,88942,686951.0,8246705.0
2005-07-05,144578,146149,144054,145453,37544,686951.0,8246705.0
2005-07-06,144578,148071,143531,148071,41056,699321.0,8246705.0
2005-07-07,148420,155230,147023,151913,71474,717463.0,8246705.0
2005-07-08,151215,153309,146849,148071,27088,699321.0,8246705.0
2005-07-11,148594,151040,144928,148071,39678,699321.0,8246705.0
2005-07-12,147024,148072,144756,146849,38868,693548.0,8246705.0
2005-07-13,146850,147548,145627,145802,33007,688600.0,8246705.0
2005-07-14,144929,146850,144405,144929,44299,684477.0,8246705.0
2005-07-15,144405,146149,144054,144056,49380,680353.0,8246705.0
2005-07-18,144055,145279,143182,145278,27104,686126.0,8246705.0
2005-07-19,143358,150167,143358,149643,74601,706743.0,8246705.0
2005-07-20,148594,151040,147023,147896,31901,698496.0,8246705.0
2005-07-21,148421,152437,148421,151738,69485,716639.0,8246705.0
2005-07-22,149120,151739,146676,149643,31263,706743.0,8246705.0
2005-07-25,144928,154533,144928,154008,60446,727359.0,8246705.0
2005-07-26,155404,158198,154182,157152,62777,742203.0,8246705.0
2005-07-27,157152,160994,154534,160993,33704,760346.0,8246705.0
2005-07-28,164135,164485,158723,158898,39058,750450.0,8246705.0
2005-07-29,159595,163263,159246,161517,73773,762820.0,8246705.0
2005-08-01,161516,161866,158373,159596,26798,753749.0,8246705.0
2005-08-02,158375,159247,156104,158025,34058,746327.0,8246705.0
2005-08-03,158199,159770,157676,158025,29581,746327.0,8246705.0
2005-08-04,159246,159246,152611,157152,52245,742203.0,8246705.0
2005-08-05,155405,157151,153660,154532,17585,729833.0,8246705.0
2005-08-08,153485,156103,153485,154881,25979,731483.0,8246705.0
2005-08-09,154880,157150,154880,157152,34004,742203.0,8246705.0
2005-08-10,158198,159595,156453,157152,64156,742203.0,8246705.0
2005-08-11,156454,158374,156278,157850,36665,745502.0,8246705.0
2005-08-12,157851,159247,157326,158898,49951,750450.0,8246705.0
2005-08-16,158897,159769,155404,156278,31902,738080.0,8246705.0
2005-08-17,153660,154707,152089,153135,51465,723236.0,8246705.0
2005-08-18,152088,155754,152088,153484,30947,724885.0,8246705.0
2005-08-19,153485,156454,152436,155405,32261,733957.0,8246705.0
2005-08-22,155579,161166,155579,161168,71732,761171.0,8246705.0
2005-08-23,162391,165533,159247,160469,72770,757872.0,8246705.0
2005-08-24,160469,162390,154706,157675,56416,744677.0,8246705.0
2005-08-25,155230,156277,151912,154358,112514,729009.0,8246705.0
2005-08-26,154532,156277,153135,153310,69624,724061.0,8246705.0
2005-08-29,151913,153310,147897,151214,37927,714165.0,8246705.0
2005-08-30,149467,152435,149293,150341,36757,710041.0,8246705.0
2005-08-31,148770,154009,148770,150516,64462,710866.0,8246705.0
2005-09-01,151911,153832,150864,152262,69755,719113.0,8246705.0
2005-09-02,151912,157675,151912,156802,95487,740554.0,8246705.0
2005-09-05,155230,158025,152960,154008,46059,727359.0,8246705.0
2005-09-06,153485,157500,153485,157326,44875,743028.0,8246705.0
2005-09-07,159247,159247,155755,158025,76044,746327.0,8246705.0
2005-09-08,158898,159422,154534,155580,64144,734799.0,8246905.0
2005-09-09,155930,155930,150691,152437,96478,719955.0,8246905.0
2005-09-12,153659,154356,150341,150865,105720,712533.0,8246905.0
2005-09-13,150166,150341,147722,147896,86648,698513.0,8246905.0
2005-09-14,146325,148944,145976,146674,65395,692740.0,8246905.0
2005-09-15,146675,148769,145278,145977,101498,689441.0,8246905.0
2005-09-16,146149,149991,145975,149817,62083,707584.0,8246905.0
2005-09-20,151041,152785,149643,151040,89860,713357.0,8246905.0
2005-09-21,149992,151041,148945,150690,109914,711708.0,8246905.0
2005-09-22,150168,151215,148071,150167,67552,709234.0,8246905.0
2005-09-23,150168,153310,146500,146849,104310,693565.0,8246905.0
2005-09-26,148420,159945,148420,159596,275303,753767.0,8246905.0
2005-09-27,159421,164134,157324,163437,124471,771910.0,8246905.0
2005-09-28,164136,164136,159597,162913,93150,769436.0,8246905.0
2005-09-29,164135,164484,160993,162215,80793,766137.0,8246905.0
2005-09-30,162564,163961,161343,163262,86916,771086.0,8246905.0
2005-10-04,167628,169549,166405,167977,90478,793352.0,8246905.0
2005-10-05,170247,175834,168501,173391,115309,818918.0,8246905.0
2005-10-06,173390,174263,171471,173041,111472,817268.0,8246905.0
2005-10-07,171993,173041,166055,168850,92753,797476.0,8246905.0
2005-10-10,168502,168851,166756,167803,75134,792528.0,8246905.0
2005-10-11,166928,170072,164134,165882,94637,783456.0,8246905.0
2005-10-12,167278,168500,160818,161168,118208,761189.0,8246905.0
2005-10-13,159072,161166,157500,160644,161275,758715.0,8246905.0
2005-10-14,162214,162564,153660,156977,142501,741397.0,8246905.0
2005-10-17,153834,158375,149644,153135,108300,723254.0,8246905.0
2005-10-18,153136,156454,153136,155929,62359,736449.0,8246905.0
2005-10-19,154533,154533,152435,154358,45784,729026.0,8246905.0
2005-10-20,155404,159769,154881,159771,56994,754592.0,8246905.0
2005-10-21,156977,159422,156977,158898,59334,750468.0,8246905.0
2005-10-24,159072,160120,156454,158898,35647,750468.0,8246905.0
2005-10-25,161167,161691,154533,154532,52520,729851.0,8246905.0
2005-10-26,157152,158025,156104,158025,80062,746345.0,8246905.0
2005-10-27,158025,158898,155931,158025,53029,746345.0,8246905.0
2005-10-28,156977,158025,155755,158025,47001,746345.0,8246905.0
2005-10-31,157150,161516,156277,161517,48835,762839.0,8246905.0
2005-11-01,162739,165881,161165,165882,92453,783456.0,8246905.0
2005-11-02,163264,166755,163264,165707,75794,782631.0,8246905.0
2005-11-03,166930,166930,163612,164834,29363,778508.0,8246905.0
2005-11-04,165533,171296,165009,169723,84548,801599.0,8246905.0
2005-11-07,170246,170246,165881,165882,41762,783456.0,8246905.0
2005-11-08,166580,168152,162390,163612,78426,772735.0,8246905.0
2005-11-09,164311,169549,164311,169374,53767,799950.0,8246905.0
2005-11-10,167629,174787,165882,174613,96743,824690.0,8246905.0
2005-11-11,176359,176359,170944,172692,34086,815652.0,8247238.0
2005-11-14,173214,174438,169374,169374,39297,799982.0,8247238.0
2005-11-15,169373,171993,167976,170247,28168,804106.0,8247238.0
2005-11-16,170247,174786,170247,174788,60680,825549.0,8247238.0
2005-11-17,175834,177231,172865,172867,58064,816477.0,8247238.0
2005-11-18,174613,176361,172169,174613,52830,824724.0,8247238.0
2005-11-21,174612,182471,174263,181248,72416,856063.0,8247238.0
2005-11-22,180026,185438,175136,183169,70936,865135.0,8247238.0
2005-11-23,184218,192075,181597,192074,99329,907196.0,8247238.0
2005-11-24,193294,209011,188057,199931,90868,944309.0,8247238.0
2005-11-25,199408,200805,192599,200805,67188,1007915.0,8764479.0
2005-11-28,206045,206045,187709,192074,99365,964093.0,8764479.0
2005-11-29,188581,189279,163263,187883,160967,943058.0,8764479.0
2005-11-30,185091,190678,185091,185264,130284,929911.0,8764479.0
2005-12-01,187186,188757,185265,188233,52464,944811.0,8764479.0
2005-12-02,188931,202203,188233,200805,83844,1007915.0,8764479.0
2005-12-05,196613,217392,196613,214075,99568,1074525.0,8764479.0
2005-12-06,216519,216519,208138,214250,53654,1075402.0,8764479.0
2005-12-07,216519,216519,198534,209360,114426,1050861.0,8764479.0
2005-12-08,207614,211280,199407,202551,76855,1016680.0,8764479.0
2005-12-09,202549,207264,200105,206742,87347,1039727.0,8781474.0
2005-12-12,201328,216518,201328,216520,74149,1088903.0,8781474.0
2005-12-13,215472,232934,215472,226996,96600,1141592.0,8781474.0
2005-12-14,229616,237822,227171,233283,85347,1173205.0,8781474.0
2005-12-15,234855,238346,223503,226996,63076,1141592.0,8781474.0
2005-12-16,223853,226998,218964,226996,39687,1141592.0,8781474.0
2005-12-19,223504,229267,221059,228568,42684,1149495.0,8781474.0
2005-12-20,225250,228568,223853,224551,31891,1129298.0,8781474.0
2005-12-21,222631,224552,220011,220012,72829,1106466.0,8781474.0
2005-12-22,219663,224203,217916,220012,68868,1106466.0,8781474.0
2005-12-23,215123,221759,213202,217393,42716,1093294.0,8781474.0
2005-12-26,215298,218266,211630,211805,63827,1065193.0,8781474.0
2005-12-27,209011,213551,209011,211805,45715,1065193.0,8781474.0
2005-12-28,208662,215472,208662,210408,25597,1058168.0,8781474.0
2005-12-29,210409,218091,210409,217218,45653,1092415.0,8781474.0
2006-01-02,221759,228569,218091,228568,49713,1149495.0,8781474.0
2006-01-03,230488,230488,221758,228742,47421,1150373.0,8781474.0
2006-01-04,228742,235727,227170,235553,99906,1184621.0,8781474.0
2006-01-05,235728,240791,232760,239219,96546,1203062.0,8781474.0
2006-01-06,242711,253013,238172,250569,93821,1260142.0,8781474.0
2006-01-09,253189,275538,251093,262094,61845,1318099.0,8781474.0
2006-01-10,264015,267157,252490,256680,82602,1290877.0,8781474.0
2006-01-11,255284,255284,245330,253189,89476,1273314.0,8781474.0
2006-01-12,248998,256682,248998,256680,58619,1290877.0,8781474.0
2006-01-13,253364,256682,247428,251442,50866,1264592.0,8781891.0
2006-01-16,250570,250570,243062,244632,45474,1230343.0,8781891.0
2006-01-17,241314,246903,233981,239044,87737,1202241.0,8781891.0
2006-01-18,233458,239220,216520,239219,127195,1203119.0,8781891.0
2006-01-19,230839,238347,229616,233457,59163,1174139.0,8781891.0
2006-01-20,228918,232584,216346,219663,41844,1104762.0,8781891.0
2006-01-23,210933,215472,206218,209535,91160,1053827.0,8781891.0
2006-01-24,211280,226124,209535,221933,99168,1116178.0,8781891.0
2006-01-25,226997,233283,217392,223504,192780,1124082.0,8781891.0
2006-01-26,221759,226124,217567,226123,56478,1137255.0,8781891.0
2006-01-27,230140,235205,225601,234330,76257,1178530.0,8781891.0
2006-01-31,235728,242537,235728,238521,44679,1199606.0,8781891.0
2006-02-01,233107,235728,225600,226996,67921,1141646.0,8781891.0
2006-02-02,230490,232061,214249,217393,145088,1093345.0,8781891.0
2006-02-03,211281,216171,204471,208662,107813,1049436.0,8781891.0
2006-02-06,202549,206740,198359,206742,68459,1039776.0,8781891.0
2006-02-07,203599,214774,203599,214773,45896,1080173.0,8781891.0
2006-02-08,212155,218615,212155,212853,77517,1070513.0,8781891.0
2006-02-09,215822,216519,213901,214773,137277,1080173.0,8781891.0
2006-02-10,214775,217393,208663,210059,18469,1056461.0,8781891.0
2006-02-13,211457,213552,204298,208662,42257,1050001.0,8786622.0
2006-02-14,205171,207439,203073,203599,51717,1024520.0,8786622.0
2006-02-15,206043,207091,201154,201503,74885,1013976.0,8786622.0
2006-02-16,200628,203422,196263,197137,61260,992010.0,8786622.0
2006-02-17,199059,199234,189980,196963,114973,991131.0,8786622.0
2006-02-20,194868,204819,192947,203424,153645,1023641.0,8786622.0
2006-02-21,202376,202376,188930,188931,219930,950713.0,8786622.0
2006-02-22,188931,190851,182994,183343,123148,922595.0,8786622.0
2006-02-23,188058,188058,180725,185089,114996,931382.0,8786622.0
2006-02-24,183343,194692,183343,194693,190420,979708.0,8786622.0
2006-02-27,197836,204297,195740,204122,93792,1027156.0,8786622.0
2006-02-28,205867,207788,202549,202900,65322,1021005.0,8786622.0
2006-03-02,200281,202550,199408,199757,37657,1005190.0,8786622.0
2006-03-03,200805,200805,195566,195915,43483,985859.0,8786622.0
2006-03-06,197136,197486,192073,195566,51685,984102.0,8786622.0
2006-03-07,193819,198884,193122,193296,34342,972679.0,8786622.0
2006-03-08,190327,195565,184564,192772,69660,970043.0,8786622.0
2006-03-09,195565,196438,192247,195566,61571,984102.0,8786622.0
2006-03-10,195566,199058,193472,197312,64637,992888.0,8786622.0
2006-03-13,199058,199931,194692,195740,61085,984980.0,8786622.0
2006-03-14,196614,198185,193996,196439,52447,988495.0,8786622.0
2006-03-15,197314,198011,184041,189106,122771,951591.0,8786622.0
2006-03-16,185264,187358,182296,185439,60974,933139.0,8786622.0
2006-03-17,185090,186311,181772,185439,37806,933139.0,8786622.0
2006-03-20,184564,187358,184564,185439,32969,933139.0,8786622.0
2006-03-21,183692,185437,179851,180025,66723,905901.0,8786622.0
2006-03-22,177756,178978,171995,173041,83732,870754.0,8786622.0
2006-03-23,171645,173042,164661,167104,110659,840880.0,8786622.0
2006-03-24,165881,169898,165881,167977,169925,845273.0,8786622.0
2006-03-27,167803,169024,162214,163262,99169,821549.0,8786622.0
2006-03-28,160818,164834,158548,163612,177932,823306.0,8786622.0
2006-03-29,162389,170420,161342,170247,221828,856696.0,8786622.0
2006-03-30,171994,187185,170771,180724,255993,909415.0,8786622.0
2006-03-31,183867,185963,180900,183343,166824,922595.0,8786622.0
2006-04-03,186836,186836,181596,181772,110118,914708.0,8786822.0
2006-04-04,185787,186137,179151,183867,199299,925252.0,8786822.0
2006-04-05,185962,185962,181073,185089,95150,931403.0,8786822.0
2006-04-06,185962,186835,181947,182645,66758,919102.0,8786822.0
2006-04-07,181073,182993,180724,182994,46426,920859.0,8786822.0
2006-04-10,181772,184041,181073,181597,50164,913829.0,8786822.0
2006-04-11,181073,182470,176359,176708,36572,889226.0,8786822.0
2006-04-12,174612,175486,165184,165533,289486,832991.0,8786822.0
2006-04-13,166754,170421,166232,169374,114146,852322.0,8786822.0
2006-04-14,171294,173389,170596,171295,114866,861987.0,8786822.0
2006-04-17,171295,177057,170597,170946,115806,860230.0,8786822.0
2006-04-18,170944,172865,169549,170946,54561,860230.0,8786822.0
2006-04-19,174611,176008,173388,175137,119334,881439.0,8788025.0
2006-04-20,177756,184042,177756,180898,144792,910439.0,8788025.0
2006-04-21,184216,199757,183693,199058,239643,1001835.0,8788025.0
2006-04-24,199931,200454,192597,193121,105859,971956.0,8788025.0
2006-04-25,192075,199234,185788,188582,108614,949107.0,8788025.0
2006-04-26,185264,187358,181072,184391,125641,928015.0,8788025.0
2006-04-27,185787,193122,184564,191376,107350,963168.0,8788025.0
2006-04-28,189804,194169,186835,188582,82976,949107.0,8788025.0
2006-05-02,187009,188232,177406,181597,125854,913955.0,8788025.0
2006-05-03,179852,191551,179852,186137,99359,936803.0,8788025.0
2006-05-04,187360,187709,178804,178978,96982,900773.0,8788025.0
2006-05-08,178979,180900,174264,174613,72841,878802.0,8788025.0
2006-05-09,174612,176359,170771,171819,63477,864742.0,8788025.0
2006-05-10,172865,175310,172518,173391,40621,872651.0,8788025.0
2006-05-11,173739,177755,170597,174438,70113,877924.0,8788025.0
2006-05-12,172693,173739,170421,171120,44531,861226.0,8788025.0
2006-05-15,167278,169373,162040,162040,92624,815529.0,8788025.0
2006-05-16,162391,166232,160820,160993,53913,810256.0,8788025.0
2006-05-17,162391,165009,160470,160469,74178,807619.0,8788025.0
2006-05-18,154707,158723,153660,157501,64574,792680.0,8788025.0
2006-05-19,157152,160470,157152,159422,52238,802347.0,8788025.0
2006-05-22,159422,160644,156278,156453,35756,787407.0,8788025.0
2006-05-23,155930,156454,154009,155929,45514,784771.0,8788025.0
2006-05-24,157152,159946,155405,159422,60693,802347.0,8788025.0
2006-05-25,160295,160470,154533,154532,41307,777740.0,8788025.0
2006-05-26,157152,158898,154533,155056,49030,780525.0,8789692.0
2006-05-29,155056,158373,154356,154707,51945,778767.0,8789692.0
2006-05-30,154533,154706,144055,146674,212902,738334.0,8789692.0
2006-06-01,146676,146849,135674,139341,130093,701417.0,8789692.0
2006-06-02,142833,142833,135673,139690,75729,703175.0,8789692.0
2006-06-05,138817,139516,133404,135150,90173,680322.0,8789692.0
2006-06-07,129212,132705,129212,130959,55685,659227.0,8789692.0
2006-06-08,129387,134974,129038,132356,63886,666259.0,8789692.0
2006-06-09,136024,137245,131833,133928,45866,674169.0,8789692.0
2006-06-12,135150,139515,133579,138293,52485,696144.0,8789692.0
2006-06-13,137944,141261,135324,137944,58295,694386.0,8789692.0
2006-06-14,135500,136895,135149,136198,86980,685596.0,8789692.0
2006-06-15,137944,138118,131308,135325,51189,681201.0,8789692.0
2006-06-16,137594,139339,137245,138293,57623,696144.0,8789692.0
2006-06-19,136197,136197,133927,135325,31072,681201.0,8789692.0
2006-06-20,130958,133055,129387,129388,43830,651316.0,8789692.0
2006-06-21,129388,130085,125546,126594,52991,637253.0,8789692.0
2006-06-22,127641,129213,123975,124674,59572,627584.0,8789692.0
2006-06-23,120657,122228,118213,120832,77410,608247.0,8789692.0
2006-06-26,119610,119610,112800,115070,121440,579241.0,8789692.0
2006-06-27,116815,120830,116641,119784,123453,602973.0,8789692.0
2006-06-28,118039,119261,116642,116641,86379,587151.0,8789692.0
2006-06-29,117339,122578,117339,122229,119660,615278.0,8789692.0
2006-06-30,126594,128164,124498,125721,111974,632858.0,8789692.0
2006-07-03,125896,130262,125023,128864,87872,648679.0,8789692.0
2006-07-04,130261,130261,128340,129563,40793,652195.0,8789692.0
2006-07-05,126069,129737,125022,128515,41618,646921.0,8789692.0
2006-07-06,128864,128864,125546,126594,51769,637253.0,8789692.0
2006-07-07,126768,128340,123101,123102,39293,619673.0,8789692.0
2006-07-10,122578,123102,119261,120483,77146,606489.0,8789692.0
2006-07-11,120483,129213,119784,128515,98682,646921.0,8789692.0
2006-07-12,130084,130610,126943,127991,73828,644284.0,8789692.0
2006-07-13,126768,128514,123100,127467,103359,641648.0,8789692.0
2006-07-14,123625,125546,122404,124150,112711,624947.0,8789692.0
2006-07-18,122578,124673,115245,116117,234690,584515.0,8789692.0
2006-07-19,116116,122054,115594,115768,165678,582757.0,8789692.0
2006-07-20,120830,122578,117862,122578,122152,617036.0,8789692.0
2006-07-21,120307,127292,119086,127118,69545,639890.0,8789692.0
2006-07-24,127294,129389,125023,128864,59160,648679.0,8789692.0
2006-07-25,130611,130611,127467,128690,66251,647800.0,8789692.0
2006-07-26,128863,133579,126942,131832,111626,663655.0,8790132.0
2006-07-27,131832,137943,129387,136198,115935,685630.0,8790132.0
2006-07-28,136197,143599,134531,143044,130183,679477.0,8790132.0
2006-07-31,147115,147485,138047,140639,191575,668050.0,8790132.0
2006-08-01,138047,141563,131385,133792,182926,635527.0,8790132.0
2006-08-02,131571,135087,130830,134532,167192,639043.0,8790132.0
2006-08-03,135087,135826,130090,131201,93355,623220.0,8790132.0
2006-08-04,130646,133791,130646,132312,55284,628494.0,8790132.0
2006-08-07,133236,133791,131571,132312,32000,628494.0,8790132.0
2006-08-08,132310,136752,132310,136753,44667,649591.0,8790132.0
2006-08-09,135457,139528,134162,138789,50369,659260.0,8790132.0
2006-08-10,138233,139528,136567,137863,38053,654865.0,8790132.0
2006-08-11,137862,139158,136012,138603,36011,658381.0,8790132.0
2006-08-14,138603,140453,136937,139714,42027,663655.0,8790132.0
2006-08-16,140638,141563,137307,139714,39527,663655.0,8790132.0
2006-08-17,139713,140453,136752,138789,71699,659260.0,8790132.0
2006-08-18,138047,138787,131940,135087,88000,641680.0,8790132.0
2006-08-21,134162,134162,129720,133237,48514,632890.0,8790132.0
2006-08-22,131756,131756,129905,130462,79735,619704.0,8790132.0
2006-08-23,130646,131940,129905,130091,48307,617946.0,8790132.0
2006-08-24,129720,132126,128980,129351,59207,614430.0,8790132.0
2006-08-25,128055,128980,125464,125650,123367,596850.0,8790132.0
2006-08-28,125834,128980,125649,127501,70244,605640.0,8790132.0
2006-08-29,128424,128795,126019,128426,62782,610035.0,8790132.0
2006-08-30,129350,131201,128610,130831,57036,621462.0,8790132.0
2006-08-31,131015,132681,130090,132682,60056,630252.0,8790132.0
2006-09-01,133606,133606,131571,132682,39220,630252.0,8790132.0
2006-09-04,133606,133606,131940,133237,40787,632890.0,8790132.0
2006-09-05,133421,134717,132681,134162,35328,637285.0,8790132.0
2006-09-06,134901,135087,133236,134903,38493,640801.0,8790132.0
2006-09-07,133236,137307,132866,136753,43304,649591.0,8790132.0
2006-09-08,136752,137307,135087,136753,57000,649591.0,8790132.0
2006-09-11,137307,138047,136012,136938,51814,650470.0,8790132.0
2006-09-12,135272,135457,131201,134717,87621,799902.0,10987665.0
2006-09-13,135087,136197,132496,133237,55482,791112.0,10987665.0
2006-09-14,133051,136382,131385,136198,98552,808692.0,10987665.0
2006-09-15,135272,145819,135272,145265,224113,862532.0,10987665.0
2006-09-18,146930,153406,146374,152667,230638,906482.0,10987665.0
2006-09-19,155442,156367,151742,152667,141164,906482.0,10987665.0
