퓨쳐켐(220100),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-05-12,8970,9140,8800,9050,20908,50880.0,5622139.0
2017-05-15,9050,9130,8930,8950,12451,50318.0,5622139.0
2017-05-16,8980,9050,8750,8920,13430,50149.0,5622139.0
2017-05-17,8990,9090,8790,8810,13919,49531.0,5622139.0
2017-05-18,8600,8770,8600,8710,14485,48969.0,5622139.0
2017-05-19,8760,9000,8740,8900,14079,50037.0,5622139.0
2017-05-22,9200,9330,8890,8980,97115,50487.0,5622139.0
2017-05-23,9150,9150,8800,8990,24065,50543.0,5622139.0
2017-05-24,9140,9140,8920,8930,14270,50206.0,5622139.0
2017-05-25,9150,10000,9050,9340,594453,52511.0,5622139.0
2017-05-26,9330,9520,9130,9270,105101,52117.0,5622139.0
2017-05-29,9500,9950,9430,9580,267267,53860.0,5622139.0
2017-05-30,9800,9870,9450,9560,114160,53748.0,5622139.0
2017-05-31,9500,9570,9180,9390,94712,52792.0,5622139.0
2017-06-01,9390,9510,9240,9380,41937,52736.0,5622139.0
2017-06-02,9500,9680,9300,9400,67664,52848.0,5622139.0
2017-06-05,9510,10050,9330,9740,290454,54760.0,5622139.0
2017-06-07,9760,9980,9650,9950,136241,55940.0,5622139.0
2017-06-08,10050,11500,10050,10700,1052306,60157.0,5622139.0
2017-06-09,11000,11050,10450,11050,316365,62125.0,5622139.0
2017-06-12,11400,12500,11150,11800,646631,66341.0,5622139.0
2017-06-13,11750,11850,11200,11800,203730,66341.0,5622139.0
2017-06-14,11800,12200,11500,11600,229329,65217.0,5622139.0
2017-06-15,11400,11400,10750,10850,166801,61000.0,5622139.0
2017-06-16,11000,14100,10950,12900,2473891,72526.0,5622139.0
2017-06-19,13200,15500,12900,13650,1709825,76742.0,5622139.0
2017-06-20,13600,14050,12950,14050,461232,78991.0,5622139.0
2017-06-21,14700,14950,13600,14050,470247,78991.0,5622139.0
2017-06-22,13950,14900,13750,14600,328967,82083.0,5622139.0
2017-06-23,14450,14800,14150,14500,117676,81521.0,5622139.0
2017-06-26,14750,16200,14600,14800,465949,83208.0,5622139.0
2017-06-27,14800,15350,14300,14500,170863,81521.0,5622139.0
2017-06-28,14300,14450,13100,13650,272984,76742.0,5622139.0
2017-06-29,13900,14100,13100,13850,167332,77867.0,5622139.0
2017-06-30,13650,14150,13500,13800,77384,77586.0,5622139.0
2017-07-03,13800,13950,13300,13650,70720,76742.0,5622139.0
2017-07-04,13550,17100,13400,15250,1932047,85738.0,5622139.0
2017-07-05,15300,15800,14850,15250,314881,85738.0,5622139.0
2017-07-06,15200,16000,15000,15250,237167,85738.0,5622139.0
2017-07-07,15300,15900,15000,15900,204215,89392.0,5622139.0
2017-07-10,15850,16750,15500,15900,312092,89392.0,5622139.0
2017-07-11,15900,16350,15650,15850,109413,89111.0,5622139.0
2017-07-12,15800,15850,14500,14650,196629,82364.0,5622139.0
2017-07-13,14550,14750,13650,14200,178992,79834.0,5622139.0
2017-07-14,14100,15500,13950,14900,161096,83770.0,5622139.0
2017-07-17,14800,15450,14500,14600,65233,82083.0,5622139.0
2017-07-18,14550,15150,14100,14300,71656,80397.0,5622139.0
2017-07-19,14050,15400,14050,14300,214430,80397.0,5622139.0
2017-07-20,14600,14700,13850,13850,110809,77867.0,5622139.0
2017-07-21,13950,14150,13200,13300,109766,74774.0,5622139.0
2017-07-24,13300,14100,13200,13900,87536,78148.0,5622139.0
2017-07-25,14200,14200,13500,13700,37966,77023.0,5622139.0
2017-07-26,13700,13800,13000,13000,53032,73088.0,5622139.0
2017-07-27,12800,13400,12800,13150,55586,73931.0,5622139.0
2017-07-28,13150,13400,12900,13050,43902,73369.0,5622139.0
2017-07-31,13050,13400,12800,12850,55289,72244.0,5622139.0
2017-08-01,12700,13500,12700,12900,48401,72526.0,5622139.0
2017-08-02,13050,13700,12950,13650,43453,76742.0,5622139.0
2017-08-03,13800,14050,13150,13250,55441,74493.0,5622139.0
2017-08-04,13150,13500,13000,13250,21074,74493.0,5622139.0
2017-08-07,13350,13600,13200,13300,12380,74774.0,5622139.0
2017-08-08,13500,14350,13300,14250,84666,80115.0,5622139.0
2017-08-09,14450,14600,13950,14350,77160,80678.0,5622139.0
2017-08-10,14550,16100,14000,14400,517894,80959.0,5622139.0
2017-08-11,13750,14200,13300,13600,89652,76461.0,5622139.0
2017-08-14,13600,13900,13300,13600,56711,76461.0,5622139.0
2017-08-16,13600,14000,13350,13350,33314,75056.0,5622139.0
2017-08-17,13350,13850,13250,13350,36378,75056.0,5622139.0
2017-08-18,13500,13550,13150,13400,27003,75337.0,5622139.0
2017-08-21,13650,14450,13450,14100,53452,79272.0,5622139.0
2017-08-22,13900,14350,13700,14200,39588,79834.0,5622139.0
2017-08-23,14200,14650,13950,14400,50393,80959.0,5622139.0
2017-08-24,14500,14900,14350,14700,53262,82645.0,5622139.0
2017-08-25,14900,14900,14300,14450,31181,81240.0,5622139.0
2017-08-28,14250,14800,14250,14750,55859,82927.0,5622139.0
2017-08-29,14600,14750,14200,14500,45663,81521.0,5622139.0
2017-08-30,14600,15000,14500,14850,57081,83489.0,5622139.0
2017-08-31,15050,16350,14850,16350,230886,91922.0,5622139.0
2017-09-01,16350,17700,16350,17500,290151,98387.0,5622139.0
2017-09-04,16950,18100,16550,17250,215190,96982.0,5622139.0
2017-09-05,17700,18200,17100,17850,138085,100355.0,5622139.0
2017-09-06,17850,17950,17200,17450,98213,98106.0,5622139.0
2017-09-07,17750,18700,16100,16100,344598,90516.0,5622139.0
2017-09-08,16600,17450,16000,17350,204419,97544.0,5622139.0
2017-09-11,17850,18850,17500,18000,191047,101199.0,5622139.0
2017-09-12,18350,18600,17700,18000,68857,101199.0,5622139.0
2017-09-13,18100,18500,17550,18000,79813,101199.0,5622139.0
2017-09-14,18000,19300,17750,19300,181069,108507.0,5622139.0
2017-09-15,19350,20000,19000,19150,137215,107664.0,5622139.0
2017-09-18,19550,20550,19150,19400,202175,109069.0,5622139.0
2017-09-19,19600,20000,18950,19900,95435,111881.0,5622139.0
2017-09-20,20100,20500,19550,20100,81231,113005.0,5622139.0
2017-09-21,20400,20400,18600,19450,90161,109351.0,5622139.0
2017-09-22,19250,19750,17850,17850,126068,100355.0,5622139.0
2017-09-25,18250,18350,16900,17700,106321,99512.0,5622139.0
2017-09-26,18250,18850,17500,18250,51566,102604.0,5622139.0
2017-09-27,18350,18850,18100,18500,31109,104010.0,5622139.0
2017-09-28,18500,18950,18400,18900,38618,106258.0,5622139.0
2017-09-29,19000,19000,18200,18200,32770,102323.0,5622139.0
2017-10-10,18200,18500,16900,17200,54955,96701.0,5622139.0
2017-10-11,17200,17800,17000,17400,44913,97825.0,5622139.0
2017-10-12,17400,17750,17050,17300,34062,97263.0,5622139.0
2017-10-13,17800,18100,17000,17300,54909,97263.0,5622139.0
2017-10-16,17250,17300,16200,16300,53789,91641.0,5622139.0
2017-10-17,16050,16550,15800,16150,53081,90798.0,5622139.0
2017-10-18,16600,17250,16350,17100,71694,96139.0,5622139.0
2017-10-19,17500,17500,15950,16100,54894,90516.0,5622139.0
2017-10-20,16100,16250,15400,15450,63524,86862.0,5622139.0
2017-10-23,15500,16300,15450,15850,30457,89111.0,5622139.0
2017-10-24,15950,16600,15950,16500,41713,92765.0,5622139.0
2017-10-25,16600,16600,15900,16000,48221,89954.0,5622139.0
2017-10-26,15950,16250,14650,15100,64411,84894.0,5622139.0
2017-10-27,15000,15600,14600,15500,75655,87143.0,5622139.0
2017-10-30,15300,15550,15050,15050,31328,84613.0,5622139.0
2017-10-31,15150,15550,15050,15100,26513,84894.0,5622139.0
2017-11-01,15100,15700,14900,15500,27500,87143.0,5622139.0
2017-11-02,15850,15850,15400,15650,30272,87986.0,5622139.0
2017-11-03,15600,15950,15300,15950,34261,89673.0,5622139.0
2017-11-06,16100,17400,16050,17400,85161,97825.0,5622139.0
2017-11-07,17550,19200,16950,18750,228771,105415.0,5622139.0
2017-11-08,18900,18900,17650,17950,95036,100917.0,5622139.0
2017-11-09,18000,18000,17200,17450,59190,98106.0,5622139.0
2017-11-10,17600,17950,17250,17800,39677,100074.0,5622139.0
2017-11-13,17850,18250,17500,17850,62913,100355.0,5622139.0
2017-11-14,18000,18900,18000,18050,99377,101480.0,5622139.0
2017-11-15,18200,18850,18050,18500,106309,104010.0,5622139.0
2017-11-16,18800,19850,18350,19700,118847,110756.0,5622139.0
2017-11-17,19400,19900,18850,19750,84172,111037.0,5622139.0
2017-11-20,20000,21600,20000,20600,192973,115816.0,5622139.0
2017-11-21,20600,20950,19300,19500,129567,109632.0,5622139.0
2017-11-22,19300,20150,18350,18800,105695,105696.0,5622139.0
2017-11-23,18800,19600,18050,19300,70446,108507.0,5622139.0
2017-11-24,19400,19950,19000,19000,59971,106821.0,5622139.0
2017-11-27,19500,19900,18800,19000,30955,106821.0,5622139.0
2017-11-28,19150,19550,18650,18800,38714,105696.0,5622139.0
2017-11-29,18550,19050,18500,18750,23963,105415.0,5622139.0
2017-11-30,18700,19050,17900,18000,57270,101199.0,5622139.0
2017-12-01,18050,20200,18050,19900,196842,111881.0,5622139.0
2017-12-04,19950,20600,19300,19300,81790,108507.0,5622139.0
2017-12-05,18900,19700,18900,19300,42005,108507.0,5622139.0
2017-12-06,19550,22000,19550,20100,235834,113005.0,5622139.0
2017-12-07,20150,20800,19600,20400,80155,114692.0,5622139.0
2017-12-08,20800,20850,19700,20000,136686,112443.0,5622139.0
2017-12-11,19650,20500,18850,19350,92326,108788.0,5622139.0
2017-12-12,19100,19350,18400,18550,55862,104291.0,5622139.0
2017-12-13,19050,19750,18850,19200,26616,107945.0,5622139.0
2017-12-14,19400,19400,18800,18900,17157,106258.0,5622139.0
2017-12-15,18750,19200,18700,18800,22168,105696.0,5622139.0
2017-12-18,18800,19100,18150,18350,25708,103166.0,5622139.0
2017-12-19,18700,19200,18100,18200,42606,102323.0,5622139.0
2017-12-20,18050,18450,17650,17700,31422,99512.0,5622139.0
2017-12-21,17950,18000,17200,17300,42447,97263.0,5622139.0
2017-12-22,17200,17650,17150,17600,27567,98950.0,5622139.0
2017-12-26,17800,18250,17250,17450,27249,98106.0,5622139.0
2017-12-27,17700,18500,16950,18350,96247,103166.0,5622139.0
2017-12-28,18300,18500,17800,18400,45133,103447.0,5622139.0
2018-01-02,18600,19500,18150,19500,77891,109632.0,5622139.0
2018-01-03,19500,20550,19150,20300,133970,114129.0,5622139.0
2018-01-04,20750,23350,20750,22300,368575,125374.0,5622139.0
2018-01-05,22350,26800,22100,26000,297574,146176.0,5622139.0
2018-01-08,26750,28400,24100,28000,354727,157420.0,5622139.0
2018-01-09,28000,29000,27000,28450,150384,159950.0,5622139.0
2018-01-10,28450,29300,26700,29100,154764,163604.0,5622139.0
2018-01-11,29000,29550,28500,28900,72738,162480.0,5622139.0
2018-01-12,28900,36000,28400,33500,453076,188342.0,5622139.0
2018-01-15,34750,35500,31950,33800,191180,190028.0,5622139.0
2018-01-16,32800,33600,30750,31450,117024,176816.0,5622139.0
2018-01-17,31350,31350,27000,29100,251683,163604.0,5622139.0
2018-01-18,29100,33000,28850,31300,155195,175973.0,5622139.0
2018-01-19,31150,34250,30200,31300,101980,175973.0,5622139.0
2018-01-22,30500,32400,29800,30400,49791,170913.0,5622139.0
2018-01-23,30700,30900,28900,29950,71251,168383.0,5622139.0
2018-01-24,29950,30250,28900,29100,69215,163604.0,5622139.0
2018-01-25,29850,31350,29350,30600,61318,172037.0,5622139.0
2018-01-26,30950,33000,30000,31350,98694,176254.0,5622139.0
2018-01-29,31350,31700,30050,30050,66706,168945.0,5622139.0
2018-01-30,30050,30400,29300,30050,106248,168945.0,5622139.0
2018-01-31,33400,33700,27200,27550,353416,154890.0,5622139.0
2018-02-01,27450,27500,25050,25200,238461,141678.0,5622139.0
2018-02-02,23900,24700,22750,24000,255683,134931.0,5622139.0
2018-02-05,27900,29200,24600,24850,814134,139710.0,5622139.0
2018-02-06,22900,23600,20000,22650,335308,127341.0,5622139.0
2018-02-07,23300,24000,20200,20650,215068,116097.0,5622139.0
2018-02-08,20700,21900,20100,21900,160739,123125.0,5622139.0
2018-02-09,20500,24450,20500,24200,439686,136056.0,5622139.0
2018-02-12,26400,26400,23600,23600,313416,132682.0,5622139.0
2018-02-13,23800,24250,21750,21900,168414,123125.0,5622139.0
2018-02-14,21900,22650,21150,22200,83656,124811.0,5622139.0
2018-02-19,22350,22500,21550,22500,78110,126498.0,5622139.0
2018-02-20,22850,22850,21800,22050,64653,123968.0,5622139.0
2018-02-21,22050,22850,21850,21950,47474,123406.0,5622139.0
2018-02-22,22000,22200,20600,20900,117366,117503.0,5622139.0
2018-02-23,21150,21250,20650,20850,49427,117222.0,5622139.0
2018-02-26,21000,21200,20100,20200,84646,113567.0,5622139.0
2018-02-27,19950,21300,19700,20600,116191,115816.0,5622139.0
2018-02-28,20800,20800,18950,19750,94088,111037.0,5622139.0
2018-03-02,18950,19650,18800,19400,55670,109069.0,5622139.0
2018-03-05,19500,19850,18350,18350,62185,103166.0,5622139.0
2018-03-06,18500,19400,17550,19200,86660,107945.0,5622139.0
2018-03-07,19450,19450,17950,18300,37100,102885.0,5622139.0
2018-03-08,18300,18900,18300,18500,23632,104010.0,5622139.0
2018-03-09,18500,19350,18500,19300,30583,108507.0,5622139.0
2018-03-12,19300,21100,19300,20900,97854,117503.0,5622139.0
2018-03-13,20900,21950,20700,21200,101144,119189.0,5622139.0
2018-03-14,21150,21150,20300,20500,47002,115254.0,5622139.0
2018-03-15,20500,21000,20350,20800,42619,116940.0,5622139.0
2018-03-16,20750,21600,20750,21600,64616,121438.0,5622139.0
2018-03-19,21500,21950,20850,21050,43278,118346.0,5622139.0
2018-03-20,21300,22850,21150,22000,209827,123687.0,5622139.0
2018-03-21,22500,23100,21550,21900,145994,123125.0,5622139.0
2018-03-22,21900,23200,21350,21600,147892,121438.0,5622139.0
2018-03-23,21000,21700,19600,20150,101689,113286.0,5622139.0
2018-03-26,19700,21250,19100,21250,76986,119470.0,5622139.0
2018-03-27,22700,25500,21300,22150,339182,124530.0,5622139.0
2018-03-28,21650,22200,21050,22000,62701,123687.0,5622139.0
2018-03-29,21950,22600,21550,21850,44420,122844.0,5622139.0
2018-03-30,21750,22100,21250,21800,53409,122563.0,5622139.0
2018-04-02,21850,22000,20500,20600,69077,115816.0,5622139.0
2018-04-03,20100,20700,19650,20000,69000,112443.0,5622139.0
2018-04-04,20350,20350,19400,19550,39227,109913.0,5622139.0
2018-04-05,19950,20300,19450,19700,49809,110756.0,5622139.0
2018-04-06,19750,20100,19100,20050,46391,112724.0,5622139.0
2018-04-09,20100,21000,19800,20900,63272,117503.0,5622139.0
2018-04-10,21550,21950,20550,21800,91043,122563.0,5622139.0
2018-04-11,21850,24800,21850,24350,423651,136899.0,5622139.0
2018-04-12,25150,26050,23100,23600,316490,132682.0,5622139.0
2018-04-13,23500,24500,22650,24150,135070,135775.0,5622139.0
2018-04-16,24300,25650,23700,25500,243383,143365.0,5622139.0
2018-04-17,25150,25800,24000,24500,123426,137742.0,5622139.0
2018-04-18,24150,25200,22950,23500,118040,132120.0,5622139.0
2018-04-19,23500,23500,22000,22500,176803,126498.0,5622139.0
2018-04-20,22500,23950,22300,23300,77148,130996.0,5622139.0
2018-04-23,23500,23500,21900,21950,76412,123406.0,5622139.0
2018-04-24,23800,23900,22300,22450,92766,126217.0,5622139.0
2018-04-25,22400,22500,21700,22050,46280,123968.0,5622139.0
2018-04-26,22150,23750,22150,23450,107054,131839.0,5622139.0
2018-04-27,23350,23700,22750,23300,34970,130996.0,5622139.0
2018-04-30,23300,23500,21950,22750,65660,127904.0,5622139.0
2018-05-02,22450,23000,21400,22450,73481,126217.0,5622139.0
2018-05-03,22450,23000,22000,22000,33809,123687.0,5622139.0
2018-05-04,22050,22100,18300,19450,361655,109351.0,5622139.0
2018-05-08,19450,19900,17550,17800,108802,100074.0,5622139.0
2018-05-09,17800,18350,17000,18250,86641,102604.0,5622139.0
2018-05-10,17900,18350,17500,17800,44344,100074.0,5622139.0
2018-05-11,17800,18500,17800,18400,27666,103447.0,5622139.0
2018-05-14,18500,18500,17650,17950,32834,100917.0,5622139.0
2018-05-15,18350,18450,17850,18250,24602,102604.0,5622139.0
2018-05-16,18300,18400,17600,17850,35042,100355.0,5622139.0
2018-05-17,17850,18050,17200,17200,25937,96701.0,5622139.0
2018-05-18,17200,17800,17200,17700,23390,99512.0,5622139.0
2018-05-21,17700,19550,17700,19050,67761,107102.0,5622139.0
2018-05-23,19050,19350,18300,18500,36260,104010.0,5622139.0
2018-05-24,18450,19000,18400,18500,14634,104010.0,5622139.0
2018-05-25,18900,18900,18000,18150,19263,102042.0,5622139.0
2018-05-28,18050,19200,17700,18300,16059,102885.0,5622139.0
2018-05-29,18250,18750,18250,18350,11638,103166.0,5622139.0
2018-05-30,18200,19550,18200,18750,39889,105415.0,5622139.0
2018-05-31,18500,18800,18200,18550,8669,104291.0,5622139.0
2018-06-01,18200,19050,18200,18300,13170,102885.0,5622139.0
2018-06-04,18900,18900,17800,18450,17308,103728.0,5622139.0
2018-06-05,18400,18400,17750,17800,18953,100074.0,5622139.0
2018-06-07,17800,18100,17500,18000,11298,101199.0,5622139.0
2018-06-08,18050,18050,17600,17650,11694,99231.0,5622139.0
2018-06-11,17650,17850,17100,17150,14756,96420.0,5622139.0
2018-06-12,17000,18000,16850,16950,36514,95295.0,5622139.0
2018-06-14,16950,17350,16400,16550,18676,93046.0,5622139.0
2018-06-15,16400,16750,16200,16200,15023,91079.0,5622139.0
2018-06-18,16350,17200,16200,16950,52966,95295.0,5622139.0
2018-06-19,16950,16950,15400,15450,67404,86862.0,5622139.0
2018-06-20,15500,15850,15150,15650,21782,87986.0,5622139.0
2018-06-21,15550,15950,15350,15450,9607,86862.0,5622139.0
2018-06-22,15500,16250,15350,15550,12036,87424.0,5622139.0
2018-06-25,15550,15850,15400,15650,14019,87986.0,5622139.0
2018-06-26,15550,15650,15300,15650,15139,87986.0,5622139.0
2018-06-27,15950,20300,15500,20300,215050,114129.0,5622139.0
2018-06-28,19950,20200,18000,18450,550134,103728.0,5622139.0
2018-06-29,19500,19900,18300,18750,220824,105415.0,5622139.0
2018-07-02,19000,20200,18650,20000,212254,112443.0,5622139.0
2018-07-03,21500,21900,18300,18900,460096,106258.0,5622139.0
2018-07-04,19050,19200,18150,18700,67345,105134.0,5622139.0
2018-07-05,18700,19150,17750,17850,65288,100355.0,5622139.0
2018-07-06,18100,18400,17750,18050,37857,101480.0,5622139.0
2018-07-09,18700,21050,18600,20400,345375,114692.0,5622139.0
2018-07-10,20750,22350,20200,22000,344167,123687.0,5622139.0
2018-07-11,22000,22100,21350,21550,84001,121157.0,5622139.0
2018-07-12,21450,22800,20700,22150,152394,124530.0,5622139.0
2018-07-13,22150,22850,21550,22450,71409,126217.0,5622139.0
2018-07-16,22450,22650,21750,21800,39001,122563.0,5622139.0
2018-07-17,22150,22600,19950,20700,149512,116378.0,5622139.0
2018-07-18,20700,20700,19250,19450,97363,109351.0,5622139.0
2018-07-19,19400,19800,18250,18500,73196,104010.0,5622139.0
2018-07-20,18500,19400,18500,18750,55882,105415.0,5622139.0
2018-07-23,18600,19600,18000,18450,43733,103728.0,5622139.0
2018-07-24,18850,18850,18250,18750,16788,105415.0,5622139.0
2018-07-25,18800,18800,17350,17500,58990,98387.0,5622139.0
2018-07-26,17500,18600,17050,18500,43877,104010.0,5622139.0
2018-07-27,19000,19150,18300,18750,32400,105415.0,5622139.0
2018-07-30,18750,18850,18000,18050,23841,101480.0,5622139.0
2018-07-31,18300,18350,17300,18150,35894,102042.0,5622139.0
2018-08-01,18150,18500,17600,18150,33856,102042.0,5622139.0
2018-08-02,18400,18600,17950,18350,33038,103166.0,5622139.0
2018-08-03,19650,20450,18750,18800,135008,105696.0,5622139.0
2018-08-06,19400,19400,18500,18500,33271,104010.0,5622139.0
2018-08-07,18450,19150,18250,19050,29033,107102.0,5622139.0
2018-08-08,19100,19200,18550,19200,23896,107945.0,5622139.0
2018-08-09,19200,19400,18750,19400,22027,109069.0,5622139.0
2018-08-10,18950,19350,18600,19000,17052,106821.0,5622139.0
2018-08-13,19000,19050,18100,18200,29596,102323.0,5622139.0
2018-08-14,18800,18800,18150,18400,11746,103447.0,5622139.0
2018-08-16,18200,18400,17450,17800,21343,100074.0,5622139.0
2018-08-17,18250,18250,17700,17850,18644,100355.0,5622139.0
2018-08-20,18100,18400,17600,17700,39899,99512.0,5622139.0
2018-08-21,18150,19500,17700,18850,142208,105977.0,5622139.0
2018-08-22,18850,18850,18250,18350,31129,103166.0,5622139.0
2018-08-23,18350,18500,18050,18150,12961,102042.0,5622139.0
2018-08-24,18100,19250,18100,18950,42503,106540.0,5622139.0
2018-08-27,19150,19350,18750,18900,24433,106258.0,5622139.0
2018-08-28,19100,20000,18900,19400,75813,109069.0,5622139.0
2018-08-29,19150,19600,18850,19100,27355,107383.0,5622139.0
2018-08-30,18950,19000,18400,18400,34893,103447.0,5622139.0
2018-08-31,18300,19350,18200,19350,36721,108788.0,5622139.0
2018-09-03,18950,19300,18850,19050,32742,107102.0,5622139.0
2018-09-04,19500,19550,19000,19350,50928,108788.0,5622139.0
2018-09-05,19450,20100,19200,19450,89331,109351.0,5622139.0
2018-09-06,19650,19800,18900,19000,45870,106821.0,5622139.0
2018-09-07,19000,19050,18400,18750,41809,105415.0,5622139.0
2018-09-10,18700,18950,18450,18900,22345,106258.0,5622139.0
2018-09-11,19100,19100,18400,18500,29949,104010.0,5622139.0
2018-09-12,18650,18750,18250,18300,28792,102885.0,5622139.0
2018-09-13,18350,18550,18200,18300,13873,102885.0,5622139.0
2018-09-14,18550,18650,18100,18450,18895,106072.0,5749139.0
2018-09-17,18450,18600,17550,17700,52985,101760.0,5749139.0
2018-09-18,17900,18300,17550,18300,28654,105209.0,5749139.0
2018-09-19,18250,18350,18000,18250,22616,104922.0,5749139.0
2018-09-20,18000,19150,18000,18900,83488,108659.0,5749139.0
2018-09-21,19100,19150,18500,18500,28480,106359.0,5749139.0
2018-09-27,18500,19000,17900,18850,41680,108371.0,5749139.0
2018-09-28,18650,19250,18650,18800,46515,108084.0,5749139.0
2018-10-01,18800,19100,18100,18200,29940,104634.0,5749139.0
2018-10-02,18250,18500,17950,17950,23136,103197.0,5749139.0
2018-10-04,18200,18200,17250,17600,37278,101185.0,5749139.0
2018-10-05,17300,17550,17000,17250,23519,99173.0,5749139.0
2018-10-08,17150,17500,16250,16550,25299,95148.0,5749139.0
2018-10-10,16200,17200,15600,15800,33909,90836.0,5749139.0
2018-10-11,15400,15550,14500,14600,44748,83937.0,5749139.0
2018-10-12,14850,15150,14500,15050,22242,86525.0,5749139.0
2018-10-15,15400,15500,14500,14550,22673,83650.0,5749139.0
2018-10-16,14500,15500,14500,15000,34647,86237.0,5749139.0
2018-10-17,15300,15550,14950,15050,15051,86525.0,5749139.0
2018-10-18,15500,18500,15500,16050,341345,92274.0,5749139.0
2018-10-19,15800,15900,15250,15650,34664,89974.0,5749139.0
2018-10-22,15500,15900,15200,15250,23148,87674.0,5749139.0
2018-10-23,15250,15400,14550,14600,27584,83937.0,5749139.0
2018-10-24,14550,14900,13400,13850,34289,79626.0,5749139.0
2018-10-25,13350,13700,12950,13200,32231,75889.0,5749139.0
2018-10-26,13400,13500,12200,12700,25728,73014.0,5749139.0
2018-10-29,12250,13100,11200,11500,49523,66115.0,5749139.0
2018-10-30,11000,12000,11000,11700,30718,67265.0,5749139.0
2018-10-31,11700,12150,11600,11950,18605,68702.0,5749139.0
2018-11-01,12400,12600,11500,11900,58253,68415.0,5749139.0
2018-11-02,12450,12700,12150,12550,22121,72152.0,5749139.0
2018-11-05,12550,13800,11950,13700,81685,78763.0,5749139.0
2018-11-06,13900,14000,13200,13300,33542,76464.0,5749139.0
2018-11-07,13300,13550,13000,13150,23616,75601.0,5749139.0
2018-11-08,13450,13500,13150,13300,31835,76464.0,5749139.0
2018-11-09,13500,13500,12700,12850,23086,73876.0,5749139.0
2018-11-12,12550,12800,12300,12350,17734,71002.0,5749139.0
2018-11-13,12150,12650,12050,12500,6217,71864.0,5749139.0
2018-11-14,12750,13050,12250,12800,17900,73589.0,5749139.0
2018-11-15,12700,12800,11950,12200,39793,70139.0,5749139.0
2018-11-16,12450,12750,12250,12450,13037,71577.0,5749139.0
2018-11-19,12750,13000,12300,12800,19881,73589.0,5749139.0
2018-11-20,12500,12800,12300,12600,13769,72439.0,5749139.0
2018-11-21,12900,14650,12600,13400,176939,77038.0,5749139.0
2018-11-22,13700,13700,13050,13200,32794,75889.0,5749139.0
2018-11-23,13200,13400,12800,12850,17716,73876.0,5749139.0
2018-11-26,13350,13350,12850,12850,10680,73876.0,5749139.0
2018-11-27,13000,13100,12350,12950,17460,74451.0,5749139.0
2018-11-28,13050,13050,12550,12650,16476,72727.0,5749139.0
2018-11-29,12850,12950,12500,12600,9808,72439.0,5749139.0
2018-11-30,12550,13000,12500,12800,13880,73589.0,5749139.0
2018-12-03,13000,14250,12900,13350,81423,76751.0,5749139.0
2018-12-04,13250,13400,13050,13250,15866,76176.0,5749139.0
2018-12-05,13100,13500,13100,13300,36719,76464.0,5749139.0
2018-12-06,13300,13500,12850,12850,16732,73876.0,5749139.0
2018-12-07,13100,13150,12550,13100,6400,75314.0,5749139.0
2018-12-10,13000,13200,12850,12900,6926,74164.0,5749139.0
2018-12-11,12900,13900,12900,13400,54489,77038.0,5749139.0
2018-12-12,13600,14250,13450,13850,50307,79626.0,5749139.0
2018-12-13,13950,14200,13850,14100,15189,81063.0,5749139.0
2018-12-14,14100,14450,13500,13700,14896,78763.0,5749139.0
2018-12-17,13400,14700,13400,14450,65365,83075.0,5749139.0
2018-12-18,14250,14650,14100,14550,17045,83650.0,5749139.0
2018-12-19,15850,16000,13550,13850,126884,79626.0,5749139.0
2018-12-20,13500,13800,12700,12800,43561,73589.0,5749139.0
2018-12-21,13650,13650,12450,12550,20524,72152.0,5749139.0
2018-12-24,12750,12800,12400,12550,7565,72152.0,5749139.0
2018-12-26,12400,12550,12150,12150,12934,69852.0,5749139.0
2018-12-27,12350,12800,12250,12350,3865,71002.0,5749139.0
2018-12-28,12650,12650,12250,12450,13462,71577.0,5749139.0
2019-01-02,12450,12700,12350,12350,17160,71002.0,5749139.0
2019-01-03,12700,12700,12000,12000,11236,68990.0,5749139.0
2019-01-04,12000,12000,11550,11950,12511,68702.0,5749139.0
2019-01-07,12500,12500,11950,12000,6804,68990.0,5749139.0
2019-01-08,11950,12000,11750,11850,6007,68127.0,5749139.0
2019-01-09,12000,12200,11800,11800,9959,67840.0,5749139.0
2019-01-10,11800,12200,11800,12100,8200,69565.0,5749139.0
2019-01-11,12000,12500,11950,12150,8567,69852.0,5749139.0
2019-01-14,12000,12350,11950,12000,7747,68990.0,5749139.0
2019-01-15,11950,12200,11800,12050,6742,69277.0,5749139.0
2019-01-16,12250,12250,11850,11950,8272,68702.0,5749139.0
2019-01-17,11900,12200,11800,11950,12895,68702.0,5749139.0
2019-01-18,11650,12000,11650,11850,12240,68127.0,5749139.0
2019-01-21,11850,11900,11550,11650,13861,66977.0,5749139.0
2019-01-22,11650,12000,11500,11950,8878,68702.0,5749139.0
2019-01-23,11900,12150,11850,12100,8958,69565.0,5749139.0
2019-01-24,12100,12600,12050,12450,27027,71577.0,5749139.0
2019-01-25,12350,12800,12350,12650,23130,72727.0,5749139.0
2019-01-28,12900,12900,12600,12600,9875,72439.0,5749139.0
2019-01-29,12700,12800,12550,12800,10483,73589.0,5749139.0
2019-01-30,12800,12950,12550,12650,10631,72727.0,5749139.0
2019-01-31,12650,13300,12650,13100,18203,75314.0,5749139.0
