서원인텍(093920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-03-19,3200,3425,3135,3400,193802,63240.0,9300000.0
2008-03-20,3305,3590,3295,3460,294570,64356.0,9300000.0
2008-03-21,3475,3870,3475,3730,110414,69378.0,9300000.0
2008-03-24,3765,3875,3600,3820,81550,71052.0,9300000.0
2008-03-25,3820,3870,3625,3800,327646,70680.0,9300000.0
2008-03-26,3745,3845,3640,3640,81466,67704.0,9300000.0
2008-03-27,3675,3695,3560,3630,40019,67518.0,9300000.0
2008-03-28,3580,3675,3580,3630,16296,67518.0,9300000.0
2008-03-31,3590,3695,3570,3645,14992,67797.0,9300000.0
2008-04-01,3645,3900,3645,3840,49465,71424.0,9300000.0
2008-04-02,3960,4220,3900,4060,261803,75516.0,9300000.0
2008-04-03,4060,4200,3980,3990,127668,74214.0,9300000.0
2008-04-04,3850,4440,3850,4285,281001,79701.0,9300000.0
2008-04-07,4350,4840,4350,4775,223893,88815.0,9300000.0
2008-04-08,4930,4930,4510,4515,115251,83979.0,9300000.0
2008-04-10,4650,4685,4400,4650,52804,86490.0,9300000.0
2008-04-11,4700,4725,4530,4615,28702,85839.0,9300000.0
2008-04-14,4515,4625,4485,4525,32247,84165.0,9300000.0
2008-04-15,4595,4750,4485,4700,50059,87420.0,9300000.0
2008-04-16,4795,4795,4625,4690,26900,87234.0,9300000.0
2008-04-17,4745,4745,4560,4635,37372,86211.0,9300000.0
2008-04-18,4625,4650,3940,4585,26183,85281.0,9300000.0
2008-04-21,4505,4625,4500,4605,30844,85653.0,9300000.0
2008-04-22,4645,4690,4535,4690,24718,87234.0,9300000.0
2008-04-23,4695,4715,4575,4715,39557,87699.0,9300000.0
2008-04-24,4635,5325,4635,5125,174302,95325.0,9300000.0
2008-04-25,5250,5400,4950,5100,106814,94860.0,9300000.0
2008-04-28,5225,5225,4930,4995,63018,92907.0,9300000.0
2008-04-29,4950,5150,4910,4965,23850,92349.0,9300000.0
2008-04-30,4900,5000,4900,4950,19854,92070.0,9300000.0
2008-05-02,4950,5025,4755,4895,51905,91047.0,9300000.0
2008-05-06,4925,4950,4645,4760,54940,88536.0,9300000.0
2008-05-07,4705,4950,4590,4590,56123,85374.0,9300000.0
2008-05-08,4590,4695,4540,4650,94431,86490.0,9300000.0
2008-05-09,4750,4970,4675,4895,79128,91047.0,9300000.0
2008-05-13,5000,5000,4775,4875,24064,90675.0,9300000.0
2008-05-14,4875,4975,4830,4900,27401,91140.0,9300000.0
2008-05-15,4850,5200,4850,5075,76200,94395.0,9300000.0
2008-05-16,5225,5425,4975,5075,75511,94395.0,9300000.0
2008-05-19,5000,5250,5000,5125,31268,95325.0,9300000.0
2008-05-20,5100,5850,5100,5750,84235,106950.0,9300000.0
2008-05-21,5625,5900,5450,5625,64952,104625.0,9300000.0
2008-05-22,5625,5800,5450,5775,48603,107415.0,9300000.0
2008-05-23,5800,5850,5500,5525,27635,102765.0,9300000.0
2008-05-26,5500,5650,5200,5500,108298,102300.0,9300000.0
2008-05-27,5400,5650,5350,5500,31508,102300.0,9300000.0
2008-05-28,5700,5850,5400,5400,58258,100440.0,9300000.0
2008-05-29,5500,5675,5400,5600,74300,104160.0,9300000.0
2008-05-30,5525,5675,5525,5600,22458,104160.0,9300000.0
2008-06-02,5675,5950,5600,5700,39404,106020.0,9300000.0
2008-06-03,5775,5775,5500,5550,30415,103230.0,9300000.0
2008-06-04,5700,5825,5500,5600,24145,104160.0,9300000.0
2008-06-05,5525,5900,5500,5825,16007,108345.0,9300000.0
2008-06-09,5800,5925,5675,5825,26294,108345.0,9300000.0
2008-06-10,5800,6100,5625,5900,21067,109740.0,9300000.0
2008-06-11,5900,6050,5700,5900,59104,109740.0,9300000.0
2008-06-12,5800,5925,5650,5775,15162,107415.0,9300000.0
2008-06-13,5775,5850,5400,5450,25874,101370.0,9300000.0
2008-06-16,5375,5550,5125,5175,54483,96255.0,9300000.0
2008-06-17,5175,5175,4975,5000,23702,93000.0,9300000.0
2008-06-18,5000,5200,4955,5075,13498,94395.0,9300000.0
2008-06-19,5075,5075,4775,4950,22739,92070.0,9300000.0
2008-06-20,5050,5050,4705,4785,20431,89001.0,9300000.0
2008-06-23,4650,5000,4650,4800,12870,89280.0,9300000.0
2008-06-24,4800,5000,4800,4890,2114,90954.0,9300000.0
2008-06-25,4885,4925,4750,4785,12181,89001.0,9300000.0
2008-06-26,4750,4845,4650,4750,5920,88350.0,9300000.0
2008-06-27,4885,4885,4650,4715,5670,87699.0,9300000.0
2008-06-30,4750,4750,4450,4550,10598,84630.0,9300000.0
2008-07-01,3904,4750,3904,4525,6279,84165.0,9300000.0
2008-07-02,4550,4550,3865,3985,18513,74121.0,9300000.0
2008-07-03,3900,3985,3560,3685,19741,68541.0,9300000.0
2008-07-04,3690,4000,3690,3715,8655,69099.0,9300000.0
2008-07-07,3715,3900,3580,3900,6702,72540.0,9300000.0
2008-07-08,3700,4485,3605,3930,62795,73098.0,9300000.0
2008-07-09,3870,4000,3870,3895,16472,72447.0,9300000.0
2008-07-10,4040,4040,3855,3960,1847,73656.0,9300000.0
2008-07-11,4000,4000,3860,3945,8464,73377.0,9300000.0
2008-07-14,4030,4030,3800,3970,5287,73842.0,9300000.0
2008-07-15,3970,3975,3715,3725,7337,69285.0,9300000.0
2008-07-16,3675,3745,3575,3600,10606,66960.0,9300000.0
2008-07-17,3650,3740,3500,3600,6158,66960.0,9300000.0
2008-07-18,3550,3735,3450,3600,14605,66960.0,9300000.0
2008-07-21,3675,3675,3500,3675,4657,68355.0,9300000.0
2008-07-22,3695,3695,3580,3655,5689,67983.0,9300000.0
2008-07-23,3850,3850,3600,3680,5640,68448.0,9300000.0
2008-07-24,3680,3745,3575,3650,12565,67890.0,9300000.0
2008-07-25,3500,3675,3480,3545,12521,65937.0,9300000.0
2008-07-28,3505,3600,3435,3520,23965,65472.0,9300000.0
2008-07-29,3315,3460,3185,3450,33768,64170.0,9300000.0
2008-07-30,3450,3650,3300,3430,34542,63798.0,9300000.0
2008-07-31,3480,3525,3350,3450,13945,64170.0,9300000.0
2008-08-01,3650,3650,3395,3400,8528,63240.0,9300000.0
2008-08-04,3400,3550,3360,3425,5386,63705.0,9300000.0
2008-08-05,3410,3470,3290,3415,8429,63519.0,9300000.0
2008-08-06,3365,3600,3365,3545,17154,65937.0,9300000.0
2008-08-07,3545,4075,3545,4075,110230,75795.0,9300000.0
2008-08-08,4150,4445,4070,4150,261046,77190.0,9300000.0
2008-08-11,4215,4290,4050,4220,54524,78492.0,9300000.0
2008-08-12,4225,4285,4105,4150,32877,77190.0,9300000.0
2008-08-13,4160,4250,4030,4145,20850,77097.0,9300000.0
2008-08-14,4150,4195,4050,4150,9445,77190.0,9300000.0
2008-08-18,4155,4250,4100,4150,18918,77190.0,9300000.0
2008-08-19,4150,4155,4100,4150,7807,77190.0,9300000.0
2008-08-20,4150,4175,4105,4175,8523,77655.0,9300000.0
2008-08-21,4150,4220,4115,4140,19308,77004.0,9300000.0
2008-08-22,4110,4140,4030,4125,13855,76725.0,9300000.0
2008-08-25,4100,4150,4055,4125,24448,76725.0,9300000.0
2008-08-26,4175,4175,4045,4100,26847,76260.0,9300000.0
2008-08-27,4100,4130,4050,4095,11310,76167.0,9300000.0
2008-08-28,4095,4114,4050,4095,21031,76167.0,9300000.0
2008-08-29,4095,4165,4040,4095,18714,76167.0,9300000.0
2008-09-01,4100,4100,3775,3965,33445,73749.0,9300000.0
2008-09-02,3850,4050,3755,3920,29668,72912.0,9300000.0
2008-09-03,3920,4315,3920,4000,21155,74400.0,9300000.0
2008-09-04,4000,4100,3950,3995,28092,74307.0,9300000.0
2008-09-05,3995,4050,3880,4000,41604,74400.0,9300000.0
2008-09-08,4090,4150,3970,4145,26249,77097.0,9300000.0
2008-09-09,4140,4325,4110,4320,63921,80352.0,9300000.0
2008-09-10,4320,4750,4320,4480,60793,83328.0,9300000.0
2008-09-11,4570,4575,4355,4500,5446,83700.0,9300000.0
2008-09-12,4595,4595,4500,4505,15104,83793.0,9300000.0
2008-09-16,3930,4350,3930,4175,63027,77655.0,9300000.0
2008-09-17,4550,4550,4220,4270,19925,79422.0,9300000.0
2008-09-18,4150,4270,4010,4170,8114,77562.0,9300000.0
2008-09-19,4185,4285,4110,4250,16543,79050.0,9300000.0
2008-09-22,4165,4260,4000,4000,13425,74400.0,9300000.0
2008-09-23,3950,4090,3675,4000,3457,74400.0,9300000.0
2008-09-24,4025,4070,3850,3965,10624,73749.0,9300000.0
2008-09-25,3915,4100,3915,3965,2973,73749.0,9300000.0
2008-09-26,3975,3975,3875,3940,3087,73284.0,9300000.0
2008-09-29,3940,3940,3815,3850,19650,71610.0,9300000.0
2008-09-30,3410,3790,3330,3700,10899,68820.0,9300000.0
2008-10-01,3815,3845,3650,3835,14067,71331.0,9300000.0
2008-10-02,3950,3950,3550,3595,37904,66867.0,9300000.0
2008-10-06,3595,3700,3425,3425,25539,63705.0,9300000.0
2008-10-07,3350,3390,3125,3390,27799,63054.0,9300000.0
2008-10-08,3250,3595,3045,3200,10278,59520.0,9300000.0
2008-10-09,3350,3350,3065,3205,22441,59613.0,9300000.0
2008-10-10,3150,3150,2730,3100,39805,57660.0,9300000.0
2008-10-13,3015,3460,3015,3195,16439,59427.0,9300000.0
2008-10-14,3475,3475,3150,3250,17044,60450.0,9300000.0
2008-10-15,3135,3210,3070,3150,15469,58590.0,9300000.0
2008-10-16,3105,3115,2680,2680,36976,49848.0,9300000.0
2008-10-17,2755,2765,2400,2685,42282,49941.0,9300000.0
2008-10-20,2685,2900,2535,2890,11759,53754.0,9300000.0
2008-10-21,2850,2975,2835,2890,13305,53754.0,9300000.0
2008-10-22,2800,2900,2625,2765,21146,51429.0,9300000.0
2008-10-23,2755,2755,2355,2355,38387,43803.0,9300000.0
2008-10-24,2354,2354,2001,2003,55197,37246.0,9300000.0
2008-10-27,1704,1984,1701,1703,37690,31666.0,9300000.0
2008-10-28,1481,1956,1446,1958,116619,36410.0,9300000.0
2008-10-29,1960,2250,1800,2075,55726,38595.0,9300000.0
2008-10-30,2150,2385,2150,2385,20467,44361.0,9300000.0
2008-10-31,2595,2640,2385,2610,30141,48546.0,9300000.0
2008-11-03,2600,2750,2600,2735,16659,50871.0,9300000.0
2008-11-04,2800,3000,2615,2775,112769,51615.0,9300000.0
2008-11-05,2890,3050,2835,2850,58328,53010.0,9300000.0
2008-11-06,2850,2850,2505,2600,25422,48360.0,9300000.0
2008-11-07,2450,2725,2440,2725,25886,50685.0,9300000.0
2008-11-10,2750,2800,2505,2725,9921,50685.0,9300000.0
2008-11-11,2785,2785,2422,2585,11780,48081.0,9300000.0
2008-11-12,2584,2584,2406,2498,17328,46454.0,9300000.0
2008-11-13,2445,2445,2230,2365,6231,43989.0,9300000.0
2008-11-14,2645,2645,2300,2345,10275,43617.0,9300000.0
2008-11-17,2175,2390,2175,2310,3577,42966.0,9300000.0
2008-11-18,2245,2290,2195,2265,5994,42129.0,9300000.0
2008-11-19,2394,2394,2149,2298,9576,42734.0,9300000.0
2008-11-20,2249,2249,1999,2003,10474,37246.0,9300000.0
2008-11-21,1815,2050,1800,2000,9918,37200.0,9300000.0
2008-11-24,1900,2050,1900,1975,3133,36735.0,9300000.0
2008-11-25,2000,2200,1995,1995,12062,37107.0,9300000.0
2008-11-26,2015,2080,2000,2000,12621,37200.0,9300000.0
2008-11-27,2049,2059,1989,2048,12635,38084.0,9300000.0
2008-11-28,2060,2175,2030,2035,7694,37851.0,9300000.0
2008-12-01,2025,2100,2005,2045,7317,38037.0,9300000.0
2008-12-02,2000,2050,1967,2000,7484,37200.0,9300000.0
2008-12-03,1989,2049,1949,1993,2616,37060.0,9300000.0
2008-12-04,2039,2039,1934,1978,3496,36782.0,9300000.0
2008-12-05,2000,2075,1975,2045,1104,38037.0,9300000.0
2008-12-08,2045,2075,2010,2020,14430,37572.0,9300000.0
2008-12-09,2035,2115,2020,2020,10915,37572.0,9300000.0
2008-12-10,2015,2070,1967,2015,41633,37479.0,9300000.0
2008-12-11,2025,2170,2025,2170,16539,40362.0,9300000.0
2008-12-12,2160,2400,2115,2390,24919,44454.0,9300000.0
2008-12-15,2425,2645,2355,2550,31022,47430.0,9300000.0
2008-12-16,2550,2670,2450,2625,14313,48825.0,9300000.0
2008-12-17,2630,2745,2450,2500,23099,46500.0,9300000.0
2008-12-18,2515,2700,2455,2550,19547,47430.0,9300000.0
2008-12-19,2455,2700,2455,2700,17042,50220.0,9300000.0
2008-12-22,2730,2740,2650,2715,9296,50499.0,9300000.0
2008-12-23,2625,2725,2555,2685,5574,49941.0,9300000.0
2008-12-24,2585,2710,2515,2645,5507,49197.0,9300000.0
2008-12-26,2625,2950,2625,2865,17355,53289.0,9300000.0
2008-12-29,2865,2950,2700,2870,9868,53382.0,9300000.0
2008-12-30,2845,2915,2785,2870,5328,53382.0,9300000.0
2009-01-02,2990,2990,2800,2975,12903,55335.0,9300000.0
2009-01-05,2975,2975,2835,2925,3512,54405.0,9300000.0
2009-01-06,3015,3125,2850,3075,23627,57195.0,9300000.0
2009-01-07,3075,3250,3055,3125,3206,58125.0,9300000.0
2009-01-08,3125,3125,3000,3090,11156,57474.0,9300000.0
2009-01-09,3190,3190,2950,3135,9539,58311.0,9300000.0
2009-01-12,3150,3150,3070,3100,9979,57660.0,9300000.0
2009-01-13,3125,3125,3040,3075,4611,57195.0,9300000.0
2009-01-14,3100,3100,3065,3090,7002,57474.0,9300000.0
2009-01-15,3000,3150,3000,3100,15586,57660.0,9300000.0
2009-01-16,3200,3350,3005,3100,3304,57660.0,9300000.0
2009-01-19,3200,3200,3075,3100,11504,57660.0,9300000.0
2009-01-20,3100,3175,3075,3140,28648,58404.0,9300000.0
2009-01-21,3140,3555,3125,3495,144515,65007.0,9300000.0
2009-01-22,3495,3545,3375,3495,30902,65007.0,9300000.0
2009-01-23,3480,3525,3375,3425,35255,63705.0,9300000.0
2009-01-28,3380,3595,3380,3535,36672,65751.0,9300000.0
2009-01-29,3570,3800,3560,3775,74795,70215.0,9300000.0
2009-01-30,3750,3960,3655,3860,50734,71796.0,9300000.0
2009-02-02,3900,4000,3800,3800,38551,70680.0,9300000.0
2009-02-03,3800,3970,3740,3945,16127,73377.0,9300000.0
2009-02-04,3950,4050,3865,3925,23394,73005.0,9300000.0
2009-02-05,3925,3925,3740,3765,8066,70029.0,9300000.0
2009-02-06,3800,3800,3575,3750,15458,69750.0,9300000.0
2009-02-09,3750,3800,3660,3725,10621,69285.0,9300000.0
2009-02-10,3850,3850,3575,3620,8297,67332.0,9300000.0
2009-02-11,3615,3850,3500,3850,12973,71610.0,9300000.0
2009-02-12,3850,3975,3840,3840,36925,71424.0,9300000.0
2009-02-13,3885,4250,3885,4075,36840,75795.0,9300000.0
2009-02-16,4075,4350,3925,4150,61458,77190.0,9300000.0
2009-02-17,4155,4400,3950,4100,309669,76260.0,9300000.0
2009-02-18,4000,4450,3965,4350,97796,80910.0,9300000.0
2009-02-19,4365,4435,4270,4295,87778,79887.0,9300000.0
2009-02-20,4210,4300,3825,4100,27217,76260.0,9300000.0
2009-02-23,4000,4195,4000,4175,29356,77655.0,9300000.0
2009-02-24,3950,4150,3950,4120,9569,76632.0,9300000.0
2009-02-25,4195,4195,4000,4065,32188,75609.0,9300000.0
2009-02-26,4180,4180,3950,4045,25587,75237.0,9300000.0
2009-02-27,4075,4075,3905,4020,19888,74772.0,9300000.0
2009-03-02,4020,4020,3755,3900,9935,72540.0,9300000.0
2009-03-03,3850,3850,3430,3750,19647,69750.0,9300000.0
2009-03-04,3935,3935,3675,3785,17078,70401.0,9300000.0
2009-03-05,3715,3945,3700,3770,11902,70122.0,9300000.0
2009-03-06,3750,3750,3610,3700,4262,68820.0,9300000.0
2009-03-09,3675,3975,3675,3975,44321,73935.0,9300000.0
2009-03-10,3950,4195,3750,4000,13243,74400.0,9300000.0
2009-03-11,4175,4175,3950,4105,27119,76353.0,9300000.0
2009-03-12,4185,4490,4100,4475,103495,83235.0,9300000.0
2009-03-13,4550,4725,4400,4600,58587,85560.0,9300000.0
2009-03-16,4600,4690,4430,4525,31274,84165.0,9300000.0
2009-03-17,4460,4750,4455,4500,66467,83700.0,9300000.0
2009-03-18,4650,5175,4550,5175,617903,96255.0,9300000.0
2009-03-19,5250,5575,4995,5175,418994,96255.0,9300000.0
2009-03-20,5250,5575,5125,5350,447479,99510.0,9300000.0
2009-03-23,5375,5400,5150,5200,201354,96720.0,9300000.0
2009-03-24,5225,5350,4840,4895,180026,91047.0,9300000.0
2009-03-25,4945,5275,4945,5250,159032,97650.0,9300000.0
2009-03-26,5300,5300,4985,5050,176020,93930.0,9300000.0
2009-03-27,5050,5100,4700,4780,128889,88908.0,9300000.0
2009-03-30,4780,4875,4650,4650,33399,86490.0,9300000.0
2009-03-31,4650,4850,4650,4850,78857,90210.0,9300000.0
2009-04-01,4895,4970,4725,4850,80777,90210.0,9300000.0
2009-04-02,4925,5200,4835,5150,279296,95790.0,9300000.0
2009-04-03,5200,5300,5025,5300,241844,98580.0,9300000.0
2009-04-06,5350,5525,5125,5150,168413,95790.0,9300000.0
2009-04-07,5250,5275,5025,5150,126214,95790.0,9300000.0
2009-04-08,5025,5400,4980,5050,173313,93930.0,9300000.0
2009-04-09,5175,5675,5100,5125,598180,95325.0,9300000.0
2009-04-10,5225,5375,5050,5275,188516,98115.0,9300000.0
2009-04-13,5450,5925,5325,5825,448246,108345.0,9300000.0
2009-04-14,5900,5925,5400,5700,311758,106020.0,9300000.0
2009-04-15,5625,6000,5075,5400,314606,100440.0,9300000.0
2009-04-16,5775,5775,5300,5300,228708,98580.0,9300000.0
2009-04-17,5275,5350,4535,4900,280132,91140.0,9300000.0
2009-04-20,4935,4995,4850,4950,95495,92070.0,9300000.0
2009-04-21,4925,5025,4790,5025,72701,93465.0,9300000.0
2009-04-22,5050,5400,4985,5400,161078,100440.0,9300000.0
2009-04-23,5450,5550,5200,5275,117602,98115.0,9300000.0
2009-04-24,5275,5400,5050,5125,71044,95325.0,9300000.0
2009-04-27,5125,5250,4955,5250,92487,97650.0,9300000.0
2009-04-28,5150,5425,4800,4825,87263,89745.0,9300000.0
2009-04-29,4800,5050,4650,5025,158044,93465.0,9300000.0
2009-04-30,5075,5275,5050,5225,121629,97185.0,9300000.0
2009-05-04,5350,5350,5025,5100,110138,94860.0,9300000.0
2009-05-06,5125,5650,5125,5425,448273,100905.0,9300000.0
2009-05-07,5500,5500,5050,5200,163280,96720.0,9300000.0
2009-05-08,5125,5250,5075,5250,68422,97650.0,9300000.0
2009-05-11,5300,5425,5225,5250,95788,97650.0,9300000.0
2009-05-12,5200,5200,5000,5025,69152,93465.0,9300000.0
2009-05-13,5025,5100,4950,5025,114441,93465.0,9300000.0
2009-05-14,5025,5475,4960,5375,378490,99975.0,9300000.0
2009-05-15,5500,5725,5250,5625,310224,104625.0,9300000.0
2009-05-18,5800,5850,5475,5625,151600,104625.0,9300000.0
2009-05-19,5800,6225,5725,6150,457854,114390.0,9300000.0
2009-05-20,6149,6475,6000,6475,471726,120435.0,9300000.0
2009-05-21,6475,6849,6150,6425,670075,119505.0,9300000.0
2009-05-22,6250,6450,5900,5900,310921,109740.0,9300000.0
2009-05-25,5924,6100,5450,5850,201595,108810.0,9300000.0
2009-05-26,5900,6000,5675,5850,159137,108810.0,9300000.0
2009-05-27,5900,6150,5700,6050,175027,112530.0,9300000.0
2009-05-28,6000,6050,5600,5875,94248,109275.0,9300000.0
2009-05-29,5975,6049,5700,5925,116758,110205.0,9300000.0
2009-06-01,6050,6225,5875,5900,230091,109740.0,9300000.0
2009-06-02,6050,6225,5900,6100,170713,113460.0,9300000.0
2009-06-03,6300,6325,6100,6100,175661,113460.0,9300000.0
2009-06-04,6100,6150,5600,5650,136996,105090.0,9300000.0
2009-06-05,5750,5825,5500,5550,70219,103230.0,9300000.0
2009-06-08,5625,5775,5425,5625,117130,104625.0,9300000.0
2009-06-09,5725,6200,5725,5900,267802,109740.0,9300000.0
2009-06-10,5925,6375,5925,6300,259968,117180.0,9300000.0
2009-06-11,6250,6350,6125,6300,105463,117180.0,9300000.0
2009-06-12,6400,6575,6250,6300,99066,117180.0,9300000.0
2009-06-15,6274,6374,6000,6150,80417,114390.0,9300000.0
2009-06-16,6025,6300,5925,6225,99238,115785.0,9300000.0
2009-06-17,6249,6249,6049,6225,64632,115785.0,9300000.0
2009-06-18,6225,6825,6225,6425,364727,119505.0,9300000.0
2009-06-19,6500,7150,6425,7150,504041,132990.0,9300000.0
2009-06-22,7325,7675,7250,7500,656040,139500.0,9300000.0
2009-06-23,7324,7850,7250,7650,542891,142290.0,9300000.0
2009-06-24,7849,8049,6525,6525,2124534,121365.0,9300000.0
2009-06-25,6500,6675,6150,6450,646956,119970.0,9300000.0
2009-06-26,6600,6974,6500,6950,433448,129270.0,9300000.0
2009-06-29,6875,7050,6675,7000,271727,130200.0,9300000.0
2009-06-30,7050,7174,6825,6950,253908,129270.0,9300000.0
2009-07-01,7100,7600,7050,7550,393217,140430.0,9300000.0
2009-07-02,7650,7725,7400,7600,163023,141360.0,9300000.0
2009-07-03,7400,7850,7350,7750,197364,144150.0,9300000.0
2009-07-06,7800,7875,7150,7325,442326,136245.0,9300000.0
2009-07-07,7425,7475,6849,7125,459432,132525.0,9300000.0
2009-07-08,7025,7400,7000,7300,296030,135780.0,9300000.0
2009-07-09,7820,7890,7360,7440,330108,69192.0,9300000.0
2009-07-10,7440,7500,6950,6950,142832,64635.0,9300000.0
2009-07-13,7000,7040,6450,6480,112568,60264.0,9300000.0
2009-07-14,6550,6650,6170,6480,124751,60264.0,9300000.0
2009-07-15,6460,7280,6410,7090,195628,65937.0,9300000.0
2009-07-16,7100,7240,6910,6990,204571,65007.0,9300000.0
2009-07-17,6940,7120,6780,7010,45328,65193.0,9300000.0
2009-07-20,7180,7180,6900,7040,76403,65472.0,9300000.0
2009-07-21,7100,7100,6850,6970,81019,64821.0,9300000.0
2009-07-22,6920,7000,6740,6820,53715,63426.0,9300000.0
2009-07-23,6950,6950,6550,6690,111534,62217.0,9300000.0
2009-07-24,6700,6760,6440,6540,145893,60822.0,9300000.0
2009-07-27,6640,6640,6400,6530,93354,60729.0,9300000.0
2009-07-28,6590,6590,6380,6450,81521,59985.0,9300000.0
2009-07-29,6520,6600,6240,6260,179401,58218.0,9300000.0
2009-07-30,6270,6460,6210,6400,66678,59520.0,9300000.0
2009-07-31,6300,6640,6100,6600,363146,122760.0,18600000.0
2009-08-03,6700,6700,6350,6360,262813,118296.0,18600000.0
2009-08-04,6400,6420,6110,6110,329021,113646.0,18600000.0
2009-08-05,6100,6210,5990,6080,258905,113088.0,18600000.0
2009-08-06,6080,6170,6000,6080,179805,113088.0,18600000.0
2009-08-07,6130,6160,6020,6020,176945,111972.0,18600000.0
2009-08-10,6020,6080,5970,6030,260175,112158.0,18600000.0
2009-08-11,6060,6290,6060,6190,229518,115134.0,18600000.0
2009-08-12,6240,6470,6240,6350,465411,118110.0,18600000.0
2009-08-13,6380,6470,6330,6350,326225,118110.0,18600000.0
2009-08-14,6410,6410,6230,6230,263383,115878.0,18600000.0
2009-08-17,6200,6290,5890,5900,248307,109740.0,18600000.0
2009-08-18,5880,6080,5750,5960,180522,110856.0,18600000.0
2009-08-19,5970,6100,5860,5860,235867,108996.0,18600000.0
2009-08-20,5850,6300,5660,6150,629343,114390.0,18600000.0
2009-08-21,6250,6260,6030,6180,259020,114948.0,18600000.0
2009-08-24,6340,6520,6310,6400,554175,119040.0,18600000.0
2009-08-25,6350,6660,6230,6410,469320,119226.0,18600000.0
2009-08-26,6410,6450,6240,6310,238970,117366.0,18600000.0
2009-08-27,6260,6350,6000,6050,209824,112530.0,18600000.0
2009-08-28,6070,6180,6030,6150,122387,114390.0,18600000.0
