고영(098460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-09-08,4185,4363,4185,4319,138463,51168.0,5275000.0
2008-09-09,4358,4585,4113,4185,253220,49585.0,5275000.0
2008-09-10,4104,4318,4051,4275,85010,50640.0,5275000.0
2008-09-11,4287,4652,4251,4586,216200,54332.0,5275000.0
2008-09-12,4674,4941,4652,4831,147775,57234.0,5275000.0
2008-09-16,4407,4585,4145,4230,159166,50112.0,5275000.0
2008-09-17,4443,4741,4416,4630,96141,54860.0,5275000.0
2008-09-18,4229,4763,4229,4497,148240,53278.0,5275000.0
2008-09-19,4763,4785,4563,4675,113144,55388.0,5275000.0
2008-09-22,4719,4763,4407,4408,114740,52222.0,5275000.0
2008-09-23,4376,4540,4363,4475,69680,53014.0,5275000.0
2008-09-24,4452,4540,4430,4439,67892,52592.0,5275000.0
2008-09-25,4438,4518,4336,4408,48888,52222.0,5275000.0
2008-09-26,4430,4447,4238,4319,48581,51168.0,5275000.0
2008-09-29,4332,4474,4251,4355,64261,51590.0,5275000.0
2008-09-30,3922,4309,3922,4310,60114,51062.0,5275000.0
2008-10-01,4318,4327,4215,4230,22829,50112.0,5275000.0
2008-10-02,4233,4278,4055,4119,48685,48794.0,5275000.0
2008-10-06,4051,4060,3806,3838,151452,45470.0,5275000.0
2008-10-07,3744,3962,3694,3962,64567,46948.0,5275000.0
2008-10-08,3828,3953,3561,3651,61078,43255.0,5275000.0
2008-10-09,3606,3730,3517,3571,49217,42306.0,5275000.0
2008-10-10,3383,3383,3036,3184,156965,37716.0,5275000.0
2008-10-13,3205,3539,3205,3473,94245,41145.0,5275000.0
2008-10-14,3699,3779,3610,3700,104414,43835.0,5275000.0
2008-10-15,3650,3694,3494,3562,29848,42200.0,5275000.0
2008-10-16,3205,3285,3027,3028,262091,35870.0,5275000.0
2008-10-17,3205,3481,3027,3482,335807,41250.0,5275000.0
2008-10-20,3610,3739,3499,3535,194029,41884.0,5275000.0
2008-10-21,3561,3739,3517,3740,101354,44310.0,5275000.0
2008-10-22,3739,3784,3472,3562,100295,42200.0,5275000.0
2008-10-23,3218,3472,3218,3321,86267,39352.0,5275000.0
2008-10-24,3428,3428,2826,2938,65905,34815.0,5275000.0
2008-10-27,2808,3094,2804,2805,88490,33232.0,5275000.0
2008-10-28,2764,3094,2760,3023,43965,35817.0,5275000.0
2008-10-29,3205,3468,2893,2983,82536,35342.0,5275000.0
2008-10-30,3174,3428,3174,3429,45966,40618.0,5275000.0
2008-10-31,3784,3815,3561,3780,77316,44785.0,5275000.0
2008-11-03,3722,3904,3694,3789,43109,44890.0,5275000.0
2008-11-04,3748,3762,3628,3696,36396,43782.0,5275000.0
2008-11-05,3726,3909,3494,3495,118367,41409.0,5275000.0
2008-11-06,3463,3530,3156,3206,82427,37980.0,5275000.0
2008-11-07,2986,3436,2982,3415,45763,40459.0,5275000.0
2008-11-10,3481,3664,3428,3611,49134,42780.0,5275000.0
2008-11-11,3521,3632,3486,3562,18318,42200.0,5275000.0
2008-11-12,3432,3584,3387,3522,33671,41725.0,5275000.0
2008-11-13,3339,3428,3161,3251,59097,38508.0,5275000.0
2008-11-14,3405,3428,3231,3251,52338,38508.0,5275000.0
2008-11-17,3205,3329,3138,3237,26009,38349.0,5275000.0
2008-11-18,3129,3156,3031,3094,50969,36661.0,5275000.0
2008-11-19,3138,3138,2964,3023,30222,35817.0,5275000.0
2008-11-20,2804,2938,2738,2872,54744,34024.0,5275000.0
2008-11-21,2728,3089,2728,3001,54481,35554.0,5275000.0
2008-11-24,3027,3089,2862,2934,50282,34762.0,5275000.0
2008-11-25,3094,3138,2826,2836,86318,33602.0,5275000.0
2008-11-26,2840,2969,2840,2903,61684,34393.0,5275000.0
2008-11-27,3005,3023,2916,3006,60550,35606.0,5275000.0
2008-11-28,3027,3339,3027,3174,75538,37611.0,5275000.0
2008-12-01,3289,3294,3134,3184,58789,37716.0,5275000.0
2008-12-02,2986,3071,2960,3023,88711,35817.0,5275000.0
2008-12-03,3058,3094,2996,2996,46382,35501.0,5275000.0
2008-12-04,3049,3289,3049,3174,144451,37611.0,5275000.0
2008-12-05,3209,3272,3125,3206,56418,37980.0,5275000.0
2008-12-08,3241,3374,3218,3348,100267,39668.0,5275000.0
2008-12-09,3339,3423,3223,3228,49636,38244.0,5275000.0
2008-12-10,3218,3267,3169,3215,65028,38086.0,5275000.0
2008-12-11,3218,3294,3218,3264,39359,38666.0,5275000.0
2008-12-12,3201,3276,3076,3094,62640,36661.0,5275000.0
2008-12-15,3156,3267,3156,3224,38169,38191.0,5275000.0
2008-12-16,3227,3303,3169,3295,52173,39035.0,5275000.0
2008-12-17,3365,3405,3187,3246,45912,38455.0,5275000.0
2008-12-18,3223,3294,3214,3219,37792,38138.0,5275000.0
2008-12-19,3218,3263,3174,3211,27233,38033.0,5275000.0
2008-12-22,3209,3254,3169,3170,69057,37558.0,5275000.0
2008-12-23,3161,3241,3036,3050,65249,36134.0,5275000.0
2008-12-24,3036,3107,2969,3006,36915,35606.0,5275000.0
2008-12-26,2996,3094,2996,3046,17429,36081.0,5275000.0
2008-12-29,3045,3071,2978,3028,18837,35870.0,5275000.0
2008-12-30,2996,3138,2960,3112,42237,36872.0,5275000.0
2009-01-02,3156,3156,3081,3116,16439,36925.0,5275000.0
2009-01-05,3147,3205,3125,3152,38871,37347.0,5275000.0
2009-01-06,3174,3339,3147,3339,129917,39562.0,5275000.0
2009-01-07,3387,3584,3374,3375,122517,39984.0,5275000.0
2009-01-08,3329,3539,3329,3429,68128,40618.0,5275000.0
2009-01-09,3476,3530,3441,3495,59528,41409.0,5275000.0
2009-01-12,3494,3494,3347,3353,24540,39721.0,5275000.0
2009-01-13,3334,3383,3272,3339,27623,39562.0,5275000.0
2009-01-14,3379,3481,3379,3473,36603,41145.0,5275000.0
2009-01-15,3303,3472,3263,3264,46259,38666.0,5275000.0
2009-01-16,3339,3601,3267,3579,128337,42411.0,5275000.0
2009-01-19,3614,3650,3504,3602,120635,42675.0,5275000.0
2009-01-20,3548,3619,3450,3602,64548,42675.0,5275000.0
2009-01-21,3463,3654,3432,3522,38224,41725.0,5275000.0
2009-01-22,3566,3735,3566,3736,93325,44257.0,5275000.0
2009-01-23,3686,3953,3672,3718,132817,44046.0,5275000.0
2009-01-28,3864,3864,3717,3784,76095,44838.0,5275000.0
2009-01-29,3784,3788,3601,3678,75918,43572.0,5275000.0
2009-01-30,3694,3694,3606,3624,32400,42938.0,5275000.0
2009-02-02,3606,3681,3548,3629,76775,42991.0,5275000.0
2009-02-03,3628,3677,3588,3651,46059,43255.0,5275000.0
2009-02-04,3810,4007,3784,3829,212272,45365.0,5275000.0
2009-02-05,3770,3984,3770,3900,94671,46209.0,5275000.0
2009-02-06,4007,4042,3851,3940,84875,46684.0,5275000.0
2009-02-09,3953,4007,3873,3878,93789,45945.0,5275000.0
2009-02-10,3891,3962,3775,3811,38253,45154.0,5275000.0
2009-02-11,3722,3855,3717,3811,40111,45154.0,5275000.0
2009-02-12,3828,3895,3779,3834,72422,45418.0,5275000.0
2009-02-13,3810,3891,3770,3882,107278,45998.0,5275000.0
2009-02-16,3891,4095,3851,3918,126675,46420.0,5275000.0
2009-02-17,3882,3917,3561,3562,114805,42200.0,5275000.0
2009-02-18,3441,3561,3428,3531,86836,41831.0,5275000.0
2009-02-19,3597,3730,3539,3562,68708,42200.0,5275000.0
2009-02-20,3441,3561,3299,3353,62124,39721.0,5275000.0
2009-02-23,3294,3414,3294,3379,63639,40037.0,5275000.0
2009-02-24,3334,3579,3294,3384,66697,40090.0,5275000.0
2009-02-25,3499,3504,3365,3473,49287,41145.0,5275000.0
2009-02-26,3539,3584,3387,3442,39228,40776.0,5275000.0
2009-02-27,3369,3472,3361,3442,20156,40776.0,5275000.0
2009-03-02,3392,3392,3138,3228,50815,38244.0,5275000.0
2009-03-03,3183,3227,3129,3166,41321,37505.0,5275000.0
2009-03-04,3169,3227,3058,3206,117329,37980.0,5275000.0
2009-03-05,3263,3263,3161,3166,41021,37505.0,5275000.0
2009-03-06,3067,3161,3040,3112,72499,36872.0,5275000.0
2009-03-09,3161,3312,3134,3281,89942,38877.0,5275000.0
2009-03-10,3227,3490,3218,3353,90057,39721.0,5275000.0
2009-03-11,3468,3468,3352,3366,34728,39879.0,5275000.0
2009-03-12,3387,3601,3387,3557,51967,42147.0,5275000.0
2009-03-13,3606,3650,3450,3513,48174,41620.0,5275000.0
2009-03-16,3650,3650,3476,3513,36043,41620.0,5275000.0
2009-03-17,3517,3650,3517,3647,43337,43202.0,5275000.0
2009-03-18,3659,3762,3579,3740,80497,44310.0,5275000.0
2009-03-19,3739,3904,3717,3776,77505,44732.0,5275000.0
2009-03-20,3784,3895,3694,3794,67112,44943.0,5275000.0
2009-03-23,3832,3846,3752,3784,36313,44838.0,5275000.0
2009-03-24,3832,3832,3717,3740,44018,44310.0,5275000.0
2009-03-25,3699,3846,3699,3749,50943,44416.0,5275000.0
2009-03-26,3806,3957,3748,3834,69727,45418.0,5275000.0
2009-03-27,3895,3927,3775,3776,50740,44732.0,5275000.0
2009-03-30,3744,3819,3606,3718,34552,44046.0,5275000.0
2009-03-31,3739,3775,3672,3674,34326,43519.0,5275000.0
2009-04-01,3681,3828,3681,3758,46449,44521.0,5275000.0
2009-04-02,3792,4185,3784,4145,149998,49110.0,5275000.0
2009-04-03,4229,4260,4077,4132,50864,48952.0,5275000.0
2009-04-06,4131,4251,3993,4141,73278,49058.0,5275000.0
2009-04-07,4087,4314,4060,4172,74282,49427.0,5275000.0
2009-04-08,4100,4149,4020,4092,39572,48477.0,5275000.0
2009-04-09,4140,4434,4140,4315,141754,51115.0,5275000.0
2009-04-10,4434,4608,4318,4520,88233,53541.0,5275000.0
2009-04-13,4563,4853,4385,4786,100221,56706.0,5275000.0
2009-04-14,4785,4785,4452,4653,69222,55124.0,5275000.0
2009-04-15,4496,4719,4314,4341,78300,51431.0,5275000.0
2009-04-16,4376,4474,4162,4297,82876,50904.0,5275000.0
2009-04-17,4412,4447,4007,4163,81334,49321.0,5275000.0
2009-04-20,4117,4202,4007,4185,29070,49585.0,5275000.0
2009-04-21,4162,4198,4047,4167,47706,49374.0,5275000.0
2009-04-22,4251,4282,4175,4265,88005,50534.0,5275000.0
2009-04-23,4265,4296,4189,4265,45733,50534.0,5275000.0
2009-04-24,4287,4296,4033,4065,63406,48161.0,5275000.0
2009-04-27,4104,4327,4055,4328,157900,51273.0,5275000.0
2009-04-28,4563,4630,4207,4275,371753,50640.0,5275000.0
2009-04-29,4318,4367,4162,4359,83795,51642.0,5275000.0
2009-04-30,4385,4443,4287,4408,63104,52222.0,5275000.0
2009-05-04,4443,4452,4242,4332,56441,51326.0,5275000.0
2009-05-06,4314,4398,4229,4275,61280,50640.0,5275000.0
2009-05-07,4340,4340,4238,4283,62687,50746.0,5275000.0
2009-05-08,4282,4318,4117,4230,53827,50112.0,5275000.0
2009-05-11,4225,4229,4029,4029,89659,47739.0,5275000.0
2009-05-12,4007,4095,3922,4052,94776,48002.0,5275000.0
2009-05-13,4047,4385,4047,4315,187331,51115.0,5275000.0
2009-05-14,4185,4287,4095,4234,85064,50165.0,5275000.0
2009-05-15,4162,4185,4073,4141,116075,49058.0,5275000.0
2009-05-18,4104,4140,3953,3976,144868,47106.0,5275000.0
2009-05-19,4015,4047,3917,3989,104887,47264.0,5275000.0
2009-05-20,4007,4073,3927,3989,148151,47264.0,5275000.0
2009-05-21,3989,4051,3846,3887,111524,46051.0,5275000.0
2009-05-22,3855,3895,3726,3740,110972,44310.0,5275000.0
2009-05-25,3739,3784,3428,3762,131147,44574.0,5275000.0
2009-05-26,3784,3810,3632,3651,53279,43255.0,5275000.0
2009-05-27,3668,3694,3548,3553,96104,42094.0,5275000.0
2009-05-28,3557,3561,3347,3539,119216,41936.0,5275000.0
2009-05-29,3579,3624,3432,3464,57519,41040.0,5275000.0
2009-06-01,3494,3614,3436,3607,71046,42728.0,5275000.0
2009-06-02,3694,3744,3628,3629,96287,42991.0,5275000.0
2009-06-03,3690,3717,3584,3696,62053,43782.0,5275000.0
2009-06-04,3664,3712,3481,3509,31606,41567.0,5275000.0
2009-06-05,3548,3668,3548,3593,58434,42569.0,5275000.0
2009-06-08,3606,3681,3584,3629,46323,42991.0,5275000.0
2009-06-09,3704,3851,3686,3736,190135,44257.0,5275000.0
2009-06-10,3766,3792,3686,3736,44450,44257.0,5275000.0
2009-06-11,3735,3869,3717,3820,84304,45260.0,5275000.0
2009-06-12,3913,3913,3717,3740,76810,44310.0,5275000.0
2009-06-15,3775,3784,3699,3714,23293,43994.0,5275000.0
2009-06-16,3659,3824,3659,3749,52031,44416.0,5275000.0
2009-06-17,3748,3864,3722,3740,67518,44310.0,5275000.0
2009-06-18,3815,3851,3722,3722,62297,44099.0,5275000.0
2009-06-19,3739,3806,3739,3802,58449,45048.0,5275000.0
2009-06-22,3802,3864,3775,3776,34640,44732.0,5275000.0
2009-06-23,3739,3748,3681,3682,45495,43624.0,5275000.0
2009-06-24,3739,3895,3739,3740,83880,44310.0,5275000.0
2009-06-25,3784,3851,3744,3829,40425,45365.0,5275000.0
2009-06-26,3864,4100,3792,4052,142796,48002.0,5275000.0
2009-06-29,4042,4175,4042,4074,98994,48266.0,5275000.0
2009-06-30,4140,4229,4077,4163,105794,49321.0,5275000.0
2009-07-01,4220,4372,4131,4297,111194,50904.0,5275000.0
2009-07-02,4336,4349,4211,4225,72157,50060.0,5275000.0
2009-07-03,4122,4305,4122,4252,25409,50376.0,5275000.0
2009-07-06,4233,4336,4233,4288,34966,50798.0,5275000.0
2009-07-07,4296,4296,4109,4110,77628,48688.0,5275000.0
2009-07-08,4109,4167,4002,4083,72715,48372.0,5275000.0
2009-07-09,4113,4117,4015,4038,45470,47844.0,5275000.0
2009-07-10,4051,4095,3927,4079,43357,48319.0,5275000.0
2009-07-13,4104,4122,3851,3852,41594,45629.0,5275000.0
2009-07-14,3917,3935,3784,3922,32146,46473.0,5275000.0
2009-07-15,3940,3984,3927,3927,17657,46526.0,5275000.0
2009-07-16,3957,4002,3882,3887,22577,46051.0,5275000.0
2009-07-17,3899,3971,3869,3878,18812,45945.0,5275000.0
2009-07-20,3877,4024,3877,4016,21995,47580.0,5275000.0
2009-07-21,4024,4145,4015,4065,56178,48161.0,5275000.0
2009-07-22,4064,4314,4064,4297,95489,50904.0,5275000.0
2009-07-23,4260,4434,4229,4297,44108,50904.0,5275000.0
2009-07-24,4318,4390,4211,4212,45857,49902.0,5275000.0
2009-07-27,4229,4282,4185,4185,27398,49585.0,5275000.0
2009-07-28,4185,4229,4091,4114,19444,48741.0,5275000.0
2009-07-29,4185,4296,4095,4167,43362,49374.0,5275000.0
2009-07-30,4229,4229,4095,4119,12696,48794.0,5275000.0
2009-07-31,4127,4185,3940,4101,38625,48583.0,5275000.0
2009-08-03,4117,4149,3997,4002,50482,47422.0,5275000.0
2009-08-04,4011,4051,3984,4047,41046,47950.0,5275000.0
2009-08-05,4042,4042,3927,4016,31434,48464.0,5373000.0
2009-08-06,4015,4037,3962,4007,9154,48357.0,5373000.0
2009-08-07,4051,4051,3967,3967,12308,47873.0,5373000.0
2009-08-10,3967,4042,3967,3967,23113,47873.0,5373000.0
2009-08-11,4047,4047,3971,4020,10980,48518.0,5373000.0
2009-08-12,3989,4135,3989,4025,9985,48572.0,5373000.0
2009-08-13,4011,4127,4011,4127,20743,49808.0,5373000.0
2009-08-14,4149,4149,4007,4007,31324,48357.0,5373000.0
2009-08-17,4024,4082,3886,3896,41941,47014.0,5373000.0
2009-08-18,3873,3927,3846,3887,14563,46906.0,5373000.0
2009-08-19,3895,3957,3828,3927,23141,47390.0,5373000.0
2009-08-20,3962,4002,3873,3998,20638,48250.0,5373000.0
2009-08-21,4073,4207,4037,4105,65284,49539.0,5373000.0
2009-08-24,4104,4140,4007,4087,19134,49324.0,5373000.0
2009-08-25,4082,4082,3940,3940,16235,47551.0,5373000.0
2009-08-26,3940,4117,3873,4119,85107,49700.0,5373000.0
2009-08-27,4140,4265,4117,4212,109990,50829.0,5373000.0
2009-08-28,4198,4630,4162,4443,160261,53623.0,5373000.0
2009-08-31,4474,4585,4358,4363,58479,52655.0,5373000.0
2009-09-01,4367,4585,4363,4520,68424,54536.0,5373000.0
2009-09-02,4452,4719,4282,4653,98375,56148.0,5373000.0
2009-09-03,4652,4853,4496,4630,89170,55879.0,5373000.0
2009-09-04,4652,4652,4390,4630,116534,55879.0,5373000.0
2009-09-07,4697,4830,4630,4653,78143,56148.0,5373000.0
2009-09-08,4652,4875,4585,4675,77557,56416.0,5373000.0
2009-09-09,4674,4763,4452,4452,49573,53730.0,5373000.0
2009-09-10,4608,4763,4407,4764,55274,57491.0,5373000.0
2009-09-11,4741,5453,4741,5209,273380,62864.0,5373000.0
2009-09-14,5142,5364,4897,5076,76543,61252.0,5373000.0
2009-09-15,5164,5342,5031,5254,78965,63401.0,5373000.0
2009-09-16,5208,5342,5031,5231,66785,63133.0,5373000.0
2009-09-17,5320,5476,4897,4943,111878,59640.0,5373000.0
2009-09-18,4941,5031,4785,5031,25311,60715.0,5373000.0
2009-09-21,5031,5075,4919,4965,8452,59909.0,5373000.0
2009-09-22,4875,5097,4763,4875,33875,58834.0,5373000.0
2009-09-23,4986,5053,4741,4742,21677,57222.0,5373000.0
2009-09-24,4719,4808,4585,4808,27562,58028.0,5373000.0
2009-09-25,4719,4830,4652,4808,14483,58028.0,5373000.0
2009-09-28,4719,4785,4496,4630,39276,55879.0,5373000.0
2009-09-29,4674,4763,4412,4764,32890,57491.0,5373000.0
2009-09-30,4674,4808,4452,4452,48533,53730.0,5373000.0
2009-10-01,4540,4608,4430,4430,28798,53461.0,5373000.0
2009-10-05,4332,4452,4242,4341,17590,52387.0,5373000.0
2009-10-06,4349,4434,4332,4412,25864,53246.0,5373000.0
2009-10-07,4496,4563,4407,4448,20348,53676.0,5373000.0
2009-10-08,4496,4540,4367,4368,39958,52709.0,5373000.0
2009-10-09,4425,4540,4407,4435,30813,53515.0,5373000.0
2009-10-12,4452,4452,4363,4368,19746,52709.0,5373000.0
2009-10-13,4416,4443,4300,4350,11626,52494.0,5373000.0
2009-10-14,4349,4367,4242,4301,25514,51903.0,5373000.0
2009-10-15,4376,4430,4354,4412,25193,53246.0,5373000.0
2009-10-16,4363,4430,4242,4363,53299,52655.0,5373000.0
2009-10-19,4269,4318,4145,4297,40110,51849.0,5373000.0
2009-10-20,4318,4322,4180,4323,43848,52172.0,5373000.0
2009-10-21,4358,4474,4282,4408,34225,53193.0,5373000.0
2009-10-22,4407,4447,4318,4395,18362,53032.0,5373000.0
2009-10-23,4390,4452,4300,4390,29644,52978.0,5373000.0
2009-10-26,4385,4407,4282,4403,16917,53139.0,5373000.0
2009-10-27,4385,4403,4274,4395,17812,53032.0,5373000.0
2009-10-28,4327,4403,4229,4305,28370,51957.0,5373000.0
2009-10-29,4242,4242,4117,4159,22290,50184.0,5373000.0
2009-10-30,4185,4242,4158,4181,17821,50452.0,5373000.0
2009-11-02,4171,4171,3984,4002,34748,48303.0,5373000.0
2009-11-03,4015,4095,3917,4052,22295,48894.0,5373000.0
2009-11-04,4095,4100,4033,4052,963,48894.0,5373000.0
2009-11-05,3980,4158,3980,4016,23520,48464.0,5373000.0
2009-11-06,4158,4265,4055,4247,22768,51258.0,5373000.0
2009-11-09,4247,4274,4153,4247,4663,51258.0,5373000.0
2009-11-10,4363,4719,4363,4408,157101,53193.0,5373000.0
2009-11-11,4318,4438,4318,4408,39713,53193.0,5373000.0
2009-11-12,4496,4785,4425,4720,83078,56954.0,5373000.0
2009-11-13,4763,4785,4585,4720,27233,56954.0,5373000.0
2009-11-16,4630,4763,4563,4586,33999,55342.0,5373000.0
2009-11-17,4630,4719,4496,4675,34298,56416.0,5373000.0
2009-11-18,4719,4830,4608,4675,31639,56416.0,5373000.0
2009-11-19,4808,4875,4540,4875,51634,58834.0,5373000.0
2009-11-20,4719,4963,4719,4965,35548,59909.0,5373000.0
2009-11-23,5008,5008,4719,4720,31204,56954.0,5373000.0
2009-11-24,4674,4830,4540,4630,32712,55879.0,5373000.0
2009-11-25,4785,4808,4585,4698,25647,56685.0,5373000.0
2009-11-26,4697,5186,4630,4831,146523,58297.0,5373000.0
2009-11-27,4763,4875,4452,4475,71380,53999.0,5373000.0
2009-11-30,4652,4963,4585,4764,77455,57491.0,5373000.0
2009-12-01,4875,5008,4785,4920,113251,59372.0,5373000.0
2009-12-02,5031,5075,4875,4898,136636,59103.0,5373000.0
2009-12-03,4986,4986,4808,4875,33624,58834.0,5373000.0
2009-12-04,4919,4941,4741,4875,63651,58834.0,5373000.0
2009-12-07,4830,4897,4763,4808,24932,58028.0,5373000.0
2009-12-08,4719,4875,4630,4630,26823,55879.0,5373000.0
2009-12-09,4608,4741,4540,4608,51502,55611.0,5373000.0
2009-12-10,4608,4719,4608,4630,18562,55879.0,5373000.0
2009-12-11,4652,4897,4652,4764,47597,57491.0,5373000.0
2009-12-14,4853,4853,4652,4653,22973,56148.0,5373000.0
2009-12-15,4674,4763,4608,4608,42134,55611.0,5373000.0
2009-12-16,4697,5208,4674,4943,165810,59640.0,5373000.0
2009-12-17,5008,5053,4763,4943,122130,59640.0,5373000.0
2009-12-18,4853,4963,4785,4831,88705,58297.0,5373000.0
2009-12-21,4875,5253,4808,5187,177631,62595.0,5373000.0
2009-12-22,5142,5276,5053,5187,66292,62595.0,5373000.0
2009-12-23,5186,5208,4875,4920,90889,59372.0,5373000.0
2009-12-24,4963,5008,4875,4875,34710,58834.0,5373000.0
2009-12-28,4919,5031,4719,5031,43388,60715.0,5373000.0
2009-12-29,4897,4919,4741,4742,29976,57222.0,5373000.0
2009-12-30,4741,4830,4719,4764,40064,57491.0,5373000.0
2010-01-04,4763,4897,4652,4898,43476,59103.0,5373000.0
2010-01-05,5008,5342,5008,5298,285297,63939.0,5373000.0
2010-01-06,5298,5431,5164,5410,166105,65282.0,5373000.0
2010-01-07,5342,5476,5208,5231,83144,63133.0,5373000.0
2010-01-08,5342,5342,5164,5343,54887,64476.0,5373000.0
2010-01-11,5409,5409,5231,5321,42684,64207.0,5373000.0
2010-01-12,5320,5320,5119,5165,57362,62327.0,5373000.0
2010-01-13,5164,5231,4986,4987,60146,60178.0,5373000.0
2010-01-14,5031,5253,4986,5231,60283,63133.0,5373000.0
2010-01-15,5298,5298,5075,5165,64505,62327.0,5373000.0
2010-01-18,5186,5231,4986,5209,62678,62864.0,5373000.0
2010-01-19,5253,5409,5119,5120,81711,61790.0,5373000.0
2010-01-20,5186,5231,4986,5053,95909,60984.0,5373000.0
2010-01-21,4986,5164,4919,5165,53015,62327.0,5373000.0
2010-01-22,5008,5075,4853,5031,50362,60715.0,5373000.0
2010-01-25,4875,4941,4741,4742,83893,57222.0,5373000.0
2010-01-26,4741,4763,4447,4542,90061,54805.0,5373000.0
2010-01-27,4608,4697,4452,4452,49156,53730.0,5373000.0
2010-01-28,4540,4585,4443,4542,27098,54805.0,5373000.0
2010-01-29,4452,4518,4363,4408,40302,53193.0,5373000.0
2010-02-01,4540,4697,4452,4564,86283,55073.0,5373000.0
2010-02-02,4608,4608,4474,4475,38563,53999.0,5373000.0
